MAT.1.1	Tô môɲ wo Jésu wo na *kuŋga kelma Dabid wo na kuŋga *Abraham a men hen a na: 
MAT.6.5	«Kiriɲa ken uwôl Emen na, ken li mega kwo bay gelé yirji tu ɓiɲé li hen iyôŋ né, wôsa bay gey uwôlê Emen ɗibiɲ ta bô iyéy daɲare a men, jêrê geré a men, bi ɓiɲé ré gelji. Ôbi a ené kelêŋge bay uwôɲ aŋgaɲ sa kôbriji niɲ. 
MAT.6.6	Niɲba, jôbi ba, kiriɲa ju uwôl Emen ba, ju si bô iyére tom a aɲ ju lugu kermiɲ sam a aɲ ju uwôl ibam wo mô kiriɲ ka yi naɲ kini uwôbêrji hen, aɲ ôbi wo gel aŋga ju li jigê hen a bem arirji. 
MAT.6.7	Kiriɲa ken uwôl Emen ba ken deŋsêrê kwôlo kwôni môɲ kwo bay henê Emen né lêrê hen iyôŋ né, wôsa bay erem iyôŋ ba yaŋ ba kelê wo ciré kôl damaŋ hen iyôŋ a Emen né toyé lew. 
MAT.6.8	Niɲba, kenbay ba, ken li môɲ kwo bay li hen iyôŋ né. Wôsa Ibareŋge Emen na, hôn aŋga ken gey hen tumô niɲ dema kené eŋgeriri hen tô. 
MAT.6.9	Kiriɲa ken gey uwôlê Emen ba ken kôl iyôŋ ba:
MAT.6.9	‹Ibarni wo derômaraŋ a
MAT.6.9	bi ɓiɲé kêm hôn wo jeré yi naɲ jeŋgêrem men,
MAT.6.10	bi emê iyére tom era men,
MAT.6.10	bi nibay ka sa terare a na nini li bô geyé wom mega wo ka derômaraŋ a liɲ hen iyôŋ men,
MAT.6.11	béni aŋgaɲ emê ka nini ôriɲ doyriji kemnêŋ hen men.
MAT.6.12	Ɗi bôm jal sa habrê woni a
MAT.6.12	mega wo nibay kôba nini ɗiɲ bôrni jal sa ka lêni habrê a hen iyôŋ men,
MAT.6.13	Geméni aɲ ju bi bi niné heriɲ bô aŋga séléni hen ré,
MAT.6.13	niɲba, ju derêni kibi habrê a.
MAT.6.13	[Wôsa na jôbi a na ôbi emê iyére men,
MAT.6.13	ju na ôbi ibé iyêrê a men,
MAT.6.13	wôsa ayê kibi na yi wô sam kwôy naɲ kwini a men.
MAT.6.13	*Amên, bi yi geliɲ hen iyôŋ.]›
MAT.6.14	En kelêŋge, hena kené ɗi bôrŋge jal sa habrê wo megêrŋge lêŋge a hen na, Ibareŋge wo mô derômaraŋ a kôba a ɗé bôri jalê sarŋge a men. 
MAT.6.15	Men, hena kené ɗi bôrŋge jal sa habrê wo megêrŋge a ré ba, Ibareŋge wo mô derômaraŋ a a ɗé bôri jalê sarŋge a ré hen iyôŋ men.»
MAT.6.16	«Hena kené jô yerŋge sa emê a ba, ken li ɲa mega wo bay henêre Emen né liɲ hen iyôŋ né, bay sêmnê hen iyôŋ bi ɓiɲé ré gel wo ciré jô yirji sa emê a, iyôŋ ba, na tu kwôlê a ené kelêŋge hen, yi mega wo bay ré uwôɲ sa kôbriji niɲ. 
MAT.6.17	Niɲba, jôbi ba kiriɲa ju jô yem sa emê na, ju pul tum men, ju surge sam a men 
MAT.6.18	ɗiba bi ɓiɲé hôn wo jeré jô yem sa emê a hen ya ré. Aɲ Ibam wo hôn aŋga yi kini uwôbêrji a hen bi ôbi pôn nêŋ ré hôn aŋga ju li jigê hen aɲ bi bem arirji.»
MAT.6.19	«Dayrêŋge aŋgaɲ uɲé ka sa terare a na ré wôsa na kiriɲ ka téére naɲ gur ɓu are ya men, gemsê kôba pôy kibi iyére gômsiɲ a men. 
MAT.6.20	Niɲba, ken dayrê aŋgaɲ uɲé ka derômaraŋ a ka téére naɲ gur a mênê ré hen men, na kiriɲ ka gemsê a nêmê piyê kibi iyére ré men, a gemsê are ya ré hen a men. 
MAT.6.21	Wôsa kiriɲ ka cirarem yiɲ ya na, na kiriɲ bay ka hen a ermé wom kôba ré yé ya men.»
MAT.6.22	«Tum a na lampa to yem, hena tum né dô ba, yem kêm kôba peraŋge men. 
MAT.6.23	A hena tum né meray ba, yem kêm kôba kiriɲ hendu sari a men, a hena kiriɲ ka peraŋgi ka yi yem a ré hendu a sôŋ ba, kiriɲ a hendé na culum sa yem a.»
MAT.6.24	«Gawra pôn nêŋ a lê jé biɲ bay iyéyri wôô ré: dô ré ba ôbi a tôrɲê kwo pôn aɲ periɲ kwo pôni, réba a ɗé yiri yi kwo pôni a aɲ kaɲê kwo pôni. Ka nêmê lê jé biɲ Emen men, yé limé ka gursu a men né.»
MAT.6.25	«Geléŋge, na ôbi a, ené kelêŋge kené sun wô aŋga kené emê gôliɲ ré men wô aŋga kené tôbê yerŋge a ré men. Wôsa merê tu geɲ na gôliɲ aŋgaɲ emê men, yi gôliɲ bargay a men ré ba? 
MAT.6.26	Erméŋge sa ciré ka uwôŋge ta a hen ken gel, bay ci kaw kani ré men, bay wal kaw kani bi a bô béér a ré a men, niɲba, na Ibareŋge wo mô derômaraŋ a hen a biji aŋgaɲ emêrji. A hena ré na hen iyôŋ ba, kenbay ba ken dô ɗê ciré bay ka hen né ba? 
MAT.6.27	Perêrŋge a hen i a nêmê ulê wulê pôn a sa megari a wô wo ɗiré sun gaɲ ba? 
MAT.6.28	A hen iyôŋ ba, ken eremnéré sa bargay ka kené tôbê a ré. Kebêŋge sa gesela wo miirê bô yagê a hen ken gel bay li jé ré men, bay li bargay kani ré a men. 
MAT.6.29	Niɲba, en kelêŋge, kelma Salomôn naɲ hini emê wori hen kôba na tôbe bargay ɗê kwo pôni wôni perêrji a hen né tô. 
MAT.6.30	Hena kalmê ka nono ka kemnêŋ yi hen aɲ kiya bay a uwoyé aɲ hen kôba Emen tôbiji bargay yirji a men na, kenbay dema ôbi ré lê are béŋge ré ba? Ayi! gawrê ka ayê bôô woji naɲ hen. 
MAT.6.31	Hen na, ken kôl iyôŋ ba: na mi a niné emê ba ré men, na mi a niné yê ba ré men, na mi a niné tôbê ba ré a men. 
MAT.6.32	Are bay ka kêm hen na, bay henê Emen né a wogéji yôd yôd merênê liji tô ré hen ɗiba kenbay ba, Ibareŋge wo mô derômaraŋ a hôn aŋga ken ôriɲ doyriji hen. 
MAT.6.33	Iyôŋ ba, ken woge *emê iyére to derômaraŋ a naɲ lê aŋgaɲ derôre kari pa tumô menba, are bay ka kêm hen ôbi a béŋge a sara. 
MAT.6.34	Sunéŋge sa wulê wo kiyay a ré, wôsa kiya môriɲ naɲ kwôli bôri a. Ken gel, wulê wo yôŋ yôŋ kôba naɲ gusiɲ tori tori.»
MAT.7.1	«Jerêŋge kwôlê sa megêrŋge a ré, menba, Emen kôba a jerê kwôlê sarŋge a ré men. 
MAT.7.2	Wôsa Emen a jerê kwôlê sarŋge a mega wo ken jôriɲ sa megêrŋge a hen iyôŋ men. Gway wo ken ay gengiɲ are bi hen a, Emen né gengiɲ béŋge hôriɲ. 
MAT.7.3	Wô mi a jeré ô wô berê kalmê ka dê ka yi tu yênem a hen ba? A yibré wo dami ka yi tum a hen ba ju gel ré ba? 
MAT.7.4	Hen ba já lê iyeŋ a jeré kôliɲ yênem: ‹Ben na dôrem sa kalmê ka yi tum a hen› menba, jôbi ba na yibré gurô yôd a yé tum a hen men ba? 
MAT.7.5	Jôbi woɲ ôbi kelê kwôlê kem wôô wôô hen, dô yibré gurô wo tum a hen aɲ dema jeré geliɲ kiriɲ sélé a jeré dôriɲ kalmê ka yi tô tu yênem a hen tô. 
MAT.7.6	Aŋga yi naɲ jeŋgêrji na, ken biɲ garê ré wô wo bay maa bulo aɲ gidéréŋge men, mériɲ woŋge kôba ken bi tumô gwôsiɲô a ré men, wô wo bay maa ɗiirê naɲ têrji.»
MAT.7.7	«Eŋgeréŋge menba, bay a béŋge, wogéŋge menba, ka uɲé, dêŋge kibi iyére menba, bay a belê béŋge. 
MAT.7.8	Wôsa kwôni wo eŋgere ba bay a biri, men, kwo woge ba a uɲé men, kwo di kibi kermiɲ ba bay a belê biri men. 
MAT.7.9	Perêrŋge a hen kwôni wo kemari eŋgeriri kwô menba, a ayê keram biri hen ya ba? 
MAT.7.10	Réba eŋgereri kuyê menba, a ayê kalaw biri hen ya ba? 
MAT.7.11	Kenbay kaɲ bay bô habrê ka ken hôn biɲ kamneŋge aŋga dôri dôri hen ba, Ibareŋge wo mô derômaraŋ a hen dema ré biɲ ka uwôli are hen ka dôri ɗê aɲ ré ba? 
MAT.7.12	Are kêm ka ken gey bi megêrŋge ré li béŋge hen na, kenbay kôba ken li hen iyôŋ biji hen iyôŋ men, wôsa tôô to *Moyis naɲ kwôlo bay kibi Emen na kôl na hen iyôŋ.»
MAT.7.13	«Séŋge si kibi geré wo yêêri hen ɗi, wôsa kibi geré wo woli na, wol beŋ beŋ dô hari niɲba, na geré wo ô na kini mênê. Aɲ ɓiɲé kwône ô si ya. 
MAT.7.14	Niɲba, kibi geré wo iyêrmiɲ na, séri dôy men, kiriɲ kôba yêr a men hari, niɲba, kwôni ô si ya ba, a gelê. Aɲ ɓiɲé ka si si ya ba, na côb iyôŋ mera.»
MAT.7.15	«Berêŋge bay kibi Emen kaɲ bay benare hen dô wôsa bay tôba na ariɲ gamgê a ré eraɲ yerŋge a niɲba, bôrji na bô heŋ. 
MAT.7.16	Aɲ na sa kibi jé lêreji a kené hôniɲji. Kwôni a kaarê yê tiɲaɗor sa cébriɲ a sa pôn ba? Laba kwôni a kaarê yê tôgôre sa gaara a sa pôn ken gel ba? 
MAT.7.17	Gurô wo lêri ba yêri lêre men, kwo ɗaɲi ba yêri ɗaɲ men. 
MAT.7.18	Gurô wo dôri a yê kwo habiɲ né men, kwo habiɲ a yê kwo dôri ré a men. 
MAT.7.19	Gurô wo yôŋ yôŋ wo yêri habiɲ ba, bay a dêri jerê ulê bô tare a. 
MAT.7.20	Na hen iyôŋ a kené hôniɲ bay kibi Emen kaɲ bay benare bay ka hen sa kibi jé lêreji a hen.»
MAT.7.21	«Ɓiɲé ka uwôgeren ‹Kelma, Kelma› hen a sé bô *emê iyére to derômaraŋ a kêm né niɲba, na ka li bô geyé wo Iban wo derômaraŋ a hen a sé bô a ɗi. 
MAT.7.22	Ôbi a Wulê woɲ jerê kwôlê a na, ɓiɲé kwône a kelê iyôŋ ba: ‹Kelma, na nini dôriɲ ɓiɲé kwôlo Emen naɲ henem ré ba? Na nini dage tunu to habiɲ sa ɓiɲé ka pôni a naɲ henem ré ba? Men, na nini li giɲê wo gay gay hen naɲ henem a men ré ba?› 
MAT.7.23	Menba, na sa kôlji iyôŋ ba: ‹Erêŋge yeŋ, en henêŋge ré men, tun kôba na kuriɲ sarŋge a dê iyôŋ ré kwôy a men, wôsa na kena bay lê têriɲ.› »
MAT.7.24	«Na ôbi á, kwôni wo ré toy kwôlê wo en kôl hen aɲ liɲ ariri a men na, yi mega ôbi ré erem kwôlê wô ɗé tô iyére tori sa keram a iyôŋ. 
MAT.7.25	Emen uwôŋge aɲ kam bôy tô iyére hende to hen a men, kal ge naɲ néri sa iyére hende to hen a men, niɲba, hende kuriɲ né wôsa tôre ɗiɲ na sa keram a. 
MAT.7.26	Niɲba, kwo toy kwôlê wo en dô hen aɲ liɲ ariri ré na, yi mega kubera wo ɗi tô iyére tori sa hal a iyôŋ. 
MAT.7.27	Emen uwôŋge aɲ kam bôy tôre a men, kal ge naɲ néri a men menba, hende tiɲ kerôm kerôm wôsa tôre na ɗiɲ na sa hal a.»
MAT.7.28	Kiriɲa Jésu gel kwôlê bi wo hen iyôŋ kô niɲ na, kwônê ɓiɲé ka mô ya hen tiniji ge kay sa derê kwôlê wori bi wo hen 
MAT.7.29	wôsa ôbi dô na mega *bay derê tô tôô to Emen dôôriɲ hen iyôŋ né.
MAT.8.1	Jésu herbo sa keram a menba, kwônê ɓiɲé ô tôri a. 
MAT.8.2	Menba, ôbi terbare wo pôni ô ligiri a aɲ jubu gubari tumôri a aɲ kôli iyôŋ ba: «Kelma, hena jeré gey ba já beraren.»
MAT.8.3	Jésu jé kôbri hebiɲni aɲ kôl iyôŋ ba: «Ew, en gey bi terbare tom hende to hen ré dôriɲ sam a.»
MAT.8.3	Menba, kiriɲ ba ka hen na, terbare ɓegiɲ yi gawra bi wo hen a aɲ. 
MAT.8.4	Menba, Jésu kôli iyôŋ ba: «Kôliɲ kwôni kwôli berarê wom bi wo hen né pa pa niɲba, ju ô geliɲ ôbi bê kwôbe yem aɲ ju li sarga naɲ tôô to *Moyis na ay hen aɲ bi bay ré gel wo jeré na kwo séli tumô Emen a.»
MAT.8.5	Kiriɲa ka Jésu biɲ Kapêrnayôm, menba, dami wo asgarɲê ka Rôm era ligiri a 
MAT.8.6	aɲ uwôli kôl iyôŋ ba: «Kelma, mana wuɲê ômɲare merayri aɲ yiri liri damaŋ yi sa kalaŋ a ira yaŋ ya.» 
MAT.8.7	Menba, Jésu kôli iyôŋ ba: «Na erê berarêri hen ya.» 
MAT.8.8	Menba, ôbi sa asgarɲê bi wo hen kôli iyôŋ ba: «En nêm wo jeré ô sé bô iyére tiɲê a ré, ay tôm mera, menba, mana wuɲê bi wo hen a berarê seŋge. 
MAT.8.9	Nôbi kôba bay san ya men, ena ôbi sa asgarɲê ka ba hen men, aɲ hena ené kôliɲ kwo pôni iyôŋ ba: ‹Ô› ba, ôbi ô men, hena ené kôli ‹Era› ba, ôbi era men, en kôliɲ lema wuɲê li aŋga na ba, ôbi li men, li ka hen ba, ôbi li a men.»
MAT.8.10	Kiriɲa Jésu toy kwôlo dami wo asgarɲê bi wo hen kôli hen iyôŋ menba, ɗê sari aɲ ôbi kôliɲ ɓiɲé ka mééri ta hen iyôŋ ba: «Na tu kwôlê a ené ena kelêŋge hen, kiriɲ ka en môriɲ môriɲ na, en uwôɲ kwôni wo ayê bôô wori yi môɲ kwo gawra wo na ba naɲ. 
MAT.8.11	Na tu kwôlê a ené ena kelêŋge hen, ɓiɲé a hena si tô emen men, si kini kuriɲay tare a men a daɲji naɲ si *Abraham, Isak naɲ Jakwôb kibi gwoy emê a bô *emê iyére to derômaraŋ a a. 
MAT.8.12	Menba, ka emê iyére to derômaraŋ a na toji ca hen na, bay a biji cêgi haba a aɲ kiriɲ ka hendi a, kiriɲ bay ka hen na, bay a sômnê men, a emê kaɲniji mêêrê mêêrê a men.»
MAT.8.13	Menba, Jésu kôliɲ ôbi sa asgarɲê bi wo hen iyôŋ ba: «Ô iɲ wôsa aŋga ju bi bôm sara hen na, bay liɲ bem niɲ.» Kiriɲ bay ka Jésu kôliɲ gawra bi wo hen kwôlê hen iyôŋ menba, ôbi merayê bi wo hen berare yaŋ men.
MAT.8.14	Menba, Jésu ô iyé Piyêr a menba, uwôɲ mari Piyêr kal dere aɲ yere lere yi sa kalaŋ a. 
MAT.8.15	Ôbi hebe kôbre menba, hende berare aɲ hena li aŋgaɲ emê biji. 
MAT.8.16	Kiriɲa tare kuriɲ niɲ menba, bay eraɲ naɲ ɓiɲé ka tunu to habiɲ geliɲ tirji gusiɲ, menba, Jésu dage tunu hende to hen sarji a aɲ naɲ kwôlo si kibri a men, berare bay ômɲare kêm a men. 
MAT.8.17	Ôbi li hen iyôŋ bi ré biɲ naɲ kwôlo *ôbi kibi Emen *Esay na kôl kôl iyôŋ ba: «Ôbi tô merayê wona men, ômɲare to lêna hen kôba ôbi tô yerna a aɲ a men hen
MAT.8.18	Jésu bô wo kwônê ɓiɲé mééri ta, menba, ôbi ay tôri biɲ bay tôri bi ciré ɗay tera cér wo dami hen. 
MAT.8.19	Menba, ôbi lê magtubu wo pôni uso ligiri a aɲ eŋgereri iyôŋ ba: «*Rabi, kiriɲ ka yôŋ yôŋ ka já erê ya hen na, na erê tôm a.» 
MAT.8.20	Menba, Jésu kôli iyôŋ ba: «Heŋɲê naɲ iyomniji men, ciré naɲ gwonérji a men, niɲba, nôbi *Kema Gawra ba kiriɲ ka a dôbiɲ san ya ba naɲ.» 
MAT.8.21	Menba, gawra wo pôni perê bay tôri a kôli iyôŋ ba: «Kelma, ɗi jan, ɗén na erê emé iban dem.» 
MAT.8.22	Menba, Jésu uwôli sara iyôŋ ba: «Era tôn a na, aɲ ju ɗi ɓiɲé ka yi môɲ temare iyôŋ hen bi em megare temare.»
MAT.8.23	Jésu ɗay bô bato a naɲ bay tôri. 
MAT.8.24	Menba, kebrena wo nana kôl na na, kal wo dami ge sa cér aɲ li wo mêw di kam bêêrê bô bato menba, Jésu yiɲ kum ta men. 
MAT.8.25	Bay tôri eŋni aɲ kôli iyôŋ ba: «Kelma, gôliɲ naɲ ni men réba naa mêniɲ.» 
MAT.8.26	Menba, Jésu uwôlji sara iyôŋ ba: «Wô mi a kené hare hen iyôŋ ba? Wô mi a kené bi bôrŋge sa Emen a ré ba?» Menba, ôbi hena ône kal naɲ kam menba, kiriɲ iyer iyêêr. 
MAT.8.27	Gawrê ka mô bô bato hen na, tiniji ge kay aɲ bay kôl perêrji a iyôŋ ba: «Gawra wo na ba, na kwo iyeŋgi a kal naɲ cér kôba ré biri kwôlê hen ba?»
MAT.8.28	Kiriɲa Jésu era sa biɲ cêgi cér wo Galilé bô emê wo Gadaréniɲê a menba, ɓiɲé wôô ka tunu to habiɲ kuriɲ sarji a soji si sa kamɲê aɲ eraji ligiri a. Bay li aŋga li harê aɲ kwôni nêm ayê geré wo bay môriɲ ya hen né. 
MAT.8.29	Menba, kiriɲ bay ka hen na, bay karê kula kôl iyôŋ ba: «Ju gey na mi yirni a jôbi woɲ Kema Emen, ju era na wô geléni gusiɲ pa dema wulê woni ré nêm tô ba?»
MAT.8.30	Kiriɲ bay ka hen na, gwôsiɲô ka pôni ɗubu kwa cér a sêd wolé ôm are. 
MAT.8.31	Menba, tunu to habiɲ hende to hen kôliɲ Jésu iyôŋ ba: «Nini uwôlem dagêni bi a bô gwôsiɲô ka ɗebe hen a ɗi.» 
MAT.8.32	Jésu kôlji ré ô menba, tunu hende to hen si bô ɓiɲé bay ka wôô hen a aɲ ôrji siji bô gwôsiɲô aɲ li wo bay yêseraji ta sa keram a heriɲji bô kam a ma kêm.
MAT.8.33	Menba, bay gemé gwôsiɲô bay ka hen gerji ô kôliɲ ɓiɲé derô ira kwôli are bay ka ré li are hen men, aŋga ré sa sa ɓiɲé ka wôô ka tunu to habiɲ yi bôrji a hen men. 
MAT.8.34	Menba, bay sooro ciré sa uɲéri aɲ kiriɲa bay uwoɲni niɲ menba, bay kôli ré si erêɲ bô emê woji a.
MAT.9.1	Jésu ɗay bato ô tera sa iyére tori a. 
MAT.9.2	Menba, bay eraɲ naɲ ôbi merayê wo yi sa jaare a, kiriɲa ôbi gel ayê bôô woji bi wo hen iyôŋ menba, ôbi kôliɲ ôbi merayê bi wo hen iyôŋ ba: «Baa kam, melaɲnen, têriɲ tom dôriɲ sam a.»
MAT.9.3	Menba, bay derê tô tôô to Emen kôl bôrji a kôl iyôŋ ba: «Gawra bi wo hen tiiré na Emen hen.»
MAT.9.4	Jésu hôn ermé woji aɲ kôlji iyôŋ ba: «Wô mi a kené erem kwôlê wo habiɲ hen iyôŋ ba? 
MAT.9.5	Kelê iyôŋ ba: ‹Têriɲ tom dôriɲ sam a› a derê kelê lew, laba kelê: ‹Hena ta ju ô› a derê kelê lew ɗi ba? 
MAT.9.6	Haw hen ka henê mega wo nôbi *Kema Gawra ené ôriɲ naɲ néé sa terare a na wô dôriɲ têriɲ sa ɓiɲé.»
MAT.9.6	Menba, ôbi kôliɲ ôbi merayê na iyôŋ ba: «En kôlem, hena ta ay jaare tom ôriɲ iɲ.»
MAT.9.7	Menba, ôbi hena ta aɲ ay jaare tori ôriɲ iɲ. 
MAT.9.8	Kiriɲa kwônê ɓiɲé gel hen iyôŋ menba, harê liji aɲ bay ay kibi Emen woɲ ôbi biɲ ɓiɲé néé hen.
MAT.9.9	Jésu ô aɲ kiriɲ bay ka hen menba, ôbi gel gawra wo pôni wo bay uwôgeri Matiyé mô kini eŋgé wôgê. Menba, Jésu kôli iyôŋ ba: «Era tôn a.» Menba, kiriɲ bay ka hen ôbi hena ô tôri a.
MAT.9.10	Jésu ôm are iyé Matiyé a menba, kwônê ɓiɲé kaɲ *bay eŋgé wôgê naɲ bay lêre aŋga habiɲ men era sa ôm are naɲ Jésu naɲ bay tôri. 
MAT.9.11	Parisiɲêɲê gel hen iyôŋ menba, bay kôliɲ bay tôri iyôŋ ba: «Wô mi a *Rabi woŋge ré ôm are naɲ bay eŋgé wôgê men, bay lê habrê a men hen iyôŋ ba?» 
MAT.9.12	Kiriɲa Jésu toy hen iyôŋ menba, ôbi kôlji waŋ a ta kôl iyôŋ ba: «Na ɓiɲé ka berari a geyé dôktôr ré, niɲba, na bay ômɲare a geyri ɗi. 
MAT.9.13	Erêŋge ken hô ô tô kwôlo bay na liɲ bô magtubu to Emen a kôl iyôŋ ba: ‹En gey na wo kené bô tu ɲa to megêrŋge ɗiba na bê kwôbe wo naɲ lari hen né
MAT.9.14	Bay tô Ja ôbi lê batêm era ligi Jésu a aɲ eŋgereri iyôŋ ba: «Wô mi a nibay naɲ Parisiɲêɲê niné jôriɲ bôrni kurôŋ kwôy kwôy menba, bay tôm jôbi ba li hen iyôŋ né wô mi ba?» 
MAT.9.15	Menba, Jésu uwôlji sara iyôŋ ba: «Ɓiɲé ka era kini kurô hen ka bé bi bay ré jôriɲ bôrji kurôŋ kiriɲa ôbi iyéy kurô ba ya naɲ ci tô hen ba? Eŋ eŋ, wulê wo bay a derê ôbi kurô perêrji a aɲ hen na, na wulê bi wo hen a bay ré jôriɲ bôrji kurôŋ tô. 
MAT.9.16	Kwôni a ulê tu bargay ka ôli naɲ ka kôrbi ré wôsa ka kôrbi bay ka hen a yêgerê ka ôli hen tumô tumô. 
MAT.9.17	Kwôni a bê care to kôrbi bô gwolé woɲ ariɲ wo ôli a ré, wôsa ôbi a kariɲ aɲ care hende to hen a uwôsiɲ, wôsa care to né haw ba biɲ na bô gwolé ariɲ wo kôrbi a men, hen dema care men, gwolé men, ré merê sem.»
MAT.9.18	Kiriɲa Jésu kôlji kwôlê bi wo hen ba ya tô menba, dami wo Jubɲê wo pôni era sa jubu gubari tumôri a aɲ kôli iyôŋ ba: «Môɲnen ma haw hen, era ju ô ulê kôm a sara bi bér ben men.» 
MAT.9.19	Menba, Jésu naɲ bay tôri henaji ôrji tôri a. 
MAT.9.20	Iyore to pôni to kwôbe ô yere a li elê môj kibi wôô hen era si cêgeri aɲ hebe kibi bargay kari. 
MAT.9.21	Hende erem bôre a iyôŋ ba: «Hena ené hebe bargay kari mera kôba na berarê seŋge.» 
MAT.9.22	Jésu bare gele aɲ kôle iyôŋ ba: «Baa karê yêren, ayê bôô woré gôliɲ naɲ mu.» Kiriɲ bay ka hen na, hende berare. 
MAT.9.23	Kiriɲa Jésu biɲ iyé dami wo Jubɲê bi wo hen a menba, ôbi gel bay iberé are men, bay karê kula a men. 
MAT.9.24	Menba, ôbi kôliɲ ɓiɲé iyôŋ ba: «Séŋge nô, wôsa mône hende to hen yi na kum ɗiba ma ré.» Menba, bay ayrêri. 
MAT.9.25	Kiriɲa bay si nô kêm niɲ menba, ôbi si bô ira aɲ ɓu kôbi mône hende to hen ta menba, hende hena ta. 
MAT.9.26	Aɲ kwôli béré wo ôbi bér mône hende to hen ôm gôre tô emê iyére hende to hen kêm.
MAT.9.27	Kiriɲa Jésu ɗa erê ta niɲ menba, bay tu tiɲ ka pôni wôô tô gura ôriɲ tôri a kôl iyôŋ ba: «*Kuŋga kelma Dabid, bô tu ɲa toni men.» 
MAT.9.28	Kiriɲa Jésu sa biɲ iyére menba, bay tu tiɲ bay ka hen era ligiri a menba, ôbi eŋgeriji iyôŋ ba: «Ken hôn wo ené nêmê lê are bay ka hen ba?» Menba, bay hô kôli iyôŋ ba: «Ju nêm lê Kelma.» 
MAT.9.29	Menba, Jésu hebe tirji aɲ kôlji iyôŋ ba: «Bi are bay ka hen liɲ béŋge wô bôrŋge bi wo ken bi san a hen.» 
MAT.9.30	Kiriɲ bay ka hen na, bay gel kiriɲ sél daŋ daŋ. Menba, Jésu ɓaŋji kôl iyôŋ ba: «Bi kwôni pôn iyôŋ kôba toy kwôli ré pa pa.» 
MAT.9.31	Niɲ na, kiriɲa bay ô niɲ menba, bay kôl kwôli Jésu gôriɲ tô iyére kêm mera.
MAT.9.32	Kiriɲa Jésu naɲ bay tôri ca erê ta niɲ menba, bay eraɲ naɲ gawra wo tunu to habiɲ jôôri iyêl kwôlê hen sa biri. 
MAT.9.33	Jésu dage tunu to habiɲ hende to hen aɲ menba, gawra bi wo hen iyêl men. Menba, kwônê ɓiɲé ka ɗebu ya hen na, ɗê sarji aɲ bay kôl iyôŋ ba: «Nini gel ani kani ka hen iyôŋgi sa pôn sa iyé *Israyêl a ré kwôy.» 
MAT.9.34	Menba, Parisiɲêɲê kôl iyôŋ ba: «Na naɲ néé wo kelma woɲ ôbi sa tunu to habiɲ hende to hen a ôbi ré dagiɲ tunu to habiɲ hende to hen hen.»
MAT.9.35	Jésu ô naɲ sa iyére iyére to damné a men, to dê dê a a men geliɲ ɓiɲé are bô *iyéy daɲare a men, uwôliɲ béré Kwôlo Dôri wo gengiɲ sa *emê iyére to derômaraŋ a men, berariɲ bay ômɲare to gay gay men, bay lôrê ka gay gay a men. 
MAT.9.36	Kiriɲa Jésu gel kwônê ɓiɲé ka era ligiri a hen iyôŋ menba, tirji liri ɲa wôsa bay yi môɲ gamgê ka ôbi abêrji naɲ iyôŋ. 
MAT.9.37	Menba, ôbi kôliɲ bay tôri gwosoy kwôlê kôl iyôŋ ba: «Kaw kaɲ walê mê gaɲ niɲba, bay walêrji dê. 
MAT.9.38	Uwôliɲge ôbi iyéy kaw na bi jéɲ naɲ ɓiɲé bô kaw kari a.»
MAT.10.1	Jésu uwôge bay tôri ka môj kibi wôô hen, aɲ biji néé bi bay ré dagiɲ tunu to habiɲ men, ré berariɲ bay ômɲare to gay gay hen naɲ bay merayê ka gay gay a men. 
MAT.10.2	Hini bay tôri bay ka môj kibi wôô hen a na: Simô wo bay uwôgeri Piyêr hen naɲ yêni André men, si *Jak naɲ yêni Ja kaɲ kam Jébédé hen men. 
MAT.10.3	Pilip men Bartélémi men, Tomas men Matiyé woɲ *ôbi eŋgé wôgê hen men, Jak woɲ kema Alpé hen men, Tadé men, 
MAT.10.4	Simô woɲ kema iyére hen men, Judas Iskariyôt woɲ ôbi desé Jésu hen a men.
MAT.10.5	Jésu jé bay tôri bay ka môj kibi wôô hen aɲ halji kôl iyôŋ ba: «Erêŋge sa iyé ɓiɲé ka na Jubɲê ré hen ré men, ken ô sa iyé Samari a ré a men, 
MAT.10.6	niɲba, ken ô kebê gamgê ka ge kay ka na kam *Israyêl hen pa dem. 
MAT.10.7	Erê wo ka erê hen na, ken kôliɲ ɓiɲé wo *emê iyére to derômaraŋ a ré ba ɗa niɲ. 
MAT.10.8	Men, ken berare bay ômɲare to gay gay hen men, ken bér ka ma men, ken dô *terbare yi ɓiɲé a men, ken dage tunu to habiɲ bô ɓiɲé a a men. Mega wo ken uwôɲ seŋge hen na, kenbay kôba ken bi seŋge hen iyôŋ men. 
MAT.10.9	Erê wo ka erê hen na, ayêŋge lôr ley gursu tôni ley bô magela woŋge a ré men, 
MAT.10.10	ken ay magela woɲ kergare kôbreŋge a ré men, bargay kaɲ kabrêrŋge wôô wôô ré men, ken tôbe garbê ré men, ken pô kwoore wôni ré a men wôsa kwôni wo li jé ba a uɲé ari emêri. 
MAT.10.11	Hena kené biɲ sa iyére to damné ley sa kam iyére a ley na, ken eŋgere kwôni wo a nêmê ɓeréŋge yiri a ya ba ken mô ya hende to hen kwôy wo ken ôriɲ ta. 
MAT.10.12	Men, kiriɲa kena sé bô iyé kwôni bi wo hen a na, ken liri dosé pa dem. 
