MAT.1.1	Taku̱rda-o̱ u̱n baag-o Ye̱so 
MAT.5.46	U̱rege̱ ye̱ co̱nu̱ no̱ à, ye̱ no̱ m-co̱n cot, no̱a kum u̱r-'yons o̱ ka á. Ko̱ 
MAT.5.47	U̱rege̱ nay-ne̱ no̱ cot no̱ m-gas, ¿ya no̱ no̱me̱ o̱ ka yo no̱ jiishte̱ ye̱ ken ye̱? Ay, ko̱ ye̱ ro̱ 
MAT.5.48	Remen kaane̱ se̱ no̱ ma'as ba u̱n be-de u̱t-re̱e̱b bo̱ Tato no̱ wu̱ n-To̱n shir ro̱ ba u̱n be-de u̱t-re̱e̱b à.”
MAT.6.1	Ye̱so haaru̱ co u̱n yoose̱ u̱n yan-neke̱-mo̱ u̱n wu̱. Wu̱ ze̱e̱ru̱, “Da-o̱ no̱ nome̱ rii-yo u̱r-bon taase no̱ nom u̱n yish-ye̱ u̱n hun-ne̱ remen ye̱ bu̱mu̱t no̱. U̱rege̱ no̱ no̱mo̱g rii-yo u̱r-bon remen hun-ne̱ bu̱mu̱t no̱, no̱a kum u̱r-'yons be-u̱r Tato no̱ wu̱ ro̱ n-To̱n shir á.
MAT.6.2	“Remen kaane̱ da-o̱ wo̱ 'ye m-yar, o guut ko̱o̱b-ne̱, taase o ru̱re̱ hun-ne̱ bo̱ o he yo m-no̱m à. U̱rege̱ no̱ m-no̱m u̱n kaane̱, no̱ waragte̱ u̱ntu̱n ya-o-she̱pe̱, ye̱ ro̱ m-no̱m u̱n kaane̱ u̱n kuke̱-to̱ u̱n yoos u̱n Ma-to̱ Shir, komo u̱s-co̱w ne̱ remen hun-ne̱ bu̱mu̱t ye̱. Nip-o̱ me̱ no̱ m-ru̱re̱, ye̱ kumuste̱ 'yons-de u̱n ye̱ be-de u̱n hun-ne̱. 
MAT.6.3	Amba u̱rege̱ wo̱a gu ko-ko̱o̱b, wo̱ yage̱ ko̱ wan-yen-du wu̱ nep rii-yo wo̱ m-no̱m á. 
MAT.6.4	Remen kaane̱, 'ya m-yar wukusse̱. Ka da-de, Tato na wu̱ ro̱ m-hyan rii-yo wo̱ m-no̱m wukusse̱ à, wu̱a to̱p wo̱.”
MAT.6.5	Ye̱so ze̱e̱ru̱, “Komo u̱rege̱ no̱ u̱t-ma u̱n Shir ne̱, no̱ no̱m bo̱ ya-o-she̱pe̱ ro̱ m-no̱m á. Ye̱ ro̱ m-co̱n ye̱ ine̱ eso n-me̱ u̱n kuke̱-to̱ u̱n yoos u̱n Ma-to̱ Shir ye̱ konot, komo u̱t-bakse̱ ne̱ be-de hun-ne̱ ro̱ m-go'one̱ à remen hun-ne̱ hyenet ye̱. Nip-o̱ me̱ no̱ m-ru̱re̱, ye̱ kumuste̱ o̱ ka ko̱m-de u̱n 'yons-de u̱n ye̱.
MAT.6.6	Amba da-o̱ o he m-ko̱n u̱n Shir rii à, co̱w o-kuke̱, o tige̱ ish. O ko̱n Shir Tato na wu̱ a m-hyan á, komo Tato na wu̱ ro̱ m-hyan u̱n rii-yo a no̱me̱ wukusse̱ ba hun-ne̱ u̱n hyan wu̱ á, wu̱a to̱p wo̱.”
MAT.6.7	Ye̱so ze̱e̱ru̱, “U̱rege̱ no̱ u̱n ko̱n u̱n Shir rii, taase no̱ ma'as m-bim ba m-nap u̱n rii-yo no̱ m-rwo̱r á. Ye̱ nape̱ Shir á, ye̱ ro̱ m-ko̱n kaane̱ remen ye̱ ro̱ u̱s-barag shir-ye̱ u̱n ye̱ co̱no̱g m-ho̱ge̱ u̱n go̱n ka ko̱n-se. Ye̱ ro̱ m-hyan ye̱a kum rii-yo ye̱ ro̱ u̱s-ko̱n à, remen ye̱ cepk u̱t-ma de̱e̱n da-o̱ u̱s-ko̱n. 
MAT.6.8	Taase no̱ ko̱n u̱ntu̱n ye̱ da-o̱ no̱ u̱s-ko̱n á, remen Shir Tato na nepste̱ rii-yo no̱ o-hoob à, cin ba no̱ u̱n ko̱n wu̱.” 
MAT.6.9	Ye̱so ze̱e̱ru̱, “Kaane̱ no̱ he m-ko̱n:
MAT.6.9	“ ‘Tato na wu̱ ro̱ n-To̱n à,
MAT.6.9	A se̱ke̱mse̱ jin u̱n du.
MAT.6.10	Gwo̱mo-u̱t ru haan,
MAT.6.10	A nom rii-yo o co̱ne̱ à ho̱no o-dak,
MAT.6.10	Bo̱ a m-no̱m n-To̱n à.
MAT.6.11	Ya te̱ caane̱ rii-yo m-re̱ yo u̱n ka ho̱-de.
MAT.6.12	O soksu̱ te̱ 
MAT.6.12	bo̱ te̱ m-sokse̱ u̱n ye̱ ro̱ te̱ m-no̱me̱ u̱t-
MAT.6.13	Taase o heet te̱ n-me̱ u̱t-meger á,
MAT.6.13	Amba gu te̱ be-de o-yo̱ yo.’
MAT.6.14	“U̱rege̱ no̱ soksote̱ o̱r no̱ ne̱ 
MAT.6.15	Amba u̱rege̱ no̱ sokse̱ hun-ne̱ 
MAT.6.16	Ye̱so ze̱e̱ru̱, “Da-o̱ no̱ o-
MAT.6.17	Amba da-o̱ wo̱ ro̱ o-
MAT.6.18	Taase hun-ne̱ nep wo̱ o-
MAT.6.19	Ye̱so ze̱e̱ru̱ komo, “Taase no̱ karakse̱ hi u̱n no̱ o-kwu̱m u̱n ho̱no o-dak á. Be-de ye̱ge̱-re̱n m-shebe̱ ne̱ he o̱ m-naas à kàne̱ n-dak. Be-de komo hyow-ne̱ he m-co̱w ye̱ hiw yo no̱ e̱sse̱ à.
MAT.6.20	Se̱ de̱ no̱ karakse̱ hi u̱n no̱ o-kwu̱m n-To̱n shir, rii-yo ro̱ kashi be-de Shir à. Be-de re̱n m-shebe̱ ne̱ a hoks o̱ m-naas á, komo hyow-ne̱ a hoks m-co̱w ye̱ hiwit u̱r-hyow á. 
MAT.6.21	Nom kaane̱ remen be-de kwu̱m-o ru ro̱ à, káne̱ hur-u̱r du ro̱.”
MAT.6.22	Ye̱so ze̱e̱ru̱, “Yish-ye̱ ro̱ u̱r-pitirra de o-wu̱r, u̱rege̱ yish ru ro̱ ke̱rke̱r, kap u̱n wu̱r-o ru o̱a shi m-cecar ne̱. 
MAT.6.23	Amba u̱rege̱ yish ru ro̱ ke̱rke̱r á, wo̱a hyen u̱r-bon ne̱ á. Ya ro̱ u̱ntu̱n wu̱ ro̱ n-me̱ o-comb à. U̱rege̱ cecar-mo̱ depe̱ o nom à mo̱ ro̱ ko̱n á, ashi n-me̱ o-comb o̱ ka o ro̱.”
MAT.6.24	Ye̱so ze̱e̱ru̱, “Yatt ko-gu̱w-wu̱ he m-hoks u̱n nome̱ u̱n hun-ne̱ yoor m-gu̱w da-o gaan á, ko̱ wu̱ cu̱n wan-gaan wu̱ yage̱ wan-gaan, ko̱ wu̱ es u̱n wan-gaan wu̱ yo'og wan-gaan, kaane̱ o̱ komo yatt bo̱ no̱ he m-no̱m no̱ cu̱nu̱t Shir u̱n hwo̱r ne̱ á.”
MAT.6.25	Ka da-de Ye̱so ze̱e̱ru̱, “Remen kaane̱ me̱ no̱ m-ru̱re̱, taase no̱ ryegen bo̱ no̱ he nekette̱ m-ho̱o̱g à, u̱ntu̱n rii-yo no̱ he m-re̱, ko̱ yo no̱ he m-swo̱ à, ko̱ komo bo̱ no̱ he m-no̱m no̱ kumut rii-yo m-co̱p u̱n wu̱r-u̱t no̱ á. ¿Ho̱o̱g-m mo̱ arag rii-yo m-re̱ á? ¿Komo wu̱r-o̱ jiish saw-to̱ no̱ he m-co̱p á?” 
MAT.6.26	Ye̱so ze̱e̱ru̱, “Gwo̱t no̱ de̱ ye̱ge̱-no. Ye̱ u̱r-go á, ye̱ ro̱ ne̱ m-ce á, ye̱ m-kamas u̱r-byo á. Kap u̱n kaane̱ ne̱ Tato na wu̱ n-To̱n wu̱ ro̱ ye̱ m-re̱e̱gte̱. ¿Shir wu̱ jiish no̱ m-co̱n de̱e̱n arge̱ bo̱ wu̱ co̱ne̱ ye̱ á? Remen kaane̱ Shir a 'ye no̱ rii-yo m-re̱ yo no̱ co̱ne̱ à. 
MAT.6.27	¿Wan wu̱ ne̱ be u̱n no̱ regen-o̱ u̱n wu̱ he hoks m-gu ho̱-to̱ u̱n mar-mo̱ u̱n wu̱ woosu̱ne̱?”
MAT.6.28	Ye̱so haaru̱ co m-ze̱e̱, “No̱ ryegen u̱n saw-to̱ no̱ he m-co̱p á. Gwo̱t no̱ mo̱k-to̱ o-ko̱t bo̱ to̱ ro̱ m-bo̱'o̱se̱ à, to̱ ro̱ m-se̱nge̱ ko̱ m-ce u̱t-gund á. 
MAT.6.29	Amba kap u̱n kaane̱ ne̱, me̱ no̱ m-ru̱re̱ ko̱ ko-Gwo̱mo 
MAT.6.30	¿U̱rege̱ har Shir ro̱ m-nome̱ u̱n gwo̱-se o-ko̱t u̱t-geger to̱ ro̱ kane̱ caane̱, m-buk a tu̱ks to̱ à, yagu̱nte̱ no̱? No̱ m-she̱r be-de u̱n wu̱ de̱e̱n á!
MAT.6.31	“Remen kaane̱ taase no̱ ryegen no̱ zee, ‘¿Ya ne̱ te̱ he m-re̱? ¿Ko̱ ya te̱ he m-swo̱?’ Ko̱ komo, ‘¿Ya te̱ he m-co̱p?’ 
MAT.6.32	Taase no̱ warag u̱ntu̱n ye̱ nape̱ Shir á. Ye̱ ro̱ u̱n hoob-o̱ u̱n se ka rem-se. Tato no̱ wu̱ n-To̱n wu̱ nepste̱ no̱ u̱n hoob-o̱ u̱n ka rem-se kap. 
MAT.6.33	Amba rii-yo jiishe̱ à u̱r-takan yo ka, hoob no̱ gwo̱mo-to̱ u̱n wu̱, komo no̱ she'et kashi u̱r-she'et de u̱n wu̱ bo̱ wu̱ co̱ne̱ à. Ka da-de, wu̱a 'ye no̱ ka rem-se kap.
MAT.6.34	“Remen u̱n kaane̱, taase no̱ ryegen remen m-buk. Remen ho̱-de u̱n buk-de ro̱o̱n u̱n go̱n co̱n-mo̱ u̱n de ne̱. Regen-o̱ u̱n caane̱ bo̱'o̱ssu̱tu̱ no̱ remen caane̱.”
MAT.7.1	“No̱ piishe̱ hun-ne̱ u̱t-ma á, taase a piishi no̱. 
MAT.7.2	No̱ nak bo̱ no̱ piishe̱ hun-ne̱ à, kaane̱ Shir he no̱ m-piishe̱. U̱rege̱ no̱ me'esu̱te̱ hun-ne̱ u̱r-bon ne̱, Shir a me'esu̱ no̱ u̱r-bon ne̱. Amba no̱ me'ese̱ hun-ne̱ ba u̱r-bon kaane̱ Shir he no̱ me'ese̱ ba u̱r-bon.
MAT.7.3	“¿Ya o ro̱tte̱ gwo̱t u̱n ya o-gwo̱ yo ro̱ n-me̱ u̱n yish-u̱r o̱r ru à, amba wo̱ hyan cik-o̱ ro̱ u̱n de ma ru yish-de? 
MAT.7.4	¿Ko̱ komo re ne̱ o he m-no̱m o zeet o̱r ru, ‘Yage̱ u̱m hu̱ssu̱tu̱ wo̱ ya gwo̱-yo ro̱ n-me̱ u̱n yish u̱n du à,’ wo̱ kaane̱ o-cik ne̱ u̱n de ma ru yish-de? 
MAT.7.5	Wo̱ ko-ya-o-she̱pe̱! Hu̱ssu̱sse̱ cik-o̱ ro̱ n-me̱ u̱n yish ru à, remen o hyenet cas bo̱ o he m-hu̱sse̱ u̱n o̱r ru ya o-gwo̱ yo ro̱ n-me̱ u̱n yish-de u̱n wu̱ à.”
MAT.7.6	Ye̱so ze̱e̱ru̱, “No̱ ya'as ye̱ge̱-wo̱ rem-se Shir se ba m-ku̱ko̱p á. U̱rege̱ no̱ nomog kaane̱, ye̱a waktu̱ne̱ ye̱ ho̱gu̱ssu̱ no̱ m-hoog. No̱ jorbe̱ ye̱ge̱-are̱de saw-to̱ u̱n hwo̱r á! Ye̱a yawag ka saw-to̱ u̱s-na se u̱n ye̱.”
MAT.7.7	Ye̱so ze̱e̱ru̱, “Se̱ngu̱ no̱ ko̱n-se Shir rii-yo no̱ co̱ne̱ à, wu̱a 'ye no̱. Se̱ngu̱ no̱ hoob-o rii-yo no̱ co̱ne̱ à, Shir a 'ye no̱. Se̱ngu̱ no̱ ko̱'o̱t u̱n ish, Shir a tikshi no̱. 
MAT.7.8	Remen kap wu̱ ko̱ne̱ à, wu̱a kum be-de Shir. Myet wu̱ ho̱be̱ be-de Shir à, wu̱a kum. Komo kap wu̱ ko̱'o̱te̱ ish à, Shir a tiksu̱ wu̱.
MAT.7.9	“¿Ko̱, wu̱ ken wu̱ ro̱ ko̱n be-u̱r no̱ tat-ne̱, wu̱ he u̱rege̱ wà u̱n wu̱ ko̱no̱g wu̱ rii-yo m-re̱, wu̱a ya'as wu̱ u̱r-ta'ar? 
MAT.7.10	¿Ko̱ wan-gaan be-u̱r no̱ tat-ne̱ u̱rege̱ wà u̱n wu̱ ko̱no̱g wu̱ o-jan, wu̱a ya'as wu̱ o-hwo̱? 
MAT.7.11	No̱mo̱g no̱ ye̱ge̱-yo̱-ye̱ no̱ nak bo̱ no̱ he m-'ya u̱n yakar no̱ rem-u̱s so̱-se à. Yagu̱nte̱ Tato no̱ wu̱ n-To̱n shir, ai wu̱a 'ye yan-ko̱n-se u̱n wu̱ rem-u̱s so̱-se!” 
MAT.7.12	Ye̱so ze̱e̱ru̱, “Myet bo̱ no̱ co̱ne̱ hun-ne̱ nomo no̱ à, se̱ no̱ nomotu̱ ye̱ kaane̱, remen o̱ ka o̱ ro̱ 
MAT.7.13	Ye̱so ze̱e̱ru̱, “Co̱w no̱ u̱n gwo̱mo-to̱ Shir u̱n ish-o re̱k-o̱. Remen co̱w-yo ro̱ m-ha be-de m-mar à u̱n ka ish-o̱ ne̱ ro̱ m-ho̱o̱b ne̱. Komo ya-m-do̱re̱ u̱n ka co̱w-yo ro̱ de̱e̱n. 
MAT.7.14	Amba ish-o̱ ro̱ m-ha be-de u̱n ho̱o̱g à, re̱k-o̱ o̱. Co̱w-yo u̱n o̱ komo ro̱ m-'ya u̱r-ko̱o̱b de m-do̱re̱. Yan-do̱re̱-mo̱ u̱n yo komo ye̱ ro̱ de̱e̱n á.”
MAT.7.15	Ye̱so ze̱e̱ru̱, “No̱m no̱ ja be-de u̱n 
MAT.7.16	A m-kum u̱n yakar-ye̱ m-rum u̱n 'yo-yo o-yokor á, ko ne̱ u̱t-heye̱ u̱n 'yo-yo go̱g á. Kaane̱ komo ro̱ be-de u̱n hun-ne̱, u̱n go̱n she'et-de u̱n ye̱, de ye̱ ro̱ u̱r-she'et à, no̱ he ye̱ m-nap. 
MAT.7.17	Kaane̱ komo ko̱ yo ke kashi-o 'yo-yo yoa met yakar-ye̱ u̱r-bon, 'yo-yo u̱n ba u̱r-bon komo yo met yakar-ye̱ ba u̱r-bon. 
MAT.7.18	Bo̱ 'yo-yo u̱r-bon yoa hoks m-mat u̱n yakar-ye̱ ba u̱r-bon á, kaane̱ komo 'yo-yo ba u̱r-bon yoa hoks m-mat u̱n yakar-ye̱ u̱r-bon á. 
MAT.7.19	Kap 'yo-yo yage̱ mat u̱n yakar-ye̱ u̱r-bon à, hun-ne̱ a saag yo a jorbe̱ o-ra.
MAT.7.20	Remen kaane̱ no̱ hette̱ m-nap u̱n 
MAT.7.21	Ye̱so ze̱e̱ru̱, “Ba myet-o̱ u̱n hun-ne̱ ye̱ ro̱ me̱ m-ze̱e̱ ‘Go̱s-wu̱, Go̱s-wu̱ à,’ ye̱ he m-co̱w u̱n den-o̱ u̱n Gwo̱mo-to̱ o-Shir
MAT.7.22	U̱n ho̱-de piish u̱t-ma, hun-ne̱ de̱e̱n ye̱a zee me̱, ‘Go̱s-wu̱! Go̱s-wu̱! Te̱ rwo̱ro̱g Ma-to̱ Shir u̱n jin u̱n du! Te̱ ruut 
MAT.7.23	Ka da-de man zee ye̱, ‘Me̱ we̱t no̱ m-nap á. Ine̱ no̱ be u̱n de, no̱ yan-me̱n-u̱t jaas-to̱.’
MAT.7.24	Ye̱so ze̱e̱ru̱, “Remen kaane̱, wu̱ ho̱ge̱ ka ma-u̱t re to̱ à, wu̱ nom komo bo̱ u̱m zee à, wu̱a warag u̱ntu̱n ko-ya-u̱s-we̱e̱r wu̱ ma'e̱ hur-o̱ u̱n wu̱ n-te̱ o-ta'ar à. 
MAT.7.25	Bo̱ kem caari hyeete̱ à, mar-u̱t shiiru̱ m-ho̱. Yo-m indu̱ndu̱ru̱ mo̱ tamu̱ru̱ ká hur-o̱. Amba ká hur-o̱ he̱ á, remen ká ne̱t-wu̱ maag o̱ n-to̱n o-ta'ar. 
MAT.7.26	Myet bo̱ u̱n wu̱ ho̱ge̱ ma-u̱t re à, komo wu̱ yage̱ m-no̱m bo̱ u̱m zee à. Ya wu̱ ro̱ u̱ntu̱n wu̱ ken ko-raag-wu̱, wu̱ ma'e̱ hur-o̱ u̱n wu̱ n-te̱ m-hyereg à. 
MAT.7.27	Bo̱ kem caari hyeete̱ à, mar-u̱t shiiru̱ m-ho̱, yo-m indu̱ndu̱ru̱ mo̱ tamu̱ru̱ ká hur-o̱. Komo kap mo̱ u̱n ká hur-o̱ he̱e̱ru̱, he̱-de u̱n diniyo̱ komo!”
MAT.7.28	Bo̱ Ye̱so komte̱ rwo̱r u̱n ka rem-se à, mo̱ro̱g-de u̱n hun-ne̱ ye̱ ho̱ge̱ wu̱ à, ye̱ bo̱pu̱ru̱ o-nu u̱n co̱w-yo wu̱ yoosu̱tu̱ ye̱ à u̱n rem-se wu̱ yoose̱ ye̱ ne̱ à. 
MAT.7.29	Ye̱ u̱n ze̱e̱ kaane̱, remen Ye̱so yoosu̱ ye̱ bo̱ yan-Yoos-de u̱n 
MAT.8.1	Bo̱ Ye̱so kyergu̱nte̱ n-to̱n u̱r-haag à, hun-ne̱ de̱e̱n do̱ru̱ru̱ wu̱. 
MAT.8.2	Wu̱ ken ko-
MAT.8.3	Ye̱so tabbu̱ru̱ kom-o̱ u̱n wu̱, wu̱ ci'u̱ru̱ ká ne̱t-wu̱. Komo Ye̱so ze̱e̱ru̱, “U̱m co̱no̱g, go̱m ru te.” Ba u̱n rem káne̱, 
MAT.8.4	Ka da-de Ye̱so ze̱e̱ru̱ wu̱, “Wo̱ jar o ru̱re̱ ne̱t bo̱ no̱me̱ á. Amba neke̱, o kute̱ wan-
MAT.8.5	Bo̱ Ye̱so cu̱wte̱ u̱n bo̱-o̱ o-Kapanahum à, wu̱ ken caari-wu̱ u̱n ko-karma-wu̱ u̱n 
MAT.8.6	“Go̱s-wu̱, me̱ u̱n ko-ya-m-gu̱w ne̱ wan-campo̱ wu̱ piishe̱ á. Wu̱ ro̱ o-hur do̱mb, wu̱ ro̱ m-hoks m-nukte̱ á, wu̱ ro̱ m-swo̱ u̱r-ko̱o̱b de̱e̱n.”
MAT.8.7	Ye̱so ze̱e̱ru̱ wu̱, “Man habe̱, u̱m taasu̱té̱ wu̱ go̱m-o̱ u̱n wu̱.”
MAT.8.8	Ko-caari-wu̱ u̱n ko-karma-wu̱ u̱n 
MAT.8.9	Remen me̱ u̱n ce re u̱n ku̱s-o̱ u̱n gwo̱mo-to̱ u̱n ye̱ ken ye̱ u̱m ro̱, komo me̱ u̱n karma-ne̱ u̱n ku̱s-o re. Me̱ m-ze̱e̱ u̱n wan-gaan, ‘Neke̱, o nom kàane̱,’ wu̱ neke̱. Wu̱ ken komo me̱ m-ze̱e̱, ‘Haan,’ wu̱ argu̱ m-haan. U̱m zee ko-gu̱w re, ‘No̱m yo ká káane̱,’ wu̱ no̱mu̱ru̱.”
MAT.8.10	Bo̱ Ye̱so ho̱gu̱te̱ kaane̱ à, wu̱ bo̱pu̱ru̱ o-nu. Wu̱ ze̱e̱ru̱ yan-neke̱-mo̱ u̱n wu̱, “Nip-o̱ me̱ no̱ m-ru̱re̱, ko̱ n-me̱ u̱n dak-o̱ o-
MAT.8.11	Me̱ no̱ m-ru̱re̱ hun-ne̱ de̱e̱n ye̱ ro̱ 
MAT.8.12	Amba Shir a jorbu̱ no̱ n-me̱ o-comb no̱ ye̱ depete̱ no̱ wakte̱ hun-ne̱ ye̱ u̱n wu̱ à, amba no̱ yage̱. Kane̱ no̱ he u̱s-kan u̱n haw-se u̱n yin-ne̱.”
MAT.8.13	Ka da-de Ye̱so ze̱e̱ru̱ ka caari-wu̱ u̱n ko-karma-wu̱ u̱n 
MAT.8.14	Bo̱ Ye̱so cu̱wte̱ u̱n hur-o Bitrus à, wu̱ 'wo̱su̱ru̱ ko-mo̱o̱n Bitrus ne'a wu̱ ro̱ do̱mb, wu̱r-o̱ dengu̱te̱ wu̱ o-ra. 
MAT.8.15	Ye̱so ci'u̱ru̱ kom-o̱ u̱n wu̱, ká go̱m-o̱ dossu̱ru̱. Wu̱ inu̱ru̱ wu̱ nomoru̱ ye̱ rii-yo m-re̱.
MAT.8.16	Bo̱ rim-m nomte̱ à, hun-ne̱ hantu̱ru̱ Ye̱so ye̱ 
MAT.8.17	Ye̱so u̱n nom to̱ ká káane̱ remen a shoosté̱ rwo̱r-m 
MAT.8.17	“Wu̱ de̱k swo̱ u̱r-ko̱o̱b u̱n na,
MAT.8.17	wu̱ taaste̱ go̱m-u̱s na.”
MAT.8.18	Bo̱ Ye̱so hyente̱ caari-de u̱n bu̱u̱g-de u̱n hun-ne̱ keste̱ wu̱ ge̱w à, wu̱ ze̱e̱ru̱ yan-neke̱-mo̱ u̱n wu̱, “A pes no̱ de ká jit-de o-mar de re̱e̱no̱.”
MAT.8.19	Ka da-de wu̱ ken 
MAT.8.20	Ye̱so ze̱e̱ru̱ wu̱, “E̱ge̱-ru̱u̱g ro̱ u̱n wu-to̱ u̱n ye̱ ne̱, ye̱ge̱-no komo u̱n be-to̱ u̱n rew-mo̱ u̱n ye̱ ne̱. Amba me̱ 
MAT.8.21	Wu̱ ken wu̱ n-me̱ u̱n yan-neke̱-mo̱ u̱n wu̱ ze̱e̱ru̱ wu̱, “Go̱s-wu̱, yage̱ u̱m he u̱m ju̱kt tato re to̱ ko̱n da-o̱ wu̱ mere̱. Ka da-de u̱m haanu̱ru̱, u̱m do̱ru̱ru̱ wo̱.”
MAT.8.22	Amba Ye̱so ze̱e̱ru̱ wu̱, “Do̱nd me̱, o yage̱ margan-ne̱ ye̱ o-ku̱kt, ye̱ ju̱kt o̱r u̱n ye̱ u̱n margan-ne̱.”
MAT.8.23	Ka da-de Ye̱so co̱wu̱ru̱ hat-o̱ m-ho̱, yan-neke̱-mo̱ u̱n wu̱ do̱ru̱ru̱ wu̱. 
MAT.8.24	Ka da-de yo-mo̱ m-'wo̱ns indu̱ndu̱ru̱ o-mar har ho̱-m ro m-daan mo̱ ro̱ m-co̱w n-me̱ o-hat, amba Ye̱so ro káne̱, wu̱ ro m-rew. 
MAT.8.25	Yan-neke̱-mo̱ u̱n wu̱ haaru̱, ye̱ 'yonsu̱ru̱ wu̱. Ye̱ zee, “Go̱s-wu̱, gu te̱, ho̱-m a re te̱!”
MAT.8.26	Ye̱so ze̱e̱ru̱ ye̱, “¿Remen yan no̱ ho̱gu̱te̱ o-gye̱r kaane̱? No̱tt m-she̱r be u̱n de de̱e̱n á.” Ka da-de wu̱ inu̱ru̱, wu̱ te̱pru̱ru̱ ká yo-mo̱ u̱n ká sa-mo̱ ne̱, kap o̱ u̱n ká be-de re̱su̱ru̱ ceen.
MAT.8.27	Ká hun-ne̱ bo̱pu̱ru̱ o-nu, ye̱ ze̱e̱ru̱ hi u̱n de u̱n ye̱, “¿Yan go̱n ne̱t-wu̱ ne̱ wu̱ ka, wu̱ ro̱ har m-sa m-yo ne̱ mo̱ ro̱ wu̱ m-nome̱ o-do̱ro̱tte̱?”
MAT.8.28	Ye̱so u̱n yan-neke̱-mo̱ u̱n wu̱ ne̱, wo̱o̱ru̱ u̱n de ká jit-de o-mar o̱ o-Gariri de. Ha-mo̱ u̱n dak-o̱ o-Gadare̱ne̱s. Ka da-de hun-ne̱ yoor-ye̱ 
MAT.8.29	Ye̱ kangsu̱ru̱ Ye̱so, “
MAT.8.30	U̱n co-o̱ u̱n ye̱ hiin, de ken caari-de u̱n kur-de u̱n ye̱ge̱-are̱de ro ko̱n, ye̱ ro u̱t-re̱. 
MAT.8.31	Ká 
MAT.8.32	Ye̱so ze̱e̱ru̱ ká 
MAT.8.33	Bo̱ yan-gu̱t-de u̱n are̱de hyente̱ kaane̱ à, ye̱ so̱mu̱ru̱ co̱w-mo̱ o-bo̱ be-de den-to̱ u̱n ye̱ ro̱ à. Ye̱ ru̱ru̱ru̱ hun-ne̱ rii-yo ko̱re̱ à. Komo ye̱ ru̱ru̱ru̱ hun-ne̱ yo ko̱re̱ u̱n ká hun-ne̱ yoor-ye̱ ne̱ à, ye̱ ro u̱n 
MAT.8.34	Myet-mo̱ u̱n hun-ne̱ ye̱ o-bo̱ rwu̱u̱nu̱ru̱ hyan-o Ye̱so. Bo̱ ye̱ hyente̱ wu̱ à, ye̱ ko̱nu̱ru̱ wu̱, wu̱ ru u̱n dak-o̱ u̱n ye̱.
MAT.9.1	Ye̱so co̱wu̱ru̱ hat-o̱ m-ho̱, u̱n yan-neke̱-mo̱ u̱n wu̱ ne̱. Ye̱ pasu̱ru̱ Mar-o̱ o-Gariri, ye̱ co̱wu̱ru̱ o-Kapanahum bo̱-o̱ u̱n wu̱. 
MAT.9.2	Ye̱ ken hun-ne̱ ye̱ hantu̱ru̱ Ye̱so ko-ryam. Wu̱ ro do̱mb o-karanga, wu̱ ro m-hoks u̱n nukt u̱n wu̱r-o̱ u̱n wu̱ á. Ye̱so napu̱ru̱ ká hun-ne̱ ye̱ she̱re̱ste̱ u̱nze Ye̱so a hoks taase u̱n wu̱ ká go̱m-o̱. Ye̱so ze̱e̱ru̱ ká ko-ryam-wu̱, “Wan-yen de, wo̱ jar o-regen á, a sokste̱ 
MAT.9.3	Bo̱ ye̱ ken 
MAT.9.4	Amba Ye̱so nepste̱ barag-se ro̱ u̱n hur-de u̱n ye̱ à. Wu̱ ze̱e̱ru̱ ye̱, “¿Remen yan o̱ no̱tte̱ u̱n barag-u̱s yo̱-se u̱n hur-u̱t no̱ káane̱? 
MAT.9.5	¿Ya jiishe̱ kupse̱, u̱m zee, ‘U̱m sokste̱ 
MAT.9.6	Man kutu no̱ u̱nze, me̱ 
MAT.9.7	Ká ne̱t-wu̱ inu̱ru̱ pee, komo wu̱ ji'u̱ru̱ u̱n hur-o̱ u̱n wu̱. 
MAT.9.8	Bo̱ mo̱ro̱g-de u̱n hun-ne̱ hyente̱ kaane̱ à, ye̱ ho̱gu̱ru̱ o-gye̱r. Ye̱ bo̱mu̱ru̱ Shir, wu̱ ya'e̱ ne̱t go̱n ka gwo̱mo-to̱ à.
MAT.9.9	Bo̱ Ye̱so reete̱ co u̱r-hew à, wu̱ hyanu̱ wu̱ ken ko-
MAT.9.10	Bo̱ ho̱-u̱r warge̱ so m-rim à, Ye̱so re̱e̱ru̱ rii-yo m-re̱ u̱n hur-o Matiyos. Yan-go̱ks u̱n tar u̱n 
MAT.9.11	Bo̱ 
MAT.9.12	Bo̱ Ye̱so ho̱gu̱te̱ to̱ ka à, wu̱ ze̱e̱ru̱, “Yan-ba-u̱s-go̱m ro̱ u̱n hoob-o̱ ko-ya-u̱s-baat á, se̱ de̱ ya-u̱s-go̱m ye̱ ro̱ m-hoob u̱n ko-ya-u̱s-baat. 
MAT.9.13	Neke̱ no̱ ceker rii-yo Shir co̱ne̱ à, da-o̱ wu̱ zee, ‘U̱m co̱no̱g hun-ne̱ ho̱ge̱ 'wo̱n-u̱r o̱r re u̱n ye̱ ne̱, ba ye̱ 
MAT.9.14	A káne̱ yan-neke̱-m 
