MAT.1.1	Kalara
MAT.8.15	Ndò abi nyè a wò, fiba akodo fò nyè a nyòl, ṅnyè akodo a si nyò, angasye nyè. 
MAT.8.16	Eyòṅ ngoge engabò, ndò bëngazu ai nyè abui bod ya bëbe minsisim bëngabë bëndëgëlë. Angatsidan minsisim ai ebug dzia, ndò e bod bësë bëngabë kònò bëngabò mvoè, 
MAT.8.17	na ebug engakòbëban abë profet Isaias etoban na: Anganòṅ akòn daan, amana mintye mian.
MAT.8.18	Ayen Yesus angayen nkunda bod okuban nyè a nyòl, ndò azu bende na bëdaṅ e kindig fòg. 
MAT.8.19	Ndò nsaṅa bëkalara mbòg angasò, nyè ai nyè na: A ṅyëgëlë, mayi wa bie, e hom osë onkëë. 
MAT.8.20	Ndò Yesus adzo ai nyè na: Mvu afan ebëlë biboga, anòn ya yob abëlë mumba, dzam da mòn mod abëlë ki e hom anë dzam bede nlo. 
MAT.8.21	Ndò mbòg ya bëyègè adzo ai nyè na: A Nti, vaa të ma ngul na mëtari kë dzëb tara. 
MAT.8.22	Yesus nyè ai nyè na: Biege ma, odzoge bëwu bëdzëb bëwu baban.
MAT.8.23	Ndò angabed a mal, bëyègè boe bëtoṅo nyè. 
MAT.8.24	Antëm na, mod nkulu adzimbi a maṅ, e kan yë na mal mëngadzie ai mëndim, mfa woe, nyè akëlë oyò. 
MAT.8.25	Ndò bazu nyè vëlë bò na: A Nti, kodëge bia, biamana dzaṅ. 
MAT.8.26	Nyè ai bò na: Za wòṅ minë di, a bod miabëlë ki abui ṅyëbë ba? Ndò azu tëbë a si, abama ai evundu ai maṅ, ndò biaku a miëëṅ. 
MAT.8.27	Bod bëngakam bò na: Za akyaè mod di anë na tò bivundu tò maṅ biwogo nyè!
MAT.8.28	Ndò angakui a kindig ayat a nnam Gadarena, bod bëbè ya mbë nsisim angabë abëlë, bëkui a mësòṅ, bësòò toban ai nyè, (bëvuṅu abui, e ndie yë na tègè ai e mod alodo zen te). 
MAT.8.29	Ndò bëngabon a yob bò na: Dze enë a zaṅ bia ai wa, a man Zamba? Yë wasò na wazu bia ndëgëlë, zul mëtiṅ engënë të kui
MAT.8.30	Nkunda ngoe
MAT.8.31	Ndò bëbe minsisim bakogëlan ai nyè na: Ngë watsidan bia, lomo të bia a nkunda ngoe ete. 
MAT.8.32	Nyè ai bò na: «Kaṅan». Ndò bëngakui, bëkë nyian a ngoe ete. Ndò nkunda ngoe ongabumi a mbimbiṅ bëngabë, bësuman a maṅ, ndò bëngawu a mëndim. 
MAT.8.33	Bënòni bëtubu a hm fò, bëkëlë a tisòn, bëmana lèè mësë, tò e di e bod bëmbë bëlë bëbe minsisim. 
MAT.8.34	Ndò tisòn esë engabugi na bakë toban ai Yesus. Ayen bëngayen nyè, ndò bakogëlan ai nyè na akodo bò a dzal daban.
MAT.9.1	Ndò angabed a mal, adaṅa e kindig fòg, akui a tisòn dzie. 
MAT.9.2	Ndò bëngasò ai nyè mbombog oboo a okëkamba. Yesus ayënë fò ṅyëbë waban, nyè ai mbombog na: bana nnëm, a mòn wam, minsëm mie mivaaban wa. 
MAT.9.3	Antëm na, bësaṅa bëkalara bëvòg bëngakòbò a nnëm ete na: E mod nyò akpëlë Zamba. 
MAT.9.4	Mbol Yesus angabë ayëmë mintsogan miaban, ndò adzo na: A dze miatsog bëbe bë mam a minnëm mian? 
MAT.9.5	Dze enë ebugbu abui, yë adzo na: «minsëm mie mivaaban wa», ngë ki na: «Kodogo a si, owulu?» 
MAT.9.6	Asu yë na miyëm na mòn mod abëlë ngul ya avaè minsëm a si, ndò azu dzo ai mbombog na: Kodogo a si, bodogo okëkamba woe, okë a nda dzoe. 
MAT.9.7	Ndò angakodo a si, adugan a nda dzie. 
MAT.9.8	Ndò minkunda mingayen, mingambara, bëngalugu Zamba ya angavë bod akyaè ngul te.
MAT.9.9	Yesus angakë ai dulu osu, ayenë mod dzoe na Mateus
MAT.9.10	Mbol angabë atoa na adi a nda
MAT.9.11	Ayën bëfarisea bëngayen e dzam di, ndò badzo ai bëyègè boe na: Asu dze ṅyëgëlë waan adi fufulu ai bënòṅò bë toya ai bësëm minsëm? 
MAT.9.12	Mbol angawog, nyè na: E bod bënë mvoè bayaṅan ki ai mbëbala, hë e ba bakòn. 
MAT.9.13	Kaṅan yègè e dzom yatian na: Nnëm ngòl ngò mayaṅan ai wò, së ki mëtunëṅa
MAT.9.14	Ndò bëyègè bë Yohannes bëngatoban ai nyè bò na: Asu dze ai bia, ai bëfarisea biaki bidi
MAT.9.15	Ndò Yesus adzo ai bò na: Yë bëlëdë bë ngòn bënë dzam wu zie ntye nlug angënë ai bò? Dzam da, mëmos mayi sò a bayi bò nòṅ nlugu waban, eyòṅ te hm bayi ki bidi. 
MAT.9.16	Mod wasë ki bede mkpamaṅ abaag a ntu eyie, amu mkpamaṅ afëb eyie wayi lindi eyie, enganyabi abui, alodo anë ehë bë osusua. 
MAT.9.17	Bakad ki soe mimkpamaṅ mëyòg a minnom mëndëg. Ngë tègè ai nala, ndëg yayi tole, mëyòg mëmana kubi a si, ndëg emana ndaman. Bakad soe mimkpamaṅ mëyòg a mimkpamaṅ mëndëg, së fë ya tò ndëg, tò mëyog të ndaman.
MAT.9.18	Angënë afalaga e bibug bi, ndzoe ziṅ asòò, alaban a si, nyè na: ngò dzama endëm wu etoa dzi. Dzam da, zaa të nyè bede mò, anyiṅ. 
MAT.9.19	Yesus akodo fò a si, angabie nyè, bëyègè boe bënë ai nyè ha. 
MAT.9.20	Mininga ziṅ ya angabë akòn ya mimbu awom ai mibè, mëki mëkui nyè abum
MAT.9.21	Angabë adzoo a nnëm ete na: ngë mënamba ki të nyè hë eyie ana, mëbò mvoè. 
MAT.9.22	Ndò Yesus angakilan, ayënë nyè, nyè ai nyè na: Bò azombo, a ngò dzam. Ṅyëbë woe onyii wa. Mininga abòò fò mvoè etye etye te. 
MAT.9.23	Ndò Yesus angakë a nda e nyia-mod-mvia nyò, ayenë bëbomo mëzik, ai endugëlan abui bod. 
MAT.9.24	Yesus nyè na: Kuan a nsëṅ, mòngò asëki ṅwuan, akë oyò. Bëngawoe nyè. 
MAT.9.25	Akuli angakuli e bod ba a nsëṅ, ndò anganyii, abii nyè a wò, ndò mòngò angatëbë a si. 
MAT.9.26	Foe te eyaman fò a nnam te osë.
MAT.9.27	Yesus akëë ai dulu osu, mindindim mibè mingatoṅ nyè, bëbama a yob na: Kudu të bia ngòl, a man David. 
MAT.9.28	Anyian anganyian a nda, ndò mindindim mingatëbë nyè osu, Yesus nyè ai bò na: Yë miayëbë na mënë dzam bò dzam te nga? Bò ai nyè na: Owe, a Nti. 
MAT.9.29	Ndò anamba mis maban, nyè na: Ayënan ai mina anë ṅyëbë waan wahan. 
MAT.9.30	Ndò mis mëngayaaban bò. Yesus atëbëlë bò na: Boan okala na të mod ayëm adzo di. 
MAT.9.31	Bëngayi kui, bëngakë babëgele fò dò ai nnam osë.
MAT.9.32	Bëngayi kui a nsëṅ, ndò bazu ai nyè mvumvug obëlë mbë nsisim. 
MAT.9.33	Mvaan mbë nsisim ongavaaban, mvumvug ongakòbò. Ndò minkunda mingakam, bò na abë ya ki yënan nala a Israel. 
MAT.9.34	Mfa waban, bëfarisea bò na: Atsidan bëbe minsisim ai ngul ndzoe waban.
MAT.9.35	Yesus angakë awulu a mal maban ai bëtisòn baban, akëlë ayëgëlë a mënda-bikoan maban, abendëge mbëmbë foe ya edzoe, alëdëgë akòn asë ai mintye misë. 
MAT.9.36	Mbol angayen minkunda, angayen miè ngòl, amu bëngabë ntëgan, ai sòm esë, anë mintomba minë tègè ai nnòni. 
MAT.9.37	Ndò azu dzo ai bëyègè boe na: Mëkoe bidi mënë abui, bëbò bisye abòd. 
MAT.9.38	Kogëlan hm ai Nti mëkoe na alom bod bisye a mëkoe moe.
MAT.10.1	Ndò angaloe bëyègè boe awom ai bëbè
MAT.10.2	Moe bë apostel awom ai bëbè ma: E nyò osu Simun, ya baloe na Petrus (Akoa), ai Andreas manyaṅ woe, Yakòb man Zebede, ai Yohannes, manyaṅ, 
MAT.10.3	Filip ai Bartolomeus, Tomas ai Mateus, nnòṅò ntòlò, Yakob man Alfeus ai Tadeus, 
MAT.10.4	Simun man Kananea ai Yudas man Iskariot ya angakuan ai nyè.
MAT.10.5	Ndò Yesus angalom bë awom ai bëbè ba, abende bò na: Të miakë a tisòn bëdzin, të nyii a tisòn bësamaritan
MAT.10.6	Tarigan kë a mintomba ya nda Israel ya mingadzaṅ. 
MAT.10.7	A miakë, miyedëgan na: Edzoe ya yob esubu ya babi. 
MAT.10.8	Ledëgan minkokòn, vëlëgan mimbim, fubugan minzëzam, tsidëgan bëbe minsisim; Mingabi a zëzë, vaan a zëzë. 
MAT.10.9	Të miakus mvòt ngë silba, të miafudi mòni a bikpè bian. 
MAT.10.10	Të bi mfëg dulu, tò biyie bibè, tò ngob, tò ntum. Mbò esye ayean ai maan moe. 
MAT.10.11	E dzal ngë tisòn miayi nyian ete, dzëṅan e mod anë dzin ete. Tòbëgan abë nyè akëlë kui anë miatye. 
MAT.10.12	Eyòṅ mianyian a nda ziṅ, sugan nda te. 
MAT.10.13	Ngë nda te yayean ai dò, mvoè
MAT.10.14	E mod ayi ki mina nòṅ, ngë avogolo bibug bian, eyòṅ miakui a nda te ngë a tisòn te, kudan mbulug onë mina a mëkol a si. 
MAT.10.15	Makad mina bëbëla na, a amos nkat, si Sodoma ai Gomorra yayi yen mbëṅ alodo tisòn te.
MAT.10.16	Yënë sik, malom mina anë mintomba a zaṅ mvu afan. Mitòbògò ntsë anë nyò ai evovoe anë abëṅ. 
MAT.10.17	Të miabaman ai bod, amu bayi kuan ai mina a mënda-mëdzo, bëyidi mina a mënda më ngogëlan maban. 
MAT.10.18	Bayi kë ai mina osu bëdzoe ai minkukuma hë asu dama. Nala ngò miayi ma bòòlò a mis maban ai a mis mëyòṅ. 
MAT.10.19	Eyòṅ bakuan ai mina, të miasaṅan ai mbol miayi kòbò. A awola te, miayi vëëban e dzam miakòbò. 
MAT.10.20	Së ki mina miayi kòbò, dzam da, nsisim esya waan wayi kòbò abë mina. 
MAT.10.21	Manyaṅ ayi kuan ai manyaṅ a awu, esya akuan ai mòn, bòn bayi luman ai bëbonde, bëwoe bò. 
MAT.10.22	Bod bësë bayi mina fëm hë asu dama. E nyò ayi bò azombo akui a mëmana ayi nyiiban. 
MAT.10.23	Ngë bëtsidan mina dzal ziṅ, tuban e di avòg. Amu makad mina bëbëla na, miayi ki kòdan bëtisòn bë Israel a nyòl, së na mòn mod adugan sò. 
MAT.10.24	Ṅyègè alod ki ṅyëgëlë, mbò bisye alod ki esya nti. 
MAT.10.25	Layean ai ṅyègè na akui anë ṅyëgëlë, mbò esye akui anë esya nti. Ngë baloe mod dzal na Belzebul, ngamëna ai e bod bënë a nda dzie. 
MAT.10.26	Të miambara bò. Dzom ziṅ esòli ki, a yangâkui ki a ngëëṅ; e dzi enë a asoe yayi yëmban. 
MAT.10.27	E dzi makad mina a dibi, mikòbògò a ngëëṅ; e dzi miawog a mbog alò, yëdëgan a mindil a yob. 
MAT.10.28	Ndò fë mibë mbara e ba bawoe nyòl, tègè ai ngul ya awoe nsisim. Midaṅa mbara e nyò anë dzam dzèè nyòl ai nsisim a tolendoṅ. 
MAT.10.29	Bëmvelkuma bëbè bakuan a etun kaba a? Hë da, tò mbòg ya ete asë ki dzam ku a si ngë esoa ayëbë ki dò. 
MAT.10.30	Esil dzaan esë ya nlo enë nlaṅan. 
MAT.10.31	Mibë mbara: minë ai mfi alodo bëmvëlkuma ntèd.
MAT.10.32	E nyò osë angâmëm ma a mis më bod, ma mëngâmëm nyè a mis më Tara ya anë a yob. 
MAT.10.33	E nyò angâsye ma a mis më bod, ma mengâsye nyè a mis më Tara y'anë a yob.
MAT.10.34	Mibë kë tsog na masò miè mvoè a si. Mandzë sòṅ ai mvoè a si, mëngasò ai nyamëla okëṅ. 
MAT.10.35	Mëngasò na mazu tsam mòn ai esya, ngòn ai nyia, mbòm ai nkyè. 
MAT.10.36	Ndò fë minziziṅ miayi sò mod a nda-bod dzie ben
MAT.10.37	E nyò adiṅ esya ngë nyia alodo ma, e nyòlò te ayean ki ai ma. E nyò ki adiṅ ndoman dzie ngë ngòn dzie alodo ma, ayean ki ai ma. 
MAT.10.38	E mod anòṅ ki klos dzie angazu atoṅ ma, ayean ki ai ma. 
MAT.10.39	E nyò akam enyiṅ dzie ayi dzò dzèè; e nyò ki adzèè enyiṅ dzie asu dama ayi dzò baala.
MAT.10.40	Ngë mod abò mina afaṅ, ma abò afaṅ te. E nyò ki abò ma afaṅ, abò dò e nyò ya angalom ma. 
MAT.10.41	E mod abëlan ai profet hë asu yë na anë profet, ayi bëlë maan më profet. E nyò ki abëlan ai sosoo mod mbëṅ hë asu yë na anë sosoo, e nyòlò te ayi bëlë maan më sosoo mod. 
MAT.10.42	E mod ki angânyuu mbòg ya abobod di elè mëndim mavòbi hë asu yë na bënë bëyègè, makad mina bëbëla na, angadzèè ki maan moe.
MAT.11.1	Amana Yesus angamana vë bëyègè awom ai bëbè boe bëtëbëga ba, ndò angakodo a etere, na akë ayëgëlë, ayedëgan mbëmbë foe a bëtisòn baban.
MAT.11.2	Hala Yohannes atoa a mimbog, ndò angawog mimboan mi Kristus. Alomo
MAT.11.3	bësili nyè na: Yë wa onë e nyò azu, yë biyanga mfë? 
MAT.11.4	Ndò Yesus angayalan bò na: Kaṅan kad Yohannes e mam miawog, miyënë fë: 
MAT.11.5	Mindindim hm mi miayen, mimbombog miwulugu, minzëzam mibò mvoè, mindondòg miwogo, mimbim miwomëṅe a mësòṅ, mimbubua miwogo mbëmbë foe. 
MAT.11.6	E mod ayi ki ku mbëg asu dama anë mvòm. 
MAT.11.7	Eyòṅ bëngadugan, ndò Yesus angatari na akad minkunda etòm Yohannes na: Dze mingakë yen a nkod-nnam? Yë e ndën yandëṅa evundu? 
MAT.11.8	Dze a hm fò mikëlë yen? Yë e mod abëgë mimkpamaṅ biyie? Anë hm na: E bod bësë bëbëgë abëṅ biyie banyiṅ a mënda minkukuma! 
MAT.11.9	Dze mikëlë yen? Yë profet? Owe, makad mina, alodo profet. 
MAT.11.10	Ṅnyè bëngatil asu die na: Yënë sik, malom wa englès wama osu, nyè ayi wa komëzan zen osu. 
MAT.11.11	Bëbëla, makad mina na: mod ziṅ a bòn bë bininga alod ki Yohannes ndu-bodo. Dzam da, man mod ntòg ya edzoe ya yob alod nyè. 
MAT.11.12	Atarigi abog Yohannes azaa kui ana, edzoe ya yob ebëlë ndzug. Miṅyoyòg miasa dzò. 
MAT.11.13	Amu bëprofet bësë ai mvende bibendëge dzò akui abë Yohannes. 
MAT.11.14	Ndò hm, ngë miayi na miayëbë dò, ṅnyè anë Elias ambë yean sò. 
MAT.11.15	E mod abëlë mëlò, awogo! 
MAT.11.16	Mayi hëg e mvòṅ bod nyi ai dze? Mvòṅ te enë anë bongò
MAT.11.17	Bilòṅ mina mindiṅ, mina tègè dzëm, akë mina yia bia mëlunga, mod tègè bëgë mëyëb. 
MAT.11.18	Yohannes angasò, tègè di, tègè nyu, bò na abëlë mbë nsisim. 
MAT.11.19	Mòn mod akë sò, adzaa, anyaa, bò na: Yënë ndondòg ai nsòò mëyòg, mvoe bënòṅò bëtoya ai bësëm minsëm. Tò a hm nala, fëg yayenëban a mimboan.
MAT.11.20	Ndò hm angatari na akòṅan ai bëtisòn ya abui biyëṅ bi mam bie bingayenan ete, amu bandzëki tsende. 
MAT.11.21	Amala ai wa, a Korazin
MAT.11.22	Ndò hm makad mina na: layi yenan ai Tir ai Sidon abòd abui alodo mina, a amos nkat. 
MAT.11.23	Mfa woe, a Kafarnao, tò ongayab akëlë kui a ebas yob, ongâdzòdiban akëlë kui a mbibiṅ a si
MAT.11.24	Ndò hm makad mina na: Sodoma ayi yenan ai mbëṅ alodo wa a amos nkat.
MAT.11.25	Abog te, Yesus nyè na: Makaṅ wa a Tara, Nti yob ai si, amu ongasòli mimfëfëg ai minkëkëṅ e mam ma, okulan mò ban bòngò. 
MAT.11.26	Owe, a Tara, amu nala ngò lënganyëb wa a mis. 
MAT.11.27	«Tara angavë ma dzom esë; mod ziṅ ayëyëm mòn
MAT.11.28	Zaan abë ma, e mina bësë miawu mindzug, mibëgë fë adid: mayi mina vë awaè. 
MAT.11.29	Bëëgan efanga dzama
MAT.11.30	Efanga dzama enë ebubud, mbëgë wama otoa ovëves».
MAT.12.1	Abog te, Yesus alodo a zaṅ mëfub a amos sabbat. Bëyègè boe bëwogo zie, ndò bëngakèè na bakoe fes, bëngadi. 
MAT.12.2	Bëfarisea bëngayi yen nala, bò ai nyè na: Watala anë bëyègè boe babò e dzam anë eki a amos sabbat a? 
MAT.12.3	Nyè ai bò na: Miandzë laṅ e di David angabò a, eyòṅ angawog zie, tò e bod bëngabë ai nyè, 
MAT.12.4	mbol anganyian a nda Zamba, bëngadi bëmbaṅëla mëtunëṅa, a tò nyè tò e bod bëmbë ai nyè bëngabë eki a di, sësala hë bëfada etam? 
MAT.12.5	Ndò ki, miandzë laṅ a mvende na, a amos sabbat, bëfada badaṅ mvende a Tempel, tègè vus a? 
MAT.12.6	Makad mina na mod ziṅ anë ha alodo Tempel. 
MAT.12.7	Ngë miwogo të ebug dzi na: Mayaṅan ai ngòl alodo anë mëtunëṅa
MAT.12.8	Amu mòn mod anë nti sabbat.
MAT.12.9	Ndò angakodo hala, akëlë a nda-bikoan dzaban. 
MAT.12.10	Mod angabë hala atoa nkat wò. Ndò bëngasili nyè na: Yë bënë dzam bò mod mvoè a amos sabbat? Asu yë na bësòman nyè. 
MAT.12.11	Ndò hm akad bò na: Za mod y'abë mina anë dzam bò na abëlë ntomba, ntomba te okuu nyè a ebe a amos sabbat, abò wò të kë nyii? 
MAT.12.12	Mod alod hm të ntomba fog fe? Mod abëlë hm ngul ya abò mbëṅ a amos sabbat. 
MAT.12.13	Ndò hm adzo ai mod na: Sama wò. Ndò angasam wò, odugan fë bò mvoè anë e hi mbòg. 
MAT.12.14	Bëfarisea bëkui hm a nsëṅ, bëngabui fëg, mbol bënë nyè dzam woe
MAT.12.15	Mbol Yesus angabë yëmë nala, ndò angakodo hom te. Minkunda abui mingatoṅ nyè, angasye bò bësë. 
MAT.12.16	Ndò angabende bò na, të babò na adzo te akui a ngëṅ, 
MAT.12.17	asu yë na ebug ya profet Isaias angadzo edzalëban na: 
MAT.12.18	Yënë mbò esye wama nyò mëngatòb, Ndindiṅ wama ya mafuu nnëm! Mayi nyè vë nsisim wama, Ayi tsig ntol a mëyòṅ. 
MAT.12.19	Ayi ki bò mod mëdzo, tò kiṅ, ayi ki bede a yob, Bayi ki wog kiṅ dzie a maan. 
MAT.12.20	Ayi ki këlan e nden ebugi ya, Ngë adim e man nkabag angënë ayoṅo, Akëlë kui anë ayi dò ai sosoo. 
MAT.12.21	Mëyòṅ mayi bi afidi a dzoe die
MAT.12.22	Ndò bakë sòṅ ai nyè ndindim obëlë mbë nsisim, otoa fë mvug, abòò wò mvoè e kan yë na mvumvug ongakòbò, oyënë fë. 
MAT.12.23	Minkunda mingakam, bëdzo na: E mod nyò asë man David a? 
MAT.12.24	Bëfarisea bëngayi wog, bò na: E mod nyòlò atsidan bëbe minsisim hë ai ngul Belzebul, ndzoe bëbe minsisim. 
MAT.12.25	Mbol angabë ayëmë mintsogan miaban ndò adzo ai bò na: Edzoe esë enë nkaban a zaṅ, ngam ngam, yawoe eben. Ndò fë e tisòn esë ngë nda enë nkaban a zaṅ, esë ki dzam tòbò kòm. 
MAT.12.26	Ndò ngë Satan atsidan Satan, aluman ai emen! Eyë hm edzoe dzie yayi tëbë ya? 
MAT.12.27	Ndò hm, ngë matsidan minsisim ai ngul Belzebul, e bod ban batsidan bò ai ngul za? Bò bëben mbò hm batsig mina ntol. 
MAT.12.28	Hë da, ngë matsidan minsisim ai nsisim Zamba, edzoe Zamba ekui ya abë mina. 
MAT.12.29	Za anë dzam nyian zingi a nda, angasa nyè byem, ngë andzëki tari faṅ zingi te ngadag, asò hm sa nda te? 
MAT.12.30	E mod asëki ai ma esamba, anë ma e ngam y'ayat; e nyò akoan ki ai ma fufulu, atsam. 
MAT.12.31	Asu te makad mina na: Nsëm osë ai ekag esë
MAT.12.32	Ndò fë e mod akòbò mbë ebug atyan ai mòn mod, adzo te layi nyè dzuban. Hë da, ngë mod akòbò abe atyan ai Mfufub Nsisim, langâdzuuban ki nyè, tò enyiṅ dzi, tò e dzi yazu.
MAT.12.33	Ngë ele enë mbëṅ, bibuma bie binë mbëṅ; ngë enë abe, bibuma bie binë fë abe. Amu bayëm ele a bibuma bie. 
MAT.12.34	A ayòṅ nyò di, eyë minë dzam kòbò mbëṅ, mibòò abe ya? Amu anyu lafala e di lasò a nnëm ete. 
MAT.12.35	Mbëmbë mod akuli mimbëmbë mi mam a mbëmbë etòg akuma dzie, anë mbë mod akuli bëbe bë mam a mbë nnëm woe. 
MAT.12.36	Makad mina na, bod bayi tye ndòṅ ya bibug bisë bakòbò ekokòbò a amos nkat. 
MAT.12.37	Amu wayi kiebë a nkat hë a bibug bie, oku fë a nkat hë a bibug bie.
MAT.12.38	Ndò bësaṅa bëkalara bëziṅ ai bëfarisea badzo ai nyè na: A ṅyëgëlë, biayi yen ndëm ziṅ esòò abë wa. 
MAT.12.39	Ndò ayalan bò na: Mbë mvòṅ ebamba asili ndëm! Ndò hm ndëm ziṅ yayi ki mina vëëban, së na ndëm profet Yonas. 
MAT.12.40	Amu, e kan Yonas angabombo mëlu mëlè ai mëmos mëlè a abum kòs, nala ngò mòn mod ayi tòbò a abum si mëmos mëlè ai mëlu mëlè. 
MAT.12.41	Bod ya Ninive bayi kodo a si a amos nkat, bëngakpèè ayom bod di a nkat, amu bò, bëngavëṅan ai mbëman Yonas angabëmë bò. E mod alod Yonas anë va a! 
MAT.12.42	Nkukuma mininga ya minkiè
MAT.12.43	Eyòṅ mbë nsisim akui ya mod a nyòl, akëë akiṅa nkod-nnam, adzëṅë e hom awaè, dzam da tègè yen. 
MAT.12.44	Abog te adzo na, mayi dugan a nda dzama, mfa masò. Akëë sò, asò kòb nda etoa mfuban ai nkoman mbëṅ, etoa evoe. 
MAT.12.45	Abog te hm akë nòṅ minsisim mifë zamgbal milodo nyè a abe, asò nyii, atòbò fë ete. Etye e mod nyò yayi bian bëb alodo anë e dzi osu. Nala ngò wayi yenan ai mbë ayòṅ nyò.
MAT.12.46	Angënë akòbògò ai minkunda nala, nyia ai babënyaṅ bëntëlë a nsëṅ, bëyaṅan na balèè ai nyè. 
MAT.12.47	Ndò mod ziṅ a kad nyè na: Nyoa ai babënyòṅ bëtëlë a nsëṅ, bayi na balèè ai wa. 
MAT.12.48	Ndò angayalan e mod nyò na: Za anë nana, ngë babëdzaṅ
MAT.12.49	Asama wò a bëyègè boe bëngabë, nyè na: Nana ai babëdzaṅ ba. 
MAT.12.50	Amu e mod adzala ṅyian tara y'anë a yob, ṅnyè anë madzaṅ, ai kal dzama, ai nana.
MAT.13.1	Amos te, ndò Yesus angakodo a nda, akë tòbò a ntsag maṅ
MAT.13.2	Minkunda abui mihama abë nyè, e ndie yë na akë tòbò a mal, minkunda mitoa a kindig. 
MAT.13.3	Ndò angalèè bò abui mam a minkana, nyè na: Nsye mëfub angakui na akë amias mvòṅ. 
MAT.13.4	A angabë amiasa ha, fes ekuu a mgbag zen, anòn asòò, amana di. 
MAT.13.5	Fes fë ekuu a si mëkòg, tègè ai abui si ete, evolo a hm fò fèè, amu tègè ai edòg si. 
MAT.13.6	Nlo-dzobo afyè, ndò yamana dig, emana kot, amu tègè ai minkaṅ. 
MAT.13.7	Fes fë ekuu a biyòṅ, ndò biyò bingafaè, biwoe dzò. 
MAT.13.8	E nyi fòg ekuu a mbëmbë si, ewumu bibuma, e nyi ntèd, e nyi mëwom mësaman, e nyi fòg mëwom mëlè. 
MAT.13.9	E mod abëlë mëlò, awogo!
MAT.13.10	Ndò bëyègè bëngasubu babi, bò ai nyè na: A dze wakòbò ai bò a minkana? 
MAT.13.11	Ndò angafèd, nyè na: Amu mingavëëban ndimba mam ya yob. E bali, bandzëki dzò vëëban. 
MAT.13.12	Amu bayi vë e mod ambëlë ya, ambëlë abui. E mod abëlë ki, bayi nyè fadi tò e man abim abëlë. 
MAT.13.13	Asu te hm maku minkana eyòṅ makòbò ai bò; amu babëbë tègè yen, bëyaègi mëlò tègè wog, tègè soṅ. 
MAT.13.14	Ndò fë ebug profet Isaias yatoban abë bò na: Miayi wog ai mëlò, dzam da tègè soṅ, mibëbëgë ai mis, tègè yen. 
MAT.13.15	Amu ayòṅ di anë nnëm alèd, bëdibi mëlò, bëbudigi mis asu yë na bëza yen ai mis, ngë awog ai mëlò, ngë asoṅ a nnëm, asu yë na bëvëṅan, mëzu bò bò mvoè
MAT.13.16	Mfa waan, mis maan mënë mvòm amu mayen, mëlò maan mëwogo fë. 
MAT.13.17	Amu makad mina bëbëla na abui bëprofet ai bësosoo bë bod bëngayi du na bëyen e mam miayen ma, ndò bandzëki mò yen, ai na bëwog e mam miawog ma, tègè mò wog.
MAT.13.18	Vogëlan hm mësuli më nkana e mod amias mvòṅ. 
MAT.13.19	E mod osë awog ebug ya edzoe, tègè dzò soṅ, mbë nsisim asò, amana tie e dzi ehë bë mmiasan a nnëm woe, e nyòlò te anë e fes ehë ku a mgbag ndzòṅ. 
MAT.13.20	E nyi yaku a si ngòg: E mod awog ebug, ayëbë fë dzò etye etye ai mintag, 
MAT.13.21	hë tègè ai minkaṅ, atoa mod ndon. Mindzug ngë efëma bingayi fë sòṅ etom ebug, ṅnyè aku mbëg nyò. 
MAT.13.22	E nyò a miasban a biyò: e nyòlò te awog ebug, hë da mëbobëla ya si ai mëdugan m'akuma biawoe ebug, entoa tègè wum bibuma. 
MAT.13.23	E nyò aku a mbëmbë si: nyè awog ebug, awogo dzò, angawum bibuma a taṅ ntèd, ngë mëwom mësaman, ngë mëwom melè.
MAT.13.24	Ndò angaku bò nkana mfë na: Edzoe ya yob yafulan ai mod y'angabè mvòṅ a afub die. 
