MAT.1.1	In e nhag rɨp Yesu Kristo
MAT.5.20	Yakamni məknakɨn tuk əmiə meinai kapəmiə norien tukraməkeikei matuatuk huvə əgkəp ye nɨmrɨ Kughen rapita norien kape Farisi mɨnə mɨne nəmhajoun mɨnə kape Loa, yame khamə ta mə iriə kɨsatuatuk huvə. Mərɨg tukmə kapəmiə norien rɨpəh natuatuk-huvə-yen ye nɨmrɨ Kughen, to nakhapəh nhavənien mɨsarə apa ye rao ye neai.”
MAT.5.21	Kɨni Yesu ramni mɨn mɨmə, “Kɨmiə nakwəsərɨg ta nəgkiarien yame nəmhajoun kɨmnhani-pən tuk rɨpmiə mɨnə, mhamə, ‘Takhapəh nɨshopniyen yermamə’ 
MAT.5.22	Mərɨg Yo yakamni-pre tuk əmiə mə, tukmə yermamə kɨrik, niemha rhai in tuk nar kɨrik yame piauni rɨmnor, ratuatuk mə kwən a yame niemha ramhai in tukrərer ye nɨmrɨ mɨrh mɨvəh narpɨnien. Kɨni tukmə yermamə kɨrik rɨmnhek piauni
MAT.5.23	“Kɨni tuk norien a, tukmə nakamvən ye tebol ye Nimə Ehuə Kape Kughen mə takvəhsi-pən nar kɨrik kɨmi Kughen, mərɨg aikɨn a, tukmə rɨkim raməsɨk piam yame rɨmnor niemha kɨmik, uə ik nɨmnor nar kɨrik kɨmin yame rɨpəh nəmhenien,
MAT.5.24	pəh pi pom kafam nɨvəhsi-pənien, kɨni mɨvən məm piam mwərəhu huvə nətərɨgien kapəmiru, mɨrəpəh nɨworien tɨkmɨr, mɨwor kɨrikianə, kɨni ai, mɨpivən mɨpivəhsi-pən nar kɨrik kɨmi Kughen ye tebol.
MAT.5.25	“Tukmə yermamə kɨrik rɨmə tukrərɨp ik ye nɨmrɨ mɨrh, kɨni tukmə nakramə takwəriwək kwis mɨravən ye nɨmrɨ mɨrh, rhuvə mə takaməkeikei məkupən mərəhu nəmərinuyen tuk əmiru mɨnə, tamə rəukəkin ik mɨvən ye nɨmrɨ mɨrh. Kɨni yamehuə kape kot reighan-pən kɨn ik ye kwermɨ polis. Kɨni polis rɨrəh ik mɨvən mətapɨg əsɨgɨn ik ye kalabus. 
MAT.5.26	Kɨni yakamni-pre nəfrakɨsien tuk ik, mə tukmə ror məknakɨn, to nakpəh nap-tayen ye kalabus meriaji mor infamien ye narpɨnien kafam.”
MAT.5.27	Kɨni Yesu ramni mɨn mɨmə, “Kɨmiə nakwəsərɨg nəgkiarien e mə, ‘Kɨmiə yamə mɨne nakwəsarkurək ta, takhapəh nɨsəkrəhyen kɨn piraovɨn. 
MAT.5.28	Mərɨg Yo yakamni-pre tuk əmiə mə tukmə yerman rəm piraovɨn pɨsɨn kɨni rɨkin raməkrəh kɨn, in rɨnor ta təvhagə has yerkin, rəmhen kɨn yame rɨmnəkrəh əfrakɨs kɨn. 
MAT.5.29	Kɨni tukmə nɨmrɨm matuk ror nakamor təvhagə hah, rhuvə mə takɨkum ierɨg ta marakikɨn. Rhuvə pɨk mə takpəh nɨmrɨm kɨrikianə, rapita yame takvən ye nap ehuə kɨn nɨpram piəpiə.
MAT.5.30	Kɨni tukmə kwermɨm matuk ror nakamor təvhagə hah, rhuvə mə takərəru ta marakikɨn. Rhuvə pɨk mə takpəh kwermɨm kɨrikianə, rapita yame takvən ye nap ehuə kɨn nɨpram piəpiə.”
MAT.5.31	Kɨni Yesu ramni mɨn mɨmə, “Kɨmiə nakwəsərɨg ta nəgkiarien e yame ramni mɨmə, ‘Yermamə yame raməpəh kafan piraovɨn, in tukraməkeikei mɨvəhsi-pən nəkwəkwə kɨrik kɨmin yame ramhajoun mə rɨmnəpəh.’ 
MAT.5.32	Mərɨg yakamni-pre tuk əmiə mə tukmə yermamə kɨrik raməpəh kafan piraovɨn yame rɨpəh nɨvən-hanəyen tuk yerman pɨsɨn kɨrik, kɨni pian a rarar mɨkwasɨg kɨn yerman pɨsɨn, rəmhen kɨn mə piraovɨn a rɨmnor təvhagə hah, mərɨg təvhagə has a rɨmɨrikakun ye yerman hanə kafan. Kɨni tukmə kwən kɨrik rɨkɨr piraovɨn a, in rəmhen kɨn yame rɨmnəkrəh kɨn piraovɨn a.”
MAT.5.33	Kɨni Yesu ramni mɨn mɨmə, “Nakwəsərɨg ta nəgkiarien kɨrik mɨn yame nəmhajoun mɨnə kɨmnhani-pən tuk rɨptawə mɨnə mhamə, ‘Tukmə nɨmnhani nhag yermamə kɨrik mə tukror kafam nəgkiarien tukror nəfrakɨsien kɨn, takhapəh nɨsakapɨrien nəgkiarien kapəmiə. Kɨni tukmə nɨmnhani-pən nəgkiarien kɨrik kɨmi Kughen Yermaru, sor.’ 
MAT.5.34	Mərɨg Yo yakamni-pre tuk əmiə mɨmə, takhapəh nhaniyen nhag yermamə kɨrik mə tukror kafam nəgkiarien tukror nəfrakɨsien kɨn. Takhapəh nhaniyen nhag rao ye neai, meinai Kughen ramkwətə ikɨn mamarmaru.
MAT.5.35	Mhapəh nhaniyen nhag tokrei tanə, meinai Kughen ramarmaru ikɨn. Mhapəh nhaniyen nhag Jerusalem, meinai in taon kape King Ehuə.
MAT.5.36	Mhapəh nɨshajounien kapəmia kapə mə kafam nəgkiarien tukror nəfrakɨsien kɨn, meinai kapəmiə nəsanɨnien rɨkək tuk nukreikɨnien nɨkwənemiə mə tukrhawən uə tukrapɨg. 
MAT.5.37	Mərɨg taksəfrakɨs nɨpɨg m-fam. Tukmə nakseighan kɨn nar kɨrik, sor. Kɨni tukmə naksəpəh, hapəh. Mərɨg Setan in ramherer narmamə mə tukhani nhag nar kɨrik mə tukror nəgkiarien kapəriə ror nəfrakɨsien kɨn.”
MAT.5.38	Kɨni Yesu ramni mɨn mɨmə, “Kɨmiə nakwəsərɨg ta nəgkiarien kɨrik ramni mɨmə, ‘Tukmə yermamə kɨrik rhapɨs nɨmrɨ yermamə kɨrik, tukaməkeikei khopɨs mɨn nɨmrɨn. Kɨni tukmə yermamə kɨrik rhopɨr kweru yermamə kɨrik, tukaməkeikei khopɨr mɨn kwerun.’ 
MAT.5.39	Mərɨg Yo yakamni-pre tuk əmiə mɨmə, takhapəh nɨsarpɨnien tai təvhagə has yame kamor-pre kɨmi əmiə. Kɨni tukmə yermamə kɨrik rərɨp nɨkapɨm matuk, kɨni nakukreikɨn-pən mɨn nɨkarɨn pəh rərɨp. 
MAT.5.40	Kɨni tukmə yermamə kɨrik rɨvəh-si-pən ik ye kot maməkeikei kɨmik mə takvəhsi-pən kafam sot kɨmin mə tukrərəhu huvə nətərɨgien kapəmiru, vəhsi-ta mɨn kafam kot mɨvəhsi-pən kɨmin. 
MAT.5.41	Kɨni tukmə mobael kɨrik raməkeikei kɨmik mə takrur kafan nɨtɨp məriwək rəmhen kɨn kilomita kɨrikianə, takrɨpɨn məriwək meriaji kilometa kɨraru. 
MAT.5.42	Vəhsi-pən naha nhagɨn kɨmi yermamə yame ramaiyoh ik kɨn. Kɨni takpəh nɨni-əhuyen yermamə kɨrik yame rɨmə tukrɨvəh kafam kɨrik nar kɨrik mɨvən, kɨni mɨrerɨg-pə mɨn mɨrəhsi-pre mɨn.”
MAT.5.43	Kɨni Yesu ramni mɨn mɨmə, “Nakwəsərɨg ta mə, ‘Takasəkeikei mɨsorkeikei kɨmiə mɨnə tɨksɨn, kɨni masəməkɨn kapəmiə tɨkmɨr mɨnə.’ 
MAT.5.44	Mərɨg Yo yakamni-pre tuk əmiə mə taksorkeikei kapəmiə tɨkmɨr mɨnə, kɨni masəhuak tuk narmamə yamə mɨne kasor ahas pre kɨmi əmiə,
MAT.5.45	kɨni norien a ramhajoun mə kɨmiə ji Kughen Rɨmɨmiə, yame ramarə apa ye rao ye neai. Kɨni sor məknakɨn meinai Kughen ramor mɨrh raməsia-pen nəmə huvə mɨnə mɨne nəmə has mɨnə. Kɨni In mamor nəhig rɨp mamuh nəmə atuatuk mɨne narmamə yamə mɨne khapəh nɨsatuatukien. 
MAT.5.46	Mərɨg tukmə naksorkeikei əmə narmamə yamə mɨne kasorkeikei əmiə, Kughen to rɨpəh nərokien əmiə iran, meinai nar apnapɨg mə nəmə has mɨnə rəmhen kɨn narmamə yamə mɨne kasərer tuk mane kape takis, mərɨg iriə mɨn kasorkeikei narmamə yamə mɨne kasorkeikei əriə. 
MAT.5.47	Kɨni tukmə nakhavəh əmə kɨmiə mɨnə tɨksɨn mɨsəgkiar kɨmi əmiə mɨnə, pa rɨmə nakasor nar kɨrik rhuvə rapita narmamə mɨnə tɨksɨn. Nakharkun mə nar apnapɨg narmamə yamə mɨne khapəh nharkunien Kughen, mərɨg iriə mɨn kasəgkiar kɨmi əriə mɨnə tɨksɨn.”
MAT.5.48	Kɨni Yesu ramni mɨn mɨmə, “Rɨmɨmiə Kughen In ratuatuk, ror pən, norien kapəmiə tukraməkeikei matuatuk mɨn.”
MAT.6.1	Kɨni Yesu ramni mɨn mɨmə, “Tukmə naksor nar atuatuk, takhapəh nɨsorien mə tukəm kəgnəgɨn əmiə tukun, tamə Rɨmɨmiə ye rao ye neai rɨpəh nərokien əmiə iran.
MAT.6.2	Ror məkneikɨn, tukmə nakhavəh-si-pən nar kɨrik kɨmi yavən has mɨnə mə taksasitu irəriə, hapəh nɨsorien ye norien kape narmamə yame norien kapəriə rhuvə mərɨg rɨkiriə rahas. In e, nɨpɨg kɨsasitu ye yavən has mɨnə, masher naiyuk, mhani-ərhav ye nimə kape nofugɨnien mɨne ye nəkwai swatuk, mə narmamə tuksəm khasiai əriə tukun. Mərɨg yakamni nəfrakɨsien tuk əmiə mɨmə iriə kasor məknakɨn, mɨnhavəh ta nərok piəpiə kapəriə- [in e nɨsiaiyen kape narmamə]. 
MAT.6.3	Mərɨg kɨmiə, tukmə nakhavəh-si-pən nar kɨrik kɨmi yavən has mɨnə mə taksasitu irəriə, takhapəh nɨsəpəhyen mə narmamə tuksəm. Nar apnapɨg mə kwermɨm matuk, mərɨg takpəh nəpəhyen mə tukrəm. 
MAT.6.4	Sor məkneikɨn mə narmamə tukseinein norien huvə mɨnə kapəmiə, kɨni Rɨmɨmiə yame raməm norien apɨsapɨs kapəmiə mɨnə, In tukrərok əmiə tuk kapəmiə norien huvə mɨnə.”
MAT.6.5	Kɨni Yesu ramni mɨn mɨmə, “Nɨpɨg naksəhuak, hapəh nɨsəri-pənien norien kape narmamə yame kapəriə norien rhuvə mərɨg rɨkiriə rəmkɨmɨk. In e, kɨsorkeikei mə tuksərer ye nimə kape nofugɨnien, mɨne ye swatuk pɨsiək, masəhuak mə narmamə tuksərɨg əriə. Yakamni əfrakɨs tuk əmiə mɨmə iriə kasor məknakɨn, mɨnhavəh ta nərok piəpiə kapəriə- [in e nɨsiaiyen kape narmamə].
MAT.6.6	Mərɨg tukmə nakhamə taksəhuak, havən apa ye nəkwai nimə kapəmiə, mɨsətapɨg, masəhuak kɨmi Rɨmɨmiə yame kɨpəh nəmien In. Kɨni Rɨmɨmiə, yame raməm kapəmiə norien apɨsapɨs mɨnə, tukrərok əmiə tuk kapəmiə norien huvə mɨnə.
MAT.6.7	“Kɨni tukmə naksəhuak, takhapəh nɨsəwhai-kəjiyen nəgkiarien rɨpsaah yame nɨpran rɨkək, rəmhen kɨn yame narmamə yamə mɨne kaseinein Kughen kasor. Iriə khamə ta mə kapəriə kughen mɨnə tuksərɨg əriə tuk nəgkiarien mɨnə khapsaah yamə mɨne kasəhuak mamhani.
MAT.6.8	Hapəh nɨsorien rəmhen kɨn əriə, meinai, kwasɨg ikɨn naksaiyoh kɨn nar kɨrik, Rɨmɨmiə In ruɨrkun ta naha nhagɨn yame naksəkwakwə kɨn.
MAT.6.9	Kɨni ror məkneikɨn, tukmə nakhamə taksəhuak, səhuak məkneikɨn:
MAT.6.9	“ ‘Rɨmtawə ye neai, nhagɨm rəmrhakə, pəh narmamə tukhasiai Ik.
MAT.6.10	Pəh kafam narmaruyen tukruə mamarə,
MAT.6.10	Kɨni pəh nar yame Ik nakorkeikei in tukruə mor nəfrakɨsien kɨn ikɨn e tokrei tanə rəmhen əmə kɨn apa ye rao ye neai.
MAT.6.11	Nɨpɨg mɨ-fam, vəh-si pə nəvɨgɨnien kɨmi əmawə rəmhen tuk nɨpɨg e towei.
MAT.6.12+MAT.6.13	Pəh nɨpəhyen əmawə mə Setan tukrɨvəhsi-pə vəh-si-pə kɨmi əmawə tamə yakhamɨr.
MAT.6.12+MAT.6.13	Kɨni vəhsi-ta əmawə tuk kwermɨ Setan.
MAT.6.12+MAT.6.13	Kɨni vəh-si ta narpɨnien kape təvhagə hah kapəmawə mɨnə meinai kɨmawə yakhapəh nharaptərəkɨn tɨm-tɨmien norien has yame narmamə kasor irəmawə.’
MAT.6.14	Səhuak məknakɨn meinai tukmə nakhapəh nɨsarpɨnien tai norien has yamə mɨne narmamə kasor irəmiə, Rɨmɨmiə ye rao ye neai tukrɨpəh narpɨnien kapəmiə norien has mɨnə. 
MAT.6.15	Mərɨg tukmə naksarpɨn norien has yame narmamə kasor irəmiə, Rɨmɨmiə mɨn tukrəkeikei marpɨn norien has yame nakasor.”
MAT.6.16	Kɨni Yesu ramni mɨn mɨmə, “Tukmə nakhamə taksəpəh nəvɨgɨnien tuk nəhuakien, hapəh nɨsorien nɨmrɨmiə rəpou rəmhen əmə kɨn narmamə yamə mɨne kapəriə norien rhuvə mərɨg yerkiriə rəmkɨmɨk. Iriə kasor nɨmrɨriə ror pɨsɨn, mə narmamə tuksəm əriə mə nɨkumhə raməs əriə, khasiai əriə tukun. Yakamni əfrah mə iriə kwənhavəh ta nərok piəpiə kapəriə- [in e nɨsiaiyen kape narmamə].
MAT.6.17	Mərɨg nɨpɨg naksəpəh nəvɨgɨnien, mɨsəhuak kɨmi Kughen, saikwas ye nɨmrɨmiə, mɨsətei huvə ye nɨkwənemiə, 
MAT.6.18	mə narmamə tuksəm əmiə khapəh nharkunien mə naksəpəh nəvɨgɨnien tuk nəhuakien. Kɨni Rɨmɨmiə, yame kɨpəh nəmien In, In pɨsɨn əmə tukrəm mɨrkun. Kɨni Rɨmɨmiə yame raməm kapəmiə norien apɨsapɨs mɨnə, tukrərok əmiə tuk kapəmiə norien huvə mɨnə.”
MAT.6.19	Kɨni Yesu ramni mɨn mɨmə, “Takhapəh nɨsəwhai-kəjiyen kapəmiə nautə ye tokrei tanə e mə tukrɨpsaah. Ye tokrei tanə e, ɨvn mɨnə mɨne nəmtəyen raməs narɨmnar ikɨn, kɨni yəkrəh mɨnə kɨsat-pən imə, mɨsəkrəh kɨn narɨmnar.
MAT.6.20	Mərɨg taksor nɨtɨp kapəmiə apa rao ye neai. Kɨni ikɨn aikɨn a, to ɨvn mɨnə mɨne nəmtəyen rɨpəh nəsien narɨmnar aikɨn, kɨni to yəkrəh mɨnə khapəh nɨsat-pənien aikɨn.
MAT.6.21	Yakamni məkneikɨn meinai, ikɨn pukhaa kapəmiə narɨmnar huvə mɨnə kamhaswin ikɨn, rɨkimiə tukrɨvən mɨn aikɨn.”
MAT.6.22	Kɨni Yesu ramni mɨn mɨmə, “Nəkwai nɨmrɨm in rəmhen kɨn laet yame ravəhsi-pre nɨkhakien ye nɨpram. Tukmə nəkwai nɨmrɨm mir kɨrahuvə, rəmhen kɨn mə nɨpram rukwar kɨn nɨkhakien. 
MAT.6.23	Mərɨg tukmə nɨkwai nɨmrɨm mir kwahas, rəmhen mə nɨpram rukwar kɨn nəpɨgnapien. !Kɨni tukmə nɨkhakien ye nɨpram rəmhen əmə kɨn nəpɨgnapien, in rəmhen kɨn yame nakamarə əfrakɨs aikɨn rəpɨgnəp ikɨn!
MAT.6.24	“Yermamə rɨkək yame to ror slef kape yemehuə mir kɨraru. To ramor məknakɨn, tukraməkeikei morkeikei kɨrik, maməməkɨn kɨrik; uə tukraməkeikei mor nəkwai kɨrik, məpəh kɨrik. To nakhapəh nɨsor-kwis-kwisien wok kɨmi Kughen mɨne mane.”
MAT.6.25	Kɨni Yesu ramni mɨn mɨmə, “Tuk nar a, yakamni-pre tuk əmiə mə, takhapəh nɨsətərɨg-pɨkien tuk nɨmraghien kapəmiə mə taksən naha, mhanɨm naha, uə mə takvəhsi-pən naha neipən. ?Nakharkun mə nɨmraghien kapəmiə rapita nəvɨgɨnien, kɨni nɨpraimiə rapita neipən?
MAT.6.26	Səm-ru man mɨnə ye nɨmago-ago. Khapəh nɨsəsimien, mhapəh nɨsarha-kɨnien nəvɨgɨnien, mhapəh nɨsətu-yen nəriə nəvɨgɨnien ye nəkwai nimə. Mərɨg Rɨmɨmiə ye rao ye neai raməvɨgɨn əriə. !Mərɨg nakharkun mə In rorkeikei pɨk əmiə rapita man mɨnə!
MAT.6.27	?Tukmə nakətərɨg pɨk tuk nɨmraghien apomh kafam, nakɨrkun mə to rasitu iram nakarə mɨn rəpomh uə? !Nɨkam! Norien kape nətərɨg-pɨkien to rɨpəh nəsɨk-əpnis-pən-ien aoa kɨrikianə ye nɨmraghien kapəmiə.
MAT.6.28	“?Kɨni rhawor e naksətərɨg pɨk tuk neipən? Səm-ru jihi nai yamə mɨne kamhavus. Iriə khapəh nɨsorien wok, mhapəh nhajirien kapəriə neipən. 
MAT.6.29	Mərɨg yakamni-pre tuk əmiə mə King Solomon kupan, kafan nautə rehuə pawk, kafan neipən rhuvə pawk, mərɨg rɨpəh nɨhuvə-pɨkien mapita jihi nai mɨnə a.
MAT.6.30	Jihi nai mɨnə kɨshaktə tuk nɨpɨg kwakwə əmə, kəni rɨkwamer kɨn, kɨvaan əriə ye nap. Mərɨg Kughen ramor əriə kamhavəh-si-pən neipən huvə. ?Mərɨg kɨmiə nakharkun mə Kughen tukrɨvəhsi-pre neipən kɨmi əmiə uə nɨkam? !Ǝwəh! Kafak narmamə mɨnə. Kapəmiə nhatətəyen in rəkəskəh əmə. 
MAT.6.31	Ror pən, takhapəh nɨsətərɨg-pɨkien mhani mhamə, ‘?Jaksən naha?’ uə ‘?Jakhanɨm naha?’ uə ‘?Jakhavəhsi-pən naha neipən?’ 
MAT.6.32	Meinai narmamə yamə mɨne khapəh nɨshatətəyen ye Kughen, rɨkiriə ramvən tuk narɨmnar mɨnə a. Mərɨg Rɨmɨmiə rɨrkun narɨmnar yamə mɨne naksəkwakwə kɨn ye nɨmraghien kapəmiə.
MAT.6.33	Mərɨg taksor mə narmaruyen kape Kughen mɨne nɨmraghien atuatuk, pəh iriu tukwərer əkupən ye nɨmraghien kapəmiə, kɨni Kughen tukrɨvəhsi-pre narɨmnar kape nɨmraghien e ye tokrei tanə kɨmi əmiə.
MAT.6.34	Ror məkneikɨn, takhapəh nɨsətərɨg-pɨkien tuk narɨmnar yamə mɨne tukianəkwamer nakhavəh, meinai narɨmnar kape tikianəkwamer, iriə kape tuknəkwamɨr. Nɨmraghien kape towei in rəutən pɨk, takpəh norien narkutien kɨmik mamətərɨg tuk narɨmnar kape tikianəkwamer.”
MAT.7.1	Kɨni Yesu rɨmɨni mɨn mə, “Takpəh nəm-pənien nar has ye narmamə, tamə Kughen mɨn rəm-pre nar has irəmiə.
MAT.7.2	Meinai nəgkiarien skai yame nakamhani hah yermamə kɨrik, Kughen tukrɨni əmə mɨn iram rəmhen kɨn yame nɨmɨni. Tukmə nakəkir narmamə ye norien yame ratuatuk, Kughen tukrəkir ik ye norien yame ratuatuk. Mərɨg tukmə nakəkir oror narmamə ye norien yame rɨskai, Kughen tukror əmə mɨn iram rəmhen kɨn yame ik nɨmnor.
MAT.7.3	“?Rhawor nakamhani nɨmoptanə yame ramswin-pən ye nɨmrɨ piaumiə; mərɨg nakhapəh nɨsərɨgien nai ehuə yame ramhai nɨmrɨmiə? 
MAT.7.4	Tukmə nakhapəh nɨsərɨgien nai ehuə yame ramhai nɨmrɨmiə, ?takshawor pən iran mɨne mhasur ta nɨmoptanə ye nɨmrɨ piaumiə? 
MAT.7.5	Kɨmiə naksəmhen kɨn narmamə yamə mɨne kamhani nar mhapəh nɨsorien. Taksəkupən mhavəh-si ta nai ehuə ye nɨmrɨmiə, kwasɨg ikɨn, nakharkun nɨsəm-huvəyen nɨmoptanə yame ramswin-pən ye nɨmrɨ piaumiə mɨpihasur-ta.”
MAT.7.6	Kɨni Yesu rɨmɨni mɨn mə, “Hapəh nhavəhsi-pənien narɨmnar kape Kughen kɨmi narmamə yamə mɨne kɨsahas rəmhen kɨn kuri mɨnə, tamə kɨsarar mɨsəs əmiə. Kɨni mhapəh nɨsarakikɨn-pənien nar huvə mɨnə kapəmiə
MAT.7.7	Kɨni Yesu rɨmɨni mɨn mə, “Saiyoh Kughen kɨn narɨmnar, kɨni In tukrɨvəhsi-pre kɨmi əmiə. Sarha kɨn, mɨsəm. Səsɨk-əsɨk tapɨg, kɨni tapɨg tukrəhitə tuk əmiə.
MAT.7.8	Yakamni məknakɨn meinai narmamə m-fam yamə mɨne kɨsaiyoh, tukhavəh. Kɨni narmamə yamə mɨne kasarha kɨn, tuksəm mɨn. Kɨni yamə mɨne kɨsəsɨk-əsɨk tapɨg, tapɨg tukrəhitə tuk əriə.
MAT.7.9	“?Yermamə kɨrik aikɨn irəmiə yame tukmə tɨni raiyoh kɨn bred, mərɨg in tukrɨvəhsi-pən kapier uə, nɨkam? !Nɨkam! 
MAT.7.10	?Uə tukmə nɨpɨg raiyoh kɨn kəmam, mərɨg in tukrɨvəhsi-pən snek uə? !Nɨkam! 
MAT.7.11	Kɨmiə naksahas pawk, mharkun nhavəhsi-pənien narɨmnar huvə mɨnə kɨmi jimiə mɨnə. Mərɨg Rɨmɨmiə ye neai, kafan norien rhuvə pɨk rapita norien kapəmiə. Kɨni nəfrakɨsien mə In tukrɨvəhsi-pən nar huvə mɨnə kɨmi narmamə yamə mɨne kɨsaiyoh kɨn.
MAT.7.12	“Kɨni sor huvə pən kɨmi narmamə m-fam ye norien mɨnə fam yame naksorkeikei mə narmamə tuksor mɨn kɨmi əmiə, meinai norkeikeiyen raməpkəfugɨn nəgkiarien fam ye loa kape Moses mɨne profet kupan mɨnə.”
MAT.7.13	Kɨni Yesu rɨmɨni mɨn mə, “Kɨmiə takasəkeikei mhakurao ye kwəruə yame rəkəskəh, meinai kwəruə yame rehuə, mɨne swatuk yame rɨmar, ramkɨr-pən narmamə ye nap ehuə. Kɨni narmamə khapsaah tukhakurao-pən ye kwəruə a. 
MAT.7.14	Mərɨg kwəruə yame rəkəskəh, mɨne swatuk yame rəutən, ramkɨr-pən narmamə ye nɨmraghien rerɨn. Kɨni narmamə kwatɨksɨn əmə tuksəm.”
MAT.7.15	Kɨni Yesu ramni mɨn mə, “Takasərɨg əmiə tuk profet eikuə mɨnə. Iriə tukhauə tuk əmiə mɨsəpou rəmhen kɨn sipsip; mərɨg rɨkiriə rəmhen kɨn kuri aparu yamə mɨne kasəkwəpah.
MAT.7.16	Narmamə kasəm kwənkwan ye nɨmraghien kape profet mɨnə, kharkun mə khahuvə uə kɨsahas. Kwənurkəsɨk to rɨpəh nɨkuəyen kɨn kwənkwai grep; kɨni kapɨriapɨr to rɨpəh nɨkuəyen kɨn kwənkwai fig.
MAT.7.17	Ye norien kɨrikianə mɨn, nai huvə tukramkuə kɨn kwənkwai nai huvə; kɨni nai hah tukramkuə kɨn kwənkwai nai hah. 
MAT.7.18	Nəpgɨn kɨrik rɨrkək yame ramkuə kɨn kwənkwan yame kɨpəh nənien. Kɨni to nai has rɨpəh nɨkuəyen kɨn kwənkwan yame rhuvə. 
MAT.7.19	Nai mɨnə fam yamə mɨne khapəh nhakuəyen kɨn kwənkwairiə yame rhuvə, tukərəpɨr-pɨr, karakə-pən kɨn ye nap.
MAT.7.20	Ror məkneikɨn mə narmamə kasəm kwənkwan ye nɨmraghien kape profet mɨnə, kharkun mə khahuvə uə kɨsahas. 
MAT.7.21	“Nar apnapɨg mə narmamə kasokrən kɨn Yo mə Yermaru, mərɨg pəh nien mə iriə m-fam tukhavən mɨsarə ye narmaruyen kape Kughen. Mərɨg yamə mɨne kasor nəkwai Rɨmɨk yame ramarə ye rao ye neai, iriə en tukhavən mɨsarə ye narmaruyen kape Kughen.
MAT.7.22	Ye nɨpɨg yame Kughen tukrəkir narmamə mɨfam iran, narmamə khapsaah tukhani-pə tuk Yo mhamə, ‘!Yermaru! !Yermaru! ?Rhawor? ?Nakɨrkun əmawə uə nɨkam? Kɨmawə yɨmnhani-ərhav nəgkiarien kafam yame nɨmɨvəhsi-pə kɨmi əmawə. Kɨni mɨsəko-ta nanmɨn has ye nhagɨm. Kɨni masor nɨmtətien mɨnə.’ 
MAT.7.23	Mərɨg Yo jakni-pən atuatuk tuk əriə mɨmə, ‘!Ah! !Yakpəh hanə nɨrkunien əmiə! !Havən isok tuk Yo! Kɨmiə yor təvhagə has mɨnə.’ ”
MAT.7.24	Kɨni mɨni mɨn mɨmə, “Ror məkneikɨn meinai narmamə yamə mɨne khauə tuk Yo, kɨni mɨsətərɨg kɨn nəgkiarien kafak, masarar, mɨsor narɨmnar yame yakməni, narmamə en kɨsəmhen əmə kɨn yermamə yame kafan nɨrkunien rehuə, tukmə rɨmə tukror kafan nimə, tukrəkupən mɨkɨr nɨmoptanə, meiwaiyu məspir kapier apɨg, mor pən nimə iran. 
MAT.7.25	Kɨni nɨpɨg tukmə nəhig rɨp kɨni yapiwən raiyu, kɨni nɨmətag ramuh nimə, to rapəh nɨmɨrien, meinai nɨhun ramərer tɨm tɨm ye kapier. 
MAT.7.26	Mərɨg narmamə yamə mɨne kasərɨg nəgkiarien kafak, mhapəh nɨsorien, iriə kɨsəmhen kɨn yermamə yame kafan nɨrkunien rɨkək. Tukmə rɨmə tukror kafan nimə, ravhirəkɨn haktə əmə ye nɨpakɨr. 
MAT.7.27	Kɨni nɨpɨg tukmə nəhig rɨp, kɨni yapiwən raiyu, kɨni nɨmətag ramuh nimə, rəusərku, mowhan əpɨr-pɨr.”
MAT.7.28	Kɨni Yesu rɨmnor infamien ye kafan nəvhagien, nukwhao ehuə a kɨsərɨg kafan nhajounien, kɨsakur 
MAT.7.29	meinai rɨmnhajoun əriə, kɨsəm mə rɨpəh nəmhenien kɨn nəmhajoun mɨnə kape Loa kape Moses, meinai nəgkiarien kafan, nanmɨn aikɨn.
MAT.8.1	Kɨni Yesu rɨmasɨ-pən ye tukwas meiwaiyu-pə, kɨni narmamə khapsaah khakwasɨg kɨn. 
MAT.8.2	Kɨni kwən kɨrik yame ravəh nəmhəyen əutən kɨrik e leprosi raməmɨr ye tɨkin ruə meiwaiyu, mənɨmkur-pən tukun, mɨni-pən tukun mɨmə, “Yermaru, tukmə nakɨrkun mə to nakor huvə yo, or huvə yo, məspir ta nəmkɨmɨk irak.”
MAT.8.3	Kɨni Yesu rərao-pən mɨrap kwən a, mɨmə, “Ǝwəh. Yakorkeikei mə jakor. !Ǝsanɨn!” Kɨni taktəkun əmə nəmhəyen e leprosi rɨkək iran.
MAT.8.4	Kɨni Yesu rɨmɨni-əhu in mɨmə, “Takpəh nɨni-ərhavyen narɨmnar mɨnə e kɨmi narmamə. Mərɨg yuvən məm pris kɨrik pəh in rəm mə nɨpram rɨnor məknen. Kɨni or sakrefaes kɨmi Kughen rəri-pən Loa kape Moses, pəh narmamə tukharkun mə nəfrakɨsien nakwahuvə, kɨni kafam nəmkɨmɨk ruɨrkək.”
MAT.8.5	Kɨni Yesu rɨmavən mɨtərhav-pən taon Kapaneam, kɨni yamehuə kɨrik kape Mobael kape Rom rɨmauə məm Yesu, maiyoh kɨn nasituyen, mɨmə, 
MAT.8.6	“Yermaru. Kafak yorwok ramhə, kɨni mamapɨr apa ye nimə kafak, nɨpran fam rɨmhə. Kɨni ramərɨg pɨk nəmhəyen.”
MAT.8.7	Kɨni Yesu rɨmɨni-pən tukun mɨmə, “Ǝwəh. Jakurə mor huvə in.”
