GEN.1.4	Gud så lyset, at det var godt. Og Gud skilte lyset fra mørket.
GEN.24.5	Tjeneren sa til ham: «Kanskje kvinnen ikke er villig til å følge med meg tilbake til dette landet. Skal jeg da ta din sønn med tilbake til det landet du kom fra?»
GEN.24.6	Men Abraham sa til ham: «Vokt deg, så du ikke tar min sønn tilbake dit.
GEN.24.9	Så la tjeneren hånden under hoften til Abraham, sin herre, og sverget på dette for ham.
GEN.24.11	Da kvelden kom, lot han kamelene legge seg ned ved en vannkilde utenfor byen. Det var på den tiden av kvelden da kvinnene kom ut for å hente vann.
GEN.24.17	Tjeneren sprang henne i møte og sa: «Jeg ber deg, gi meg litt vann å drikke fra krukken din!»
GEN.24.18	Da svarte hun: «Drikk, min herre!» Straks tok hun krukken sin ned i hånden og ga ham å drikke.
GEN.24.19	Da hun var ferdig med å gi ham å drikke, sa hun: «Jeg vil også hente vann til kamelene dine, helt til de har fått nok til å slukke tørsten.»
GEN.24.20	Så skyndte hun seg å tømme krukken i trauet, sprang tilbake til brønnen for å hente mer vann, og hentet vann til alle kamelene hans.
GEN.24.22	Det skjedde da kamelene var ferdige med å drikke, at mannen tok en ring
GEN.24.23	og sa: «Hvem er du datter til? Si meg, er det rom nok i din fars hus til at vi kan overnatte der?»
GEN.24.25	Hun sa også til ham: «Vi har nok av både halm og fôr, og rom til å overnatte.»
GEN.24.26	Da bøyde mannen seg og tilba Herren.
GEN.24.28	Så sprang den unge kvinnen av sted og fortalte alt dette til husfolket hos sin mor.
GEN.24.29	Rebekka hadde en bror som het Laban, og Laban sprang ut til mannen ved kilden.
GEN.24.30	Det skjedde da han fikk se ringen og armbåndene på armene til sin søster, og han fikk høre sin søster Rebekka si: «Dette talte mannen til meg», at han gikk ut til mannen. Og se, der sto han med kamelene ved kilden.
GEN.24.31	Han sa: «Kom inn, du som er velsignet av Herren. Hvorfor står du her ute? Jeg har gjort i stand huset og ordnet plass for kamelene.»
GEN.24.34	Da sa han: «Jeg er Abrahams tjener.
GEN.24.39	Jeg svarte min herre: ‘Kanskje kvinnen ikke vil følge med meg.’
GEN.24.44	og hun svarer: Bare drikk, og jeg skal også hente vann til kamelene dine, la da henne være den kvinnen Herren har utvalgt for min herres sønn.’
GEN.24.45	Før jeg var ferdig med å tale i mitt hjerte, se, da kom Rebekka med krukken sin på skulderen. Hun gikk ned til kilden og hentet vann. Da sa jeg til henne: ‘Jeg ber deg, gi meg litt vann å drikke!’
GEN.24.46	Hun løftet straks krukken ned fra skulderen og sa: ‘Drikk, og jeg skal også gi kamelene dine å drikke.’ Så drakk jeg, og hun ga også kamelene å drikke.
GEN.24.47	Så spurte jeg henne og sa: ‘Hvem er du datter til?’ Hun svarte: ‘Jeg er datter av Betuel, som er Nahors sønn, han som Milka fødte ham.’ Så satte jeg ringen i nesen hennes og armbåndene på armene hennes.
GEN.24.55	Men hennes bror og hennes mor sa: «La den unge kvinnen bli hos oss noen få dager, i hvert fall ti. Etter det kan hun reise.»
GEN.24.56	Men han sa til dem: «Heft meg ikke nå når Herren har latt meg lykkes på ferden. Send meg av sted, så jeg kan dra til min herre.»
GEN.24.57	Da svarte de: «Vi skal rope på den unge kvinnen og spørre henne selv.»
GEN.24.58	Så ropte de på Rebekka og sa til henne: «Vil du dra med denne mannen?» Og hun sa: «Jeg vil dra.»
GEN.24.61	Så brøt Rebekka opp sammen med tjenestepikene sine, og de red på kamelene og fulgte med mannen. Så tok tjeneren med seg Rebekka og dro av sted.
GEN.24.63	Om kvelden dro Isak ut på marken for å få en stille stund. Han løftet blikket, og se, det kom noen kameler.
GEN.24.65	For hun hadde sagt til tjeneren: «Hvem er den mannen som kommer oss i møte borte på marken?» Tjeneren sa: «Det er min herre.» Da tok hun et slør og dekket seg med det.
GEN.24.66	Tjeneren fortalte Isak alt han hadde gjort.
GEN.25.1	Abraham tok seg igjen en kone, og hennes navn var Ketura.
GEN.25.3	Joksjan ble far til Saba og Dedan. Dedans sønner var asjurerne, letusjerne og leummerne.
GEN.25.4	Midjans sønner var Efa, Efer, Henok, Abida og Elda’a. Alle disse var Keturas barn.
GEN.25.7	Dette er summen av Abrahams leveår: 175 år.
GEN.25.9	Hans sønner Isak og Ismael begravde ham i Makpelahulen, ved Mamre, på jordet til Efron, sønn av hetitten Sohar.
GEN.25.14	Misjma, Duma, Massa,
GEN.25.15	Hadad, Tema, Jetur, Nafisj og Kedma.
GEN.25.18	De bodde fra Havila helt til Sjur, som er ved grensen til Egypt, der veien går mot Assur. Han døde
GEN.25.20	Isak var 40 år gammel da han tok Rebekka til kone. Rebekka var datter av arameeren Betuel fra Padan-Aram
GEN.25.21	Isak bønnfalt Herren på vegne av sin kone, for hun var ufruktbar. Herren svarte hans bønn, og hans kone Rebekka ble med barn.
GEN.25.22	Men sønnene støtte imot hverandre i hennes morsliv, og hun sa: «Hvis det er slik, hvorfor er dette skjedd meg?» Så gikk hun for å få svar fra Herren.
GEN.25.24	Da alle dagene var gått og hun skulle føde, se, da var det tvillinger i hennes morsliv.
GEN.25.29	En dag Jakob kokte stuing, kom Esau hjem fra marken, helt utmattet.
GEN.25.30	Esau sa til Jakob: «Jeg ber deg, la meg sette til livs noe av den røde stuingen, for jeg er utmattet.» Derfor ble han kalt Edom
GEN.25.31	Men Jakob sa: «Selg meg i dag din førstefødselsrett!»
GEN.25.33	Da sa Jakob: «Sverg da for meg i dag!» Dermed avla han ed for ham og solgte førstefødselsretten sin til Jakob.
GEN.26.4	Jeg skal gjøre dine etterkommere tallrike som stjernene på himmelen. Jeg skal gi alle disse landområdene til dine etterkommere. Og i din slekt
GEN.26.6	Så bodde Isak i Gerar.
GEN.26.8	Etter at han hadde vært der i lang tid, skjedde det: Filisterkongen Abimelek så ut gjennom vinduet, og se, der var Isak, og han ga kjærtegn til sin kone Rebekka.
GEN.26.9	Da kalte Abimelek Isak til seg og sa: «Det er tydelig at hun er din kone. Hvordan kunne du da si: ‘Hun er min søster’?» Isak sa til ham: «Fordi jeg sa: ‘Så jeg ikke skal dø for hennes skyld.’»
GEN.26.12	Isak sådde i landet, og samme år høstet han 100 ganger det han hadde sådd. Herren velsignet ham,
GEN.26.17	Da dro Isak bort derfra. Han slo leir i Gerardalen og bodde der.
GEN.26.19	Isaks tjenere gravde også i dalen, og de fant en kilde med rennende vann der.
GEN.26.21	Så gravde de en annen brønn, og de trettet om den også. Derfor kalte han den med navnet Sitna
GEN.26.22	Han flyttet derfra og gravde en annen brønn, og den trettet de ikke om. Derfor kalte han den med navnet Rehobot
GEN.26.23	Deretter dro han opp derfra til Be’er-Sjeba.
GEN.26.24	Herren viste seg for ham samme natt og sa: «Jeg er din far Abrahams Gud. Frykt ikke, for Jeg er med deg. Jeg skal velsigne deg og gjøre din slekt tallrik for Min tjener Abrahams skyld.»
GEN.26.28	Men de sa: «Vi har sannelig sett at Herren er med deg. Derfor sa vi: La oss avlegge en ed oss imellom, mellom deg og oss. La oss slutte en pakt med deg,
GEN.26.31	Neste morgen sto de tidlig opp og avla ed for hverandre. Så sendte Isak dem av sted, og de dro fra ham i fred.
GEN.26.32	Samme dag kom Isaks tjenere og fortalte ham om brønnen de hadde gravd. De sa til ham: «Vi har funnet vann.»
GEN.27.5	Rebekka lyttet da Isak snakket med sin sønn Esau. Esau gikk så ut på marken for å skyte noe vilt og komme med det.
GEN.27.6	Da snakket Rebekka med sin sønn Jakob og sa: «Se, jeg hørte din far snakke med din bror Esau og si:
GEN.27.7	‘Kom med noe vilt til meg og lag et velsmakende måltid for meg, så jeg kan spise det og velsigne deg for Herrens ansikt før jeg dør.’
GEN.27.10	Så skal du ta det med til din far, så han kan spise det, for at han skal velsigne deg før sin død.»
GEN.27.15	Så tok Rebekka de fineste klærne til sin sønn Esau, som hun hadde hos seg i huset, og kledde dem på sin yngste sønn Jakob.
GEN.27.16	Skinnene fra kjeene la hun om hendene hans og rundt den glatte delen av halsen.
GEN.27.17	Deretter la hun den velsmakende maten og brødet hun hadde lagd i stand, i hendene på sin sønn Jakob.
GEN.27.18	Så gikk han til sin far og sa: «Min far.» Og han sa: «Her er jeg. Hvem er du, min sønn?»
GEN.27.20	Men Isak sa til sin sønn: «Hvordan kan det ha seg at du har funnet noe så raskt, min sønn?» Han svarte: «Fordi Herren din Gud sendte det til meg.»
GEN.27.22	Så gikk Jakob bort til sin far Isak, og han kjente på ham og sa: «Røsten er Jakobs, men hendene er Esaus.»
GEN.27.24	Og han sa: «Er du virkelig min sønn Esau?» Han sa: «Ja, det er jeg.»
GEN.27.25	Han sa: «Kom hit til meg med det, så skal jeg spise av viltet til min sønn, så min sjel kan velsigne deg.» Så gikk han bort til ham med det, og han spiste. Han ga ham også vin, og han drakk.
GEN.27.26	Da sa hans far Isak til ham: «Kom nå hit og kyss meg, min sønn!»
GEN.27.27	Han kom bort og kysset ham. Da kjente han lukten av klærne hans, og velsignet ham og sa: «Sannelig, duften av min sønn er som duften av en mark Herren har velsignet.
GEN.27.30	Så snart Isak var ferdig med å velsigne Jakob, og Jakob så vidt hadde kommet seg ut fra sin far Isak, skjedde det: Hans bror Esau kom tilbake fra jakten.
GEN.27.32	Hans far Isak spurte ham: «Hvem er du?» Og han sa: «Jeg er din sønn, din førstefødte, Esau.»
GEN.27.35	Men han svarte: «Din bror kom med svik og tok fra deg velsignelsen din.»
GEN.27.37	Da svarte Isak og sa til Esau: «Sannelig, jeg har satt ham til herre over deg, og alle hans brødre har jeg gitt ham som tjenere. Med korn og most har jeg gitt ham livsopphold. Hva skal jeg da gjøre for deg, min sønn?»
GEN.27.38	Esau sa til sin far: «Har du bare én velsignelse, min far? Velsign meg, meg også, min far!» Og Esau gråt høylytt.
GEN.27.44	Bli hos ham i noen dager, inntil din brors harme har lagt seg,
GEN.27.45	inntil din brors vrede vender seg bort fra deg, og han glemmer hva du har gjort mot ham. Da skal jeg sende bud og hente deg tilbake derfra. Hvorfor skulle jeg miste dere begge på én og samme dag?»
GEN.27.46	Rebekka sa til Isak: «Jeg er lei av livet på grunn av Hets døtre. Hvis Jakob tar seg en kone blant Hets døtre, en som er lik disse døtrene i landet, hva er da livet verd for meg?»
GEN.28.6	Esau så at Isak hadde velsignet Jakob og sendt ham til Paddan-Aram for å hente seg en kone derfra. Da han velsignet ham, bød han ham og sa: «Du skal ikke ta deg en kone blant Kanaans døtre.»
GEN.28.7	Jakob hadde lydt sin far og sin mor, og hadde reist til Paddan-Aram.
GEN.28.10	Jakob dro fra Be’er-Sjeba og gikk mot Haran.
GEN.28.11	Han kom til et sted og ble der over natten, for solen var gått ned. En av steinene på stedet tok han og la under hodet, og så la han seg til å sove der.
GEN.28.16	Da våknet Jakob av søvnen og sa: «Sannelig, Herren er på dette stedet, og jeg visste det ikke.»
GEN.28.18	Tidlig neste morgen sto Jakob opp. Han tok den steinen han hadde hatt under hodet, reiste den som en minnestøtte og helte olje over steinens hode
GEN.28.19	Han ga dette stedet navnet Betel
GEN.29.3	Der ble alle flokkene samlet, og da rullet de steinen bort fra åpningen på brønnen. De ga småfeet drikke og la steinen tilbake på plass over åpningen på brønnen.
GEN.29.4	Jakob sa til dem: «Mine brødre, hvor kommer dere fra?» De sa: «Vi er fra Haran.»
GEN.29.7	Da sa han: «Se, ennå er det høylys dag. Det er ikke tiden for å samle buskapen. Gi sauene drikke og ta dem med ut på beite!»
GEN.29.8	Men de sa: «Det kan vi ikke gjøre før alle flokkene er samlet og de har rullet steinen bort fra åpningen på brønnen. Da kan vi gi småfeet drikke.»
GEN.29.11	Deretter kysset Jakob Rakel, og så brast han i gråt.
GEN.29.15	Laban sa til Jakob: «Skulle du tjene meg for ingenting fordi du er min slekt-ning? Si meg, hva skal du ha som lønn?»
GEN.29.16	Laban hadde to døtre. Navnet på den eldste var Lea, og navnet på den yngste var Rakel.
GEN.29.18	Jakob elsket Rakel, så han sa: «Jeg vil tjene deg i sju år for Rakel, din yngste datter.»
GEN.29.19	Laban sa: «Det er bedre at jeg gir henne til deg enn at jeg skulle gi henne til en annen mann. Bli hos meg!»
GEN.29.23	Da kvelden kom, skjedde det at han tok sin datter Lea og førte henne til Jakob, og han gikk inn til henne.
GEN.29.24	Laban ga sin tjenestepike Silpa som tjenestepike for sin datter Lea.
GEN.29.26	Laban sa: «På våre trakter har vi ikke den skikken at man gir bort den yngste før den førstefødte.
GEN.29.28	Da gjorde Jakob det, og han lot uken hennes bli fullført. Så ga Laban ham sin datter Rakel som kone.
GEN.29.29	Laban ga sin tjenestepike Bilha som tjenestepike for sin datter Rakel.
GEN.29.32	Så ble Lea med barn og fødte en sønn. Hun ga ham navnet Ruben
GEN.29.33	Så ble hun med barn én gang til og fødte en sønn. Hun sa: «Fordi Herren har hørt at jeg er vraket
GEN.29.34	Igjen ble hun med barn og fødte en sønn, og hun sa: «Denne gangen vil min mann holde seg til meg, for jeg har født ham tre sønner.» Derfor ga hun ham navnet Levi
GEN.30.2	Men da ble Jakobs vrede opptent mot Rakel, og han sa: «Er jeg i Guds sted, Han som har holdt tilbake frukten fra ditt morsliv?»
GEN.30.5	Bilha ble med barn og fødte Jakob en sønn.
GEN.30.6	Da sa Rakel: «Gud har avsagt dom for meg. Han har også hørt min røst og gitt meg en sønn.» Derfor ga hun ham navnet Dan
GEN.30.7	Rakels slavekvinne Bilha ble igjen med barn og fødte Jakob en sønn til.
GEN.30.8	Rakel sa: «Guds kamper
GEN.30.9	Da Lea så at hun hadde sluttet å føde barn, tok hun sin slavekvinne Silpa og ga henne til Jakob som kone.
GEN.30.10	Leas slavekvinne Silpa fødte Jakob en sønn.
GEN.30.11	Da sa Lea: «En skare kommer!
GEN.30.12	Leas slavekvinne Silpa fødte Jakob enda en sønn.
GEN.30.13	Da sa Lea: «Salig er jeg, for døtrene vil prise meg salig.» Så ga hun ham navnet Asjer
GEN.30.15	Men hun sa til henne: «Er det for lite at du har tatt fra meg min mann? Vil du også ta fra meg alrunene til min sønn?» Rakel sa: «Da skal han ligge med deg i natt i bytte for alrunene til din sønn.»
GEN.30.16	Da Jakob kom inn fra marken om kvelden, gikk Lea ut for å møte ham, og hun sa: «Du må komme inn til meg, for jeg har sannelig betalt for deg med alrunene til min sønn.» Og han lå hos henne den natten.
GEN.30.17	Gud lyttet til Lea, og hun ble med barn og fødte Jakob en femte sønn.
GEN.30.18	Lea sa: «Gud har gitt meg lønn, fordi jeg ga slavekvinnen min til min mann.» Så ga hun ham navnet Jissakar
GEN.30.19	Så ble Lea med barn én gang til og fødte Jakob en sjette sønn.
GEN.30.20	Lea sa: «Gud har gitt meg en god gave. Nå vil min mann bo hos
GEN.30.26	Gi meg mine koner og mine barn, som jeg har tjent deg for, og la meg dra! For du vet hvordan jeg har tjent deg.»
GEN.30.28	Så sa han: «Fastsett hva du vil ha i lønn, så skal jeg gi deg det.»
GEN.30.29	Da sa Jakob til ham: «Du vet hvordan jeg har tjent deg, og hvordan det er gått med buskapen din hos meg.
GEN.30.31	Da sa han: «Hva skal jeg gi deg?» Jakob sa: «Du skal ikke gi meg noe. Hvis du vil gjøre det for meg som jeg nå foreslår, skal jeg fortsette å gjete og vokte småfeet ditt:
GEN.30.33	Slik skal min rettferdighet vitne for meg i tiden heretter, når du kommer for å se til lønnen min: Hver den som ikke er spraglet og flekket blant geitene, og svart blant lammene, er stjålet, hvis det er hos meg.»
GEN.30.34	Laban sa: «Ja, la det være som du sier!»
GEN.30.35	Den dagen tok han ut de bukkene som var stripete og flekkete, alle geitene som var spraglete og flekkete, hvert dyr som hadde litt hvitt på seg, og alle de svarte blant lammene, og ga dem i hendene på sine sønner.
GEN.30.36	Så la han tre dagsreiser mellom seg og Jakob, og Jakob gjette resten av småfeet til Laban.
GEN.30.38	Kjeppene han hadde skavet, satte han foran småfeet i rennene, i vanntrauene der småfeet kom for å drikke, så de skulle parre seg når de kom for å drikke.
GEN.30.39	Småfeet parret seg foran kjeppene, og småfeet fikk stripet, spraglet og flekket avkom.
GEN.30.40	Så skilte Jakob ut lammene og fikk småfeet til å vende seg mot de stripete og mot alle de svarte blant småfeet til Laban. Men sine egne flokker holdt han for seg selv, og han førte dem ikke sammen med Labans småfe.
GEN.30.41	Det skjedde hver gang de kraftigste blant småfeet ble drektige at Jakob satte kjeppene foran øynene på småfeet i rennene, så de kunne parre seg blant kjeppene.
GEN.30.42	Men når småfeet var svakt, satte han dem ikke opp. Dermed fikk Laban de svake dyrene og Jakob de sterke.
GEN.31.1	Jakob hørte Labans sønners ord da de sa: «Jakob har tatt alt det som tilhørte vår far, og av det som tilhørte vår far, har han skaffet seg all denne rikdommen.»
GEN.31.2	Jakob så Labans ansikt, og så at han var annerledes stemt mot ham enn før.
GEN.31.4	Så sendte Jakob bud og kalte Rakel og Lea ut på marken til småfeet sitt.
GEN.31.5	Han sa til dem: «Jeg ser på ansiktet til deres far at han er annerledes stemt mot meg enn før. Men min fars Gud har vært med meg.
GEN.31.6	Dere vet at jeg har brukt all min kraft i tjenesten for deres far.
GEN.31.10	Det skjedde på den tiden da småfeet parret seg at jeg løftet blikket og så i en drøm, og se, værene som sprang på småfeet, var stripet, spraglet og grå-flekket.
GEN.31.15	Regnes vi ikke som fremmede av ham? For han har solgt oss og har jo brukt opp alle pengene våre.
