MAT.1.1	Aanna Yisuu Kirisiinna oyaiya kuavai. Aaparahaamooya Davuitiiya oyaivakidiri Yisuuva diiteeravai.
MAT.5.18	Na kua kutaavai ngii giaa ngii miaunoo. Anutuuqaa mmaanna tuu kuaivaki kiisa fafaaraivo vaivakidiri fai hama gioonna kiaapu voovoono yopeema fafaara kiisa voovai rugaanaravai. Ngiau mmata taikeera suaivaki fai homo iyauvo vaino Anutuuqo mmuakiaa kuayauvai ivaki vaiyauvaa iima taika kiaanaravai. 
MAT.5.19	Gioonna kiaapu voovoono Anutuuqaa mmaanna tuu kuaivakidiri kua kiisa voovai hatokoo koonnama iinno gioonna kiaapu vooya ari koonnama ii aataruuvaa iya vitainai teeda iikio fai Anutuuqo gioonna kiaapuuyara diraivaki inna tinara: Aduoo tuanaivau varianee, tinaravai. Gioonna kiaapu voovoono Anutuuqaa mmaanna tuu kua mmuakiaayauvai rikioo iinno gioonna kiaapuuya ivo kuai aataruuvau kuateeraivaara iya kiaa mmiivo fai Anutuuqo gioonna kiaapuuyara diraivaki inna tinara: Aruoo varianee, tinaravai. 
MAT.5.20	Na ngii giaa ngii miaunoo. Ngia safuuma varira aataruuvo vaidi Farisaiya varira aataruuyauvaatama vaidi kua mmaanna kiaa mmiraiya varira aataruuyauvaatama hama yaataranai fai yapooma hama ngia Anutuuqo gioonna kiaapuuyara diraivaki kuaaravaivee.
MAT.5.21	Musiiva vaidi nnaaru varuuyaata kiaa mmuu kua voovai vaa ngia rikiaavai. Ii kua ivo vainno tinoo: Sa gioonna kiaapu voovai ruputino putuaivee. Fai putino kua pinaivo inna ruputuannaivaa aiki vainaravaivee, 
MAT.5.22	tiivaara makee neenoo ngii giaa ngii miaunoo. Fai gioonna kiaapu voovoono ari seenaivaara pinaama ausa nniitareeno kua pinaivo innaki vainaravai. Gioonna kiaapu voovoono ari seenaivaara maisavaivee tinai fai vaidiiya inna vitada vaidi kua yeena rairaiyasi vikio innaki kua pinaivo vainaravai. Gioonna kiaapu voovoono ari seenaivaara kumimaka yaata duunakuavee tiivaa fai Anutuuqo tino too ikia aakiaivaki kuanaravaivee. 
MAT.5.23	Ngiiikidiri a vaidi voovoono puara sipisiipa voovai Anutuuqaara kati yeena tapiivaki hudaanee kiaa kiee rikino i seenaivo homo vo kua voovaara aiyara nnannateenai 
MAT.5.24	i puara sipisiipaivaa tapi oyaivaki yapa kiee akiairaama oo i seenaivaata kua tino too inna ausaivo nuufainai kava vara ranee numa puara sipisiipaivaa Anutuuqaara kati hudaanee.
MAT.5.25	Vaidi voovoono kua pinaivaa iiki yapaanaree kiaa i vitoo kua pinaivaara dira vaidiivaasi vivoora aataru tammaivaudiri vida kua safuuma kiada kati oro ausa nuufa tasipama variatee. A hama itaino fai i vitoo vaidi kua pinaivaara diraivaasi vino fai ivoono oovi nnauvaara haitatuura vaidiivaa i mmino too fai ivoono i vitoo oovi nnauvaki yapaanaravai. 
MAT.5.26	Na kua kutaavai i kiaa i mmiaunoo. Fai a ivaki variee mmuakiaa irisaiyauvaa inna mmiee mmiee kiisa vookiata hama mmirama kiee fai mmannammanna oovi nnauvaki variee mmi taika kiee mmaanai tiee kuanaravaivee.
MAT.5.27	Musiiva nnaaru tuu kuaivaa vaa ngia rikiaavai. Ii kua ivo vainno tinoo: A vaa nnaata vaati varaannaikua sa mmuara heera aataruuvaa iikianee, 
MAT.5.28	tiivaara makee neenoo ngii giaa ngii miaunoo. Vaidi voovoono gioonnaivaa taikio inna varaataikio vaa ari ausaivonnaadee inna mmuara varaivai. 
MAT.5.29	I avu yaadudaivaadiri mminnamminnaa maisaivaa tee varaanarainnoo kiaa mmuaanaa i avuuvaa ranigaama kiee kagaari kiaanee. I avu mmuaavai nnaasu vaino fai hama i mmamma mmuakiaavai ikiaivaki kuanaraivo inna yoketaa aataruvai. 
MAT.5.30	I yaaku yaadudaivaadiri a reeti utuee reeri utinarainnoo kiaa mmuaanaa hatoka kiee kagaari kiaanee. I yaaku voovai hatoka kiee mmuaa yaakuvaata variee fai hama i mmamma mmuakiaavai ikiaivaki kuanaraivo inna yoketaa aataruvai.
MAT.5.31	Musiiva tuu kua voovai vainno tinoo: Vaidi voovoono ari nnaataivaara ooqoo kiaa kioo yanaivaa fafaarama kioo inna mmiaivee, 
MAT.5.32	tiivaara makee neenoo ngii giaa ngii miaunoo. Gioonnaivo hama sabi aataruuvau nuaikio ari vaatiivoono inna ooqoo kiaa kino vaati voovai varano mmuara vareera aataruuvo innaki vainaravai. Ari vaatiivoono inna titaivaara mmuara vareera aataruuvo innaki vainaravai. Fai vaidi voovoono itaama ii gioonnaivaa varano mmuara vareera aataruuvo innakiaatama vainaravai.
MAT.5.33	Vo kuavai Musiiva vaidi nnaaru varuuyaata kiaa mmuuvaa vaa ngia rikiaavai. Ivo tunoo: A kua kutaama kiee tira kuaivaa sa hatokaanee. A yaagueeqama Udaanga Anutuuqaa avuuvau kianna kuaivaa iikianee, 
MAT.5.34	tuu kuaivaara neenoo ngii giaa ngii miaunoo. Sa vo mminnaavai nnutuuvaa tasipama ai yeena raira kuaivaa kianee. Ngiauvo inna Anutuuqo varira yoosinnaivaara sa ai kuaivaa yeena rainna ngiauvaa nnutuuvaa tasipama kiee kianee. 
MAT.5.35	Mmataivo Anutuuqo yuku yapeera yoosinnaivaara sa ai kuaivaa yeena rainna mmataivaa nnutuuvaa tasipama kiee kianee. Yerusareema inna ti kieeta pinaa ngiau aapu variivaa yoosinnaivaara sa ai kuaivaa yeena rainna Yerusareema nnutuuvaa tasipama kiee kianee. 
MAT.5.36	Hama a yopeema mmuaa kieeta yausiivai iino voovai eekaravai vaino voovai upisivai vainaraivaara sa ai kuaivaa yeena rainna ai kieetaivaa nnutuuvaa tasipama kiee kianee. 
MAT.5.37	Ai kuaivaa yeena rainna sa mminnaa voovai nnutuuvaa tasipama kiee kianee. Ee kianna kuaivaa kati ee-oo tiee hameetavee kianee. Ai kuaivaa yeena rau kiee vo kuavai tasipama kiannano mmannasa maisaivoono i tikiai itaa kua kiannanoo.
MAT.5.38	Musiiva nnaaru tuu kua voovai vaa ngia rikiaavai. Ii kua ivo vainno tinoo: Gioonna kiaapu voovoono gioonna kiaapu voovai avuuvaa rukuuma kino sai inna avuuvaa rukuuma kiaivee. Gioonna kiaapu voovoono gioonna kiaapu voovai avaivaa rutuuma kino sai inna avaivaa rutuuma kiaivee. 
MAT.5.39	Kuaivo itaa kua tiivaara neenoo ngii giaa ngii miaunoo. Gioonna kiaapu voovoono mmoori maisaivaa ngii iinai sa sai iikiatee. Gioonna kiaapu voovoono i kueenna yaadudaivaa rudaunai rikiee hanigia saivaata mmianee. 
MAT.5.40	Gioonna kiaapu voovoono i yaapa mmammayaa apuannaivaa varaanaraivaara kua pinaana i yapaanara tinai ai yaapa varaivaata mmianee. 
MAT.5.41	Fai vaidi voovoono yaagueeqama i tinara: Vainima ni vitee kuanee, tinai sa vainima inna vitee kuanee. Ngieerama inna vitee kuanee. 
MAT.5.42	Gioonna kiaapu voovoono mminnaivaara i yapara rinai inna mmianee. Gioonna kiaapu voovoono i mminnaivaa varoo kava yapooma i mminaravee tinai sa ooqoo tirainna mmianee.
MAT.5.43	Musiiva nnaaru tuu kua voovai vaa ngia rikiaavai. Ii kua ivo vainno tinoo: I seenaiyara mmuduuya ruee i nnammutuaiyara sa mmuduuya ruanee, 
MAT.5.44	tiivaara neenoo ngii giaa ngii miaunoo. Ngii nnammutuaiyara mmuduuya ruatee. Gioonna kiaapuuya mmoori maisaivaa ngii mikiai iyara yaaku varaatee. 
MAT.5.45	Fai ngia itaida ngii Gioova ngiau aapu variivaa raunna mmaapuya variaaravai. Fai Anutuuqo tino too suaivo gioonna kiaapu yoketaiyaata maisaiyaatama mmuaakaraama taanaravai. Anutuuqo tino too vatiivo gioonna kiaapu safuuma variraiyaata koonnama variraiyaatama mmuaakaraama ruanaravai. 
MAT.5.46	Gioonna kiaapuuya ngiiiyara mmuduuya ruaiyara nnaasu ngia sai iyara mmuduuya rida aanii irisai yoketaivaa Anutuuqaasidiri varaaraivaara ngia yaata utuaannee? Fai ngia hama varaaravee. Maisa vaidi sikau takiisa vareera vaidiiyaano ii aataru ivaa iikiaanoo. 
MAT.5.47	Ngia ngiingii seenaiyaata nnaasu kua tida hama ari vooyaata kua tiraida ngia itaama iikiaivaara hama ngia ari vo gioonna kiaapuuya iikiaa aataruuvaa yaataraanoo. Mmuaakaraama iikiaanoo. Vaidi hama Anutuuqaa kuaivaa rikieeraiya ii aataru ivaa iikiaanoo. 
MAT.5.48	Ngia ngii Gioova ngiau aapu variivo yoketaa safu tuanaavai varineema ngieeta yoketaa safu tuanaaya variatee, tiravai.
MAT.6.1	Yisuuva itaa kua kiaa kioo tunoo: Tuqinnama taatee. Sa gioonna kiaapuuya ngii mannaka kiateeraivaara Anutuuqaa mmoori yoketaivaa iya avuuyauvunu iikiatee. Fai ngia iya avuuyauvunu itaama iikio too ngii Gioova ngiau aapu variivo hama irisai yoketaa voovai ngii minaravai.
MAT.6.2	Ivaara ngia mmanna haipu gioonna kiaapuuya mminnaiyauvaa mmiaaree kiaa sa puaisakama aayanna tida gioonna kiaapuuya avuuyauvunu mmiatee. Vaidi huoobavainna unnakua nnaamuru tuanaiya gioonna kiaapuuya tiiyara mannaka kiateeraivaara itaama nuunaira nnauvaki iida yoosinna vuutaivau iikiaavai. Na kua kutaavai ngii giaa ngii miaunoo. Gioonna kiaapuuya iya teeda iyara mannaka kiaa irisaivaa vaa iya varaavai. 
MAT.6.3	Ngia mmanna haipu gioonna kiaapu voovai mminnaiyauvaa mmiaaree kiaa tadadama hataumakinaa mmiatee. Itaama mmikio hama ngii seena voovoono ngii taanaravai. 
MAT.6.4	Itaama vainai ngia tadadama hataumakinaa iikiaivaa ngii Gioova too irisai yoketaivaa ngii minaravai.
MAT.6.5	Ngia yaaku varaaree kiaa sa vaidi huoobavainna unnakua nnaamuru tuanaiya roosiima yaaku varaatee. Iya gioonna kiaapuuya tiiyara mannaka kiateeraivaara nuunaira nnauyauvakiaata yoosinna vuutaiyauvunuaatama dida vaida yaaku varaavai. Na kua kutaavai ngii giaa ngii miaunoo. Gioonna kiaapuuya iya teeda iyara mannaka kiaa irisaivaa vaa iya varaavai. 
MAT.6.6	Ngia yaaku varaaree kiaa ngiingii nnauki vida sipuuvaa rau kiada ngii Gioova hama kooyaa variivaata kua tida yaaku varaatee. Ivoono ngia itaama hataumaki iikiaivaa taivoono fai irisai yoketaivaa ngii minaravai.
MAT.6.7	Ngia yaaku varada sa kaayau kua tasipama yaaku varaatee. Gioonna kiaapu hama Anutuuqaa kua rikieeraiya kaayau kua tasipama yaaku varada yaata utida kiaanoo: Ta hokobama yaaku varakio fai Anutuuqo ti kuaivaa rikiaanaravaivee, kiaanoo. 
MAT.6.8	Sa iya roosiima yaaku varaatee. Yoketaama variraivo hama ngiiisi vaivaara ngia hama inna yaparairama kiada kati yaata utuaivaa ngii Gioova Anutuuqo vaa too rikiaivaara sa iya roosiima yaaku varaatee. 
MAT.6.9	Ataama yaaku varada kiatee:
MAT.6.9	Ti Napoova a ngiau aapu variannaikua
MAT.6.9	i nnutuuvo mmannammanna yaagueeqa
MAT.6.9	yoketaa tuanaavai nnaasu vakiaivee.
MAT.6.10	A gioonna kiaapuuyara diraivaa
MAT.6.10	kino too ngiaivee.
MAT.6.10	I yaatayaa vai kuaivaa
MAT.6.10	ngiau aapu variaiya iikiaaneema kinai
MAT.6.10	ta mmatayaa variaunnaiya iikiaaravee.
MAT.6.11	Aanna makee suai
MAT.6.11	ta nnaara yeennaiyauvaa ti mmianee.
MAT.6.12	Ta ti seenaiya mmoori maisaivaa ti mmiaani
MAT.6.12	ta hama ivaara yaata utiraida
MAT.6.12	ti ausa mmuduuyaiyauvaa iya mmiaunnaneema
MAT.6.12	eenoo ti mminnamminnaa maisaiyauvaara
MAT.6.12	sa yaata utirainna rugaanee.
MAT.6.13	Sa ti vitee ti iinno taanara tiivaki ti yapaanee.
MAT.6.13	Maisa aataruuvaudiri ti vitee
MAT.6.13	yoketaivau ti yapaanee.
MAT.6.13	(A gioonna kiaapuuyara diraivootama
MAT.6.13	i yaagueeqaivoota i oyai ari vookaraivootama
MAT.6.13	tupatupaa vakiaivee. Kua kutaa.)
MAT.6.14	Ii kua ivo itaama vainai ngia gioonna kiaapuuya mmoori maisaivaa ngii iikiaiyara hama yaata utiraida ngii ausa mmuduuyaiyauvaa iya mmikio rikioo ngii Gioova ngiau aapu variivo ngii mminnamminnaa maisaiyauvaara hama yaata utirainno fai rugaanaravai. 
MAT.6.15	Fai ngia iya mmoori maisaivaa ngii miaivaara homo yaata utida hama ngii ausa mmuduuyaiyauvaa iya mmikio ngii Gioova hama ngii mminnamminnaa maisaiyauvaa rugaanaravai.
MAT.6.16	Ngia Anutuuqaara yaata utida yeennaivaa pikiada kati varira suaivaki sa vaidi huoobavainna unnakua nnaamuru tuanaiya roosiima ausa mmuaararai tasipama kua seemuaa variatee. Iya gioonna kiaapuuya ta Anutuuqaara yaata utida yeennaivaa pikiada kati variraivaa taateeraivaara kua seemuaa varida ngiari oori nnikiiyauvunudiri kainaamaiyauvaa hama finiraida kaupa kusiyaanna ngiari oori nnikiiyauvaki siikama kiada nookiaavai. Na kua kutaavai ngii giaa ngii miaunoo. Gioonna kiaapuuya iyara mannaka kiaa irisaivaa vaa iya varaavai. 
MAT.6.17	Ngia Anutuuqaara yaata utida yeennaivaa pikiada kati varira suaivaki ngiengie iikiaivaungiaama iida ngiingii oori nnikiiyauvaa fini kiada ngiingii kieetaiyauvaa ugaka rummua kiada variatee. 
MAT.6.18	Itaama iikiai teeda gioonna kiaapuuya ngia yeennaivaa pikiada kati variraivaa hama teeda rikiaaravai. Ngii Gioova hama kooyaa variivoono nnaasu too rikiaanaravai. Ngii Gioova ngia tadadama haumaki iikiaivaa too irisai yoketaivaa ngii minaravai.
MAT.6.19	Mmatayaa diaa mminnaa yoketaiyauvaa sa ngiingiiiyara yaata utida nuunama yapaatee. Fai ngia yapa kikio vooyauvai kaaka nneeno vooyauvai kegenaiyauvo hatokano vooyauvai mmuara vareera vaidiiya numa sipuuvaa rukaitu kiada ivakidiri mminnaiyauvaa ngiariyara mmuara varaaravai. 
MAT.6.20	Sa iyauvaara nnaasu yaata utida pinaama mmoori vareerama kiada ngiau aapu vai mminnaa hama taikeeraiyauvaa fai yapooma varaaraivaara yaata utida mmoori pinaama iikiatee. Ngiau aapuuvaki vai mminnaiyauvo fai hama kaaka nneeno hama kegenaiyauvo hatoka nneeno hama vaidiiya numa sipuuvaa rukaitu kiada ivakidiri mminnaiyauvaa ngiariyara mmuara varaaravai. 
MAT.6.21	Gioonna kiaapu voovoono mmatayaa mminnaiyauvaara mmuduuya ruoo fai ivaara nnaasu yaata utinaravai. Gioonna kiaapu voovoono ngiau aapu vai mminnaiyauvaara mmuduuya ruoo fai ivaara nnaasu yaata utinaravai.
MAT.6.22	A gioonna kiaapu voovoono i avuuvoono i mmammaivaara mmeekia roosiivai. I avuuvoono yoketaama taikiai mmeekiaivau nuairaivaa roosiima a yoketaama nookiannavai. 
MAT.6.23	I avuuvo upisiikiai a upisiivaki nuairaivaa roosiima hama a yoketaama nookiannavai. Fai ii mmeekia ivo iiki vaivo upisivai vainno fai kaayauma upisiinaravai.
MAT.6.24	Hama gioonna kiaapu voovoono yopeema taara vaidivaitanaani mmooriivaa varaivai. Fai itainnonno vuai vaidiivaara nnannatoo vuai vaidiivaara mmuduuya rinaravai. Fai itainnonno vuaivaasi vioo yaagueeqama mmooriivaa iinno vuaivaara nniki rakainno kiisama mmooriivaa iinaravai. Ivaa roosiima hama ngia yopeema Anutuuqaa mmooriivaata sikau varaara yaata utira aataruuvaatama mmuaavaugiataama iikiaaravai.
MAT.6.25	Itaama vaikiai na ngii giaa ngii miaunoo. Sa pinaama ngiengie mmatayaa variraivaara yaata utuatee. Sa ngiengie yeenna nnoori nnaaraivaara kaayauma yaata utida sa ngia ngiingii mmammayaa uyira rairaiyauvaara kaayauma yaata utuatee. Hama ngia yeenna nnaaraivaara nnaasu variaavai. Hama ngia ngiingii mmammaiyauvunu funnukakiaaraivaara nnaasu ngii mmammaiyauvo vaivai. 
MAT.6.26	Ngiaasukuaa ngiau nuairaiyauvaa tuqinnama taatee. Hama iya vuayeennaiyauvaa hau utida tau ruaa rada ngiari yeenna yapa kieera nnauyauvaki yapa kiaavai. Ngii Gioova ngiau aapu variivoono yeennaiyauvaa iya mmiivai. Anutuuqo ngiiiyara tuqinneeraivoono ngiaasukuaiyara tuqinneeraivaa yaatara kiaivai. 
MAT.6.27	Ngiiikidiri deevoono ari varinaraivaara pinaama yaata utuoo oro hayu yapaanarannee? Hama yopeemavee.
MAT.6.28	Mo aaniira ngia ngiingii uyira rairaiyauvaara kaayauma yaata utuaannee? Ngia tuqinnama mauraiyauvo mmatayaa uriiyauvaara yaata utida rikiaatee. Hama iyauvo vaidiiya ti roosiima ngiari uyira rairaiyauvaa iima kiada variaavai. Iyauvo kati ari mmaara urikiai taavo yoketaivai. 
MAT.6.29	Na ivaara ngii giaa ngii miaunoo. Itaama mauraiyauvo urikiai taavo yoketaiyauvoono nnaaruaa vaidi kieetaivaa nnutuuvo Soromoono ari mmammayaa uyira raira ari vookarauyauvaa uyuuyauvaa yaatara kiaivai. 
MAT.6.30	Ngia kiisama Anutuuqaara kutaavaivee kiaiyaso, maura ikiauyauvo makee uriiyauvaa turau vaidiiya hamuku kiada ikia mmuturuaaraiyauvaa Anutuuqo iyauvaa tuqinnaivai. Ivo mauraiyauvaa itaama tuqinnaineema ngiiiyaraatama tuqinnaanaravai. Ngii mmammayaa uyira rairaiyauvaa ngii minaraivaara ngia aaniira kaayauma yaata utuaannee? Fai ngii minaravaivee. 
MAT.6.31	Ivaaraida sa ngia pinaama yaata utida kiatee: Dee yeennayauvai ta nnaarannee? Ta dee nnoorivai nnaarannee? Ta dee mminnaayauvai ti mmammayaa uyida raida kiaarannee? kiatee. 
MAT.6.32	Vaidi hama Anutuuqaa kua rikieeraiya ii mminnaa iyauvaa varaaraivaara yaata utuaavai. Ii mminnaa iyauvaa ngia varaaraiyauvo hameetaiyauvaa vaa ngii Gioova ngiau aapu variivo taivai. 
MAT.6.33	Sa iyauvaara yaata utuatee. Anutuuqo gioonna kiaapuuyara diraivaa varaaraivaara tauraa yaata utida Anutuuqaa aataru safuuvaa iikio fai Anutuuqo iyauvaa mmuakiaayauvai ngii minaravee. 
MAT.6.34	Ivaaraida sa turaura kaayauma yaata utida ausa mmuaararakiatee. Turau suaivaki ari mmaraama ivakira yaata utira aataruuvo vainaravai. Mmuaa suai mmuaa suaiyauvaki mmuaararai aataruuyauvo ii suai iyauvaki ari mmaraama vaivaivee.
MAT.7.1	Yisuuva itaa kua kiaa kioo tunoo: Anutuuqo ngii mmoori aataruuyauvaa too sa maisavee kiaiveeraivaara gioonna kiaapu vooya mmoori aataruuyauvaa sa teeda maisavee kiatee. 
MAT.7.2	Ngia gioonna kiaapuuya mmoori aataruuyauvaa teeda maisavee kiaivaa irisaivo mmuaakaraama vainaraivaara sa itaa kua kiatee. 
MAT.7.3	Mmummuuvo i seenaivaa avuuvaki vaivaa aaniira a tee ivaara kiannannee? Iri pinaivo i avuuvaki vaikiainnaata hama a ivaa taannanoo. 
MAT.7.4	Iri pinaivo i avuuvau vaivaa hama teerama kieenna dataama i seenaivaa kiannanoo: Nninai na i avuuvaudiri mmummu kiisaivaa feenaanaravee, kiannannee? 
MAT.7.5	A huoobava unnakua nnaamuru tuanaakuavee. Tauraa iri pinaivo i avuuvau vaivaa utu rada kiee eennaadee ai avuuvaa tuqinnama tee nnaagiai i seenaivaa avuuvaudiri mmummuuvaa feenaanee.
MAT.7.6	Gioonna kiaapuuya homo ngiari ausaiyauvo puara mmararaivaa roosiikiaiya sa Anutuuqaa mmayaaya yoketaa tuanaivaa iya kiaa mmiatee. Fai kiaa mmikiai rikiada iya faiya roosiima hanigiada ngii gutuaara iirayaama fai ngii kuaivaara maisavee kiaaravai. Gioonna kiaapuuya Anutuuqaa kuaivaara ooqoo tiraiya sa inna kuaivaa iya kiaa mmiatee. Fai kiaa mmikiai rikiada iya puaraiya sikau seeta poosa kuaivaa yoonna reerayaama ngii kuaivaara ooqoo kiaaravai.
MAT.7.7	Ngia Anutuuqaa yaparaikio fai ngia yaparakiaivaa ngii minaravai. Mminnaa voovaara buaida teekio fai ngii too vainaravai. Sipuuvau rikiokio fai Anutuuqo sipuuvaa ngiiini hatuaanaravai. 
MAT.7.8	Gioonna kiaapu Anutuuqaa yaparaivoono fai ari yaparaivaa varaanaravai. Gioonna kiaapu voovoono fai mminnaivaara buainnonno teeno fai inna too vainaravai. Gioonna kiaapu voovoono sipuuvau rinono fai Anutuuqo innani sipuuvaa hatuaanaravai. 
MAT.7.9	Vaidi voovoono ngiiikidiri ari mmaapuuvo yeennara inna yaparaino hama fai sikauvaa inna mminaravai. 
MAT.7.10	Ari mmaapuuvo tavaura numa inna yaparaino fai hama yapaivaa inna mminaravai. 
MAT.7.11	Ivaara ngia mmatayaa maisama variaiya mminnaa yoketaiyauvaa ngiingii nnaakaraiya mmiaa aataruuvaa vaa ngia taavai. Ngii Gioova ngiau aapu variivo ngia ngiingii nnaakaraiya mminnaa yoketaiyauvaa mmira aataruuvaa yaataraivoono gioonna kiaapu inna yaparakiaiya mminnaa yoketaiyauvaa iya mminaravai.
MAT.7.12	Gioonna kiaapuuya mmoori mmuakiaavai ngiiiyara iikiaavo ngii yoketaivaara ngieeta mmuaikaraama iyara iikiatee. Anutuuqo mmaanna tuu kuaiyauvaata forofetaiya kiaa mmuu kuaiyauvaatama oyaivo itaama vaivai.
MAT.7.13	Ngia kiisa keegiaidaa kuatee. Keegia pinaivaki kuai aataru hoonuruuvo ikia aakiaivakira kuai aataruvai. Kaayau gioonna kiaapuuya ivaki kuaavai. 
MAT.7.14	Keegia tupatupaa variraivaki kuaivo kiisa keegiavai vaivai. Kiisa gioonna kiaapuuya nnaasu ivaki kuaavo aataruuvo kaayauma iya mmuaararaivai.
MAT.7.15	Vaidi forofetaa unnakua nnaamuruuyara tuqinnama haitatuukiatee. Ngia iya mmamma mmaanaiyauvaa teeda kiaanoo: Puara sipisiipa roosiima yoketaakiaayavee, kiaavo iya aakiaiyauvo fai mmararaa avaikaraivaa roosiivai. 
MAT.7.16	Ngia yatari iiraivaa nneeda taavo yatari voovai yoketaavai vaikio yatari voovai maisavai vaivai. Ivaa roosiima fai ngia forofetaiya iira aataruuyauvaa teeda iya aakiaiyauvakiaatama tuqinnama taaravai. Hama ngia ooviivaudiri vuaina iiraivaa rasuku varaavai. Hama ngia ooviivaudiri nnaammuaya iiraivaa rasuku varaavai. 
MAT.7.17	Yatari yoketaivau iira yoketaivo vaikio yatari maisaivau iira maisaivo vaivai. 
MAT.7.18	Yatari yoketaivau hama iira maisaivo yopeema ivau vaikio yatari maisaivau hama iira yoketaivo yopeema ivau vaivai. 
MAT.7.19	Yatari hama iira yoketaa vaiyauvaa vaidiiya hanaa rakau ikiana kagaari kiaavai. 
MAT.7.20	Ivaa roosiima fai ngia vaidi forofetaa unnakua nnaamuruuya iira aataruuyauvaa teeda iya aakiaiyauvakiaatama tuqinnama taaravai.
MAT.7.21	Mmuakiaa gioonna kiaapuuya niiyara Udaanga-o kiaiya Anutuuqo gioonna kiaapuuyara dira yoosinnaivaki fai hama kuaaravee. Gioonna kiaapuuya ni Napoova ngiau aapu variivaa kuaivaa tuqinnama rikiada iikiaiya nnaasu fai ivaki kuaaravee. 
MAT.7.22	Anutuuqo gioonna kiaapuuya mmooriiyauvaara iya yaparainara suaivaki fai kaayau gioonna kiaapuuya numa ni kiaara: Udaanga-o, ta vaa aiyara yaata utida Anutuuqaa mmayaayaivaa gioonna kiaapuuya kiaa mmida i nnutuuvaa tida kaayau mmagia maisaiya vaidi aakiaiyauvakidiri titaunnani kuaani ari vookara ari vookarai mmooriiyauvaa i nnutuuvaa tasipama iikiaunnavaivee, 
MAT.7.23	tikiai na iya tinara: Ngia maisa mmoori iira nnaamuruyavee. Hama na ngii tauyavee. Ngieera kuatee, tinaravai.
MAT.7.24	Ivaarainno gioonna kiaapu voovoono ii na kiau kua ivaara tuqinnama rikioo iivoono vaidi tinni yoketaivoono mmata yakeevau ari nnauvaa heekaivaa roosiivai. 
MAT.7.25	Ivo mmata yakeevau ari nnauvaa heeka kiaikio vatiivo pinaama ruaikio nnooriivo pinaama haikio yuunna yaamurukaivo kaayauma utikio too ari nnauvo vaa mmata yakeevau heeka kiaivoonora tioo hama havarataivai. 
MAT.7.26	Gioonna kiaapu voovoono ii na kiau kua ivaa vaa rikioo hama iivoono vaidi kumimakaivo mmata muaraagaivau ari nnauvaa heekaivaa roosiivai. 
MAT.7.27	Ivo mmata muaraagaivau ari nnauvaa heeka kiaikio vatiivo pinaama ruaikio nnooriivo pinaama haikio yuunna yaamurukaivo kaayauma utuoo nnauvaa ruoo ruoo ravagiau yautu ruaikio kurummutu kioo mmatayaa vaivaivee, tiravai.
MAT.7.28	Yisuuva ii kua ivaa kiaa taika kiooduu gioonna kiaapuuya iva tuu kuaivaara nnikiarauduu 
MAT.7.29	ivo hama kua mmaanna kiaa mmira vaidiiya roosiima tirainno ari vookarau yaagueeqaivo inna tasipooduu kuaivaa tiravai.
MAT.8.1	Yisuuva kiaa taika kioo taapi kiisaivaudiri pikioo hoonuruuvau tuuduu teeda kaayau gioonna kiaapuuya inna vata rada viravai. 
MAT.8.2	Vuduu too vaidi buunna hooya mmamma roosuuvoono numa Yisuunna yuku oyaivaki toorivu yau haroo inna tunoo: Udaanga-o, mo fai a ni mmammaivaa tuqinnaanaree tiee fai a aikiooma tuqinnaanaravaivee, 
MAT.8.3	tuduu rikioo Yisuuva ari yaakuuvaa reeti innayaa utuoo tunoo: Fai na i tuqinnaanaravaivee. Na tino i mmammaivo yoketaakiaivee. Ivo itaa kua tuu saivaata inna mmamma buunna hooya mmamma roosuuvo taikeeravai. 
MAT.8.4	Taikooduu too Yisuuva tunoo: Na i iikiauvaara sa gioonna kiaapu voovai kiaa mmianee. Akiairaama viee Anutuuqaara kati puara hudeera vaidiivaa i mmammaivaa vitainna nnaaruaa vaidi Musiiva tuuvaugiataama puara sipisiipaivaa kati ruputu kiee Anutuuqaara hudaanee. Hudanai rikiada gioonna kiaapuuya i mmammaivo yoketaivaara arinaima teeda rikiaaravaivee, tiravai.
MAT.8.5	Yisuuva itaa kua kiaa kioo ivau pikioo yoosinna Kapanauma vuduu too Roomaaya rapira ngiaammuauya kieeta voovoono numa Yisuunna yaagueeqama yaparainno tunoo: 
MAT.8.6	Udaanga-o, ni mmoori vareera ngiaammuau voovai kaayauma nniitaraikio yuku yaakuuvo putikio vainoo, 
MAT.8.7	tuduu rikioo ivo inna sai tunoo: Fai na innasi viee inna tuqinnaanaravaivee, 
MAT.8.8	tuduu rikioo vaidi rapiraiya kieetaivo inna tunoo: Udaanga-o, sa niiyara yaata utuanee. Na vaidi kiisavaivee. A vaidi nnoonnakuavee. Hama na yopeema tinai a ni nnauki nninaravee. Kati tino too ni mmoori vareera ngiaammuauvaa mmammaivo yoketaakiaivee. 
MAT.8.9	Na ari vo vaidi kieetaya mmoori varau vaidivai variauvai. Na iya mmooriivaa varee variee rapira ngiaammuauyara diauvai. Ivaara na voovai kiaunoo: Kuanee, kiauko kuaivai. Na voovai ngianee kiauko ivo nniivai. Na sikaunnaadiri yookaama kiee viteera ngiaammuau voovai kiaunoo: Aa mmoori aavaa iikianee, kiauko iivaivee. Vaa na itaama variee tauvaara kati tino too ni mmoori vareera ngiaammuauvaa mmammaivo yoketaakiaivee, tiravai.
