GEN.1.1	Kechengsi, Arnam sining-heihei lapen pirthe kepinchong ahut, 
GEN.9.20	Noah, inut saiketiki abang, si drakhaberi ke-echeng amonit lo. 
GEN.9.21	Alangli ajehak adrakha-ahorlang jundet aphi la ingrithamlo, ape chephlokjok lo, lapen apehem along reng-angse tilailo. 
GEN.9.22	Kanaan apo Ham abang apo reng-angse ketilai thek-longsi, la barsi akorte banghini aphan thanlo. 
GEN.9.23	Anke Shem lapen Japheth choi epak ponsi la angchun pu pu ot papringsi pehem arlo aphi chiruibom pen dambomlo, lapen halatum apo aphan pe pa-umlo, lapen apo areng-angse kethek-longle detji aphansi latum amahang chetevarvedet-lo. 
GEN.9.24	Noah kebur thu ahut laphan asopo akebisi abang kopi klemtang-loma la chechinilo, 
GEN.9.25	alangli pulo,
GEN.9.25	“Kanaan aphan isi ahirjuno!
GEN.9.25	La akorte atum aban plangpo.
GEN.9.26	Kanaan ke Shem aban plangpo.
GEN.9.27	Japheth aphan Arnam pangthur nang!
GEN.9.27	La aso-asu Shem arat pen padorapnang!
GEN.9.27	Kanaan ke Japheth aban paplang lonang.”
GEN.9.28	Langthepi aphi Noah ningkan 350 reng-lo, 
GEN.9.29	lapen kethi ahut alangli arta ningkan 950.
GEN.10.1	Noah asomar atum Shem, Ham, lapen Japheth dolo. La bangkethom atum asomar langthepi aphi dolo.
GEN.10.2	Japheth asomar ke Gomer, Magog, Madai, Javan, Tubal, Meshekh, lapen Tiras atum helo amen keche-ir arat atum aphusarlo. 
GEN.10.3	Ashkenaz, Riphath, lapen Togarmah arat atum ke Gomer aso-asu atumlo. 
GEN.10.4	Elishah Spein, Saipras, lapen Rhodes arat atum ke Javan aso-asu atumlo; 
GEN.10.5	latum ke talo akung lapen lang-lom-heihei kedo arat atum aphusar atumlo. Japheth aso-asu atum ta prekjam prekjam akhei lapen adet along dolo, asongtin ta latum amethang alamsi cheningje rep-lo.
GEN.10.6	Ham asomar ke Kush, Ijip, Libia lapen Kanaan helo, latum amen ke-ir arat atum aphusar atum lo. 
GEN.10.7	Seba, Havilah, Sabtah, Ramah, lapen Sabteka arat atum ke Kush aso-asu atumlo. Ramah aso-asu ke Sheba lapen Dedan arat atum helo. 
GEN.10.8	Kush asopo inut do, amen Nimrod, alangli ke pirthe keplangcheng kehaithor anokbelo. 
GEN.10.9	 akerap pen alangli inut sekar kethekpik abang-lo, la apotsi rat atum pulo, “Nimrod asonthot nangphan ta inut thedung asekarpo nang paplang-lonang!” 
GEN.10.10	Kechengsi la adet Bebilon, Erekh, lapen Accad anta parloponlo, la kethom ta Bebilon adetsi dolo. 
GEN.10.11	Halaso adet pen alangli Assiria anat damlo lapen Nineveh, Rehoboth Ir, Kalah, 
GEN.10.12	lapen Resen la Nineveh lapen Kalah arongsopi kethe angbong kedo, arongsopi-heihei kimlo.
GEN.10.13	Ijip aso-asu ke Lidia, Anam, Lehab, Naphtuh, 
GEN.10.14	Pathrus, Kasluh, lapen Kaptor mate Krit arat atum helo, latum pensi Philistia atum nangplang-lo. 
GEN.10.15	Kanaan asomar atum Sidon, aklengsi lo, lapen Heth ke la amen ke-ir arat atum aphusar lo. 
GEN.10.16	Kanaan ke Jebusi, Amor, Girgash, 
GEN.10.17	Hivi, Arki, Sinai, 
GEN.10.18	Arvad, Zemar, lapen Hamath atum aphusarlo. Kanaan prekjam akhei-heihei nangdolo, 
GEN.10.19	latum Sidon anitur pen ha Gaza adung Gerar an Kanaan ahoi nangleletik, lapen nihang Sodom, Gomorrah, Admah, lapen Zeboiim anat ha Lasha adung an lele tik. 
GEN.10.20	Lahei helo Ham aso-asu atumlo, kaprek kaprek akhei-heihei lapen adet-heihei along dosi, asongtin ta amethang methang alam-aki cheningjerep-lo.
GEN.10.21	Shem, la Japheth a-ik ke Ibri atum kedo-an aphusar lo. 
GEN.10.22	Shem asopo Elam, Asshur, Arpakhshad, Lud, lapen Aram atum ke la amen ke-ir arat atum aphusar lo. 
GEN.10.23	Aram aso-asu ke Uz arat, Hul, Gether, lapen Meshek arat atumlo. 
GEN.10.24	Arpakhshad ke Shelah apolo, la Eber apolo. 
GEN.10.25	Eber asopo banghini dolo: inut amen ke Peleg ; pima alangli din ahutsi pirthe chephlakdak-lo; lapen akaprek abang amen ke Joktan. 
GEN.10.26	Joktan aso-asu ke Almodad, Sheleph, Hazarmaveth, Jerah, 
GEN.10.27	Hadoram, Uzal, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ophir, Havilah, lapen Jobap arat atum helo. La kedo-an ta Joktan pensi kevang-lo. 
GEN.10.30	Alanglitum kedo adim Mesha pen nihang anglong adet ha Sephar an ledamlo. 
GEN.10.31	Lahei ke Shem aso-asu atumlo, prekjam prekjam akhei-heihei lapen adet-heihei along dosi asongtin ta amethang methang alam-aki cheningjerep-lo.
GEN.10.32	Lahei arat atum kedo-an ke Noah aso-asu atumlo, latum prekjam prekjam aro pen kevang atengsi adet adet nangdolo. Langthepi vangdet aphi pirthe athak kedo-an akhei ta Noah asomar pensi vang-lo.
GEN.11.1	Kechengsi, pirthe adang kedo-an arat atum alam-aki isinat lapen isinat alamthe-heihei si ningjepet-lo. 
GEN.11.2	Latum nihang anat dam bomsi, latum Bebilon athoi along nanglelo lapen hadak dodamlo. 
GEN.11.3	Latum lahin lahin chepulo, “Vangnon! Eli ita selam lonang lapen lahei pherang-pame lonang.” Lasonsi latum kekimji aphan ita dolo lapen lahei kerakji aphan ingchin arrita dolo. 
GEN.11.4	Latum pulo, “Non eli isi sining-inghun kelerok ahemchardon arongsopi kimlonang, anke etum emethang amen pado thekpo lapen pirthe adang bithe-bitha pratsei nangnelo.”
GEN.11.5	Anke rongsopi kelangjisi 
GEN.11.6	Alangli pulo, “Non lahei arat kedo-an latum isinat alam si ningjelo; lake latum keklemji akam kechengsi lo. Latum keklemji aning kehang aling pachun-dapprangpo. 
GEN.11.7	Eli damra latum alam paprek et-lonang, anke latum lahin lahin charju thekthe detpo.” 
GEN.11.8	Lasonsi latum aphan 
GEN.11.9	Laso arongsopi Bebilon pulo, pima hadaksi 
GEN.11.10	Shem aso-asu atum lahei helo. Langthepi ningkan hini aphi Shem ningkan 100 kepleng ahut, alangli inut asopo dolo, lake Arpakhshad. 
GEN.11.11	Laso aphi alangli ningkan 500 reng-lo, lapen akaprek asomar dolo.
GEN.11.12	Arpakhshad ningkan 35 arta ahut, alangli inut asopo do lo, la Shelah; 
GEN.11.13	laso aphi alangli 403 aningkan reng-lo lapen asomar dolo.
GEN.11.14	Shelah arta ningkan 30 ahut, alangli sopo inut Eber dolo: 
GEN.11.15	laso aphi alangli ta ningkan 403 reng-lo lapen asomar dolo.
GEN.11.16	Eber arta ningkan 35 ahut alangli sopo inut Peleg dolo; 
GEN.11.17	laso aphi alangli ningkan 430 reng-lo lapen asomar dolo.
GEN.11.18	Peleg arta ningkan 30 ahut, alangli sopo inut Reu dolo, 
GEN.11.19	laso aphi alangli 209 reng-lo lapen asomar dolo.
GEN.11.20	Reu arta ningkan 30 ahut, alangli inut asopo dolo, la Serug lo; 
GEN.11.21	laso aphi alangli ningkan 207 reng-lo lapen asomar dolo.
GEN.11.22	Serug arta ningkan 30 ahut, alangli sopo inut. Nahor dolo, 
GEN.11.23	laso aphi alangli ningkan 200 reng-lo lapen asomar dolo.
GEN.11.24	Nahor arta ningkan 29 ahut alangli sopo inut Terah dolo, 
GEN.11.25	laso aphi alangli ningkan 119 reng-lo lapen asomar dolo. 
GEN.11.26	Terah arta ningkan 70 aphi, alangli Abram, Nahor lapen Haran apo plang-lo.
GEN.11.27	Terah aso-asu lahei helo, alangli Abram, Nahor lapen Haran apolo. Haran ke Lot apolo, 
GEN.11.28	lapen Haran arongsopi methang Ur along si amek chilo, la Bebilon adet, halaso ahut apo reng-et-lang. 
GEN.11.29	Abram ke Sarai aphan pangrilo, lapen Nahor ta Milkah, la Haran asopi aphan enlo, Haran ke Iskah apolo. 
GEN.11.30	Sarai ke aso chepado un-e det-lo.
GEN.11.31	Terah ke asopo Abram aphan, asupo Lot lake Haran asopo, lapen amunpi Sarai lake Abram apiso aphan cheponsi Kanaan adet kedamjisi Bebilon adet Ur arongsopi otekangbub-lo. Latum un an ha Haran an damsi hadak latum dodamlo. 
GEN.11.32	Terah arta ningkan 205 ahut alangli thi-lo.
GEN.12.1	Abram aphan 
GEN.12.2	Nangphan Ne ongdung nangso-nangsu nangpiji, lapen latum isi thedung akhei plangpo. Ne nangphan pahirme po lapen nangmen pachethang phlup po, anke nang isi ahirjume plangpo.
GEN.12.3	Nangphan kepahirjume aling abangphan Ne pahirjume ji,
GEN.12.3	Bonta nangphan kepahirjuno aling abang aphan Ne pahirjunoji.
GEN.12.3	Lapen nang pen ajok Ne kadokave akhei aphan pahirmepo.” 
GEN.12.4	Abram arta ningkan 75 ahut, alangli Haran pen barsi, 
GEN.12.5	Abram apiso Sarai, lapen akorte asopo Lot, lapen akhi kedo-an lapen Haran along kelong aban atum an ta la cheponlo, lapen Kanaan adet aphan latum barlo.
GEN.12.5	Latum Kanaan nanglesi, 
GEN.12.6	Moreh athengpi kangthir, Shekem along kangthir adim nangleletik Abram det adang bithe damlo. (Halaso ahut Kanaan aso atum det arlo dobomlang.) 
GEN.12.7	Abram aphan 
GEN.12.8	Laso aphi, alangli nitur anglong akeng-ri Bethel arongsopi anihang anat alangli damlo lapen hadak nichi ke Bethel lapen nihang ke Ai angbong si alangli mukam chekimlo. Hadak ta alangli isi adovan buisi 
GEN.12.9	Anke alangli adim pen adim dambomsi Kanaan angbong anitur anat lelo.
GEN.12.10	Bonta Kanaan along akhim thurlo, lapen lapu-an hingnolo Abram ha Ijip anitur anat malomso kedodamji aphan damlo. 
GEN.12.11	Alangli Ijip ahoi kehatji dokdok ahut, alangli piso Sarai aphan pulo, “Nang ke inut kelangmepik a-arloso lo. 
GEN.12.12	Ijip aso atum nangphan nangthek-long lote nang nepisolo pu latum mathapo, lapen latum nephan pathilotsi lapen nangphan ke nang-pareng-longpo. 
GEN.12.13	Halatum aphan thannon nang ke ne ingjirpilo; anke nangpen apot latum nephan pareng-longpo lapen nelang pamepo.” 
GEN.12.14	Alangli Ijip ahoi hat det aphi, alangli piso arje langmepik la Ijip aso atum thek-long-lo. 
GEN.12.15	Ajehak kangdai a-saikhi atum bangpi aphan thek-longsi, bangpi arje kelangme alam recho aphan thanlo, lasi bangpi aphan rechohem pondet-lo. 
GEN.12.16	Bangpi pen apot Abram aphan recho kelang pamepik lo lapen alangli phan biresak api ahur pilo, lapen bi, chainong, gadha, ban atum lapen ka-ut ta pilo.
GEN.12.17	Bonta Sarai aphan recho pondet-lo, 
GEN.12.18	Anke Abram aphan recho pahang-lo lapen arjulo, “Nangli neliphan kopi si keklempor-loma? Kopi athesi bangpi ke nanglipiso lo pu nekethanthe det-loma? 
GEN.12.19	Bangpi ke nang-ingjir lo pu kopisi nephan nekethan ma, pupete ne en-e detji apot-lo? La nangpisolo, bangpi aphan pon ra damnon!” 
GEN.12.20	Recho alangli monit atum aphan hukum pilo, Abram lapen apiso aphan lapen alangli kechepahemphu amar asontin ta det pen ingtan toijuilo.
GEN.13.1	Ijip adet anihang anat Abram barlo ha Kanaan arlo anitur anat apiso lapen alangli kechepahemphu amar asontin ta cheponlo, Lot ta alanglilong dunlo. 
GEN.13.2	Abram ke inut keplangpik amonit-lo, abiresak, abi, lapen achainong lapen ser, rup ta do. 
GEN.13.3	Anke alangli hadak osi adim adim dambomlo, ha Bethel anat damlo. Alangli Bethel lapen Ai angbong adim lelo, hadak alangli aphrangta mukam chekimlo, 
GEN.13.4	lapen dovan ta isi builo. Hadak alangli 
GEN.13.5	Lot ta biresak, bi, chainong do lapen ahem asor lapen aban atum ta do. 
GEN.13.6	Lasi hadak banghini kedorrappetji aphan kepa chopan alongle dorphlup ave, pima latum pi ongpik. 
GEN.13.7	Lasonsi Abram api kevi amonit atum pen Lot api kevi amonit atum kechebohong nangdolo. (Halaso ahut Kanaan aso atum lapen Perizzi aso atum det arlosi dobomlang.)
GEN.13.8	Anke Lot aphan Abram pulo, “Etum ke don, lapen nangmonit lapen nemonit atum pachebohong nangne. 
GEN.13.9	Lasi eli chekak lonang. Nang nangning kehang aling alongle chongvainon. Nang ehin anat damnon lapen ne ta ahin kaprek anat dampo.”
GEN.13.10	Lot adung-arei lang-lo, lapen Jordan Arlok kedo-an, Zoar atovar anat an, dorphlup alang do, 
GEN.13.11	Lasi Lot amethang aphan Jordan Arlok bithe kedo-an cherailo, lapen nihang anat cheterek-lo. Lasonsi banghini amonit atum chekak-lo. 
GEN.13.12	Abram ke Kanaan adetsi dolo, lapen Lot ke arlok arongsopi-heihei angbong dosi Sodom adung mukam chekimlo, 
GEN.13.13	hadak amonit atum hingnopik lapen 
GEN.13.14	Lot otekangdet aphi, Abram aphan 
GEN.13.15	Nang lapen nangso-nangsu aphan nang kethek-long an alongle nangpidetpo, lapen lake nangphan kaike aphan chepahemphu longpo. 
GEN.13.16	Ne nangphan lapu-an ke-ongdung nangso-nangsu nangpiji latum aphan baduta lakha un-e detji; pirthe athak asangti aduksi kelakha kejoithuji! 
GEN.13.17	Non damra longle adang bithe langdamnon, pima la kedo-an Ne nangphan nangpi detpo.” 
GEN.13.18	Lasi Abram amukam cheterek-lo lapen Hebron along Mamre athengpi kangthir adung si dolo, lapen hadak alangli 
GEN.14.1	Recho bangphli, Bebilon adet arecho Amraphel. Ellasar arecho Ariok, Elam recho Chedorlaomer, lapen Goiim arecho Tidal, 
GEN.14.2	damsi akaprek bangpho arecho atum pen ron chedanlo: Sodom arecho Bera, Gomorrah arecho Birsha, Admah arecho Shinab, Zeboiim arecho Shemeber, lapen Bela arecho (mate Zoar.) 
GEN.14.3	La bangpho arecho chelangpetsi Siddim Arlok along asong chelangpet-lo, laso adim nonke Kethitang Atalo. 
GEN.14.4	Latum aphan Chedorlaomer si ningkan krehini pangrilo, bonta krekethom aningkan latum alangli be thurlo. 
GEN.14.5	Krephli aningkan Chedorlaomer lapen alangli pen kechelangpet asong vangpak si Rephaim atum aphan Ashteroth Karnaim adim along, Zuzim atum aphan Ham adim along, Emim atum aphan Kiriathaim athoi along, 
GEN.14.6	lapen Hor atum aphan Edom anglongpi-heihei along paremdet-lo, latum aphan ha Elparan asangtimili akung an hungdung-lo. 
GEN.14.7	Anke latum adung arei langsi nang chiruilo, ha Kadesh anat (Enmishpat pusi halaso ahut chethang-lo). Kedo-an adet Amalek atum aphuthak latum haidet-lo, lapen Amor atum aphan paremdet-lo, latum Hazazon Tamar adim si kedo atum lo.
GEN.14.8	Anke Sodom, Gomorrah, Admah, Zeboiim, lapen Bela arecho atum halatum aron-armu kechedanjisi Siddim Arlok along patebok-lo, lapen, 
GEN.14.9	Elam, Goiim, Bebilon adet arecho, lapen Ellasar, recho bangpho pen ron chedanlo, recho bangpho pen recho bangphli, 
GEN.14.10	Arlok hilik-heihei si plengset, lapen Sodom lapen Gomorrah arecho atum ron pen kekatji bor-i ahut latum hilik-heihei arlo jangthot-lo; bonta akaprek bangkethom arecho atum ke ha inglongpi anat katjuilo. 
GEN.14.11	Bangphli arecho atum Sodom lapen Gomorrah along kedo-an amar pon et-lo, kecho ahormu an ta ponsi kat ponlo. 
GEN.14.12	Abram amu asopo Lot ke Sodom alongsi kedo, lasi latum laphan lapen la amar an ta pondet-lo.
GEN.14.13	Bonta inut amonit joksi Abram aphan lahei alam an than et-lo, la Ibri, la Mamre along kedo thengpi kangthir adung kedo, la Amor atum kedo ajolo. Mamre lapen la akor Eshkol lapen Aner atum ke Abram pen kechelangpet atumlo. 
GEN.14.14	Abram amu asopo aphan bang pondet lo pu arjulongsi, alangli kedo-an ron kechedanthek amonit aphan pangrumsi amukam along hangpet-lo, kadokave 318 amonit lapen ha Dan atovar anat an bangphli arecho atum aphi aphi hungdunlo. 
GEN.14.15	Hadak alangli song thaksi hotur aphan ajo tengkheng-lo, lapen latum aphan paremdet-lo. Alangli latum aphan ha Hobah an phlungdunlo, la Damaskas anirep. 
GEN.14.16	Lapen kethipontang amar an chelongthu-et-lo. Alangli amu asopo Lot lapen la amar an vanpithu-et-lo, arloso atum lapen akaprek kenep pon amonit atum aphan anta van et-lo.
GEN.14.17	Ron Chedorlaomer lapen akaprek arecho atum aphuthak kehai pen Abram nangkechevoi ahut Shaveh Arlok (Recho arlok pusi chethang) along Sodom arecho alangliphan chetong damlo. 
GEN.14.18	Lapen Melkizedok ke Salem arecholo lapen alangli ke inut Kangtuinei Arnam akurusarlo, alangli Abram along him lapen drakha ahorlang vanlo, 
GEN.14.19	lapen ahirjume pilo, lapen pulo, “Kangtuinei Arnam, sining lapen pirthe kepinchong abang, Abram aphan pahirmenang! 
GEN.14.20	Kangtuinei Arnam, nangphan nanghotur aphuthak nangkepahai abang, anong pathenang!” Anke Melkizedok aphan alangli kelongthu kethi pon amar an angbong pen phankep pen ephan pilo.
GEN.14.21	Sodom arecho Abram aphan pulo, “Kethipon amar an chebinon, nephan nemonit-le nepichotnon.”
GEN.14.22	Abram thak-lo, “Kangtuinei Arnam, 
GEN.14.23	neli nanglimar isita khangkhe, hon ejeng ta mate keng-op ari ejeng ta en-elo. Anke nangli pu un-elo, ‘Ne si Abram aphan paplang-lo’ pu. 
GEN.14.24	Nelimethang aphan neli thangnat ta chekhangkhelo. Nelimonit atum kopima ke-en lasi neli ke dengchotpo. Bonta nelilong kechelang dun Aner, Eskol, lapen Mamre, latum apharman pachepon nang.”
GEN.15.1	Laso aphi, Abram isi thek-long-lo, lapen alangliphan 
GEN.15.2	Bonta Abram thak-lo, “Keklem-un a-
GEN.15.3	Nangli neliphan inutnat ta oso nang nepipe det-lo, lapen neliban atum angbong inut abang nelikhi chepahemphupo.”
GEN.15.4	Anke 
GEN.15.5	 alangliphan ingtan pondetsi pulo, “Sining anat langtha lapen chiklolongso kelakhaji bor-i-tha; lasonthotsi nangso-nangsu dopo.” 
GEN.15.7	Anke laphan 
GEN.15.8	Bonta Abram arjulo, “Keklem un a-
GEN.15.9	Alangli thak-lo, “Chainong ejon, bi ejon, lapen biresak aloso ejon, ajontin ta ningkan kethom arta, Nelong van non, lapen vothung lapen vothung animso ejon ta van non.” 
GEN.15.10	Arnam anat pi-heihei Abram vanlo, lahei achitim thatpetsi abengtin bi parlin si ren ni bilo; bonta alangli vothung that-the det-lo. 
GEN.15.11	Takun nanghirlo pi athak, bonta Abram phlungjuilo.
GEN.15.12	Arnikangsam ahut, Abram amek jang-lot-lo, lapen alangli kephere kethirik dolo. 
GEN.15.13	Alangliphan 
GEN.15.14	Bonta latum aphan ban ke-en adet aphan ne aduk piji lapen latum halaso bang adet ke-o ahut latum ongdung akhi chepon longpo. 
GEN.15.15	Nangmethang amat ta sar pame longji, ning ingsamjin pen thilongji, lapen chepip longji. 
GEN.15.16	Ladak nangsomar atum kevangji aphrang ovephli plangji, pima Amor atum hingnopik pen aduk kepinangji an plangpletik Ne latum aphan phlungphle.”
GEN.15.17	Arnikangsam lapen la kangtingkuk ahut isi mehi kethurmon aphule lapen amede menmen nangklang-lo lapen pi athan-heihei angbong damlo. 
GEN.15.18	Anke hadak Abram pen 
GEN.15.19	Ken atum, Keniz atum Kadmon atum, 
GEN.15.20	Hitti atum Perizzi atum, Rephaim atum, 
GEN.15.21	Amor atum, Kanaan atum, Girgashi, lapen Jebusi atum alongle anta parlopon-etpo.”
GEN.16.1	Abram apiso Sarai inutbak ta alangliphan osomar amahang pathek pi thekthe det-lo. Bonta bangpi inut Ijip abanpi amen Hagar, 
GEN.16.2	lasi bangpi Abram aphan pulo, “
GEN.16.3	Lasi alangliphan kepa en jisi bangpi Hagar pilo. (Lake Abram Kanaan adet kedo ningkan kep ahut si la plang-lo.) 
GEN.16.4	Hagar pen Abram irap-rap-lo, lapen bangpi aso chopathelo. Bangpi aso kedolo pu kechini pen bangpi cheparokalo lapen Sarai aphan pinremlo.
GEN.16.5	Anke Abram aphan Sarai pulo, “Hagar nephan nekepinrem ke nang si adai, ne methangsi bangpi nangphan nangpilo, lapen bangpi aso kedolo pu chechini pen bangpi nephan nepinremlo. 
GEN.16.6	Abram thak-lo, “Mesenlo, bangpi ke nangbanlo, nangber si dolo; bangpi pen nang kopima nangning-kehang alingle klemnon.” Anke Hagar aphan Sarai lapu-an chenek-lo, bangpi katjuilo.
GEN.16.7	Shur atovar anat kejejangtang ajo lang-amek along 
GEN.16.8	lapen pulo, “Sarai abanpi Hagar, nang konat pensi kevang-lo lapen konat-lo kedampo?”
GEN.16.8	Bangpi thak-lo, “Neli nelihemphi pen nangkekat-lo.”
GEN.16.9	Alangli pulo, “Bangpi along chedamthunon, lapen bangpi abanpi plangnon.” 
GEN.16.10	Ako la puthulo, “Nangphan baduta kelakha un-e pin ke-ongdung nangso-nangsu Ne nangpipo. 
GEN.16.11	Nang inut sopo chopathepo, lapen nang la Ishmael pusi amen irpo, pima nang keningri ase 
GEN.16.12	Bonta nangsopo ke nampi agadha asonsi donangpo; lake abangphutin abe thurpo, lapen abangphutin la abe thurpo. La ke adon-arap kedo-an pen hempreksi dopo.”
GEN.16.13	Hagar amethang charjulo, “Ne Arnam aphan ahokpet pen thek-long-loma lapen la kethan nangji aphantong kereng nang-lo ma?” Lasi bangpi aphan keningje a-
GEN.16.14	La apotsi Kadesh lapen Bered angbong alangtuk aphan “Nephan nekethek-long kereng-et alangtuk pusi irlo.”
GEN.16.15	Abram aphan Hagar inut sopo amahang pathekpilo, lapen alangli laphan Ishmael pusi amen irlo. 
GEN.16.16	Halaso ahut Abram arta ningkan 86.
GEN.17.1	Abram arta ningkan 99 ahut, alangliphan 
GEN.17.2	Nang pen Ne kechejok Aloh pathikpo, lapen ongdung nangso-nangsu nangpipo.” 
GEN.17.3	Longle papho si Abram angphun tongkilo, lapen Arnam pulo, 
GEN.17.4	“Laso akechejok aloh nangpen Ne chepathik-lo: Nang ke ke-ongdung akhei atum aphusar plangpo pusi Ne chechak-lo. 
GEN.17.5	Nang men Abram pupelo, bonta Abraham pupo, pima nangphan Ne ke-ongdung akhei atum aphusar nangpaplang-lo. 
GEN.17.6	Nangphan Ne ongdung nangso-nangsu nangpipo, latum khei-heihei plangpo.”
GEN.17.7	“Nangphan lapen nangso-nangsu aphan mo-aphi a-ove-ove anta isi kaike-kedover akechepathik aloh ason Nelamchak chebilo. Ne ke nang Arnam lapen nangso-nangsu atum a-Arnam plangpo. 
GEN.17.8	Non nangkedo bang adet alongle Ne nangphan lapen nangso-nangsu aphan nangpidetpo. Kaike aphan Kanaan alongle adang bithe nangso-nangsu atum chepahemphu longpo, lapen Ne ke latum a-Arnam plangpo.” 
GEN.17.9	Abraham aphan Arnam pulo, “Ne penpen nangta kechechak aloh kekroiji aphan nang chedondun nangpo, nang lapen nangso-nangsu atum anta, mo aphi a-ove-ove anta. 
