MAT.1.1	Tcgãyas Jeso Krestem dis qhàòs di sa, Dafitem ka tsgõose-coa ba, Abrahamam ka tsgõose-coa ba.
MAT.5.36	Gataga méé tsi táá tcúúa tsi cgoa gaìse guu, cuiskaga tsi cúím c'õòm tsarim ga ba kúrú nakam q'úú kana ntcùúa hãa tite ke. 
MAT.5.37	Kg'amaga méés gatu dis ‘Eè’ sa ‘Eè’ sa ii, nakas gatu dis ‘Eẽ ẽe’ sa ‘Eẽ ẽe’ sa ii. A ncẽè c'ẽes gúù sa tsi kò ncẽe zi kg'ui zi koe càùa mááse nes gha nxãa sa dxãwam koe guua.
MAT.5.38	“Kóḿa tu hãa i kòo ncẽeta mééè a ko máá: ‘Tcgáí ba méém tcgáím c'ẽem domka tcg'òóè, nakam xõ̱ó ba xõ̱óm domka tcg'òóè,’ ta mééè. 
MAT.5.39	Igabar ko Tíí bìrí tu u a ko máá: Táá cg'ãè tc'ẽem khóè ba ka̱bia máá guu, igaba dìím wèém ẽe ko kg'áò xòè di góóa tsi koe xg'áḿ tsi ba, nxãa ba c'ẽem góó xòè ba máà thẽé 
MAT.5.40	A ncẽè khóèm kò xgàrakuan dis qhàìs koe úú tsi, a tsari subu marian di qgáían séè kg'oana ne, máà me gataga thẽé tsari kaisa marian di qgáía ne. 
MAT.5.41	Dìím wèém ẽe gha ko chùi tsi, cúím kilomitara ba tsi gha gam di zi gúù zi xgàm a qõò ba, nxãam cgoa méé tsi cám̀ kilomitaran qõò. 
MAT.5.42	Máà ẽe ko dtcàrà tsi ba, naka ẽe cgóbè cgae tsi kg'oana ba táá q'aumana guu.
MAT.5.43	“Kóḿa tu hãa i kòo ncẽeta mééè a ko máá: ‘Tsáá ka c'ẽe ba méé tsi ncàm̀, naka tsia tsarim cg'õo-kg'ao ba hòre,’ téméè. 
MAT.5.44	Igabar ko Tíía bìrí tu u a ko máá: Gatu di cg'õo-kg'aoan méé tu ncàm̀, naka còrèa máá ẽe ko xgàra tu u ne, 
MAT.5.45	naka tua gha nxãasega gatu ka Xõòm nqarikg'ai koe hànam di tu cóá tu ii. Gam dis cáḿ sam ko kúrú si ẽe cg'ãè ne hẽé naka ẽe qãè ne hẽéthẽé qaò cgae, a ba a ko túúan ẽe tchàno ne koe hẽé naka ẽe kàma ne koe hẽéthẽé tsééa úú. 
MAT.5.46	Eẽ ncàm̀ tua hãa ne tu kò ncàm̀a hãa, ne ia gha dùútsa surutan ka̱bisea máá tu u? Mari xg'ae-xg'ae-kg'ao xu igaba xu ko thẽé gataga hẽé khama. 
MAT.5.47	A ncẽè gatu di qõean cúí ga tu kòo tsgám̀kagu, ne tu ko dùús cgáé sa kúrú? A tãá zi qhàò zi di ne igaba ne gáé thẽé gataga hẽé tama? 
MAT.5.48	Nxãaska méé tu tchàno ii, ncẽem ma gatu ka Xõòm nqarikg'ai koe hàna ba ma tchàno Me e khamaga ma.
MAT.6.1	“Q'ãa méé tu naka tua gatu di zi tséé zi tchàno zi táá khóè ne cookg'ai koe kúrú guu, naka táá khóè ne x'áí zi guu. Gatà tu kò hẽé ne tu surutan hòò tite, gatu ka Xõòm nqarikg'ai koe hànam koe.
MAT.6.2	“A c'ẽem dtcàrà-kg'ao ba tu kò c'ẽes gúù sa máà kg'oana ne méé tu còrè-nquuan hẽé naka x'áéan xg'aeku koe hẽéthẽé táá torompitan cgoa nxàe ana téé guu, qãè khóèan khama ko ma kúrúse xu khóè xu ko hẽé khama, nxãasega xu gha c'ẽe khóèan ka dqo̱m̀mè ka. Tseegua ner ko bìrí tu u a ko máá: Gaxu di surutan xu 
MAT.6.3	Igaba tsáá ẽe tsi kòo c'ẽem dtcàrà-kg'ao ba c'ẽes gúù sa máà ne, táá hẽé nas dxàes x'õàs tsari sa q'ãa, kg'áòm x'õàm tsarim ko kúrú sa. 
MAT.6.4	Naka i gha nxãasega gúùan tsi tcg'òó q'oo chóm̀sea hãa, Me gha Saòm ncẽe ko chóm̀sea zi gúù zi bóò ba gha suruta tsi.
MAT.6.5	“Naka gatà còrè tu kò ne méé tu táá qãè khóèan khama ko ma kúrúse xu khóè xu khama ii guu, còrè-nquuan q'oo koe hẽé naka x'áéan xg'aeku koe hẽéthẽé ko nqàrè ka téé a còrèan ncàm̀a xu, nxãasega ne gha wèé ne khóè ne bóò xu ka. Tseegukar ko bìrí tu u a ko máá: Gaxu di surutan xu 
MAT.6.6	Igaba tsáá ẽe tsi kò còrè ne méé tsi tsarim nquum q'oo koe tcãà, naka nquu-kg'áḿ ba tcẽekg'am, naka tsia Saò ba còrè, ncẽe hòòse tama ba. Nakam gha nxãasega Saò ba suruta tsi, ncẽe ko chóm̀sea zi gúù zi bóò ba. 
MAT.6.7	Naka gatà còrè tu kòo ne, táá qaase tama zi kg'ui zi káí zi tséékagu guu, tãá zi qhàò zi di ne ko hẽé khama, káí zi kg'ui zi ẽe ne ko kg'ui zi ka ne gha komsanaè, ta ne tc'ẽea khama. 
MAT.6.8	Táá gane khama ii guu. Gatu ka Xõò ba tu ko dtcàràs cookg'ai koem gatu koe ko tcào sa nxãakamaga q'ana hãa ke. 
MAT.6.9	Ke méé tu ncẽeta ma còrè na máá:
MAT.6.9	Sita ka Xõò Tseè
MAT.6.9	nqarikg'ai koe hàna Tseè,
MAT.6.9	cg'õèa Tsi méé i dqo̱m̀mè,
MAT.6.10	Tsari x'aian méé i hàà.
MAT.6.10	Tsáá ko tc'ẽe sa méés nqõómkg'ai koe kúrúè
MAT.6.10	nqarikg'ai koes ko ma kúrúè khama.
MAT.6.11	Sita dis tc'õos wèé cáḿ di sa
MAT.6.11	ncẽe cáḿ ka máà ta a.
MAT.6.12	Naka qgóóa máá ta a chìbia ta,
MAT.6.12	sita ma c'ẽe ne gane di chìbian
MAT.6.12	ma qgóóa máána hãa khama.
MAT.6.13	Táá kúrúa bóòkuan koe tcéèa úú ta a guu,
MAT.6.13	igaba dxãwam dim dàòm koe tcg'òó ta a.
MAT.6.13	[X'aian hẽé,
MAT.6.13	naka qarian hẽé,
MAT.6.13	naka x'áàn hẽéthẽéa
MAT.6.13	chõò tamase Tsari i ke.
MAT.6.13	Amen.]
MAT.6.14	“Khóè ne tu kò gane di chìbian qgóóa máá nem gha gataga gatu ka Xõòm nqarikg'ai di ba gatu di chìbian koe qgóóa máá tu u khama. 
MAT.6.15	Igaba ncẽè khóèan tu kò gaan di chìbian qgóóa máá tama, nem gatu ka Xõò ba thẽé cuiskaga chìbia tu qgóóa máá tu ua hãa tite.
MAT.6.16	“Gataga thẽé, ẽe tu kò tc'õoan carase ne méé tu táá cg'ãè-cg'ãe kg'áí guu, qãè khóèan khama ko ma kúrúse xu khama ma, ncẽe cg'ãè-cg'ãe kg'áí ko xu, c'ẽe ne xu gha nxãasega x'áí, tc'õoa ne xu ko carase sa ka xu. Tseegua ner ko bìrí tu u a ko máá: Gaxu di surutan xu 
MAT.6.17	Igaba ẽe tsi kò tc'õoan carase ne méé tsi xg'aà kg'áí naka nxúìan tcgáùse. 
MAT.6.18	Naka i gha nxãasega tsari tc'õoan carasean táá c'ẽe ne ka bóòè guu, igaba tsarim Xõòm ka, ncẽe hòòse tama ba. Me gha Saòm ncẽe chóm̀sea zi gúù zi ko bóò ba suruta tsi.
MAT.6.19	“Táá méé tu nqõómkg'ai koe qguùan tòóa mááse guu, ncẽe tcg'ãàn hẽé naka ncàbàn hẽéthẽé ko tc'õó o koe, ncẽe ts'ãà-kg'aoan ko khõá a tcãà a ts'ãà a koe. 
MAT.6.20	Igaba méé tu gatu di qguùan nqarikg'ai koe tòóa mááse, ncẽe tcg'ãàn hẽé naka ncàbàn hẽéthẽé tc'õó o tite koe, kana ts'ãà-kg'aoan ga khõá naka tcãà na ts'ãà tite koe. 
MAT.6.21	Eẽ tsari qguùan hãa koe i gha gataga thẽé tsari tcáóan hãa khama.
MAT.6.22	“Tcgáí ba tc'áróm dim x'áà me e. Ncẽè tcgáía tsi kò qãè ii, nem tsarim tc'áróm wèé ba x'áàn ka cg'oèa. 
MAT.6.23	Igaba ncẽè tcgáía tsi kò tshúù ii, nem tc'áróm tsari ba dcùú-qoman ka cg'oè cgaeèa. A ncẽè tsari x'áàn kò dcùú-qom sa ii ne, i gáé gha nta noose dcùú-qoman kaia!
MAT.6.24	“Cám̀ x'aigan gha tsééa máám khóè ba káà me e. C'ẽe bam gha hòre, a c'ẽe ba ncàm̀ khama, kanam gha c'ẽem koe dtcãàse, a c'ẽe ba ntcoe khama. Cuiskaga tu Nqari ba hẽé naka qguùan dim nqárì ba hẽéthẽé tsara cúí x'aè ka tsééa máána hãa tite.
MAT.6.25	“Gaa domkar ko bìrí tu u, a ko máá: Táá gatu di kg'õèan ka káíse tc'ẽe-tc'ẽese guu, dùú tu gha tc'õó kana kg'áà sa, kana tc'áróa tu ka igaba, dùú tu gha hã̱a sa. Kg'õè sa gáé tc'õoan ka cgáé tama, me tc'áró ba qgáían ka cgáé tama? 
MAT.6.26	Bóò nqarikg'ai di tsa̱rá ne: xhárà tama i hãa, a tcuù tama, a gataga tòóa mááse tama, gabàm ko qanega gatu ka Xõòm nqarikg'ai di ba xárò o. Ka gatu gáé gaan ka cgáé tama? 
MAT.6.27	Gatu ka c'ẽem dìí ba gha gáé káíse tc'ẽe-tc'ẽesean ka, kg'õèa ba di cáḿan koe cáḿ ba càù?
MAT.6.28	“A tu a ko dùús domka qgáían ka káíse tc'ẽe-tc'ẽese? Bóò, nta i qãáka di x'aan ii sa, nta i ko ma tso̱m sa. Tséé tama i hãa, a gataga qgáían qgãéa mááse tama. 
MAT.6.29	Igabar ko bìrí tu u a ko máá: 
MAT.6.30	Ncẽè Nqarim kòo qãáka di dcãan, ncẽe ko ncẽe cáḿ ka hãa, a q'uu ka c'eean q'oo koe xaoa tcãàè, nxãan ncẽeta ma hã̱akagu, nem gha tseegukaga cgáése gatua hã̱akagu tu u, oo, gatu ncẽe cg'áré dtcòm̀an úúa tuè!
MAT.6.31	“Gaa domka méé tu táá káíse tc'ẽe-tc'ẽese guu naka máá: ‘Dùú sa ta gha tc'õó?’ témé, kana máá: ‘Dùú sa ta gha kg'áà?’ témé, kana máá: ‘Dùú sa ta gha hã̱a?’ témé guu. 
MAT.6.32	Tãá zi qhàò zi di nea ko wèé gúùan ncẽe ga qaa, Me gatu ka Xõòm nqarikg'ai di ba ncẽe gúùan tu ko tcào sa q'ana hãa ke. 
MAT.6.33	Igabaga méé tu kg'áíka 
MAT.6.34	Ke tu táá q'uu dim cáḿ ka káíse tc'ẽe-tc'ẽese guu, q'uu dim cáḿ ba gha cúía tc'ẽe-tc'ẽese gam ka ke. Wèém cáḿ ba gam di xháéan tc'ãòa.
MAT.7.1	“Táá c'ẽem khóè ba xgàra guu, naka tua gha nxãasega táá xgàraè guu. 
MAT.7.2	Gaam dàòm cúím ẽe tu ko c'ẽe ne bóò a xgàram cgoaga tu gha Nqarim ka bóò a xgàraè ke, si gha tc'ãò-tc'ãos ẽe tu ko c'ẽe ne koe tséékagu sa gatu koe tséékaguè.
MAT.7.3	“Dùús domka tsi ko tsáá ka c'ẽem tcgáí q'oo koe hãam tcg'óbé ba hòòa máá, igaba tsi tsáá tcgáí q'oo koe hãam hìi-dxoo ba hòò tama? 
MAT.7.4	Nta tsi gha tsáá ka c'ẽe ba bìrí a máá: ‘Tíí tcáràè, hàà nakar tcgáí q'ooa tsi koe tcg'óbé ba tcg'òó,’ témé, ncẽe tsáá tcgáí q'oo koe hãam hìi-dxoo ba tsi hòò tama koe. 
MAT.7.5	Tsáá qãè khóèan khama ko ma kúrúse tseè! Kg'áíka tcgáí q'ooa tsi koe hànam hìi-dxoo ba tcg'òó, naka nxãwa qãèse bóò naka tsáá ka c'ẽem tcgáí q'oo koe hàna tcg'óbéan tcg'òó.
MAT.7.6	“Táá ẽe tcom-tcomsa ii sa ha̱ghuan máà guu, naka gataga táá gatu di tca̱àko nxõ̱án xgùuan cookg'ai koe aagu guu. Gatà tu kò hẽé ne i gha nqàrèan gaan di ka náà tcãà a, a i a gha ka̱bise a tòà q'aa tu u.
MAT.7.7	“Dtcàrà tu, máàè tu gha ke, qaa tu, hòò tu gha ke, nquu-kg'áḿ ba tu xg'áḿ-xg'am, xgobekg'ama tu gha mááè ke. 
MAT.7.8	Dìím wèém ẽe ko dtcàrà ba ko máàè, me ko wèém ẽe ko qaa ba hòò, me gha wèém ẽe ko nquu-kg'áḿ ba xg'áḿ-xg'am ba xgobekg'ama mááè khama. 
MAT.7.9	Kana ndakam khóè ba gha gam dim cóám kòo péréan dtcàrà me ne, péréan téé-q'oo koe nxõ̱án máà me? 
MAT.7.10	Kana ẽem kòo x'aù ba dtcàrà me ne, cg'ao ba máà me? 
MAT.7.11	A ncẽè gatu ncẽe cg'ãè tc'ẽe ii tu kò qãè aban gatu di cóán máà q'ana hãa, ne ba gha nxãaska gatu ka Xõòm ncẽe nqarikg'ai koe hãa ba ẽe ko dtcàrà Me ne nta noose nqáéa hãase qãè aban máà!
MAT.7.12	“Gaa domka
MAT.7.13	“Xgáḿ-xgam naka nquu-kg'áḿ koe tcãà. Cg'ãèan koe ko úúm kg'áḿ ba tchàà me e, me gaa koe ko qõòm dàò ba thamka me e ke, ne gaa koe ko tcãà ne káí ne e. 
MAT.7.14	Igaba bóò, kg'õèan dis heke-kg'áḿ sa cg'áré si i, me gaa koe ko qõòm dàò ba qóḿ me e, ne ẽe ko hòò me ne cg'orò ne e.
MAT.7.15	“Tshúù-ntcõan di xu porofiti xu méé tu q'ãa! Gatu koe xu ko ghùuan di khòoan hã̱a a hàà, igabaga xu q'ooa xu koe xaùko xu ncuutshaa xu u. 
MAT.7.16	Gaxu di tc'áróan ka tu gha bóòa q'ãa xu. Khóèa ne gáé ko kuri dxàman úúa zi hìi-coa zi koe kg'oman tcuù, kana ia ko dxàmga zi hìi-coa zi koe faian tcuù? 
MAT.7.17	Gatagas ko ma wèés hìis qãè sa qãè tc'áróan kúrú, igabas ko tshúùs hìi sa tshúù tc'áróan kúrú. 
MAT.7.18	Qãès hìi sa cuiskaga tshúù tc'áróan kúrúa hãa tite, kanas gataga tshúùs hìi sa cuiskaga qãè tc'áróan kúrúa hãa tite. 
MAT.7.19	Wèés hìis ẽe tc'áróan qãè kúrú tama sa ko xg'aoa tcg'òóè, a c'eean q'oo koe tcãàè. 
MAT.7.20	Gaa domka tu gha gaxu di tc'áróan ka q'ãa xu.
MAT.7.21	“Wèém khóèm ẽe ko bìrí Te a máá: ‘X'aigaè, X'aigaè,’ témé ba nqarikg'ai di x'aian koe tcãà tite, igaba ẽe ko Tirim Abom nqarikg'ai koe hànam ko tc'ẽe sa kúrúm cúím ga ba gha tcãà. 
MAT.7.22	Káí ne gha ẽem cáḿ 
MAT.7.23	Ra gha nxãaska tchànose bìrí ne a máá: ‘Ncìísegar c'úù tua, gatu cg'ãè gúù kúrú-kg'ao tu, ke tu Tíí koe tcg'oa!’ témé.
MAT.7.24	“Dìím wèém ẽe ko Tiri kg'uian ncẽe kóḿ, a i ko méé sa kúrú ba gha tc'ẽegam khóèm khama ii, ncẽe ko gam dim nquu ba qãès tshoa-tshoase-q'oos koe tshào ba. 
MAT.7.25	I túúan hàà, i tshàan cg'oè a tòè, i tc'ãán tc'ãá a i a ẽem nquu ba xàbù, igabagam kò táá cg'áé, qãès tshoa-tshoase-q'oos koem kò tshàoa tòóèa khama. 
MAT.7.26	Igaba dìím wèém ẽe ko Tiri kg'uian kóḿ, igaba kúrú u tama ba gha káà tc'ẽem khóèm khama ii, ncẽe ko gam dim nquu ba góḿankg'ai koe tshàoa tòó ba, 
MAT.7.27	I túúan hàà, i tshàan cg'oè a tòè, i tc'ãán tc'ãá, a i a ẽem nquu ba tcãò, me cg'áé, a kaias gúùs khama ma cg'áé ba,” tam méé.
MAT.7.28	Eẽm ko Jeso ba ncẽe zi gúù zi nxàea xg'ara ka zi ko xg'ae zi Gam di xgaa-xgaa-q'ooan ka area hãa. 
MAT.7.29	Qarian úúam khóèm khamam kòo ma xgaa-xgaa ne khama, gane di xu x'áè xgaa-xgaa-kg'ao xu khama tamase.
MAT.8.1	Eẽm kò Jeso ba xàbìm koe guu a ko xõa ka zi kò káí zi xg'ae zi khóè ne di zi xùri Me. 
MAT.8.2	Me gaa x'aè kaga lepero dis tcìì sa tsàaram khóè ba hàà cgae Me, a hàà cookg'aia ba koe qgom-tsi-quri, a máá: “X'aigaè, tc'ẽe Tsi kòo ne Tsi ga kúrú ter q'ano,” témé. 
MAT.8.3	Me tchoanà tshàu, a qgóó me, a máá: “Gatàr ko ma tc'ẽe, ke q'ano!” témé. Kas kò gam dis tcììs lepero di sa kúúga kaà cgae me. 
MAT.8.4	Me Jeso ba bìrí me a máá: “Q'ãa, naka táá cúí khóè ga c'ẽe gúù ga bìrí guu. Igaba méé tsi qõò naka síí peresitim koe x'áíse, naka ẽem Moshe x'áèa hãas aba sa tcg'òó, x'áís iise khóè ne koe,” témé.
MAT.8.5	Eẽm ko Jeso ba Kaperenaume koe síí tcãà kam kò ncõo-kg'ao xu dim tc'ãà-cookg'ai ba hàà cgae Me, a hàà hùikuan dtcàrà cgae Me a máá: 
MAT.8.6	“X'aigaè, tirim qãà ba x'áéa te koe xõe, a nqo̱ara hãa, a ba a kaisa thõòan koe hãa,” témé. 
MAT.8.7	Me bìrí me a máá: “Síír gha a kúrú mem qãè,” témé. 
MAT.8.8	Me ncõo-kg'ao xu dim tc'ãà-cookg'ai ba xo̱a a máá: “X'aigaè, dìí cgáér tama ra a, nquua te tco̱be dòm̀ q'oo koe Tsi ga tcãà ra. Ke kg'amaga kg'ui ba tcg'òó nakam gha tirim qãà ba kg'õè. 
MAT.8.9	Tíí igabar kaia xu dòm̀ q'oo koe hànar khóè ra a, xu gataga ncõo-kg'ao xu tíí dòm̀ q'oo koe hàna ke. Ra ko ncẽe ba bìrí a máá: ‘Qõò,’ témé, me qõò, ra c'ẽe ba bìrí a máá: ‘Hàà,’ témé, me hàà. Ra tirim qãà ba bìrí a máá: ‘Ncẽe sa kúrú,’ témé, me kúrú si,” tam méé.
MAT.8.10	Eẽm ko Jeso ba ẽe sa kóḿ kam kò kaisase are, a ba a ẽe kòo xùri Me ne bìrí a máá: “Tseegua ner ko bìrí tu u: Qanegar cúí khóè ga Iseraele koe hòò ta ga hãa ncẽeta ma kaias dtcòm̀ sa úúa hãa a. 
MAT.8.11	Bìrí tu ur ko, káí ne gha cáḿs ko tcg'oa xòè koe hẽé naka cáḿs ko tcheè xòè koe hẽéthẽé guu a hàà, a ne a hàà Abrahama ba hẽé naka Isaka ba hẽé naka Jakobe ba hẽéthẽé xu cgoa ntcõó a tc'õó, nqarikg'ai di x'aian koe. 
MAT.8.12	Igaba ne gha gane ẽe x'aian di ne tchàa koe xaoa tcg'òóè, dcùú-qoms q'oo koe, ncẽe kg'aean hẽé naka gãò xõ̱óan hẽéthẽé gha hãa koe,” tam méé.
MAT.8.13	Me nxãaska Jeso ba ncõo-kg'ao xu dim tc'ãà-cookg'ai ba bìrí a máá: “Eẽ tsi ma dtcòm̀a hãa khamaga méé i tsáá koe ii, ke qõò,” témé. Me kò gam dim qãà ba gaa x'aèan ẽe kaga qãè.
MAT.8.14	Eẽm ko Jeso ba Peterem dim nquum koe tcãà kam kò Peterem ka c'uìse sa bóò, si cgùrukagu si kos tcììs ka qgóóèa, a xóé-xõe. 
MAT.8.15	Me kò tshàua sa qgóó, i tcììan guu si, si tẽe a sa a tshoa-tshoa a tsééa máá Me.
MAT.8.16	Eẽm dqòam ka ne kò káí ne khóè ne dxãwa tc'ẽean úúa hãa ne Gam koe óá. Me kg'uim cgoa dxãwa tc'ẽean xhàiagu, a ba a wèé ne ẽe kò tsàa ne kúrú ne kg'õè. 
MAT.8.17	 nxãasegas gha ẽem ko porofitim Isaia ba nxàea sa tseegukaguè ka, ncẽe ko máá:
MAT.8.17	“Gatá di thõòa nem séèa,
MAT.8.17	a ba a tcììa ta xgàm a qõò cgoaa,”
MAT.8.17	témé sa.
MAT.8.18	Eẽm ko Jeso ba khóè ne dis xg'ae sa qàea ba koe bóò, kam kò x'áèan tcg'òó, tchoaba méé xu c'ẽem xòèm tshàam dim koe di i. 
MAT.8.19	Me nxãaska x'áè xgaa-xgaa-kg'ao ba hàà cgae Me, a hàà bìrí Me a máá: “Xgaa-xgaa-kg'aoè, ẽe Tsi ko síí qgáì wèé koer gha xùri Tsi,” témé. 
MAT.8.20	Me Jeso ba xo̱a me a máá: “Círía ne gaan di ha̱éan úúa, i tsa̱rán gaan di nquuan úúa, igabagam Khóèm dim Cóá ba tòó tcúúm gha qgáì úú tama,” témé.
MAT.8.21	Me c'ẽem xgaa-xgaase-kg'ao ba bìrí Me a máá: “X'aigaè, kg'aia qãà te nakar síí tirim xõò ba kg'ónò,” témé. 
MAT.8.22	Igabam kò Jeso ba bìrí me a máá: “Xùri Te, naka ẽe x'óóa hãa ne guu naka ne gane dian ẽe x'óóa hãa kg'ónò,” témé.
MAT.8.23	Eẽm ko dxòrom q'oo koe tcãà ka xu kò Gam di xu xgaa-xgaase-kg'ao xu xùri Me. 
MAT.8.24	Me kò kúúga kaiam tc'ãá ba tshàam tc'amkg'ai koe tẽe, me dxòro ba tshàam di qhonèan ka xàbùa tcg'òóè, igabam kò Jeso ba x'óm̀a hãa. 
MAT.8.25	Xu síí ghùi Me a máá: “X'aigaè, hùi xae e! Tom̀ xae ko ke!” témé. 
MAT.8.26	Me bìrí xu a máá: “Dùús domka xao ko ma q'aea, gaxao ncẽe cg'áré dtcòm̀an úúa hãa xaoè?” témé. Kam ko nxãaska tẽe a ba a tc'ãá ba hẽé naka tshàa ba hẽéthẽé dqàè, si kaisas nqoo sa xóé. 
MAT.8.27	Xu ẽe kò hãa cgoa Mea xu are, a tẽèku a máá: “Dùútsa khóè ba gáé ncẽe ba? Tc'ãán ga hẽé naka tshàan ga hẽéthẽé ka ko komsanaè ba!” témé.
MAT.8.28	Eẽm ko c'ẽem xòèm tshàam dim koe síí, Gadarene dim xg'aekum di ba, kam ko cám̀ tsara khóè tsara dxãwa tc'ẽean úúa tsara cgoa xg'ae, tc'ám̀ zi koe kò guua hãa tsara. Kaisase bèe-beesa kò ii tsara, i kò cúí khóè ga gaam dàò ba séè naka nqáé tite. 
MAT.8.29	Gaa x'aè kaga tsara kò q'au a máá: “Dùú sa Tsi ko tc'ẽe sitsam koe, Nqarim di Tsi Cóá Tseè? A hààra Tsia, hàà Tsi gha xgàra tsam m ka, nxárá tòóèam x'aèm cookg'ai koe?” ta méé.
MAT.8.30	Zi kò káí zi xgùu zi gaxu ka cg'árése nqúù ka hãa a ko dxòó. 
MAT.8.31	I kò gatsara di dxãwa tc'ẽean Jeso ba dtcàrà a máá: “Ncẽè hàà Tsi kò ko xhàiagu ta a ne méé Tsi xgùuan dis xg'aes koe tsééa úú ta a,” témé. 
MAT.8.32	Me bìrí i a máá: “Qõò!” témé. I tcg'oa, a i a síí xgùuan koe tcãà. Si wèés xg'aes xgùuan di sa kari-karisea xõa a síí tshàan q'oo koe x'óó.
MAT.8.33	Xu ẽe kòo xgùuan kòre xu khóè xu bèe a qgóé, a x'áé-dxoom koe síí, a síí wèéan ga nxàe, ẽe kò dxãwa tc'ẽean úúa tsara khóè tsara koe kúrúsean ga hẽéthẽé e. 
