MAT.1.1	'Crɩɛn ‑bʋ, ‑Yusu 'Klɩsʋ a ‑tɩ ɛ nɛ ‑mɔ lɛ. ‑Yusu 
MAT.4.6	'tɩ‑ 'ɛ yɩ 'kɩ꞊ɩ ‑lee ‑nɩ, ‑ɛ mɔ: «'Bʋ mɔ, ꞊nɩ mɔ Nyɩsʋa a 'Yu, ‑ɛ ‑bɩ ꞊pluu 'lɩ ꞊hlɔn, ‑ɛ nu꞊o, ʋ 'crɩ꞊ɩ nɩ, 'kɩ 'lɩ Nyɩsʋacrɩɛn 'kwli, ‑ɛ mɔ:
MAT.4.6	‑Na ‑tɩ Nyɩsʋa kɔ bʋ lee nɛ 'a lɛlenyʋ, ʋ 'mʋ ‑mʋ klɔ,
MAT.4.6	‑ɛ di꞊e nu, ‑na bʋ 'nɩ ꞊ha 'hɩɔ yɩ ꞊gbɛ.»
MAT.4.7	‑Yusu wɛn: «Ʋ 'crɩ꞊ɩ nɩ ‑wɛ, 'kɩ 'lɩ Nyɩsʋacrɩɛn 'kwli, ‑ɛ mɔ: ꞊Yɩ yɩ ‑blɛɛ ‑nɩ, ‑bʋ ꞊tɛɛ 'ʋ ‑na Kʋkɔnyɔ Nyɩsʋa lɛ.»
MAT.4.8	‑Ɛ ‑bɩ 'kuo ‑hʋɩn a nyiblo gbagbʋ gba꞊a nɩ de, 'kɩ 'lɩ dʋgba blɔblʋ 'lu, 'ɛ tɔɔ ꞊nɛ 'klɔ kɩ a 'blʋgbɩ a pɛpɛ, kɔ 'waa ‑tɩ a 'yi'bʋbʋa, ɛ wɛn: 
MAT.4.9	«'N kɔ ꞊bʋ ‑nyi ‑mʋ 'a pɛpɛ, 'bʋ mɔ, ꞊nɩ bla 'mʋ kwlɩ yɩ bʋ, 'kɩ 'ʋ 'na 'ʋ꞊tuulɛ a ‑ta'.» 
MAT.4.10	‑Ɛ ‑bɩ ‑Yusu wɛn: «Mu, Satan, hlɔɔ 'mʋ ‑mɔ lɛ, ‑ɛ nu꞊o, ʋ 'crɩ꞊ɩ nɩ, 'kɩ 'lɩ Nyɩsʋacrɩɛn 'kwli, ‑ɛ mɔ: ‑Na Kʋkɔnyɔ Nyɩsʋa nɩ ‑do, ɛ nɔ‑ ‑blɛɛ yɩ ‑bʋ bla kwlɩ yɩ bʋ, 'kɩ 'ʋ 'a 'ʋ꞊tuulɛ a ‑ta', nɔ‑ blɛɛ ‑tɩ a 'yi'bʋalɛ yɩ.» 
MAT.4.11	‑Tɛ ɛ ‑yrɛ, ‑ɛ ‑bɩ 'kuo ‑hʋɩn a nyiblo gbagbʋ ‑ha꞊a mɛ lɛ. Ti nɩ ‑do a ti 'yri, ‑ɛ ‑bɩ Nyɩsʋa a 
MAT.4.12+MAT.4.13	‑Yusu 'wɩn nɩ, ‑ɛ mɔ, ʋ pʋ 
MAT.4.14	Ɛ nu꞊o nɩ, ‑ɛ di꞊e nu, ‑tɩ ‑mʋ', Nyɩsʋa a winwlɔn‑hanyɔ 
MAT.4.15	«Ba pʋ 'ʋ nʋa bʋ,
MAT.4.15	'a mʋ nyibli ‑mʋ', ‑ʋ nɩ 'lɩ Sabuloblʋgba kɔ
MAT.4.15	Nɛfʋtaliblʋgba 'kwli, 'kɩ 'lɩ 'yru wien,
MAT.4.15	kɔ 'a mʋ ‑mʋ', ‑ʋ nɩ 'lɩ Sudɛn a 'nikɩ,
MAT.4.15	ɛ kɔ 'a mʋ hɩapʋnyibli ‑mʋ', ‑ʋ 'yɩ Nyɩsʋa ‑yi,
MAT.4.15	‑ʋ nɩ 'lɩ Galileblʋgba 'kwli.
MAT.4.16	Kɛ‑ Nyɩsʋa ‑pʋ, 'kɩ 'ʋ 'aan ‑ta':
MAT.4.16	Dakɔ ‑mʋ', ‑ʋ nɩ 'lɩ halɔ 'nyɩ,
MAT.4.16	ʋ di 'ye ‑nyrɛ gbagbʋ.
MAT.4.16	‑Nyrɛ a 'mʋ, ɛ yɩ 'nɩ wlɩn,
MAT.4.16	'kɩ 'ʋ dakɔ a 'mʋ ‑mɔ,
MAT.4.16	‑ʋ nɩ 'lɩ 'kʋkʋʋ a 'blʋgba 'kwli,
MAT.4.16	‑ɛ kɔ 'kwli ‑nyrɛ 'yɩ 'lɩ ‑nɩ.»
MAT.4.16	Kɛ‑ Esai a 'pʋplɛwin pʋ la.
MAT.4.17	Kʋɛ 'ʋ ti a 'mʋ 'yie bʋ, ‑Yusu ‑tʋa la Nyɩsʋa a ‑tɩ a ‑mɔlɛnɩna, ɛ wɛn: «Ba yru꞊o, 'kɩ 'lɩ 'aan ꞊wlɩ kɩ, ‑ɛ mɔ, a ni ‑tɛblɩ, 'ɛ nyre yɩ, 'kɩ 'ʋ Nyɩsʋa ye'. Ba hie 'ʋ yɩnyre‑tɛblɩ a 'mʋ bʋ, ba ‑nyi 'aan 'klɔ a pɛpɛ Nyɩsʋa, ‑ɛ nu꞊o, ti ‑mʋ' ‑kɔ 'yri Nyɩsʋa di nyibli a pɛpɛ win kɩ ‑kɔɔ ‑nɩ, ɛ 'mʋɛ yrɛ.»
MAT.4.18	‑Nyrɔwɔ ꞊dʋ 'kwli, ‑Yusu mu la 'lɩ Galileblʋgba a 'yru wien. Bʋ yɩ 'kɩ 'yru wien lɛ nɩ 'yrɛɛ ‑nɩ, ‑ɛ ‑bɩ ɛ yɛ 'dɩayɩnʋ nɩ 'hʋɛn kɩ. 'Waa 'nyrɛ mɔ Simɔ, ʋ dɛɛ Piɛlɩ, kɔ Adre. Ʋ mɔ 'pʋpanyibli ꞊nɩɔ. 'Kɩ ʋ nɩ 'lɩ 'waa 'blagbɩ 'kwli, 'ʋ pɩ 'waa ‑tatɩ. 
MAT.4.19	‑Ɛ ‑bɩ kɛ‑ ɛ pɩ ꞊nʋ yɩ, ɛ wɛn: «Ba di 'lɩ, a 'mʋ 'mʋ ꞊wien lɛ kʋɛ, a 'mʋ 'na ‑nagbopʋ ‑hɛ. 'N di꞊e 'nɩ nu, a 'mʋ ‑tonyibli lɛ 'kukue ‑nɩ. Ɛ 'wɩ yɩ, ‑tɛ a ni, 'a pɩ ‑tatɩ 'a yɩ ‑hrin lɛ 'kukue ‑nɩ, kɛ‑ ba nu, ba 'kukue ‑tonyibli lɛ, ʋ 'mʋ 'na ‑nagbopʋ ‑hɛ ‑wɛ.» 
MAT.4.20	‑Tɛ ɛ lee 'kɩ ꞊nʋ ‑tɩ a 'mʋ, ‑ɛ ‑bɩ ti nɩ ‑do a ti 'yri, ʋ hie 'ʋ 'waa ‑tatɩ bʋ, 'ʋ ‑tʋa 'a ꞊wienlɛkʋkʋɛ.
MAT.4.21	Bʋ 'yɩya 'ʋ ye' bʋ, ‑ɛ ‑bɩ ɛ yɛɛ 'ʋ 'dɩayɩnʋ nɩ 'hʋɛn ‑bɩ bʋ. 'Waa 'nyrɛ mɔ Sakɩ kɔ 
MAT.4.22	ti nɩ ‑do a ti 'yri, 'ʋ hie 'ʋ 'waa 'baɩ kɔ 'waa 'blagbɩ bʋ, 'ʋ ‑tʋa ‑Yusu a ꞊wienlɛkʋkʋɛ.
MAT.4.23	‑Tɛ dɛ a 'mʋ, ɛ ‑hi, ‑ɛ ‑bɩ ‑Yusu ‑tʋa Galileblʋgba a pɛpɛ a kɩnɩna, 'ɛ tʋɛ Nyɩsʋa a ‑tɩ, 'kɩ 'lɩ Nyɩsʋa a 
MAT.4.24	Ɛ nɔ‑ kɔ ‑tɩ, 'a 'nyrɛ 'ɛ 'hɛɛn bʋ, 'kɩ 'lɩ Galileblʋgba a pɛpɛ 'kwli, nyibli ‑nɩ 'lɩ Siliblʋgba 'kwli, 'ʋ 'wɩn 'a 'nyrɛ. Ɛ nɔ‑ kɔ ‑tɩ 'ʋ gbɛ 'lɩ꞊ɩ 'hʋɩhrennyʋ ‑hʋɔhʋɩ ‑mɔ, ɛ kɔ nyibli ‑mʋ', 'a ‑nɛ kɩkladɛ ꞊dʋ ni. Nyibli a 'mʋ, 'waa dɛ ‑bɩ nɩ 'ʋ, 'kuo ‑hʋɩn* nɩ 'ʋ ꞊nʋ ke', ‑gbugbukʋɛ 'ɛ ni ‑ʋ ‑bɩ, 'waa dɛ ‑bɩ 'ʋ ‑yɩyrɛ lɛ. 'Waa pɛpɛ a 'mʋ, ‑Yusu nu꞊o nɩ, 'waa 'kʋɛ 'ɛ ‑wɛ. 
MAT.4.25	Ɛ nɔ‑ kɔ ‑tɩ nyibli ‑hʋɔhʋɩ 'ʋ yɩ꞊ɩ ꞊wien lɛ kʋɛ. 'Kɩ ʋ ‑hʋɛn 'lɩ Galileblʋgba kɔ Dekapɔblʋgba, kɔ Jrusrɛ kɔ Sudeblʋgba a pɛpɛ 'kwli, kɔ 'blʋgba ‑mʋ', ‑ɛ nɩ 'lɩ Sudɛn a 'nikɩ.
MAT.5.1	‑Tɛ ‑Yusu 'ye la nyibli ‑hʋɔhʋɩ ‑mʋ', ‑ɛ ‑bɩ 'kɩ ɛ 'ya la 'ʋ dʋgba 'lu, ɛ kɔ 'a ‑nagbopʋ 'hʋɛn‑, 'ɛ nɩ la bʋ, 
MAT.5.2	'ɛ ‑tʋa la 'waa tɔɔlɛ.
MAT.5.3	Ɛ wɛn:
MAT.5.3	«Nyibli ‑mʋ', ‑ʋ yi꞊e,
MAT.5.3	‑ɛ mɔ, 'kɩ 'lɩ 'waa ꞊wlɩ kɩ, ꞊haandɛ 'yɩ 'lɩ ‑nɩ,
MAT.5.3	'bʋ mɔ, Nyɩsʋa a ‑Hihiu* 'bʋ 'yɩ 'ʋ ꞊nʋ ke' ‑nɩ,
MAT.5.3	nyibli a 'mʋ, bʋ kɔ plɔ a bleelɛ,
MAT.5.3	‑ɛ nu꞊o, ʋ nʋ‑ di 'lɩ Nyɩsʋa a 'klɔ 
MAT.5.4	Nyibli ‑mʋ', ‑ʋ kɔ ꞊wlɩ bi ꞊hlɔn,
MAT.5.4	bʋ kɔ plɔ a bleelɛ,
MAT.5.4	‑ɛ nu꞊o, Nyɩsʋa a ꞊gbɛtʋ,
MAT.5.4	ɛ nɔ‑ di 'lɩ ꞊nʋ ꞊wlʋ 'kwli bʋ ꞊tu.
MAT.5.5	Nyibli ‑mʋ', ‑ʋ kɔ ꞊wlɩ ꞊yɔpɔ ‑nɩ,
MAT.5.5	bʋ kɔ plɔ a bleelɛ,
MAT.5.5	‑ɛ nu꞊o, ʋ nʋ‑ Nyɩsʋa di 'blʋgba ‑mʋ' ‑nyi,
MAT.5.5	ɛ pʋ lɛ, ɛ di 'a nyibli ‑nyi.
MAT.5.6	Nyibli ‑mʋ', ‑ʋ ꞊mʋɛ꞊ɛ lɛ dɩakɩ,
MAT.5.6	'kɩ 'lɩ 'waa ꞊wlɩ a pɛpɛ kɩ,
MAT.5.6	'kɩ 'waa nɩnabʋɩ bʋ 'sii 'ʋ yɩ, 'kɩ 'ʋ Nyɩsʋa ye',
MAT.5.6	nyibli a 'mʋ, bʋ kɔ plɔ a bleelɛ,
MAT.5.6	‑ɛ nu꞊o, dɛ ‑mʋ', ʋ ꞊mʋɛ lɛ,
MAT.5.6	Nyɩsʋa di ꞊nʋ 'nɩ ‑nyi.
MAT.5.7	Nyibli ‑mʋ', ‑ʋ kɔ 'waa 'bio ‑tonyibli a nyaɩ,
MAT.5.7	bʋ kɔ plɔ a bleelɛ,
MAT.5.7	‑ɛ nu꞊o, 'waa 'mumu, Nyɩsʋa di yru 'waa nyaɩ.
MAT.5.8	Nyibli ‑mʋ', ‑ʋ kɔ ꞊wlɩ ꞊sii 'ʋ yɩ,
MAT.5.8	bʋ kɔ plɔ a bleelɛ,
MAT.5.8	‑ɛ nu꞊o, ʋ di Nyɩsʋa 'nɩ 'ye.
MAT.5.9	Nyibli ‑mʋ', ‑ʋ ꞊mʋɛ꞊ɛ lɛ,
MAT.5.9	'kɩ nyibli bʋ wʋnwɛɛn kɩ bʋ,
MAT.5.9	bʋ kɔ plɔ a bleelɛ,
MAT.5.9	‑ɛ nu꞊o, Nyɩsʋa di daa ꞊nʋ 'a 'yonʋ.
MAT.5.10	Nyibli ‑mʋ', dɛ Nyɩsʋa ‑hʋɛ, ‑ʋ ni꞊e,
MAT.5.10	'a ‑tɩ 'bʋ yɩ ꞊nʋ ꞊hɩʋɛn nɩ ꞊tui,
MAT.5.10	nyibli a 'mʋ, bʋ kɔ plɔ a bleelɛ,
MAT.5.10	‑ɛ nu꞊o, ʋ nʋ‑ di 'lɩ Nyɩsʋa a 'klɔ yrayrʋ 'kwli pa.
MAT.5.11	'A mʋ ‑mʋ', 'bʋ yɩ 'a mʋ 'yri nɩ ‑hɛ,
MAT.5.11	'bʋ yɩ 'a mʋ ꞊hɩʋɛn nɩ ꞊tui,
MAT.5.11	'bʋ yɩ 'a mʋ ‑tɩ nɩ ‑yɛɛ ‑nɩ,
MAT.5.11	'bʋ yɩ 'a mʋ hɩ klɛ nɩ pɩ,
MAT.5.11	‑tɛ a mɔ 'na ‑nagbopʋ* a ‑tɩ,
MAT.5.11	ba kɔ plɔ a bleelɛ.
MAT.5.12	Ba nu dɔdʋ, ‑kɔtɩ ‑nyrɔwɔ, a di Nyɩsʋa yɩ mu,
MAT.5.12	Nyɩsʋa di ‑nyi 'a mʋ 'wio gbagbʋ.
MAT.5.12	Nyɩsʋa a winwlɔn‑hanyʋ* ‑mʋ',
MAT.5.12	‑ʋ nɩ la 'klɔ, ti ‑hi la a ti 'yri,
MAT.5.12	kɛ‑ nyibli ni la, 'ʋ ꞊tui la ꞊nʋ ꞊hɩʋɛn.»
MAT.5.13	Kɛ‑ ‑Yusu pɩ 'a ‑nagbopʋ* yɩ de: «‑Tɛ 'ta nɩ 'mʋ, 'kɩ 'ʋ dididɛ ‑mɔ, kɛ‑ a nɩ 'mʋ, 'kɩ 'ʋ ‑tʋtʋ kɩ a nyibli ‑mɔ ‑wɛ. Kɛɛ, 'ta a 'mʋ, bʋ 'waan nɛ 'a wlɔnnɩnɔ, ʋ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, bʋ ‑nyi꞊e 'a wlɔnnɩnɔ a 'mʋ de. Ɛ 'yɩ 'kɩ ‑kʋan ꞊dʋ ‑kɔ de, 'bʋ 'yɩ bʋ pɩɩ 'wan, nyibli bʋ na꞊a klɛ.
MAT.5.14	'A mʋ ‑mɔ 'klɔ ‑bʋ, 'a ‑nyrɛ. 'Dɩɔ ‑mʋ', ‑ɛ nɩ 'lɩ dʋgba 'lu, ɛ 'yɩ ‑huhlidɩɔ 'pa‑. 
MAT.5.15	Nyiblo 'bʋ 'bɩa 'napɩ, ɛ 'nɩ ꞊jri꞊e lɩ꞊ɩ kɩka 'lu bʋ, kɛɛ, 'kɩ ɛ ꞊tui 'ʋ꞊ʋ dɛ 'lu bʋ, ‑ɛ di꞊e nu, nyibli ‑mʋ', ‑ʋ nɩ 'lɩ 'kayu bʋ, 'ʋ 'mʋ lɛ yru. 
MAT.5.16	‑Tɛ 'napɩ ni wʋnwlɩɩn, 'kɩ 'ʋ nyibli ‑mʋ' ‑mɔ, ‑ʋ nɩ 'lɩ halɔ 'nyɩ, kɛ‑ 'aan nunuklɔ bʋ nu wʋnwlɩɩn, 'kɩ 'ʋ nyibli ye', ‑ɛ di꞊e nu, ꞊haandɛ ‑mʋ', a di nu, ʋ 'mʋ꞊ʋ 'ye, ʋ 'mʋ 'aan 'Baɩ Nyɩsʋa ‑nɩ 'lɩ yakɔ 'kwli 'nyrɛ lɛ pʋ.»
MAT.5.17	«'Aan ꞊wlɩ 'nɩ 'yee 'lɩ꞊ɩ, ‑ɛ mɔ, 'n di nɩ, ‑ɛ di꞊e nu, 'mʋ 'ʋ 
MAT.5.18	'N yɩ 'a mʋ 'nɩ ‑lee ‑nɩ, ɛ 'yɩ Nyɩsʋa a tetebʋ gbe ꞊dʋ ‑kɔ, ‑bʋ di 'ʋ 'a 'bɩ 'lu ‑hɔn, ɛ 'mʋ꞊ʋ gba ‑gbagba, yakɔ kɔ ‑tʋtʋ 'hʋɛn‑, ʋ 'mʋ bʋ ‑wɛ. 
MAT.5.19	Ɛ nɔ‑ nu꞊o, nyiblo 'bʋ nɩ 'ʋ, 'bʋ yɩ 'ʋ Nyɩsʋa a tetebʋ 'cɩmɩɛ gbe nɩ ‑do 'hru wlɔn nɩ ‑hɛ, 'tɩ‑, 'bʋ yɩ꞊ɩ nyibli ‑bɩ nɩ ‑tʋɛ ‑nɩ, nyiblo a 'mʋ, ɛ nɔ‑ ʋ di nyiblo 'cɩmɩɛ ‑daa ‑nɩ, 'kɩ 'lɩ Nyɩsʋa a 'klɔ yrayrʋ 'kwli. Kɛɛ, nyiblo 'bʋ nɩ 'ʋ, 'bʋ yɩ 'ʋ tete a 'mʋ nɩ ꞊tui ‑nɩ, kɔ 'bʋ yɩ꞊ɩ ‑ʋ ‑bɩ nɩ ‑tʋɛ ‑nɩ, ɛ nɔ‑ ʋ di nyiblo gbagbʋ ‑daa ‑nɩ, 'kɩ 'lɩ Nyɩsʋa a 'klɔ yrayrʋ 'kwli. 
MAT.5.20	'N yɩ 'a mʋ 'nɩ ‑lee ‑nɩ: Dɛ ‑mʋ', Nyɩsʋa ‑hʋɛ, 
MAT.5.21	«A yi꞊e nɩ, ‑ɛ mɔ, 
MAT.5.22	Kɛɛ, 'mɔ ‑bɩ, kɛ‑ 'n pɩ: 'A ‑nɛ nyiblo 'bʋ yɩ 'a 'dɩayɩ yrʋ lɛ nɩ ‑pɩɩ ‑nɩ, ʋ blɛɛ yɩ bʋ gba 'lɩ nyiblo a 'mʋ ‑batipʋnyʋ yɩ. Nyiblo 'bʋ lee nɛ 'a 'dɩayɩ, ‑ɛ mɔ: ‑Ba nɩ, ʋ blɛɛ yɩ bʋ gba 'lɩ꞊ɩ 'blʋ a nyibli yɩ, ʋ 'mʋ꞊ʋ ‑bati lɛ ‑pʋʋ ‑nɩ. Nyiblo 'bʋ daa nɛ 'a 'dɩayɩ nɩblɩnyɔ, ɛ blɛɛ yɩ bʋ mu 'lɩ na ‑mʋ' 'nyɩ, ‑ɛ 'yɛ nɩ jre yruyru.
MAT.5.23	'Bʋ mɔ, ꞊nɩ yɩ ‑cɔhlʋn* nɩ pi, 'kɩ 'ʋ Nyɩsʋa ye', 'tɩ‑ 'bʋ bi 'lɩ ‑mʋ 'kwli, ‑ɛ mɔ, ‑na 'dɩayɩ ‑bɩ, ɛ 'yɩ plɔ a bleelɛ ‑kɔ ‑na ‑tɩ, 
MAT.5.24	hie 'ʋ ‑na ‑cɔhlʋn a 'mʋ bʋ, ‑bʋ mu, ‑kɔ ‑na 'dɩayɩ a 'mʋ 'hʋɛn‑, a 'mʋ ‑tɩ a 'mʋ yrɛ ‑kʋkʋa ‑nɩ, ɛ 'mʋ 'lɩ ‑wɛ, 'tɩ‑ ꞊mʋ ‑mɔ ꞊hɩan, ꞊mʋ ‑cɔhlʋn pi, 'kɩ 'ʋ Nyɩsʋa ye'.
MAT.5.25	'Bʋ mɔ, nyiblo 'bʋ yɛɛ ‑mʋ ‑tɩ, ‑ɛ nu꞊o, ꞊ble 'a 'wliyɛ kʋa, ɛ kɔ ‑mʋ 'hʋɛn‑, 'ba yɩ 'lɩ ‑batipʋʋlɛ' nɩ mi, ꞊mʋɔ꞊ɔ lɛ, 'kɩ ɛ kɔ ‑mʋ 'hʋɛn‑, ba kɔ kɩbʋwɛɛnlɛ, ‑tɛ a 'tɩɛ nɩ 'hru wlɔn, ɛ 'nɩ ꞊ha 'lɩ ‑mʋ ‑batipʋnyɔ yɩ gba, ‑batipʋnyɔ 'nɩ ꞊ha ‑mʋ 'lɩ ‑sadapʋ yɩ gba, 'ʋ 'nɩ ꞊ha ‑mʋ ꞊jɩ' pʋ. 
MAT.5.26	'N yɩ ‑mʋ 'nɩ ‑lee ‑nɩ, 'bʋ pʋ ‑mʋ ꞊jɩ', 'kɩ ‑di 'lɩ ꞊jɩ' a 'mʋ nɩ, ꞊mʋ 'wliyɛ a pɛpɛ a 'mʋ 'pɛɛ ‑nɩ, 'tɩ‑ ꞊mʋ ꞊jɩ' 'hrɩ.»
MAT.5.27	«A yi꞊e nɩ, ‑ɛ mɔ, 
MAT.5.28	Kɛɛ, 'mɔ ‑bɩ, kɛ‑ 'n pɩ, nyiblo 'bʋ ta 'lɩ 'a 'bɩhɩan a nʋgba 'yi lɛ, 'tɩ‑, 'kɩ 'lɩ 'a ꞊wlʋ kɩ, 'bʋ pʋ lɛ: 'N ‑hʋɛ꞊ɛ nɩ, nyiblo a 'mʋ, ɛ nu ‑wlawlɩ, 'kɩ 'lɩ 'a ꞊wlʋ kɩ, ɛ kɔ nʋgba a 'mʋ 'hʋɛn‑. 
MAT.5.29	'Bʋ mɔ, ‑na 'yii 'bʋ yɩ꞊ɩ nɩ ni, ꞊nɩ yɩ dɛ 
MAT.5.30	'Bʋ mɔ, ‑na diidɛdabʋ 'bʋ yɩ꞊ɩ nɩ ni, ꞊nɩ yɩ dɛ 'kuku nɩ ni, 'bɛ 'ʋ꞊ʋ 'ʋ, ꞊mʋ꞊ʋ 'wan pʋ. Ɛ nu ‑tɛɛ, 'kɩ ‑bʋ pʋ ‑na 'hʋɩ a 'kɩbɩa ‑bɩ 'wan, 'ɛ ‑hi 'ʋ ‑na pɛpɛ ‑bʋ mu 'lɩ na ‑mʋ', ‑ɛ 'yɛ nɩ jre yruyru 'nyɩ.»
MAT.5.31	«Tete* ‑bɩ, Nyɩsʋa ‑nyi la ‑aan 'baɩnʋ, ɛ nɔ‑ mɔ: Nyiblo 'bʋ tɛ 'a nʋgba bʋ, ɛ kɔ bʋ ‑nyi nʋgba a 'mʋ 'crɩɛn, ‑ɛ hlɛ꞊ɛ, ‑ɛ mɔ, ɛ tɛ꞊ɛ bʋ. 
MAT.5.32	Kɛɛ, 'mɔ ‑bɩ, kɛ‑ 'n pɩ: 'A ‑nɛ nyiblo 'bʋ tɛ 'a nʋgba bʋ, 'bʋ 'yɩ 'a ‑wlawlɩdɛ a ‑tɩ 'pa‑, nʋgba a 'mʋ 'bʋ ‑mu, 'bʋ kɔ nyɩbɩʋ ‑bɩ, 'a yɩ‑hɛnyɩbɩʋ ‑mʋ', ɛ nɔ‑ pʋ nʋgba a 'mʋ ‑wlawlɩdɛ kɩ. 'Ya 'ʋ 'lu de, nʋgba a 'mʋ, ɛ tɛ bʋ, nyiblo ‑di꞊e kɔ, nyiblo a 'mʋ, ɛ ni ‑wlawlɩ ‑wɛ.»
MAT.5.33	«A yi꞊e nɩ, ‑ɛ mɔ, 
MAT.5.34	Kɛɛ, 'mɔ ‑bɩ, kɛ‑ 'n pɩ: A 'yɩ yɩ ‑blɛɛ ‑nɩ ba 'sʋʋ ‑nɩ. A 'yɩ yɩ ‑blɛɛ ‑nɩ ba 'sʋʋ yakɔ, ‑ɛ nu꞊o, ɛ nɔ‑ mɔ Nyɩsʋa a kɩbʋnɩdɛ. 
MAT.5.35	A 'nɩ 'sʋʋ 'lɩ ‑tʋtʋ, ‑ɛ nu꞊o, ɛ nɔ‑ mɔ Nyɩsʋa a bʋɩkɩblɛ꞊tudɛ. A 'nɩ 'sʋʋ 'lɩ Jrusrɛdɩɔ, ‑ɛ nu꞊o, ɛ nɔ‑ mɔ Nyɩsʋa a 'dɩɔ. 
MAT.5.36	꞊Nɩ 'sʋʋ 'lɩ ‑na 'lu, ‑ɛ nu꞊o, ꞊yɩ 'klɩ ꞊dʋ ‑kɔ, 'kɩ ‑bʋ nu꞊o, ‑na 'lu‑pupui a 'yɛ nɩ ‑do bʋ 'plɛ, ‑hʋʋ' bʋ jre. 
MAT.5.37	Kɛ‑ ba pʋ: Iin 'bʋ mɔ iin, ɛ kɔ, ba pʋ: 'Ʋʋn‑, 'bʋ mɔ 'ʋʋn‑. ꞊Nɩ ‑maa 'ʋ꞊ʋ 'sʋʋlɛ 'lu, ɛ mɔ yɩnyredɛ ꞊nɩɔ. 'Kɩ ɛ ‑hʋɛn 'lɩ 'kuo ‑hʋɩn* a nyiblo gbagbʋ ‑mɔ.»
MAT.5.38	«A yi꞊e nɩ, ‑ɛ mɔ, 
MAT.5.39	Kɛɛ, 'mɔ ‑bɩ, kɛ‑ 'n pɩ: Nyiblo 'bʋ nu 'a mʋ yɩnyredɛ ‑mɔ, a 'nɩ 'wɩɩ 'lɩ 'aan dɩɔnʋ klɛ. Nyiblo 'bʋ pʋ 'lɩ 'ŋma ‑na diidɛnʋa 'kwli, ‑ha꞊a mɛ lɛ, bʋ pʋ 'lɩ 'a dɛ ‑bɩ kamlanʋa 'kwli. 
MAT.5.40	Nyiblo 'bʋ ‑hʋɛ bʋ yɛɛ ‑mʋ ‑tɩ, 'kɩ 'lɩ ‑batipʋnyɔ yɩ, 'bʋ yɩ ‑na wlawlʋ nɩ ‑hʋɛ, ‑ha꞊a mɛ lɛ, bʋ gba ‑na kʋɛtɩ. 
MAT.5.41	Nyiblo 'bʋ nɩ 'ʋ ‑mʋ ke', 'kɩ ‑bʋ 'ble 'a blɔ, 'kɩ 'lɩ ‑kiloyɛ nɩ ‑do 'yri, ‑ɛ ‑bɩ pʋ 'ʋ 'hʋɛn a ‑kiloyɛ. 
MAT.5.42	Nyiblo 'bʋ yɩ ‑mʋ dɛ nɩ ‑hʋɛ, ‑ɛ ‑bɩ ‑ha 'lɩ꞊ɩ 'lɩ, ‑bʋ ‑nyi ꞊nɛ꞊ɛ. Nyiblo 'bʋ ‑hʋɛ bʋ 'trɔsɩ ‑mʋ dɛ, ꞊nɩ 'hɩaa 'lɩ.»
MAT.5.43	«A yi꞊e nɩ, ‑ɛ mɔ, 
MAT.5.44	Kɛɛ, 'mɔ ‑bɩ, kɛ‑ 'n pɩ: Ba nʋɛ nɛ 'aan yraanyibli, kɔ, ba da Nyɩsʋa, 'kɩ 'ʋ nyibli ‑mʋ', ‑ʋ ꞊tui 'a mʋ ꞊hɩʋɛn a ‑ta', 
MAT.5.45	‑ɛ di꞊e nu, 'aan 'Baɩ Nyɩsʋa, ‑ɛ nɩ 'lɩ yakɔ 'kwli, a 'mʋ 'a 'yonʋ ‑hɛ, ‑ɛ nu꞊o, nyibli ‑bʋ, ‑ʋ kɔ 'crɛ, kɔ 'waa dɛ ‑bʋ, ‑ʋ mɔ ꞊haannyibli, Nyɩsʋa ni꞊e nɩ, 'yrʋ 'ɛ yɩ hʋɛn, 'kɩ 'ʋ ꞊nʋ ‑mɔ'. Nyibli ‑bʋ, ‑ʋ 'sii 'ʋ yɩ, kɔ nyibli ‑bʋ, ‑ʋ 'yɩ 'ʋ yɩ 'sii ‑nɩ, Nyɩsʋa ni꞊e nɩ, 'nu 'ɛ yɩ di, 'kɩ 'ʋ nyibli a pɛpɛ a 'mʋ a ‑ta'. 
MAT.5.46	'Bʋ mɔ, 'ba nʋɛ nyibli nɩ ‑do ‑mʋ', ‑ʋ nʋɛ nɛ 'a mʋ, a 'nɩ 'yee 'lɩ꞊ɩ, ‑ɛ mɔ, 'a ‑tɩ Nyɩsʋa di nu 'a mʋ ꞊haandɛ ‑mɔ. Dɛ nɩ ‑do a 'mʋ, 'crɛkɔnyibli ni꞊e nɩ ‑wɛ. 
MAT.5.47	'Bʋ mɔ, 'ba yɩ 'aan 'dɩayɩnʋ nɩ ‑do ꞊haandɛ ‑mɔ nɩ ni, 'aan ꞊wlɩ 'nɩ 'yee 'lɩ꞊ɩ, ‑ɛ mɔ, a ni dɛ gbagbʋ. Dɛ a 'mʋ, nyibli ‑mʋ', ‑ʋ 'yɩ Nyɩsʋa ‑yi, ʋ ni꞊e nɩ ‑wɛ. 
