GEN.1.1	Talfut kese ding dim bakate, Sunbin-Got e abiil so kawin so mesesem alik alik be kilkese kale. 
GEN.6.11+GEN.6.12	Sunbin-Got e kawtiw biilo yetemeko, “Im ibolow e sili sili nam kuw kai! Kawin dim kale, i sakalaw keko, weng bo bo kuw keko, teifuluko, ganomin ibolow kuw kesomeliwi, alik alik i atin kuw wa wa kukuw kuw kemaliw te. Feinka! Itel mak kunum gel mak kukuw ken so kelomin so kunum banim te.”, angse kale. 
GEN.6.13	Keko beli, Yawe e Noa elo bokolewomele: “Kawin dim kaleem kunum waneng bi so, im ganbin so, sakalaw keko, weng bo bo kukuw so, be atin kuw fian kebe kasike, ne ilo atin kuw banim keyemoki te. 
GEN.6.14	Kasike kame, Noa, ku ais kok am siw fian mak gelolewka! Gesomi, ais gom atew kawin dim em eisneng mak kulusomi, siw tem beem ais kok kut so am so be be eisneng beso gus kabilewolewka! 
GEN.6.15	Siw beem fian e kanekote: Mili dulum elote 150 mita, yelem dulum e: 25 mita. Siw em tiakim e 15 mita kaneko te. 
GEN.6.16	Siw beem gelokolew ding dim e, ku elo kanelom mililbi kelokolew te! Ku kanelom ais kok gaktak so kasilokolew te! Kate, katiw e dolon mak em fian e ben kun em ki atew ke kolewoleka! Kolewko, siw beem tem e am alemsal mak gelolewka! Am mak e dak, am mak e mutuk, am mak e tikin te. Keko beli, siw beem yelem dulum be abisom makmak kalololewka! 
GEN.6.17	Nimtew angom? Ok fian mak dabalalii, e alel toloke kasike. Ne kawin beem mesesem mesesem finik so alakabe be alik alik yenii, i kuanokoliw te. 
GEN.6.18	Kate, ne ku so kitakamin weng mak amkoko, dukoloki te. Fein! Ne kulo nam keni te. Kame, ku kukalem aul waneng biilo kuluko, am siw tem kawtem unolewka! 
GEN.6.19	Uneko, alik alik samal angom biim yanggus mak kulu, imok mak kulu, siw tem da koyem koyem keyemolewka! Mesik esik ok tom ilo kuiaw keyemoke kasike. 
GEN.6.20	Abiil boktak kakabiliw awon so, kawin dim kale kakabiliw samal so, alik alik biim imok so, yanggus so, yemkal yemkal kuw telesomi, kuso siw tem unoliwka! Mesik esik ok tom ilo kuiaw keyemoke kasike! 
GEN.6.21	Keko beli, ku wanin akal kuluko, siw tem dalolewka! Samal im wanin akal, kawtiw yukalem wanin akal, awon im wanin akal kulolewka!”, dangse kale. 
GEN.6.22	Dangei, fein, Noa e em dangse weng be kili wosuko, fein kanelewse kale.
GEN.7.1	Kaneko, iti deiw mak kelei, Yawe e Noa elo weng makso bokolewomele: “Ku nem kiin dim e ken kukuw kuw gelewbelew kunum te. Kasike, ku kukalem aul waneng ilo kuluko, siw tem da koyemolewka! 
GEN.7.2	Samal mesesem ikal mak kuluko, siw tem dalolewka! Samal mali mak nem kiin dim e tokotoko so kebiliw samal bi imkel kuw amen amen kuluko, imok ben kel so yanggus ben kel so yemkal yemkal ben kel mak siw tem elo da koyemolewka! Kate, mali samal nem kiin dim e ninik so kebiliw samal bikati imikel kuw amen amen kuluko, imok e, yanggus e, yemkal yemkal makmak kuw kulolewka! 
GEN.7.3	Abiil em awon bakati ben kel imok e, ben kel yanggus e, yemkal yemkal ben kel kulolewka! “Mesik esik kawin dim kaleem samal alik alik biim mongom e atin kuw banimokoliw kai!” angomi, kelolewka! 
GEN.7.4	Nimtew angom? Ben kel ding banimi, ne suuk fian mak mit dabalaloki kasike. Taw ding akati, mililiw ding akati, akalka fo akalka fo ding tulun kuw kelokobe be, fu alew ding keloke te. Keko beli, kawin dim kaleem mesesem mesesem finik so biliw bi atin atin kuiaw yen banim keyemokite.”, dangse kale. 
GEN.7.5	Dangeko, Noa e Yawe em dangse weng be kiliko, fein gelewse kale.
GEN.7.6	Ok dang ok fole fole kelewse beem talse ding e Noa em itol e 600 kese kale.
GEN.7.7	Kelei, Noa so, akalem aul waneng biso, alik alik i siw tem elo unsiliw kasike, ok dang ok fole fole kelewse be ilo yeninba kese kale.
GEN.7.8	Keko beli, awon so, samal mesesem so, mali Sunbin-Got em kiin dim tokotoko so kebiliw samal biso, mali Sunbin-Got em kiin dim ninik so kebiliw samal biso, 
GEN.7.9	imok so, yanggus so, alik alik i ba teliwi, Noa e ilo siw tem da koyemse kale. Feinka! Kanelewse alik alik be Sunbin-Got em Noa elo dangse weng beelo ki kelewse kale. 
GEN.7.10	Anfel e, ben kel ding uneko, banimei, ok dang ok fole fole keko, telesomi, kawin dim alik alik kasi kolewse kale.
GEN.7.11	Noa em itol e 600 keko, auk teben em kayow e, mali em guel ding kelei, abiil so kawin so kaloko, ok inkalso mak fuktem da telei, abiil dim emikal
GEN.7.12	suuk inkalso mak mitse kale. Suuk kuw man bom mene tak mene tak belei, mililiw banim taw banim, fu alew ding kese kale. 
GEN.7.13	Suuk telse ding kabalak be, Noa so, em muluwel alemsal Sem o, Kam o, Yafet biso, ikalem kalel kumel biso, alik alik kunum waneng bi siw tem unsiliw kale. 
GEN.7.14	Unsomeliwi, kut samal so, am samal so, samal teing yan banim so, awon so, mesesem mesesem bel aliw so, alik alik samal bi 
GEN.7.15+GEN.7.16	Noa eso, siw tem unsiliw kale. Feinka, samal bi yemkal yemkal kuw keko, siw tem unsiliw kale. Feinka! I Sunbin-Got em Noa elo angse kitil weng beelo kilele gelewsiliw kale. Gelewsomeliwi, Sunbin-Got akalem ete siw em am yal aise kale.
GEN.7.17	Ailei, fu alew ding kesomelei, ok dang ok fole fole fian be fasuko, siw sel elo daolei, e kawin be koleweko, katiw unko, 
GEN.7.18	Ok fole fole fasu kebe okmun beem dim kel danong danong angse kale. 
GEN.7.19	Angeko, ok fian be siw beelo alik gulok gulok uneko, amgu fian sel dim alikum atin kuw kasi kolewse kale. 
GEN.7.20	Kolewsomelei, ok be amgu tikin fian tiakim beelo atin kuw kasi kolewsomelei, katiw katiw uneko, ben kel em mita bakilewse kale.
GEN.7.21	Beem ding dim kabalak e, ok fole fole be am samal bi so, kut samal bi so, awon bi so, samal yan banim teing banim so, kawtiw so, alik alik finik so biliw biilo tom kuyaw kuyaw yese kale. 
GEN.7.22	Feinka! Ok kut bomi, tiow kawin dim alakabiliw finik so bin eisneng alik alik i atin kuw kuansiliw kale.
GEN.7.23	Beli, Sunbin-Got e kunum waneng so, am samal so, kut samal so, abiil em awon so, samal yan banim teing banim so, alik alik finik so biliw eisneng biim mongom ete ok tomelei, alik alik ilo kuiaw kuiaw yenei, i kuansiliw kale. Kate, Noa so, akalem siw tem talsiliw samal iso, eso biliw kunum waneng biso, ite kuw kuaninba kesiliw kale. 
GEN.7.24	Keko beli, ok dang ok fole fole be fian kuw keko, fasuko, belei, 150 ding kese kale.
GEN.8.1	Beli, Yawe e siw beem tem biliw Noa so, kut samal so, am samal so, alik alik biim ibolow fukunse kale. Fukuneko, inim fian mak ok tikin dim kel dabalalei, e ok beelo daking dak dak fong so fong so kelewse kale. 
GEN.8.2	Kelewsomelei, ok fuktem da matem talse ok fian beso, suuk ok fian beso, alik alik be kales angse kale. 
GEN.8.3	Keko beli, 150 ding kesomelei, ok singelet singelet kelei, 
GEN.8.4	ben kel kayow mali em guel ding be danese ding kabalak e, Noa em siw Alalat amgu tikin dim ditse kale. 
GEN.8.5	Ok dang fole fole be iti singelet singelet kesomelei, king kel kayow em emisik ding kabalak e, amgu kang akal kaimse kale. 
GEN.8.6	Kaimei, iti fu alew ding banimei, Noa e solow tem mak busuko, 
GEN.8.7	awon guegnok atew mak dabalase kale. Dabalalei, awon be yambisomelei, kawin e tiow kese ding kabalak e, e teineko, iti telinba kese kale. 
GEN.8.8	Keko beli, Noa e ibolow tiaktiak keko, bokolomele: “Ok fole fole be singelet ange sako?”, angesomelei, e awon abim atew mak akal dabalase kale. 
GEN.8.9	Dabalase kate, awon e “Ok e kawin kasise ki kebe kai!”, angomi, em dim teinomin dim fenbiko, dim banim kelei, iti talse kale. Telei, Noa e akalem teing danong kut elo dako, awon beelo aluweko, iti am dase kale. 
GEN.8.10	Dako, ding fenbelei, iti ben kel ding banime ding dim bakate, e awon abim atew be iti kut elo dabalase kale. 
GEN.8.11	Dabalalei, kuinbelei, awon be iti Noa em fukun talse kale. Telei, Noa e atemete: Ais oliw em kon feis mak ning tamoko, de talse kale. De telei, Noa e kilele kal kelete: “Ok e fein singelet angeko, banimse kai!”, angse kale. 
GEN.8.12	Keko beli, e iti ben kel ding mak fenbomelei, iti awon abim atew be kut elo dabalase kate, awon be iti telinba kese kale.
GEN.8.13	Beli, Noa em itol e 601 kese itol beem emisik kayow em emisik ding kele ding dim bakate, ok fole fole be singelet del kuw kelei, kawin iti tiow kese kale. Beli, Noa e siw beem tikin am kon fat keleweko, kiineng kelomete: “Ataan e, kawin tiow kele kai!”, angse kale. 
GEN.8.14	Angei, auk teben kayow em mali em ketket ding dane ding kabalak e, kawin be fein tiow kese kale.
GEN.8.15	Kelei, Yawe e Noa elo bokolewomele: 
GEN.8.16	“Kame, ku so, kom muluwel so, kom muluwel im kalel kusel so, alik alik yu siw tem be kolewko, kut unina! 
GEN.8.17	Mesesem mesesem samal biso, awon biso, samal teing yan banim so, alik alik ikati kut unina! Uneko, kawin dim dak koyemew kano, i fukalako, men kaileko, al kelina!”, dangse kale. 
GEN.8.18	Dangei, Noa yelimeli bi siw be kolewko, kawin dim elo talsiliw kale. 
GEN.8.19	Teliwi, mesesem mesesem samal biso, awon biso, samal teing yan banim biso, alik alik bikati siw tem koleweko, kawin dim elo talsiliw kale.
GEN.8.20	Keko beli, Noa e aik ayem mak fakalasomi, samal so, awon so, Sunbin-Got em kiin dim e tokotoko kebiliw samal alik alik im mutuk e makmak makmak kuluko, aik ayem beem dim dukusomi, weing dako, ilo kainbelei, Yawe elo “Weso! Seyo!”, dangse kale. 
GEN.8.21	Dangei, Yawe e aik ayem beem takfol dong dong deik be kimileweko, “Kamge ati te!”, angeko, bokolomele: “Ne iti kawin be makso nam yakok keli te. Feinka! Kawtiw aul dim telbiko, fasel dim akati, diwkuw diwkuw i wa kukuw beem dulum elote kuw fukunkabiliw kai! Fein! Finik so biliw alik alik biilo iti kaneyemsi emdiw nam keyemi te. 
GEN.8.22	Kawin dim kaleem baniminba keko, boke ding dim kabalak, wanin kaimin ding so, wanin wanbin ding so, aneng gilil ding so, aneng mamin ding so, am ken am ding so, am suuk so ding so, taw so mililiw so ding so, kaneko ding be nam banime te.”, angse kale.
GEN.9.1	Angeko, Sunbin-Got e Noa so, em muluwel iso alik ilo bamki so keyemeko, ilo bokoyemomele: “Aul duku dak duku dak, banso keko, kawin dim kale gek gek kelina!
GEN.9.2	Mesesem kawin dim samal biso, abiil awon biso, okmun bin em samal biso, alik alik samal bi yom angan fingansomeliwi, ne ilo yom teing dim da koyemi te. 
GEN.9.3	Sua kel e, ne yulo ais so, ais dem so, mesesem esneng beemdiw koyemeko, “Yom wanin te!”, yangsi kate kame, ne yulo mesesem finik so bin alik alik bi duyemeko, yom wanbin angom dukuyemi te. 
GEN.9.4	Duyemi kate, samal em kaim e yu kanelom wanbokoliw te! Nimtew angom? Samal im finik e kaim dim kel be kasike.
GEN.9.5	Fein! Nimin samal so, kawtiw so, i mali kawtiw ite mak yeniwi, i kuaniw tewe, i kilelbiko, boliwka! Yenokoliw kawtiw biim kaim finik so be busel yemiw tewe, ne kanebiliw biilo yan ilum fian mak duyemoki te! 
GEN.9.6	Ne kunum waneng nakalem atew kilel dukusi kasike, nimin kawtiw ite mak kunum waneng ilo atin kuw yeniwi, i kuaniwe tewe, yeniw kawtiw bikati yeniwi, i kuanoliwka!
GEN.9.7	Kuanokoliw kate, yukalem e aul duku dak duku dak keko, banso banso kesomi, kawin dim kale, gek yak yak keloliwka!”, yangse kale.
GEN.9.8	Yangeko, Sunbin-Got e iti Noa yelimel ilo weng mak bokoyemomele: 
GEN.9.9+GEN.9.10	“Kame kuw, ne yuso, yom muluwel dow iso, kut samal biso, am samal biso, awon biso, samal teing yan banim biso, alik yuso siw tem kolew teliw finik so biliw biso kitakamin weng mak dukuyemi te. 
GEN.9.11	Dukuyemi kitakamin weng be kanekote: Ok dang fole fole fian beemdiw makso telesomi, kawin kaem mesesem finik so alik alik bi nam iti yene te.”, yangse kale. 
GEN.9.12	Yangeko, iti weng mak bokoyemomele: “Nem yuso, alik finik so biliw biso, alik alik yulo dukuyemsi kitakamin weng be diwkuw diwkuw nam banimoke te. Kasike kame, ne yuso, yom dow mining alik alik iso, alik alik yulo eisneng mak dukuko, yulo kukuyemite: Nakalem weng kitakamin weng be fein diwkuw diwkuw boke te. 
GEN.9.13	Nem tele kawin dim tele beem mutuk be gawal mak falal keli te. Gawal be yukam dim bomelei, yu elo atemeko, kal keliwete: Nakalem kitakamin weng be akokow keko, nam koli te. 
GEN.9.14	Yu atemokoliw te! Nem yukam dabalaloki ding dim e, gawal mak yukam dim kel falalemoke te. 
GEN.9.15	Falalemoke ding dim e, nem yuso, samal iso, dukusi kitakamin weng beelo ibolow fukunbomelii, kilele aluwboki te. Feinka! Ok dang fole fole mak beemdiw iti teleko, mesesem mesesm finik so biliw bi nam banim keyeme te. 
GEN.9.16	Feinka! Gawal fokole ding dim bakate, ne elo atemeko, kawin dim kaleem finik so biliw eisneng alik alik ilo dukuyemsi kitakamin weng beelo ibolow fukunbomelii, kilel aluwboki te.”, yangse kale. 
GEN.9.17	Yangesomelei, e Noa elo bokolewomele: “Kawin dim kaleem finik so biliw alik alik i gawal be atemeko, kilele kal keliwete: Nakalem e kitakamin weng beelo nam akokow keko, koli te.”, dangse kale.
GEN.9.18	Keko beli, Noa em muluwel alemsal im wiin e kanekote: Mak e Sem e, mak e Kam e, mak e Yafet ete te. Bomelei, Kam e Kenan em alew kese kale. 
GEN.9.19	Kawin dim kaleem kunum waneng angom alik alik i Noa em muluwel im mining dow kuw te.
GEN.9.20	Keko beli, Noa e wanin musun kaimin kunum kese kasike, e ais wain musun bilal kuw kaimale kale. 
GEN.9.21	Kaimeko, wain ok kelei, e elo wanenale kale.
GEN.9.21	Deiw mak ding mak, Noa e wain ok fian fian kuw wanesomelei, kiin felfel beit nam kelewei, e akalem ilim gulu koleweko, kal fitew kuw kesomi, akalem samal kal benemin am tem akalbomi, buelemse kale. 
GEN.9.22	Buelbelei, Kenan em alew, Noae em min Kam e am matem teleko, alew elo atemete: E kal fitew kuw kesomi, buelbelei, atemse kale. Atemse ki, iti kut uneko, akalem awkunum alew ilo kalan bakayem unse kale. 
GEN.9.23	Unei, awkunum kusel alew bi em yangse weng be kiliko, ilim kom mak kulusomi, king dim dukuko, ibiksin ibiksin teleko, alew em anggil fitew beelo ateminba tew keko, alew elo kasi kolewsiliw kale. 
GEN.9.24	Keko beli, alew em iti teinse ding ete, em fukunin e iti dolon kesomi, min Kam kanelewse kukuw wa beem sang kilise kasike, 
GEN.9.25	gaaneko, yakok fian mak bokolomele: “Yakok fian mak Kam em min Kenan so, em muluwel dow so ilo keyemo yo! I ikalem awkunum kusel im sak weng afak kunum kebokoliw tako!”, angse kale. 
GEN.9.26	Angeko, weng makso mak bokolomele: “Ne Yawe em wiin fian daolewkabi te! E Sem em Sunbin-Got ete te. Kate, Kenan be Sem em sak weng afak kunum keboke te.”, angse kale. 
GEN.9.27	Yangeko, iti weng makso bokolomele: “Sunbin-Got ku Yafet em kawin bamdako, nengso nengso tiak kelewa! Fein! Yafet e akalem awkunum Sem em am dim kel, diwkuw diwkuw kenabin mak kuluko, teinoke te.”, yangse kale.
GEN.9.28	Keko beli, ok dang fole fole ok em banimse ding dim bakate, Noa e iti itol 350 makso bise kasike, 
GEN.9.29	em bise itol alik alik bongguko, itol 950 kesomelei, fe e kuanse kale.
GEN.10.1	Sang be Noa em muluwel Sem o, Kam o, Yafet o, im sang te.
GEN.10.1	Ok dang fole fole banimse ding kabalak e, Noa em muluwel alemsal bikati muluwel kailsiliw kale.
GEN.10.2	Yafet em muluwel im wiin e emisik aul e Gomel, em teben e Magok, Madai, Yawan, Tubal, Mesek, fefe ning ful e Tilas te.
GEN.10.3	Gomel em muluwel im wiin e Askenas, Ilifat, Togalma.
GEN.10.4	Yawan em muluwel im wiin e Elisa so, Talsis so. Em min Kit e Kit aneng fian kasel im kunum mongom kelei, em min Dodan e Dodan aneng fian kasel im kunum mongom kese kale.
GEN.10.5	Keko beli, Yafet em muluwel dow i okmun fian beem beleng so, okgung so, aneng aneng beem kasel kesiliw kale. Kesomeliwi, ikalem angin amen, ikalem weng amen, ikalem abiw aneng amen amen keko, kesiliw kale.
GEN.10.6	Kam em muluwel im wiin kanekote: Emisik aul e Kus, em teben e Isiw, Ilibia, Kenan te.
GEN.10.7	Kus em muluwel im wiin e Seba, Kabila, Sawta, Alama, Sawteka. Alama min alew dukulomei, im wiin e “Seba so, Dadan so.” yangse kale. 
GEN.10.8	Kus e min makso dukuko, em wiin e “Nimolot”, dangse kale. E kawin dim em emisik kak kunum wiin kitil so kamok kesomi, 
GEN.10.9	Yawe em kiin dim kel samal yemin kunum fian kese kale. Kese kasike, kunum waneng i em wiin daolewko, em sang aneng aneng elo bakam unsiliw kale. 
GEN.10.10	Nimolot be Babilonya aneng fian ka kel abiw mutuk fian mak duku tem duku tem gesomi, im wiin e “Babel, Elek, Akat, Kalne.”, yangse kale. 
GEN.10.11	Keko beli, Nimolot e Babilonya aneng fian koleweko, Asilia aneng fian kalo unesomi, teleko, ka kel e iti abiw mutuk fian mak duku tem duku tem gese kale. Abiw mutuk fian biim wiin e “Ninibe, Elebototil, Kala, 
GEN.10.12	Elesen.”, yangse kale. Ninibe abiw mutuk fian koleweko, Kala abiw mutuk fian tele tele biim mutuk dim e e Elesen abiw mutuk fian be gese kale.
GEN.10.13	Isiw em muluwel im wiin e “Ilidia, Anam, Elekaw, Nawtu, 
GEN.10.14	Fatulus, Kasulu, Kilit.”, yangse kale. Kilit e Filistia kunum waneng biim kunum mongom kese kale.
GEN.10.15	Kenan em muluwel i wiin e kanekote: Emisik min em wiin e Saidon te. Emteben min em wiin e Kit te. 
GEN.10.16	Muluwel makso im wiin e Yebus so, Amol so, Gilgas so, 
GEN.10.17	Kibi so, Alka so, Sini so, 
GEN.10.18	Albat so, Semal so, Kamat so kesiliw kale. Yangmeli bi kawtiw banso biim kunum mongom kesomi, aneng aneng bayemeleko, ka tein ka tein kesiliw kale.
GEN.10.19	Keko beli, Kenan em muluwel dow im abiw mutuk fian duku tem duku tem kesiliw kasike, im aneng fian beem awet e kanekote: Saidon abiw mutuk fian koleweko, falal falal uneko, Galal abiw mutuk fian uneko, Gasa abiw mutuk teleko, Sodom so, Gomola so, abiw mutuk fian alew koleweko, iti falal falal uneko, Adama so, Seboim so abiw mutuk fian alew beelo uneko, Elesa abiw mutuk fian teleko, ka kel ayet kese kale. 
GEN.10.20	Keko beli, Kam em muluwel dow ikalem angin amen, ikalem weng amen, ikalem abiw aneng amen amen keko, kesiliw kale.
GEN.10.21	Beli, Noa em emisik min Sem akati muluwel dukuse kale. E Ebel em muluwel dow biim kunum mongom kese kale. 
GEN.10.22	Sem em muluwel im wiin e kanekote: Emisik dil e Elam kelei, emteben e Asul so, Alfaksat so, Ilidia so, Alam so kesiliw kale.
GEN.10.23	Alam em muluwel im wiin e kanekote: Us, Kul, Getel, Mas.
GEN.10.24	Alfaksat e Sela em alew kese kale. Kesomelei, Sela e Ebel dukuse kale. 
GEN.10.25	Ebel e min alew mak dukuse kale. Mak em wiin “Felek”, dangeko, mak em wiin e “Yoktan”, dangse kale. Ebel em Felek
GEN.10.26	Yoktan em muluwel i kanekote: Almodat, Selew, Kasalmabet, Yela, 
GEN.10.27	Kadolam, Usal, Dikala, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofil, Kabila, Yobaw te. Aul muluwel banban bi Yoktan em muluwel ite. 
GEN.10.30	Ikalem aneng fian e Mesa abiw mutuk fian kalote uneko, Sefal abiw mutuk fian teleko, ataan tele dulum beem amgu mit mewso kese kale.
GEN.10.31	Keko beli, Sem em muluwel dow ikalem angin amen, ikalem weng amen, ikalem abiw aneng amen amen keko, kesiliw kale.
GEN.10.32	Sang be, kunum mongom Noa beem muluwel alemsal biim mining dow im sang te. Im muluwel dow alik alik i ikalem angin amen amen kesomi, ikalem kawin aneng amen amen kuluko, ka tein ka tein kesomeliwi, kawin fe abiil fe alik alik be geksiliw kale.
GEN.11.1	Sua e, kawin dim kaleem kunum waneng alik alik i bomelei, weng makmak kuw bakamaliw kale. 
GEN.11.2	Beli, bomeliwi, i ataan tele dulum elote unsomi, Babilonya aneng fian kel bamda dim aneng fian mak elo telesomi, ka kel teinsiliw kale. 
GEN.11.3	Teinsomeliwi, i bokolomeliw: “Kae! Kame, nu kawin mak ais fuko, em kitil e tum emdiw kele ding kabalak e, nu tum be kuluko, tum kun am inkalso, tiaktiak mak geluma!”, angsiliw kale. Angeko, fein, i tum be kuluko, beem dim kawin dim em eisneng ais gom atew dukusomi, am ki dum ki kelewko, tum fatmo fatmo kelew kelew keko, am tiak tiak mak gesiliw kale. 
GEN.11.4	Gemsomeliwi, i bokolomeliw: “Kame, nu nukalem abiw mutuk fian mak geluma! Abiw mutuk fian kaleem am aliam mak tiaktiak kuw geluma! Am beem kak e abiil atin mutuk mutuk daluw kano, kawtiw i atemeko, nulo wiin fian mak duyemokoliw te! Kanelom mesik esik, nu amen amen keko, aneng aneng ka tein ka tein kelokoluw kasike!”, angsiliw kale. Angeko, fein i am aliam tiakim gem kawtem unsiliw kale. 
GEN.11.5	Gem kawtem unsomeliwi, Yawe e abiil tikin kolew teleko, kawtiw biim abiw mutuk fian so, im am aliam gesiliw beso, atemeko, 
GEN.11.6	bokolomele: “Fein! Kunum waneng bi bongguko, kawtiw angin makmak kuw kesomi, ibolow ki, weng ki makmak kuw kesomeliwi, aluwbamin fian be aluwkabiliw te. Kame, ikalem ibolow kuw kanelew unbiliwi, i ki keko, aluwbamin alik alik fein kelokoliw kasike. 
