MAT.1.1	Abraham tapa David, tapa Jesu Krist khangthu bu.
MAT.7.10	Ahihkeileh ngasa ngentaleh gul pia ding? 
MAT.7.11	Ahihleh nou migiloute`n bawn, na tate uh kiang a silhoih piak nadan natheih uleh, na Pa uh van a om in a kiang a ngente kiangah silhoih piak nadan theisiam zawsem lou ding maw!
MAT.7.12	“Tuajiakin sil bangkim mi`n na tung ua bawl ding a na deih bang uh, amauh tungah zong bawl un: tuapen da`n bangtak leh Jawlneite thu mawng ahi. 
MAT.7.13	“Kong kawchi`k ah lut un, manthaina lutna kong a jaia, tualeh a lampi zong alian hi, hihlam a pai mi atam hi. 
MAT.7.14	Ajiak hinna a paina kong a kawchi`k a, alampi zong aneu hi. Tualeh amute zong tawmnou khat ahi uhi.
MAT.7.15	“Jawlnei takloute a pan pilvang un; belam vun silh in na kiang uah ahung paijel ua, hinanleh asunggil uah ngia duhgawl bang ahi uhi. 
MAT.7.16	Amauhte pen agah in akithei ding uhi. Mi`n lingbawk a pan grepgah a loungai uh maw, Ahihkeileh pakkung a pan thei a loungai uh maw? 
MAT.7.17	Tuachimah bangin singkung hoihte agah zong ahoih a, hinanleh singkung siate agah zong asia hi. 
MAT.7.18	Singkung hoih in gahhoihlou a suangngai kei a, singkung hoihlou in zong gahhoih a suangngai kei hi. 
MAT.7.19	Singkung gahhoih suanglou jousiah aphuk ua, meilak ah apai uhi. 
MAT.7.20	Tuajiakin, agah ua panin amauhte nathei ding uhi.
MAT.7.21	“ ‘Toupa, Toupa,’ hung chi jousiah van gam ah alut kei ding uh, hinanleh kuapeuh van a om ka Pa deihlam bawlte bek alut ding uhi. 
MAT.7.22	Tuani chiangin mi tampi`n, ‘Toupa! na min in thu ka gen uh hilou maw, Na min in dawite ka hawlkhia uh hilou maw, Tualeh na min in sillamdang tampi ka bawl uh hilou maw!’ achi ding uh hi. 
MAT.7.23	Tuachiang in ken, ‘Nou sil gilou bawlte aw, ka kiang a pan paimang un. Ken noute kung theingai kei!’ ka chi ding hi. 
MAT.7.24	“Tuajiakin Ka thugen ja a ajui mite pen, mipil suangpi tung a innlam mite tawh kateh ding hi. 
MAT.7.25	Tuachi`n guah ahung ju a, tui ahung khang a, huih ahung la`ng a tua inn ahung mutgawp a, suangpi tung a kiptak a lam ahihjiak in apuk kei hi.
MAT.7.26	“Hinanleh kuapeuh hih ka thugen ja a, juiloute pen, mimaw sehnel tung a innlam tetawh kateh kak ding hi. 
MAT.7.27	Tualeh guah ahung ju a, tui ahung khang a, tualeh huih ahung la`ng a, tua inn ahung mutgawp a; apuk a, achimjan dimdem hi!”
MAT.7.28	Tualeh Jesu`n hih thute tengteng a genzoh in mipite`n a thuhilhte lamdang asa mahmah uhi. 
MAT.7.29	Laigelhmite banglou a, thuneihna nei khat bangtak a amauhte thu a hilhjiak in.
MAT.8.1	Mual a kipan a amah ahung kumsuk zoh in, mipi thupitak in anung ajui uhi. 
MAT.8.2	Tualeh ngaiin, miphak khat a hungpai a, Toupa nang na utleh nung siangthousak thei hi chi`n amah abia a.
MAT.8.3	Tuatakin Jesu`n akhut ajankhia a, amahpa a khoih a, “Ka ut hi, Siangthouta in!” achi a, manlangtak in aphakte ahung siangthouta hi. 
MAT.8.4	Tuachi`n Jesu`n akiang ah, “Kuamah hilhlou dingin pilvang in, hinanleh pai inla siampu kiang ah vakilak inla; Mosi in sil piak ding achihte valan in, atheihchian na ding un,” achi hi. 
MAT.8.5	Tualeh Jesu Kapernaum khua alut khit takin, galkap zalamkai khat hungpai in a kiangah ahung ngetsak a: 
MAT.8.6	“Toupa, ka silapa jengin inn ah alum a, lauhuaitak in a thuakgim mahmah hi,” achi a,
MAT.8.7	Tualeh Jesu`n akiang ah, “Kungpai ding a kung damsak ding,” achi a,
MAT.8.8	Galkap zalamkaipa`n, “Toupa ka inn nang hungpaina ta`k ahikei, hinanleh thu tengkhat genlechin ka suakpa adam ding hi. 
MAT.8.9	Kei zong, mi thuneihna nuai a om ka hi a, kanuai ah galkap a om ua, tualeh khat kiangah, ‘Paiin!’ ka chihleh amah apai a, tualeh adang khat kiangah, ‘Hungpaiin!’ kachihleh amah a hungpai a; tualeh ka silapa kiangah, ‘Hih bawlin!’ ka chihleh aman a bawljel hi,” achia, a dawng a.
MAT.8.10	Tuachia Jesu`n azaktak in lamdang asa mahmah a a nungjuite kiangah, “Adiktak in kung hilh ahi, Israelte lak ah zong hihbang a ginna thupi ka mungai naikei, achi hi. 
MAT.8.11	Tualeh na kiang uah kung hilh ahi, suahlam leh tumlam a kipan mi tampi a hungpai ding ua, van gam ah: Abraham, Isak leh Jakobte tawh a toukhawm ding uhi. 
MAT.8.12	Hinanleh gam tate pen pualam mial ah paihkhiat in a om ding uhi. Tua-ah kah leh hagawina aom ding,” achi hi. 
MAT.8.13	Tuachi`n Jesu`n galkap zalamkaipa kiangah, “Paita in, na ginta`k bangin nang a dingin bawl ahi ding,” achi hi.
MAT.8.13	Tualeh hihhun mah in a silapa damsak in a om hi.
MAT.8.14	Tualeh Jesu Peter inn a a hunglut tak in, asungnu nattun a damloua lum amu hi. 
MAT.8.15	Tualeh aman a khut atham a, tuachi`n a nattun pen adamta hi. Tuachi`n amahnu athou a, ana uh a sepsakta hi.
MAT.8.16	Tualeh nitaklam ahung hih takin, dawimat mi tampi a kiangah ahung paipih ua, tualeh aman a kam a thu tawh dawite a delhpawt a, tualeh adamlou jousiah a damsaksiang hi. 
MAT.8.17	Jawlnei Isaiah in: “Amah in i hatlouhnate ala a, i natnate a puamang,” chia agenpen hung tuntheihna ding in. 
MAT.8.18	Tualeh Jesu`n a kimkawt a mipi tampite amuhtak in, galkhat lam a pai dingin thu apia a. 
MAT.8.19	Tuachi`n Laigelhmite khat a kiang a hungpai in, “Siapa, Na paina teng ah kungjui ding hi,” a chi a.
MAT.8.20	Tuachiah Jesu`n a kiangah, “Si-alte`n kua anei ua, tungleng vasate`n zong bu anei, hinanleh Mihing Tapa-in lu-ngaknang mun khoimah ah anei kei,” achi hi.
MAT.8.21	Tuachi`n a nungjuite lak a khat in akiang ah, “Toupa vapai ningin kapa vavui masaphot ning,” achi hi.
MAT.8.22	Hinanleh Jesu`n a kiangah, “Hungjui in, misi in a misi uh ana kivui nading uhi,” achi hi.
MAT.8.23	Tualeh gunkuang sunga a lutkhit takin, a nungjuite`n amah ajui ua. 
MAT.8.24	Thakhat in tuipi tung a kipan huihpi hattakin ahung la`ng a, tuachi`n gunkuang ahung kihotsakta a. Hinanleh amah pen a ihmu lai hi. 
MAT.8.25	Tuachi`n a nungjuite a kiangah a hungpai ua, “Toupa koute hung hundam in! Mangthang ding ka hita uh!” chi`n amah ahung phong ua.
MAT.8.26	Hinanleh aman akiang uah, “Nou ginna tawmte aw! Bangding a lau nahi ua?” achi a, tuazoh in amah a thoukhia a, huihpi leh tuipi a atai a, tuachi`n ahung daisiang sipsipta hi.
MAT.8.27	Tualeh mite`n lamdang asa ua, “Hih mipa, bang chibang mi ahia? Huih leh tuipi nangawn in athu aman uh!” achi ua.
MAT.8.28	Tuachi a Gadara gam langkhat lam a a hungpai takin, dawimat pasal nih han a kipan hungpawt in ahung tuak ua, ahang mahmah ua, tualeh hih lampi ah kuamah a paithei kei uhi. 
MAT.8.29	Tualeh thakhat in ahung kikou khia ua, “Jesu, nang Pasian Tapa, nang leh kou bang kisaina nei ihi hiam? ahun tunma a koute bawlgenthei ding a hihteng a hungpai nahi maw?” achi uhi.
MAT.8.30	Tualeh a kiang ua kipan gamlalou ah vok-hon tampi aom ua. 
MAT.8.31	Tuachi`n dawite`n, “Koute nung delhpawt ding a ahihleh vok-honte sung a lutding hung phalsak in,” chi`n a kiangah a ngen ua.
MAT.8.32	Tualeh aman a kianguah, “Pai un,” achi a; tualeh ahung pawtkhiat tak un, vok-honte sungah alutpai ua. Thakhat in vok-hon jousiah ken a kipan ahung taisuk ua, tuipi sungah atailut ua, tuilak ah a mangthangta uhi.
MAT.8.33	Tuatakin ganchingte atai ua khuapi sungah apai ua, dawimat pasal nihte tungtang a sil omdan leh sil omdan bangkim a hilhta uhi. 
MAT.8.34	Tuachi`n khua a pat mipite hung pawtkhia in Jesu kiangah a hungpai ua, amah amuhtak un, agam uh paisan dingin a ngenta uhi.
MAT.9.1	Tuachi`n Jesu gunkuang khat ah alut a, agalkai a, ama khuapi ah a hungtungta hi, 
MAT.9.2	tualeh ngaiin, lupna tung a lum jeng khat a kiang ah a hungpua uhi. Jesu`n a ginna uh amuhtak in a jengpa kiangah, “Tapa, kipak in om in! na khialhnate ngaihdam ahita,” achi hi.
MAT.9.3	Tualeh laigelhmi amau sung a kuahiam khat in, “Hihpa in Pasian agensia!” achi a.
MAT.9.4	Hinanleh Jesu`n a ngaihsutte uh athei a, “Bangding a na lungsim ua gilou ngaihtuah nahi ua? achi hi. 
MAT.9.5	‘Na khialhna ngaihdam hihen,’ chihleh, ‘Thou inla nakeng in paiin chih khoipen agen baihlam pen dia’? 
MAT.9.6	Hinanleh mihing Tapa in leitung ah khialhnate ngaihdam theihna thuneihna anei chih na theihna ding un.” Tuachi`n aman a jengpa kiangah, “Thou inla, na lupna la inla na inn ah paita in!” achi hi.
MAT.9.7	Tuachi`n amah athou a a inn ah apaita hi. 
MAT.9.8	Mipite`n hih amuhtak un, lamdang asa ua, huachibang bawltheihna mihingte kiang a piapa, Pasian aphatta uhi.
MAT.9.9	Tualeh huamun a pan Jesu apaijom jel laiin, siah piakna zum a tou mikhat amin Mathai kichi amu a, aman akiang ah, “Hung juiin,” achi a.
MAT.9.9	Tuachi`n amah zong adingkhia a ajuipaita hi. 
MAT.9.10	Tualeh hichi ahi a, Jesu a innsung a dohkan geia atoulai in, ngaiin, siahdong mite leh mikhialte a hungpai ua, amah leh a nungjuite kiangah a hungtou ua. 
MAT.9.11	Pharisaite`n tua amuhtak un, a nungjuite kiangah, “Bangding a na siapa un siah dongmite leh mikhialte tawh an nekhawm ahia?” achi ua.
MAT.9.12	Hinanleh Jesu`n tuabang a jaktak in, aman akiang uah, “Mi chidamte`n daktor a poimoh kei ua, hinanleh damloute`n apoimoh uhi, achi hi. 
MAT.9.13	Hinanleh kithoihna deihlou in zahngaihna ka deih hi, bang chihna hiam chih pai unla vazil un; ‘midikte sam ding a hungpai ka hikei a, mikhialte sam ding a hungpai ka hijaw,’ ” achi hi. 
MAT.9.14	Tuachi`n Johan nungjuite a kiangah a hungpai ua, “Bangding a koute leh Pharisaite`n anngawl jel ung a, hinanleh na nungjuite`n ngawllou uh ahia?” achi ua.
MAT.9.15	Tuachi`n Jesu`n akiang uah, “Mouneipa amauh toh a omkhawm laiin alawmte`n Mouneipa a su`nngai uh maw? Hinanleh Mouneipa amauh kiangpan lakmang a aom hun a hungtung ding a, tuahun chiangin amauhte`n zong angawl ding uhi, achi hi.
MAT.9.16	“Kuaman puanlui puan thak toh aphawh ngaikei, a phawhna puanthem in ahung kaikek beh ding a, ahung keksia semsem jaw khading hi. 
MAT.9.17	Kuaman uain thak savun uain thawl lui sungah a thunngai kei uh, atuachih keileh savun thawlte ahung pokkek ding a, a uainte akibua ding a, savun thawl zong ahung sia ding hi. Hinanleh amau`n uain savun thawl thak sungah uain thak athunjaw uh a, tuachi`n anih in a kemhoih tuaktuak uhi,” achi hi.
MAT.9.18	Hihthute akiang ua agen laitak in, ngaiin, vaihawmpa khat hungpaiin amah chibai ahungbuk a, “Ka tanu tutakin asi a; hungpai inla amahnu tungah nakhut hungkoih lechin ahing ding,” achi a.
MAT.9.19	Tuachi`n Jesu a dingkhia a anung ajuita a, a nungjuite`n zong ajuichiat ua.
MAT.9.20	Tualeh thakhat in, kum sawmlehnih sipawt numei khat a nungah hungpai in a puanmong ahung khoih a. 
MAT.9.21	Numeinu`n, “A puan vakhoihkha maimai lengzong, kadam ding hi chi`n amah leh amah a kichi hi.”
MAT.9.22	Hinanleh Jesu akihei a, amahnu a muhtak in, “Tanu aw, kipaktak in om in! Na ginna in ahung damsakta,” achi a. Tuahun a pat in numeinu ahung damta hi.
MAT.9.23	Tualeh Jesu vaihawmpa inn ah alut a. Theile mutte leh sisu`n a mipi au vengvungte a vamuh in, 
MAT.9.24	“Pawt un, numei naupangnu asi ahi kei-a ihmu ahi!” chi`n aman akiang uah achi a. Tualeh amauhte`n simmoh takin amah anuihsan ua. 
MAT.9.25	Tuachia mipite a pualam a a nohkhiat khit tak un, amah asung ah alut a, akhut ah atu a, tuatak in numei naupangnu ahung thouta hi. 
MAT.9.26	Tuachi`n hihthu tua gam tengteng ah ahung thangkhiata hi.
MAT.9.27	Tuachia Jesu tuamun a pat a apawtkhiat laiin, mittaw nih in, “David Tapa, ka tung uah zahngaiin!” chia kikou in anung ajui ua.
MAT.9.28	Tualeh inn a alut leh mittaw nihte a kiang ah a hungpai ua, Jesu`n akiang uah, “Hihte bawlthei dingin kei nunggingta uh hiam?” achi a. Amau`n a kiang ah,
MAT.9.28	“Hi, Toupa!” kung gingta uh! achi ua.
MAT.9.29	Tuachi`n aman amitte uh atham a, “Na gintak bang un, na tung uah tunghen!” achi a, 
MAT.9.30	Tuachi`n amit uh ahung vakta a, tualeh Jesu`n akiang uah, “Kuamah theihlouh dingin pilvang un!” chi`n hahtak in a taihilh a.
MAT.9.31	Hinanleh amauh a pawtkhia ua, tuagam tengteng ah atanchin a thangsakta uhi.
MAT.9.32	A pawtkhiat laitak un, ngaiin, dawimat hamtheilou mikhat a kiangah ahung paipih ua. 
MAT.9.33	Tualeh dawipen adelh khiat takin, a hamtheiloupa ahung hamtheita a, tuatak in mipite`n lamdang asa mahmah ua, “Israelte lak ah hihbang a kimu ngaikei!” achi ua.
MAT.9.34	Hinanleh Pharisaite`n, “Dawite vaihawmpa jal in ahi dawite a hawlkhiat,” achi ua. 
MAT.9.35	Tuachi`n Jesu`n a kikhopna innte uah thu hilh in, van gam tangthupha gen in, damloute tengteng damsak in, natna chiteng damsak in khuapi leh khuaneute ah avak kawikawi hi. 
MAT.9.36	Hinanleh mipite a muhtak in, chingding neilou belamte bang a gimthuak leh kithehthang a aom jiak un amauhte a hehpih mahmah a. 
MAT.9.37	Tuachi`n aman a nungjuite kiangah, “Buh lakding lah atam mahmah a, hinanleh asemmite atawm uhi. 
MAT.9.38	Tuajiakin a buh lading a semdingte sawlding in buh neipa kiangah ngen un,” achi hi.
MAT.10.1	Tualeh aman nungjui sawmlehnihte a sapkhit in, akiang uah kha-ni`nte tung a thuneihna apia a, amauhte hawlkhia ding leh damlouhna chiteng leh natna chiteng damsak ding in. 
MAT.10.2	Tualeh sawltak sawmlehnihte min ahihleh hihte ahi: amasa penin, Simon, Peter zong kichi leh a sanggampa Andru; Jebedi tapa Jakob leh a sanggampa Johan; 
MAT.10.3	Philip leh Bartholomai; Thoma leh siah dongpa, Mathai, Alphai tapa Jakob leh Lebbai, amin khem Thaddaite; 
MAT.10.4	Kananmi Simon, leh juausan a mansakpa Juda Iskariotte.
MAT.10.5	Hih sawmlehnihte Jesu`n a sawlkhia a, tualeh hichi`n thu apia a: “Jentelte lampi ah paikei unla, Samaria mite khuapi ah lut kei un. 
MAT.10.6	Hinanleh Israel nam belam mangte kiangah paijaw un, achi hi. 
MAT.10.7	‘Tualeh na pailai un, van gam anaita!’ chi`n tangthupha genjel un. 
MAT.10.8	Damloute damsak unla, phakte bawlsiangthou unla, misite kaithou unla, dawite hawlkhia unla, athawn a na muh uh ahi a, athawn in pia un. 
MAT.10.9	Na dangka bawm kawnggak uah kham hiam, sumsan hiam, daan dangka hiam kengkei un; 
MAT.10.10	na khualhawhna a dingin thungpi hiam, puan-ak nih hiam, khedap hiam, chiangkhut hiam kengkei un, nasemmi pen anek mutak ahi. 
MAT.10.11	“Tualeh khuapi hi`n khua khat peuhpeuh ah nalut chiang un, nou hungtungsak theiding mi zongkhia unla, na pawtkhiat masiah uh tuamun ah om kinken un. 
MAT.10.12	Tualeh innsung a nalut ding chiang un, ‘Chibai buk un.’ 
MAT.10.13	Inn neite khamuanna tangtak ahih uleh, na khamuanna thu uh atung uah tung hen, ahihhang in khamuanna tangtak ahihkei uleh na khamuanna thu uh noukiang ah hung kileh kik hen. 
MAT.10.14	Tualeh kuapeuh nou hung vaitun nuam loua, nathu uh zong angaihnuam kei uleh, tua inn a kipan hiam, khuapi a kipan a na paichiang un, na kengphang ua leivui thingkhia un. 
MAT.10.15	Adiktak in na kiang uah kung hilh ahi, thukhenni chiangin tua khuapite sangin Sodom leh Gomorrah gamte thuak ding adan a omjaw ding hi. 
MAT.10.16	“Ngaiin! ngia lak a belam om bangin kung sawlkhia hi. Tuajiakin gul bangin pil unla, vakhu bangin poikhoihlou in om un. 
MAT.10.17	Hinanleh mihing lak ah pilvang un, denchiah vaihawmmite maiah a hungtun kha ding ua, a kikhopna inn lak uah ahung jep kha ding uhi. 
MAT.10.18	Tualeh keimah jiakin gam vaihawmtute leh kumpipate maiah Jentelte leh amauhte dikna lahna dingin nou ahung paipih ding ua. 
MAT.10.19	Hinanleh tuachia nou ahung piakkhiat hun chiang un bang chiding, bang gen ding ka hia chi`n lungkham kei un; na gen ding uh ahuntak in na kiang uah piak in na om ding uhi. 
MAT.10.20	A genpa pen noumah na hikei ding ua, hinanleh na Pa uh kha in noumah sung pan in agen nading hi.
MAT.10.21	“Tuin thah dingin a sanggampa`n a sanggampa amansak ding a, pa in a tate a mansak ding a, tate in anu leh apa a dou ding ua; a thatsak ding uhi. 
MAT.10.22	Tualeh ka min jiakin mijousiah huat nahi ding ua, hinanleh kuapeuh atawptan a thuakjoute hundam ahi ding uhi. 
MAT.10.23	Hinanleh hih khuapi a ahung gawt uleh khuapi dang ah taikhia un. Adiktak in na kiang uah kung hilh ahi, Mihing Tapa a hungpai masiah Israel khuapite na tuansuak kei ding uhi.
MAT.10.24	“Nungjui khat pen a siapa tung ah a omngai kei; sila khat zong apu tung ah a omngai kei. 
MAT.10.25	Nungjui khat a siapa banga a om, tualeh sila khat zong apu banga aom ahun hi. Innneipa bawn Beelzebul chia asap uleh, a inn kuanpihte bangzah in ahahchih sem tading ua le! 
MAT.10.26	“Tuajiakin amauhte laukei un. A kilanglou ding a phual bangmah a omkei a, tualeh theihlouh ding a im bangmah a omkei hi. 
MAT.10.27	Mialnuai a nou kung thuhilh jousiah, va`k ah gen unla, tualeh na bilkawm ua na ja`kte uh inntung vum pan in phuangkhia un. 
MAT.10.28	Tualeh taksa pumpi thatthei hinanleh kha thattheiloute laukei unla; hinanleh meidil a ataksa pumpi leh kha anih a hihmang theipa, amah laujaw un. 
MAT.10.29	Vatou nih daan dangka khat in a juakjel uh hilou maw? Ahihhangin alak ua khat zong na Pa uh theihlouh in tual ah akiakei ding hi. 
MAT.10.30	Hinanleh, na lutung ua samzangte nangawn simsiang ahi. 
MAT.10.31	Tuajiakin lau kei un; vatou tampi sang in na manpha jaw uhi!
MAT.10.32	“Tuajiakin kuapeuh mite mai a kei hunggum jousiah, ken zong van a om ka Pa maiah amah ka gum ding hi. 
MAT.10.33	Hinanleh kuapeuh mite mai a kei hung kitheihmoh bawl jousiah, ken zong van a om ka Pa maiah ka kitheihmoh bawl ding hi. 
MAT.10.34	“Leitung ah lemna tunding a hungpai hungsa kei un. Lemna lengsak ding a hungpai ka hikei a, namsau lengsak ding a hungpai ka hijaw hi. 
MAT.10.35	Tapa in apa, tanu in anu, mou in a inpinu dousak ding a hungpai ka hi hi; 
MAT.10.36	tualeh mi agalte amah innkuanpihte lak a mi mah ahi ding.
MAT.10.37	“Kuapeuh anu hiam apa hiam kei sang a itjawte pen kami hitaklou ahi uhi. Tualeh kuapeuh atanu hiam atapa hiam kei sang a itjawte zong kami hitaklou ahi uhi. 
MAT.10.38	Tualeh kuapeuh a kross pua a ka nung hungjuiloute pen kami hitaklou ahi uhi. 
MAT.10.39	Kuapeuh ahinna mu in ata`n ding a, tualeh kuapeuh kei jiaka ahinna ta`n in amu ding uhi. 
MAT.10.40	“Kuapeuh nou hung kipahpihte pen kei hung kipahpih ahi a, tualeh kuapeuh kei hung kipahpihte pen kei hung sawlpa kipahpih ahi uhi. 
MAT.10.41	Kuapeuh Jawlneite Jawlnei ahihjiak a kipahpih in Jawlnei nuamman amu ding. Tualeh kuapeuh midiktatte midiktat ahih jiak a kipahpih in midiktat nuamman amu ding. 
MAT.10.42	Tualeh kuapeuh hih mineute lak a khat kiang a nungjui ahih jiaka tuivot noukhat mai piate zong, adiktak in kung hilh ahi, a nuamman muh ding ata`n kei ding uhi.”
MAT.11.1	Tualeh hichi ahi a, Jesu`n a nungjui sawmlehnihte thu apiak zawzawh in, hua a kipan in hilhding leh a thupuak gen ding in a khuapite uah apaita hi.
MAT.11.2	Tualeh Krist nasepte Johan in thongsung pan a anajak takin, a nungjuite lak a pan mi nih sawl in, 
MAT.11.3	a kiangah, “Hung paidingpa nahi hiam, ahihkeileh midang na ngaklai ding ka hi uh hiam?” achisak a.
MAT.11.4	Jesu`n a kiang uah, “Pai unla sil na muhte uleh na jakte uh Johan vahilh un: 
MAT.11.5	Mittawte a mit uh avakta, kengbaite a paitheita ua, phakte zong ahung siangthouta ua, tualeh bilbingte`n zong ahung jatheita ua, misite zong kaihthoh in ahung omta ua tualeh mijawngte`n zong akiang ua tangthupha kigen asangta uhi. 
MAT.11.6	Kuapeuh Ka tung a lung hihmohna neilou mi pen ahampha uhi!” chi`n ana dawng hi.
MAT.11.7	Amauhte apaikhit tak-un, Jesu`n mipite kiangah Johan thu a genta a: “Bang en ding a gamdai a paikhia nahi ua? Pumpeng huihmut ling maw? 
MAT.11.8	Ahihkeileh bang en ding a paikhia nahi ua? Puannem silh mi khat maw? Ataktak in, puannem silh mite kumpipate inn ah ahi aom uh! 
MAT.11.9	Ahihkeileh kua en ding a pawtkhia nahi ua? Jawlnei en ding in maw? Hitalua kungchi ahi, Jawlnei sang a thupijaw zong. 
MAT.11.10	‘En in, ka tangkou na maiah ka sawl, namai a nalampi sial ding in, chih a tanchin agelh uh tua mipa ahi.’ 
MAT.11.11	Adiktak in na kiang uah kung hilh ahi, numei suan lak ah baptispa Johan sang a thupijaw kuamah asuakkhia kei. Hinanleh van gam a neupen khat zong amah sang in a thupijaw hi. 
MAT.11.12	Tualeh baptispa Johan hun a kipan tutan in van gam in hiamngamna atuak jel a, hiamngamte`n hatthu in ala uhi. 
MAT.11.13	Jawlneite jousiah leh da`nthu in Johan ahung om tanpha in ana genkholh jel uhi. 
MAT.11.14	Tualeh noute`n na sangnuam ua ahihleh hihpen Elijah ahung paidingpa mah ahi. 
MAT.11.15	Kuapeuh, ja`kna ding bilnei jousiahin, ja hen!
MAT.11.16	“Hinanleh, tu-khang bangtawh ka teh dia? Naupang vanjuakna mun a tou a, alawite sam a, 
MAT.11.17	‘theile hung tumsak ung a, lamlou uchin a; su`n ung a, lah kaplou uchin a, chihte bang ahi uh.’ 
MAT.11.18	Johan hungpai a, a ne-in a dawnkei a, ‘Dawinei ahi!’ achi ua, 
MAT.11.19	Mihing Tapa a hungpai a, a ne-in a dawn a, amauhte`n, ‘En un, anhaipa, uain haipa, siah dongte leh mikhialte lawm!’ achi jel ua. Hinanleh pilna pen asil bawlte`n siam atan hi, achi hi.”
MAT.11.20	Tuachi`n a kisik louh jiak un a silthupi bawlna khuapite atai a. 
MAT.11.21	“Korazin, natung agik hi! Bethsaida, natung agik hi! Na kiang a silthupi kibawlte Tura leh Sidon a kibawl hileh, sawtpi a pan la-ip silh a vutlak ah touin a kisik khin tading uhi! 
