GEN.1.1	En el comienzo de todo, Dios creó
GEN.11.10	Estos fueron los descendientes de Sem. Dos años después del diluvio, cuando Sem tenía cien años, nació su hijo Arfaxad. 
GEN.11.11	Después de esto, Sem vivió quinientos años más, y tuvo otros hijos e hijas.
GEN.11.12	Arfaxad tenía treinta y cinco años cuando nació su hijo Sélah. 
GEN.11.13	Después de esto, Arfaxad vivió cuatrocientos tres años más, y tuvo otros hijos e hijas.
GEN.11.14	Sélah tenía treinta años cuando nació su hijo Éber. 
GEN.11.15	Después de esto, Sélah vivió cuatrocientos tres años más, y tuvo otros hijos e hijas.
GEN.11.16	Éber tenía treinta y cuatro años cuando nació su hijo Péleg. 
GEN.11.17	Después de esto, Éber vivió cuatrocientos treinta años más, y tuvo otros hijos e hijas.
GEN.11.18	Péleg tenía treinta años cuando nació su hijo Reú. 
GEN.11.19	Después de esto, Péleg vivió doscientos nueve años más, y tuvo otros hijos e hijas.
GEN.11.20	Reú tenía treinta y dos años cuando nació su hijo Serug. 
GEN.11.21	Después de esto, Reú vivió doscientos siete años más, y tuvo otros hijos e hijas.
GEN.11.22	Serug tenía treinta años cuando nació su hijo Nahor. 
GEN.11.23	Después de esto, Serug vivió doscientos años más, y tuvo otros hijos e hijas.
GEN.11.24	Nahor tenía veintinueve años cuando nació su hijo Térah. 
GEN.11.25	Después de esto, Nahor vivió ciento diecinueve años más, y tuvo otros hijos e hijas.
GEN.11.26	Térah tenía ya setenta años cuando nacieron sus hijos Abram, Nahor y Harán.
GEN.11.27	Estos son los descendientes de Térah, que fue el padre de Abram,
GEN.11.28	murió en Ur de Caldea,
GEN.11.29	Abram se casó con Sarai, y Nahor se casó con Milcá, que era hija de Harán y hermana de Iscá. 
GEN.11.30	Sarai
GEN.11.31	Térah salió de Ur de los caldeos para ir a la tierra de Canaán, y se llevó con él a su hijo Abram, a su nieto Lot y a su nuera Sarai. Sin embargo, cuando llegaron a la ciudad de Harán,
GEN.11.32	Y Térah murió en Harán a la edad de doscientos cinco años.
GEN.12.1	Un día el Señor dijo a Abram:
GEN.12.2	Con tus descendientes formaré una gran nación; te bendeciré y te haré famoso, y serás una bendición para otros.
GEN.12.3	Bendeciré a los que te bendigan y maldeciré a los que te maldigan; por medio de ti bendeciré
GEN.12.4	Abram salió de Harán, tal como el Señor se lo había ordenado. Tenía setenta y cinco años cuando salió de allí para ir a la tierra de Canaán. 
GEN.12.5	Con él se llevó a su esposa Sarai y a su sobrino Lot, y también todas las cosas que tenían y los esclavos que habían adquirido en Harán. Cuando llegaron a Canaán, 
GEN.12.6	Abram atravesó toda la región hasta llegar a Siquem, donde está la encina sagrada de Moré. Los cananeos vivían entonces en aquella región.
GEN.12.7	Allí el Señor se le apareció y le dijo: “Esta tierra se la voy a dar a tu descendencia.”
GEN.12.7	Entonces Abram construyó un altar en honor del Señor, porque allí se le había aparecido. 
GEN.12.8	Luego se fue a la región montañosa que está al este de la ciudad de Betel,
GEN.12.9	Después siguió su camino poco a poco,
GEN.12.10	Por aquel entonces hubo una gran escasez de alimentos
GEN.12.11	Cuando ya estaba llegando a Egipto, Abram dijo a su esposa Sarai: “Mira, yo sé bien que eres una mujer hermosa; 
GEN.12.12	y cuando los egipcios te vean, van a decir: ‘Esta mujer es la esposa de ese hombre.’ Entonces a mí me matarán, y a ti te dejarán con vida para quedarse contigo. 
GEN.12.13	Por eso, para que me vaya bien y no me maten por causa tuya, diles, por favor, que eres mi hermana.”
GEN.12.14	Cuando Abram llegó a Egipto, los egipcios vieron que Sarai era muy hermosa. 
GEN.12.15	También la vieron los funcionarios del faraón, el rey de Egipto,
GEN.12.16	A causa de Sarai, el faraón trató muy bien a Abram. Le regaló ovejas, vacas, esclavos, esclavas, asnos y camellos. 
GEN.12.17	Pero también por causa de Sarai, el Señor castigó al faraón y a su familia con grandes plagas. 
GEN.12.18	Por eso, el faraón mandó llamar a Abram y le dijo: “¿Por qué me has hecho esto? ¿Por qué no me dijiste que esta mujer es tu esposa?
GEN.12.19	Dijiste que era tu hermana y con ello me diste ocasión de tomarla por esposa. Ahora, aquí la tienes. ¡Tómala y vete!” 
GEN.12.20	Entonces el faraón ordenó a sus hombres que hicieran salir de Egipto a Abram, junto con su esposa y con todo lo que tenía.
GEN.13.1	Cuando Abram salió de Egipto, con su esposa y con todo lo que tenía, regresó a la región del Négueb. Su sobrino Lot se fue con ellos. 
GEN.13.2	Abram era muy rico, pues tenía oro, plata y muchos animales. 
GEN.13.3	Del Négueb regresó, poco a poco, hasta llegar al pueblo de Betel, y de ahí se fue al lugar donde había acampado primero, entre Betel y Ai. 
GEN.13.4	Ese era el lugar donde antes había construido un altar, y allí invocó el nombre del Señor.
GEN.13.5	Lot también era muy rico, pues, al igual que su tío Abram, tenía muchas ovejas y vacas, y gente que acampaba con él; 
GEN.13.6	pero el lugar donde estaban no bastaba para alimentar a tantos animales. Ya no podían vivir juntos, 
GEN.13.7	pues los que cuidaban el ganado de Abram se peleaban con los que cuidaban el ganado de Lot.
GEN.13.8	Así que un día Abram dijo a Lot: “Tú y yo somos parientes, y no está bien que haya disgustos entre nosotros, ni entre tus pastores y los míos. 
GEN.13.9	Ahí tienes toda la tierra, para que escojas. Por favor, sepárate de mí. Si tú vas al norte, yo me iré al sur; y si tú vas al sur, yo me iré al norte.”
GEN.13.10	Lot miró por todo el valle del río Jordán y vio que, hasta el pueblecito de Sóar, el valle tenía bastante agua y era como un gran jardín.
GEN.13.11	Entonces Lot escogió todo el valle del Jordán, y se fue al oriente del lugar donde estaban. De esta manera, Abram y Lot se separaron. 
GEN.13.12	Abram se quedó en Canaán, y Lot se fue a vivir a las ciudades del valle, cerca de la ciudad de Sodoma, 
GEN.13.13	donde toda la gente era mala y cometía horribles pecados contra el Señor.
GEN.13.14	Después de irse Lot, el Señor dijo a Abram: “Desde el lugar donde estás, mira bien al norte y al sur, al este y al oeste; 
GEN.13.15	yo te daré toda la tierra que ves, y para siempre será tuya y de tus descendientes. 
GEN.13.16	Yo haré que estos sean tantos como el polvo de la tierra. Así como no es posible contar los granitos de polvo, tampoco será posible contar tus descendientes. 
GEN.13.17	¡Levántate, recorre esta tierra a lo largo y a lo ancho, porque yo te la voy a dar!”
GEN.13.18	Así pues, Abram levantó su campamento y se fue a vivir al bosque de encinas de un hombre llamado Mamré, cerca de la ciudad de Hebrón.
GEN.14.1	En aquel tiempo, Amrafel era rey de Sinar, Arioc era rey de Elasar, Quedorlaómer era rey de Elam, y Tidal era rey de Goím.
GEN.14.2	Estos hicieron guerra contra Bera, rey de Sodoma, contra Birsá,
GEN.14.3	Estos cinco últimos juntaron sus ejércitos en el valle de Sidim, donde está el Mar Muerto.
GEN.14.4	El rey Quedorlaómer los había dominado durante doce años, pero a los trece años los cinco reyes decidieron luchar contra él. 
GEN.14.5	Al año siguiente, Quedorlaómer y los reyes que estaban de su parte fueron a la región de Astarot Carnaim, y allí derrotaron a los refaítas; luego derrotaron a los zuzitas en Ham, a los emitas los derrotaron en Savé-quiriataim,
GEN.14.6	y a los horeos los derrotaron en los montes de Seír y los persiguieron hasta El-parán, que está junto al desierto.
GEN.14.7	Al regresar Quedorlaómer y los que estaban con él, llegaron a En-mispat,
GEN.14.8+GEN.14.9	Entonces los reyes de Sodoma, Gomorra, Admá, Seboím y Bela fueron al valle de Sidim. Allí aquellos cinco reyes pelearon contra Quedorlaómer, Tidal, Amrafel y Arioc, que eran los cuatro reyes de Elam, Goím, Sinar y Elasar. 
GEN.14.10	En todo el valle de Sidim
GEN.14.11	Los vencedores se llevaron entonces todos los alimentos y objetos de valor que había en Sodoma y Gomorra, y se fueron de allí. 
GEN.14.12	Como en Sodoma vivía Lot, el sobrino de Abram,
GEN.14.13	Pero un hombre que había escapado con vida
GEN.14.14	Cuando Abram supo que su sobrino había sido hecho prisionero, juntó a los criados de confianza que habían nacido en su casa, que eran trescientos dieciocho hombres en total, y salió con ellos a perseguir a los reyes
GEN.14.15	Por la noche, Abram y su gente atacaron por sorpresa a los reyes, los persiguieron hasta Hobá, que está al norte de la ciudad de Damasco, 
GEN.14.16	y les quitaron todo lo que se habían llevado. Así liberó Abram a su sobrino Lot, y recobró todas las pertenencias de su sobrino. También liberó a las mujeres y demás gente.
GEN.14.17	Cuando Abram regresó, después de haber derrotado a Quedorlaómer y a los reyes que estaban de su parte, el rey de Sodoma salió a recibirlo al valle de Savé, que es el valle del Rey.
GEN.14.18	También Melquisedec,
GEN.14.19	y bendijo a Abram con estas palabras:
GEN.14.19	“Que te bendiga el Dios altísimo,
GEN.14.19	creador del cielo y de la tierra;
GEN.14.20	y alabado sea el Dios altísimo,
GEN.14.20	que te hizo vencer a tus enemigos.”
GEN.14.20	Entonces Abram dio a Melquisedec la décima parte de lo que había recobrado.
GEN.14.21	Luego el rey de Sodoma dijo a Abram:
GEN.14.21	–Dame las personas y quédate con las cosas.
GEN.14.22	Pero Abram le contestó:
GEN.14.22	–He jurado al Señor, al Dios altísimo que hizo el cielo y la tierra, 
GEN.14.23	no tomar nada de lo que es tuyo: ni siquiera un hilo o una correa para mis sandalias, para que nunca digas que tú fuiste quien me hizo rico. 
GEN.14.24	Yo no quiero nada para mí, excepto lo que ya comieron los criados. En cuanto a los hombres que me acompañaron, es decir, Aner, Escol y Mamré, ellos tomarán su parte.
GEN.15.1	Después de esto, el Señor habló a Abram en una visión y le dijo:
GEN.15.1	–No tengas miedo, Abram, porque yo soy tu protector.
GEN.15.2+GEN.15.3	Pero Abram le contestó:
GEN.15.2+GEN.15.3	–Señor y Dios, ¿de qué me sirve que me des recompensa, si, como tú bien sabes, no tengo hijos? Como no me has dado ningún hijo, el heredero de todo lo que tengo va a ser Eliézer de Damasco, uno de mis criados.
GEN.15.4	El Señor le contestó:
GEN.15.4	–Tu heredero va a ser tu propio hijo, y no un extraño.
GEN.15.5	Entonces el Señor llevó fuera a Abram y le dijo:
GEN.15.5	–Mira bien el cielo y cuenta las estrellas, si es que puedes contarlas. Pues así será el número de tus descendientes.
GEN.15.6	Abram creyó al Señor, y por eso el Señor le aceptó como justo
GEN.15.7	y le dijo:
GEN.15.7	–Yo soy el Señor; yo te saqué de Ur de los caldeos para darte esta tierra como herencia.
GEN.15.8	–Pero, Señor y Dios, ¿cómo podré estar seguro de heredar esta tierra? –contestó Abram.
GEN.15.9	Y Dios le dijo:
GEN.15.9	–Tráeme una ternera, una cabra y un carnero, de tres años cada uno, y también una tórtola y un pichón.
GEN.15.10	Abram trajo todos estos animales a Dios, los partió por la mitad y puso cada mitad frente a la otra; pero no partió las aves. 
GEN.15.11	Y los buitres bajaban sobre los cuerpos de los animales muertos, pero Abram los espantaba. 
GEN.15.12	Cuando empezaba a anochecer, Abram se quedó profundamente dormido.
GEN.15.13	Entonces el Señor le dijo:
GEN.15.13	–Debes saber que tus descendientes vivirán en un país extranjero, y que allí serán esclavos, y que serán maltratados durante cuatrocientos años.
GEN.15.14	Pero yo también castigaré a la nación que ha de hacerlos esclavos, y después tus descendientes saldrán libres y dueños de grandes riquezas.
GEN.15.15	Por lo que a ti toca, morirás en paz cuando ya seas muy anciano, y así te reunirás con tus antepasados. 
GEN.15.16	Después de cuatro generaciones, tus descendientes regresarán a este lugar, porque todavía no ha llegado al colmo la maldad de los amorreos.
GEN.15.17	Cuando ya era de noche y todo estaba oscuro, apareció un horno que echaba humo y una antorcha encendida que pasaba por en medio de los animales partidos.
GEN.15.18	Aquel mismo día el Señor hizo un pacto con Abram, diciéndole:
GEN.15.18	–Esta tierra se la daré a tus descendientes, desde el río de Egipto hasta el río grande, el Éufrates.
GEN.15.19	Es decir, la tierra de los quenitas, los quenizitas, los cadmoneos, 
GEN.15.20	los hititas, los ferezeos, los refaítas, 
GEN.15.21	los amorreos, los cananeos, los gergeseos y los jebuseos.
GEN.16.1	Sarai no podía dar hijos a su esposo Abram, pero tenía una esclava egipcia que se llamaba Agar. 
GEN.16.2	Y un día dijo Sarai a Abram:
GEN.16.2	–Mira, el Señor no me ha permitido tener hijos, pero te ruego que te unas a mi esclava Agar, pues tal vez tendré hijos por medio de ella.
GEN.16.2	Abram aceptó lo que Sarai le decía,
GEN.16.3	y entonces ella tomó a Agar la egipcia y se la dio como mujer a Abram, cuando ya hacía diez años que estaban viviendo en Canaán. 
GEN.16.4	Abram se unió a Agar, que quedó embarazada, y que cuando se dio cuenta de su estado comenzó a mirar con desprecio a su señora.
GEN.16.5	Entonces Sarai dijo a Abram:
GEN.16.5	–¡Tú tienes la culpa de que Agar me desprecie! Yo misma te la di por mujer, y ahora que va a tener un hijo se cree más que yo. Que el Señor diga quién tiene la culpa, si tú o yo.
GEN.16.6	Abram le contestó:
GEN.16.6	–Mira, tu esclava está en tus manos; haz con ella lo que mejor te parezca.
GEN.16.6	Entonces Sarai comenzó a maltratarla, tanto, que Agar huyó. 
GEN.16.7	Pero un ángel del Señor
GEN.16.8	y le preguntó:
GEN.16.8	–Agar, esclava de Sarai, ¿de dónde vienes y a dónde vas?
GEN.16.8	–Estoy huyendo de mi señora Sarai –contestó ella.
GEN.16.9	Entonces el ángel del Señor le dijo:
GEN.16.9	–Regresa al lado de tu señora y obedécela en todo.
GEN.16.10	Además el ángel del Señor le dijo:
GEN.16.10	“Aumentaré tanto tus descendientes,
GEN.16.10	que nadie los podrá contar.
GEN.16.11	Estás encinta y tendrás un hijo,
GEN.16.11	y le pondrás por nombre Ismael,
GEN.16.11	porque el Señor escuchó tu aflicción.
GEN.16.12	Será arisco como un potro salvaje;
GEN.16.12	luchará contra todos, y todos contra él;
GEN.16.12	pero él afirmará su casa
GEN.16.12	aunque sus hermanos se opongan.”
GEN.16.13	Como Agar había hablado con el Señor, le llamó “el Dios que ve”, pues se decía: “Dios me ha visto, y todavía estoy viva.”
GEN.16.14	Por eso, el pozo se llama: “Pozo del que vive y me ve”. Este pozo está entre Cadés y Béred.
GEN.16.15	Y Agar le dio un hijo a Abram,
GEN.16.16	Abram tenía ochenta y seis años cuando nació Ismael.
GEN.17.1	Cuando Abram tenía noventa y nueve años, el Señor se le apareció y le dijo:
GEN.17.1	–Yo soy el Dios todopoderoso.
GEN.17.2	y yo haré un pacto
GEN.17.3	Entonces Abram se inclinó hasta tocar el suelo con la frente, mientras Dios seguía diciéndole:
GEN.17.4	–Este es el pacto que hago contigo: Tú serás el padre de muchas naciones, 
GEN.17.5	y ya no te llamarás
GEN.17.6	Haré que tus descendientes sean muy numerosos; de ti saldrán reyes y naciones.
GEN.17.7	El pacto que hago contigo, y que haré con todos tus descendientes en el futuro, es que yo seré siempre tu Dios y el Dios de ellos. 
GEN.17.8	A ti y a ellos os daré toda la tierra de Canaán, donde ahora vives, como herencia permanente;
GEN.17.9	Además, Dios dijo a Abraham:
GEN.17.9	–Pero tú, cumple con mi pacto; tú y todos tus descendientes. 
GEN.17.10	Este es el pacto que hago con vosotros y que deberán cumplir también todos tus descendientes: todos los hombres entre vosotros serán circuncidados.
GEN.17.11	Cortaréis la carne de vuestro prepucio, y eso servirá como señal del pacto que hay entre vosotros y yo. 
GEN.17.12	De hoy en adelante, todo varón entre vosotros será circuncidado a los ocho días de nacido, lo mismo el niño que nazca en casa que el esclavo comprado por dinero a cualquier extranjero. 
