MAT.1.1	Issá Masih, 
MAT.9.18	Issá angat gón áyán habar kanagá at ke parasteshgáhay yak masteré átk o áiay pádán kapt o gwashti: “Mani jenek hamé annun mortag, bale byá wati dastá áiay sará per mosh, á padá zendaga bit.” 
MAT.9.19	Issá pád átk o gón wati moridán áiay hamráh but.
MAT.9.20	Hamódá yak janéné hastat ke dwázdah sál at áiay hón band nabutagat. Á cha poshti némagá átk o Issáay kabáhay lambi dast jat. 
MAT.9.21	Wati delá gwashagá at: “Agan Issáay kabáhá ham dast per bekanán, dráha bán.” 
MAT.9.22	Issáyá chakk tarrént o gwashti: “Oo mani jenek! Delá mazan kan, tai setk o báwará tará rakkéntag.” Hamá damáná janén dráh but.
MAT.9.23	Wahdé Issá parasteshgáhay masteray lógá raset, lahtén mótk áróki dist o bázéné porsay sará zár o puhár ham kanagá at. 
MAT.9.24	Issáyá gwasht: “Dhanná berawét, jenek namortag, bass wáb ent.” Bale mardom áiay habaráni sará kalág geragá atant. 
MAT.9.25	Wahdé Issáyá mardom cha lógá dhanná dar kortant, jenekay dasti gept o jenek pád átk. 
MAT.9.26	É hál, sajjahén damagá tálán but.
MAT.9.27	Issá cha ódá ráh gept, ráhá do kór gwánk janán áiay randá kapt o gwashtesh: “Oo 
MAT.9.28	Anchosh ke Issá lógá raset, doén kór áiay kerrá átkant. Issáyá gón áyán gwasht: “Shomárá báwar ent ke man é kárá korta kanán?” Áyán jwáb dát: “Haw, oo 
MAT.9.29	Gorhá Issáyá wati dast áyáni chammáni sará per mosht o gwashti: “Hamá dhawlá ke shomá báwar kortag, gón shomá hamá dhawlá bebit.” 
MAT.9.30	Nun áyáni chamm rozhná butant. Issáyá kaddhan
MAT.9.31	Bale á shotant o Issáay námesh sajjahén damagá tálán kort.
MAT.9.32	Áyáni rawagá rand, yak mardé Issáay kerrá áwortesh ke 
MAT.9.33	Anchosh ke Issáyá jenn kasshet, gong habar kanagá lagget. Sajjahén mardom hayrán butant o gwashtesh: “Choshén kár hechbar Esráilá gendag nabutag.” 
MAT.9.34	Bale 
MAT.9.35	Issá sajjahén shahr o métagána shot o 
MAT.9.36	Áiá ke mardománi mocchi distant áyáni sará bazzagi but, chiá ke á béshopánkén pasáni dhawlá, paréshán o béwas atant. 
MAT.9.37	Gón wati moridán gwashti: “Keshár báz ent bale ronók kamm. 
MAT.9.38	Paméshká gón kesháray wáhondá dazbandi bekanét o belóthét ke pa wati keshárán ronók dém bedant.”
MAT.10.1	Randá Issáyá wati dwázdahén hásén 
MAT.10.2	Á dwázdahén kásedáni nám esh ant: pésará, Shamun ke Petros ham gwashaga bit o áiay brát Andriás, randá Zebdiay chokk Ákub o áiay brát Yuhanná, 
MAT.10.3	Pilipos, Bartulumá, Tumá o 
MAT.10.4	sarmachárén Shamun
MAT.10.5	Issáyá wati é dwázdahén 
MAT.10.6	bale 
MAT.10.7	Gwashti: “Har jáh ke rawét, é 
MAT.10.8	Nádráhán dráh, mordagán zendag, garrián pák o sallah bekanét o cha mardomán 
MAT.10.9	Wati lánkbandáni tahá sohr o nograh o ród mán makanét. 
MAT.10.10	Pa wati sát o sapará turag o pélek
MAT.10.11	Wahdé shahr yá métagéá rawét, gorhá anchén mardomé shóház bekanét ke shomay mehmán kanagay láhek bebit o tán roksata nabét hamáiay kerrá bedárét. 
MAT.10.12	Wahdé lógéá rawét, drud o drahbát begwashét o pa á lógá sohl o émeni belóthét. 
MAT.10.13	Agan á lóga karzit, gorhá shomay émeniay wáhag pa áiá rasit o agan nakarzit, shomay é wáhag padá pa shomá pera tarrit. 
MAT.10.14	Agan kasé shomárá wasshátka nakant yá shomay habarán gósha nadárit, á lóg yá shahrá bellét o yalah kanagay wahdá, wati pádáni danz o hákán hamódá bechandhét o betakénét. 
MAT.10.15	Shomárá rásténa gwashán, jost o porsay róchá, Sodum o Gomurahay mardománi sezá cha á shahray mardománi sezá o azábá ásánter o kamtera bit.”
MAT.10.16	“Gósh dárét! Man shomárá rawána kanán, bale shomá anchosha bét ke gorkáni nyámá pas. Paméshká máráni dhawlá hozzhár o kapódaráni dhawlá sádah bebét. 
MAT.10.17	Cha mardomán hozzhár bét, á shomárá geráénant o hakdiwánána barant, wati 
MAT.10.18	Pa manigi hákem o bádsháháni démá pésh kanaga bét, gorhá shomárá sharrén móhé rasit ke áyáni o 
MAT.10.19	Á wahdán ke shomá ódá baraga bét, delá paréshán mabét ke ‘ché begwashén’ yá ‘chón passaw bedayén,’ chiá ke harché ódá shomárá gwashagia bit, hamá wahdá shomárá rasit. 
MAT.10.20	Á wahdá habar kanók shomá nabét, shomay ásmáni Petay Ruh shomay zobáná habara kant.
MAT.10.21	“Brát wati brátá dróhit o kóshárénit o pet wati chokká, chokk cha wati pet o mátá yágia bant o áyána kóshárénant. 
MAT.10.22	Sajjahén mardom, pa mani námay sawabá cha shomá naprata kanant. Bale hamá ke tán áherá sakkiána saggit, á rakkit. 
MAT.10.23	Wahdé shomárá yak shahréá ázára rasénant gorhá betachét o dega shahréá berawét. Shomárá rásténa gwashán, tánke shomá Esráilay sajjahén shahrán sar bebét, man ke 
MAT.10.24	“Na shágerd cha wati ostádá mastera bit o na golám cha wati hodábondá.
MAT.10.25	Shágerdá haminchok bass ent ke wati ostáday paymá bebit o golám wati hodábonday paymá. Wahdé lógay hodábondesh 
MAT.10.26	“Shomá cha á mardomán matorsét, chiá ke hech choshén chérén chizé nést ke záher o paddar mabit o hech choshén rázé nést ke áshkár o démdará mabit. 
MAT.10.27	Hamá habarán ke man gón shomá shapay taháriá gwashán, shomá á habarán róchay rozhnáiá begwashét, hamá habar ke halwatá shomay góshán gwashaga bant, á habarán lóg o bánáni sará begwashét o jár janét. 
MAT.10.28	Cha áyán matorsét ke jesm o jáná koshta kanant, bale sáh o arwáhá koshta nakanant, cha hamáiá betorsét ke jesm o ján o sáh o arwáh, doénán tahtaruná dawr dát o bérán korta kant. 
MAT.10.29	Do jenjeshk pa yak paysahá
MAT.10.30	Hodáyá shomay saray mudáni hesáb ham gón ent. 
MAT.10.31	Paméshká matorsét, shomay kadr o arzesh cha sajjahén jenjeshkán
MAT.10.32	Harkas mardománi démá maná bemannit, man ham wati ásmáni Petay démá áiá mannán, 
MAT.10.33	bale harkas mardománi démá maná mamannit, man ham wati ásmáni Petay démá áiá namannán.
MAT.10.34	“Gomán makanét ke man 
MAT.10.35	Chiá ke man átkagán tán pet o chokkay nyámá, mát o jenekay nyámá, neshár o wassigay nyámá nátepáki byárán, 
MAT.10.36	bezán harkasay dozhmen áiay wati mardoma bant. 
MAT.10.37	Kaséá ke wati pet o mát cha man dóstera bant, á maná nakarzit o kaséá ke wati bachak o jenek cha man dóstera bant, á ham maná nakarzit. 
MAT.10.38	Kasé ke wati 
MAT.10.39	Chiá ke, agan kasé wati sáhay dáragay johdá bekant, áiá báhénit,
MAT.10.40	“Harkas shomárá wasshátk begwashit o sharap bedant, maná sharapa dant o hamá ke maná sharapa dant, á hamáiá sharapa dant ke maná ráhi dátag. 
MAT.10.41	Agan kasé paygambaréá paméshká wasshátka kant o sharapa dant ke á Hodáay ráh dátagén ent, áiá paygambaréay mozza rasit. Hamé dhawlá, kasé ke pahrézkár o rástén mardoméá pa áiay pahrézkáriá sharap bedant, áiá ham pahrézkárén mardoméay mozza rasit. 
MAT.10.42	Agan kasé cha é kasánokén moridán yakkéá paméshká tásé ápa dant ke mani morid ent, allam bezánét ke áiá wati mozza rasit.”
MAT.11.1	Wati dwázdahén moridáni tálim dayagá rand, Issá cha ódá dar átk o pa dars o sabak dayag o wáz kanagá áyáni shahrán shot.
MAT.11.2	Wahdé pákshódókén Yahyá, bandijáhá cha Issá Masihay kárán sahig but, wati moridi ráh dátant 
MAT.11.3	ke cha áiá jost bekanant: “Bárén, taw hamá ay ke áyagi at, yá pa degaréá rahchár bebén?” 
MAT.11.4	Issáyá passaw dátant: “Harché ke shomá eshkonag o gendagá ét, berawét Yahyáyá sahig kanét: 
MAT.11.5	kór gendag o maym kanagá ant, lang tarrag o ráh rawagá ant, garri pák o palgár bayagá ant, karr eshkonagá ant, mordag zendag bayagá ant o bazzag o nézgárán wasshén 
MAT.11.6	Bahtáwar hamá ent ke mani káráni gendagá thagal mawárt o malakoshit.”
MAT.11.7	Wahdé Yahyáay 
MAT.11.8	Agan na, gorhá chónén chizéay cháragá shotagét? Anchén mardéay cháragá shotagét ke narm o názorkén pósháki gwará at? Á mardom ke názorkén póshák gwará kanant, bádsháhi kalát o márhián nendók ant. 
MAT.11.9	Gorhá ódá shomá chónén chizéay cháragá shotagét? Paygambaréay cháragá? Haw, shomárá gwashán ke Yahyá cha paygambaréá ham master ent. 
MAT.11.10	Á hamá ent ke áiay bárawá nebisag butag:
MAT.11.11	“Shomárá rásténa gwashán ke hech mátá pákshódókén Yahyáay warhén bématthén chokké nayáwortag. Bale 
MAT.11.12	Cha pákshódókén Yahyáay wahdá beger tán annun, Hodáay ásmáni bádsháhi gón zóráki démá rawán ent o zórmand áiá pa zóré watigia kanant. 
MAT.11.13	Sajjahén nabián o 
MAT.11.14	Agan shomá pa mannagá tayár ét, bezánét Yahyá hamá 
MAT.11.15	Harkasá gósh hast, beshkont.
MAT.11.16	“É zamánagay mardomán kai hamdarwar bekanán ke á, kai dhawlá ant? Á, hamá chokkáni paymá ant ke bázárá neshtagant o á dega chokkán gwánka janant o gwashant: 
MAT.11.17	‘Má pa shomá nal o kalam sáz kort, bale shomá nách o sohbat nagept, má pa shomá mótk áwort, bale shomá arsé narétk.’ 
MAT.11.18	Yahyá átkag, na nána wárt o na sharába nóshit, gwashant: ‘
MAT.11.19	bale 
MAT.11.20	Gorhá Issá hamá shahr o mardománi mayárig kanagá lagget ke wati géshterén ajabén kári hamá shahrán kortagatant, chiá ke áyán cha wati badén kárán pashómáni darshán nakortagat. 
MAT.11.21	“Bazhn o apsóz pa shomá, oo Korázinay mardomán! Bazhn o apsóz pa shomá, oo Bayt-Saydáay mardomán! Hamá mójezah o ajekkái
MAT.11.22	Báwar kanét, jost o porsay róchá Sur o Saydunay mardománi sezá cha shomay sezá o azábá ásánter o kamtera bit. 
MAT.11.23	Oo Kaparnáhumay mardomán! Shomá chest kanag o ásmáná baraga bét? Hechbar! Tahtarunay johlánkián sarshakuna bét. Chiá ke hamá mójezah o ajekkái ke pa taw pésh dárag butant, agan Sodumay shahrá bebuténant, á shahr tán róch maróchigá mantagat. 
MAT.11.24	Báwar kanét, jost o porsay róchá Sodumay mardománi sezá cha shomay sezá o azábá ásánter o kamtera bit.”
MAT.11.25	Á wahdá Issáyá gwasht: “Oo mani Pet, zemin o ásmánay Hodábond! Tará satá kanán o sárháyán ke taw é ráz o habar cha zántkár o hóshmandán chér dátant o kódakáni sará paddar kortant. 
MAT.11.26	Oo mani Pet! Taw cha wati razá o wáhagá é dhawlá kort. 
MAT.11.27	Sajjahén chiz, Petá mani dastá dátagant. Abéd cha Petá, hechkas Chokká nazánt. Hamé dhawlá, dega hechkas Petá nazánt, abéd cha Chokká o hamá mardomán ke Chokk belóthit Petá pa áyán paddar bekant.
MAT.11.28	“Oo srénproshtagén zahmatkasshán! Dém pa man byáét, man wat shomárá árám o ásudagia bakshán. 
MAT.11.29	Mani jogá
MAT.11.30	Chiá ke mani jog ásán o mani bár sobakk ent.”
MAT.12.1	Yak randé, 
MAT.12.2	 ke dist gón Issáyá gwashtesh: “Bechár! Tai morid anchén kára kanant ke Shabbatay róchá rawá naent.” 
MAT.12.3	Passawi dát: “Záná, shomá nawántag, wahdé 
MAT.12.4	Hodáay Pákén lógá shot, Hodáay námá hayráti o pákwandhén náni wártant ke áyáni warag na pa áiá rawá at o na pa áiay hamráhán, tahná pa 
MAT.12.5	 é ham nawántagó ke 
MAT.12.6	Man gón shomá gwashán ke edá cha mazanén parasteshgáhá ham masteréné hastent. 
MAT.12.7	Agan shomá é habaray máná bezántén ke gwashit: 
MAT.12.8	Bezánét man ke 
MAT.12.9	Cha ódá démá rawán, Issá áyáni 
MAT.12.10	Ódá mardé hastat ke dasti hoshk o mondh at. Lahténá pa beddh o bohtám janagay nimmóná cha Issáyá jost kort: “
MAT.12.11	Gón áyán gwashti: “Agan cha shomá kaséá méshé hast o Shabbatay róchá chátéá bekapit, hamá damáná méshá cha chátá dara nakant? 
MAT.12.12	Ensánay arzesh cha méshá báz géshter ent. Paméshká Shabbatay róchá néki kanag rawá ent.” 
MAT.12.13	Nun gón á mardá gwashti: “Dastá shahár day.” Áiá dast shahár dát o domi dastay dhawlá wassh o dráh but. 
MAT.12.14	Bale 
MAT.12.15	Wahdé Issáyá áyáni delay é habar zánt, cha ódá dar kapt. Bázéné áiay padá rawán but o áyáni nyámá harkas ke nádráh at, sajjahéni dráh kortant. 
MAT.12.16	Kaddhani kortant o gwashti: “Gón kassá magwashét man kay án”. 
MAT.12.17	É dhawl paméshká but ke 
MAT.12.22	Hamá wahdá mardomán Issáay gwará yak 
MAT.12.23	Sajjahén mardom pa hayráni o bah mánagi gwashagá laggetant: “Chosh buta kant ke é 
MAT.12.24	Bale wahdé 
MAT.12.25	Issáyá áyáni é hayál zánt o gón áyán gwashti: “Har molkéá ke nátepáki bekapit, á molk gár o zawála bit o har shahré yá lógé bahr o báng bebit, barjáha namánit. 
MAT.12.26	Agan Shaytán wat Shaytáná dar bekant, bezán gón wati jendá jang ent. Gorhá áiay bádsháhi chón barjáha mánit? 
MAT.12.27	Agan man gón Belzabulay sarókiá jennán dara kanán, gorhá shomay jenday chokk o morid gón kai zór o wáká jennán dara kanant? É paymá, shomay morid wat shomárá mayáriga kanant. 
MAT.12.28	Bale agan man gón Hodáay Ruhá jennán dara kanán, bezánét ke 
MAT.12.29	Yá chón buta kant, kasé zóráwarén mardoméay lógá bepoterit o áiay mál o melkatá pol o pánch
MAT.12.30	Kasé ke mani hamráh o dóstwáh naent, á mani badwáh ent, kasé ke mocch o yakjáh kanagá gón man hór naent, á, sheng o sháng o tak o parka kant.
MAT.12.31	“Paméshká shomárá gwashán ke har gonáh o kopr, bakshag o pahell kanaga bit, bale 
MAT.12.32	Harkas 
MAT.12.33	“Agan sharrén bar o nibaga lóthét, báyad ent drachk sharréné bebit, badén drachk badén bar o nibaga dant,
MAT.12.34	Oo syahmárzádagán! Shomá ke wat sell o radkár ét, chón sharrén habar korta kanét? Chiá ke harché mardomay delá bebit, hamá cha áiay dapá dara kayt. 
MAT.12.35	Sharrén mardom cha sharrén ganj o hazánagá sharrén chiz dara kant o sellén mardom cha sellén hazánagá, sellén chiz. 
MAT.12.36	Shomárá gwashán ke jost o porsay róchá mardomán wati har mopt o náhudagén habaray hesáb dayagi ent. 
MAT.12.37	Chiá ke tai habar ant ke tará bémayára kanant o tai habar ant ke tará mayárbára kanant.”
MAT.12.38	Gorhá lahtén 
MAT.12.39	Issáyá áyáni passawá gwasht: “Sherr o zenahkárén nasl o padréch, neshánia lóthit, bale 
MAT.12.40	Anchosh ke Yunes tán say róch o say shapá thuhén máhigay lápá at, hamé paymá 
MAT.12.41	Jost o porsay róchá, Naynawáay mardom gón é zamánagay mardomán hórigá páda káyant o áyán mayáriga kanant, chiá ke á Yunesay dháh o hozzhárbáshay sará cha wati gonáhán pashómán butant. Bale nun cha Yunesá masteréné edá ent. 
MAT.12.42	Jost o porsay róchá, Sabáay malakah
MAT.12.43	“Wahdé 
MAT.12.44	Gorhá gwashit: ‘Cha ódá ke dar átkagán, padá hamódá rawán.’ Wahdé pera tarrit o gendit ke á lóg hórk o hálig, roptag o sáp o sallah ent, 
MAT.12.45	gorhá rawt o cha watá dega hapt selterén jenn gón wata kárit. Á sajjahén, hórigá ódá rawant o ord o bonaga kanant. É dhawlá, á mardomay ásar o ákebat cha pésarigéná angat badtera bit. É badkárén naslay hál ham hamé paymá bit.”
MAT.12.46	Issá angat gón mardomán habará at ke áiay mát o brát átk o dhanná óshtátant. Áyán gón Issáyá habar kanagi at. 
MAT.12.47	Gorhá yakkéá Issá sahig kort ke: “Tai mát o brát dhanná óshtátagant, gón taw habar kanaga lóthant.” 
MAT.12.48	Issáyá passaw dát: “Mani mát kay ent o mani brát kay?” 
MAT.12.49	Padá áiá wati moridáni némagá dast shahár dát o gwasht: “Esh ant mani mát o brát. 
MAT.12.50	Harkas ke mani ásmáni Petay wáhag o razáay sará kára kant, mani brát, mani mát o gohár hamá ent.”
MAT.13.1	Hamá róchá, Issá cha lógá dar átk o mazangwarmay kerrá shot o nesht. 
MAT.13.2	Bale mardománi anchén mazanén mocchié áiay gwará átk ke á bójigéá swár but. Sajjahén mardom gwarmay tayábá
MAT.13.3	Gorhá áiá mardom gón darwar o mesálán bázén dars o sabak dátant o gwashti: “Yak dehkáné pa tohmay chandhagá shot, 
MAT.13.4	tohmáni chandhagay wahdá kammoké tohm ráhay sará retk o báli morgán chet o wártant. 
MAT.13.5	Kammé tohm dhal o dhókáni sará retk ke ódá hák kamm at, paméshká zut rost o sabz butant, chiá ke dhagár talag at. 
MAT.13.6	Bale cha róchay trondén garmiá gimmort
MAT.13.7	Kammé tohm ham shezz o cherekk o dhangaráni
MAT.13.8	Dega kammé tohm, sharrén zeminá retk, rost o baresh kort, jáhé sad sari, jáhé shast sari o jáhé si sari. 
MAT.13.9	Harkasá gósh hast, beshkont.”
MAT.13.10	Nun morid áiay kerrá átkant o jostesh kort: “Chiá taw gón mardomán pa darwar o mesál habara kanay?” 
MAT.13.11	Áyáni passawá gwashti: “Hodáyá é zánt shomárá dátag ke 
MAT.13.12	Hamáiá ke chizé hast, géshter dayaga bit, tánke áiá báz bebit, bale kaséá ke nést, hamá ke hastenti ham pach geraga bit. 
MAT.13.13	Paméshká man pa darwar o mesál gón áyán habara kanán ke áyáni chammán maym hast bale nagendant, góshesh pach ant bale naeshkonant o sarkech ham nawarant. 
MAT.13.14	 péshgói é mardománi bárawá rást o sarjama bit ke gwashit:
MAT.13.16	“Bale shomay chamm bahtáwar ant ke gendant o shomay gósha eshkonant. 
MAT.13.17	Shomárá rásténa gwashán, bázén paygambar o pahrézkárén mardománi wáhag butag ke harché shomá gendagá ét áyán ham bedistén, bale nadistesh o harché ke shomá eshkonagá ét áyán ham beshkotén bale naeshkotesh.
MAT.13.18	“Nun tohm chandhagay mesálay maksad o mánáyá gósh bedárét. 
MAT.13.19	Wahdé kasé 
MAT.13.20	Á tohm ke dhal o dhókáni sará retkant, hamá mardomay mesál ent ke 
MAT.13.21	bale pa é sawabá ke risshag o wandháli najatag, Hodáay habar áiay delá, tán dérá namánit o jágaha nakant. Wahdé Hodáay gál o habaráni sawabá sakki o ázáré berasiti, hamá damáná cha ráhá thagalit o kapit. 
MAT.13.22	Á tohm ke shezz o dhangaráni tahá retkant, hamá mardomay mesál ent ke Hodáay habará gósha dárit, bale 
MAT.13.23	Á tohm ke sharrén zeminá retkant hamá mardomay mesál ent ke Hodáay habará gósha dárit o sarpada bit o bar o barwarda dant, bázéné sad sari, bázéné shast sari o bázéné si sari.”
MAT.13.24	Issáyá pa áyán dega mesálé áwort o gwasht: “
MAT.13.25	bale wahdé mardom waptag o wáb atant, áiay dozhmené átk o gandomay keshtagén dhagárá zahrichk o barri káhay tohmi rétk o shot. 
MAT.13.26	Wahdé gandom rostant o hóshagesh áwort, káh o zahrichk ham rost o mazan butant. 
MAT.13.27	Nun nawkar átkant o gón wati hodábondá gwashtesh: ‘Oo wájah! Taw wati dhagárá sharrén tohm nakeshtagat? Gorhá é zahrichk o barri káh cha kojá átkant?’ 
MAT.13.28	Gwashti: ‘Dozhmenéá é kár kortag.’ Nawkarán jost kort: ‘Taw lóthay má berawén áyán begwajén?’ 
