MAT.1.1	Jesucristo e-dadgan-siki ilekwaa-danikid e-garda. Jesucristo, David-e-wagwa, degi, Abraham-e-wagwabar.
MAT.5.43	Be dule-baigan-sabgumar,
MAT.5.43	dule-be-istaraddi istar be dakoed.
MAT.5.43	Lv. 19:18
MAT.5.44	Ar andi an sogdo: Be-istarmalad be sabgumar, dulemar-be-ukabsadimalad be nued egi binsamar, ibmar-nued ega be imakmar. Dulemar-be-nug-ichodimaladga, degi, be-baregindimaladga Bab Dummadse ega be gormar. 
MAT.5.45	Adi bemar, be-Bab-nibneggi-maid-e-mimmiganga gumalagar, ar Bab Dummaddi bela dulemar-nuegan, degi, dulemar-iskanaga dad-ibeler ogamaid. Degine, Bab Dummad bela dulemar igar-inikii-imakmaladga, degi, igar-inikii-imaksurmaladga di-owimaibalid.
MAT.5.46	“Ar dule-be-sabmaladbi be sabguele, ¿ar ibu-nued egi be amiosunna? Ibmar-nued egi be amiosuli. ¿Ar dulemar-iskana, Roma-dummadga-mani-gaedgi-arbamalad deyob na imakmosursi? 
MAT.5.47	¿Ar be-gwenadganbi ega be soger, ‘Be nued sogeye,’ ar ibu baiganba bur-nued be imakmarsunna? Bur-nued be imaksuli. ¿Ar deyob dulemar-Bab-Dummad-wichurmalad imakmosursi? Eye, deyob imakmarmoga. 
MAT.5.48	Ar be-Bab-nibneggi-maid dule-nueganga, degi, dule-iskanaganga ibmar-nuegan imaksoggu, a-ular bemar ulubgi dule-nueganga gumarmosundo.”
MAT.6.1	Jesús sogdebar: “Mer yamo dulemar-asabinbi igar-napiragwad-imaked be sao, adi be-dakmalagar. Ar deyob be daele, be-Bab-nibneggi-maid bar be-nug ogannogosur-itole.
MAT.6.2	“Ar degisoggu, be dule-wileganaga mani uknair, mer be-idu binnasur gar-ogornai be sao, ar igi dulemar-wagar-darbo-damalad, Judiomar-onmaked-neggi, degi, igarba gar-binnasur-ogornaidgi mani-ukdamaladyob damala, adi dulemar e-nug ogannomalagar. Ar napira an bega sogmalad, ar a-dulemardi bato e-nug ogannolesmarsoggu, Bab Dummad bar amar-nug ogannogosurmalad.
MAT.6.3	“Ar bedi wileganga be mani uknair, be-argan-sapiled mer wisgu be-argan-nued ibmar imaknaid. A sogledo, mer dule-baiganga be soge-soge daoye be ibmar imakdiid. 
MAT.6.4	Adi be wileganaga-mani-uksad mer dule-baigan be-wisguegar, ar be-Bab bela-odukuar-be-ibmar-imaksad be-daksasoggu, na e emar-wagab be-nug ogannononikoed.”
MAT.6.5	Jesús sogdebar: “Ar bemar Bab Dummadse gollalile, mer bemar dulemar-wagar-darbo-damaladyob be damalo, ar amardi yeer-ito damalad Judiomar-onmaked-neggi yamo-gwichi Bab Dummadse gordamalad, degine, yamo igar-abingunaidgi-gwichi Bab Dummadse gordamalad, adi dulemar e-dakmalagar. Ar napira an bemarga soged, ar a-dulemardi bato e-nug ogannolesmalad. Degisoggu, Bab Dummad bar amar-nug ogannogosurmalad.
MAT.6.6	“Ar bedi Bab Dummadse be gollalile, be neg-yaba be doge, nue yawagak edis, be-Bab-aku-dakleged, a-ebo be sunmake, ar be-Bab bela-odukuar-be-ibmar-imaked be-daksoggu, na e emar-wagab be-nug ogannogoed.
MAT.6.7	“Ar Bab Dummadse be gollarmalale, melle gannar-gannar ibmar be sogo, igi dulemar-Bab-Dummad-wichurmalad imakedyob, ar amardi binsamalad, gannar-gannar ibmar-sogedba Bab Dummad e-itogoye. 
MAT.6.8	Degisoggu, mer dulemar-Bab-Dummad-wichurmalad-damaladyob be damalo, ar amba yo ibmar bemar egise, bato be-Bab bemar-wisid ibumala be abemala. 
MAT.6.9	Degisoggu, bemar weyob Bab Dummadse gormaloed:
MAT.6.9	Anmar-Bab-nibneggi-maid,
MAT.6.9	be-nug swilidik obariledii-gusun.
MAT.6.10	Na be-neg-dakmaid
MAT.6.10	anmarse dage.
MAT.6.10	Be ibmar na be-sogedba
MAT.6.10	igi nibneggi imaklege,
MAT.6.10	deyob we-napneggi imaked
MAT.6.10	be imakmo.
MAT.6.11	Emi-ibagi mas unnitibali
MAT.6.11	anmarga be udage.
MAT.6.12	Anmar-begi-iskusad
MAT.6.12	anmarga be osulo,
MAT.6.12	igi dulemar anmargi nosale,
MAT.6.12	anmargi nossulidyob anmar dakdamogadyob.
MAT.6.13	Iskuedgi-wilubdaklegedse mer warmaked
MAT.6.13	be anmar-imak,
MAT.6.13	bur iskuedgi obined
MAT.6.13	be anmar-sae.
MAT.6.13	Ar na be-neg-dakmaid begadid,
MAT.6.13	be-gangued, degi, be-nug odummoleged,
MAT.6.13	begadbalid,
MAT.6.13	birga-miliba degi-sadegu gusun.
MAT.6.13	Be itogua.”
MAT.6.14	Jesús sogdebar: “Ar dulemar-begi-nodimalad, begi nossuliyob be dakele, abayobi be-Bab-nibneggi-maid bega dakmogoed, be-iskusad bega osulogoed, egi nossuliyobi be dakmogoed. 
MAT.6.15	Ar dulemar begi yoledimaladga begi nossuliyob be daksurmogale, be-Bab bega iskued osulogosurmogad, egi nossuliyob be dakosurmogad.”
MAT.6.16	Jesús sogdebar: “Ar bemar Bab-Dummadse-golega mas-gunsuli gudiile, mer bemar-wagwar bukib-binsa na be imakmalo, dulemar-wagar-darbo-damalad imakedyob, ar amardi yamo e-wagar na ogwa-damalad, adi dulemar e-dakegar, emardi Bab-Dummadse-golega mas-gunsuli gudiiye. Ar napira an bemarga soged, ar amardi bato e-nug ogannolesmalad.
MAT.6.17	“Ar bedi Bab-Dummadse-golega mas-gunsuli gudiile, na be nono gwallu-wawagi mage, degi, be wagar nue enukbalo, 
MAT.6.18	adi mer be dulemarga oyogegar, Bab-Dummadse-golega mas-gunsuli be gudiiye. Unnila be-Babga be oyoge, ar be-Babbi wargwen be-dakmaid, na e dulemar-abargi be-nug ogannogoed.”
MAT.6.19	Jesús sogdebar: “Mer we-napneggined ibmar-nuegan-saboleged be we-napneggi sabomar, ar we-napneggi sunna amardi udumesed, degi, sunna saabin gued, degi, sunna atursamalad dogbalid, ibmar atursaegar. 
MAT.6.20	Ar bemardi bur nibneggi ibmar-nuegan be sabomar, ar agindi geg ibmar iskued, ibmar geg saabin gubalid, degine, atursamalad adi geg dogbalid, ibmar atursaegar.
MAT.6.21	“Ar be ibmar-nuegan nibneggi sabolesiile, nibneggi be binsadii-gudoed. Be ibmar-nuegan we-napneggi sabolesiirdi, adi be we-napneggi binsadii-gudoed.”
MAT.6.22	Jesús sogdebar: “Gwallu anmar-san mee-saedi, we, anmar-ibyado. Ar be-ibya nuedile, bela be-san ibegwar naido. 
MAT.6.23	Ar be-ibya iskanale, bela be-san neg-sichidgi gudimodo. ¡Degisoggu, neg-meegwad-begi-naidi sichigwale, ar neg-sichid-bursunna, bule-goro be insae!
MAT.6.24	“Dule geg dummad-warboga maileged, ar ade wargwen sabguoed, baiddi istar dakoed. Wargwenga nue alamaknai-guoed, baiddi mesagwar dakoed. Geg be Bab-Dummad-maiga gued, degi, maniga-mailenai gubalid, unnila wargwen bur-bule be sabguoed.”
MAT.6.25	Jesús sogdebar: “Degisoggu, an bemarga sogmar, mer surbinsa na be-san dula gudiidgi be itomar, ibu an gunno-dibeye, ibu an gobo-dibeye, degine, mer be-sangi be binsabar, ibu an yoo-dibeye. ¿Ar be-san-burbade mas-gunnedba bur nuedsursi? ¿Ar be-sande mor-yoedba bur nuedsursi? Eye, bur-nuedi. Anmar-dula-gudiid bur-biriginedid, we-mas-gunnedba, degine, we-mor-yoedba.
MAT.6.26	“Ar nue be dakmalana, sikwimar-niba-gukudimalad, gwen ibmar-gwag digdisurmalad, degi, gwen ibmar-gwag wedisurmarbalid sabogegar, deginbali, ibmar-gwag-urbed-neggine ibmar-gwag gwen urbedisurmarbalid. Degite, be-Bab-nibneggi-maid mas ega ukmaid. ¿Ar bemarde sikwimarba bur-bule nuedsursi? Eye, bur-nuedi. Degisoggu, Bab Dummad bemarga mas-gunned ukmogodo. 
MAT.6.27	¿Ar doa-dule na gatik egi binsaedbali sunna na e-san osuguo be insae? Suli, osuguosuli.
MAT.6.28	“Ar mor-yoedbina, ¿ibiga surbinsa be itomala? Ar be dakmalana, sapur-dutumardi ibibayobi dungue, degite arbasurmalad, degi, na e-mor sobsurmarbalid. 
MAT.6.29	Ar an bemarga sogmardo, degite, Salomón, mor bela yeer-daklemalad yosan-inigwele, ar dutumaryob gwen mor yossurgusad, dutumar bur Salomón-morba yeer dakleged. 
MAT.6.30	Ar gagan-sapurbarmalad emi dulad, banedgi a-gaganmarde soo-yagi bato ogumaklesiid, degite, Bab Dummad yeer-dakle ega mor yoed. ¿Ar degite, bemar-Bab-Dummad-benmalad, bemarga bur-bule Bab Dummad geg mor ukde? Eye sunna bur-bule bemarga uke. 
MAT.6.31	Ar degisoggu, mer surbinsa be itomar, mer be sogmar: ‘¿Ar ibu an gunmaloe, ibu an gobmaloe, ibu an yomaloe?’ 
MAT.6.32	Ar dulemar-Bab-Dummad-wichurmalad wegid-ibmar bela amididimalad, ar be-Bab-nibneggi-maiddi bemar-wisid, bela bemar we-ibmarmar abemalad.
MAT.6.33	“Ar Bab-Dummad-neg-dakmaid-inse be amimar, degi, e-igar-napiragwad-imaked-inse, geb agi Bab Dummad belagwapa we-ibmarmar bemarga ukdagoed. 
MAT.6.34	Degisoggu, bane-bega-ibmar-guoedba mer surbinsa be itomar, ar ade baneddina na egad surbinsa-itoged sedanimogoed. Ar iba-irbali na e-bonigan egad-egad nikmalad.”
MAT.7.1	Jesús sogdebar: “Mer yogsaar be sogo, we dule-iskanaye, adi melle Bab Dummad deyob begi sogmogagar. 
MAT.7.2	Ar dulemargi be sogsadyobi, begi soglemogoed, degine, dulemarga be igar-mesisadyobi, bega igar-megnonimogoed.
MAT.7.3	“¿Ar ibiga be-gwenad-ibyagi durgan-maid magar be dake, ar be-ibya-yaba suar-maiddi aku be dake? 
MAT.7.4	¿Ar igi be-gwenadga be sogoe: ‘Be-ibya-yaba durgan-maid an bega onogweloye,’ ar be-ibya-yaba suar maiddina?
MAT.7.5	“¡Ar bemar wagar-darbomalad! Suar be-ibya-yaba maid-insa be onoge, geb agi nabir be atakoed, be-gwenad-ibya-yaba durgan-maid onogegar.
MAT.7.6	“Ar ibmar-nuegan-swilidikmalad mer be achumarga ukmar, ar abakalegi degir begi aibinnalile, degine, be-san ichimakalile. Degine, morbeb-akwagiid-nuegan mer be sinmarga mimar, ar abakalegi degir egi annaarmalale.”
MAT.7.7	Jesús sogdebar: “Be Bab Dummadse ibmar egismar, Bab Dummad bega ukmaloed; be Bab Dummadse ibmar amimar, be amimaloed; be Bab Dummadse gormar, bega Bab Dummad yawagak egaoed.
MAT.7.8	“Ar dule-ibmar-bela-egised, ibmar abingaed; ar dule-ibmar-amiedi, ibmar amied; ar dule-yawagakgi-dulese-goledi, ega yawagak egaleged.
MAT.7.9	“¿Ar doa-dule emi bemarse be-mimmi madu egichialile, ega be akwa ukmaloe? 
MAT.7.10	¿Igi, bese ua egichiar-dibe, ega bemar naibe ukmaloe? Suli. 
MAT.7.11	Ar bemarde dulemar-iskana-inigwele, be-mimmiganga ibmar-nuegan-uked be wismaladde, ¿ar be-Bab-nibneggi-maid bursunna, dulemar-ese-ibmar-egismaladga ibmar-nuegan ukosur be insae? Ukoe.
MAT.7.12	“Degisoggu, dulemar igi ibmar bega imakbi be abege, deyob ega ibmarmar be imakmodo. Ar weyob Moisés igar-mesisad, degi, weyob Bab-Dummad-gaya-burba-berbemalad sogsamogad.”
MAT.7.13	Jesús sogdebar: “Yawagak-waragwagwadba be dogmar, ar ade yawagak matar-dummadid, igar mata-bipisulid, yoggued-negse dulemar-semaid, degine, bukidar agi dulemar bur dogmalad.
MAT.7.14	“Ar yawagak garaa gued, degine, igar garaa gubalid, adi durgued-negse dulemar-semaid, unnila bokwagwa a-yawagak amimalad.”
MAT.7.15	Jesús sogdebar: “Nue salakarmar Bab-Dummad-gaya-burba-berbemalad-sunnadsurmaladgi, ar amar yamo sibad-wawaadyob nonidamalad, ar e-ulubgindi achu-burburudyob sabsur-damalad-dulemalad.
MAT.7.16	“A-dulemar e-daedgi be dakmaloed. ¿Ar ade ikogi uva sanmaksi, degi, higode iko-sapigi welesi? Suli, degisuli. 
MAT.7.17	Ar deyobdo, sapi-nuegana, e-durba nueganbi sanmakmodo, ar sapi-iskanadi, e-durba-sanmaked iskanabimodo. 
MAT.7.18	Ar sapi-nuedi geg e-durba iskana sanmaked, degine, sapi-iskana geg e-durba nued sanmakmogad.
MAT.7.19	“Ar sapimar e-durba nued sanmaksulile, olaodo, soogi metodo, ogumakegar. 
MAT.7.20	Degisoggu, Bab-Dummad-gaya-burba-berbemalad-sunnadsurmalad e-daedgi mag be dakmaloed.”
MAT.7.21	Jesús sogdebar: “Ar bela dulemar anga-sogedba: ‘Dummad, Dummad,’ degi-anga-sogedba Bab-Dummad-neg-dakmaidse gwen dogosulid. Dulemar an-Bab-nibneggi-maid-sogedba ibmar-saedba nibneggi dogmaloed.
MAT.7.22	“Bukidar a-ibagangi anga sogdamaloed. ‘Dummad, ¿ar be-nuggine anmar sunmaksasursi, be-nuggi anmar bukidar niamar-onosmarsursi, degine, be-nuggine bukidar ibmar-dakledisurmalad anmar imaksamarsursi?’ 
MAT.7.23	Geb degi an abin-sogoed: ‘Gwen an be-wichur, aku an be-dake, be angi bangumar, unnila bemar-ibmar-iskana-saedginbi-arbadimalad.’”
MAT.7.24	Jesús sogdebar: “Ar doa-dule we-an-sunmaked itos-dibe, degine, eba daele, we-dule, dule-binsaed-nikaa daedyobdo, na e-neg akwa-birgi sobsayobdo. 
MAT.7.25	Di-wiargu, diwarmar noar, burwamar binnasur gollar, bela-bela a-neggi signonigu, a-neg gwen aimukussur, ar ade neg akwa-birgi sobar siid.
MAT.7.26	“Degine, ar doa-dule we an-sunmaked itos-dibe, degite eba ibmar imaksasulile, we-dule, dule-binsaedsuli-gusayob guodo, na e-neg ukub-birgi sobsayobdo. 
MAT.7.27	Di-wiargu, diwarmar noar, burwamar binnasur gollar, bela-bela a-neggi signonigu, neg ayarid, a-neg nue-dummad bibichisdo. Be itogua.”
MAT.7.28	Ar Jesús wegi-ibmar-sogsad-sorba, dulemar geger dakmardo, weyob Jesús e-ibmar odurdaked. 
MAT.7.29	Ar ade Jesús na ibmar odurdaked, escribamar odurdakeyob odurdaksulid, edi na nue-wisi odurdaked.
MAT.8.1	Jesús yar-birgi siid, aideargu, dulemar-bukidar eba duurmakdani-gusmalad. 
MAT.8.2	Agi dule-wargwen, naibe-buna-ya-maleged-nikad ese sindigar yokorgi signonikid, ega sognonikid:
MAT.8.2	—Dummad, an wisi, sunna be an-nudaked, be an-nudakbier.
MAT.8.3	Jesús e-argan oyodgu, e-argangi ebusgu, ega sogded:
MAT.8.3	—Nugubi an be-abe. ¡Be nugusun!
MAT.8.3	Dule-naibe-buna-ya-maleged-nikad yog nuguar naded. 
MAT.8.4	Geb degi Jesús dulega sogdesun:
MAT.8.4	—Mer dule-baiganga be sogo be nugusad. Unnila be nae, dule-irwa-Bab-Dummadse-gormaladga na be-san oyona, degine, ar igi Moisés igar-mesisa, a-sogedba be ibmar imakna, adi dulemar be-dakega, nue be nugusad.
MAT.8.5	Jesús Capernaum-neggweburse dogsagu, Roma-sordamar-dulatar-sediid-wargwen ese noni, egi wilenoni, 
MAT.8.6	ega sognoni:
MAT.8.6	—Dummad, an-mai bela abgan-burgwar neggi maid, nue bela-bela nunmaked itomaid.
MAT.8.7	Geb degi Jesús, abin-sogde:
MAT.8.7	—An nao, bega be-mai an nudaknao.
MAT.8.8	Degi Roma-sordamar-dulatar-sediid, Jesús-abin sogde:
MAT.8.8	—Dummad, ar an-negse gwen be dogedsulinad, unnila ibmar be sogsa-sae, agi an-mai yog nuguar naoed. 
MAT.8.9	Amba an dummad-nikmogad, degine, ani, an dummadmogad, sordamar ani an sediid. Ar wargwenga an sog-dibe, ‘Be nae,’ ar a yog naar-daed. Baidga an sogbar-dibe, ‘Be dage,’ yog dagar-daed. Degine, an-maiga an sog-dibe, ‘We be imake,’ yog imakar-daed. Ar deyobmogad, an-mai abgan-burgwar-maid, unnila be ibmar-sogsaa-imakedba, sunna yog nuguar-guoed.
MAT.8.10	Jesús weyob Roma-sorda-dummad ega soge itoargu, geger-ito naded, geb degi dulemar-e-sorba-duurmakdanimaladga sogdesun:
MAT.8.10	“Napira an bemarga soged, Israel-dulemargi weyob dule nue an-bensulid an dakdisulid.
MAT.8.11	“Ar an bega sogdo, bukidar dad-nakwedsik, degine, dad-argwanedsik dulemar-Judiosurmalad nonimaloed, Bab-Dummad-neg-dakmaidse, adi Abrahamba, Isaacba, degine, Jacobba mas gunmalagar. 
MAT.8.12	Ar dulemar Bab-Dummad-neg-dakmaidse dogmaloye ega igar-maimaladga, Judiomarga, ar amardi bur dogosurmalad, ar amardi bur neg-sichidgi magaba melledmaloed. Agine bosii, degine, nunmakedba nugar ogorsii-gumaloed.”
MAT.8.13	Geb degi Jesús Roma-sordamar-dulatar-sediidga sogdesun:
MAT.8.13	“Be nae, ar be bengussursoggu, be-mai an bega nudassun.”
MAT.8.13	Ar dummad-e-mai-uelemaid yog a-wachigi nuguar naded.
MAT.8.14	Jesús Pedro-negse nonigu, daknoni, Pedro-e-sakbundor nue uelegar mai. 
MAT.8.15	Jesús e-argangi Pedro-sakbundor ebusgu, ueleged yog surguar, degi, Pedro-e-sakbundor yog gwisguar imaksad, geb a-sorba ega yog ibmar-imakar gussunnad.
MAT.8.16	A-ibagi neg-mutikudgu, dulemar bukidar ese niaburba-nikmalad senonimalad. Jesús unnila e-sunmakedgi niaburbamar-onosad, degi, bela dulemar-uelemalad-nudaksabalid. 
MAT.8.17	Ar Bab-Dummad-gaya-burba-berbeged, Isaías, deun epenne sogsadba guegala deyob gusad, deun sogsa-gusgu:
MAT.8.17	Anmar-uelemalad anmarga na e sesad,
MAT.8.17	degine, anmar-ibmar-nunmakmalad
MAT.8.17	anmarga na e e-sangi sesbalid.
MAT.8.17	Is. 53:4
MAT.8.18	Jesús dulemar-bukidar e-dikarba-gudii daksoggu, e-sapinganga igar uksasun, mata-dummad obakar namalagar. 
MAT.8.19	Degi escriba-wargwen noni, Jesúsga sognoni:
MAT.8.19	—Odurdaked-saila, ar bia be naoe, an beba naiguodo.
MAT.8.20	Jesús, abin-sogde:
MAT.8.20	—Ar usmardi na e-gubya nikmalad, sikwimar-niba-gukudimaladdi na e-uu nikmarbalid, ar andi Dule-Machi, andi neg-sated. Anyob be unni nanamogale, anba be dagodo.
MAT.8.21	E-sapin-baid Jesúsga sogdemogad:
MAT.8.21	—Dummad, bina an-babse an nagwelo, an-bab-burgwedse geb beba an naoed.
MAT.8.22	Jesús, abin-sogde:
MAT.8.22	—Anba be dage, an-sapinga guegar. Ar dulemar we-napneggi burbar bato-burgwar-gudimalad na e-burgwarmalad digoed.
MAT.8.23	Jesús urgi nakwisgu, e-sapingan eba nadmarmosunnad. 
MAT.8.24	Igarba nadapmargu, burwa-dummad egi noalid. Ar demar bipisursoggu, bela ur demarba doged gualid, ar Jesúsdi ur-yagi ise-gabar maid.
MAT.8.25	Geb degi e-sapingan Jesús-gabmaidse nonimargu, odaksamalad, ega sogdemalad:
MAT.8.25	—¡Dummad, anmar-ur dogmaid, be anmar-bendake, anmar bergumaloed!
MAT.8.26	Jesús, abin-sogde:
MAT.8.26	—¿Bemar an-benmalad, ar ibi be dobmala? Bemar dobgue-wilubsulinad.
MAT.8.26	Degi Jesús gwisgusgua, binnasur burwaga, degi, demarga sogded, be bogidik saye. Geb degi bela neg swilidik sigissunnad.
MAT.8.27	Bela e-sapingan geger dakdemalad:
MAT.8.27	—¿Ar we-dulede igidsunna, burwase, degi, demarse-bakar eba ibsamargu?
MAT.8.28	Jesús, degi, e-sapingan mata-dummad obaksamargu, Gadara-yalase modapmalad. Napase aidesmargu, walabo dulemar-niasamalad ese nonimalad, neg-uangi gudii noarmalad. Ar gadi urwemarsoggu, dulemar geg a-igarba nanamalad. 
MAT.8.29	Niasamalad-warbogwad binnasur gotemalad, sogdemalad:
MAT.8.29	—Jesús Bab-Dummad-Machi, ¿ibiga be anmargi yoledaniki? ¿Ar be anmarse danikidi, amba yo anmar-odurdaked-ibagan-moed-iduar bato be sabsur anmar-odurdakega daniki?
MAT.8.30	Emar-gunaidgi undar-banguedgi deun sinmar-bukidar mas mananaid. 
MAT.8.31	Niamar Jesúsgi wilenagusmar, ega sogdemar:
MAT.8.31	—Ar dulegi be anmar-onogele, weba sinmar-bukidar mas-mananaidse be anmar-barmidye.
MAT.8.32	Jesús ega sogde:
MAT.8.32	—Eye, sinmarse be dognamar.
MAT.8.32	Niamar dulegi nodgu, sinmarse nadmarsun, agi ubodapmalad. Bela sinmar-ichesulid, danagwen yar-weregedgi batidmalad. Demarse sinmar bela batismargu, bela gundilegar burgwismalad.
MAT.8.33	Sin-edarbemalad dobguar, duurmakdemalad. Neggweburse modapmargu, bela sogdapmar, igi sinmar gundilegar burgwismala, degine, igi warbo niasamalad nugusmarmoga. 
MAT.8.34	Degi-itosmargua, bela a-neggweburginmalad Jesús-abin ainiarmalad. Jesús-daksamargu, egi wilenagusmalad, adi e-yargi naegar. Agi Jesús urgi nakwissunnad.
MAT.9.1	Degi Jesús urgi nakwisgu, mata-dummad-gaka-baidse nadsun, na e-neggweburse nonisun. 
MAT.9.2	Agi dule-wargwen, bela-abgan-burgwar-nikad ese dule-megedgi-mai senonimalad. Ar Jesús dule-senonimalad-dakdegu, egi gwen bensulid, dule-abgan-burgwaledga sogded:
MAT.9.2	—An-ai, gandik na be san-sae, na be-iskudii-gusad, be nugussun.
MAT.9.3	Degi, escribamar-gwen-gwen na ulubgi sogdemar: “We-dule Bab-Dummad-nuggi nue dodonaid.”
MAT.9.4	Ar Jesús sunna dulemar-ulubgi-binsanaid mag daksoggu, sogdesun:
MAT.9.4	—¿Ar ibiga bemar na be-gwagegi ichakwa binsanai? ¿Geg-iskued-osulo be an-insae? 
MAT.9.5	An dule-bonigwaledga sog-dibe: ‘Be-iskunaid an bega osulos.’ Ar igi an sogbarsun-dibe: ‘Be nugu, be gwisgu, be nae.’ Degite, ¿igid bur-baisursunna imaklesunna? Suli, ebobela baisursunna imaklesuli. Ar dule sunna an nudakele, soglebardo, sunna dule-iskued an elibarye. 
MAT.9.6	Degisoggu, ani Dule-Machi, dule-bonigwaled an nudakoed, adi bemar wisguegar, igi dule-bonigwaled sunna an nudake, debayobi we-napneggi dule-gwage-iskunaid sunna nudaked an nikbalid.
MAT.9.6	Degi Jesús dule-abgan-burgwar-nikadga sogdesun:
MAT.9.6	—Be gwisgu, be-egi-maid na be sede, be-negse na be nasun.
MAT.9.7	Geb degi-dule-bonigwaled yog nuguar-gusgu, na gwisgus imas, e-negse na nadsun. 
MAT.9.8	Ar dulemar dule-nugusad dakdegu, geger dakdemalad. Bab Dummad dulega we-gangued uksadba, dulemar Bab-Dummad-nug odummodmarsun.
MAT.9.9	Jesús dule-nudaksadgi-gwichi nadgu, dule-wargwen-dakar, Mateo nugad. A-dulede Roma-dummadga-mani-galeged-neggi siid, mani gasiid. Jesús Mateose gote, ega sogde:
MAT.9.9	—Anba be dage, an-sapinga guegar.
MAT.9.9	Degi Mateo gwisgusgu, eba yog naar imaksad.
MAT.9.10	Mateo-neggi Jesús, degine, e-sapinganmala mas gunsigu, dulemar-Roma-dummadga-mani-gaedgi-arbamalad, degine, dulemar-baigan galagwensuli-iskudimalad eba mas gunbukwa-gusmarmogad. 
MAT.9.11	Fariseomar, Jesús dule-iskanamarba mas-gunsii dakarmargu, Jesús-sapinganga sogdemar:
MAT.9.11	—¿Ar ibiga bemar-odurdaked-saila dulemar-Roma-dummadga-mani-gaedgi-arbamaladba, degi, dule-baigan-iskudimaladba wede mas gunne?
MAT.9.12	Jesús, deyob Fariseomar soge itosgu, sogde:
MAT.9.12	—Dulemar-gegusurmalad ina-duled abesulid, unnila gegumaladbi ina-duled abe damalad. 
MAT.9.13	Degisoggu, be namar, be durdaknamar, Bab Dummad igi soge na E-Gardagi:
MAT.9.13	Nue wile emar-daked bur an abeged,
MAT.9.13	anga ibmar-gummakar ukedba.
MAT.9.13	Os. 6:6
MAT.9.13	Ar we-napnegse an nonigu, dulemar-nuegan, na iskudisur-itomaladse golega an nonisulid. An nonikidi, dulemar-iskudii-na-itomaladse golega, adi na e-iskuedga ulubgi bukib binsamalagar, mer bar iskumalagar.
MAT.9.14	Agi Juan-sapingan Jesússe nonimalad, ega sognonimalad:
MAT.9.14	—Anmar, degi, Fariseomar, Bab-Dummadse-golega mas-gunsuli imbagwenar gudidamalad. ¿Ar ibiga be-sapingandi Bab-Dummadse-golega gwen mas-gunsuli gudidasurmala?
MAT.9.15	Jesús, abin-burbar-sogde:
MAT.9.15	—¿Dulemar ome-nikued-ibagi mas-gullegedse nonikile, bukib binsamalo be insae, ar dule-ome-nikuoed e-abargi siir? Suli, bukib binsaosuli. Ar ibagan nonikoed, dule-ome-nikunaid e-idu seledoed, a-ibagan nonikile, agindi Bab-Dummadse-golega mas-gunsuli gudigumalodo. Emigindi amba an gudisoggu, an-sapingan geg mas-gunsuli gudigumardo.
MAT.9.16	Jesús sogdebar: “Ar dule gwen morgoa-binid matuga mor-seredgi nasikega gwen imakdisulid. Degir, morgoa-binid sinnii nadele, mor-sered aka-bur-bule achirmakdo-itole.
MAT.9.17	“Deginbali, inna-gaibid-binid gwen ibmar-uka-bugluga-sobaled-seredgi baliledisulid. Degir, inna-gaibid mudele, buglu-sered esirmako-itole. Degir binsa inna-gaibid milego-itole, degi, bugluse-bakar binsa miledo-itole. A-ulale, inna-gaibid-binid buglu-binidgi baliledo, adi ebobela nabir igarga guegar. Dule-igar deyobmodo, igar-sered geg igar-binid-ebo atoged.”
MAT.9.18	Jesús wegi-sunmaksii, machered-wargwen, dule-nue-nug-nikagwad ese abarmaknonikid, yokorgi sindigar asabin signonikid, ega sognonikid:
MAT.9.18	—An-bunolo emiskwaa burgwisad, ar degite anba be dage, be-argangi an-bunolo be ebudage, adi gannar durguegar.
MAT.9.19	Jesús gwisgus imaksagu, e-sapinganmala eba nadmarsun.
MAT.9.20	Degi ome-gwensak birga-ambe-gakabogus boni-nalur-nika gudiid, Jesús-yarganba nonikid, e-mor-duku ebunonikid. 
MAT.9.21	Ar ade ome na ulubgi soged: “Ar unnila Jesús-mor-dukubi an ebusale, an nudaklegoye.”
MAT.9.22	Ar Jesús aibiris imaksagu, ome-gwichi dakdegu, ega sogded:
MAT.9.22	—Omegwa, mer be dobgu. Ar be nue an-bengussursoggu, be nugussun.
MAT.9.22	Ar agine, ome yog nuguar naded.
MAT.9.23	Jesús dule-wargwen-wis-nug-nikagwad-negse modapsun. Agi dogdegu, dakde, dulemar-gar-ogormalad bato guagwar bukwa, degi, dulemar bukidar oimakbukwa. 
MAT.9.24	Jesús amarga sogde:
MAT.9.24	—Bemar ainirmar, ar bunolo burgwar maisulid, unnila gabmaid.
