GEN.1.1	Naãrãed̶a Ãcõrẽba bajãda idjab̶a naʌ̃ ẽjũãda osia. 
GEN.5.31	Jũma ãbaa seteciento setenta y siete poa unusia. Mãwã b̶ʌda jaid̶asia.
GEN.5.32	Noé quiniento poa b̶asid̶e dji warrarã Seʌ̃da, Caʌ̃da, Jape sid̶a unusia.
GEN.6.1	Naʌ̃ ẽjũãne ẽberãrã yõsid̶ad̶e caurãda unucuasid̶aa. 
GEN.6.2	Maʌ̃be Ãcõrẽ warrarãba maʌ̃ awẽrãrãra quĩrãwãrẽã unusid̶aa.
GEN.6.3+GEN.6.4	Edaped̶ad̶acarea warrarãda yõsid̶aa. Maʌ̃ warrarãra naʌ̃ ẽjũãne drasoa waib̶ʌa warisid̶aa. Ãdjirãra trʌ̃ b̶ʌga b̶easia maʌ̃ drõãenabema ewarid̶e, nocoarebema ewarid̶e bid̶a. Ãdjirã carea Ãcõrẽba jarasia: “Mʌ̃a ẽberãrãa ʌ̃yãba diasia zocai pananamãrẽã baribʌrʌ djara bẽrã beud̶ia. Poa ciento veintebe b̶ead̶ia.”
GEN.6.5	Ãcõrẽba unusia ẽberãrãba jũma naʌ̃ ẽjũãne cadjiruada jũmawãyã o panʌda. Unusia ãdjia ab̶abe cadjirua od̶idrʌ ewariza crĩcha panʌda. 
GEN.6.6	Maʌ̃ne Ãcõrẽra sopua b̶esia naʌ̃ ẽjũãne ẽberãrã od̶a carea. Idjimaarã biara b̶acasia ãdjira od̶aẽ́bara. 
GEN.6.7	Nãwã crĩchasia: “Mʌ̃a ẽberãrãda, animarãda, animarã ãdji jãne wãbadada, ĩbana sid̶a jũma jõbiya. Mʌ̃a ãdjira od̶aẽ́bara biara b̶acasia.”
GEN.6.8	Baribʌrʌ Ãcõrẽba Noéda bia unusia.
GEN.6.9	Nama Noéd̶ebemada nẽbʌrʌ b̶ʌa.
GEN.6.9	Noéra ẽberã jipa b̶asia. Ãcõrẽ ume jipa nĩbabadjia. Idji ewarid̶ebemarã tãẽna ab̶abe idjidrʌ jarad̶i neẽ́ b̶asia. 
GEN.6.10	Noéba warrarãda ũbea unusia: Seʌ̃, Caʌ̃, idjab̶a Jape.
GEN.6.11	Maʌ̃ne naʌ̃ ẽjũãne b̶eara Ãcõrẽ quĩrãpita biẽ́ duanesid̶aa baridua cadjiruara jũmawãyã o b̶ea bẽrã. 
GEN.6.12	Ãcõrẽba naʌ̃ ẽjũã acʌbʌrʌd̶e wãrãda jũma biẽ́ b̶ʌda unusia jũma ẽberãrãba ne jũmane cadjirua o b̶ea bẽrã. 
GEN.6.13	Maʌ̃ carea Ãcõrẽba Noéa jarasia:
GEN.6.13	–Mʌ̃a naʌ̃ ẽjũãne zocai b̶eara jũma jõbiya jũmawãyã cadjiruada o b̶ea bẽrã. Idjab̶a naʌ̃ ẽjũã sid̶a jũma ãrĩya. 
GEN.6.14+GEN.6.15+GEN.6.16	Maʌ̃ carea bʌa jãba dromada bacuru biad̶ebemada odua.
GEN.6.17	Pãrãnacarea mʌ̃a dopapada zebiya naʌ̃ ẽjũãra jũma ũ wãmãrẽã. Mãwã jũma zocai b̶eara mʌ̃a jõbiya. Animarã b̶eara, ẽberãrã sid̶a jũma quininia. 
GEN.6.18	Baribʌrʌ mʌ̃ra bʌ ume bed̶ea b̶ʌya bãrã ẽdrʌ edai carea. Bʌda, bʌ warrarãda, bʌ quimada, bʌ ãĩgurã sid̶a jãba dromane b̶adod̶ia. 
GEN.6.19	Idjab̶a jũma animarãda umé uméa, dji umaquĩrãda dji wẽrãda jãba dromane ed̶a wãbid̶ia bʌ quĩrãca zocai b̶ead̶amãrẽã. 
GEN.6.20	Ĩbanada, dewara animarãda, animarã ãdji jãne wãbada sid̶a umé uméa bʌmaa zed̶ia bʌa ãdjirã zocai wagamãrẽã. 
GEN.6.21	Idjab̶a cod̶i careabemada jʌrʌ peped̶a wagadua bãrãba maʌ̃ animarã bid̶a co panani carea.–
GEN.6.22	Ãcõrẽba jarad̶a quĩrãca Noéba jũma osia.
GEN.7.1	Mãwãnacarea Ãcõrẽba Noéa jarasia:
GEN.7.1	–Naʌ̃ ẽjũãnebema ẽberãrã tãẽna mʌ̃a ab̶abe bʌdrʌ jipa unu b̶ʌa. Maʌ̃ bẽrã bʌra jũma bʌ ẽberãrã sid̶a jãba dromane ed̶a wãnadua. 
GEN.7.2	Dji mʌ̃́a babue diaida b̶ʌ animarãnebemada dji umaquĩrãrãda siete idjab̶a dji wẽrãrãda siete edadua, baribʌrʌ animarã mʌ̃́a babue diacara panʌnebemada ab̶a dji umaquĩrãda, ab̶a dji wẽrãda edadua. 
GEN.7.3	Ara maʌ̃ quĩrãca ĩbanaza dji umaquĩrãrãda siete, dji wẽrãrãda siete edadua naʌ̃ ẽjũãne zocai b̶ead̶amãrẽã. 
GEN.7.4	Siete ewari bad̶acarea mʌ̃a cuarenta ewari ãsa diamasi bid̶a cueda zebiya. Maʌ̃ba mʌ̃a naʌ̃ ẽjũãne zocai b̶ea od̶ara jũma jõbiya.–
GEN.7.5	Ara maʌ̃da Noéba jũma osia Ãcõrẽba jarad̶a quĩrãca.
GEN.7.6	Noé seisciento poa b̶asid̶e dopapaba naʌ̃ ẽjũãra jũma ũ wãsia. 
GEN.7.7	Dopapa carea Noéra jãba dromane ed̶a wãsia. Dji warrarãda, dji quimada, dji ãĩgurã sid̶a ed̶a wãsid̶aa. 
GEN.7.8	Jãba dromane ed̶a wãsid̶aa Ãcõrẽa babue diabada animarãda, Ãcõrẽa babue diacara panʌ animarã sid̶a. Ĩbana b̶eada, jũma ãdji jãne wãbada animarã sid̶a ed̶a wãsid̶aa. 
GEN.7.9	Umé uméa dji umaquĩrãda dji wẽrãrã sid̶a jãba dromane ed̶a wãsid̶aa Ãcõrẽba Noéa jarad̶a quĩrãca.
GEN.7.10	Siete ewari bad̶acarea dopapaba ẽjũãra ũ wãsia. 
GEN.7.11	Noé seisciento poa b̶asid̶e ara maʌ̃ poad̶e jed̶eco ab̶a aud̶u diecisiete ewari b̶ʌd̶e ũ wãsia. Ara maʌ̃ ewarid̶e pusa edrebema baidora ʌ̃taa bogadrʌ ze nũmesia, idjab̶a cue sid̶a bio ze nũmesia. 
GEN.7.12	Naʌ̃ ẽjũãne cue ze nũmasia cuarenta ewari ãsa, diamasi bid̶a.
GEN.7.13	Cue ze nũmesid̶e Noéra idji warrarã Seʌ̃, Caʌ̃, idjab̶a Jape sid̶a jãba dromane ed̶a wãsid̶aa. Noé quimada, dji ãĩgurã sid̶a ed̶a wãsid̶aa. 
GEN.7.14	Ãdjirã ume quĩrãtanoa animarã mẽãbemada, daupẽbadada, ãdji jãne wãbadada, ĩbana sid̶a jãba dromane ed̶a wãsid̶aa. 
GEN.7.15	Animarã b̶eara jũma umé uméa Noémaa zesed̶aped̶a jãba dromane ed̶a wãsid̶aa. 
GEN.7.16	Animarã b̶eaza ed̶a wãsid̶aa dji umaquĩrãda dji wẽrãda, Ãcõrẽba Noéa jarad̶a quĩrãca. Noé ed̶a wãnacarea Ãcõrẽba dji ed̶a wãbadara jũãtrʌ nũmʌsia wagai carea.
GEN.7.17	Cuarenta ewarid̶e dopapaba jũma ũ wãbʌrʌ basía. Ʌ̃taa ũ wãbʌrʌd̶e jãba dromara baido ʌ̃rʌ̃ ũmesia. 
GEN.7.18	Dora ewariza ʌ̃taa ũ wãsia. Waib̶ʌa ũ wãsia. Maʌ̃ bẽrã jãba dromara baido ʌ̃rʌ̃ pʌrrʌga ũmesia. 
GEN.7.19	Mãwã b̶ʌd̶e doba naʌ̃ ẽjũãra jũma ũ wãsia. Eya ʌ̃tʌara b̶ea sid̶a jũma ũ wãsia. 
GEN.7.20	Eyara jũma ũ nũmeped̶a wad̶i braza quĩmãrẽ aud̶u ũ wãsia. 
GEN.7.21	Maʌ̃ bẽrã naʌ̃ ẽjũãne zocai b̶eara jũma quinisid̶aa. Ĩbana b̶eada, daupẽbada animarãda, mẽãbemada, jũma animarã ãdji jãne wãbada sid̶a quinisid̶aa. Idjab̶a ẽberãrã sid̶a jũma quinisid̶aa. 
GEN.7.22	Jũma druabema ʌ̃yãbabada b̶eara quinisid̶aa. 
GEN.7.23	Wãrãda jũma druabema zocai b̶eara quinisid̶aa. Ẽberãrãda, animarãda, ãdji jãne wãbadada, ĩbana sid̶a quinisid̶aa. Mãwã Ãcõrẽba naʌ̃ ẽjũãne b̶ead̶ara jũma jõbisia. Maʌ̃ne ab̶abe panesid̶aa Noéda, idji ume jãba dromane ed̶a wãped̶ad̶a sid̶a. 
GEN.7.24	Naʌ̃ ẽjũãra dopapaba ciento cincuenta ewari ũ nũmasia.
GEN.8.1+GEN.8.2	Naʌ̃ ẽjũã ũ nũmasid̶e Ãcõrẽba Noéra jũma animarã jãba dromane duanʌ sid̶a quĩrãdoaẽ́ b̶asia. Maʌ̃ bẽrã Ãcõrẽba nãũrãda jũma naʌ̃ ẽjũãne tʌbisia, pusa edrebema baidora tʌdrʌbisia, idjab̶a cue sid̶a poabisia. 
GEN.8.3+GEN.8.4	Maʌ̃ bẽrã dora pĩãca ed̶aa erru wãsia. Cue zesi ewarid̶eba ciento cincuenta ewari bad̶acarea jãba dromara Ararat eyaid̶a b̶ʌ druad̶e poa b̶esia. Cue zesi poad̶e sei jed̶eco aud̶u diecisiete ewari b̶ʌd̶e mãwã poasia. 
GEN.8.5	Baribʌrʌ wad̶ibid̶a dora erru b̶asia. Pĩãca erru wãne diebema jed̶eco nabema ewarid̶e waabema eya borora odjacuasia.
GEN.8.6	Cuarenta ewari bad̶acarea Noéba jãba dromane dajadaa acʌbada od̶ara ewasia. 
GEN.8.7	Ewaped̶a ĩbana ne mĩguia cobarida ẽdrʌbisia egoro põãsada unui cawaya.
GEN.8.8	Mãwã b̶ʌd̶e Noéba puchirãda wãbisia dora errusi cawaya. 
GEN.8.9	Maʌ̃ puchirãra jãba dromanaa waya jẽda zesia sãma b̶arida unuẽ́ bẽrã. Maʌ̃be Noéba puchirãra idji jʌwaba edaped̶a jãba dromane ed̶a b̶ʌsia.
GEN.8.10	Siete ewari jʌ̃ãped̶a Noéba wayacusa puchirãra jãba dromaneba wãbisia. 
GEN.8.11	Queubʌrʌd̶e puchirãra waya jẽda zesia. Maʌ̃ne dji quid̶ad̶e olivo bacuru queduada enesia. Maʌ̃neba Noéba cawasia ẽjũã ũ nũmanara wãrãda errubʌrʌda. 
GEN.8.12	Waya siete ewari jʌ̃ãped̶a Noéba wayacusa puchirãra wãbisia. Maʌ̃ne puchirãra waa Noémaa zeẽ́ basía.
GEN.8.13	Noé 601 poa b̶asid̶e naʌ̃ ẽjũãne dora jũma errusia. Ara maʌ̃ poad̶e dji nabema jed̶ecod̶e nabema ewarid̶e Noéba jãba droma de ẽcarrara ogapetasia. Maʌ̃ne ẽjũãra põãsa b̶ʌda unusia. 
GEN.8.14	Jed̶eco ab̶a aud̶u veintisiete ewari b̶ʌd̶e ẽjũãra wãrãda bio põãsa b̶asia. 
GEN.8.15	Maʌ̃bebʌrʌ Ãcõrẽba Noéa jarasia:
GEN.8.16	–Bʌra, bʌ quima, bʌ warrarã, bʌ ãĩgurã sid̶a jãba dromaneba ẽdrʌd̶adua. 
GEN.8.17	Idjab̶a ẽdrʌbigadua jũma animarã bʌ ume duanʌra: ĩbanada, animarã daupẽbadada, animarã ãdji jãne wãbada sid̶a jũma naʌ̃ ẽjũãne wãnaped̶a yõnamãrẽã.–
GEN.8.18	Ara maʌ̃da Noéra, dji quima, dji warrarã, dji ãĩgurã sid̶a ẽdrʌsid̶aa. 
GEN.8.19	Idjab̶a jãba dromaneba ẽdrʌsid̶aa jũma animarã daupẽbadada, mẽãbemada, ãdji jãne wãbadada idjab̶a wãb̶aribada sid̶a. 
GEN.8.20	Maʌ̃be Noéba mõgarada ʌ̃tʌ pã buesia animarã Ãcõrẽa babue diai carea. Mãwã oped̶a Ãcõrẽa babue diaida b̶ʌ animarãda, ĩbana sid̶a ab̶a ab̶a beacuasia. Beacuaped̶a mõgara ʌ̃tʌ pã bued̶a ʌ̃rʌ̃ Ãcõrẽa babue diasia. 
GEN.8.21	Maʌ̃ babue diad̶ara Ãcõrẽba bia unusia. Maʌ̃ne jarasia:
GEN.8.21	–Id̶iba ʌ̃taa mʌ̃a naʌ̃ ẽjũãra waa biẽ́ b̶ʌẽ́a, ẽberãrãba caibe ed̶aʌba ãdji sod̶e cadjirua od̶idrʌ crĩcha b̶eamĩna. Idjab̶a mʌ̃a jũma zocai b̶eara waa quinibiẽ́a mʌ̃a od̶a quĩrãca. 
GEN.8.22	Naʌ̃ ẽjũã b̶ʌmisa ẽberãrãra ne u panania, ne ewa panania. Ewari jʌ̃wʌ̃rʌ̃ãra, ewari cũrãsa sid̶a b̶aya. Doid̶aada, poa sid̶a b̶aya. Ãsa, diamasi sid̶a b̶aya.–
GEN.9.1	Maʌ̃be Ãcõrẽba Noéa, dji warrarãa bid̶a nãwã bia jarasia:
GEN.9.1	–Warra zocãrã yõnadua. Naʌ̃ ẽjũãra jũma birad̶adua. 
GEN.9.2	Jũma animarã naʌ̃ ẽjũãne b̶eaba bãrãra wayad̶ia. Ĩbanara, animarã druabemara, pusad̶ebema sid̶a jũma bãrã jʌwaed̶a b̶ead̶ia.
GEN.9.3	Mʌ̃a naẽna chiruada, nejõ sid̶a cod̶amãrẽã diasia.
GEN.9.4	Baribʌrʌ animarã oara cocara panʌa, oad̶eba jũmarãda zocai duanʌ bẽrã. 
GEN.9.5	Ẽberãba wa animarãba ẽberãda beaibʌrʌ, mʌ̃a cawa oya. 
GEN.9.6	Mʌ̃a ẽberãra ara mʌ̃dji quĩrãca osia. Maʌ̃ carea bariduada mĩã beaibʌrʌ, bãrã bororãba maʌ̃ ẽberãra beabid̶ida panʌa.
GEN.9.7	Mʌ̃a bãrãa jaraya: warra zocãrã yõnadua. Naʌ̃ ẽjũãra jũma birad̶adua.–
GEN.9.8	Maʌ̃ awara Ãcõrẽba Noéa, dji warrarãa bid̶a nãwã jarasia:
GEN.9.9+GEN.9.10	–Ũrĩnadua, mʌ̃a bed̶eada b̶ʌya bãrã ume, bãrãneba yõbʌdarã ume bid̶a, jũma animarã bãrã ume jãba dromaneba ẽdrʌped̶ad̶a ume bid̶a. Animarã daupẽbada, mẽãbema, ĩbana, jũma naʌ̃ ẽjũãne b̶ea animarã ume mʌ̃a bed̶eada b̶ʌya. 
GEN.9.11	Mʌ̃a bed̶ea b̶ʌbʌrʌra naʌ̃gʌa: naʌ̃ ẽjũãne zocai b̶eara waa dopapaba jõbiẽ́a. Waa naʌ̃ ẽjũãra ũ wãẽ́a naʌ̃ ẽjũãne b̶ea quininamãrẽã. Mʌ̃a bed̶ea b̶ʌd̶ara wãrãda mãwã b̶aya.–
GEN.9.12+GEN.9.13	Maʌ̃ awara Ãcõrẽba jarasia:
GEN.9.12+GEN.9.13	–Mʌ̃a bãrã ume, bãrãneba yõbʌdarã ume, animarã ume bid̶a bed̶ea b̶ʌd̶ara jõca baya. Maʌ̃ carea mʌ̃a sẽyãda jʌ̃rãrãne jira b̶ʌbʌrʌa cawad̶amãrẽã mʌ̃a naʌ̃ ẽjũãne b̶ea ume bed̶ea b̶ʌd̶ara wãrãda mãwã b̶aida. Maʌ̃ sẽyãra eumaa. 
GEN.9.14	Mʌ̃a jʌ̃rãrã zebibʌrʌd̶e mʌ̃ eumara odjabari baya. 
GEN.9.15	Maʌ̃gʌd̶eba mʌ̃a quĩrãneba b̶aya mʌ̃a bãrã ume animarã ume bid̶a bed̶ea b̶ʌd̶ara. Waa dopapara wãbiẽ́a naʌ̃ ẽjũãne b̶ea quinibi carea. 
GEN.9.16	Euma jʌ̃rãrãne jira b̶ʌ unubʌrʌd̶e mʌ̃a quĩrãneba b̶aya jũma naʌ̃ ẽjũãne zocai b̶ea ume bed̶ea b̶ʌd̶ara. Maʌ̃ra jõca baya. 
GEN.9.17	Wãrãda eumaba quĩrãnebabi b̶aya mʌ̃a jũma naʌ̃ ẽjũãne zocai b̶ea ume bed̶ea b̶ʌd̶ara.–
GEN.9.17	Ãcõrẽba Noéa mãwã jarasia.
GEN.9.18	Noé warrarã jãba dromaneba ẽdrʌped̶ad̶ara Seʌ̃, Caʌ̃, idjab̶a Jape basía. Caʌ̃ra Canaaʌ̃ zeza basía. 
GEN.9.19	Noé warrarãra ũbea panasid̶aa, baribʌrʌ ãdjid̶eba yõped̶ad̶arãba naʌ̃ ẽjũãra wayacusa birasid̶aa.
GEN.9.20	Maʌ̃be Noéba peada oped̶a uvada úsia. 
GEN.9.21	Ewari ab̶a Noéba uva b̶a aseada do b̶asia. Maʌ̃ba idjira beu b̶esia. Maʌ̃ bẽrã idji dejãne ãcad̶a tab̶asia. 
GEN.9.22	Mãwã tab̶ʌd̶e dji warra Caʌ̃da ed̶a zesia. Caʌ̃ra Canaaʌ̃ zeza basía. Maʌ̃ne Caʌ̃ba idji zeza ãcad̶a tab̶ʌda unuped̶a idji djabarã dajadaare panʌ́a jarad̶e wãsia. 
GEN.9.23	Maʌ̃ carea Seʌ̃ba Jape bid̶a borob̶ada ab̶a edasid̶aa. Maʌ̃ borob̶ara ãdji equiad̶e b̶ʌd̶aped̶a ãdaunaa wãsid̶aa ãdji zezamaa. Maʌ̃be araa acʌd̶aẽ́ ãdji zezara ãnẽb̶ari b̶ʌsid̶aa. Mãwã ãdji zeza cacuara ununaẽ́ basía.
GEN.9.24	Noé quĩrã bad̶acarea cawasia idji warra tẽãbema Caʌ̃ba od̶ara. 
GEN.9.25	Maʌ̃ carea jarasia:
GEN.9.25	Caʌ̃ warra Canaaʌ̃ra mʌ̃a biẽ́ jara b̶ʌya. Canaaʌ̃ra idji zeza djabarã nezoca ed̶aara b̶ʌda b̶aya.
GEN.9.26	Mãwã jarad̶acarea Noéba idji warrarã Seʌ̃ra Jape sid̶a nãwã bia jara b̶ʌsia:
GEN.9.26	Mʌ̃ Ãcõrẽba Seʌ̃ra bia b̶ʌya. Canaaʌ̃ra Seʌ̃ nezoca baya.
GEN.9.27	Japera Ãcõrẽba dji dromada b̶ʌya. Idji djaba Seʌ̃ ume necai b̶aya. Canaaʌ̃ra idji nezoca baya.
GEN.9.28	Dopapa wãnacarea Noéra 350 poa b̶asia. 
GEN.9.29	Mãwã 950 poa b̶asid̶e jaid̶asia.
GEN.10.1	Dopapa wãnacarea Noé warrarã Seʌ̃ba, Caʌ̃ba, Jape bid̶a warrarãda unucuasid̶aa. Nama b̶ʌ́ b̶ʌa ãdjid̶eba yõped̶ad̶ad̶ebemada.
GEN.10.2	Japed̶eba yõped̶ad̶ara naʌ̃gʌrã basía: Gomer, Magog, Madai, Javaʌ̃, Tubal, Mesec, Tiras sid̶a. 
GEN.10.3	Jape warra Gomerd̶eba yõped̶ad̶ara naʌ̃gʌrã basía: Asquenaz, Ripat, Togarmá sid̶a. 
GEN.10.4	Jape warra Javaʌ̃neba yõped̶ad̶ara naʌ̃gʌrã basía: Elisá, Tarsi, Quitiʌ̃, Rodaniʌ̃ sid̶a.
GEN.10.5	Javaʌ̃neba yõped̶ad̶ara pusa icawa drua osid̶aa. Maʌ̃ne jũma Jape warrarãba ãdjirãza puruda osid̶aa idjab̶a ãdji puruza ãdji quĩrãmera awara awara bed̶ea b̶easia.
GEN.10.6	Caʌ̃neba yõped̶ad̶ara naʌ̃gʌrã basía: Cus, Mizraiʌ̃, Put, Canaaʌ̃ sid̶a. 
GEN.10.7	Caʌ̃ warra Cusd̶eba yõped̶ad̶ara naʌ̃gʌrã basía: Sebá, Havila, Sabtá, Raamá, Sabteca sid̶a. Raamáneba yõped̶ad̶ara Chebá idjab̶a Dedaʌ̃ basía. 
GEN.10.8	Cusba idjab̶a Nimroda unusia. Maʌ̃ Nimrora naʌ̃ ẽjũãne nabema ẽberã dji droma basía. 
GEN.10.9	Nimrora mẽã wãi carea dji bia basía Ãcõrẽba mãwã quĩrĩãna bẽrã.
GEN.10.10	Idji jʌwaed̶a erob̶asia puru dromarãda. Naãrã Sinar druad̶e erob̶asia Babelda, Erecoda, Acada, Calne sid̶a. 
GEN.10.11	Mamaʌba Asiria druad̶aa wãsia.
GEN.10.12	Idjab̶a Reseʌ̃ puru dromada osia Ninive idjab̶a Cala ẽsi.
GEN.10.13	Caʌ̃ warra Mizraiʌ̃neba yõsid̶aa naʌ̃gʌrãda: Ludiʌ̃, Anamiʌ̃, Lehabiʌ̃, Naptuhiʌ̃, 
GEN.10.14	Patrusiʌ̃, Casluhiʌ̃, Captoriʌ̃ sid̶a. Captoriʌ̃neba pilisteorãda yõsid̶aa.
GEN.10.15	Caʌ̃ warra Canaaʌ̃ba idji warra iwina Sidoʌ̃da unusia. Maʌ̃are unusia Het. 
GEN.10.16	Idjab̶a Canaaʌ̃neba yõsid̶aa jebuseorãda, amorreorãda, gergeseorãda, 
GEN.10.17	heveorãda, araceorãda, sineorãda, 
GEN.10.18	arvadeorãda, zemareorãda, hamateorã sid̶a. Canaaʌ̃neba yõped̶ad̶aba puru zocãrã o wãsid̶aa. 
GEN.10.19	Naãrã ãdji druara b̶asia Sidoʌ̃ purud̶eba ab̶a Gaza purud̶aa idjab̶a Guerar caita bid̶a. Maʌ̃ awara ãdji puru Sodomada, Gomorrada, Admada, Zeboiʌ̃da, Lasa sid̶a ãdji drua daucha icawa panasid̶aa. 
GEN.10.20	Jũma maʌ̃gʌrãra Caʌ̃neba yõsid̶aa. Ãdjirãza ãdji ẽberãrãra erob̶easia, ãdji bed̶eara quĩrã awara b̶easia, ãdji druara awara erob̶easia, idjab̶a ãdji puru sid̶a awara erob̶easia.
GEN.10.21	Seʌ̃ra Jape djaba dji nabema basía. Seʌ̃ bid̶a warrarãda unusia. Hebere warrarãda jũma Seʌ̃neba yõsid̶aa.
GEN.10.22	Seʌ̃neba yõped̶ad̶ara naʌ̃gʌrã basía: Elaʌ̃, Asur, Arpaxa, Lud, Araʌ̃ sid̶a. 
GEN.10.23	Seʌ̃ warra Araʌ̃neba yõped̶ad̶ara naʌ̃gʌrã basía: Uz, Hul, Gueter, Mas sid̶a. 
GEN.10.24	Seʌ̃ warra Arpaxaba Salada unusia. Salara Hebere zeza basía. 
GEN.10.25	Hebereba warrarãda umé unusia. Ab̶abemara trʌ̃ b̶ʌsid̶aa Pele, idji ewarid̶e ẽberãra druaza ãyã wãbʌrʌsid̶a bẽrã.
GEN.10.25	Pele djabara Joctaʌ̃ basía. 
GEN.10.26	Joctaʌ̃neba yõped̶ad̶ara naʌ̃gʌrã basía: Almodad, Selep, Hazar-mavet, Jerá, 
GEN.10.27	Adoraʌ̃, Uzal, Dicla, 
GEN.10.28	Obal, Abimael, Sebá, 
GEN.10.29	Opir, Havila, Jobá sid̶a. Jũma maʌ̃gʌrãra Joctaʌ̃ warrarã basía. 
GEN.10.30	Ãdjirãba birasid̶aa Mesá purud̶eba Sepa ẽjũã eyaid̶a b̶ʌd̶aa. Separa Mesád̶eba ʌ̃mãdau odjabariare b̶ʌa. 
GEN.10.31	Jũma maʌ̃gʌrãra Seʌ̃neba yõped̶ad̶arã basía. Ãdjirãza ãdji ẽberãrãra erob̶easia, ãdji bed̶eara quĩrã awara b̶easia, ãdji druara awara erob̶easia, idjab̶a ãdji puru sid̶a awara erob̶easia.
GEN.10.32	Jũma maʌ̃gʌrãra Noé warrarãneba yõsid̶aa. Dopapa wãnacarea ãdjirãra ãyã wãbʌrʌd̶aped̶a ãdjiza druada osid̶aa. Mãwã jũma naʌ̃ ẽjũãne duanesid̶aa.
GEN.11.1	Ẽberãrã druaza wãbʌrʌd̶i naẽna jũmarãda ab̶ari bed̶ead̶e bed̶eabadjid̶aa. 
GEN.11.2	Ãdjirãra arima pananaca basía. Maʌ̃ba ʌ̃mãdau odjabariare pʌrrʌa nĩnane Sinar ẽjũãne jũẽne wãsid̶aa. Maʌ̃ ẽjũãne jewed̶ada ununaped̶a mama panesid̶aa. 
GEN.11.3	Ewari ab̶a ãbaa nãwã bed̶eadruasid̶aa: “Egoroda mõgara quĩrãca od̶aped̶a tʌbʌd̶e bád̶adrʌ de od̶i carea.” Ara maʌ̃da egorora mõgara quĩrãca od̶aped̶a básid̶aa mõgarara neẽ́ bad̶a bẽrã. Maʌ̃be cãdorronada edasid̶aa maʌ̃ mõgara quĩrãca od̶ara carad̶i carea. 
GEN.11.4	Maʌ̃be jarasid̶aa:
GEN.11.4	–Jãʌ̃be puruda od̶adrʌ. Idjab̶a de ʌ̃tʌ drasoga b̶ʌda od̶ia. Dji de borora ab̶ed̶a bajãnaa tẽũbid̶ia. Mãwã osid̶ara dadjirãra trʌ̃ b̶ʌga b̶ead̶ia idjab̶a ni ab̶aʌba dadjirãra namabemada ãyã memenebid̶aẽ́a druaza wãnamãrẽã.–
GEN.11.5	Ẽberãrãba puru idjab̶a de ʌ̃tʌ drasoga b̶ʌ o panʌra Ãcõrẽba bajãneba acʌd̶e zesia. 
GEN.11.6	Maʌ̃ne Ãcõrẽba jarasia:
GEN.11.6	–Ãdjirãra jũma ãbaa duanʌa idjab̶a ab̶ari bed̶ead̶e bed̶eabadaa. Maʌ̃ bẽrã jʌwa b̶ʌsid̶aa jãʌ̃ de drasoga b̶ʌra od̶i carea. Maʌ̃ba bariduada o quĩrĩã panʌbʌrʌ poya od̶ia. Dadjia mãwã iduaribid̶aẽ́a. 
GEN.11.7	Biara b̶ʌa dadjira wãnaped̶a ãdji bed̶eara quĩrãtanoa bed̶eabid̶ida ara ãdub̶a cawa ũrĩnaẽ́ duanenamãrẽã.–
GEN.11.8+GEN.11.9	Ara maʌ̃da Ãcõrẽba jũma naʌ̃ ẽjũãne b̶ea ẽberãrãra quĩrãtanoa bed̶eabisia cawa ũrĩrãnamãrẽã. Mãwã dji puru trʌ̃ra b̶esia Babel.
GEN.11.10	Nama b̶ʌ́ b̶ʌa Seʌ̃neba yõped̶ad̶ad̶ebemada. Dopapa wãnacarea poa umé b̶ʌd̶e, Seʌ̃ 100 poa b̶asid̶e, dji warra Arpaxada unusia. 
GEN.11.11	Maʌ̃ Arpaxa ununacarea Seʌ̃ra 500 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
GEN.11.12	Arpaxa 35 poa b̶asid̶e dji warra Salada unusia. 
GEN.11.13	Maʌ̃ Sala ununacarea Arpaxara 403 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
GEN.11.14	Sala 30 poa b̶asid̶e dji warra Hebereda unusia. 
GEN.11.15	Maʌ̃ Hebere ununacarea Salara 403 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
GEN.11.16	Hebere 34 poa b̶asid̶e dji warra Peleda unusia. 
GEN.11.17	Maʌ̃ Pele ununacarea Heberera 430 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
GEN.11.18	Pele 30 poa b̶asid̶e dji warra Reúda unusia. 
GEN.11.19	Maʌ̃ Reú ununacarea Pelera 209 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
GEN.11.20	Reú 32 poa b̶asid̶e dji warra Seruda unusia. 
GEN.11.21	Maʌ̃ Seru ununacarea Reúra 207 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
GEN.11.22	Seru 30 poa b̶asid̶e dji warra Nacoda unusia. 
GEN.11.23	Maʌ̃ Naco ununacarea Serura 200 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
GEN.11.24	Naco 29 poa b̶asid̶e dji warra Tareda unusia. 
GEN.11.25	Maʌ̃ Tare ununacarea Nacora 119 poa b̶asia. Maʌ̃ne warrarã, wẽrãcaurã sid̶a unusia.
