MAT.1.1	Atzin te lu'n atzin tajlal t-xe'chil Jesucrist, a tzajnin ti'j qtzan David ex ti'j qtzan Abraham:
MAT.5.32	Me metzin we' kxel nq'ma'n, qa at jun ichin xkub' tpa'n tib' tuk'a t-xu'jil noq kukxjo, ex nya tu'n ma kub' tz'aq t-xu'jil toj ky'a'jin, tu'n tpaj k-okile' t-xu'jil te aj ky'a'jil, aj tok meje tuk'a juntl ichin. Ex ankye' ichin, k-okil meje tuk'a qya, a otaq tz'el lajo'n, ex ikyxjo, k-okil aj ky'a'jil, qu'n twutz Dios, nya ma pa'yitjo qya tuk'a tnejil tchmil.
MAT.5.33	Ex ikyxjo, o kyb'i'y a q'umle kye ojtxe qxe'chil, qa il ti'j tu'n tb'ajx kyyola, aj qa ma tzaj kytxko'n tb'i Dios toj.
MAT.5.34	Me metzin we' kxel nq'ma'n: Mi tzaj kytxko'n tb'i jun a'la mo tb'i jun ti' toj kyyola;
MAT.5.35	mo tb'i tx'otx', qu'n ax Dios nkawin tib'aj;
MAT.5.36	Ex mi kub' kyq'ma'n jun kyyola, ti'j tsaqil kywi'y, qu'n nlay saqix mo q'aqix jun tsmal kywi'y kyu'nxa. 
MAT.5.37	Qala' chi yolinxa twutzx qa twutzx, ex qa mina, minax. Qu'n atzi'n nkub' kyq'ma'n tb'i a'lchaqku kye toj kyyola, tu'n tajaw iljo ikyjo.
MAT.5.38	B'i'n kyu'n qa q'umle ojtxe, qa ma tz'etz jun kywutza tu'n jun xjal, il ti'j tu'n tetzjo texjal; ex qa ma tz'etz kyste'y tu'n jun xjal, ex il ti'j tu'n tetzjo texjal kyu'n.
MAT.5.39	Me metzin we' kxel nq'ma'n kye'y, qa at jun xjal s-ok lipin kyi'ja, mi tz'ok kyq'o'n t-xel, expe qa ma tz'ok laqtz'in jun plaj kytzi'y, kymeltz'inxji'y jun plajtl. 
MAT.5.40	Ex qa at jun s-ok tstz'i'minte tkamiẍ kyi'ja, ex chex q'i'n twutz kawil tu'n tpajjo ikyjo, kyq'onxa te, expe qa majxjo kychaketa kykotpinxa. 
MAT.5.41	Ex qa ma tz'ok q'o'n il kyi'ja, tu'n t-xi kyiqin jun iqtz toj niky'jin ajlab', majx kyiqinxa toj juntl ajlab'. 
MAT.5.42	Chi oka so'j tuk'a tkyaqil, ex mi chi oka nya so'j tuk'a xjal, a nti' at te.
MAT.5.43	Ex ikyxjo, b'i'n kyu'n tze'n q'umle kyu'nxjal ojtxe: Kyk'u'jlinqekji'y kyuk'iy,
MAT.5.44	Me metzin we' kxel nq'ma'n: Tenx tq'aq'b'il kyk'u'ja kyi'jjo nchi q'ojin kyi'ja; ex chi na'n Dios kyi'jjo nchi yasin kyi'ja. 
MAT.5.45	Qu'n k'walb'ajqexixa te kytati'y, a at toj kya'j. Qu'n ate ntzaj q'onte q'ij kyib'ajjo wen ex kyib'ajjo mina; ex n-etz q'onte jb'al kyib'ajjo o chi nimin ti'j exqetzi'n b'inchil il. 
MAT.5.46	Qu'n qa o'kqex nchi ok kyk'u'jlinji'y aye k'u'jlinqi'y kyu'n, ¿Ma atpela jun oyaj kye'y toj kya'j? Qu'n ikypen kye peyil pwaq ex jni' aj il nb'ant kyu'n. 
MAT.5.47	Ex qa o'kqex ẍi ok kyq'olb'inji'y aye nimil, ¿Ti'tzin ch'in wen nb'ant kyu'n ikyjo? Qu'n ikypen kye xjaljo nb'ant kyu'n, aye' nya ojtzqi'n Dios kyu'n. 
MAT.5.48	Tu'npetzi'n, chi okxa tz'aqle, tze'nku' te kyTati'y toj kya'j tz'aqlexix te'.
MAT.6.1	Kyka'yink kyib'a; mi kub' kyyek'i'n kynimb'ila kywutzxjal, noq tu'n kyjawku ka'ylaj kyi'ja.
MAT.6.2	Tu'npetzi'n, aj qa ma chi oni'n kyi'jjo nti'x ch'in at kye, mi kub' kyb'inchi'n noq tu'n telku kyqanila kyxolilexjal, tze'nku nb'ant kyu'n xmiletz', aye' nimsil kyib', kyojile' ja te k'ulb'il ex kyxolile' tnam, noq tu'n tkub' kyyolinku xjal qa tb'anilqex. Twutzx kxel nq'ma'n kye'y, qa kyinxla ch'in chojb'iljo ktzajil q'o'n ti'j. 
MAT.6.3+MAT.6.4	Qala', aj t-xi kyq'o'n jun onb'il kye yaj, kyq'onxa toj ewajil, tu'ntzin mix a'l jun aku lonte, mixpela jun kyuk'axixa kb'ilte. Qu'n a te qMan Dios, a nka'yin kyi'ja toj ewajil, ktzajil q'onte t-xel kye'y ti'jjo lo.
MAT.6.5	Ex aj kyna'n Dios, mi chi oka tze'n kye xmiletz', a wa'lqenaj nchi na'n Dios toj ja te k'ulb'il ex toj xky'ich b'e toj tnam, noq tu'n kyokku ka'yin kyu'nxjal, ex tu'n kyjaw nimsin.
MAT.6.6	Qala', aj kyna'n Dios, ku kyokxa tuja, ex kyjpumitz kyja'y. Exsin kux chi na'ntza Dios kyjunala toj ewajil, qu'n ate Dios nka'yin kyi'ja toj ewajil, ex ax ktzajil q'o'nte chojb'il kye'y ti'j. 
MAT.6.7	Ex aj kyok ten na'l Dios, nya noq ti'chaqku kchi okil ten q'malte, tze'nku nb'ant kyu'nxjal, a nya ojtzqi'n Dios kyu'n. Qu'n toj kywutz, nyakuj noq tu'n ikyjo, kchi tzajil b'i'n tu'n Dios; qala' tuk'ax jun jte' yol, me qa nkyna'n toj kyanmi'n. 
MAT.6.8	Mitzin chi oka tze'nqeku' xjal xmiletz' anetzi'n, qu'n noqtzin chi oktza tze'nqe nya nimil. Qu'n ex ojtzqi'nl te kyMan tu'n, na'mxtaq txi kyqani'n alkye nti' kye'y.
MAT.6.9	Tu'npetzi'n, iky chi na'la Diosji'y kyjalu'n:
MAT.6.9	Ay qMan Dios, ate toj kya'j, noqit tz'el kyniky'xjal qa xjanxixjo tb'iy.
MAT.6.10	Noqit tku'tzjo Tkawb'ila tzalu'n twutz tx'otx',
MAT.6.10	tu'ntzintla tb'antjo tajb'ila tzalu'n,
MAT.6.10	tze'nkuxjo nb'ant toj kya'j.
MAT.6.11	Q'ontzjiy qwa'y nimxix te q'ij ja'lin.
MAT.6.12	Ex najsimjiy qila, a o b'ant qu'n,
MAT.6.12	tze'nku qe', nkub' qnajsi'n kyilxjal nchi b'inchin mib'in qi'ja.
MAT.6.13	Mi ttziyiy tu'n qkub' tz'aqa toj jun joyb'il, aj ttzaj qi'ja;
MAT.6.13	qala' qo tkloma toj tq'ob' tajaw il.
MAT.6.13	Qu'n tex te tkyaqil Tkawb'il, ex nimx te tipin, ex jni' tqoptz'ajiyila ja'lin, ex te jun majx.
MAT.6.14	Qu'n qa ma kub' kynajsi'n kyiljo nchi ok lipin kyi'ja, ex ikyxjo te qMan Dios, a at toj kya'j, k'wel tnajsin kyila.
MAT.6.15	Me qa mix kub' kynajsi'n kyiljo nchi ok lipin kyi'ja, ex ikyxjo te qMan Dios, mi kub' tnajsin kyila.
MAT.6.16	Ajtzin tkub' kypa'n wa'yaj tu'n kyna'n Diosa, mi kub' kyyek'i'n qa nq'aq'in kyk'u'ja, ex mi chi jaw b'isi'n, tze'nku nb'ant kyu'n xmiletz', aye' nimsil kyib', noq tu'n telku kyniky'tzajil qa nchi pa'n wa'yaj. Twutzx kxel nq'ma'n kye'y, qa o'kx ch'in chojb'iljo ti'jjo lo. 
MAT.6.17	Qala', aj kypa'n wa'yaj tu'n kyna'n Dios, kyb'inchim kyib'a, kytxjomil kywutza, ex chi tze'ji'y, 
MAT.6.18	tu'ntzin mi tz'ele kyniky'xjal kye'y, qa nchi pa'n wa'yaj; qala' o'kx kyMa'n, ex ax ktzajil q'onte chojb'il kye'y.
MAT.6.19	Mi kub' kychmo'nji'y kyq'inimila tzalu'n twutz tx'otx', a ja' ta'ye pok' tu'n tyuch'j, ex ja' aku tz'oke jun ti' kyi'j, ex a ja' aku chi okxi ileq' elq'ilte.
MAT.6.20	Qala' kychmomji'y kyq'inimila toj kya'j, noq tu'n kyb'inchb'i'n b'a'n, tze'nku taj Dios, qu'n nlaypen kub' pok'ix te', nlay q'ayj, ex nlay tz'ex tu'n ileq'. 
MAT.6.21	Qu'n ja' ta'yex kyq'inimila, axsa kxele lipeye kyanmi'n.
MAT.6.22	Ajo kywutza tze'nku jun tzaj te kyxmilila ex te kyanmi'n. Qa wen kywutza, at spiky'in toj kyanmi'n tu'n tel kyniky'a ti'j tkyaqiljo wen. 
MAT.6.23	Me qatzin ma txi kyq'o'n amb'il te kywutza noq tu'n kyka'yi'n ti'jjo nya wen, ex ikyxjo ok k-okil kyanmi'n te nya wen, ex toj qxopin. Mi qe kyk'u'ja ti'j jun kyanmi'n nya wen, qu'n kchi k'wel sb'u'n tu'n, tu'n kyxi q'i'n toj manyor qxopin.
MAT.6.24	Mix a'l jun aku tz'ajb'in te kab'e tajaw aq'untl. Qu'n k-elil ti'jli'n tnejil, ex k-okil tk'u'jli'n tkab'; mo k-okilj tz'aqle tuk'a tnejil, me b'e'x aku tz'el ti'jlinljo tkab'. Nlayx b'ant tu'n tokin te Dios ex te pwaq.
MAT.6.25	Tu'npetzi'n, kxel nq'ma'n kye'y, mi chi b'isi'n ti'j tze'n tten tu'n kyanq'i'n: Qa ti'j kywa'y mo ti'j kyk'wa'y, mo ti'j kyxb'ali'n. ¿Ankye nej; a kywa'y mo a kychwinqilja? ¿Ex atzin kyxb'ali'n mo a kyxmililja? 
MAT.6.26	Qu'n kyka'yinqektzinji'y tal pich' nchi lipin twutz kya'j; mi nchi awan, mi nchi k'u'n kyawal. ¿Ma tzu'ntzin nchi kyim? Mina, qu'n a kyMa'n, a at toj kya'j, k'a'chilkye. ¿Ma nyatzin aye kye' nim kyoklin tze'nqeku' tal pich'? 
MAT.6.27	Qu'n mixpetzin tu'n chi ja meljtza, ¿Ma akutzin txi nimix toj kychwinqiltza nipela jun or?
MAT.6.28	¿Ex tiqu'n tzunx chi b'isinxa ti'j kyxb'ali'n? Kyka'yinktzi'n tze'n nchi ch'iye' jni' t-xmakil k'ul. Mina nchi aq'nin, ex mina nchi chub'in. 
MAT.6.29	Me kxel nq'ma'n kye'y, qa a qtzan nmaq kawil Salomón ojtxe, tuk'a tkyaqil tq'inimil, s-ok tktxu'n tib' tuk'a t-xb'alin tb'anilx wen, me mix kanine tqoptz'ajiyil t-xb'alin, tze'n ka'yi'n jun tal t-xmakil k'ul.
MAT.6.30	Qatzin qa nchi ok tktxu'n Diostzjo tal t-xmakil k'ul ikyjo, a loqe tzunx nchi milinx toj kojb'il ja'lin, me meljo nchi'j b'e'x kchi k'wel b'olj tu'n q'aq'; ¿Yajxsila kyetza? ¿Nyapela kchi okil ktxu'n kye' tu'n Dios? Qu'n qa noq o'kxtza nchi b'isini'y ti'jjo tkyaqiljo lo, antza nyek'ine qa noq tal ch'in kynimb'ila.
MAT.6.31	Tu'ntzi'n, mi chi b'isi'n, ex mi kyq'ma'y: ¿Ti' kxel qwa'n, mo qa ti' kxel qk'wa'n, mo qa tze'n tten qxb'alin tu'n tok? qa chi chiji'y. 
MAT.6.32	Qu'n ayetzin kye' txqantl xjal, a nya nimil, nimx nchi jaw melj kye' ti'j tkyaqiljo lo. Me metzi'n kyetza, at jun kye' kyMan toj kya'j, a ojtzqi'n tu'n alkye atx taj kye'y. 
MAT.6.33	Tu'npetzi'n, kyjyomtzi'n Tkawb'il qMan toj kya'j te tnejil, ex kyb'inchinkuji'y a tz'aqle toj twutz, ex okpetzin ktzajil kyk'mo'ntza tkyaqiljo txqantl. 
MAT.6.34	Mi chi b'isin kye' ti'jjo nchi'j, qu'n nchi'jxi te', ex tex te' tkyaqiljo kb'ajil toj. Qu'n toj jun q'ij nimku aku b'aj.
MAT.7.1	Mi chi oka kawil kyib'aj kynimb'il txqantl, tu'ntzintla mi kawine Dios kyib'aja. 
MAT.7.2	Qu'n kchi okila toj xjelb'il tu'n nchi kawi'n kyib'aj txqantl. Atzi'n nuk'b'il lo ikytzi'n tze'n nchi milo'n kyi'j txqantl. Tu'ntzi'n, jni'x malb'il k-okil kyq'o'n kyi'j txqantl, ikyxjo k-okil kyi'ja tu'n Dios.
MAT.7.3+MAT.7.4	Nya wen tu'n tyolb'i'n ti'j juntl, qu'n ikytzi'n tze'nku jun xjal tokx jun ma tij tze toj twutz, exsin tajtz tu'n tetz ti'n jun tal netz' tz'is toj twutz juntl tuk'a. ¿Tze'ntzin tten tu'n t-xi tq'ma'n te termana: Yo'nkutzin nej, tu'n tetz wi'n tz'is toj twutza, ex mi na'nl te tu'n, qa at jun ma tij tze tokx toj twutza? 
MAT.7.5	Xmiletz'a. Il ti'j tu'n tetz ti'njiy te nej a ma tij tze tokx toj twutza, tu'ntzin tlontejiy tal netz' tz'is tokx toj twutz termana.
MAT.7.6	B'a'nqexa noq txi kyq'onji'y tumil, a tz'aqle twutz Dios, kye xjal, aye' noqx nchi yasin ti'j Tb'anil Tqanil, qu'n okla k-elil kyi'jlin kyyola, mo tze'nqeku' jun kuch nipela tu'n t-xi' jun q'inimil kye, noq aku b'aj kywa'b'in. Ex aku chi tzaj meltz'aj kyi'ja tze'nku jun tx'u'j tx'yan.
MAT.7.7	Qa ma txi kyqani'n, ktzajil tq'o'n Dios; qa ma chi jyo'n ti'jjo t-xilin tajb'il qMan, ex knetil kyu'n; ex qa ma txi kyq'olb'i'n toj kyna'j Diosa, ex ktzajil ttzaq'win kye'y. 
MAT.7.8	Qu'n alkye nqanin jun ti', ok k'metil tu'n; ex alkye njyo'nxix, ok knetil tu'n; ex alkye nq'olb'in, ex ok ktzajil tzaq'win.
MAT.7.9	Qu'n ¿Ma akutzin txi kyq'o'n kye' jun ab'j te jun kyk'wala, qa ma tqanin twa? 
MAT.7.10	¿Mo txi kyq'o'n jun kan te, qa ma tqanin jun tchi' kyiẍ? ¡Mina! 
MAT.7.11	Qu'n exla qa aj ilqi'y, me tililx ti'j kxel kyq'o'n jun tb'anil ti' te kyk'wala. ¿Yajtzila' te kyMa'n at toj kya'j? ¿Ma nlaypela tzaj tq'o'n jun tb'anil ti' kye', aye' nchi qanin ti'j?
MAT.7.12	Tu'npetzi'n, kyb'inchinkuji'y kyuk'a txqantl, a tze'nku kyaja tu'n tkub' kyb'inchin txqantl kyuk'iy. Qu'n a nuk'b'il lo, ikyx t-xilin tojjo ojtxe kawb'il ex jni' kyyol yolil Tyol Dios ojtxe.
MAT.7.13	Ku kyokxa tojjo tal tjpel b'e tal much' te chwinqil. Qu'n atzin ma tij tjpeljo ma tij b'e, tb'anilx wen toj kywutzxjal, ex ma nintz nb'aj b'et toj; me atzin b'e anetzi'n nqox ti'n toj najin. 
MAT.7.14	Me atzin tal much' tjpel exsin b'e tal much' nqox ti'n toj chwinqil te jun majx, ex nya ila' taj tu'n tb'et toj.
MAT.7.15	Kyka'yimtzin kyib'a kyejo sb'ul yol, aye' n-ok kyq'o'n kyib' te yolil Tyol Dios. N-ok kyq'o'n kyib' te nimil ex tal mutxin xjal wen, tze'nku jun tal rit; me toj kyanmin manyor xo'jqex. 
MAT.7.16	Me noq ti'jjo kyb'inchb'in k-elile kyniky'a kye, qu'n ikytzi'n tze'nku jun tze, n-el tniky'tzajil noq ti'jjo twutz. Qu'n nlay tz'el jun uv ti'j tqan tx'i'x; ex nlay tz'el jun iw noq ti'j jun tqan k'ul. 
MAT.7.17	Ikytzi'n tze'n jun tze, qa tb'anilx tze, ex tb'anilqe twutz chi elil te lob'j. Ex qa mina, nlay chi el twutz tb'anil. 
MAT.7.18	Qu'n jun tze wen, nlay tz'el twutz nya wen. Ex jun tze nya wen, nlay tz'el twutz wen. 
MAT.7.19	Qu'n tkyaqiljo tze, qa nya wen twutz s-el, kjawil tx'emit, ex k-okix toj q'aq'.
MAT.7.20	Tu'npetzi'n, noq ti'jjo kyb'inchb'in, k-elile kyniky'a kye qa wen xjalqe mo minaj.
MAT.7.21	Qu'n nya kykyaqiljo nkyq'ma'n we'y: WAjaw, wAjaw, kchi okix toj Tkawb'il Dios toj kya'j. Qala' okqexjo, aye' nkub' kyb'inchin a tajb'il nMa'n, a at toj kya'j.
MAT.7.22	Qu'n aj tpon q'ij te pa'b'in twutz Dios, nimxjal kq'malte we'y: WAjaw, wAjaw, ma qo yolin qe ti'j tb'iy, ex tuk'a tipin tb'iy, i b'aj ex taq'nil tajaw il toj kyanminxjal qu'n; ex noq tuk'a tipin tb'iy, b'ante' nim techil tipi'n qu'n. 
MAT.7.23	Ex oktzin kxel nq'mantza kye: Nya weqi'y. Chi laq'exa nk'atza, qu'n b'inchil ilqi'y.
MAT.7.24	Tu'npetzi'n, kykyaqiljo nchi b'in nyola, ex nkub' kyb'inchin tze'nku nxi nq'ma'n, ikyqetzi'n tze'nku jun xjal at tnab'l, a kux tq'o'n ab'j te tq'uqil tja, tej tjaw tb'inchin. 
MAT.7.25	Tej ttzaj jb'al, ch'iy nim a' ti'jile, ex tzaj txqan kyq'iq' ti'j. Me mix yekchix, qu'n tu'n tjaw tq'uqil ab'j kujxix. 
MAT.7.26	Me ayetzi'n nchi b'in ti'j nyola, ex mi nkub' kyb'inchin tze'nku nxi nq'ma'n, ikyqetzi'n tze'nku jun xjal nti' tnab'l, a jaw tb'inchin tja tib'aj tz'awin. 
MAT.7.27	Ex tej ttzaj txqan jb'al, ch'iy nim a' ti'jile, ex tzaj txqan kyq'iq' ti'j. B'e'x iky' pak'chaj, qu'n b'e'x el yulj tz'awin tjaq'.
MAT.7.28	Tb'ajlinxitzin tyolin Jesúsjo ikyjo, b'e'x i jaw ka'ylaj xjal ti'jjo t-xnaq'tzb'il, 
MAT.7.29	qu'n atzin t-xnaq'tzb'il tb'anilxix tuk'a tkyaqil toklin Dios, ex mikyxi' tze'n kyxnaq'tzb'il xnaq'tzil ti'j ojtxe tkawb'il Judiy.
MAT.8.1	Tej tmeltz'aj Jesús twi' wutz, nimx txqan xjal ok lipe ti'j. 
MAT.8.2	Me tzaj laq'e jun ichin tk'atz Jesús, yab'taq tu'n jun tx'a'k, a noq n-el lemimin. Ex kub' meje twutz Jesús, ex xi tq'ma'n: WAjaw, qa taja, b'a'n tu'n nkub' tq'ani'n tuk'a nyab'ila.
MAT.8.3	Noq ok tmiko'n Jesús, ex xi tq'ma'n te: Waja. ¡B'e'x ma q'anita ja'lin!
MAT.8.3	Noq tej t-xi tq'ma'n Jesúsjo yol ikyjo, b'e'x q'anitkux te jun majx.
MAT.8.4	Ex xi tq'ma'ntl Jesús te: B'i'nkuy. Mi txi tq'ma'n te a'la.
MAT.8.5	Tej tokx Jesús toj tnam Capernaum, tzaj laq'e jun ichin, nejinel kye xo'l q'aq'; tuk'a kub'sb'il twutz, 
MAT.8.6	xi tq'ma'n kyjalu'n: WAjaw, noq sami'y. At jun we' waq'nil tkub' twi' watb'il. Mi nyekjl, ex nim kyixk'oj n-iky'x tu'n.
MAT.8.7	Xi tq'ma'n Jesús te: K'a' chinka q'anilte.
MAT.8.8	Ex xi ttzaq'win nejinel: WAjaw, nti'x we' woklin, tu'n tokxa toj nja'y. Qala' noq q'ma'nx jun Tyola, ex b'e'x kwe'b'il we' waq'nil. 
MAT.8.9	Qu'n ikyqinx weji'y at we' kawilwe, me ex ite' xo'l q'aq' ite'kx tjaq' nkawb'ila. Qatzin ma txi nq'ma'n te jun kyjalu'n: Kux txi'y, ex b'e'xsin kxeltz; ex qa: Kux tzaja, qa nchiji'y te juntl, ex b'e'x ktzajil. Ex qa: B'inchinkujiy lu'n, qa nchiji'y te waq'nila, ex b'e'x k'wel tb'inchin. Ikytzi'n, n-el niky'ji'y ti'ja, qa aku q'anj noq tu'n Tyola.
MAT.8.10	Tej tb'inte Jesúsjo ikyjo, b'e'x jaw ka'ylaj, ex xi tq'ma'n kye lipajqe ti'j kyjalu'n: Twutzxix kxel nq'ma'n kye'y; b'ajxi nb'inti'y jun xjal kyxol kykyaqil aj Israel iky tnimb'iljo tze'nku tnimb'iljo ichin lo. 
MAT.8.11	Tu'npetzi'n, kxel nq'ma'n qa nimjo xjal nya Judiy, ktzajil toj tjawitz q'ij ex toj telix, ex kchi k'wel qe wa'l tuk'a Abraham, tuk'a Isaac ex Jacob toj nintz q'ij toj Tkawb'il Dios toj kya'j.
MAT.8.12	Me ayetzin kye', a mi nxi kynimin, exla qa Judiy, a tu'ntaq kyten tojjo nintz q'ij, ok chi xel xo'yit toj manyor qxopinx, a ja' kchi oq'ile, ex kchi ju'ch'ile kyste tu'n nim kyixk'oj.
MAT.8.13	Ex xi tq'ma'n Jesús te nejinel: Kux tz'aja tjay. Qu'n tze'nkuxsi'n ma txi tnimi'n, ikyx kb'antiljo.
MAT.8.13	Ex atzin tej q'a, jun paqx q'anit.
MAT.8.14	Ex b'e'x i xi' Jesús tzma tja Pegr.
MAT.8.14	Tej tkanin Jesús tja Pegr, ok tka'yin tnana t-xu'jil Pegr kuẍletaq tib'aj watb'il tu'n kyaq. 
MAT.8.15	Ok tmiko'n Jesús tq'ob', ex b'e'x ul Dios te, ex njawku we', ex n-ok tenku b'inchil ch'in ti' kye.
MAT.8.16	Tej qok yupj, ax txqan xjal i ul q'anil kyyab', aye' tzyu'nqetaq tu'n taq'nil tajaw il. Ex junch'inx Tyol xi tq'ma'n kye taq'nil tajaw il, ex b'e'x i b'aj ex toj kyanmin, ex nimku txqantl yab' b'e'x i b'aj q'anit tu'n. 
MAT.8.17	O b'antjo lu'n tu'n tjapi'n yol, a kub' tyolin yolil Tyol Dios ojtxe, a Isaías, tej tq'mante:
MAT.8.17	Ate tzaj mojinqe toj sikytlin.
MAT.8.17	Ex a el q'inte jni' yab'il qi'j.
MAT.8.18	Tej tok tka'yin Jesús txqan xjal otaq tz'ok chmet ti'jile, xi tq'ma'n kye t-xnaq'tzb'in, tu'n kyiky'x tuk'a tjlajxi nijab'. 
MAT.8.19	Antza, xi laq'e jun xnaq'tzil ti'j ojtxe tkawb'il Judiy tk'atz, ex xi tq'ma'n te: Xnaq'tzil, waja tu'n nxi lipe'y ti'ja, ja'chaqx txiyitza, chi'.
MAT.8.20	Xi ttzaq'win Jesús te: ¿Ma twutzxixsin tey qa aku txi lipe'y wi'ja? Me majx kxel nq'ma'n tey: At kye wech kyjul te kynajb'il; ex at kye pich' kypaqb'il. Me metzin we', a Tk'wal Ichin, nipe ja' tu'n nxi q'ejeye ch'in, nti'.
MAT.8.21	Attaq juntl otaq tz'ok lipe, me b'e'x xi tq'ma'n te Jesús: Taa, q'ontza amb'il we'y qu'n atzin ntatiy ma tijin. ¿Nlaypela chin kub' tayo'n ch'in tzmaxi tu'n tkyim, ex tu'n tkux nmuqu'n? Exsintla ẍinx lipetza ti'ja.
MAT.8.22	Me xi ttzaq'win Jesús: Lipeka wi'ja ja'lin. Chi tenku kye', a kyimninqe toj kynimb'il, k'a' kux kymuqu'n kye' kyib'.
MAT.8.23	Tb'ajlinxi' ikyjo, okx Jesús toj bark, ex o xi lipe'y ti'j, a awo'y t-xnaq'tzb'in. 
MAT.8.24	Me n-okku ten txqan q'ankyaq tuk'a txqan kyq'iq' toj nijab'; b'e'x b'aj okx piq'j txqan a' tzma toj bark. Exsin otaq tziky' ktan Jesús. 
MAT.8.25	Me awotzin qe, a t-xnaq'tzb'in, b'e'x o xi'y k'asilte tu'n qxob'ila, ex xi qq'ma'n te: ¡QAjaw, qo tkloma! Ch'ix qxi mulq'aj toj a'.
MAT.8.26	Ex tzaj ttzaq'win Jesús qe'y: ¿Tiqu'n nchi tzaj xob'a? Noqxla tal ch'in kye kynimb'il wi'ja.
MAT.8.26	Tej tb'aj tq'ma'n ikyjo, jaw we'ks Jesús, ex nxiku tq'ma'n te kyq'iq' ex te a', tu'n kykub' qen. Ex texjo paq, b'e'x b'aj kub' nume tkyaqil.
MAT.8.27	B'e'x o jaw ka'ylajxa ti'j, ex o b'aj jaw yoli'n qxolxa: ¿Alxsila kye' xjal ikyjo; a ajin kyq'iq' ex a' ma chi kub' niminte?
MAT.8.28	Tej tpon Jesús tjlajxi a' toj tx'otx' te Gadara, i etz kab'e ichin kyoj muqb'il kyimnin, tokxtaq taq'nil tajaw il toj kyanmin. Nchi b'aj oktaq lipin kyi'jxjal; tu'ntzi'n, mixtaq a'lx n-iky' tojjo b'e antza. I tzaj laq'e tk'atz Jesús, 
MAT.8.29	exsin i jaw ẍch'intz kyjalu'n: Ay Jesús, Tk'wal Dios. ¿Ti' taja qi'ja? ¿Ma tzula yajil qe'y, ex na'm tpon tq'ijil pa'b'in?
MAT.8.30	Nqayintaq nb'aj wane txqan kuch. 
MAT.8.31	Ayetzi'n taq'nil tajaw il i jaw kub'sin kywutz te Jesús kyjalu'n: Qa ma qo etz tlajo'n toj kyanminjo xjal lo, tziyintza qe'y, tu'n qokxa kyoj kyanmin kuch.
MAT.8.32	Ex xi ttzaq'win Jesús kyjalu'n: Kux che'xtza, chi Jesús kye.
MAT.8.32	B'e'xsin i b'ajetz toj kyanmin ichin, ex i b'aj okx kyoj kyanmin kuch. Me ayetzi'n tal kuch b'e'x i b'aj xi' tolil kyib' twi' xaq, ex nqayinkutaql toke jun tij nijab'. B'e'x i b'aj jiq'we antza.
MAT.8.33	Me ayetzi'n nchi b'aj kyik'lentaq kuch, b'e'x i kub' toj b'e tu'n kyxob'il. Tej kykanin toj tnam, i ok ten q'malte kyexjal ti' otaq b'aj kyi'jjo kuch ex kyi'jjo ichin, aye' tzyu'nqetaq kyu'n taq'nil tajaw il. 
MAT.8.34	Tu'ntzi'n ikyjo, kykyaqiljo jni' xjal toj tnam, b'e'x i b'aj tzaj lolte Jesús. Tej tok kyka'yin ikyjo, i kub'sin kywutz te Jesús, tu'n tiky' ja' ta'yetaq.
MAT.9.1	Tb'ajlinxi' ikyjo, okx Jesús toj bark, ex iky'x tjlajxi nijab', ex kanin toj ttanim. 
MAT.9.2	Antza, pon kyiqin jun ichin, a noq otaq tz'ok k'olpaj kuẍletaq tib'aj tkuẍb'il. Tej t-xi tka'yin Jesús qa q'uqlektaq kyk'u'j ti'j tu'n tq'anj, xi tq'ma'n te yab': Ay, nk'wal, nimsinx tk'u'ja, qu'n ayetzi'n tila ma chi kub' najsit ja'lin.
MAT.9.3	Ite'taq junjun xnaq'tzil ti'j ojtxe kawb'il antza. Tej tok kyb'i'n ikyjo, kub' kyximin: Tze'ntzin tten n-el tzaqpaj ttzi ichin ikyjo. Noq nxo'n te' yol ti'j Dios tu'n tyol.
MAT.9.4	Me ante Jesús b'e'x el tniky' ti'jjo nkub' kyximintaq, ex xi tq'ma'n kye: ¿Tze'n tten n-okxjo nya b'a'n toj kynab'la? 
MAT.9.5	¿Ankye junx tz'ele, tu'n t-xi q'met; tu'n tkub' najsit til jun xjal, a tze'nkuljo tu'n t-xi q'met: We'ksa, ex kux b'eta? ¿Ma nyapela a te kujxixjo a tu'n tnajsit til jun xjal? 
MAT.9.6	Me mi xi kynimi'n qa ikyjo. Me atzin ja'lin, kxel nyek'i'n kywutza qa ayi'n we', a Tk'wal Ichin, at wokli'n tzalu'n twutz tx'otx', tu'n tkub' nnajsi'n kyilxjal te jun majx.
MAT.9.6	Tu'npetzi'n, xi tq'ma'n te yab': ¡We'ksa! ¡Q'inxjiy tkuẍb'ila, ex kux tz'aja tjay!
MAT.9.7	Texjo paq, b'e'x jaw we'ks tej yab', ex b'e'x aj tja.
MAT.9.8	Tej tok kyka'yinxjal ikyjo, b'e'x i b'aj jaw ka'ylaj. Ex jaw kynimsin tb'i Dios, tu'n tok kyka'yin, qa otaq tzaj q'o'n kyoklinxjal tu'n kyq'anit yab' kyu'n.
