GEN.1.1	Mugaeai mugaeai tau, Deo ikado bubur ga tano ga iuot. 
GEN.9.6	ngansa gau Deo nakado gid eababa ga tiuot mambe gau.
GEN.9.8	Idio ta Deo ikeo pan Noa ga ele gergeu bedane, 
GEN.9.9	“Ega, labone, narau posanga toman ngan eao ga lem gergeu toa muriai ga tiuotot ta loloda kelede. 
GEN.9.10	Be narau posanga pade toman ngan gid danga toa ngada ne matad bibita. Narau posanga toman ngan gid man ga gid masilau saksak ga masilau mud. Eine gid toa ngada oa tanoeai ad tisulug oagaeai toman ngan eao. 
GEN.9.11	Narau posanga toman ngan gimi ga bedane: Naposa tautaunga, irangrang ngan nakado oanga kapei ga iuot ngan pamukurunga gid danga toa matad bibita ne pade mao. Be oanga kapei ga irangrang ngan ipaeabu ngan tano pade mao.”
GEN.9.12+GEN.9.13	Ta Deo ikeo, “Gau nadol leg aoara aea mariluangge ga idio mariambai ngan gid laulau, ta iman kilala ngan leg posanga tautaunga toa narau toman ngan gimi ga gid masilau. Tota aoara aea mariluangge ga oaine, eine kilala ngan posanga tautaunga toa narau toman ngan danga toa ngada ne tanoeai. Leg posanga tautaunga toa ne ga ienono somisomi ga ilalala ga ila. 
GEN.9.14	Oangga nakado gid laulau ga iuot mariambai, eine aoara aea mariluangge ga iuot pade, 
GEN.9.15	ta gau ga matag nanan leg posanga tautaunga toa narau toman ngan gimi ga gid masilau imata ede ga ede. Tota irangrang ngan oanga kapei ipaeabu ngan gid danga toa matad bibita ne pade mao. 
GEN.9.16	Oangga nagera aoara aea mariluangge iuot laulauiai, eine ga matag nanan leg posanga tautaunga toa narau ga ienono rabu ngan gau ga danga toa ngada ne matad bibita tanoeai. Posanga tautaunga toa ne ga ienono somisomi ga ilalala ga ila.”
GEN.9.17	Ta Deo ikeo pan Noa, “Aoara aea mariluangge toa ne, eine kilala ngan posanga tautaunga toa narau toman ngan danga toa ngada ne matad bibita tanoeai.”
GEN.9.18	Noa ele gergeu toa tisulug oagaeai toman ngan ei, eine Siem ga Am ga Iapet. Be Am eine Kenan itama. 
GEN.9.19	Noa ele gergeu toa tol ne, eine gid panua toa ngada ne tanoeai tibud.
GEN.9.20	Noa ei eaba naurata dadanga aea. Be ei imuga ngan earumnga dadanga oain. 
GEN.9.21	Ado ede iun ele oain idanga ede, ta ilabora imangamanga. Be aea malo gruk ga isulug ta ieno bangabanga ele palata iloleai. 
GEN.9.22	Be Am toa, Kenan itama, igera itama ieno bangabanga, ta ila ikeo pagid itar kapeipei toa timadmadid gaot. 
GEN.9.23	Ta Siem ga Iapet tibada malo ede ta tikisi ga idae kepedeai ta tilalala pan murid ga tidudunga palatai ta tirobi tamad. Be matad kleng ta tigera tamad ibangabanga mao.
GEN.9.24	Idio ta Noa idae ta imata iualai mulian pade ta ilongo posanga mambe ele gergeu ketnga tud, Am toa, igera ei ieno bangabanga. 
GEN.9.25	Ta ikeo,
GEN.9.25	“Kenan ga ibada panasnga paeamao tau!
GEN.9.25	Ei ga iman paeaeanga sapaean togid itar kapeipei.”
GEN.9.26	Be Noa ikeo pade bedane,
GEN.9.26	“Be Deo ag 
GEN.9.26	Kenan ga iuot paeaeanga sapaean ton Siem.
GEN.9.27	Be Deo ga ikado Iapet ele gergeu ga tiuot busa
GEN.9.27	ta isarung ad tano ga ila kapei.
GEN.9.27	Eine ga timado kemi toman ngan gid iaoa kelede pan Siem.
GEN.9.27	Be Kenan ga iman ele paeaeanga sapaean.”
GEN.9.28	Muriai ngan oanga kapei toa oa, Noa imamado irangrang ngan rai buno tol sangalima (350). 
GEN.9.29	Noa aea rai toa ngada oa iuot buno lima buno pange sangalima (950), ga kus ta imate.
GEN.10.1	Noa ele gergeu arangaranga tol, Siem ga Am ga Iapet, ad titnga ga bedane. Gid panua iaoa toaine tiuot muriai ngan oanga kapei.
GEN.10.2	Iapet ele gergeu arangaranga edad ga bedane:
GEN.10.2	Gomer ga Magok ga Madai ga Iavan ga Tubal ga Mesek ga Tiras.
GEN.10.3	Be Gomer ele gergeu arangaranga edad ga bedane:
GEN.10.3	Askenas ga Ripat ga Togarma.
GEN.10.4	Be Iavan ele gergeu arangaranga edad ga bedane:
GEN.10.4	Elisa ga Tarsis. Be gid panua Kit ad ga Dodan ad, gid pade tiuot pan Iavan. 
GEN.10.5	Gid panua iaoa toaine, led gergeu ga tibutibud timamado labiai ga inuiai. Gid panua iaoa toaine, gid Iapet itubtub. Be gid iaoa kelede kelede togid, tibilin ga tila timado ngan gid kelede kelede ad tano. Be gid iaoa kelede kelede led posanga lalaede mao.
GEN.10.6	Am ele gergeu arangaranga edad ga bedane:
GEN.10.6	Kus ga Misraim
GEN.10.7	Be Kus ele gergeu arangaranga edad ga bedane:
GEN.10.7	Seba ga Avila ga Sapta ga Rama ga Sapteka.
GEN.10.7	Be Rama ele gergeu arangaranga rua:
GEN.10.7	Seba ga Dedan.
GEN.10.8	Be Kus ele gergeu aranga ede pade ieda Nimrot. Be Nimrot idae kapei ta iuot eaba paraunga aea ga iura kapei. 
GEN.10.9	 ipamatua ei ta iura kapei ngan ilonga masilau tibur aea pade. Toa bedaoa ta oangga gid panua tigera eaba eta kemi ngan ilonga masilau, eine tipakuru ngan ei bedane, “
GEN.10.10	Nimrot iman maron kapei ngan tuanga ga gid ne: Babel ga Erek ga Akat ga Kalne. Gid tuanga toa ne tienono ngan tibur kapei Sinar
GEN.10.11	Ga kus ta Nimrot itnan tibur kapei toa oa ta ila ngan tibur kapei Asiria ta ikado tuanga kapeipei ga gid ne: Ninive ga Reobotir ga Kala 
GEN.10.12	ga Resin. Resin toa ienono rabu ngan Ninive ga tuanga kapei Kala.
GEN.10.13	Misraim eine panua ga gid ne tibud: gid Lidia ga gid Anam ga gid Leap ga gid Naptu 
GEN.10.14	ga gid Patrus ga gid Kaslu ga gid Kaptor
GEN.10.15	Be Kenan ele gergeu lautabe ieda Saidon.
GEN.10.15	Kenan ei panua ga gid ne tibud: gid It 
GEN.10.16	ga gid Iebus ga gid Amor ga gid Girgas 
GEN.10.17	ga gid Ivi ga gid Arka ga gid Sini 
GEN.10.18	ga gid Arvat ga gid Semar ga gid Amat.
GEN.10.18	Muriai gid iaoa kelede kelede pan Kenan tibilin alele. 
GEN.10.19	Be gid Kenan ad tano aea but imata ienono ngan tuanga Saidon ga ila irangrang ngan tuanga Gasa boloma ngan tuanga Gerar. Toa eoa ad tano aea but ipol ga ila ado ele parangai ga iuot ngan tuanga Sodom ga Gomora ga Atma ga Seboim ga Lasa.
GEN.10.20	Gid panua iaoa toaine, gid Am itubtub. Be gid iaoa kelede kelede togid, tila timado ngan gid kelede kelede ad tano. Be gid iaoa kelede kelede led posanga lalaede mao.
GEN.10.21	Be Siem toa, Iapet itar kapei, ei pade ele gergeu. Siem eine gid panua Eber tibud.
GEN.10.22	Siem ele gergeu arangaranga edad ga bedane:
GEN.10.22	Elam ga Asur ga Arpaksat ga Lidia ga Aram.
GEN.10.23	Be Aram ele gergeu arangaranga edad ga bedane:
GEN.10.23	Us ga Ul ga Geter ga Mas.
GEN.10.24	Be Arpaksat ei Sela itama,
GEN.10.24	be Sela ei Eber itama.
GEN.10.25	Be Eber ele gergeu arangaranga rua.
GEN.10.25	Ede ieda Pelek
GEN.10.26	Be Ioktan eine panua ga gid ne tamad:
GEN.10.26	Almodat ga Selep ga Asarmavet ga Iera 
GEN.10.27	ga Adoram ga Usal ga Dikla 
GEN.10.28	ga Obal ga Abimael ga Seba 
GEN.10.29	ga Opir ga Avila ga Iobap. Gid panua toa ne, gid Ioktan ele gergeu.
GEN.10.30	Tibur toa gid panua toa ne timamado ngan, aea but imata ienono ngan tibur Mesa ga ila irangrang ngan tibur Separ ngan tibur aea bereo toa ado ele parangai.
GEN.10.31	Gid panua iaoa toaine, gid Siem itubtub. Be gid iaoa kelede kelede togid tila timado ngan gid kelede kelede ad tano. Be gid iaoa kelede kelede led posanga lalaede mao.
GEN.10.32	Gid iaoa kelede toa ngada ne, eine gid iaoa kelede kelede pagid Noa ele gergeu. Muriai ngan oanga kapei, Noa ele gergeu tipopo gid iaoa kelede toa ne, be panua toa ngada ne tanoeai tiuot ngan gid ta tibilin ga timado alele.
GEN.11.1	Mugaeai panua toa ngada ne tanoeai led posanga kelede mon. 
GEN.11.2	Gid tilalala alele ngan tibur ado ele parangai ta tiuot ngan tibur ede aea dubu, ieda Sinar, ta tirau tuanga toa eoa.
GEN.11.3	Idio ta tiposa pol ngan gid bedane, “Io, gita tabul tano ga takapo gid ta tanono ngan dinga ga ila matua mambe pat, ta iman leda luma aea.” Tota tilalo gid pat matua toa oa ga idae ta tisama ngan kolta ta tikakado led luma ngan. 
GEN.11.4	Tota tikeo, “Io, gita takado leda tuanga kapei eta be takado aea luma mamarae koknga ta isibo mariamba. Toa bedaoa ta panua tigera ta oaluda iuot kapei, ta irangrang ngan tamapoga alele tanoeai mao.”
GEN.11.5	Idio ta 
GEN.11.6	Ta 
GEN.11.7	Io, tasulug ga tala tapabuobuo gid ngan led posanga, ta irangrang ngan gid kelede kelede tiuatai ngan oaed ede pade ele posanga mao.”
GEN.11.8	Tota 
GEN.11.9	Ngan ipu toaine tiuato tuanga toa oa ieda Babel
GEN.11.10	Siem aea titnga ga bedane:
GEN.11.10	Rai rua muriai ngan oanga kapei, Siem aea rai iuot buno, be iadaoa ipopo gergeu aranga ieda Arpaksat. 
GEN.11.11	Siem iadaoa ipopo Arpaksat ga kus ta Siem imamado irangrang ngan rai buno lima. Be ele gergeu arangaranga ga taine padengada.
GEN.11.12	Arpaksat aea rai sangaul tol igegea lima, be iadaoa ipopo gergeu aranga ieda Sela. 
GEN.11.13	Arpaksat iadaoa ipopo Sela ga kus ta Arpaksat imamado irangrang ngan rai buno pange igegea tol (403). Be ele gergeu arangaranga ga taine padengada.
GEN.11.14	Sela aea rai sangaul tol, be iadaoa ipopo gergeu aranga ieda Eber. 
GEN.11.15	Sela iadaoa ipopo Eber ga kus ta Sela imamado irangrang ngan rai buno pange igegea tol (403). Be ele gergeu arangaranga ga taine padengada.
GEN.11.16	Eber aea rai sangaul tol igegea pange, be iadaoa ipopo gergeu aranga ieda Pelek. 
GEN.11.17	Eber iadaoa ipopo Pelek ga kus ta Eber imamado irangrang ngan rai buno pange sangaul tol (430). Be ele gergeu arangaranga ga taine padengada.
GEN.11.18	Pelek aea rai sangaul tol, be iadaoa ipopo gergeu aranga ieda Reu. 
GEN.11.19	Pelek iadaoa ipopo Reu ga kus ta Pelek imamado irangrang ngan rai buno rua igegea lima ga pange (209). Be ele gergeu arangaranga ga taine padengada.
GEN.11.20	Reu aea rai sangaul tol igegea rua, be iadaoa ipopo gergeu aranga ieda Seruk. 
GEN.11.21	Reu iadaoa ipopo Seruk ga kus ta Reu imamado irangrang ngan rai buno rua igegea lima ga rua (207). Be ele gergeu arangaranga ga taine padengada.
GEN.11.22	Seruk aea rai sangaul tol, be iadaoa ipopo gergeu aranga ieda Naor. 
GEN.11.23	Seruk iadaoa ipopo Naor ga kus ta Seruk imamado irangrang ngan rai buno rua (200). Be ele gergeu arangaranga ga taine padengada.
GEN.11.24	Naor aea rai sangaul rua igegea lima ga pange, be iadaoa ipopo gergeu aranga ieda Tera. 
GEN.11.25	Naor iadaoa ipopo Tera ga kus ta Naor imamado irangrang ngan rai buno ede sangaul ede igegea lima ga pange (119). Be ele gergeu arangaranga ga taine padengada.
GEN.11.26	Tera aea rai sangalima sangaul rua, be iadaoa ipopo Abram ga Naor ga Aran.
GEN.11.27	Tera aea titnga ga bedane:
GEN.11.27	Tera ei Abram ga Naor ga Aran tamad. Be Aran ei Lot itama. 
GEN.11.28	Tera imamado maitne, be ele gergeu Aran imate ngan aea tuanga ipu Ur ngan tibur togid panua Kaldia. 
GEN.11.29	Be Abram ga Naor gisirua tiuai taine. Abram iadaoa ieda Sarai, be Naor iadaoa ieda Milka. Milka ei Naor itar kapei Aran inat taine. Be Aran ei Iska itama pade. 
GEN.11.30	Be Sarai irangrang ngan ipopo gergeu mao.
GEN.11.31	Idio ta Tera ibada inat Abram ga ilaoa taine Sarai toa Abram iadaoa, ga itub Lot toa gergeu ton inat Aran, ta gisingada titnan tuanga Ur ngan tibur togid panua Kaldia, ta tiuangga tila ngan tibur kapei Kenan. Be edap irabuiai tiuot ngan tuanga Aran ta tidio toa eoa.
GEN.11.32	Be Tera imamado irangrang ngan aea rai buno rua igegea lima (205), ga kus ta imate ngan tuanga Aran.
GEN.12.2	“Gau ga nakado ga tibutibum tiuot alu kapei tau,
GEN.12.2	ta gau ga nakado kemi tau ngan eao.
GEN.12.2	Be gau ga nakado ga edam iuot kapei.
GEN.12.2	Ta eao ga kado ta leg kadonga kemi toa ne idae pade ngan gid panua padengada.
GEN.12.3	be gid panua toa tikado paeamao ngan eao,
GEN.12.3	eine ga nakado paeamao ngan gid pade.
GEN.12.3	Be kadonga kemi toa nakado ngan eao,
GEN.12.3	eine ga iparangrang gid lum ga lum ngan tibur toa ngada ne tanoeai.”
GEN.12.4	Tota Abram itnan tuanga Aran, mambe 
GEN.12.5	Ei ibada iadaoa Sarai, ga itar kapei inat Lot, ga led paeaeanga arangaranga ga taine, ga led danga sisid toa ngada oa ienono ngan tuanga Aran. Ta tidae ga tinasi edap ila ngan tibur kapei Kenan.
GEN.12.5	Tila tiuot Kenan ga kus 
GEN.12.6	ta tibulou tibur kapei toa oa ga tila irangrang ngan tibur ede ieda More, boloma ngan tuanga Sekem. Tibur toa oa aea abei ouk
GEN.12.7	Idio ta 
GEN.12.8	Ga kus ta Abram itnan tibur toa oa ta ila ngan tibur aea bereo toa ado ele parangai ngan tuanga Betel. Ta ikado saupu toa eoa ta ipagun palata. Tibur toa oa ienono rabu ngan tuanga Betel ga tuanga Ai. Betel ienono ado ele dilngai, be Ai ienono ado ele parangai. Toa eoa ipagun popou tenainga aea ton 
GEN.12.9	Ga kus ta itnan tibur toa oa ta ilalala ga ingata tibur kapei ieda Negev.
GEN.12.10	Idio ta sapanga kapei iuot ngan tibur toa oa, ta Abram ila imado Isip kautede, ngansa sapanga ngan tibur toa oa paeamao tau. 
GEN.12.11	Tilalala ga tipaboloma Isip, be Abram ikeo pan iadaoa Sarai bedane, “Ega, gau naoatai, eao taine namelapau. 
GEN.12.12	Be oangga gid Isip tigera eao, eine ga tikeo, ‘Taine toa ne iadaoa eine eaba ga eko.’ Ta gid ga tirau gau ga namate ta tipaeaoa go. 
GEN.12.13	Tota kemi ngan eao keo pagid mambe eao gau liug. Toa bedaoa ta oangga tikim eao, eine ga tikado kemi ngan gau be tipamate gau mao.”
GEN.12.14	Idio ta Abram ga Sarai tiuot Isip ga kus ta gid Isip tigera mambe Sarai ei taine namelapau tau. 
GEN.12.15	Be gid madidnga ton maron kapei Isip aea tigera Sarai ta tipakuru ngan ei toa maron kapei imatai. Ta maron kapei ikeo ga tibada ei ga ila ele lumaeai. 
GEN.12.16	Maron kapei toa oa igera Sarai ta ikim ei tau. Tota ikado kemi pan Abram ta ipan ele sipsip ga meme ga bulmakao ga donki arangaranga ga taine ga kamel ga gid paeaeanga arangaranga ga taine.
GEN.12.17	Be 
GEN.12.18	Idio ta maron kapei Isip aea ibaba Abram ga inam pan ta ikeo, “Eao kamado kado bedane ngan gau? Eao kamado palongo gau mao ngan taine toa ne ei eao adaoam? 
GEN.12.19	Eao kamado keo ga ei lium? Tota nabada ei ga iman adaoag. Ega, bada adaoam ta gimirua ala!” 
GEN.12.20	Io, maron kapei Isip aea ikeo pagid ele madidnga ta tisere Abram ga iadaoa. Tota tibada led danga sisid toa ngada oa ta tila.
GEN.13.1	Idio ta Abram itnan Isip ta ila ngan tibur kapei Negev. Ei ila toman ngan iadaoa ga ele danga sisid toa ngada oa. Be Lot pade ila toman ngan ei. 
GEN.13.2	Be Abram ele danga sisid busa tau. Ei ele masilau mud busa ga ele silva ga gol pade.
GEN.13.3	Idio ta itnan tibur kapei Negev ta ilalala ga ila be ikakado gid saupu edap irabuiai. Ikakado toa bedaoa ga ila iuot ngan tibur toa ienono rabu ngan tuanga Betel ga Ai. Mugaeai ikado saupu ngan 
GEN.13.4	tibur toa oa ta ipagun popou tenainga aea. Ta Abram ibaba ga ila pan 
GEN.13.5	Be Lot ilalala toman ngan Abram, ei pade ele meme ga sipsip ga bulmakao ga paeaeanga busa. 
GEN.13.6	Be tano toa oa irangrang ngan gisirua tilup ga timado ngan mao, ngansa gisirua led danga sisid busa tau. 
GEN.13.7	Be ado ede gid panua toa timariala ngan Abram ele masilau mud, aoad parau pagid panua toa timariala ngan Lot ele masilau mud. Be ngan ado toaiua, gid panua Kenan ga gid Peres timamado maitne ngan tibur toa oa.
GEN.13.8	Tota Abram ikeo pan Lot bedane, “Longo. Gitarua sing kelede. Be kado paraunga iuot rabu ngan gitarua ga leda paeaeanga. 
GEN.13.9	Gera, tano kapei ienono. Kemi ngan gitarua tamapoga. Oangga eao kim nasi edap ngan bageda angas, eine gau ga nanasi edap ngan bageda oatai. Be oangga eao kim nasi edap ngan bageda oatai, eine gau ga nanasi edap ngan bageda angas.”
GEN.13.11	Tota Lot isio dubu toa kapei oa ngan tibur Iordan ga iman ei ele. Ta itnan Abram ta ila ngan tibur toa ado ele parangai. Tota gisirua tilup ga timado pade mao. 
GEN.13.12	Abram idio imado ngan tibur Kenan, be Lot ila imado rabu ngan gid tuanga kapeipei ngan eau Iordan aea dubu kapei. Ta irau ele saupu boloma ngan tuanga Sodom. 
GEN.13.13	Be gid panua Sodom eine gid panua papaeamao, ta tikakado kadonga sasat paeamao tau 
GEN.13.14	Lot itnan Abram ga ila ga kus ta 
GEN.13.15	Tano toa ngada ne eao gera, eine ga nabada pago ga pagid lem gergeu ga tibutibum. Tano toa ne ga iman gimi ami somisomi ga ilalala ga ila. 
GEN.13.16	Be gau ga nakado ga lem gergeu ga tibutibum tiuot busa tau mambe riringa tano aea. Ta oangga eaba eta irangrang ngan iuade gid riringa tano aea, eine ga irangrang ngan iuade lem gergeu ga tibutibum pade. 
GEN.13.17	Io, lalala ga la ta gera tano aea mamarae ga aea babanga, ngansa gau napan ga iman am.”
GEN.13.18	Abram itnan saupu toa oa ta ila imado boloma ngan tuanga Ebron, ta irau ele saupu boloma ngan gid abei ouk ton eaba ieda Mamre. Ta ikado popou tenainga aea ngan tibur toa oa ta isoa 
GEN.14.1	Ngan ado toaiua, mamaron pange tiluplup ngan kadonga paraunga pagid ad miri itamatama. Gid mamaron toa pange oa edad ga bedane: Kedorlaomer (maron togid Elam) ga Amrapel (maron togid Sinar) ga Ariok (maron togid Elasar) ga Tidal (maron togid Goim). 
GEN.14.2	Gid mamaron toa pange oa tiuangga tiparau pagid mamaron lima. Mamaron toa lima ne edad ga bedane: Bera (maron ngan tuanga Sodom) ga Birsa (maron ngan tuanga Gomora) ga Sinap (maron ngan tuanga Atma) ga Semeber (maron ngan tuanga Seboim) ga maron ede pade ngan tuanga Bela. (Tuanga Bela toa ieda ede pade Soar.) 
GEN.14.3	Gid mamaron toa lima oa tila tiluplup ngan dubu kapei ngan tibur Sidim, boloma ngan liu kapei Melak
GEN.14.4	Paraunga toa ne iuot ngansa mugaeai gid mamaron toa lima oa tidio Kedorlaomer ibageai ta timan ele paeaeanga sapaean irangrang ngan rai sangaul igegea rua. Be ngan rai sangaul igegea tol, tinid ngan ei mao ta tilongo ilinge pade mao. 
GEN.14.5	Be ngan rai sangaul ga igegea pange, Kedorlaomer ibaba gid iarerea, mamaron toa tol oa, ta tilua ei ngan paraunga ta tiasal ad miri itamatama padengada. Ad miri itamatama toa oa led tuanga edad ga bedane: gid Repaim ngan tuanga Asterot-Karnaim, ga gid Sus ngan tuanga Am, ga gid Em ngan tibur dubu boloma ngan tuanga Kiriataim, 
GEN.14.6	ga gid Or ngan gid bereo ngan tibur Seir. Kedorlaomer ga iarerea tibutatan ad miri itamatama toa oa ga tila irangrang ngan tibur ieda Elparan, boloma ngan tibur modamodanga. 
GEN.14.7	Tibutatan gid ga kus ta tiluagid mulian ga tila ngan tuanga Kades. (Kades toa ieda mugamuga eine Enmispat.) Kedorlaomer ga iarerea tiparau ga tiasal ad miri itamatama ngan tibur toa ngada oa togid Amalek, ga tiasal gid Amor toa timamado ngan tuanga Asason-Tamar pade.
GEN.14.8	Be gid mamaron lima toa mugaeai tilongo Kedorlaomer ilinge mao, gid tigera mambe ei ikakado paraunga pagid aea miri itamatama, ta tipaluplup led panua paraunga ad ta tisanga ei ngan paraunga ngan dubu kapei ngan tibur Sidim. Gid mamaron toa lima oa led tuanga edad ga bedane: Sodom ga Gomora ga Atma ga Seboim ga Bela toa ieda ede pade Soar. 
GEN.14.9	Be Kedorlaomer (maron togid Elam) asingada iarerea toa tol oa tinam tiuot ngan dubu kapei toa oa ta timadmadid iadag. Kedorlaomer iarerea toa tol oa edad ga bedane: Tidal (maron togid Goim) ga Amrapel (maron togid Sinar) ga Ariok (maron togid Elasar). Toa eoa mamaron toa pange oa tiparau pagid mamaron toa lima oa. 
GEN.14.10	Be dubu kapei ngan tibur Sidim aea baba busa iuon ngan kolta
GEN.14.11	Tota Kedorlaomer toman ngan iarerea tol tiasal paraunga ta tipaeaoa danga sisid ga annga toa ngada oa ngan tuanga Sodom ga Gomora. Ga kus ta tila. 
GEN.14.12	Be Lot, gergeu ton Abram itar kapei, imamado Sodom, ta gid mamaron pange tipaeaoa ei pade toman ngan ele danga sisid ta tila.
GEN.14.13	Be eaba ede iaoa ngan paraunga ta ila pan Abram, eaba Ibru aea, ta ikeo pan ngan danga toa ngada oa iuot ngan paraunga. Ngan ado toaiua, Abram ele saupu ienono boloma ngan gid abei ouk ton Mamre. Mamre toa ei eaba Amor aea, be itar kakau rua. Ede ieda Eskol ga ede pade ieda Aner. Gid panua toa tol ne timan Abram ele aluagau ngan paraunga. 
GEN.14.14	Be Abram ilongo mambe tipaeaoa iua Lot, tota ibaba ele panua paraunga ad buno tol sangaul ede igegea lima ga tol (318). Gid panua toa oa eine Abram ele paeaeanga be tinanale ngan paraunga. Abram imuga ngan gid ga tila tibutatan gid mamaron toa pange oa ga tila irangrang ngan tuanga Dan. 
GEN.14.15	Toa eoa Abram ipota ele panua paraunga ad ta tiuot iaoa rua. Tisanga bong ta tikado paraunga pagid mamaron toa pange oa. Tota tiasal gid ta tibutatan gid ga tila irangrang ngan tuanga Oba, iadag ngan tuanga kapei Damaskus. 
GEN.14.16	Toa bedaoa ta Abram ibada mulian gid danga sisid toa ngada oa gid mamaron tipaeaoa, ga ibada mulian iua Lot toman ngan iadaoa masin ga gid taine ga gid paeaeanga ga ele danga sisid.
GEN.14.17	Abram iasal paraunga toman ngan Kedorlaomer ga iarerea ga kus ta iluai mulian ga inam. Be maron ngan tuanga Sodom inam iuot pan ngan dubu kapei ngan tibur ieda Save. (Tibur toa oa ieda ede pade eine Dubu Kapei Togid Mamaron Kapeipei.)
GEN.14.19	ta ikado posanga kemi ngan pamatuanga ei ta ikeo,
GEN.14.19	“Deo Gadae Tau toa ikado bubur ga tano ga iuot,
GEN.14.19	ei ikado kemi tau ngan Abram.
GEN.14.20	Tasoa Deo Gadae Tau ieda,
GEN.14.20	ngansa ei idol am miri itamatama ga tidae bagemeai.”
GEN.14.20	Be danga sisid toa ngada oa Abram ibada ngan paraunga, eine ipota ga tiuot suknga sangaul. Ga kus ta ipan Melkisedek ele suknga ede.
GEN.14.21	Idio ta maron ngan tuanga Sodom ikeo pan Abram bedane, “Danga toa ngada ne eao bada ngan paraunga, kemi ngan idio pago, be gid panua kekelegid, gau nakim tiluagid mulian ga tinam pagau.”
