MAT.1.1	Ay niy de dawét i de katufua Jesu Kristo, sani ségétéwe séfu Datu Dabide séfu Abraham. 
MAT.6.10	Féguléwo mo damén i kéluhanay de étéw inok i kétaya muwe mérigo dob fantade ni loo so bé mérigowe dob lawayo. 
MAT.6.11	Irayan gey bé amaé keye bé ni gai. 
MAT.6.12	Fésagada mo begey bé de sala gey loo so bé kéfésagad geye bé de énggésala begey. 
MAT.6.13	Kago fédayaén begey météngkad rémigo sala. Brab diyaga mo begey bé Satanase.’
MAT.6.14	“Buluk fésagada kom i de étéw réménigo tete dob begome, i Boh gome dob lawayo fésagada no so begom. 
MAT.6.15	Endob buluk énda fésagada kom i de ménsala dob begome, i Abay gome Tulus énda so fésagada no begom.”
MAT.6.16	Atin féntaus Jesusey kétoro ne mano, “Atin amuk fuwasa gom inok tintu méngintulus, kagom féélumén i falas gome loo bé rigonéy de ubo-ubo saén méngintulus. Féélumé roy falas ruwe inok fégétiga ro bé de étéw bé mélayaf ro non fuwasa ro. Béréhé ku begom i toowe, énda i ségiyo baras gédoté ro saliyu bé kédayéw i de étéw. 
MAT.6.17	Endob amuk fuwasa gom, furauf gom brab suwat gom, 
MAT.6.18	inok i de ségiyo étéw, énda gétiga ro de ké fuwasa gom. Atin mélaw i Abay gome Tulus énda gitono, Been saén i gégitowe bé rigoné kome, atin barasa no begom.
MAT.6.19	“Atin kagom mitong kurta brab do languntaman dob duniyae ni, non mébinasa ro. Non i de tamuk dob duniyae ni keke i de ifés taloo no tangisén taloo no fénakawén non géahur i de ménakaw dob de lawi gom. 
MAT.6.20	Endob fatut itong gom i de baras gom dob lawayo non énda i ifés de méminasa taloo no tangisén taloo no fénakawén. 
MAT.6.21	Non i gonoy de tamuk gom, been soy gulaané kome.
MAT.6.22	“I motowe maak solo i lowohe. Buluk fiyoy moto muwe, maak géfékaya i kéluhanay lowoh me non gégito go. 
MAT.6.23	Endob buluk ménsadil i de moto mo, maak délémon i lowoh me non énda gégito go. Mélaw buluk i solo me waléy délémon, toow fo délémon mon.
MAT.6.24	“Enda i sugu-suguén fakay galbéko no séréngan i ruwowe gétéw amu. Non amuk mégédaw bé ségétéwe de, mérarék bé ségétéwe de. Taloo no odoro noy kétayay ségétéwe de, brab siyawé noy ségétéwe de. Mélaw énda fakay gom modor bé Tuluse amuk fégitungé kom saén i kurtae.
MAT.6.25	“Mélaw béréhé ku begom, kagom émbuku fantag bé kéuyag gome, bé ati amaé kome look inémé kome, taloo noy lowoh gome, bé ati kégalé kome. Non wén nay labi na fo mélaga bé amaéne funa kom méuyag, brab wén nay labi na mélaga bé kégale kay de lowoh gom. 
MAT.6.26	Fégitung gom i de kloh manok. Enda mohok ro taloo no kémétéw ro, brab énda mitong ro amaén dob de kiwot. Endob i Abay gome Tulus féamaé no so bero. Atin mas gom na balilaga bé de kloh manok! 
MAT.6.27	Enda i étéw géfétaah bé umul ne bé kébuku ne, fiyon ségéuras saén.
MAT.6.28	“Enda soy funa kom émbuku fantag bé kégale. Fégitung gom i de flores. Méruk ro fiyon fo ké énda gémalbék ro taloo no rémigo ro do kégal ro. 
MAT.6.29	Endob béréhé ku begom, fiyon i Solomone toow fo kawasa datu, énda i kégalén loo bé de fiyo do falasén do flores. 
MAT.6.30	Endob buluk loo bé nan i kéfékégal i Tuluse bé de kéroon méuyag ro saén singkow, atin bé démoe ibérén ro brab inohén, békén ba fékégalé no so begom? Toow fo kloh i kéféginugut gome.
MAT.6.31	“Mélaw kagom émbuku bé amaé kome brab inémé kome brab kégalé kome. 
MAT.6.32	Non i de étéw énda méngintulus ro, been i nan i fégitungé ruwe taman émbuku ro. Endob i Abay gome Tulus gétiga noy kéluhanay kailanga kome. 
MAT.6.33	Mélaw kagom émbuku. Yamula fatut kétaya kom ké méguléw i Tuluse dob begome brab kétaya kom rémigo bé métintuwe, atin mélaw irayay Tuluse begom bé kéluhanay de éntingayén kailanga kom. 
MAT.6.34	Atin mélaw kagom émbuku béleewe ni fantag bé ati mérigowe démo, fégitung gom fo ké gégumahén. Kagomén umanan i kékérégéna kome béleewe bé kébukue fantag bé démoe.”
MAT.7.1	Atin féntaus Jesusey kétoro ne mano, “Kagom kukumén i de étéw, inok i Tuluse énda so kukumé no begom. 
MAT.7.2	Non i kékukum gome bé de ségiyo étéw, iringéy Tuluse so ké kukumé no begom. Atin i kérigo gome bé de ségiyo étéw, rigonéy Tuluse so dob begome. 
MAT.7.3	Sedek gito moy klohe sala i dumo muwe, éndob énda gito moy kaame sala toow na fo dakél? 
MAT.7.4	Atin béréhé mo dob dumo muwe mamo, ‘Adih, téréno moy nan salaém.’ Endob wén i kaame sala toow na fo dakél. 
MAT.7.5	Fédayéw-dayéw go, éndob békén go fiyo étéw. Téréno mo na métah i kaame sala toow na fo dakél, inok gétabanga moy dumo muwe émfétérén bé kaane kloh sala.
MAT.7.6	“Atin kagom iray i mékétéfuwe dob de itu. Non amuk rigoné kom, kekeé ro saén begom. Atin kagom iray i balilagae fégonoén perlas dob de babuy. Non amuk rigoné kom, daa ro saén. Mélaw kagom témoro bé Fiyowe Uret dob de étéw mika mégélingo.”
MAT.7.7	Atin féntaus Jesusey kétoro ne mano, “Ongot gom dob Tuluse atin irayén begom. Séléd gom, atin gito gom. Tawag gom dob béngawane, atin i fintue ungkaén inok géahur gom. 
MAT.7.8	Non i kéluhanay de mongot dob Tuluse, gédoté ro. Atin i kéluhanay de séméléd, gito ro. Atin i kéluhanay de témawag dob béngawane, géahur ro. 
MAT.7.9	Ufama, ségétéw go boh, atin i nga me mongot fan, énda iraya mo de batéw. 
MAT.7.10	Taloo no mongot sédo, énda iraya mo de ulé. 
MAT.7.11	Fiyon fo ké tete gom étéw, gétiga kom soy miraye bé éntingayéne fiyo dob de nga gom. Labi nay Tuluse toow fo fiyo, gétiga noy miraye fiyo na dob begome. Beeney Boh gome dob lawayo, brab irayén i de fiyo do éntingayén dob de étéw mongot dob Beene.
MAT.7.12	“Buluy kétaya kome rigonéy de étéw dob begome, rigo gom so dob berowe. Non been i atag i kéluhanay de sugu dob kitabé niray Moisese brab de kétoro i de sénarigoy Tuluse muret bé kébéréh ne.”
MAT.7.13	Atin féntaus Jesusey kétoro ne mano, “Ahur gom dob mérate béngawan mangey dob lawayo. Non toow fo buka i béngawane mangéy dob uleone emferno atin médooy de étéw muntul de non magad i kéagéw ruwe diyo. 
MAT.7.14	Endob i mérate béngawan mangéy dob umule magufusa, mérégén i kéuntule de. Mélaw énda médooy étéwe géuntul de.
MAT.7.15	“Atin ingat gom inok énda géunur gom bé de ubo-ubo sénarigoy Tuluse muret bé kébéréh ne. Non fiyon fo ké ubo-ubo ro mégédaw maak do ménorom ayam, tintu tete i adat ruwe brab binasané ro begom. Non i toowe, ségiléw ro bé de mérayar do binatang. 
MAT.7.16+MAT.7.17+MAT.7.18	Endob gélolo gom bero sabaf bé de rigoné ro. Ufama, énda i fiyo kayéw mégonok bé tetee onok, taloo no tete kayéw mégonok bé fiyowe onok. I sulu-suluwe énda mégonokén bé manggae. Brab i kayéwe suwaran énda mégonokén saging. I fiyowe kayéw mégonok saén fiyo, atin i tetee kayéw mégonok saén tete. 
MAT.7.19	Atin i kayéwe énda mégonokén fiyo, tuwongén brab ibérén dob aféye inok inohén. 
MAT.7.20	Mélaw gélolo gom i de ubo-ubo sénarigoy Tuluse sabaf bé de tete rigoné ro.
MAT.7.21	“Enda kéluhanay de étéw témawag Begén maro, ‘Kadnan, o Kadnan,’ géangéy ro dob lawayo. Endob i de étéw rémigo bé kétayay Abay guwe Tulus, bero saén i géangéy dob lawayo. 
MAT.7.22	Bé gaiwe gégumah i kékukum i Tuluse, médooy de étéw émbéréh dob Begéne maro, ‘Kadnan, o Kadnan, nuret gey i kébéréh i Tuluse nusar gey i dawét me. Atin nusar gey soy dawét me fégédédél bé de saitan tidéw dob de étéw rénahuko ro, brab rénigo gey i de médoo do mékégaif dob dawét me.’ 
MAT.7.23	Endob béréhé ku bero maku, ‘Enda gélolo gu begom. Férayu gom dob Begéne. Begom i de étéw do rémigo tete.’
MAT.7.24	“Béréhé ku begom i fantage bé de mégélingo bé kébéréh guwe brab odoro ro. Berowey ségiléwe bé ségétéwe métilédtéd réménigo lawi brab féntindégén i de liléyén dob émbagére batéw. 
MAT.7.25	Amun mérégés i ranae brab énggégumah i dunuke brab énggébéla diyo i émbagére réfuruh, énda méntuwongén non féntindég dob rotor i batéwe.
MAT.7.26	“Endob i étéwe énggélingo bé de kébéréh gu éndob énda odoro no de, ségiléw bé dufange étéw féntindégén i lawi ne dob faréke saén. 
MAT.7.27	Mélaw amun ménrégés i ranae brab énggumah i dunuke brab énggébéla diyo i émbagére réfuruh, méntuwong brab toow fo ménbinasa.”
MAT.7.28	Amun énggilid i Jesuse témoro bé de ni, ménggaif i de médoo do étéw bé kétoro ne. 
MAT.7.29	Non békén ségiléw i kétoro ne bé de maistéroy kitab i de Judio. Non énda saén ténoroén i kéfégitung i de ségiyo étéw. Yamula ténoroén i kaane kéfégitung.
MAT.8.1	Tidéw béno, léménudug i Jesuse tidéw dob burure ni. Atin ménfuray i de médoo do étéw. 
MAT.8.2	Tidéw béno, wén i ségétéwe étéw fémuteén ménangéy dob Beene brab léméningkuwéd dob adafa nuwe. Atin ménbéréh i fémuteéne ni étéw mano, “Kadnan, buluk méuyot go, géféadi-adino mo begén.”
MAT.8.3	Atin i Jesuse béntérén i kémér ne brab kénuwahén, brab ménbéréh mano, “Méuyotu. Adi-adi go.” Sonom béno, ménkédan i fémute ne brab ménadi-adi. 
MAT.8.4	Atin bénréh Jesuse dob beene bé békén ureté no dob de ségiyo étéw, brab sénuguén mano, “Ay go dob fadie inok féténgténgém ménadi-adi gon. Tidéw béno, tulak go, loo bé ménbéréhe dob kitabé tidéw dob Moisese inok gétigay kéluhanay de étéw ménadi-adi gon.”
MAT.8.5	Amun énggumah i Jesuse dob ingéde Kafernaum, wén i ségétéwe Romano kafitay de sundalo ménangéy dob Beene. Atin ménongot tabang dob Jesuse mano, 
MAT.8.6	“Maistéro, wén i sugu-sugué kuwe toow fo fasang déméruun béni. Diyo dob lawi guwe énda gélékutohén.”
MAT.8.7	Atin ménbéréh i Jesuse mano, “Na, mangéyu diyaan atin uwaé ku.”
MAT.8.8	Endob bang i kafitane, “Kagonén damén mangéy dob lawi guwe. Non toow go fo gérotor étéw atin mélaw énda médaitu témanggaf Beem dob lawi guwe. Endob toow go fo barakatan, mélaw béréhém saén i sugu me mamo, ‘Adi-adi gon,’ atin gétiga kuy waléy adi-adiy sugu-sugué kuwe. 
MAT.8.9	Gétiga kuy ni non wén i mas gérotor sundalo mémanduon begén. Brab wén soy do sundalo fémanduo ku. Atin buluk béréhé ku dob ségétéwe de, ‘Angéy go diyoo,’ mangéy diyo. Brab buluk maku dob ségétéwe de, ‘Enggon,’ témingé. Brab buluk béréhé ku dob sugu-sugué kuwe, ‘Rigo moy ni,’ rigoné no.”
MAT.8.10	Amun énggélingoo Jesusey ni, ménggaif de. Atin ménbéréh dob de étéw furay dob Beene mano, “Béréhé ku begom i toowe, fiyon foy de Judio, énda i ségétéw énggito gu loo bé ni kéféngintoowén étéw. 
MAT.8.11	Béréhé ku begom, bé gaiwe gégumah méguléw i Tuluse, médooy de étéw gégumah tidéw dob kéluhanay sugud i duniyae, fiyon i de békén Judio. Atin i Tuluse féguléwo no bero beroy de katufua tom ro Abraham, Isak, brab Jakob. 
MAT.8.12	Endob wén i de Judio diyo ro so damén éndob kénda no bero mangéy dob délémone gonon dob liyuwe. Diyo ro kémérew brab kémigét i de kifé ro.” 
MAT.8.13	Atin ménbéréh i Jesuse dob kafitane ni mano, “Ule gon, ménadi-adinén i sugu-sugué muwe loo bé kéunur me mérigo.”
MAT.8.13	Atin i sugu-sugué nuwe, ménadi-adi bé no so uras.
MAT.8.14	Tidéw béno, méntaus i Jesuse mangéy dob lawi Pedrowe. Diyo énggito noy térima Pedrowe libun déméruun gara-gara toow fo méduf. 
MAT.8.15	Atin i Jesuse kénuwahén i kémér i libune ni. Atin sonom béno, ménkédan i kééduf ne brab ménadi-adi. Atin méntek dénuwoto no bero.
MAT.8.16	Amun mélédén i térésange, i de étéw nuwit roy de médoo do sénaitanan ménangéy dob Jesuse. Ménbéréh saén i Jesuse atin fénféraréyén i de saitan. Atin nuwa Jesusey kéluhanay de déméruun diyo. 
MAT.8.17	Rénigo noy ni inok tumané noy kébéréh i sénarigoy Tuluse muret bé kébéréh ne féndawét Isaias mano, “Uwaé noy de déruu tom, atin kédané noy de tete tom.”
MAT.8.18	Atin amun énggito Jesusey de médoo étéw géliwét de, sénuguén i de kuyugén mifar dob dogote. 
MAT.8.19	Tidéw béno, wén i témoroe bé kitabé ménfégédét dob Jesuse brab ménbéréh mano, “Maistéro, modoru Beem fiyon udenén ayo mo.”
MAT.8.20	Endob ménbéréh i Jesuse mano, “I de kufés, wén i tosong ahuro ro. Brab i de kloh manok, wén i salag ro. Endob i Nga i Kéilawane, sani Begéne, énda i gono ku témérén taloo no fidong. Mélaw toow go fo kérégénan amuk modor go Begén.”
MAT.8.21	Atin wén i ségétéwe kuyugén ménbéréh dob Jesuse mano, “Maistéro, modoru Beem. Endob tungkasém na begén métah mangéy lémbéng bé boh guwe.”
MAT.8.22	Endob séménumbul i Jesuse mano, “Félébéngém bé de étéw énda munur Begén i de ménléhu ro. Endob i beeme, odor go Begén.”
MAT.8.23	Tidéw béno, i Jesuse brab de kuyugén ménda ro awang mifar dob dogote. 
MAT.8.24	Atin téménékow ménggumah i émbagére défuk. Atin séndamfa-damfaay de bagél i awange, taman gédét mééléd. Endob i Jesuse énggéfidong. 
MAT.8.25	Atin ménangéy i de kuyugén dob Beene, brab nulég ro maro, “Kadnan, tabangén gey! Gédét tom méléhu!”
MAT.8.26	Séménumbul i Jesuse mano, “Sedek mégilak gom? Toow fo kloh i kéunur gome.” Tidéw béno, téménindég i Jesuse brab ménbéréh dob réfuruhe brab dob de bagél mano, “Térén gom!” Sonom béno, téménrén i défuke brab méntinanék i dogote. 
MAT.8.27	Ménggaif i kéluhanay de kuyug Jesus. Atin ménsébéréh-béréh ro maro, “Ati keeyén i Jesuse ni? Fiyon i réfuruhe brab de bagél modor ro bé sugu ne.”
MAT.8.28	Amun énggumah i ro Jesuse dob difar i dogote dob ingéde Gerasa, bénalak i de ruwo gétéw lagéy rénahukoy de saitan. Bati ro dob de takub do lébéng atin toow ro fo émbaraw. Mélaw énda i do étéw gétara diyo. 
MAT.8.29	Atin ménkes ro maro, “Nga i Tuluse, ati rigoné muwe dob begeye? Aw ménangéy go ba dini inok kukumé mo begey fiyon fo ké énda séna gégumah i fatute gai?”
MAT.8.30	Enda mérayuén dob no gonon, diyo i médoowe do babuy témabtab. 
MAT.8.31	Atin nongot i de saitan dob Jesuse maro, “Amuk féféraréyé mo begey, féahurém begey dob do babuy diyo.”
MAT.8.32	Atin bang Jesuse, “Agéw gom.” Mélaw ménsut i de saitan tidéw dob do étéw no brab ménahur ro dob de babuy ni. Sonom béno, i kéluhanay de babuy ni, ménraréy ro mangéy dob fingase brab ménantéfor ro mangéy dob dogote atin ménléné ro.
MAT.8.33	Atin i de étéw témalima bé de babuy ni amun énggito roy ni ménrigo, ménségéta ro mangéy dob ingéde brab nuret roy kéluhanay de rénigo Jesus brab ati ménrigowe dob de lagéy sénaitanan bé gétahe. 
MAT.8.34	Mélaw ménangéy diyo i kéluhanay de étéw dob ingéde ni inok malak bé Jesuse. Atin amun énggito ro, nongot roy Jesuse ké tékédan dob no gono ro.
MAT.9.1	Tidéw béno, ménda i Jesuse dob awange atin ménséfule mifar dob dogote brab ménule mangéy dob ingéd ne. 
MAT.9.2	Diyo, énggumah i de étéw ménuwit bé ségétéwe kimoyén ténanggung ro mangéy dob Jesuse. Amun énggito Jesusey kéféngintoow ruwe, ménbéréh dob ni étéw kimoyén mano, “Adih, kago émbuku! I de salaém ménfésagadén.”
MAT.9.3	Tidéw béno, wén i de témoro bé kitabé ménsébéréh ro dob de fédéw ro maro, “Embéréh mékémurka i ni étéw, non réféngé noy Tuluse.”
MAT.9.4	Edob i Jesuse gésobuto noy de itunga ro. Mélaw ménbéréh mano, “Sedek tete i kéfégitung gome loo bé nan? 
MAT.9.5	Toow na fo mélému ké béréhén, ‘I de salaém ménfésagadén.’ Non énda gito no ké wén i barakat gu de rémigo. Endob toow fo mérégén ké béréhén. ‘Tindég go brab agéw go.’ Non giton ké wén i barakat gu de rémigo. 
MAT.9.6	Endob féfégétiga ku begom i fantage bé Nga i Kéilawane, sani Begéne. Wén i barakat gu brab kuwagib gu dob duniyae ni émfésagad bé de sala.” Tidéw béno, bénréhén dob ni kimoyén mano. “Tindég go brab ule go unwitém mule i iroo muwa nan.”
MAT.9.7	Sonom béno, téménindég i kimoyéne ni brab ménagéw mule. 
MAT.9.8	I de médoo do ménlimud do étéw diyo, amun énggito roy ni, ménggilak ro, atin dénayéw roy Tuluse non nirayén dob Jesusey kuwagibé émfésagad bé de sala.
MAT.9.9	Tidéw béno, méntékédan i Jesuse dob no gonon. Atin i lala ne magéw, énggito noy ségétéwe étéw kémubra buwis féndawét Mateo, ménsar dob de kubranan buwis. Atin ménbéréh i Jesuse mano, “Odor go Begén.” Atin téménindég i Mateowe brab ménodor de.
MAT.9.10	Tidéw béno, i Jesuse beroy de kuyugén ménama ro dob lawi Mateowe séréngan bé de médoo do kémubra buwis brab de ségiyo so do tete étéw. 
MAT.9.11	Atin amun énggitoy de Fariseoy ni, ménénginsa ro dob de kuyug Jesus maro, “Sedek ménsélawék i Maistéro gome mama bé de kémubra buwis brab de ségiyo tete étéw?”
MAT.9.12	Endob i Jesuse énggélingoo no brab ménbéréh mano, “I de fiyo kégélowoho no, énda kailanga roy muwae, éndob kailangay de wén déruu no. 
MAT.9.13	Enda ménangéyu dini inok tabaré kuy de métintu étéw, éndob ménangéyu dini inok tabaré kuy de wén salaén inok gésénule ro. Basa gom brab tantu gom fégitung i ni Ménsulat Kébéréh i Tuluse mano, ‘Mas méuyotu de ké ségédaw gom bé kétulak gome.’ ”
MAT.9.14	Tidéw béno, wén i de kuyug Juan Bautista ménangéy ro dob Jesuse brab ménénginsa ro maro, “I begeye, sénga tékélid fuwasa gey. Loo so bé de Fariseo. Sedek énda fuwasay de kaam kuyug?”
MAT.9.15	Atin sénumbulo Jesuse bero mano, “Ufama, i de kana dob uyote énda waléy tete i de fédéw ro taman énda tékédan i témérimawe lagéy. Endob amuk gégumah i gaiwe ké édotén nén i témérimawe lagéy dob berowe, been nay no fuwasa ro. Ségiléw so bé de kagén kuyug, non amuk diniwu séna, énda fuwasa ro.”
MAT.9.16	Tidéw béno, nuret Jesusey sébaane binuwaya fantag bé sébidanay mantuwe kétoroén brab tafaye kétoro i de Judio. Ménbéréh mano, “Enda i étéw usaré noy mantuwe safut fégétabungén bé tafaye kégal. Non amuk rigoné no, kéménkén i mantuwe safut, atin méfendet i tafaye kégal, atin minut gétimal i rédet ne. 
MAT.9.17	Brab énda i étéw mahur bé mantuwe arak dob tafaye ahuron arak rénigo bé kulit i ayame. Non amuk rigoné no, mébétus i mantuwe arak dob tafaye ahuron brab mébinasa brab méitis i mantuwe arak. Yamula fatut i mantuwe arak ahurén dob mantuwe kulit fédéngon de, atin méitong kéluhanan.”
