MAT.1.1	Nigaj ijkuilijtoꞌ ito̱ka̱mej yej iyikyapatajwe̱wejmej Jesucristo,
MAT.5.28	Eꞌ nej nimitzijliáj siga se̱ ta̱gaꞌ kitachi̱liá se̱ siwa̱ꞌ iwá̱n ipan iya̱lmaj kinekiskia̱ya maguiꞌ mamásiya íwa̱n, ini̱nwaꞌ taxí̱maꞌya nokta, malej iga kejla̱n ipansan iya̱lmaj.
MAT.5.29	’Siga se̱ moyi̱x mitzchi̱waltiá yej aye̱kti, xiki̱xti iwá̱n xiktajkali wejka; má̱j ye̱kti xikpolo se̱ moyi̱x que inochi mocue̱rpoj makaki̱ka̱n pan tiwelo̱n yej ayí̱ꞌ se̱wis. 
MAT.5.30	Siga moye̱ꞌma̱ꞌ mitzchi̱waltiá yej aye̱kti, xiktzonteki iwá̱n xiktajkali wejka; má̱j ye̱kti xikpolo se̱ moma̱ꞌ que inochi mocue̱rpoj makaki̱ka̱n pan tiwelo̱n yej ayí̱ꞌ se̱wis.
MAT.5.31	’Moisés no̱ este ikyay kijtoj: “Siga se̱ ta̱gaꞌ kika̱wa isiwa̱ꞌ, makimaka se̱ a̱maꞌ ka̱n makijto iga mokájkeja.” 
MAT.5.32	Eꞌ nej nimitzijliáj yej kiyokaka̱wa isiwa̱ꞌ malej iga isiwa̱ꞌ ayá̱ꞌ nemi yawi wa̱n seꞌ, inó̱n ta̱gaꞌ kichi̱wa iga isiwa̱ꞌ mamasi wa̱n seꞌ; iwá̱n inó̱n seꞌ ta̱gaꞌ yej íwa̱n mona̱mikti̱j no̱ taxi̱ma.
MAT.5.33	’No̱ ankimatij iga amo‑ikyapatajwa̱n kijlijkej: “Amo xike̱lka̱wa iga tikchi̱wa yej iyi̱xtaj toTe̱ko tikijtoj nokta iga tikchi̱was.” 
MAT.5.34	Eꞌ nej nimitzijliáj iga amo xikta̱li̱ka̱n agaj o tejté̱ iga testigo kua̱ꞌ ankijtowaj iga ankichi̱waskej tejté̱. Niga cielo iga ompa manda̱rowa Dios; 
MAT.5.35	niga ta̱jli iga ompa kita̱liá iyikxi Dios; niga Jerusalén iga ino̱nwaꞌ iciudad el Rey yej kipoxweyimatij. 
MAT.5.36	Niga motzontekon, iga tej awel tikchi̱wa iga se̱ motzónkal mamochi̱wa ista̱ꞌ o pi̱stiꞌ. 
MAT.5.37	Má̱j ye̱kti iga xikijto “kena” kua̱ꞌ tikmati iga tia tikchi̱wati, iwá̱n xikijto “ayá̱ꞌ” kua̱ꞌ tikmati iga ayá̱ꞌ tia tikchi̱wati. Yej ayá̱ꞌ ijkó̱n kichi̱wa, kichi̱wa yej aye̱kti.
MAT.5.38	’Moisés este ikyay kijtoj:
MAT.5.39	Eꞌ nej nimitzijliáj iga amo ijko̱nsan no̱ xikchi̱wili yej mitzchi̱wiliá yej aye̱kti; ma̱jwaꞌ siga agaj mitzxa̱ygatatzi̱na, xikmaka seꞌ moxa̱yaꞌ iga mamitzmaga. 
MAT.5.40	Iwá̱n siga agaj mitzdemanda̱rowa iwá̱n mitzkui̱liá mokua̱ch, xikmaka no̱ makiwi̱ga mochama̱rraj. 
MAT.5.41	Iwá̱n siga agaj mitztekimaka iga xikui̱guili tejté̱ yej eti̱ꞌ se̱ kilómetro, tej xikui̱ga o̱me kilómetro. 
MAT.5.42	Siga agaj mitztajtaniliá tejté̱, xikmaka. Agaj yej kineki mitzta̱ke̱wiliá tejté̱, amo xikijli iga ayá̱ꞌ.
MAT.5.43	’Moisés este ikyay kijtoj: “Xikcho̱kili mokni̱n iwá̱n xikijiya yej mitzijiya.” 
MAT.5.44	Eꞌ nej nimitzijliáj xikcho̱kili̱ka̱n yej mitzijiyaj, xikye̱ꞌijli̱ka̱n yej mitzma̱lijliáj, xikchi̱wili̱ka̱n yej ye̱kti yej ayá̱ꞌ mitzye̱ꞌitaj, xiktajtanili̱ka̱n Dios iga maye̱ꞌonoka̱n ino̱mej yej mitzpantiáj iwá̱n mitzikno̱chi̱waj. 
MAT.5.45	Ijkó̱n amejeme̱n anmochi̱waskej ipilówa̱mpa amoTaj Dios yej onoꞌ ipan cielo; iga yéj kichi̱wa iga mata̱wi to̱nati̱ꞌ ka̱n onoꞌ yej kichi̱wa yej ye̱kti iwá̱n yej kichi̱wa yej aye̱kti, iwá̱n kiti̱tani no̱ tiawa̱ꞌ iga yej ye̱ꞌnemij iwá̱n iga yej ayompa nemij. 
MAT.5.46	Eꞌ siga amejeme̱n ankicho̱kiliáj yejsan no̱ mitzcho̱kiliáj, ¿té̱ anmo̱ta̱niliáj iga ijkó̱n ankichi̱waj? Este yej kicobra̱rowaj impuesto
MAT.5.47	Iwá̱n siga ankisaluda̱rowaj yejsan amokni̱n, ijkó̱n ayá̱ꞌ nemi ankichi̱waj tejté̱ yej sekin no̱ akichi̱waj. Ijkó̱n no̱ kichi̱waj yej ayá̱ꞌ ki̱xmatij Dios. 
MAT.5.48	Xipoxye̱ꞌnemika̱n, ijkó̱n kensan amoTaj Dios yej onoꞌ ipan cielo nochipa kichi̱wa yej ye̱kti.
MAT.6.1	Jesús no̱ kijtoj:
MAT.6.1	—Kua̱ꞌ ankichi̱waj tejté̱ yej ye̱kti, amo xikchi̱waka̱n iga san mamitzitaka̱n. Siga ijkó̱n ankichi̱waj, amoTaj Dios yej onoꞌ ipan cielo ayá̱ꞌ mitzmakaskej nité̱. 
MAT.6.2	Kua̱ꞌ tikpale̱wiá agaj yej amotapialiá, amo xikpojtinemi ken kichi̱waj ino̱mej yej mopajpantiáj iga ye̱ꞌnemij iga kipojtinemij tio̱pan‑ijtiꞌ iwá̱n kajka̱n pano̱lo iga makiweyimati̱lti̱ka̱n. Nimitzijliáj iga ino̱mej ino̱nsan mota̱niliáj, iwá̱n Dios ayá̱ꞌ kiye̱ꞌita. 
MAT.6.3	Eꞌ tej kua̱ꞌ agaj tikpale̱wiá yej amotapialiá, amo xikmati̱lti ni agaj. 
MAT.6.4	Ma̱jwaꞌ xikchi̱wa ichtákasan. Iwá̱n Dios yej mitzitztoꞌ iga ichtákasan nemi tikchi̱wa yawi mitzmakati yej pox ye̱kti.
MAT.6.5	’Kua̱ꞌ antajtowaj wa̱n Dios, amo xikchi̱waka̱n ken ino̱mej yejsan mopajpantiáj iga ye̱ꞌnemij, ino̱mej kiye̱ꞌmatij iga ejkati‑ora̱dowaj tio̱pan‑ijtiꞌ iwá̱n ipan calle ka̱nsan makitaka̱n. Nimitznojma‑ijliáj iga ini̱mej ino̱nsan mota̱niliáj, iwá̱n Dios ayá̱ꞌ kikakij. 
MAT.6.6	Eꞌ tej kua̱ꞌ titajtowa wa̱n Dios, xikalaki kalijtiꞌ, iwá̱n ximokaltzakua iwá̱n xitajto wa̱n Dios yej ompa onoꞌ mowa̱n. Iwá̱n Dios yej mitzitztoꞌ ka̱n ichtákasan nemi ti‑ora̱dowa, yawi mitzmakati yej tiktajtani.
MAT.6.7	’Kua̱ꞌ titajtowa iwá̱n Dios, amo xikojpa‑ijto tajto̱lmej yej ayá̱ꞌ mitzpale̱wiá ka̱nsan mawejka̱wa iga tita̱tapojtoꞌ iwá̱n Dios, ken kichi̱waj yej ayá̱ꞌ ki̱xmatij Dios. Yejeme̱n a̱n kijtowaj iga ijkó̱n kichi̱waj, ma̱jya kikakiskej Dios. 
MAT.6.8	Amo xikchi̱waka̱n ken yejeme̱n; iga amoTaj Dios kimátiya te̱ mitzpolowaj malej iga aya ankitajtaniliáj. 
MAT.6.9	Amejeme̱n ijkí̱n xitajto̱ka̱n iwá̱n Dios:
MAT.6.9	NoTaj yej tonoꞌ ipan cielo,
MAT.6.9	nochi makiweyimati̱lti moto̱ka̱ꞌ.
MAT.6.10	Xirreina̱ró̱kiya.
MAT.6.10	Mamochi̱wa ken tej tikneki ipan ta̱jli, ijkó̱n ken mochijtoꞌ ipan cielo.
MAT.6.11	Notakualmej yej nochipa moneki, xine̱makaka̱n a̱man.
MAT.6.12	Xinee̱lka̱wili̱ka̱n yej nikchijkej yej aye̱kti, ijkó̱n ken nejeme̱n no̱ nike̱lka̱wiliáj yej ne̱chi̱wilijkej yej aye̱kti.
MAT.6.13	Xine̱pale̱wi̱ka̱n iga amo manikchi̱wasnekika̱n yej aye̱kti; amo xine̱semakaka̱n kua̱ꞌ Tzitzimiꞌ ne̱chi̱walti̱jnekij yej aye̱kti.
MAT.6.13	Iga tej nokta yej tirreina̱rowa, iwá̱n tej yej nochi wel tikchi̱wa iwá̱n inó̱n moweyipode̱r nochipa nokta onos. Ijkó̱nyawaꞌ.
MAT.6.14	’Siga anke̱lka̱wiliáj yej agaj mitzchi̱wiliáj yej aye̱kti, amoTaj yej onoꞌ ipan cielo no̱ mitze̱lka̱wili̱skej yej ankichi̱waj yej aye̱kti. 
MAT.6.15	Eꞌ siga ayá̱ꞌ anke̱lka̱wiliáj yej mitzchi̱wiliáj yej aye̱kti, amoTaj ayá̱ꞌ no̱ mitze̱lka̱wili̱skej yej aye̱kti ankichi̱waj.
MAT.6.16	’Kua̱ꞌ anmayuna̱rowaj, amo mane̱si iga anmokno̱matij ken ino̱mej yej san mopajpantiáj iga ye̱ꞌnemij. Yejemej kinekij makitaka̱n iga mayuna̱rojtokej. Eꞌ nimitznojma‑ijliáj iga yej inó̱n kichi̱waj, kipiaja yej mota̱nilijkej. 
MAT.6.17	Eꞌ tej kua̱ꞌ timayuna̱rowa, ximotzijtzikui iwá̱n ximi̱xa̱mi, 
MAT.6.18	iga amo mane̱si iga timayuna̱rojtoꞌ. Petz moTaj Dios yej ichtákasan mowa̱n onoꞌ, yéjsan kimatis yej nemi tikchi̱wa. Iwá̱n iyi̱xtaj tokni̱wa̱n mitzmakas yej kajasi iga mamitzmaka.
MAT.6.19	’Amo xiknejnechko̱ka̱n yej pox vale̱rowa nigaj ipan ta̱jli ka̱n wel kitolowa we̱chi iwá̱n wel ankine̱mpolo̱skej, iwá̱n ka̱n wel kalakij yej tachtekij. 
MAT.6.20	Má̱j ye̱kti xiknejnechko̱ka̱n ipan cielo komati yej pox vale̱rowa.
MAT.6.21	Porque ka̱n onoꞌ yej mitzyo̱ltila̱na ompa nochipa tikejla̱ntos.
MAT.6.22	’Moyi̱x ken tikita se̱ cándi̱l yej mitzta̱wiá; siga moyi̱x ye̱kti, mitzta̱wijtos. 
MAT.6.23	Eꞌ siga moyi̱x aye̱kti, tonos ken kua̱ꞌ takomichka̱n. Siga inó̱n cándi̱l yej tikpiá ayá̱ꞌ ta̱wiá, poxsan titako̱mititos.
MAT.6.24	’Ayagaj wel kipiá o̱me ipatró̱n, iga sé̱sanwaꞌ in yej kiye̱ꞌitas, iwá̱n seꞌ kijiyas, o se̱ kitokas iwá̱n seꞌ kikajte̱was. Inó̱n iga awel ankitokaj Dios siga mitzyo̱ltila̱naj tomi̱n.
MAT.6.25	’Nimitzijliáj: Amo xitayo̱koyaka̱n iga te̱ anyawij ankikua̱tij iwá̱n te̱ anyawij ankoni̱tij iga wel xonoka̱n, niga amotzótzol yej ankaki̱skej. ¿Ix aya̱ꞌtaj má̱j vale̱rowa amovi̱daj que tákual, iwá̱n amocue̱rpoj má̱j que tzótzol? 
MAT.6.26	Ximi̱xkui̱ti̱ka̱n ipan to̱to̱mej yej pata̱ntinemij; yejeme̱n ayá̱ꞌ to̱kaj niga tapixkaj iwá̱n ayá̱ꞌ no̱ ke̱naj yej mopixka. Eꞌ malej ijkó̱n, Dios yej amóTajpa kitamaka no̱ ino̱mej to̱to̱mej. ¡Amejeme̱n má̱j anvale̱rowaj que to̱to̱mej! 
MAT.6.27	¿Iwá̱n a̱ꞌ de amejeme̱n iga san matayo̱koya wel weyás seꞌ alí̱n?
MAT.6.28	’Iwá̱n, ¿te iga no̱ amejeme̱n antayo̱koyaj iga amotzótzol? Taꞌ xikitaka̱n ken iga weyáj xo̱chimej ipan a̱ka̱walyoj, ayá̱ꞌ tekipanowaj niga tajtzomaj. 
MAT.6.29	Eꞌ nimitzijliáj niga el rey Salomón malej iga moye̱ꞌtaajakia̱ya; ayá̱ꞌ kaxilij ken ino̱mej xo̱chimej yej mojmo̱nsajtikej. 
MAT.6.30	Iwá̱n siga Dios ijkó̱n kimo̱nsajchi̱wa kuaxiwiyoj yej a̱man onoꞌ ipan a̱ka̱walyoj iwá̱n mo̱sta tatas ipan tiꞌti, ¿kén iga ayá̱ꞌ mitztzotzolyo̱ti̱skej, amejeme̱n yej alí̱n anmoconfia̱rowaj ipan Dios? 
MAT.6.31	Inó̱n íga amo xitayo̱koyaka̱n iwá̱n amo xikijto̱ka̱n: “¿Te̱ niawij nikua̱tij? o ¿te̱ niawij nikoni̱tij? iwá̱n ¿ka̱n niawij nikasitij notzotzolmej yej nikajaki̱skej?” 
MAT.6.32	Yej ayá̱ꞌ ki̱xmatij Dios tayo̱koyaj iga nochi iní̱n; eꞌ amejeme̱n ankipiáj se̱ amoTaj yej onoꞌ ipan cielo yej kimati te̱ mitzpolowaj amocha̱n. 
MAT.6.33	Eꞌ ximote̱makaka̱n iga Dios marreina̱ro ipan amejeme̱n, iwá̱n xikchi̱waka̱n ken yéj kineki, iwá̱n ijkó̱n nochi ini̱mej yej mitzpolowaj, anyawij ankipiatij. 
MAT.6.34	Amo xitayo̱koyaka̱n iga yej mo̱stapa mochi̱was, yej mo̱stapa, mó̱stapaya sej ankitaskej. Onoꞌ komati yej te̱yo̱lmiktiá ipan sejsé̱ día.
MAT.7.1	’Amo xitajuzga̱ro̱ka̱n, iga Dios amo no̱ mamitzjuzga̱ro̱ka̱n. 
MAT.7.2	Iga Dios yawi mitzjuzga̱ro̱tij ijkó̱n kensan sekin ankijuzga̱rowaj. Achó̱n ke̱ꞌ agaj ankimakaskej, acho̱nsan no̱ Dios mitzmakaskej. 
MAT.7.3	¿Te iga tiki̱xtachi̱liá mokni̱n iga kipiá tasoltzi̱n ipan iyi̱x iwá̱n ayá̱ꞌ tikita iga tej tikpiá tapan ipan moyi̱x?
MAT.7.4	Siga ayá̱ꞌ tikita iga tikpiá weyi tapan ipan moyi̱x, ¿kén timi̱xe̱wiá iga tikijliá mokni̱n: “Nokni̱n, achi manimitzki̱xtili tasoltzi̱n yej tikpiá ipan moyi̱x”? 
MAT.7.5	¡Tej yej timopajpantiáj iga tiye̱ꞌnemi!, xiki̱xti achto inó̱n tapan yej onoꞌ ipan moyi̱x iwá̱n ijkó̱n wel tikye̱ꞌitas iga tiki̱xtiliá tásol ipan iyi̱x mokni̱n.
MAT.7.6	’Yej itatki Dios amo xikmakaka̱n pe̱lomej, amo santá̱ꞌ mitztza̱tzaya̱naskej. Yej pox patiyoj amo xikmakaka̱n koyame̱mej iga amo makita̱taksaka̱n.
MAT.7.7	’Xiktajtanika̱n, iwá̱n Dios mitzmakaskej; xikte̱mo̱ka̱n iwá̱n ankasiskej; xikaltzotzonaka̱n iwá̱n mitzkaltapowili̱skej. 
MAT.7.8	Iga yej kitajtani, kimakaj; iwá̱n yej kite̱mowa, kasi; iwá̱n yej kaltzotzona, kikaltapowiliáj.
MAT.7.9	’¿Ix wel se̱ de amejeme̱n kimakas ipiltzi̱n se̱ teꞌti kua̱ꞌ kitajtaniliá tákual? 
MAT.7.10	¿O ix kimakas kowa̱ꞌ kua̱ꞌ kitajtaniliá se̱ to̱poj? 
MAT.7.11	Siga amejemej yej ankichi̱waj yej aye̱kti, wel ankimakaj yej ye̱kti amopilowa̱n, ¡amoTaj yej onoꞌ ajko ipan cielo, má̱j kimakas yej ye̱kti a̱ꞌsan iga kitajtanili̱j!
MAT.7.12	’Ijkó̱n ken amejeme̱n ankinekij mamitzchi̱wili̱ka̱n sekin, ijkó̱n no̱ amejeme̱n xikchi̱wili̱ka̱n; ijkó̱n kijtowa iley Moisés iwá̱n yej kijkuilojkej profe̱tajmej.
MAT.7.13	’Xikalakika̱n ipan kalte̱n yej tzo̱ltiꞌ. Iga kalte̱n iwá̱n ojti yej tawi̱ga ka̱n mopojpolo̱lo, kojkoyaktiꞌ, iwá̱n miaꞌ yej ompa yawij. 
MAT.7.14	Eꞌ kalte̱n iwá̱n ojti yej tawi̱ga ka̱n onoꞌ Dios, poxsan tzo̱ltiꞌ, iwá̱n ayá̱ꞌ miaꞌ yej ompa yawij.
MAT.7.15	’Amo mamitzkajkaya̱waka̱n yej kijtowaj iga Dio̱skiꞌ kitajto̱lmakaj. Ini̱mej né̱sikiꞌ até̱ wel mitzchi̱wiliáj, eꞌ má̱j ipan iya̱lmajmej ken tikita te̱kua̱nimej. 
MAT.7.16	Amejeme̱n wel anki̱xmatij ken iga nemi agaj ipansan yej kichi̱waj; puej ayá̱ꞌ moteki uva
MAT.7.17	Nochi ye̱ꞌkuawiꞌ ye̱ꞌta̱ki, iwá̱n yej ayéj ye̱ꞌkuawiꞌ, ayejye̱kti ita̱kilka. 
MAT.7.18	Yej ye̱ꞌkuawiꞌ awel mochi̱wa ita̱kilka yej ayá̱ꞌ yejye̱kti, niga yej ayéj ye̱ꞌkuawiꞌ awel mochi̱wa ita̱kilka yej ye̱kti. 
MAT.7.19	Nochi kuawiꞌ yej ayá̱ꞌ ye̱ꞌta̱ki, motzonteki iwá̱n motatiá. 
MAT.7.20	Inó̱n iga amejeme̱n anki̱xmatiskej ino̱mej san ken iga kichi̱waj.
MAT.7.21	’Ayá̱ꞌ nochi yej ne‑ijliáj “noTe̱ko, noTe̱ko” yawij kalakitij ka̱n reina̱rowa Dios, sino que inó̱mejsan yej kichi̱waj ken kineki noTaj yej onoꞌ ipan cielo. 
MAT.7.22	Kua̱ꞌ asis inó̱n día, miaꞌ yawij ne‑ijli̱tij: “NoTe̱ko, noTe̱ko, nejeme̱n nikpowakej motájto̱l, iwá̱n ipan moto̱ka̱ꞌ niki̱xtijkej ma̱lespi̱ritojmej, iwá̱n ipan moto̱ka̱ nikchijkej miaꞌ yej ayí̱ꞌ mo‑ita.” 
MAT.7.23	Eꞌ nej nikijli̱skej: “Ayí̱ꞌ nimitzi̱xmatikej; xicholo̱ka̱n note̱noj, amejeme̱n yej ankichi̱waj yej aye̱kti.”
MAT.7.24	’Yej kikaki notájto̱l iwá̱n kichi̱wa yej nikijtowa, ken tikita se̱ ta̱gaꞌ yej poxsan tajla̱ntoꞌ yej kichij íkal ipan se̱ weyiteꞌti. 
MAT.7.25	Wa̱laj tiawa̱ꞌ, wejweyakej a̱ꞌtimej iwá̱n wa̱laj ejekaꞌ yej pox tajpalej ipan inó̱n kajli; eꞌ ayá̱ꞌ kiwetzi̱ltij iga to̱ktoꞌ ipan teꞌti. 
MAT.7.26	Eꞌ yej kikaki notájto̱l iwá̱n ayá̱ꞌ kichi̱wa yej nikijtowa, inó̱n ken tikita yej ayá̱ꞌ ye̱ꞌtajla̱ntoꞌ, yej kichij íkal ipan xa̱jli. 
MAT.7.27	Wa̱laj tiawa̱ꞌ, wejweyakej a̱ꞌtimej, iwá̱n wa̱laj ejekaꞌ ipan inó̱n kajli, iwá̱n wetziꞌ. ¡Melaꞌxi̱xiti̱niꞌ nokta!
MAT.7.28	Kua̱ꞌ Jesús tamiꞌ tajtoj, yej takaktoyaj san tajtachi̱xtikajkej kén iga Jesús tamachtia̱ya; 
MAT.7.29	iga ijkó̱n ken tamachtia̱ya, ne̱siá iga kimati te̱ nemi kijtowa, ayéj ken yej tamachtiáj ipan iley Moisés.
MAT.8.1	Kua̱ꞌ Jesús temoj ipan tepe̱ꞌ, poxsan kitokatiajkij. 
MAT.8.2	Iwá̱n kina̱ꞌtechoj se̱ ta̱gaꞌ yej nemi pala̱ni ikajlo̱ꞌ iga kipiaya lepra,
MAT.8.2	—NoTe̱ko, siga tikneki, wel xine̱pajti.
MAT.8.3	Iwá̱n Jesús kichijchin in inó̱n yej we̱titoya, kijlij:
MAT.8.3	—Kena, nikneki xipajti.
MAT.8.3	Kua̱ꞌ inó̱n kijtoj, achitiáꞌ yej kipiaya lepra. 
MAT.8.4	Iwá̱n kijlij:
MAT.8.4	—Taꞌ xikaki, amo agaj xikijli; xaj ka̱n onoꞌ sacerdote iga mamitzita, iwá̱n xikta̱li moofre̱ndaj ken tatekimaka iley Moisés, iga nochi makimati iga tipájtiꞌya.
MAT.8.5	Kua̱ꞌ Jesús asiꞌ ipan a̱ltepe̱ꞌ Capernaum, se̱ capitán de Roma yajki kitecho̱to Jesús iwá̱n kitekiꞌtajtanilij, 
MAT.8.6	kijlij:
MAT.8.6	—NoTe̱ko, notekipanowa̱ni wetztoꞌ nocha̱n pan itapech iga poxsan kuajkualo̱toꞌ isempan iwá̱n este awel mo̱li̱na.
MAT.8.7	Jesús kijlij:
MAT.8.7	—Nej nia̱ti nikachitialti̱ti.
MAT.8.8	Inó̱n capitán kijtoj:
MAT.8.8	—NoTe̱ko, akajasi xikalaki nocha̱n, san xikijto iga maachitiá notekipanowa̱ni, iwá̱n achitiás. 
MAT.8.9	Nej no̱ onoꞌ yej ne̱tekimaka iwá̱n no̱ niktekimaka solda̱dojmej. Kua̱ꞌ nikti̱tani se̱ mayawi kanaj, yawi; iwá̱n kua̱ꞌ seꞌ nikijliá iga mawi̱ki, wi̱ꞌ; iwá̱n kua̱ꞌ nikijliá notekipanowa̱ni iga makichi̱wa tejté̱, kichi̱wa.
MAT.8.10	Kua̱ꞌ Jesús inó̱n kikaguiꞌ, madmira̱doj iwá̱n kijlij yej kitokatinemiáj:
MAT.8.10	—Nimitzijliáj iga anikasiꞌ nisé̱ israelita yej mamopoxconfia̱ro ipan nej ken iní̱n ta̱gaꞌ. 
MAT.8.11	Nej nimitzijliáj iga poxsan wi̱tzelo̱j ka̱n iki̱sáya̱mpa to̱nati̱ꞌ iwá̱n ikalakíya̱mpaꞌ, iwá̱n mota̱li̱skej iga takua̱skej wa̱n Abraham, Isaac iwá̱n Jacob ipan cielo ka̱n reina̱rowa Dios; 
MAT.8.12	eꞌ yej onóyaja
MAT.8.13	Iwá̱n Jesús kijlij inó̱n capitán:
MAT.8.13	—Xaja mocha̱n, iwá̱n mamochi̱wa ijkó̱n ken ticre̱doj.
MAT.8.13	Iwá̱n íkua̱ꞌsan in inó̱n tekipanowa̱ni achitiáꞌ.
MAT.8.14	Jesús yajki cha̱n Pedro, wa̱n kasito imona̱n Pedro wetztoꞌ ipan tapech iga kawa̱ntoꞌ. 
MAT.8.15	Jesús kima̱ki̱tzkij, iwá̱n íkua̱ꞌsan se̱wiꞌ ikajlo̱ꞌ; iwá̱n mokétzaꞌya iga kitamáꞌ Jesús.
MAT.8.16	Kua̱ꞌ tayowátiꞌya, kiwi̱guilijkej Jesús miaꞌ yej kipiayaj ma̱lespi̱ritojmej; iwá̱n Jesús iga san kitekimáꞌ ma̱lespi̱ritojmej, kikijki̱xtij, iwá̱n no̱ kachitialtij nochi yej we̱titoyaj. 
MAT.8.17	Iní̱n mochij iga mamochi̱wa ken kijtoj el profeta Isaías: “Yéj te̱pajtij, iwá̱n yéj te̱achitialtij.”
MAT.8.18	Kua̱ꞌ Jesús kitaꞌ iga poxsan kipo̱lojtokej, kitekimáꞌ idisci̱polojmej iga maa̱panó̱ka̱nya ipan laguna. 
MAT.8.19	Iwá̱n se̱ yej tamachtiá
MAT.8.19	—Tamachtia̱ni, nej nikneki manimitztokatinemi ka̱nsan tia.
MAT.8.20	Eꞌ Jesús kijlij:
MAT.8.20	—Koyo̱mej kipiáj ixapoyomej ka̱n kochij, iwá̱n to̱to̱mej kipiáj ixekemej; eꞌ nej yej iPiltzi̱n Ta̱gaꞌ
MAT.8.21	Iwá̱n seꞌ idiscí̱poloj, kijlij:
MAT.8.21	—NoTe̱ko, maniaoꞌ achto manikto̱kati notaj.
MAT.8.22	Jesús kijlij:
MAT.8.22	—Xine̱toka, xika̱wili yej ken miktokej iga makito̱kaka̱n yej miktokej.
MAT.8.23	Iwá̱n Jesús tejkaj ipan weyi á̱ka̱l, senyajki iwá̱n idisci̱polojmej. 
MAT.8.24	Tajko laguna pe̱waꞌ se̱ ejekaꞌ yej pox tajpalej este a̱te̱miaya á̱ka̱l. Eꞌ Jesús kochtoya. 
MAT.8.25	Iwá̱n idisci̱polojmej kixitijkej Jesús, kijlijkej:
MAT.8.25	—¡NoTe̱ko, xine̱ma̱nawi̱ka̱n! ¡Némiya ti‑a̱wetzij!
MAT.8.26	Jesús kijtoj:
MAT.8.26	—¿Te iga poxsan anmajmawij? ¡Amejeme̱n ali̱ntzi̱n anmoconfia̱rowaj nopan!
MAT.8.26	Iwá̱n Jesús moketzaꞌ, kajajwaꞌ ejekaꞌ iwá̱n a̱ꞌti, iwá̱n santaka̱mpolijtika̱wiꞌ. 
MAT.8.27	Tajta̱gaꞌ san tajtachi̱xtikajkej, iwá̱n kijtojkej:
MAT.8.27	—¿Ix a̱ꞌtaj yéj nokta a̱n in iní̱n ta̱gaꞌ yej este ejekaꞌ iwá̱n a̱ꞌti kitajto̱lkakij?
MAT.8.28	Kua̱ꞌ Jesús asiꞌ iyi̱ka̱mpa laguna ipan estado de Gadara, o̱me̱n tajta̱gaꞌ ki̱skej posa̱ntoj, iwá̱n kitechojkej Jesús. Iyo̱mexti̱n kipiayaj mal espí̱ritoj, wa̱n poxsan tata̱talo̱chtia̱yaj, iwá̱n ipan inó̱n ojti ayágajoꞌ wel panowa̱ya. 
MAT.8.29	Iwá̱n tzajtzikej:
MAT.8.29	—¿Té̱ tikneki nowa̱mej, tej Jesús yej iPiltzi̱n Dios? ¿Ix tiwa̱laj ane̱yoka‑ikno̱chi̱wakoj malej iga aya asi hora?
MAT.8.30	Iwá̱n ayá̱ꞌ wejka iga ompa, takuajtinemiáj miaꞌ koyame̱mej. 
MAT.8.31	Iwá̱n ma̱lespi̱ritojmej kitekiꞌtajtanilijkej Jesús ijkí̱n:
MAT.8.31	—Siga anne̱ki̱xtiájyawaꞌ, xine̱ti̱tanika̱n ipan koyame̱mej.
MAT.8.32	Iwá̱n Jesús kijtoj:
MAT.8.32	—Ómpayawaꞌ, xikalakitij.
MAT.8.32	Iwá̱n ino̱mej ma̱lespi̱ritojmej ki̱skej ipan tajta̱gaꞌ iwá̱n kalakitoj ipan koyame̱mej; iwá̱n nochi ino̱mej koyame̱mej mobarranca̱rojkej iwá̱n wejwetzitoj ipan a̱ꞌti iwá̱n ompa a̱mikikej.
MAT.8.33	Yej kicuida̱rojtinemiáj koyame̱mej mo̱ka̱cholojkej. Kua̱ꞌ asíkeja ipan a̱ltepe̱ꞌ, kipojkej nochi yej mochij ipan ino̱mej tajta̱gaꞌ yej kipiayaj ma̱lespi̱ritojmej. 
MAT.8.34	Iwá̱n nochi yej cha̱ntitokej ipan inó̱n a̱ltepe̱ꞌ yajkij ka̱n onoꞌ Jesús. Iwá̱n kua̱ꞌ iténoja onokej, kitekiꞌijlijkej iga makí̱saya ipan ita̱lmej.
MAT.9.1	Iwá̱n Jesús tejkaj ipan se̱ weyi á̱ka̱l iga a̱panoj iwá̱n asiꞌ ka̱n iya̱ltepe̱ꞌ. 
MAT.9.2	Ompa kiwi̱guilijkej se̱ ta̱gaꞌ yej awel nejnemi nokta, wetztia̱ya ipan itapech. Kua̱ꞌ Jesús kitaꞌ ken iga yejeme̱n moconfia̱rowa̱yaj ipan yéj, kijlij yej we̱titoya:
MAT.9.2	—Amo ximajmawi nopíj; nochi yej tikchij yej aye̱kti nimitze̱lka̱wiliaya.
MAT.9.3	Iwá̱n sekin yej tamachtiáj ipan iley Moisés, kua̱ꞌ iní̱n kikakikej, kijtojkej ipan iya̱lmajmej: “Iní̱n ta̱gaꞌ iga ijkó̱n kijtowa, kima̱lijliá Dios.” 
MAT.9.4	Eꞌ Jesús kimatiá te̱ kejla̱ntoyaj, kijtoj:
MAT.9.4	—¿Te iga ankejla̱mikij yej aye̱kti ipan amoa̱lmajmej? 
