MAT.1.1	Ni rguixogueꞌn quie ja xuzixtaꞌo Jesucristo. Naca Abraham len rey David xuzixtaꞌo Jesucristo. 
MAT.5.16	Canaꞌ naca quiele, reyaꞌalaꞌ tale dyëꞌëdi lao ja benëꞌ tacuenda ilëꞌëjëꞌ ruele tadyaꞌa ca reꞌen Diuzi huele. Canaꞌ hue ja benëꞌ, huejëꞌ benꞌ z̃e Xuziro Diuzi, benꞌ zu guibá.
MAT.5.16	Naꞌ una Jesús:
MAT.5.17	―Bigaquele chi zaꞌa chuꞌunaꞌ ley quie Diuzi ta bëꞌnëꞌ Moisés. Quele zaꞌa chuꞌunaꞌ cabëꞌ ta una ja profeta, dechanꞌ zaꞌa ta uzuaꞌ diꞌidzaꞌ cabëꞌ bzujëꞌ lëꞌë guichi laꞌiya quie Diuzi. 
MAT.5.18	Tali ca rniaꞌ leꞌe, tu lala nede guibá len yedyi layu, ni lëꞌëtiꞌ ta rna lao ley biten canaꞌzi. Uzu diꞌidzaꞌ quien yugulute ca rnan. 
MAT.5.19	Quie lenaꞌ nu benꞌ birue bala ruzu diꞌidzaꞌ ca mandado rue lëꞌë guichi laꞌiya quie Diuzi, lëscanꞌ rusëdijëꞌ benꞌ tula ta bihuejëꞌ bala ca mandado ruen, nacajëꞌ benꞌ latoquiëzi ga rnabëꞌ Diuzi guibá. Pero nu benꞌ rue bala ruzu diꞌidzaꞌ ca mandado rue lëꞌë guichi laꞌiya quie Diuzi, lëscanꞌ rusëdijëꞌ benꞌ tula ta huejëꞌ bala ca mandado ruen, nacajëꞌ benꞌ balaꞌana ga rnabëꞌ Diuzi guibá. 
MAT.5.20	Porque rniaꞌ leꞌe, chi bihue quiele quie Diuzi dyaꞌara, quele cabëꞌ rue ja benꞌ rusëdi ley quie Moisés len ja benꞌ partido fariseo, bisaqueꞌ yeyole ga rnabëꞌ Diuzi guibá.
MAT.5.20	Naꞌ una Jesús:
MAT.5.21	―Banezile ca gudyi Moisés xuzixtaꞌoro: “Bireyaꞌalaꞌ gutile benëꞌ. Nutezi benꞌ ruti benëꞌ, reyaꞌalaꞌ ichugobëꞌle quiëꞌ.” 
MAT.5.22	Pero nëꞌëdiꞌ rniaꞌ leꞌe, nutezi benꞌ idzaꞌ bichi laguedyi, huachugobëꞌ Diuzi quiëꞌ. Lëscanꞌ nutezi benꞌ inayaꞌ bichi laguedyi, huarugobëꞌ quiëꞌ ga reyudyi yelaꞌ rnabëꞌ. Lëscanꞌ nutezi benëꞌ idzaꞌ bichi laguedyi yëbinëꞌ lëjëꞌ: “Benꞌ raca loco luëꞌ” z̃udyizi ruen quienëꞌ tzionëꞌ lao guiꞌ gabila.
MAT.5.23	’Chi zioꞌ nuꞌaloꞌ gun quioꞌ ruꞌaba luꞌu idaoꞌ, naꞌ yezaꞌlaꞌadyoꞌ de ta de quie bichi laguedyoꞌ conlë luëꞌ, 
MAT.5.24	naꞌra pcaꞌn gun quioꞌ lao ruꞌaba naꞌzi, zatzioloꞌ tzeguëꞌz̃elaꞌadyoꞌ bichi laguedyoꞌ. Naꞌtera yebiꞌloꞌ hueꞌloꞌ gun quioꞌ lao ruꞌaba.
MAT.5.25	’Chi nu benꞌ rao xquia leꞌe, iquiëꞌjëꞌ leꞌe lao juzgado, tu neziole tu neza, bëꞌlë diꞌidzaꞌ bichi laguedyile, a ver nacala yegaꞌnle yelaꞌ bitziole lao juez. Porque si no, hue juez mandado policía quiëꞌ, udzeꞌjëꞌ leꞌe luꞌu dyiguiba. 
MAT.5.26	Diꞌidzaꞌ li rniaꞌ leꞌe, biyerole luꞌu dyiguiba hasta que udyiale dumi ca ta inaba juez leꞌe.
MAT.5.26	Naꞌ una Jesús:
MAT.5.27	―Banezile cabëꞌ una xuzixtaꞌoro Moisés canaꞌte: “Bireyaꞌalaꞌ talële nigula tula.” 
MAT.5.28	Pero nëꞌëdiꞌ rniaꞌ leꞌe, nutezi benꞌ rebane ja nigula reꞌennëꞌ bi huenëꞌ lënëꞌ nigula, naꞌ luꞌu guicho laxtaꞌohuëꞌ nacan ca quie bagusilëcazinëꞌ lënëꞌ.
MAT.5.29	’Pues ugunro chi tu laoloꞌ yebë ruhuaꞌn luëꞌ dulaꞌ xquia, reyaꞌalaꞌ cuioloꞌn chuꞌunloꞌn zituꞌ, como danꞌ dyaꞌalanꞌ initi tu laoloꞌ, quele ca ta tzioꞌ duz̃etioꞌ lao guiꞌ gabila. 
MAT.5.30	Lëzi ugunro chi naꞌaloꞌ yebë ruhuaꞌn luëꞌ dulaꞌ xquia, reyaꞌalaꞌ ichugoꞌn uruꞌunnan, como danꞌ dyaꞌalanꞌ initi tu naꞌaloꞌ quele ca ta tzio duz̃etioꞌ lao guiꞌ gabila.
MAT.5.30	Naꞌ una Jesús:
MAT.5.31	―Lëscanꞌ una xuzixtaꞌoro Moisés dza naꞌte: “Nutezi benꞌ reꞌen usan nigula quie, reyaꞌalaꞌ ichisanëꞌ guichi ga ruꞌen diꞌidzaꞌ bira reꞌennëꞌ sulënëꞌ nigula. Reyaꞌalaꞌ hueꞌnëꞌn nigula quienëꞌ, naꞌtera huazaquëꞌ usannëꞌ nigula quienëꞌ.” 
MAT.5.32	Pero nëꞌëdiꞌ rniaꞌ leꞌe, chi nu benꞌ rsan z̃gulë, naꞌ beziꞌ z̃gulëꞌ beꞌmbyu tula, nacan xquia quie nigula naꞌ lao Diuzi. Solamente chanꞌ udalë z̃gulëꞌ beꞌmbyu tula, canaꞌra huazaqueꞌ usan beꞌmbyu naꞌ z̃gulëꞌ. Lëscanꞌ nutezi benꞌ beziꞌ nigula psan xquiuhue, nacan xquia quienëꞌ lao Diuzi.
MAT.5.32	Naꞌ una Jesús:
MAT.5.33	―Lëscanꞌ banezile ca una Moisés gudyinëꞌ xuzixtaꞌoro: “Reyaꞌalaꞌ uzuloꞌ diꞌidzaꞌ cabëꞌ unaoꞌ hueloꞌ bguntioꞌ Diuzi.” 
MAT.5.34	Pero nëꞌëdiꞌ rniaꞌ leꞌe, bireyaꞌalaꞌ ugunle Diuzi ca cuendazi. Biugunle nu guibá, porque danꞌ ga reꞌ Diuzi rnabëꞌnëꞌ. 
MAT.5.35	Canaꞌrë biugunrële nu yedyi layu, porque danꞌ ga ruzu niꞌa Diuzi. Biugunrële ciudad Jerusalén, porque danꞌ ciudad quie Diuzi. 
MAT.5.36	Lëzi biugunrële guichole, porque quele huacale utzaꞌle gacan bezëri gaso ni tu guitzaꞌ guichole. 
MAT.5.37	Tuzi iquëbile inale tali. Chi inëro ugunro Diuzi ca cuendazi, quie taxiꞌibiꞌ zaꞌn danꞌ rnëro canaꞌ.
MAT.5.37	Naꞌ una Jesús:
MAT.5.38	―Lëscanꞌ banezile cabëꞌ una xuzixtaꞌoro Moisés dza naꞌte: “Chi nu benꞌ bdyiaguiꞌnëꞌ tu laoloꞌ, o tu leiloꞌ, o bi ta de quioꞌ, napoꞌ derecho udyiaguiꞌloꞌ tu laohuëꞌ, o tu leiyëꞌ, o bi ta de quiëꞌ tacuenda iyaca laohue quiëꞌ.” 
MAT.5.39	Pero nëꞌëdiꞌ rniaꞌ leꞌe: Biyeyuele laohue quie ja benꞌ rue mala quiele. Chi nu benꞌ aodapa xagoꞌ, bëꞌle lato capëꞌ itzalaꞌ xagoꞌ. 
MAT.5.40	Chi nu benꞌ hueja cuenda luëꞌ lao ja benꞌ rnabëꞌ ta siꞌnëꞌ camisa quioꞌ, bëꞌrënëꞌ len chamarra quioꞌ. 
MAT.5.41	Chi nu benꞌ ruegadyi luëꞌ huaꞌaloꞌ yuaꞌ quienëꞌ tu legua, biꞌalan chopa legua. 
MAT.5.42	Chi nu benꞌ rnabayëchiꞌ luëꞌ bi cosa, bëꞌnëꞌn. Chi nu benꞌ rnaba presta bi ta de quioꞌ, bihueloꞌ zidi, bëꞌnëꞌn ta rnabëꞌ.
MAT.5.42	Naꞌ una Jesús:
MAT.5.43	―Lëscanꞌ banezile ca una xuzixtaꞌoro dza naꞌte: “Edyëꞌële amigo quiele, udiele benꞌ rudie leꞌe.” 
MAT.5.44	Pero nëꞌëdiꞌ rniaꞌ leꞌe: Edyëꞌëlale benꞌ rudieja leꞌe. Inabale tahuen lao Diuzi quie ja benꞌ rudzeꞌdeꞌ leꞌe. Huele dyaꞌa quie ja benꞌ rudie leꞌe. Ulehueꞌlë Diuzi diꞌidzaꞌ inabale tahuen quie ja benꞌ rnayaꞌ dilalë leꞌe. 
MAT.5.45	Canaꞌ gacale dugalo z̃iꞌi Xuziro Diuzi zu guibá. Canaꞌ rue Diuzi lënëꞌ obidza quiëꞌ. Useniꞌnan duz̃ete yedyi layu ga nitaꞌ ja benꞌ mala len ja benꞌ huen. Naꞌ rseꞌelaꞌrëꞌ nisa yo quiëꞌ lao ja benëꞌ, laꞌacazi benꞌ rue tadyaꞌa, laꞌacazi benꞌ rue tamala. 
MAT.5.46	Chi rapachiꞌle tuzi benꞌ rapachiꞌ leꞌe, biugunle rlëꞌë Diuzi leꞌe benꞌ laxtaꞌo yëri por nun quie ruele canaꞌ. Porque canaꞌ ruerë hasta benꞌ malaja, benꞌ binao xneza Diuzi. 
MAT.5.47	Chi rda rnëlële tuzi ja benꞌ nubëꞌzile, biugunle tadyaꞌa gula ruele. Porque hasta benꞌ binuebëꞌ Diuzi ruerëjëꞌ canaꞌ. 
MAT.5.48	Reyaꞌalaꞌ gacale benꞌ laxtaꞌo yëri cabëꞌ naca Xuziro Diuzi zu guibá benꞌ laxtaꞌo yëri.
MAT.6.1	Naꞌ una Jesús:
MAT.6.1	―Reyaꞌalaꞌ huele cabëꞌ reꞌen Diuzi huele du guicho du laꞌadyiꞌle, pero bihuelen tacuendazi ta ilëꞌë benëꞌ leꞌe nacale benꞌ huen. Chi huelen tacuendazi ta ilëꞌë benëꞌ leꞌe nacale benꞌ huen, bigataꞌ quiele ta gun Xuziro Diuzi leꞌe ga rnabëꞌ guibá. 
MAT.6.2	Lenaꞌ cati gacalële benꞌ rdziogue bi cosa, biuluꞌetele ladza inale cani biaꞌ cabëꞌ rue ja benꞌ rionlaꞌadyiꞌ Diuzi de ladzazi caora riojëꞌ luꞌu idaoꞌ, caora rdajëꞌ tu neza. Canaꞌ ruejëꞌ tacuenda inë benëꞌ quiejëꞌ dyaꞌa. Pero tali ca rniaꞌ, tanaꞌzi de babëjëꞌ gan, bibira de hueꞌ Diuzi lëjëꞌ ga rnabëꞌ guibá. 
MAT.6.3	Pero leꞌe cati gacalële benꞌ rdziogue bi cosa, biuluꞌetele ladza yelaꞌ binezi ja benëꞌ chi bi ruele, baꞌalaꞌcazi benꞌ naca bichile. 
MAT.6.4	Dyaꞌalanꞌ gacalële benëꞌ balarazi. Naꞌ Xuziro Diuzi rlëꞌënëꞌ cabëꞌ tadyaꞌa ruele balarazi, lënëꞌ gunnëꞌ quiele ga rnabëꞌ guibá.
MAT.6.4	Naꞌ una Jesús:
MAT.6.5	―Cati hueꞌlële Diuzi diꞌidzaꞌ, bihuele ca rue ja benꞌ rionlaꞌadyiꞌ Diuzi de ladzazi. Lega raxejëꞌ hueꞌlëjëꞌ Diuzi diꞌidzaꞌ zëtela luꞌu idaoꞌ. Canaꞌ ruejëꞌ con ga ziojëꞌ zacaꞌlao ja benëꞌ. Pero tali ca rniaꞌ, tanaꞌzi de babëjëꞌ ganꞌ. Bibira de hueꞌ Diuzi lëjëꞌ ga rnabëꞌ guibá. 
MAT.6.6	Pero cati hueꞌlële Diuzi diꞌidzaꞌ, reyaꞌalaꞌ ucuiꞌole tu tule tu ga negachiꞌ. Tuzile conlë Xuziro Diuzi hueꞌlëlenëꞌ diꞌidzaꞌ. Naꞌ Xuziro Diuzi rlëꞌënëꞌ cabëꞌ tadyaꞌa ruele balarazi, lënëꞌ gunnëꞌ quiele ga rnabëꞌ guibá.
MAT.6.7	’Cati hueꞌlële Diuzi diꞌidzaꞌ, biinale diꞌidzaꞌ ladzazi, bihuele zëtela diꞌidzaꞌ cabëꞌ rue benꞌ binuebëꞌ Diuzi. Ruejëꞌ pensari chi uzënaga Diuzi quiejëꞌ nun quie danꞌ ruꞌelëjëꞌ Diuzi diꞌidzaꞌ zëtela. 
MAT.6.8	Bihuele cabëꞌ rue lëjëꞌ, porque danꞌ Xuziro Diuzi banezinëꞌ bidanꞌ rdzioguele cati zainabale laohuëꞌ. 
MAT.6.9	Lenaꞌ reyaꞌalaꞌ hueꞌlële Diuzi diꞌidzaꞌ cani:
MAT.6.9	Xuzindoꞌ Diuzi zuloꞌ guibá, naca laꞌiya laoloꞌ.
MAT.6.10	Rbezandoꞌ guida dza inabëꞌloꞌ lao yedyi layu cabëꞌ rnabëꞌloꞌ guibá ga zuloꞌ.
MAT.6.11	Gunoꞌ ta gaondoꞌ quie naꞌadza cabëꞌ ta rdzioguendoꞌ.
MAT.6.12	Beziꞌz̃e quiendoꞌ cabëꞌ tamala babëndoꞌ cabëꞌ reziꞌz̃endoꞌ tamala bë ja benëꞌ len nëtoꞌ.
MAT.6.13	Gacalaoꞌ nëtoꞌ ta biiguinondoꞌ lao tamala, ucuasa ucuiꞌoloꞌ tamala zaꞌ gaca quiendoꞌ.
MAT.6.13	Porque tuzoꞌ luëꞌ nacoꞌ ga zelaozi yelaꞌ rnabëꞌ quioꞌ, ga zelaozi yelaꞌ huaca quioꞌ, ga zelaozi yelaꞌ z̃e quioꞌ tuzioli. Amén.
MAT.6.14	’Canaꞌ rniaꞌ leꞌe porque chi leꞌe rziꞌz̃ele quie ja benꞌ rueja tamala quiele, lëscanaꞌ huaziꞌz̃erë Xuziro Diuzi zu guibá quiele. 
MAT.6.15	Pero chi bisiꞌz̃ele quie laguedyile, bisiꞌz̃erë Xuziro Diuzi dulaꞌ xquia quiele.
MAT.6.15	Naꞌ una Jesús:
MAT.6.16	―Cati huele ubasi, bihuenëlaole bayëchiꞌ cabëꞌ rue benꞌ rionlaꞌadyiꞌ Diuzi de ladzazi. Lëjëꞌ ruzutelaojëꞌ bayëchiꞌ tacuenda ilëꞌë ja benëꞌ ruejëꞌ ubasi. Pero tali ca rniaꞌ, tanaꞌzi de babëjëꞌ gan, bibira hueꞌ Diuzi lëjëꞌ. 
MAT.6.17	Pero leꞌe cati huele ubasi, ulequibi laole, ulequin guichole dyaꞌa. 
MAT.6.18	Canaꞌ huele tacuenda bigacabëꞌ ja benëꞌ de que ruele ubasi. Tuzi Xuziro Diuzi zulënëꞌ leꞌe, gunnëꞌ tadyaꞌa gula quiele guibá ga rnabëꞌnëꞌ.
MAT.6.18	Naꞌ una Jesús:
MAT.6.19	―Bireyaꞌalaꞌ uzule guichole huele cuinle benꞌ uñaꞌa lao yedyi layu ga reyulazin, ga rbiaguiꞌzin, ga rban benëꞌ len. 
MAT.6.20	Reyaꞌalaꞌ uzule guichole huele quie Diuzi tacuenda utupale yelaꞌ uñaꞌa quiele guibá ga bireyulazin, ga birbiaguiꞌzin, ga bisaqueꞌ cuan benëꞌ len. Chi huele canaꞌ, nacale ca quie yelaꞌ uñaꞌa lao Diuzi. 
MAT.6.21	Pues ga rutupa ja benëꞌ yelaꞌ uñaꞌa quiejëꞌ, chi lao yedyi layu, chi guibá, lenaꞌ uluꞌen ca bi pensari raquejëꞌ, chi quie cuinzijëꞌ, chi quie Diuzi.
MAT.6.21	Naꞌ una Jesús:
MAT.6.22	―Chi ruꞌele lato raca guicho laxtaꞌole pensari dyaꞌa, canaꞌ sí, ruele tadyaꞌa, neyaniꞌ pensari quiele rlëꞌële racalële benëꞌ. 
MAT.6.23	Pero chi ruꞌele lato zu guicho laxtaꞌole yelaꞌ z̃ëꞌ, canaꞌ sí, huele tamala, nechula pensari quiele, birlëꞌële gacalële benëꞌ. Chi lao laza yuꞌule pensari dyaꞌa, naꞌ ruꞌele lato su guicho laxtaꞌole yelaꞌ z̃ëꞌ, lenaꞌ naca mala gula quiele, nechulatzegue pensari quiele.
MAT.6.23	Naꞌ una Jesús:
MAT.6.24	―Nitu nunu saqueꞌ uzu chopa xaꞌne, porque danꞌ udienëꞌ tunëꞌ, naꞌ itunëꞌ idyëꞌënëꞌ, uzunëꞌ diꞌidzaꞌ quie tunëꞌ, naꞌ quie itunëꞌ biuzunëꞌ diꞌidzaꞌ. Canaꞌ naca quiero len Diuzi. Chi nuzu guichoro rzaꞌlaꞌadyiꞌro dumi, bisaqueꞌ uzuro guichoro Diuzi.
MAT.6.24	Naꞌ una Jesús:
MAT.6.25	―Rniaꞌ leꞌe, bidëbile quie ta yoꞌole, quie ta gaole, quie ta tebanle, ni quie z̃aba quiele ta gacole. ¿Quele zacaꞌra yelaꞌ neban quiero quele ca ta gaoro? ¿Quele zacaꞌra cuinro quele ca z̃aba quiero? 
MAT.6.26	Ulenaꞌcara cabëꞌ rue ja bguini rdajabaꞌ ladza. Birazajabaꞌ, bireziꞌjabaꞌ usecho udzeꞌtzaꞌojabaꞌ gaojabaꞌ, nechanꞌ Xuziro Diuzi zu guibá rugaonëꞌjabaꞌ. ¿Binezile zacaꞌra leꞌe quele ca lëjabaꞌ? 
MAT.6.27	¿Nuz̃i ca leꞌe huaca huezu huele cuinle igatzo metro yelaꞌ huegoꞌ nun quie rdëbile quie ta rdzioguele?
MAT.6.28	’¿Bixquienꞌ rdëbile nacala gaca idzela z̃aba quiele? Ulenaꞌcara cabëꞌ reꞌeni ja yo guixiꞌ. Biruejan dyin, biruejan laꞌariꞌ ta gaca z̃abajan. 
MAT.6.29	Nechanꞌ rniaꞌ leꞌe, ni rey Salomón, baꞌalaꞌcazi guquëꞌ benꞌ uñaꞌa gula, bibdyinnëꞌ sutzaꞌohuëꞌ cabëꞌ zutzaꞌo ja yo guixiꞌ badan gula. 
MAT.6.30	Ulenaꞌ cabëꞌ rugaco Diuzi z̃aba guixiꞌ badanzi ta de naꞌadza, baꞌalaꞌcazi du uxezi uzei benëꞌ len, ¿biz̃i binezile ruetera Diuzi tadyaꞌa quiele quele ca nu ja yo guixiꞌ? Leꞌe rdzioguele sudyiꞌilële Diuzi dyëꞌëdi. 
MAT.6.31	Lenaꞌ bireyaꞌalaꞌ idëbile inale: “¿Ga zaꞌ ta gao ta yoꞌoro? ¿Ga zaꞌ z̃aba quiero?” 
MAT.6.32	Leꞌe bireyaꞌalaꞌ huele canaꞌ, porque danꞌ canꞌ rue ja benꞌ binuebëꞌ Diuzi. Rdëbijëꞌ rdajëꞌ quilojëꞌ ga idzelejëꞌ ta gaojëꞌ len ta yoꞌojëꞌ. Pero cabëꞌ leꞌe, zu Xuzile benꞌ zu guibá, nezinëꞌ yugulute bidanꞌ rdzioguele. 
MAT.6.33	Hueꞌle lato inabëꞌ Diuzi leꞌe, huele ta yuꞌu niꞌa xnezi quie Diuzi ca raxenëꞌ. Naꞌtera gunnëꞌ yugulute ta rdzioguele. 
MAT.6.34	Bidëbile chi bi tazëdi zaꞌ quiele du uxe du huidzo, porque durpende chanꞌ du uxezi zaꞌrë cuëchilile gacan reglo. Tu dza tu dza rdëbile quien, huele pensari bi gaca ta cueꞌlina.
MAT.7.1	Naꞌ una Jesús:
MAT.7.1	―Bireyaꞌalaꞌ inële quie laguedyile, yelaꞌ biinë Diuzi quiele ca ruele. 
MAT.7.2	Con cabëꞌ rlëꞌële laguedyile, chi benꞌ huen, chi benꞌ mala, canaꞌrë ilëꞌë Diuzi leꞌe. Con cabëꞌ inële quie laguedyile, canaꞌrë inë Diuzi quiele ca ruele. 
MAT.7.3	¿Cómo nezile yegunniꞌale bigazi tadaoꞌ mala rue benëꞌ, naꞌ binezile yegunniꞌale ca tamala gulatera ruele cuinle? 
MAT.7.4	¿Cómo yëbile laguedyile: “Bencara lato cuiogaꞌ bëbi daoꞌ yuꞌu laoloꞌ”, naꞌ birnaoꞌ cuinloꞌ bichu yaga yuꞌu laoloꞌ? 
MAT.7.5	Leꞌe benꞌ rnë diꞌidzaꞌ ladzazi, zaolio bichu yaga yuꞌu laoloꞌ, naꞌtera ilëꞌëloꞌ yebioloꞌ bëbi daoꞌ yuꞌu lao laguedyile.
MAT.7.6	’Bireyaꞌalaꞌ hueꞌle ja becoꞌ ta naca laꞌiya quie Diuzi, porque biz̃i chanꞌ lalëzibaꞌ yeguiꞌimbaꞌ leꞌe. Lëscanꞌ bireyaꞌalaꞌ chuꞌunle ta naca tatzaoꞌ quie Diuzi lao ja cuchi, porque biz̃i chanꞌ utzutzu uliobaꞌn.
MAT.7.6	Naꞌ una Jesús:
MAT.7.7	―Chi inabaro Diuzi bi cosa, gunnëꞌn. Chi rguiloro ta naca tali quie Diuzi, huadzeleron. Chi ulidzaronëꞌ, huequëbinëꞌ quiero. 
MAT.7.8	Canaꞌ rniaꞌ leꞌe, porque nu benꞌ rnaba lao Diuzi bi cosa, hueꞌnëꞌn lënëꞌ. Lëscanꞌ nu benꞌ rguilo ta naca tali quie Diuzi, huadzelenëꞌn. Nu benꞌ rulidza Diuzi, huequëbinëꞌ quienëꞌ. 
MAT.7.9	¿Nuz̃i leꞌe rnaꞌle hueꞌle yola z̃iꞌile lao laza ta rnababiꞌ pan? 
MAT.7.10	¿Nuz̃i leꞌe rnaꞌle hueꞌle bëlala z̃iꞌile lao laza ta rnababiꞌ bela? 
MAT.7.11	Chi leꞌe nacale benꞌ z̃ëꞌë, pero nezile hueꞌle tahuen z̃iꞌile, ¡biz̃ira Xuziro Diuzi zu guibá neziterëꞌ hueꞌnëꞌ tahuen benꞌ rnaba len laohuëꞌ!
MAT.7.12	’Cabëꞌ reꞌenle huelële laguedyile leꞌe, canaꞌ reyaꞌalaꞌ huerële len laguedyile. Canaꞌ ruen mandado quiele huele lëꞌë guichi ley pcaꞌn Diuzi lao naꞌa Moisés len guichi bë ja benꞌ udixogueꞌ xtiꞌidzaꞌ Diuzi tiempote.
MAT.7.12	Naꞌ una Jesús:
MAT.7.13	―Taguizi naca ruꞌa yuꞌu quie guibá. Lëruꞌa yuꞌu naꞌ reyaꞌalaꞌ tzuꞌule. Taz̃era naca ruꞌa yuꞌu quie gabila. Lëscanꞌ talaꞌagaꞌra nacarë neza quien. Benꞌ zë gulara reyuꞌujëꞌ ruꞌa yuꞌu naꞌ, reziꞌjëꞌ neza naꞌla. 
MAT.7.14	Pero taguizi naca ruꞌa yuꞌu quie guibá. Lëscanꞌ taguizi nacarë neza quien. Lëꞌëtiꞌzija naca ja benꞌ ruzuja diꞌidzaꞌ quiaꞌ cabëꞌ rniaꞌ. Lëzijëꞌ redzelejëꞌ neza zeyo guibá.
MAT.7.14	Naꞌ una Jesús:
MAT.7.15	―Gapale cuidado quie ja benꞌ huiziꞌ yëꞌ, benꞌ rnaja quie Diuzi rnëjëꞌ. Nacajëꞌ benꞌ zaꞌzija ruejëꞌ gaxo gula cabëꞌ rue becoꞌ z̃iꞌilaꞌ. Pero bëꞌ ruezijëꞌ, dechanꞌ luꞌu laxtaꞌolajëꞌ yuꞌu yelaꞌ snia quiejëꞌ, ruejëꞌ ca rue coyote. 
MAT.7.16	Huezuyezaquele cabëꞌ ruejëꞌ chi balejëꞌ nacajëꞌ benꞌ quie Diuzi. Bicuia bedzuliꞌ lao luba yëchiꞌ. Lëscanꞌ bicuia higo lao yaga yëchiꞌ. Lëcanaꞌ rue ja benꞌ binaca ja benꞌ quie Diuzi. Birlëꞌëro huejëꞌ tadyaꞌa cabëꞌ rue Diuzi. 
MAT.7.17	Yugulu yaga huen rbian taz̃ixi naca dyaꞌa, pero nu yaga median, birbian tadyaꞌa. 
MAT.7.18	Tu yaga huen bisaqueꞌ cuian taz̃ixi binaca dyaꞌa. Lëzi tu yaga median bisaqueꞌ cuian taz̃ixi naca dyaꞌa. 
MAT.7.19	Yugulu yaga birbia ta gaoro ichuguron ibidyin uzeiron. 
MAT.7.20	Naꞌra rniaꞌ leꞌe, según cabëꞌ ruejëꞌ, canaꞌ yezaquele cabëꞌ nacajëꞌ, chi nacajëꞌ cabëꞌ quie tu yaga huen, o chi nacajëꞌ cabëꞌ quie tu yaga median.
MAT.7.20	Naꞌ una Jesús:
MAT.7.21	―Quele yugu ja benꞌ na nëꞌëdiꞌ: “Señor, Señor”, yeyojëꞌ guibá ga rnabëꞌ Diuzi, dechanꞌ yaca benꞌ ruzu diꞌidzaꞌ quie Xuzaꞌ, benꞌ zu guibá, lëzijëꞌ yeyojëꞌ guibá. 
MAT.7.22	Cati idyin dza hue Diuzi juicio, canaꞌ ina benꞌ zë nëꞌëdiꞌ: “Señor, Señor, laoloꞌ bzëtondoꞌ udixogueꞌndoꞌ benëꞌ xtiꞌidzoꞌ. Lëscanaꞌ bzëtondoꞌ laoloꞌ uliondoꞌ taxiꞌibiꞌ yuꞌu ja benëꞌ. Lëscanꞌ bzëtondoꞌ laoloꞌ bëndoꞌ tazë yelaꞌ huaca quioꞌ.” 
MAT.7.23	Pero canaꞌra yëpaꞌjëꞌ: “Binubëꞌcazidaꞌ leꞌe. Ulebigaꞌ tzalaꞌla, leꞌe benꞌ bë ja tamala.”
MAT.7.23	Naꞌ una Jesús:
MAT.7.24	―Cani nacan quie yaca benꞌ ruzënaga ruzu diꞌidzaꞌ quiaꞌ. Naca quienëꞌ ca quie tu benꞌ rioñeꞌe, benꞌ bë yuꞌu quie tu lao lachiꞌ ga reꞌrara yu. 
MAT.7.25	Naꞌra ben nisa yosiuꞌ, uyala yao, ben be bedunꞌ, pero bibyalan, porque reꞌn tu lao lachiꞌ ga naca yu huala. 
MAT.7.26	Pero benꞌ ruzënaga, naꞌ birue quienëꞌ ca rniaꞌ, naca quienëꞌ ca quie tu benꞌ tondo, benꞌ bë yuꞌu quie tu lao yu yolo, yu bireꞌra. 
MAT.7.27	Bëꞌ ben nisa yosiuꞌ, bëꞌ uyala yao, bëꞌ ben be bedunꞌ, naꞌra byala yuꞌu. Tu casion z̃e gula guca quiëꞌ.
MAT.7.28	Cati beyudyi unë Jesús, rebane ja benꞌ zë nitaꞌja naꞌ cabëꞌ ruëꞌ rusëdiëꞌ. 
MAT.7.29	Porque rusëdinëꞌ lëjëꞌ ca quie benꞌ de yelaꞌ rnabëꞌ quie, quele cabëꞌ rusëdi ja benꞌ rusëdi ley pcaꞌn Diuzi lao naꞌa Moisés dza naꞌte.
MAT.8.1	Cati beyëzi Jesús lao yaꞌa, benꞌ zë beyao lënëꞌ. 
MAT.8.2	Caora naꞌ laobigaꞌte gaꞌalaꞌ tu benꞌ raca yelaꞌ hueꞌ ta ruzudzoꞌ cuerpo quienëꞌ. Laoditzute z̃ibëꞌ lao Jesús rëbinëꞌ lënëꞌ:
MAT.8.2	―Señor, chi gueꞌenloꞌ, huuꞌ cule yeyueloꞌ yelaꞌ hueꞌ racaꞌ.
MAT.8.3	Naꞌra udan Jesús naꞌanëꞌ lënëꞌ rëbinëꞌ lënëꞌ:
MAT.8.3	―Hueꞌendaꞌ iyacoꞌ yëri.
MAT.8.3	Canaꞌzi ta una Jesús, labeyacate yelaꞌ hueꞌ racanëꞌ. 
MAT.8.4	Naꞌra una Jesús rëbinëꞌ lënëꞌ:
MAT.8.4	―Ni tu ganu quixogueꞌloꞌ bi guca beyacoꞌ. Tu uyotezi cuinzoꞌ lao pxuzi. Naꞌ hueꞌloꞌ gun quie Diuzi cabëꞌ mandado bë Moisés yelaꞌ inezi ja benëꞌ abeyacoꞌ yelaꞌ hueꞌ racoꞌ.
MAT.8.5	Naꞌra zio Jesús ciudad Capernaum. Lëzi laoyote tu benꞌ naca capitán quie ja soldado quie ciudad Roma ga zë Jesús. Caora naꞌ unabayëchiꞌnëꞌ 
MAT.8.6	rëbinëꞌ Jesús:
MAT.8.6	―Señor, de tu mozo quiaꞌ raca z̃hueꞌbiꞌ z̃an yuꞌu. Nesecobiꞌ, redzagalaolëbiꞌn, rlatzeguen.
