MAT.1.2	Abalaam hako noow Isak, tonde Isak hako Yaakop, tonde Yaakop hako Yuda-so halindin, 
MAT.7.19	Haah pin sen me-nayiis nôôn anivasaa-to ond dasap-ambe dasi lak kin. 
MAT.7.20	Om nambêênja ham angge hil sen danêêl tanasin tatuhin-ato silate mopaatôôv ond mem ham e anjak silate dangga ni.”
MAT.7.22	Vu busin taamusin-anju ond hil ngeeyaata le daanêêl vu sa naambe, ‘Omaaho Bop, bôôy hey navu tatekin vakasin lak ohaalem, de hey natiiy mamu nipaya nala in omaahonôôn lak ohaalem, de hey naawiing taahu taahu osin niwêêk ngeeyaata lak ohaalem.’ 
MAT.7.23	Tombe sale naanêêl langaah vu sil naambe, ‘Sa doosin ham. Ham hil anipaya, ham ana vêêl in sa.’”.
MAT.7.25	tombe luk hatolak, de bel vaal bopaata de vavi have bayêên-anju lôôt, le bayêên-ame kape le, in tatuuh puvu ngaandiin tatin. 
MAT.7.26	Nganjo omaaho ti gango sate vakasin-anjo le me-taamuyin e, ond lohvu omaaho ka ma be haav yite bayêên ngaandiin lukala naale laahel, tombe luk hatolak-ande bel vaal bopaata osin vavi have bayêên-anju lôôt, 
MAT.7.27	tomem bayêên kape be matelak lôôt.”
MAT.7.29	in me-nawiing tanasin vu sil nambe sen
MAT.7.29	hil tanasin dangga-so le, malis, nganjo yoo nanêêl lohvu yêêv bop ti.
MAT.8.1	Yesu luus vu kanduu-ju be la, tombe hil ngeeyaata lôôt taamuyin yi. 
MAT.8.2	Tombe omaaho ti nipayêês anipaya lôôt-ato la vu Yesu be hatung kaatu vu yi, de nêêl nambe, “Omaaho Bop, lohvu ond gandôôvu sa be sa ningg naavi nivasa jak.” 
MAT.8.3	Tombe Yesu hambe nama lak yi de nêêl nambe, “Êê-e, lohvu saandôôvu hong, om ganim naavi nivasa jak.” Tombe yik payêês-anju lung la pavis-ande nivasa lak. 
MAT.8.4	Tonde Yesu vu kôôvu nambe, “Ongganggin hong, game naanêêl vaa-jo vu omaaho ti le, nganjo gana taato ganim naavi vu kul vaha sen datung salivangin-ato ti, de onggatung salivangin nohvu Mose-te tanasin nêêl-ato in nambe mem hil lanjak ni naambe ganim vasa lak lung la.”
MAT.8.6	“Omaaho Bop, sate kul vaha daka nilak-ambe neep hôôk bayêên alo, ond nama osin vaha nipaya be nango nivaane bopaata lôôt.” 
MAT.8.7	Tombe Yesu nêêl vu nambe, “Om sa nalaas in saambiing-ambe nivasa jak.” 
MAT.8.8	Le yêêv-anju nêêl laah vu nambe, “Omaaho Bop, sa omaaho nipaya, om me-lohvu nambe gandukanaam sate bayêên alo le, om yik onaanêêl amu de sate unoopasiv-anju nivasa jak. 
MAT.8.9	Nambe sen sa, ond yik sa naahulis sate yêêv bop sen nanggin saa-to baambu, de sate hil ngaamong vaha-so dahulis sa baambungg. Om sa naanêêl vu ti naambe ‘Gana’ ond yik la, de sa naanêêl vu ango naambe ‘Ganaam’ ond yik laam, de sa naanêêl vu sate kul vaha naambe ‘Gambiing kul tii-ja’ ond yik wiing.”
MAT.8.10	keen vu ham naambe same aatovu ham Islel ti wii-having niwêêk lôôt nambêênjo le. 
MAT.8.11	Om sa naanêêl vu ham naambe hil ngeeyaata lohvu taaku nanyendangga pin, ond le lana lanja vanôôn gaving Abalaam ayuuh Isak-ambe Yaakop mando taaku sen Anutu nanggin yite hil-ato. 
MAT.8.12	De Anutu le gatiiy Yuda vaalu lana taaku mekanu sen neep dami lôôt-ato, be sil lana mondaasu osin navund monaangitak vuu-ju.” 
MAT.8.13	Tombe Yesu nêêl vu yêêv-anju nambe, “Om ganaah, gate vakasin navu nôôn jak nohvu gawii-having-anja.” Tombe yik yêêv-anjute kul vaha nivasa lak hôôk taaku me tii-ju vulotin.
MAT.8.15	Om Yesu puvu hôôk nama, tonde mem nivaanêê-to lung la, de kandi be la hayêêh vanôôn-ambe vu vu Yesu.
MAT.8.16	Tonde soosin atombe lako hil sen mamu nipaya dahôôvu sil-ato ngeeyaata be lala vu Yesu, tombe yik nêêl-ande mamu nipaya lato dala in omaahonôôn, de wiing-ambe hil anilakin pin nind vasa lak laah. 
MAT.8.17	Om nambêênju wiing Anutu-te vakasin ti sen Yesaia nêêl bôôy-ato nôôn ak nambe, “Yoo hako yate nilakin vêêl-ambe vu vêêl yate nivaane.”
MAT.8.18	Yesu yi hil ngeeyaata lambuuh yi tatup, tombe nêêl vu yite maanggêêm-aso nambe, “Yana betum vaalu.” 
MAT.8.19	Tombe tanasin dangga ti la nêêl vu nambe, “Kaputung, taaku pin sen ganaa-to ond sale taamuyin hong-ambe sana gaving.” 
MAT.8.20	Le Yesu nêêl vu nambe, “Manggalôôn ond deep hôôk haah vuun, de manak ond dahaav vunis, nganjo Omaahonôôn Noow ond baan sen nanjip hôôk-ato ma.” 
MAT.8.21	Tonde yik maanggêêm-aso ti nêêl vu nambe, “Omaaho Bop, ganjiinggis-ande sana ganggin mangg-ambe jimb-ambe sa daav vêêl e.” 
MAT.8.22	Le Yesu nêêl vu nambe, “Otaamuyin sa, de hil sen nanyendoos in Anutu-te vakasin-ambe sil lalohvu hil yimbin-ato ond sil oo landaav silate halanjang.”
MAT.8.23	Yesu lakala kaanu tombe yite maanggêêm-aso lalakala having-ambe sil lala. 
MAT.8.24	Lala lalup betum lavuun atombe vavi bopaata wiing-ambe bel anipaya lak lôôt-ambe wiingin nambe savun kaanu na, le Yesu yoo neep ka lingin. 
MAT.8.25	Tombe lala layêêvu de lanêêl vu nambe, “Omaaho Bop, gandôôvu yiiy in yiiy navu ana mengg nama.” 
MAT.8.26	Tombe nêêl vu sil nambe, “Ham naham nalak in? Ham-ame awii-having niwêêk e.” Nêêl atonde kandi lak-ambe nêêl vavi yuuh bel, tombe vavi ma la de bel neep tatimasin. 
MAT.8.27	Tombe kanund la lôôt-ande lanêêl nambe, “Omaahôô-jo yi vaati ondeey vavi yuuh bel nanyend vuun in lava?”
MAT.8.28	Yesu-so mondala be latok lala hil Gadala-te taaku neep betum vaalu, tombe omaaho yuuh yik mamu nipaya lahôôvu yuuh-ato ond yuuh vu lavandangga sen omaahonôôn bandumb-ato be lato vu yi. Omaaho yuuh-anju yuuh lalohvu mamu bamaan anipaya om hil dayêênin-ambe me-daloh mop-anju le. 
MAT.8.29	Tombe yuuh lateey nambe, “Anutu Noow, gayêêvu hey in? Busin naahen-ande galaam in nambe gambu nivaane vu hey pavis a?” 
MAT.8.30	Taakuu-ju ond bik ngeeyaata daale mondaya va daale diin, 
MAT.8.31	tombe mamu nipaya kataangg Yesu nambe, “Naambe onggatiiy hey, ond gambiing-ambe hey aandukana bik ngeeyaataa-ju londpayo.” 
MAT.8.32	Tombe nêêl vu mamu nambe, “Ham ana.” Tombe sil lato lala in omaaho yuuh-anjuuto be lalukala bik alo, tombe bik pin-anju latup lôôt-ambe laluus taaku pake be lalukala betum, tombe lanum bel-ambe layimb valok-ate. 
MAT.8.33	De hil sen danggin bik-ato lapak-ambe lala bayêên bop, tombe latulin vakasin pin osin omaaho yuuh sen mamu nipaya lahôôvu yuuh-ato ond yuuhate vakasin, 
MAT.8.34	tombe hil pin vu taakuu-ju lala in nambe lana vu Yesu, tombe latovu yi be sil kataangg nambe gavuuh silate taaku de na taaku ango.
MAT.9.2	tonde laaku omaaho nipaling ti vaha yuuh nama nipayaa-to neep ak yêênin-ambe lala vu. Tombe Yesu lak ni nambe sil alondpayo la timu vu yi, om nêêl vu omaaho nipaling-anjo nambe, “Noongg-e, gakam vasa jak. Gate nipaya ond sa kawiiy la.” 
MAT.9.3	Tombe tanasin dangga-so vaalu yoo kand navu hôôk lond nambe, “Omaahôô-ju wiingin nambe savok Anutu.” 
MAT.9.4	Tombe Yesu lak silate vakasin sen kand navuu-to ni, om nêêl nambe, “Nambe vaati sen ham akam navu paya hôôk ham alompayo? 
MAT.9.5	De sa naanêêl vakasin ango tana
MAT.9.5	in ham angge be ham anjak ni naambe nôôn keen? Sa naanêêl naambe ‘Gate nipaya ond sa kawiiy la,’ ond ham-ame le anjak ni le. Nganjo sa naanêêl naambe ‘Okandi baale be gana,’ ond mem ham e anjak ni naambe nôôn keen. 
MAT.9.6	Om peey-anjo ham anjak ni naambe Omaahonôôn Noow laam vu baandoni ond yoo tu danggakook vu voon in nambe kawiiy hil-ate va nipaya na.” Tonde nêêl vu omaaho nipaling-anjôôto nambe, “Okandi gako gate kaanye jak-ambe ganaah gambaam.” 
MAT.9.7	Tombe omaahôô-ju kandi lak-ambe laah baan. 
MAT.9.8	Hil ngeeyaata layi be layêênin lôôt, tombe lako Anutu haale lak in vu niwêêk nambêênjo vu omaahonôôn in nambe landôôvu omaaho ango.
MAT.9.9	Tonde Yesu vuu-ju be la, tombe yi de omaaho ti nando hôôk bayêên sen dako taakis hôôk-ato, haale nambe Matai. Tombe Yesu nêêl vu nambe, “Ganaam taamuyin sa.” Tombe kandi be la sapa yi.
MAT.9.10	Tombe Yesu having yite maanggêêm-aso be lala dando be mondaya vanôôn hôôk Matai-te bayêên alo, tonde hil sen dako taakis osin hil sen davu kalêêh tanasin-ato ngeeyaata lalaam-ambe dando daya vanôôn having sil. 
MAT.9.11	Tombe hil Palisai heey layi be lanêêl vu
MAT.9.11	yite maanggêêm-aso nambe, “Nambe vaati sen hamate kaputung naya vanôôn having hil sen dako taakis osin hil anipaya vaaluu-ju?” 
MAT.9.12	Le Yesu hangoyin atombe nêêl nambe, “Hil anind vasa ond me-dala vu dokta le, hil sen nind nalak ond mem dala vu. 
MAT.9.13	Ham ana de ham akam bu vakasin munggin-anjo dangga le, sen Anutu nêêl nambe, ‘Same aawiingin salivangin e, nganjo sahengg having nambe ham akam pasiv in omaahonôôn-ambe ham andôôvu sil.’ De sak, same alaam in nambe naateey hil sen datee sil lak nambe sil anivasaa-to le, ma, nganjo sa laam in naateey hil anipaya.”
MAT.9.15	Le Yesu nêêl vu sil nambe, “Hil lasupin lala in daapêêlis gaving omaaho ti in hako vêêh moos ond sil-ame lalohvu nambe lanjakin sil in vanôôn-ande sil mando meep e, le nama. Nganjo busin ti le naatok naam atombe hil e lanôôh omaahôô-juuto na vêêl in yite hil, ond mem le lanjakin sil in vanôôn.
MAT.9.16	“De tôômb ti nimbôôy-ambe ahembalap ak tombe kweek, ond omaaho ti me-naanduuh moos kamu ti jakanaah e. Le naambe naanduuh moos kamu ti jakanaah ond le naakweek nimbôôy-ato be naatu bopaata jak. 
MAT.9.17	De hil-ame datooy wain moos nalokala bik naavi nimbôôy-ande bambôôv e. Naambe daatooy dukana ond wain e buuk-ambe bapuuh bik naavi nimbôôy-anju biliyak-ande kaasêêh na. Nganjo daatooy wain moos dukana bik naavi moos ond mem wain osin bik naavi le mando nivasa.”
MAT.9.18	Yesu naahen nanêêl vakasin-anju vu sil, tonde yêêv ti la hatung kaatu vu de nêêl nambe, “Sa nonggaavêêh naahen nayimb gesaange, om ganaam gambe namam jak yi tombe mem le kandi vasa dôôk.” 
MAT.9.19	Tombe Yesu kandi taamuyin yi be yuuh lala, de yite maanggêêm-aso lala having.
MAT.9.21	Vêêh-anju yoo ka vu nambe, “Sa gambe namangg jak yite lolop amu ond sale sa ningg vasa dôôk.” 
MAT.9.22	Tombe Yesu hilin-ambe yi vêêh-anju be nêêl vu nambe, “Nonggaavêêh, galompayo ahelavis jak. Gawii-having om ganim vasa lak.” Tombe yik pavis atombe vêêh-anju nivasa lak.
MAT.9.23	Tonde mem Yesu la valup yêêv-anju baan, tombe yi de hil dave gavêêngg osin dawiing nindaandun bopaata, 
MAT.9.24	tombe Yesu nêêl nambe, “Ham ana vêêl. Unaavepasiv-ame yimb e, nganjo yoo neep anêên.” Le sil lanop ak yi. 
MAT.9.25	Latiiy hil lato lala vêêl e, tonde mem Yesu lukala bayêên alo be lôôh hôôk unaavepasiv-anju nama be kandi lak. 
MAT.9.26	Tombe vaa-ju banye la lohvu taakuu-ju pin.
MAT.9.28	Tombe Yesu lukala bayêên alo de omaaho mekanôônd ayuuh-ato lala vu, tombe Yesu lingin yuuh nambe, “Mak mawii-having sa nambe saalohvu aandôôvu muuh a?” Tombe yuuh laliinggis vu nambe, “Êê-e Omaaho Bop, galohvu.” 
MAT.9.29	Tombe hambe nama lak yuuh amend-ande nêêl nambe, “Om mamem anivasa jak nohvu mawii-having-ato.” 
MAT.9.30	Om yuuh amend tum, tombe Yesu vu kôôvu yuuh niwêêk nambe, “Maayuuh, mame naanêêl vaa-jo vu omaaho ti le.” 
MAT.9.31	Le ma de yuuh lala
MAT.9.31	lanêêl vaa-ju banye be lohvu taakuu-ju pin.
MAT.9.33	Tombe Yesu hatiiy mamu nipayaa-ju hato la in omaaho sen ka maa-juuto tonde vakaas, tombe hil ngeeyaata lavindis lôôt,
MAT.9.33	de lanêêl nambe, “Yame aahe vati nambêênjo vu Islel
MAT.9.33	bôôy e.” 
MAT.9.34	Lemu Palisai-so lanêêl nambe, “Mamu nipaya-te yêêv bop vu niwêêk vu yi ondeey natiiy
MAT.9.34	mamu nipaya dala in omaahonôôn.”
MAT.9.37	tombe nêêl vu
MAT.9.37	yite maanggêêm-aso nambe, “Vanôôn ngeeyaata nôôn ak hôôk kulaanôôn lung la, lemu kul vaha-so daka yuu-mu, 
MAT.9.38	om ham kataangg kul mangganaan in biing kul vaha-so heey lana daasupin yite vanôôn gaving.”
MAT.10.2	De sinaale-so nomaayuuh-ambe laam yuuh haalend-anjo, omaaho sen munggin ond Simon, haale ango nambe Pita, de hali Endru, tonde Sebedi noow Jems ayuuh hali Jon, 
MAT.10.3	tonde Pilip ayuuh Batolomai, de Tomas ayuuh Matai sen nako taakis-ato, tonde Alpias noow Jems, de Tadias, 
MAT.10.4	tonde Simon ango sen naanjiihin hil Yuda in nambe gatiiy hil Lom lanaa-to, de Yudas Iskaliot sen taato Yesu langaah-ambe hil lalôôh-ato.
MAT.10.6	ham oo ana vu hil Islel in sil lalohvu sipsip-ambe dala mend nama. 
MAT.10.7	Ham ana naanêêl langaah naambe, ‘Ngaaho lak in Anutu ganggin yite hil.’ 
MAT.10.8	Ham ambiing hil anilakin nind vasa jak, de ham anjêêvu hil yimbin-ambe kandi jak, de ham ambiing hil anind payêês anipaya lôôt-ato nind vasa jak, osin ham gatiiy mamu nipaya lana in omaahonôôn. In saavu niwêêk vu ham-ato ond ham hako malis-ande vaanggosin ma, om yik ham ambiing kul jak malis amu vu hil, de ham-ame gako mone jak e. 
MAT.10.9	De ham-ame gako mone gool osin siliva having mone noow dombaale hamate gis e, 
MAT.10.10	de ham-ame ganja vaahes-ambe ham ana mop e, de ham-ame gako lolop yu-yuuh e, de ham-ame gako suul osin paatôôn e, jip, in kul sen ham ambiing vu hil-ato ond yoo neep vu sil in nambe landôôvu ham in vanôôn ayuuh ame.
MAT.10.11	“Ham andukana taaku bop ti, me bayêên pasiv ti, ond ham anjingin hil-anju naambe ti nivasa lohvu ganggin ham ond ham mando gaving yi nivalok-ambe na balup busin sen ham ana jak-ato. 
MAT.10.12	Tonde ham andukana bayêên alo ond ham naanêêl vakasin anivasa vu hil-anju. 
MAT.10.13	Naambe hil sen ham alakala vu sil-anju nind vasa, ond mem hamate vakasin melaas e na vu sil, le naambe sil-ame nind vasa le, ond hamate vakasin melaas e gilin-ambe nom vu ham. 
MAT.10.14	Naambe vaheey-ame gako ham jak e, de me-gango hamate vakasin e, ond ham gavuuh bayêên-anju me taakuu-ju, de ham tatehin kambus sen nando lak ham vaham-ato naah-ande ham ana. 
MAT.10.15	Sa naanêêl keen
MAT.10.15	vu ham naambe vu busin taamusin sen Anutu gangoyin omaahonôôn-ate vakasin-ato, ond hil vu taakuu-ju le daatovu nimeen bopaata kaluuh Sodom osin Gomola.”
MAT.10.17	Om ham ganggin ham nivasa in hil, in sil e gako ham ana vu kaansol-aso be ham ambiing vakasin, de sil e gaveek ham dôôk silate dumb alo. 
MAT.10.18	De sil e gako ham ana baale hôôk yêêv bop osin omaaho lulemak-aso mend in sate hil ham, tombe ham e naanêêl sa banyengg langaah vu yêêv-asôônju, de vu hil vaalu sen sil-ame Yudaa-to gaving. 
MAT.10.19	Om hil gako ham ana in ham ambiing vakasin, ond ham-ame naham jak naambe ham
MAT.10.19	e ambiing vakasin naambe tana me ham e naanêêl vaati, malis, yik Anutu yoo le taato va sen ham naanêêl-ato hôôk busin tii-ju vu ham bulôôt. 
MAT.10.20	Ham-ame yoo le naanêêl vakasin e, malis, nganjo Mom-ate Vavi Vaambuung e dôôvu ham in vakasin.
MAT.10.22	De omaahonôôn pin e nind baya lôôt in ham in sate hil ham, om ham baale niwêêk lôôt-ambe ham baaku nimeen pin, ond ham e ana mando metumin gaving Anutu. 
MAT.10.23	De hil lambiing nindanjeen vu ham dôôk taaku ti, ond ham napakambe ham ana taaku ango. Sa naanêêl keen vu ham naambe ham-ame le anohvu Islel-ate taaku pin e, tonde Omaahonôôn Noow e nom.
MAT.10.25	Naambe unoopasiv mando naambe yite kaputung ond lung, de kul vaha
MAT.10.25	mando naambe yite yêêv ond lohvu. Lanêêl mamu nipaya-te yêêv Belsebul lak bayêên danggakook sa, om yik le daanêêl yêêv anipaya heey jak sate hil
MAT.10.25	gaving.”
MAT.10.27	Tanasin sen yiiy oo nando de sa naanêêl vu ham-ato ond ham naanêêl na langaah, yik vakasin sen ham oo nangoyin-ande sa naanêêl-ato ond ham ana baale talind-ambe ham naanêêl vu hil pin. 
MAT.10.28	Ham-ame anjêênin omaahonôôn in nambe le lanyiis ham anim naavi jimb, in sil-ame lalohvu nambe lanyiis ham kanum e. Nganjo ham oo anjêênin Anutu in yoo lohvu nambe nyiis ham anim naavi osin ham kanum hôôk taaku nipaya. 
MAT.10.29	Hil daanggo manak taapêêv daka yuuh lak mone noow timu, lemu manak pasiv pasiv-anjuuto ti
MAT.10.29	me-le dupake malis e, nganjo hamate Mom sen nando baandonii-to jiinggis ond mem. 
MAT.10.30	De ham ond sevin ham alumvalus pin lôôt lung la, 
MAT.10.31	om ham-ame anjêênin e, in ham atu Anutu-te va-so savok manak pasiv pasiv-anju pin.”
MAT.10.33	le naambe omaaho ti jak alu in sa vu hil ond sale anjak alungg in yi vu Aamangg sen nando baandonii-to.”
MAT.10.34	“Ham akam-ame bu naambe sa laam in aambu mamaal vu voon e. Same alaam in aambu mamaal e, malis, sa laam in ngaamong. 
MAT.10.35	Sa laam atombe hil daasuh sil in sa, om noondin alondpayo le na ango, de maandin alondpayo le na ango, tonde nondinaavêêh alondpayo le na ango, de taandin alondpayo le na ango, tonde vêêh-aso londpayo le na ango, de yendinaavêêh alondpayo le na ango, 
MAT.10.36	de hil sen dando lak bayêên timuu-to ond yoo le lanji sil paya lôôt.
MAT.10.38	De omaaho ti me-baaku yite haah pako
MAT.10.39	Omaaho ti yoo ganggin ninaavi nivasa in nambe mando metumin ond le jimb-ambe na menama, le naambe omaaho ti baaku nimeen ak sa haalengg-ambe jimb, ond mem le mando metumin danggata.”
MAT.10.41	Omaaho ti gako Anutu-te omaaho nanêêl yite vakasin-ato jak in dangga nambe nanêêl Anutu-te vakasin langaah, ond yuuh ahondoos e gako nyevahaan nivasa nanjip ti. Tonde naambe omaaho ti gako omaaho nivalok ti jak in dangga nambe yi omaaho nivalok-ato, ond yik yuuh ahondoos e gako nyevahaan nivasa nanjip ti. 
MAT.10.42	De naambe omaaho ti bu bel kuuh vu sate hil malis ti be naanum in dangga nambe sate hil yi ti, ond sa naanêêl keenaanôôn vu ham naambe omaahôô-ju le gako yite samu samu nivasa nyevahaan dukanaah.”
MAT.11.1	Yesu wiing tanasin vu yite maanggêêm nomaayuuh-ambe laam yuuh-ato lung la, le mem kandi lak vuu-ju be la hatup hôôk bayêên bu ti ti vu taakuu-ju be nanêêl yite vakasin langaah, de navu tatekin tanasin vu sil.
MAT.11.3	tombe lalingin yi nambe, “Mak hong omaaho sen Jon nêêl banye nambe le naam-ato, me hey mongganggin omaaho ango le?” 
MAT.11.4	Le Yesu nêêl laah vu sil nambe, “Ham anaah gatulin va pin sen ham nago osin ham nahêê-to vu Jon, 
MAT.11.5	naambe hil amend kanu dayi taaku yesin laah, de vahand anipaya dala mop, de payêês anipaya lôôt anind vasa nalak, de hil nanyend katôônd dango taaku, tonde hil yimbin davu kandi lak, de hil anipaya paya dango banye nivasa. 
MAT.11.6	Tonde omaaho ti me-ka yu-yuuh in sa le ond le ka vasa.”
MAT.11.8	Me ham ala in angge vaati? Mak ham ala in angge omaaho ti lop lolop anivasa vasa? Malis, hil sen dalop lolop anivasa vasa ond yoo dando lak lulemak-asote bayêên, 
MAT.11.9	om ham ala in angge vaati? Ham ala in angge omaaho ti nanêêl Anutu-te vakasin langaah a?
MAT.11.9	Êê-e, de sa naanêêl vu ham naambe omaahôô-ju savok hil sen danêêl Anutu-te vakasin langaah-ato la. 
MAT.11.10	Jon-anju ond Anutu nêêl yite vakasin munggin-ambe neep hôôk kaapiya nambe,
MAT.11.10	‘Onggango le, sa navu aambiing sate omaaho ti
MAT.11.10	na naamunggin vu hong in samu gate mop.’
MAT.11.11	Sa naanêêl keen vu ham naambe Jon sen nalipis hil-ato ond savok hil pin sen taandin dako sil vu voon-anjôôto, lemu hil sen Anutu nanggin sil-ato vaalu haalend nipasiv lôôt, ond le savok Jon na.
MAT.11.13	Mose-te tanasin osin hil sen danêêl Anutu-te vakasin langaah-ato pin-ambe la valup Jon ond lanêêl vakasin langaah lak sen Anutu le ganggin yite hil-ato, 
MAT.11.14	om naambe ham awiingin
MAT.11.14	nambe gangoyin ond ham gango naambe Jon-anju ond Eliya sen vakasin neep nambe le naam-ato. 
MAT.11.15	Omaaho ti nanye neep ond gangoyin.
MAT.11.16	“Sale naanêêl ham hil sen gêên-anjo naambe va? Ham nambe unoopasiv sen dando talind-ambe davu teey la vu ango-so nambe,
MAT.11.17	‘Hey aawiing kombin in ham, lemu ham-ame nakôômb e, de hey aasu kangg paya paya le ma de ham-ame navu kaatuuh ham e.’
MAT.11.19	De Omaahonôôn Noow laam-ambe ya osin num, tombe ham anêêl nambe, ‘Ham angge, omaaho aheta om yoo naya osin nanum wain ngeeyaata, om hil sen dako taakis-ato osin hil sen dawiing va nipayaa-to vaalu
MAT.11.19	silate omaaho tii-ju.’ Lemu yaangge kul nôôn sen omaaho ti nawiing-ato ond mem yale anjak ni naambe omaaho osin ka.”
MAT.11.20	Vu taaku bop vaalu ond Yesu wiing taahu taahu osin niwêêk ngeeyaata, le hil-ame lahilin londpayo le, om Yesu nêêl sil nambe, 
MAT.11.21	“Ham Kolasin, de ham Betsaida, ham e naatovu nimeen, in nambe saambiing taahu taahu osin niwêêk ngeeyaata vu Taia osin Saidon naambe sen saawiing vu hamate taakuu-to, ond bôôy hil Taia osin Saidon e gayêêh vaahes-ambe sil mando osin nind ngook in taato naambe londpayo nimeen om lahilin sil laah vu Anutu. 
