MAT.1.1	A revereve huri retubui Jisas, netui Devet, netui Ebraham.
MAT.6.25	“Giniehi, nam veve lawe gimiu ve nen mese romasi huri na mwasoamiu, huri na hava gineu nem gani ko nem inu, sige huri na hava gineu nem saru goro na betumiu ginie. ?Tau wa mwasoamiu he liu tea den hinaga, ko a betumiu he liu tea den luqe? 
MAT.6.26	Nen lehi na manu namawe: rahe rivurivu tea, ra he lai na mwasigi tea, ko ra he tau bubugi nire tea lolo vale: nge i Tamamiu eulu mo vanganire. ?Wa igimiu ne he liuhage tea dena manu? 
MAT.6.27	Ihine tea den gimiu, mo romasi huri na mwasoana, vin vei lei vena toga na mala qaravu? 
MAT.6.28	“?Huri hava i igimiu nem romasi huri na luqe? Nen lehi na vire ram mauri mwere hilogo. Ra he tabana tea, rahe redigi tea luqara. 
MAT.6.29	Nge nam veve lawe gimiu vena a luqei Solomon, ingeie u ratahigi liuhage denire tangaloi doluegi, he raka tea mwere na vire ngere ngaha. 
MAT.6.30	Tare ve i God mo gabugi na labute mwerehi, he eno tea vena ribi, gaqarigi mo labe lolo talu, mavugo rain tulire talolo avi. ?Tau vin he gabugi gimiu tea vena liu denire, gimiu ira ladohogo biti?
MAT.6.31	?Giniehi, nen mese romasi huri vena, ‘?Nain geni na hava gineu? Nain inu na hava gineu?’ sige ‘?Nain luqegi na hava gineu?’ 
MAT.6.32	Huri a gineu ingere ngaha hi ira haroharo ram hike huri. Huri i Tamamiu eulu mo ilo ve nem tarani na gineu ingere ngaha doluegi. 
MAT.6.33	Siu nen hike tomue huri nona Ute ko a lengagi u vovohoi nge mo tarani, ko nge vin bete na gineu ngerehi doluegi vage lawe gimiu.
MAT.6.34	Giniehi, nen mese romasi huri na rani mavugo; huri mavugo a rani wagineu. A gineu esi ram vonai vataha rani rau tatarise huri na rani hi.
MAT.7.1	“Nen mese vevegi, huri ve God vin he vevegi gimiu tea. 
MAT.7.2	Mwere nem vevegi hine tea, vin vevegi gimiu mwerehi, ko mwere nem dovo lawe hine tea, vin dovo taligu lawe gimiu mwerehi. 
MAT.7.3	Huri hava gineu gom lehi na mavusi gei lolo matai tuemu, ne go he lado na welehi tea lolo matamu sibomu? 
MAT.7.4	Huri hava gineu gom veve lawe i tuemu vena, ‘Siregi laweau nan lai vohogi na mavusi gei dena matamu,’ nge a welehi mo eno lolo matamu sibomu. 
MAT.7.5	I kaligoro, gitomue gon lai vohogi na welehi dena matamu sibomu, siu goin leo vurugegi ve gon lai vohogi na mavusi gei dena matai tuemu.”
MAT.7.6	“Nen mese bete na gineu gogona lawe na wiriu, vate vai ram tu dori ram heve gimiu; nen mese tuli na nomiu matai gineu lo nagora boe, vate vai ram vavarahire.
MAT.7.7	“Nen navu, ko vin lei lawe gimiu; nen hike, ko nein haqe; nen dingdingi ko vin roa na matai vale lawe gimiu. 
MAT.7.8	Huri vataha hine mo navu, vin lei lawea; ko vataha hine mo hike, vin haqe; ko vin roa na matai vale lawe vataha hine mo dingdingi. 
MAT.7.9	?Ihine tea mei gimiu vin lei na vatu lawe netune, lune nge mo navu na bereti? 
MAT.7.10	?Sige vin lei na mwata lawea, lune nge mo navu na ige? 
MAT.7.11	Igimiu, ira galegaleasi, nem ilo ve nen bete na gineu garea lawe re netumiu. ?Nge tau i Tamamiu eulu vin he bete na gineu garea tea vena liu lawera hine ram navu denie?
MAT.7.12	“Vataha gineu nem tarani ve a tangaloi rain vei lawe gimiu, nen vai nomiu mwerehi lawera: huri ngaha a domiana talo Leo hora noi Mosis ko a leo huhui nora tangaloi ligoligogi.
MAT.7.13	“Nen ahu turu na matai ara biti, huri a matai ara u tatavola ko a turegi u matamwasara mo vano lolo mateana radu, ko ingere rau sao ram vano lune. 
MAT.7.14	Nge a matai ara u biti ko a turegi u gona mo vano lolo mwasoana radu, ko ingere te gaivihe ram haqea.
MAT.7.15	“Nein matagoro huri ira tangaloi ligoligogi kalikeli; ram vonai lobemiu mwere na sibsib lo tarabesire, nge lolo lolora rau mwere na wiriu turu. 
MAT.7.16	Nein ilora lo dorire. A garo kau vin he wai lei na mwasi duduele tea, ko a moli gehu vin he wai lei na mwasi duledule tea. 
MAT.7.17	A gai garea vin wei na mwasigi u garea, ko a gai esi vin wei na mwasigi tea hi u esi. 
MAT.7.18	A gai garea vin he wai lei na mwasigi tea hi u esi, ko a gai esi vin he wai lei tea na mwasigi u garea. 
MAT.7.19	Vataha gai he wai tea mwasigi u garea vin teie ko vin tulie talolo avi. 
MAT.7.20	Mwerehi nein ilora tangaloi ligoligogi kalikeli lo doridorire.
MAT.7.21	“Hatie vataha tangaloi mo wareau vena ‘Huqe, Huqe,’ ve vin ehu lolo mwasoana garaqa God mo ratahigi lolona, nge ingere hogosie ram vai na taraniana noi Tamaku eulu. 
MAT.7.22	Lune a rani hingei vin vonai, ingere rau sao rain veve laweau vena, ‘Huqe, Huqe! Lo henamu gamai gau veve leo ligoligogi, lo henamu gamai gau vuro lue na vui esi, lo henamu gamai gau vei na managi u sao!’ 
MAT.7.23	Siu nain veve lawera vena, ‘Na he ilo gimiu tea vohogi. Nen vano denieu, gimiu ira tangaloi galegaleasi asi!
MAT.7.24	“Vataha hine mo rongo na noku leo ingere ngaha ko mo hurire nge vin mwere na tangaloi mataisao, mo hakovi na valena lo vatu. 
MAT.7.25	Ko a uhe mo uhe, ko a wai mo hale, ko a langi mo here, ko ram susuni na vale hi, nge he soi lai tea, a vevenagi nge mo labe lo vatu. 
MAT.7.26	Nge vataha hine mo rongo na noku leo ngere ngaha ko he hurire tea nge vin mwere na tangaloi reragi, mo hakovi na valena lolo one. 
MAT.7.27	A uhe mo uhe, a wai mo hale, a langi mo here, ko ram susuni na vale hi mo soi ko mo tuli talatalae.”
MAT.7.28	I Jisas u veve na gineu ingere ngaha u rovo, ko a sinobu ram awogi huri nona lengai huhui. 
MAT.7.29	Huri ingeie mo huhuire gena managi, nge hatie mwere na nora huhui sibora talo Leo hora noi Mosis.
MAT.8.1	I Jisas mo himei dena vusi, ko a sinobu u sao ram hurie. 
MAT.8.2	A tangaloi a vohavono mo vonai lobena, mo sisiqeu goroe, mo veve vena, “Huqe, tare ve gom tarani, gon vaieu ve nan mwasara.” 
MAT.8.3	I Jisas mo vugeri na limana mo tango vano lune, mo veve vena, “Nam tarani, gon mwasara!” Ko siserigi ingeie mo mwasara dena vohavono. 
MAT.8.4	Ko I Jisas mo veve lawea vena, “Gon rongo, go mese veve lategi lawe hine tea beno, nge gon vano tuturedu lobei rugurugu na lehigo tomue. Ko gon bete nomu hogogi mwere a Leo hora noi Mosis u veve, a gigilegi lawera ve gu mwasara.”
MAT.8.5	Lune i Jisas mo ahu vano a Kabeniam, a leogoro soldia vudolue mo vonai lobena, mo navuhie vena, 
MAT.8.6	“Huqe a noku mwalakelo mo eno lo vale u luku, mo gagarasi u liu.” 
MAT.8.7	I Jisas mo veve lawea vena, “Nain vano, nain vagamwasoie.”
MAT.8.8	A leogoro mo duvi vena, “Mese, Huqe. Na he tatarise tea ve goin ehu lolo valeku. Nge gon hora na leomu hogosie, ko a noku mwalakelo vin mwaso. 
MAT.8.9	Huri ineu vage nam toga lo vavara tangaloi ram hako huireana goroau, ko ineu nam hako huireana gorora noku soldia; nam horae gatagale denire vena, ‘Gon vano!’ ko mo vano; ko nam horae tuegi vena, ‘Gon vonai!’ ko mo vonai; ko nam hora na noku tangaloi tabanagi vena, ‘Gon vaie ngaha!’ ko mo vaie.
MAT.8.10	Lune i Jisas mo rono mwerehi, nge mo garigi huri, mo veve lawe rahine ram hurie vena: “A hogo, nam veve lawe gimiu vena, na he haqe ihine tea a Israel mena ladohogo u lawua mwere ngaha. 
MAT.8.11	Nam veve lawe gimiu vena, ingere rau sao rain vonai dena vui matainaho ko dena matainaho roro, rain toga hivo mei Ebraham ko i Aesak ko i Jekob lo mwasoana garaqa God mo ratahigi lolona. 
MAT.8.12	Nge ira lai hougi na mwasoana garaqa vin tuli vohoginire lolo dodogi varea, rain tangi ko rain gasigesigi livora aie.” 
MAT.8.13	Ko i Jisas mo veve lawe na leogoro vena, “Gon vano, ko huri a nomu ladohogo vin vei mwerehi lawego.” Ko a mwalakelo hi mo mwaso taligu lo mahoi rani hi.
MAT.8.14	I Jisas u ehu lolo valei Bita, mo lehi tubui qeligana mo eno gina mahagite. 
MAT.8.15	Nge mo hako lo limana, ko a mahagite hi mo rovo denie. Siu mo maraga, mo vai rarai gana hinaga.
MAT.8.16	Mo revirevi, a sinobu ram lai na tangaloi a vui esi lure lawe Jisas, ko nge mo vuro lue na vui esi gina leona, ko mo vagamwasoire segesege doluegi. 
MAT.8.17	Nge mo vai mwere ngaha huri ve vin vagahorongi na leo gina singoi Aesaea a tangaloi veve rarai vena, Ingeie sibona mo lai vohogi na noda segeana, ko mo wali na noda gagarasi.
MAT.8.18	I Jisas mo lehi na sinobu ram sone dalie, nge mo hora ira nona rorongtagi ve ran vano lo tavului wei. 
MAT.8.19	A huhui gatagale talo Leo hora noi Mosis mo vonai lobena, mo veve vena, “Huhui, nain hurigo vataha ute goin vano aie.”
MAT.8.20	I Jisas mo duvi lawea vena, “A wiriu turu a malangara lure, ko a manu namawe a mwagunire lure, nge i Netui Tangaloi hate tanoi niana.”
MAT.8.21	A tangaloi tuegi, a rorongtagi, mo veve lawea vena, “Huqe, gon siregieu ve nan vano tomue na tulegi tamaku.” 
MAT.8.22	I Jisas mo duvi vena, “Gon hurieu, gon sireginire hi rau mate beno ran tulegi na nora mateana sibora.”
MAT.8.23	I Jisas mo kalo sulolo aka ko ira nona rorongtagi ram, hurie. 
MAT.8.24	Ko a rebu lawua mo maraga lolo wai, giniehi, a navo mo luluwegi na aka. Nge i Jisas mo maturu. 
MAT.8.25	Ira rorongtagi ram vano lobena, ram vagaradasie, ram veve vena, “Huqe, gon vagamwasoi gide! Dam mate!” 
MAT.8.26	I Jisas mo duvi lawera vena, “?Huri hava gineu nem matagu, gimiu ira ladohogo biti?” Siu nge mo maraga, mo gato goro na langi mena rebu, ko a wai mo taro dali bulu.
MAT.8.27	Ingere doluegi ram garigi, ram veve vena, “?Hava tangaloi naha? Huri a langi ko a rebu rom rongo hurie!”
MAT.8.28	I Jisas mo dadari lo tavului wei ta Kalili lolo loloi venue ta Kadara, ko a tangaloi gairue rom haqea rom bei mwelue dena malanga vatu ram tau rahine rau mate lolona. A tangaloi hi a vui esi lure, ko rom muramuraga; giniehi, ihine tea he vano lai tea lo turegi hi. 
MAT.8.29	Rom ulo siaga vena, “?Netui God, gom tarani na hava gineu mei gamaru? ?Vaiteu gom vonai ve gon vai garasi gamaru, huri a tarogi hatie tau?”
MAT.8.30	He vagahao tea a buri boe sao ram huhue. 
MAT.8.31	A vui esi hi rom hui siaga den Jisas vena, “Tare ve goin vuro lue gamaru, gon hora gamaru lawe na boe.” 
MAT.8.32	I Jisas mo veve lawera vena, “Nero vano.” Ko a vui esi hi rom mwalue dena tangaloi gairue hi, rom ahu lolo boe. Ko a buri boe doluegi ram toa ram hivo lo bahai wei, ram qale talolo wai, ram dono aie hi.
MAT.8.33	A tangaloi hi rau leo goro na boe ram toa vano, ram dadari lo qatui venue lawua hi, ram veve lategi na gineu ingere ngaha doluegi ko a hava gineu u vei lawe na tangaloi hi a vui esi lure. 
MAT.8.34	Ngere doluegi talo qatui venue hi ram vonai ram vui haqe mei Jisas; lune ram lehie, ram veve siaga vena vano dena vanuara.
MAT.9.1	I Jisas mo kalo lo aka, mo vano taligu lo tavului wei, mo dadari lo nona togagi venue. 
MAT.9.2	A tangaloi lavasigi ram wali na tangaloi lukuluku vonai lobena mo eno lo niana. I Jisas mo lehi na nora ladohogo, mo veve lawe na tangaloi lukuluku hi vena, “Netuku, gon toga surigi, a bugumu u ladovohogi beno!”
MAT.9.3	A huhui lavasigi talo Leo hora noi Mosis ram veve veveginire vena, “Ingeie mo veve asiesigi God.” 
MAT.9.4	I Jisas u ilo na nora domiana beno, mo veve vena: “?Huri hava gineu gimiu nem lado na gineu esi lolo taqangimiu?
MAT.9.5	?Nem lado ve u makemu mwere hilogo huri ve na veve vena, ‘A bugumu u ladovohogi beno,’ sige na veve vena, ‘Gon maraga, gon dige’? 
MAT.9.6	Ineu nai vei matamwasaragi lawe gimiu, ve i Netui Tangaloi mo hako managi lo ure huri ve vin ladovohogi na bugu.” Ko nge mo veve lawe na tangaloi lukuluku hi vena, “Gon maraga, gon wali na niemu, gon mule taligu lo valemu!” 
MAT.9.7	Ko inge mo maraga, mo mule taligu lo valena. 
MAT.9.8	A sinobu ram lehe, ram matagu, ko ram waregareagi God huri mo bete na managi mwere ngaha lawera tangaloi.
MAT.9.9	I Jisas mo dige lue den aiehi, mo lehi na tangaloi vilevile homu a henana i Matiu mo toga lo tantanona. I Jisas mo veve lawea vena, “Gon hurieu,” ko ingeie mo maraga mo hurie.
MAT.9.10	Lune i Jisas mo gagani lolo valei Matiu, a tangaloi vilevile homu u sao mena tangaloi galegaleasi ram vonai ram gagani mei Jisas ko a nona rorongtagi. 
MAT.9.11	Ira Varise, ingere a burigi ram hako siagagi na Leo hora noi Mosis, ram lehe, ram hui na nona rorongtagi vena, “?Huri hava gineu a nomiu huhui mo gagani bubugi meire tangaloi vilevile homu ko ira galegaleasi?”
MAT.9.12	I Jisas mo rongora mo duvi vena, “Irahine ram maso rahe tarani tea dokta, nge irahine hi ram sege. 
MAT.9.13	Nen vano, nen hikehike huri na revereve gogona ngaha, vena, ‘Na he tarani na rugurugu gina kakarue tea, nge a lologarea.’ Huri na he vonai tea ve nain ware irahine rau vovohoi, nge irahine rau galegaleasi.
MAT.9.14	Lo tarogi hi ira rorongtagi noi Jon Garuhigogona ram vonai lobei Jisas ram huie vena, “Huri hava gineu igamai meire Varise gam golo, nge ira nomu rorongtagi hatie?”
MAT.9.15	I Jisas mo duvi vena: “Ira sinobui lagiana rain tengi lei lune ve ingere hi rom lagi ingere meire tau sige hatie? Tau a tarogi vin vonai rain lei vohogi i lagiana hi denire, ko lo tarogi hi ingere ram bei golo.
MAT.9.16	“A tangaloi vin he lai na mavusui luqe garaqa tea vena bulue talo luqe malea. Huri a mavusui luqe garaqa hi vin dare na luqe malea, vin mweduru vin lawua denie hi tomue. 
MAT.9.17	A tangaloi rahe saru na waen garaqa tea talolo vinui kakarue malea. Tare ve mo vai mwerehi, a vinui kakarue vin mateteri, ko a waen vin hale vohogi ko a vinui kakarue vin esi. Hatie! Ram tau na waen garaqa lolo vinui kakarue garaqa, ko ingere vunu roin eno vurugegi.”
MAT.9.18	Lune i Jisas mo laqa lawera mosigei, a tangaloi lawua gatagale mo vonai lobena, mo sisiqeu goroe, mo veve vena, “I netuku a maresu vavine mo bei mate; gon vonai gon tau na limemu lune ko vin mwaso taligu. 
MAT.9.19	I Jisas mo maraga, mo hurie, ko ira nona rorongtagi vage.
MAT.9.20	A vavine gatagale, a dai qaravu u veie a higao hangavulu domwagi gairue, mo vonai lo tagui Jisas, mo sikeli na singoi luqana. 
MAT.9.21	Huri ingeie mo lado vena, “Tare ve nain sikeli na luqana hogosie nain mwaso.” 
MAT.9.22	I Jisas mo tudori, mo lehie, mo veve vena, “Netuku, gon toga surigi! A nomu ladohogo mo vaigo gom mwaso.” Ko nge mo mwaso lo mahogi hi.
MAT.9.23	I Jisas mo dadari lo valei tangaloi lawua goro hi. Ingeie mo lehi na tangaloi ram uvi na gori ko a sinobu ram vui rorogi, 
MAT.9.24	ingeie mo veve vena, “Nen mwalue! A maresu hi he mate tea, nge mo maturu.” Nge ingere ram sovue. 
MAT.9.25	Lune i Jisas u vuro luara beno, ingeie mo ahu vano lobe na maresu, mo hako lo limana, ko ingeie mo maraga. 
MAT.9.26	Ko a rorona mo gao doluegi na vanue.
MAT.9.27	I Jisas mo dige lue den aiehi, ko a matadodo gairue rom hurie. Rom ulo, rom veve vena, “Netui Devet, gon hagavi gamaru!”
MAT.9.28	I Jisas mo ahu lolo vale, ko a matadodo hi rom vonai lobena, ko ingeie mo huire vena, “?Wa nerom ladohogo ve nain vei lei mwere ngaha?”
MAT.9.28	Ingere rom duvi vena, “Io, Huqe.”
MAT.9.29	Siu i Jisas mo tango vano lo matara, mo veve vena, “Vin vei lawe gimiru huri nerom ladohogo.” 
MAT.9.30	Ko a matara mo waga. I Jisas mo gato siaga lawera vena, “Nero mese veve lategi lawe hine beno!” 
MAT.9.31	Nge ingere rom mwalue rom vano, rom laqagi huri Jisas lo vataha na mahoi venue hi.
MAT.9.32	Lo mahogi rom mwalue, ram lai na bao a vui esi lune vonai lobei Jisas. 
MAT.9.33	Lune i Jisas mo vuro lue na vui esi hi, a bao mo tauvuigi mo gato. A sinobu ram garigi, ram veve vena, “Igide da he lehi na gineu tea mwere ngaha vohogi lo vanue, Israel!” 
MAT.9.34	Nge ira Varise ram veve vena, “A ratahigi nora vui esi mo bete na managi lawea ve vin vuro lue na vui esi teri.”
MAT.9.35	Siu i Jisas mo dige dali na togagi venue ko a qatui venue doluegi. Ingeie mo huhui lolo nora valei soneana, mo toretore gina Roro Garea huri ve i God mo voragi Ratahigi goro na nona tangaloi, ko mo vagamwasoire ram sege gina lalangai segeana u sao. 
MAT.9.36	Nge mo lehi na sinobu, mo hagavire, a vevenagi ingere ram romasi ko rahe buluire lai tea sibora, mwere na sibsib hate tangaloi huri vena leo gorora. 
MAT.9.37	Siu ingeie mo veve lawera nona rorongtagi vena, “A hinaga matue u sao lolo talu, nge a tangaloi tabanagi he sao tea. 
MAT.9.38	Giniehi, nen tataro lawe na huqegi talo talu huri ve vin horara tangaloi tabanagi sulolo talune.”
MAT.10.1	I Jisas mo ware bulutegi na nona rorongtagi hangavulu domwagi gairue, ko mo bete na managi lawera huri ve rain vuro lue na vui esi ko rain vagamwasoire ram sege gina lalangai segeana u sao. 
MAT.10.2	Ngere ngaha na henara gaihora hangavulu domwagi gairue: muegi Saemon (mo warea ve i Bita) ko tuana Andru; ko i Jemis tona tuana Jon, tamara Sebedi; 
MAT.10.3	i Vilib ko i Batolomiu, i Tomas ko i Matiu a tangaloi vilevile homu; i Jemis tamana Alvius ko i Tadius; 
MAT.10.4	i Saemon i Garohuri ko i Judas Iskariot ngehi u rongo na leoi gai Jisas.
MAT.10.5	I Jisas mo horara ngerehi hangavulu domwagi gairue ko mo tau na leo lawera mo veve vena: “Nen mese vano lolo loloi vanuara haroharo sige lolo togagi vanuara ta Samaria. 
MAT.10.6	Nge nen vano lobera sibsib rau sala dena sinobu a duvi Israel. 
MAT.10.7	Nen vano, nen toretore vena, ‘A mwasoana garaqa i God mo ratahigi lolona mo kakarani vena vonai!’ 
MAT.10.8	Nen vagamwasoire ram sege, nen vai ragasire rau mate, nen vagamwasara ginire vohavono, ko nen vuro lue na vui esi. Neu lai vurogi, siu nen bete vurogi. 
MAT.10.9	Nen mese hako homu mei gimiu, kol sige a silva sige a beni maeto; 
MAT.10.10	nen mese hako tanga lune nem dige, sige luqe leleahi, sige a butu, sige a gaitigo. Huri u tatarise huri ve a tangaloi tabanagi vin lei na nona gaitawe.
MAT.10.11	“Lune nem dadari lo qatui venue sige lo mahoi venue, nen leo huri ve ihine mo tarani ve vin lei vurugegi gimiu, ko nein toga lobena vin dadari lune hi nein mule taligu. 
MAT.10.12	Lune nem ahu lolo vale nen veve vena, ‘A tamwata lobemiu.’ 
MAT.10.13	Tare ve ira tangaloi lolo vale hi ram lai vurugegi gimiu, nomiu tamwata na hivo lo ulure; nge tare ve ingere rahe lai vurugegi gimiu tea, nomiu tamwata na tudori lawe gimiu. 
MAT.10.14	Ko tare ve nein dadari lolo vale sige lo qatui venue rahe lai vurugegi gimiu tea, sige ra he rongo huri na nomiu leo tea, siu nein tudori denire, nen heheragi vohogi na qie dena karumiu. 
MAT.10.15	A hogo, nam veve lawe gimiu vena, lo Rani Vevegi God vin hahagavi huri na sinobu ta Sodom ko ta Komora vin lai sinobu talo qatui venue ngehi!
MAT.10.16	“Leo! Nam hora gimiu mwere na sibsib lolo livugei wiriu turu. Nen mataisao mwere na mwata ko nein rorongo mwere na rangamea. 
MAT.10.17	Nen leogoro gimiu dena tangaloi teri, huri rain lei gimiu su lo kot, ko rain vivihi gimiu lolo nora valei soneana. 
MAT.10.18	Rain revei gimiu sulo nagora kavman meire ratahigi hurieu, huri na gigilegi lawera ko lawera haroharo. 
MAT.10.19	Lune rain siregi gimiu vano lo kot, nen mese lado vagatai gitomue ve nen veve wuraha; lo tarogi ngehi vin bete lawe gimiu hava gineu gimiu nein laqagi. 
MAT.10.20	Huri nein he laqa tea gina leomiu sibomiu, ne gina leo mo vonai dena Vui noi Tamamiu vin laqagi lue lolo lolomiu.
MAT.10.21	A tangaloi vin siregi tuana sibona huri mateana, ko tamagi, netune; ko ira neture rain maraga goro tamara mei retahire ko rain sireginire huri mateana. 
MAT.10.22	A tangaloi doluegi rain sebugi gimiu huri na henaku. Nge ihine vin labe siaga vin dadari lo rovonagi vin mwaso. 
MAT.10.23	Lune rain veivei gimiu lolo vanue gatagale, nein toa sulo vanue tuegi. A hogo, nam veve lawe gimiu, nein he dige dali na togagi venue hi a duvi Israel tea mosigei lune i Netui Tangaloi vin vonai. 
MAT.10.24	“I rorongtagi he lawua tea dena nona huhui; ko a tangaloi tabanagi he lawua tea dena nona huqegi ratahigi. 
MAT.10.25	U garea mena rorongtagi ve vin tatarise mena nona huhui, ko a tangaloi tabanagi ve vin tatarise mena nona huqegi. Tare ve ingere rau wareau, ineu mwere na huqei vale, gi Bielsibul, a henai muei vui esi, rain ware gimiu wuraha, gimiu mwere na burigi talolo vale ngaha.
MAT.10.26	“Nen mese mataguginire sinobu. A hava gineu u luqe goro tau vin vuge talahaginie, ko vataha gineu rau eno vunigi vin leire talo ute lawua. 
MAT.10.27	A hava gineu nam veve lawe gimiu lolo dodogi nge gimiu nein veve lue lolo leleo. A hava gineu u ngutugi lawe gimiu nein laqagi lue lo vuhungei vale. 
MAT.10.28	Nen mese mataguginire ram wehi na betugi nge rain he ue lai na tamategi tea; nge nein matagu hageliu gi God ingeie vin vei vohogi lai na betugi ko a tamategi lo gagarasi redu. 
MAT.10.29	A manveve gairue rain sogagi laire huri na vatu hangavulu; nge gatagale denire vin he soi tea ta lo tano tare ve Tamamiu he ilo tea. 
MAT.10.30	Ko igimiu, u velu bulutegi beno na vulumiu doluegi beno lo qatumiu. 
MAT.10.31	Mwerehi, gimiu nen mese matagu: huri gimiu neu liuhage dena manveve u sao!
MAT.10.32	“Tare ve ihine mo serelue lo nagora sinobu vei ingeie a noku tangaloi, ineu nain serelue mwerehi vage lo nagoi Tamaku eulu. 
MAT.10.33	Tare ve ihine mo tahau lo nagora sinobu, ineu nain tahae vage lo nagoi Tamaku eulu.
MAT.10.34	“Nen mese lado ve ineu nau vonai ve nan lei na tamwata siu lo ure; hatie, na he vonai tea ve nain lei na tamwata, nge a bue. 
