MAT.1.1	Ani sén i dad dagit i gutambul Dyisas Krayst, i bel Harì Dabid, dunan i bel Abraham. 
MAT.7.2	Ku dét ukumyu di dademe to, yé lê ukum Dwata gamu. Na ku dét kablat ukumyu i dademe dad to, yé lê kablat i ukum Dwata gamu.
MAT.7.3	“Kan ku neyem i fuling di mata i flanekam, bay tadèam bayà i bateng di ge mata? 
MAT.7.4	Kan dé ku manam, ‘E, nwèta kun i fulingam,’ na blaam sana kdéé i bong bateng di ge mata? 
MAT.7.5	Sasè ge. Funam nwè i bateng di matam alì too fye kitem mwè fuling i flanekam.
MAT.7.6	“Nangyu blé di dad ayem i dad mtiu knun nfun Dwata, du keng balingla gamu nakét. Na nangyu blé di dad sdè i dad mabtas slah dnagit pérlas, du keng balingla sanslék.
MAT.7.7	“Mni gamu di Dwata na banlén gamu. Mngabal gamu na fiten gamu i fanngabalyu. Mbal gamu fusuk na nukàan di gamu i takab. 
MAT.7.8	Ku simto mni di Dwata, gamdawat kenen. Na ku simto mngabal, fite Dwata di kenen i fanngabalan. Na ku simto mbal fusuk, nukà Dwata dun i takab. 
MAT.7.9	Gamu dad lagi nun ngà, ku mni i ngàyu fan, ise ku yé bléyu di kenen batu. 
MAT.7.10	Na ku mni kenen nalaf, ise ku yé bléyu di kenen ulad. 
MAT.7.11	Na balù ku sasè gamu, knèan fulung gamu mlé fye di dad ngàyu. Na mdà ayé, midul fa déé kfulung i Màyu di langit mlé kafye di dad to mni di kenen.
MAT.7.12	“Ku dét i kayèyu fye nimò i dademe dad to di gamu, yé funayu nimò di dale, du yé gumtatek i gsulat di uldin Dwata fagu di ku Mosis na i dademe dad tugad i Dwata.
MAT.7.13	“Tooyu fdà di nawayu magu fusuk di tukay takab du mabal i gufusuk na mlahil i dalan salu di lanaw lifoh, na dee dad to i magu déé. 
MAT.7.14	Bay du tukay i gufusuk na mlimah i dalan salu di nawa landè sen, na là dee dad to magu déé.
MAT.7.15	“Too gamu fgeye du nun dad to flingu tmulen i Tnalù Dwata. Gambet ale i mnalam agaf dnagit bilibili, bay yé too glut kagkahla, salngad ale i dad tuyun. 
MAT.7.16	Ku fkahta di kayu, yé gudmilè i kayu di bengen. I awi, là ti mengen grép, na i banal, là ti mengen fig. 
MAT.7.17	Na salngad ayé, i fye kayu menge fye, na i sasè kayu lê menge sasè. 
MAT.7.18	I kayu fye, là mengen sasè. Na i sasè kayu, là mengen fye. 
MAT.7.19	Na kat satu kayu là menge fye, fakay nbek na bat di lifoh. 
MAT.7.20	Yé duenam man, yé gudmilè i dad to flingu di dad nimòla.
MAT.7.21	“Là ti sdulê gfusuk di Kagot Dwata di langit i kdee dad to tamlo do ‘Amu,’ bay lo yé gfusuk i dad to mimò knayè Màgu di langit. 
MAT.7.22	Na ku ta kel i du Dwata mukum, bong dee dad to fakdo, manla di do, ‘E Amu, ta tdòmi i Tnalù Dwata fagu di dagitam, na ta falwàmi dad busaw, na ta gamgimò gami dad tnikeng.’ 
MAT.7.23	Bay yé man-gu di dale, ‘Là ti dilèta gamu. Fawag gamu di do, gamu dad to gamsalà.’
MAT.7.24	“Yé duenam man, i kdee dad to lminge i dad man-gu ani na ku nimenla, salngad ale di to too fulung fdak gumnè du yé gufdakan dun di tah batu. 
MAT.7.25	Na kanto fnge i gumnè, nun kel bong ulen na ta dmunuk, na too kamgis i nus sloban i gumnè ani. Bay là ti bekan du yé gugafdakan di tah batu. 
MAT.7.26	Bay i kdee dad to lminge i dad man-gu ani na ku là nimenla dun, salngad ale di satu to snawang du yé gufdakan dun di falak. 
MAT.7.27	Na kanto fnge i gumnè, nun kel ulen, na ta dmunuk, na too kamgis i nus sloban i gumnè ani. Na ta bek i gumnè na mti malbà.” 
MAT.7.28	Na kafnge Dyisas man ayé, too tikeng i dad to di katdòan 
MAT.7.29	du ku tamdò, too dilè i kaltulusan, na là salngadan di dad to gal tamdò i uldin Dwata fagu di ku Mosis.
MAT.8.1	Na kanto flasok Dyisas di bulul gutamdòan, na too dee dad to magin di kenen. 
MAT.8.2	Na nun satu lagi nun fdas mumuh salu di kenen, na lkuad di munan, manan, “Amu, gadègu gaganam agu fan-gulê ku beg ge mayè du fye too mlaneb i kulitgu.” 
MAT.8.3	Na nagot Dyisas kenen, na manan, “Mayè agu sa. Mgulê ge nan.” Na tadè mkah i fdasan mumuh ayé. 
MAT.8.4	Na fnge, dek Dyisas kenen, manan, “Nangam ti tulen ani balù simto dun. Bay mdà ge, na fitem i laweham di ganlal di kafaglut gal damsù, na nebem ditù i dsùam gambet i dek Dwata di dad sulat Mosis. I dsù nebem, yé gugmadè i kdee dad to dun na ta mgulê ge na ta mlaneb i kulitam.”
MAT.8.5	Na salu Dyisas di Kapernaum. Na kanto kel déé, nun satu ganlal i dad sundalu mdà di Roma samsite di ku Dyisas du mni tabeng di kenen. 
MAT.8.6	Na manan, “E Amu, là gték i fasakgu ditù di gumnè du là galyakan i lawehan, na too sasè kaflayaman.” 
MAT.8.7	Na man Dyisas di kenen, “Salu agu déé du fan-gulêgu.” 
MAT.8.8	Bay man i ganlal ayé, “E Amu, là gablà agu fafusuk ge di gumnègu. Bay lo ge talù, na fagu di talùam mgulê sa i fasakgu. 
MAT.8.9	Gadègu ani, du balù do, nun ganlal mdatah di do, na lê nun dad sundalugu mdanà di do. Ku dekgu i sundalugu magu, mdà sa kenen. Na ku man-gu di satu, ‘Gadini ge,’ na mimen sa kenen. Na balù dét fimògu di satu, yé nimòan.”
MAT.8.10	Na kanto linge Dyisas i manan ayé, too kenen tikeng, na manan di kdee dad to magin di kenen, “Too glut i man-gu di gamu ani, là lmen-gu mite di dad to Israél i kaftoo salngad di bong kaftoo i to ani di Dwata. 
MAT.8.11	Na ani manta gamu, kadang di fulé du, nun dee dad to ise Dyu kel mdà di klamang banwe, mdà di gusut i du na di gusdafan, na kmaan ale di saféd Abraham, na Isaak, na Dyékob di Kagot Dwata di langit. 
MAT.8.12	I dad Dyu moon i mnè di langit, bay baling bat Dwata ale di lwà di gukmifuhan, na déé gumngella na gukminggat i kifanla.” 
MAT.8.13	Na kafnge ayé, lê talù Dyisas di ganlal i dad sundalu ayé, manan di kenen, “Mulê ge, du mgimò sa i ta fantoom ayé.” Na gdohò i man Dyisas du salngan di kmanan dun, tadè mgulê fasak i ganlal.
MAT.8.14	Na salu Dyisas di gumnè Piter. Kanto fusuk déé, teenan i tewe Piter libun. Milè kenen du too ti minit i lawehan. 
MAT.8.15	Na fdadong Dyisas di kenen, na nagotan i sigalan. Na tadè mkah i kinitan, na mdà ayé, mték na fles mimò dale knaan.
MAT.8.16	Na di kasdaf i du, nun dee dad to nun busaw nebela di ku Dyisas. Falwàan i dad busaw fagu di talùan na fan-gulêan i kdee dad to nun dad sahal tduk. 
MAT.8.17	Yé duenan mkel ayé du fye gdohò i man Dwata fagu di ku Isaya, “Fan-gulêan ato du nwèan i dad fdasto.”
MAT.8.18	Na di satu du, kanto teen Dyisas i kdee dad to stifun di safédan, yé manan di dad to galan tdò, “Mdà ato mifal di lanaw.” 
MAT.8.19	Bay salu di kenen satu to gal tamdò dad uldin Dwata fagu di ku Mosis, na manan, “E Sér, magin agu di ge balù nè gusalum.” 
MAT.8.20	Bay tmimel Dyisas, manan, “I dad balos, nun gumulêla, na i dad anuk mayeng, nun fulalla. Bay do, i dnagit Ngà To, landè gumnègu, balù gumilè, landèan.” 
MAT.8.21	Na lê nun fa satu to di dad tdòan, manan ku Dyisas, “Amu, faloham agu mulê funa du lbanggu mà.” 
MAT.8.22	Bay man Dyisas di kenen, “Bayàam i to mati. Yé lambang dun i dad to sawe mati. Bay ge, fles ge magin do.”
MAT.8.23	Na kafnge ayé, ta myak Dyisas di aweng, na magin dad to galan tdò. 
MAT.8.24	Na di lamla maweng, ta nkel ale too kamgis nus di talà, na ta nuléh lwek i awengla. Bay ta kudang Dyisas. 
MAT.8.25	Na i dad to galan tdò, nukatla kenen, na manla, “E Amu, tnabengam gami! Ta fan ato mlimas!” 
MAT.8.26	Na talù Dyisas, manan, “Kan ku likò gamu? Too tukay ksaligyu.” Na kafnge ayé, mték kenen, na nngakan i nus na dad lwek, na ta too mtanak i lanaw.
MAT.8.27	Too tikeng i dad lagi ayé, na sasalek ale, manla, “Dét klasi to ani? Balù i nus na lê malbang lwek, nimenla.”
MAT.8.28	Kanto kel ale Dyisas di banwe Gadara ditù di faltù i lanaw, nun smitong dun lwe lagi nun busaw. Yé gumdàla di dad ilib gulambang i dad to. Too ale labè, taman, landè to gagu di dalan ayé. 
MAT.8.29	Tadè ale mkit, manla, “E Ngà Dwata, dét i kibòam gami? Keng yé duenam salu dini du falnayamam gami balù là fa kel i bangmi maflayam.” 
MAT.8.30	Na là too mawag déé, nun dee dad sdè mateb. 
MAT.8.31	Na fakdo dad busaw, manla, “Ku falwàam gami, dekam gami fusuk di dad sdè.” 
MAT.8.32	Na man Dyisas di dale, “Mdà gamu.” Taman lamwà i dad busaw di dad lagi ayé, na fles ale fusuk di dad sdè, na mti milah i dad sdè flasok di bilil, na tatek ale di lanaw, na sdulê ale mlimas. 
MAT.8.33	Milah i dad to mifat i dad sdè ayé salu di lunsud, na tulenla i kdee na i ta mkel di dad lagi nun busaw. 
MAT.8.34	Na i kdee dad to mdà di lunsud ayé, salu ale ditù di ku Dyisas. Na kitela kenen, fakdo ale du fye tnagakan i banwela.
MAT.9.1	Di satu du, lê smakay ale Dyisas di aweng, na nifalla i bong lanaw ayé, na salu ale di banwe gumdàan. 
MAT.9.2	Na nun dad lagi kel déé, na nun nebela satu to là galyakan i lawehan, milè di igeman. Na kanto teen Dyisas i bong ksalig i dad to mebe dun, manan di to ayé, “E Tò, fan-galam i nawam. Ta magfasinsya nan dad salàam.” 
MAT.9.3	Na nun dad to tamdò dad uldin Dwata fagu di ku Mosis déé. Na di kman Dyisas ayé, yé mnè di fandamla, “Ta nladan i kdatah Dwata.” 
MAT.9.4	Na gadè Dyisas i mnè di fandamla. Na yé duenam man, manan di dale, “Kan ku baling sasè i mnè di fandamyu? 
MAT.9.5	Man nawayu ku landè glalgu fmasinsya salà i to ani? Bay yé too ilè na nun glalgu ku ta man-gu di kenen, ‘Mték ge na magu ge,’ na gagu kenen. 
MAT.9.6	Na yé kayègu ku gadèyu na do, dunan i dnagit Ngà To, nun glalgu dini di tah tanà fmasinsya salà.” Na kafnge Dyisas man ayé di dale, ta talù di to là galyak, na manan, “Mték ge, nwèam i gumilèam, na mulê ge.” 
MAT.9.7	Na tadè tadag i to ayé na mulê. 
MAT.9.8	Kanto teen i kdee dad to i nimò Dyisas ayé, too ale likò na dnayenla i Dwata du mdà di kablén gnagan salngad ani di satu to.
MAT.9.9	Na lê mdà ale Dyisas, na ligòla magu, nun teenan satu lagi, yé dagitan Matyu. Déé kenen di gutalbahò i dad to gal mwè bayad i buhis du yé sén i knalaman nimò. Na man Dyisas di kenen, “Magin ge do.” Na ta tadag Matyu, na fles magin ku Dyisas. 
MAT.9.10	Na kmaan ale Dyisas di gumnè Matyu. Na di ligòla kmaan, lê nun kel déé dademe dad to gal mwè bayad i buhis na i dademe dad to gal lmafà i uldin Dwata, na kmaan ale di saféd Dyisas. 
MAT.9.11	Na lê nun dad Farisi déé, na kantola teen ayé, snalekla i dad to gal tdò Dyisas, manla, “Kan ku kmaan i to tamdò gamu di saféd i dad to gal mwè bayad i buhis na i dademe dad to lmafà i uldin Dwata?” 
MAT.9.12	Na linge Dyisas i manla ayé, na manan, “I to fandas, nun gukmamun i to mulung. Bay i to landè fdasan, landè gukmamun i to mulung. 
MAT.9.13	Na tooyu fandam i gumtatek i man ani di Tnalù i Dwata, ‘Ise ku yé toogu knayè i kabléyu dad dsù, bay yé kayègu i kasakdoyu.’ Ise ku i dad to tluh i fanngabalgu, bay yé fanngabalgu i dad to gamsalà.”
MAT.9.14	Na nun dad to gal tdò Dyan Gal Munyag, salu ale di ku Dyisas, na smalek ale, manla, “Kan ku là fwasa i dad to galam tdò? Bay gami na i dad Farisi, gal gami fwasa.” 
MAT.9.15	Na tmimel Dyisas fagu di fléd, manan, “Ku fkahta di dad to nlak magin samsong, là mlidù ale ku sana kdéé di safédla i lagi sansong. Bay nun du kadang ku ta là dini di safédla i lagi sansong ani, na yé klola fwasa.
MAT.9.16	“Là fakay klafang i falami falnas di labi klaweh ta baltok du ku saksang i klafang ayé, na ta baling bong i kasêan. 
MAT.9.17	Na là fakay kah di lam i labi kulit i falami binu, du keng btù i kulit na malmo i binu na lê man i kulit. Yé duenam man, yé gumkah i falami binu di falami kulit.”
MAT.9.18	Di lam Dyisas talù, nun fdadong di kenen satu ulu di gumnè gal gustifun i dad Dyu. Na kanto kel déé, lkuad kenen di muna Dyisas, manan, “Falami mati i ngàgu libun. Beg ge magin do, na nagotam kenen du fye mték.” 
MAT.9.19	Na tadag Dyisas du magin, na lê man dad to galan tdò.
MAT.9.20	Na di kagula, nun satu libun déé ta sfalò lwe fali klon sigi maloh i litèan. Fdadong kenen di kagol Dyisas, na nagotan kilil i saulan, 
MAT.9.21	du yé fandaman, “Ku logu gagot i saulan, mgulê agu.” 
MAT.9.22	Na di kagotan i saul Dyisas, kmangél Dyisas, na manan dun, “Fan-galam i nawam. Ta mgulê ge du mdà di nun kaftoom di do.” Na di kman Dyisas ayé, tadè mgulê i libun ayé.
MAT.9.23	Na kanto kel ale Dyisas di gumnè Dyairus, dunan i ulu di gumnè gal gustifun i dad Dyu, fusuk kenen, na teenan i dad to salmali gal magin di kalbang, na i dademe dad to mugak mdà di klidùla. 
MAT.9.24	Na manan di dale, “Lamwà gamu. Là sa mati i ngà ani, bay lo kudang.” Na balingla kenen nadoy. 
MAT.9.25	Kanto lamwà dad to, fles Dyisas fusuk di snifil gumilè i ngà ayé klon magot i sigalan, na tadè mték i ngà. 
MAT.9.26	Na too mbel i santulen gablà di nimò Dyisas di kabal i banwe ayé.
MAT.9.27	Fles ale Dyisas magu mdà di banwe ayé. Na di kagula, nun lwe lagi butè tmadol ku Dyisas, manla, “E bel Dabid, begam gami kando.” 
MAT.9.28	Na kanto fusuk ale Dyisas di satu gumnè, lê magin i lwe butè ayé. Na snalekan ale, manan, “Ftoo gamu kè na gaganta gamu fan-gulê?” Na tmimel ale, manla, “Hee, Amu.” 
MAT.9.29	Na nagotan i dad matala, na manan, “Mgulê gamu du mdà di kaftooyu.” 
MAT.9.30	Na mdà déé, ta mite ale. Bay too falnau Dyisas ale, manan, “Là fakay ku tulenyu ani di balù simto dun.” 
MAT.9.31	Bay knèan, baling ale magu di kabal i banwe ayé du tulenla i ta mkel di dale.
MAT.9.32	Na di ta kdà i dad lagi ayé, lê nun dademe dad to kel du nun nebela di ku Dyisas satu lagi umu du mdà di knè i busaw di kenen. 
MAT.9.33	Na kafnge Dyisas falwà i busaw ayé, ta gtalù i to ayé. Na too tikeng i kdee dad to, na manla, “Landè fa lmento teen gambet ani di kabal i banwe Israél.” 
MAT.9.34	Bay talù i dad Farisi, manla, “Yé mlé kenen glal falwà dad busaw dunan i gumdatah i dad busaw.”
MAT.9.35	Na magu Dyisas di kdee dad syudad na dad malnak banwe du tamdò kenen di dad gumnè galla gustifun. Yé tdòan i Fye Tulen gablà di Kagot Dwata, na fan-gulêan i kdee dad to di dad sahal tdukla. 
MAT.9.36	Na kanton teen i kdee dad to, too sè kakdon dale du too ale maflayam na magakdo ale, na salngad ale i dad bilibili landè to mifat dale. 
MAT.9.37	Na man Dyisas di dad to galan tdò, “Too mabal i kantu, bay kulang i dad to kamtu. 
MAT.9.38	Yé duenam man, mni gamu di Amuto, dunan i mfun i tanà, du fye nun dademe dekan kamtu.”
MAT.10.1	Na tlo Dyisas di safédan i dad sfalò lwe to galan tdò, na banlén ale glal falwà dad busaw mnè di dad to, na famgulê i dad to nun sahal tduk. 
MAT.10.2	Ani dagit i dad sfalò lwe to dekan. Yé tnaninan Simon, dunan i dnagit Piter, na i flanekan Andru, na Dyém na Dyan, dunan i dad ngà Sébidi, 
MAT.10.3	na lê Filip, na Bartolomyu, na Tomas, na Matyu, dunan i satu to gal mwè bayad i buhis, na Dyém, dunan i ngà Alfyus, na Tadyus, 
MAT.10.4	na lê Simon, dunan i msen i banwen, na Dyudas Iskariyot, dunan i baling makal ku Dyisas.
MAT.10.5	Na di kdek Dyisas i dad sfalò lwe to ayé, ani fngewen dale, manan, “Nang gamu salu di dad to ise Dyu na lê man di dad banwe glam di Samarya. 
MAT.10.6	Bay yé gusaluyu di dademeyu Dyu, dunan i bel Israél du salngad ale di dad bilibili ta tlas. 
MAT.10.7	Na di kaguyu, tamdò gamu, manyu, ‘Ta mdadong i Kagot Dwata.’ 
MAT.10.8	Na ani i nimòyu, fan-gulêyu i dad to nun tduk, na ntékyu i dad to mati, na fan-gulêyu i dad to nun fdas mumuh du fye mlaneb i kulitla, na falwàyu i dad busaw. Du ta gamdawat gamu landè bayad, taman lê gamu mlé di landè bayad. 
MAT.10.9	Na nang gamu mebe filak, i baling filak blawen, ku demen filak blawen bukay, ku demen filak tambaga. 
MAT.10.10	Na di kaguyu, nang gamu mebe kuyut, ku demen tugad. Na lo yé nebeyu saul na talumfà i tagnè lsakyu, du i to talbahò, là fakay ku là banlé kenen lubay.
MAT.10.11	“Na ku nè lunsud ku demen tukay banwe gugtadèyu, mngabal gamu to mgafè i mayè dmawat gamu, na déé gufanakyu kel di lêyu kdà. 
MAT.10.12	Ku fusuk gamu di satu gumnè, manyu di mfun gumnè, ‘Mulà moon mnè di gamu i ktanak nawa.’ 
MAT.10.13	Ku dnawatla gamu, mnè di dale i ktanak nawa nebeyu ayé. Bay ku là dnawatla gamu, mulê di gamu i fye manyu ayé. 
MAT.10.14	Na ku là dnawatla gamu na là mayè ale flinge di tdòyu, di ktagakyu i banwe ku demen gumnè ayé, kakesyu i kfung di blìyu. 
MAT.10.15	Na too glut i man-gu di gamu ani, di Du Kukum Dwata i dad to, ku maflayam i dad to di Sodom na Gomora, midul déé fa kaflayam i dad to di banwe ayé.”
MAT.10.16	Na lê talù Dyisas, manan, “Flinge gamu. Dekta gamu salu di dad labè to, du salngad gamu i dad bilibili gbol di dad tuyun. Taman, too gamu fafulung salngad i ulad, na fnunyu ldamyu salngad i abun. 
MAT.10.17	Na too gamu fgeye du kanfèla gamu, na bléla gamu di dad to mukum, na nfasla gamu di lam i dad gumnè gal gustifun. 
MAT.10.18	Na mdà di ksasatuyu di do, ftadagla gamu di muna i dad gubirnador na lê man i dad harì. Yé kadang i kdalanyu tmulen di dale na lê man di dad to ise Dyu gablà di dad nimò Dwata di gamu. 
MAT.10.19	Bay ku kanfèla gamu, nang gamu mlidù ku dét i fye timelyu dale, ku demen i fye kibòyu man dun di dale, du di ktadagyu déé, blé Dwata di gamu i fye timelyu. 
MAT.10.20	Du ise ku mdà di gamu i dad timelyu, bay mdà di Tulus i Màyu Dwata. 
MAT.10.21	Na di dad du ayé, nun dademe dad to, bléla di fati i dad flanekla na dad ngàla. Na i dademe dad ngà, knagolla i dad tuala, na fafatila ale. 
MAT.10.22	Na nang nawa i kdee dad to gamu du mdà di ksasatuyu di do. Bay ku simto i gamtayud kel di gusenan, galwà kenen. 
MAT.10.23	Na kaflingenta dun, ku falnayamla gamu di satu banwe, milah gamu di dademe banwe. Na too glut i man-gu di gamu ani, na là fa galngabyu i kdee dad syudad di Israél, ta kel agu, dunan i dnagit Ngà To.
MAT.10.24	“Mdatah i to tamdò di to tdòan, na mdatah i amu di fasakan. 
MAT.10.25	Yé duenam man, gablà moon ku fye nawa i to tdò ku glalòan i to tamdò kenen. Na i fasak, gablà moon ku fye nawan ku glalòan i amun. Na do sa i Amuyu, na yé katlola do Bélsébul, Taman, too sasè fa i katlola gamu, dunan i dad to nfun-gu.
MAT.10.26	“Na yé duenam man, nang gamu likò di dale. I kdee dad gbuni di mdu ani, nun du kadang teen, na i kdee là gadè di mdu ani, nun du kadang gadè. 
MAT.10.27	Ku dét man-gu di gamu di gukmifuhan, tulenyu di gumalwan, na ku dét i ta lingeyu di gugbunin, tooyu falbong i talùyu di ktulenyu dun di lwà. 
MAT.10.28	Nang gamu likò di dad to, du lo yé gaganla fnati i lawehyu, bay là gaganla falmo i layefyu. Bay yé gablà kalnikòyu i Dwata du gaganan falmo i lawehyu na lê man i layefyu di lanaw lifoh. 
MAT.10.29	Fandamyu kun i dad kalsidaw galla fabli di fadyan. Too tukay i btasla. Bay balù ayé, silang nun tatek di tanà ku faloh i Màyu di langit. 
MAT.10.30	Na gamu dad to, balù i kdee wakyu, ta gse Dwata. 
MAT.10.31	Taman, nang gamu likò du di fandam Dwata, mas mabtas gamu fa di dad kalsidaw.
MAT.10.32	“Ku simto i fgadè dun di kanfe i dad to na do i mfun kenen, lêgu fgadè di kanfe i Màgu di langit na kenen i nfun-gu. 
MAT.10.33	Bay ku simto i là fgadè di kanfe i dad to na kenen i nfun-gu, là lêgu dun fgadè di kanfe i Màgu di langit na kenen i nfun-gu.”
MAT.10.34	Na fadlug Dyisas tamdò, manan, “Na nangyu fandam ku yé duen-gu salu dini di tah tanà ku mebe agu ksasatu nawa. Ise, bay yé nebegu sundang du baling snang nawa i dad to mdà di do. 
MAT.10.35	Mdà di ksalugu dini, i ngà lagi dnuenan màan, na i ngà libun dnuenan yêan, na i libun tmewe, dnuenan tewen libun. 
MAT.10.36	Na yé kadang baling too dmuen i dad to nfun-gu dunan i dad to glam di familyala.
MAT.10.37	“I to kamdo i màan na yêan midul di kakdon do, là gablàan mgimò togu. Na i to kamdo i ngàan lagi ku demen i ngàan libun midul di kakdon do, lê là gablàan mgimò togu. 
MAT.10.38	Na ku nun to là mayè lmifet i kton na tmiang i krusan, lê là gablàan mgimò togu. 
MAT.10.39	Na ku simto kambong nawa i kton, baling lanah i nawan. Bay ku simto mati du mdà di kaginan di do, nun nawan landè sen.
MAT.10.40	“Ku simto i dmawat gamu, lêan agu dnawat. Na ku simto i dmawat do, lêan dnawat i Màgu, dunan i mdek do. 
MAT.10.41	Na ku nun dnawatyu tugad i Dwata du mdà di kdek Dwata kenen, lê nun gdawatyu lubay gablà blé di dad tugad i Dwata. Na ku nun dnawatyu to tluh du mdà di katluhan, lê nun gdawatyu lubay gablà blé di dad to tluh. 
