MAT.1.1	Jesukrístu we̱a̱trí̱ ju̱ áiniawai. Tura ashí naṉkaamas ti uunt we̱a̱t Tawitcha Apraámsha áiniawai. 
MAT.6.19+MAT.6.20	‘Ju̱ nuṉkanmaya̱ kuit ikiauṉkatniuja̱i̱ naṉkaamas nayaimpiniam kuit ikiauṉkata. Jui̱ṉkia kaya̱a̱ yúchakait tura mash meseatsuk. Tura kasasha wayá kasamtsuk. Antsu nayaimpinmaṉka kaya̱a̱sha yuatsui tura mash meseatsui tura kasasha wayá kasamtsui. 
MAT.6.21	Kuítrum ana nui̱ enentáimtustatme. Tuma asam nayaimpiniam ikiauṉkata.’
MAT.6.22	‘Ame jí̱miji̱a̱i̱ tsáapin ami̱i̱n waya̱mniaiti. Tuma asamtai ame ji̱i̱mi péṉkeraitkiuiṉkia ami̱i̱n tsáapin wayá tuke tsáapniiti. 
MAT.6.23	Antsu ame ji̱i̱mi yajauchitkiuiṉkia tsáapin ami̱i̱n waya̱chmin asamtai tuke kiritin átatui. Núnisaṉ yajauchia nu wakerakmeka péṉkera nu ame enentáimi̱i̱n waya̱chmin asamtai tuke kirit ajastatui. Nu kiritcha imiá yajauchiti.’
MAT.6.24	‘Shuar jimiará úuntri̱n umirkatniun tujintiawai. Chikichan wakerak chikichnaka nakitrattawai. Chikichan umiruk chikichnaka umirkashtatui. Núnisaṉ átumka Yussha kuitcha máimtek enentáimtustin tujinkiattarme.’
MAT.6.25	‘Tuma asamtai tájarme: Wariniak yuataj wariniak umartaj tura wariniak entsartaj tusarum nuke enentáimsairap. Yus iwiaaku átinian amasu asa yurumkancha amaschamniakait. Tura ju̱ aya̱shniasha najana asa entsataincha amaschamniakait. 
MAT.6.26	Chiṉkisha enentáimpratarum. Yakí nanamainiak yurumkan arakmainiatsui. Tura juuk yurumkan ikiuiniatsui. Tuma aiṉ Yus Apa nayaimpiniam pujana nú Yusak áyureatsuk. Atumsha chiṉkia nú naṉkaamaschakaitrum. 
MAT.6.27	Nu arantcha ti enentáimkiumsha ¿nuja̱i̱ tsakartatmek?’ 
MAT.6.28	‘Nuikia ¿urukamtai entsartincha timiá enentáimprum? Iistá, kuku̱jsha takachuitiat tura najanchaitiat 
MAT.6.29	ti shíirmach áiniawai. Yaunchu uunt akupin Sarumúṉ ti shiir iwiarmamniuitiat kuku̱jia tímianchauyayi. 
MAT.6.30	Iis, nupa yamái tsakaawai tura kashin aents tsupikiar jinium epeenawai. Tuma aiṉ Yus ti shiir áentseatsuk. Nuna tura asa atumniasha nú péṉker waitmakchattawak. ¿Urukamtai Yus nekas enentáimtatsrum? 
MAT.6.31+MAT.6.32	Ju̱ nuṉkanam ana nu pachikiairap. Chíkich shuar, Yúsan nékainiatsna nu, wariṉ yuattajⁱ wariṉ umartatajⁱ wariṉ entsartatajⁱ nuna ti pachiiniawai. Tura atumsha tu enentáimsarum weerap. Ame Apa nayaimpiniam pujana nu ame atsumamurmin nékawai. 
MAT.6.33	Tuma asamtai Yusja̱i̱ shiir wekasatin tura Yus akupkamu ana nu umiktin emka enentáimsatarum. Túrakrumniṉkia atsumamurmin Yus suramsattawai. 
MAT.6.34	Kashin átatna nuja̱i̱ itiurchat enentáimsairap. Kashinkia nusháa itiurchatri̱ji̱a̱i̱ tsawa̱rchattawak. Yamái tsawanta ju̱ja̱i̱ máakchakait.’
MAT.7.1	‘Chikicha tunaari̱ ti enentáimtusairap. Núnisaṉ Yus atumí tunaari̱ iirtamsashtatui. 
MAT.7.2	Chíkich wárik sumamtikiatin enentáimkiumniṉkia Yus núnisaṉ sumamtikramattawai. Tura ame chikicha túramuri̱ nekapmarmena nú nekapkaja̱i̱ṉ amincha nekapmarmattawai. 
MAT.7.3	Tuma asamtai ¿itiurtsuk atumi ji̱i̱n numi eṉketna auk íitskesha atumi yachí ji̱i̱n tsuat eṉketusha iyarum? 
MAT.7.4	Ame ji̱i̱mi̱i̱n numi tuke eṉketai̱sha ¿itiurtsuk ame yatsumi ji̱i̱ya̱ tsuátan jurustajme tame? 
MAT.7.5	Ántar shuará, ame yáiṉtaj tákumka emka ame ji̱i̱mi̱i̱n numi eṉketna nu jusata. Nuyá paant iistatme yatsumi ji̱i̱n tsuat eṉketna nu jurustin.’
MAT.7.6	‘Ti shiira nuka yawá súsashtiniaiti. Nuna nakitrar amincha esatmichartimpiash. Kuítrumsha kuchi súsashtiniaiti. Aya najatrachartatuak.’
MAT.7.7	‘Yus seakrumin suramsattawai. E̱a̱krumka wainkiattarme. “Winiajai” tákurmin awa̱intiamattarme. 
MAT.7.8	Seana núnaka suíniawai. E̱a̱na nuka wáiniui. “Winiajai” tuinia núnaka awa̱iniawai.’
MAT.7.9	‘Ame uchiram apatkun seatmakui ¿kayaash súsaintiam? 
MAT.7.10	Tura namakan seatmakui ¿napíash súsaintiam? 
MAT.7.11	Nuikia átum yajauchitirmesha atumi uchirí̱ péṉker ana nu tuke súuchakaitrum. Nuna naṉkaamas nuikia seakrumniṉkia atumi Aparí̱ nayaimpiniam pujana nu péṉker ana nuna suramsashtatuak.’
MAT.7.12	‘Jú̱naka Muisaissha Yúsnan etserniusha akupenawai: “Chíkich ámin túrutatí tusa wakerakmeka amesha núnismek túratá.” Tu akupenawai.’
MAT.7.13+MAT.7.14	‘Waṉkaram jintia awai. Waya̱tniusha yúpichuchiiti. Nui̱sha untsurí̱ wáiniawai. Tura nusha meṉkakatniunam jeawai. Túrasha chíkich jintia awai. Nusha yupikiach asa itiurchataiti. Waya̱tniuri̱sha yupikchiiti. Nui̱ ishichik wáiniawai. Tura nusha iwiaaku pujustinnium jeawai. Tuma asamtai tuke iwiaaku pujustaj tákurmeka yupipitin jintia achiktarum.’
MAT.7.15	‘Aneartarum. Wáitruiniak “Wi Yúsnan étserjai” tuinia nu írunui. Pátatek murikiua áinis yúpichuch áiniawai tura ni enentái̱n nekas úunt-yawa̱ áinis áiniawai. Pátatek shiir chichainiawai tura ni enentái̱n yajauch piakuiti. 
MAT.7.16	Atumsha túramuja̱i̱ nin nekaatniuitrume. Naranmaya̱ shui̱ya júukchamniaiti. ¿Tsachiksha kushiṉkiapen nerektatuak? 
MAT.7.17	Núnisaṉ péṉker numia nu tuke péṉkeran nereatsuk. Tura yajauch numia nu yajauchin nereatsuk. 
MAT.7.18	Péṉker numi yajauchin nereatsui. Núnisaṉ yajauch numi péṉkeran nereatsui. 
MAT.7.19	Yajauch numi ajakar tsupirar jinium apeashtinkiait. 
MAT.7.20	Tuma asamtai wáitrin ainia nuka túramuja̱i̱ nekanattawai.’
MAT.7.21	‘Aya winia Apar nayaimpiniam pujana nuna wakeramuri̱n umirin ainia nuke Yus akupeamunam pachiinkiartatui. Chíkichka “Uuntá, Uuntá” turutainiayat nayaimpiniam jeachartatui. 
MAT.7.22	Amuukatin tsawant jeamtai untsurí̱ turutiartatui “Uuntá, Uuntá, ame náaram pachisar ashí nuṉkanam etserkachmakajⁱ. Ame náarmesha pachisar yajauch wakancha ji̱i̱ki akupkamji. Tura ame náaram pachisar aentsti tujintiamu túramji” turutiartatui. 
MAT.7.23	Nui̱ chichainiakui “Werumtarum. Peṉke nékachuitjiarme. Aya yajauchitrume” títiatjai.’
MAT.7.24	‘Shuar winia chichamprun antuk umirkaṉka nu shuar ti péṉker enentáimniuiti. Niisha ju̱ shuarja̱i̱ métekete. Je̱a̱ jeamuk kayanam ukurmai. 
MAT.7.25	Tura yumi ti yutuk entsa nujaṉkruamai tura nase ti kakaram umpuimiai. Túmaiṉ pukukachmai ni ukurmari̱ kayanam ukuamu asamtai. 
MAT.7.26	Tura shuar winia chichamprun antuk umirtukchaṉka ju̱ shuara núnisaṉ enentáimchaiti. Je̱a̱ jeamuk náikminiam ukurmai. 
MAT.7.27	Tura yumi yutuk entsa nujaṉkruamai tura nase ti kakaram umpuimiai. Túmakui je̱a̱ mash saanaki iniaamai” tímiayi Jesus.
MAT.7.28	Jesus nuna tinia amukmatai ashí shuar ti enentáimprarmiayi. 
MAT.7.29	“Yusa kakarmari̱ji̱a̱i̱ unuitiamtsujik. Israer-shuara jintinniuri̱nkia núnis unuiniainiatsui” tiarmiayi.
MAT.8.1	Jesus muraya̱ támatai untsurí̱ shuar Nin nemariarmiayi. 
MAT.8.2	Nui̱ shuar tunamaru Jesusan jearin tikishmatramiayi. Tura tímiayi “Uuntá, wakerakmeka tsuáramniaitme.”
MAT.8.3	Tutai Jesus uwejé̱ja̱i̱ antiṉ “Wakerajai. Péṉker ajasta” tímiayi. Tutai tunamaru ni tunamarmari̱ péṉker ajasmiayi. 
MAT.8.4	Tura Jesus tímiayi “Pai, peṉké etserkaip. Áyatik Israer-patri̱ iniakmamsam Muisais timia nu susata ashí shuar nekaawarti tusam.”
MAT.8.5	Jesus Kapernáum péprunam waya̱mtai apachi suntara kapitiántri̱ Nin tarimiayi. 
MAT.8.6	“Uuntá, tímiayi. Winia uchir tampemaru je̱á tepes ti wait ajáa tepawai” tímiayi.
MAT.8.7	Jesussha “Ayu, winin tsuartajai” tímiayi.
MAT.8.8	Tutai kapitián tímiayi “Uuntá, Ame ti naṉkaamaku asam winia je̱a̱ruí̱ waya̱chminiaitme. Áyatik “Péṉker ajástí” tákumin winia uchir péṉker ajatrustatui. 
MAT.8.9	Iista, winiasha akuptuiniatsuk tura wisha suntaran akupenatsjak. Ju̱na “Wetá” takui wéawai. Tura chikichnasha “Winitiá” tutai winiawai. Tura takartinian “Ju̱ túratá” tutai umíawai.”
MAT.8.10	Kapitián nuna tutai Jesus ti enentáimiuk Nin nemarainian tímiayi “Nekasan tájarme, Israer-shuar Yúsan tímiatrus enentáimtin atsawai. 
MAT.8.11	Maa, yajaya̱ untsurí̱ shuar Yus akupeana nui̱ jeawar Apraámja̱i̱sha Isakja̱i̱sha Jakupja̱i̱sha iruntrar yurumáwartatui. 
MAT.8.12	Tura Israer-shuar Yúsnum jeamnia áiniayat a̱a̱ kiritniunam ajapnawartatui. Nui̱ ti úutin tura ti wáitsatin átatui.”
MAT.8.13	Nuyá Jesus kapitiánin chicharuk “Je̱e̱mi̱i̱n waketkitia. Nekas enentáimtusu asakmin uchiram péṉker ajatramsattawai” tímiayi. Túramtai ni uchirí̱ nu chichamtaik péṉker ajatsamiayi.
MAT.8.14	Jesus Pitru je̱e̱n we Pitru tsatsari̱n tsuemuja̱i̱ jaa tepan wáinkiamiayi. 
MAT.8.15	Tura ni uwejé̱n antiṉmatai tsuemun michatramiayi. Tura nuwa̱ nantakin ashí ajamsarmiayi.
MAT.8.16	Kashi ajasmatai yajauch wakantrukarun Jesusan itiariarmiayi. Tura nu yajauch wakanin chikichík chichamja̱i̱ chicharas ji̱i̱ki akupiarmiayi. Ashí jáiniancha tsuárarmiayi. 
MAT.8.17	Yúsnan etserin Isayas “Ii pimpirmari̱ncha ii suṉkuri̱ncha jurutramkimiaji” yaunchu timia nu uminkiati tusa nu túrunamiayi.
MAT.8.18	Shuar untsurí̱ Jesusan káutkarmatai “Entsa amain katiṉtai” tímiayi.
MAT.8.19	Nui̱ Israer-shuara jintinniuri̱ Jesusan tarí tímiayi “Uuntá, Ámin páchitsuk nemarsatniun wakerajme.”
MAT.8.20	Tutai Jesus tímiayi “Kujanchmasha ni wa̱a̱ri̱n takaktsuk. Chiṉkisha pasuṉke̱n takaktsuk. Tura Wi Yúsnumia̱itiatan tepestiniur atsawai.”
MAT.8.21	Nin nemarniusha tímiayi “Uunta, emka winia aparun iwiarsan ikiuuttajai.”
MAT.8.22	Tura Jesus “Nemartusta, tímiayi. Wakannium jaka ainia nu jakan iwiarsarti” tímiayi.
MAT.8.23	Nuyá Jesus ni unuiniamuri̱ji̱a̱i̱ uunt kanunam eṉkemámiayi. 
MAT.8.24	Nui̱ nase̱ ti kakaram umpuimtai antumiaṉ ti tamparintin ajasmiayi. Tura entsa kanunam yaráná piákmiayi. Tuma aiṉ Jesus kanunam kanar tepemiayi. 
MAT.8.25	Nuyá ni unuiniamuri̱ ku̱rashim Jesusan ishintiarar tiarmiayi “Uuntá, waya̱ji. Kakaram ajachkumniṉkia jakattaji.”
MAT.8.26	Jesus tímiayi “¿Urukamtai timiá ashamarum, Yus enentáimtutskesha?” Nuyá wajaki nase̱ncha entsancha chicharkamiayi. Tutai mash miaaku ajasmiayi. 
MAT.8.27	Nuna íisar ni unuiniamuri̱ ti enentáimsarmiayi. Tura tiarmiayi “Ju̱sha ¿warí áentsuit? Nase̱sha entsasha Nin umirainiatsuk” tiarmiayi.
MAT.8.28	Nuyá Jesus entsá amaini katiṉ Jatara nuṉkanam jeamiayi. Nui̱ jimiará shuar yajauch wakantruku tuke iwiartainium pujú Jesusan tariarmiayi. Mai yajauch wakantruku ásar ti kajen ármiayi. Tuma asamtai shuar nu jintianam naṉkaamachu ármiayi. 
MAT.8.29	Niisha Jesusan wáinkiar kakantar tiarmiayi “¿Warí pujuram iiji̱a̱i̱, Jesusá, Yusa Uchirí̱a. Tsawant jeatsa̱i̱ṉ in amukratkataj tusamek taum?” tiarmiayi. 
MAT.8.30	Nui̱ arant kuchi untsurí shushuṉmak yujaarmiayi. 
MAT.8.31	Yajauch wakancha Jesusan seainiak “Ji̱i̱ki akupkartakmeka kuchíniam waya̱tin tsaṉkatkartukta” tiarmiayi.
MAT.8.32	Tutai Jesus “Pai, wetarum’ tímiayi. Yajauch wakancha shuara enentái̱ya̱ jíinkiar kuchiniam eṉkemáwarmiayi. Túramtai kuchi wáurkiar arau̱ utsanamiayi. Nuyá entsá iniaṉkar jakerarmiayi.
MAT.8.33	Kuchí wáinniusha nuna ashamkar péprunam tseke̱ wéarmiayi. Nui̱ jeawar ashí túrunamun etserkarmiayi. Yajauch wakantrukun péṉker ajasmancha etserkarmiayi. 
MAT.8.34	Nuyá ashí nú peprunmaya̱ shuar Jesusan iṉkiuṉtai tusar ashinkiarmiayi. Tura iṉkiuṉkar ni nuṉke̱ya̱ waketkiti tusar seawarmiayi.
MAT.9.1	Nuyá Jesus kanunam eṉkemar antumiaṉ amaini katiṉmiayi. Tura nui̱ ni pépruri̱n Kapernáumnum jeamiayi. 
MAT.9.2	Nui̱ jeamtai shuar emearu jaan patak yanakin ejeetiarmiayi. “Tsuártatui” nekas tu enentáimtuinia ásarmatai Jesus jaan tímiayi “Uchirú, kakaram ajasta. Ashí ame tunaarum tsaṉkuramuiti.”
MAT.9.3	Takui Israer-shuara jintinniuri̱ yajauch enentáimprar “Ju̱ka Yúsan ti yajauch chicharui” tiarmiayi.
MAT.9.4	Tu enentáimainian Jesus nekáa tiarmiayi “¿Urukamtai imiá yajauch enentáimprum. 
MAT.9.5	Tua imiá yúpichuchit. Shuara tunaari̱n tsaṉkuratin yúpichuchikiait. Tura emearun “Nantakim wekasata” títin yúpichuchikiait? 
MAT.9.6	Wi Aents Ajasua núchakaitiaj. Ju̱ nuṉkanam Wi tunaan asakátratniuitjai. Wátsek, nu nekaatarum tusan ju̱na iniakmastatjai.” Nuna tinia emearun “Wajaktia, tepetairam jukim je̱e̱mi̱i̱n wetá” tímiayi. 
MAT.9.7	Tutai emearu tsuámar nantaki ni je̱e̱n wémiayi. 
MAT.9.8	Tura nuna ashí aents wáinkiar Yus kakarman shuáran susa asamtai ashamkar Yúsan shiir enentáimtusarmiayi.
MAT.9.9	Nuyá Jesus wémiayi. Nui̱ wesa Mateun kuit júutainium pujan wáiniak “Nemartusta” tímiayi. Tutai Mateu nuna ikiuak Jesusan nemarmiayi.
MAT.9.10	Nú ukunmasha Mateu je̱e̱n yurumuk puja̱i̱ yajauch armia nu Israer-shuar untsurí̱ káunkar Jesusa unuiniamuri̱ji̱a̱i̱ irunar yurumiarmiayi. 
MAT.9.11	Pariséusha nuna íisar Jesusa unuiniamuri̱n aniasarmiayi “¿Urukamtia atumí Uuntri̱ kuitia achinja̱i̱sha tunaarinniuja̱i̱sha irunar yuruma?”
MAT.9.12	Tura Jesus nuna antuk tímiayi “Péṉker ainia nuka tsuákratniun atsumainiatsui. Antsu jainia nu tsuákratniun atsumainiawai. 
MAT.9.13	Werum ju̱ aarma unuimiutarum:
MAT.9.13	“Murik maam Winia surusum nuja̱i̱ “máakete” tátsujai. Antsu waitneṉkartutain wakerajai,” Yus-Papinium tu áarmaiti.
MAT.9.13	Wikia “péṉkeraitjai” tuínian untsuktaj tusan táchaitjai. Antsu tunáa shuar ni enentái̱n yapaji̱áwarat tusan táwitjai” tímiayi.
MAT.9.14	Nuyá imiakratin Juaṉka unuiniamuri̱ Jesusan tariar aniasarmiayi. “¿Urukamtai iikia tura Pariséusha ijiarmajⁱ tura ame unuiniamurmeka ijiarmainiatsu?” tiarmiayi.
MAT.9.15	Jesus aya̱k tímiayi “Nuatma nampernum ipiaamu ainia nu ¿ajakra uutu waya̱mniakait? Yamái-nuatu pujakui úutchamin áiniawai. Núnisaṉ Wi pujakui ijiarmashtin áiniawai. Tura tsawant jeattawai nuatua áintsan Wi junaktatjai. Antsu nui̱kia ijiarmawartatui’ tímiayi. 
MAT.9.16	‘Mamuru pushí jaanakmatai yamaram tarach anujtukchatniuiti. Túramka nijiam yamaram tarach sumpeak mamushan chiṉkiá nuna naṉkaamas ja̱a̱ktatui. 
MAT.9.17	Nijiamanch yamái nawar nuap najanamu arutnum yaraachminiaiti. Túramka karíak nuap najanamun ijiakratniuiti, nijiamchisha ukaratniuiti, tura nuap najanamusha yajauch ajastiniaiti. Antsu yamaram nijiamanch yamaram nuap najanamunam yaraatniuiti. Nu túramka nijiamchisha nuap najanamusha mai péṉker ártatui.”
MAT.9.18	Jesus nuna ta̱i̱ Israer-shuara uuntri̱ Jesusan tarí tikishmatar tímiayi “Winia nawantur jarutkayi, tura Ame winim ewejmiji̱a̱i̱ antintrukakminkia ataksha nantaktiatui.” 
MAT.9.19	Tutai Jesus ni unuiniamuri̱ji̱a̱i̱ wajakiar niiji̱a̱i̱ wearmiayi.
MAT.9.20	Tura jintiá weenai̱ nuwa̱ tuse (12) uwitin numpá ájapeak wáitias pujú asa Jesusa ukurini̱ amainiaṉ ni pushiri̱n antiṉmiayi. 
MAT.9.21	“Áyatik ni pushiri̱n antiṉnaka péṉker ajastatjai” tu enentaimpramiayi. 
MAT.9.22	Nuna nekáa Jesus ayantar nuwa̱n tímiayi “Shiir enentáimprata, nawantru. Yus shiir enentáimtusu asam péṉker ajasume.” Nu chichamtaik ni jáamuri̱ péṉker ajasmiayi.
MAT.9.23	Nuyá Jesus uunta je̱e̱n jeamiayi. Tura nui̱ charaatum ajainiancha tura jakan iwiarsatai tusar péeman umpuiniancha wáiniak 
MAT.9.24	tímiayi “A̱a̱ jíintratarum. Nuwa̱chikia jákachai antsu aya kanarai.” Peṉké jakan nékayat túratta nuna neka asa “aya kanarai” tímiayi. Takui aents Nin wishikrarmiayi. 
MAT.9.25	Tura nuna ashí ji̱i̱r Jesus je̱á wayá nuwa̱chin uwejnum achik iniantkimiayi. Túram nantakmiayi. 
MAT.9.26	Nu túramu ashí nu nuṉkanam etsernarmiayi.
MAT.9.27	Nuyá Jesus wéakui jimiará shuar ji̱i̱ kusuru untsumki weriarmiayi. “Uuntá, ii Uuntri̱ Tawit ame weatrum asamtai in waitneṉkarturta” tiarmiayi. 
MAT.9.28	Jesus je̱á waya̱mtai ji̱i̱ kusuru tariarmiayi.
MAT.9.28	Tura Jesus aniasar “¿Ju̱na túramniaiti túrutrumek?” tímiayi.
MAT.9.28	Niisha “Ee, Uunta” tiarmiayi.
MAT.9.29	Tuíniakui Jesus ni ji̱i̱n antinkiar tímiayi “Átum nekas enentáimtarmena núnisaṉ túrunati.” 
MAT.9.30	Nuja̱i̱ ji̱i̱ péṉker ajasarmiayi. Nuyá Jesus “Etserkairap. Shuar peṉké nekáwara̱i̱ṉ” tímiayi. 
MAT.9.31	Támaitiat jíinkiar Jesus túramun ashí nu nuṉkanam etserkarmiayi.
MAT.9.32	Nuyá wenai̱ shuar yajauch wakantruku chichachun Jesusan itiariarmiayi. 
MAT.9.33	Tura Jesus yajauch wakanin ji̱i̱ki awemamtai nu chichachu chichakmiayi. Ashí nuna íisar ti enentáimprarmiayi. Tura tiarmiayi “Yáunchusha Israer nuṉkanam ju̱ja̱i̱ métek túramu peṉké atsuwiti.” 
MAT.9.34	Antsu Pariséuka yajauch enentáimtuiniak tiarmiayi “Nu shuar iwianchi uuntri̱ kakarmari̱ji̱a̱i̱ yajauch wakanin ji̱i̱ki akupeawai.”
MAT.9.35	Jesus ashí péprunam we ni iruntairi̱n wayá “Yus akupeana nui̱ eṉkemátarum” tu etsermiayi. Tura ashí náṉkamas suṉkurja̱i̱ jáiniancha tsuármiayi. 
MAT.9.36	Shuaran íisar murik wáinchatia núnis pimpikiar tura kúntuts pujuinia asamtai waitnentrarmiayi. 
MAT.9.37+MAT.9.38	Nuyá ni unuiniamuri̱n tímiayi “Ju̱ aents Yus-Chicham ujaktiniaitji Yus-shuar ajasarat tusar. Nu takat ti núkap awai tura takarin ishichik áiniawai. Nu takatka júuktinia áintsaṉkete. Júuktin tsawant jeamtai takau táasmatai takamtikin ujaktin átsuk takaun akupkat tusa. Atumsha núnisrumek Yus seatarum ni shuari̱n akupak áentsun júukarat tusarum.”
MAT.10.1	Nuyá Jesus tuse (12) unuiniamuri̱n achik Yusa kakarmari̱n súsarmiayi yajauch wakanin shuara enentái̱ya̱ ji̱i̱ki akupkatniun. Núnisaṉ ashí suṉkurja̱i̱ jáinian tsuárartinian susamiayi.
MAT.10.2	Ju̱ áiniawai Jesus tuse (12) unuiniamuri̱n achikiarmia nu: Emka Semuṉ núnisaṉ Pitru náartiniuyayi. Nuyá ni yachi̱ Antres. Nuyá nuámtak yáchintin Jakupusha Juaṉsha, Sepetéu uchirí̱ armia nu. 
MAT.10.3	Nuyá Jiripi, Parturumí, Tumas, Mateu. Mateusha kuítian achiniuyayi. Arpeu uchirí̱ Jakupusha. Ripíu núnisaṉ Tateu náartiniuyayi. 
MAT.10.4	Ásumpⁱ Semuṉsha nuyá Jútas Iskariúti Jesusan ukunam surukmia nu. Nu tuse (12) achikma ármiayi.
MAT.10.5	Nu tuse (12) unuiniamuri̱n Jesus jú̱nis chicharak akupkarmiayi. “Israer-shuarcha matsatmanum weerap. Samaria nuṉkanam péprunam weerap. 
MAT.10.6	Antsu Israer-shuar murikiua áinis Yusai̱ya̱ wáakaru ainia nu weritiarum. 
MAT.10.7	“Tsawant ishichik ajasai Yus jú̱ nuṉkanam akupin ajastin” tu etserki wetarum. 
MAT.10.8	Tunamarusha chíkich suṉkurja̱i̱ jainia nusha tsuartarum. Jakasha iniantkitiarum. Yajauch wakancha shuara enentái̱ya̱ ji̱i̱ki awematarum. Nu túratin kuítchaja̱i̱ kakaram susamuitrume, tuma asamtai atumsha ashí ántrarmek túratarum.’
MAT.10.9	‘Kurisha ashí kuitcha jukiirap. 
MAT.10.10	U̱yuncha jukiirap. Sapatcha tura ushukrustincha jukiirap. Antsu chikichik pushí jukitiarum. Takau asakrumin yurumkan ajampramsartin áiniawai.’
MAT.10.11	‘Péprunam jearmesha péṉker shuar wáinkiarum nui̱ waya̱rum tuke nuiṉ pujustarum. 
MAT.10.12	Nu je̱a̱nam waya̱msha “Ju̱ je̱a̱ shiir atí” titiá. 
MAT.10.13	Nekas péṉker shuaraitkiuṉka shiir ajasarti. Antsu nu shuar péṉker itiarmachkuṉka shiir ajascharti. 
MAT.10.14	Tura náṉkamsaṉ atumin awa̱intiamainiachkuiṉkia anturtamainiachkuiṉkia nuyá jíinkitiarum. Nu shuar yajauch ásarmatai jíinkirum atumí nawe̱ya̱ nuṉka japimiarum ikiuktiarum. Ni tunaari̱ aents nekaawarat tusarum túratarum. 
MAT.10.15	Nu shuaran nekapsatin tsawant jeamtai Yus asutiáshtatuak. Sutum péprunmaya̱ shuara naṉkaamas Kumura péprunmaya̱ shuarnasha naṉkaamas Yus asutiáttawai nu shuaran’ tímiayi.
MAT.10.16	‘Aneartarum. Wisha murik yawa̱num akupkatniua áintsanak akupeajrume. Tuma asamtai shiir nawamkartin áyatrum aneartarum. 
MAT.10.17	Yajauch shuarja̱i̱ aneartarum. Akupniunam juramkiartatui. Israer-shuar iruntainiam asutiamawartatui. 
MAT.10.18	Wíi shuar asakrumin uuntnumsha tura nuyá akupniunmasha juramkiartatui. Núnisrum akupniuncha tura Israer-shuarchancha winia chichamur ujaktatrume. 
MAT.10.19	Tura akupniunam surutmakakrumnisha wariniak títiaj tu enentáimprairap. Nui̱ uuntja̱i̱ chichaakrumin Yus títinian jintintramattarme. 
MAT.10.20	Nuiṉkia átum enentáimmiaja̱i̱ chichaschattarme antsu atumí Apari̱ Yusa Wakaní̱ atumin chichamtikramsattarme.’
MAT.10.21	‘Shuar ni yachi̱ncha máawarti tusa suruktatui. Apasha ni uchirí̱n surukartatui. Uchisha ni aparí̱n máawarti tusa surukartatui. 
MAT.10.22	Tura Wíi shuar asakrumin mash muíjramkartatui. Tura tuke katsuntea nu uwemprattawai. 
MAT.10.23	Chikichik péprunam yajauch awajtamainiakui chíkich péprunam pisartarum. Wi Aents Ajasuitjai. Tuma asan nekasan tájarme, átum Israer-shuar mashi ujatsrumniṉ wantinkiattajai.’
MAT.10.24	‘Unuiniamuka nin unuiniana nuna naṉkaamaschaiti. Takarniusha ni uuntri̱ naṉkaamaschaiti. 
MAT.10.25	Unuiniamuka nin unuinia nuja̱i̱ métek ajaska maak. Takarniusha ni úuntri̱ji̱a̱i̱ métek ajaska maak. Wátsek, Winia atumí úuntri̱n “Iwianchi uuntri̱” túrutainiakui atumniasha nuna naṉkaamas yajauch turamtatui.’
MAT.10.26	‘Tuma asamtai aentska ashamkairap. Ashí u̱u̱kma nu paant nekanattawai. 
MAT.10.27	Ishishmasan kiritniunam ujaajrumna nu, tsawái̱ kakantrarum etserkatarum. 
MAT.10.28	Aya aya̱shin main ainia nu ashamkairap. Wakanin máachmin áiniawai. Antsu wakanniasha aya̱shniasha mai jinium emesramnia asamtai Yus ashamkatarum.’
MAT.10.29	‘Jimiará chiṉki peṉké ishichik kuitja̱i̱ surukmin áiniawai. Túmaitiat Yus tsaṉkateachkuiṉkia nuṉká jaka iniainiatsui. 
MAT.10.30	Ame intiashmisha mash nekapmarmaiti. 
MAT.10.31	Nu asamtai jákatin ashamkairap. Yusja̱i̱ átumka ti untsurí̱ chiṉkiji̱a̱i̱ naṉkaamas péṉkerchakaitrum.’
MAT.10.32	‘Ashí shuar ashí íimiainiaiṉ Winia natsantruiniatsna núnaka Winia Apar yakí nayaimpiniam pujana nui̱ natsantrashtatjai. 
MAT.10.33	Antsu shuar íimiainiai̱ṉ Winia natsantra núnaka Wisha yakí nayaimpiniam winia Apar pujana nui̱ natsantrattajai.’
MAT.10.34	‘Ashí shuar nawamnaikiar shiir pujusarat tusan ju̱ nuṉkanam táchaitjai. Nuna túrat tusarum enentáimturairap. Antsu wi tamaaja̱i̱ shuar péṉker ajasarmatai yajauch shuar nin nakitrartatui. 
MAT.10.35	Shuar ni aparí̱n nakitrattawai. Nuwa̱sha nukurí̱n nakitrattawai. Najatí̱sha tsatsarí̱n nakitrattawai. 
MAT.10.36	Tuma asa shuar ni shuari̱ji̱a̱i̱ nemasrintin ártatui.’
MAT.10.37	‘Shuar ni aparí̱ncha nukurí̱ncha Wiji̱a̱i̱ naṉkaamas aneakka Wíi shuar áchamniaiti. Núnisaṉ ni uchirí̱ncha nawantri̱ncha naṉkaamas aneakka Wíi shuar áchamniaiti. 
MAT.10.38	Tura ashí wáitsatniun surimiatsuk ni krúsri̱n yanaki jukí nemartachkuṉka Wíi shuar áchamniaiti. 
