GEN.1.1	Jatíbi peokoonontianra, Diossen nai itan mai jonia iki.
GEN.7.21	Jaskatax, jatíbi nato main jaa joniboyabi, noyaibo, ináati itan ináatima yoinabo, main norex iki niaiboribi mawáti keyokana iki.
GEN.7.22	Jatíbi nato mainmea jiriabo, jiria ixon joinnaibo mawati keyota iki.
GEN.7.23	Noé betan wapóronin ikábobichoresa, jiria banékana iki; ja jain iamaabora mawati keyokana iki: jonibo, inaati yoinabo, noyaibo, jainoax main norex iki niaibora keyota iki;
GEN.7.24	pacha pichika chonka nete kamanra, jenen ewan mai mapoa iki.
GEN.8.1	Jatianra Diossen Noé shinanna iki, jatíbi ja wapóro meran jabé iká yoinaboyabi. Nato mai payannon ixonra niwe bemaa iki, jatianra moa jene tsosini peokota iki;
GEN.8.2	aniparo xaman iká, jan jene jokonai ani kinibora moa xepota iki, jainoax naiorikea jene tewana ani xepótiboribira moa xepota iki. Oi beira moa jeneta iki,
GEN.8.3	jatianra jainmashoko jene tsosinpaketa iki. Moa pacha pichika chonka nete senenketianra, moa tsosinpakebiresa iki,
GEN.8.4	jatianra ja baritia kanchis oxeya iketian, jawen chonka kanchis neten, ja Ararathainoa manan maxkaten ja wapóro rakata iki.
GEN.8.5	Ja baritia chonka oxeya iketian, jawen reken netenra ja jene tsosinkaresa iki, jatianra ani manan keyábo moa pikota oinkana iki.
GEN.8.6	Chosko chonka nete, jenen ewa winota pekáora, Noekan jawen wapóro ventana kepena iki,
GEN.8.7	jatianra wiso nawashian keská cuervo raana iki; raana kaax noyai mayaaketanax joríbaa iki, mai manxanamapari iketian.
GEN.8.8	Cuervo ranhibata pekáora, mai tsosina onankaskin Noekan xotó raana iki;
GEN.8.9	ikaxbira ja xotó wapóroain joríbaa iki, jain yakátira jaweranobi nokoyamaa iki, maira jenen mapoapari iká iki. Jaskatax xotó joáitianra jawen meken pikoxon yatanxon, Noekan wapóro meran jikimaa iki.
GEN.8.10	Noéra kanchis nete manata iki, jatianra jakiribi xotó raana iki.
GEN.8.11	Moa yametaitianra, olivo jiwi poyan meskeshoko xechankaya xotó joá iki. Jaskáxonra moa mai pikotai Noekan onanna iki.
GEN.8.12	Kanchis nete manata pekáora, jakiribi xotó raana moa banéyamaa iki.
GEN.8.13	Noé sokota pacha westíora baritiaya iketianra, moa mai pikota manxan iká iki. Ja baritia reken oxe, jawen reken nete inontianra, Noekan jawen wapóro peká ras aká iki, jatianra oinna moa mai manxana iká iki.
GEN.8.14	Jawen rabé iti oxe, rabé chonka kanchis neteya iketianra, mai moa kikinni manxana iká iki.
GEN.8.15	Jatianra Diossen Noé yoia iki:
GEN.8.16	“Wapóroninmea jato pikokinwe, min awin, min bakebo, min baban ewaboribi.
GEN.8.17	Ja miibetan iká jatíbi yoinaboribi jokonhawe, noyaibo; ináati yoinabo; itan main noréx iki niaibo; nato main jatíbiain boxon icha bakeaxon, nato nete bochoabatankanon”, akin.
GEN.8.18	Jatianra, Noé, jawen awin, jawen bakebo jainoax jawen baban ewaboribi wapóroninmeax jokonkana iki.
GEN.8.19	Jatíbi yoinaboribira jokonkana iki, inaati betan inaatima yoinabo, main noréx iki niaibo, itan noyai yoinabo.
GEN.8.20	Jaskata pekáora, jainxon Dios rabinoxon Noekan, jan perakanxon yoina menoti makan tsamana iki. Jaskáxon bipakea iki, westíorabo meskó yoina kerásmabo jainxon noyai yoinabo kerásmaboribi bipakea iki. Jaskáxon Dios rabikin, keyokin menoa iki.
GEN.8.21	Jatianra yoinabo menoa iorai noe, jaki nokóketian Dios neskata iki: “Ramara en jawetianbi, jonibaon jakonma aká kopí, nato nete jakiribi jakonma inon ixon, en ramiayamai. Jonira bakeranontianbi jakonma ati shinanyares iki. Yoinaboribira, en jakiribi keyoyamai moa jato aká keska akin.
GEN.8.22	Nato nete japariketianra, yoábo banaxon tsekakantiki, xana betan matsira jatiki; jenetia betan baritiara jati jake, nete betan yaméribira jati iki”, iki.
GEN.9.1	Diossenra Noé, itan jawen bakebo jakonhakin shinanxonkin, neskara joibo yoia iki: “Icha bakeakanwe itan nato main kaikanwe.
GEN.9.2	Nato netemea jatíbi yoinabora, mato meraax raketi saki ikanti iki. Jatíbi noyai yoinabo, mainmeabo, itan aniparomeabo, jatíbi ja yoinabaon koshira mato iti iki.
GEN.9.3	Jatíbi yoinabora maton piti iki, paxabi piti yoábo, maton keenashamanbora maton piti iki. Jabora en mato meniai.
GEN.9.4	Ikaxbira westíora jawékibicho, maton pitima iki: nami jimiabira maton pitima iki, yoinabo jiminres koshiax, jaa kopíra maton atima iki.
GEN.9.5	Mato retea kopíra, joni itan yoina inonbi en masá tenemati iki. Jonibora jawen kaibo reteketian westíorabo, en jato masá tenemati iki.
GEN.9.6	Jonin jabé joni reteketianra, wetsa jonin jaribi reteti iki, jonibora Diossen ja keskábiakin joniaa iki.
GEN.9.7	Ikaxbi maton, ¡Icha bakeakanwe, jabo nato neten kainon!” akinbo.
GEN.9.8	Jainxonra Diossen Noé jawen bakeboyabi yoiribia iki:
GEN.9.9	“Ninkakanwe, mato betan itan maton chiní bakebo betanra, jaskara senenhabekonti joi en benxoai.
GEN.9.10	Jainoax wapóroninmeax jokona jatíbi mato betan iká yoinabo betanribira ja joi en benxoai: noyaibo, ináati itan ináatima yoinabo, jatíbi nato netemea yoinabo betanra en akai.
GEN.9.11	Jaskara mato betan senenhakonti joira, jawetianbi en wetsakeskaayamai: jonibo itan yoinabora, moa jakiribi jenen ewa en jato keyomayamai. Nato mainmeabo jan jato keyotira moa jenen ewa iwetsayamai.
GEN.9.12	Mato betan itan jatíbi yoinabo betan jatíbitian jaskara senenhabekonti joira en benxoai, ja oinxon onantira nato iki:
GEN.9.13	enra nokon koshki nai koinbo meran ake, nato netemeabo betan jaskara ati joi en benxoa ja oinxon onantira iti iki.
GEN.9.14	Mai mananhon en nai koin tsinkímaketian, jain nokon koshki pikotara maton oinnoxiki.
GEN.9.15	Jatianra en shinanti iki, mato betan itan jatíbi yoinabo betan jaskara senenhabekonti en benxoa joi, jatianra jan mato keyoti jenen ewa bewetsatima iki.
GEN.9.16	Ja nai koinman nokon koshki iketian oinxonra en shinanti iki, jatíbi nato netemea jonibo betan itan jatíbi yoinabo betan jatíbitian jaskara senenhabekonti en benxoa joi.
GEN.9.17	Nato ja oinxon onanti en akára, nato mainmea jatíbi jonibo betan itan jatíbi yoinabo betan jaskara senenhabekonti en benxoa joi iki”, akinbo. Jaskatira Dios betan Noé yoyo ika iki.
GEN.9.18	Noekan bakebo wapóroainoax mannabora Sem, Cam, Jafet iká iki, Camra Canaánman papa iká iki.
GEN.9.19	Ja kimishara iká iki, Noekan bakebo, jabaon chiní bakebaon bakeara, nato main jakiribi kaikana iki.
GEN.9.20	Waiakin peoxonra, Noekan uva banaa iki.
GEN.9.21	Wetsa netenra Noekan pae xeaa iki, jatianra panhena iki, jaskataxa jawen carpa xobo napo, chopa potayonax rakata iki.
GEN.9.22	Ja Camman papan, Canaánman, jawen papa Noé oinnara chopaoma iká iki, pikóxonra jawen wetsa rabe yoia iki.
GEN.9.23	Jatianra Sem betan Jafetnin, jan perakooti bixon paobaini kaxon jaton papa rapokana iki. Chopaoma iketian jawen yora oinnaketianra chitikan itan wetsaori oinnax kaxon rakokana iki.
GEN.9.24	Paen jishtenxonra jawen bake chinikan jaskara aká Noekan onanna iki,
GEN.9.25	jatianra yoia iki: “¡Canaánra jakonmabires iti iki! ¡Jawen wetsa rabekan yanka yonoti ioraa namanbiresa iti iki!” akin.
GEN.9.26	Jainxon yoiribia iki: “Semman Ibo Diossa jakon iki, itan Canaán ibanon jawen yanka yonoti.
GEN.9.27	Diossen abánon Jafet ani mai menikin, jawen chiní bakeboyabi; ibanon Sem betan jawen chopa peotanin jaai, jainoax abánon Canaán jawen chiní bakeboyabi jaton yanka yonoti imakin”, akin.
GEN.9.28	Ja jenen ewata pekáora, kimisha pacha pichika chonka baritiapari Noé jaa iki;
GEN.9.29	jaskatax iskon pacha pichika chonka baritiayanix Noé mawata iki.
GEN.10.1	Noekan bake Sem, Cam itan Jafetnin, jenen ewa winota pekáo jaton bakebaonbi bakeabora natobo iká iki.
GEN.10.2	Jafetnin bakebora iká iki Gomer, Magog, Madai, Javán, Tubal, Mesec, itan Tiras.
GEN.10.3	Ja Gomernin bakebora iká iki Askenaz, Rifat, jainoax Togarma.
GEN.10.4	Javánman bakebora iká iki Elisa, Tarsis, Quitim, jainoax Rodanim.
GEN.10.5	Ja Jafetnin chiní bakebaon bakebora iká iki, aniparo kexakea maibo biax, jemaax ja rarebobires ikax; jatonbiribi mai iboax, jaton joinbiribi yoyo iki jakanabo.
GEN.10.6	Ja Camman bakebora iká iki Cus, Mizraim, Fut, jainoax Canaán.
GEN.10.7	Ja Cussen bakebora iká iki Sebna, Havila, Sabta, Raamá, itan Sabteca. Ja Raamá bakebora iká iki Seba betan Dedán.
GEN.10.8	Cus iká iki, Nimrodnin papa, jara iká iki nato main; reken koshi shinanya joni.
GEN.10.9	Ibon shinanman imaara, Nimrod ikonbires yoinanin mecha iká iki. Jaskara yoiira ikanai: “Mia Ibon imabanon, Nimrod iní keská ikonbires, yoinanin mecha iki”, ikibo.
GEN.10.10	Ja apo iketian, jawen mainmea ani jemabora iká iki Babel, Erec, Acad, jainoax Calne. Jatíbi jabora Sinar mainmea jemabo iká iki.
GEN.10.11	Ja mainmeaxa Asur pikota iki, janra Nínive, Rehobot-Ir, Cala jemabo aká iki,
GEN.10.12	ja ani jema Resénribira aká iki, ja jemara Nínive betan Cala naxaran iká iki.
GEN.10.13	Ja Mizraimhainoaxa, meskó jonibo jaai peokota iki, Ludeobo, Anameobo, Lehabitabo, Naftuhitabo,
GEN.10.14	Patruseobo, Casluhítabo jainoax Caftoritabo jabaon bakebora filisteobo iká iki.
GEN.10.15	Canaánman reken bakera Sidón iká iki, jainoax jawen chiní bakera Het iká iki.
GEN.10.16	Canaánman chiní bakebaon bakea bakebora iká iki, jebuseobo, amorreobo, gergeseobo,
GEN.10.17	heveobo, araceobo, sineobo;
GEN.10.18	arvadeobo, zemareobo, jainoax hamateobo. Jaskata pekáora, jatíbi cananeo jonibo janbískana iki.
GEN.10.19	Ja cananeo jonibaon maira Sidón jemankoniax Gaza jeman senen iká iki, jara Gerar maiori iká iki, itan Sodoma, Gomorra, Adma, Zeboím jemabo ikáorira iká iki, ja Lasa jema senenra iká iki.
GEN.10.20	Jabora Camman chiní bakebo iká iki, maiabotiibira ikana iki, itan ja rarebobires jaton mainbiribi ikana iki, jainoax jaton joinbiribi yoyo ikaibora ikana iki.
GEN.10.21	Semra Jafetnin wetsa reken iká iki, jawen bakeboribira jaa iki. Jatíbi Hebernin bakebora Semman chiní bakebo iká iki.
GEN.10.22	Elam, Asur, Arfaxad, Lud itan Aram, jabora Semman bakebo iká iki.
GEN.10.23	Aramman bakebora iká iki Uz, Hul, Geter itan Mas.
GEN.10.24	Arfaxad iká iki, Selakan papa; itan Selabiribira iká iki Hebernin papa.
GEN.10.25	Jaskatax iikin Hebernin rabé bakeaa iki: ja wetsan jane iká iki, Péleg. Jaskáakinra janea iki, ja pikónontian ja mainmea jonibo, janbískana iketian; jainoax Pélegkan wetsan jane iká iki, Joctán.
GEN.10.26	Ja Joctánman bakebo iká iki, Almodad, Selef, Hazar-mavet, Jera,
GEN.10.27	Adoram, Uzal, Dicla,
GEN.10.28	Obal, Abimael, Seba,
GEN.10.29	Ofir, Havila jainoax Jobab. Jatíbi jabora Joctánman bakebo iká iki,
GEN.10.30	Mesa mainkoniax peokotax Sefar mai ikain senen iká mainkobo jakanara iká iki, jara bari pikotaiori iká manan maibo iki.
GEN.10.31	Jabora Semman chiní bakebo iká iki, maibotiibira ikana iki, itan ja rarebobires jaton mainbiribira ikana iki, jainoax jaton joinbiribi yoyo ikana iki.
GEN.10.32	Jabora Noekan bakebaon rarebobo iki, jaton rekénboainxon peokooxon bakeakanabora meskó keska jaton chiní bakebo iká iki, itan jatonbiribi maiabora ikana iki. Jenen ewa winota pekáora jatíbiain janbiskana iki, jabaonra nato neten maibotiibi iká jemabo akana iki.
GEN.11.1	Ja inontianra jatíbiain westíora joinbicho yoyo ikana iki.
GEN.11.2	Bari pikotaiorikea mainmeax pikotax boxonra, Sinar ikain mai teshanpa meraax jain jaai banékana iki.
GEN.11.3	Wetsa netenra yoianankana iki: “Ladrilloanon akanwe, non chiikan xoinon”, iki. Jaskáxonra moa makan meeyamakin ladrillo akana iki, jainxonra jan tekiati jatonbi meskoxon ayamakin mainmea boi asfalto bixon akana iki.
GEN.11.4	Ja aká pekáora yoyo ikana iki: “Neri bekanwe, jemaanon akanwe, jainxon naikibi nokota torre anon akanwe. Jatianra nato main jatíbiain noa janbískantima iki”, ikibo.
GEN.11.5	Ikaxbira ja jema itan jonibaon torreai oinni Ibo bochikiax joá iki,
GEN.11.6	jatian shinanna iki: “Nato jonibora westíora jemabicho ikanai itan westíora joinbichora yoyo ikanai; jaskákinra nato tee peokana iki, nato tee akanaira jawekeskaxonbi jato jenematikoma iki.
GEN.11.7	Pakéxon non jaton joi onantimaara jakon iti iki, ibakanon yoyo ikibi ninkakananyamai”, iki ixon.
GEN.11.8	Jaskáaxonra Ibon nato main jatíbiain jato janbisa iki, jatianra jemaakin moa jenekana iki.
GEN.11.9	Jain ikanainxonra Ibon jatíbi nato mainmea jonibaon joi jato onantimaana iki, jainxonra nato neten jatíbiain jato janbismaa iki. Jaskara ikenra ja jema Babel akin janekana iki.
GEN.11.10	Natobora Semman chiní bakebo iki. Jenen ewa winota rabé baritia pekáo, pacha baritiaya Sem iketianra jawen benbo bake Arfaxad pikota iki.
GEN.11.11	Japekáora Sem pichika pacha baritiapari jaa iki, jatianra wetsa jawen bakebo benbobo itan ainbobo jaríbaa iki.
GEN.11.12	Arfaxad kimisha chonka pichika baritiaya iketianra, jawen benbo bake Sala pikota iki.
GEN.11.13	Japekáora Arfaxad chosko pacha kimisha baritiapari jaa iki, jatianra wetsa jawen bakebo benbobo, itan ainbobo jaribaa iki.
GEN.11.14	Sala kimisha chonka baritiaya iketianra, jawen benbo bake Heber pikota iki.
GEN.11.15	Japekáora Sala chosko pacha kimisha baritiapari jaa iki, jatianra wetsa jawen bakebo benbobo, itan ainbobo jaribaa iki.
GEN.11.16	Heber kimisha chonka chosko baritiaya iketianra, jawen benbo bake Péleg pikota iki.
GEN.11.17	Japekáora Heber chosko pacha kimisha chonka baritiapari jaa iki, jatianra jawen wetsa bakebo benbobo, itan ainbobo jaribaa iki.
GEN.11.18	Péleg kimisha chonka baritiaya iketianra, jawen benbo bake Reu pikota iki.
GEN.11.19	Japekáora Péleg rabé pacha iskon baritiapari jaa iki, jatianra wetsa jawen bakebo benbobo itan ainbobo jaribaa iki.
GEN.11.20	Reu kimisha chonka rabé baritiaya iketianra, jawen benbo bake Serug pikota iki.
GEN.11.21	Japekáora Reu rabé pacha kanchis baritiapari jaa iki, jatianra wetsa jawen bakebo benbobo itan ainbobo jaribaa iki.
GEN.11.22	Serug kimisha chonka baritiaya iketianra, jawen benbo bake Nacor pikota iki.
GEN.11.23	Japekáora Serug rabé pacha baritiapari jaa iki, jatianra wetsa jawen bakebo benbobo itan ainbobo jaribaa iki.
GEN.11.24	Nacor rabé chonka iskon baritiaya iketianra, jawen benbo bake Taré pikota iki.
GEN.11.25	Japekáora Nacor pacha chonka iskon baritiapari jaa iki, jatianra wetsa jawen bakebo benbobo itan ainbobo jaribaa iki.
GEN.11.26	Taré moa kanchis chonka baritiaya iketianra, jawen benbo bakebo Abram, Nacor itan Harán pikota iki.
GEN.11.27	Natobora Tarékan chiní bakebo iká iki, Abram, Nacor itan Harán. Haránra Lotkan papa iká iki,
GEN.11.28	Ur jema Caldea mainmeaxa mawata iki, jawen papa Taré ikámatianbira japari iká iki, jainoax pikotainoaxbira mawata iki.
GEN.11.29	Abramra Sarai betan wanoa iki, jatianra Nacor Milca betan wanoa iki, jara Haránman bake iká iki, itan jawen wetsara Iscá iká iki.
GEN.11.30	Saraíra tooisma ikax bakeoma iká iki.
GEN.11.31	Caldeo jonibaon Ur jemankoniaxa Canaán main kaai Taré pikota iki, kakinra jawen bake Abram itan jawen baba Lot jainoax jawen baban ewa Sarai ioa iki. Ikaxbira, Harán jemanko nokotax jain jaai banékana iki.
GEN.11.32	Jatianra rabé pacha pichika baritiayanix Taré mawata iki.
GEN.12.1	Wetsa netera Abram Ibon yoia iki: “Min mai, min rarebobo itan min papan xobo moa jenewe, jain mia kati mai en mia oinmanon.
GEN.12.2	Min chiní bakebo tsinkixon westíora main en jato imaara ichabires ikanti iki; jakonhakinra en mia shinanxonti iki, itan kikin jakon ninkakataira en mia imati iki, jainoax wetsabo jakonhaira mia iti iki.
GEN.12.3	Mia jakonhaibora, en jakonhati iki, mia ramiaibora en ramiati iki; miibaxonra nato netemea jatíbi jonibo en jakonhati iki”, akin.
GEN.12.4	Abramra Ibon jaskati yoia keskati Haránhinoax pikota iki. Jainoax Canaánhin kaai pikónontianra kanchis chonka pichika baritiaya iká iki.
GEN.12.5	Jawen awin Sarai itan jawen noxa Lot-ra kakin boá iki, jatíbi jayata jawékiboribi itan ja marokin bia jonibora boá iki. Canaánhin jabé boabo betan nokóxonra,
GEN.12.6	Abramman jatíbi ja mai shitabainax Siquemhain nokota iki. Jainra encina jiwi iresama Moré iká iki. Ja inontianra cananeo jonibo ja main jakana iká iki.
GEN.12.7	Jainxonra jaki pikoxon Ibon yoia iki: “Nato maira min chiní bakebo en meniai”, akin. Jatianra Ibo rabinoxon Abramman makan tsamana iki, jainoax jaki pikoxon oinmaa iketianra aká iki.
GEN.12.8	Japekáora Betel jemankoniax bari pikotaiori iká manan mainko kaa iki, jainra jawen carpa peota aká iki. Ja ikainoaxa bari jikiaiori Betel iká iki, jatianra Hai jema bari pikotaiori iká iki. Ja ikainkoxonra Abramman jakiribi makan tsamana iki, Ibo rabinoxonra aká iki.
GEN.12.9	Japekáora moa kariba iki, jainmashamanra ikaina iki, Néguev maiorira kaa iki.
GEN.12.10	Jaskarabo inontianra, ja main jatíbiain ikonbires jawékiati yama iká iki. Jatianra Abram jawetio basires jaai Egiptonko kaa iki. Jawen itinkora ja jawékiati jawebi yama iká iki.
GEN.12.11	Egiptonko nokoti kakinra Abramman, jawen awin Sarai yoia iki: “Ninkawe, en oinnara mia iorai metsá ainbo iki,
GEN.12.12	jatianra Egipto jonibo mia oinnax neskákanti iki: ‘Nato ainbora ja jonin awin iki, ikira ikanti iki’. Jatianra ea retekanti iki, jatianra mia binoxon mia jaweakantima iki.
GEN.12.13	Jaskara iken, ea jakon inon itan mia kopí ea reteyamakanon ixon, eara jawen poi iki akin min jato yoiti iki”, akin aká iki.
GEN.12.14	Abram Egiptonko nokóketian, ja Egipto jonibaon Sarai oinnara iorai metsá iká iki.
GEN.12.15	Egipto apo faraónman joni koshibaonribira oinna iki, jatianra iorai metsá riki ja ainbo ixon yoii bokana iki. Jatianra faraón iká xobonko Sarai bokana iki.
GEN.12.16	Ja Sarai kopíra, faraónman Abram akonbireskin jakonha iki. Carnerobo, wakabo, ja yonoti jonibo, ja kikinhakin yanka yonoti ainbobo, burrobo itan camellobo meniresa iki.
GEN.12.17	Jaskáakenbira ja Sarai kopíribi Ibon ja faraón jawen awin itan bakeboyabi meskó jakonma isinbaon masá tenemaa iki.
GEN.12.18	Jaskara iketianra, faraónman Abram kenamaxon, yoia iki: “¿Jaweatiki, nato ainbo min awin ikenbi, min ea yoiamaa iki?
GEN.12.19	Nokon poi riki, ixonra min yoia iki, jatianra nokon awin iti en bia iki. Natora min awin iki, ¡Moa bixon botanwe!” akin aká iki.
GEN.12.20	Jatianra Abram Egiptonkonia pikokanti faraónman jawen jonibo yoia iki, jawen awin itan jatíbi jawen jayata jawékiboyabira raankana iki.
GEN.13.1	Egiptonkoniax pikotaxa, Abram jawen awin itan jatíbi jawen jayata jawékiabi, Néguev main jakiribi kaa iki. Jawen noxa Lot-ra jato betan kaa iki.
GEN.13.2	Abramra, ikonbires icha jawékia iká iki, oroya, plataya, itan yoinaboyara iká iki.
GEN.13.3	Neguevhainoax baneti kaira, iikaini kaax Betel jeman nokota iki, jainoax kaaxa, jainpari ikátiainko nokota iki, jara Betel betan Hai jema naxaran iki.
GEN.13.4	Jara iká iki jain makan tsamanxon jainxon jan Ibo rabiantana.
GEN.13.5	Lot-ribira ikonbires icha jawékia iká iki, jawen epa Abram keskáshamanribi, icha carneroya itan icha wakaya jainoax jabé jaa joniboribi icha iká iki;
GEN.13.6	ikaxbi jain ikanara icha yoina jatíbi jato pimati senenma iká iki. Jainbicho jatira moa atipanyamakana iki,
GEN.13.7	jaskatira Abramman waka koirannai jonibo betan, Lotkan waka koirannai jonibo, sinakanankana iki. Ja inontianribira, cananeobo betan ferezeobo jainpari jaakana iká iki.
GEN.13.8	Jaskara iketianra, wetsa neten Abramman Lot, yoia iki: “Mia itan eara noa rarebo iki, jaskara ikaxa noa join itima iki, min yoina koirannai jonibo itan nokon jonibora jaskara itima iki.
GEN.13.9	Oa riki jatíbi mai, jainoara min katóti iki. Enra mia yoiai, rama ebé jayamawe. Mia norteori kaitianra, ea surhori kaai, jatian mia surhori kaaitianra ea norteori kaai”, akin aká iki.
GEN.13.10	Lotkanra jatíbi ja Jordán paro teshanpa oinna iki, jatian Zoar jemashoko kaman oinnara, ja teshanpain icha onpax iká iki, joa wai ani keskára iká iki. Egipto keskára iká iki. (Sodoma itan Gomorra jema Ibon keyoamatianra jaskara iká iki.)
GEN.13.11	Jatianra jatiobi ja Jordán teshanpa Lotkan katota iki, jatianra ja ikanainkoniax bari pikotaiori kaa iki. Jaskataxa, Abram itan Lot jatonbiribi iká iki.
