GEN.1.1	Na počiatku stvoril Boh nebo a zem.
GEN.9.23	Šém a Jefet vzali plášť, obaja si ho položili na plecia, šli chrbtom, a tak zakryli nahotu svojho otca. Tvár mali odvrátenú, aby nevideli svojho otca obnaženého.
GEN.9.24	Keď sa Noach prebral z opojenia a dozvedel sa, čo mu urobil jeho najmladší syn, 
GEN.9.25	povedal:
GEN.9.25	„Buď prekliaty Kanaán,
GEN.9.25	otrokom otrokov buď
GEN.9.25	svojim bratom!“
GEN.9.26	Dodal:
GEN.9.26	„Nech je zvelebený Hospodin, Boh Šémov!
GEN.9.26	Nech mu je Kanaán otrokom!
GEN.9.27	Kiež Boh dá, aby sa Jefet rozšíril
GEN.9.27	a býval v Šémových stanoch!
GEN.9.27	Kiež mu je Kanaán otrokom!“
GEN.9.28	Noach žil po potope ešte tristopäťdesiat rokov. 
GEN.9.29	Celý vek Noachovho života bol deväťstopäťdesiat rokov, potom zomrel.
GEN.10.1	Toto je rodokmeň Noachových synov, Šéma, Cháma a Jefeta. Po potope sa im narodili synovia. 
GEN.10.2	Jefetovi synovia sú: Gomer, Magóg, Madaj, Javán, Tubal, Mešech a Tirás.
GEN.10.3	Gomerovi synovia sú: Aškenaz, Rifat a Togarma. 
GEN.10.4	Javánovi synovia sú: Eliša, Taršíš, Kittím a Rodaním.
GEN.10.5	Z nich sa rozvetvili ostrovné národy vo svojich krajinách, každý podľa svojho jazyka, podľa svojich rodov vo svojich národoch.
GEN.10.6	Chámovi synovia sú: Kúš, Micrajim, Pút a Kanaán.
GEN.10.7	Kúšovi synovia sú: Sába, Chavila, Sabta, Raema a Sabtecha. Raemovi synovia sú: Šeba a Dedán.
GEN.10.8	Kúšovi sa narodil Nimród. Stal sa prvým hrdinom na zemi.
GEN.10.9	Bol udatným lovcom pred Hospodinom. Preto vzniklo úslovie: Udatný lovec pred Hospodinom ako Nimród. 
GEN.10.10	Jeho kráľovstvo bolo od počiatku Bábel, Erech, Akkad a Kalne v krajine Šinár.
GEN.10.11	Z tejto krajiny vytiahol do Aššúru a vystaval Ninive, Rechobót-Ír, Kelach,
GEN.10.12	ako aj Resen medzi mestami Ninive a Kelach. To je to veľké mesto. 
GEN.10.13	Micrajim splodil: Lúdov, Anámov, Lehábov, Naftuchov,
GEN.10.14	Patrusanov, Kasluchov, z ktorých pochádzajú Filištínci a Kaftóri.
GEN.10.15	Kanaán splodil Sidona, svojho prvorodeného, a Chéta,
GEN.10.16	ďalej Jebúsejov, Amorejčanov, Girgašejov,
GEN.10.17	Chivvijov, Arkijov, Sínejov, 
GEN.10.18	Arvádov, Cemarov a Chamátov. Potom sa rozšírili rody Kanaánčanov.
GEN.10.19	Územie Kanaánčanov siahalo od Sidonu ku Geráru až po Gazu a smerom k Sodome, Gomore, Adme a Cebojímu až po Lešu.
GEN.10.20	To sú Chámovi synovia podľa rodov, jazykov, krajín a národov.
GEN.10.21	Aj Šémovi, praotcovi všetkých Eberových synov, Jefetovmu staršiemu bratovi, sa narodili synovia. 
GEN.10.22	Šémovi synovia sú: Elám, Aššúr, Arpachšad, Lúd a Aram.
GEN.10.23	Aramovi synovia sú: Úc, Chúl, Geter a Maš. 
GEN.10.24	Arpachšadovi sa narodil Šelach. Šelachovi sa narodil Eber. 
GEN.10.25	Eberovi sa narodili dvaja synovia: jeden sa volal Peleg, lebo za jeho čias bola rozdelená zem, a jeho brat sa volal Joktán.
GEN.10.26	Joktánovi sa narodili: Almodád, Šelef, Chacarmávet, Jarach, 
GEN.10.27	Hadorám, Uzál, Dikla, 
GEN.10.28	Obál, Abimael, Šeba, 
GEN.10.29	Ofír, Chavila a Jobáb. Títo všetci sú Joktánovi synovia. 
GEN.10.30	Ich sídla siahali od Méše až po Sefar k východnému pohoriu. 
GEN.10.31	Toto sú Šémovi synovia podľa ich rodov, jazykov a národov, bývajúci vo svojich krajinách. 
GEN.10.32	Toto sú rody Noachových synov podľa rodokmeňov a národov. Po potope sa z nich rozvetvili národy na zemi.
GEN.11.1	Na celej zemi bola jednotná reč a jednotné slová. 
GEN.11.2	Keď sa ľudia pohli od východu, našli rovinu v krajine Šinár a usadili sa tam.
GEN.11.3	Povedali si medzi sebou: „Poďme, narobme si tehál a vypáľme ich!“ Tehly používali namiesto kameňa a asfalt namiesto malty.
GEN.11.4	Potom povedali: „Poďme, vybudujme si mesto a vežu, ktorá svojím vrcholom bude siahať do neba! Tak sa preslávime a nerozptýlime sa po celej zemi.“
GEN.11.5	Hospodin však zostúpil, aby sa pozrel na mesto a vežu, ktorú stavali ľudia.
GEN.11.6	Hospodin povedal: „Sú jeden národ a všetci hovoria jednou rečou. Toto je iba začiatok ich výčinov; teraz im už nič nezabráni uskutočniť všetko, čo si zaumienia.
GEN.11.7	Poďme, zostúpme a zmäťme im reč, aby sa medzi sebou nedorozumeli!“
GEN.11.8	Tak ich Hospodin odtiaľ rozptýlil po celej zemi a prestali stavať mesto.
GEN.11.9	Preto dostalo meno Bábel
GEN.11.10	Toto je Šémov rodokmeň: Dva roky po potope, keď mal Šém sto rokov, narodil sa mu Arpachšad.
GEN.11.11	Po Arpachšadovom narodení žil Šém päťsto rokov a narodili sa mu synovia a dcéry.
GEN.11.12	Keď mal Arpachšad tridsaťpäť rokov, narodil sa mu Šelach. 
GEN.11.13	Po Šelachovom narodení žil Arpachšad štyristotri rokov a narodili sa mu synovia a dcéry.
GEN.11.14	Keď mal Šelach tridsať rokov, narodil sa mu Eber. 
GEN.11.15	Po Eberovom narodení žil Šelach štyristotri rokov a narodili sa mu synovia a dcéry.
GEN.11.16	Keď mal Eber tridsaťštyri rokov, narodil sa mu Peleg. 
GEN.11.17	Po Pelegovom narodení žil Eber štyristotridsať rokov a narodili sa mu synovia a dcéry.
GEN.11.18	Keď mal Peleg tridsať rokov, narodil sa mu Reu. 
GEN.11.19	Po Reuovom narodení žil Peleg dvestodeväť rokov a narodili sa mu synovia a dcéry.
GEN.11.20	Keď mal Reu tridsaťdva rokov, narodil sa mu Serúg. 
GEN.11.21	Po Serúgovom narodení žil Reu dvestosedem rokov a narodili sa mu synovia a dcéry.
GEN.11.22	Keď mal Serúg tridsať rokov, narodil sa mu Nachór. 
GEN.11.23	Po Nachórovom narodení žil Serúg dvesto rokov a narodili sa mu synovia a dcéry.
GEN.11.24	Keď mal Nachór dvadsaťdeväť rokov, narodil sa mu Terach.
GEN.11.25	Po Terachovom narodení žil Nachór stodevätnásť rokov a narodili sa mu synovia a dcéry.
GEN.11.26	Keď mal Terach sedemdesiat rokov, narodil sa mu Abrám, Nachór a Harán.
GEN.11.27	Toto je Terachov rodokmeň: Terachovi sa narodil Abrám, Nachór a Harán. Haránovi sa narodil Lót. 
GEN.11.28	Harán zomrel ešte za života svojho otca Teracha vo svojej rodnej zemi, v chaldejskom Úre. 
GEN.11.29	Abrám a Nachór sa oženili. Abrámova žena sa volala Saraj a Nachórova žena sa volala Milka. Bola to dcéra Harána, ktorý bol otcom Milky a Jisky.
GEN.11.30	Saraj bola neplodná, nemala deti.
GEN.11.31	Terach vzal svojho syna Abráma a svojho vnuka Lóta, Haránovho syna, a Saraj, svoju nevestu, ženu svojho syna Abráma, a vyviedol ich z chaldejského Úru, aby sa nasťahovali do Kanaánu. Prišli do Charánu a usadili sa tam.
GEN.11.32	Celý vek Terachovho života bol dvestopäť rokov. Potom Terach v Charáne zomrel.
GEN.12.1	Hospodin povedal Abrámovi:
GEN.12.1	„Odíď zo svojej krajiny,
GEN.12.1	od svojho príbuzenstva
GEN.12.1	a z domu svojho otca
GEN.12.1	do krajiny, ktorú ti ukážem!
GEN.12.2	Urobím z teba veľký národ,
GEN.12.2	požehnám ťa,
GEN.12.2	zvelebím tvoje meno.
GEN.12.2	Buď požehnaním!
GEN.12.3	Požehnám tých, čo teba žehnajú
GEN.12.3	a tých, čo tebe zlorečia, prekľajem.
GEN.12.3	V tebe budú požehnané
GEN.12.3	všetky pokolenia zeme.“
GEN.12.4	Vtedy Abrám odišiel, ako mu prikázal Hospodin. Šiel s ním aj Lót. Abrám mal sedemdesiatpäť rokov, keď odišiel z Charánu.
GEN.12.5	Abrám vzal svoju ženu Saraj, svojho synovca Lóta, všetok majetok, čo nadobudli, i služobníctvo, ktoré získali v Charáne. Pohli sa a šli do Kanaánu. Keď prišli do Kanaánu,
GEN.12.6	Abrám prešiel krajinou až k posvätnému miestu v Sícheme, k Moreho dubu. Vtedy bývali v krajine Kanaánčania.
GEN.12.7	Abrámovi sa zjavil Hospodin a povedal mu: „Túto krajinu dám tvojmu potomstvu.“ Potom tam postavil oltár Hospodinovi, ktorý sa mu zjavil.
GEN.12.8	Odtiaľ odišiel do pohoria na východ od Bételu a tam si rozložil stan. Na západ od neho bol Bétel, na východ Aj. Tam postavil Hospodinovi oltár a vzýval Hospodinovo meno.
GEN.12.9	Potom Abrám pokračoval v ceste k Negevu.
GEN.12.10	Keď v krajine nastal hlad, Abrám odišiel do Egypta, aby tam začas pobudol, lebo v krajine sa veľmi rozšíril hlad.
GEN.12.11	Keď sa chystali vojsť do Egypta, povedal svojej žene Saraj: „Pozri sa, viem, že si žena krásneho vzhľadu.
GEN.12.12	Keď ťa uvidia Egypťania, povedia si: ‚Toto je jeho žena.‘ Mňa zabijú a teba nechajú nažive.
GEN.12.13	Povedz teda, že si moja sestra, aby sa mi pre teba vodilo dobre a zostal som tvojou zásluhou nažive.“
GEN.12.14	Keď Abrám prišiel do Egypta, Egypťania videli, že je to žena veľmi krásna. 
GEN.12.15	Uvideli ju aj faraónovi dvorania, vychválili ju pred faraónom a odviedli ju do jeho paláca.
GEN.12.16	Ten pre ňu s Abrámom dobre zaobchádzal, takže mal ovce, dobytok, osly, sluhov, slúžky, oslice a ťavy.
GEN.12.17	Hospodin však postihol faraóna i jeho dom ťažkými údermi pre Saraj, Abrámovu ženu.
GEN.12.18	Faraón zavolal Abráma a povedal mu: „Čo si mi to urobil? Prečo si mi nepovedal, že je to tvoja žena? 
GEN.12.19	Prečo si povedal, že je to tvoja sestra? Ja som si ju preto vzal za ženu. Tu teda máš svoju ženu, ber si ju a choď!“ 
GEN.12.20	Faraón ho potom zveril mužom, aby ho poslali preč aj s jeho ženou i so všetkým, čo mal.
GEN.13.1	Odišiel teda Abrám z Egypta so svojou ženou i so všetkým, čo mal, do Negevu. Bol s ním aj Lót.
GEN.13.2	Abrám bol veľmi bohatý, mal stáda, striebro a zlato.
GEN.13.3	Potom Abrám pokračoval v ceste z miesta na miesto od Negevu až k Bételu, až na miesto medzi Bételom a Ajom, kde mal predtým svoj stan,
GEN.13.4	kde predtým postavil oltár a vzýval meno Hospodina. 
GEN.13.5	Aj Lót, ktorý žil s Abrámom, mal ovce, dobytok a stany. 
GEN.13.6	Krajina však nestačila na to, aby mohli bývať spolu; majetku mali toľko, že už nemohli zostať pri sebe.
GEN.13.7	Medzi pastiermi Abrámových stád a pastiermi Lótových stád vznikol spor. V tom čase bývali v krajine Kanaánčania a Perizzejci.
GEN.13.8	Preto Abrám povedal Lótovi: „Nech nie je rozbroj medzi nami, medzi mojimi pastiermi a tvojimi pastiermi, veď sme bratia!
GEN.13.9	Či nie je pred tebou celá krajina? Preto ťa prosím, oddeľ sa odo mňa! Ak pôjdeš naľavo, ja pôjdem napravo; ak si vyberieš pravú stranu, ja sa poberiem na ľavú.“
GEN.13.10	Lót sa rozhliadol a videl, že celé okolie Jordánu až po Coar je zavlažované ako Hospodinova záhrada a ako Egypt. To bolo predtým, ako Hospodin zničil Sodomu a Gomoru.
GEN.13.11	Preto si Lót vybral celé okolie Jordánu a odišiel na východ. Takto sa oddelili jeden od druhého.
GEN.13.12	Abrám býval v krajine Kanaán, Lót sa zdržiaval v mestách Okolia
GEN.13.13	Sodomčania boli zlí a veľmi hrešili proti Hospodinovi.
GEN.13.14	Keď sa Lót od neho oddelil, Hospodin povedal Abrámovi: „Rozhliadni sa z miesta, na ktorom si teraz, pozri na sever i na juh, na východ i na západ. 
GEN.13.15	Celú krajinu, ktorú vidíš, dám tebe a tvojmu potomstvu naveky.
GEN.13.16	Rozmnožím tvoje potomstvo a bude ho ako prachu zeme. Ak niekto bude môcť spočítať prach zeme, potom spočíta aj tvoje potomstvo.
GEN.13.17	Vstaň a prejdi krajinu po dĺžke a šírke, lebo ti ju dávam!“ 
GEN.13.18	Abrám vzal svoj stan a odišiel bývať k Mamreho dubom, ktoré sú v Hebrone, a postavil tam oltár Hospodinovi.
GEN.14.1	V tom čase šinársky kráľ Amrafel, ellasársky kráľ Arjóch, elámsky kráľ Kedorlaómer a kráľ Gojímu Tideál
GEN.14.2	šli bojovať proti Berovi, sodomskému kráľovi, Biršovi, gomorskému kráľovi, Šinábovi, ademskému kráľovi, Šeméberovi, cebojímskemu kráľovi a kráľovi z Bely, čo je Coar. 
GEN.14.3	Títo všetci sa ako spojenci zhromaždili v údolí Siddím, kde je teraz Soľné more.
GEN.14.4	Dvanásť rokov boli poddaní Kedorlaómerovi a v trinástom roku sa proti nemu vzbúrili. 
GEN.14.5	V štrnástom roku šiel bojovať Kedorlaómer a spojeneckí králi a porazili Refajov v Aštarót-Karnajime a Zúzov v Háme, Emov na kirjatajimskej rovine
GEN.14.6	a Chorijcov na seírskom pohorí až k Él-Paránu, na okraji púšte.
GEN.14.7	Potom sa obrátili a došli k Én-Mišpátu, teda do Kadéša, a na poli Amalékov a Amorejčanov pobili všetko, čo bývalo v Chacecón-Tamáre.
GEN.14.8	Nato vytiahli sodomský kráľ, gomorský kráľ, ademský kráľ, cebojímsky kráľ a belský, teda coarský kráľ, a zoradili sa do boja proti nim v údolí Siddím, 
GEN.14.9	totiž proti elámskemu kráľovi Kedorlaómerovi, kráľovi Gojímu Tideálovi, šinárskemu kráľovi Amrafelovi a ellasárskemu kráľovi Arjóchovi; štyria králi proti piatim. 
GEN.14.10	V údolí Siddím bolo však mnoho asfaltových studní. Keď sodomský kráľ a gomorský kráľ utekali, spadli do nich. Ostatní ušli na pohorie.
GEN.14.11	Víťazi odvliekli zo Sodomy a Gomory všetok majetok, všetky potraviny a odtiahli. 
GEN.14.12	Vzali aj Abrámovho synovca Lóta s jeho majetkom, lebo býval v Sodome, a odtiahli.
GEN.14.13	Jeden z tých, čo utiekli, prišiel a oznámil to Hebrejovi Abrámovi, ktorý býval pri duboch Amorejčana Mamreho, Eškólovho a Anérovho brata. Týchto spájala s Abrámom zmluva o priateľstve.
GEN.14.14	Keď sa Abrám dopočul, že jeho synovca odviedli do zajatia, zvolal svojich tristoosemnástich vycvičených mužov, narodených v jeho dome, a prenasledoval útočníkov až po Dán.
GEN.14.15	V noci rozostavil proti nim svojich služobníkov, porážal ich a prenasledoval až po Chobu, ktorá leží na sever od Damasku. 
GEN.14.16	Priniesol späť všetok majetok, priviedol aj svojho synovca Lóta s jeho majetkom, ako aj ženy a ostatný ľud.
GEN.14.17	Keď sa po víťazstve nad Kedorlaómerom a kráľmi, ktorí boli s ním, vracal, sodomský kráľ mu vyšiel v ústrety do údolia Šave, teda do Kráľovho údolia.
GEN.14.18	Šalémsky kráľ Melchisedek
GEN.14.19	Požehnal ho a povedal:
GEN.14.19	„Nech Abráma požehná Najvyšší Boh,
GEN.14.19	Tvorca neba i zeme.
GEN.14.20	Nech je zvelebený Najvyšší Boh,
GEN.14.20	ktorý ti vydal do rúk tvojich nepriateľov.“
GEN.14.20	Vtedy mu Abrám dal desiatok zo všetkého.
GEN.14.21	Sodomský kráľ povedal Abrámovi: „Daj mi ľudí, majetok si nechaj!“ 
GEN.14.22	Abrám však sodomskému kráľovi odpovedal: „Prísažne dvíham ruku k Hospodinovi, Najvyššiemu Bohu, Tvorcovi neba a zeme,
GEN.14.23	že nevezmem ani len nitku, ani remienok z obuvi, vôbec nič z čohokoľvek, čo je tvoje, aby si nepovedal: ‚Obohatil som Abráma.‘
GEN.14.24	Nechcem nič, iba to, čo zjedlo služobníctvo, a podiel pre mužov Anéra, Eškóla a Mamreho, ktorí šli so mnou. Oni nech dostanú svoj podiel.“
GEN.15.1	Po týchto udalostiach zaznelo Abrámovi vo videní Hospodinovo slovo:
GEN.15.1	„Neboj sa, Abrám,
GEN.15.1	ja som tvoj štít,
GEN.15.1	tvoja hojná odmena.“
GEN.15.2	Abrám povedal: „Pán, Hospodin, čože mi dáš?! Veď odchádzam bezdetný a dedičom môjho domu bude damaský Eliezer.“ 
GEN.15.3	Abrám ešte dodal: „Veď si mi nedal potomka a môj sluha, narodený v mojom dome, má byť mojím dedičom?“
GEN.15.4	Hospodin mu však povedal: „On nebude tvojím dedičom. Tvojím dedičom bude ten, čo vyjde z teba.“
GEN.15.5	Vyviedol ho von a povedal mu: „Len sa pozri na nebo a spočítaj hviezdy, ak ich môžeš spočítať,“ a dodal: „Toľko bude tvojho potomstva.“
GEN.15.6	Abrám uveril Hospodinovi a on mu to počítal za spravodlivosť.
GEN.15.7	Potom mu povedal: „Ja som Hospodin, ktorý som ťa vyviedol z chaldejského Úru, aby som ti dal do vlastníctva túto krajinu.“
GEN.15.8	On sa opýtal: „Pán, Hospodin, podľa čoho poznám, že ju budem vlastniť?“ 
GEN.15.9	On mu odpovedal: „Prines mi trojročnú jalovicu, trojročnú kozu, trojročného barana, hrdličku a holúbka!“ 
GEN.15.10	Keď to všetko priniesol, rozpolil to a jednu polovicu položil naproti druhej, ale vtáky nerozpolil.
GEN.15.11	Dravé vtáky zlietali na mŕtve telá a Abrám ich odháňal.
GEN.15.12	Keď zapadlo slnko, Abrám tvrdo zaspal, zovrela ho tieseň hrozivej temnoty.
GEN.15.13	Hospodin povedal Abrámovi: „Dobre si uvedom, že tvoji potomkovia budú prišelcami v cudzej krajine, zotročia ich a štyristo rokov budú s nimi zle zaobchádzať.
GEN.15.14	No ja budem súdiť aj národ, ktorému budú otročiť. Potom vyjdú s veľkým majetkom.
GEN.15.15	Ty však odídeš v pokoji k svojim predkom a pochovajú ťa v úctyhodnej starobe.
GEN.15.16	Vo štvrtom pokolení sa sem však vrátia, lebo doteraz nie sú dovŕšené viny Amorejčanov.“
GEN.15.17	Keď zapadlo slnko a nastala hustá tma, objavila sa dymiaca pec a ohnivá pochodeň, ktorá prechádzala medzi rozpolenými čiastkami.
GEN.15.18	V ten deň uzavrel Hospodin zmluvu s Abrámom a povedal: „Tvojmu potomstvu dám túto krajinu od Egyptského potoka až po Veľkú rieku, rieku Eufrat,
GEN.15.19	územie Kénitov, Kenizzejcov, Kadmončanov,
GEN.15.20	Chetitov, Perizzejcov a Refajov, 
GEN.15.21	Amorejčanov, Kanaánčanov, Girgašejov a Jebúsejov.“
GEN.16.1	Abrámova žena Saraj nerodila. Mala však slúžku, Egypťanku menom Hagar.
GEN.16.2	Raz Saraj povedala Abrámovi: „Pozri, Hospodin mi zabránil rodiť. Vojdi teda k mojej slúžke! Možno, že z nej dostanem syna.“ Abrám prijal radu od Saraj.
GEN.16.3	Po desiatich rokoch odvtedy, čo sa Abrám nasťahoval do Kanaánu, Abrámova žena Saraj vzala svoju egyptskú slúžku Hagar a dala ju svojmu mužovi Abrámovi za ženu. 
GEN.16.4	On vošiel k Hagar a ona počala. Keď spoznala, že počala, pohŕdavo hľadela na svoju paniu.
GEN.16.5	Saraj povedala Abrámovi: „Pre teba znášam príkorie. Dala som ti svoju slúžku do lona a teraz, keď vidí, že počala, mnou opovrhuje. Nech Hospodin rozsúdi medzi mnou a tebou!“
GEN.16.6	Nato Abrám povedal Saraj: „Pozri, svoju slúžku máš vo svojej moci. Nalož s ňou, ako uznáš za dobré!“ Keď ju Saraj sužovala, Hagar od nej ušla.
GEN.16.7	Keď ju Hospodinov anjel stretol pri prameni vody na púšti, pri prameni na ceste do Šúru,
GEN.16.8	povedal jej: „Hagar, Sarajina slúžka, odkiaľ prichádzaš a kam sa uberáš?“ Ona odpovedala: „Utekám od svojej panej Saraj.“ 
GEN.16.9	Hospodinov anjel jej povedal: „Vráť sa k svojej panej a buď jej poddaná!“
GEN.16.10	Hospodinov anjel jej ďalej oznámil: „Rozmnožím tvoje potomstvo tak, že ho nebude možné spočítať.“
GEN.16.11	Hospodinov anjel ešte dodal:
GEN.16.11	„Pozri, počala si, porodíš syna
GEN.16.11	a dáš mu meno Izmael
GEN.16.11	lebo Hospodin ťa počul v tvojom pokorení.
GEN.16.12	Bude to človek ako divý osol,
GEN.16.12	jeho ruka bude proti všetkým
GEN.16.12	a ruky všetkých budú proti nemu;
GEN.16.12	bude proti všetkým svojim bratom.“
GEN.16.13	Hagar nazvala Hospodina, ktorý ju oslovil, El-Roi
GEN.16.14	Preto sa tá studňa volá Beér-Lachaj-Roi
GEN.16.15	Hagar porodila Abrámovi syna. Abrám dal svojmu synovi, ktorého porodila Hagar, meno Izmael. 
GEN.16.16	Abrám mal osemdesiatšesť rokov, keď mu Hagar porodila Izmaela.
GEN.17.1	Keď mal Abrám deväťdesiatdeväť rokov, zjavil sa mu Hospodin a povedal:
