GEN.1.1	Vowambeela Mulugu ahipaddusa odhulu ni elabo ya vati. 
GEN.9.6	Mwaha wi muthu opaddusiwe mooligana ni Mulugu.
GEN.9.7	Mbwenye nyo, murelane, mwiinjive,
GEN.9.7	mudhaale elabo yaatene ya vati.> >>
GEN.9.8	Mulugu ahiwelela owoga ni Nowe ni anaaye, wiira: 
GEN.9.9	<<Peeno ginasasanya nipangano no waandana waaga ni nyo vamohi ni aniinyu a musogolo, 
GEN.9.10	ni dhoovuma dhaatedhene dhedho dhakumile mmwanddeyani, balame ni aneenyama, dhaatedhene dhinna egumi mwiilaboni. 
GEN.9.11	Ginosasanya nipangano no waandana waaga ni nyo wi kagidha gitolosa dhoovuma dhaatedhene ni mahinje majinji. Kidha edha mahinje majinji oobwanyula elabo ya vati>>. 
GEN.9.12	Mulugu ahiwogaga, wiira: <<Ela enaakale etoonyihedho ya nipangano no waandana waaga ni nyo ni dhoovuma dhaatedhene mudhidhi dhaatedhene: 
GEN.9.13	Ginohelamo mmiraboni muzirilimbo wi ekale yowuubusedha nipangano no waandana waaga ni elabo. 
GEN.9.14	Gadhiiha murabo odhulu, wooneyawo muzirilimbo, 
GEN.9.15	ginoobuwelelege dha nipangano no waandana waaga ni nyo ni dha egumi dhoovuma dhaatedhene wi kagidha gitolosa ni mahinje majinji. 
GEN.9.16	Goonave muzirilimbo mmiraboni, miyo Mulugu ginoodha guubuwelele nipangano no waandana waaga woohumala ni dha egumi dhoovuma dhaatedhene dha elabo ya vati>>.
GEN.9.17	Ndala Mulugu ahimwaaddela Nowe, wiira: <<Ela etoonyihedho ya nipangano no waandana giiriliimina ni dhoovuma dhaatedhene dhookala mwiilaboni ya vati>>.
GEN.9.18	Ahima a Nowe yakumile mmwanddeyani yaali Semu, Kami ni Zhafeti. Kami aali baabi a Kanani. 
GEN.9.19	Yaali alenave araaru ahima a Nowe, vano athu aatene ookala mwiilaboni ya vati bi aniiwa.
GEN.9.20	Nowe aali namalima vano daali owambeela odhala muthanko wa vinyu. 
GEN.9.21	Nlabo nimohi ahimung'wa vinyu, olezela, ahikurula dhoowara dhaaye dhaatedhene, ahigona mmusasani mwaaye. 
GEN.9.22	Kami, baabi a aKanani, ahimoonaga babe ahiwarile yego, ahidhowa vaade wawaaddela addibile abiili.
GEN.9.23	Mbwenye Semu ni Zhafeti yahithukulaga guwo, okapatha weeddaga ni dduli yahimukuneelaga babiiwa wi ehoone omadave waaye.
GEN.9.24	Vinyu ahimuugunuwaga, Nowe ahivenyaga, onona yego yeerile mwaanaye amung'onong'ono.
GEN.9.25	Oliye ahiiraga:
GEN.9.25	<<Kanani oolumeleleye!
GEN.9.25	Oyene akale ookuthula,
GEN.9.25	mudhaari a addibile>>.
GEN.9.26	Ahiwogaga teto:
GEN.9.26	<<Oothithimiheya di 
GEN.9.26	Kanani akale mudhaari a Semu.
GEN.9.27	Mulugu amunnuwihe Zhafeti
GEN.9.27	Ahima aaye emagege vamohi ni ahima a Semu;
GEN.9.27	Kanani akale mudhaari eewa>>.
GEN.9.28	Ogavirile mudhidhi wa mahinje majinji Nowe ahimala yaaka mazana maraaru ni yaaka makumi matanu (350). 
GEN.9.29	Nowe akwile aganna yaaka mazana matanu namannayi ni yaaka makumi matanu (950).
GEN.10.1	Ola mwaha wa ahima a Nowe: Semu, Kami ni Zhafeti ni aniiwa, ayene yabaliwe ogavirile mudhidhi wa mahinje majinji.
GEN.10.2	Ahima a Zhafeti yaali: Goomeri, Magogi, Madayi, Yavani, Tubali, Mexeki ni Tirasi.
GEN.10.3	Ahima a Goomeri yaali Axekenazi, Rifati ni Togaarima.
GEN.10.4	Ahima a Yavani yaali: Elixa, Tarixixi, Kitiimi ni Rodanimu.
GEN.10.5	Mwa alena fwakumile milogo dhaatedhene omaga okobela wa nyaza. Nlogo ni nlogo nookanna elabo yeewa, mu ewogelo weewa ni athu eewa.
GEN.10.6	Ahima a Kami yaali: Kuxi, Egubuddu,
GEN.10.7	Ahima a Kuxi yaali: Seba, Havila, Sabita, Raama ni Sabiteka.
GEN.10.7	Ahima a Raama yaali: Xeba ni Deddani.
GEN.10.8	Kuxi ola aali baabi a Niimiroddi, muliba olamula mulubale owambeela a mwiilaboni. 
GEN.10.9	Niimiroddi ola aali muliba osaya ookwaranya, akamihedhiwaga ni 
GEN.10.10	Ola ahambeela olamula maluwa a Babeli, Ereki, Akaddi, ni Kaline mu elabo ya oXinari. 
GEN.10.11	Ovenya vevale oolamula o Axuuri, yahimaga maluwa a Ninive, Rehoboti-Iri, Kala, 
GEN.10.12	ni Reeseni. Reeseni aali vaari va Ninive ni nluwa nuulubale Kala.
GEN.10.13	Egubuddu aali nikolo na aLudi, aAnami, aLehabi ni aNafetu, 
GEN.10.14	vamohi ni aPaturusi, aKaasuluhi, mwemo mwakumile aFilisti, ni aKafitori.
GEN.10.15	Ahima a Kanani yaali: Sidoni, mwaanaye owambeela, ni Heti. 
GEN.10.16	Aali nikolo na aZhebusi, aAmori, aGirigaxi, 
GEN.10.17	aHevi, aAraki, aSini 
GEN.10.18	aArivadi, aZemari, ni aHamati. Musogolo mweewa, mahimo ala a ahima a Kanani yahimwadheya. 
GEN.10.19	Elabo yeewa yavenyile oSidoni, eyaaga dhipaddi dha oGerari, waaddamela oGaza, ofiyedha oSoddoma, oGomora, oAdama ni oZeboyiimi, ofiyedha epaddi ya oLaxa.
GEN.10.20	Baalena ahima a Kami. Nlogo ni nlogo nookanna mu ewogelo weewa, elabo yeewa, ni athu eewa.
GEN.10.21	Semu, ddibile mulubale a Zhafeti, ahaabala anaaye. Aali nikolo na ahima aatene a aHeberi.
GEN.10.22	Ahima a Semu yaali: Elamu, Axuuri, Arifaxadi, Lude ni Aramu.
GEN.10.23	Ahima a Aramu yaali: Uzi, Hula, Geteri ni Maxi.
GEN.10.24	Arifaxadi aali baabi a Sala, vano Sala aali baabi a Heberi.
GEN.10.25	Heberi aali baabi a ahima abiili, mmohi eethaniwa Pelegi vowi mu mudhidhi weewa athu yahimwadheliwa mwiilaboni, vano mmohi eethaniwa Zhokitani.
GEN.10.26	Zhokitani aali baabi a: Alimodadi, Xelefe, Hazaremaveti, Zhera, 
GEN.10.27	Hadoramu, Uzali, Dikila, 
GEN.10.28	Obali, Abimayeli, Xeba, 
GEN.10.29	Ofiri, Havila ni Yobabe. Aatene alena yaali ahima a Zhokitani.
GEN.10.30	Yamagile elabo eyene yavenyile oMexa ofiyedha oSefari, elabo ya mwaango epaddi ya wewo onakuma nduwa.
GEN.10.31	Baalena ahima a Semu. Nlogo ni nlogo nookanna mu ewogelo weewa, elabo yeewa ni athu eewa.
GEN.10.32	Nda milogo dha ahima a Nowe, wona mapadduwelo a athu eewa. Mwa alena fwakumiliwa athu a elabo ya vati egavirile mahinje majinji.
GEN.11.1	Malabo awale athu aatene a elabo ya vati yanna ewogelo emohi ni madhu mamohive. 
GEN.11.2	Mudhidhi olene athu yeeddaga epaddi ya wewo onakuma nduwa, yahifwanyaga mburo wootadeeleya wa oXinari, okalaga wewule.
GEN.11.3	Vano yahiwogaga mmohi ni mukwaaye, wiira: <<Kabeni, nuube njola, nipahe pama>>. Sowi, yamaga ni njola ni arikataraya voohukalana mabwe ni ologo.
GEN.11.4	Yahiiraga: <<Kabeni, niimagele nluwa ni sanja yowi njoo efiye odhulu wi nivuwe, nihimwadheyele mwiilaboni yaatene ya vati>>.
GEN.11.6	Vevale 
GEN.11.7	Kabeni nikitele vati wi navunganyedhe ewogelo yeewa, ehiiwananege mmohi ni mukwaaye>>. 
GEN.11.8	Nuwindo 
GEN.11.9	Mwa ela, nluwa ndde nneethaniwa Babeli,
GEN.11.10	Ola mwaha wa ahima a Semu: Semu ola aganna yaaka zana (100), ahimbala Arifaxadi, yaaka biili dhigavirile mudhidhi wa mahinje majinji. 
GEN.11.11	Agambalile Arifaxadi, Semu ahimala yaaka mazana matanu (500), vano ahaabala ahima amohi anaalobwana ni anaahiyana. 
GEN.11.12	Arifaxadi aganna yaaka makumi maraaru ni yaaka tanu, ahimbala Sala. 
GEN.11.13	Agambalile Sala, Arifaxadi ahimala yaaka mazana mannayi ni yaaka thaaru (403), vano ahaabala ahima amohi anaalobwana ni anaahiyana.
GEN.11.14	Sala aganna yaaka makumi maraaru, ahimbala Heberi. 
GEN.11.15	Agambalile Heberi, Sala ahimala yaaka mazana mannayi ni yaaka makumi maraaru (430), vano ahaabala ahima amohi anaalobwana ni anaahiyana.
GEN.11.16	Heberi aganna yaaka makumi maraaru ni yaaka nnayi, ahimbala Pelegi.
GEN.11.17	Agambalile Pelegi, Heberi ahimala yaaka mazana mannayi ni yaaka thaaru (403), vano ahaabala ahima amohi anaalobwana ni anaahiyana.
GEN.11.18	Pelegi aganna yaaka makumi maraaru, ahimbala Rewu. 
GEN.11.19	Agambalile Rewu, Pelegi ahimala yaaka mazana meenddi ni yaaka tanu nennayi (209), vano ahaabala ahima amohi anaalobwana ni anaahiyana.
GEN.11.20	Rewu aganna yaaka makumi maraaru ni yaaka biili, ahimbala Serugi. 
GEN.11.21	Agambalile Serugi, Rewu ahimala yaaka mazana meenddi ni yaaka tanu nabiili (207), vano ahaabala ahima amohi anaalobwana ni anaahiyana.
GEN.11.22	Serugi aganna yaaka makumi maraaru, ahimbala Nahori. 
GEN.11.23	Agambalile Nahori, Serugi ahimala yaaka mazana meenddi (200), vano ahaabala ahima amohi anaalobwana ni anaahiyana.
GEN.11.24	Nahori aganna yaaka makumi meenddi ni yaaka tanu nennayi, ahimbala Tera. 
GEN.11.25	Agambalile Tera, Nahori ahimala yaaka zana ni kumi natanu nennayi (119), vano ahaabala ahima amohi anaalobwana ni anaahiyana.
GEN.11.26	Tera aganna yaaka makumi matanu nameenddi (70) ahaabala anaaye: Abaramu, Nahori ni Harani.
GEN.11.27	Ala mandina a ahima a Tera: Olena ahaabala anaaye Abaramu, Nahori ni Harani. Vano Harani ahimbala Lothi. 
GEN.11.28	Harani akwile ababe Tera ehinakwe, owaniwa nluwa na Uri wa oKalideya.
GEN.11.29	Abaramu ni Nahori yahitela. Mwadha a Abaramu eethaniwa Sarayi, vano mwadha a Nahori eethaniwa Milika, mwaana a Harani. Milika ddibile aali Isika. 
GEN.11.30	Mbwenye Sarayi aali guba, kaakwaniha waabala ahima.
GEN.11.31	Nuwindo Tera ahihiya elabo yaaye ya Uri wa aKalideya afunaga odhowa elabo ya oKanani, ahimuthukula Abaramu mwaanaye vamohi ni Lothi, mwaana a mwaanaye Harani, vamohi ni Sarayi mwihiyanaaye Abaramu. Mbwenye egafiyile oHarani yahimaga wewo.
GEN.11.32	Tera amalile yaaka mazana meenddi ni yaaka tanu (205), okwa agali oHarani.
GEN.12.2	Ginowuwiira mulogo mulubale, guureelihe, givuwihe ndina naawo wi okale mareeliho. 
GEN.12.3	Ginoodha gaareelihe ayene eneere yuureelihege, gaaddubege ayene eneere yuuddubege. Malogo maatene a elabo ya vati enoodha ereelihiwe mwa we>>.
GEN.12.4	Abaramu ahimaruwaga wona 
GEN.12.5	Ahimuthukulaga mwihiyanaaye Sarayi, vamohi ni mudhule Lothi ni dhooreela dhaaye dhaatedhene dhanniiwana. Ahaathukulaga teto athu alene yaalaba egali oHarani, odhowaga vamohi eyaaga oKanani.
GEN.12.6	Abaramu oweedda ofiya niburo na oXikemu, musiddo mwa muthanko mulubale wa More. Mudhidhi olene aKanani yamagile elabo elene.
GEN.12.8	Okwaranyavo odhowaga omwaangoni epaddi ya wewo onakuma nduwa, ahimaga musasa waaye vaari va Beteli, wewo onadhowa nduwa, ni Ayi, wewo onakuma nduwa. Vevale ahisasanyavo teto ebuwa ya mukutho wa 
GEN.12.9	Nuwindo Abaramu ahimaruwaga, weeddaga ayaaga epaddi ya oNegevi.
GEN.12.10	OKanani yahifiyawo dala yowoopiha, vano Abaramu ahithawela wEgubuddu, okala wewo mudhidhi mmohi.
GEN.12.11	Yaaddamelaga wEgubuddu Abaramu ahiwogaga ni mwihiyanaaye Sarayi, wiira: <<Gihinona wi weevo oli mwihiyana ooriyesesa. 
GEN.12.12	AEgubuddu yowoona, enona wi weevo oli mwihiyanaaga, enogipa wi ehale ni weevo. 
GEN.12.13	Ndala weerege weevo oli murogoraga wi miyo gaakeliwe pama mwaha wa we, ni mwaha wa we goobowe>>.
GEN.12.14	Egafiyile, aEgubuddu yahoona ebaribareene wi mwihiyana ole ahitthabwa oriya.
GEN.12.15	Anamalaba a Farawo, mwene o wEgubuddu, vamooniliiwa, yooddoddobela dha oriya wa Sarayi. Mowindala mwadha a Abaramu ahithukuliwa wi akalege vaade va Farawo. 
GEN.12.16	Abaramu ahaakeliwa pama mwaha wa Sarayi. Farawo ahimvaha mabila, ng'ombe, abuuru aalobwana ni aahiyana, anamalaba aalobwana ni aahiyana, vamohi ni akamelo.
GEN.12.17	Mbwenye 
GEN.12.18	Ndala Farawo ahimwiithana Abaramu, omukoha, wiira: <<Elaya egiireliiwe ddi? Mwaha bwaddi odhe ohugaaddelelege wi ola di mwihiyanaawo? 
GEN.12.19	Weerele ddi wi: <Di murogoraga>? Vano miyo gimutela oliye. Mwihiyanaawo ola omuladde, omudhowegena>>.
GEN.12.20	Farawo ahaalamulelaga alobwana aaye wi emveleele Abaramu ni mwihiyanaaye ni dhaatedhene dhaali dhaaye, omvenyihamo mu Egubuddu.
GEN.13.1	Ndala Abaramu ahivenyawo wEgubuddu odhowaga oNegevi ni mwihiyanaaye, dhooreela dheewa dhaatedhene ni mudhule Lothi. 
GEN.13.2	Abaramu aali mwiinya a dhooreela, ahikalana aneenyama ajinji vamohi ni parata ni oro. 
GEN.13.3	Ahivenya oNegevi odhowaga dhipaddi dha oBeteli wewo wamagiliiye musasa waaye, vaari va Beteli ni Ayi, 
GEN.13.4	vevo vowambeela vasasanyiliiye ebuwa ya mukutho wa 
GEN.13.5	Lothi ole eedda ni Abaramu, ahikalana mabila ni ng'ombe ni misasa dhijinji.
GEN.13.6	Va mwaha ola kaakwaniha omaga vamohi ni Abaramu, vowi mburo wahiyeva wookalvo aabiili ni dhooreela dheewa.
GEN.13.7	Vevale vahikala owana-wana wa amakambuzi a mabila a Abaramu ni a Lothi. Ohiya ela, mwiilaboni mule yahimagamo aKanani ni aPerezi mudhidhi olene.
GEN.13.8	Abaramu ahiwogaga ni Lothi, wiira: <<Kukalevo owana-wana wa hiyo naari wa amakambuzi a mabila eehu, vowi nili emudhi.
GEN.13.9	Elabo yaatene ela, osakule eyene enafuniiwe. Nimwalane. Waya epaddi ya omoononi woong'oto, miyo ginaya omoononi wooja. Waya epaddi ya omoononi wooja, miyo ginaya woong'oto>>.
GEN.13.10	Lothi ahisugwa dhipaddi dhaatedhene, woona nddiba na oZhordawu, ofiyedha oZowari, nenddo nanna mahinje majinji wona mudda wa 
GEN.13.11	Ndala Lothi ahisakula nddiba nendde na oZhordawu, weeddaga odhowaga wewo onakuma nduwa. Nuwindo famwalaniliiye ni Abaramu. 
GEN.13.12	Abaramu amagile epaddi ya oKanani, vano Lothi ahisakula epaddi ya maluwa a nddiba na Zhordawu, ahitibela misasa dhaaye waaddamela oSoddoma.
GEN.13.13	Mbwenye athu a oSoddoma yaali ootakala mirima, yoomuthegelesa 
GEN.13.15	Elabo yaatene ela enooniiwe ginowuuvaha we ni anaawo a musogolo, mudhidhi dhaatedhene.
GEN.13.16	Ginoodha gaweenjedhedhe aniiwa alena, ekale wona nthubi na vatheyani. Kalivo onaakwaniha weelengela nthubi naatenene, kalivo teto oneere aakwanihe waweelengela anaawo. 
GEN.13.17	Vano, ovenye weeddeedde dhipaddi dhaatedhene dha elabo ela vowi ginowuuvaha>>.
GEN.13.18	Abaramu ahitamiha misasa dhaaye, odhowa omaga mmithankoni dhuulubale dha Mamere oHeboroni, vano ahisasanya wewo ebuwa ya mukutho wa 
GEN.14.1	Amerafile mwene a oXinari, Ariyoki mwene a oElasari, Kedarolawomere mwene a oElamu, ni Tidali mwene a oGoyiimi, 
GEN.14.2	ala yahiwaniha koddo ni Bera mwene a oSoddoma, ni Birixa mwene a oGomora, ni Xinabe mwene a oAdama, ni Xemeberi mwene a oZeboyiimi, vamohi ni mwene a oBela, ela sowi oZowari. 
GEN.14.3	Alena oogomihedha atanu yahaatugumanya anyakoddo eewa nddiba na Siddima wewo oli Nyaza Yookwa. 
GEN.14.4	Yaaka kumi nabiili yathongiwa ni Kedarolawomere mbwenye dhaakwanaga yaaka kumi nathaaru, yahikoodda othongiwa ni oliye. 
GEN.14.5	Dhaakwanaga yaaka kumi nennayi, ahidha Kedarolawomere vamohi ni mamwene mamohi yaandaniliiyena. Yahaaporosa aRefayiimi oAxtaroti-Karinayiimi, vamohi ni aZuzi oKami, aEmi ya oXave-Kiriyatayimu, 
GEN.14.6	ni aHori yakala omwaangoni dha oSeyire, yahawiigara aliwa ofiyedha oEli-Parani, waaddamela okokolani. 
GEN.14.7	Yahiwelela teto oEni-Mixipati, nda sowi oKadexi, othukula elabo yaatene ya aAmaleke ni ya aAmori, ayene yamagile oHazezoni-Tamari.
GEN.14.8	Mbwenye mamwene ala a oSoddoma, oGomora, oAdama, oZeboyiimi ni oBela, ela enatapulela oZowari, favenyiliiwa odhowaga okoddoni. Yahiwana koddo nddiba na oSiddima. 
GEN.14.9	Yaali mamwene matanu ala ewanaga ni mamwene mannayi, Kedarolawomere mwene a oElamu, Tidali mwene a oGoyiimi, Amerafile mwene a oXinari ni Ariyoki mwene a oElasari.
GEN.14.10	Nddiba na Siddima wadhaalile miliddi dha arikataraya, vano vowiigariwa mamwene ala a oSoddoma ni oGomora, ethawaga yahimorela mmiliddini mwemule. Amohi yahalile, yathawele mmwaangoni. 
GEN.14.11	Amwiiddani yahithukula dhooreela dha oSoddoma ni oGomora vamohi ni dhooja dhiwa dhaatedhene, odhowana. 
GEN.14.12	Yahimuthukula teto Lothi, mudhule Abaramu ni dhooreela dhaaye dhaatedhene, vowi Lothi ola amagile oSoddoma.
GEN.14.13	Veva mmohi agoobowe ahidhowa omwaaddela Abaramu, muHeberi, dhedho dheereyile. Abaramu, agamagile mmithankoni dhuulubale dha Mamere muAmori. Ola ni emudhi yaaye Exikole ni Aneri bi ayene Abaramu yasasanyiliiyena nipangano no waandana. 
GEN.14.14	Ageewile wi mudhule ahihiddiwa, Abaramu ahaasasanyedha alobwana aaye oororomeleya, yabaliwe vaade vaaye. Wiinjiva weewa waali mazana maraaru ni kumi ni atanu ni araaru (318). Yahaathamagela amwiiddani ofiyedha oDani.
GEN.14.15	Abaramu ahaagawa alobwana aaye mmakuruni, yahaagurumusa mahiyu, vano yahawiigara, ofiyedha oHoba, epaddi ya omoononi woong'oto wa oDamasiku. 
GEN.14.16	Yahawaaka dhego dhaatedhene, omwaakihedha Lothi, mudhule, ni dhooreela dhaaye dhaatedhene, ni ahiyana ni athu amohi yahiddiwe.
GEN.14.17	Abaramu awelagawo okoddoni wewule wamporosiliiye Kedarolawomere ni mamwene mamohi yannigiiyena, mwene a oSoddoma ahimuharela wi amwaakelele nddiba na Xave, ela sowi nddiba na mwene.
GEN.14.18	Melikizedeki, mwene a oSalemi,
GEN.14.19	Ahimureeliha Abaramu ni madhu ala, wiira:
GEN.14.19	<<Wi Mulugu a Mudhulu-dhulu,
GEN.14.19	mpaddusi a odhulu ni elabo ya vati,
GEN.14.19	amureelihe Abaramu!
GEN.14.20	Athithimihiwe Mulugu a Mudhulu-dhulu,
GEN.14.20	oyene wuuvahile waagonjiha amwiiddani aawo!>>
GEN.14.20	Mowindo Abaramu ahivaha yaneekumi ya dhaatedhene dhawaakiliiye amwiiddani.
GEN.14.21	Vano mwene a oSoddoma ahiwogaga ni Abaramu, wiira: <<Muginke athuve, dhooreela muhalena>>. 
GEN.14.22	Abaramu ahimwaakulaga mwene a oSoddoma, wiira: <<Gihigwelihedha odhulu madada aaga, ginolibela wa 
GEN.14.23	wi wa eyene eli yeenyu kaginathukula, nivang'onong'ono, naari mungoyi woomagana sapatho. Kaginafuna wi muwogege wi: <Abaramu gihimureeliha>.
GEN.14.24	Wa miyo yaaga si elene azombwe aaga yajiliiwa, ni eyene yaali ya athu alene yanniimina vamohi: Aneri, Exikole ni Mamere. Ala mbwenye ahiyeni ethukule yeewa>>.
GEN.15.1	Dhigamalile nda 
GEN.15.1	<<Ohoove, Abaramu, miyo ginowuwaakihedha,
GEN.15.1	vano onoodha okalena ya mahala yuulubale>>.
GEN.15.2	Abaramu ahaakulaga, wiira: <<Nyoovo 
GEN.15.3	Abaramu aheenjedhedhaga owoga, wiira: <<Vowi kamugivahile ahima ndala namalaba aaga dinaakele dha vaade vaaga>>.
GEN.15.4	Mbwenye 
GEN.15.5	Ahimurumaga Abaramu wi akumele vaade, wiira: <<Osugwe odhulu, woone akala onaande weelengela ttendderi nde. Ahima aawo a musogolo enaakale ndale!>>
GEN.15.6	Abaramu oomuroromela 
GEN.15.8	Abaramu ahikohaga, wiira: <<Nyoovo 
GEN.15.10	Abaramu ahaadhana aneenyama ale, ahaagwaddaga vaari mmohi ni mmohi okala dhipaddi biili, vano ahaahiyaga esugwanaga. Mbwenye balame kaagwaddile. 
GEN.15.11	Mpungu dhoomorelaga vaaligi aneenyama ookwa ale, Abaramu owiigarelaga. 
GEN.15.12	Waasiguwaga kove dhuulubale dhoomudheela Abaramu. Mowaaguva woomudheela woova ni yiihi yuulubale.
GEN.15.13	Veva 
GEN.15.14	Mbwenye miyo ginoodha gaathonge athu eni yawiire adhaari, enoodha ekumemo mwiilaboni mwemule ni dhooreela dhijinji.
GEN.15.15	Weevo onoodha okwe mmurenddeleni ni yaaka dhijinji, weethuuwe ni makolo aawo. 
GEN.15.16	Ahima aawo a musogolo enoodha ewelele veva, dhigavirile yaaka mazana mannayi (400). Sowi obure wa Amori kinaakwanelihe othega weewa wi ethongiwe>>.
GEN.15.17	Ndala wahiriba, odha yiihi. Wahooneya munddo othuwaga mwiisi, vevale wahooneya mutigo woohidda oviraga vaari va aneenyama ale yagwaddanyiwe.
GEN.15.18	Nlabo nendde, 
GEN.15.19	Ginoodha gaavahe elabo ya aKeni, ya aKenezi, ya aKadimoni, 
GEN.15.20	ya aHeti, ya aPerezi, ya aRefayiimi, 
GEN.15.21	ya aAmori, ya aKanani, ya aGirigaxi ni ya aZhebusi>>.
GEN.16.1	Sarayi, mwadha a Abaramu, kaambalele mwaana. Mbwenye oliye ahikalana namalaba aaye mu Egubuddu eethaniwa Hagari. 
GEN.16.2	Ndala Sarayi ahiwoga ni Abaramu, wiira: <<Miyo 
GEN.16.3	Egamalile yaaka kumi egatamele oKanani Sarayi, mwadha a Abaramu, ahimvaha mamune namalaba aaye Hagari wi akale mwihiyanaaye a nabiili. 
GEN.16.4	Abaramu ahigonana, orubalela. Vanoniliiye wi ohurubalela, Hagari ahambeela ombedda Sarayi, nabwiya aaye.
GEN.16.5	Ndala Sarayi ahiwoga ni Abaramu, wiira: <<Mwa ela muhukalana mwaha! Miyo guhuuvahani namalaba aaga, vano virubaleliiye, onoginyemula. 
GEN.16.6	Abaramu ahimwaakulaga Sarayi, wiira: <<Oliye di namalaba aawo, we dinamulamula. Omwiirele eyene enafuniiwe>>. Vevale Sarayi ahambeela omooniha goyi, Hagari ahithawa.
GEN.16.7	Mungero a 
GEN.16.8	Ahimukohaga oliye, wiira: <<Hagari, namalaba a Sarayi, onadha wuuvi, vano onadhowa wuuvi?>> Oliye ahimwaakulaga, wiira: <<Ginamuthawa Sarayi, nabwiya aaga>>. 
GEN.16.9	Mbwenye mungero a 
GEN.16.10	Mungero a 
GEN.16.11	Mungero a 
GEN.16.11	<<Ohurubalela, oneere ombala mwaana-mulobwana.
GEN.16.11	Onamuthwiwe ndina na Zhumayili
GEN.16.11	vowi 
GEN.16.12	Oneere akale wona mwaneenyama a mukokolani,
GEN.16.12	awanege mudhidhi dhaatedhene ni akwaaye,
GEN.16.12	aliwa ewanaga ni oliye.
GEN.16.12	Avirigane ni addibile
GEN.16.12	naari agaaddamanena>>.
GEN.16.13	Hagari ahiromola ndina na 
GEN.16.14	Mwa mwaha ola ceela ele eneethaniwa: Ceela ya Lahayi-Royi,
GEN.16.15	Ndala Hagari ahimbala mwaana-mulobwana. Babe Abaramu ahimuthwa ndina na Zhumayili. 
GEN.16.16	Abaramu aganna yaaka makumi matanu na maraaru ni yaaka tanu nammohi (86), Hagari ahimbalela Zhumayili.
GEN.17.1	Abaramu aganna yaaka makumi matanu na mannayi, ni yaaka tanu nennayi (99) 
GEN.17.1	<<Miyo gili Mulugu oowodha-wodha;
GEN.17.1	weeddege ni miyo, okalege apama.
GEN.17.2	Miyo ginoodha nkaraateyihe
GEN.17.2	waandana woopanganela waaga ni weevo,
GEN.17.2	ginoodha guuvahe ahima owiinjivesesa>>.
GEN.17.3	Abaramu ahiworomihedhaga yuuji yaaye vati, vano Mulugu ahididelaga owoga ni oliye, wiira: 
GEN.17.4	<<Mwa miyo, nipangano no waandana gineeriimi ni weevo, onoodha okale baabi a malogo majinji. 
GEN.17.5	Wambeela peeno, ndina naawo kunaakale Abaramu, mbwenye, Abarahamu,
GEN.17.6	Ginoodha guuvahe anamabaliwelamo owiinjivesa, mwa weevo enoodha ekumemo malogo ni mamwene. 
GEN.17.7	Waandana woopanganela waaga onoodha okale ni weevo ni wa anaawo a musogolo, wona waandana woopanganela woohumala. Gineere gikale Mulugu aawo ni Mulugu a anaawo.
GEN.17.8	Ginoodha guuvahe weevo ni anamabaliwelamo aawo elabo ela yaatene ya oKanani oliiwe wi ekale yaawo mudhidhi waatene. Ebaribari ginoodha gikale Mulugu eewa>>.
GEN.17.9	Mulugu teto ahiwogaga, wiira: <<Vano weevo Abarahamu, waakwanelihege waandana waaga, weevo ni anaawo malabo maatene. 
GEN.17.10	Makalelo owaakwaneliha waandana waaga ni weevo vamohi ni anaawo aatene baala: Mwawiinelege
GEN.17.11	Ogwaddiwa mwiili wa alobwana eenyu eneere ekale etoonyihedho ya nipangano no waandana waaga ni nyoovo. 
GEN.17.12	Ahima eenyu yaakwanaga malabo matanu na maraaru, mwawiinelege aatene ale eli anaalobwana mowaagwadda, ebaliwe vaade vaawo, naari adhaari ooguliwa ni a malogo mamohi. 
GEN.17.13	Ale oobaliwa a vaade vaawo, ni adhaareene ooguliwa, yiineliwege. Ela eneere ekale etoonyihedho yoohumala yo waandana waaga mmwiilini mweenyu. 
GEN.17.14	Oyene oneere ahiineliwe, ahigwaddiwe mwiili waaye, eegariwege mmulogoni mwaaye, vowi ohukoodda waandana woopanganela waaga>>.
GEN.17.15	Mulugu ahiwogaga ni Abarahamu, wiira: <<Vano mwihiyanaawo kaneethaniwege Sarayi, mbwenye Saara.
GEN.17.16	Ginomureeliha wi akale mma a malogo majinji, vano mwa oliye enoodha ekumemo mamwene>>.
GEN.17.17	Abarahamu ahiworomihedhaga yuuji vati mbwenye ahiteyaga, wiikoha mmurimani mwaaye, wiira: <<Ebaribari mulobwana onoodha abale aganna yaaka zana (100)? Ebaribari Saara onoodha abale, aganna yaaka makumi matanu na mannayi (90)?>> 
GEN.17.18	Ndala Abarahamu ahimwaakulaga Mulugu, wiira: <<Mwaheere mmurumeedha Zhumayili wi akalege vameentoni veenyu!>> 
GEN.17.19	Mbwenye Mulugu ahiiraga: <<Naari, mwihiyanaawo Saara onoodha ombalele mwaana-mulobwana, vano weevo onoodha omuthwe ndina naaye Ezaaki.
