MAT.1.1	Tuhca̱ cochi nda̱ta yahn Dihvo vo Jesucristo. Ihyan ndico yahn ye ne, David ma̱n, Abraham ma̱n.
MAT.5.35	Nde hua ntihyon ya̱n ne muhn iyehnse, te quenan ye numachahte. Nde hua ntihyon ya̱n ne Jerusalén, te ya̱n yahn ye. 
MAT.5.36	Nde hua ntihyon ya̱n ne tin ne, te nde a̱ma yudo tin ne ne, metah vederihquentiyon yahn ne che ca̱hcantiyon ne che ndacorun color yahn. 
MAT.5.37	Cuahn che ca̱h ne ndudo yahn ne ne, hua ntihyon ya̱n ne nde a̱ma na̱n dehtenduh. A̱ma no ndudo ca̱hma ne, a tihca̱, a o hua tihca̱, te che rentihdenan ca ne ndudo ca̱va che cotahno ihyan ne, chundah rihquentiyon se chemin.
MAT.5.38	’Nchuhn ne, a devano ne te chicuahn ihyan ndico yahn ne tuhca̱: “Adecodehno nunde che din ihyan ne, a nunde min no va che nuhnde menun yahn ye.” 
MAT.5.39	Ate u ne, rá̱hn rí nchuhn te hua da̱ma co ne nduco ihyan che din ta̱n ye nduco ne. Ndete che va ihyan che cuahn ye a̱ma la̱do va̱cona̱n ne ne, ndotenan che da̱ma co ne nduco ye ne, cuahnecun ne che cuahn ye ta̱ma la̱do. 
MAT.5.40	Ndete che va ihyan che ca̱ca nunde ye yahn ne, nahn cahnevi cahteca ne ne, ca̱h ne nde cahteca tu yahn ne ihyan. 
MAT.5.41	Ndete che ta̱hn nun sanda̱do nchuhn yune, ca̱hcantiyon se che quendehde ne chede yahn se nduhneva che rihquentiyon ley ne, nde chuhnan ca cuiquendehde ne yahn se. 
MAT.5.42	Adecoduhno ihyan che ca̱ca ye dehtenduh yahn nchuhn, a nahn yahn ye, o nahn tumanan no ye ne, ca̱h ne ihyan.
MAT.5.43	’Nchuhn ne, a devano ne te chicuahn ihyan ndico yahn ne tuhca̱: “Codin yahine ihyan che yahino ye di, ne codin tan nduco ihyan che redin ta̱n ye ndoque.” 
MAT.5.44	Ate u ne, rá̱hn rí nchuhn: Codin yahino ne ihyan che rendihche ta̱n ye nchuhn ma̱n, cuica ne Dendiohs che din ye che ndah nduco ihyan che ra̱hva ye yahn ne ma̱n, ihyan che rihya ye nchuhn ma̱n, ihyan che redin ta̱n ye nduco ne ma̱n. 
MAT.5.45	Ndete che tihca̱ din nchuhn ne, da̱ma ri ne nduco Chida ne che va ye vahchetero, te ihyan min ne, redin ye che rendihco dave yahn ya̱hn ma̱n, redin ye che ran co ma̱n, ca̱va che ndah yahn ihyan che ndah ihyan ye ma̱n, ihyan che duhtuno ihyan ye ma̱n. 
MAT.5.46	Ndete che atena̱n ihyan che yahino ye nchuhn din yahino ne ne, ¿dehra cochihve yahn ne?, te nde sa̱hn rica tume ca̱de iyo tihca̱ redin se. 
MAT.5.47	Namin ndete che atena̱n combiero yahn ne neca̱h ne Dendiohs ihyan ne, ¿dehra cochihve yahn ne?, te nde ihyan che hua devano ye che va Dendiohs tihca̱ redin ye. 
MAT.5.48	Nchuhn ne, nahn che runeca̱de ne nduhca̱ che runeca̱de Chida ne che va ye vahchetero.
MAT.6.1	’Cuihco nchuhn cuda̱do che hua din ne dehtenduh che ndah atena̱n ca̱va che ndihchero ihyan, te ndete che ca̱va che ndeva ihyan yavena̱n ne che tihca̱ din ne ne, nde hua cochihve yahn ne na̱n Chida ne che va ye vahchetero. 
MAT.6.2	Chemin che cuahn che din ne vedeva̱hino ne, co din ne cuande che hua cadino nde a̱ma ihyan. Hua da̱ma co ne nduco sa̱hn che o na̱n o chende se che redin se vedeva̱hino na̱n nducoya̱ca ihyan, chete ya̱co ma̱n, cua̱hn yune ma̱n. Sa̱hn chahn ne, tihca̱ redin se ca̱va che ndonan ihyan sa̱hn, ate cua̱co rá̱hn rí nchuhn te nde hua cochihve yahn se na̱n Dendiohs che tihca̱ redin se. 
MAT.6.3+MAT.6.4	Ndaconan rá̱hn rí nchuhn te cuahn che din ne vedeva̱hino ne, co din ne cuande che hua cadino nde a̱ma ihyan, ca̱va che Chida ne che rendihche ye nducuahn che redin ne ne, nda̱hco menun ye yahn ne.
MAT.6.5	’Nchuhn ne, cuahn che cova̱h ne ne, hua din ne nduhca̱ che redin sa̱hn che o na̱n o chende se che renan ino se rahtendi se reva̱h se chete ya̱co ma̱n, cua̱hn yune ma̱n, na̱n che co ndihchero nducoya̱ca ihyan sa̱hn. Cua̱co rá̱hn rí nchuhn te nde hua cochihve yahn se na̱n Dendiohs che tihca̱ redin se. 
MAT.6.6	Cuahn che cova̱h nchuhn ne, codin ne cuande che hua va̱n ya̱hn ihyan. Tahque ndah che dema̱n ne cova̱h ne chete vah na̱n che dema̱n Chida ne cahnevan ye. Cuedevano ne te rendihchero ye nchuhn, ne nda̱hco menun ye yahn ne.
MAT.6.7	’Cuahn che cova̱h nchuhn ne, hua din ne nduhca̱ che redin ihyan che hua devano ye che va Dendiohs. A̱ma ndeh reva̱h ye na̱n dehtenduh che redin ye dendiohs yahn ye, te ra̱hco ye te nduco che a̱ma ndeh reva̱h ye ne, cahnevan dendiohs yahn ye. 
MAT.6.8	Hua da̱ma co ne nduco ye na̱n che reva̱h ne, te Chida ne ne, nde ura che ametah ca̱ca ne ihyan ne, a devano ye nducuahn dehtenduh che rendotenan ne. 
MAT.6.9	Chemin che cova̱h nchuhn tuhca̱:
MAT.6.9	Chida nuhn che va ne vahchetero,
MAT.6.9	Rica nuhn ndih che din ne che ndeva nducoya̱ca ihyan yavena̱n ne, co devano ye che metah nde a̱ma nunde na̱n ne.
MAT.6.10	Rica nuhn ndih che cuana̱n ca̱hcantiyon ne nuhn.
MAT.6.10	Nahn nuhn che dinahn ihyan iyehnse vederihquentiyon yahn ne nduhca̱ che redinahn ángel che vate ye vahchetero.
MAT.6.11	Cuete ne che cheh nuhn ma̱n ro cuh.
MAT.6.12	Cuenchahco ne nunde yahn nuhn nduhca̱ che renchahco ma̱n nuhn yahn ihyan che redin ta̱n ye nduco nuhn.
MAT.6.13	Cuendedevahn ne nuhn ta̱h chundah, hua cuahnecun ne che tumarande se nuhn.
MAT.6.13	Tihca̱, te a ndih che rihquentiyon ne cuahn da̱ma. A̱ma yudo vederihquentiyon quenan cuma ne. Tihca̱ co.
MAT.6.14	’Cuedevano nchuhn te ndete che nchahco ne yahn ihyan che redin ta̱n ye nduco ne ne, namin Chida ne che va ye vahchetero nchahco ye nunde yahn ne. 
MAT.6.15	Ate ndete hua nchahco ne yahn ihyan ne, namin Chida ne che va ye vahchetero ne, hua nchahco ye yahn ne.
MAT.6.16	’Nchuhn ne, cuahn che cuahte ne ya̱hte ne, hua din ne nduhca̱ che redin sa̱hn che o na̱n o chende se. Sa̱hn chahn ne, ndih ra̱n va̱cona̱n se ca̱va che cadino ihyan che vate se ya̱hte. Cua̱co rá̱hn rí nchuhn te nde hua cochihve yahn se na̱n Dendiohs che tihca̱ redin se. 
MAT.6.17	Cuahn che cuahte nchuhn ya̱hte ne, cua̱hco na̱n ne ma̱n, cuih ne ca̱ca tin ne ma̱n, 
MAT.6.18	ca̱va che nde hua cadino ihyan che vate ne ya̱hte. Chida ne a devano ye, te rendihchero ye nchuhn, ne nda̱hco menun ye yahn ne.
MAT.6.19	’Hua cua̱hcora̱n nchuhn ca̱va vedecuihca che a chemin no din da̱ma ne. Hua regu, te rine iteduhn ma̱n, reh dache ma̱n, renda̱ sa̱hn duco, riquenda se ma̱n. 
MAT.6.20	Tahque ndah ne, codin nun ino ne ca̱va che cuahtenan ne vahchetero, te chemin ne, anduhneca̱ a̱ma vedecuihca che hua redetoh iteduhn ma̱n, hua reh dache ma̱n, hua riquenda sa̱hn duco ma̱n. 
MAT.6.21	Nahn che tihca̱ din nchuhn. A devano ne te na̱n che va vedecuihca ne, a yahn chemin no che rendedecadino ihyan.
MAT.6.22+MAT.6.23	’Ndutina̱n nchuhn ne, nduhca̱ a̱ma ya̱hn che richihve yahn ne che ri ro na̱n ne. Ndete che ndah ndutina̱n ne ne, ndah ro na̱n ne. Ate ndete che hua ne, anduhneca̱ ndete che man na̱n che vate ne. Atihnoca̱ vederendedecadino yahn ne, te ndete che cochihve ne, conahn ndah ne vederihquentiyon yahn Dendiohs. Ate ndete che cuahcota̱hn ne vederihquentiyon yahn ye ne, hua cochihve vederendedecadino yahn ne, ne anduhneca̱ ndete che a̱ma man na̱n che vate ne.
MAT.6.24	’Nde a̱ma ihyan ne, hua co cuahtenan cuma ye o dihve ye da̱mandahn, te din yahino ye a̱ma, ne ca̱hcoma̱n ye ta̱ma, o dinahn ye yahn a̱ma, ne cuahcota̱hn ye yahn ta̱ma. Atihnoca̱ nchuhn, te hua co din yahino ne Dendiohs ndete che yahino ne vedecuihca.
MAT.6.25	’Rá̱hn rí nchuhn: Hua cua̱hcora̱n ne deh cheh ne ma̱n, deh cuh ne ma̱n, ti nda̱ca ne tino che cuahtenun ne ma̱n. A Dendiohs che deco ye nchuhn iyehnse, ne te ye che cheh ne ma̱n, tino che cuahtenun ne ma̱n. 
MAT.6.26	Cua cuande nchuhn. Ya̱hda ne, andahre hua rendotenan che din te nduhca̱ che redin ihyan che rino ye nda̱ta ma̱n, rentumanan ye ndute nda̱ta ma̱n, rih ndah ye ma̱n, ate Chida ne che va ye vahchetero ne, redin ye che renda̱ca te che reh te. Cuedevano ne te tahque redin ye cuda̱do nchuhn che co ite chahn. 
MAT.6.27	Nde a̱ma nchuhn, andahre a̱ma ndedecadino ne, ate hua co din ma̱n ne che cuihta ne ma̱hn metro.
MAT.6.28	’Nde hua redin yahn che ndedecadino nchuhn ti ngua ne tino che cuahtenun ne. Cua cuande ne. Na̱nda ne, hua rendotenan che din nduhca̱ che redin ihyan che redin ye ntiyon ma̱n, riya ye tino ma̱n, 
MAT.6.29	ne rá̱hn rí nchuhn te nde rey Salomón andahre a̱ma chahte vederihquentiyon quenan cuma ye, ate tahque ndah chan ro na̱nda che co tino che quenun ye. 
MAT.6.30	Nchuhn che ndeh rendedecadino ne ca̱va ne, nducote redin Dendiohs che a̱ma ndah chan ro na̱nda andahre a̱ma o ro ra regu, cuedevano ne te tahque redin ye cuda̱do nchuhn. 
MAT.6.31	Chemin che hua nahn che a̱ma ndedecadino ne deh cheh ne ma̱n, deh cuh ne ma̱n, ti ngua ne tino yahn ne ma̱n. 
MAT.6.32	Ihyan che nde hua devano che va Dendiohs ne, a̱ma rendedecadino ye yahn dehtenduh chemin chan. Ate nchuhn ne, va Chida ne vahchetero che redin ye cuda̱do nchuhn, ne a devano ye yahn dehtenduh che rendotenan ne. 
MAT.6.33	Mena̱n vihca cuahnecun ne che ca̱hcantiyon ye nchuhn ma̱n, runeca̱de cuahtechica ne nduhca̱ che nahn ye ma̱n, ne te ye nducuahn dehtenduh chemin chan che rendotenan ne. 
MAT.6.34	Chemin che hua ndedecadino nchuhn ta̱ca̱ cuahno co ne caviya̱n deman, te queri a̱ma ro ne, va vedera̱hn yahn ne, ne hua redin yahn che cua̱hcora̱n ne ta̱ca̱ cuahno co ne.
MAT.7.1	’Hua nda̱hchenan nchuhn ihyan ca̱va che hua din Dendiohs castigo nchuhn. 
MAT.7.2	Nduhca̱ che nda̱hchenan ne ihyan ne, tihca̱ cua cuande Dendiohs nchuhn, din ye castigo nchuhn. 
MAT.7.3	Ndete che nda̱hchenan ne a̱ma ihyan yahn dehtenduh che hua nda̱hca̱ redin ye, ate nde hua retumacadino ne che va dehtenduh che tahque chihnga̱ redin ma̱n ne ne, anduhneca̱ ndete che a̱ma vihto quenun ndutina̱n ne nde hua retumacadino ne yahn, ate renda̱hchenan ne ihyan che quenun a̱ma ya̱ca ndutina̱n ye. 
MAT.7.4	Ndete che ya̱hve ne a̱ma ihyan che hua nda̱hca̱ redin ye cuahn che nde tahque chihnga̱ redin ma̱n ne ne, anduhneca̱ ndete che ca̱hma ne co ne ihyan che tenda̱h ne ya̱ca che quenun ndutina̱n ye cuahn che quenun a̱ma vihto ndutina̱n ma̱n ne. 
MAT.7.5	Ndete che tihca̱ din nchuhn ne, o na̱n o chende ne. Nahn che dinoca ca̱hcoma̱n ne dehtenduh che tahque chihnga̱ redin ne, tuhme cona̱n yahn ne che ya̱hve ne ihyan che ca̱hcoma̱n ye dehtenduh che hua nda̱hca̱ redin ye.
MAT.7.6	’Nde hua redin yahn che ndere ya̱hve nchuhn ihyan che cheche chedave yahn ye ca̱va che nevahnecun ye ndudo ndah yahn Dendiohs, te dena̱n co ta̱n ye nduco ne ma̱n, duche rino ye ndudo me ma̱n. Ndete che ndere ya̱hve ne ihyan chemin chan ne, anduhneca̱ ndete che ca̱h ne dehtenduh che ndah ya̱hna, ne dena̱n co ta̱n te, cua te nchuhn ma̱n, anduhneca̱ ndete che cahneta̱ve ne tu diya̱hn na̱n cuche, ne condinun condina̱hno te ma̱n.
MAT.7.7+MAT.7.8	’Cuica nchuhn dehtenduh che nahn ne Dendiohs, ne te ye nchuhn. Tihca̱, te anduhneca̱ che redin ma̱n ne. Cuahn che rica ne dehtenduh combiero yahn ne ne, rete ye. Cuahn che renuhn ne dehtenduh ne, renda̱ca ne. Cuahn che riya̱hve ne chende va̱co ihyan ne, rena̱hne ye.
MAT.7.9	’Nde a̱ma nchuhn ne, hua rahcota̱hn ne yahn da̱ya ne cuahn che rica che cheh. Ndete che rica pa̱n ne, hua rihquino ne reca̱h ne tu. 
MAT.7.10	Ndete che rica yute ya̱hca ne, hua reca̱h ne a̱ma cu. 
MAT.7.11	Nchuhn ne, andahre duhtuno ihyan ne ne, reca̱h ne dehtenduh che ndah da̱ya ne. Rá̱hn rí nchuhn te Chida ne che va ye vahchetero ne, nde tahque nun te ye dehtenduh che ndah cuahn che ca̱ca ne ihyan.
MAT.7.12	’Codin nchuhn che ndah nduco ihyan nduhca̱ che nahn ne che din ye nduco ne, te tihca̱ rihquentiyon na̱n ley che dirun Moisés ma̱n, libro che dirun ihyan profeta ma̱n.
MAT.7.13+MAT.7.14	’Andahre a̱ma va̱hche cuahno nchuhn, ate codin ne fuerza ca̱hcoma̱n ne vedeyeno yahn ma̱n ne, codinahn ne vederihquentiyon yahn Dendiohs, ca̱va che co tuno ne vahchetero. Rá̱hn rí nchuhn te neve ra ihyan che tuno ye min, ne anduhneca̱ ndete che a̱ma tuhco chendevah na̱n che conda̱ ye ma̱n, a̱ma va̱hche yune na̱n che chuh ye ma̱n. Me ihyan che riquendi ye vedeyeno yahn ma̱n ye ne, a̱ma ya̱hn ye. Ihyan chahn ne, anduhneca̱ ndete che a̱ma chahte chendevah na̱n che renda̱ ye ma̱n, a̱ma nda̱hca̱ yune na̱n che rechuh ye ma̱n, ate cuahn che cuhnde ca̱de yahn ye ne, co ye castigo, cuahtenun ye va̱n ruchiya̱hn.
MAT.7.15	’Rá̱hn rí nchuhn che ca̱hco ne cuda̱do yahn sa̱hn che redin ca̱ se che Dendiohs dechuh ye sa̱hn. Sa̱hn chahn ne, redin ca̱ se che a̱ma necun se, ate a̱ma duhtuno ihyan se. 
MAT.7.16	Nchuhn ne, ca̱hco ne cuda̱do nducuahn che redin se, ne tumacadino ne duh ihyan se. A devano nchuhn te ndiyu na̱n ya̱hn ya̱n che ri uva, nde huane na̱n chano ya̱n che ri higo. 
MAT.7.17+MAT.7.18	Ya̱hn nda̱ta che ndah ne, ndah ndute yahn, ne ya̱hn che hua ndah ne, hua ndah ndute yahn. 
MAT.7.19+MAT.7.20	Atihnoca̱ sa̱hn chahn, te na̱n ntiyon yahn se ne, tumacadino nchuhn ndete che numa cua̱co vatechica se o rihncheh se. Nducuahn ya̱hn che hua ndah ndute yahn ne, rihca ihyan, rihquiya̱hn ye. Atihnoca̱ sa̱hn chahn, te va che co se castigo, cuahtenun se va̱n ruchiya̱hn.
MAT.7.21	’Hua nducoya̱ca ihyan che ra̱hn ye yáhn che Dihve ye u, cuahtenan ye vahchetero, te atena̱n ihyan che dinahn ye vederihquentiyon yahn Chidá, ihyan min che va ye vahchetero. 
MAT.7.22	Cuahn che cuhnde ca̱de yahn nducoya̱ca ihyan ne, a̱ma ya̱hn ihyan ca̱hma ye yáhn: “Dihve nuhn, nuhn ne, din nuhn ntiyon yahn ne, ntihyon ya̱n nuhn ndih, ne nduco chemin ndetenda̱h nuhn vaco chihnga̱ ma̱n, din nuhn a̱ma ndeh na̱n vederihno ma̱n.” 
MAT.7.23	Ate ca̱hmá có sa̱hn chahn: “Ndiyu ihyan yáhn nchuhn. Cuahn ne a̱ma la̱do. Nchuhn ne, duhtuno ihyan ne.”
MAT.7.24	’Adecoduhno ihyan che rihcovan ye ndudo che tuhchan che ricuáhn, ne dinahn ye ne, ihyan min ne, nduhca̱ a̱ma ihyan che vivo ye che chihno ye va̱co ye, chihco ye na̱me yahn na̱n ya̱va. 
MAT.7.25	Chihno min ne, a̱ma chi yudo, chan co na̱hn ma̱n, chihta ico ma̱n, chano yune ma̱n. Chuh nune na̱n nti vah me, ate hua dehva chi yahn, te chiche nti na̱n ya̱va. 
MAT.7.26	Me adecoduhno ihyan che rihnevan ye ndudo che tuhchan che ricuáhn, ne hua dinahn ye ne, ihyan min ne, nduhca̱ a̱ma ihyan tundo che chihno ye va̱co ye ma̱n ya̱hndute. 
MAT.7.27	Chihno min ne, a̱ma chi yudo, chan co na̱hn ma̱n, chano yune ma̱n, chihta ico ma̱n. Chuh nune na̱n nti vah me, ne quenda.
MAT.7.28	Cuahn che chihno chicuahn Dihvo vo ne, a̱ma chahn ino ihyan, 
MAT.7.29	te numacuahn vederihquentiyon yahn Dendiohs chicuahn ye, ndlyu nduhca̱ che ricuahn sa̱hn devano ley che dlrun Moisés.
MAT.8.1	Cuahn che ndaconan Dihvo vo che chahn ye tingüete me ne, a̱ma ya̱hn ihyan nduco ye. 
MAT.8.2	Ura min nda̱ a̱ma sa̱hn che ndi se cah che recha̱ yute, chehntihya se na̱n ye, ne ra̱hn se ri se ihyan:
MAT.8.2	―Dihvé, ndete che nahn ne ne, co din ne che ndoyáhn.
MAT.8.3	Tuhme nahn ta̱h ye sa̱hn, ne ra̱hn ye:
MAT.8.3	―Ta̱ca̱ hua. Náhn. Ma̱n ne, a ndoyehn.
MAT.8.3	Ndeta̱hno che ra̱hn ye tihca̱ ne, ndoyahn se. 
MAT.8.4	Tuhme ra̱hn ye ri ye sa̱hn:
MAT.8.4	―Culhque cuda̱do. Hua cahme nduco nde a̱ma ihyan ta̱ca̱ chi che ndoyehn. Tahque ndah ne, cuehn na̱n chidocuya̱n, ndihchero ye di, ne cah vedino nduhca̱ che chihquentiyon Moisés ca̱va che co devano nducoya̱ca ihyan che a ndoyehn.
MAT.8.5	Cuahn che chenda̱ Dihvo vo ya̱n Capernaum ne, a̱ma capitá̱n yahn Roma, chica se favor ihyan, 
MAT.8.6	ne ra̱hn se:
MAT.8.6	―Dihvé, sa̱hn deca̱hya yáhn ne, ndi cheche se, ametah cocha se.
MAT.8.7	Ra̱hn Dihvo vo ri ye sa̱hn:
MAT.8.7	―Cuhn vo ndoque, dín che ndoyahn se.
MAT.8.8	Ate ra̱hn sa̱hn capitá̱n me ri se ihyan:
MAT.8.8	―Dihvé, hua denduh ne ndih ca̱va no u, te u ne, ndiyu ihyan che redin yahn che ca̱hn ne ndeva̱có. Nduco a̱ma ndudo che ca̱hma ne ne, ndoyahn sa̱hn deca̱hya yáhn. 
MAT.8.9	Tihca̱, te namin u ne, va ihyan che nte ye vederihquentiyon quenan cumá, ne vate sanda̱do yáhn. Cuahn che rihquentiyón a̱ma se che ca̱hn se ne, rahn se. Cuahn che rihquentiyón ta̱ma che chi se ne, rechi se. Adecodehno che rihquentiyón sa̱hn deca̱hya yáhn ne, redinahn se.
MAT.8.10	A̱ma cuahn ino Dihvo vo che tihca̱ ra̱hn se, ne ra̱hn ye nduco ihyan che nduco ye:
MAT.8.10	―Cua̱co rá̱hn rí nchuhn te nde va̱n ihyan nación yahn Israel ne, hua nda̱cá nde a̱ma ihyan che a̱ma ritahno ye nduhca̱ sa̱hnguh. 
MAT.8.11	Rá̱hn rí nchuhn te a̱ma ya̱hn ihyan numachahte iyehnse conduco ye Abraham ma̱n, Isaac ma̱n, Jacob ma̱n, cuahtenan ye nduco vih vahchetero na̱n che rihquentiyon Dendiohs. 
MAT.8.12	Ate ihyan che tahque redin yahn che cuahtenan ye vahchetero na̱n che rihquentiyon Dendiohs ne, ndotenan che cuahtenan ye min ne, dechuh Dendiohs ihyan cua̱hn chevah na̱n che man, ne min cuahtenun ye, cuaco ye ma̱n, cheh dihyon ye ma̱n.
MAT.8.13	Tuhme ra̱hn ye ri ye capitá̱n me:
MAT.8.13	―Conahn ndevaque, ne nduhca̱ che chitehne ne, tihca̱ conahn ndoque.
MAT.8.13	Me sa̱hn deca̱hya me ne, a ura min no ndoyahn se.
MAT.8.14	A̱ma yune ne, chahn Dihvo vo Jesucristo ndeva̱co Pedro, ne inda̱hn Pedro ne, quendite ye, ndi ye cah ihno. 
MAT.8.15	Nahn ta̱h ye ta̱h ihyan min, ne ndoyahn ye, chavi cah ihno me. Tuhme necuan ye, ne ca̱h ye, cheh ihyan chahn.
MAT.8.16	Ro min, cuahn che chi da̱h ne, a̱ma ya̱hn ihyan nda̱ ye na̱n Dihvo vo, nda ye ihyan cah ma̱n, ihyan che chenun vaco chihnga̱ ihyan ma̱n. Dihvo vo ne, nduco a̱ma ndudo no ndetenda̱h ye vaco chihnga̱ chahn. Namin din ye che ndoyahn ihyan cah chahn. 
MAT.8.17	Tihca̱ chi ca̱va che conahn nduhca̱ che dirun ihyan profeta Isaías tuhca̱: “Ma̱n ye cahnevi ye cah yahn ihyan.”
MAT.8.18	Cuahn che ndihchero Dihvo vo che a̱ma ya̱hn ihyan nduco ye ne, chihquentiyon ye ihyan apóstol yahn ye che cuahtenun ye chete a̱ma ba̱rco, chuh ye nduco vih ta̱ma la̱do viche yahn vine yahn Galilea. 
MAT.8.19	Ura min a̱ma sa̱hn devano ley che dirun Moisés chahn nda̱ se na̱n Dihvo vo, ne ra̱hn se ri se ihyan:
MAT.8.19	―Ihyan Ricuahn, nahn conducó ndih adecotino che ca̱hn ne.
MAT.8.20	Ndahconan ye, ne ra̱hn ye ri ye sa̱hn:
MAT.8.20	―Yuhne ne, va ive va̱co te, ne ya̱hda ne, va na̱n che rahte te, ate u che rinducó nducoya̱ca ihyan ne, metah nde na̱n che condité.
MAT.8.21	Tuhme ta̱ma sa̱hn che rinduco se ihyan ne, ra̱hn se ri se ihyan:
MAT.8.21	―Dihvé, cuahnecun ne che conán na̱n chidá nde nda̱ ro che coh ye. Cuhché ihyan, tuhme conducó ndih.
MAT.8.22	Ate ndahconan Dihvo vo yahn se:
MAT.8.22	―Di ne, nahn che condoque u. Hua ndedecadine ca̱va chemin. Ihyan che anduhneca̱ ndete che a ndih ye na̱n Dendiohs ne, ihyan chahn co cuhche ye tena̱hn yahn ye.
MAT.8.23	Chihno min ne, chenda̱ Dihvo vo chete ba̱rco me nduco ihyan apóstol yahn ye, cuahn ye nduco vih. 
MAT.8.24	Ura min cana̱n rano yuhne ta̱n, a̱ma rendedecuan nune na̱n vine me nde a renda̱ chete ba̱rco me. Me Dihvo vo ne, quiya̱do ye. 
MAT.8.25	Tuhme ndedetuhche ihyan apóstol chahn ihyan, ne ra̱hn ye:
MAT.8.25	―Dihve nuhn, ¡cuendedevahn ne nuhn!, te cuehchenun nuhn va̱n nune.
MAT.8.26	Ndahconan Dihvo vo:
MAT.8.26	―¿Dehco che a̱ma va̱h nchuhn? ¿Ta̱ca̱ che hua numa ino ne ritahno ne?
MAT.8.26	Tuhme necuan ye, chihco dihn ye yuhne me ma̱n, vine me ma̱n, ne nuhnde dihn. 
MAT.8.27	Nduco neve se va̱n ihyan chahn, ne ra̱hn se:
MAT.8.27	―¿Duhra ihyan cuh che nde yuhne ma̱n, nde vine ma̱n, redinahn che rihquentiyon ye?
MAT.8.28	Cuahn che nda̱ Dihvo vo ta̱ma la̱do viche yahn vine me, ya̱hn yahn ya̱n Gadara ne, nda̱ o sa̱hn che chenun vaco chihnga̱ sa̱hn, che chica se va̱n ya̱yan na̱n che chenun tena̱hn. A̱ma redin ta̱n se che nde a̱ma ihyan hua rihquino ye chuh ye yune nino na̱n che chenun se. 
MAT.8.29	A̱ma yudo na̱n se ra̱hn se:
MAT.8.29	―Jesús, Da̱ya Dendiohs, ¿dehco che renun menda̱hn ne yune yahn nuhn? ¿Ta̱ca̱ che cochi ne din ne che chuhrihn nuhn?, te ametah nda̱ ro yahn.
MAT.8.30	Nino min ne, redin ihyan cuda̱do a̱ma ya̱hn cuche. 
MAT.8.31	Vaco chihnga̱ chahn ne, chica favor Dihvo vo, ne ra̱hn ri ihyan:
MAT.8.31	―Ndete che ndetenda̱h ne nuhn ne, cuahnecun ne che conda̱ nuhn cuche sih.
MAT.8.32	Ra̱hn Dihvo vo ri ye vaco chihnga̱ chahn:
MAT.8.32	―Cuahn nchuhn.
MAT.8.32	Tuhme ndiquenda̱h vaco chihnga̱ chahn sa̱hn, ne chenda̱ cuche chahn. Nducoya̱ca cuche chahn ne, cochahn te rano te na̱n ndava, cheranun te chete vine me, chihno chih te.
MAT.8.33	Sa̱hn che redin cuda̱do cuche chahn ne, a̱ma dihya se chi, ne cona̱hn se rano se cua̱hn viya̱n me. Nda̱ se min ne, neco se ihyan nduhca̱ che chihno chih cuche chahn ma̱n, deh chi yahn sa̱hn che chenun vaco chihnga̱ chahn ma̱n. 
MAT.8.34	Tuhme chahn nducoya̱ca ihyan ya̱n na̱n che quenun Dihvo vo, ne chica ye favor ihyan che nda̱ca ye min, na̱hn ye.
MAT.9.1	Chihno me min ne, chenda̱ Dihvo vo chete ba̱rco, tuche ye vine me, nta̱ ye ya̱n va̱co ye. 
MAT.9.2	Min nda̱ ihyan na̱n ye, nda ye a̱ma sa̱hn che ndi cheche se quendite se na̱n yundo. Cuahn che ndihche Dihvo vo nduhca̱ che ritahno ihyan chahn ne, ra̱hn ye ri ye sa̱hn che ndi cheche me:
MAT.9.2	―Da̱yá, hua dehve rahque, a ndaque vederenchahco ca̱va nunde yehn.
MAT.9.3	Min chenun va̱n a̱ma o sa̱hn devano ley che dirun Moisés, ne rendedecadino se: “Sa̱hn tih ne, ducherino se Dendiohs che tihca̱ ra̱hn se.” 
MAT.9.4	Ndeta̱hno checadino Dihvo vo che tihca̱ rendedecadino sa̱hn chahn, ne ra̱hn ye ri ye sa̱hn:
MAT.9.4	―¿Dehco che chihnga̱ rendedecadino nchuhn? 
MAT.9.5	Ndete che ca̱hmá có sa̱hnguh: “A nchahcó nunde yehn” ne, nde hua co devano ne ndete che va vederihquentiyon yáhn, o hua. Ate ndete che ca̱hmá có sa̱hn: “Cuenecuen, ne cuique” ne, co devano ne. 
MAT.9.6	Chemin che ca̱va che cadino ne che u che rinducó nducoya̱ca ihyan ne, quenan cumá vederihquentiyon che nchahcó nunde yahn ihyan ne, condihche ne.
MAT.9.6	Tuhme ra̱hn ye nduco sa̱hn che ndi cheche me:
MAT.9.6	―Cuenecuen, cotah yundo yehn, conahn ndevaque.
MAT.9.7	Ndeta̱hno necuan sa̱hn min, ne cona̱hn se ndeva̱co se. 
MAT.9.8	Nducoya̱ca ihyan che chenun ye min ne, dihya ye chi, ne ndeva ye yavena̱n Dendiohs yahn che neca̱h ye vederihquentiyon min Dihvo vo ca̱va che ndah yahn ihyan iyehnse.
MAT.9.9	Cuahn che chica Dihvo vo min, cuahn ye ne, ndihchero ye a̱ma ihyan che duche ye Mateo. Ihyan min ne, quenan ye ntiyon che rica ye tume ca̱de iyo, ne ra̱hn ye ri ye ihyan:
MAT.9.9	―Cuhn vo, condoque u.
MAT.9.9	Tuhme necuan Mateo, cuahn ye chinduco ye ihyan.
