GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
GEN.9.19	Desandans sa trwa garson Noe ti peple later antye.
GEN.9.20	Noe ti premye fermye pour kiltiv en plantasyon rezen. 
GEN.9.21	I ti bwar diven, i ti sou e i ti tir li touni dan son latant. 
GEN.9.22	Kanm, papa Kanaan ti war son papa touni, e i ti al rakont son de frer deor. 
GEN.9.23	Alor, Senm ek Zafet ti pran en lenz ki zot ti met lo zot zepol e mars annaryer e kouver zot papa. Zot pa ti vire pour zot pa war touni zot papa. 
GEN.9.24	Kan Noe ti desoule, i ti aprann sa ki son dezyenm garson ti'n fer. 
GEN.9.25	Alor, i ti dir:
GEN.9.25	Kanaan ava ganny modi!
GEN.9.25	I ava vin dernyen lesklav son bann frer.
GEN.9.26	I ti osi azoute:
GEN.9.26	Rann glwar SENYER, Bondye Senm!
GEN.9.26	Kanaan ava vin son lesklav.
GEN.9.27	Zafet ava prospere!
GEN.9.27	I ava touzour reste dan latant Senm!
GEN.9.27	Kanaan ava vin lesklav Zafet.
GEN.9.28	Apre deliz, Noe ti viv ankor 350 an. 
GEN.9.29	I ti mor laz 950 an.
GEN.10.1	Apre deliz, bann garson Noe, Senm, Kanm ek Zafet ti ganny bokou zanfan. La lalis zot desandans:
GEN.10.2	Bann garson Zafet: Gomer, Magog, Madai, Yavann, Toubal, Mesek ek Tira. 
GEN.10.3	Bann garson Gomer: Askenaz, Rifat ek Togarma. 
GEN.10.4	Bann garson Yavann: Elisa, Tarsis, Kitim ek Rodanim. 
GEN.10.5	Bann zabitan lo lakot ti zot desandan. Sa ti bann garson Zafet. Sakenn ti ganny dapre son langaz, son nasyon e dapre son klan.
GEN.10.6	Bann garson Kanm: Kous ek Misraim, Pout ek Kanaan. 
GEN.10.7	Bann garson Kous: Seba, Havila, Sabta, Rama ek Sabteka. Bann garson Rama: Saba ek Dedann. 
GEN.10.8	Kous ti osi papa Nimrod ki ti premye ero lo later. 
GEN.10.9	Nimrod ti en gran saser devan SENYER. Se pour sa rezon ki zot ti dir: Parey Nimrod, en gran saser devan SENYER. 
GEN.10.10	Bann premye lavil dan son rwayonm ti Babel, Erek ek Akad, dan pei Sinear. 
GEN.10.11	Nimrod ti kit sa pei pour al ver Asiri. I ti konstri lavil Niniv, Reobot, Kela 
GEN.10.12	e Resen, ki ant Niniv ek gran lavil Kela.
GEN.10.13	Misraim ti zanset bann zabitan Loud, Enanm, Leab, Naftou, 
GEN.10.14	Patros, Kaslou ek Kaftor, kot bann Filisten ti sorti.
GEN.10.15	Kanaan ti papa Sidon, son lene garson, ek Het, 
GEN.10.16	zanset bann Zebizit, Amorit, Gigarsit, 
GEN.10.17	Hivit, Arkit, Sinit, 
GEN.10.18	Arvadit, Semarit ek Hamatit. Apre, bann tribi Kananeen ti disperse en pe partou, 
GEN.10.19	e zot teritwar ti pran depi Sidon dan direksyon Gerar, ziska Gaza, e dan direksyon Sodonm, Gomor, Adma ek Seboim, ziska Lesa. 
GEN.10.20	Sa ti bann desandan Kanm par fanmir, dapre pei e dapre zot nasyon.
GEN.10.21	Senm, lene frer Zafet, ti osi ganny plizyer garson, ki trouv parmi bann zanset Heber e tou son desandan. 
GEN.10.22	Bann garson Senm: Elanm, Asour, Arpaksad, Loud ek Aranm. 
GEN.10.23	Bann garson Aranm: Outs, Oul, Geter ek Mas. 
GEN.10.24	Arpaksad ti papa Sela; Sela ti papa Heber. 
GEN.10.25	Heber ti ganny de garson: Premye ti apel Peleg, savedir Divizyon, akoz dan son lepok, later ti ganny divize. Son frer ti apel Yoktann. 
GEN.10.26	Yoktann ti papa Almodad, Selef, Hasarmavet, Yera, 
GEN.10.27	Hadoranm Ouzal, Dikla, 
GEN.10.28	Obal, Abimael, Saba, 
GEN.10.29	Ofir, Havila, Yobab: Zot tou, zot bann garson Yoktann. 
GEN.10.30	Zot teritwar kot zot ti reste ti pran depi Mesa, lo kote Sefar ziska rezyon montanny dan Les. 
GEN.10.31	Sa ti bann desandan Senm par klan, dapre langaz, dapre pei e dapre nasyon.
GEN.10.32	Sa ti fanmir bann garson Noe dapre zot desandans, par nasyon. Apartir zot ki'n sorti tou bann nasyon ki'n disperse partou lo later apre deliz.
GEN.11.1	Dan sa lepok, tou dimoun lo later antye ti koz en sel langaz avek menm mo. 
GEN.11.2	Anmezir ki dimoun ti deplase sorti dan Les, zot ti etabli zot dan en gran laplenn dan Mezopotami. 
GEN.11.3	Zot ti dir ant zot: Annou fer bann brik kwi dan four. Alor, zot ti servi brik koman ros, e goudron koman mortye.
GEN.11.4	Apre zot ti dir: Annou konstri en lavil avek en tour ki son latet ava tous lesyel. Konmsa, nou ava vin renonmen e nou pa ava ganny disperse partou lo later.
GEN.11.5	SENYER ti desann pour war sa lavil ek sa tour ki bann imen ti'n konstri. 
GEN.11.6	SENYER ti dir: Alor, zot in form en sel pep e zot annan en sel langaz! Sa i zis konmansman sa ki zot pou fer; pou napa okenn proze ki pou enposib pour zot. 
GEN.11.7	Annou desann e brouy zot langaz pour zot pa konpran kanmarad. 
GEN.11.8	Depi sa zour, SENYER ti dispers zonm partou lo later e zot ti aret konstri sa lavil. 
GEN.11.9	Sa lavil ti apel Babel akoz se la ki SENYER ti brouy tou langaz lo later. La ki SENYER ti dispers zonm partou lo later.
GEN.11.10	La lalis desandans Senm 2 an apre deliz: Senm ti annan 100 an kan i ti ganny en garson, Arpaksad. 
GEN.11.11	Apre nesans Arpaksad, Senm ti viv ankor 500 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.12	Arpaksad ti annan 35 an kan i ti ganny en garson, Sela. 
GEN.11.13	Apre nesans Sela, Arpaksad ti viv ankor 403 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.14	Sela ti annan 30 an kan i ti ganny en garson, Heber. 
GEN.11.15	Apre nesans Heber, Sela ti viv ankor 403 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.16	Heber ti annan 34 an kan i ti ganny en garson, Peleg. 
GEN.11.17	Apre nesans Peleg, Heber ti viv ankor 430 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.18	Peleg ti annan 30 an kan i ti ganny en garson, Reou. 
GEN.11.19	Apre nesans Reou, Peleg ti viv ankor 209 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.20	Reou ti annan 32 an kan i ti ganny en garson, Seroug. 
GEN.11.21	Apre nesans Seroug, Reou ti viv ankor 207 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.22	Seroug ti'n ganny 30 an kan i ti ganny en garson, Nahor. 
GEN.11.23	Apre nesans Nahor, Seroug ti viv ankor 200 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.24	Nahor ti'n ganny 29 an kan i ti ganny en garson, Tera. 
GEN.11.25	Apre nesans Tera, Nahor ti viv ankor 119 an. I ti ganny ankor lezot garson ek fiy.
GEN.11.26	Tera ti annan 70 an; i ti ganny trwa garson, Abranm, Nahor ek Harann.
GEN.11.27	La lalis bann desandan Tera: Tera ti papa Abranm, Nahor ek Harann. Harann ti papa Lot. 
GEN.11.28	Harann ti mor pandan ki son papa Tera, ti ankor vivan dan Our, pei bann Kaldeen, kot i ti ne. 
GEN.11.29	Abranm ti marye avek Sarai e Nahor ti marye avek Milka, fiy Harann ki ti osi papa Yiska. 
GEN.11.30	Sarai ti steril; i ti napa zanfan.
GEN.11.31	Tera ti pran son garson Abranm, son pti zanfan Lot, garson Harann, son belfiy Sarai, fanm Abranm. Ansanm, zot ti kit Our, dan pei bann Kaldeen, pour al Kanaan. Zot ti ariv ziska Harann kot zot ti etabli zot. 
GEN.11.32	Tera ti mor la, Harann, aze 205 an.
GEN.12.1	SENYER ti dir Abranm, “Kit ou pei, ou fanmir e lakaz ou papa e al dan sa pei ki mon pou montre ou. 
GEN.12.2	Mon pou fer ou vin papa en gran nasyon e mon pou beni ou. Mon pou fer ou non vin enportan e ou ava vin en benediksyon.
GEN.12.3	Mon pou beni bann ki beni ou;
GEN.12.3	mon pou modi bann ki modi ou.
GEN.12.3	Atraver ou, tou fanmir lo later pou ganny beni.” 
GEN.12.4	Abranm ki ti annan 75 an, ti aksepte kit Harann parey SENYER ti'n ordonn li. 
GEN.12.5	I ti anmenn avek li Sarai son fanm ek Lot son neve. I ti pran tou son posesyon ek tou bann lesklav ki i ti annan e i ti al dan direksyon Kanaan.
GEN.12.6	Kan i ti ariv Kanaan, Abranm ti travers pei ziska Sikenm kot en pye dibwa sakre More. Sa letan, bann Kananeen ti pe reste dan sa pei. 
GEN.12.7	SENYER ti aparet avek Abranm. I ti dir li, “Mon pou donn sa pei ou desandans.” Abranm ti konstri en lotel la, pour SENYER ki ti'n aparet avek li.
GEN.12.8	I ti kit sa landrwa pour al dan montanny ki Les avek Betel. I ti mont son latant ant Betel lo kote Was e Ayi, lo kote Les. I ti konstri en lot lotel pour SENYER e i ti envok non SENYER.
GEN.12.9	Apre, i ti repran semen par letap dan direksyon Negev.
GEN.12.10	En lafanmin ti pe ravaz pei. Alor, Abranm ti desann Lezip pour en pe letan akoz lafanmin ti serye. 
GEN.12.11	Ler i ti pe antre Lezip, i ti dir avek Sarai, son fanm, “Mon konnen ki ou en tre zoli fanm. 
GEN.12.12	Kan bann Ezipsyen pou war ou, zot pou dir: Sa son fanm; zot pou touy mwan e gard ou vivan. 
GEN.12.13	Ou ava dir zot ki ou mon ser e zot ava tret mwan byen akoz ou. Alor, akoz ou, mon ava reste vivan.”
GEN.12.14	Kan Abranm ti ariv Lezip, bann Ezipsyen ti remarke ki Sarai ti en tre zoli fanm. 
GEN.12.15	Kan bann sef dan lakour Faraon ti war li, zot ti felisit son labote avek Faraon. Alor, zot ti anmenn Sarai dan pale Faraon. 
GEN.12.16	Akoz Sarai, zot ti byen tret Abranm. Zot ti donn li mouton, kabri, bef, serviter ek servant, bourik ek samo.
GEN.12.17	Me SENYER ti anvoy en gro maler lo Faraon ek son fanmir akoz Sarai, fanm Abranm. 
GEN.12.18	Faraon ti fer apel Abranm. I ti dir li, “Ki ou'n fer mwan? Akoz ou pa ti dir mwan ki Sarai i ou fanm? 
GEN.12.19	Akoz ou'n dir mwan ki i ou ser, e mwan, mon'n pran li pour fer li vin mon fanm? La ou fanm, pran li e ale.”
GEN.12.20	Faraon ti donn lord son bann serviter pour akonpanny Abranm ziska an deor pei, avek son fanm ek tou sa ki i ti posede.
GEN.13.1	Abranm ti kit Lezip, e retourn ver Negev avek son fanm ek tou sa ki i ti posede. Lot ti al avek li.
GEN.13.2	Abranm ti en zonm tre ris. I ti annan bokou troupo zannimo, ensi ki larzan ek lor. 
GEN.13.3	I ti kit Negev e par letap, i ti al ziska Betel, landrwa kot i ti'n deza kanpe ant Betel ek Ai. 
GEN.13.4	La, dan sa landrwa kot i ti'n deza konstri en lotel, i ti envok SENYER par son non.
GEN.13.5	Lot ki ti pe akonpanny Abranm, ti osi annan troupo mouton, kabri, bef ek son bann latant. 
GEN.13.6	Sa rezyon pa ti prodwir ase pour kapab siport zot de. Akoz zot ti annan tro bokou byen, zot ti nepli kapab reste ansanm. 
GEN.13.7	En dispit ti leve ant bann berze Abranm ek bann berze Lot. Bann Kananeen ek bann Perizit ti ankor pe reste dan sa landrwa.
GEN.13.8	Alor, Abranm ti dir Lot, “Fodre pa ki i annan dispit ant ou ek mwan, ant ou bann berze ek mon bann berze, akoz nou fanmir. 
GEN.13.9	La pei antye i devan ou. Annou separe. Si ou al agos, mon ava al adrwat, e si ou al adrwat, mon ava al agos.”
GEN.13.10	Lot ti lev lizye, e i ti war vale Zourden kot ti annan bokou delo. Avan ki SENYER ti detri Sodonm ek Gomor sa landrwa ziska ver Soar, ti parey zarden SENYER, parey Lezip. 
GEN.13.11	Lot ti swazir vale Zourden; i ti al ver Les. Alor, zot ti separe avek kanmarad. 
GEN.13.12	Abranm ti reste dan pei Kanaan, tandis ki Lot ti al reste dan bann lavil dan laplenn. I ti mont son bann latant pre avek Sodonm. 
GEN.13.13	Bann zabitan Sodonm ti move e zot ti komet bann aksyon tre grav kont SENYER.
GEN.13.14	Apre ki Lot ti'n separe avek Abranm, SENYER ti dir Abranm, “Lev ou lizye e get otour ou. Depi kot ou ete, get dan Nor, dan Sid, dan Les, dan Was. 
GEN.13.15	Mon pou donn ou avek ou desandans pour touzour, sa pei antye ki ou war devan ou. 
GEN.13.16	Mon pou fer ou desandans vin sitan nonbre, parey lapousyer later ki personn pa kapab konte. 
GEN.13.17	Ale, eksplor sa pei antye, akoz mon pe donn ou tousala.” 
GEN.13.18	Abranm ti deplas son bann latant e al etabli li obor bann gran pye dibwa sakre Manmre pre Hebron. La i ti konstri en lotel pour SENYER la.
GEN.14.1	Dan sa lepok, Anmrafel, lerwa Sinear, Aryok, lerwa Elasar, Kedorlaomer, lerwa Elanm, ek Tidal, lerwa Goim 
GEN.14.2	ti al lager kont Bera, lerwa Sodonm, Birsa, lerwa Gomor, Sinab, lerwa Adma, Semeber, lerwa Seboim ek lerwa Bela, setadir Soar. 
GEN.14.3	Zot ti met zot lafors ansanm dan vale Sidim, ozordi lanmer Mor. 
GEN.14.4	Pandan 12 an, zot ti'n soumet zot dan servis lerwa Kedorlaomer, me dan trezyenm lannen, zot ti revolte. 
GEN.14.5	Katorzyenm lannen, Kedorlaomer ti fer en kanpanny lager ansanm avek bann lerwa ki ti alye avek li. I ti bat bann Refait, Asterot-Karnaim, bann Zouzit, dan lavil Hanm, bann Emit, dan laplenn Kiryataim. 
GEN.14.6	I ti bat bann Horit se zot dan bann montanny Seir e sas zot ziska El-Parann, pre avek dezer. 
GEN.14.7	Apre, zot ti retourn ver Enn-Mispat, setadir Kades. Zot ti pran teritwar bann Amalesit ek bann Amorit ki ti reste Hasasonn-Tamar.
GEN.14.8	Alor, bann lerwa Sodonm, Gomor, Adma, Seboim ek Bela, setadir Soar, ti sorti avek zot larme. Dan vale Sidim, zot ti pran pozisyon lager kont 
GEN.14.9	Kedorlaomer, lerwa Elanm, Tidal, lerwa Goim, Anmrafel, lerwa Mezopotami, Aryok, lerwa Elasar. Kat lerwa ti pe lager kont senk.
GEN.14.10	Ti annan en kantite pwi goudron dan vale Sidim e kan bann lerwa Sodonm ek Gomor ti pe sove, zot ti tonm dan sa bann pwi. Bann sirvivan ti sov dan montanny. 
GEN.14.11	Bann venker ti pran tou bann byen dan Sodonm ek Gomor. Zot ti pran osi tou bann provizyon e zot ti ale. 
GEN.14.12	Zot ti osi pran Lot, neve Abranm, ki ti reste Sodonm, prizonnyen, avek tou sa ki i ti posede.
GEN.14.13	En zonm ki ti'n reisi sove ti al anons Abranm, sa Ebre, ki ti pe reste pre avek bann gran pye dibwa sakre Manmre, sa Amorit, frer Eskol ek Aner, ki ti bann alye Abranm. 
GEN.14.14	Kan Abranm ti'n tande ki enn son fanmir ti'n ganny pran prizonnyen, i ti ralye 318 parmi son bann pli bon gerye e i ti al pourswiv sa kat lerwa ziska Dann. 
GEN.14.15	Abranm ti diviz son bann serviter an plizyer group e atak zot aswar. I ti bat zot e pourswiv zot ziska Hoba, dan Nor avek Damas. 
GEN.14.16	I ti reganny tou bann byen. I ti osi reganny son neve, Lot, bann fanm ek lezot prizonnyen.
GEN.14.17	Kan Abranm ti retournen apre son laviktwar lo Kedorlaomer ek lezot lerwa ki ti avek li, lerwa Sodonm ti vin zwenn li dan Vale Save, setadir, Vale Lerwa. 
GEN.14.18	Melkisedek, ki ti lerwa Salenm e pret Bondye Toupwisan, ti anmenn dipen ek diven. 
GEN.14.19	I ti beni Abranm an dizan:
GEN.14.19	Bondye Treo, ki'n kree lesyel ek later!
GEN.14.19	Beni Abranm.
GEN.14.20	Loue Bondye Treo, ki'n livre ou lennmi dan ou lanmen!
GEN.14.20	Abranm ti donn Melkisedek en dizyenm lo tou sa ki i ti'n pran. 
GEN.14.21	Lerwa Sodonm ti dir Abranm, “Donn mwan bann dimoun, me gard bann byen pour ou.”
GEN.14.22	Me Abranm ti reponn li, “Mon lev mon lanmen devan SENYER, Bondye Treo ki'n kree lesyel ek later: 
GEN.14.23	Mon pa pou pran ni en bren difil, ni en baret sandal, ni nanryen ki pour ou. Konmsa, ou pa pou kapab dir: Mwan ki'n fer Abranm ris. 
GEN.14.24	Mwan, mon pa pou pran nanryen, eksepte sa ki bann zennzan in manze. Les bann zonm ki avek mwan: Aner, Eskol ek Manmre pran zot par.”
GEN.15.1	Apre sa bann levennman, SENYER ti koz avek Abranm dan en vizyon. I ti dir li, “Abranm! Pa bezwen per. Mwan ou boukliye dan danze. Mon pou donn ou en gran rekonpans.”
GEN.15.2	Abranm ti reponn, “Senyer BONDYE, ki ou pou donn mwan? Mon napa zanfan e mon zeritye se Eliezer ki sorti Damas. 
GEN.15.3	Ou pa'n donn mwan en desandan, se enn mon serviter ki pou vin mon zeritye.”
GEN.15.4	SENYER ti dir li, “Pa sa zonm ki pou vin ou zeritye, me sa enn ki pou sorti avek ou. Se ou prop garson ki pou vin ou zeritye.”
GEN.15.5	SENYER ti anmenn li deor e dir li, “Lev ou lizye anler, get lesyel, e kont bann zetwal si ou kapab; la ki mannyer ou desandans pou ete.”
GEN.15.6	Abranm ti met son lafwa dan SENYER. SENYER ti rekonnet li koman en zonm zis.
GEN.15.7	I ti dir li, “Mwan menm SENYER ki'n fer ou sorti Our, dan pei bann Kaldeen pour donn ou sa pei koman ou posesyon.”
GEN.15.8	Abranm ti dir, “Senyer BONDYE, ki mannyer mon pou konnen ki mon pou posed sa pei?”
GEN.15.9	SENYER ti dir li, “Anmenn en zenis 3 an, en femel kabri 3 an, en mouton mal 3 an, en tourtrel ek en zenn pizon.”
GEN.15.10	Abranm ti anmenn tou sa bann zannimo. I ti fann zot tou an de e plas sak morso vizavi lot; me i pa ti koup bann zwazo. 
GEN.15.11	Bann zwazo rapas ti vin manz sa bann karkas, me Abranm ti sas zot.
GEN.15.12	Kan soley ti pe al kouse, Abranm ti tonm dan en profon sonmey. Lafreyer ek fernwanr ti kouver li. 
GEN.15.13	SENYER ti dir li, “Mon oule fer ou konnen ki ou bann desandan pou reste dan en pei etranze ki pa pour zot. Zot pou vin lesklav laba e ganny martirize pandan 400 an. 
GEN.15.14	Me, mon pou ziz sa pep ki pou fer zot vin lesklav. Alor, zot ava kapab kit sa pei avek bokou larises. 
GEN.15.15	Ou, apre en long vyeyes, ou pou mor anpe. 
GEN.15.16	Katriyenm zenerasyon ou desandans pou retourn isi, akoz kriyote bann Amorit pa ankor ariv lo son nivo.”
GEN.15.17	Kan soley ti'n kouse e fernwanr ti fer, en sel kou, en brazye kot ti sorti lafimen ek laflanm ti aparet e pas ant bann morso zannimo. 
GEN.15.18	Sa zour, SENYER ti fer son lalyans avek Abranm. I ti dir, “Mon pou donn ou desandans, sa pei antye, depi larivyer Lezip ziska gran larivyer Efrat. 
GEN.15.19	Sa i teritwar Kenit, Kenizit, Kadmonit, 
GEN.15.20	Hitit, Perizit, Refait, 
GEN.15.21	Amorit, Kananeen, Girgasit ek Zebizit.”
GEN.16.1	Sarai, fanm Abranm pa ti'n donn li zanfan. I ti annan en servant Ezipsyen ki ti apel Agar. 
GEN.16.2	Sarai ti dir Abranm, “SENYER in anpes mwan fer zanfan; al dormi avek mon servant. Petet i ava kapab fer zanfan pour mwan.” Abranm ti ekout sa ki Sarai ti dir.
GEN.16.3	Apre ki Abranm ti'n reste dan later Kanaan pour 10 an, Sarai, fanm Abranm, ti pran Agar, son servant Ezipsyen e donn Abranm, son mari, pour fer li vin son fanm. 
GEN.16.4	I ti al dormi avek Agar, e fer li ansent. De ki Agar ti remarke ki i ti ansent, i ti vin arogan e get Sarai avek mepri.
GEN.16.5	Alor, Sarai ti dir Abranm, “Ou ava responsab konsekans bann lensilt ki mon pe gannyen. Mon'n donn ou mon servant pour dormi avek, e depi ki i konnen ki i ansent, in konmans ay mwan. SENYER ava vin ziz ant mwan ek ou!”
GEN.16.6	Me Abranm ti dir Sarai, “Gete! Ou servant i anba ou pouvwar; fer sa ki oule avek li.” Apre sa, Sarai ti konmans maltret Agar ki ti bezwen sove.
GEN.16.7	Lanz SENYER ti trouv li obor en sours delo dan dezer lo semen Sour. 
GEN.16.8	I ti dir li, “Agar, servant Sarai, kote ou sorti e kote ou pe ale?”
GEN.16.8	I ti reponn, “Mon pe sov Sarai, mon bourzwa.”
GEN.16.9	Lanz SENYER ti dir li, “Retourn kot ou bourzwa, e obei li.”
GEN.16.10	Lanz SENYER ti osi dir li, “Mon pou sitan ogmant ou desandans, ki personn pa pou kapab konte.”
GEN.16.11	Lanz SENYER ti dir li, “Ou ansent e ou pou donn nesans en garson. Ou ava apel li Ismael, akoz SENYER in antann ou dan ou detres. 
GEN.16.12	I pou vin parey en bourik sovaz. I pou lager kont tou zonm e tou zonm pou lager kont li. I pou viv tousel, lwen avek lezot son bann frer.”
GEN.16.13	Alor, Agar ti apel SENYER ki ti'n koz avek li, “Ou, ou El-Roi, sa Bondye ki war mwan. Mon demande, si mon'n war Sa Enn ki war mwan?”
GEN.16.14	Alor, sa pwi delo ant Kades ek Bered ti ganny apele Lahai-Roi, savedir, sa Bondye ki war mwan.
GEN.16.15	Agar ti ganny en garson pour Abranm; e Abranm ti apel son garson ki i ti gannyen avek Agar, Ismael. 
GEN.16.16	Abranm ti annan 86 an kan Agar ti donn nesans Ismael pour li.
GEN.17.1	Kan Abranm ti annan 99 an, SENYER ti aparet avek li. I ti dir li, “Mwan Bondye Toupwisan; mars touzour dan mon prezans e fer sa ki byen. 
GEN.17.2	Mon pou etabli en lalyans ant mwan ek ou, e mon pou ogmant ou desandans.”
GEN.17.3	Abranm ti tonm lafas ater. Bondye ti koz avek li. I ti dir li, 
GEN.17.4	“La mon lalyans ki mon'n etabli avek ou: Ou pou vin papa en kantite nasyon. 
GEN.17.5	Ou pou nepli apel Abranm me Abrahanm, akoz mon'n fer ou vin papa en kantite nasyon. 
GEN.17.6	Mon pou fer ou ganny bokou zanfan; zot pou form bokou nasyon; parmi, i annan ki pou vin lerwa parmi ou desandans.”
GEN.17.7	“Mon pou etabli mon lalyans ant mwan ek ou e avek ou desandans apre ou, atraver tou zot zenerasyon. Sa lalyans ava dire pour touzour. Mon pou vin ou Bondye e Bondye tou ou desandans apre ou. 
GEN.17.8	Mon pou donn ou ek ou desandans apre ou, sa pei ki ou pe okipe koman en etranze. Pei Kanaan antye pou vin zot posesyon pour touzour; e mon pou vin zot Bondye.”
GEN.17.9	Bondye ti dir ankor Abrahanm, “Ou pou gard mon lalyans, ou ek ou desandans apre ou, atraver tou zot zenerasyon. 
GEN.17.10	Sa lalyans ant mwan ek ou e avek ou desandans, apre ou, ki ou devre garde. Tou bann mal parmi zot, devre ganny sirkonsi. 
GEN.17.11	Ou devre ganny sirkonsi; sa i ava en siny lalyans ant mwan ek ou. 
GEN.17.12	Ou ava sirkonsi tou mal ki annan wit zour parmi zot, atraver tou zenerasyon, menm sa lesklav ki'n ne dan ou lakaz, oubyen ki'n ganny aste avek en etranze, ki pa sorti dan ou desandans.
GEN.17.13	Tou sa ki'n ne dan ou lakaz oubyen ki'n ganny aste avek ou larzan, i devre ganny sirkonsi. Mon lalyans dan ou laser ava en lalyans pour touzour. 
GEN.17.14	En mal ki pa'n ganny sirkonsi dan son laser pou ganny separe parmi son pep, akoz in kas mon lalyans.”
