GEN.1.1	Fɔlɔfɔlɔ, Alla ka sankolo dan ka duukolo dan, 
GEN.6.7	A kan ko: «N da mɔɔ mɛnilu dan, n di woilu halaki ka alu bɔ duukolo kan. Adamadenilu wo, kolofenilu wo, waa rɔ soboilu wo, kɔnɔilu wo, ni nimafen misɛn mɛnilu ye taamala duu ma, n di wo bɛɛ halaki ka a masɔrɔn n da nimisa alu dan ko rɔ.» 
GEN.6.8	Kɔni Nuhan diyara Allabatala yɛ.
GEN.6.9	Nuhan bɔnsɔn de ɲin di. Nuhan de tɛrɛ mɔɔ telenni ri. A kelen de ma kojuu kɛ a la waati rɔ. A mɛnda Alla la dɛn dɔ. 
GEN.6.10	A ka dencɛ sawa sɔrɔn, Sɛmu ni Kamu ni Jafɛti.
GEN.6.11	Wo tuma, juuya warani fan bɛɛ Alla ɲakɔrɔ duukolo kan. Mɔɔilu karagbɛlɛman tɛrɛ i ɲɔɔn na fan bɛɛ rɔ. 
GEN.6.12	Alla ka a yen ko duukolo ra tiɲan juuya la. Mɔɔ bɛɛ kewali ra juuya foo ka a dan natamin. 
GEN.6.13	Wo rɔ, Alla ka a fɔ Nuhan yɛ ko: «N da a latɛɛ ko mɔɔilu bɛɛ ri halaki n bolo, baa karagbɛlɛya ra jɛnsɛn alu bolo foo ka duukolo fa. N kɛtɔ alu bɛɛ ni duukolo halakila i ɲɔɔn fɛ le. 
GEN.6.14	Wa jiri ɲuma ɲinin ka kulunba rabɛn i jɛrɛ yɛ. I ye a kɔndɔ ratala ka a kɛ bonkɔndɔilu ri, ka ban ka a kɔndɔla ni a kɔkanna bɛɛ mamun tulubɔ fasani la. 
GEN.6.15	I ye a rabɛnna ɲa mɛn ma, wo le ye ɲin di. I ye a janyan kɛ nɔnkɔn ɲa kɛmɛ sawa ri, ka a kɔndɔ kɛ nɔnkɔn ɲa biloolu ri, ka a lɔ kɛ nɔnkɔn ɲa bisawa ri. 
GEN.6.16	I ye fɔɲɔ don yɔrɔ bɔ a san fɛ, ka wo lɔ kɛ nɔnkɔn ɲa kelen di. I ye donda bɔ kulunba fan kelen fɛ, ka kulunba kɛ ikomin sankaso, ka a kɛ duuma bon ni tɛma bon ni san ma bon di. 
GEN.6.17	N jɛrɛ kɛtɔ ji dunba lanala duu kan. Fen fen ye a nilakilila san kɔrɔ, wo bɛɛ ri halaki. Fen bɛɛ ri faa duu kan. 
GEN.6.18	Kɔni n di teriya ta i yɛ ka i kisi. I ri don kulunba kɔndɔ, i ni i dencɛilu, a ni i muso ni i dencɛilu musoilu. 
GEN.6.19	I ye nimafen su bɛɛ fila fila ladon i fɛ kulunba kɔndɔ, cɛman ni musoman, sa woilu ri to nimaya rɔ. 
GEN.6.20	Kɔnɔilu wo, kolofenilu wo, waa rɔ soboilu wo, ni nimafen misɛn mɛnilu ye taamala duu ma, a su bɛɛ fila fila ri na i ma sa alu ri to nimaya rɔ. 
GEN.6.21	I ye damunun fen su bɛɛ do ta ka a lamara i fɛ kulunba kɔndɔ. Wo ri kɛ balo ri ile ni woilu yɛ.» 
GEN.6.22	Nba, Alla ka Nuhan jamari ko ko la, Nuhan ka wo bɛɛ kɛ iko a fɔra a yɛ ɲa mɛn ma.
GEN.7.1	Nba, Allabatala ka a fɔ Nuhan yɛ ko: «I ye don kulunba kɔndɔ, i ni i la denbaya. N da a yen ko i kelen pe le telenni n ɲakɔrɔ adamaden bɛɛ tɛma. 
GEN.7.2	I ye sobo sɛniman su bɛɛ ta i fɛ, a cɛman wɔrɔnwula ni a musoman wɔrɔnwula. Sobo mɛn sɛniman tɛ, i ye wo su bɛɛ fanan ta, cɛman kelen ni musoman kelen. 
GEN.7.3	I ye kɔnɔ su bɛɛ fanan ta, cɛman wɔrɔnwula ni musoman wɔrɔnwula, sa alu siya kana tunu duukolo kan. 
GEN.7.4	A ra to tele wɔrɔnwula ma. Wo wa dafa, n di sanci lana duukolo kan. Sanci wo ri tele binaanin ni su binaanin kɛ nali la. Wo ri kɛ sababu ri. Fen mɛnilu danni n bolo, wo bɛɛ ri halaki ka bɔ duu kan.» 
GEN.7.5	Allabatala ka Nuhan jamari ko ko la, a ka wo bɛɛ kɛ.
GEN.7.6	Nba, ka a tɛrɛn Nuhan sɔrɔn da san kɛmɛ wɔɔrɔ bɔ, ji dunba nara duukolo kan. 
GEN.7.7	Nuhan ni a dencɛilu ni a muso ni a dencɛilu musoilu, alu bɛɛ donda kulunba kɔndɔ kosa alu ri kisi ji dunba ma. 
GEN.7.8	Wo lon, sobo mɛnilu sɛniman a ni mɛnilu sɛniman tɛ, a ni kɔnɔilu ni nimafen misɛn mɛnilu ye taamala duu ma, 
GEN.7.9	wo bɛɛ fila fila nara Nuhan ma, a cɛman ni a musoman. Alu bɛɛ donda kulunba kɔndɔ, iko Alla ka Nuhan jamari ɲa mɛn ma. 
GEN.7.10	A tele wɔrɔnwulana, sanci nara duukolo kan.
GEN.7.11	Nuhan sɔrɔn san kɛmɛ wɔɔrɔna, wo karo filana tele tan ni wɔrɔnwulana, ji bondon mɛn ye duu kɔrɔ, wo tera ka ji bɔn duu kan. Sankolo ji bondon fanan da lakara. 
GEN.7.12	Wo rɔ, sanci ba nara duu kan. A ka tele binaanin ni su binaanin kɛ, a ma tɛɛ. 
GEN.7.13	Sanci nara lon mɛn, wo lon kelen Nuhan ni a dencɛilu donda kulunba kɔndɔ. A dencɛilu le tɛrɛ Sɛmu ni Kamu ni Jafɛti ri. Nuhan muso donda alu fɛ, a ni a dencɛilu muso sawa. 
GEN.7.14	Nimafen su bɛɛ donda kulunba kɔndɔ alu fɛ. Waa rɔ soboilu wo, kolofenilu wo, nimafen misɛn mɛnilu ye taamala duu ma, a ni kɔnɔilu wo, kawa ye fen fen na, woilu su bɛɛ donda. 
GEN.7.15	Nba, fen fen ye a nilakilila, wo bɛɛ fila fila donda kulunba kɔndɔ Nuhan fɛ. 
GEN.7.16	Nimafen su bɛɛ donda, cɛman ni musoman, ikomin Alla ka jamarili kɛ ɲa mɛn ma. Alu bɛɛ donda tuma mɛn na, Allabatala ka kulunba da tuun Nuhan ma.
GEN.7.17	Nba, sanci ka tele binaanin kɛ, a ye nala duukolo kan. Ji siyayara ka kɛ ji dunba ri, ka kulunba kɔrɔta ka bɔ duu ma. 
GEN.7.18	Ji yɛlɛra ka siyaya kosɛbɛ. Kulunba funda ji kan ka wa. 
GEN.7.19	Ji tora yɛlɛla kojuuya foo ka koyinkɛ bɛɛ latunun fan bɛɛ san kɔrɔ. 
GEN.7.20	Ji yɛlɛra koyinkɛ woilu kun na ka se fo nɔnkɔn ɲa tan ni loolu, ka koyinkɛ latunun fewu! 
GEN.7.21	Nimafen bɛɛ faara duukolo kan. Kɔnɔilu wo, kolofenilu wo, waa rɔ soboilu wo, nimafen misɛnilu wo, mɛnilu ye taamala duu ma, mɔɔilu wo, alu bɛɛ faara. 
GEN.7.22	Fen fen ye duukolo kan, ni a ye a nilakilila, wo bɛɛ faara. 
GEN.7.23	Allabatala ka duukolo nimafen bɛɛ halaki wo ɲa le ma. Mɔɔilu wo, soboilu wo, kɔnɔilu wo, ni nimafen misɛn mɛnilu ye taamala duu ma, alu bɛɛ halakira ka bɔ duukolo kan. A tora Nuhan dɔrɔn de ma, a ni mɛnilu tɛrɛ a kun kulunba kɔndɔ. 
GEN.7.24	Ji ka tele kɛmɛ ni biloolu kɛ duukolo kan, a ma majii.
GEN.8.1	Kɔni Alla hankili tora Nuhan dɔ, a ni waa rɔ soboilu ni so kɔndɔ kolofenilu, mɛnilu tɛrɛ a kun kulunba kɔndɔ. Wo rɔ, Alla ka fɔɲɔ lawuli ka a tɛɛ duu kan ka ji majii. 
GEN.8.2	Duukolo ji bondon da tuunda, a ni sankolo ji bondon. Sanci tɛɛra. 
GEN.8.3	Ji tora majiila dooni dooni duukolo kan. Tele kɛmɛ ni tele biloolu taminda tuma mɛn na, ji madooyara. 
GEN.8.4	A karo wɔrɔnwulana tele tan ni wɔrɔnwulana, kulunba nara i sii Arara jamana koyinkɛ do kan. 
GEN.8.5	Ji tora madooyala foo ka se karo tanna ma. Wo karo tele fɔlɔ, koyinkɛilu kunilu bɔra.
GEN.8.6	Tele binaanin taminda tuma mɛn na, Nuhan ka fɔɲɔ don da laka, a tun ka mɛn bɔ kulunba la. 
GEN.8.7	A ka ɲaɲasila do bila. Wo bɔra ka taa ni seyi kɛ haan ji jara duukolo kan tuma mɛn na. 
GEN.8.8	Wo kɔ, a ka kanba do bila ka a kɔrɔsi ni ji ra dooya duukolo kan. 
GEN.8.9	Kanba wo bɔ mɛn kɛni, a ma sii yɔrɔ sɔrɔn. A ka a kɔseyi ka na Nuhan ma kulunba kɔndɔ, baa ji tɛrɛ ye duukolo yɔrɔ bɛɛ kan fɔlɔ. Nuhan ka a bolo labɔ ka kanba mira ka a ladon a fɛ kulunba kɔndɔ. 
GEN.8.10	Nuhan ka a to tele wɔrɔnwula ye tamin ikɔ tuun, ka ban ka kanba bila ikɔ. 
GEN.8.11	Wura fɛ, kanba ka a kɔseyi Nuhan ma. Olibiye fira kɛndɛ ye a da la. Nuhan ka a lɔn wo le rɔ ko ji ra fɔlɔ madooyala duukolo kan kosɛbɛ. 
GEN.8.12	A ka a to tele wɔrɔnwula ye tamin ikɔ, ka ban ka kanba bila. Kanba wa mɛn kɛni, a ma a kɔseyi Nuhan ma wo kɔ. 
GEN.8.13	Nuhan sɔrɔn san kɛmɛ wɔɔrɔ ni kelen, wo karo fɔlɔ tele fɔlɔ, ji tun tɛ duukolo kan butun. Nuhan ka kulunba kunnafen waranka ka a yen ko duu ra fɔlɔ jala. 
GEN.8.14	A karo filana tele muwan ni wɔrɔnwulana sera ka a tɛrɛn duu ra ja fewu!
GEN.8.15	Nba, Alla kumara Nuhan fɛ ko: 
GEN.8.16	«I ye bɔ kulunba kɔndɔ sisen, i ni i muso ni i dencɛilu ni alu musoilu. 
GEN.8.17	I ye nimafen bɛɛ labɔ. Kɔnɔilu wo, waa rɔ soboilu wo, so kɔndɔ kolofenilu wo, ni nimafen misɛn mɛnilu ye taamala duu ma, i ye alu bɛɛ labɔ, sa alu ri jiri ka siyaya duukolo fan bɛɛ rɔ.»
GEN.8.18	Wo rɔ, Nuhan bɔra kulunba kɔndɔ, a ni a dencɛilu ni a muso ni a dencɛilu musoilu. 
GEN.8.19	Nimafen bɛɛ bɔra. Waa rɔ soboilu wo, so kɔndɔ kolofenilu wo, kɔnɔilu wo, ni nimafen misɛn mɛnilu ye taamala duu ma, bɛɛ ni a la siya bɔra kulunba kɔndɔ.
GEN.8.20	Nuhan ka Alla saraka bɔ diya do lɔ ka Allabatala bato kanma. A ka sobo sɛniman ni kɔnɔ sɛniman su bɛɛ do ta ka Allabatala sɔ alu rɔ. A ka alu janin Alla saraka bɔ diya wo kan, ka alu kɛ buuri ri. 
GEN.8.21	Saraka wo suma diyara Allabatala yɛ. Allabatala ka a latɛɛ ko: «N tɛ duu danka adamaden kosɔn butun. N ka a lɔn ko ka bɔ alu denmisɛnya waati ma foo ka na se alu la mɔɔya laban ma, alu miriya bɛnni kojuu le ma. Hali wo, n tɛ sɔn ka nimafen bɛɛ halaki butun, iko n ka a kɛ ɲa mɛn ma fɔlɔ. 
GEN.8.22	Ka bɔ bi ma ka wa haan dunuɲa laban, si foyi tuma ni suman ka tuma, nɛnɛ tuma ni tara tuma, sanma ni telema, su ni tele, wo si tɛ ban.»
GEN.9.1	Alla kumara ka baraka don Nuhan ni a dencɛilu rɔ. A ka a fɔ alu yɛ ko: «Ai ye jiri ka siyaya duukolo fan bɛɛ rɔ ka a fa. 
GEN.9.2	Nimafen bɛɛ ri silan ai yɛ kosɛbɛ. Waa rɔ soboilu wo, so kɔndɔ kolofenilu wo, kɔnɔilu wo, jɛɛilu wo, ni nimafen misɛn mɛnilu ye taamala duu ma, wo bɛɛ ri silan ai yɛ. Alu bɛɛ ri kɛ ai la fanka kɔrɔ. 
GEN.9.3	Nimafen bɛɛ ri kɛ balo ri ai yɛ. N ka suman di ai ma ɲa mɛn ma, n ye nimafenilu fanan dila ai ma ɲa kelen wo le ma. 
GEN.9.4	Kɔni ai kana sobo ni a jeli damun muumɛ! Baa a nimaya ye a jeli le rɔ. 
GEN.9.5	Ni sobo do ka mɔɔ jeli labɔ ka a faa, sobo wo ka kan ka faa. Ni mɔɔ do ka a mɔɔɲɔɔn faa, wo fanan di faa. 
GEN.9.6	Nde Alla ka mɔɔ dan ka a kɛ n jɛrɛ munuɲa le ri. Wo rɔ, mɔɔ mɔɔ wa a mɔɔɲɔɔn jeli labɔ ka a faa, mɔɔ ri wo fanan jeli labɔ ka a faa. 
GEN.9.7	Nba, ai kɔnin, ai ye jiri ka siyaya. Ai ye sɛrɛya ka siyaya duukolo fan bɛɛ rɔ ka a fa.»
GEN.9.8	Alla ka a fɔ Nuhan ni a dencɛilu yɛ ko: 
GEN.9.9	«Sisen teriya ri tɔ nde ni aile tɛma, a ni ai bɔnsɔn mɛn ye nala ai kɔ 
GEN.9.10	a ni duukolo nimafen, mɛn bɛɛ tɛrɛ ai kun, fen fen bɔra ai fɛ kulunba kɔndɔ, kɔnɔilu wo, so kɔndɔ kolofenilu wo, waa rɔ soboilu wo. 
GEN.9.11	Teriya ɲin ye tɔla n ni duukolo nimafen bɛɛ tɛma. Ji dunba tɛ nimafen bɛɛ halaki butun. Ji dunba tɛ kɛ butun ka duukolo bɛɛ tiɲan.»
GEN.9.12	Alla ka a fɔ ikɔ ko: «N ye teriya mɛn tala ai yɛ a ni ai bɔnsɔn bɛɛ ni nimafen bɛɛ fo habadan, wo tɔɔmasere le ɲin di. 
GEN.9.13	N di nincinankan labɔ san fɛ bandafin kɔrɔ. Nincinankan wo le n na teriya tɔɔmasere le ri, n ye teriya mɛn tala dunuɲa bɛɛ yɛ. 
GEN.9.14	Tuma tuma, ni n ka bandafin nadɛn duukolo kun na, ni nincinankan fanan bɔra, 
GEN.9.15	wo rɔ, n di n hankili bila n na teriya rɔ, n ka mɛn ta ai ni nimafen su bɛɛ yɛ. N tɛ ji siyaya ka a kɛ ji dunba ri butun ka nimafen bɛɛ halaki. 
GEN.9.16	Nincinankan wa bɔ bandafin kɔrɔ, n di wo yen ka n hankili bila n na teriya banbali rɔ, n ka mɛn ta duukolo nimafen su bɛɛ yɛ.»
GEN.9.17	Alla ka a fɔ Nuhan yɛ ko: «N da teriya mɛn ta duukolo nimafen bɛɛ yɛ, wo tɔɔmasere le wo ri.»
GEN.9.18+GEN.9.19	Nba, Nuhan dencɛ mɛnilu bɔra a fɛ kulunba kɔndɔ, woilu le tɛrɛ Sɛmu ni Kamu ni Jafɛti ri. Nuhan dencɛ sawa le woilu ri. Woilu le bɔnsɔn jɛnsɛnda ka se duukolo fan bɛɛ rɔ. Wo rɔ, Kanaan fa le tɛrɛ Kamu ri. 
GEN.9.20	Nba, Nuhan ka sɛnɛ damira. Ale le fɔlɔ ka rɛsɛn fɛ sɛnɛ. 
GEN.9.21	Lon do rɔ, Nuhan ka rɛsɛnji do min ka a ɲa laminin. A fari makolon lani tɛrɛ a la faaninbon kɔndɔ. 
GEN.9.22	Kanaan fa Kamu ka a fa Nuhan fari makolon yen, ka wa wo fɔ a badenma fila yɛ lu ma. 
GEN.9.23	Sɛmu ni Jafɛti ka durukiba ta ka a la alu kamannakun kan ka don alu kɔnkɔma alu fa la faaninbon na ka alu fa sutura. Alu ma sɔn alu ɲa yen na alu fa kan, kosa alu kana a fari makolon yen fewu.
GEN.9.24	Nba, rɛsɛnji ka Nuhan bila tumana mɛn na, a dencɛ doomani Kamu ka ko mɛn kɛ a la, wo fɔra a yɛ. 
GEN.9.25	Wo rɔ, Nuhan kan ko:
GEN.9.25	«Alla ma tɔrɔya lara Kamu dencɛ Kanaan kan.
GEN.9.25	Ka a kɛ a kɔrɔcɛilu la jɔntajɔn di,
GEN.9.25	Alla ma wo kɛra.»
GEN.9.26	Nuhan kan ko:
GEN.9.26	«N di Allabatala tando,
GEN.9.26	Sɛmu Maari Alla kɔnin.
GEN.9.26	Alla ma Kanaan kɛ Sɛmu la jɔn di,
GEN.9.26	Alla ma wo kɛra.
GEN.9.27	Alla ma Jafɛti bonyara,
GEN.9.27	Ka a bɔnsɔn sii Sɛmu bɔnsɔn fɛ,
GEN.9.27	Alla ma wo kɛra.
GEN.9.27	Alla ma Kanaan kɛ alu la jɔn di,
GEN.9.27	Alla ma wo kɛra.»
GEN.9.28	Nba, ji dunba tamin kɔ, Nuhan ka san kɛmɛ sawa ni san biloolu le kɛ. 
GEN.9.29	A si bɛɛ ladɛnni kɛra san kɛmɛ kɔnɔndɔ ni san biloolu le ri. Wo bɛɛ taminni, a sara.
GEN.10.1	Ji dunba tamin kɔ, Nuhan dencɛilu Sɛmu ni Kamu ni Jafɛti ka dencɛilu sɔrɔn. Alu bɔnsɔn le ɲin di.
GEN.10.2	Jafɛti dencɛilu le ten: Komɛri, Makɔki, Madayi, Jaban, Tubali, Mesɛki a ni Tirasi. 
GEN.10.3	Komɛri dencɛilu le Asikɛnasi, ni Rifati ni Tokarima ri. 
GEN.10.4	Jaban dencɛilu le ten: Elisiya, Tarisisi, Kitimu a ni Dodanimu. 
GEN.10.5	Jaban bɔnsɔn jɛnsɛnda ka wa i sii kɔɔji da la, a bɛɛ ni a la duu, a bɛɛ ni a la kumakan, a bɛɛ ni a mɔɔilu, a bɛɛ ni a la jamana.
GEN.10.6	Kamu dencɛilu le ten: Kusi, Misiran, Puti a ni Kanaan. 
GEN.10.7	Kusi dencɛilu le ten: Saba, Habila, Sabita, Rayema a ni Sabiteka. Rayema dencɛilu le Seba ni Dedan di. 
GEN.10.8	Kusi dencɛ do le Namurudu ri. Wo le fɔlɔ kɛra fankatii ri duukolo kan. 
GEN.10.9	A kɛra donso fadimanba ri Allabatala ɲana. Wo rɔ a ye fɔla doilu ma ko: «A kɛni donso fadimanba le ri, Allabatala ɲakɔrɔ iko Namurudu tɛrɛ ɲa mɛn ma.» 
GEN.10.10	Namurudu kɛra faama ri. A fɔlɔma le ka a sii Babɛli ni Erɛki ni Akadi soilu kun na. So sawa wo bɛɛ tɛrɛ Sineyari jamana le rɔ. 
GEN.10.11	A bɔra jamana wo rɔ ka wa Asiri jamana rɔ. A ka Ninibe ni Rehobotiri ni Kalasi 
GEN.10.12	ni Resɛni soilu sii ka alu lɔ. Resɛni ye Ninibe ni Kalasi so fila le tɛ. So ba le wo ri.
GEN.10.13	Misiran kɛra mɛnilu benba ri, woilu le ten: Ludi bɔnsɔn, Anamu bɔnsɔn, Lehabi bɔnsɔn, Nafitu bɔnsɔn, 
GEN.10.14	Paturusi bɔnsɔn, Kafitori bɔnsɔn a ni Kasiluhi bɔnsɔn. Filisitilu bɔra Kasiluhi bɔnsɔn le rɔ.
GEN.10.15	Kanaan dencɛ fɔlɔ le tɛrɛ Sidɔn di, ka Hɛti tuun wo la. 
GEN.10.16+GEN.10.17+GEN.10.18	Mɔɔ mɛnilu fanan bɔra Kanaan dɔ, woilu le ten: Jebusikailu, Amɔrikailu, Kirikasikailu, Hifikailu, Arikiilu, Sinikailu, Arifadikailu, Semarikailu a ni Hamarikailu.
GEN.10.16+GEN.10.17+GEN.10.18	Kanaan bɔnsɔn jɛnsɛnda. 
GEN.10.19	Alu la jamana ye damirala Sidɔn de ka wa Kerari fan fɛ, ka wa se foo Kasa. A ye wala Sɔdɔmu ni Kɔmɔri ni Adima ni Seboyimu fan fɛ, ka wa se foo Lesa. 
GEN.10.20	Kamu bɔnsɔn de woilu ri, a bɛɛ ni a la mɔɔilu, a bɛɛ ni a kumakan, a bɛɛ ni a la duu, a bɛɛ ni a la jamana.
GEN.10.21	Jafɛti kɔrɔcɛ Sɛmu fanan ka dencɛilu sɔrɔn. Sɛmu wo le kɛra Hebɛri bɔnsɔn bɛɛ benba ri. 
GEN.10.22	Sɛmu dencɛilu le ten: Elamu, Asuri, Aripasadi, Ludi a ni Aramu. 
GEN.10.23	Aramu dencɛilu le ten: Usi, Huli, Ketari a ni Masi. 
GEN.10.24	Aripasadi wo ka Selasi sɔrɔn. Selasi ka Hebɛri sɔrɔn. 
GEN.10.25	Hebɛri ka dencɛ fila sɔrɔn. Kelen tɔɔ ko Pelɛji ka a masɔrɔn duukolo ratalara a tele le rɔ. A doocɛ tɔɔ ko Jokitan. 
GEN.10.26+GEN.10.27+GEN.10.28+GEN.10.29	Jokitan dencɛilu le ten: Alimodadi, Selɛfu, Hasamawɛti, Jeraki, Hadoramu, Usali, Dikila, Obali, Abimayɛli, Seba, Ofiri, Habila a ni Jobabu. Nba, woilu bɛɛ tɛrɛ Jokitan dencɛilu le ri. 
GEN.10.30	Duu mɛn ye Mesa ni Sefari tɛ, alu ta le tɛrɛ wo bɛɛ ri. Yɔrɔ wo ye koyinkɛilu kɔrɔ telebɔ fan fɛ. 
GEN.10.31	Nba woilu bɛɛ kɛra Sɛmu deni le ri, a bɛɛ ni a la mɔɔilu, a bɛɛ ni a la kumakan, a bɛɛ ni a la duu, a bɛɛ ni a la jamana.
GEN.10.32	Nba, Nuhan dencɛilu bɔnsɔn de woilu ri, a bɛɛ ni a bɔnsɔn, a bɛɛ ni a jamana. Mɔɔ woilu le jɛnsɛnda ka kɛ jamana siyaman di duukolo kan ji dunba kɔ.
GEN.11.1	Dunuɲa mɔɔilu bɛɛ tɛrɛ ye kan kelen de mɛnna. Alu bɛɛ tɛrɛ ye i ɲɔɔn famunna. 
GEN.11.2	Alu bɔra telebɔ fan dɔ, ka wa gbɛkannan ba do tɛrɛn Sineyari jamana rɔ. Alu ka i sii dinkira wo rɔ. 
GEN.11.3	Lon do rɔ, alu ka a fɔ i ɲɔɔn yɛ ko: «An ye birikilu gbasi ka alu janin kosɛbɛ.» Alu ma kabakurun ta fo biriki. Alu ma boro fanan ta, fo tulubɔ fasani. 
GEN.11.4	Alu kan ko: «An ye so lɔ an jɛrɛ yɛ, ka sankaso jan lɔ a kɔndɔ. Wo lɔ ye se haan sankolo ma, sa an di tɔɔ sɔrɔn. Ni an ma wo kɛ, an di jɛnsɛn duukolo fan bɛɛ fɛ.»
GEN.11.5	Allabatala jiira ka so ni sankaso jan dagbɛ, adamadenilu ka mɛn lɔ. 
GEN.11.6	A kan ko: «A ragbɛ. Alu bɛɛ ye siya kelen de ri, alu bɛɛ ye kan kelen de mɛnna. Alu ye baara mɛn kan ɲin, alu la baara fɔlɔ le wo ri. A tɛ mɛn bakɛ, alu wa alu miri fen fen ma, alu ri se wo kɛla. 
GEN.11.7	An ye jii ka alu kan basan, sa alu kana se i ɲɔɔn kan mɛnna butun.»
GEN.11.8	Wo rɔ, Allabatala ka alu farafara ka alu bɔ dinkira wo rɔ, ka alu jɛnsɛn duukolo fan bɛɛ rɔ. Alu la so lɔ ko ra dan wo rɔ. 
GEN.11.9	Wo le kosɔn, dinkira wo tɔɔ lara ko Babɛli, baa Allabatala ka dunuɲa mɔɔilu bɛɛ kumakan basan ye le, ka ban ka alu jɛnsɛn duukolo fan bɛɛ rɔ.
GEN.11.10	Nba, Sɛmu bɔnsɔn de ɲin di.
GEN.11.10	Sɛmu sɔrɔn ka san kɛmɛ bɔ tuma mɛn na, a ka Aripasadi sɔrɔn. Wo kɛra san fila ji dunba kɔ. 
GEN.11.11	Aripasadi sɔrɔn kɔrɔ, Sɛmu ka san kɛmɛ loolu le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.12	Aripasadi sɔrɔn ka san bisawa ni san loolu bɔ tuma mɛn na, a ka Selasi sɔrɔn. 
GEN.11.13	Selasi sɔrɔn kɔrɔ, Aripasadi ka san kɛmɛ naanin ni san sawa le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.14	Selasi sɔrɔn ka san bisawa bɔ tuma mɛn na, a ka Hebɛri sɔrɔn. 
GEN.11.15	Hebɛri sɔrɔn kɔrɔ, Selasi ka san kɛmɛ naanin ni san sawa le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.16	Hebɛri sɔrɔn ka san bisawa ni san naanin bɔ tuma mɛn na, a ka Pelɛji sɔrɔn. 
GEN.11.17	Pelɛji sɔrɔn kɔrɔ, Hebɛri ka san kɛmɛ naanin ni san bisawa le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.18	Pelɛji sɔrɔn ka san bisawa bɔ tuma mɛn na, a ka Eruhu sɔrɔn. 
GEN.11.19	Eruhu sɔrɔn kɔrɔ, Pelɛji ka san kɛmɛ fila ni san kɔnɔndɔ le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.20	Eruhu sɔrɔn ka san bisawa ni san fila bɔ tuma mɛn na, a ka Seruki sɔrɔn. 
GEN.11.21	Seruki sɔrɔn kɔrɔ, Eruhu ka san kɛmɛ fila ni san wɔrɔnwula le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.22	Seruki sɔrɔn ka san bisawa bɔ tuma mɛn na, a ka Nakɔri sɔrɔn. 
GEN.11.23	Nakɔri sɔrɔn kɔrɔ, Seruki ka san kɛmɛ fila le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.24	Nakɔri sɔrɔn ka san muwan ni san kɔnɔndɔ bɔ tuma mɛn na, a ka Teraki sɔrɔn. 
GEN.11.25	Teraki sɔrɔn kɔrɔ, Nakɔri ka san kɛmɛ ni san tan ni kɔnɔndɔ le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
GEN.11.26	Teraki sɔrɔn ka san biwɔrɔnwula bɔ tuma mɛn na, a ka Iburama ni Nakɔri ni Haran sɔrɔn.
GEN.11.27	Teraki bɔnsɔn de ɲin di. A ka Iburama ni Nakɔri ni Haran sɔrɔn. Haran ka Luti sɔrɔn. 
GEN.11.28	Haran sara ka a fa kɛndɛ to. A la saya kɛra a sɔrɔn jamana le rɔ, Kalide jamana kɔnin. A sara Uri so le kɔndɔ. 
GEN.11.29	Iburama ni Nakɔri ka furu kɛ. Iburama muso tɔɔ le tɛrɛ ko Sarayi. Nakɔri ka Haran denmuso do furu, mɛn tɔɔ ko Milika. Haran denmuso do fanan tɔɔ ko Sisika. 
GEN.11.30	Sarayi tɛrɛ densɔrɔnbali le ri. Den tun tɛ a bolo.
GEN.11.31	Nba, Teraki ka a dencɛ Iburama ni a mamarencɛ Luti ta ka wa Kanaan bɔnsɔn na jamana rɔ. Luti ye Haran den de ri. Teraki ka a biranmusoni Sarayi fanan ta, mɛn ye Iburama muso ri. Alu bɛɛ bɔra Uri so la ka Kanaan bɔnsɔn na jamana sila mira. Uri wo ye Kalide jamana le rɔ. Kɔni alu se mɛn kɛni Haran, alu ka i sii ye. 
GEN.11.32	Teraki si bɛɛ ladɛnni kɛra san kɛmɛ fila ni san loolu le ri. A sara Haran ye.
GEN.12.1	Nba, Allabatala kumara Iburama yɛ ko: «Iburama, i ye bɔ i la jamana rɔ, ka bɔ i badenmailu tɛma, ka bɔ i fa la lu ma. I ye wa jamana do rɔ, n kɛtɔ mɛn yirakala i la. 
GEN.12.2	N di i bɔnsɔn kɛ jamana ba ri ye. N di baraka don i rɔ, ka i tɔɔ bonya. Mɔɔilu ri baraka sɔrɔn i la sababu rɔ. 
GEN.12.3	Mɔɔ mɛn ba duwa i yɛ ka i miri koɲuma, n di ɲumaya kɛ wo tii yɛ. Mɔɔ mɛn ba i danka, n di tɔrɔya la wo kan. I ri kɛ sababu ri, siyailu bɛɛ ri baraka sɔrɔn n bolo.»
GEN.12.4	Iburama wulira ka wa ikomin Allabatala ka a fɔ a yɛ ɲa mɛn ma. Luti taara a fɛ. Iburama bɔra Haran ka wa, ka a tɛrɛn a sɔrɔn da san biwɔrɔnwula ni san loolu bɔ. 
