GEN.1.1	Diyà te keteboan te kedita, mig-inang se Timanem te langit aw keneyonan. 
GEN.8.1	Wedà kelibeli te Timanem si Noe aw kedita te menenanap aw ayam-ayam doma kandin simakay te arka. Impekedog te Timanem se kelamag, aw migtebò den se wayeg minuyud. 
GEN.8.2	Sinengseng din se menge selep doton didalem te dagat aw menge linekatan te odan doton te langit. Kimedit se odan. 
GEN.8.3	Minuyud se wayeg te sebad gatos keliman se aldaw. 
GEN.8.4	Pitsa sempolò teg pito te ikepito te bolan, nekeselà se arka diyà te bontod te Ararat. 
GEN.8.5	Gayed minuyud se wayeg, aw kinità se toktok te menge bontod te pitsa ono te ikesempolò te bolan.
GEN.8.6	Penga te kepatan se aldaw, inowang i Noe se bintanà te arka, 
GEN.8.7	aw binoloyan din se sebad owak. Wedà iyan likò doton te arka meneng gayed miglegeb-legeb lamig migkepangkag se tanà. 
GEN.8.8	Pegkenamay-namay, binoloyan heman i Noe se sebad selepati, amon ketegahan din aw migkepangkag se tanà. 
GEN.8.9	Meneng so nelinep pa se tanà te wayeg, wedad kinità te selepati embongan din, aw yan limikò iyan doton te arka. Impelowà i Noe se belad din aw inabat din se selepati. 
GEN.8.10	Penga te sebad simana, todà din binoloyan se selepati. 
GEN.8.11	Pegkemeapon niyan, limikò iyan doton ki Noe, aw doen tobed te kayo olibo inibing diyà te toktokay din. Doun niyan, netegahan i Noe te tabag minuyud se wayeg diyà te tanà. 
GEN.8.12	Penga niyan, migtagad si Noe te sebad simana, aw todà din binoloyan se selepati. Meneng wedà iyan palos likò.
GEN.8.13	Nayan, peg-apet te enem gatos aw sebad se omay i Noe, te pitsa ono te tagnà bolan te omay sìyan, minuyud se wayeg diyà te tanà. Inabat i Noe se atep te arka amon megpeatap-atap. Kinità din te tabag migkepangkag se tanà. 
GEN.8.14	Peg-apet te pitsa kelowan teg pito te ikedowa te bolan, ontò migkepangkag se tanà. 
GEN.8.15	Yan minikagi se Timanem diyà ki Noe, 
GEN.8.16	“Lowà ka den lekat te arka sipat te esawa nikaw, menge batà nikaw, aw menge esawa dan. 
GEN.8.17	Pelowai heman se kedita te manok, ayam-ayam, aw menenanap, amon megbowad-bowad dan aw megkedita dan dini lanto te tanà.”
GEN.8.18	Yan limowà si Noe lekat te arka sipat te esawa din, menge batà din, aw menge esawa dan. 
GEN.8.19	Limowà heman se menge ayam-ayam, menenanap, aw manok te tegsebad-sebad kemolò niyan.
GEN.8.20	Penga niyan, miglodok si Noe te menge bato amon meg-inang sikandin te sonoganan te ayam-ayam ibegay diyà te Timanem. Inimetayan din se sebad diyà te tegsebad-sebad kemolò te ayam-ayam aw manok mepakay sonogen aw ibegay diyà te Timanem, aw sinonog din se kedita niyan kidoen. 
GEN.8.21	Peg-adek te Timanem te nadeg niyan, neluba sikandin, aw minikagi sikandin diyà te pedowan din, “Eked a todà pegpelumun te tanà tandà te medaet inang te otaw, so netegahan ko te gayed medaet se ibeg te pedowan te otaw lekat te pegtebaw dan. Eked a todà peg-igelà te kedita te otaw aw menenanap iling te ininang ko den. 
GEN.8.22	Dalem te doen pa keneyonan, gayed doen pegtanem aw peglegani, pegkegenaw aw pegkeinit, pengaldaw aw pengodan, aldaw aw delem.”
GEN.9.1	Mèpiya se imbegay te Timanem diyà ki Noe aw pamilya din, aw minikagi sikandin, “Pegbatà kaw den te medita, amon doen menge bowad-bowad niyo meg-ogpà doton te kebelad te tanà. 
GEN.9.2	Lekat seini, melemitan kenyo se kedita te menenanap, manok, aw ikan. Inangen ko sikiyo olo te kedita niyan. 
GEN.9.3	Mepakay den kànen niyo se kedita te ayam-ayam aw menenanap. Tapay ko impekaen kenyo se menge tinemunun, meneng mepakay den heman se pegpengaen niyo te menenanap aw ayam-ayam. 
GEN.9.4	Sebad olò se eked niyo kepakay kànen, aw yan se pengelapen doen pa dipanog, so doen pedowan pineokit te dipanog.
GEN.9.5	“Aw memonò se otaw, keilangan ipelumun sikandin. Aw mengimatay se ayam-ayam aw menenanap te otaw, keilangan imetayan heman iyan. 
GEN.9.6	Ininang se otaw iling te Timanem, aw yan se doun te keilangan imetayan se otaw memonò te doma.
GEN.9.7	“Pegbatà kaw den te medita amon doen menge bowad-bowad niyo meg-ogpà doton te kebelad te tanà.”
GEN.9.8	Minikagi se Timanem diyà ki Noe aw pamilya din, 
GEN.9.9	“Doen ipakang ko diyà kenyo aw menge bowad-bowad niyo, 
GEN.9.10	sipat te kedita te manok, ayam-ayam, aw menenanap dimoma kenyo kidoen te arka. 
GEN.9.11	Seini se ipakang ko diyà kenyo. Eked todà kegelà se kedita doen pedowan dini lanto te tanà te pegkelinep te tanà te wayeg. Eked todà kebàti se tanà pineokit te pegkelinep te tanà te wayeg. 
GEN.9.12	Doen pengilala inangen ko amon ketegahan niyo te gayed ko tomanen se pakang ko kenyo aw kedita doen pedowan dini te keneyonan te wedad temanan. 
GEN.9.13	Isawol ko den se binengonan kidoen te labon. Yan se pengilala tepad te pakang ko diyà te otaw eg-ogpà dini lanto te tanà. 
GEN.9.14	Aw meglabon dini te tanà, aw kitaen se binengonan kidoen te labon, 
GEN.9.15	keeneng-enengan ko se pakang ko kenyo aw kedita doen pedowan dini lanto te tanà, te eked todà kegelà se kedita pineokit te pegkelinep te tanà te wayeg. 
GEN.9.16	Aw doen binengonan doton te labon, kitaen ko iyan, aw keeneng-enengan ko se pakang ko wedad temanan diyà te kedita doen pedowan dini lanto te tanà. 
GEN.9.17	Yan se pengilala tepad te pakang ko diyà te kedita eg-ogpà dini lanto te tanà.”
GEN.9.18	Se menge batà i Noe timenà lekat te arka, yan si Sem, si Ham (amay i Canaan), aw si Japet. 
GEN.9.19	Se ditelo batà i Noe sìyan, yan se menge kemonaan te kedita te otaw eg-ogpà dini te keneyonan.
GEN.9.20	Nayan, so biyasa si Noe egpawà, sikandin se monà nenanem te paras. 
GEN.9.21	Peg-inem din te bino ininang din lekat te paras, nelasing sikandin. Minibat sikandin migpetabeg-tabeg kidoen didalem te tolda inogpaan din. 
GEN.9.22	Timengteng si Ham amay i Canaan te pegpetabeg-tabeg te amay din, aw penga niyan limowà sikandin aw mig-indan te menge kedowa din. 
GEN.9.23	Penga niyan, nengabat si Sem aw si Japet te penenaktun itaklub kandin. Inewidan dan se taklub diyà te getan dan, aw minipanaw dan te getan te peg-awop dan diyà te tambì din, aw tinekluban dan sikandin. Wedà dan lingì amon eked dan kitai se lawa te amay dan migpetabeg-tabeg. 
GEN.9.24	Pegkelibwan i Noe te pegkelasing din, aw pegketaga-taga din tepad te ininang i Ham diyà kandin, 
GEN.9.25	minikagi sikandin, “Ipelumun te Timanem si Canaan batà i Ham. Meinang sikandin allang te menge kedowa din. 
GEN.9.26	Iduyun se Timanem egseligan i Sem. Meinang si Canaan allang i Sem. 
GEN.9.27	Inangen te Timanem medita se menge bowad-bowad i Japet (kelebadan niyan, pegkedita). Ipeogpà dan te Timanem doma te menge bowad-bowad i Sem. Meneng meinang se menge bowad-bowad i Canaan allang te menge bowad-bowad i Japet.”
GEN.9.28	Penga te pegkelinep te tanà te wayeg, telo gatos keliman se omay minokit te wedà pa kematay si Noe. 
GEN.9.29	Siyam gatos keliman se omay i Noe te pegkematay din.
GEN.10.1	Seini se ngadan te menge bowad-bowad te ditelo batà i Noe, si Sem, si Ham, aw si Japet, so doen menge batà dan timebaw penga te pegkelinep te tanà te wayeg.
GEN.10.2	Se menge batà meama i Japet, yan si Gomer, si Magog, si Madai, si Jaban, si Tubal, si Mesec, aw si Tiras. 
GEN.10.3	Se menge batà i Gomer, yan si Askenas, si Rifat, aw si Togarma. 
GEN.10.4	Se menge bowad-bowad i Jaban, yan si Elisa, si Tarsis, aw menge tege Kiti aw tege Dodani. 
GEN.10.5	Sikandan se menge kemonaan te kedita te otaw eg-ogpà medapag te dagat aw doton te menge polò. Yan se menge bowad-bowad i Japet. Mig-ogpà se tegsebad-sebad pongan doton te kandan ogpeanan, aw doen heman kagi te tegsebad-sebad pongan.
GEN.10.6	Se menge batà meama i Ham, yan si Cus, si Ehipto, si Put, aw si Canaan. 
GEN.10.7	Se menge batà meama i Cus, yan si Seba, si Habila, si Sabata, si Raama, aw si Sabaca. Se menge batà meama i Raama, yan si Saba aw si Dadan. 
GEN.10.8	Doen batà meama i Cus iningedanan ki Nimrod, aw sikandin se tagnà otaw neinang medengeg tandà te keyseg din. 
GEN.10.9	Ontò sikandin metomawan egpemanà pineokit te tabang te Timanem, aw yan se doun te eg-ikagi den se menge otaw, “Inangen ka peden te Timanem ontò metomawan egpemanà iling ki Nimrod.” 
GEN.10.10	Pegtebò te peglowan din, limowan sikandin diyà te menge lonsod te Babel, Erac, aw Acad, ditelo lonsod doton te Sinar. 
GEN.10.11	Lekat kidoen, dimoton sikandin te Asirya, aw mig-inang sikandin te menge lonsod te Niniba, Rehobot-Ir, Cala, 
GEN.10.12	aw Resen diyà te tengà-tengà te Niniba aw dakel lonsod te Cala.
GEN.10.13	Si Ehipto se kemonaan te kedita te otaw mig-ogpà doton te Lud, Anam, Laab, Neftu, 
GEN.10.14	Fetrusim, Casluim, aw Caftor linekatan te kedita te tege Filisti.
GEN.10.15	Se menge batà i Canaan, yan si Sidon penganay batà din, aw si Het. 
GEN.10.16	Si Canaan heman se kemonaan te menge pongan te otaw iningedanan Jebusi, Amori, Girgasi, 
GEN.10.17	Hebi, Arki, Sinai, 
GEN.10.18	Arvadi, Semari, aw Hamati. Neteped se tegsebad-sebad pongan te menge bowad-bowad i Canaan 
GEN.10.19	lamig nesakop dan se kebelad te tanà lekat te lonsod te Sidon taman te lonsod te Gerara medapag te Gasa, aw nesakop heman se menge lonsod te Sodoma, Gomora, Adma, aw Seboim medapag te Lasa. 
GEN.10.20	Yan se menge bowad-bowad i Ham. Mig-ogpà se tegsebad-sebad pongan dan doton te kandan ogpeanan, aw doen heman kagi te tegsebad-sebad pongan.
GEN.10.21	Si Sem kakay i Japet, yan se kemonaan te kedita te otaw nesakop te pongan iningedanan Hebreo. 
GEN.10.22	Se menge batà i Sem, yan si Elam, si Asur, si Arfacsad, si Lud, aw si Aram, aw yan heman se ngadan te menge bowad-bowad dan. 
GEN.10.23	Se menge batà i Aram, yan si Us, si Hul, si Geter, aw si Mes. 
GEN.10.24	Si Arfacsad se amay i Sela, aw si Sela se amay i Eber. 
GEN.10.25	Dowa se batà i Eber. Iningedanan se kakay ki Peleg (kelebadan niyan, netani), so pegtebaw din, netani-tani se kedita te otaw dini lanto te tanà. Iningedanan se adi din ki Joctan. 
GEN.10.26	Si Joctan se kemonaan te menge pongan iningedanan Almodad, Selap, Hasarmabet, Jera, 
GEN.10.27	Hadoram, Usal, Dicla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Opir, Habila, aw Jobab. Menge batà i Joctan se kedita dan. 
GEN.10.30	Mig-ogpà se menge pongan dan doton te tanà lekat te Mesa taman te Separ kidoen te bontod lenged te eglibtakan te aldaw. 
GEN.10.31	Yan se menge bowad-bowad i Sem. Mig-ogpà se tegsebad-sebad pongan dan doton te kandan ogpeanan, aw doen heman kagi te tegsebad-sebad pongan.
GEN.10.32	Menge bowad-bowad i Noe se kedita niyan, aw doen pongan aw pamilya te tegsebad-sebad kandan. Penga te pegkelinep te tanà te wayeg, se kedita te otaw diyà te tegsebad-sebad pongan te keneyonan, yan se menge bowad-bowad te menge batà i Noe.
GEN.11.1	Gebii, sebad olò se kemolò te kagi eg-ikegiyen te kedita te otaw dini te keneyonan. 
GEN.11.2	Peglegeb-legeb dan, migpesalo dan doton te eglibtakan te aldaw, lamig dimateng dan doton te tanà mebelad aw mepantal kidoen te Sinar, aw mig-ogpà dan kidoen. 
GEN.11.3	Migpeikegihay dan, “Ayas kaw den. Loteken tadon den se pasak aw delapen tadon iyan lamig megkagsen, amon doen inangen tadon balay.”
GEN.11.3	Yan linotek dan se pasak inangen dan bato, aw inimon dan se apog ibolit kenyan amon meg-inang dan te balay. 
GEN.11.4	Penga niyan, minikagi dan, “Meg-inang kidon den te lonsod aw sebad balay melangkaw lamig mapet se atep niyan doton te langit, aw yan meinang kidon medengeg, aw eked kidon kebilit kidoen te kebelad te keneyonan.”
GEN.11.5	Nayan, dimoton se Timanem amon tomengteng sikandin te lonsod aw balay melangkaw ininang te menge otaw kidoen. 
GEN.11.6	Mig-aneng-aneng se Timanem, “Migsebad se pedowan te kedita te otaw seini, aw sebad olò se kagi dan. Migtebò dan olò mig-inang kani. Na, te eked kenamay, pengkey eden se ibeg dan, yan se mebatog dan inangen. 
GEN.11.7	Mèpiya aw domoton kidon kandan, aw todaen tadon se kagi dan amon medita kemolò se kagi dan, aw yan eked dan peilebetay.”
GEN.11.8	Yan tandà te peg-inang te Timanem kenyan, migbilit-bilit se kedita dan doton te kebelad te keneyonan, aw yan limengà dan te peg-inang dan te lonsod sìyan. 
GEN.11.9	Iningedanan se lonsod sìyan Babel (kelebadan niyan, migkebulung), so ininang te Timanem medita kemolò se kagi te otaw kidoen, aw lekat kidoen binilit-bilit te Timanem se kedita dan doton te kebelad te keneyonan.
GEN.11.10	Seini se ngadan te menge bowad-bowad i Sem. Dowa se omay minokit penga te pegkelinep te tanà te wayeg, minapet te sebad gatos se omay i Sem, aw timebaw se batà din meama si Arfacsad. 
GEN.11.11	Penga niyan, lima gatos se omay minokit te wedà pa kematay si Sem. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.12	Peg-apet te ketlowan teg lima se omay i Arfacsad, timebaw se batà din meama si Sela. 
GEN.11.13	Penga niyan, epat gatos aw telo se omay minokit te wedà pa kematay si Arfacsad. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.14	Peg-apet te ketlowan se omay i Sela, timebaw se batà din meama si Eber. 
GEN.11.15	Penga niyan, epat gatos telo se omay minokit te wedà pa kematay si Sela. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.16	Peg-apet te ketlowan teg epat se omay i Eber, timebaw se batà din meama si Peleg. 
GEN.11.17	Penga niyan, epat gatos ketlowan se omay minokit te wedà pa kematay si Eber. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.18	Peg-apet te ketlowan se omay i Peleg, timebaw se batà din meama si Reu. 
GEN.11.19	Penga niyan, dowa gatos siyam se omay minokit te wedà pa kematay si Peleg. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.20	Peg-apet te ketlowan teg dowa se omay i Reu, timebaw se batà din meama si Serug. 
GEN.11.21	Penga niyan, dowa gatos aw pito se omay minokit te wedà pa kematay si Reu. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.22	Peg-apet te ketlowan se omay i Serug, timebaw se batà din meama si Nahor. 
GEN.11.23	Penga niyan, dowa gatos se omay minokit te wedà pa kematay si Serug. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.24	Peg-apet te kelowan teg siyam se omay i Nahor, timebaw se batà din meama si Tera. 
GEN.11.25	Penga niyan, sebad gatos sempolò teg siyam se omay minokit te wedà pa kematay si Nahor. Dalem niyan, doen pa menge doma batà din timebaw.
GEN.11.26	Peg-apet te kepitowan se omay i Tera, timebaw se menge batà din meama si Abram, si Nahor, aw si Haran.
GEN.11.27	Seini se ngadan te menge bowad-bowad i Tera. Si Tera se amay i Abram, si Nahor, aw si Haran. Si Haran se amay i Lot. 
GEN.11.28	Te wedà pa kematay si Tera, nematay se batà din si Haran doton te Ur, sìyan lonsod inogpaan din doton te Caldea. 
GEN.11.29	Nengognan si Abram ki Sarai, aw nengognan si Nahor ki Melca, batà bayi te kedowa din nematay si Haran. Doen heman doma batà i Haran si Isca. 
GEN.11.30	Wedad batà i Sarai, so eked sikandin pegbatà.
GEN.11.31	Impetaking i Tera se batà din si Abram, aw ogangan din si Sarai esawa i Abram, aw apò din si Lot batà i Haran. Nesayo dan lekat te lonsod te Ur doton te Caldea, aw migpesalo dan doton te Canaan. Meneng pegdateng dan doton te Haran, mig-ogpà dan kidoen. 
GEN.11.32	Nematay si Tera kidoen te dowa gatos aw lima se omay din.
GEN.12.1	Nayan, minikagi se Timanem diyà ki Abram, “Tanan ka den te tanà inogpaan no seini. Tanan ka den heman te menge kedomaan nikaw aw pamilya te amay nikaw. Doton ka den te ogpeanan tedoan ko kamno. 
GEN.12.2	Medita se bowad-bowad ibegay ko diyà kamno, aw meinang dan dakel pongan. Mèpiya se ibegay ko diyà kamno, aw inangen ko medengeg se ngadan nikaw. Mèpiya heman se ibegay ko diyà te menge doma otaw pineokit kamno. 
GEN.12.3	Mèpiya se ibegay ko diyà te kedita te otaw memegay kamno te mèpiya. Meneng ipelumun ko se kedita te otaw megtompuyus kamno. Pineokit kamno, mèpiya se ibegay ko diyà te kedita te otaw dini te keneyonan.”
GEN.12.4	Yan timolò si Abram te punù te Timanem, aw nesayo sikandin tinekingan i Lot. Kepitowan teg lima se omay i Abram te pegkesayo din lekat te Haran. 
GEN.12.5	Impetaking i Abram se esawa din si Sarai, aw anak din si Lot, aw inibing din se kedakel te kedònan aw kedita te allang neabat din doton te Haran, aw nesayo dan pesalo doton te Canaan.
GEN.12.5	Pegdateng dan doton te Canaan, 
GEN.12.6	dimeleg si Abram lamig dimateng sikandin doton te kayo olayan i More doton te ogpeanan te Sikem. Pegdoton din te Sikem, doen pa menge tege Canaan mig-ogpà kidoen. 
GEN.12.7	Migpekità se Timanem diyà ki Abram, aw minikagi sikandin, “Seini se ogpeanan ibegay ko diyà te menge bowad-bowad nikaw.”
GEN.12.7	Yan mig-inang si Abram te sonoganan te ayam-ayam ibegay diyà te Timanem migpekità diyà kandin. 
GEN.12.8	Penga niyan, dimeleg sikandin pesalo doton te menge bontod lenged te eglibtakan te lonsod te Betel. Mig-ogpà sikandin diyà te tengà-tengà te lonsod te Betel aw Ai. Lenged te egsellepan se lonsod te Betel, aw lenged te eglibtakan se lonsod te Ai. Mig-inang heman sikandin te sonoganan te ayam-ayam kidoen, aw migsimba sikandin te Timanem. 
GEN.12.9	Penga niyan, gayed sikandin mig-alin-alin pesalo doton te Negeb.
GEN.12.10	Nayan, doen bitil doton te Canaan, aw dimeleg si Abram doton te Ehipto amon meg-ogpà dan doton te menamay-namay, so ontò dan nebitilan. 
GEN.12.11	Pegkedapag dan doton te Ehipto, minikagi si Abram diyà te esawa din si Sarai, “Mèpiya ka bayi tengtengen. 
GEN.12.12	Yan aw komità se menge tege Ehipto kamno, meg-aneng-aneng dan te teleesawa ki, aw yan mengimatay dan kanak amon egawen ka dan. 
GEN.12.13	Yan ikagi ka kandan te telekedowa ki amon eked a dan imetayi, meneng segmanen a dan beling so etebay ta.”
GEN.12.14	Pegdateng dan doton te Ehipto, kinità te menge otaw kidoen te mèpiya bayi tengtengen se esawa din. 
GEN.12.15	Pegkità te menge opisyal te selotan kandin, mig-indan dan te selotan tepad te kèpiya din, aw yan impeogpà din si Sarai doton te balay din. 
GEN.12.16	Mèpiya se imbegay te selotan diyà ki Abram so etebay din si Sarai. Yan binegayan sikandin te medita karniro, kambing, baka, asno, allang, aw kamilo.
GEN.12.17	Meneng so impeogpà te selotan se esawa i Abram si Sarai doton te balay din, doen menge medaet mesakit imbegay te Timanem diyà te selotan aw kedita te doma otaw mig-ogpà kidoen te balay din. 
GEN.12.18	Yan impeangay te selotan si Abram, aw minikagi sikandin, “Medaet se ininang no diyà kanak, so wedà a no indani te teleesawa kaw. 
GEN.12.19	Meneng minikagi ka beling te telekedowa kaw, aw yan nengognan a kandin. Na, dini den se esawa nikaw. Petekingi sikandin, aw kesayo kaw den.”
GEN.12.20	Penga niyan, insogò te selotan se menge sondalo meg-ated ki Abram, aw esawa din, aw kedakel te kedònan din te pegkesayo dan.
GEN.13.1	Nesayo si Abram lekat te Ehipto aw limikò sikandin doton te Negeb sakop te Canaan sipat te esawa din aw kedakel te kedònan din. Timaking heman si Lot kandin. 
GEN.13.2	Ontò meyaman si Abram, so medita se karniro din, kambing, aw baka, aw dakel heman se selapì aw bolawan din.
