GEN.1.1	元始、上帝創造天地、  
GEN.21.12	上帝諭之曰、勿為孺子暨爾婢而憂、可聽
GEN.21.13	然婢之子、亦屬爾裔、我必使之為國、  
GEN.21.14	夙興、取餅、及革囊盛水、與
GEN.21.15	囊水既罄、乃置子於小樹下、  
GEN.21.16	相去一矢、曰、我不忍見子死亡、相對而坐、揚聲號哭、  
GEN.21.17	上帝聞孺子聲、其使自天呼
GEN.21.18	起而扶之、我將使之成為大國、  
GEN.21.19	上帝明其目、即見水泉、遂往、以水充革囊、飲孺子、  
GEN.21.20	上帝佑其孺子、長而居野、長於弧矢、  
GEN.21.21	旅
GEN.21.22	維時、
GEN.21.23	今汝在此、當指上帝而誓、毋欺我暨我子孫、依我所厚待爾者、待我及爾所旅之邦、  
GEN.21.24	曰、我誓之、  
GEN.21.25	先是、有井為
GEN.21.26	曰、是誰所為、吾弗知也、爾未告我、今日我始聞之、  
GEN.21.27	以牛羊饋
GEN.21.28	又以牝羔七、別置一處、  
GEN.21.29	曰、此七牝羔、別置一處、何也、  
GEN.21.30	曰、爾必由我受之、以為我鑿此井之據、  
GEN.21.31	因二人相誓於彼、故名其地曰
GEN.21.32	彼既立約於
GEN.21.33	植垂絲柳於
GEN.21.34	旅於
GEN.22.1	厥後、上帝試
GEN.22.2	曰、攜汝所愛獨生之子
GEN.22.3	夙興、備驢、攜二僕及子
GEN.22.4	越至三日、舉目遙瞻其處、  
GEN.22.5	謂僕曰、爾與驢姑待於此、我與孺子往彼、崇拜即返、  
GEN.22.6	遂以燔柴、付於其子
GEN.22.7	曰、父歟、曰、吾子、余在此、曰、火與柴則有之矣、而所燔之羔安在、  
GEN.22.8	曰、吾子、上帝將自備羔、以為燔祭、於是偕行、○  
GEN.22.9	至上帝所示之處、
GEN.22.10	舉手執刃、將宰其子、  
GEN.22.11	耶和華之使者自天呼曰、
GEN.22.12	曰、爾於孺子、勿著手、勿加傷、蓋爾於我、不惜獨生之子、我知爾寅畏上帝矣、  
GEN.22.13	舉目以觀、見有牡綿羊在後、角繫林叢、遂往取之、獻為燔祭、以代其子、  
GEN.22.14	稱其地曰耶和華亦勒、迄今尚有人云、在耶和華山必預備也、  
GEN.22.15	耶和華之使者自天復呼
GEN.22.16	曰、耶和華云、爾既行是、不惜獨生之子、我則指己而誓、  
GEN.22.17	必錫爾嘏、昌熾爾裔、如天上之星、如海濱之沙、爾裔必據諸敵之邑、  
GEN.22.18	緣爾遵我命、天下萬民、將因爾裔而獲福、  
GEN.22.19	返至僕所、起而偕行、至
GEN.22.20	自時厥後、或告
GEN.22.21	長子
GEN.22.22	暨
GEN.22.23	此八人、皆
GEN.22.24	妾名
GEN.23.2	卒於
GEN.23.3	後起離尸、語
GEN.23.4	我於爾中為賓旅、請以塚地與我、葬我死者、使之離我、  
GEN.23.5	人曰、  
GEN.23.6	吾主、請聽、爾於我中、為上帝之牧伯、在我塚地間、擇其佳域、以葬爾之死者、我中無人禁之、  
GEN.23.7	起、向土人
GEN.23.8	曰、爾若有意容我得葬死者、使之離我、則請聽我言、為我求
GEN.23.9	以其田隅之
GEN.23.10	、
GEN.23.11	主歟、勿爾、請聽我言、我以田及田之穴、於我同族人前予爾、可葬汝之死者、  
GEN.23.12	遂向土人而鞠躬、  
GEN.23.13	當眾前謂
GEN.23.14	曰、吾主、請聽、其田值金四百舍客勒、  
GEN.23.15	爾我之間、何足算哉、請葬死者、  
GEN.23.16	從
GEN.23.17	如是、
GEN.23.18	於入邑門之
GEN.23.19	厥後
GEN.23.20	田及穴、
GEN.24.2	語其家宰、即司全業之老僕曰、爾其置手於我髀下、  
GEN.24.3	指天地之上帝耶和華而誓、我居
GEN.24.4	必返故土、在戚族中、為我子
GEN.24.5	僕曰、假令其女不欲從我來此、我以爾子仍歸故鄉可乎、  
GEN.24.6	曰、慎勿使我子歸故鄉、  
GEN.24.7	天上上帝耶和華、昔導我出父家、離故土、誓以斯地錫我苗裔、必遣厥使導爾、使為我子娶於故土、  
GEN.24.8	設女不欲從爾、則此誓與爾無與、惟不可挈我子返於故鄉、  
GEN.24.9	僕遂置手於其主
GEN.24.10	於是僕自其主之駝中取十、並攜主家之佳品、起而往
GEN.24.11	日暮、眾女出汲時、僕使駝伏於邑外井旁、  
GEN.24.12	曰、吾主
GEN.24.13	我立井旁、邑人之女、出以汲水、  
GEN.24.14	我將謂一女曰、請爾下缾飲我、彼若云請飲、亦飲爾駝、則願其女為爾所定、與爾僕
GEN.24.15	言未既、
GEN.24.16	女容甚麗、尚為處子、未曾適人、臨井汲水、盈缾而上、  
GEN.24.17	僕趨迎之、曰、請以缾水、飲我少許、  
GEN.24.18	曰、吾主、請飲、乃急下缾以飲之、  
GEN.24.19	飲畢、又曰、我更汲水、以飲爾駝、迨足其量、  
GEN.24.20	遂急傾缾於槽、復趨井而汲、以飲羣駝、  
GEN.24.21	僕目之、默然弗語、欲知耶和華果賜坦途否、  
GEN.24.22	俟駝飲竟、乃取金環、重半舍客勒、金釧二、重十舍客勒、  
GEN.24.23	謂之曰、汝誰氏女、請告我、汝父之家、有隙地以寓我乎、  
GEN.24.24	曰、我乃
GEN.24.25	又曰、我家芻糧具足、亦有隙地、可以容宿、  
GEN.24.26	僕遂俯首、崇拜耶和華、  
GEN.24.27	曰、吾主
GEN.24.28	女趨告其母家、  
GEN.24.29	有兄名
GEN.24.30	時、僕尚立井旁、駝亦在側、  
GEN.24.31	語之曰、爾蒙耶和華錫嘏者、請入、奚竚於外、我已備室、駝亦有所、  
GEN.24.32	僕遂入室、
GEN.24.33	陳食其前以食之、僕曰、吾事未述、不敢先食、曰、請述之、  
GEN.24.34	曰、我乃
GEN.24.35	耶和華錫嘏吾主甚厚、使之昌大、賜以金銀僕婢、牛羊駝驢、  
GEN.24.36	主母
GEN.24.37	吾主令我誓曰、余居
GEN.24.38	必詣父家戚屬、為子娶室、  
GEN.24.39	我謂主曰、恐女不從我、  
GEN.24.40	主曰、我所事之耶和華、將遣厥使偕爾、賜爾坦途、可於父家戚屬中、為子娶室、  
GEN.24.41	設或造我戚屬、而彼不與、則此誓與爾無與、  
GEN.24.42	今日我至井旁、禱曰、吾主
GEN.24.43	茲立井旁、有女出汲、我謂之曰、請以缾水、飲我少許、  
GEN.24.44	若言且飲、亦為駝汲、則願其女為耶和華所定、以與吾主之子、  
GEN.24.45	默祝未竟、而
GEN.24.46	女即下缾、曰、且飲、吾亦飲駝、我遂飲、女亦飲駝、  
GEN.24.47	我問曰、汝誰氏女、曰、我乃
GEN.24.48	俯首崇拜、頌美吾主
GEN.24.49	爾若待我主以仁誠、則告我、否亦告我、使我知所左右、○  
GEN.24.51	在爾前、可攜之歸、與主之子為室、遵耶和華命、  
GEN.24.52	之僕聞言、俯伏於地、崇拜耶和華、  
GEN.24.53	出金銀器皿與衣、饋
GEN.24.54	僕與從者飲食而宿、夙興、曰、願遣歸我主、  
GEN.24.55	兄與其母曰、容女少留、偕我居處、歷至旬日、然後啟行、  
GEN.24.56	曰、勿阻我、耶和華賜我坦途、請遣歸我主、  
GEN.24.57	曰、可呼女而問之、  
GEN.24.58	乃呼
GEN.24.59	遂遣
GEN.24.60	祝
GEN.24.61	起、與婢乘駝從僕、僕攜之歸、  
GEN.24.62	時、
GEN.24.63	暮出於田、默然靜思、舉目見羣駝至、  
GEN.24.64	望見
GEN.24.65	問僕曰、遊於田而迓我者為誰、曰、我主也、
GEN.24.66	僕以所為悉告
GEN.25.2	生
GEN.25.3	生
GEN.25.4	生
GEN.25.5	以凡所有、遺於
GEN.25.6	眾妾之子、貺以財物、當其存時、遣往東方、以避
GEN.25.8	壽高年邁、氣絕而終、歸於列祖、  
GEN.25.9	其子
GEN.25.10	即
GEN.25.11	卒後、上帝錫嘏其子
GEN.25.13	其裔、循其世系名氏、記列於左、
GEN.25.14	、
GEN.25.15	、
GEN.25.16	此皆
GEN.25.17	享壽一百三十七歲、氣絕而終、歸於列祖、  
GEN.25.18	其裔所居之地、在其同族之東、自
GEN.25.19	之紀如左、
GEN.25.20	年四十、娶
GEN.25.22	腹中雙胎相爭、
GEN.25.23	耶和華曰、爾胎所懷、乃為二國、自腹而出、分為二民、此強於彼、長事其幼、  
GEN.25.24	屆期孿生、  
GEN.25.25	首產者紅、遍體有毛如裘、命名
GEN.25.26	後出之弟、手執兄踵、命名
GEN.25.27	二子既長、
GEN.25.28	嗜野味、愛
GEN.25.29	一日
GEN.25.30	謂
GEN.25.31	曰、爾以長子之業、先鬻於我、  
GEN.25.32	曰、我將死矣、長子之業、於我奚裨、  
GEN.25.33	曰、先誓於我、
GEN.25.34	乃以餅及豆羹予
GEN.26.2	耶和華顯見、諭
GEN.26.3	旅於斯土、我將偕爾、錫爾以嘏、以此列邦賜爾、爰及苗裔、昔與乃父
GEN.26.4	繁衍爾裔、如天之星、以此列邦予之、天下萬民、因之獲福、  
GEN.26.5	蓋
GEN.26.6	旅於
GEN.26.7	居民詢及其妻、曰、我妹也、蓋有殊色、故懼以妻相稱、恐居民為
GEN.26.8	居彼日久、
GEN.26.9	召之曰、彼果爾妻、何謂為妹、曰、竊恐因之見殺、  
GEN.26.11	乃諭民曰、犯此人與其妻者、殺無赦、○  
GEN.26.12	耕稼於斯、是年獲有百倍、耶和華錫之嘏、  
GEN.26.13	遂以昌大、日增月盛、竟成巨富、  
GEN.26.14	牛羊成羣、僕從甚眾、
GEN.26.15	昔其父
GEN.26.16	謂
GEN.26.17	遂去之、張幕於
GEN.26.18	所鑿之井、
GEN.26.19	僕鑿井於谷中、得活泉、  
GEN.26.20	牧者與
GEN.26.21	又鑿一井、猶相爭、故名之曰
GEN.26.22	離彼、復鑿一井、乃不相爭、故名之曰
GEN.26.23	去彼、往
GEN.26.24	是夜耶和華顯見、諭之曰、我乃爾父
GEN.26.25	築壇於彼、籲耶和華名、遂張幕、僕鑿井焉、○  
GEN.26.27	曰、昔爾憾我屏我、今何來見、  
GEN.26.28	曰、我儕知耶和華偕汝、竊謂爾我間當立誓、互相結盟、  
GEN.26.29	俾爾無害於我、如我未害於爾、惟厚待爾、送爾安然以歸、爾乃耶和華所錫嘏者、  
GEN.26.30	遂為之設筵、式飲式食、  
GEN.26.31	夙興相誓、
GEN.26.32	是日
GEN.26.33	乃名之曰
GEN.26.35	二婦使
GEN.27.2	曰、吾老矣、不知何日而死、  
GEN.27.3	其執爾器、弓與矢囊、往於田野、為我行獵、  
GEN.27.4	以作嘉肴、依我所嗜、進與我食、及我未死、為爾祝嘏、○  
GEN.27.5	語子
GEN.27.6	既適野獵獸、
GEN.27.7	可獲野獸、以作嘉肴、與我食之、及我未死、於耶和華前、為爾祝嘏、  
GEN.27.8	我子須聽我言、循我所命、  
GEN.27.9	可往羊羣、取山羊之美羔二、我作嘉肴、依父所嗜、  
GEN.27.10	爾進於父食之、及其未死、為爾祝嘏、  
GEN.27.11	謂母曰、我兄遍體有毛、我乃光潔、  
GEN.27.12	設父捫我、以我欺父、恐求祝而反見詛、  
GEN.27.13	母曰、吾子、爾若見詛、我自當之、第從我言、往取其羔、  
GEN.27.14	乃往取與母、母作嘉肴、依父所嗜、  
GEN.27.15	長子
GEN.27.16	又以山羊羔皮蒙其手、及光潔之頸、  
GEN.27.17	以所作之嘉肴與餅、付子
GEN.27.19	曰、我乃長子
GEN.27.20	曰、吾子獲之、何若是之速也、曰、爾上帝耶和華使我疾獲之、  
GEN.27.21	曰、吾子來前、俾我捫爾、果我子
GEN.27.22	進前、
GEN.27.23	因其手有毛、似兄
GEN.27.24	又曰、爾誠我子
GEN.27.25	曰、以子所獲者陳於前、待我食之、為爾祝嘏、乃進前、父食之、又奉酒、亦飲之、  
GEN.27.26	曰、吾子來前、與我接吻、  
GEN.27.27	遂前吻父、父聞其衣馨香、祝曰、吾子之馨香、如耶和華所祚之田然、  
GEN.27.28	願上帝錫爾天之甘露、地之沃壤、穀酒豐盛、  
GEN.27.29	兆民服役爾側、列國拜跪爾前、兄弟尊爾為主、同胞拜跪於爾、詛爾者必見詛、祝爾者必見祝、○  
GEN.27.30	祝竟、
GEN.27.31	亦作嘉肴、進於父、曰、請父起、食子所獵、祝嘏於我、  
GEN.27.32	其父
GEN.27.33	戰慄不勝、曰、爾未至、誰進嘉肴於我、我已食之、為彼祝嘏、彼必承之、  
GEN.27.35	曰、爾弟來、施其詭譎、奪爾福祉、  
GEN.27.36	曰、宜其名
GEN.27.37	曰、我已立
GEN.27.38	曰、父之祝嘏、豈惟一而已乎、父歟、請亦祝我、遂大聲號哭、  
GEN.27.39	曰、爾所居之地、遠乎沃壤、天露不及、  
GEN.27.40	爾必恃刃以圖生、服役於爾弟、爾得釋時、則脫其軛於爾項、○  
GEN.27.42	或以長子言告
GEN.27.43	吾子宜從我言、奔
GEN.27.44	偕居數日、待爾兄怒息、  
GEN.27.45	其氣已平、忘爾所為、我則遣人召爾、奚為一日喪二子乎、  
GEN.27.46	謂
GEN.28.2	起往
GEN.28.3	願全能之上帝、錫嘏於爾、使爾生育繁衍、為眾族祖、  
GEN.28.4	以
GEN.28.5	遣
GEN.28.6	見
GEN.28.7	又見
GEN.28.8	知
GEN.28.9	乃適
GEN.28.11	日既沒、至一方宿焉、取石為枕而臥、  
GEN.28.12	夢有梯立於地、頂及於天、上帝之使、陟降其上、  
GEN.28.13	耶和華立其巔曰、我乃耶和華、爾祖
GEN.28.14	爾裔必繁衍如土塵、蔓延四方、天下萬民、將緣爾與裔而獲福、  
GEN.28.15	我必偕爾、無論何往、我必護爾、使歸斯土、不汝遐棄、吾所許者、必踐其言、  
GEN.28.16	醒曰、耶和華果在此、而我不知、  
GEN.28.17	乃懼、曰、此地何其可畏、非他、乃上帝之室、天之門也、○  
GEN.28.19	其邑原名
GEN.28.20	許願曰、如上帝偕我、佑我於所行之路、賜我以衣食、  
GEN.28.21	使安然而返父家、則耶和華必為我之上帝、  
GEN.28.22	所立柱石、將為上帝室、凡上帝所錫我者、十輸其一以獻之、  
GEN.29.2	見有井於野、羊羣三、附井而臥、蓋人素由此飲之、井口覆以大石、  
GEN.29.3	羣羊咸集、則移石啟井、汲以飲之、飲竟、仍覆以石、  
GEN.29.4	曰、兄弟奚自、曰、自
GEN.29.5	曰、
GEN.29.6	曰、安乎、曰、安、今其女
GEN.29.7	曰、日尚高懸、聚羣之時、猶未至也、莫若飲羊、而往牧之、  
GEN.29.8	曰、不可、必待羣畜咸集、移石啟井、方可飲羊、  
GEN.29.9	言際、
GEN.29.11	與
GEN.29.12	告
GEN.29.14	曰、爾誠骨肉之親、
GEN.29.15	謂之曰、爾雖我甥、豈可徒役於我、告我欲得何值、  
GEN.29.16	有二女、長名
GEN.29.17	目眊、而
GEN.29.18	愛
GEN.29.19	曰、妻爾愈於妻人、可偕我居、  
GEN.29.20	為
GEN.29.22	設筵招鄰里、  
GEN.29.23	既昏、以長女
GEN.29.24	又以其婢
GEN.29.25	及旦、乃知為
GEN.29.26	曰、未嫁長而先嫁季、斯土不為此也、  
GEN.29.27	爾與長盈七日之期、則以季予爾、爾復服役七年、  
GEN.29.29	以其婢
GEN.29.30	亦與
GEN.29.31	耶和華視
GEN.29.32	懷妊生子、命名
GEN.29.33	再妊生子、命名
GEN.29.34	又妊生子、命名
GEN.29.35	又妊生子、曰、我今頌美耶和華、故名子曰
GEN.30.2	怒曰、使爾不育者、上帝也、我豈代為上帝乎、  
GEN.30.3	曰、我婢
GEN.30.4	遂以婢
GEN.30.5	懷妊生子、  
GEN.30.6	名之曰
GEN.30.7	再妊、為
GEN.30.8	命名
GEN.30.9	因不妊、以婢
GEN.30.10	生子、  
GEN.30.11	謂為吉慶、故名之曰
GEN.30.12	再為
GEN.30.13	曰、我福矣、羣女將謂我有福、故名之曰
GEN.30.14	麥秋時、
GEN.30.15	曰、爾奪我夫、豈細故耶、今欲奪我子之風茄乎、
GEN.30.16	及暮、
GEN.30.17	上帝俞允
GEN.30.18	曰、昔我以婢與夫、今蒙上帝予我值、故名之曰
GEN.30.19	復妊、生第六子、  
GEN.30.20	命名
GEN.30.21	後生一女、命名
GEN.30.22	上帝眷念
GEN.30.23	懷妊生子、曰、上帝已洒我恥、  
GEN.30.24	乃命名
GEN.30.25	生
GEN.30.26	我事爾所得之妻子、請以予我、而遣我歸、我如何事爾、汝所知也、  
GEN.30.27	曰、深知耶和華緣爾錫嘏於我、若蒙爾恩、仍偕我居、  
GEN.30.28	請言其值、我必給之、  
GEN.30.29	曰、我於爾服役若何、羣畜若何、爾悉知之、  
GEN.30.30	當我未至、所有鮮少、今則滋育繁多、耶和華緣我足跡所至、錫爾以嘏、然我何時成立己家乎、  
GEN.30.31	曰、我何以予爾、曰、無須、惟有一事、爾若行之、則仍牧守爾羣、  
GEN.30.32	今我徧閱爾羣、凡有斑點與椶色之綿羊、及有斑點之山羊、悉驅出之、有若此者、歸我為值、  
GEN.30.33	異日爾來察之、凡山羊非有斑點、綿羊非椶色者、即擬我盜可也、以此為我公義之徵、  
GEN.30.34	曰、可如爾言、  
GEN.30.35	當日將牡山羊之有文有點者、牝山羊之斑駁成點、兼雜白文者、暨綿羊之椶色者、悉驅出之、付與其子、  
GEN.30.36	俾距
GEN.30.38	置於溝壑水槽、羣羊來飲之處、與羣相對、俾其飲時、牝牡相誘、  
GEN.30.39	羣羊附條相誘、遂產有文有點有斑之羔、  
GEN.30.40	將羔羊區別之、使此有文及椶色者、與
GEN.30.41	遇羊之健者相誘、
GEN.30.42	其弱者不置條、於是弱者歸
GEN.30.43	遂大興盛、多有羊羣、僕婢駝驢、  
GEN.31.2	又見
GEN.31.3	耶和華謂
GEN.31.4	遣人召
GEN.31.5	語之曰、我見汝父容貌、不如疇昔、然吾父之上帝偕我、  
GEN.31.6	我竭力事汝父、汝所知也、  
GEN.31.7	爾父乃欺我、十易我值、惟上帝不容其加害、  
GEN.31.8	若云有點者為我值、而羣畜咸有點、若云有文者為我值、而羣畜俱有文、  
GEN.31.9	是上帝取爾父羣畜、賜於我矣、  
GEN.31.10	遇牝牡相誘之際、我於夢中、見牡羊乘其牝者、皆有文、有點、有斑、  
GEN.31.11	我夢上帝之使呼曰、
GEN.31.12	曰、試觀牡羊乘其牝者、皆有文、有點、有斑、蓋
GEN.31.13	我乃
GEN.31.14	   
