MAT.1.1	Kabuttuanna Yesus Kristus peampoanna tomaraya Daud, peampoanna Abraham, susi inde laoannae:
MAT.6.33	Sapo pasaluikoa' penawa kaparentaanna Puang Allata'alla ammu pogau'i pa'kuanna, anna pagannasangkoa' duka' kaparalluan senga'mu. 
MAT.6.34	Iamo too ta'mokoa' la malallan umpikki' allo makale' annu allo makale' ummampui duka' kamalallanan. Pasiruaimia' duka' kamalallananna allo temo, daumo rangnganni polei.”
MAT.7.1	“Dau umpasala padammu ma'rupa tau indana pasalako duka' Puang Allata'alla. 
MAT.7.2	Annu umba mupasusi umpasala padammu, la nakuamo duka' Puang Allata'alla umpasalako. Annu sukasan mupake lako padammu la napake duka' Puang Allata'alla lako kalemu.
MAT.7.3	Maakari ammu ummita polinna solamu pada nennu' anna tae'ko ussa'ding talakayu illalan matammu? 
MAT.7.4	Umbamo la mukua ma'kada lako solamu: ‘Maiko angku alaiangko polimmu pada nennu',’ anna talakayu iko illalan matammu tae' musa'ding? 
MAT.7.5	O anggammua' to ma'dua tambuk, alaia' yolo talakayu illalan mai matammu anna malara masiang matammu ummalaian polinna solamu pada nennu'.
MAT.7.6	Daua' ammu been asu angganna maserona indana ma'pasule ungkela'ko. Ammu dau tibean lako bai mutiarammu indana lullu'i babangngi.”
MAT.7.7	“Melauko ammu dibeen, peangngi ammu lolonganni, dedekko ba'ba ammu ditungka'ian. 
MAT.7.8	Annu benna-benna melau la dibeen, benna-benna mameang la nalolongan anna benna-benna undedek ba'ba la ditungka'ianni.
MAT.7.9	Tae' dengan tau la untandoi batu anakna ke umpelaui roti, 
MAT.7.10	battu umbeen ula' anakna ke umpelaui be'dok. 
MAT.7.11	Dadi ikoa' to kasalaan anna muissan untandoi anakmua' mapianna, la Ambemupa yao suruga innang la umpa'petandoan mapianna lako to melau langngan.”
MAT.7.12	“Pogau'i lako padammu la muporainna napogau' lako kalemu. Iamo te pungngu' tannunna issinna sura'na Musae anna sura'na nabi.
MAT.7.13	Ummola tamakoa' ba'ba basikki', annu ba'ba anna lalan tama naraka marru kalua' anna buda tau ummolai. 
MAT.7.14	Sapo ba'ba anna lalan lu lako katuoan sae lako-lakona marru basikki', anna angga titti' tau ummolai.”
MAT.7.15	“Matangkingkoa' lako to unggente' kalena nabi sapo sitonganna to ma'papusa. Annu susi tappa' domba madota'na ke saekoa' napellambi'i, sapo sitonganna tae' dengan alla'na serigala makarra'na. 
MAT.7.16	Sapo la muissanammia' ke muitami pa'palakona. Annu tae' dengan leleanna bua anggur la dipuppu' dio mai to' duri, battu bua ara la diala dio mai to' kurra ma'duri. 
MAT.7.17	Susi toi duka' to' kayu lobo', la mapia buana anna to' kayu korrean, la kadake buana. 
MAT.7.18	Tae' dengan to' kayu lobo' la kadake buana, tae' toi dengan to' kayu korrean la mapia buana. 
MAT.7.19	Angganna to' kayu tae' kembua mapia, la dilellengngi lao anna disumpunni. 
MAT.7.20	Susimi duka' to unggente' kalena nabi la muissanan ke muitamia' pa'palakona.”
MAT.7.21	“Tae' sangngiaan to mekapuang lako kaleku la tama kaparentaanna Puang Allata'alla, sapo angga to umpogau' pa'kuanna Ambeku yao suruga. 
MAT.7.22	Annu illalan allo ma'katampakanna la buda tau sae dio oloku anna ma'kada nakua: ‘O Puang, mangkamokan umpalanda' battakadanna Puang Allata'alla ummolai sangammu. Mangkamokan urrambai setang ummolai sangammu anna umpogau' tanda memangnga-mangnga ummolai sangammu.’ 
MAT.7.23	Attu iatoo la kubatotongngiammi lako kukua: ‘Tae'koa' kuissanan. Pallaikoa' lao anggammua' to angga umpogau' kakadakean.’ ”
MAT.7.24	“Angganna to umperangngii manappa battakadangku anna pogau'i, sirapan to keaka' umpake'de' banuanna yao batu. 
MAT.7.25	Ianna urammo anna sae wai ma'salu-salu siolaan bara' urrua inde banuae tae' nabela naroppokan annu manda' a'dirinna yao batu. 
MAT.7.26	Sapo benna-benna urrangngi battakadangku anna tae' napaillalan tambuk dapakaia la napalako, tau iatoo dipasirapan to tama'rori' umpake'de' banuanna yao bungin. 
MAT.7.27	Ianna urammo anna sae wai ma'salu-salu siolaan bara' urrua inde banuae roppokmi napolalan tae' dengan dialaan tampaan darun.”
MAT.7.28+MAT.7.29	Mangkai mantula' Puang Yesus, mangnga-mangnga asammi tau annu sitonda kakuasaan umpalanda' pepatudunna, sisala to untarru' issinna sura'na Musa.
MAT.8.1	Turunni Puang Yesus yao mai tanete, budami tau ma'karompo' unturu'i. 
MAT.8.2	Saemi duka' mesa to dolengan umpellambi'i anna malimuntu' dio tingngayona napasiolaan ma'kada nakua: “O Tuang, kuissanan kumua malana' mupomalapu' ke moraiko.” 
MAT.8.3	Ummette' siami limanna Puang Yesus anna urrumbu inde taue anna ma'kada nakua: “Moraina', malapu'moko.” Monda siami sakinna. 
MAT.8.4	Napakari'di'mi Puang Yesus nakua: “Pengkilalaii, tae' la mupokada lako tau senga' inde kara-karae. Sapo laomoko umpa'paitaan kalemu lako imam ammu baa bua pemala'mu, situru' parentana Musa annu la mendadi tanda lako tau buda kumua malapu'moko.”
MAT.8.5	Tamai kota Kapernaum Puang Yesus, saemi mesa ponggawana tantara Roma untammuii anna ma'kada lako nakua: 
MAT.8.6	“O Tuang, dengan sabua'ku dio banua mamma' liu annu tae' nabela ke'de' anna marru mapa'di' nasa'ding.”
MAT.8.7	Natimba' Puang Yesus nakua: “Angku laomora umpomalapu'i.”
MAT.8.8	Sapo nakua inde ponggawana tantarae: “O Tuang, tae' sigalina' la sipato' mupellambi'i lako banuangku. Pokadami sabatta kada, tae' mala tamalapu' sabua'ku. 
MAT.8.9	Annu to diparentana' duka' anna dengan toi tantara kupatandarokkoan. Ianna kukua lako mesa tantara: ‘Mengkalaoko,’ mengkalao siami. Anna lako senga'na kukua: ‘Maiko,’ sae siami, battu lako sabua'ku ke kukua: ‘Karangngi indee,’ nakarang siami.”
MAT.8.10	Mangnga-mangngami Puang Yesus urrangngi tula'na inde ponggawana tantarae napolalan ma'kada lako to unturu'i nakua: “Kupokadangkoa' sitonganna, ta'pa dengan kulambi' to Israel nasusian kapangngoreananna inde taue. 
MAT.8.11	Kutulasangkoa' kumua buda to salianna to Yahudi la sae dio mai angganna angngenan illalan lino anna ummande sola Abraham, Ishak, anna Yakub illalan kaparentaanna Puang Allata'alla. 
MAT.8.12	Anna inde to sidikuan petauanna Puang Allata'allae la ditibe tama angngenan randan malillin, iamo la nangei sikatangi' anna tikarasissik isinna.”
MAT.8.13	Nakuamo Puang Yesus lako inde ponggawana tantarae: “Laomoko annu la dadimi lako kalemu situru' kapangngoreanammu.”
MAT.8.13	Tappa malapu' siami sabua'na.
MAT.8.14	Lu lakomi banuanna Petrus Puang Yesus. Saei lako ummitami matukanna Petrus baine, mamma' annu makula'. 
MAT.8.15	Naanda'imi limanna, tappa monda siami sakinna napolalan millik anna untarakanni Puang Yesus.
MAT.8.16	Lendu'i allo, budami to natamai setang sae nabaa tau lako Puang Yesus. Anggami sabatta tula'na urrambai lao inde setangnge anna umpomalapu' angganna to masaki dio. 
MAT.8.17	Kara-kara iatee napogau' Puang Yesus anna malara lemba' battakadanna Dewata napalanda' nabi Yesaya nakua:
MAT.8.17	“Iamo umpassanangki' rammunta anna undudungangki' sakinta.”
MAT.8.18	Inde anna itami Puang Yesus buda tau sae ungkarompo'ie, ussuami passikolana lamban lian biring tasik tandai lian. 
MAT.8.19	Saemi mesa to untarru' issinna sura'na Musa umpellambi'i Puang Yesus anna ma'kada nakua: “O Tuangguru, la lao liuko kuula', moi umba la muola.”
MAT.8.20	Natimba' Puang Yesus nakua: “Ummampui ia bumbun serigala anna angganna dassi ummampui serang, sapo Anak Mentolino tae' ma'tutu angngenan nangei mamma'.”
MAT.8.21	Dengan duka' mesa passikolana ma'kada nakua: “O Tuang, tangga' salapa' angku laopa ullamun ambeku.” 
MAT.8.22	Sapo natimba' Puang Yesus nakua: “Maimoko ammu turu'na'. Pabeaimia duka' to mate ullamun to matena.”
MAT.8.23	Mangkai too, langngammi lopi Puang Yesus sola passikolana. 
MAT.8.24	Ummolai lalan, tokke'mi sae talimpuru' illalan tasik, lambisan natamai wai lopinna napobua' bombang kamai napolalan ambo' titti' maran. Sapo attu iatoo mamma'ria Puang Yesus. 
MAT.8.25	Natundammi passikolana nakua: “O Puang, pesangkaikan, la tallammikia'.”
MAT.8.26	Natimba'mi Puang Yesus nakua: “Maakaria' ammu marea'? Tae'koa' mangngorean tongan.” Anna mane ke'de' ussadangngi bombang sola talimpuru'. Tappa mattan siami tasik.
MAT.8.27	Mangnga-mangngami passikolana anna sipantula'-tula' nakua: “Benna tappa'ra inde taue anna saera lako tasik sola talimpuru' mengkaola lako kalena?”
MAT.8.28	Lambanni Puang Yesus sola passikolana lian lembangna to Gadara, natammuimi dua to natamai setang lu dio mai liang. Inde taue makarrak, napolalan ta'mo dengan tau barani ummola lalan iatoo. 
MAT.8.29	Ummitanna Puang Yesus, mealo'-alo'mi nakua: “O Anakna Puang Allata'alla, aka la mupogau' lako kaleki? Moraimokoka la undarrakan moi anna ta'pa nalambi' attunna?”
MAT.8.30	Sikadappi' angngenan iatoo buda bai marassan menduruk. 
MAT.8.31	Napelaumi lako Puang Yesus nakua: “Ianna la mupassakan mallai illalan mai kalena inde taue, kipelau la musua tamakan kalena inde lako baie.”
MAT.8.32	Nakuamo Puang Yesus: “Mallaikoa' lao.” Mallai siami illalan mai kalena inde taue anna lu tama kalena bai buda. Napolalan sikakondong untibe kalena rokko palimping tarru' rokko tasik, lambisan bonno' asan. 
MAT.8.33	Sikakondong siami tama tondok to undagai inde baie anna untetteran kara-kara iatoo, anna to natamai setang natula' duka'. 
MAT.8.34	Turun tondokmi tau lao umpellambi'i Puang Yesus anna sasunanni umpellei lembang iatoo.
MAT.9.1	Mangkai too, langngammi lopi Puang Yesus sola passikolana anna ma'pasule lian tondok sinangei torro.
MAT.9.2	Tapakala saemo tau umbulle to balimbingan mamma' dio ampa'na. Tappana ummita kapangngoreananna inde mai taue, ma'kadami Puang Yesus lako to balimbingan nakua: “O anakku, pomatoroi penawammu annu digarri'iammoko kasalaammu.”
MAT.9.3	Attu iatoo dio duka' reen pira-pira to untarru' issinna sura'na Musa urrangngi tula'na Puang Yesus. Nakuamo illalan penawanna: “Inde taue untelle Puang Allata'alla.”
MAT.9.4	Sapo nalosa Puang Yesus penawanna napolalan nakua: “Maakari anna kendek pikki' kadake illalan penawammua'? 
MAT.9.5	Umbanna la madommi' dadi lako inde taue, la kukuaraka: ‘Digarri'iammoko kasalaammu,’ la kukuaraka: ‘Millikko ammu menono'?’ 
MAT.9.6	Sapo la kupakawanan temo anna malara mukalesoa' kumua Anak Mentolino ma'kuasa unggarri'i kasalaan inde lino.” Anna mane ma'kada lako inde to balimbinganne nakua: “Millikko, alai ampa'mu ammu sule lako banuammu.” 
MAT.9.7	Millik siami anna menono' sule lako banuanna. 
MAT.9.8	Marea' asammi to ummita inde kara-karae napolalan umpakasalle Puang Allata'alla to umbeen inde kakuasaan susi lako ma'rupa taue.
MAT.9.9	Mangkai too, mengkalaomi Puang Yesus umpellei angngenan iatoo. Ummolai lalan, ummitami mesa tuang passima disanga Matius ma'loko-loko illalan kantoro'na. Napantula'imi Puang Yesus nakua: “Maiko ammu turu'na'.” Ke'de' siami anna le'ba unturu' Puang Yesus.
MAT.9.10	Marassanni ummande Puang Yesus sola passikolana dio banuanna Matius, saemi pira-pira tuang passima sola to sinasangai to Yahudi to kasalaan anna ummokko' ummande sola Puang Yesus. 
MAT.9.11	Dengan to Farisi ummitai, napolalan ma'kada lako passikolana Puang Yesus nakua: “Maakari tuanggurummua' anna ummande sola tuang passima anna to kasalaan?”
MAT.9.12	Sapo narangngi Puang Yesus napolalan natimba' nakua: “Tangngia to malapu' umparallui tuandotto', sapo to masaki. 
MAT.9.13	Pikki' manappai kalembasanna battakadanna Puang Allata'alla nakua: ‘Pa'kamase Kao randan kuporai, tangngia olo'-olo' pemalasan.’
MAT.9.14	Tapakala saemo passikolana Yohanes to simantedok mekutana lako Puang Yesus nakua: “Maakari anna tae' ma'puasa passikolamu anna ma'puasakan kami sola to Farisi?”
MAT.9.15	Natimba' Puang Yesus ummala mesa tandengan nakua: “Dengangka leleanna la masussa penawanna to ullomba pa'sombaan ke diopi reen to mane dipakebaine? Manassa anna tae'. Sapo la dengan attunna to mane dipakebaine dialai illalan mai alla'-alla'na to ullombai, mane ma'puasari pole'.
MAT.9.16	Tae' dengan tau la umpopetampi' sampin bakaru lako pakean malusa, annu ianna timpo'do'mo sampin bakaru, tuttuan kalua'mi sesse'na pakean malusa. 
MAT.9.17	Susi duka' anggur bakaru, tae' dengan tau umpatamai pa'pengngean malusa annu la natessean napolalan masala babang anggur anna tesse duka' pa'pengngean anggur. Dadi anggur bakaru manggi' dipalutama pa'pengngean bakaru anna malara bassi mapia.”
MAT.9.18	Marassampi mantula' Puang Yesus, saemi mesa perepi' illalan banua pa'sambayanganna to Yahudi umpellambi'i anna malimuntu' dio tingngayona napasiolaan ma'kada nakua: “Dengan anakku baine mane bonno' tappa'. Sapo lao siapoko urrumbui anna malara tuo sule.” 
MAT.9.19	Ke'de' siami Puang Yesus sola passikolana anna le'ba sola inde taue.
MAT.9.20	Ummolai lalan, dengammi mesa baine sapulo duami taunna ussa'dingan saki baine undendei Puang Yesus lu dio mai boko'na anna rumbui tampak bayu rui'na. 
MAT.9.21	Annu nakua illalan penawanna: “Moi podo kurumbumo bayunna la malapu'mo'.”
MAT.9.22	Menggirikmi Puang Yesus lako boko'na anna ma'kada nakua: “O anakku, pomatoroi penawammu. Malapu'moko annu muoreanna'.” Malapu' siami inde bainee.
MAT.9.23	Tapakala saemo Puang Yesus lako banuanna inde perepi'e. Tappana ummita to ma'tulali bonde' sola buda tau marimoka, 
MAT.9.24	ma'kadami nakua: “Mallai asangkoa' lao, annu itin anakko tae' bonno' sapo mamma'.” Sapo napetawai asan tau. 
MAT.9.25	Le'ba asanni tau disua suun, tamami Puang Yesus anna ummanda'i limanna inde anakke, tuo siami sule. 
MAT.9.26	Kara-kara iatoo napelele asan tau illalan lembang iatoo.
MAT.9.27	Mangkai too, umpatarru'mi penonosan Puang Yesus. Naula'mi dua to buta metamba-tamba nakua: “O peampoanna tomaraya Daud, kamaseikan.”
MAT.9.28	Tamai banua Puang Yesus, saemi napellambi'i inde dua to butae. Nakutanaimi nakua: “Muoreangka kumua la malakoa' kupomalapu'?”
MAT.9.28	Natimba' nakua: “Io, kiorean, Tuang.”
MAT.9.29	Narumbumi Puang Yesus matanna anna kuanni: “Malapu'mokoa', situru' kapangngoreanammu.” 
MAT.9.30	Tappa masiang siami pennenne'na. Napakari'di'mi Puang Yesus nakua: “Daua' lao untula'i lako tau senga'.” 
MAT.9.31	Sapo laoria natetteran napasambai padang.
MAT.9.32	Le'banna inde dua to butae, sae pole omi tau umbaa mesa to oma' annu natamai setang. 
MAT.9.33	Mangkai narambai lao Puang Yesus setang illalan kalena, naissan siami mantula'. Napolalan mangnga-mangnga asan to ummitai, anna sipantula'-tula' nakua: “Ta'pa dengan leleanna diita dio Israel kadadian susi tee.”
MAT.9.34	Sapo nakua to Farisi: “Kuasanna ponggawana setang illalan kalena napolalan mala urrambai lao setang.”
MAT.9.35	Ulleleammi tondok-ma'tondok Puang Yesus, sima'patudu illalan pa'sambayanganna to Yahudi anna umpalanda' Kareba Kadoresan diona kaparentaanna Puang Allata'alla. Anna umpomalapu' to masaki dio mai ma'rupa-rupa saki anna rammun. 
MAT.9.36	Rantangmi buana Puang Yesus anna ummitamo tau buda masussa penawa anna dipa'sarantanan sirapan domba tae' dengan to ma'kambi'na. 
MAT.9.37	Nakuamo lako passikolana: “Sitonganna budami gandum matua sapo angga titti' to la ussae'i. 
MAT.9.38	Iamo too pelauia' langngan puangna gandum anna ussua tau sae ussaesanni gandumna.”
MAT.10.1	Umpopa'mesami sapulo dua passikolana Puang Yesus anna beenni kakuasaan la urrambai setang, umpomalapu' tau dio mai ma'rupa-rupa saki anna rammun. 
MAT.10.2+MAT.10.3+MAT.10.4	Indemi sapulo dua rasulnae:
MAT.10.2+MAT.10.3+MAT.10.4	Bunga'na disanga Simon, sidikuaan duka' Petrus;
MAT.10.2+MAT.10.3+MAT.10.4	anna sirondongna disanga Andreas;
MAT.10.2+MAT.10.3+MAT.10.4	Yakobus anna sirondongna disanga Yohanes anakna Zebedeus;
MAT.10.2+MAT.10.3+MAT.10.4	Filipus;
MAT.10.2+MAT.10.3+MAT.10.4	Bartolomeus;
MAT.10.2+MAT.10.3+MAT.10.4	Tomas;
MAT.10.2+MAT.10.3+MAT.10.4	Matius tuang passima;
MAT.10.2+MAT.10.3+MAT.10.4	Yakobus anakna Alfeus;
MAT.10.2+MAT.10.3+MAT.10.4	Tadeus;
MAT.10.2+MAT.10.3+MAT.10.4	Simon to nakala' kombongan Zelot;
MAT.10.2+MAT.10.3+MAT.10.4	anna Yudas Iskariot to la umpa'perososan Puang Yesus.
MAT.10.5	Ussuami inde sapulo dua rasulna Puang Yesus-e, anna pakari'di'i nakua: “Daua' lu lako tondokna to tangngia to Yahudi, battu lako mesa tondokna to Samaria. 
MAT.10.6	Sapo la laokoa' umpellambi'i to Israel, to umpemboko'imo Puang Allata'alla sirapan domba pa'de. 
MAT.10.7	Palandasanni lako kumua madappi'mi kasaeanna kaparentaanna Puang Allata'alla. 
MAT.10.8	Pomalapu'koa' to masaki, patuokoa' sule to mate, pomalapu'koa' to dolengan, ammu rambaia' lao setang illalan mai kalena tau. Inde kakuasaanne dibeen babangkoa', iamo too la mupebeen babang duka'.
MAT.10.9	Daua' umbaa doi', susi doi' bulawan, doi' pera', battu' doi' gallang. 
MAT.10.10	Daua' umbaa kinallo illalan penonosammu, tae'koa' la umbaa bayu pessondaan, sandala', anna tekken. Annu angganna to mengkarang innang la sipato' diitaan kaparalluanna.
MAT.10.11	Ianna saekoa' lako mesa tondok, peangngia' to la ungkarimbai manappakoa', ammu pamesa angngenammu dio sae lako attunna la untampekoa' tondok iatoo. 
MAT.10.12	Ianna la tamakoa' mesa banua, la mukuaa': ‘Anna tamba'morokoa' Dewata.’ 
MAT.10.13	Ianna nakarimbai manappakoa' to ma'banua, la ullolongan pa'tamba'mua'. Sapo ianna tae'koa' nakarimbai, la sule lako kalemua' pa'tamba'mu. 
MAT.10.14	Anggaria, ke dengan to ma'banua battu mesa tondok tae' untarimakoa', pelleia' lao ammu tambakkia' soyokna dio mai lentekmu, la tandana kumua mutumpu pala'mia'. 
MAT.10.15	Annu kutulasangkoa' sitonganna, ianna nalambi'mo allo nangei umbisara ma'rupa tau Puang Allata'alla, marru la mabanda' ia perambinna Puang Allata'alla lako to illalan itin tondokko anna la to dio kota Sodom anna Gomora.”
MAT.10.16	“Pengkilalai manappaia', la sirapangkoa' domba la kusua tama alla'-alla'na serigala. La matangkingkoa' susi ula' anna la malenna' penawakoa' sirapan dangan-dangan. 
MAT.10.17	Matangkingkoa' lako angganna tau annu la dengan umpopengngolokoa' lako pa'bisara aluk, anna la nakambeikoa' illalan banua pa'sambayanganna. 
MAT.10.18	La dibaakoa' lako tingngayona to ma'parenta anna tomaraya annu muturu'na'. Attu iamo too la mungeia' umpa'pesa'bianna' lako to ma'parenta sola tomaraya anna lako to salianna to Yahudi battu dikua to tangngummissanan Puang Allata'alla. 
MAT.10.19	Ianna la dibisaramokoa', daua' pomasussa penawammu umpikki' aka la mutula' annu angganna la mupokadanna la nabengangkoa' Puang Allata'alla ke diomokoa' olona pa'bisara. 
MAT.10.20	Annu sitonganna tangngikoa' la mantula', sapo Penawa Maserona Ambemu yao suruga illalan kalemua'.
MAT.10.21	La dengan attunna dengan tau la umpopepatei sirondongna. Susi toi duka' ambe lako anakna anna anak la umbali to matuanna lambisan napopepatei. 
MAT.10.22	La nakabassikoa' angganna tau annu muturu'na'. Sapo benna-benna ke'de' matoto' illalan kapangngoreananna sae lako kasuppikanna kamasussaan, tau iatoo la dipasalama'. 
MAT.10.23	Ianna didarrakoa' dio mesa tondok, alaikoa' kalemu ammu lu lako tondok senga'. Kutulasangkoa' sitonganna, ta'pa la suppik tondok illalan lembangna Israel mulelean, anna saemo sule Anak Mentolino.
MAT.10.24	Tae' dengan leleanna mesa passikola la untanda langnganni tuanggurunna, battu mesa sabua' la untondon kamatandeanna puangna. 
MAT.10.25	Kalandomia ke susimi manarangna tuanggurunna passikola, anna pada angga' puangna sabua'. Ianna to titanan ambemo illalan banua nagente' tau ponggawana setang,
MAT.10.26	Sapo daua' marea' lako itin matin tauo, annu tae' dengan kara-kara membuni tae' la dipa'peissanan anna tae' dengan kara-kara disamboi tae' la dipakawanan. 
MAT.10.27	Angganna tula'ku lako kalemua' tae'na kupa'perangngian lako tau senga', la mutetteran illalan alla'-alla'na tau kamban, anna mentu'na tula' kubisikkiangkoa' la mupa'peassakan lako angganna ma'rupa tau. 
MAT.10.28	Daua' marea' lako to angga batang kale naissan napatei sapo tae' ummampui kakuasaan umpatei batang sunga'. Sapo mengkarea' langngangkoa' Puang Allata'alla to ma'kuasa undarra batang sunga' anna batang kale illalan naraka. 
MAT.10.29	Taissanan kumua dua dena' angga mesa doi' bassi randan barinni' allinna. Sapo moika anna susi too, tae' dengan moi mesamo tokke' la bonno' babang ke tangngia pa'kuanna Ambemu yao suruga. 
