MAT.1.1	Ri' ri jb'ijak yak jmam Kakaj Jesucristo ri rijajl David y Abraham. 
MAT.5.33	Ma k'el ayb'ak chi jb'anic ri tab'ijtak re Kakaj Dios ri Kajawl chi tab'ana'taka'n, xche'.
MAT.5.34	Pero in tamb'ij chawechak chi ta' tijna' tacojtak jun jalan b'ij chic laj ayoljak chi jb'ij chi tz'etel tz'eti' ri tab'ijtak.
MAT.5.34	Ma cojtak jb'ij caj laj ayoljak chi jb'ij chi tz'etel tz'eti' ri tab'ijtak, jwi'l caj jcub'arb'i' Kakaj Dios.
MAT.5.35	Ma cojtak jb'ij ulew laj ayoljak chi jb'ij chi tz'etel tz'eti' ri tab'ijtak, jwi'l ulew jluwri' rakan Kakaj Dios.
MAT.5.35	Ma cojtak jb'ij tilmit Jerusalén laj ayoljak chi jb'ij chi tz'etel tz'eti' ri tab'ijtak, jwi'l tilmit Jerusalén ri' jtilmit nimlaj rey.
MAT.5.36	Ma cojtak áb'ak laj ayoljak chi jb'ij chi tz'etel tz'eti' ri tab'ijtak, jwi'l ta' atcwintak chi jb'anic sak ni k'ek re jono rusumal áb'ak.
MAT.5.37	Atak cuando atyolowtak y tab'ijtak jun yoloj tz'et, b'ijtak kes tz'et. Y cuando tab'ijtak jun yoloj ri ta' tz'et, b'ijtak chi ta' tz'et. Jwi'l jun cristian tijb'ij jb'ij jun kelen chi jb'ij chi tz'eti'n o ta' tz'et ri tijb'ij, man jb'ab'al etzl tib'anow re tijb'ij jilonli, xche' Kakaj Jesús rechak.
MAT.5.38	Kakaj Jesús xij chic rechak cristian: Atak tali' awi'lak ri xijsaj ojr jilonri:
MAT.5.38	Nen jun cristian tran c'ax re b'ak' jwich jun cristian, tina b'ansajna c'ax re b'ak' jwich re. Nen tran c'ax re ree jun cristian, tina b'ansajna c'ax re ree re, xche'.
MAT.5.39	Pero in tamb'ij chawechak chi ma niq'uib'saj ayb'ak riq'uil nen ri tib'anow c'ax chawechak. Wi wi' nen atsec'ow la' jpaach acayb'al, ye' chic man jun lad acayb'al re chi seq'uem. 
MAT.5.40	Y wi wi' nen atsiq'uin li k'atb'itzij pire raj tijmajb'i atúnica, ye' luwar re tijc'am chicb'i awitz'ik ri tak'u'j. 
MAT.5.41	Y wi wi' jono cristian atjtakb'i chi rikaj rika'n jun kilómetro, c'amb'i quib' kilómetro chiwch. 
MAT.5.42	Wi wi' nen titz'onaj chawe jwi'l jono cristian, ye' re y wi wi' nen titz'onin kejom chawe, ye' re, ma q'uec'aj jye'ic, xche' rechak cristian.
MAT.5.43	Kakaj Jesús xij chic rechak cristian: Y atak tali' awi'lak ri xijsaj ojr jilonri:
MAT.5.43	Lok'aj awichc'ulchi' y etzelb'ej jwich acontre, xche'.
MAT.5.44	Pero in tamb'ij chawechak lok'ajtak mak acontrak. Ch'a'wentak riq'ui Kakaj Dios pire tran utzil rechak mak ri tib'anowtak c'ax chawechak. 
MAT.5.45	Y wi jilon tab'antak li, ataka' ralc'wal Kakaj Dios lecj. Re trana' chi tielch k'ij chib'ak juntir cristian wich ulew chi tzi jno'jak, chi ta' tzi jno'jak y tijtaka'ch jab' chib'ak mak cristian ri suc'ul ranmak y chib'ak yak ri ta' suc'ul ranmak chiwch.
MAT.5.46	Pero atak wi xike talok'ajtak yak ri atlok'intak, ta' nen tach'ectak jwi'l jiloni' trantak mak ajtz'onaltak alcabar chirib'il rib'ak. 
MAT.5.47	Y wi xike yak awichc'ulchi'ak tac'amtak rutzil jwichak, ta' jaljoj rilic ri tijin tab'antak, ji'ne'lon trantak chirib'il rib'ak mak ri ta' tijcojtak Jyolj Kakaj Dios. 
MAT.5.48	Atak rajwaxi' suc'ul awanmak chapca' Akajak Dios ri wi' lecj re suc'uli' ranm, xche' Kakaj Jesús rechak.
MAT.6.1	Kakaj Jesús xij chic rechak cristian: Atak cwentijke ayb'ak, cuando tab'antak lawi' raj Kakaj Dios tab'antak, ma b'antak chiwchak cristian pireke atilsajtak. Wi tab'antak lawi' raj Kakaj Dios tab'antak pireke atilsajtak jwi'lak cristian, Akajak Dios ri wi' lecj ta' tijye' atojb'lak. 
MAT.6.2	Jwi'li'li at, cuando tasipaj jono kelen rechak yak ri wi' rajwax rechak, ma yol rechak juntir cristian chapca' trantak mak ajsolcopil jcayb'alak lak sinagog y lak b'e, ri'ke rajak tzi jyolicak tib'ansaj jwi'lak cristian. Pero kes tz'etel tz'et tamb'ij chawechak chi rechak xc'ula'taka' jtojb'lak y ri jtojb'lak ri' jcojic jk'ijak jwi'lak cristian.
MAT.6.3	Pero at cuando tasipaj jono kelen rechak yak ri wi' rajwax rechak, ma yol re jono cristian ri pur awichc'ulchi' ri nen xab'an. 
MAT.6.4	Jwi'li'li at, cuando tasipaj jono kelen re jun cristian ri wi' rajwax re, sipaj re chi mukukil y Kakaj Dios lecj ri tiiliw juntir chi mukukil, tijya' atojb'l, xche' Kakaj Jesús rechak.
MAT.6.5	Kakaj Jesús xij chic rechak cristian: Atak cuando atch'a'wtak riq'ui Kakaj Dios ma b'antak chapca' trantak mak ajsolcopil jcayb'alak, rechak ri' mas tzi triltak tiwa'rtak chi ch'a'wem riq'ui Kakaj Dios lak sinagog y lak jxiquinltak c'ayb'l ri'ke rajak tiilsajtak jwi'lak cristian. Pero kes tz'etel tz'et tamb'ij chawechak chi xc'ula'taka' jtojb'lak.
MAT.6.6	Pero at ma b'an jilonli. Cuando atch'a'w riq'ui Akaj Dios oquen laj awichoch, tz'apij apwert y ch'a'wen riq'ui Akaj Dios chi mukukil pi awic'an. Y Akaj Dios ri tiiliw ri tab'an chi mukukil, tijya' atojb'l. 
MAT.6.7	Y cuando atch'a'w riq'ui Kakaj Dios ta' tzi atke tijin chi jca'mulaj jb'ij mak yoloj ri ta' nen tichacuj chapca' trantak mak ri ta' tijcojtak Jyolj Kakaj Dios. Rechak cuando tich'a'wtak tike tijintak chi jca'mulaj jb'ij mak yoloj ri ta' nen tichacuj, ri' chijch'ol rechak cuando mas tich'a'wtak, masna tita'saj jyoljak. 
MAT.6.8	Atak ma b'an awechak chapca' trantak rechak jwi'l Akajak Dios cuando ajqui' chatz'onajtak re nen chawajak, re retamchak nen rajwax chawechak. 
MAT.6.9	Pero atak cuando chawajak atch'a'wtak riq'ui Kakaj Dios, ri' b'ijtak jilonri:
MAT.6.9	At Kakaj Dios ri wat lecj, chi nimirsajti jcojic jk'ij ab'j.
MAT.6.10	Petok atakon chib'ak juntir cristian. Y lawi' ri chawaj tab'an wich ulew, b'an jilon chapca' ri tab'an lecj.
MAT.6.11	Ye' kaw nojel k'ij.
MAT.6.12	Cuy kamac riq'ui mak etzltak no'j ri tikab'an chawch chapca' oj xkacuya' jmacak yak cristian ri xanowtak c'ax chike.
MAT.6.13	Ma ye' luwar re man jb'ab'al etzl ojjtakchi'j chi jb'anic etzltak no'j. Cojacole' laj jk'ab', jwi'l xike at Kakaj Dios ri wi' nimlaj k'atb'itzij laj ak'b' chi takon chib'ak juntir ri wi'tak wich ulew pach lecj y xike at tinimirsaj mas ak'ij lajori y ni jun b'welt tican ye'saj jnimirsaj ak'ij. Jiloni'n, atche'tak.
MAT.6.14	Y atak wi tacuytak jmac jun cristian ri tib'anow c'ax chawechak, Kakaj Dios lecj tijcuya' amacak. 
MAT.6.15	Pero atak wi ta' tacuytak jmac jun cristian ri tib'anow c'ax chawechak, Kakaj Dios ta' tijcuy amacak, xche' Kakaj Jesús rechak cristian.
MAT.6.16	Kakaj Jesús xij chic rechak cristian: Atak cuando tab'antak ayun, ma b'antak chapca' b'is awchak chapca' trantak mak ajsolcopil jcayb'alak, rechak trantak chapca' b'is jwichak, ri'ke rajak tiilsajtak jwi'lak cristian chi tijini' trantak ayun. Pero kes tz'etel tz'et tamb'ij chawechak chi mak cristian li ta' jtojb'lak tijc'ultak riq'ui Kakaj Dios, ri jtojb'lak ri' tiilsajtak jwi'lak cristian.
MAT.6.17	Pero at cuando tab'an ayun, ch'aj acayb'al y xa' ab' 
MAT.6.18	pire ma' atilsaj jwi'lak cristian chi tijini' tab'an ayun, xike Kakaj Dios tieteman re chi tijini' tab'an ayun chi mukukil y re tijya' atojb'l, xche' Kakaj Jesús rechak.
MAT.6.19	Kakaj Jesús xij chic rechak cristian: Ma mulb'a' ab'iomilak neri wich ulew jwi'l tike ran poc', tike ran pus y tioc mak alk'om chi ralk'ajc. 
MAT.6.20	Ri' mas tzi mulb'a' ab'iomilak riq'ui Kakaj Dios lecj, cla' ta' tran poc', ta' tran pus y ta' alk'om tioctak chi ralk'ajc. 
MAT.6.21	Lamas wi' ab'iomil, cla' tiwa'x awanm jwi'l ri' b'esal awanm chirij ab'iomil, xche' Kakaj Jesús.
MAT.6.22	Kakaj Jesús xij chic rechak cristian: B'ak' awch ri' jun candil pire atio'jl, wi tzi b'ak' awch, juntir atio'jl wi' chi sak. 
MAT.6.23	Pero wi ta' tzi b'ak' awch juntir atio'jl wi' li uku'mal y wi acandil ri wi' re atio'jl chupul jk'ak'al, juntir atio'jl wi' li uku'mal, xche' Kakaj Jesús rechak.
MAT.6.24	Kakaj Jesús xij chic rechak cristian: Ta' ni jonok ticwin chi chac riq'ui quib' patron li jun k'ij, jwi'l tina jxutna jun y tijlok'aj jun chic. Ticojon chiwch jun y ta' ticojon chiwch jun chic. Jun cristian ta' tijna' tran lawi' raj Kakaj Dios wi tib'e ranm chirij jb'iomil ri reke wich ulew, xche' Kakaj Jesús rechak.
MAT.6.25	Kakaj Jesús xij chic rechak cristian: In tamb'ij chawechak chi mat octak il chirij nen tatijtak, nen tawuc'a'jajtak laj ac'aslemalak y mat octak il chirij awitz'ikak re tacojtak, jwi'l ac'aslemalak masna nim jk'ij chiwch ri tatijtak y atio'jlak masna nim jk'ij chiwch man itz'ik. 
MAT.6.26	Iltak nen mo yo'ltak mak tz'iquin ri tirupuptak lecj. Rechak ta' titiconantak y ta' tioch'ontak ni ta' tijc'oltak jwich jtico'nak laj jc'ujaak, ri' Kakaj Dios ri wi' lecj titzukuw rechak. Y atak masna nim ak'ijak chiwchak mak tz'iquin li. 
MAT.6.27	Y ta' ni jun chawechak ticwin chi jyo'rsaj rib' quib' uxib' or mas re jc'aslemal ri ye'l jwi'l Kakaj Dios jwi'lke tioc il chirij jc'aslemal.
MAT.6.28	Mat octak il chirij awitz'ikak. Iltak nen mo jq'uiyic mak cutz'i'j re lak tza'l, rechak ta' tichacuntak y ta' tiquemowtak itz'ik. 
MAT.6.29	Pero in tamb'ij chawechak chi Salomón sub'laj kustaklaj itz'ik xcoj, pero ta' ni jono ritz'ik xcoj jilon chapca' mak kustaklaj cutz'i'j li. 
MAT.6.30	Wi jilon jwikic mak woron li tran Kakaj Dios, ri lajori wi'tak lak tza'l y chwek' tic'atsajtak li jorn, kes tz'etel tz'et atjwika'taka' atak ri ta' mas cub'ul ach'olak chirij Kakaj Dios. 
MAT.6.31	Jwi'li'li atak mat octak il, ma b'ijtak: ¿Nen tikatij re kaw? ¿Nen tikatij re kuc'a'? ¿Nen tikacoj pire kitz'ik? mat che'tak.
MAT.6.32	Ri' juntir mak kelen li ri tioctak il mak cristian chirij ri ta' tijcojtak Jyolj Kakaj Dios, pero Kakaj Dios ri wi' lecj retami' chi juntir mak kelen li tichoconi' awi'lak. 
MAT.6.33	Pi jq'uexwach atoctak il chirij mak kelen li, ri' oquentak il chi jtoquic Kakaj Dios pire titakon chab'ak y b'antak lawi' raj Kakaj Dios tab'antak y juntir mak kelen li tiye'saji' chawechak. 
MAT.6.34	Mat octak il chi jchomorsaj nen tab'antak chwek', jwi'l man k'ij re chwek' wi' chiqui' jono c'ax. Nojel k'ij tita'saji' c'ax, xche' Kakaj Jesús rechak.
MAT.7.1	Kakaj Jesús xij chic rechak cristian: Ma coj ayb'ak pi k'atb'itzij chirijak cristian chi jb'ij chi ta' tzi tijin trantak pire ta' tib'ansaj k'atb'itzij chawijak. 
MAT.7.2	Jwi'l Kakaj Dios trana' jk'atb'itzij chawijak chapca' jb'anic k'atb'itzij ri tab'antak chirijak cristian y la' man pajb'l ri tacojtak re cristian, ri' ticojsaj chawechak jwi'l Kakaj Dios. 
MAT.7.3	At tawila' jun ra jxerc' che' laj jwich jun awech'elxic chic y at ta' awetam chi wi' jun jtemal ja laj awch. 
MAT.7.4	At tab'ij re: Nampuchna, wesajna jun ra jxerc' che' ri wi' laj awch, atche' re.
MAT.7.4	Y at wi' jun jtemal ja laj awch. 
MAT.7.5	At ajsolcopil acayb'al. Esajna nab'e man jtemal ja ri wi' laj awch, ajruc're' tijna' tawil man ra jxerc' che' ri wi' laj jwich jun awech'elxic chic. 
MAT.7.6	Lawi' ri tosol pire Kakaj Dios ma ye'tak re mak cristian ri ta' tzi jno'jak ri trantak chapca' trantak mak tz'i', jwi'l mak tz'i' tipe chawijak y atjti'tak, trantak c'ax chawechak. Y ma ye'tak mak kustaklaj ab'aj ri jb'ij perla re mak cristian ri trantak chapca' trantak mak aak, jwi'l tike jyak'tak la' rakanak, xche' Kakaj Jesús rechak.
MAT.7.7	Kakaj Jesús xij chic rechak cristian: Tz'onajtak re Kakaj Dios nen chawajak y re tijya' chawechak. Toctak y tata'taka'n. Ch'a'wentak chi' pwert y titeb'aji' ja chawchak. 
MAT.7.8	Jwi'l nen titz'onin re Kakaj Dios nen raj, tiye'saji' re y nen titocow, tijta'n y nen tich'a'w chi' pwert, titeb'aji' ja chiwch. 
MAT.7.9	Ta' ni jono chawechak cuando tijtz'onaj cuxlanwa jc'ajol, tijye' ab'aj re chi tijem. 
MAT.7.10	Ni ta' tijye' jun cumatz re chi tijem cuando tijtz'onaj car.
MAT.7.11	Atak, onque ta' tzi ano'jak, awetamaki' taye'tak tzitaklaj kelen re awalc'walak chi tijem. Y ri'tic'u chic Kakaj Dios lecj, ma' tijye' kustaklaj sipan rechak yak ri titz'onintak re. 
MAT.7.12	B'antak rechak cristian chapca' chawajak trantak chawechak jwi'l jilon tijb'ij Jpixb' Kakaj Dios y jilon xcan jtz'ib'ajtak yak ajk'asaltak Jyolj Kakaj Dios, xche' Kakaj Jesús rechak.
MAT.7.13	Kakaj Jesús xij chic rechak cristian: Oquentak la' man nuch' jwich pwert jwi'l man nim jwich pwert y man b'e nim jwich ji' tib'e li man luwar re tijb'i c'ax y sub'laj cristian tib'etak cla'. 
MAT.7.14	Pero man nuch' jwich pwert y man b'e ri tib'e li tzilaj c'aslemal riq'ui Kakaj Dios lecj ri ta' jq'uisic masna nuch' jwich y ta' mas cristian tita'wtak re, xche' Kakaj Jesús rechak.
MAT.7.15	Kakaj Jesús xij chic rechak cristian: Tike acwentij ayb'ak chiwchak mak jo'staklaj cristian, rechak tijcoj rib'ak pi ajk'asaltak Jyolj Kakaj Dios, pero ta' tz'et, trantak chapca' carner rilicak pero ranmak jilon chapca' mak c'a'ntaklaj utiw. 
MAT.7.16	Atak chirijke ri nen trantak laj jc'aslemalak tach'ob'tak, jwi'l ta' q'uix tijye' uva pire jwich, ni ta' q'uixwok' tijye' higo pire jwich. 
MAT.7.17	Juntir tzitaklaj che', tziyi' jwich tijye'tak y juntir mak che' ri ta' tzi, ta' tzi jwich tijye'tak. 
MAT.7.18	Ta' ni jono tzilaj che' tijye' jwich ri ta' tzi y ta' ni jono che' ri ta' tzi tijye' jwich ri tzi. 
MAT.7.19	Juntir mak che' ri ta' tzi tiwichintak, tic'ursajtaka'n y tit'ojsajtaka' li k'ak'. 
MAT.7.20	Jwi'li'li atak chirijke ri nen trantak mak cristian li tach'ob'tak nen jb'anicak, xche' Kakaj Jesús rechak.
MAT.7.21	Kakaj Jesús xij chic rechak cristian: Ma' juntir ta' yak ri tib'intak Wajawl chwe, tioctak laj jk'ab' Inkaj Dios pire titakon chib'ak, xike tioctak laj jk'ab' Inkaj Dios yak ri tib'anowtak lawi' raj Inkaj ri wi' lecj. 
MAT.7.22	Cuando titaw q'uisb'itak k'ij re jwich k'ijsak sub'laj cristian tib'intak chwe, Wajawl oj xkak'asaji' Jyolj Kakaj Dios laj ab'j y laj ab'j xkesajb'i mak etzl y xkab'ana' sub'laj c'utb'i jcwinel Kakaj Dios laj ab'j, tiche'tak chwe.
MAT.7.23	Pero in tamb'ij rechak: Ta' ch'ob'ol awchak inwi'l. ¡Elantakb'i chinwch ajb'analtak etzltak no'j! inche' rechak, xche' Kakaj Jesús rechak cristian.
MAT.7.24	Kakaj Jesús xij chic rechak cristian: Jun cristian ri tijta inyolj y tran lawi' tamb'ij, niq'ui' riq'ui jun cristian tzi jchomorsa'n ri xan richoch chib' man ab'aj. 
MAT.7.25	Cuando xpe nimlaj k'alaj, xq'uiych sub'laj ja', xpe sub'laj tew y xk'osaj rib' wich jxe' man ja li, pero ta' xtzaak jwi'l cowi' wa'l chib' man ab'aj. 
MAT.7.26	Pero jun cristian ri tijta inyolj y ta' tran lawi' ri tamb'ij, niq'ui' riq'uil jun sons ri b'a saneb'ke xan richoch. 
MAT.7.27	Cuando xan jun nimlaj k'alaj, xq'uiych sub'laj ja', xpe sub'laj tew y xk'osaj rib' wich jxe' man ja li y man ja li xtzaak y xyojmajc, xche' Kakaj Jesús rechak cristian.
MAT.7.28	Cuando xmay jb'ij Kakaj Jesús jilonli, juntir cristian sub'laj xsaach jch'olak chi jtaic jtijonc, 
MAT.7.29	jwi'l wi' jtakon chi tijonc. Ma' ji'ta'lon chapca' titijontak yak ajtijoltak cristian re Jpixb' Kakaj Dios.
MAT.8.1	Cuando xkejch Kakaj Jesús b'a witz, sub'laj cristian tixamtak chirij. 
MAT.8.2	Xpe jun sic' winak ri wi' yajel chirij ri jb'ij lepra, xjutun chiwch Kakaj Jesús y xxucar chiwch, xij: Kaj, wi jilon chawaj, atcwini' chi intzib'saj, xche' re.
MAT.8.3	Xpe Kakaj Jesús, xye' jk'ab' chib', xij re: Chwaji'n, cattzib'ok, xche' re.
MAT.8.3	Y laj or xel man yajel chirij sic' winak y xtzib'c. 
MAT.8.4	Kakaj Jesús xij chic re: Ta impuch, ma yolow re jono cristian nen xattzib'sanc. Jat c'utta chiwch man ajc'amal jb'eak cristian riq'ui Kakaj Dios y c'amb'i man sipan pire tib'e asuje' re Kakaj Dios chapca' tijb'ij Jpixb' Kakaj Dios, ri' li c'utb'ire chiwchak juntir cristian chi xattzib'i'n, xche' Kakaj Jesús re.
MAT.8.5	Cuando xoc Kakaj Jesús Capernaúm, xpe jun jb'ab'alak mak soldad xjutun chijc'ulel Kakaj Jesús y xtz'onaj tok'ob' re: 
MAT.8.6	Kaj, jun wajchac wi' laj wichoch kesal laj jsoc siquirnak juntir jtio'jl y sub'laj c'ax tijin tijtij, xche' re.
MAT.8.7	Kakaj Jesús xij re: Imb'i' chi jtzib'sajc, xche' re.
MAT.8.8	Xpe man jb'ab'alak mak soldad, xij re: Kaj, in ta' tic'ular pi we atb'e oc laj wichoch, xike tab'ijb'i chi titzib' wajchac, titzib'i'n. 
MAT.8.9	Jwi'l in wi' chiqui' nen titakon chimb' y wi' laj ink'b' intakon chib'ak mak soldad. Cuando tamb'ij re jonok chi tib'ec, tib'i'n y cuando tamb'ij chic re jonok chi tipetc, tipeti'n y cuando tamb'ij re jun wajchac nen chwaj tran, trana'n, xche' re Kakaj Jesús.
MAT.8.10	Cuando xta Kakaj Jesús xijsaj re jilonli, xsaach jch'ol chi jtaic y xij rechak yak ri tixamtak chirij: Kes tz'etel tz'et tamb'ij chawechak chi ta' ni jono cristian ta'l inwi'l xo'lak yak rijajl Israel jilon jcub'ar jch'ol chwij chapca' winak ri. 
MAT.8.11	Tamb'ij chawechak chi sub'laj cristian tipetak laj jsuc'lal lamas tielch k'ij y wi' mas tipetak laj jsuc'lal lamas tikej k'ij, tib'e wa'xtak pi jpach Abraham, Isaac y Jacob li man luwar lamas titakon Kakaj Dios lecj nic' riq'uil ticub'artak chi wic'. 
MAT.8.12	Pero mak ri roj tioctak lamas titakon Kakaj Dios lecj tina t'ojsajtaknab'i li uku'mal chinajb'i re Kakaj Dios, cla' tib'e rok'b'ej rib'ak y tijkuch'uch'uj reeak, xche' Kakaj Jesús rechak cristian.
MAT.8.13	Y xij chic re man jb'ab'alak mak soldad: Jat laj awichoch y jilon tib'an chapca' chawaj jwi'l xacoja' chi incwini' chi jtzib'saj, xche' re.
MAT.8.13	Y laj or xtzib' man ajchac.
MAT.8.14	Kakaj Jesús xe' laj richoch Pedro y xe' jte' sic' anm ri jji' Pedro kesal laj jsoc jwi'l k'ak'. 
MAT.8.15	Xpe Kakaj Jesús, xchap chi jk'ab' sic' anm y laj or xel man k'ak' chirij, xb'iitc y xoc chi jtzukic Kakaj Jesús.
MAT.8.16	Cuando xoc may, xpetak cristian xc'amtakb'i sub'laj cristian riq'ui Kakaj Jesús ri wi' etzl laj ranmak. Y re la'ke jun chi yoloj xij, xresaj juntir mak etzl ri wi' laj ranmak y xtzib'saj juntir yak cristian ri yajtak. 
MAT.8.17	Jilonli xan pire xtaw chiwch ri xij Isaías ri ajk'asal Jyolj Kakaj Dios, cuando xij jilonri:
MAT.8.17	Re xc'ama'b'i kayaj, xche'.
MAT.8.18	Kakaj Jesús cuando xril chi sub'laj cristian tijin tijmulb'a' rib'ak chirij, xij rechak yak ajtijol rib'ak chirij chi tik'axtak ch'akap re nimlaj alagun. 
MAT.8.19	Xpe jun ajtijol cristian re Jpixb' Kakaj Dios, xjutun chijc'ulel Kakaj Jesús y xij re: Ajtijonl, in chwaj imb'e chawij lamas atb'e'w, xche' re.
MAT.8.20	Kakaj Jesús xij re: Mak utiw wi' jjulak y mak tz'iquin wi' jsocak, pero Jc'ajol Kakaj Dios ri xwux pi cristianil ta' lamas tijtz'eb'a'wi' jb'a, xche' re.
MAT.8.21	Xpe jun chic rechak yak ri xamtak, xij re: Wajawl, ye' luwar chwe tib'e immuke'na inkaj nab'e, xche' re.
MAT.8.22	Xpe Kakaj Jesús, xij re: Jo' chwij, can ye'tak mak camnak jmuke'na jcamnakak, xche' re.
MAT.8.23	Kakaj Jesús xjaw li barc y xpe yak ajtijol rib'ak chirij xamb'ertakb'i chirij. 
MAT.8.24	Cuando b'esaltak b'a nimlaj alagun etke xpe jun quiek'ek' tew b'a ja', xritz'b'ej man ja', xoc mak retumb re ja' li man barc y Kakaj Jesús tijin chi waraj. 
MAT.8.25	Xpetak yak ajtijol rib'ak chirij, xe' jb'ite'tak y xijtak re: ¡Kajawl, cojacole', ojjik'i' jwi'l tijin tikej man barc ralaj ja'! xche'tak re.
MAT.8.26	Kakaj Jesús xij rechak: Nen chac mas titzaak ach'olak, atak ta' kes cub'ul ach'olak chwij, xche' rechak.
MAT.8.26	Cuando xijmaj jilonli jwi'l, xb'iitc y xk'el man quiek'ek' tew y mak retumb re man nimlaj alagun y laj or xmay juntir. 
MAT.8.27	Rechak sub'laj xsaach jch'olak chi rilic, xoctak chi jtz'onaj chirib'il rib'ak: ¿Nen chiqui' jcholajl winak ri, chi ji' quiek'ek' tew pach mak retumb re nimlaj alagun ticojontak chiwch? xche'tak.
MAT.8.28	Cuando xtaw Kakaj Jesús ch'akap re nimlaj alagun li man luwar ri jb'ij Gadara, xpetak quib' winak ri wi' etzl laj ranmak. Xeltakch li camposant y xjutuntak chijc'ulel Kakaj Jesús. Rechak sub'laj c'a'ntak, jwi'li'li ta' ni jono cristian tik'ax la' man b'e li. 
MAT.8.29	Xpe mak etzl, sub'laj xch'ejejtak, xtz'onajtak re Kakaj Jesús: ¿Nen chawaj chike at Jc'ajol Kakaj Dios? At xatpet chi kach'u'jursaj y ajqui' chi taw k'ij, xche'tak re Kakaj Jesús.
MAT.8.30	Nakaj re man luwar li lamas wi'tak, wi' sub'laj aak tijin jyuk'icak. 
MAT.8.31	Xpetak mak etzl, xtz'onajtak sub'laj tok'ob' re Kakaj Jesús: Wi ojawesajb'i neri, cojatake'b'i riq'uilak mak aak, xche'tak re.
MAT.8.32	Kakaj Jesús xij rechak: Jattak, xche' rechak.
MAT.8.32	Mak etzl xeltakb'i laj ranmak mak winak y xe' octak laj jtio'jlak mak aak y mak aak li xmajtak jol wich witz y xkejtakb'i pi xulan asta xe' tzaaktak li nimlaj alagun, cla' xjik'tak. 
MAT.8.33	Mak ajyuk'ultak aak xelmajtak, xe'tak li tilmit chi jyolic ri xaanc y nen xansaj rechak mak winak ri wi' etzl laj ranmak. 
MAT.8.34	Juntir mak cristian ri wi'tak li tilmit xe'tak lamas wi' Kakaj Jesús. Cuando xriltak, xtz'onajtak sub'laj tok'ob' re Kakaj Jesús chi tielb'i laj jtilmitak.
MAT.9.1	Kakaj Jesús xjaw chicb'i li barc, xk'ax ch'akap re nimlaj alagun y xtaw laj jtilmit. 
MAT.9.2	Y cla' xpetak nic'j cristian xc'amtakch jun winak riq'ui Kakaj Jesús b'a jun ch'atum che', sic' winak li, siquirnak juntir jtio'jl. Cuando Kakaj Jesús xril chi cub'uli' jch'olak chirij, xij re sic' winak ri yaj: Walc'wal, coj jcowil awanm, amac xcuymaji'n, xche' re.
MAT.9.3	Xpetak jujun ajtijoltak cristian re Jpixb' Kakaj Dios, xoctak chi yoloj chirijil Kakaj Jesús, xijtak: Man winak ri, tijin tijcoj rib' pi Kakaj Dios, xche'tak.
MAT.9.4	Pero Kakaj Jesús retami' nen tijin tijb'ijtak chirijil, xtz'onaj rechak: ¿Nen chac atak tijin tab'antak etzltak chomorsa'n? 
MAT.9.5	¿Lac'umas wi' ri mas c'ax jb'ij, amac xcuymaji'n o ri' mas c'ax jb'ij, b'iiten y wo'coten? 
MAT.9.6	Pero in tanc'ut chawchak chi Jc'ajol Kakaj Dios ri xwux pi cristianil wi' k'atb'itzij laj jk'ab' chi jcuyic mac neri wich ulew, xche' rechak.
MAT.9.6	Ajruc're' xij chic re sic' winak ri siquirnak jtio'jl: B'iiten, c'amb'i ach'atum che' y jat laj awichoch, xche' re.
MAT.9.7	Sic' winak ri yaj xb'iitc y xe' laj richoch. 
MAT.9.8	Cuando xriltak mak cristian chi jilonli xaanc, sub'laj xsaach jch'olak y xnimirsajtak jk'ij Kakaj Dios jwi'l xye' jcwinel Kakaj Jesús chi jb'anic jilonli.
MAT.9.9	Kakaj Jesús xelb'i cla', cuando b'esalc, xrilb'i jun winak ri jb'ij Mateo, cub'ul chi' mex lamas titojsaj alcabar y Kakaj Jesús xij re: Jo' chwij, xche' re.
MAT.9.9	Mateo xwa'rc y xe' chirij Kakaj Jesús. 
MAT.9.10	Cuando Kakaj Jesús tijin chi wic' laj richoch Mateo, sub'laj q'ui ajtz'onaltak alcabar y sub'laj q'ui ajmacb' xtawtak chi wic' riq'ui Kakaj Jesús pach yak ajtijol rib'ak chirij. 
MAT.9.11	Mak fariseo, cuando xriltak jilonli, xtz'onajtak rechak yak ajtijol rib'ak chirij Kakaj Jesucristo: ¿Nen chac ajtijol awechak tijin tiwi'n chijxo'lak mak ajtz'onaltak alcabar pach mak ajmacb'? xche'tak rechak.
MAT.9.12	Cuando xta Kakaj Jesús chi jilonli xijsaj rechak yak ajtijol rib'ak chirij, xij rechak mak fariseo: Ta' rajwax ajcun rechak yak cristian ri ta' yajtak, ri' rajwax ajcun pi rechak yak ri yajtak. 
MAT.9.13	Jattak y chomorsajtak nen tielwi' Jyolj Kakaj Dios ri tijb'ij jilonri:
MAT.9.13	In ri' chwaj tawiltak c'ur jwich jun cristian chiwch tasujtak sipan chwe, tiche'.
MAT.9.13	Jwi'l in ta' ximpe chi jtoquic yak cristian ri suc'ul ranmak chiwch Kakaj Dios, in ri' ximpe chi jtoquic yak ajmacb', xche' rechak.
