GEN.1.1	Kjok ëre dämär, l̇l̇ëye l̇l̇ëm obishko ga Sbö kjok shäryono uunkong, kjopkwo, kl̈ung bakoe. 
GEN.6.19+GEN.6.20	»Öng, äya kjl̈oshko so, sënwa, e l̈öng kjok ëre kjing go kës l̈i, e jem sös pjök pjök, wl̈ënggl̈a kjl̈ara kjl̈ara, popga kjl̈ara kjl̈ara, kjer l̇l̇ëm wl̈o. Woydër ga ber l̈öng së, pjãy dik. 
GEN.6.21	Dl̈i tö̃s l̇l̇ërba pogo, ga jem sös bomi tjok, e bomi kong, e öng, äya kjl̈oshko so, sënwa tjeng l̈i kong bakoe» l̈e.
GEN.6.22	L̇l̇ëye l̈ara ba kong l̈i shäryara Noérë uunkong eni.
GEN.7.1	E irgo ga Jehová tjl̈ẽ Noé kong ga «No kjl̈araso wl̈ẽnor shäng pjl̈o bek bor bokso l̈i pja. E kjĩshko ga pja opzrës jem kjyong l̈i roy, bop boy, bop wapga, bop pjl̈aydoga tjok. 
GEN.7.2+GEN.7.3	Öng ber pjl̈ú bor poshrëkkl̈o wl̈o obl̈ë obl̈ë, sënwa obl̈ë obl̈ë, e sös wl̈ënggl̈a dogl̈o kjäk kjäk (7), popga dogl̈o kjäk kjäk (7). L̇l̇amo sös wl̈ënggl̈a kjl̈ara kjl̈ara, popga kjl̈ara kjl̈ara. Shäryos eni, jer kjok ëre kjing go l̇l̇ëm wl̈o. 
GEN.7.4	Sondë kjwara go ga shunyo ichër shrë dbargwo sak pkëng (40), shkë dbae. Eshko ga l̇l̇ëye shäryoror tek dämärshko l̈öng së l̈i pjiga tjarë ber drete» l̈e. 
GEN.7.5	Kuya ga l̇l̇ëye l̈ara ba kong l̈i shäryara eni.
GEN.7.6	Kjok ëre piktongshko ga Noé l̈u pjl̈ogl̈o sak dbäw pjl̈ogl̈o tjer (600). 
GEN.7.7	Era eni ga opzrëno jem kjyong l̈i roy, ba boy, ba wapga, ba pjl̈aydoga tjok, shtẽya dirë l̇l̇ëm wl̈o. 
GEN.7.8+GEN.7.9	Ga öng uako wl̈eniyo, öng uako l̇l̇ëm wl̈eniyo, äya kjl̈oshko so, sënwa, e öötong l̈öng ba shwoy, ga söra jem pjök pjök, wl̈ënggl̈a kjl̈ara kjl̈ara, popga kjl̈ara kjl̈ara, l̈ara Sbörë ba kong sorë l̈i eni.
GEN.7.10	Öötong dbargwo kjäk (7) ga shunyo shrono, kjok ëre pir wl̈o. 
GEN.7.11+GEN.7.12+GEN.7.13+GEN.7.14+GEN.7.15+GEN.7.16+GEN.7.17+GEN.7.18	Mok pjök, dbar sak kjwara kjingsho kjäk (17) dbaryo ga Noé l̈u pjl̈ogl̈o sak dbäw pjl̈ogl̈o tjer (600). E dbaryo ga opzrëno jem kjyong l̈i roy, ba boy, ba wapga, ba pjl̈aydoga tjok. Öng, äya kjl̈oshko so, sënwa, e opzrëno jem l̈ok pjök pjök kjyong l̈i roy ba tjok bakoe. Opzrëno jem wl̈ënggl̈a kjl̈ara kjl̈ara, popga kjl̈ara kjl̈ara. L̈ara Sbörë ba kong sorë l̈i shäryara eni.
GEN.7.11+GEN.7.12+GEN.7.13+GEN.7.14+GEN.7.15+GEN.7.16+GEN.7.17+GEN.7.18	E irgo ga u bäng bängzara Jehovárë beno jong tuke. E dbaryo ga dl̈ung kësbang buk kjok dorong l̈i dl̈oktong, tuktong kjone pogo. Kjok dogo ëmdë ga di börgak tjeng l̈i böptuktonge. Shunyo shrono pjang kjok ëre kjing go dbargwo sak pkëng (40), shkë dbae. Eshkoshko ga di jem poyong l̇l̇ögong l̇l̇ögong, ga kjyong l̈i beno buk di kjing wëng erä. 
GEN.7.19	Di poyono ara, öötong dl̈up l̇l̇ë l̈ok kjok ëre kjing go kjókshko l̈i jnena beno drete. 
GEN.7.20	E irgo ga dl̈up l̇l̇ë jnena pjirshko ga di l̈i poyono jem, öötong wop orkwo jyãgl̈o pjl̈ogl̈o sak kjwara kjingsho shkëng (15). 
GEN.7.21	Nopga l̈öng kjok ëre kjing go kës l̈i wol̈ono eni. Öng, äya kjl̈oshko so, sënwa, e l̈öng kjok ëre kjing go kës l̈i kjëtong eni bakoe. 
GEN.7.22	L̇l̇ëye l̈öng së kjok ëre kjing go, tjwl̈õ shrë wl̈eniyo, e kjëtong drete. 
GEN.7.23	Gueniyo Noéra beno sök së, l̈öng kjyong l̈i roshko ba tjok bakoe. Epga eröe. L̇l̇amo pjitong dret, nopga, öng, äya kjl̈oshko so, sënwa bakoe. 
GEN.7.24	Ga kjok ëre piktong beno eni, öötong dbargwo sak dbäw kjingsho sak shkëng (150).
GEN.8.1	Eshkoshko ga Noé woyojera Sbörë l̇l̇ëm, öng, äya kjl̈oshko so, e l̈öng ba tjok kjyong roy l̈i woyojera l̇l̇ëm bakoe. Eni ga pjl̈uk ichara di kjing go kjrina. Wop sira ga di kl̈än jer iröng obi. 
GEN.8.2	Dl̈ung kësbang buk kjok dorong dl̈oktong l̈i sjëktong, ga shunyo ter shrono kjok dogo dwayo ame bakoe. 
GEN.8.3	Eni ga di kl̈än jer jong worae. Kjok ëre piktong beno dbargwo sak dbäw kjingsho sak shkëngshko (150) ga di kl̈äno jer dëgong. 
GEN.8.4	Mok kjäk (7), dbar sak kjwara kjingsho kjäk (17) dbaryo ga kjyong l̈i dano beno buk Ararat kjokyo, dl̈up l̈ëkong. 
GEN.8.5	Eshko ga di kl̈äno jer dëgong obi. Ga öötong mok sak kjwara (10), dbar kjwara dbaryo ga dl̈up l̇l̇ë kjókshko l̈i dl̈up dbo go ĩya ga wen l̈ok wẽl̈ëe.
GEN.8.6	Öötong dbargwo sak pkëng (40) obi ga Noé sökshko ga u bäng shäryara l̈i döra. 
GEN.8.7	Ga sënwa shira kjwara so ëp uaga kjoyo, ga ichara dbuk pjang jek l̈ë, tek l̈ë, kjok dano l̈i koshë. 
GEN.8.8	E irgo ga sënwa shira kjwara obi, e dunggwo shara, kl̈ung kjing di dano beno buk dogrore ĩk wl̈o. 
GEN.8.9	Gueniyo shto wl̈ẽno opyë wl̈o ga ä, kl̈ung buk l̈i kjing go di obi kjĩshko. Eni ga shrono iröng obishko ga Noé orkwo shino kjoko, ga kjrara, iara jek ba shtoshko.
GEN.8.10	Koshara dbargwo kjäk (7) irgo ga dunggwo ichara jek kjwara obi. 
GEN.8.11	Kjok ro zar kjwl̈ë ga dunggwo l̈i shrono tek pjang iröng, kjor korga
GEN.8.12	Koshara dbargwo kjäk (7) obi irgo ga dunggwo ichara jek kjwara obi, ga shrono ame.
GEN.8.13	Noé l̈u pjl̈ogl̈o sak dbäw pjl̈ogl̈o tjer kjingsho kjwarashko (601) ga di beno kl̈ung kjing go ame. Mok kjl̈ara, dbar kjwara dbaryo ga kjyong l̈i kjing, e kjara ga ĩya ga kl̈ung kjing l̈i beno buk dogroe. 
GEN.8.14	Öötong mok pjök, dbar sak pjök kjingsho kjäk (27) dbaryo ga kl̈ung dano beno buk kjange.
GEN.8.15	Eni ga Sbö tjl̈ẽ Noé kong ga 
GEN.8.16	«Pja opshis kjyong wl̈e roy dwayo, bop boy, bop wapga, bop pjl̈aydoga tjok. 
GEN.8.17	Öng, äya kjl̈oshko so, sënwa, e tjeng bop tjok kës l̈i shis dret bako, shdär ber l̈öng kjok kjwang jĩkong wl̈o» l̈e.
GEN.8.18	Kuya ga opshino kjyong roy dwayo, ba boy, ba wapga, ba pjl̈aydoga tjok. 
GEN.8.19	Öng, äya kjl̈oshko so, sënwa, e l̈öng obl̈ë obl̈ë eshko l̈i opshino tjë jĩkong bakoe.
GEN.8.20	E irgo ga Noé akkwo töno dl̈uw ëng kjing go kjókshko, ga öng zröra, sho sura e kjing go, pjono dret, Jehová poshrëkkl̈o. Ga öng uako wl̈eniyo shara obl̈ë obl̈ë kjl̈ara kjl̈ara, sënwa uako wl̈eniyo shara obl̈ë obl̈ë kjwara kjwara bakoe. Eshko ga zröra uunkong, ga sho sura Jehová kong.
GEN.8.21	Öng sho sura l̈i l̈õ beno pjl̈ú, owa l̇l̇ëm Jehová kong. Ga wotjl̈ĩk ga «Nopga, e tek miteshko ga wotjl̈ĩk l̇l̇ëbo owa shäryë eröe. Eni ëmdë ga kjok ëre äyoshtër nopga l̈i kjĩshko ame. Öng kës, äya kjl̈oshko so kës, e pjiror sorë ga shäryër eni ame bakoe.
GEN.8.22	»Kjok ëre pjang obishko ga
GEN.8.22	dwl̈a dgozl̈ong dbaryo tjok, dwl̈a bo kjrozl̈ong dbaryo tjok,
GEN.8.22	kjok kjl̈ik dbaryo tjok, kjok zengteng dbaryo tjok,
GEN.8.22	shunyo dbaryo tjok, dl̈o të dbaryo tjok,
GEN.8.22	dba tjok, shkë tjok bakoe» l̈e.
GEN.9.1	Eshko ga Sbö tjl̈ẽno beno pjl̈ú Noé, ba wapga kong bakoe. Tjl̈ẽ ga «Pjãy wapga wenzong ara, shdär ber l̈öng kjok kjwang jĩkong wl̈o. 
GEN.9.2	Öng kës, äya kjl̈oshko so kës, e ber bomi bangkjrë ara, dete erä, kjok dirko so, kjok ëre so, dl̈ung roy so, e ber eni bakoe. E ber l̈öng ichaga pjãydë. 
GEN.9.3	Dënashko ga l̇l̇ëbo dguëy kl̈ung kjing botjyë wl̈eniyo, l̇l̇amo obl̈ë obl̈ë, e tworor bomi kong uëmi wl̈o. Eeri ga l̇l̇ëbo l̈öng së, jëk l̈öng ĩ, e twër bomi kong. E ber bomi dl̈i bakoe. 
GEN.9.4	Gueniyo l̇l̇ëbo l̈öng së l̈i l̈aga ba srëngdë. E kjĩshko ga sjëngna srëng tjok, e uëy l̇l̇ëme.
GEN.9.5+GEN.9.6	»Nopga shäryoror so tja kjoyoe.
GEN.9.5+GEN.9.6	E kjĩshko ga
GEN.9.5+GEN.9.6	ëye no zröno ga
GEN.9.5+GEN.9.6	e shdungga tjarë,
GEN.9.5+GEN.9.6	zröga äya kjl̈oshko sorë, zröga öng ushko sorë ëmdë ga
GEN.9.5+GEN.9.6	e shdun eni bakoe.
GEN.9.5+GEN.9.6	No zröga ërë ga e zröy.
GEN.9.5+GEN.9.6	L̈ër jl̈õkoyo ga eni.
GEN.9.7	»Gueniyo bomi kong ga pjãy wapga wenzong ara, shdär ber l̈öng kjok kjwang jĩkong wl̈o» l̈e.
GEN.9.8	Eshko ga tjl̈ẽ ba kong obi ga 
GEN.9.9	«¡Tja kuzĩa! Tjl̈õkwo twër bomi kong, ber ĩyado wl̈o. E twër bomi tjëyo tek ber bomi irgo l̈i kong bakoe. 
GEN.9.10	E twër sënwa, öng, äya kjl̈oshko so, e ter söromi bomi tjok kjyong kësbang roy dwayo kës l̈i kong bakoe. 
GEN.9.11	Eni ga tjl̈õkwo twër bomi kong, ber ĩyado wl̈o. Di ichër kjok ëre kjing go, nopga, öng, äya kjl̈oshko so, e pjir uunkong wl̈o ame. Di ichër, kjok kjwang jĩkong pjir wl̈o ame bakoe. 
GEN.9.12+GEN.9.13	Tjl̈õkwo ëre twër bomi kong, öng, äya kjl̈oshko so uunkong kong, kjok kjwang jĩkong kong bakoe. E twër bomi kong, ber ĩyado wl̈o. Bor donku ëre iër ber pjang kjok dogo. E ber pjang tjl̈õkwo ëre jyãgl̈o. 
GEN.9.14	Pjäng ichër ĩmi wen pjang kjok dogo, ga donku wen pjang ba tjrëkoshko ga 
GEN.9.15	woyoshrër ga tjl̈õkwo tworor bomi kong, öng, äya kjl̈oshko so uunkong kong ga shunyo ichër tjwe e kjoyo kjok pjikkl̈o ame. 
GEN.9.16	Donku wen pjang pjäng tjrëkoshko ga e ĩn, ga tjl̈õkwo tworor nopga uunkong kong, öng, äya kjl̈oshko so uunkong kong l̈i woyoshrër eshko. 
GEN.9.17	Donku, e ber pjang tjl̈õkwo ëre jyãgl̈o. Ber eni» l̈e.
GEN.9.18	Noé wapga opshino kjyong kësbang roy dwayo l̈i, e Sem, Jafet, Cam. (Cam wa buk kjl̈ara ko Canaán.) 
GEN.9.19	Shji l̈öng kjok kjwang jĩkong kës ëre beno l̈öng Noé wapga mya l̈i, e tjëyo.
GEN.9.20	Noé beno shäng dwl̈a dgaga. Ga kjil̇l̇gwo bo dyo dbo ara shärye wl̈o ga kjil̇l̇gwo eniyo l̈i dwl̈ayo dgara kjwöbö. Kjil̇l̇gwo eniyo dgaga bäm l̈i e. 
GEN.9.21	Pjl̈ara ga kjil̇l̇gwo bo dyo dbo ara l̈i iara, ga nel̈õtkonoe. Ga shwong skwono beno buk kjwor ba u shäryak öng kwota go l̈i roshko. 
GEN.9.22	Eni ga Canaán data Cam, e opzrëno jek ba data u l̈i roshko, ga wl̈ẽna, ĩna buk nel̈õ, kjwor. Eshko ga opshino jek, ga roy l̈ara ba shjiyga kong. 
GEN.9.23	Eni ga Sem, Jafet, e kjinyokl̈o kjrono kara, iara l̈ok ba dbopdo, ga jëktong kokso l̈ëkong ba data buk l̈ishko, ga kjingara e go.
GEN.9.24	Noé nel̈õ jenoshko ga wol̇l̇eno. L̇l̇ëye shäryara ba wa iröng wl̈eniyorë l̈i miydarashko ga 
GEN.9.25	tjl̈ẽ ba kong ga
GEN.9.25	«¡Bop wa Canaán, e äyoshtër!
GEN.9.25	¡E ber shäng bop shjiyga kjwe parkaga tjwl̈ẽk shäng pjir wl̈eniyo!» l̈e.
GEN.9.26	Ga tjl̈ẽ Jehová kong ga
GEN.9.26	«Jehová, pja tjwl̈õ kësbange. Pja Sem Sbö.
GEN.9.26	Canaán, e ber shäng ba parkaga tjwl̈ẽk shäng pjir wl̈eniyo ga pjl̈úe.
GEN.9.27	Sbö, kjok twos tira l̇l̇ëm Jafet kong.
GEN.9.27	Ba tjëyoga ios ber l̈öng uunkong Sem tjok.
GEN.9.27	Ga Canaán ios ber shäng ba parkaga tjwl̈ẽk shäng pjir wl̈eniyo bakoe» l̈e.
GEN.9.28	Kjok piktong irgo ga Noé l̈u ĩno pjl̈ogl̈o sak dbäw pjl̈ogl̈o mya kjingsho sak shkëng (350). 
GEN.9.29	E l̈u ĩno öötong sak dbäw pjl̈ogl̈o shkaw kjingsho sak shkëngshko (950) ga wol̈onoe.
GEN.10.1	Sem, Jafet, Cam, e Noé wapga. Ëre ba tjëyo tek beno ba irgo l̈i kjibokwoyo. Kjok piktong irgo ga mya jĩkong l̈i wapga tjok.
GEN.10.2	Jafet, e wapga domerga ko eni: Gómer, Magog, Maday, Javán, Tubal, Mésec, Tirás.
GEN.10.3	Gómer, e wapga domerga ko eni: Asquenaz, Rifat, Togarma.
GEN.10.4	Javán, e wapga domerga ko eni: Elisá, Tarsis, Quitín, Dodanín.
GEN.10.5	Ëre Jafet tjëyo tek beno ba irgo. Ga beno to l̈öng dl̈ung kjako. Tjëyo kjrina kjrina l̈i beno l̈öng ba kjok baĩya kjing go, ba tjl̈õkwo baĩya tjok.
GEN.10.6	Cam, e wapga domerga ko eni: Cus, Misrayin, Fut, Canaán.
GEN.10.7	Cus, e wapga domerga ko eni: Seba, Javilá, Sabtá, Ragama, Sabteca.
GEN.10.7	Ragama, e wapga domerga ko eni: Sabá, Dedán.
GEN.10.8	Cus, e wa buk kjl̈ara domer obi ko Nimrod. E ëngkjwaga dbo ara wl̈eniyo. 
GEN.10.9	Kjimtara Jehovárë kjĩshko ga e wl̈o pjl̈úe. E kjĩshko ga oba tjl̈ẽ ga «Kjwe kjimtara Jehovárë kjĩshko ga kjwe wl̈o pjl̈ú, Nimrod ĩ dik» l̈ëba eni. 
GEN.10.10	Kjok tjeng pkëng (4) ko Babel, Érec, Acad, Calné. Pkëng jĩkong, e Sinar kjokyo obl̈ë obl̈ë. Kjrina kjrina kjëryo shäryak ak go pjribri kjókshko. Kjok eshko sopga ichaga Nimroddë bäm go. 
GEN.10.11	E irgo ga opshino jek shäng Asiria kjokyo l̈ëkong. Eshko ga kjok shto obl̈ë obl̈ë u ywara kjwöböso. Kjok kjrina kjrina kjëryo shäryak ak go pjribri kjókshko. Kjok, e ko Nínive, Rejobot Ir, Cala, 
GEN.10.12	Resén. Resén, e kjokyo kësbange. E ber buk Nínive kjokyo, Cala kjokyo, e tjrëko.
GEN.10.13	Misrayin, e tjëyo tek beno ba irgo l̈i beno tjëyo kop ara. E Lud tjëyo, Anam tjëyo, Lehab tjëyo, Naftu tjëyo, 
GEN.10.14	Patrus tjëyo, Caslu tjëyo, Caftor tjëyo. Filisteoga, e Caftor tjëyo obi.
GEN.10.15	Canaán, ba wa domer bäm ĩyo l̈i ko Sidón. E irgo ga wa buk kjl̈ara domer obi ko Het. 
GEN.10.16	Canaán, e tjëyo tek beno ba irgo l̈i beno tjëyo kop ara. E Jebús sopga, amorreoga, gergeseoga, 
GEN.10.17	heveoga, araceoga, sineoga, 
GEN.10.18	Arvad sopga, zemareoga, jamatitaga. E irgo ga Canaán so tjëyoga shdöktonge. 
GEN.10.19	Ba kjok, e ber buk Guerar kjokyo, Sidón kjokyo, e dwayo äär jong Gaza kjokyo go. Sodoma kjokyo, Gomorra kjokyo, Admá kjokyo, Zeboyín kjokyo, e shwo l̈ëkong äär jong Lasa kjokyo go.
GEN.10.20	Ëre Cam tjëyo tek beno ba irgo. Tjëyo kjrina kjrina l̈i beno l̈öng ba kjok baĩya kjing go, ba tjl̈õkwo baĩya tjok.
GEN.10.21	Jafet shjiy Sem,
GEN.10.22	Sem, e wapga domerga ko eni: Elam, Asur, Arfaxad, Lud, Aram.
GEN.10.23	Aram, e wapga domerga ko eni: Uz, Hul, Guéter, Mas.
GEN.10.24	Arfaxad, e wa buk kjl̈ara domer ko Selaj. Selaj, e wa buk kjl̈ara domer ko Éber. 
GEN.10.25	Éber, e wapga domerga do pjök, kjl̈ara koiara Péleg,
GEN.10.26	Joctán, e wapga domerga ko eni: Almodad, Sélef, Jazar Mávet, Yeraj, 
GEN.10.27	Hadorán, Uzal, Diclá, 
GEN.10.28	Obal, Abimael, Sabá, 
GEN.10.29	Ofir, Javilá, Jobab. Epga uunkong Joctán wapga. 
GEN.10.30	Ba kjok, e beno buk Mesá kjokyo dwayo äär jong Sefar kjokyo go. Sefar, e ber buk dl̈up l̈ok dl̈o wen tëm shwo l̈ëkong tjrëko.
GEN.10.31	Ëre Sem tjëyo tek beno ba irgo. Tjëyo kjrina kjrina l̈i beno l̈öng ba kjok baĩya kjing go, ba tjl̈õkwo baĩya tjok.
GEN.10.32	Tjëyoga uunkong ëre, e Noé wapga tjëyoga. Tjëyo kjrina kjrina tak beno l̈ok kjibokwo ëre go ba kjokëso tjok, ba kjok baĩya tjok bakoe. Kl̈ung piktong irgo ga epga shdöktong beno l̈öng kjone pogo. Eeri ga tjëyo l̈öng kjrina kjrina kjok kjwang jĩkong, e Noé wapga tjëyoga.
GEN.11.1	Dbar eshkoshko ga nopga uunkong tjl̈ẽ tjl̈õkwo kjwaraso. 
GEN.11.2	Opshino jek l̈öng dl̈o wen tëm shwo l̈ëkong dwayo ga jek öötong l̈öng Sinar kjokyo kjing goshko ga sdam wl̈ẽna buk kjrina, ga beno l̈öng eshko. 
GEN.11.3+GEN.11.4	Pjl̈ara ga tjl̈ẽ ëng kong ga «Shji kl̈ung shosho shäryë, piy iök go ber kjang ak dik wl̈o, u shäryëy e go wl̈o, ak ãska. Sho smoy ëng go ba smokkl̈o dishäng kjoyo, gueniyo sho sĩ go, ak smokkl̈o sho ãska. E go ga kjweri shji u ywë kjwöböso, kjëryo shäryëy ak go pjribri kjókshko. Ga u shäryëy kl̈ung akyo go, e shäryëy jem äär jong kjok dogo. E go ga shji shdär l̇l̇ëm, gueniyo shji roy shdär ber kjok kjwang jĩkong. Eni ga shji ber tjwl̈õ ara» l̈e. 
GEN.11.5	Gueniyo ga nopga l̈öng u ywë kjwöböso, kjëryo shäryak ak go pjribri kjókshko, ga l̈öng u shäryë kl̈ung akyo go jem jong kjok dogo l̈ëshko ga Jehová ter öör eshko ba pak l̈i ĩk. 
GEN.11.6	Eshko ga wotjl̈ĩk ga «Nopga kjwe tjëyo kjrinaso, tjl̈õkwo jong kjwaraso bakoe. Eni ga l̇l̇ëye shärye woydë kës l̈i, e sl̈ongga ërë l̇l̇ëme. 
GEN.11.7	Shji to jer ba tjl̈õkwo kjl̈opswë, tjl̈ẽ ber l̈öng obl̈ë obl̈ë wl̈o, tjl̈ẽ ga l̇l̇ë l̈ayde ëng kong l̈i miyde l̇l̇ëm wl̈o. Shäryëy eni dey» l̈e.
GEN.11.8	Nopga iara Jehovárë beno tjeng dboy dboy kjok shto obl̈ë obl̈ë eni. Ga ba pak shärye l̈öng l̈i rayarae. 
GEN.11.9	Kjok eshko ga tjl̈õkwo kjl̈opswara Jehovárë beno wẽl̈ë l̇l̇ëmshko ga nopga shdöktong to beno l̈öng dboy dboy kjok kjwang jĩkong. E kjĩshko ga kjok ëre kowëba Babel.
GEN.11.10	Ëre Sem tjëyo tek beno ba irgo. Kjok piktong irgo ga öötong l̈u pjl̈ogl̈o pjök ga Sem, e l̈u pjl̈ogl̈o sak dbäwshko (100) ga wa buk kjl̈ara domer ko Arfaxad. 
GEN.11.11	E irgo ga l̈u ĩno sak dbäw pjl̈ogl̈o shkëng (500) obi, ga wapga weno obi.
GEN.11.12	Arfaxad, e l̈u pjl̈ogl̈o sak mya kjingsho shkëngshko (35) ga wa buk kjl̈ara domer ko Selaj. 
GEN.11.13	E irgo ga l̈u ĩno sak dbäw pjl̈ogl̈o pkëng kjingsho mya (403) obi, ga wapga weno obi.
GEN.11.14	Selaj, e l̈u pjl̈ogl̈o sak myashko (30) ga wa buk kjl̈ara domer ko Éber. 
GEN.11.15	E irgo ga l̈u ĩno sak dbäw pjl̈ogl̈o pkëng kjingsho mya (403) obi, ga wapga weno obi.
GEN.11.16	Éber, e l̈u pjl̈ogl̈o sak mya kjingsho pkëngshko (34) ga wa buk kjl̈ara domer ko Péleg. 
GEN.11.17	E irgo ga l̈u ĩno sak dbäw pjl̈ogl̈o pkëng kjingsho sak mya (430) obi, ga wapga weno obi.
GEN.11.18	Péleg, e l̈u pjl̈ogl̈o sak myashko (30) ga wa buk kjl̈ara domer ko Reú. 
GEN.11.19	E irgo ga l̈u ĩno sak dbäw pjl̈ogl̈o pjök kjingsho shkaw (209) obi, ga wapga weno obi.
GEN.11.20	Reú, e l̈u pjl̈ogl̈o sak mya kjingsho pjökshko (32) ga wa buk kjl̈ara domer ko Serug. 
GEN.11.21	E irgo ga l̈u ĩno sak dbäw pjl̈ogl̈o pjök kjingsho kjäk (207) obi, ga wapga weno obi.
GEN.11.22	Serug, e l̈u pjl̈ogl̈o sak myashko (30) ga wa buk kjl̈ara domer ko Najor. 
GEN.11.23	E irgo ga l̈u ĩno sak dbäw pjl̈ogl̈o pjök (200) obi, ga wapga weno obi.
GEN.11.24	Najor, e l̈u pjl̈ogl̈o sak pjök kjingsho shkawshko (29) ga wa buk kjl̈ara domer ko Taré. 
GEN.11.25	E irgo ga l̈u ĩno sak dbäw kjingsho sak kjwara kjingsho shkaw (119) obi, ga wapga weno obi.
GEN.11.26	Taré, e l̈u pjl̈ogl̈o sak kjäkshko (70) ga wapga tjeng domerga ko Abram, Najor, Jarán.
GEN.11.27	Ëre Taré tjëyo tek beno ba irgo. Ba wapga ko Abram, Najor, Jarán. Jarán, e wa kjl̈ara ko Lot. 
GEN.11.28	Jarán l̈i wol̈ono buk Caldea so kjokyo ko Ur, e weno bukshko. Wol̈onoshko ga ba data sök së obi.
GEN.11.29	Wal̈ë shäng kjl̈ara ko Saray. Abram, e orkwosmono ba tjok. Jarán, e wapga wal̈ëga ko Milca, Iscá. Najor, e orkwosmono Milca tjok. 
GEN.11.30	Saray, e wapga l̇l̇ëm, e kjrong kjĩshko.
GEN.11.31	Taré wl̈o opshino Caldea so kjokyo ko Ur dwayo, jongya jong Canaán kjokyo wl̈o. Ga ba wa Abram, e söra jek Abram boy Saray tjok, ba tjër Lot tjok bakoe. Gueniyo ga öötong l̈öng Jarán kjokyo ga beno l̈öng eshko. 
GEN.11.32	Kjok eshko ga Taré l̈u ĩno öötong sak dbäw pjl̈ogl̈o pjök kjingsho shkëngshko (205) ga wol̈onoe.
GEN.12.1	Pjl̈ara ga Jehová tjl̈ẽ Abram kong ga «Bop kjok, bop tjëyo, bop pjeyoga, e rayos ber uunkong, ga pja nom jek kjokyo kjone pin bop kong l̈ishko. 
GEN.12.2	Eshko ga bop tjëyo tek ber bop irgo l̈i, e iër ber shdär träk l̇l̇ëm, ber tjëyo kësbang wl̈o. Pja kjimtër, pja ber tjwl̈õ ara wl̈o. Eni ga nopga uunkong kjimtër bebi. 
GEN.12.3	Ëye wotjl̈ĩk pjl̈ú bop kong ga tja wotjl̈ĩk pjl̈ú ba kong bebi. Ëye wotjl̈ĩk owa bop kong ga tja wotjl̈ĩk owa ba kong bebi bakoe. Bop kjĩshko ga tjëyoga l̈öng kjok ëre kjing go kjimtër uunkong» l̈e.
GEN.12.4	Kuya ga toe. Abram l̈u pjl̈ogl̈o sak kjäk kjingsho shkëngshko (75) ga opshino Jarán kjokyo dwayo. 
GEN.12.5	Ba boy Saray, ba shtop Lot, ba l̇l̇ëbo uunkong, ba parkagaga l̈öng ba tjok, e söra jek uunkong Canaán kjokyo. Öötong l̈öng eshko ga 
GEN.12.6	jëktong ara ga öötong l̈öng Moré kjokyo, kjor jong kjl̈ara kësbang l̈ishko, Siquén kjokyo ber buk soshko. Eshkoshko ga Canaán sopga l̈öng eshko obi. 
GEN.12.7	Eshko ga Jehová weno shäng Abram kong, ga tjl̈ẽ ba kong ga «Kjok ëre twër ber bop tjëyo tek ber bop irgo l̈i kong» l̈e. 
GEN.12.7	Jehová weno shäng ba kong eshko kjĩshko ga akkwo töna dl̈uw ëng kjing go kjókshko, Jehová poshrëkkl̈o. 
GEN.12.8	Pjir ga jëk öötong l̈öng dl̈up shwo l̈ëkong, Betel kjokyo ber buk soshko. Eshko ga ba u shäryak öng kwota go söya jek ba tjok l̈i iara jong Betel kjokyo, Hai kjokyo, e tjrëko. Eshko ga akkwo töna dl̈uw ëng kjing go kjókshko, Jehová poshrëkkl̈o obi. Shäryara pjir ga syõshtono Jehová kong eshko. 
GEN.12.9	E irgo ga jek l̈öng shtor shtor, irbo jek jong äär Néguev kjokyo shwo l̈ëkong.
GEN.12.10	Eshko ga öötong l̈öng l̈ishko ga pjl̈i shrono arae. E kjĩshko ga Abram wl̈o opshino to l̈ok ey dwayo, jongya jong Egipto kjokyo, ber l̈öng eshko dbar kjwöbö wl̈o. 
GEN.12.11	Jek l̈öng ääto Egipto kjokyo ga Abram tjl̈ẽ ba boy kong ga «Miydër pjl̈ú ga pja wol̈ësowa. 
GEN.12.12	Pja ĩya Egipto sopgarë ga pja bor boy l̈e, ga tja zröya l̈ok bop kjĩshko, pja ber ba kong wl̈o dani. 
GEN.12.13	E kjĩshko ga tja zröya l̈ok bop kjĩshko l̇l̇ëm wl̈o ga pja bor dor l̈ëp ba kong eni» l̈e.
GEN.12.14	Eni ga öötong l̈öng Egipto kjokyo ga kjok eshko sopga tjl̈ẽ ëng kong ga «Ba boy kjwe wol̈ësowa» l̈e. 
GEN.12.15	Egipto so pjl̈uyo parkagaga omĩno l̈ok bakoe. Ga tjl̈ẽ ba pjl̈uyo kong ga «Wal̈ë shrono shäng kjl̈ara wol̈ësowa» l̈e, ga Saray l̈i söra l̈ok jekdo pjl̈u ushko.
GEN.12.16	Eni ga Saray kjĩshko ga Abram wl̈okjrara, dara l̈ok pjl̈úe. Sëna öng këskës chila, ga parkagaga tjwl̈ẽk l̈öng pjir wl̈eniyo twara ba kong bakoe. 
GEN.12.17	Gueniyo ga Saray kjĩshko ga pjl̈u l̈i shduna Jehovárë, ba pjeyoga uunkong tjok, swl̈o ichara träk l̇l̇ëm ba ushko. 
