MAT.1.1	Este libro es el registro de Jesús el Mesías
MAT.9.4	Pero Jesús sabía lo que ellos estaban pensando. Entonces les preguntó: “¿Por qué tienen pensamientos malvados en sus corazones? 
MAT.9.5	¿Qué es más fácil decir, ‘tus pecados están perdonados,’ o ‘levántate y camina’? 
MAT.9.6	Pero ahora, para convencerlos de que el Hijo del hombre tiene autoridad para perdonar pecados…” Dirigiéndose al hombre paralítico, le dijo: “¡Levántate, toma tu estera y vete a casa!” 
MAT.9.7	El hombre se levantó y se fue a su casa. 
MAT.9.8	Cuando las multitudes vieron lo que había sucedido, estaban atemorizados. Entonces alabaron a Dios por haber dado a los seres humanos semejante poder.
MAT.9.9	Cuando Jesús se fue de allí, vio a un hombre llamado Mateo que estaba sentado en su cabina de cobro de impuestos. Jesús lo llamó diciéndole “Sígueme.” Entonces él se levantó y siguió a Jesús. 
MAT.9.10	Mientras Jesús comía en la casa de Mateo, muchos recaudadores de impuestos vinieron y se sentaron en la mesa con él y sus discípulos. 
MAT.9.11	Y cuando los Fariseos vieron esto, le preguntaron a los discípulos de Jesús: “¿Por qué el Maestro de ustedes come con los recaudadores de impuestos y pecadores?”
MAT.9.12	Cuando Jesús escuchó la pregunta, respondió: “Los que están sanos no necesitan de un médico, pero los que están enfermos, sí. 
MAT.9.13	Vayan y descubran lo que esto significa: ‘quiero misericordia, no sacrificio. Porque no vine a llamar a los que hacen el bien—Vine a llamar a los pecadores.’”
MAT.9.14	Entonces los discípulos de Juan vinieron y le preguntaron: “¿Por qué nosotros y los Fariseos ayunamos a menudo y tus discípulos no lo hacen?”
MAT.9.15	¿Acaso los invitados a la boda lloran cuando el novio está con ellos?” respondió Jesús. “Pero viene el tiempo cuando el novio ya no estará y entonces ayunarán. 
MAT.9.16	Nadie pone un parche nuevo en ropas viejas, de lo contrario, se encogerá y hará que la rotura luzca peor. 
MAT.9.17	Nadie echa tampoco el vino nuevo en odres viejos, de lo contrario los odres podrían romperse, derramando así el vino y dañando los odres. No, el vino nuevo se coloca en odres nuevos, y así ambos perduran.
MAT.9.18	Mientras él les decía esto, uno de los oficiales principales llegó y se postró delante de él. “Mi hija acaba de morir,” le dijo el hombre a Jesús. “Pero sé que si tú vas y colocas tu mano sobre ella, volverá a vivir.”
MAT.9.19	Jesús y sus discípulos se levantaron y lo siguieron. 
MAT.9.20	En ese momento, una mujer que había estado enferma con sangrado durante doce años, venía detrás de él y tocó el dobladillo de su manto. 
MAT.9.21	Ella había pensado para sí: “Si tan solo puedo llegar a tocar su manto, seré sanada.”
MAT.9.22	Jesús se dio vuelta y la vio. “Alégrate hija, pues tu confianza en mi te ha sanado,” le dijo. Y la mujer fue sanada de inmediato.
MAT.9.23	Jesús llegó a la casa del oficial. Vio a los que tocaban las flautas y escuchó a la multitud que lloraba a gritos. 
MAT.9.24	“Por favor, salgan” – les dijo – “porque esta niña no está muerta, sino que simplemente está dormida.” Pero ellos se rieron y se burlaron de él. 
MAT.9.25	Sin embargo, cuando la multitud había sido despedida, Jesús entró y tomó a la niña por la mano y esta se levantó. 
MAT.9.26	Y la noticia sobre lo que había ocurrido se esparció por toda esa región.
MAT.9.27	Al seguir Jesús su camino, dos hombres ciegos lo seguían y le gritaban: “¡Hijo de David, ten misericordia de nosotros!” 
MAT.9.28	Y cuando Jesús entró a la casa donde se alojaba, los hombres ciegos entraron también.
MAT.9.28	“¿Están convencidos de que yo puedo hacer esto?” les preguntó.
MAT.9.28	“Sí, Señor,” respondieron ellos.
MAT.9.29	Entonces Jesús tocó los ojos de ellos, y dijo: “¡Por la confianza que tienen en mí, así será!” 
MAT.9.30	Y ellos pudieron ver. Jesús les advirtió: “Asegúrense de que nadie sepa esto.” 
MAT.9.31	Pero ellos se fueron y dieron a conocer acerca de Jesús por todas partes.
MAT.9.32	Cuando Jesús y sus discípulos ya se marchaban, trajeron ante Jesús a un hombre que estaba mudo y endemoniado. 
MAT.9.33	Cuando el demonio fue expulsado de él, el hombre habló, y las multitudes estaban maravilladas. “Nunca antes había ocurrido algo como esto en Israel,” decían. 
MAT.9.34	Pero los Fariseos comentaban diciendo: “el echa fuera los demonios con el poder del jefe de los demonios.”
MAT.9.35	Jesús iba a todas partes, visitando ciudades y aldeas. Enseñaba en sus sinagogas, les enseñaba acerca de la buena noticia del reino, y sanaba todo tipo de enfermedades. 
MAT.9.36	Cuando veía las multitudes, Jesús sentía gran compasión por ellos, porque estaban atribulados y desamparados, como ovejas sin pastor. 
MAT.9.37	Entonces le dijo a sus discípulos, “la cosecha es grande, pero hay apenas unos pocos trabajadores. 
MAT.9.38	Oren al Señor de la cosecha, y pídanle que envíe más trabajadores para su cosecha.”
MAT.10.1	Jesús llamó y reunió a sus doce discípulos y les dio poder para echar fuera espíritus malos y para sanar todo tipo de enfermedades.
MAT.10.2	Estos son los nombres de los doce apóstoles: primero, Simón (también llamado Pedro), su hermano Andrés, Santiago el hijo de Zebedeo, su hermano Juan, 
MAT.10.3	Felipe, Bartolomé, Tomás, Mateo el recaudador de impuestos, Santiago el hijo de Alfeo, Tadeo, 
MAT.10.4	Simón el revolucionario y Judas Iscariote, quien entregó a Jesús.
MAT.10.5	A estos doce envió Jesús, diciéndoles: “no vayan a los gentiles, ni a ninguna ciudad samaritana. 
MAT.10.6	Ustedes deben ir a las ovejas perdidas de la casa de Israel. 
MAT.10.7	Donde vayan, díganle a la gente: ‘el reino de los cielos está cerca.’ 
MAT.10.8	Sanen a los que estén enfermos. Resuciten a los muertos. Sanen a los leprosos. Echen fuera demonios. ¡Ustedes recibieron gratuitamente, entonces den gratuitamente! 
MAT.10.9	No lleven oro, plata, ni monedas de cobre en sus bolsillos, 
MAT.10.10	ni lleven una bolsa de provisiones para el camino, ni dos abrigos, o sandalias, ni un bastón para caminar, porque todo trabajador merece su sustento
MAT.10.11	Donde vayan, cualquiera sea la ciudad o aldea, pregunten por alguien que viva conforme a buenos principios, y quédense allí hasta que se marchen. 
MAT.10.12	Cuando lleguen a una casa, dejen bendición en ella. 
MAT.10.13	Si esa casa la merece, dejen su paz
MAT.10.14	“Si alguien no los recibe bien, y se niega a escuchar el mensaje que ustedes tienen que decir, entonces váyanse de esa casa o de esa ciudad, sacudiendo el polvo de sus pies mientras se marchan. 
MAT.10.15	Les digo la verdad: ¡Mejor será el Día del Juicio para Sodoma y Gomorra que para esa ciudad!
MAT.10.16	“Miren que los estoy enviando como ovejas entre lobos. Así que sean astutos como serpientes y mansos como palomas. 
MAT.10.17	Cuídense de aquellos que los entregarán para ser juzgados en los concilios de las ciudades
MAT.10.18	Ustedes serán arrastrados ante gobernantes y reyes por mi causa, para dar testimonio a ellos y a los gentiles. 
MAT.10.19	Pero cuando ellos los lleven a juicio, no se preocupen por la manera como deben hablar o por lo que deben decir, porque a ustedes se les dirá lo que deben decir en el momento correcto. 
MAT.10.20	Porque no serán ustedes los que hablarán, sino el espíritu del Padre quien hablará por medio de ustedes. 
MAT.10.21	El hermano entregará a su hermano y lo mandará a matar, y el padre hará lo mismo con su hijo. Los hijos se rebelarán contra sus padres, y los entregarán a la muerte. 
MAT.10.22	Todo el mundo los odiará a ustedes porque ustedes me siguen a mi, pero todo aquél que persevere hasta el fin, será salvo.
MAT.10.23	“Cuando ustedes sean perseguidos en una ciudad, huyan a otra. Les digo la verdad: no terminarán de ir a las ciudades de Israel antes de que venga el Hijo del hombre. 
MAT.10.24	Los discípulos no son más importantes que su maestro; 
MAT.10.25	ellos deben estar satisfechos con llegar a ser como su maestro, y los siervos como su amo. Si a quien es la cabeza del hogar le han llamado demonio Belcebú,
MAT.10.26	Así que no les tengan miedo, porque no hay nada encubierto que no salga a la luz, ni hay nada oculto que no se llegue a saber. 
MAT.10.27	Lo que yo les digo aquí en la oscuridad, díganlo a la luz del día, y lo que han oído como un susurro en sus oídos, grítenlo desde las azoteas. 
MAT.10.28	No tengan miedo de aquellos que pueden matarlos físicamente, pero que no pueden matarlos espiritualmente. En lugar de ello, tengan miedo de Aquel que puede destruirlos física y espiritualmente en el fuego de la destrucción
MAT.10.29	¿No se venden dos gorriones por el precio de un solo centavo? Pero ninguno de ellos cae al suelo sin que el Padre lo sepa. 
MAT.10.30	Incluso los cabellos que ustedes tienen en sus cabezas han sido contados. 
MAT.10.31	Así que no se preocupen. ¡Ustedes valen más que muchos gorriones!
MAT.10.32	“Si alguno declara públicamente su compromiso
MAT.10.33	Pero si alguno me niega públicamente, yo también lo negaré ante mi Padre en el cielo. 
MAT.10.34	No piensen que he venido a traer paz a la tierra. No he venido a traer paz sino espada. 
MAT.10.35	He venido a poner al hombre contra su padre, a la hija contra su madre, y a la nuera contra su suegra. 
MAT.10.36	¡Sus enemigos serán los de su propia familia! 
MAT.10.37	Si ustedes aman a su padre o su madre más que a mi, no merecen ser míos; y si aman a su hijo o hija más que a mi, no merecen ser míos. 
MAT.10.38	Si no cargan su cruz y me siguen, no merecen ser míos. 
MAT.10.39	Si tratan de salvar su vida, la perderán
MAT.10.40	Aquellos que los reciban a ustedes me reciben a mi, y aquellos que me reciben a mi, reciben al que me envió. 
MAT.10.41	Aquellos que reciben al profeta por ser profeta, recibirán recompensa de un profeta. Los que reciben a quien hace el bien, recibirán la misma recompensa como quien hace el bien. 
MAT.10.42	Les digo la verdad: los que den una bebida de agua fresca al menos importante de mis discípulos, no perderán su recompensa.”
MAT.11.1	Cuando Jesús hubo terminado de darles instrucciones a sus doce discípulos, se fue de allí para ir a enseñar y predicar públicamente en las ciudades cercanas. 
MAT.11.2	Estando Juan en prisión, escuchó sobre lo que el Mesías estaba haciendo, así que envió a sus discípulos 
MAT.11.3	para que preguntaran en su nombre, “¿Eres tú el que estábamos esperando, o debemos seguir esperando a alguien más?”
MAT.11.4	Jesús les respondió: “regresen y díganle a Juan lo que ustedes oyen y lo que ven. 
MAT.11.5	Los ciegos pueden ver, los paralíticos pueden caminar, los leprosos son sanados, los sordos pueden oír, los muertos han vuelto a vivir y los pobres escuchan la buena noticia. 
MAT.11.6	¡Benditos son los que no me desprecian!”
MAT.11.7	Cuando los discípulos de Juan se fueron, Jesús comenzó a hablarles a las multitudes sobre Juan. ¿Qué esperaban ver cuando salieron al desierto? ¿Una caña zarandeada por el viento? 
MAT.11.8	¿Entonces qué salieron a ver? ¿A un hombre vestido con ropas finas? Las personas que visten así viven en los palacios de los reyes. 
MAT.11.9	¿Qué salieron a ver, entonces? ¿A un profeta? Sí, ¡Y les digo que él es mucho más que un profeta! 
MAT.11.10	Él es de quien habló la Escritura: ‘Yo envío a mi mensajero por anticipado. Él preparará el camino para ti.’ 
MAT.11.11	Les digo la verdad, y es que entre la humanidad,
MAT.11.12	Desde los tiempos de Juan el Bautista hasta ahora el reino de los cielos sigue estando bajo ataque y personas violentas están tratando de apoderarse de él a la fuerza. 
MAT.11.13	Pues todos los profetas y la ley
MAT.11.14	Si ustedes están listos para creerlo, él es Elías, el que debía venir. 
MAT.11.15	¡Todo el que tenga oídos, oiga!
MAT.11.16	“¿Con qué compararé esta generación? Son como unos niños que están en la plaza del mercado y se gritan unos a otros diciendo: 
MAT.11.17	‘tocamos la flauta para ustedes y no danzaron; cantamos canciones tristes y no lloraron.’ 
MAT.11.18	Juan no vino para festejar o beber, entonces la gente dice: ‘él está endemoniado’ 
MAT.11.19	Pero el Hijo del hombre, por el contrario, vino y festejó y bebió, y la gente dice: ‘¡Miren, es un glotón y bebe mucho; es amigo de los recaudadores de impuestos y de los pecadores!’ Pero la sabiduría demuestra ser correcta por los resultados de lo que hace…”
MAT.11.20	Entonces Jesús comenzó a reprender a las ciudades donde había hecho muchos de sus milagros porque no se habían arrepentido. 
MAT.11.21	“¡Qué tristeza por ustedes Corazín y Betsaida! Si los milagros que hice entre ustedes se hubieran hecho en Tiro y Sidón, hace mucho tiempo ellos se habrían arrepentido en silicio y cenizas. 
MAT.11.22	¡Pero les digo que el Día del Juicio será mejor para Tiro y Sidón que para ustedes! 
MAT.11.23	Y ¿qué decir de ti, Capernaúm? ¿Serás exaltada hasta el cielo? No, ¡Tú irás al Hades! Si los milagros que hice entre ustedes hubieran sido hechos en Sodoma, aún hoy existiría Sodoma. 
MAT.11.24	¡Pero te digo que a Sodoma le irá mejor en el Día del Juicio que a ti!”
MAT.11.25	Entonces Jesús oró: “Te alabo, Padre, Señor del cielo y de la tierra, porque has ocultado estas cosas de las mentes de los inteligentes y sabios. Por el contrario, las has revelado a personas comunes
MAT.11.26	¡Sí, Padre, te complaciste en hacerlo así! 
MAT.11.27	El Padre lo ha confiado todo en mis manos, y ninguno entiende verdaderamente al Hijo, excepto el Padre, y nadie entiende verdaderamente al Padre, excepto el Hijo, y aquellos a quienes el Hijo elige para mostrarles al Padre. 
MAT.11.28	Vengan a mí todos ustedes que luchan y están cargados. Yo les daré descanso. 
MAT.11.29	Acepten mi yugo, y aprendan de mí. Porque yo soy manso y tengo un corazón humilde, y en mí encontrarán el descanso que necesitan. 
MAT.11.30	Pues mi yugo es suave, y mi carga es ligera.”
MAT.12.1	En esos días, Jesús caminaba por los campos de grano en el día Sábado. Sus discípulos tenían hambre, así que comenzaron a recoger espigas y a comérselas. 
MAT.12.2	Cuando los Fariseos vieron esto, le dijeron a Jesús: “¡Mira a tus discípulos—están haciendo lo que no se debe hacer en Sábado!”
MAT.12.3	Pero Jesús les dijo: “¿No han leído lo que hizo David cuando él y sus hombres tuvieron hambre? 
MAT.12.4	Él entró a la casa de Dios, y allí él y sus hombres comieron del pan sagrado que no debían comer pues este pan estaba reservado solo para los sacerdotes. 
MAT.12.5	¿No han leído en la ley que los sacerdotes que están en el templo quebrantan el sábado pero no son considerados como culpables? 
MAT.12.6	Sin embargo yo les digo a ustedes: ¡Aquí hay alguien que es aún más grande que el templo! 
MAT.12.7	Si ustedes conocieran el significado de lo que dice la Escritura: ‘misericordia quiero y no sacrificio,’
