GEN.1.1	En 
GEN.13.7	Y vuo contienda entre los pastores del ganado de Abrã, y los pastores del ganado de Lot: y el Chananeo y el Pherezeo habitauan entonces en la tierra. 
GEN.13.8	Entonces Abrã dixo à Lot, No aya aora quistion entre mi y ti, y entre mis pastores y los tuyos, porque 
GEN.13.9	No 
GEN.13.10	Y alçó Lot ſus ojos, y vido toda la llanura del Iordan, que toda ella 
GEN.13.11	Entõces Lot eſcogió parasi toda la llanura del Iordan: y partiose Lot de Oriente, y apartaronſe el vno del otro: 
GEN.13.12	Abram aſſentó en la tierra de Chanaã, y Lot aſſentó en las ciudades de la llanura, y puso ſus tiendas haſta Sodoma. 
GEN.13.13	Mas los hombres de Sodoma 
GEN.13.14	¶ 
GEN.13.15	Porque toda la tierra que tu vees, daré àtí y à tu ſimiente para siempre. 
GEN.13.16	Y pondré tu ſimiente como el poluo de la tierra, que ſi alguno podrá contar el poluo de la tierra, tambien tu ſimiente ſerá contada. 
GEN.13.17	Leuantate, ve por la tierra, por ſu longura y porsu anchura, porque àtila tengo de dar. 
GEN.13.18	Y aſſentó Abram sutiẽda, y vino, y moró 
GEN.14.1	Y Aconteció en 
GEN.14.2	Hizieron guerra cõtra Bará rey de Sodoma, y contra Bersa rey de Gomorrha, y contra Senaab rey de Adamá, y contra Semeber rey de Seboim, y 
GEN.14.3	Todos estos ſe juntaron en el valle de Siddim, 
GEN.14.4	Doze años auiã seruido à Chodor-laomor, y a los treze años ſe leuantaron. 
GEN.14.5	Y à los catorze años vino Chodor-laomor, ylos reyes que 
GEN.14.6	Y à los Horeos en el monte de Seir, haſta la llanura de Pharã, que 
GEN.14.7	Y boluierõ, y vinierõ à En-Mispat, que es Cades, y hirieron todas las labranças de los Amalecitas, y tãbien al Amorrheo, que habitaua en Hasasonthamar. 
GEN.14.8	Y ſalió el rey de Sodòma, y el rey de Gomorrha, y el rey de Adama, y el rey de Seboim, y el rey de Balá, que 
GEN.14.9	E
GEN.14.10	Y el valle de Siddim 
GEN.14.11	Y 
GEN.14.12	Tomaron tambien à Lot, hijo del hermano de Abram, y à ſu hazienda, y fuerõſe. por que el moraua en Sodoma. 
GEN.14.13	Y vino 
GEN.14.14	Y oyó Abram que ſu hermano era captiuo, y armó ſus criados, los criados desu caſa, trezientos y diez y ocho, y siguio los haſta Dan. 
GEN.14.15	Y deramose ſobre ellos de noche el y ſus sieruos, y hiriolos, y siguiolos haſta Hobah, que 
GEN.14.16	Y boluió toda la hazienda, y tambien à Lot ſu hermano, y ſu hazienda boluió à traer, y tambien las mageres y el pueblo. 
GEN.14.17	Y ſalió el rey de Sodoma à recebirló boluiendo el de herir à Chodor laomor y à los reyes que 
GEN.14.18	¶ 
GEN.14.19	Y bendixolo, y dixo, Bendito 
GEN.14.20	Y bendito 
GEN.14.21	Entonces el rey de Sodoma dixo à Abram, Da me las perſonas, y toma parati la hazienda. 
GEN.14.22	Y respondió Abram àl rey de Sodoma: Mi mano he alçado à Iehoua Dios Alto, poſſeedor de los cielos y de la tierra, 
GEN.14.23	Que desde 
GEN.14.24	Sacando solamente lo que comierõ 
GEN.15.1	Despues destas coſas fue Palabra de Iehoua à Abram en vision diziendo, No temas Abrã: Yo 
GEN.15.2	Y respõdió Abram, Señor Iehoua, que me has de dar, que yo ando 
GEN.15.3	Dixo mas Abram, He aqui no me has dado ſimiẽte, y he aqui que 
GEN.15.4	Y luego la Palabra de Iehoua 
GEN.15.5	Y sacôlo fuera, y dixo,
GEN.15.6	Y creyó à Iehoua, y 
GEN.15.7	¶ dixole, Yó 
GEN.15.8	Y 
GEN.15.9	Y respondiole, Tomame 
GEN.15.10	Y 
GEN.15.11	Y decendian aues ſobre los cuerpos muertos, y oxeaualas Abram. 
GEN.15.12	Y fue, que poniẽdo ſe el Sol, cayó ſueño ſobre Abram, y he aqui 
GEN.15.13	Entonces dixo à Abram,
GEN.15.14	Mas tambien à la gente àquien ſervirán,
GEN.15.15	Y tu vendrás à tus padres en paz, y serás sepultado en buena vejez. 
GEN.15.16	Y 
GEN.15.17	Y fue 
GEN.15.18	A quel diahizo Iehoua Cõcierto cõ Abram diziendo, à tu ſimiente daré eſta tierra desde el rio de Egypto haſta el Rio grande, el Rio de Euphrates, 
GEN.15.19	Al Cineo, y àl Cenezeo, y àl Cadmo neo, 
GEN.15.20	Y àl Hetheo, y àl Pherezeo, y à los Rapheos, 
GEN.15.21	Al Amorrheo, tambiẽ, y àl Chananeo, y àl Gergeseo, y àl Iebuseo.
GEN.16.1	Y Sarai muger de Abram no le paria: y ella tenia vna ſierua Egypcia, que ſe llamaua Agar. 
GEN.16.2	Dixo pues Sarai à Abram, He aqui aora Iehoua me ha vedado de parir: ruego te que entres à mi ſierua, por ventura 
GEN.16.3	Y tomó Sarai la muger de Abram à Agar Egypcia ſu ſierua à cabo de diez años que auia habitado Abrã en la tierra de Chanaan, y diola à Abrã ſu marido por muger.
GEN.16.4	¶ Y 
GEN.16.5	Entonces Sarai dixo à Abram, Mi afrẽta 
GEN.16.6	Y respõdió Abrã à Sarai, He ay tu ſierua en tu mano, haz con ella 
GEN.16.7	¶ Y hallola el Angel de Iehoua junto à 
GEN.16.8	Y dixo 
GEN.16.9	Y dixole el Angel de Iehoua, Bueluete à tu señora, y humillate debaxo de ſu mano. 
GEN.16.10	Y dixole 
GEN.16.11	Y dixole 
GEN.16.12	Y el ſerá hombre fiero, ſu mano contra todos, y las manos de todos cõtra el, y 
GEN.16.13	Entonces 
GEN.16.14	Por loqual llamó àl pozo,
GEN.16.15	¶ 
GEN.16.16	Y Abrã 
GEN.17.1	Y Siendo Abram de edad de nouenta y nueue años, Iehoua le appareciò, y dixole, Yo 
GEN.17.2	Ypondré mi Concierto entre mi y ti, y multiplicarte hé mucho en gran manera. 
GEN.17.3	Entonces Abram cayó ſobre ſu rostro, y Dios habló conel diziendo, 
GEN.17.4	Yo, 
GEN.17.5	Y no sellamará mas tu nombre 
GEN.17.6	Y multiplicar te hé mucho en gran manera, y poner te hé en gentes: y reyes saldrán de ti. 
GEN.17.7	Y estableceré mi Concierto entre mi y ti, y 
GEN.17.8	Y daré à ti y à tu ſimiente deſpues de ti la tierra de tus peregrinatiões, toda la tierra de Chanaan, en heredad perpetua: y ſer les hé por Dios. 
GEN.17.9	Y dixo 
GEN.17.10	Este 
GEN.17.11	Circuncidareys pues la carne de vuestro capullo, y
GEN.17.12	Y de edad de ocho dias sera circuncidado en vosotrostodo macho por vuestras generaciones, el nacido en caſa y el cõprado à dinero de qualquier estrãgero, que no fuere de tu ſimiente. 
GEN.17.13	Circuncidando ſerá circuncidado el nacido en tu caſa y él comprado por tu dinero: y estará 
GEN.17.14	Y el macho incircunciso que no ouiere circuncidado la carne de ſu capullo, aquella perſona 
GEN.17.15	Dixo tambien Iehoua à Abraham, à Sarai tu muger no llamarás ſu nombre
GEN.17.16	Y bendezirla hé, y tambiẽ te daré de ella hijo, y bendezirla hé, y 
GEN.17.17	¶ Entonces Abrahã cayo ſobre ſu rostro, y riose, y dixo en ſu coraçon, A hombre de cien años ha de nacer? Y ſi Sara, muger de nouenta años ha de parir? 
GEN.17.18	Y dixo Abraham à Dios, Oxala Ismael biua delante de ti. 
GEN.17.19	Y respondió Dios,
GEN.17.20	Y por Ismael 
GEN.17.21	Mas mi Concierto estableceré con Iſaac, àl qual te parirá Sara en eſte tiempo el año siguiente. 
GEN.17.22	Y acabó de hablar con el, y subió Dios de con Abraham.
GEN.17.23	¶ Entonces tomó Abraham à Ismael ſu hijo, y à todos los 
GEN.17.24	Era Abraham de edad de nouenta y nueue años, quando circuncidó el la carne de ſu capullo. 
GEN.17.25	Y Ismael ſu hijo, de treze años, quando fue circuncidada la carne desu capullo. 
GEN.17.26	En aquel mismo dia fué circuncidado Abraham, y Ismael ſu hijo: 
GEN.17.27	Y todos los varones de ſu caſa, el 
GEN.18.1	Y Appareció le Iehoua en el Alcornocal de Mamre, estando el sentado à la puerta de ſu tienda, quando començaua el calor del dia. 
GEN.18.2	Y alçó ſus ojos, y miró, y he aqui tres varones, que eſtauan cabeel: y como los vido, ſalió corriẽdo à recebirlos de la puerta de ſu tienda, y inclinose à tierra, 
GEN.18.3	Y dixo, 
GEN.18.4	To me ſe aora vn poco de agua, y lauad vuestros pies, y recostaos debaxo de vn arbol, 
GEN.18.5	Y tomaré vn bocado de pan, y sustẽtad vuestro coraçò, deſpues paſſareys: por que por eſſo aueys paſſado cerca de vuestro sieruo. Y 
GEN.18.6	Entonces Abrahã fué a prieſſa à la tienda à Sara, y dixole, Toma presto tres medidas de flor de harina, amaſſa y haz panes cozidos debaxo dela ceniza. 
GEN.18.7	Y corrió Abraham à las vacas, y tomó 
GEN.18.8	Tomó tambien manteca y leche, y el bezerro que auia adereçado, y pusolo delante deellos: y el eſtaua cabe ellos debaxo del arbol, y comieron.
GEN.18.9	¶ Y dixeron le, Donde eſtá Sara tu muger? Y el respondió, Aqui en la tienda. 
GEN.18.10	Entonces 
GEN.18.11	Y Abrahã y Sara 
GEN.18.12	Y riose Sara entre ſi diziédo, Despues que he enuejecido, tendré deleyte? 
GEN.18.13	Entonces 
GEN.18.14	Por ventura 
GEN.18.15	Entonces Sara negó diziendo, No me rey: porque vuo miedo. Y 
GEN.18.16	¶ Y los varones ſe leuantaron de alli, y 
GEN.18.17	Y Iehoua dixo, Encûbro yo de Abraham lo que yo hago, 
GEN.18.18	Auiendo de ſer Abraham en gran gente y 
GEN.18.19	Porque 
GEN.18.20	Entonces Iehoua le dixo, 
GEN.18.21	Decendiré aora, y veré ſi ſegun ſu clamor que ha venido haſta mi,
GEN.18.22	Y apartaronſe desde alli 
GEN.18.23	¶ Y acercose Abraham, y dixo, Destruyras tambien al iusto con el impio? 
GEN.18.24	Por ventura ay cincuenta iustos dentro de la ciudad: destruyrás tambien, y no perdonarás al lugar por cincuenta iustos que 
GEN.18.25	Nunca tal hagas, que hagas morir al juſto con el impio. Y que ſea el iusto como el impio? nunca tal hagas. El iuez de toda la tierra no ha de hazor derecho? 
GEN.18.26	Entonces respondió Iehoua, Si hallâre en Sodoma cincuenta iustos dentro dela ciudad, perdonare à todo eſte lugar por amor deellos. 
GEN.18.27	Y Abrabam replicó y dixo, He aqui aora que 
GEN.18.28	Por ventura saltarán de cincuenta iustos cinco: destruyrás por aquellos cinco toda la ciudad? Y dixo, No destruyré, ſi hallâre alli quarenta y cinco. 
GEN.18.29	Y 
GEN.18.30	Y dixo, No ſe enose aora mi señor, ſi habláre: Por ventura ſe hallarán alli treynta. Y respondió, No haré, ſi halláre alli treynta. 
GEN.18.31	Y 
GEN.18.32	Y boluioa dezir, Nose enose aora mi Señor, ſi hablâre solamẽte vna vez, Por ven tura ſe hallarán alli diez. Respõdió, No destruyre por diez. 
GEN.18.33	Y fueſſe Iehoua des que acabó de hablar a Abraham: y Abraham ſe boluió a ſu lugar.
GEN.19.1	Vinieron pues los dos Angeles a Sodoma a la tarde: y Lot eſtaua sentado ala puerta de Sodoma: Y viendo los Lot, leuantose a recebir los, y inclinose la haz a tierra. 
GEN.19.2	Y dixo, He aqui aora mis señores, ruego os que vengays à caſa de vuestro sieruo, y dormireys, y lauareys vuestros pies: y por la mañana os leuantareys, y yreys vuestro camino. Y ellos respondierõ, No, que en la plaça dormiremos. 
GEN.19.3	Mas el porfió conellos mucho, y vinieronſe con el, y entraron en ſu caſa, y hizoles vanquete, y cozió 
GEN.19.4	Y antes que 
GEN.19.5	Y llamaron à Lot, y dixeronle, Donde 
GEN.19.6	Entonces Lot ſalió à ellos à la puerta, y cerró las puertas tras ſi, 
GEN.19.7	Y dixo, Hermanos mios, ruego os que no hagays mal. 
GEN.19.8	He aqui aora yo tengo dos hijas que no han conocido varon, sacarlashe aora à vosotros, y hazed dellas como bien os parecerá: solamente à estos varones no hagays nada, 
GEN.19.9	Y ellos respondieron, llegate 
GEN.19.10	Entonces 
GEN.19.11	Y à los varones, que 
GEN.19.12	¶ Y dixeron los varones à Lot, Tienes aun aqui alguno? Y ernos, y tus hijos, y tus hijas, y todo lo que tienes en la ciudad, saca deeste lugar. 
GEN.19.13	Porque destruymos eſte lugar, por que 
GEN.19.14	Entonces ſalió Lot, y habló à ſus yernos, los que auian de tomar ſus hijas, y dixoles, Leuantaos, ſalid deste lugar: porque ha de destruyr Iehoua eſta ciudad: mas fue 
GEN.19.15	Y como el alua subia, los Angeles dieron prieſſa à Lot diziendo, Leuantate, toma tu muger, y tus dos hijas, que ſe hallan 
GEN.19.16	Y deteniendo ſe el, los varones asieron de ſu mano, y dela mano de ſu muger, y delas manos de ſus dos hijas, en la misericordia de Iehoua 
GEN.19.17	Y fue, que sacando los fuera,
GEN.19.18	Y Lot les dixo, No, yo os ruego señores mios: 
GEN.19.19	He aqui aora ha hallado tu sieruo gracia en tus ojos, y has engrandecido tu misericordia que has hecho comigo dando me la vida: mas yo no podré eſcaparme en el monte, que por ventura no ſe me pegue el mal, y muera. 
GEN.19.20	He aqui aora eſta ciudad 
GEN.19.21	Y respondiole, He aqui 
GEN.19.22	Date prieſſa, eſcapate alla: por que no podré hazer nada, haſta que ayas llegado allá. Por eſto fue llamado el nõbre de la ciudad 
GEN.19.23	El Sol ſalia ſobre la tierra, quando Lot llegó a Segor. 
GEN.19.24	Y Iehoua llouió ſobre Sodoma y ſobre Gomorrha aſſufre y fuego 
GEN.19.25	Y trastornó las ciudades, y toda aquella llanura con todos los moradores de aquellas ciudades, y el fruto de la tierra.
GEN.19.26	¶ Entonces 
GEN.19.27	Y leuantose Abraham por la mañana àl lugar dõde auia estado 
GEN.19.28	Y miró hazia Sodoma y Gomorrha, y hazia toda la tierra de aquella llanura miró, y hea qui que el humosubia de la tierra, como el humo de vn horno. 
GEN.19.29	Y fue, que destruyendo Dios las ciudades de la llanura, Dios ſe acordó de Abraham, y embió à Lot de en medio de la destruycion, destruyendo, las ciudades donde Lot eſtaua.
GEN.19.30	¶ Empero Lot subió de Segor, y aſſentó enel monte, y ſus dos hijas con el: porque vuo miedo de quedar en Segor, y aſſentó en 
GEN.19.31	Entonces la mayor dixo à la menor, Nuestro padres 
GEN.19.32	Ven, demos à beuer vino à nuestro padre, y durmamos conel, y conseruarémos de nuestro padre generacion. 
GEN.19.33	Y dieron à beuer vino à ſu padre aquellanoche: y entró la mayor, y durmió consu padre: y 
GEN.19.34	El dia siguiẽte dixo la mayor á la menor, He aqui 
GEN.19.35	Y dieron à beuer vino à ſu padre tambien a quella noche, y leuantose la menor, y durmió con el, y 
GEN.19.36	Y concibieron las dos hijas de Lot de ſu padre. 
GEN.19.37	Y parió la mayor 
GEN.19.38	La menor tambien parió hijo, y llamò ſu nombre 
GEN.20.1	De 
GEN.20.2	Y 
GEN.20.3	Emperó Dios vino à Abimelech en sueños de noche, y dixole, He aqui, muerto eres por la muger que tomaste, la qual es casada con marido. 
GEN.20.4	Mas Abimelech no auia llegado à ella, y dixo, Señor, matarás tambien la gente justa? 
GEN.20.5	El no me dixo, Mi hermana es, y ella tãbiẽ dixo, Mi hermano es? Con senzillez de mi coraçon, y con limpieza de mis manos he hecho eſto. 
GEN.20.6	Y dixo le Dios en sueños, Yo tambien ſe, que con entereza de tu coraçon has hecho eſto: y yo tambien te detuue de peccar contra mi, por tanto no te permiti que tocaſſes en ella. 
GEN.20.7	Aora pues, buelue la muger à ſu marido, porque es propheta, y orará por ti, y biue. Y ſi tu no la boluieres, sepas que 
GEN.20.8	Entõces Abimelech ſe leuãtó de mañana, y llamó à todos ſus sieruos, y dixo todas estas palabras en los oydos dellos, y temieron los hombres en gran manera. 
GEN.20.9	Despues llamó Abimelech à Abraham, y dixole, Que nos has hecho? y que pequé 
GEN.20.10	Y dixo 
GEN.20.11	Y Abraham respondió, Porque dixe, Cierto no ay temor de Dios en eſte lugar: y matarmehán por cauſa de mi muger. 
GEN.20.12	Y tambiẽ cierto mi hermana 
GEN.20.13	Y fue, que quando Dios me hizo 
GEN.20.14	Entonces Abimelech tomó ouejas y uacas, y sieruos y sieruas, y dió à Abraham, y boluiole à Sara ſu muger. 
GEN.20.15	Y dixo Abimelech, Heaqui mi tierra 
GEN.20.16	Y à Sara dixo, Heaqui he dado mil 
GEN.20.17	Entõces Abraham oró à Dios, y Dios sanó à Abimelech y à ſu muger, y à ſus sieruas, y parieron. 
GEN.20.18	Porque 
GEN.21.1	Y Visitó Iehoua à Sara, 
GEN.21.2	Que cõcibió y parió Sara à Abrahã 
GEN.21.3	Y llamó Abraham el nombre de ſu hijo, que le naciõ, que le parió Sara, 
GEN.21.4	Y circuncidó Abraham à ſu hijo Iſaac de ocho dias,
GEN.21.5	Y era Abraham de cien años, quãdo le nacio Iſaac ſu hijo. 
GEN.21.6	Entonces dixo Sara, Risa me ha hecho Dios, y qualquiera que lo oyere, ſe reyrá cõmigo. 
GEN.21.7	Y dixo,
GEN.21.8	Y creció el niño, y fue destetado, y hizo Abraham gran vanquete el dia que fue destertado Iſaac.
GEN.21.9	¶ 
GEN.21.10	Y dixo à Abram, Echa à eſta ſierua y à ſu hijo, que el hijo deesta ſierua no ha de heredar con mi hijo, con Iſaac. 
GEN.21.11	Este dicho 
GEN.21.12	Entonces dixo Dios à Abraham, No te parezca graue à cauſa del moço y de tu ſierua, todo loque te dixere Sara, 
GEN.21.13	Y tambien àl hijo de la ſierua pondré en gente, por que 
GEN.21.14	Entonces Abrahá ſe leuantó muy de mañana, y tomo pan, y 
GEN.21.15	¶ Y faltole el agua del cuero, y echó el mochacho debaxo de vn arbol, 
GEN.21.16	Y fueſe, y sentose en derecho, alexandoſe quanto 
GEN.21.17	Y oyó Dios la boz del mochacho, y el Angel de Dios dió bozes à Agar 
GEN.21.18	Leuantate, alça el mochacho, y tomalo de tu mano, 
GEN.21.19	Entõces abrió Dios 
GEN.21.20	Y fue Dios con el mochacho, y creció, y habitó en el desierto, y fue 
GEN.21.21	Y habitó en el desierto de Pharan, y ſu madre le tomó muger de la tierra de Egypto.
GEN.21.22	¶ Y fue en aquel mismotiempo, que habló Abimelech y Phicol principe de ſu exercito à Abraham diziendo, Dios es cõtigo en todo quanto hazes. 
GEN.21.23	Aora pues iura me aqui por Dios, que no faltarâs à mi, y à mi hijo, y a mi nieto: cõ forme à la misericordia 
GEN.21.24	Y respondió Abraham, Yo juraré. 
GEN.21.25	Y Abraham reprehedió à Abimelech à cauſa de 
GEN.21.26	Y respõdió Abimelech, 
GEN.21.27	Y tomó Abrahã ouejas y vacas, y dió à Abimelech, y hizieron ambos aliança. 
GEN.21.28	Y puso Abraham siere corderas de la manada à parte: 
GEN.21.29	Y dixo Abimelech à Abrahã, Que 
GEN.21.30	Y el respondió, Que estas ſiete corderas tomarás de mi mano, para que me ſea 
GEN.21.31	Por eſto llamó à aquel lugar,
GEN.21.32	Y hizierõ aliança en Bersabee: y leuãtose Abimelech y Phichol principe de ſu exercito, y boluieronſe à tierra de los Philistheos. 
GEN.21.33	Y 
GEN.21.34	Y moró Abraham en tierra delos Phi listheos muchos dias.
GEN.22.1	Y Aconteció deſpues de estas coſas, q tentó Dios à Abraham, y dixole, Abraham, y 
GEN.22.2	Y dixo, Toma aora tu hijo, tu vnico, que amas, Iſaac, y vete à tierra de 
GEN.22.3	Y Abraham madrugó por la mañana, y en albardó ſu asno, y tomó cõsigo dos moços suyos, y à Iſaac ſu hijo: y corró leña para el holocausto, y leuantóse, y fue àl lugar que Dios le dixo. 
GEN.22.4	Al tercero dia alçó Abraham ſus ojos, y vido el lugar de lexos. 
GEN.22.5	Entonces dixo Abraham à ſus moços, Esperáos aqui con el asno, y yo y el mochacho yremos haſta alli, y adoraremos, y bolueremos à vosotros. 
GEN.22.6	Y tomó Abraham la leña del holocausto, y pusola ſobre Iſaac ſu hijo: y 
GEN.22.7	Entõces Iſaac habló à Abraham ſu padre, y dixo, Padre mio, y el respondió, Heme aqui mi hijo. Y el dixo, He aqui el fuego y la leña: mas donde 
GEN.22.8	Y respondió Abraham, Dios proueerá para ſi cordero para el holocausto, hijo mio. Y yuan ambos juntos. 
GEN.22.9	Y como llegarõ àllugar que Dios le auia dicho, edificó alli Abraham 
GEN.22.10	Y estendió Abraham ſu mano, y tomó el cuchillo, para degollar à ſu hijo.
GEN.22.11	¶ Entonces el Angel de Iehoua le dió bozes deel cielo y dixo, Abraham, Abrahã: y el respondió, He me aqui. 
GEN.22.12	Y dixo, No estiendas tu mano ſobre el mochacho, ni le hagas nada, que aora conozco que temes à Dios, 
