GEN.1.1	En el principio creó Dios los cielos y la tierra. 
GEN.10.31	Así que estos fueron los descendientes de Sem, según sus familias, sus regiones, sus países y sus idiomas.
GEN.10.32	En resumen, todos estas son las familias que descienden de Noé, según sus pueblos y naciones. Después del diluvio, todas estas familias se esparcieron por todas partes y formaron las naciones que hay en el mundo.
GEN.11.1	En ese tiempo, toda la gente hablaba un mismo idioma. 
GEN.11.2	Al salir hacia el oriente, encontraron una llanura en la región de Sinar, y se quedaron a vivir allí. 
GEN.11.3	Un día decidieron hacer ladrillos y cocerlos en el fuego. De ese modo usaron los ladrillos en lugar de piedras. Además, emplearon el alquitrán en lugar de mezcla. 
GEN.11.4	Después dijeron: «Construyamos una ciudad con una torre altísima, que toque el cielo. Así nos haremos muy famosos y no tendremos que vivir por siempre errantes».
GEN.11.5	Entonces el 
GEN.11.6	y pensó: «Esto lo pueden hacer porque forman un solo pueblo y hablan el mismo idioma. Esa torre es sólo la primera de muchas otras obras que harán. ¡Todo lo que se propongan hacer lo harán y nadie podrá detenerlos! 
GEN.11.7	Vamos, descendamos y hagamos que hablen diversos idiomas, para que no puedan entenderse».
GEN.11.8	Así, pues, Dios los esparció por toda la tierra, lo que impidió que terminaran la construcción de la ciudad. 
GEN.11.9	Por esta razón la ciudad se llamó Babel, porque fue allí donde Dios los confundió haciendo que hablaran diversos idiomas, y los esparció por toda la tierra.
GEN.11.10	La siguiente es la lista de los descendientes de Sem: Dos años después del diluvio, cuando Sem cumplió los cien años, tuvo un hijo al que llamó Arfaxad. 
GEN.11.11	Después de que Arfaxad nació, Sem vivió quinientos años más, y tuvo más hijos e hijas.
GEN.11.12	Arfaxad tenía treinta y cinco años cuando le nació su hijo Selaj. 
GEN.11.13	Después de que Selaj nació, Arfaxad vivió cuatrocientos tres años más, y tuvo más hijos e hijas.
GEN.11.14	Selaj tenía treinta años cuando le nació su hijo Éber. 
GEN.11.15	Después de que Éber nació, Selaj vivió cuatrocientos tres años más, y tuvo más hijos e hijas.
GEN.11.16	Éber tenía treinta y cuatro años cuando le nació su hijo Péleg. 
GEN.11.17	Después de que Péleg nació, Éber vivió cuatrocientos treinta años más, y tuvo más hijos e hijas.
GEN.11.18	Péleg tenía treinta años cuando le nació su hijo Reú. 
GEN.11.19	Después de que Reú nació, Péleg vivió doscientos nueve años más, y tuvo más hijos e hijas.
GEN.11.20	Reú tenía treinta y dos años cuando le nació su hijo Serug. 
GEN.11.21	Después de que Serug nació, Reú vivió doscientos siete años más, y tuvo más hijos e hijas.
GEN.11.22	Serug tenía treinta años cuando le nació su hijo Najor. 
GEN.11.23	Después de que Najor nació, Serug vivió doscientos años más, y tuvo más hijos e hijas.
GEN.11.24	Najor tenía veintinueve años cuando le nació su hijo Téraj. 
GEN.11.25	Después de que Téraj nació, Najor vivió ciento diecinueve años más, y tuvo más hijos e hijas.
GEN.11.26	A sus setenta años, a Téraj ya le habían nacido sus hijos Abram, Najor y Jarán.
GEN.11.27	La siguiente es la lista de los descendientes de Téraj, el padre de Abram, Najor y Jarán.
GEN.11.27	Jarán, que fue el padre de Lot, 
GEN.11.28	murió en el mismo lugar en el que había nacido, es decir, en Ur de los caldeos. Jarán murió antes que su padre Téraj.
GEN.11.29	Abram se casó con Saray, y Najor se casó con Milca. Esta era hija de Jarán y hermana de Iscá. 
GEN.11.30	Saray no podía tener hijos, pues era estéril.
GEN.11.31	Un día Téraj decidió salir de Ur de los caldeos para irse a vivir al país de Canaán. Se llevó consigo a su hijo Abram, a su nieto Lot y a su nuera Saray. Pero cuando llegaron a la ciudad de Jarán, se quedaron viviendo ahí. 
GEN.11.32	Fue allí en Jarán donde murió Téraj, cuando tenía doscientos cinco años de edad.
GEN.12.1	El 
GEN.12.2	Te voy a convertir en una nación muy grande; te voy a bendecir, y te haré un hombre muy famoso. ¡Serás de bendición para muchas personas! 
GEN.12.3	A los que te bendigan, yo los bendeciré; pero a quienes te maldigan, yo los maldeciré. ¡Por medio de ti, yo bendeciré a todos los pueblos del mundo!».
GEN.12.4	Tal como el 
GEN.12.5	Cuando Abram salió hacia la región de Canaán se llevó a su esposa Saray, a su sobrino Lot y a toda la gente que había comprado en Jarán. También se llevó todas las cosas y animales que había conseguido. 
GEN.12.6	Abram atravesó toda la región de Canaán hasta que llegó a Siquén, donde está la encina sagrada de Moré. En ese tiempo, los cananeos eran los que vivían en aquella región. 
GEN.12.7	El 
GEN.12.8	Después, Abram salió de aquel lugar y viajó hacia el sur, a la región montañosa que queda entre Betel por el oeste y Hai por el este. Allí estableció su campamento e hizo un altar al 
GEN.12.9	Luego, Abram continuó su viaje hacia el sur, deteniéndose en varios lugares, hasta que llegó a la región del Néguev.
GEN.12.10	En ese tiempo hubo mucha hambre en aquella región; así que Abram se fue a vivir a Egipto. 
GEN.12.11	Cuando ya estaban cerca de Egipto, Abram le dijo a su esposa Saray: «¡Eres una mujer muy hermosa, y 
GEN.12.12	tan pronto te vean los egipcios y sepan que eres mi esposa, me matarán para quedarse contigo! 
GEN.12.13	Pero si dices que eres mi hermana, los egipcios me tratarán bien debido a su interés por ti, y me dejarán con vida».
GEN.12.14	Y así fue. Cuando llegaron a Egipto, todos hablaban de la belleza de Saray. 
GEN.12.15	Los funcionarios del faraón también la vieron. Entonces fueron y le contaron al faraón que aquella mujer era muy hermosa. Luego, la llevaron a vivir al palacio. 
GEN.12.16	Para congraciarse con Saray, el faraón trató muy bien a Abram y le regaló ovejas, vacas, esclavos y esclavas, burros y burras, y camellos.
GEN.12.17	Pero, debido a que el faraón llevó a Saray a su palacio, el 
GEN.12.18	Entonces el faraón mandó a llamar a Abram, y le dijo: «¿Por qué me has hecho esto? ¿Por qué no me dijiste que Saray es tu esposa? 
GEN.12.19	Casi la tomo como esposa, confiado en que dijiste que era tu hermana. ¡Aquí está! ¡Tómala y vete!». 
GEN.12.20	Luego, el faraón ordenó a sus servidores que sacaran de Egipto a Abram y a su esposa, junto con todas sus posesiones.
GEN.13.1	Cuando Abram salió de Egipto con su esposa, con Lot y con todas sus posesiones, se dirigió hacia la región del Néguev. 
GEN.13.2	Abram era muy rico, pues tenía oro, plata y mucho ganado. 
GEN.13.3	Desde el Néguev, Abram avanzó lentamente hasta llegar a Betel. Una vez allí, se dirigió al lugar donde había acampado antes, es decir, entre Betel y Hai. 
GEN.13.4	En ese mismo lugar Abram había construido un altar para invocar el nombre del 
GEN.13.5	También Lot, que iba con Abram, tenía muchas ovejas, vacas y carpas. 
GEN.13.6	De modo que ya no podían vivir juntos, pues el campo no era suficiente para alimentar a tantos animales. 
GEN.13.7	Por eso, había muchas peleas entre los pastores que cuidaban los rebaños de Abram y los que cuidaban los rebaños de Lot. En ese tiempo, los cananeos y los ferezeos todavía vivían en aquella región.
GEN.13.8	Así que un día Abram le dijo a Lot: «Recuerda que tú y yo somos parientes, de modo que no es bueno que haya peleas entre nosotros, ni entre tus pastores y los míos. 
GEN.13.9	Mira, ahí tienes una gran extensión de tierra. Escoge dónde quieres irte a vivir. Si te vas a la región que está a la izquierda, entonces yo me iré a la que está a la derecha; pero si te vas a la derecha, entonces yo me iré a la izquierda».
GEN.13.10	Lot contempló toda la extensa llanura del Jordán, y vio que toda esa región, hasta Zoar, era muy buena para la agricultura, pues tenía mucha agua. Era como el jardín del 
GEN.13.11	De modo que Lot escogió la región que estaba al oriente, es decir, la llanura del Jordán, y se fue a vivir allá. Fue así como Abram y Lot se separaron. 
GEN.13.12	Abram se quedó viviendo en Canaán, mientras que Lot habitó entre las ciudades de la llanura, cerca de la ciudad de Sodoma. 
GEN.13.13	Los habitantes de Sodoma eran muy perversos y ofendían mucho al 
GEN.13.14+GEN.13.15	Después de que Lot se fue, el 
GEN.13.16	Además, tu descendencia será tan numerosa como el polvo de la tierra. De modo que sólo quien sea capaz de contar el polvo de la tierra, podrá contar a tus descendientes. 
GEN.13.17	Ahora, pues, levántate y recorre toda esa región, a lo largo y a lo ancho, porque te la voy a regalar».
GEN.13.18	Así que Abram se fue a vivir junto al bosque de encinas de Mamré, que queda cerca de Hebrón. Allí construyó un altar para el 
GEN.14.1	En esa época, Amrafel era el rey de Sinar, Arioc era el rey de Elasar, Quedorlaómer era el rey de Elam, y Tidal era el rey de Goyim. 
GEN.14.2	Estos reyes se unieron para ir a pelear contra los reyes Bera de Sodoma, Birsá de Gomorra, Sinab de Admá, Semeber de Zeboyín, y contra el rey de Bela, que es el mismo pueblo conocido como Zoar. 
GEN.14.3	Estos cinco últimos reyes reunieron sus ejércitos en el valle de Sidín, que es donde está el Mar Muerto. 
GEN.14.4	Durante doce años habían estado sometidos al rey Quedorlaómer, pero en el año decimotercero decidieron rebelarse contra él.
GEN.14.5	Por eso, al año siguiente, el rey Quedorlaómer y los otros reyes que lo apoyaban fueron a la región de Astarot Carnayin y derrotaron a los refaítas. Luego fueron a Jam y derrotaron a los zuzitas; después fueron a la región de Save Quiriatayin y derrotaron a los emitas. 
GEN.14.6	Por último, pasaron a las montañas de Seír y derrotaron a los horeos, a quienes persiguieron hasta El Parán, que está cerca del desierto. 
GEN.14.7	Ya de regreso, Quedorlaómer y sus compañeros fueron a Enmispat, que también se conoce como Cades. Derrotaron a los amalecitas y conquistaron su territorio; también derrotaron a los amorreos que vivían en Jazezón Tamar.
GEN.14.8+GEN.14.9	Entonces los reyes de Sodoma, Gomorra, Admá Zeboyín y Bela, que es Zoar, fueron al valle de Sidín para pelear contra Quedorlaómer, rey de Elam, y sus aliados, es decir: Tidal, rey de Goyim, Amrafel, rey de Sinar, y Arioc, rey de Elasar. De modo que eran cinco reyes contra cuatro. 
GEN.14.10	Los reyes de Sodoma y Gomorra, al verse derrotados, intentaron huir junto con sus ejércitos, pero cayeron en los pozos de alquitrán que había en el valle de Sidín. Los que lograron salir de allí, se escondieron en la montaña. 
GEN.14.11	Los que ganaron la batalla fueron a las ciudades de Sodoma y Gomorra se llevaron todos los alimentos y artículos de valor que había en ellas. Después emprendieron el regreso a sus países. 
GEN.14.12	Como Lot, el sobrino de Abram, vivía en Sodoma, también se lo llevaron, junto con todo lo que tenía.
GEN.14.13	Uno de los hombres que logró escapar fue hasta donde estaba Abram, el hebreo, y le contó todo lo que había sucedido. Abram estaba viviendo junto al bosque de encinas que pertenecía a Mamré, el amorreo. Mamré era hermano de Escol y de Aner, que eran amigos de Abram. 
GEN.14.14	Cuando Abram oyó que a Lot se lo habían llevado preso, reunió a todos los trescientos dieciocho criados que habían nacido en su casa. Luego, con ellos, salió a perseguir a los que se habían llevado a Lot, y los alcanzó en la ciudad de Dan. 
GEN.14.15	Esperó hasta la noche y los atacó por sorpresa, los derrotó y los persiguió hasta Hobá, que queda al norte de Damasco. 
GEN.14.16	De modo que Abram pudo recuperar todas las cosas que esos hombres se habían robado. También logró liberar a su sobrino Lot y sus posesiones, a las mujeres y a todas las demás personas que habían sido capturadas.
GEN.14.17	Cuando Abram regresaba de derrotar a Quedorlaómer y a sus aliados, el rey de Sodoma salió a recibirlo al valle de Save, conocido también como el valle del Rey.
GEN.14.18	También Melquisedec, que era rey de Salén y sacerdote del Dios Altísimo, le llevó pan y vino. 
GEN.14.19	Luego, Melquisedec bendijo a Abram con estas palabras:
GEN.14.19	«Abram, que el Dios Altísimo, creador del cielo y de la tierra, te bendiga.
GEN.14.20	¡Alabado sea el Dios Altísimo que te permitió derrotar a tus enemigos!».
GEN.14.20	Entonces Abram le entregó a Melquisedec la décima parte de todos los bienes que había recuperado.
GEN.14.21	El rey de Sodoma le dijo a Abram:
GEN.14.21	―Entrégame las personas que liberaste y quédate con todas las cosas que has recuperado.
GEN.14.22+GEN.14.23	Pero Abram le contestó:
GEN.14.22+GEN.14.23	―Le prometí al 
GEN.14.24	No quiero nada para mí. Lo único que acepto de ti son los alimentos que ya comieron mis criados. Pero mis amigos Aner, Escol y Mamré sí tomarán lo que les corresponde.
GEN.15.1	Poco tiempo después, el 
GEN.15.1	―Abram, no tengas miedo, porque yo te protejo, y te voy a dar una recompensa muy grande.
GEN.15.2+GEN.15.3	Pero Abram contestó:
GEN.15.2+GEN.15.3	―Mi 
GEN.15.4	Entonces el 
GEN.15.4	―Vas a tener un hijo, y será él quien se quede con todo lo que tienes. ¡De modo que ningún extraño se quedará con tus bienes!
GEN.15.5	Luego el 
GEN.15.5	―Intenta contar todas las estrellas que hay en el cielo, y verás que no puedes. ¡Pues, así de numerosos serán tus descendientes!
GEN.15.6	Y Abram le creyó al 
GEN.15.7	Y le dijo:
GEN.15.7	―Yo soy el 
GEN.15.8	Pero Abram le respondió:
GEN.15.8	―Mi 
GEN.15.9	Entonces el 
GEN.15.9	―Trae una ternera, una cabra y un carnero, de tres años cada uno. También consigue una tórtola y un pichón de paloma.
GEN.15.10	Abram consiguió estos animales, los partió por la mitad, y puso una mitad frente a la otra. Pero las aves no las partió. 
GEN.15.11	Entonces las aves de rapiña se lanzaban sobre los cuerpos de los animales muertos, pero Abram las espantaba.
GEN.15.12	Al anochecer, Abram se quedó profundamente dormido, y se sintió rodeado de una oscuridad aterradora.
GEN.15.13	Entonces el 
GEN.15.13	―Abram, ten la seguridad de que tus descendientes van a vivir como esclavos en una tierra extraña, y los tratarán mal durante unos cuatrocientos años. 
GEN.15.14	Pero yo castigaré a la nación que los esclavice, y haré que tus descendientes salgan libres y con mucha riqueza. 
GEN.15.15	En cuanto a ti, debes saber que morirás en paz y a una edad muy avanzada. 
GEN.15.16	Después de cuatro generaciones, tus descendientes regresarán a esta tierra. En ese momento será tanta la maldad de los amorreos que viven aquí, que tendré que castigarlos.
GEN.15.17	Cuando el sol se ocultó, y anocheció por completo, Abram vio que por entre los animales muertos se paseaba un horno que echaba humo y una antorcha encendida. 
GEN.15.18	Ese día el 
GEN.15.18	―A tus descendientes les voy a dar toda la tierra que va desde el río de Egipto hasta el gran río, es decir, el río Éufrates. 
GEN.15.19+GEN.15.20+GEN.15.21	Esta tierra es la que habitan actualmente los quenitas, los quenizitas, los cadmoneos, los hititas, los ferezeos, los refaítas, los amorreos, los cananeos, los gergeseos y los jebuseos.
GEN.16.1	Saray, la esposa de Abram, no había podido tener hijos. Pero como tenía una esclava egipcia llamada Agar, 
GEN.16.2+GEN.16.3	Saray la tomó y se la llevó a Abram para que durmiera con ella. Saray le dijo a Abram:
GEN.16.2+GEN.16.3	―Como el 
GEN.16.2+GEN.16.3	Abram estuvo de acuerdo con lo que le propuso Saray. Esto ocurrió cuando ya llevaban diez años viviendo en Canaán.
GEN.16.4	Así que Abram se acostó con Agar, y ella quedó embarazada. Cuando Agar supo que estaba embarazada, comenzó a portarse mal con Saray, su dueña. 
