GEN.1.1	En el principio creó Dios los cielos y la tierra. 
GEN.10.17	al heveo, al araceo, al sineo, 
GEN.10.18	al arvadeo, al zemareo y al hamateo; y después se dispersaron las familias de los cananeos. 
GEN.10.19	Y fue el territorio de los cananeos desde Sidón, en dirección a Gerar, hasta Gaza; y en dirección de Sodoma, Gomorra, Adma y Zeboim, hasta Lasa. 
GEN.10.20	Éstos son los hijos de Cam por sus familias, por sus lenguas, en sus tierras, en sus naciones.
GEN.10.21	También le nacieron hijos a Sem, padre de todos los hijos de Heber, y hermano mayor de Jafet. 
GEN.10.22	Los hijos de Sem fueron Elam, Asur, Arfaxad, Lud y Aram. 
GEN.10.23	Y los hijos de Aram: Uz, Hul, Geter y Mas. 
GEN.10.24	Arfaxad engendró a Sala, y Sala engendró a Heber. 
GEN.10.25	Y a Heber nacieron dos hijos: el nombre del uno fue Peleg,
GEN.10.26	Y Joctán engendró a Almodad, Selef, Hazar-mavet, Jera, 
GEN.10.27	Adoram, Uzal, Dicla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofir, Havila y Jobab; todos estos fueron hijos de Joctán. 
GEN.10.30	Y la tierra en que habitaron fue desde Mesa en dirección de Sefar, hasta la región montañosa del oriente. 
GEN.10.31	Éstos fueron los hijos de Sem por sus familias, por sus lenguas, en sus tierras, en sus naciones. 
GEN.10.32	Éstas son las familias de los hijos de Noé por sus descendencias, en sus naciones; y de éstos se esparcieron las naciones en la tierra después del diluvio.
GEN.11.1	Tenía entonces toda la tierra una sola lengua y unas mismas palabras. 
GEN.11.2	Y aconteció que cuando salieron de oriente, hallaron una llanura en la tierra de Sinar, y se establecieron allí. 
GEN.11.3	Y se dijeron unos a otros: Vamos, hagamos ladrillo y cozámoslo con fuego. Y les sirvió el ladrillo en lugar de piedra, y el asfalto en lugar de mezcla. 
GEN.11.4	Y dijeron: Vamos, edifiquémonos una ciudad y una torre, cuya cúspide llegue al cielo; y hagámonos un nombre, por si fuéremos esparcidos sobre la faz de toda la tierra. 
GEN.11.5	Y descendió Jehová para ver la ciudad y la torre que edificaban los hijos de los hombres. 
GEN.11.6	Y dijo Jehová: He aquí el pueblo es uno, y todos estos tienen un solo lenguaje; y han comenzado la obra, y nada les hará desistir ahora de lo que han pensado hacer. 
GEN.11.7	Ahora, pues, descendamos, y confundamos allí su lengua, para que ninguno entienda el habla de su compañero. 
GEN.11.8	Así los esparció Jehová desde allí sobre la faz de toda la tierra, y dejaron de edificar la ciudad. 
GEN.11.9	Por esto fue llamado el nombre de ella Babel, porque allí confundió
GEN.11.10	Éstas son las generaciones de Sem: Sem, de edad de cien años, engendró a Arfaxad, dos años después del diluvio. 
GEN.11.11	Y vivió Sem, después que engendró a Arfaxad, quinientos años, y engendró hijos e hijas. 
GEN.11.12	Arfaxad vivió treinta y cinco años, y engendró a Sala. 
GEN.11.13	Y vivió Arfaxad, después que engendró a Sala, cuatrocientos tres años, y engendró hijos e hijas. 
GEN.11.14	Sala vivió treinta años, y engendró a Heber. 
GEN.11.15	Y vivió Sala, después que engendró a Heber, cuatrocientos tres años, y engendró hijos e hijas. 
GEN.11.16	Heber vivió treinta y cuatro años, y engendró a Peleg. 
GEN.11.17	Y vivió Heber, después que engendró a Peleg, cuatrocientos treinta años, y engendró hijos e hijas. 
GEN.11.18	Peleg vivió treinta años, y engendró a Reu. 
GEN.11.19	Y vivió Peleg, después que engendró a Reu, doscientos nueve años, y engendró hijos e hijas. 
GEN.11.20	Reu vivió treinta y dos años, y engendró a Serug. 
GEN.11.21	Y vivió Reu, después que engendró a Serug, doscientos siete años, y engendró hijos e hijas. 
GEN.11.22	Serug vivió treinta años, y engendró a Nacor. 
GEN.11.23	Y vivió Serug, después que engendró a Nacor, doscientos años, y engendró hijos e hijas. 
GEN.11.24	Nacor vivió veintinueve años, y engendró a Taré. 
GEN.11.25	Y vivió Nacor, después que engendró a Taré, ciento diecinueve años, y engendró hijos e hijas. 
GEN.11.26	Taré vivió setenta años, y engendró a Abram, a Nacor y a Harán.
GEN.11.27	Éstas son las generaciones de Taré: Taré engendró a Abram, a Nacor y a Harán; y Harán engendró a Lot. 
GEN.11.28	Y murió Harán antes que su padre Taré en la tierra de su nacimiento, en Ur de los caldeos. 
GEN.11.29	Y tomaron Abram y Nacor para sí mujeres; el nombre de la mujer de Abram era Sarai, y el nombre de la mujer de Nacor, Milca, hija de Harán, padre de Milca y de Isca. 
GEN.11.30	Mas Sarai era estéril, y no tenía hijo. 
GEN.11.31	Y tomó Taré a Abram su hijo, y a Lot hijo de Harán, hijo de su hijo, y a Sarai su nuera, mujer de Abram su hijo, y salió con ellos de Ur de los caldeos, para ir a la tierra de Canaán; y vinieron hasta Harán, y se quedaron allí. 
GEN.11.32	Y fueron los días de Taré doscientos cinco años; y murió Taré en Harán.
GEN.12.1	Pero Jehová había dicho a Abram: Vete de tu tierra y de tu parentela, y de la casa de tu padre, a la tierra que te mostraré.
GEN.12.2	Y haré de ti una nación grande, y te bendeciré, y engrandeceré tu nombre, y serás bendición. 
GEN.12.3	Bendeciré a los que te bendijeren, y a los que te maldijeren maldeciré; y serán benditas en ti todas las familias de la tierra.
GEN.12.4	Y se fue Abram, como Jehová le dijo; y Lot fue con él. Y era Abram de edad de setenta y cinco años cuando salió de Harán. 
GEN.12.5	Tomó, pues, Abram a Sarai su mujer, y a Lot hijo de su hermano, y todos sus bienes que habían ganado y las personas que habían adquirido en Harán, y salieron para ir a tierra de Canaán; y a tierra de Canaán llegaron.
GEN.12.6	Y pasó Abram por aquella tierra hasta el lugar de Siquem, hasta el encino de More; y el cananeo estaba entonces en la tierra. 
GEN.12.7	Y apareció Jehová a Abram, y le dijo: A tu descendencia daré esta tierra.
GEN.12.8	Luego se pasó de allí a un monte al oriente de Bet-el, y plantó su tienda, teniendo a Bet-el al occidente y Hai al oriente; y edificó allí altar a Jehová, e invocó el nombre de Jehová. 
GEN.12.9	Y Abram partió de allí, caminando y yendo hacia el Neguev.
GEN.12.10	Hubo entonces hambre en la tierra, y descendió Abram a Egipto para morar allá; porque era grande el hambre en la tierra. 
GEN.12.11	Y aconteció que cuando estaba para entrar en Egipto, dijo a Sarai su mujer: He aquí, ahora conozco que eres mujer de hermoso aspecto; 
GEN.12.12	y cuando te vean los egipcios, dirán: Su mujer es; y me matarán a mí, y a ti te reservarán la vida. 
GEN.12.13	Ahora, pues, di que eres mi hermana,
GEN.12.14	Y aconteció que cuando entró Abram en Egipto, los egipcios vieron que la mujer era hermosa en gran manera. 
GEN.12.15	También la vieron los príncipes de Faraón, y la alabaron delante de él; y fue llevada la mujer a casa de Faraón. 
GEN.12.16	E hizo bien a Abram por causa de ella; y él tuvo ovejas, vacas, asnos, siervos, criadas, asnas y camellos. 
GEN.12.17	Mas Jehová hirió a Faraón y a su casa con grandes plagas, por causa de Sarai mujer de Abram. 
GEN.12.18	Entonces Faraón llamó a Abram, y le dijo: ¿Qué es esto que has hecho conmigo? ¿Por qué no me declaraste que era tu mujer? 
GEN.12.19	¿Por qué dijiste: Es mi hermana, poniéndome en ocasión de tomarla para mí por mujer? Ahora, pues, he aquí tu mujer; tómala, y vete. 
GEN.12.20	Entonces Faraón dio orden a su gente acerca de Abram; y le acompañaron, y a su mujer, con todo lo que tenía.
GEN.13.1	Subió, pues, Abram de Egipto hacia el Neguev, él y su mujer, con todo lo que tenía, y con él Lot. 
GEN.13.2	Y Abram era riquísimo en ganado, en plata y en oro. 
GEN.13.3	Y volvió por sus jornadas desde el Neguev hacia Bet-el, hasta el lugar donde había estado antes su tienda entre Bet-el y Hai, 
GEN.13.4	al lugar del altar que había hecho allí antes; e invocó allí Abram el nombre de Jehová.
GEN.13.5	También Lot, que andaba con Abram, tenía ovejas, vacas y tiendas. 
GEN.13.6	Y la tierra no era suficiente para que habitasen juntos, pues sus posesiones eran muchas, y no podían morar en un mismo lugar. 
GEN.13.7	Y hubo contienda entre los pastores del ganado de Abram y los pastores del ganado de Lot; y el cananeo y el ferezeo habitaban entonces en la tierra. 
GEN.13.8	Entonces Abram dijo a Lot: No haya ahora altercado entre nosotros dos, entre mis pastores y los tuyos, porque somos hermanos. 
GEN.13.9	¿No está toda la tierra delante de ti? Yo te ruego que te apartes de mí. Si fueres a la mano izquierda, yo iré a la derecha; y si tú a la derecha, yo iré a la izquierda. 
GEN.13.10	Y alzó Lot sus ojos, y vio toda la llanura del Jordán, que toda ella era de riego, como el huerto de Jehová,
GEN.13.11	Entonces Lot escogió para sí toda la llanura del Jordán; y se fue Lot hacia el oriente, y se apartaron el uno del otro. 
GEN.13.12	Abram acampó en la tierra de Canaán, en tanto que Lot habitó en las ciudades de la llanura, y fue poniendo sus tiendas hasta Sodoma. 
GEN.13.13	Mas los hombres de Sodoma eran malos y pecadores contra Jehová en gran manera.
GEN.13.14	Y Jehová dijo a Abram, después que Lot se apartó de él: Alza ahora tus ojos, y mira desde el lugar donde estás hacia el norte y el sur, y al oriente y al occidente. 
GEN.13.15	Porque toda la tierra que ves, la daré a ti y a tu descendencia para siempre.
GEN.13.16	Y haré tu descendencia como el polvo de la tierra; que si alguno puede contar el polvo de la tierra, también tu descendencia será contada. 
GEN.13.17	Levántate, ve por la tierra a lo largo de ella y a su ancho; porque a ti la daré. 
GEN.13.18	Abram, pues, removiendo su tienda, vino y moró en el encinar de Mamre, que está en Hebrón, y edificó allí altar a Jehová.
GEN.14.1	Aconteció en los días de Amrafel rey de Sinar, Arioc rey de Elasar, Quedorlaomer rey de Elam, y Tidal rey de Goim, 
GEN.14.2	que éstos hicieron guerra contra Bera rey de Sodoma, contra Birsa rey de Gomorra, contra Sinab rey de Adma, contra Semeber rey de Zeboim, y contra el rey de Bela, la cual es Zoar. 
GEN.14.3	Todos estos se juntaron en el valle de Sidim, que es el Mar Salado. 
GEN.14.4	Doce años habían servido a Quedorlaomer, y en el decimotercero se rebelaron. 
GEN.14.5	Y en el año decimocuarto vino Quedorlaomer, y los reyes que estaban de su parte, y derrotaron a los refaítas en Astarot Karnaim, a los zuzitas en Ham, a los emitas en Save-quiriataim, 
GEN.14.6	y a los horeos en el monte de Seir, hasta la llanura de Parán, que está junto al desierto. 
GEN.14.7	Y volvieron y vinieron a En-mispat, que es Cades, y devastaron todo el país de los amalecitas, y también al amorreo que habitaba en Hazezontamar. 
GEN.14.8	Y salieron el rey de Sodoma, el rey de Gomorra, el rey de Adma, el rey de Zeboim y el rey de Bela, que es Zoar, y ordenaron contra ellos batalla en el valle de Sidim; 
GEN.14.9	esto es, contra Quedorlaomer rey de Elam, Tidal rey de Goim, Amrafel rey de Sinar, y Arioc rey de Elasar; cuatro reyes contra cinco. 
GEN.14.10	Y el valle de Sidim estaba lleno de pozos de asfalto; y cuando huyeron el rey de Sodoma y el de Gomorra, algunos cayeron allí; y los demás huyeron al monte. 
GEN.14.11	Y tomaron toda la riqueza de Sodoma y de Gomorra, y todas sus provisiones, y se fueron. 
GEN.14.12	Tomaron también a Lot, hijo del hermano de Abram, que moraba en Sodoma, y sus bienes, y se fueron.
GEN.14.13	Y vino uno de los que escaparon, y lo anunció a Abram el hebreo, que habitaba en el encinar de Mamre el amorreo, hermano de Escol y hermano de Aner, los cuales eran aliados de Abram. 
GEN.14.14	Oyó Abram que su pariente estaba prisionero, y armó a sus criados, los nacidos en su casa, trescientos dieciocho, y los siguió hasta Dan. 
GEN.14.15	Y cayó sobre ellos de noche, él y sus siervos, y les atacó, y les fue siguiendo hasta Hoba al norte de Damasco. 
GEN.14.16	Y recobró todos los bienes, y también a Lot su pariente y sus bienes, y a las mujeres y demás gente.
GEN.14.17	Cuando volvía de la derrota de Quedorlaomer y de los reyes que con él estaban, salió el rey de Sodoma a recibirlo al valle de Save, que es el Valle del Rey. 
GEN.14.18	Entonces Melquisedec,
GEN.14.19	y le bendijo, diciendo: Bendito sea Abram del Dios Altísimo, creador de los cielos y de la tierra; 
GEN.14.20	y bendito sea el Dios Altísimo, que entregó tus enemigos en tu mano. Y le dio Abram los diezmos de todo. 
GEN.14.21	Entonces el rey de Sodoma dijo a Abram: Dame las personas, y toma para ti los bienes. 
GEN.14.22	Y respondió Abram al rey de Sodoma: He alzado mi mano a Jehová Dios Altísimo, creador de los cielos y de la tierra, 
GEN.14.23	que desde un hilo hasta una correa de calzado, nada tomaré de todo lo que es tuyo, para que no digas: Yo enriquecí a Abram; 
GEN.14.24	excepto solamente lo que comieron los jóvenes, y la parte de los varones que fueron conmigo, Aner, Escol y Mamre, los cuales tomarán su parte.
GEN.15.1	Después de estas cosas vino la palabra de Jehová a Abram en visión, diciendo: No temas, Abram; yo soy tu escudo, y tu galardón será sobremanera grande. 
GEN.15.2	Y respondió Abram: Señor Jehová, ¿qué me darás, siendo así que ando sin hijo, y el mayordomo de mi casa es ese damasceno Eliezer? 
GEN.15.3	Dijo también Abram: Mira que no me has dado prole, y he aquí que será mi heredero un esclavo nacido en mi casa. 
GEN.15.4	Luego vino a él palabra de Jehová, diciendo: No te heredará éste, sino un hijo tuyo será el que te heredará. 
GEN.15.5	Y lo llevó fuera, y le dijo: Mira ahora los cielos, y cuenta las estrellas, si las puedes contar. Y le dijo: Así será tu descendencia.
GEN.15.6	Y creyó a Jehová, y le fue contado por justicia.
GEN.15.7	Y le dijo: Yo soy Jehová, que te saqué de Ur de los caldeos, para darte a heredar esta tierra. 
GEN.15.8	Y él respondió: Señor Jehová, ¿en qué conoceré que la he de heredar? 
GEN.15.9	Y le dijo: Tráeme una becerra de tres años, y una cabra de tres años, y un carnero de tres años, una tórtola también, y un palomino. 
GEN.15.10	Y tomó él todo esto, y los partió por la mitad, y puso cada mitad una enfrente de la otra; mas no partió las aves. 
GEN.15.11	Y descendían aves de rapiña sobre los cuerpos muertos, y Abram las ahuyentaba. 
GEN.15.12	Mas a la caída del sol sobrecogió el sueño a Abram, y he aquí que el temor de una grande oscuridad cayó sobre él. 
GEN.15.13	Entonces Jehová dijo a Abram: Ten por cierto que tu descendencia morará en tierra ajena, y será esclava allí, y será oprimida cuatrocientos años.
GEN.15.14	Mas también a la nación a la cual servirán, juzgaré yo; y después de esto saldrán con gran riqueza.
GEN.15.15	Y tú vendrás a tus padres en paz, y serás sepultado en buena vejez. 
GEN.15.16	Y en la cuarta generación volverán acá; porque aún no ha llegado a su colmo la maldad del amorreo hasta aquí. 
GEN.15.17	Y sucedió que puesto el sol, y ya oscurecido, se veía un horno humeando, y una antorcha de fuego que pasaba por entre los animales divididos. 
GEN.15.18	En aquel día hizo Jehová un pacto con Abram, diciendo: A tu descendencia daré esta tierra,
GEN.15.19	la tierra de los ceneos, los cenezeos, los cadmoneos, 
GEN.15.20	los heteos, los ferezeos, los refaítas, 
GEN.15.21	los amorreos, los cananeos, los gergeseos y los jebuseos.
GEN.16.1	Sarai mujer de Abram no le daba hijos; y ella tenía una sierva egipcia, que se llamaba Agar. 
GEN.16.2	Dijo entonces Sarai a Abram: Ya ves que Jehová me ha hecho estéril; te ruego, pues, que te llegues a mi sierva; quizá tendré hijos de ella. Y atendió Abram al ruego de Sarai. 
