MAT.1.1	Yisu †Kilisi ndê apai si ŋadênaŋ dindec. Iŋ sa akêŋ Dawid ndê, ma Dawid sa akêŋ Abraham ndê.
MAT.5.32	Tigeŋ aö wasôm têŋ mac, bu yom tigeŋ yêc bu ŋgac hu iŋ nawhê siŋ, naŋ awhê dau kôm mêtê mockaiŋ-ŋga whiŋ ŋgac daŋ. Ŋgac daŋ bu hu nawhê siŋ ŋambwa, naŋ kôm iŋ ti awhê mockaiŋ-ŋga. Ma ŋgac wakuc daŋ bu nem awhê dau, naŋ kôm mêtê mockaiŋ-ŋga
MAT.5.33	“Mac aŋyalê yom daŋ tiyham naŋ Anötö kêŋ têŋ abaŋi bocdec bu, ‘
MAT.5.34+MAT.5.35	Magoc aö wasôm têŋ mac, bu asôm yom daŋ tu apuc nem yom dôŋ-ŋga dom. Asôm yom pi undambê me pi nom tu bu apuc nem yom dôŋ-ŋga dom, ŋahu bu Anötö iŋ undambê ti nom ŋadau. Ma asôm yom pi Jerusalem dom, bu Anötö kêyaliŋ malac dau sa ti iŋ ndê kiŋ atu ndê malac. 
MAT.5.36	Ma asôm yom pi nem ŋagôlôŋ dom, bu mac atôm dom bu akôm nem kêclauŋ daŋ tisêp me tiyec. 
MAT.5.37	Asa bu lôc bu kôm gêŋ daŋ, naŋ sôm ‘Aêc, aö wakôm,’ ma bu kôm dom goc sôm, ‘Mba, aö wakôm dom.’ Yom ŋatô bocke naŋ mac asôm tu apuc yom dau dôŋ-ŋga, naŋ meŋ akêŋ Sadaŋ ndê.”
MAT.5.38	“Ma mac aŋyalê yom naŋ Moses to bocdec bu, ‘
MAT.5.39	Tigeŋ aö wasôm têŋ mac bu akôm mêtê sac ô mêtê sac naŋ lau sêkôm têŋ mac, naŋ dom. Daŋ bu tap am sip alim andô daŋga, naŋ kêŋ daŋga bu iŋ ndic whiŋ. 
MAT.5.40	Ma ŋgac daŋ bu wê am têŋ lau sêmatôc yom-ŋga, ma iŋ tac whiŋ bu am nemlhi iŋ ŋa am nem gêŋ sauŋ daŋ, goc kêŋ nem gêŋ atu têŋ iŋ whiŋ. 
MAT.5.41	Ma lau †Rom-ŋga si ŋgac siŋ-ŋga daŋ bu kac yom am bu hoŋ iŋ ndê wapa seŋ ŋasawa apê, goc hoŋ wapa dau êmsêlêŋ seŋ ŋasawa baliŋ whiŋ iŋ ndi. 
MAT.5.42	Êmgamiŋ nem gêŋ têŋ lau naŋ sêteŋ gêŋ têŋ am, naŋ dom, ma daŋ bu ndac am bu nem iŋ sa ŋa gêŋ daŋ, naŋ puc dômwêm iŋ dom.”
MAT.5.43	“Ma mac aŋyalê yom naŋ Moses to bocdec bu, ‘
MAT.5.44	Tigeŋ aö wasôm têŋ mac bu atac whiŋ nem ŋacyo, ma ateŋ mbec tu lau naŋ sêkêŋ kisa mac-ŋga. 
MAT.5.45	Mac bu akôm boc-dinaŋ, goc Damam undambê-ŋga oc sam mac bu iŋ atui awhê ma ŋgac. Iŋ dau kêŋ ndê ac pi pô lau sac ti lau ŋayham, ma kêŋ u gic lau gitêŋ ti lau naŋ sêsa lêŋ giso. 
MAT.5.46	Lau sac ma lau naŋ sêkôc takis-ŋga atac whiŋ lau naŋ atac whiŋ ŋac, ma sêtec lau naŋ sêtec ŋac. Mac bu aŋkuc ŋac si mêtê, dec tu sake-ŋga Anötö oc lic mac ŋayham? 
MAT.5.47	Lau sambuc sêtoc dau si asidôwai sa, magoc sêtec lau ŋatô. Bocdinaŋ mac bu atoc nem asidôwai tawasê sa, dec tu sake-ŋga Anötö oc lic mac ŋayham hôc gêlêc lau sambuc? 
MAT.5.48	Akôc gauc pi yom hoŋ dinaŋ, ma akôm mêtê solop eŋ, tôm Damam undambê-ŋga ndê mêtê.”
MAT.6.1	Ma Yisu gic têku yom ma sôm, “Ayob daôm bu akôm nem sakiŋ anem akiŋ Anötö-ŋga tu bu lau sêlic e sêmpiŋ mac-ŋga dom. Mac bu akôm tu bu lau sêmpiŋ mac-ŋga, oc atap nem ŋaôli daŋ sa yêc Damam undambê-ŋga dom.”
MAT.6.2	“Bocdinaŋ têŋ ndoc am bu nem lau ŋalôm sawa sa, naŋ goc sêc gêŋ dau ahuc. Ndic dahuc taŋ bu kêŋ puc lau dom. †Lau sêtim yom lau-ŋga naŋ sêtoc dau sa, naŋ sêkôm bocdinaŋ yêc lôm wê-ŋga ti malac lôm, bu lau sêlic e sêmpiŋ ŋac. Yomandô aö wasôm têŋ mac bu lau si sêmpiŋ ŋac, dinaŋ ti ŋac si ŋaôli sambuc naŋ sêkôc sa su. 
MAT.6.3	Tigeŋ têŋ ndoc am bu kêŋ gêŋ têŋ lau ŋalôm sawa, naŋ siŋ ma kêŋ gelec têŋ ŋac, ma yob bu lau daŋ sêŋgô ŋayom dom. 
MAT.6.4	Bocdinaŋ am nem mêtê kôm yác lau-ŋga oc yêc siŋ dau. Ma Damam naŋ gêlic gêŋ naŋ yêc siŋ, naŋ oc kêŋ ŋaôli têŋ am.”
MAT.6.5	“Ma têŋ ndoc am bu teŋ mbec, naŋ teŋ tôm lau sêtim yom lau-ŋga dom. Ŋac atac whiŋ bu sêteŋ mbec sêlhac lôm wê-ŋga ti seŋ ŋamakê, tu bu lau sêlic ma sêmpiŋ ŋac-ŋga. Yomandô aö wasôm têŋ mac bu lau si sêmpiŋ ŋac, dinaŋ ti ŋac si ŋaôli sambuc naŋ sêkôc sa su. 
MAT.6.6	Têŋ têm am bu teŋ mbec, naŋ goc sôc nem andu ŋalôm ma sêc gatam ahuc, ma teŋ mbec têŋ Damam yêc malam naŋ lau daŋ sêlic dom. Ma Damam naŋ kêyalê gêŋ naŋ yêc siŋ dau, naŋ oc kêŋ ŋaôli têŋ am.
MAT.6.7	“Ma têŋ têm mac bu ateŋ mbec, naŋ ateŋ mbec baliŋ tôm lau sambuc dom. Ŋac gauc gêm bu mbec dau oc ŋandô sa tu ŋac si yom ŋalhô daêsam-ŋga. 
MAT.6.8	Aŋkuc ŋac si gêbôm dom, bu Damam kêyalê gwanaŋ su, gêŋ naŋ mac apônda.
MAT.6.9	Bocdinaŋ ateŋ mbec bocdec bu:
MAT.6.9	Damaŋ, am naŋ mbo undambê. Am nem ŋaê lau sênem dabuŋ maŋ.
MAT.6.10	Mweŋ ti lau hoŋ si Pômdau. Kêŋ lau daŋga wambu nem yom ŋapep yêc nom, gitôm yêc undambê.
MAT.6.11	Kêŋ yac mba gö têŋ ac dindec.
MAT.6.12	Suc yac mba sac ŋatôp kwi, tôm yac asuc lau naŋ sêkôm sac têŋ yac, naŋ si sac ŋatôp kwi.
MAT.6.13	Yob yac têŋ lêtôm bu tap yac sa dom, ma têŋ ŋgac sac Sadaŋ bu kôm yac ŋayom dom.
MAT.6.14	Mac bu asuc lau naŋ sêkôm sac têŋ mac, naŋ si sac kwi, goc Damam undambê-ŋga oc suc mac nem kwi bocdinaŋ. 
MAT.6.15	Magoc mac bu asuc lau si sac kwi dom, dec Damam oc suc mac nem kwi dom bocdinaŋ.”
MAT.6.16	“Ma têŋ têm mac bu ahu gêŋ daneŋ-ŋga siŋ tu anem akiŋ Anötö-ŋga, naŋ akôm aŋôm andô masiŋ-masiŋ tôm lau sêtim yom lau-ŋga sêkôm, naŋ dom. Lau dinaŋ sêkôm aŋgô andô tisac, bu lau sêlic ma sêŋyalê bu ŋac sêhu gêŋ daneŋ-ŋga siŋ ma tu dinaŋ-ŋga sêmpiŋ ŋac. Yomandô aö wasôm têŋ mac bu lau si sêmpiŋ ŋac, dinaŋ ti ŋac si ŋaôli sambuc naŋ sêkôc sa su. 
MAT.6.17	Bocdinaŋ têŋ têm mac ahu gêŋ daneŋ-ŋga siŋ tu anem akiŋ Anötö-ŋga, naŋ aliŋ bu ma amasaŋ daôm ŋapep. 
MAT.6.18	Ma ŋalêŋ dinaŋ lau daŋ oc sêŋyalê dom bu mac ahu gêŋ daneŋ-ŋga siŋ. Tigeŋ mac nem Damam naŋ mbo siŋ dau, naŋ kêyalê gêŋ hoŋ naŋ yêc siŋ dau, ma bocdinaŋ oc kêŋ nem ŋaôli têŋ mac.”
MAT.6.19	Ma Yisu sôm, “Andic nem awa ti wapa sa lhac nom dom, bu sop oc neŋ, ma u oc nôm gêŋ dau tibalê, ma lau kaŋ oc sênem kaŋ sa. 
MAT.6.20	Apo gêŋ undambê-ŋga sa ti nem awa ŋandô, ma sop ti u oc seŋ su dom, ma gitôm dom bu lau kaŋ sêsôc sêndi bu sênem kaŋ. 
MAT.6.21	Aö gasôm yom dinaŋ, ŋahu bu gameŋ bocke naŋ mac nem awa yêc, naŋ mac nem ŋalôm ti gauc oc sap dôŋ ŋapaŋ.”
MAT.6.22	“Ŋamalac si tandô gitôm ya ŋawê naŋ tôc seŋ têŋ ŋac. Bocdinaŋ mac nem tanôm bu wê mac asa lêŋ ŋayham, goc mac nem ŋamlic ŋagêŋ hoŋ oc yêc ŋawê ŋalôm eŋ. 
MAT.6.23	Magoc tanôm bu wê mac asa lêŋ sac-ŋga, goc mac gacgeŋ ambo ŋasec ŋalôm. Bocdinaŋ mac bu gauc nem bu ambo ŋawê ŋalôm, magoc asa lêŋ ŋasec-ŋga, naŋ dec ŋasec gêm mac ahuc sambuc.”
MAT.6.24	“Ŋamalac daŋ gitôm dom bu nem akiŋ ŋadau lu, bu iŋ oc tec daŋ, ma atac whiŋ daŋ, me sap daŋ dôŋ ma pu daŋ. Ma mac bocdinaŋ, gitôm dom bu mac atoc Anötö ma awa nom-ŋga lu-lu sa ti mac nem ŋadau.”
MAT.6.25	“Tu dinaŋ-ŋga dec ahêgo daôm dom tu gêŋ aneŋ-ŋga ti anôm-ŋga, me tu ŋakwê asôc-ŋga. Anötö kêŋ mac ambo tamli, ma gêŋ dinaŋ iŋ gêŋ atu. Gêŋ daneŋ-ŋga iŋ gêŋ atu dom. Ma Anötö kêŋ mac nem ŋamlic ŋagêŋ hoŋ, ma gêŋ dinaŋ iŋ gêŋ atu. Ŋakwê asôc-ŋga iŋ gêŋ atu dom.
MAT.6.26	“Akôc gauc pi mbac. Ŋac sêsô gêŋ dom, sêhoŋ gêŋ ŋandô ma sic sa sôc andu gêŋ ŋandô-ŋga dom. Tigeŋ Damam undambê-ŋga gôlôm ŋac. Ma iŋ tac whiŋ mac ŋamalac hôc gêlêc mbac hoŋ su. 
MAT.6.27	Ma mac nem asa bu hêgo dau, dec oc tôm bu ndic têku ndê têm mbo tali-ŋga?
MAT.6.28	“Tu sake-ŋga mac nem ŋalôm ŋawapac tu ŋakwê asôc-ŋga? Akôc gauc pi ŋaola ŋayham naŋ sêpo sêlhac kwaŋ ŋalôm, naŋ sêkôm gweleŋ ti sêmasaŋ ŋakwê dom. 
MAT.6.29	Tigeŋ aö wasôm têŋ mac bu Kiŋ Solomon iŋ sôc ŋakwê ŋayham andô, magoc iŋ ndê gôlôŋ ti ŋawasi hôc gêlêc ŋaola dinaŋ daŋ su dom. 
MAT.6.30	O mac lau naŋ akêŋ whiŋ gwalec, aŋgô! Kwaŋ ti ŋaola nom-ŋg a sêlhac bêc daêsam dom, ma lau oc sêkêŋ ya neŋ su. Magoc Anötö kêŋ gêŋ dau ti ŋadalô ŋayham, ma yob ŋapep. Ma bocdinaŋ aŋyalê bu yom ŋandô, iŋ oc yob mac, ma kêŋ ŋakwê têŋ mac whiŋ. 
MAT.6.31	Bocdinaŋ ahêgo daôm dom ma asôm bu ‘Daneŋ sake?’ me ‘Danôm sake?’ me ‘Dasôc ŋakwê bocke?’ lec dom. 
MAT.6.32	Lau sambuc naŋ sêŋyalê Anötö dom, naŋ sêhêgo dau tu gêŋ hoŋ dinaŋ-ŋga, tigeŋ Damam undambê-ŋga kêyalê su bu mac apônda gêŋ hoŋ dinaŋ. 
MAT.6.33	Gêŋ ŋamata-ŋga akôm ŋaŋga bu atap malam sa yêc Anötö ndê gôliŋ ŋapu, ma bu asa iŋ ndê lêŋ gitêŋ. Ma iŋ oc yob mac tu gêŋ nom-ŋga-ŋga whiŋ.
MAT.6.34	“Bocdinaŋ ambo ti nem ŋalôm ŋawapac tu gêŋ laŋsê-ŋga dom. Ahu siŋ yêc e laŋsê dau hôc asê. Ŋawapac bêc tigeŋ-ŋga naŋ gitôm bêc tigeŋ dinaŋ.”
MAT.7.1	Ma Yisu sôm, “Alic lau sac ŋambwa tu ŋac si lêŋ ti sakiŋ-ŋga dom, dec Anötö oc lic mac sac tu nem-ŋga dom. 
MAT.7.2	Bu Anötö oc êŋsahê mac tôm mac aŋsahê lau, ma nem dôhôŋ mac nem lêŋ ti sakiŋ tôm dôhôŋ naŋ mac am dôhôŋ lau si.
MAT.7.3	“Tu sake-ŋga am hêgo daôm tu gêŋ golop sauŋ naŋ yêc nem asidôwa tandô, tigeŋ gêŋ golop atu naŋ yêc am daôm tanôm, naŋ gêlic apu? 
MAT.7.4	Ma bocke am sôm têŋ nem asidôwa, ‘Aö bu wakôc gêŋ golop naŋ yêc am tanôm, naŋ sa.’ Tigeŋ gêŋ golop atu pôc daôm nem tanôm ahuc? 
MAT.7.5	Am ŋgac tim yom lau-ŋga! Kôc gêŋ golop atu sa yêc daôm tanôm muŋ e tanôm ŋawa sa, naŋ goc kôc gêŋ golop sauŋ dinaŋ sa yêc nem asidôwa tandô.”
MAT.7.6	“Akêŋ gêŋ dabuŋ têŋ giam dom, b u oc sêkac dau kwi ma sêseŋ mac. Ma ambaliŋ nem gôlôŋ ŋayham têŋ bôc dom, bu oc sêkwê popoc.”
MAT.7.7	“Ateŋ gêŋ têŋ Anötö, dec oc akôc ŋandô, aŋsalê iŋ ti ndê lêŋ, ma oc atap sa, ma bu amati gatam oc lêc su têŋ mac. 
MAT.7.8	Bu Anötö kêŋ gêŋ têŋ lau hoŋ naŋ sêndac iŋ, ma lau hoŋ naŋ sêŋsalê iŋ ti ndê lêŋ, naŋ oc sêtap sa, ma ŋac naŋ sêmati gatam naŋ oc lêc su têŋ ŋac.
MAT.7.9	“Mac dambai aŋgô! Nem balê daŋ bu teŋ gö têŋ am, dec am oc kêŋ hoc têŋ iŋ, a? 
MAT.7.10	Ma bu teŋ i oc kêŋ mboc sac têŋ iŋ, a? 
MAT.7.11	Mba! Mac lau sac, tigeŋ atoc nem balêkoc sa ŋa gêŋ ŋayham. Magoc Damam naŋ mbo undambê iŋ gitêŋ eŋ, ma oc kêŋ gêŋ ŋayham-ŋayham eŋ têŋ lau naŋ sêteŋ iŋ. 
MAT.7.12	Akôm mêtê ŋayham têŋ lau hoŋ, gitôm mêtê ŋayham naŋ mac atac whiŋ bu sêkôm têŋ mac. Yom hoŋ naŋ Moses ti lau propet sêto, naŋ hêganôŋ yac dakôm mêtê ŋayham bocdinaŋ.”
MAT.7.13	“Aŋsahê ŋaŋga bu atap gameŋ andöc tamli ŋapaŋ-ŋga sa, magoc aŋyalê bu gatam gameŋ dinaŋ-ŋga iŋ gatam sauŋ. Bu gameŋ andiŋam-ŋga dê yêc, ma seŋ têŋ gameŋ dau iŋ seŋ atu, ma ŋagatam atu bocdinaŋ. Lau daêsam sêsa seŋ atu dinaŋ, ma oc sêsôc gatam atu dau. 
MAT.7.14	Magoc gameŋ dandöc taŋli ŋapaŋ-ŋ ga ŋagatam iŋ gatam sauŋ, ma seŋ têŋ gameŋ dinaŋ iŋ seŋ atu dom, ma lau daêsam oc sêtap sa dom.”
MAT.7.15	“Ayob daôm tu propet tasaŋ-ŋga. Ŋac sêtôm giam pôm naŋ sêmpaŋ dau ahuc ŋa domba ŋamlic, tu bu sêti gasuc domba-ŋga ma sêseŋ ŋac su. Ŋalêŋ tigeŋ propet tasaŋ oc sêtêŋ mac sêloc tu sêŋsau mac-ŋga. 
MAT.7.16	Aŋsahê ŋac si lêŋ dec tôm bu mac aŋyalê bu ŋac lau tasaŋ. Ŋalêŋ tigeŋ, yac dalic a ŋandô ma taŋyalê a dau bu ŋayham me sac. Oc tôm dom bu dahiŋ ŋandô ŋayham yêc a sac. 
MAT.7.17	Yomandô! A ŋayham sem ŋandô ŋayham, ma a sac sem ŋandô sac. 
MAT.7.18	A ŋayham daŋ gitôm dom bu nem ŋandô sac, ma a sac gitôm dom bu nem ŋandô ŋayham. 
MAT.7.19	Ma a hoŋ naŋ sem ŋandô sac, naŋ oc sêlêŋ su ma sêtuc pi ya ndi, ma ya neŋ su. 
MAT.7.20	Bocdinaŋ aŋsahê propet si lêŋ, ma aŋyalê ŋac bu propet ŋayham me sac.”
MAT.7.21	“Lau daêsam sêsam aö bu, ‘Pômdau,’ tigeŋ ŋac hoŋ oc sêtap gameŋ undambê-ŋga sa dom. Mba! Lau naŋ daŋga wambu Damaŋ undambê-ŋga ŋapep, ma sêkôm mêtê tôm iŋ atac whiŋ, naŋ oc sêtap undambê sa. 
MAT.7.22	Têŋ Anötö ndê bêc êmatôc lau-ŋga, naŋ lau tasaŋ daêsam oc sêsôm têŋ aö bu, ‘Pômdau, Pômdau! Yac ahoc yom asê atôm propet, ma atiŋ ŋalau sac su ma akôm gêŋ dalô daêsam am am aŋôm. Bocdinaŋ kôc yac sa.’ 
MAT.7.23	Tigeŋ aö wasôm têŋ ŋac bu, ‘Aö kayalê mac dom sambuc mac lau sac. Alhö su yêc aö!’”
MAT.7.24	“Lau naŋ sêŋgô aneŋ yom ma sêkôm ŋandô sa, naŋ sêtôm ŋgac tigauc naŋ kwê ndê andu kalhac nom ŋaŋga ma kêŋ hoc kêgapiŋ alhö dôŋ. 
MAT.7.25	Têŋ ndoc u gic e bu hêc, ma mbu puc ŋadinda hôc pi andu dau, naŋ andu dau ku sa dom bu hoc kêgapiŋ dôŋ. 
MAT.7.26	Magoc lau naŋ sêŋgô aneŋ yom ma sêkôm ŋandô sa dom, naŋ sêtôm ŋgac gauc mba naŋ kwê ndê andu kalhac nom babalê. 
MAT.7.27	Ma u gic ti bu hêc, ma mbu puc ŋadinda hôc pi andu dau, goc ku sa ma tisac sambuc.”
MAT.7.28	Yisu gic bata ndê yom dinaŋ, ma lau hoŋ sêhêdaê tu iŋ ndê yom-ŋga. 
MAT.7.29	Ŋahu bu yom naŋ iŋ kêdôhôŋ têŋ ŋac naŋ yom ti ŋaclai, hôc gêlêc lau Israel-ŋga si kêdôhôŋwaga yomsu-ŋga si yom hoŋ su.
MAT.8.1	Yisu sip akêŋ lôc meŋ, ma lau daêsam sêŋkuc iŋ. 
MAT.8.2	Ma ŋgac daŋ ti gêmbac †leprasi têŋ iŋ gi, goc pôŋ haduc ma sôm, “Pômdau. Am bu tac whiŋ dec gitôm bu am oc kôm aö ŋamlic ŋawasi sa.” 
MAT.8.3	Yisu kêmatôc amba sa gi ma kêmasec iŋ, ma sôm, “Aö atac whiŋ, dec wasôm têŋ am bu ŋamlic ŋawasi sa.” Ma ŋagahô eŋ gêmbac hu iŋ siŋ, ma iŋ ŋamlic ŋayham sa. 
MAT.8.4	Ma Yisu sôm têŋ iŋ, “Am ŋgô! Gêŋ naŋ kwahic dec hôc asê am, naŋ sôm asê têŋ lau daŋ dom. Tigeŋ têŋ †dabuŋsiga ndi, tôc daôm têŋ iŋ bu lic bu am nem ŋamlic ŋawasi sa su. Ma kêŋ da tôm yomsu naŋ Moses kêŋ têŋ yac. Ma ŋalêŋ dinaŋ lau hoŋ oc sêŋyalê bu am ŋamlic ŋayham sa.”
MAT.8.5	Tiŋambu Yisu sôc malac Kapenaom gi. Ma ŋgac bata Rom-ŋga daŋ, naŋ gêm gôliŋ lau siŋ-ŋga 100, naŋ têŋ iŋ gi ma ndac iŋ bu nem iŋ sa. 
MAT.8.6	Iŋ sôm, “Pômdau, aneŋ ŋgac akiŋ daŋ ndöc bôliŋ. Iŋ yêc andu ŋapaŋ ma kêsahê ŋandê atu.” 
MAT.8.7	Ma Yisu sôm têŋ iŋ, “Aö oc waloc ma wakôm iŋ ŋayham sa.” 
MAT.8.8	Tigeŋ ŋgac bata dau ô yom ma sôm, “Pômdau, am ŋgac atu ma aö ŋgac apa, dec mayaŋ dauŋ bu am sôc aneŋ andu. Tigeŋ aö kayalê su bu am ŋgac ti ŋaclai atu, ma bocdinaŋ dec am bu ndic atu yom, goc aneŋ ŋgac akiŋ oc ŋayham sa. 
MAT.8.9	Bu aö dauŋ daŋaŋ wambu lau naŋ si ŋaclai hôc gêlêc aö neŋ, ma aneŋ lau siŋ-ŋga daŋga wambu aö. Aö bu wasôm têŋ daŋ, ‘Am ndi!’ goc iŋ oc ndi. Ma bu wasôm têŋ daŋ, ‘Am mweŋ,’ goc iŋ oc meŋ. Ma bu wasôm têŋ aneŋ ŋgac akiŋ bu kôm gêŋ daŋ, goc iŋ oc kôm.”
MAT.8.10	Yisu ŋgô ŋgac bata ndê yom ma hêdaê, ma sôm têŋ lau naŋ sêŋkuc iŋ bu, “Yomandô wasôm têŋ mac, bu yêc lau Israel hoŋ aö gatap ŋac si daŋ naŋ kêŋ whiŋ ŋaŋga gitôm ŋgac Rom-ŋga dindec, naŋ sa dom. 
MAT.8.11	Aŋgô! Lau daêsam naŋ lau Israel dom, naŋ oc sêmeŋ akêŋ nom ŋabatiŋ hoŋ, ma sêtap mwasiŋ atu sa yêc undambê sêwhiŋ Abraham, Aisak ma Jakob. 
MAT.8.12	Tigeŋ lau Israel daêsam naŋ gauc gêm bu sic waê bu sêndöc undambê, naŋ Anötö oc êmasuc ŋac su sêndöc gameŋ ŋasec-ŋga, ma sêtaŋ ti lhö êŋsiŋ pi dau.”
MAT.8.13	Yisu sôm yom dinaŋ têŋ lau hoŋ su, goc sôm têŋ ŋgac bata, “Am lhö mbu ndi. Aö oc wakôm am nem ŋgac akiŋ dinaŋ ŋayham sa, tôm am kêŋ whiŋ.” Ma têŋ ndoc dau dinaŋ gêmbac hu ŋgac akiŋ dau siŋ, ma iŋ ŋayham sa.
MAT.8.14	Tiŋambu Yisu têŋ Pita ndê andu gi ma gêlic Pita lawawê gêmbac lic ŋandê atu ma yêc. 
MAT.8.15	Yisu têŋ iŋ gi ma kêmasec iŋ amba, goc gêmbac hu iŋ siŋ. Ma iŋ tisa, ma ndê gêŋ daneŋ-ŋga ma kêŋ têŋ Yisu.
MAT.8.16	Têŋ telha dinaŋ ac gi sip su, g oc lau malac-ŋga sêkôc lau daêsam naŋ ŋalau sac sêmbo ŋac si ŋalôm, naŋ sa sêtêŋ Yisu si. Ma iŋ gic atu yom, goc ŋalau sac sêhu lau dau siŋ, ma iŋ kôm lau gêmbac hoŋ ŋayham sa.
MAT.8.17	Ŋalêŋ dau dinaŋ yom naŋ propet Aisaya sôm su naŋ dec ŋandô sa. Muŋ-ŋga iŋ to yom pi Mesaya bocdec bu:
MAT.8.17	Iŋ hôc yac neŋ ŋawapac tu nem yac sa-ŋga. 
MAT.8.18	Têŋ bêc daŋ Yisu gêlic lau daêsam sêŋgihi iŋ ahuc, goc sôm têŋ ndê †ŋgacsêŋomi bu sêlom bugictoŋ ma sêpi daŋga sêndi. 
MAT.8.19	S êmasaŋ dau sêmbo ma kêdôhôŋ-waga yomsu-ŋga daŋ meŋ ma sôm têŋ iŋ, “Kêdôhôŋwaga, aö bu waŋkuc am, wawhiŋ am watêŋ gameŋ bocke naŋ am oc ndi.” 
MAT.8.20	Ma Yisu ô iŋ ndê yom ma sôm, “Giam pôm si hocsuŋ yêc, ma mbac lôlôc-ŋga si ŋaic yêc, tigeŋ †Ŋamalac ndê Atu dau ndê mala yêc bêc-ŋga mba.”
MAT.8.21	Ma sêŋom daŋ sôm têŋ iŋ, “P ômdau, aö bu waŋkuc am, magoc gêŋ ŋamata-ŋga aö wandi wambo wawhiŋ aneŋ lau e aŋsuhuŋ damaŋ su naŋ.” 
MAT.8.22	Tigeŋ Yisu sôm, “Mba! Am bu gauc nem bu êmkuc aö, naŋ gêŋ ŋamata-ŋga. Tec lau batê sêŋsuhuŋ lau batê.”
MAT.8.23	Yisu sôm yom dinaŋ su, goc pi waŋ daŋ gi. Ma iŋ ndê ŋgac-sêŋomi sêŋkuc iŋ ma sêpi waŋ sêwhiŋ. 
MAT.8.24	Sêlac si, ma mbu puc atu ma gêli bu ŋampoŋ sa gic sip waŋ, e kêpiŋ bu waŋ pac. Tigeŋ Yisu yêc bêc yêc waŋ. 
MAT.8.25	Dec sêtêŋ iŋ si, sêuŋ iŋ sa ma sêsôm, “Pômdau, nem yac sa, bu yac oc dapac dandiŋaŋ.” 
MAT.8.26	Magoc Yisu sôm têŋ ŋac, “O mac lau naŋ akêŋ whiŋ gwalec. Tu sake-ŋga mac atöc daôm?” Goc iŋ tisa ma sôm yom ŋaŋga têŋ mbu ti bu ŋampoŋ, ma gameŋ ŋaŋeŋ sa. 
MAT.8.27	Ma ŋac hoŋ sêhêdaê ma sêsôm têŋ dandi, “Ei! Iŋ ŋgac kaiŋ bocke? Bu gêŋ hoŋ sêsôc iŋ ndê yom ŋapu, ma mbu ti bu sêwhiŋ.”
MAT.8.28	Ŋac sêhôc asê bugictoŋ ŋadaŋga ma sêsôc lau Gadala-ŋga si gameŋ si. Ma yêc dindê ŋgac lu sêsa akêŋ ôm sêhô-ŋga ma sêtêŋ Yisu si. Iŋlu ŋgac lu naŋ ŋalau sac sêmbo iŋlu ŋalôm, ma sêkôm iŋlu sêti ŋgac pôm. Ma bocdinaŋ lau hoŋ sêtöc iŋlu ma sêmbo ahê iŋlu, ma iŋlu sêndöc ôm sêhô-ŋga ŋapaŋ. 
MAT.8.29	Têŋ ndoc iŋlu sêhôc asê Yisu, naŋ ŋalau sac naŋ sêmbo iŋlu ŋalôm, naŋ sêmbwêc bocdec bu, “O Anötö ndê Atu! Am bu kôm sake têŋ yac? Têm bu Anötö êmatôc yac-ŋga yêc dôŋ yêc. Ma bocke am kwahic dec mweŋ bu kôm yac ŋayom?”
MAT.8.30	Bôc toŋ atu daŋ seŋ gêŋ sêmbo ahê gameŋ naŋ ŋac sêlhac. 
MAT.8.31	Goc ŋalau sac sêteŋ Yisu bu, “Am bu soc yac su, naŋ kêŋ yac asip bôc ŋalôm.” 
MAT.8.32	Ma iŋ sôm têŋ ŋac, “Andi!” Goc sêhu ŋgac lu dinaŋ siŋ ma sêsôc bôc ŋalôm si. Ma bôc hoŋ sênti sêsip salic sac, sêsip bugictoŋ ŋalôm si, ma bu kô ŋac sêmbac ndu. 
MAT.8.33	Lau sêyob bôc-ŋga sêlic gêŋ dau, goc sêlhö sêsa malac si, ma sic miŋ têŋ lau malac-ŋga pi gêŋ hoŋ dinaŋ, ma pi gêŋ naŋ Yisu kôm têŋ ŋgac lu ti ŋalau sac. 
MAT.8.34	Ma lau malac-ŋga hoŋ sêsa sêtêŋ Yisu si, ma têŋ ndoc sêlic iŋ, naŋ sêteŋ iŋ bu hu ŋac si gameŋ siŋ.
MAT.9.1	Goc Yisu pi waŋ gi ma gic bugictoŋ kic, ma têŋ iŋ ndê malac Kapenaom gi. 
MAT.9.2	Ma lau gameŋ dinaŋ-ŋga sêmbalaŋ ŋgac bôliŋ daŋ yêc sac daŋ ma sêtêŋ Yisu si. Iŋ gêlic bu ŋac sêkêŋ whiŋ iŋ, dec sôm têŋ ŋgac bôliŋ dau, “Aneŋ balê, atac ŋayham sa. Kwahic dec aö oc wasuc am nem sac kwi.”
MAT.9.3	Kêdôhôŋwaga yomsu-ŋga ŋatô s êŋgô Yisu ndê yom dau, goc sêsôm têŋ dandi, “Ŋgac dê ndê yom sac sambuc! Anötö tigeŋ gitôm bu suc sac kwi.” 
MAT.9.4	Yisu kêyalê ŋac si gauc, goc ndac ŋac, “Tu sake-ŋga mac gauc gêm yom sac yêc nem ŋalôm? 
