MAT.1.1	Yə̀mē sē lə̀tafē yə̀ mə̀sān mə̄cici Yɛso Krisəti, ywâ 
MAT.5.14	“Gyə̄ sē kə̄de glo yə̄ là lan tsar mə̄nē bān mgbəmgbrè mē nkɔ̀n. Tse yə̄ bə mɛ yə ətù gbù lə la sē nyə̄rnyə̄r yo. 
MAT.5.15	Kē nənè lə la mər glo gyɔ̄ bə̀telà də̀ bàn mpə̄ ywān yə̄ yo. Gu lə ban yə̄ klə̄ ə shū nə̄ yə̄ man lan tsàr mə̄nē kūkwār ə kə̀. 
MAT.5.16	Ə nkɔ̄n yəmē nə̀nàn, kan nə̄ glo gyə̄ lan ə nggà bēshi mə̄nē kūkwār də̀tswē bə man ngrɛ̄n kī zəze yə̄ gyə̄ là nan də̀ man bɛ̄ sān Tĕ gyə̄ wān sē ə 
MAT.5.17	“Gyə̄ kàdə ngrɛ̄n de sē nggə̄ nyə tswē kan 
MAT.5.18	Nggə̄ là dan gyə̄ njìnjì de, mâ mkpān shū bə̄ mgbəmgbrè mē lə krɛ, tu lə la ngār və̆kpà fənyɛn ənywī Bān yəmē yo. Kī yəmē lə kùr ywe njì mâ mkpān kì yə̀ bə dan ətù yə ənywī Bān lə shɛ̄ mān anrīn. 
MAT.5.19	Bān yə̀ Musa kan nə̄ gyə̄ mē də̀gba sē fənyɛn sɛn nàn, nənè wān də̀ zà yə̄ də̀ tsàr mə̄nē de nə̄ bə nan sə̄sānmə̄nàn nə̀nàn, mə̄nē kūkwār lə mwɔ̄n gu bə̄ nggɔn nggɔn ə nkɔ̄n yə̄ Rì là lwe mə̄nē. Də̀ nənè wān də̀ nàn kì yə̀ Bān yəmē dan də̀ tsàr mə̄nē de nə̄ bə nan sə̄sānmə̄nàn, lə gyɔ nənè gu mūn de gu sē nggɔn ə nkɔ̄n Rì là lwe mə̄nē ə mkparū. 
MAT.5.20	Nggə̄ là dan gyə̄ de, gyə̄ də̀gbà nàn kī yə̄ Rì là fɔ̀ de nə̄ gyə̄ nàn mwɔ̄n bān 
MAT.5.21	“Gyə̄ gwɔ bə dan gyə̄ de Rì dàn təte gyə̄ bān sə̀sɛ̀ de, ‘Kàdə ngun nənè yo də̀ nənè wān də̀ ngun nē, bə lə sùr gu rɛn.’ 
MAT.5.22	Də̀ nggə̄ là gyɛ̂n dan gyə̄ nzɛ̂nmē de, nənè wān də̀ tè gyār bə̄ zāngyə̀ywə̄ nə̄mān, Rì lə sùr gu rɛn. Də̀ nənè wān də̀ dàn zāngyə̀ywə̄ nə̄mān de gu sē wān fà, bə lə lwe nənè gu mūn ywe nggà bēshi mə̄nē bān sē lə̄nkū nə̄ bə sūr gu rɛn. Də̀ nənè wān də̀ dàn zāngyə̀ywə̄ nə̄mān de gu sē bə̀bè, nənè gu mūn sē ə nkɔ̀n yə̀ ywe tswē glo yə̄ là rɛn njì.
MAT.5.23	“Yə sē ənə̀mē, mkpān yə̄ wə̄ də̀ là ywe tswē nə̄ Rì nkinē ə tswē yə̄ bə là tɔ kī nə̄ gu mān, də̀ kàn tèkə de zāngyə̀ywē nə̄mān sē bə̄ də̆r cīnji bə̄ wə̄, 
MAT.5.24	kà kì yə̀ wə̄ lwe nyə̀ tswē nə̄ Rì mē dɔ̀n ə tswē yə̄ bə là tɔ kī nə̄ gu. Kān wə̄ kūci ywè nə̄ gyə̄ fɔ̀ nkɔ̄n sɔ̀n susù bə̄ nkəywə̀ anrīn wə̄ man sə̄ nyə̄ nə̄ Rì nkinē mə̀wə̄ yəmē.
MAT.5.25	“Də̀ sē nənè là lwe wə̄ ywē tswē sùr rɛn ətù nkinē yə̀ wə̄ nan gu, kān wə̄ fɔ̀ sɔ̀n susù bə̄ nənè gu mūn màn gyə̄ də̀ là ywe tswē sùr rɛn də̀tswē gu man kàdə kàn wə̄ tè wān sùr rɛn ə ngwɔ̀n yo, də̀tswē wān sùr rɛn man kàdə kàn wə̄ tè wān kpānnɛ̄n ə ngwɔ̀n nə̀nàn yo, də̀ nē wān kpānnɛ̄n man kàdə kàn wə̄ gyɔ̄ ə jàrō yo. 
MAT.5.26	Nggə̄ là dan wə̄ njìnjì de bə lə la gbo wə̄ gə̄ru dē jàrō yəmē yo, màn wə̄ də̀gbà ywan kə̄jī yə̄ bə gyɔ de wə̄ ywan krɛ̀ yo.
MAT.5.27	“Gyə̄ gwɔ bə dan de, ‘Kàdə tè nggā bə̄ mbə̄ nē yo.’ 
MAT.5.28	Də̀ nggə̄ là dan gyə̄ de nənè wān də̀ kàn beshi kyɛn mbə̄ nə̄mān də̀ sē bə̄ tekə de gu màn tè nggā bə̄ mbə̄ gu mē, la rɛn ə də̆r gu mbɛ̄. 
MAT.5.29	Beshi yə̀ ngwɔn re mə̀wə̄ də̀ nàn wə̄ nə̄ wə̄ là rɛn, nə̄ wə̄ gbò yə̄ tāgyɔ̄. Yə tɔ̄ mwɔ̄n nə̄ wə̄ gbàn nggā mkpɔ̆nkpə̀ wə̄ gyə̄r bə̄ yə̄ Rì lə ban mkpɔ̆nkpə̀ wə̄ kūkwār tāgyɔ̄ ə glo yə̄ là rɛn njì. 
MAT.5.30	Kì yə̀ shāmān nzɔ̆ sē nàn de, ngwɔn re wə̄ də̄ nan wə̄ nə̄ wə̄ là rɛn, far yə tāgyɔ̄. Yə tɔ̄ mwɔ̄n nə̄ wə̄ gbàn nggā mkpɔ̆nkpə̀ wə̄ gyə̄r bə̄ yə̄ Rì lə ban mkpɔ̆nkpə̀ wə̄ kūkwār tāgyɔ̄ ə glo yə̄ là rɛn njì.
MAT.5.31	“Bə tsar gyə̄ nzɔ̆ de, ‘Nənè wān də̀ gla mbə̄ywə̄, yə sē kpaki nə̄ gu nə̄ mbə̄ gu takàdā yə̄ lə tsar de gu gla mbə̄ gu.’ 
MAT.5.32	Də̀ nggə̄ là dan gyə̄ njìnjì de nənè wān də̀ glā mbə̄ywə̄ fàfà me də̀ la sē mbə̄ gu la rɛn yə̄ te nggā yo, lɔnywə̄ kan gu tè wān te nggā də̀ lə̄lɔn nənè nkan wān də̀ gbō mbə̄ gu mē, là te nggā bə̄ mbə̄ nənè gu mē.
MAT.5.33	“Gyə̄ gwɔ bə dan təte tə̄ bān sə̀sɛ̀ de, ‘Kàdə gbàn shɛ̄ kì yə̀ wə̄ dan de wə̄ lə nan ə nggà bēshi Rì yo. Kān wə̄ nàn kì yə̀ wə̄ shənrin nə̄ Rì de wə̄ lə nan.’ 
MAT.5.34	Də̀ nggə̄ là gyɛ̂n dan gyə̄ de nə̄ gyə̄ kàdə shə̄nrin gbəgbori ətù kì yə̀ gyə̄ dan de gyə̄ lə nan yo. Nə̄ gyə̄ kàdə bàn sān yə̄ mkparū shə̄nrin yo anrɛ̀n yə sē tswē Rì là sɔ̀n; 
MAT.5.35	kē shə̄nrin bə̄ mgbəmgbrè mē, anrɛ̀n yə sē mgbə̄ncī yə̀ Rì là kan zə gu sa mān, kē shə̄nrin bə̄ sān gbù Wurisheliman yo, anrɛ̀n yə sē gbù yə̀ Rì wān sē Cūn wān mwɔn kūkwār. 
MAT.5.36	Kàdə bàn nkəywē shə̄nrin yo, anrɛ̀n wə̄ la sē bə̄ nggu yə̄ wə̄ lə kan mfùtù mə̀wə̄ gyə̀r sər tè kə̄kla kē cīnji yo. 
MAT.5.37	Kān kì yə̀ wə̄ də̀ dan de ‘Ɛn’ kān nə̄ yə̄ sē ‘Ɛn’ də̀ kì yə̀ wə̄ də̀ dan de, ‘An àn’ kān nə̄ yə̄ sē ‘An àn’; nkinē gyə̀r yə̀ də̀ sē nkan bə̄ rɛn mē sē yə̀ là ru bə̄ Shɛtan.
MAT.5.38	“Gyə̄ gwɔ bə dan gyə̄ de, ‘Nənè də̀ kàn wə̄ bēshi gyə̀r cāzù, nə̄ bə cā yə̀ mə̀gu zu nə̀nàn də̀ nənè də̀ tə̄r wə̄ nyə̆r, nə̄ bə tər mə̀gu nə̀nàn.’ 
MAT.5.39	Də̀ nggə̄ là gyɛ̂n dan gyə̄ de, nənè wān la gyə̄ rɛn, nə̄ gyə̄ kàdə nàn gu nkinē gyə̀r gbəjā yo. Nənè də̀ ngwùr wə̄ ə ngā yə̄ ngwɔn rē, kwɔ ngā yə̄ nggà ngwɔn mlā nə̄ gu ngwùr wə̄ mān nə̀nàn. 
MAT.5.40	Də̀ nənè də̀ lwè wə̄ ywè tswē sùr rɛn anrɛ̀n gu là fɔ̀ gu kpə̄ lə̀gā mə̀wə̄, kan nkulwe yə̄ ywān kpə mə̄wə̀ ngàn gu mān nə̀nàn. 
MAT.5.41	Nənè də̀ dan wə̄ nàn de sē kpaki nə̄ wə̄ kpə̄ kī gbō gu te nkɔ̀n tsɛ̂, wə̄ man gyɛ̂n kpə̄ yə zər ywè tswē rɛ nkɔ̀n. 
MAT.5.42	Mkpān yə̄ nənè də̀ bər wə̄ nkinē yə̀ fà, kān wə̄ nə̄ gu yə̄ də̀ nənè də̀ rì wə̄ la, kàdə ywān gì gu yo.
MAT.5.43	“Gyə̄ gwɔ bə dan gyə̄ de, ‘Nyɛn kpə̄kpàn ywē də̀ man kà bān là te lənggə bə̄ wə̀.’ 
MAT.5.44	Də̀ nzɛ̂nmē, nggə̄ là gyɛ̂n dan gyə̄ de: nyɛn bān là te lənggə bə̄ wə̄ də̀ man rɛn bə̄ Rì nə̄ gu là mə̄nē bān là nə̄ gyə̄ mgbŭ, 
MAT.5.45	də̀tswē yə man tsar de gyə̄ sē nywɛn Tĕ gyə̄ wān sē ə mkparū. Gu là nə̄ rì yə̀ gu nan lan bə̄ mə̄nē bān là nan zəze bə̄ bān là nan məme kūkwār nə̀nàn, də̀ nə̄ glō kū bə̄ mə̄nē bān là nan zəze bə̄ bān là nan məme nə̀nàn. 
MAT.5.46	Gyə̄ də̀ nyɛn mə̄nē bān là nyɛn gyə̄ kyame, gyə̄ lə la kpə̄ ryă ngwɔn nkinē gyə̀r zəzè bə̄ Rì ətù ywə̄ yo. Mə̄nē bān là kpə gānjūn là nan ənə̀mē nə̀nàn. 
MAT.5.47	Də̀ gyə̄ də̀ zɛ̀ mə̄nē bān gyə̄ sē gìgyə̀r kyame, gyə̄ la nàn nkinē mwɔn nkyɛn mə̄nē yo. Mə̄nē bān la kpə̄ rɛn Rì te njìnjì yo là nan ənə̀mē nə̀nàn. 
MAT.5.48	Yə sē ənə̀mē, kān gyə̄ nàn kī zəze kyame kūkwār sə̄sān Rì gu wān sē Tĕ gyə̄ wān sē ə mkparū là nan kī zəze kyame.
MAT.6.1	“Kān gyə̄ gbyɛ̄n ə tswē nan zəze ə nggà bēshi mə̄nē de nə̄ bə man ngrɛ̄n. Gyə̄ də̀ nàn ənə̀mē, gyə̄ lə la sē bə̄ ryă ngwɔn zəzè bə̄ Tĕ gyə̄ wān sē ə mkparū yo.
MAT.6.2	“Ə mkpān yə̄ wə̄ də̀ là nyə̄ tswē là nənè wān jə̀ mān, kàdə tè nzənze ətù ywə̄ kə̄de mə̄nē là nan ənywī mə̀kə̀ yə̄ kyūntu mə̄nē bān Yahuda mē bə̄ kpəmkpan do, də̀tswē mə̄nē man bɛ̄ bə mē yo. Mə̄nē bə mē sē bān là gyur tu bə de bə sē bān là nan zəze də̀ la sē bān là nan yə yo. Nggə̄ là dan gyə̄ njìnjì de bə kpə ryă ngwɔn bə kūkwār mbɛ̄. 
MAT.6.3	Də̀ sē wə̄ là ywe tswē là nənè wān la tè nkinē yo, kàdə nə̄ nənè tsə kì yə̀ wə̄ là nan mē yo; 
MAT.6.4	də̀tswē là mān mə̀wə̄ mē man sē gĭgĭ me. Tswēyəmē, Tèywē wān là ngrɛ̄n kī kūkwār yə̄ bə là nan gĭgĭ man nə̄ wə̄ ryă ngwɔn zəzè.
MAT.6.5	“Mkpān yə̄ wə̄ də̀ là nyə̄ tswē rɛn bə̄ Rì, kàdə nàn kə̄de bān là gyur tu bə de bə là nan zəze də̀ la sē yə yə̄ bə là nan mē yo. Bə là fɔ bə krè ndè ənywī mə̀kə̀ yə̄ kyūntu mə̄nē bān Yahuda bə̄ kpəmkpan dō màn bə də̄ là rɛn bə̄ Rì də̀tswē mə̄nē man ngrɛ̄n bə. Nggə̄ là dan gyə̄ njìnjì de, mə̄nē bə mē kpə ryă ngwɔn bə mbɛ̄. 
MAT.6.6	Də̀ mkpān yə̄ gyə̄ də̀ là ywe tswē rɛn bə̄ Rì, nə̄ gyə̄ nyər ywè nywī tàr də̀ man kàn nkɔ̀n ywān də̀ man rɛn bə̄ Rì wān sē Tĕ gyə̄ wān mə̄nē là ngrɛn gu yo mē də̀ Tĕ gyə̄ gu wān là ngrɛ̄n kī yə̄ mə̄nē là nan gĭgĭ, lə nə̄ gyə̄ ryă ngwɔn zəzè.
MAT.6.7	“Mkpān yə̄ gyə̄ də̀ là rɛn bə̄ Rì, nə̄ gyə̄ kàdə rɛ̀n nggān sə̄sān bān la tsə Rì yo là nan anrɛ̀n bə là ngrɛn de Rì lə nə̄ bə kī yə̄ bə là fɔ màn bə də̄ rɛn bə gu nggān. 
MAT.6.8	Nə̄ gyə̄ kàdə nàn kə̄de bə ə mkpān yə̄ gyə̄ də̀ là rɛn bə̄ Rì yo anrɛ̀n gu Rì wān sē Tĕ gyə̄ tsə kì yə̀ gyə̄ là fɔ̀ anrīn gyə̄ sə̄ nyə̄ rɛ̀n bə̄ gu ətù ywə̄.
MAT.6.9	“Yə̀mē sē nkɔ̀n yə̀ gyə̄ lə rɛn bə̄ gu:
MAT.6.9	‘Wə̄ Tĕ tə̄ wān sē ə mkparū:
MAT.6.9	Nə̄ mə̄nē mān nan sān mə̄wə̀ yə̄ sē ntsər lwe.
MAT.6.10	Tə̄ là bar de wə̄ màn sē Nggɔn tə̀,
MAT.6.10	Nə̄ mə̄nē nan kì yə̀ wə̄ kpənyɛ̀n de nə̄ bə nan yə̄ ə mgbəmgbrè mē kə̄de nkɔ̄n yə̄ bə là nan yə̄ ə mkparū.
MAT.6.11	Wə̄ màn nə̄ tə̄ kīrē yə̄ nrìnrīnmē.
MAT.6.12	Wə̄ màn fù màtɔ̀ sū tə̄ ətù rɛn məme mə̄tə̀,
MAT.6.12	sə̄sān tə̄ là fu màtɔ̀ su mə̄nē bān là sə la tə̄ rɛn.
MAT.6.13	Kàdə lwè tə̄ ywè tswē mə̄nē là nan məme yo.
MAT.6.13	Wə̄ màn kpə̄ tə̄ cūngwɔn ə ngwɔn kī məme.’
MAT.6.14	Gyə̄ də̀ fù màtɔ̀ sū mə̄nē bān la gyə̄ rɛn, Tĕ gyə̄ wān sē mkparū lə fù màtɔ̀ sū gyə̄ ətù rɛn məme gyə̄ nə̀nàn. 
MAT.6.15	Gyə̄ də̀gbà fù màtɔ̀ sū mə̄nē ətù məme yə̄ bə nan gyə̄ yə yo, Tĕ gyə̄ wān sē ə mkparū lə la fù màtɔ̀ sū gyə̄ yo nə̀nàn.
MAT.6.16	“Mkpān yə̄ gyə̄ də̀ là vūn mfə lwe, nə̄ gyə̄ kàdə kyūn ntān beshi sə̄sān mə̄nē bān là gyur tu bə là nan mē yo. Bə là kyūn ntān beshi də̀tswē mə̄nē man ngrɛ̄n de bə là vun mfə lwe. Nggə̄ là dan gyə̄ njìnjì de bə kpə ryă ngwɔn mə̄bə kūkwār mbɛ̄. 
MAT.6.17	Də̀ mkpān yə̄ gyə̄ də̀ là vūn mfə lwe, nə̄ gyə̄ nglà beshi də̀ man sàr mfùtù gyə̄ nə̀nàn. 
MAT.6.18	Nə̄ gyə̄ nàn ənə̀mē də̀tswē mə̄nē man kādə tsə de gyə̄ là vūn mfə lwe yo, nə̄ Rì wān sē Tĕ gyə̄ wān mə̄nē là ngrɛn gu yo kyame sē bə̄ tsə ywə̄. Də̀ Rì wān sē Tĕ gyə̄ wān là ngrɛ̄n kī yə̄ mə̄nē là nan gĭgĭ, man nə̄ gyə̄ ryă ngwɔn zəzè.
MAT.6.19	“Nə̄ gyə̄ kàdə kyūn kī zwè nkənywɛ̀n nggān ə mgbəmgbrè mē tswē yə̄ mvə̄r kī bə̄ kī yə̄ là tə lə kan yə te məme bə̄ mə̄nē bān là te gi lə ywē mān yo. 
MAT.6.20	Yə gyɛ̂n tɔ̄ nə̄ gyə̄ kyūn kī gyə̄ zwè ə mkparū tswē yə̄ mvə̄r kī bə̄ kī yə̄ là tə lə la kan yə te məme yo də̀ mə̄nē bān là te gi lə la ywe mān yo nə̀nàn. 
MAT.6.21	Yə sē ənə̀mē anrɛ̀n tswē yə̄ kī zəze mə̄wə̀ sē mān, sē tswēywə̄ yə̄ də̆r wə̄ lə sē mān nə̀nàn.
MAT.6.22	“Beshi yə̄ nē sē kə̄de glo yə̄ là lan sū nē gu mē də̀tswē yə man lā gu mān. Də̀ sē wān là ngrɛ̄n kī yə̄ Rì de sē zəze, yəmē là tsar de wə̄ là nan ngrɛ̄n. 
MAT.6.23	Də̀ sē wə̄ là ngrɛ̄n de sē kī mgbəmgbrè mē kyame yə̄ sē zəze, yə̄ sē nàn de beshi wə̄ la sē zəze yo gbəgbori anrɛ̀n də̆r wə̄ sē tswē yə̄ te bū ywî kyame!
MAT.6.24	“Nənè lə la sē gə̆r mə̄nē ywā ə mkpān gyə̄r yo. Yə sē kpaki gu lə kà wān gyə̄r də̀ nyɛn wān gyə̄r mwɔ̄n, kē gu lə kpə̄nyɛn bə̄ wān gyə̄r də̀ cu wān gyə̄r kà beshi. Gyə̄ lə la nan Rì ndu də̀ kàn dər gyə̄ zwè ətù kə̄jī ə mkpān gyə̄r me yo.
MAT.6.25	“Yə sē ənə̀mē, nggə̄ là dan gyə̄ de, nə̄ gyə̄ kàdə nə̄ fɔ̀ kī mgbəmgbrè mē bàn gyə̄ tu kə̄de rɛn kīrē bə̄ mə̀sər sə̄ kē kī yə̄ kpm yo. Shishɛ̄n mwɔn kīrē də̀ mkpɔ̆nkpə̀ mwɔn kī kpm. 
MAT.6.26	Kān nə̄ gyə̄ kàn beshi kyɛn nywɛ̂ncɛ bān là bwa shū mūn; bə la cu be kī sɔ̄n yo, kē bə la fa kī kē vu kī te ə gùr yo, də̀ Rì wān sē Tĕ gyə̄ wān sē mkparū là nə̄ bə kī yə̄ bə là fɔ kūkwār. Gyə̄ mwɔn nywɛ̂ncɛ bə mē. 
MAT.6.27	Sē nggwɔ gyə̄r wān lə sɔ̀n shishɛ̄n rɛ nkɔ̀n màn gu də̀ là nə̄ rɛn yə̄ fɔ̀ kī yə̄ mgbəmgbrè mē bàn gu tu?
MAT.6.28	“Nə̄ gyə̄ kàdə nə̄ rɛn yə̄ fɔ̀ kī yə̄ kpm ban gyə̄ tu yo. Kān gyə̄ kyɛn mə̀wukī yə̀ tɔ̀nzɛ̄ mē man. Yə la nan ndu də̀ nan kī kpm yəmē yo; 
MAT.6.29	də̀ nggə̄ là dan gyə̀, Cūn 
MAT.6.30	Sē Rì wān là nə̄ mgbəga kī kpm, yə yə̄ sē shishɛ̄n nrìnrīnmē də̀ mbrɛ yə ku krɛ də̀ bə tsɛn glo gyɔ yə. Gyə̄ mə̄nē bān là kà gyə̄ kpə̄ rɛn gu te njìnjì, gu lə la nə̄ gyə̄ kī kpm mwɔ̄n yəmē yo? 
MAT.6.31	Wə̄ kàdə tè nkəywē dē ə tswē ri de kīrē mə̄wə̀, bə̄ mə̀sər sə̄, bə̄ kī kpm lə ru ə ywə̄ nyə yo. 
MAT.6.32	Sē mə̄nē bān la kpə̄ rɛn Rì te njìnjì yo bān là kan beshi te kī yəmē. Rì wān sē Tĕ gyə̄ wān sē mkparū tsə de yə sē kpaki nə̄ gyə̄ sē bə̄ kī yəmē nə̀nàn. 
MAT.6.33	Kān gyə̄ kūci kàn dər gyə̄ zwè ətù nkɔ̄n Rì là lwe mə̄nē də̀ man nàn kī zəze yə̄ də̆r Rì kpənyɛ̀n bə̄ yə. Gyə̄ də̀ nàn ənə̀mē, Rì lə nə̄ gyə̄ nkyɛn kī kūkwār. 
MAT.6.34	Kàdə tè nkəywē dē ətù kì yə̀ lə te mbrɛ yo, anrɛ̀n kī nggānme shāmān yə̄ wə̄ lə tekə ətù yə mbrɛ. Vē kūkwār sē bə̄ mə̀rɛn yə̀ tukpə̀ yə̄ yə̀ wə̄ lə tekə ətù ywə̄.
MAT.7.1	“Gyə̄ kàdə sùr nənè rɛn yo də̀tswē Rì nə̀nàn man kàdə sùr gyə̄ rɛn yo. 
MAT.7.2	Rì lə sùr gyə̄ rɛn ə nkɔ̄n yə̄ gyə̄ là sùr mə̄nē rɛn nə̀nàn màn gyə̄ də̀ sùr mə̄nē rɛn, də̀ gu lə zwē nkɔ̄n yə̄ gyə̄ là ban ə tswē sùr mə̄nē rɛn də̀ sùr gyə̄ rɛn nə̀nàn.
MAT.7.3	“Sē rɛn nggyɛ̆ wə̄ là sɛ̀n nkəywē ətù bĕ kàbŭ yə̀ sē ə bēshi zāngyə̀ywē də̀ gyɛ̂n kan kə də̄ bə̄ kuku kì nggɔn yə̄ kur wə̄ ə bēshi? 
MAT.7.4	Wə̄ lə nansɛn nàn də̀ gyɛ̂n dan zāngyə̀ywē de, ‘Kān nggə̄ ban bĕ kàbŭ yə̀ sē wə̄ ə bēshi mē,’ màn kuku kì nggɔn sē wə̄ ə bēshi? 
MAT.7.5	Wə̄ wān là gyùr nkəywē! Kūcici bàn kuku kì nggɔn yə̄ sē wə̄ ə bēshi anrīn də̀tswē wə̄ man sə̄ nàn ngrɛ̄n də̀ man bàn bĕ kàbŭ yə̀ sē ə bēshi zāngyə̀ywē.
MAT.7.6	“Gyə̄ kàdə kàn kī yə̄ ntsər nə̄ nggagyū yo; gyə̄ də̀ nàn ənə̀mē, nggagyū yə lə mərtu də̀ gyɛ̂n kpə̄ gyə̄ gbò ngā. Gyə̄ kàdə kàn kī yə̄ sē zəze tā sū ə nggà bēshi ləsō yo; gyə̄ də̀ nàn ənə̀mē, yə lə gyɛ̂n zər cān yə te gbəjā.
MAT.7.7	“Kān gyə̄ rɛn bə̄ Rì də̀ man rì gu kī yə̄ dər gyə̄ ban də̀ gu lə nə̄ gyə̄ yə; nə̄ gyə̄ fɔ̀ kī yə̄ dər gyə̄ ban də̀ Rì lə nə̄ gyə̄ ngrɛ̄n yə; nə̄ gyə̄ ngwùr ngwɔn nkɔ̀n tswē Rì sē mān də̀ gu lə bu gyə̄ yə̄. 
MAT.7.8	Nənè wān də̀ là ri Rì nkinē, Rì là nə̄ gu yə̄, də̀ nənè də̀ là fɔ̀ nkinē bə̄ Rì, Rì là nə̄ gu ngrɛ̄n yə̄ nə̀nàn, də̀ nənè də̀ là ngwur ngwɔn nkɔ̀n tswē Rì sē mān, Rì là bu gu yə̄.
MAT.7.9	“Sē nggwɔ ənywī gyə̄ wān sē bə̄ nywɛn, də̀ zə̄ywə̄ də̀ rì gu kīrē gu lə nə̄ zə̄ywə̄ gu mgbăntə̄? 
MAT.7.10	Kē wə̄ lə nə̄ gu mgbə̀glò màn gu də̀ rì wə̄ mgbəryàn? 
MAT.7.11	Nzɛ̂nmē, gyə̄ mə̄nē bān là nan məme də̀ tsə rɛn yə̄ gyə̄ nə̄ nywɛn gyə̄ kī zəze, yə sē sɛn nàn gyə̄ là ngrɛ̄n de Rì wān sē Tĕ gyə̄ wān sē mkparū lə la nə̄ gyə̄ kī zəze yə̄ mwɔn yəmē, màn gyə̄ də̀ bər gu nkinē yo? 
MAT.7.12	Nan mə̄nē kūkwār kī yə̄ wə̄ là fɔ̀ de nə̄ bə nan wə̄ yə mān nə̀nàn, anrɛ̀n yə̀mē sē kì yə̀ Bān yə̀ Musa dan də̀ mə̄nē bān dɔ̀n rɛn sū mə̄nē tsar mə̄nē yə̄ nə̀nàn.
MAT.7.13	“Kān gyə̄ glə nkɔ̀n yə̀ sē hyɛ mē; anrɛ̀n nkɔ̀n yə̀ bu mprē də̀ tɔ̀ yə̀ nē zər mān gūgwɔ̄, sē yə̄ yə̀ kùr ywē ə tswē yə̄ sē gbəjā də̀ mə̄nē sē nggānme bān là sə̄ glə yə̄. 
MAT.7.14	Də̀ nkɔ̀n yə̀ sē kukwɔ̆ də̀ sē hyɛ də̀ rànkpə yə̀ nē lə zər mān, sē yə̄ yə̀ kùr ywē tswē shishɛ̄n də̀ mə̄nē sē nzɔ̂ me bān là sə̄ glə yə̄.
MAT.7.15	“Kān gyə̄ gbà gbyɛ̄n ətù mə̄nē bān là te mò de bə sē bān dɔ̀n rɛn sū mə̄nē. Bə là nyə bə̄ gyə̄ kə̄de gbə̄ntan yə̄ sē mgbərɛ kəkla, də̀ njìnjì ywə̄, bə sē kə̄de tə̄rmvū ənywī nɛ̀n. 
MAT.7.16	Gyə̄ lə tsə̄ bə ə nkɔ̄n kī yə̄ bə là nan. Mə̄nē là hyɛn shŭnkì zəzè yə̀ rē ə tər ncwə̄rkī yo, də̀ là hyɛn shŭn bwə̀ ə tərkì nə̄mān nkan yo. 
MAT.7.17	Tərkì zəze là shun klə̆ zəzè də̀ tərkì gbəjā là shun klə̆ gbəjā. 
MAT.7.18	Tərkì zəze lə la shun klə̆ gbəjā yo də̀ tərkì gbəjā lə la shun klə̆ zəzè yo. 
MAT.7.19	Tərkì yə də̄gbā shun klə̆ zəzè yo, bə là tsɛn yə ta gyɔ də̀ cu glo gyɔ yə nə̄ yə kpə̄wu te mbrī. 
MAT.7.20	Yə sē ənə̀mē, gyə̄ lə tsə̄ bān là te mò de bə sē bān dɔ̀n rɛn sū mə̄nē ə nkɔ̄n kī yə̄ bə là nan kūkwār.
MAT.7.21	“La sē nənè wān də̀ là gyɔ nggə̄ de, ‘Nggɔn nggə̄, Nggɔn nggə̄,’ wān lə sē gyə̄r ənywī mə̄nē bān Rì lə lwe bə yo. Də̀ sē wān là nan kì yə̀ Rì wān sē Tĕ nggə̄ wān sē ə mkparū dan kyame wān lə sē gyə̄r ənywī mə̄nē bān Rì lə lwe bə. 
MAT.7.22	Mkpān yə̄ Rì lə sùr mə̄nē rɛn də̄ nyə, mə̄nē nggānme lə ri nggə̄ de, ‘Nggɔn nggə̄, Nggɔn nggə̄, la sē ənywī sān mə̄wə̀ yə̄ tə̄ dan mə̄nē rɛn ətù wə̄ yo? Kē la sē ənywī sān mə̄wə̀ tə̄ glā gbə̄gbrìn məmè dē kpə mə̄nē yo? Kē la sē ənywī sān mə̄wə̀ yə̄ tə̄ nan kī yə̄ mə̀ nggān mē yo?’ 
MAT.7.23	Tswēyəmē, nggə̄ lə kàn dàn bə de, ‘Nggə̄ la tsə gyə̄ gbàngyə̀r yo. Gyə̄ ywe dè nggə̄ tswē, gyə̄ mə̄nē bān là nan kī məme!’
MAT.7.24	“Yə sē sə̄sānmə̄nàn, nənè wān də̀ gwɔ rɛn mə̄nggə̀ mē də̀ kpə̄ yə nàn ndu, gu sē kə̄de nē wān là nan kī kyɛn anrīn, wān mɛ kə̄ mə̄gu ətù ywàn. 
MAT.7.25	Mkpān yə̄ glō kū də̀ mə̀sər shɛ̄ tswē də̀ cucu te nggān də̀ kə̄ yə la ji kankərɛ̄ yo, anrɛ̀n bə sə̄ zwē tər kə̄ yə ətù ywàn. 
MAT.7.26	Də̀ nənè wān də̀ gwɔ rɛn mə̄nggə̀ mē də̀gbà kpə̄ yə nàn ndu yo, gu sē kə̄de nē wān te bə̀bè, wān mɛ kə̄ mə̄gu ətù kàbŭ. 
MAT.7.27	Mkpān yə̄ glō kū də̀ mə̀sər shɛ̄ tswē də̀ cucu te nggān, kə̄ yə ji kankərɛ̄ hwɔ̂ kūkwār.”
MAT.7.28	Mkpān yə̄ Yɛso dàn mə̄nē kī yəmē krɛ̀ kūkwār, nkyə̄r mə̄nē bān sə̄ krē mān kan mə̄ nggānme bə̄ kī yə̄ gu sə̀ tsar mə̄nē, 
