MAT.1.1	Iesu Keriso ena rama kupu torina Aberahamo mai Davida bibirakiai emai.
MAT.6.19	Emi kepu hanopakai a'i katoro'anakia, weiana muhi mai 'abi'abi katehore katea'i ki'anakia, mai bainao haukia katehore itu kateahu pa'ana katebainao ainakia. 
MAT.6.20	Ia emi kepu kupai katoro'anakia, weia hanona muhi mai 'abi'abi a'i katea'i ki'anakia, mai bainao haukia itu a'i kateahu pa'ana a'i katebainao ainakia. 
MAT.6.21	Weiana oi emu kepu 'eka tabanai hanona aomu abomo weia.
MAT.6.22	Maha hanona hauani ena ramepa, oi mahamu tenamo raninai hauanimu maikoina hanona ea aonai. 
MAT.6.23	Ia mahamu kateki'a raninai hauanimu maikoina hanona wapura aonai. Ba oi aomu eana niwapura raninai wapura weiana hanona keapa'ua wairai.
MAT.6.24	Hau ha poki haukia rua rani hamonai ta'arakia a'i kea'i. Ia hamona 'arina a'i ke'ari mai ha keraona'au aina, 'ao hamona aiana keona mai ha kebaki'ana. Wai Tirama mai kepu terarua rani hamonai ta'arakia a'i katoa'i.
MAT.6.25	Weiana buonai au wai nahinabenimi. Aomi a'i katearo'ari, taba patoana 'ao taba patoinu emi mauri paunai, 'ao hauanimiai taba patobatotona hauna a'i katoraonana. Mauri hanona eapa'ua ki'a baha ba pohama, mai hauanimu hanona eapa'ua ki'a baha ba habuni. 
MAT.6.26	Roborobo tirobo tomoihanakia. Ia uho a'i tibato, a'i tieueu mai rerea a'i tihoroti, ia Hamami kupai hauna ne'ima harainakia. Ia wai hanona tonamo ki'a baha ba roborobo. 
MAT.6.27	Oi tai ha emu ao aro'ari kehore emu mauriai pomiaho homa'a 'apuana?
MAT.6.28	Mai taba buonai aomi niaro'ari habuni herenai? Hoeahoea arabu haianai aea ti'omu aiho katoihanakia. Ia a'i tiaro'ari 'ao kipokia habunikia a'i tibabai. 
MAT.6.29	Ia au wai nahinabenimi, Solomon ena nuabiai habuni namona ebatotona, iamo taitai neiakia hanona tenamo ki'a baha. 
MAT.6.30	Weiana arabu tubukia bariu titaitai mara aba kate'ororo iruba aonai katekapo totonakia kate'ara haukia habunikia Tirama nihore ṉa nibabatoto aihonakia raninai, wai emi habuni ua a'i kebabatoto aihonimi, u? Emi a'ikakauma teko'iko'i haumi. 
MAT.6.31	Ua buonai aomi a'i katearo'ari, a'i kato'abi, “Aika taba kahana?” 'ao “Aika taba kahainu?” 'ao “Aika taba kahabatotona?” 
MAT.6.32	Weiana rama haeai haukia taba nahomakia ikoinai titabunakia, ia wai Hamami kupai aba e'iobina taba neiakia tonuatae ainakia. 
MAT.6.33	Wai hanona Tirama ena obia aiarana mai ena nuatae akana berona katotabu 'uaina, ba taba nahomakia ikoinai hanona wai kebenimi. 
MAT.6.34	Weiana paunai aomu a'i kearo'ari mara 'eunai. Mara hanona kipona ena ao aro'ari. Wapu ha ha ekia aro'ari hanona kipokia 'eukia.”
MAT.7.1	“Baika beho 'ekanai a'i katohorotinakia pokina Tirama wai beho 'ekanai a'i mehorotinimi. 
MAT.7.2	Weiana wai baika behoai tuhorotinakia taeara ihobonai Tirama kehore wai behoai kehorotinimi. Mai wai emi babai baika herekiai ihobokiai Tirama kehore heremiai kebabai. 
MAT.7.3	Taba buonai uaho'abamu mahana aonai matiu nabunabuna noihana, iamo oi kipomu mahamu aonai matiu rarina robana a'i nuahuna? 
MAT.7.4	Aehoma buonai oi uaho'abamu nohinabena, “Mahamu aonai matiu nabunabuna ma'i ahina”? Ia oi hanona mahamu aonai matiu rarina nemiaho. 
MAT.7.5	Oi bahaorea haumu! Kipomu mahamu aonai matiu rarina moa'i ahi 'uaina, ba koihaiha harai uaho'abamu mahana aonai matiu nabunabuna koa'i ahina.
MAT.7.6	Robe tabana waeha a'i katobenakia, katekabe a'i teme 'urinimi marikina. Emi mairi a'i katokapo ahinakia aiporo wairakiai. Aekiai a'i teme'ehe banai 'ehe banaina marikina.
MAT.7.7	Katonoi hanona kebenimi, katotabuna hanona katotabu ahina, katoharahara hanona pa'abimi kekaikauna. 
MAT.7.8	Weiana maearima ha ha tinoinoi hanona katea'inakia, tabu tabu haukia hanona katetabu ahina, mai harahara haukia hanona pa'abikia kekaikauna.
MAT.7.9	Oi hau tabamu, nahumu pohama penoi aina raninai pihara pobena, u? 
MAT.7.10	'Ao maia penoi aina raninai 'erau pobena, u? 
MAT.7.11	Wai ki'a haumi, iamo nahumi taba namokia katobenakia hanona to'iobina. Babita 'abana Hamami kupai hauna kehore tinoi haukia taba namokia tohakia kebenakia, u?
MAT.7.12	Maearima baika heremiai taba tonuatae aina katebabaina hauna wai abomo herekiai ihobona katobabaina. Neiana hanona Mose ena Rauhubu mai mahabanai haukia ekia ba'iobi 'abina anina tohana.
MAT.7.13	Wai hanona pa'abi 'omo'omona aonai katokatoto. Pokina pa'abi weiana eao 'ari banaibanai 'ekana hanona emata mai taearana epanaba, maearima bo'ona hanona weia tikatoto. 
MAT.7.14	Ia pa'abi weiana eao mauri 'ekana hanona e'omo'omo, mai taearana ika'ana hanona epahihi, maearima bitamo titabu ahina.
MAT.7.15	Mahabanai bai'oi haukia katoiha harainakia, katemai heremi ihakia matoha mamoe 'abakia, ia aokia hanona waeha 'aki aibarakia 'abakia. 
MAT.7.16	Wai hanona maearima weiakia buabuakiai katobai'iobi. 'Ama'ama 'ororo buana a'i keba ramana, 'ao 'ini boaboa maiha buana a'i kebaramana. 
MAT.7.17	Ihobona mo matiu namokia ikoikiai hanona buakia namokia tibaramanakia, ia matiu ki'a obokia hanona buakia ki'a obokia tibaramanakia. 
MAT.7.18	'A matiu namona hanona buabua ki'a obona kebaramana a'i ketaina mai matiu ki'a obona hanona buabua namona kebaramana a'i ketaina. 
MAT.7.19	Matiu weiakia ikoinai buabua namokia a'i tibaramanakia haukia hanona ikabe obo iruba aonai katekapo totonakia. 
MAT.7.20	Weiana buabua uahomakiai hanona mahabanai bai'oikia aba kato'iobinakia.
MAT.7.21	Maearima tiaparina'u, “Obiapaka e, Obiapaka e,” weiakia haukia maikoinai mo Tirama ena obia aiarana aonai a'i katekatoto, ia tai Hama'u kupai nemiaho hauna ena nuatae akana kebabaina hauna mo kekatoto. 
MAT.7.22	Wapu weianai maearima bo'ona here'u ai kate'abi katetibaha, “Obiapaka e, Obiapaka e, ai atamuai tamahabanai, ai atamuai auba ki'a obokia tau'u ahinakia, mai hoa haeai haeai tababainakia!” 
MAT.7.23	Ba au hanona wairakiai kahinabe harainakia katibaha, “Au wai a'i a'iobinimi. Here'uai tomokapare, wai ki'a ibabaina haumi!”
MAT.7.24	Weiana paunai hau ha e'u 'abi neiana 'uruna niona mai akakia nibabai hanona matoha ao bero hauna 'abana ena itu wairo ahanai ebakori 'auna. 
MAT.7.25	Abara etibo tou ekarahi mai baura rarina eabu 'au itu eabu ki'ana, ia a'i epobu, pokina itu hanona wairo ahanai ebakori 'auna. 
MAT.7.26	Ia hau ha e'u 'abi neiana 'uruna niona, ia akana a'i nibabaina hanona matoha po'o hauna 'abana ena itu 'ano ahanai ebakorotina.
MAT.7.27	Abara etibo tou ekarahi, mai baura eabu itu epobu earu otaraina.” 
MAT.7.28	Iesu 'abi weiana ebapuana hanona to'u haukia ikoikiai ena ba'iobiai teta'u ta'u huri. 
MAT.7.29	Pokina ia ena ba'iobi hanona rauhubu poki haukia ekia ba'iobi 'abakia aha'i, ena 'abi hanona mai hiabuna.
MAT.8.1	Iesu oeo ai eriri raninai maearima to'u rarina 'akina murinai te'au. 
MAT.8.2	Morumoru hauna ha emai Iesu wairanai ekaipehu e'abi etibaha, “Obiapaka e, konuatae raninai kobanamona'u ketaina.” 
MAT.8.3	Iesu imana etiu ahina ea'i 'apuana e'abi etibaha, “Au nanuatae haumu menamo.” Biaimo ena morumoru enamo. 
MAT.8.4	Ba Iesu hau weiana ehinabena etibaha, “Hau ha haianai a'i ko'abi, ia koao kipomu robe hauna herenai haumu kobaihana, mai beruberu Mose e'uahina hauna kobaibeni ia herenai kebatohani'o oi hanona aba onamo.”
MAT.8.5	Iesu Kaperanauma aiaranai ekatoto raninai, Roma huari poki hauna ha emai herena enoina kebaraina. 
MAT.8.6	E'abi etibaha, “Obiapaka e, e'u ta'ara a'i hauna nimero ituai enoti, hauna nihaiara ki'a.” 
MAT.8.7	Iesu ehinabena etibaha, “Kawahi kabanamona.” 
MAT.8.8	Huari poki hauna e'abi etibaha, “Obiapaka e, au a'i anamo oi komai e'u itu, 'a ko'abi mo weiana e'u ta'ara a'i hauna kemauri. 
MAT.8.9	Pokina au hanona hiabu hauna ha ba'anai ṉamiaho mai huari haukia baika au ba'a'uai ṯemiaho. Au hau neiana ṉahina bena, ‘Moao’ hanona niao, haeamona hau weiana ṉahina bena, ‘Omai.’ hanona nimai. Abomo e'u ta'ara a'i hauna ṉahina bena, ‘Neiana mobabaina.’ hanona ia nihore nibabaina.” 
MAT.8.10	Iesu aia weiana eona raninai eta'u ta'u huri, ba murinai ti'au haukia ehinabenakia etibaha, “'Abi tohana au wai nahinabenimi, Isaraela aonai hau ha herenai a'ikakauma ṉahomana ha a'i atabu ahi 'apuana.
MAT.8.11	Au wai nahinabenimi maearima bo'ona 'akina taetanai mai tibotainai katemai Tirama ena obia aiarana aonai tatu 'ekanai Aberahamo, Isako, Iakobo kipokia katemiati haeamo. 
MAT.8.12	Ia maearima weiakia Tirama ena obia aiarana eba'oruna 'eukia haukia hanona mahana wapuranai katekapo ahinakia weia katehai mai nihekia katearao'i arao'i.”
MAT.8.13	Iesu huari poki hauna ehinabena etibaha, “Moao emu itu, oa'ikakauma ihobonai heremuai aba kerama.” Ena ta'ara a'i hauna beraura hoana weiana aonai beronai emauri mauri.
MAT.8.14	Iesu Petero ena ituai ekatoto raninai, Petero rawana babi'ena eihana neinawa hauna nehiabu enoti. 
MAT.8.15	Iesu ehore babi'e imana ea'i 'apuana, ba inawa ehabona, babi'e emikiri Iesu ta'arana ea'i.
MAT.8.16	Weiana rabirabi eaoaina aonai maearima bo'ona auba ki'a obokia aokiai haukia temaiainakia Iesu herena. Iesu hanona ena 'abiai auba ki'a obokia eu'u ahinakia mai inawa haukia ikoikiai ebamaurinakia. 
MAT.8.17	Neiana hanona Isaia mahabanai hauna ena 'abi ibatohana ṉa e'abi aiho,
MAT.8.17	‘Ia kipona eka 'abe'abe
MAT.8.17	kea'i parenakia
MAT.8.17	mai eka inawa kebua obonakia.’
MAT.8.18	Iesu to'u rarina tekori kaiarona eihanakia raninai i'abana haukia ehina benakia katekabanai obu abirana kateao. 
MAT.8.19	Rauhubu poki hauna ha emai Iesu ehinabena etibaha, “Ba'iobi haumu e, 'eka tabana koao ia au hanona oi murimuai ka'au.” 
MAT.8.20	Iesu ia ena 'abi ebamuena etibaha, “Waeha 'aki hanona mai ekia 'uri, mai 'ubi roborobokia hanona mai ekia ni'i, 'a au maearima nahuna hanona ara'u kahorotina karai 'ekana aha'i.” 
MAT.8.21	I'abana hauna ha Iesu ehinabena etibaha, “Obiapaka e, paeao 'uai hama'u pahorena.” 
MAT.8.22	'A Iesu ia ehinabena etibaha, “Muri'uai mo'au, 'ari haukia hanona mohabonakia kipokia ekia 'ari temehorena.”
MAT.8.23	Weiana Iesu ahiai ehe'au, i'abana haukia kipokia teao. 
MAT.8.24	Weiana obuai kou rarina 'akina eabu 'au, roio rarikia temikiri ahi tebahu abuna, 'a Iesu hanona eparua 'ari. 
MAT.8.25	I'abana haukia teao tebaona te'abi tetibaha, “Obiapaka e, moba maurinaka aba kahatono.” 
MAT.8.26	Ia ekia 'abi ebamuena etibaha, “Emi a'ikakauma eko'i ko'i haumi, aehoma buonai tuta'u ki'a?” Ba Iesu emikiri rani mai roio erikenakia, weiana beronai e'omata harai 'aki. 
MAT.8.27	Hau weiakia teta'u ta'u huri te'abi tetibaha, “Neiana hanona hau tabana, ba rani mai roio abomo aiana tika'aina.”
MAT.8.28	Iesu obu abirana Gadarene hanonai ekara'au raninai, hau rua aokiai auba ki'a obokia ṯemiaho haukia 'ari ahanai temai herena. Ia teaiahu wairai paunai hau ha taeara weianai a'i ekabanai. 
MAT.8.29	Ia teio tetibaha, “Tirama nahuna e, heremai ai taba nonuatae aina? Rani a'i nitai bahana ia oi omai hanona ai kobahaiaranamai, u?” 
MAT.8.30	'Eka weianai baiatana a'i ehoma'a hanona aiporo to'una ha tianiani. 
MAT.8.31	Ba auba ki'a obokia Iesu tenoina tetibaha, “Oi kobakarahinamai raninai, kouhunamai kataeao aiporo to'una weiana aokiai katatoto.”
MAT.8.32	Weiana ia ehinabenakia etibaha, “Tomoao.” Ba ia tekarahi teao, aiporo aokiai tetoto. Aiporo to'una maikoinai herehere ai tebeau riri papa'a ai terobo ahi obu aonai tetobu tetono 'ari.
MAT.8.33	Aiporo 'ima haukia tebeau obo aiara apa'uanai pou neiana mai auba ki'a obokia hau aokiai temiaho haukia pouna abomo tehinana. 
MAT.8.34	Weiana aiara apa'uana maearimana maikoinai temai Iesu kateihana. Ba temai teihana raninai, tenoina ekia hano kehabona.
MAT.9.1	Iesu ahi ai ehe'au obu ebeau banai ena aiara tohana eao. 
MAT.9.2	Maearima baika mero hauna ha toto'eai teaoaina herena. Iesu ekia a'ikakauma eihana raninai, mero hauna ehinabena etibaha, “Naha'u e, a'i kota'u, emu ki'a aba ihina hao.”
MAT.9.3	Weiana rauhubu poki haukia baika kipokia baiatakia te'abi'abi tetibaha, “Hau neiana hanona Tirama herenai ni'abi ki'a.”
MAT.9.4	Iesu ekia raona raona e'iobinakia ba e'abi etibaha, “Aehoma buonai raona ki'a obona aomiai turaonana? 
MAT.9.5	Aeana hauna e'ama'ama, ka'abi ‘Emu ki'a ihinahao.’ 'ao ka'abi ‘Momikiri, moka'a.’ 
MAT.9.6	'A wai kato'iobina au maearima nahuna hanona mai e'u hiabu hanopaka maearimakia ekia ki'a kahina hao.” Ba Iesu mero hauna ehinabena etibaha, “Momikiri, emu toto'e moa'ina, moao emu itu.” 
MAT.9.7	Weiana ia emikiri, eao ena itu. 
MAT.9.8	To'u haukia babai weiana teihana raninai teta'u ki'a, ba hiabu uahomana maearima ebenakia Tiramana tebanamona.
MAT.9.9	Iesu 'eka weiana ehabona eao aonai hau ha eihana, ia atana Mataio moni a'i 'ekanai
MAT.9.10	Iesu Mataio ena itu ai nianiani aonai, moni bararo haukia bo'ona mai aka ki'a haukia abomo temai ia mai i'abana haukia kipokia teaniani haeamo. 
MAT.9.11	Parisea haukia baika hoahoa weiana teihana raninai i'abana haukia tebakainakia tetibaha, “Aehoma buonai emi ba'iobi hauna moni bararo haukia mai aka ki'a haukia kipokia tianiani haeamo?”
MAT.9.12	Iesu aia neiana eona hanona ekia 'abi ebamuena etibaha, “A'i ṯeinawa haukia hanona muramura baibeni hauna
MAT.9.13	Wai tomoao Puka robena 'abina neiana anina taba hanona katotabuna, ‘Au aoko'o nanuatae aina ia baibeni tabana aha'i.’ Au amai ena poki hanona bero haukia a'i kaparinakia, 'a aka ki'a haukia kaparinakia.”
MAT.9.14	Weiana Ioane i'abana haukia temai Iesu herena tebakaina tetibaha, “Aehoma buonai ai mai Parisea haukia kipokia ṯani robe, 'a oi i'abamu haukia hanona a'i tiani robe?” 
MAT.9.15	Iesu ekia 'abi ebamuena etibaha, “Hawainibe mahamaha hauna ena baki haukia herekiai nemiaho aonai ia aea katehai aiho? 'A rani kemai hawainibe mahamaha hauna herekiai katea'i parena aonai ia kateani robe.
MAT.9.16	Hau ha habuni mahamahana puana habuni 'ai'aina ohi a'i ketai orenakia, pokina itai 'ekana kepuhu pa'ana hanona tapa keapa'ua ki'a. 
MAT.9.17	Maearima bine beina mahamahana beibei 'ai'aikiai a'i katebaharuna, pokina beibei katepa'a hanona bine beina kekiki oioi abomo beibei keki'a, 'a bine beina mahamahana hanona beibei mahamahakiai kateibaharu weiana terarua katenamo.”
MAT.9.18	Iesu 'abi neiana nehinana aonai, marea poki hauna ha emai wairanai ekai pehu ehinabena etibaha, “Naha'u uahona hanona bariu mo e'ari, ia omai imamu ahanai kohao 'au hanona kemauri.” 
MAT.9.19	Ba Iesu emikiri murinai e'au, i'abana haukia abomo teao.
MAT.9.20	Weia babi'e ekia inawa ea'ina ihau harau haea rua babi'ena ha Iesu murinai eka'a emai ena habuni puana ea'i 'apuana. 
MAT.9.21	Pokina kipona aonai etibaha, “Ena habuni puana mo ka'i 'apuana hanona kanamo.” 
MAT.9.22	'A Iesu eiha kabe eihana ba ehinabena etibaha, “Naha'u e, a'i kota'u, emu a'ikakauma ehore ebanamoni'o.” Babi'e beronai mo enamo.
MAT.9.23	Weiana Iesu marea poki hauna ena ituai etoto, irarabu ahu haukia mai to'u rarina urukia nebua eihanakia raninai, 
MAT.9.24	ia ehinabenakia etibaha, “Tomokatu'a, uaho hanona a'i e'ari, ia hanona niparua.” To'u haukia Iesu teiriri aina. 
MAT.9.25	Ba to'u haukia tekarahi mahanai murinai, ia ikaihuri aonai etoto, uaho imanai ea'i hanona uaho emauri mauri ba emikiri. 
MAT.9.26	Pou neiana eao hano weiana maikoinai tehina otaraina.
MAT.9.27	Iesu 'eka weianai ekarahi aonai mahakia teki'a haukia rua murinai teka'a teio tetibaha, “Davida nahuna e, moaoko'o ainamai.” 
MAT.9.28	Ia ituai etoto raninai mahakia teki'a haukia temai herena, ba Iesu ebakainakia etibaha, “Wai tua'ikakaumana'u au aka neiana kababaina hanona ketaina, u?” Ia te'abi tetibaha, “'E, Obiapaka, ṯa'ikakaumani'o.” 
MAT.9.29	Weiana Iesu ia mahakia ea'i 'apuanakia ba e'abi etibaha, “Emi a'ikakauma ihobona heremiai merama.” 
MAT.9.30	Weiana mahakia teno'a. Ba Iesu eharabunakia etibaha, “Hau ha a'i katoba'iobina.” 
MAT.9.31	'A ia tekarahi teao hano weiana maikoina aonai Iesu pouna tehina otaraina.
MAT.9.32	Ia tekarahi teka'a aonai, maearima baika hau ha aonai auba ki'a obona nemiaho buonai maeana eki'a hauna teaoaina Iesu herena. 
MAT.9.33	Auba ki'a obona eu'u ahina murinai maeana eki'a hauna enamo ba e'abi'abi, to'u haukia maikoinai teta'u ta'u huri te'abi tetibaha, “Isaraela aonai hoa nahomana ha a'i haiha 'apuana.” 
MAT.9.34	'A Parisea haukia te'abi tetibaha, “Ia hanona auba ki'a obokia ekia poki hauna ena hiabuai auba ki'a obokia neu'u ahinakia.”
MAT.9.35	Weiana Iesu eao aiara apa'uakia mai papakia maikoikiai aokiai ekaoao, ekia marea aokiai eba'iobi, Tirama ena obia aiara pouna namona eiroro aina, inawa mai haiara haeai haeai ikoikiai ebanamonakia. 
MAT.9.36	Iesu to'u haukia eihanakia hana eaoko'o ainakia pokina tiaru 'abaea mai hau hororokia ihobona mamoe i'imakia hauna aha'i haukia 'abana. 
MAT.9.37	Ba ia i'abana haukia ehinabenakia etibaha, “Umai aniani bo'ona aba te'oru, ia aka haukia hanona a'i ebo'o. 
MAT.9.38	Ua buonai uma Poki Hauna katonoina aka haukia keuhunakia ena umai kateueu.”
MAT.10.1	Iesu i'abana haukia harau haea rua eaparinakia temai herena, hiabu ebenakia auba ki'a obokia kateu'u ahinakia haeamona inawa mai haiara haeai haeai ikoikiai kateba namonakia.
MAT.10.2	Iuhubeau haukia harau haea rua atakia hanona neiakia, kori 'uaina Simona, ia hanona teaparina Petero, mai uaho'abana Anderea, Sebedeo nahuna Iakobo mai uaho'abana Ioane. 
MAT.10.3	Pilipo, Batolomeo, Toma mai moni bararo hauna Mataio, Alepeo nahuna Iakobo, mai Tadeo. 
MAT.10.4	Selote hauna Simona, mai Isakariote hauna Iuda, Iesu ehinahinaina hauna.
MAT.10.5	Iesu hau harau haea rua neiakia euhunakia mai ehinabenakia etibaha, “Rama haeai haukia ekia hano a'i katoao abomo Samaria aiarakia ha a'i katokatoto. 
MAT.10.6	'A katoao Isaraela itubuna ena mamoe te'akauma haukia herekia. 
MAT.10.7	Katoao aonai katoiroro katotibaha, ‘Tirama ena obia aiarana hanona aba herekai.’ 
MAT.10.8	Inawa haukia katoba namonakia, 'ari haukia katoba maurinakia, morumoru tea'ina haukia hauanikia katoba namonakia, mai auba ki'a obokia katou'u ahi. Wai toa'i 'abaeana buonai katobaibeni 'abaea.
MAT.10.9	Emi mahoa ihiua ihiua aokiai moni apa'uana 'ao papana ha a'i katoutana. 
MAT.10.10	Emi kaoao paunai mahoa, habuni ibatoto ibaruana, tamaka, mai ikai'ini a'i katoa'inakia, pokina aka hauna hanona mai ena iro'o.
MAT.10.11	Aiara tabanai tukatoto hanona kea'i taeanimi hauna katotabuna herenai katomiaho keaomo 'eka weiana katohabona. 
MAT.10.12	Itu weianai tukatoto hanona banamo katobaibeni. 
MAT.10.13	Itu maearimakia katea'i taeanimi raninai emi baibua banamona ahakiai kemiaho, 'a a'i katea'i taeanimi raninai emi banamo hanona kemue heremi. 
MAT.10.14	'A tai ha a'i kea'i taeanimi 'ao aiami a'i keona raninai aiara 'ao itu weiana katohabona aonai 'apumi 'apurorokia katotabu tabu obonakia. 
MAT.10.15	'Abi tohana au wai nahina benimi, bakai orena berauranai Sodoma mai Gomora aiarakia ekia puma ma ke'aera, ia aiara weiana ena puma hanona keapa'ua.
MAT.10.16	Au wai nauhunimi hanona ihobona matoha mamoe 'abakia tuao waeha 'aki baiatakiai. Ua buonai 'erau 'abakiai katoao katoaobero mai rauria 'abakiai katoao aomiai ki'a a'i katoraonana. 
MAT.10.17	Maearima herekiai kato'ima 'ima harainimi, pokina ia kateaoainimi bakai 'ekanai katehorotinimi, abomo marea aokiai kate'atinimi. 
MAT.10.18	Au buo'uai wai kateaoainimi poki haukia apa'uakia mai obia haukia apa'uakia wairakiai katebabakainimi, aonai ia mai rama haeai haukia herekiai pou namona ihina pouna haumiai katoao. 
MAT.10.19	Kateaoainimi bakai 'ekana raninai aomi a'i kearo'ari 'abi tabana katohinana 'ao aea kato'abi aiho. Rani weianai taba katohinana hauna Tirama kebenimi. 
MAT.10.20	Pokina ihinana hanona wai aha'i, 'a Hamami Tirama Aubana aomiai hauna ke'abi.
MAT.10.21	Uaho'aba ha kehore uaho'abana kehinahina aina kateahu 'arina, hama kehore nahuna ua kehomana, nahu katehore hamakia mai hinakia kate'oatanakia 'ari 'ekanai katehorotinakia. 
MAT.10.22	Maearima ikoikiai au buo'uai kateaotata ainimi, 'a tai kekori 'ini keao puanai hauna kemauri. 
MAT.10.23	Aiara hai kate'oatanimi raninai kato'uru katoao aiara 'abana ha. 'Abi tohana au wai nahinabenimi, Isaraela aiarakia ikoikiai a'i katokatoto ore bahanakia aonai au maearima nahuna hanona kamai.
MAT.10.24	Marere miorina ena ba'iobi hauna a'i ketara haona 'ao ta'ara'i hauna ena poki hauna a'i ketara haona. 
MAT.10.25	Marere miorina ena ba'iobi hauna ohi kateihobo hanona enamo, mai ta'ara a'i hauna ena poki hauna ohi kateihobo hanona enamo. Itu poki hauna kateaparina Belesebulo raninai itu maearimakia baika abomo ata ki'a obokiai kateaparinakia.
MAT.10.26	Ua buonai a'i katota'u ainakia. Taba tebahu abunakia haukia ikoikiai hanona katea'i kau mai taba bunikia ikoikiai hanona katebawaira tinanakia kate'iobi. 
MAT.10.27	Taba wapurai nahina benimi haukia hanona ea aonai katohinanakia mai taba haiamiai abateteai haukia hanona itu kapenai katoiroro ainakia. 
MAT.10.28	Weiakia hauani kateahu 'arina haukia a'i katota'u ainakia pokina auba hanona a'i kateahu 'arina. Ia Tirama katota'u aina ia hanona hauani mai auba terarua kea'i ki'a ki'a bahanakia iruba aonai.
MAT.10.29	Komure rua hanona pene hamonai katekawanakia. Iamo Hamami ena nuatae aha'i raninai ha a'i ke'eho 'anoai. 
MAT.10.30	Weiana buimi ikoikiai aramiai haukia aba etuabi orenakia. 
MAT.10.31	Ua buonai a'i katota'u wai hanona komure bo'ona 'akina totara haonakia.
MAT.10.32	Hau ha maearima wairakiai ke'abi ia au ni'abana'u hauna hanona au abomo Hama'u kupai nemiaho hauna wairanai ka'abi ia hanona au i'aba'u. 
MAT.10.33	'A hau ha maearima wairakiai au kebuniai aina'u hauna hanona au abomo Hama'u kupai nemaiho hauna wairanai ia kabuniai aina.
MAT.10.34	A'i katoraonana au amai hanona baibua hanopakai kamaiaina. Au hanona baibua a'i amaiaina ia kareba amaiaina bai'oata kerama. 
MAT.10.35	Au amai pokina hanona neiana,
