MAT.1.1	Ингье, Иса 
MAT.9.5	Вуч лугьун регьят я: «Ви гунагьрилай гъил къахчунва» лугьун регьят яни, я тахьайтӀа «Къарагъ, ахлад» лугьун? 
MAT.9.6	Амма Инсандин 
MAT.9.7	Ам къарагъна, вичин кӀвализ хъфена.
MAT.9.8	Халкьдиз и кар акурла, кичӀе хьана ва инсанриз ихьтин алакьун ганвай Аллагьдиз шукурар авуна.
MAT.9.9	Анай хъфидайла, Исадиз харж 
MAT.9.9	– Зи гуьгъуьна аваз ша, – лагьана Исади.
MAT.9.9	МатӀай, къарагъна, Адан гуьгъуьна аваз фена.
MAT.9.10	МатӀаян кӀвале Ада фу недайла, аниз харж кӀватӀдайбурни муькуь гунагькарар атана, Исадихъни Адан 
MAT.9.11	 и кар акурла, абуру Адан тилмизривай хабар кьуна:
MAT.9.11	– Куь Муаллимди харж кӀватӀзавайбурухъни гунагькаррихъ галаз вучиз фу незва?
MAT.9.12	И гафар ван хьайила, Исади абуруз лагьана:
MAT.9.12	– Жерягь сагъбуруз ваъ, начагъбуруз герек я. 
MAT.9.13	Алад, фена 
MAT.9.14	Гьа чӀавуз Исадин патав 
MAT.9.14	– Чнани 
MAT.9.15	– Чам чпихъ галамай кьван гагьда мехъерин мугьманривай перишан яз акъвазиз жедани? – лагьана Исади. – Амма са чӀав атана, чпивай чам къакъудайла, абуру сив 
MAT.9.16	Гьич садани цӀуру пекериз цӀийи парчадикай пине ядач, ягъайтӀа, цӀийида цӀуруди акъажна, тӀеквен авайдалайни чӀехи ийида. 
MAT.9.17	Гьич садани цӀийи чехир куьгьне целериз цадач. ЦайитӀа, чехирди цӀуру цел хъиткьинарда – вун чехирдикайни жеда, целерикайни. ЦӀийи чехир цӀийи целера цада. Гьа чӀавуз цӀийи чехирни сагъ амукьда, цӀуру целерни.
MAT.9.18	И гафар Исади 
MAT.9.18	– Зи руш гьа исятда кьенва, тавакъуйда, атана адал гъилер 
MAT.9.19	Исани тилмизар гьа касдин гуьгъуьна аваз фена.
MAT.9.20	Ингье, цӀикьвед йисуз къеняй иви физ азиятдик квай папа, кьулухъай атана, Исадин парталдин ценек гъил кяна. 
MAT.9.21	А папа вичи вичик виликамаз кьетӀнавай:
MAT.9.21	– За Адан парталдик гъил кягъайтӀа, зун сагъ хъжеда.
MAT.9.22	Элкъвена ам акур Исади лагьана:
MAT.9.22	– КӀевиз акъваз, чан руш! Ви 
MAT.9.22	Гьа сятдилай а паб сагъ хъхьана.
MAT.9.23+MAT.9.24	Исади, гьакимдин кӀвализ атана, кфилдал ясдин макьамар язавайбурни лугьунарзавайбур акурла, абуруз лагьана:
MAT.9.23+MAT.9.24	– ЭкъечӀ инай, руш кьенвач, ам ксанва.
MAT.9.23+MAT.9.24	Амма анал алай инсанар адал хъуьрена.
MAT.9.25	КӀваляй инсанар акъудайла, Ада атана рушан гъил кьуна, рушни къарагъна. 
MAT.9.26	И кардикай ван гьанин вири чилерал чкӀана.
MAT.9.27	Иса анай хкведайла, Адан гуьгъуьна кьве буьркьуьди гьатна.
MAT.9.27	– 
MAT.9.28	Ам кӀвализ хтайла, буьркьуьбур Адал алкӀана. Исади абуруз лагьана:
MAT.9.28	– Залай куьн сагъар хъийиз алакьдайдахъ куьн агъунвани?
MAT.9.28	– Эхь, Агъа! – лагьана абуру.
MAT.9.29	Гьанал Ада абурун вилерик гъил кяна, лагьана:
MAT.9.29	– Куьне Захъ 
MAT.9.30	Абурун вилер ахъа хьана.
MAT.9.30	– Килиг гьа, Зун вуж ятӀа, садазни чир тахьурай, – кӀевелай лагьана Исади.
MAT.9.31	Амма абуру, анай экъечӀна, гьа чил тирвал Исадикай ван-сес туна.
MAT.9.32	Буьркьуьбур экъечӀдайла, Исадин патав 
MAT.9.33	Адакай жинерар хкудайла, лалдай чӀал акъатна. Мягьтел хьайи халкьди лугьуз хьана:
MAT.9.33	– Ихьтин кар 
MAT.9.34	Амма 
MAT.9.34	– Жинерар хкуддай къуват Ада жинеррин кьилевайдавай къачузва.
MAT.9.35	Гьа икӀ шегьеррани хуьрера къекъвез, Исади 
MAT.9.36	Гзаф халкь акурла, Адаз абурун язух атана. Абур, чубан авачиз, аман атӀанвай, кичӀ акатай хипер хьиз авай. 
MAT.9.37	Гьа чӀавуз Ада Вичин 
MAT.9.37	– Гвен бул я, гвен гуьдайбур – тӀимил. 
MAT.9.38	ГьакӀ хьайила, гвенин Иесидивай гвен гуьдайбур мад ракъурун тӀалаб ая!
MAT.10.1	Исади Вичин цӀикьвед 
MAT.10.2	ЦӀикьвед 
MAT.10.3	ФилипӀ ва БартӀаламай, ТӀумай ва харж 
MAT.10.4	Симун 
MAT.10.5	Исади и цӀикьведни ракъурдайла, абуруз эмир авуна:
MAT.10.5	– 
MAT.10.6	Сифтени-сифте куьн, хипер хьиз, телеф хьанвай 
MAT.10.7	Вач, абуруз Цаварин 
MAT.10.8	Азарри кьунвайбур сагъар хъия, 
MAT.10.9	Фидайла, жувахъ галаз я къизил, я гимиш, я къара пул къачумир, 
MAT.10.10	рекьиз я гьебе, я кьве къат пекер, я кӀвачин къапар, я аса тухумир, зегьметкешдив вичин тӀуьн агакьда. 
MAT.10.11	Гьи шегьердиз ва я хуьруьз куьн фейитӀа, ана лайих авай инсан вуж ятӀа жузуз; хъфидалди гьана акъваз. 
MAT.10.12	КӀвализ гьахьдайла, иесидиз «хийирар хьуй» лагь. 
MAT.10.13	КӀвал лайих авайди хьайитӀа, куьне а кӀвализ гъидай хийир ана амукьда; лайих авайди тахьайтӀа, куь хийир квел хкведа. 
MAT.10.14	Куьн са кӀвале, я са шегьерда кьабул тавуртӀа ва куь гафариз яб тагайтӀа, анай экъечӀна хъфидайла, кӀвачерал алай ругни кӀвах хъия. Идалди куьне абуруз Аллагьди чпиз жаза гудайди къалурда. 
MAT.10.15	За квез рикӀивай лугьузва: Къияматдин 
MAT.10.16	За ракъурнавай куьн жанавуррин арада хипер хьиз жеда: гъуьлягъар хьиз акьул авайбур, лифер хьиз дугърибур хьухь. 
MAT.10.17	Инсанрикай мукъаят хьухь: абуру куьн дувандин гъиле твада ва чпин 
MAT.10.18	Ахпа Зун себеб яз куьн, Зи 
MAT.10.19	Куьн дувандиз гъайила, вуч ва гьикӀ лугьудатӀа лугьуз къайгъудик жемир, куьне лагьана кӀанзавай гафар квел гьасятда агакьда. 
MAT.10.20	Куьн ваъ, куь мецелай куь 
MAT.10.21	Стхади стха ам кьин патал маса гуда, бубади – велед; веледарни диде-бубайриз акси экъечӀда ва абур рекьида. 
MAT.10.22	Зи 
MAT.10.23	Са шегьерда куьн хурук кутаз хьайитӀа, маса шегьердиз кат. За квез рикӀивай лугьузва: куьн 
MAT.10.24	Тилмиз вичин муаллимдилай артух туширвал, нуькерни вичин иесидилай артух туш. 
