MAT.1.1	Leꞌa bexa ndee bexa ngok usan gox polta ten Jesucristo, dub xa ras David no xa ras Abraham.
MAT.5.37	Ndi gor na gun bega dub taꞌa, litsa gud bega. No tal naꞌanpa gun bega dub taꞌa, litsa gud bega. Leꞌa itea taꞌa na kota bega ndoꞌ ta ndee wa, leꞌa ta wa ta ten maxuꞌu.
MAT.5.38	’No mbiꞌínla bega ta ndab diꞌizh ten Dios: “Tal ton guzhaꞌa ngusndoꞌ dub men, leꞌa men wa noga li gunno xa wa. No tal ton koꞌoga dub ndeay dub men, leꞌa men wa noga li gunno xa wa.” 
MAT.5.39	Parea leꞌa naꞌ ndi gáp naꞌanpa ukixke bega ta ugap mbinno dub men bega. Tal ton kichyaꞌa ndoꞌ bega lad gaꞌal, blaꞌa bega kichyaꞌa xa no stubga lad. 
MAT.5.40	No tal ton usake bega ulat xa dub xab bega, blaꞌa bega gast no stub‑a goꞌo xa. 
MAT.5.41	No tal ton gab juerska goꞌo bega dub taꞌa noꞌo xa dub kilómetro nes nsea xa, ndi top li sa biꞌi bega‑yá. 
MAT.5.42	No tal ton inab dub taꞌa ndoꞌ bega, usaꞌa bega‑yá. No tal ton inab dub ta ikiꞌin xa, lá gab bega leꞌa bega lá usaꞌa‑yá.
MAT.5.43	’No mbiꞌínla bega stubga taꞌa ndab be men: “Bkweaꞌ ladna bega be ltsaꞌa bega, no bxee ladna bega ndoꞌ bexa ugap ndanno bega.” 
MAT.5.44	Parea leꞌa naꞌ ndi gáp ndoꞌ bega bkweaꞌ ladna bega bexa ugap ndanno bega. No utsin bidiꞌizh bega ndoꞌ bexa xela níꞌi ndoꞌ bega. No utsin gok bega ndoꞌ bexa nxee ladna ndoꞌ bega. No unab bega ndoꞌ Dios gakno Dios bexa na kweaꞌ níꞌi ndoꞌ bega no bexa na ugap ndanno bega. 
MAT.5.45	Li nsabndoꞌ gun bega ta na nak bega xinka Dios Xus beuna, xa nsob gibeꞌa. Leꞌa xa ndun leꞌa wizh nsu xeꞌa ndoꞌ itea be men, bexa wen no bexa ugap. No nlaꞌ xa gi ndantiꞌin itea be men, bexa wen no bexa ugap. 
MAT.5.46	Tal leꞌa bega nkweaꞌ ladna sbeꞌen bexa nkweaꞌ ladna bego, ¿xteꞌe nsak bega leꞌa Dios usaꞌa ta wen ndoꞌ bega zha? ¿Lá iniꞌí bega zha leꞌa gast bexa nsen med ten gobier Roma liga nkweaꞌ ladna be ltsaꞌa na? 
MAT.5.47	No tal leꞌa bega utsin nidiꞌizh ndoꞌ be ltsaꞌatsa bega, ¿xteꞌe nsak bega zha leꞌa bega wen ndun? ¿Lid no bexa lá nchandoꞌ Dios li ndun? 
MAT.5.48	Ta weꞌe sbeꞌen ta wen bin bega, lak sbeꞌen ta wen ndun Tad Dios xa nsob gibeꞌa.
MAT.6.1	’Blaꞌach bega leꞌaka bega leꞌa gor na ndun bega ta wen ndoꞌ stub men, naꞌanpa gun bega‑yá dub mod na iniꞌí be men ta ndun bega wa. Tal leꞌa bega li gun, leꞌa Tad Dios xa nsob gibeꞌa lá kix ta li mbin bega wa. 
MAT.6.2	Leꞌa gor na nsaꞌa bega ta nkiꞌin dub men uban nak, naꞌanpa gudiꞌizh bega‑yá ndoꞌ be men, lak ndun bexa nluu cuentta xa wen ná xa xa ugap. Leꞌa bexa wa ndadiꞌizh‑a len be niꞌi sa nzhealbe beuna xa judio no ndadiꞌizh bexa‑yá be nes, ndontsa gab be men leꞌa bexa xa wenka. Leꞌa naꞌ gáp leꞌa ta wen iníꞌi be men ndoꞌ bexa wa, leꞌa ta weꞌetsa gun bexa gan. 
MAT.6.3	Ná leꞌa gor nsaꞌa bega ta nkiꞌin dub men, naꞌanpa gab bega ta wa ndoꞌ ni dub men. 
MAT.6.4	Tal leꞌa bega li xagaꞌtsa gakno stub men, weꞌe leꞌa Tad Dios iniꞌí ta wa, cha gaꞌalka usaꞌa xa ta ikaꞌa bega.
MAT.6.5	’Leꞌa gor gudiꞌizhno bega Dios, lá gak bega lak nak bexa nluu cuentta xa wen ná xa xa ugap. Leꞌa bexa wa ndal ladna nsoꞌyadiꞌizh ndoꞌ Dios sbeꞌen len niꞌi sa nzhealbe beuna xa judio no be sa skin nes ndontsa iniꞌí be men‑a. Ná leꞌa naꞌ gáp ndoꞌ bego leꞌa ta wen níꞌi be men ndoꞌ bexa wa, leꞌa ta weꞌetsa gun bexa gan. 
MAT.6.6	Ná leꞌa bego gor gudiꞌizhno bega Dios, uyoꞌo bega len lid bega, cha btsaw bega toꞌo puert, cha bidiꞌizhno bega Tad Dios dub mod na ni dub men lá iniꞌí‑yá. Leꞌa ta na li xagaꞌtsa ndun bega, leꞌa Dios iniꞌí ta wa cha gaꞌalka usaꞌa xa ta ikaꞌa bega.
MAT.6.7	’Leꞌa gor na ndadiꞌizhno bega Dios, naꞌanpa gab bega dubtsa diꞌizh ngi sian biaj, lak ndun bexa lá nchandoꞌ Dios, ndanbeꞌe bexa leꞌa ta na uzhebpa ndadiꞌizh bexa, ta weꞌe mas goꞌón Dios ta ndab bexa. 
MAT.6.8	Lá gak bega lak nak bexa wa, leꞌa Tad Dios xa nsob gibeꞌa yá uniꞌíla xtaꞌan nkiꞌin bega gor na biseata inab bega‑yá. 
MAT.6.9	Ta weꞌe lndeꞌe bidiꞌizhno bega Dios:
MAT.6.9	Go Dios Xus besa, go nsob gibeꞌa,
MAT.6.9	yankea be men leaꞌ go.
MAT.6.10	No uxax ilen tiemp inibeꞌe go be men.
MAT.6.10	Gak ta nlad go ndoꞌ gizhliyo, lak ndak‑a gibeꞌa.
MAT.6.11	Nab besa usaꞌa go ta gaw besa wizh nat,
MAT.6.11	lak nkiꞌin besa‑yá itea wizh.
MAT.6.12	No bingeꞌ ladna go be ke ten besa,
MAT.6.12	lak ndangeꞌ ladna besa ndoꞌ be men ugap ndanno besa.
MAT.6.13	Lá ulaꞌa go gailaꞌ besa ndoꞌ be ta ugap,
MAT.6.13	ndi uloꞌo go besa ndoꞌ itea be ta ugap.
MAT.6.13	Leꞌa idub tiemp leꞌa go xa ndon leꞌa nibeꞌe
MAT.6.13	no xa ndon leꞌa juert no xa ndon leꞌa nsak.
MAT.6.13	Lika nak‑a.
MAT.6.14	’Leꞌa tal bega gungeꞌ ladna be ta ugap ndanno be men bega, weꞌe leꞌa Tad Dios xa nsob gibeꞌa noga sungeꞌ ladna be ke ten bega. 
MAT.6.15	Parea tal leꞌa bega lá gungeꞌ ladna ndoꞌ be men ugap ndanno bega, weꞌe leꞌa Tad Dios noga lá gungeꞌ ladna ndoꞌ bego.
MAT.6.16	’Leꞌa zha na lá ndaw bega dub tiemp, naꞌanpa gun bega uban inaꞌ ndoꞌ bega, lak ndun bexa ndab leꞌa xmen Dios parea naꞌanpa ta ugea‑yá. Leꞌa bexa li ndun ndontsa iniꞌí be men leꞌa bexa lá ndaw wizh wa. Ná leꞌa naꞌ gáp leꞌa ta wen níꞌi be men ndoꞌ bexa wa, leꞌa ta weꞌetsa gun bexa gan. 
MAT.6.17	Naꞌ leꞌa bego zha na li lá gaw bega, ndi ulo bega ta uxeꞌe gek bega, no udaꞌab bega ndoꞌ bega, 
MAT.6.18	ndontsa naꞌanpa inaꞌ be men ti lá ngaw bega wizh wa. Nabtsa Dios inaꞌ ta li xagaꞌtsa ndun bega, cha gaꞌalka usaꞌa Dios ta ikaꞌa bega.
MAT.6.19	’Lá yunjunt bega be ta sian ndoꞌ gizhliyo ndee, leꞌa mbes sazhaꞌa‑yá, no slen yasoꞌo‑yá, no ncho waꞌan sgowaꞌan‑a. 
MAT.6.20	Ndi bin bega be ta nsak ndoꞌ Dios, li kochaꞌaw bega sian taꞌa gibeꞌa, sa na ni mbes lá guzhaꞌa‑yá, no ni yasoꞌo lá gaw‑a, no ni waꞌan lá kowaꞌan‑a. 
MAT.6.21	Leꞌa sa kochaꞌaw bega be ta mas nsak cuent ten bega, leꞌa sa wa mas ncho tseꞌe gek bega.
MAT.6.22	’Leꞌa ngusndoꞌ dub men leꞌa nak xeꞌa ten xa. Tal leꞌa ngusndoꞌ bega ta wen, leꞌa bega nkesea ndoꞌ xeꞌa. 
MAT.6.23	Ná tal ngusndoꞌ bega naꞌanpa ta wen, leꞌa bega nkesea ndi sa ukaw. No tal xeꞌa ncho len ladoꞌo bega ndi nyak sa ukaw, ¡uzhebpa dub sa ukaw nkesea bega!
MAT.6.24	’Naꞌan ton yoo gan gun tiꞌin ten top xa nibeꞌe xa. Leꞌa gal gor leꞌa xa ixee ladna ndoꞌ dub xa nsea ikweaꞌ ladna xa stub xa, no uxobgek xa ndoꞌ dubtsa xa nsea lá uxobgek xa ndoꞌ stub xa wa. Liga tal leꞌa bega nkwaꞌan sian med, leꞌa bega lá yoo gan gun tiꞌin ndoꞌ Dios.
MAT.6.25	’Ta weꞌe gáp naꞌ ndoꞌ bega, lá yuꞌ ladna bega xtaꞌan gaw bega no xtaꞌan goo bega ndontsa iban bega. No ni lad gak bega lá yuꞌ ladna bega. ¿Lá iniꞌí bega zha leꞌa gealnaban ten bega mas nsak ndoꞌ be ta gaw bega, no leꞌa bega mas nsak ndoꞌ xab bega? 
MAT.6.26	Binbeꞌe bega lak nak be migin ni lá ndas ma bid, no ni lá nteleꞌe ma ta gaw ma, no ni lá ndap ma sa nyochaꞌaw ta gaw ma. Ná leꞌa Dios Xus beuna nsob gibeꞌa ngawka bema. ¿Lá iniꞌí bega zha leꞌa ndoꞌ Dios leꞌa bega uzhebpa mas nsak ndoꞌ be migin?
MAT.6.27	’¿Ton bega gun gan tal uzhebpa yuꞌ ladna bega gaꞌal bega stol metr? 
MAT.6.28	¿No xtaꞌan nyuꞌ ladna bega lad gak bega zha? Bwiꞌi bega ndoꞌ be géꞌe, ná xteꞌe ndiꞌibyaꞌal‑a, ná ni lá ndun‑a tiꞌin, no ni lá ndandeꞌe‑yá lad. 
MAT.6.29	Ná leꞌa naꞌ gáp ndoꞌ bego leꞌa lat itea be lad uzhebpa wen ngok Salomón naꞌan dub lad chul lakta dub géꞌe. 
MAT.6.30	Leꞌa Dios lita chul ndanno be géꞌe ndiꞌib geꞌe, ná ta gal geꞌa yabtoꞌog‑a cha yolꞌ‑a. ¿Lid mas uzheꞌeb gakno Dios bega, maska ndidotsa ndangea ladna bega xa? 
MAT.6.31	Lá yuꞌ ladna bega xtaꞌan gaw bega no xtaꞌan goo bega no lad gak bega. 
MAT.6.32	Leꞌa be men lá nchandoꞌ Dios itea be ta ndee nkwaꞌan bexa, ná leꞌa Tad Dios xa ncho gibeꞌa uniꞌíla xtaꞌan nkiꞌin bega. 
MAT.6.33	Ndi bkwaꞌan bega xteꞌe uxobgek bega ndoꞌ Dios, no xteꞌe gun bega ta nlad xa. Weꞌe leꞌa Dios saꞌaka itea ta nkiꞌin bega wa. 
MAT.6.34	Ta weꞌe lá yuꞌ ladna bega xteꞌe itid bega wizh geꞌa, leꞌa itea be wizh ncho ta itid bega. Leꞌa kadga wizh binbeꞌetsa bega be ta nsatid bega wizh wa.
MAT.7.1	’Lá gab bega leꞌa be men lid leꞌa ndun, ndontsa naꞌanpa no Dios gab leꞌa bega lid leꞌa ndun. 
MAT.7.2	Leꞌa lak ndab bego ndoꞌ be men, no liga gab Dios ndoꞌ bego. No lak ndanno bega be men, no liga gunno Dios bega. 
MAT.7.3	¿Xtaꞌan nwiꞌi bega gix tuzh ncho ndoꞌ ltsaꞌa bega zha, ná ni lá naꞌ bega leꞌa ndoꞌ bega ntsaw dub bleꞌa ya siꞌil? 
MAT.7.4	¿Xteꞌema yoo gan gab bega ndoꞌ ltsaꞌa bega: “Bsaꞌa ndoꞌ lu ko naꞌ gix tuzh ncho ndoꞌ lu”, ná leꞌa ndoꞌ bega ntsaw dub bleꞌa ya siꞌil? 
MAT.7.5	Ndab bega ugap nak stubga men, ná leꞌa bega ndi mas ugap nak. Ned udob bega ya siꞌil ntsaw ndoꞌ bega, weꞌeta sun bega gan koꞌo bega gix tuzh ncho ndoꞌ ltsaꞌa bega.
MAT.7.6	’Lá uluu bega diꞌizh ten Dios ndoꞌ bexa lá nsakyoꞌón‑a. Leꞌa bexa ndun lak ndun dub kuch, tal leꞌa dub men nchaꞌano dub ngusnik uyap ndoꞌ ma, leꞌa ma slako tsoꞌo‑yá, ni lá iniꞌí ma xtaꞌan‑a. No ta ndun bexa wa cuent ta ndun dub mbek ndawkeꞌa yaꞌa men gor ngaw xa ma.
MAT.7.7	’Unab bega ta nkiꞌin bega ndoꞌ Dios, leꞌa Dios saꞌaka ta wa. Bkwaꞌan bega Dios, leꞌa bega szhealka xa. Utezh bega Dios, leꞌa Dios saknoka bega. 
MAT.7.8	Leꞌa itea bexa na nab ta nkiꞌin na, leꞌa xa nkaꞌaka‑yá; leꞌa itea bexa nkwaꞌan Dios, leꞌa bexa nzhealka xa; leꞌa itea bexa nbezh Dios, leꞌa Dios ndaknoka.
MAT.7.9	’Leꞌa bego na ndap meꞌed, tal leꞌa dub xmeꞌed bega inab dub pan, ¿cha saꞌa bega ndi dub geꞌ ndoꞌ meꞌed zha? 
MAT.7.10	No tal leꞌa xmeꞌed bega inab dub mbeal, ¿cha saꞌa bega ndi dub mbeꞌal ndoꞌ meꞌed zha? 
MAT.7.11	Leꞌa bego bexa ugap, ná sbeꞌen be ta wen nsaꞌa bega ndoꞌ be xin bega. Mata Dios Xus beuna nsob gibeꞌa saꞌa sbeꞌen be ta wen ndoꞌ bexa inab‑a.
MAT.7.12	’Ta weꞌe utsin bin bega ndoꞌ be men lak nlad bego utsin gun be men ndoꞌ bega. Leꞌa ta ndee nak xan itea be ta unibeꞌe Dios, no be ta mluu bexa mbidiꞌizh sakndoꞌ Dios tiemp polta.
MAT.7.13	’Bin bega juers yate bega toꞌo puert uyaꞌa. Ncho dub nes uxen nchaꞌa sa nsob dub puert uxen. Kwaꞌadpa men yate puert wa, ná leꞌa bexa wa yaꞌ ndoꞌ giꞌ. 
MAT.7.14	No ncho dub nes uyaꞌa nchaꞌa sa nsob dub puert uyaꞌa. Uxee men izheal yate puert wa, ná leꞌa bexa wa gap gealnaban ndoꞌ Dios.
MAT.7.15	’Lá ulaꞌach bega be men nkwiꞌin ndab leꞌa ndadiꞌizh sakndoꞌ Dios. Bchaꞌan nluꞌu bexa cuent borreg, ná leꞌa len ladoꞌo bexa leꞌa bexa ugiꞌi cuent dub mbee. 
MAT.7.16	Leꞌa be ta ndun bexa wa, ta weꞌe sgondoꞌ bega ná xteꞌe nak xa, lak dub yagich naꞌanpa usaꞌa uv no ni ngus laꞌaw lá usaꞌa‑yá. 
MAT.7.17	Liga itea be ya wen sbeꞌen ngus wentsa nsaꞌa. Ná leꞌa itea be ya na nsaꞌa ngus lá isuꞌu gaw be men, leꞌa ta wa sbeꞌen ngus weꞌetsaga nsaꞌa. 
MAT.7.18	Leꞌa dub ya wen naꞌanpa nsaꞌa ngus lá isuꞌu gaw be men. No liga dub ya nsaꞌa ngus lá ndaw men lá yoo gan usaꞌaga ngus wen. 
MAT.7.19	Leꞌa itea ya na lá nsaꞌa ngus wen, gal gor yabtoꞌog‑a cha yolꞌ‑a. 
MAT.7.20	Liga nak bexa ukwiꞌin wa, leꞌa ta nduntsa xa sgondoꞌ bega xteꞌe nak xa.
MAT.7.21	’Leꞌa kwaꞌad be men ndab leꞌa xa nak xmen naꞌ, parea naꞌanpa itea bexa wa yate sa nibeꞌe Dios gibeꞌa. Leꞌa sa wa yate bexa nxobgektsa ndoꞌ Dios Xus naꞌ xa nsob gibeꞌa. 
MAT.7.22	Gal wizh wa leꞌa kwaꞌad bexa gab ndoꞌ naꞌ: “Tad, ¿lá iniꞌí go zha leꞌa besa juers ten ga mbidiꞌizh sakndoꞌ Dios, no juers ten ga ulantuꞌub besa mbi bxin, nsea sian be uyon mbin besa?” 
MAT.7.23	Cha ndi gáp naꞌ ndoꞌ bexa wa: “Leꞌa naꞌ lá nchandoꞌ bega. Nat bxoꞌon bega wats naꞌ, bego xa ndun ta ugap.”
MAT.7.24	’Leꞌa tal ton goꞌón ta ndáp naꞌ ndee, cha liga gun xa, leꞌa naꞌ gáp leꞌa xa wa nak cuent dub xabgiꞌi list, dub xa mbindeꞌe lid na ndoꞌ geꞌdaꞌa. 
MAT.7.25	Ngol gor ulen gi, ngopyoꞌo nits yoꞌow, no ulen mbi siꞌil sa nde niꞌi wa, no ukeꞌa nits niꞌi wa, ná niꞌi wa naꞌankapa ilate, leꞌa xan‑a nsob ndoꞌ geꞌdaꞌa. 
MAT.7.26	Ná leꞌa tal ton goꞌón ta ndáp naꞌ ndee, ná lá uxobgek bexa ndoꞌ‑yá, leꞌa xa wa cuent dub xa lá ndanbeꞌe, dub xa mbindeꞌe lid na ndoꞌ yux. 
MAT.7.27	Ngol gor ulen gi, no ngopyoꞌo nits yoꞌow, no ulen mbi siꞌil sa nde niꞌi wa, no ukeꞌa nits niꞌi wa, cha ulate idub niꞌi.
MAT.7.28	Leꞌa gor mtayadiꞌizh Jesús ta ndee, leꞌa be men ndanseana xteꞌe ndadiꞌizh xa, 
MAT.7.29	geal leꞌa ta ndadiꞌizh xa wa nluu leꞌa xa uzheꞌeb ndap juers, naꞌanpa lak ndadiꞌizh be mech ten ley.
MAT.8.1	Leꞌa gor nchaꞌlaꞌ Jesús bet wa, leꞌa kwaꞌad be men usankea tsoꞌo xa. 
MAT.8.2	Cha ulen dub xabgiꞌi nsaꞌgea las na, leꞌa ta wa dub gealgizh nsaleaꞌ lepra. Cha msaxib xa ndoꞌ Jesús gast ndoꞌ yo ngol xtuzh xa, ndab xa:
MAT.8.2	—Señor, tal go nlad yunyakna go naꞌ, leꞌa naꞌ uní leꞌa ga sunka gan.
MAT.8.3	Leꞌa Jesús cha mxoꞌob yaꞌa na tsoꞌo xa wa, cha ndab Jesús:
MAT.8.3	—Nladka naꞌ yakna lu. ¡Nat myakna lu!
MAT.8.3	Cha bi leꞌa gor wa leꞌa gealgizh wa cha mnitndoꞌ. 
MAT.8.4	Leꞌa Jesús cha ndab ndoꞌ xa:
MAT.8.4	—Blaꞌach, naꞌan ton ndoꞌ ná gudiꞌizh lu xteꞌe myakna lu. Ndi waꞌ ndoꞌ uleꞌay iniꞌí xa leꞌa lu myaklana. No biꞌi be man xnab lak unibeꞌe ley mkeꞌa Moisés usaꞌa be men zha nyakna bexa, ndontsa iniꞌí be men leꞌa lu myaklana.
MAT.8.5	Leꞌa gor na ulayaꞌ Jesús gezh Capernaum, leꞌa wats Jesús ulen dub soldad, dub xa Roma nibeꞌe dub gayoꞌoga be soldad. Cha unab xa ndoꞌ Jesús, 
MAT.8.6	ndab xa:
MAT.8.6	—Señor, leꞌa dub xa ndun tiꞌin ndoꞌ naꞌ uzheꞌeb kweaꞌ nsak. Leꞌa xa lá yoota gan isea, uzhebpa gealkweaꞌ nax niꞌí xa ta lid naꞌ.
MAT.8.7	Leꞌa Jesús cha ndab:
MAT.8.7	—Naꞌ gaa yunyakna xa.
MAT.8.8	Ná leꞌa soldad wa cha ndab:
MAT.8.8	—Señor, leꞌa naꞌ naꞌanpa isayaꞌ yate go len lid naꞌ. Nat gudtsa go yakna xa, leꞌa xa syakkana. 
MAT.8.9	Leꞌa naꞌ ndee nxobgek ndoꞌ xa mas nibeꞌe ndoꞌ naꞌ. No ncho be soldad nibeꞌe naꞌ ndoꞌ na. Leꞌa gor na ndáp naꞌ ndoꞌ dub xa yaꞌ xa, leꞌa xa cha ndaꞌkaga. No gor na ndáp naꞌ giꞌid stub xa, leꞌa xa cha ndiꞌidkaga. No gor na nibeꞌe naꞌ ndoꞌ xa ndun tiꞌin ndoꞌ naꞌ, leꞌa xa wa cha ndunkaga ta li ndáp naꞌ wa.
MAT.8.10	Leꞌa gor na mbiꞌín Jesús ta wa, cha ngwanseana xa, ndab xa ndoꞌ be men nchankea tsoꞌo xa:
MAT.8.10	—Leꞌa naꞌ gáp ndoꞌ bego, naꞌanpa izheal naꞌ ni dub xa Israel lndeꞌeta ngeꞌ ladna naꞌ. 
MAT.8.11	No gáp naꞌ ndoꞌ bega leꞌa gal dub wizh leꞌa kwaꞌad be men itoꞌo lad nlen wizh no lad ndaꞌas wizh, cha kwe bexa wats Abraham no Isaac no Jacob sa nibeꞌe Dios gibeꞌa. 
MAT.8.12	Naꞌ leꞌa bexa Israel, bexa na ndiꞌizh nsabndoꞌ yaꞌbe sa nibeꞌe Dios, leꞌa bexa wa ndi itatebe tsoꞌo juer sa ukaw. Cha goꞌon bexa gast ndeay bexa gaw bexa tant dub gealkweaꞌ siꞌil iniꞌí bexa.
MAT.8.13	Cha ndab Jesús ndoꞌ soldad nibeꞌe wa:
MAT.8.13	—Nat byaꞌ ga, leꞌa lak mgeꞌ ladna go naꞌ, li gak‑a.
MAT.8.13	Cha bi leꞌa gor wa leꞌa xa ndun tiꞌin ndoꞌ soldad wa cha myakna.
MAT.8.14	Cha nchaꞌa Jesús ta lid Pedr, cha uniꞌí Jesús xnazhaꞌap Pedr nax ndoꞌ loꞌon uzhebpa ncho xlea. 
MAT.8.15	Cha mgal Jesús yaꞌa xa, cha mtoꞌo xlea xa. Leꞌa xagots wa cha ngwaste msaꞌa ta gaw bexa.
MAT.8.16	Leꞌa gor uyoꞌo teꞌal, leꞌa be men ulenno kwaꞌadpa bexa ncho mbi bxin ladoꞌo na. Leꞌa Jesús cha ulantuꞌub be mbi bxin nsea sbeꞌen diꞌizhtsa, no myunyakna xa itea bexa gizh. 
MAT.8.17	Li ngok‑a lak ta polta ndab Isaías, xa mbidiꞌizh sakndoꞌ Dios: “Leꞌa xa leꞌa uloꞌo beuna ndoꞌ be gealgizh nsén beuna no be gealkweaꞌ nchono beuna.”
MAT.8.18	Leꞌa gor uniꞌí Jesús idub gangeak wats xa nde be men kwaꞌad, cha ndab xa ndoꞌ be xmen xa itakea bexa stub toꞌo lagun Galilea. 
MAT.8.19	Weꞌe leꞌa dub mech ten ley cha ulen wats Jesús, ndab xa:
MAT.8.19	—Mech, leꞌa naꞌ no isankea tsoꞌo go guniꞌi pa yaꞌ ga.
MAT.8.20	Leꞌa Jesús cha ndab:
MAT.8.20	—Leꞌa be mbeas ndap geꞌed nyoꞌo na, no leꞌa be migin ndap be xuꞌun ten na, parea leꞌa Xa Myak Men Ndoꞌ Gizhliyo lá ndap sa uneꞌe xa.
MAT.8.21	Leꞌa stub xa na no nkeseano Jesús cha ndab:
MAT.8.21	—Señor, blaꞌa ga ned yaꞌukaꞌach naꞌ xus naꞌ. Cha weꞌeta isankea naꞌ tsoꞌo ga.
MAT.8.22	Leꞌa Jesús cha ndab ndoꞌ xa wa:
MAT.8.22	—Usankea tsoꞌo naꞌ. Blaꞌa leꞌa bexa lá ndap gealnaban ndoꞌ Dios ukaꞌach ltsaꞌa ngut na.
MAT.8.23	Leꞌa Jesús cha ukea ndoꞌ barco no be xmen xa, cha nchaꞌbe bexa ndoꞌ nits. 
MAT.8.24	Leꞌa sa wa cha ulen dub mbi siꞌil gast nyoꞌo nits wa len barco. Ná leꞌa Jesús ndi naxyats. 
MAT.8.25	Leꞌa be xmen xa cha mkwaꞌan xa, ndab bexa:
MAT.8.25	—¡Señor, lá ulaꞌa ga gat beuna, leꞌa beuna ngi slaꞌyoꞌo len nits!
MAT.8.26	Leꞌa Jesús cha ndab:
MAT.8.26	—¿Xtaꞌan lbaꞌata nzheb bega zha? ¿Lid ndangea ladna bega naꞌ zha?
MAT.8.26	Weꞌe cha ngwaste xa, uteyo xa mbi no nits, cha uleas mbi no ndon xe ute nits. 
MAT.8.27	Leꞌa bexa wa cha ngwanseana, ndab bexa ndoꞌ be ltsaꞌa xa:
MAT.8.27	—Wen, ¿tonxá xa ndee zhaga, gast mbi nsea nits nxobgek ndoꞌ diꞌizh ten xa?
MAT.8.28	Leꞌa gor ulayaꞌ bexa stub toꞌo lagun sa nibeꞌe gezh Gadara, weꞌe cha ulen top xabgiꞌi wats Jesús, utoꞌo bexa lat be geꞌloꞌo sa ngaꞌach be men ngut. Leꞌa bexa wa ncho mbi bxin len ladoꞌo bexa, no uzhebpa ugiꞌi bexa, gast ni dub men lá yoo gan itid nes nax sa wa. 
MAT.8.29	Cha ugeꞌ ndab bexa ndoꞌ Jesús:
MAT.8.29	—¿Xtaꞌan ngi besa nsea ugal lu zha, Jesús Xin Dios? ¿Nsea utsaksi lu besa, zha biseata gal wizh li gun lu?
MAT.8.30	Leꞌa gax sa wa ndeseayaw kwaꞌadpa kuch. 
MAT.8.31	Cha ndab be mbi bxin wa ndoꞌ Jesús:
MAT.8.31	—Tal leꞌa lu kontuꞌub besa, blaꞌa yate besa len be kuch baꞌ.
MAT.8.32	Leꞌa Jesús cha ndab:
MAT.8.32	—Waꞌbe bega.
MAT.8.32	Leꞌa be mbi bxin wa cha utoꞌo ladoꞌo be xabgiꞌi wa, cha uyoꞌo beya len be kuch wa. Leꞌa itea be kuch wa cha karrel nchaꞌa gek dub weꞌa toꞌo nits. Cha ubix bema gast len nits ulaꞌyoꞌo bema, cha ngut bema.
MAT.8.33	Leꞌa bexa nkeno kuch wa cha mxoꞌon. Ngol gezh wa cha mbidiꞌizh bexa itea be ta uyoꞌo wa, gast xteꞌe myakna bexa ncho mbi bxin len ladoꞌo na. 
MAT.8.34	Leꞌa kwaꞌadpa bexa gezh wa cha utoꞌo nchaꞌbe sa nsoꞌ Jesús. Leꞌa gor uniꞌí bexa Jesús, cha unab bexa ikaꞌan xa sa wa.
MAT.9.1	Leꞌa Jesús cha ukeagal ndoꞌ barco wa, cha utakea xa stub toꞌo lagun, nseaꞌ xa gezh Capernaum sa ncho xa. 
MAT.9.2	Leꞌa sa wa cha ulenno pla be men dub xabgiꞌi gizh lá yoo gan isea, nax ndoꞌ dub yaloꞌon. Leꞌa Jesús cha mnaꞌla leꞌa bexa ngeꞌ ladna leꞌa Jesús sun gan yunyakna xa gizh wa, cha ndab Jesús ndoꞌ xa gizh wa:
MAT.9.2	—Amig, bten ladna lu, leꞌa ke ten lu myuꞌula.
MAT.9.3	Weꞌe leꞌa pla be mech ten ley nde sa wa cha mbinbeꞌebe: “Leꞌa ta ndab xa baꞌ uzheꞌeb dub taꞌa lá nsak ladna Dios.”
MAT.9.4	Ná leꞌa Jesús mgenna xteꞌe ndanbeꞌe bexa wa, cha ndab Jesús:
MAT.9.4	—¿Xtaꞌan lbaꞌa ugap ndanbeꞌe bega len ladoꞌo bega zha? 
MAT.9.5	¿Xtaꞌan mas lid bid gáp naꞌ leꞌa ke ten xa ndee myuꞌula, nati gáp naꞌ gaste xa, cha isea xa? 
MAT.9.6	Leꞌa nat iniꞌí bego leꞌa naꞌ, Xa Myak Men Ndoꞌ Gizhliyo, no syoꞌo gan utsuꞌu ke ten be men.
MAT.9.6	Cha ndab Jesús ndoꞌ xa gizh wa:
MAT.9.6	—Goste, cha udob yaloꞌon ten lu baꞌ, cha byaꞌ ta lid lu.
MAT.9.7	Leꞌa xa cha ngwaste, cha nseaꞌ xa ta lid xa. 
MAT.9.8	Leꞌa gor uniꞌí be men ta wa, cha uzhebpa ngwanseana bexa, no ndab bexa leꞌa Dios uzheꞌeb dub Dios siꞌil ta na li msaꞌa xa juers ndoꞌ men.
MAT.9.9	Leꞌa gor nchaꞌa Jesús cha uniꞌí xa dub xa nsaleaꞌ Mateo nsobyun tiꞌin nsen xa med nkix be men ndoꞌ gobier Roma. Cha ndab Jesús ndoꞌ xa:
MAT.9.9	—¡Utsea! ¡Usankea tsoꞌo naꞌ!
MAT.9.9	Leꞌa Mateo cha ngwasoꞌ, cha usankea xa tsoꞌo Jesús.
