MAT.1.1	Hembu omukanda womana owoiheombwale ya
MAT.8.19	Iya 
MAT.8.20	Jesus we mu heela ha tyaa: “Odhombandje dhi na omalungi, novidhila vyokeulu vi na oviyuwo, iya 
MAT.8.21	Iya umo owomovalongwa ve, we mu heela ha tyaa: “
MAT.8.22	Jesus we mu heela ha tyaa: “Ndandula ndje, yetha ovat̯e va pake ovat̯e vawo.”
MAT.8.23	Iya 
MAT.8.24	Iya melunga mwa tukuka ombepo onene yomakuthikuthi, owato wa li amau hala okuya nomeva. Iya Jesus wa li aa lala. 
MAT.8.25	Ovalongwa va ya puye, have mu imuna po, hava tyaa: “
MAT.8.26	Jesus we ve heela ha tyaa: “Vaitaveli wokaitavelo okanunu, mwa tilile tji?” Ye wa kulama, ha anda ombepo nelunga, havi nyimi, havi tya thiluu.
MAT.8.27	Ovantu ve kumwa hava tyaa: “Omuntu patji ngu, nguu teeka kombepo nokelunga?”
MAT.8.28	Iya hiee ya tjikoohinya motjilongo tjOvagadara,
MAT.8.29	Iya va wololoka hava tyaa: “Jesus OmunwaKalunga, mo tu halele tji? We ya huno oku tu tatetha, tainkolo otembu háiye thika?”
MAT.8.30	Iya kokule ngahunya kwa li otjuunda otjinene tjovingulu mbyaa li avya yala. 
MAT.8.31	Odhondemoni dha kumba Jesus hadhi tyaa: “Andaa mo tu lamba mo, tu tuma motjuunda tjovingulu.”
MAT.8.32	Jesus we dhi heela ha tyaa: “Enden̯i!” Iya dha dha mo muwo, hadhi i movingulu. Iya otjuunda atjihe tjovingulu tja thothonoka okudha kekomo, hatji liyumbu melunga, hatji i nomeva.
MAT.8.33	Ovat̯ita wovingulu va ka inkola, hava i kondolopa oku ka hipulula ovipuka hembi avihe novyovantu mbave na odhondemoni hiva ningwa. 
MAT.8.34	Iya ondolopa aihe ya kongoloka okuya okutala nokuwanena naJesus. Iya hive mu mono, ve mu kumba, a dhe mo motjilongo tjawo.
MAT.9.2	Iya taa tuutuu, ovantu ve mu etela omulumentu nguu na 
MAT.9.3	Iya vamo owom
MAT.9.4	Jesus hiaa mono omalipulo awo, we ve heela ha tyaa: “Omena lyatji mamu lipula ovipuka hembi ovivi momitima vyen̯i? 
MAT.9.5	Hitja puvala otjin̯i, okutya: ‘Odhonkali dhoye dha ithwa po,’ ne okutya: ‘Kulama, enda’? 
MAT.9.6	Iya opo mu kale amu tji i okutya 
MAT.9.7	Omuvedhi wotjinteya wa kulama, ha i konganda. 
MAT.9.8	Iya owingi wovantu hiwe tji mono, wa li awa tila, hava hivilike Kalunga, ngwaa yandja odhonkono ndhii lithike hempa kovantu.
MAT.9.9	Mateus wa kulama, he mu landula.
MAT.9.10	Jesus tainkolo a li monganda yaMateus ama li, ovathendelethi ovengi novalundhi ve ya, hava li pamo naye novalongwa ve.
MAT.9.11	 hive tji mono, va pula ovalongwa ve hava tyaa: “Omena lyatji omulongethi wen̯i hima li pamo novathendelethi novalundhi?”
MAT.9.12	Iya Jesus hiee tji tee, we ve heela ha tyaa: “Mbave li nawa kava hepa otjimbanda, iya ovavedhi owo vala aveika mava hepa otjimbanda. 
MAT.9.13	Iya enden̯i mu ke lilonge otjipuka hehi okutya matji tya vi: ‘Onkenda me hala, hamayambo.’ Ame hí dhile okwiithana ovavyuuki, iya mbe ya okwiithana ovalundhi.”
MAT.9.14	Ovalongwa vaJohannes ve ya ku
MAT.9.15	Jesus we ve yaka ha tyaa: “Ngundhe ovakongwa womukupi kaava ulu okweetetha onkenda, andaa nguma kupu ve li naye? Iya katango omukupi mave ke mu nyekwa, opo mave ke litjaela ovikulya.
MAT.9.16	“Kape na tja omuntu nguma pampa omudhalo omukulu nelimendu epe ndihaliya kohwa, andaa me tji ningi, elimendu epe mali uthula omudhalo, nontovi mai ningi onene okupon̯a onkulu. 
MAT.9.17	Iya kape na tja omuntu nguma dhili ovinyu ovipe modhosaku dhotjipa odhonkulu. Iya andaa me tji ningi, ovinyu mavi uthula odhosaku. Ovinyu ovipe vi dhilwa modhosaku odhompe, avyeevali opo vi hupe.”
MAT.9.19	Jesus wa kulama, he mu landula, novalongwa ve va ya wo pamo naye.
MAT.9.20	Iya kwa li omukadhintu ngwaa velele 
MAT.9.21	Omukadhintu we lipopila ha tyaa: “Andaa mba t̯in̯i vala komudhalo we, me veluka.”
MAT.9.22	Iya Jesus wa piluluka, he mu mono, ha tyaa: “Likolethela, mukadhona wandje, eitavelo lyoye lye ku velula.” Iya poluvedhe lwatjo vala mpoka omukadhintu wa veluka.
MAT.9.23	Jesus hiee ya monganda yomunene wosinagoga, wa mona mo ovahiki wodhofilita dhomukoti notjuuyila tjowingi wovantu. 
MAT.9.24	We ve heela ha tyaa: “Dhen̯i mo amuhe, mena lyokutya okakadhona kaka t̯ile, ka lala.” Iya ovantu ve mu yola. 
MAT.9.25	Iya owingi wovantu hiwa lambwa mo, Jesus wa ya mo, he mu kambula mokuwoko, ha imuka po. 
MAT.9.26	Odhondaka ndhika dha ya m
MAT.9.28	Hiee ya monganda, have ya kuye. We ve pula ha tyaa: “Mwa itavele tuu okutya me ulu oku tji ninga?”
MAT.9.28	Ve mu yaka hava tyaa: “Iinga, 
MAT.9.29	Iya Jesus wa t̯in̯a omeho awo ha tyaa: “Ningilwen̯i ngahi mwa itavele.” 
MAT.9.30	Omeho awo a twikuluka. Jesus we ve londola nodhonkono ha tyaa: “Lungamen̯i, hápa kala noumo ngume tji iwa.”
MAT.9.31	Iya hiva i, va ka hipulula Jesus m
MAT.9.32	Iya ovapot̯i hiva i, 
MAT.9.33	Ondemoni hiya tewa mo, omuhapopi wa popya. Owingi wovantu we kumwa hau tyaa: “Otjipuka ngahehi katjiya moneka mo nokanunu moIsrael.”
MAT.9.34	Iya 
MAT.9.36	Iya hiaa mono owingi wovantu, we ve etethela mo onkenda, mena lyokutya va mona ovihuna, ve ulwa, va ngala odhondhu ndhihadhi na omut̯ita.
MAT.9.37	Iya wa heela ovalongwa ve ha tyaa: “Ovilya ovingi, atjaa ovaundapi ovanunu.
MAT.9.38	Iya kumben̯i, omwene wovilya a tume ovaundapi keteyo lyovilya vye.”
MAT.10.2	Iya omana 
MAT.10.3	oFilippus naBartolomeus, oTomas naMateus omuthendelethi, oJakob yaAlfeus naTaddeus, 
MAT.10.4	oSimon Omukanana naJudas Iskariot, ngoka wo ngwee mu weleleka.
MAT.10.6	Iya enden̯i kodhondhu ndhaa keka dhonganda yaIsrael. 
MAT.10.7	Iya apehe mpamamu ende, ve heelen̯i mu tyee: ‘Otjilongo tjeulu tji li popedhi.’
MAT.10.8	Velulen̯i ovavedhi, imunen̯i ovat̯e kout̯e, pangen̯i ow
MAT.10.9	Hámu i novipapo vyodhombongo dhotjingoldo nodhotjisilveri ne dhotjivela otjindumbu, 
MAT.10.10	handjato yomondjila, havikutu vivali ne odhongaku, hatjisawa. Iya omuundapi wa thele okupewa hima li.
MAT.10.11	“Amwe ya mondolopa ne mokalongo kongandi, pulen̯i okutya aan̯i ngwee liun̯ikwa moka. Iya ngamo mu kala moka katee mamu dhi mo. 
MAT.10.12	Iya amwe ya monganda, tyen̯i ouwa ngau kale nawo. 
MAT.10.13	Onganda ndjoka andaa i tji i okuliun̯ikwa, ouwa wen̯i ngau kale mo. Iya andaa kai tji i okuliun̯ikwa, ouwa wen̯i ngau tjune nan̯e. 
MAT.10.14	Andaa pe na ngoka nguhame mu tambula ne nguhama teelele odhondaka dhen̯i, monganda moka ne mondolopa moka dhen̯i mo, n̯e mu lipupule ombuma kodhompadhi
MAT.10.15	Ame me mu heele otjatjili okutya otjilongo tjaSodom notjaGomorra mavi ka kala hahe okupon̯a ondolopa ndjoka metango lyekoyo.
MAT.10.16	“Taa tuutuu, ame me mu tumu ngodhondhu mokati komaungu. Iya kalen̯i amwa lungama ngodhonyoka, kalen̯i ovawa ngodhonguti.
MAT.10.17	Lungamenen̯i ovantu, mave ke mu yandja k
MAT.10.18	Iya mena lyokutya muvalongwa vandje mave ke mu twala kovatumini nokodhohamba, mu ninge odhombangi dhokuntjipulula kuwo nokoviwan̯a. 
MAT.10.19	Iya himave ke mu yandja kovatumini, hámu kala notjiho okutya mamu tya vi ne mamu popi vi, mena lyokutya mamu ka pewa powola yatjo ndjoka soka himwa thele okupopya. 
MAT.10.20	Han̯e mamu popi, iya Ombepo yaIho oyo mai popi mun̯e.
MAT.10.21	“Ovalilanduli mava ka yandja ovakwawo, va dhipawe, naihe ma ka yandja ondele ye. Odhondele mava ka kondjetha ovanene vawo, have ve dhipaetha.
MAT.10.22	Mamu ka kala amu yelwe kovantu avehe mena lyandje. Iya ngume likambulithile katee pehulilo, ma ka hupithwa.
MAT.10.23	Iya andaa mave ke mu taata mondolopa imo, dhilukilen̯i kwiimo. Me mu heele otjatjili, odhondolopa dhomuIsrael kaamu ke dhi mana ko katee 
MAT.10.24	“Omulongwa ka pon̯ene omulongethi we, ye omupika ka pon̯ene omuhona we.
MAT.10.25	Tji li nawa omulongwa okukala ngomulongethi we, nomupika okukala ngomuhona we. Andaa omwene wonganda mave mu ithana 
MAT.10.26	“Iya hámu tila ovantu, mena lyokutya kaku na tja hitja t̯imikwa, hihamatji ka holololwa, ko kaku na tja soka hitja holekwa, hihamatji ka kala atji iwe.
MAT.10.27	Himbe mu heela met̯iku, tji popyen̯i poluhandja. Himwa nyongotolelwa pokutwi, tji popilen̯i pokati kovantu. 
MAT.10.28	Hámu tila mboka mbamava dhipaa olutu, wo hámava ulu okudhipaa omwenyo. Iya tilen̯i nguma ulu okuhan̯aunina moheli avyeevali, omwenyo nolutu. 
MAT.10.29	Odhontjo mbali kadhi landethwa epeni limo? Iya kape na tja noimo ndjimai wile pohi, Iho andaa kaa hala. 
MAT.10.30	Iya nodhondjutji dhokomitwe vyen̯i adhihe dha hawa. 
MAT.10.31	Iya hámu tila, n̯e mwa valela okupon̯a odhontjo odhingi.
MAT.10.32	“Iya auhe ngoka nguma ntjipulula movipathi vyovantu, naame wo me ke mu hipulula puTate nguu li meulu. 
MAT.10.33	Iya ngoka ngume lintendele movipathi vyovantu, naame me wo me ke litendela ye puTate nguu li meulu.
MAT.10.34	“Hámu lipula okutya ame mba eta ouwa kombanda yohi, hí etele ouwa, iya mba eta omukonda. 
MAT.10.35	Iya mbe ya okuhongaetha omuna omudhantu a kondjethe ihe, omuna omukadhona a kondjethe ina, omunaivi a kondjethe inaivi.
MAT.10.36	Ovantu womonganda yomuntu ngoka mava kala odhondjedhi dhe.
MAT.10.37	“Ngoka nguu hole ihe ne ina okupon̯a pwaame, kee nt̯evelwa. Nangoka nguu hole omuna omudhantu ne omuna omukadhona okupon̯a pwaame, kee nt̯evelwa. 
MAT.10.38	Iya nguhama tjindi 
MAT.10.39	Ngoka nguma kondjele omwenyo we, me u keketha, nguma keketha omwenyo we mena lyandje, me ke u mona.
MAT.10.40	“Ngoka ngume mu tambula, naye ma ntambula, nguma ntambula, naye ma tambula ngoka ngwaa ntuma.
MAT.10.41	Ngoka nguma tambula 
MAT.10.42	Auhe ngoka nguma pa umo owomovantu hemba ovanunu okunwa oneka yomeva ngaa tende, mena lyokutya omulongwa wandje, me mu heele otjatjili okutya kaa kala háma mono ondjambi ye.”
MAT.11.1	Iya 
MAT.11.2	Iya Johannes mokaliwoso hiaa tee ovilinga vya
MAT.11.3	“Ngukwa tiwa me ya, oove ne ngatu kevelele umo?”
MAT.11.4	Iya Jesus we ve yaka ha tyaa: “Enden̯i mu ka hipululile Johannes mbimwa tee nambimwa mono okutya 
MAT.11.5	ovapot̯i va twikuluka, ovilema mavi ende, ow
MAT.11.6	Iya omunalao onguhama ndimbililwa.”
MAT.11.7	Iya ovalongwa vaJohannes hiva dhi po, Jesus wa uta okuhipululila owingi wovantu ouhunga naJohannes ha tyaa: “Mokuti mwa ile oku ka tala tji? Onenge ndjimai pukwapukwa kombepo? 
MAT.11.8	Iya mwa ka talele tji? Mwa ka talele omulumentu ngwaa dhala omidhalo omiwa vyomalesu? Taa tuutuu, mbava dhala omidhalo omiwa vyomalesu, va kala modhombala dhodhohamba. 
MAT.11.9	Iya mwa ka talele tji? Mwa ka talele 
MAT.11.10	Oye e li ye hengu ngwaa tiwaa:
MAT.11.10	‘Taa tuutuu, ame me ka tuma ontumwa yandje,
MAT.11.10	nguma tenge,
MAT.11.10	ye ngoka ngume ke ku longekedhela ondjila,
MAT.11.10	tainkolo ove hóye ya.’
MAT.11.11	Me mu heele otjatjili okutya movantu mbava yumukwa kovakadhintu kamu na tja omunene ngwaa pon̯a Johannes Omutjatji, iya omununu kovakwawo avehe motjilongo tjeulu oye e mu pon̯a. 
MAT.11.12	Iya okudha pomatango aJohannes Omutjatji katee napano, otjilongo tjeulu tja monethwa ovihuna, tji kondjethwa okuhitwa kodhonkono.
MAT.11.13	Iya nomathimbilo aehe ovaprofeti noveta vya hulila muJohannes Omutjatji. 
MAT.11.14	Iya andaa mamu hala oku tji itavela, oye e li Elia, omuprofeti ngwaa thimbilwa okutya me ya.
MAT.11.15	Nguu na omatwi, nga tyee!
MAT.11.16	“Iya ekula hendi me li yeleke natji? Li ngala odhondele mbava kala pohi pomalandethelo, amave liwololoka, 
MAT.11.17	hava tyaa: ‘Twe mu hakelele, n̯e kamu dhanene. Twa lili ngambatu li momukoti, n̯e kamu lilile.’ 
MAT.11.18	Iya Johannes hiee ya, ka lile, ye ka nwine, wo hava tyaa: ‘U na 
MAT.11.19	 hiee ya, wa lya, ye ha nu, wo hava tyaa: ‘Taa tuutuu ngwaa tunda, onkolwe, epanga lyovathendelethi novalundhi.’ Iya ounongo waKalunga wa holololwa kovilinga vye.”
MAT.11.20	Iya 
MAT.11.21	“Utatyei, ove Korasin! Utatyei, ove Betsaida! Iya ngaile moTiro nomoSidon omo mwa ningilwa ovilingankono mbyoka mbyaa ningilwa moyen̯i, mbenya ngai ve liteyulula ae lukulu, hava kala pohi modhosaku nomomuto.
MAT.11.22	Iya me mu heele okutya Tiro naSidon mavi ka kala hahe oku mu pon̯a metango ndyoka lyekoyo. 
MAT.11.23	Naove, Kapernaum, mo tya pamo mo ka yelelwa meulu? Mo ka thothononenwa motjovat̯e. Iya ngaile moSodom omo mwa ningilwa ovilingankono mbyoka mbyaa ningilwa moyen̯i, ngai hinya katee ndino opo tji li.
MAT.11.24	Iya me mu heele okutya otjilongo tjaSodom matji ka kala hahe oku mu pon̯a metango ndyoka lyekoyo.”
MAT.11.25	Potembu ndjoka 
MAT.11.26	Iinga, Taa, hehi otjo tje ku thevelwa.
MAT.11.27	“Ovipuka avihe mbe vi pewa kuTate. Kaku na tja nguu i Omuna kakele vala kaTate, ko kaku na tja nguu i Tate kakele vala kOmuna, nangoka Omuna nguma hala oku mu holololela ye.
MAT.11.28	“Indjen̯i kwaame amuhe mbamwe ulwa nambamwa tjinda omitenge mbyaa lema. Ame me mu thuvitha. 
MAT.11.29	Litween̯i okanga yandje, n̯e mu holele kwaame, mena lyokutya ndjimuntu omuwa, momutima mbe linunupika, nomienyo vyen̯i mavi ka thuva.
MAT.11.30	Iya okanga yandje wa puvala, nomutenge wandje kau lemene.”
MAT.12.1	Potembu ndjoka 
MAT.12.2	Iya 
MAT.12.3	Iya Jesus we ve yaka ha tyaa: “Kamu tangele nan̯i soka David hiaa ningile, hiaa li aa t̯i ondjala, ye omwene novantu ve?
MAT.12.4	Ye wa hita mondjuwo yaKalunga, ha li omingome mbyaa yambwa Kalunga, mbyoka mbyaa tjaelwa okutya ye hé vi li, namboka mbava li naye háve vi li, kakele vala k
MAT.12.5	Ne kamu tangele 
MAT.12.6	Iya me mu heele okutya nguka nguu li hempa, wa pon̯a otempeli. 
MAT.12.7	Iya ngaile mwa li amu i himatji tyaa: ‘Onkenda me hala, hamayambo,’ ngai kaamu koyo mbahave na hiva lundha.
MAT.12.8	Iya 
MAT.12.9	Iya 
MAT.12.10	Mwa li omulumentu ngwaa lemana okuwoko. 
MAT.12.11	Iya Jesus we ve heela ha tyaa: “Iya mun̯e tji kala vi, andaa omuntu u na ondhu imo, hai wile metoto etango lyEsabati, kee i kambula, he i nana mo?
MAT.12.12	Iya omuntu wa valela unene okupon̯a ondhu. Iya okuundapa ouwa metango lyEsabati otjo tja itavelwa.” 
MAT.12.13	Jesus wa heela omulumentu hengu ha tyaa: “Onyonona okuwoko kwoye.”
MAT.12.13	Ye we ku onyonona, haku lemanuka, haku ngala okukwawo. 
MAT.12.14	Iya Ovafarisai va pita mo mosinagoga, hava ka tompola ouhunga naJesus, opo ve tjiiwe oku mu dhipaa.
MAT.12.16	We ve londola, opo háve mu hololola, 
MAT.12.17	odhondaka ndhaa popiwa k
MAT.12.18	“Taa tuutuu,
MAT.12.18	omuntu wandje ngumba holowola,
MAT.12.18	omuhivilikwa wandje,
MAT.12.18	omwenyo wandje nguwa hopa,
MAT.12.18	me mu pa Ombepo yandje,
MAT.12.18	iya ma ka teethela oviwan̯a
MAT.12.18	ekoyo ndyaa vyuuka.
MAT.12.19	Kaa tanguna, ye kaa uyu,
MAT.12.19	ondaka ye kaai teeka momivanda.
MAT.12.20	Otjingenge hitja tanduka,
MAT.12.20	kee tji nyanyauna,
MAT.12.20	nolamba ndyaa undungala,
MAT.12.20	kee ke dhimi,
MAT.12.20	katee ma twala ouvyuuki mouton̯i.
MAT.12.21	Oviwan̯a mavi ke liun̯ika mena lye.”
MAT.12.22	Iya 
MAT.12.23	Iya owingi wovantu auhe we kumwa hau tyaa: “Nguka mpaeli haye e li Omuna waDavid?”
MAT.12.24	Iya 
MAT.12.25	Iya Jesus wa li ae i omalipulo awo, ha tyaa: “Otjilongo atjihe himatji lit̯ile onki otjene, matji teka po, nondolopa ne onganda aihe ndjimai lit̯ile onki oyene, kaai kala po. 
MAT.12.26	Iya Satana andaa ma ta mo Satana omukwawo, iya ye he lit̯ile onki omwene, otjilongo tje matji kala po vi? 
MAT.12.27	Iya ame andaa odhondemoni me dhi ta mo naBelsebul, ovanwen̯i mave dhi ta mo naan̯i? Iya ovanwen̯i mave mu koyo. 
MAT.12.28	Iya ame andaa odhondemoni me dhi ta mo nOmbepo yaKalunga, okutya 
MAT.12.29	“Ne aan̯i nguma ulu okuya monganda yomulumentu nguu na odhonkono, he mu pundu ovipuka vye? Olutenga nkwai me tji mu kutu, kon̯ima opo ma ulu okupunda onganda ye.
MAT.12.30	“Ngoka nguhe li pamo naame, ma nkondjetha, nangoka nguhama ongedha pamo naame, ma han̯auna.
MAT.12.31	Iya me mu heele okutya onkali nepenyo alihe ovantu mave li ithilwa po, iya okupenya Ombepo Ondhilikwa koo ithilwa po. 
MAT.12.32	Iya nguma popi ondaka ndjimai kondjetha 
MAT.12.33	“Omuti andaa omuwa, novinyango vyawo oviwa, ne andaa omuti omuvi, novinyango vyawo ovivi, mena lyokutya omuti u dhimbukilwa kovinyango vyawo.
MAT.12.34	Luyumuko n̯e lwodhonyoka, mamu ulu vi okupopya ouwa, n̯e ovene amu li ovavi? Iya otjinyo tji popya hitje yula momutima.
MAT.12.35	Omuntu omuwa u hololola ovipuka vye oviwa, nomuntu omuvi u hololola ovipuka vye ovivi.
MAT.12.36	“Iya me mu heele okutya ondaka aihe, ndjihai na otjilinga, ovantu ndjimava popi mave ke i pulwa etango lyekoyo. 
MAT.12.37	Iya odhondaka dhoye odho madhi ku koyetha okutya ove omuvyuuki ne u na ombedhi.”
MAT.12.38	Iya vamo owom
MAT.12.39	Iya 
MAT.12.40	Iya ngaJona hiaa li medhimo lyohi onene yomomeva ovitenya vitatu novit̯iku vitatu, iya 
MAT.12.41	Ovalumentu vaNineve mava ka imuka kout̯e pamo nekula hendi metango lyekoyo, iya mave ke mu pa onkali, mena lyokutya wo ve liteyululile keteetho lyaJona. Iya taa tuutuu, hengu nguu li hempa, wa pon̯a Jona.
MAT.12.42	Omukadhintu ohamba yokomakumbinda otjilongo ma ka imuka kout̯e pamo nekula hendi metango lyekoyo. Iya me ke li pa onkali, mena lyokutya ye wa dhile kodhontyo dhouye, he ya okuteelela ounongo waSalomo, iya taa tuutuu, hengu nguu li hempa, wa pon̯a Salomo.
MAT.12.43	“Iya ombepo ombi amai dhi mo momuntu, i endaenda momakuti muhamu na omeva okutaendha oluvedhe lwokuthuva, iya ahai lu mwene, 
MAT.12.44	mai tyaa: ‘Ame me tjuna monganda yandje, mumba dhile.’ Iya aye ya mo, mai vadha ahamu na nguu li mo, mwa kombwa, mo mwa ningwa nawa. 
MAT.12.45	Iya mai i, hai ka eta odhombepo odhonkwawo epanduvali, odhombi oku i pon̯a, hamo dhi ya okukala. Iya onkalo yomulumentu hengu pehulilo mai ka kala ombi okupon̯a oyolutenga. Iya ekula hendi evi otjo mali ka ningwa.”
MAT.12.46	Iya 
MAT.12.47	Umo we mu heela ha tyaa: “Iya taa tuutuu, nyoko novanitjoye ve li pondje, mava hala okupopya naove.”
MAT.12.48	Iya Jesus wa yaka ngwee mu heela ha tyaa: “Meme aan̯i, novanitjandje owaan̯i?” 
MAT.12.49	Wa yulika okuwoko kwe kovalongwa ve ha tyaa: “Taa tuutuu, meme novanitjandje hoowomba! 
MAT.12.50	Iya auhe ngoka nguma hwithile po ehalo lyaTate nguu li meulu, oye e li meme, ye oye e li omunitjandje nompandjandje.”
MAT.13.2	Iya owingi wovantu we mu onganena, iya ye ha londo mowato, ha kala pohi, tainkolo owingi wovantu auhe wa li awa kulama kekomo.
MAT.13.3	Iya we ve heela ovipuka ovingi m
MAT.13.3	“Kwa li omuntu umo ngwaa ka kunine.
MAT.13.4	Hiaa li ama kunu, dhimo dha wila pontyo yondjila, ovidhila hivye ya, havi dhi tjokola po. 
MAT.13.5	Dhimo dha wila pontantalahi mpahapa li eheke en̯ingi. Iya dha mena dhivadhiva, mena lyokutya kapa li eheke en̯ingi. 
MAT.13.6	Iya omutenya hiwa pupyala, ovilya vya lemba, mena lyokutya kavya li nomidhi mbyaa dhika, vya vavala. 
MAT.13.7	Dhimo dha wila modhohongo. Odhohongo hidha kulu, dha thin̯a ovilya. 
MAT.13.8	Iya dhimo dha wila pohi ombwa, ovilya havi kwata, vimo ethele, vimo omilongo epandu, navimo omilongo vitatu.
MAT.13.9	“Iya nguu na omatwi, nga tyee!”
MAT.13.10	Iya ovalongwa ve ya ku
MAT.13.11	Ye we ve yaka ha tyaa: “Omena lyokutya n̯e mwa pewa okwiiwa oviholekwa vyotjilongo tjeulu, iya wo kave vi pelwe. 
MAT.13.12	Iya nguu na tja, ma pewa, ha kala ae na otjingi unene, iya nguhe na tja, nahiee na tjo, me tji nyekwa.
MAT.13.13	Iya ame hehi otjo me ve heelele momaeli, mena lyokutya nandava tala, kave ku mono, nandava teelele, kava tee, wo kave yuvite. 
MAT.13.14	Ouprofeti waJesaja mau hwithilwa po muwo, mbumau tyaa:
MAT.13.14	‘Okutyaa mu tyaa, atjaa kamu yuvite,
MAT.13.14	okutala mu tala, atjaa kamu ku mono.
MAT.13.15	Iya omitima vyovantu hemba vya kukuta,
MAT.13.15	nomatwi awo a poloka,
MAT.13.15	omeho awo a thiinina,
MAT.13.15	opo háve ku mono,
MAT.13.15	nomatwi awo ahamava tee,
MAT.13.15	nomitima vyawo ahamava koneke,
MAT.13.15	ve liteyulule,
MAT.13.15	ame ndji ve velule.’
MAT.13.16	“Iya omeho en̯i e na elao, hiee ku lwete, nomatwi en̯i hiee yuvite.
MAT.13.17	Iya otjatjili me mu heele okutya 
MAT.13.18	“Iya teelelen̯i 
MAT.13.19	Iya auhe ngoka nguma tee ondaka yotjilongo tjeulu, atjaa ye ke i yuvite, omunauvi me ya, ha itha mo soka hitja kunwa momutima we. Hehi otjo tji li ombuto ndjaa kunwa pontyo yondjila. 
MAT.13.20	Iya ndjaa wila pontantalahi, i ngala omuntu ngoka nguma tee odhondaka dhaKalunga, he dhi tambula nehuluko, 
MAT.13.21	iya ahamadhi mu hiti, me dhi kambulitha okaluvedhe okanunu vala, iya andaa pe ke ya oudheu ne okutatethelwa odhondaka dhaKalunga, me dhi yetha dhiva. 
MAT.13.22	Ndjoka ndjaa wila modhohongo, i ngala omuntu ngoka nguma tee odhondaka dhaKalunga, iya otjiho tjouye hembu, nokulikembela ouhona matji thin̯a mo odhondaka dhaKalunga, dho ahamadhi eta po tja. 
MAT.13.23	Iya ombuto ndjaa kunwa pohi ombwa, i ngala omuntu ngoka nguma tee odhondaka dhaKalunga, he dhi tambula, oye a ngala ombuto ndjimai mene, ovilya havi kwata, vimo ethele, vimo omilongo epandu, vimo omilongo vitatu.”
MAT.13.25	Iya tainkolo ovantu ava lala, ondjedhi ye ya, hai kunu olwandjandja movilya, yo ha i. 
MAT.13.26	Iya ovilya hivya kulu, havi kwata, olwandjandja nalo wo lwa kula. 
MAT.13.27	Ovapika womwene wonganda ve ya, have mu heele hava tyaa: ‘
MAT.13.28	We ve yaka ha tyaa: ‘Ondjedhi oyo ya ningi hinyahi.’ Ovapika ve mu pula hava tyaa: ‘Mo hala tu ende, tu ke lu tukule mo?’ 
MAT.13.29	We ve yaka ha tyaa: ‘Aai, mpe mamu tukulile olwandjandja kumo novilya. 
MAT.13.30	Yethen̯i vala vi kulile mumo katee pokuteya. Iya potembu yokuteya, me ka heela ovateyi, olutenga va ongedhe olwandjandja, ve lu kute ovipandi, lu hikwe po. Iya ovilya ve vi dhile movindhi vyandje.’ ”
MAT.13.32	onunu okupon̯a odhombuma adhihe, iya andaa ya mene, i kula okupon̯a ovitho avihe, hai ningi omuti, iya modhontai dhatjo ovidhila hamo vi ya okutungila.”
MAT.13.35	Ovipuka mbyaa popiwa k
MAT.13.35	“Ame me popi momaeli,
MAT.13.35	me popi ovipuka mbyoka
MAT.13.35	mbyaa holekelwe okudha keuto lyouye.”
MAT.13.36	Iya 
MAT.13.37	Iya ye we ve yaka ha tyaa: “Nguma kunu ombuto ombwa, 
MAT.13.38	Iya otjana ouye, ombuto ombwa odhondele dhotjilongo tjeulu, olwandjandja odhondele dhomunauvi. 
MAT.13.39	Ondjedhi ngwee lu kuna mo, omudiapoli, eteyo ehulilo lyouye, ovateyi ovaengeli. 
MAT.13.40	Iya olwandjandja himalu ongedhwa, halu hikwa po momulilo, otjo matji ka kala wo pehulilo lyouye. 
MAT.13.41	Omuna wOmuntu ma ka tuma ko ovaengeli ve, mava ka kongolola motjilongo tje ovatyolethi namboka mbava pengetha oveta. 
MAT.13.42	Iya mava ka yumbwa mekundungala lyomulilo. Mompuka moka mamu ka kala otjililo nelikweyo lyomayoo. 
MAT.13.43	Iya ovavyuuki mava ka laima ngetango motjilongo tjaIhe. Nguu na omatwi, nga tyee.
