MAT.1.1	Liáni áabai lista nashínaa náa'a Jesucristo wérrinaimica, rey David cúuleemi ya Abrahám.
MAT.5.46	Jiníwata caníinacta jicába náa'a caníinaani icába iyá, ¿tána iwéni irríshibia? Báawita náa'a cóbrenai impuesto Romarru cháni médacajau, ya iyá pénsenai máashiica wérri nayá. 
MAT.5.47	Ne itácta nalí rímija náa'a éenajinaica, ¿tána iméda mawí sáicacai? Báawita náa'a jócani éewida médenaiu chá'a. 
MAT.5.48	Iyáyu machácani, ya caníinaa icába lécchoo náa'a cadénini cába iyá, chaléjta isálijinaa yéerri áacairra machácani.
MAT.6.1	“Ujéneda linácu liá'a jiwíteecoo, quéewique'e chóniwenai cába iyá sáicai. Jimédacta cháni, isálijinaa liá'a yéerri áacairra, jiníminaa iwéni liéni'inaa irrú.
MAT.6.2	“Tándawa jiyúdacta náa'a carrúni jináatanica, ujíiwadeda matuínaamini, chaléjta namédani náa'a chámai wítee sinagoga rícu, ya namédani bináawala chóniwenai natáaniaque'e nanácui sáica. Yáawaiyi numá irrú, linácu jiliéni jái nísa nawáalia nawéniwai, Dios jócai liá nalí nawéni mawí. 
MAT.6.3	Ne jiyúdacta náa'a rúnenaicani, ujíiwadedani báawita jijúnicairru wáni; 
MAT.6.4	jimédaca cabáyaintani. Ya Jisálijinaa licábani jimédani cabáyainta, liáminaa jirrú jiwéni.
MAT.6.5	“Jáicta i'órawai, uchá iyá léjta náa'a chámaini wítee, ísenai nabárruacoo na'óraca sinagoga rícu ya plaza táiba, quéewique'e chóniwenai cába nayá. Yáawaiyi numá irrú, linácu jiliéni jái nísa nawáalia nawéniwai. 
MAT.6.6	Jiyá jáicta ji'óra, jiwárroo jíibana licúlau, jibáya cuíta núma ya ji'óra jisálijinau yáairri bácai jiájcha, ya jisálijinaa licábani jimédani cabáyainta, liáminaa jirrú jiwéni.
MAT.6.7	“Jáicta ji'óra ujéneda chuánshi jócai sírbia, chaléjta namédani náa'a jócani éebida, namá nalíwoo, ne mawícta'ee natáaniaca, mawíminaa'ee Dios méda nalí nawánacaala. 
MAT.6.8	Uchá cábacanaa iyá léjta nayá, jiníwata isálijinaa jái yáa léenaa liá'a jirrúnaanica, libéecha isáta liúchani. 
MAT.6.9	Ne iyá éewenai i'óra chá'a:
MAT.6.9	‘Wasálijinaa yáairri áacairra,
MAT.6.9	chóniwenai cawáunta nacába jijí'inaa.
MAT.6.10	Jíinu chérra jiwánacaala áani,
MAT.6.10	jiméda jiwánacaalau áani cáinabi íta'aa,
MAT.6.10	chaléjta jimédau'inaa áacairra.
MAT.6.11	Jiá walí íyacaishi warrúnaanica éerri jútainchu.
MAT.6.12	Jipérdona wáucha máashii wamédanica,
MAT.6.12	chaléjta wapérdonau wayá,
MAT.6.12	náa'a médenai walí máashii.
MAT.6.13	Ujínda wacácoo máashii rícula,
MAT.6.13	jitúya wayá liúcha liá'a wawásimica.’
MAT.6.14	“Ipérdonaa náa'a médenai irrú máashii, níwata chacábacanaa, liá'a Isálijinaa yáairri áacairra, lipérdonaaminaa iyá lécchoo; 
MAT.6.15	Ne jócta ipérdonaa áabi, chacábacanaa jócu Isálijinaa pérdonaa iyájoo ijíconaa lécchoo.
MAT.6.16	“Iyá jáicta iyúnaa, umáashii iméda inániu máashii wówa chaléjta náa'a chámai wítee, íyadeneu nayá jájiu máashii naméda nawówau chóniwenai cábaque'e nayá cháji'i. Yáawaiyi numá irrú, liyú léja liérra iwáalia iwéniu. 
MAT.6.17	Jiyá, jáicta jiyúnaa, jibádeda jinániu jichúndaniu sáica, 
MAT.6.18	quéewique'e náa'a chóniwenai jócu yáa léenaa jinácu jiyúnaaca. Bácai rími jisálijinaa yáa léenaani, báawita jócu wacábani, liyá cáberri quinínama liá léenaa linácu, ya yáairri jiájcha, liyá yáa jirrú jiwéniu.
MAT.6.19	“Oyáawaqueda warrúwa líta'aa liéni cáinabica, á'a wijíi márdacta'inaa ya shínaashi amáarrai'inaa o yúquerri'inau, nayácta náa'a canédica nawárroo nanéduca. 
MAT.6.20	Mawí sáicaca, iméda liá'a sáictai Dios cábaca, imédacta chacábacanaa, chaléjta wáalenai rícucai éerri ítala, níwata Dios yáa iwéniu. 
MAT.6.21	Édacaniu, táshia nácucha jiwáaliacta jirrícucau, jiwówa néeni yáa lécchoo.
MAT.6.22	“Náa'a watuíca jicá'a lámpara wanáanairru, nayú wéewa wacába matuínaami. Tándawa, ituí sáicai, éewa nacába sáica quinínama. Chái cábacanaa, jócai camáisani ya náa'a iwáalinica, iyá éewenai yáa léenaa atéwa quinínama liá'a Dios wówerri iyá yáni léenaa. 
MAT.6.23	Ne máashicta náa'a ituíca, iyá jócu éewa icába sáica matuínaami. Ya liáni mamáarraca namédacoo chá'a, líinuminaa liá'a éerrica jáicta jiní éewani icábaca. Iyáminaa quinínama catáwacabee rícu. Chái cábacanaa, mamáarraca namédacoo camáisaniniyu, quinínama icáwica yáairri catáwacabee rícu. Quinínamacta iyá éewani icába ya iwítee pénsani náa'a matuínaami éerri shínanaa, quinínamaminaa liá'a imédanica máashii'inaa.
MAT.6.24	“Jiní éewerri lishírrueda chámatacta liwácali, jiníwata máashii licába báqueerri, ya caníinaa licába liá'a báqueerrica, jócta machácani báqueerrirruni ya lichánini liá'a báqueerrica. Jócai wéewa washírrueda Diosru ya warrúwarru. Chái cábacanaa, iyá jócai éewa yáa icáwica Diosru ya lécchoo yáa icáwica yáawacaidaque'e warrúwa ya matuínaami.
MAT.6.25	“Tánda numá irrú: O'urrúni iwówa linácueji liá'a íyacaishi, ya írra'inaa nácu ya iyáayu'inaa, jiní íibalashi nácu lécchoo liá'a isúwani'inaaca. ¿Jócu cawéni icáwica mawí yúcha liá'a íyacaishica ya ináanai liúcha liá'a íibalashica? 
MAT.6.26	Icába náa'a míshiiduca yáarraneneecoo áacai: Jócani yáabana, jócani yáawaqueda, jócani wáalia íyacaishi náabana lícuu; ne liá'a isálijinaa yáairri áacairra yáirri náaya'inaa. ¡Ne iyá mawí cawéni náucha náa'a míshiiduca! 
MAT.6.27	Ne máayabaca, báawita íchaba urrúni wawówa, ¿chíta quéewau jíni wadáwineda wacáwicau jíni báawita áabai hóra'inaa? Néeenee iyá jócai urrúni wówa íyacaishi nácu jócta íibalashi nácu.
MAT.6.28	“¿Tánda bájiala urrúni iwówa íibalashi nácu? Icábau chítashia lidáwinau'u náa'a íiwinaashi yáairri bacháida rícu: jócani tráawajaa, jócani súcueda. 
MAT.6.29	Ne áawita chácani, numá irrú, áawita rey Salomón, quinínama lishínaa chúnica, jócu lisúweda líibalau sáicabeetaica léjta íiwinaashi. 
MAT.6.30	Ne Dios súwacta chacábacanaa íiwinaashi sáictani wérri, wáalee liyá bacháida rícu, ya cajójcha léemau chichái rícula, ¡mawíminaa liá'a íibalajoo, chóniwenai cháuctani éebidaca! 
MAT.6.31	Dios caníinaa licába iyá, tánda cha numá irrú jócubeecha isátada éemiu: ‘¿Tána'ee wáayai?’ o ‘¿Tána'ee wáirrai?’ o ‘¿Tána'ee wasúwai?’ 
MAT.6.32	Quinínama liéni wáneerri urrúni nawówa náani jócani éebida, ne iyá wáalianai báqueerri isálijinau yáairri áacairra ya yáirri léenaa liá'a irrúnaanica. 
MAT.6.33	Tándawa numá irrú ya liwíbanaa liéni numáni irrú Dios wánacaalactalaca, imédaque'e lirrú léjta liwówau, chacábacanaa irríshibia quinínama méenaami. 
MAT.6.34	U'urrúni iwówa linácu liá'a cajójcha sái éerrica, jiníwata cajójcha ái éerri já'a urrúni iwówa. Éerri jútainchu wáalianai lishínaa chúnsai máashiica. Tándawa, jócu urrúni iwówa libéecha liá'a éerrica.
MAT.7.1	“Ujitáania máashii linácu liá'a namédanica náa'a áabica, quéewique'e Dios jócu litáania máashii linácu liá'a imédani iyá. 
MAT.7.2	Chacábacanaa Dios yúca jiyá máashictala lécchoo, jimédacta máashii báqueerrirru; ne liyúja liá'a jénedauca iyá lécchoo, Dios éejoo léneda iyá liyú lécchoo. 
MAT.7.3	¿Tánda arrúnaa jicába jéenajirri tuí rícu liá'a catábibee liwáalianica, ne jócai jicába liá'a jiwáaliani áicuba shírricu yáairri jituí rícu lécchoo? 
MAT.7.4	Ne jiwáaliacta jituí rícu áabai áicuba shírricu, ¿chíta quéewa jimá jéenajirrirru jíni: ‘Jínda nujéda jiúcha liá'a catábibee yáairri jituí rícu’? 
MAT.7.5	¡Chámai wítee! jijéda quéechanacu liá'a áicuba shírricuca yáairri jituí rícu, cháminaajoo jéewa jicába sáica, jéewaque'e jédaca liwáalia lituí rícu jéenajirrica.
MAT.7.6	“Ujiá nalí náa'a yáawaiyi dujíwala chuánshi sáicai Dios bánuani, nalí náa'a chóniwenai cháneenai ya jócu nawówai néemica. Liérra léjta wácta áulirru, jócu náa léenaa néemica ya néewa náamueda iyá; jócta jiá íiba cawénii puítirru, jócani yáa léenaa íiba cawénii ya éewenai nabáwedani.
MAT.7.7	“Isátau, ya Dios yáminaa irrújoni; imúrru, ya íinuminaajoni; imáida cuíta núma lícu, ya liméecuminau irrújoo. 
MAT.7.8	Jiníwata liá'a sáterrica, lirríshibiaminaani; liá'a múrruerricani, líinuminaa; liá'a máiderri cuíta núma lícu, liméecuminau lirrú.
MAT.7.9	“Néenee Jesús liméda liáni licábacanaa: ¿Ne éenaminaa iyá yáa licúulee íyau bátui íiba, jáicta lisáta líyau jiúcha páani? 
MAT.7.10	¿O lisátacta líyau jiúcha cubái, jiáminaa líya bácua áai cawálai? 
MAT.7.11	Ne chaléjta iyá báawita máashii, éewa yáa sáicai éenibirru, ¡chítashia mawí jíni isálijinaa sáicai yáairri áacairra liá irrú, méenaami sáicai wérri tánashia nasátani liúchai!
MAT.7.12	“Chacábacanaa, iméda náajcha náa'a áabi chóniwenaica, chaléjta iwówa naméda yáajcha náa'a áabica; jiníwata cháwa libánuacani liéni leyca, nashínaaminaa náa'a íiwadedenai Dios chuáni báinacumi.
MAT.7.13	“Jesús liméda liáni licábacanaa, limá nalí: Iwárroo rícuba liá'a cuíta núma áulabai téerri'inaa iyá áacairra. Níwata liá'a linúma ya iníjbaa téerri'inaa máashictala manúshidai ya jócai tráawajui wáacoo rícu, ya íchabaminaajoo wárroo lirrícubajoo; 
MAT.7.14	ne liá'a linúma ya iníjbaa téerri'inaa liá'a cáwicaishi jócai amáarra, áulabani wérri ya tráawajui wérri wáau rícu, ya áulabani rími náiinujoni.
MAT.7.15	“Cáwiwa icába yúchau náa'a chóniwenai médenai númashi yúwica, quéewique'e nawána áabi éebidacani nayá táanianai Dios nácu, ne jócai yáawaiyi. Náiinu iyáctala náabala léjta oveja, ne yáawaiyi nawówa lícueji chaléjta cháawi carrúnatai. 
MAT.7.16	¿Chíta quéewau yáa léenaa tánashia cachálujuedacani? Iyá éewani icúnusiaca tánashia jiliá'a namédanica, jócu wéewa nawína uva áabai banácali catúwirre ítacha, jócu wéewa wawína ítashi banácali máashii nácucha. 
MAT.7.17	Chacábacanaa, quinínama banácali sáicaitani yáairri lítau sáica, ne liá'a banácali máashictani liá lítau máashii lécchoo. 
MAT.7.18	Liá'a banácali sáicaitani jócai éewa liá lítau máashii, jiní banácali máashii éewau liá lítau sáica. Cha lécchoo nabésunau náa'a chóniwenaica. 
MAT.7.19	Quinínama banácali jócai yáa lítau sáica, nawíchuani ya náuca chichái rículani. Cha lécchoo Dios méda náajcha náa'a chóniwenai cachálujuedacanica. 
MAT.7.20	Iyáminaa yáa léenaajoo icúnusia yúchau linácu liá'a namédanicojoo.
MAT.7.21	“Jesús má'ee: jócuminaa quinínama náa'a máine nulí: ‘Nuwácali, nuwácali’, nawárroominaujoo Dios wánacaalactalaca, nayá rímiminaajoo wárruaujoo náa'a médenai nusálijinaa wánacaala yáairri áacairra. 
MAT.7.22	Liyáali éerriminaajoo íchaba ma nulíjoo: ‘Nuwácali, nuwácali, wayá arrúnaa jída wawárruacoo Dios wánacaalactala, níwata wayá táanianai jijí'inaa nácu, jijí'inaa nácu wajéda demonio chóniwenai yúcha, jijí'inaa nácu waméda íchaba jócai wacába cáji.’ 
MAT.7.23	Néenee nuéebaminaa nachuánijoo numá nalí: ‘Jócuwa nucúnusia iyá; ¡ishírriu núcha iyá camédacani máashii!’ ”
MAT.7.24	Jesús má'ee chóniwenairru: “Táda numá, tánashia éemerri liáni nuchuánica ya liméda léjta numáyu'u, chái léjta báqueerri washiálicuerri cawítee bárruedeerri líibanau íiba íta'aa. 
MAT.7.25	Néenee únia yúwawai manúta quinínama méeda, cáuli cánaca'eewoowai lécchoo, náiinu linácula quinínama liá'a cuítaca, ne jócu licáwai, níwata'ee lidáni bárruerriu íiba íta'aa cabálininaa. 
MAT.7.26	Ne tánashia éemerri liáni nuchuánica ya jócai liméda léjta numáyu'u, chái léjta báqueerri washiálicuerri mawítee, bárruedeerri líibanau cáina íta'aa. 
MAT.7.27	Néenee únia yúwawai manútai quinínama méeda, cáuli cánaca'eewoowai lécchoo, náiinu linácula quinínama liá'a cuítaca néenee licáwai. ¡Licáarraliawai quinínama!” 
MAT.7.28	Néenee Jesús nísa'inaa litáaniacai, quinínama náa'a chóniwenai nacáarruda'eewoo néemica léewidau nayá Jesús, 
MAT.7.29	níwata léewida nayá léjta báqueerri yáirri léenaa linácu liá'a léewidani liyáca, jócani chaléjta náa'a qéewidacani ley shínaaca.
MAT.8.1	Quéecha'inaa Jesús yúrrucuacoo dúuli ítacha, íchaba chóniwenai yáa líshiirricu. 
MAT.8.2	Liyáalimi'e lirrúniu báqueerri bálinerriu lepra nácu, jáiwa litúyau liúrruimiyu Jesús náneewa, limá'ee lirrú:
MAT.8.2	—Nuwácali, jiwówaicta, jéewaminaata jichúni nuyá liúcha liá'a nubálinacaalaca.
MAT.8.3	Jesús dúnu'e licáajiyu wáni, limá'ee lirrú:
MAT.8.3	—Jajá nuwówai. ¡Jimáacacoo masáculaiyu!
MAT.8.3	Liyáalimi, liá'a bálinerricoo lepra nácu limáacacoo masáculai. 
MAT.8.4	Jesús má'ee lirrú mawí:
MAT.8.4	—Jicábate, ówa jíiwa jiyá áabirrujoni jiní wérri; jimédani já'a jiá namówai jíyadacoo lirrú liá'a sacerdóteca, jitée liérra ofrendaca Moisés wánani yáaca, quéewique'e quinínama yáa léenaa jáicala masáculai jiyái jishínaa bálinacaalashi yúchau.
MAT.8.5	Jái'inaa Jesús wárruau lirrícula liá'a chacáaleeca jí'ineerri Capernaúm, néenee báqueerri soldado wácali romano, lirrúniu lirrú lisáta liwówa yáajchau liúcha. 
MAT.8.6	Limá lirrú:
MAT.8.6	—Nuwácali, liá'a icúlirrijui tráawajairri nulí bálinerriu, jócai éewa libárruacoo ái ruwáirriu núbana néeni, súfrierri cáiwibee.
MAT.8.7	Néenee Jesús éeba'ee lirrú:
MAT.8.7	—Nuáu nuchúnicani.
MAT.8.8	Jáiwa soldado wácali léeba'ee:
MAT.8.8	—Nuwácali, nuyá jócai sáicanata jiwárruacoo núbana rícula, jimá cháji'i liárra chuánshica, lichúnique'iniujoo liá'a icúlirrijuica. 
MAT.8.9	Níwata ái áabi wánacaleenai cadájcueta nuyája'a, nuyá chái wánacaala lécchoo soldado. Numácta báqueerrirru jiá namówai, yáairriu. Numácta báqueerrirru jíinu chérra, íinuerri néenee. Numácta lirrú liá'a nushínaa tráawajairri nulí, jiméda liáni, liméda jíni.
MAT.8.10	Jesús nísa'inaa léemiqui jíni, néenee licáarrudau léemiqui jíni sáicta liwówa lécchoo, limá'ee nalí náa'a máinecoo liájcha:
MAT.8.10	—Yáawaiyii numá irrú, jiní nuíinuni nácu náa'a israelítabinica, báawita bácairrimi, éebiderri'inaa nunácu, léjta liáni washiálicuerri. 
MAT.8.11	Numá irrú íchabaminaa chóniwenai íinu déecuchejijoo cáiwia jiáctejcoo ya cáiwia wárruactalacoo, nawáau náaya liájcha liá'a Abrahám, ya Isaac ya Jacob, chaléeni Dios wánacaalactalaca. 
MAT.8.12	Ne náa'a Dios máidani quéechanacu, arrúnaa nayá Dios wánacaalactalaca, náucaminaa nayájoo bináawala catáwacactaca. Néenee náichaminaajoo ya náamueda néu licáicha.
MAT.8.13	Néenee Jesús ma lirrú liá'a soldado wácalica:
MAT.8.13	—Jiá namówai, jíibana néerra, cha limédacoo jirrú léjta jéebidau'u.
MAT.8.13	Liyáalimija liá'a tráawajairri lirrú limáacau sáica.
MAT.8.14	Jesús yáa'eewoo Pé'eru íibana néerra, jáiwa'ee líinu Pé'eru néerru runácue yáaichoo cama íta'aa bálinechoo licámunayu. 
MAT.8.15	Jáiwa Jesús dúnu rucáaji nácui, ya liyáalimi licámuna éedau rúchai, jáiwa'ee rubárruawai, ya ruchána rushírrueda náaya'inaa.
MAT.8.16	Catáwaca'inaa liácuwai natée'e Jesúsru íchaba chóniwenaica wáalenai espíritu máashii; áabai wánacaalashiyu já'a lijéda espíritu máashiini, yá'ee lécchoo lichúni'e quinínama bálineneecoo. 
MAT.8.17	Liéni bésuneerriu quéewique'e licúmpliacoo líiwadedani báinacu liá'a íiwadedeerri Dios chuáni báinacu liá'a Isaíasca, limá'inaa:
MAT.8.17	“Liyá'ee liwína washínaa májinabee
MAT.8.17	ya litée washínaa bálinacaalashi.”
MAT.8.18	Jesús, cába'inaa'ee liyáu cashiámu litéeji chóniwenai, limá'ee wabésunau bajiála manuá. 
MAT.8.19	Libéecha nabésunacoo bájiala, lirrúni lirrúi báqueerri quéewidacai ley shínanaa, limá'ee lirrú:
MAT.8.19	—Quéewidacai, nuwówai nuáacoo jiájcha táshia jiáctalau jíni.
MAT.8.20	Jesús éeba'ee lichuáni:
MAT.8.20	—Náa'a iyáliduca wáalenai náutabeu, ya náa'a míshiiduca wáalenai namúrrubeu, ne nuyá washiálicuerri Dios cúuleeca, jócai wíta wáalia núbanau chúnsai táshia nurrúwaida'inaa nuwítau.
MAT.8.21	Báqueerri'e lishínaa éewiderricoo, limá'ee lirrú:
MAT.8.21	—Nuwácali, jínda nuáacoo quéechanacu nuquéni nusálijinau.
MAT.8.22	Jesús éeba'ee lichuáni:
MAT.8.22	—Jiáu nuíshiirricu, ya jimáaca namáanalinica
MAT.8.23	Jesús yúrrucoo lancha rícula, lishínaa éewidenaicoo natálideda liyá. 
MAT.8.24	Jáiwa cawíquinta áabai cáuli cadánani wérri íinu manuá yáacu, jáiwa'ee marrádaca ísau lancha rículai. Né'e liá'a Jesúsca máairri liácoo. 
MAT.8.25	Néenee náau nacáweda liyá náa'a lishínaa éewidenaicoo, namá lirrú:
MAT.8.25	—¡Wawácali, jiwáseda wayá! ¡wayájani waquétacoo wayácai!
MAT.8.26	Néenee léeba'ee nalí:
MAT.8.26	—¿Tánda cáarru wérri iyá? ¡Iyá píituirrimi imáaca iwówau nunácu!
MAT.8.26	Limá'inaa liáni, libárruau'eewoo liá'ee áabai wánacaalashi lirrú liá'a cáulica ya lirrú liá'a manuáca, quinínama limáacau machúnucunaa wérri. 
MAT.8.27	Néenee nacáarrudau nacábaqui jíni nasáta néemiu wáacoo:
MAT.8.27	—¿Tána washiálicuerri léji liáni, báawita cáuli ya manuá éewidani lirrú?
MAT.8.28	Néenee Jesús íinu'inaa bajiála manuá, nashínaa cáinabi náa'a Gerasaca, jáiwa chámata wáalenai demonio jiáneu útawi rícucha máanalini yáarruica, jáiwa narrúniu Jesúsrui. Nayá carrúnatani wérri, jiní éewerri libésunacoo lirrícuba liá'a iníjbaaca; 
MAT.8.29	Jáiwa nachánau namáidadaca namá'ee:
MAT.8.29	—¡Ujiníquiu wáajcha, jiyá Jesús, Dios cúulee! ¿Jíinu áani jiwánau'e wasúfriaca libéecha liá'a éerrica?
MAT.8.30	Ne urrúni néeni já'a íchaba puíti íyenai'e nayáca, 
MAT.8.31	náa'a demonioca namésuda Jesúsru:
MAT.8.31	—Jijédacta wayá, jínda wawárruacoo nalí náa'a puítica.
MAT.8.32	Jesús ma nalí:
MAT.8.32	—Yáa namówai.
MAT.8.32	Náa'a demonio najiáu náucha náa'a washiálicuenaica, jáiwa nawárroo nalí náa'a puítica; ne liyáalimi náa'a puítica, jáiwa nacánacawai báju rícula cáashia náiinu manuá néerra, néeni'e nasácumawai.
MAT.8.33	Náa'a túyenaimi puíti najiáu nacánacacoo nacárruniu, náiinu'inaami lirrícula liá'a chacáaleeca, nachánau náiiwadedaca liá'a bésuneerricoo, quinínama libésunaucoo náajcha náa'a wáalenai demonio. 
MAT.8.34	Néenee bájialanaa náa'a chacáalee rícu sánaca, najiáu chaléeni Jesús yáctalaca, nacába'inaami jíni namá lirrú lijiáque'iu lirrícucha liá'a nashínaa cáinabica.
MAT.9.1	Néenee liáwinaami liéni, Jesús yúrrucoo áabai lancha rícula, lichuáu bajiála manuá, liyáctala quéecha, jáiwa líinui lishínaa chacáalee rículawai. 
MAT.9.2	Néeni natée lirrú báqueerri macáwai, rúwerriu áabai yáarruishi íta'aa; Jesús cába'inaa'ee néebida linácu, limá lirrú liá'a bálinerricoo:
MAT.9.2	—Cadánani jiyá, nucúulee, jishínaa jíconaashi jái méetuacuwai.
MAT.9.3	Áabibi qéewidacani ley shínaa, namá'ee nawówa licuéjiu: “Limáni jiliéni máashii Dios nácucha, níwata liyá táanierri újni Dios.” 
MAT.9.4	Ne Jesús yáa léenaa liá'a namáni nalíwoo, lisáta léemiu nayá:
MAT.9.4	—¿Tánda iwáalia iwíteu máashii wérri? 
MAT.9.5	¿Tána mawí jócui tráawajui, numácai: ‘Jijíconaa jái méetuacuwai’, jócta numá ‘Jibárroo jijínau’? Nulí áabenai jócai tráawajui numéetua jíconaashi jócta nuchúni bálinacaalashi. 
MAT.9.6	Ne núyadaminaa irrúni nuyá, Washiálicuerri Dios Cúuleeca, wáalierri wánacaalashi líta'aa liéni cáinabi liméetua'inaa jíconaashi. Néenee limá macáwairru:
