MAT.1.1	Ḿfa nâ ane ndə́p-i-njû Jisos Krayis nnyo eyábhé-mmon í Debhit. Debhit a ri eyábhé-mmon Abraham.
MAT.6.1	“Kó ebhú o kâ tóŋe biji se we ó yimá ekpin ka ekpak nji Obhasi a wóme. Ó toŋe biji ka ekpak njí, Obhasi Ńsé owa nnyo a ri ka ósô, á bhó karé wâ ekəp.”
MAT.6.2	“Nne á ka fon ejûm kən o nyáŋe yê na ńjə́ne, o kâ sə́re ngun ndə́m se ó nyaŋe nne ányo. Nâ noŋ ane áfúbhí á yíma ka óchâm Obhasi na kpe bhaghé mbá ka eték, sê á wóma ane á káre ábho nkat. Deê ń sə́ré ên bəre ta á fon ekəp ábho chénchén ebhú jə́t. 
MAT.6.3	Kən ájoé ó nyaŋe ntem nnyo a ri ka eket, gyinî ogyiní kpe ntem i ḿbə́ŋé owa o kâ sə́re. 
MAT.6.4	Deê é jóe ejûm ebhə̂t. Ka ekpak njí, Ńsé owa Obhasi nnyo á yena achot kpe á rî ka ebhə̂t, tîk a káre wâ ekəp.”
MAT.6.5	“Ebhú o kí goré Obhasi, ka yim noŋ ane áfúbhí. Ane áfúbhí á gyíma ka óchâm Obhasi na ndûm éré sê ane chénchén á yén noŋ ábho á góra Obhasi. Deê ń sə́ré ên bəre ta á fon ekəp ábho chénchén ebhú jə́t.
MAT.6.6	Kən ebhú nji o kí wom ó góre Obhasi, choŋ ka mmon-i-njû enuŋ owa, gyê, o bhâm njû. Gorê mân Ńsé owa, Obhasi, nnyo we ó bhó yen. Ńsé owa Obhasi fə́ne nnyo á yena nji ó yimá ka ebhə̂t, tîk a káre wâ ekəp.
MAT.6.7	“Ebhú o kí goré ên Obhasi, o kâ chôt ên etî-etî achot mma á ká fon echî. Nâ noŋ ane mba á ká məŋé Obhasi á yíma, á kera sê otî nchot nâ Obhasi á yugha. 
MAT.6.8	Ka fóŋé ên ábho, ka Obhasi Ńsé owəné ta a mə́ŋe ejûm nji ó woma kən ta ó bhə́p yê ńjə́ne. 
MAT.6.9	Deê nne a goré Obhasi ka ekpak njí.
MAT.6.9	Obhasi Ńsé owəré nnyo a ri ka ósô,
MAT.6.9	deê mbiŋ eya a fon ekpatə́m ejík.
MAT.6.10	Deê otúi obhâ ó bhá.
MAT.6.10	Deê nji we o wóme,
MAT.6.10	é jóe ka nsi noŋ é rî ka ósô.
MAT.6.11	Karê êt nji e kí di égyé.
MAT.6.12	Ri nsôn su obhí mbi e yimî
MAT.6.12	noŋ êt fə́ne é rik nsôn
MAT.6.12	e gyiná mbi ane á yíma êt.
MAT.6.13	Ka kâm é gyé ka egaé.
MAT.6.13	Nyáŋe êt, ikom í Satan í kâ fî êt osʉ́ŋ.
MAT.6.14	Nâ é rî sê ó ri ên nsôn o gyíni ên obhí mbi ane á yími ên, Obhasi Ńsé owəné ka ósô a kí ri fə́ne nsôn a su obhə́né eróŋ. 
MAT.6.15	Kən ájoé ó bhó ri ên nsôn ó gyíni ên obhí mbi ane á yími ên, Obhasi Ńsé fə́ne á bhó ri nsôn a su mbi o yimî ên yê.”
MAT.6.16	“Ájoé o kí ka njaé se ó jíghí Obhasi, o kâ kə̂t na ochî nsôn-ńsôn noŋ ane áfúbhí á yíma. Á jéna á fará na ochî njaé-ńjáe ane á yén sê ábho á ka njaé á jíghí Obhasi. Deê ń sə́ré ên bəre ta á fon ekəp ábho chénchén ebhú jə́t. 
MAT.6.17	Ájoé o kí ka njaé, su ochî obhâ, o jóme akʉ́ noŋ ó yimá mbôp nnyí. 
MAT.6.18	Ka kâm ane etat á mə́ŋe sê o ri ágo o kák njaé təm Obhasi átíŋ nnyo a ri Ńsé owa, kən ó bhó yen yê. Yê nnyo a kí yen nji ó yimá ka ebhə̂t, tîk a káre wâ ekəp.”
MAT.6.19	“Nne a kâ nôk se yê a gbo efaŋ a ri ka nsi nnyí. Ḿfa ka nsi, oké na ḿfáríkáŋ í kí bhibhi iyîm mbí í káre yê efaŋ. Anyághá-ajʉ̂ á kí gye á jʉ̂.
MAT.6.20	Kən deê nne a nok a gbo efaŋ nji ósô. Ágo oké na ḿfáríkáŋ í bhó bhibhi efaŋ áji. Anyághá-ajʉ̂ á bhó gye á jʉ́. 
MAT.6.21	É rî sê, eji ejûm efaŋ ejâ é joé, ḿbə́ŋé eya á joá áfo.
MAT.6.22	“Amə̂t á rî noŋ eyâŋ nji é tóŋa biji mbá. Ájoé amə̂t amâ á rî nono, biji ibhâ ndə́m í kí fon ebhát. 
MAT.6.23	Kən á ro joé, biji ibhâ ndə́m í kí joé ka ejírim. Ájoé mân ejâ ebhát a ri efaŋ í ngun, nâ ekpin ejâ é rî ka ejírim nji é chiŋi obhô.
MAT.6.24	“Kpe nne yót nnyo a kí tʉk ásé ábháe cháŋ. A kí kot yót, a mághe yót. A kí karé ḿbə́ŋé eye mbâ yót, a kêp yót fóŋ. Ó bhó joé ḿgbán o káre Obhasi, o jóe o káre efaŋ í ngun ka ebhú jə́t.”
MAT.6.25	“Nâ echî n kí səre ên bəre nne a kâ káre biji oseŋe ka ejûm nji a kí di na nji a kí gwo kən a fon ekpin. Nne a kâ káre biji oseŋe ka nji a kí kak ka biji. Njə́n nji é chíŋi ochíŋ, ekpin kən édî, biji kən ḿfô? 
MAT.6.26	Yuŋ ên kpá amə̂t, kép ên nnón mmi ḿ fə́bha ka ósô, édî á bhó kpaŋ kən á fʉ̂, á ká fon eji nji sê á chúi édî á kí. A ri Obhasi Ńsé owəné nnyo a ri ka ósô nâ á gyek ábho. We mân na nnón ámi, nne nnyo a faŋê a chíŋi ntem nâ énê? 
MAT.6.27	Ka oseŋe mbi ó kará ên áno biji, énê owəné nnyo ofú ekʉ̂ obhê ó si, a bhîk ekpeém ofú bhə́t?
MAT.6.28	“Jen nji o kí karé ên biji oseŋe ka nchot i ḿfô? Kêp ên mfem nnyi á kua ka ajé etə́m. Ntûm á bhó yim. Ḿfô á bhó yim. 
MAT.6.29	Kən deê ń sə́ré ên bəre kpe Soromon na njok efaŋ ejê, á ka fon ḿfô nnyi a nobhê a sî mfem nnyí.
MAT.6.30	Obhasi nâ á sobhá ajé ka etə́m. Ajé mma, égyé á rî mfá, ójô á kpo, á kak ngûn á righi. Ájoé Obhasi a kí sobhe ajé ka ekpak njí, ó kere ên mân sê tîk á bhó sobhé ên a? Jen nji ó bhó ki ên ḿbə́ŋé sê Obhasi tîk a yîm noŋ a chorê?
MAT.6.31	“Ájoé ó ki ên ḿbə́ŋé na Obhasi, o kâ kpô karé biji oseŋe ka nji o kí di ên na nji o kí gwo na nji o kí kak ka biji? 
MAT.6.32	Ḿfa nâ mfoné-mfoné íkíkéré mfi ane mba á ká ki ḿbə́ŋé na Obhasi. Kən ên, Obhasi Ńsé owəné ka ósô a mə́ŋe se o ri ên ka eket iyîm mbí chénchén. 
MAT.6.33	Nâ deê ó nót ên kpá otúi obhê na ekpin ka nnyen-i-mbá, tîk yê a káre ên chénchén iyîm mbí. 
MAT.6.34	Ka kúmi ên mân o kérá ójô-ójô. Ójô ábhi ó fon ifê íkíkéré. Kpe bhaghé ofú ngun ó fon amê achot mma á bhíghi na ḿbə́ne.”
MAT.7.1	“O kâ bhíbhi ntem, Obhasi fə́ne á bhó bhibhi wâ. 
MAT.7.2	Echî aŋ? Obhasi a kí bhibhi wâ ekpak nji ó bhibha atem. Ekpak o gaê o káre ntem, nâ noŋ Obhasi a kí gaé fə́ne a káre wâ.
MAT.7.3	Nan kən o kí kep ńtép nnyi a ri ka eyə̂t í ntem, ńga nnyi a ri wâ ka eyə̂t a ri nkoghe? 
MAT.7.4	O kí yim nan ó sə́ré ntem se a tóŋé eyə̂t, ó yíghi yê ńtép nji nkoghe a ri ka ejâ eyə̂t? 
MAT.7.5	Ane áfúbhí! Yighî ên kpá nkoghe nnyi a ri ên ka amə̂t kən ó yén ên mbá nono ó yíghi ńtép nnyi a ri ka amə̂t atem.
MAT.7.6	“O kâ kə̂n iyîm Obhasi ó káre mbâ ane mba á ká fon ebhú na yê. Ó karé, ó ro məŋé, á kí yim wâ ejûm noŋ kpe njô nnyi o karê nnyen ejûm kən a kpíghi a yûm wâ. O kâ kô nchot Obhasi ó sə́ré ane mba á yíri yê. Ó səre, ó ro məŋé, á kô ńnyə́ne á chêm ka akát noŋ akûk.”
MAT.7.7	“Bhə̂p, tîk o fôn. Nôt, tîk o tî. Sûm itə̂m, tîk á rə́bhe wâ. 
MAT.7.8	Ka kpe énê nnyo á bhəp, á kí karé yê; á not, a kí ti; á sum fə́ne itə̂m, á kí rəbhé yê. 
MAT.7.9	Nnyón nne ka ekam ejə́né nnyo mmon owe a kí bhəp yê édî, a kô a ri ntáé a káre yê? 
MAT.7.10	Nnyón nne nnyo mmon owe a kí bhəp yê nsí, a kô a ri nnyô a káre yê? 
MAT.7.11	Ájoé ên, ka ane abhí, ó riŋi ên ekpak o kí karé ên iyîm ino mbâ abhon abhə́né, ó kere ên mân sê Ńsé owəné nnyo a ri ka ósô á bhó karé onono mbi ó chíŋi obhô mbâ ane mba á bhə́bhe yê a?
MAT.7.12	“Nâ yim ên na atem-ane ekpak o kí wom ábho á yîm na ên. Ḿfa nâ echî ebhín í Mosis na okpígha-ejûm akará-otîp Obhasi.”
MAT.7.13	“Deê ó chíŋ ên ka mbá nnyi a chébhe ochép, ka chíŋ ka mbá nnyi a faŋê ofaŋ, ka ane á ti mba á kóra sê á chíŋ ka ńnyə́ne. Ejen é bhó yuŋi ka mbá nnyi faŋám nnyí, kən á jâk ka oseŋe. 
MAT.7.14	Nnyi a chébhe ochép, ejen é yuŋi é chiŋ. Ane á ká ti mba á chíŋa ka ńnyə́ne. Ńnyi nâ á jak ka ekpin.”
MAT.7.15	“Kô ên ebhú na akará-otîp Obhasi mba áfúbhí. Á bha mbâ eyəné, ó yen se anyen-ane kən ka etím á bhip á chiŋi ochíŋ. 
MAT.7.16	O kí məŋé ábho ka oyima-ejûm ábho. Nne á bhó bhoŋ ńchít ka étí ajoŋe. Nne á bhó bhoŋ mbaŋ ka íríghí egóm. 
MAT.7.17	Nnyen étí é kábha nkap nnyi no. Kən étí ebhí é kábha nkap nnyi bhí. 
MAT.7.18	Nnyen étí é bhó kap nkap nnyi bhí, étí ebhí fə́ne nkap nnyi no, é bhó kap. 
MAT.7.19	Kpe njə́n étí mân nji é ká kap nnyen i nkap, á kí gbut á túp ka erəmta-ngûn.
MAT.7.20	É toŋe mân sê o kí məŋé ên akará-otîp mba áfúbhí ka oyima-ejûm ábho.”
MAT.7.21	“É ká joé sê ó nok o bhîŋ ə̂m, ‘Ntûfâm, Ntûfâm,’ o kí gye otúi Obhasi ebhú jə́t. Kən ó yén otúi mbí, o ri ó yîm ekpak ejûm nji Ńsé omé ka ósô a wóme. 
MAT.7.22	Ofú ábhi ó si, ane etî-etî tîk á chôt mbâ amé sê, ‘Ntûfâm! Ntûfâm! E kô mbiŋ eya e kpî ane otîp Obhasi, e kô mbiŋ eya e yíghi ojê etî-etî ka ḿbə́ŋé ane mba ojê ó kára oseŋe, e yîm njok ntûm okpógha-biji.’ 
MAT.7.23	Kən mme, tîk m fê ábho bəre, ‘Ń ka nok oməŋé ên, duî ên ə̂m ka ochî, ayimá-obhí iyîm ane!’ ”
MAT.7.24	“Nne mân nnyo á yuk achot amámé mmá, a yîm ka ekpak nji a yúghi, nne ányo a ri noŋ nne nnyo a fonê aron, a kí gbe njû, a jî gbê ka eránám. 
MAT.7.25	Mbúta a bhə̂t, aya a gyê a móbhe njû nnyí, mfêp a nôk, kən njû á ka gbo, ka á gbée ka eránám.
MAT.7.26	“Kən nne nnyo á yuk achot mmá chénchén á ka yim ka ekpak nji a yúghi, nne ányo a ri noŋ énə́mé nne nnyo a kí gbe njû, a jî gbê ka ésébhe. 
MAT.7.27	Mbúta a bhə̂t, aya a gyê a móbhe njû nnyí, mfêp a nôk. Njû nnyí a gbô bhuúp.”
MAT.7.28	Nji Jisos a jeghê achot mmá fép echoróm, biji í kpo ane mbá na okpígha-ejûm obhê. 
MAT.7.29	Echî aŋ? Á ka kpí noŋ atóŋá-ebhín ábho, a kpíi na onyen-ane.
MAT.8.1	Nji Jisos a kí bhət egúí a bhák, ekpatə́m ekam ane á jak á tôp yê. 
MAT.8.2	Mmaŋa-ofunum yót a bhák a bhâ bhə́ne yê ka akát a góre yê se, “Ntûfâm, ka okorá-ḿbə́ŋé obhâ, yim ofunum obhámé mbí ó mân, n kâ kpô fon akôp.”
MAT.8.3	Jisos a tóne obhô obhê a kə́me yê, a chôt se, “Ń kot, deê ofunum obhâ ó mân.” Ka ngyím ányi, ofunum mbí ó mân.
MAT.8.4	Jisos a sə́re mân yê se, “Yûk, kî nchot nnyí ka ḿbə́ŋé, ka sə́re nne kpe yót. Choŋ mbâ nkara-agore Obhasi a kép wâ. Karê yê ekəp ka ekpak nji ebhín í Mosis é fíi, ka etóŋóm ane se ofunum obhâ ó man.”
MAT.8.5	Nji Jisos a gyée Kapanom, ntûfâm ane-enok yót a bhák a bhâ góre yê se a nyáŋe yê. 
MAT.8.6	A sə́re Jisos se, “Ntûfâm, ḿgbán omé a nuŋ ka enuŋ a maŋá. Kpe ejen á ka məŋé ojen, a kí yen oseŋe kpe-eji.”
MAT.8.7	Jisos se, “Tîk n jak n jî yîm ḿgbán owa a sôn.”
MAT.8.8	Kən ntûfâm enok nnyó se, “Ntûfâm, ń ka bhik nnyo o kə́ bha ó bhá gyé njû amé. Karê a ri ikom, ḿgbán omé tîk a sôn. 
MAT.8.9	Mme eróŋ a ri nne nnyo n di ka óséré ane. Ḿ fon ane-enok mba á rî fə́ne ka óséré obhámé. N kí səre nnyó bəre, choŋ, a jak. M bîŋ ńnyô bəre, bhák, a bhák. N kí səre ḿgbán nnyó bəre, yim njí, á yimá ńjə́ne.”
MAT.8.10	Nji Jisos a yúghi nchot nnyí, biji í mân yê kpe-eji. A sə́re ane mba á tóbha yê se, “Deê ń sə́ré ên bəre ń ka nok oyén nne kpe yót ka eték Isrel ndə́m nnyo a kíi ḿbə́ŋé na Obhasi ka ekpak njí. 
MAT.8.11	Məŋê ên sê ane etî-etî tîk á dʉ̂ nték etat á bhak obhô-orûm na obhô-okáé, á bhâ kúmi na Abraham na Isak na Jakop, á dî erom ka otúi Obhasi.
MAT.8.12	Kən ane mba á rî nâ afoné otúi nchane, á kí tup ábho njəm éré ka ejírim, á kə̂t ágo á rʉra ekpatə́m ekʉ̂, á dik akek.”
MAT.8.13	Jisos a sə́re mân ntûfâm nnyó se, “Choŋ kʉ́ri ka njû eya, ḿgbán owa tîk a sôn ka ekpak nji o kamê.” Ḿgbán i nne-ndûm nnyó fə́ne a sôn ka nkúbhi ebhú áji.
MAT.8.14	Nji Jisos a síi ka njû Pita, a jî yên nnyen-i-nkáé Pita enuŋ, mô egyʉk a ri yê ka biji. 
MAT.8.15	Jisos a râŋ nne-nkáé nnyó ka obhô, egyʉk njí é mân. Nne-nkáé nnyó a rúi fə́ne ngyím, a kô édî a bhâ gyê yê.
MAT.8.16	Na egu áji, á kô ane etî-etî mba ojê ó kára oseŋe, á bhak mbâ Jisos. Na eyum í nnyo, Jisos a kí bhim fə́ne ḿbə́ne, a yighá ka biji ane mbá. A yîm fə́ne ane emaŋé chénchén á sôn. 
MAT.8.17	Achot mmá á fap fə́ne ka ekpak nji nkara-otîp Obhasi éməné nnyo á kamá se Asaya a chorê se, “Yê ḿfoné a fôn nsôn na êt, a yíghi bimaŋé ibhə́ré ka mkpak ka mkpak.”
MAT.8.18	Jisos a kpo to a yén ekpatə́m ekam ane á kí faré yê á kaghá ka étíŋanti, a sə́re atóbhá abhê se á yáŋe njəm aya nnyi ńgô. 
MAT.8.19	Ntóŋa-ebhín yót a bhák mbâ eye a bhâ sə́re yê se, “Ńsé, kpe ó jak fan n kí top wâ.”
MAT.8.20	Kən Jisos a táme se, “Ebhi é fon mfúk imê, inón í fon njû eye, kən Mmon-i-ntem-nne á ka fon eji ekâ.”
MAT.8.21	Nne etat a ri áfo nnyo á tobha Jisos. A bhâ sə́re Jisos se, “Ntûfâm, ta n kə̂n ńsé omé kən m bák.”
MAT.8.22	Kən Jisos a táme yê se, “Bhák é jî, deê akə́bha-nsi á kə́n nne ábho.”
MAT.8.23	Jisos a jak a jî gyê ka okpi na atóbhá abhê. 
MAT.8.24	Ka ngyím ányi, ekpatə́m í mfêp a róghe enoghóm. A nôk ta ayép á róghe egyéém ka okpi. Jisos a kí yae. 
MAT.8.25	Atóbhá abhê á jak á jî sʉ̂k yê á sə́re yê sê, “Ntûfâm, nyáŋé êt, e kə́ bha otán ka aya.”
MAT.8.26	Jisos a fáme ábho se, “Jen nji o kí fup ên ka ekpak njí, ḿbə́ŋé nnyi o kíi ên na Obhasi á ka son kpe mkpât.” A rúi mân ngyím a nyân mfêp na aya, ngûm fə́ne a nâ chák.
MAT.8.27	Biji í kpô ábho kpe-eji. Á kí bhəp sê, “Bhaghé ekpak í nne nná nnyo kpe mfêp, kpe aya, í kí yuk yê?”
MAT.8.28	Nji Jisos a síi ka ebhat eték ane Gadarin njəm aya nnyi ńgô, ane ábháe á dʉ̂ ebhat ayəm-áyə̂m á bhâ kpúghi yê. Ojê ó kára ane mbá oseŋe. Na ojê ábho mbí, ane mbá á chúbha ochu mbi kpe nne nnyo a kí gaé a chíŋ ebhat í mbá nnyi ábho á rî cháŋ. 
MAT.8.29	Nji á yéne Jisos, á kûk káŋ káŋ káŋ sê, “Wóó Mmon Obhasi, ó woma jen na êt. O bháe ó bhá kpə́re êt kpá kən mfoné ebhú é sí a?”
MAT.8.30	Ekam akûk é rî áfo é dik édî kpe mbá á ka rap. 
MAT.8.31	Ojê mbí ó góre Jisos sê, “Ájoé o kí wom ó bhím êt, tûm êt é gyé akûk ḿmâ.”
MAT.8.32	Jisos se, “Nâ choŋ ên.”
MAT.8.32	Ojê mbí ó gyê akûk mmá, á bhéne á bhə̂t ḿkpábhé egúí á jî gbô ka aya, á tân. 
MAT.8.33	Ane mba á bhábha akûk mmá á bê á jak ka eték, á jî sə́re ane chénchén nchot nnyi a fábhe na ekpak fə́ne nji é fábhe na ane mba ojê ó kára nná ábho oseŋe. 
MAT.8.34	Ane eték á yə̂p fə́ne chénchén á jak á jî kpúghi Jisos á góre yê sê a maghé ebhat eték ábho.
MAT.9.1	Jisos a chə́bhe njəm a gyê okpi a yáŋe aya, a jî sî eték ejê.
MAT.9.2	Ane etat á kə̂n mbə́né yót ka ekpa, á bhak sê a yim yê a son. Nji Jisos a yéne se ane mbá á ki ḿbə́ŋé na yê, a sə́re mbə́né nnyó se, “Mmon omé, ka fûp, ń di nsôn ń su obhí obhâ.”
MAT.9.3	Kən etʉ̂ atóŋá-ebhín á kpó to á yúk ejûm nji Jisos a chorê nná, á róghe ebhə́bhə́m ka ḿbə́ŋé sê, “Jen kən nne nnyó a kí chot noŋ yê a ri Obhasi.”
MAT.9.4	Jisos a mə́ŋe nji ábho á kéra, a bhə̂p ábho se, “É yími nan kən o kí fon ên ntʉ́ghi íkíkéré ibhí mfí? 
MAT.9.5	Jen nji é rî wát, esə́rə́m nne se, ‘Ń di nsôn ń su obhí obhâ,’ kən nji ń sə́ré yê bəre, ‘Duî ngyím, jen ejen?’ 
MAT.9.6	Kən n kí yim ên ó mə́ŋe sê Mmon-i-ntem-nne a fôn ikom ka nsi nnyí mfi a kí ri nsôn a sû obhí ane.” A sə́re mân mbə́né nnyó se, “Duî ngyím, kə̂n ekpa ejâ, choŋ kʉ́ri.” 
MAT.9.7	A rúi fə́ne ngyím a kʉ́rá.
MAT.9.8	Nji ane á yéne nchot nnyí, efup é gyê ábho kpe-eji. Á róghe nkat ekarám mbâ Obhasi nji a karê ikom ntʉ́ghi mfí mbâ ane ka ngun.
MAT.9.9	Nji Jisos a maghê eji áji, a jî yên mbə́bha-ntí-echî etat nnyo á kamá se Matiyu. Matiyu a kun ka njû etûm eye. Jisos a bhîŋ yê se, “Tôp ə̂m.” Matiyu fə́ne a rúi ngyím a kí top Jisos.
MAT.9.10	Ebhú Jisos a kun ka njû Matiyu a kí di édî, abhə́bhá-ntí-echî etî-etî é kpê na ane mba á bhó top ebhín í Mosis nono, á kûn áfo á dik édî na Jisos na atóbhá abhê. 
MAT.9.11	Kən ane Jus mba echəme Farasi á yéna nchot nnyí, á bhə̂p ane mba á tóbha Jisos sê, “Jen é yími kən ńsé owəné a kí di édî na abhə́bhá-ntí-echî na ane abhí?”
MAT.9.12	Jisos a yûk ebhə̂p ábho, a táme ábho ka egan se, “Nne emaŋé nâ á woma nne-njân. Nne á ro maŋé omaŋé, á bhó wom nne-njân. 
MAT.9.13	Choŋ onok ên məŋê echî nchot nnyi Obhasi a chorê. A chorê se, ‘Onobhá-eji na ntem-nne ó faŋ ó chiŋi eyúúm onyam sê á yîm efin á káre ə̂m.’ Məŋê ên mân sê ń ka bhá ka ngun nnyí mbâ anyen-ane, m báe ane abhí.”
MAT.9.14	Atóbhá Jon nnyo mfúgha-ane-ayép á bhak mbâ Jisos á bhâ bhə̂p yê sê, “Jen é yími kən êt na ane echəme Farasi e kí kaghâ njaé sê é jíghí Obhasi kən ane mba á tóbha wâ á bhó yim erû njí?”
MAT.9.15	Jisos a táme ábho se, “Ó kere ên sê ajéné mba á bháe erom ebháé á fôn nsae nji nne-ndûm nnyo a yaghê ábho a ri áfo na ábho a? Eji á kí fon cháŋ. Kən ofú tîk ó sî mbi á kí yighí nne-ndûm nnyó. Nâ ebhú mân nji ane mba á bháe ebháé njí á kí ka njaé, á saa.
MAT.9.16	“Kpe nne yót cháŋ nnyo kə́n a kô éfô efê a kû etəm í nkʉ̂. Nne á yim áno, nkʉ̂ ányi a kí kpere a wáre, mfúk ḿ fâŋ mân ń chíŋi mmi ndaŋa-mbá. 
MAT.9.17	Nne fə́ne kpe yót cháŋ nnyo a kí kak aməm afê ka itə́n mfi í fək í man oman. Nne á yim áno, itə́n í kí kpere í wâ aməm mmá á fûk, itə́n í bhîp. Deê mân nne a kak aməm afê ka itə́n ifê. Nne á yim ka ekpak njí, aməm é kpê na itə́n í kí joé nono.”
MAT.9.18	Nji Jisos a nyə́ne áno a chorá, ntûfâm ane Jus yót a bhák mbâ eye, a bhə́ne yê ka akát, a chôt se, “Mfá-mfá nâ mmon omé nnyo nne-nkáé a kpóe áno. Bhák, ń gore ogoré, bhá kəmê yê obhô ka biji a chəbhé njəm a fon ekpin ejê.”
MAT.9.19	Jisos a tə̂m fə́ne a rúi ngyím a jak na nne-ndûm nnyó. Atóbhá abhê á tôp yê á jak.
MAT.9.20	Nji á jâk áno, nne-nkáé yót a jak a jî kə́me otûŋ í nkʉ́ nnyi Jisos a kaghê. Ka nyâ ófó na ébháe nne-nkáé nnyó á maŋá emaŋé etat nji agyʉ́ŋ á fabha yê ka biji. 
MAT.9.21	Kən a jí kəmé nkʉ̂ nnyí, a sə́re biji se, “Ń nok n kə́me kpe nkʉ̂ eye, tîk n sôn.”
MAT.9.22	Nji Jisos a kpíghi a yên nne-nkáé nnyó, a sə́re yê se, “Mmon omé, ka fûp. Ḿbə́ŋé eya nnyi o kíi, a yîm wâ ó son.” Ka ngyím ányi, emaŋé nne-nkáé nnyó é mân.
MAT.9.23	Jisos a jî sî njû ntûfâm nnyó, a gyê. A yên ekpatə́m ejok nji é rî ka eji njí, etʉ̂ ane á fik mbaŋ. 
MAT.9.24	Kən Jisos a sə́re ane se, “Fáp ên ka eyâ-eték, nsop nnyó á ka kpó okpó, á yaá a ri eyô.” Ane á gyê yê a ri amə̂ŋ eyoóm. 
MAT.9.25	Kən nji ane á fábhe ka éré, Jisos a gyê ka etím í mmon-i-njû, a fî mmon nnyó ka obhô. Mmon nnyó a rúi ngyím. 
MAT.9.26	Esə́re njí é jên é jábhe ebhat í nték ányi chénchén.
MAT.9.27	Nji Jisos a maghê eji áji a kí ji ochî, atáná-amə̂t ábháe á róghe etóbhóm yê á gyʉá sê, “Mmon i Debhit, ri êt nsôn.” 
MAT.9.28	Kən Jisos a kpo to a gyé njû etat, ane mbá á gyê á tôp yê. Jisos a bhə̂p ábho se, “Ó kam ên sê kə́n n yîm nji o wóme ên a?”
MAT.9.28	Á táme sê, “Ntûfâm, é kam.” 
MAT.9.29	Jisos a kô mân obhô obhê a râŋ amə̂t ábho a chôt se, “Deê é fáp na ên ka ekpak nji o kamê ên.” 
MAT.9.30	Amə̂t ane mbá á bhâ rə́bhe. Jisos a tʉ̂ ábho obhô ka otûŋ se, “Ka sə́ré ên kpe nne yót nchot nnyí.” 
MAT.9.31	Kən ane mbá á mághe á jak, á jî sə́re nchot nnyí ebhat áji ndə́m.
MAT.9.32	Nji ane mba Jisos a yimî nná á sôn á kí fap, ane mba tat á kô nne nnyo tat á bhak mbâ Jisos. Nne nnyó, nchot á bhó chot, ka ojê ó kára yê oseŋe. 
MAT.9.33	Ebhú Jisos a yighî ojê mbí, nne nnyó a róghe nchot echoróm. Biji í mân ane mba á rî áfo kpe-eji. Á róghe echoróm sê, “Ntʉ́ghi ejûm njí é ka nok oyén kpe ofú bhə́t ka nsi Isrel.”
MAT.9.34	Kən ane echəme Farasi sê a ri Satan nâ á kará Jisos ikom kən a kí yim ojê ó maghá ḿbə́ŋé ane.
MAT.9.35	Jisos a jená mân a fará nték na nték, a kpík ane ka óchâm Obhasi, a sə́rá otîp ogyebhá-ḿbə́ŋé otúi Obhasi. A yimá ane-emaŋé ka mkpak ka mkpak á soná.
MAT.9.36	Nji a yéne nkam ane noŋ á chə́ma, a fôn nsôn kpe-eji na ábho ka oseŋe mbi á yéna, nnyáŋá ábho cháŋ. Á rî noŋ ojo-obhúi mbi ó ká fon nne nnyo á bhabha ábho.
MAT.9.37	A sə́re ane mba á tóbha yê se, “Etûm é ti, kən ayimá-etûm á ká ti. 
MAT.9.38	Gorê ên Ńtâ Obhasi nnyo a fonê ebhin sê a túm ane á tí, mba á kí ji oyim etûm.”
