MAT.1.1	Mapalivaisije Jesucristo pijasalinaivimi pelivaisi. Jesucristo rabaja Davidpijinë pemomoxiyajuvënënë. Davidpijinë pijinia Abrahampijinë pemomoxiyajuvënënë. 
MAT.4.17	Nexata Capernaum tomarata Jesús taxuxuaba Dioso pitorobilivaisi jivi petsipaebijava. Dioso pitorobilivaisi Jesús itsa tsipaeba, jivijavabelia jumai tsaponae mapacueniaje:
MAT.4.17	—Dioso rabaja papecaevetsimatacabinexa, imoxoyo baja pevajënae pecopiapatsinexa. Nexata baja pacopabare pibisiacuene paneexanabiabijava. Panajamatabëcuenepënëyorore Diosojavabelia, jai tsaponae Jesús jivijavabelia.
MAT.4.18	Jesús najetaruca Galilea pucaxaneto itapaya. Nexata Galilea pucaitapata Jesús taenuta anijanëbeje nacaebananëbeje, Simónbeje Andrésbeje. Simón itsavënë Pedro. Bajaraponëbeje daxitamatacabi canacujitsia dujuai yamatajucabiababeje. Dujuai peyamatajucabiabijavatabeje, yamatajucaponaponabeje. 
MAT.4.19	Nexata Jesús jumaitsi Simónbeje Andrésbejejavabelia:
MAT.4.19	—Naxanitsia. Panepënaponarebeje. Nexata pacacujarubianatsibeje jivi panejucaenexabeje. Pacuenia dujuai payamatajucabiabamebeje, bajarapacuenia jivi pajucaename Dioso pijajivinexa, jai Jesús.
MAT.4.20	Nexata Simónbeje Andrésbeje dujuai peyamatajucabiabijavamibeje, bajarajota puenetabuatabeje. Nexata baja naponabeje Jesús pepëta.
MAT.4.21	Bajaraxuacujinae icatsia bebeliayo pevajënaeyabelia Jesús barëpona. Icatsia taenuta anijanëbeje nacaebananëbeje, Zebedeo pexënatobeje. Bajaraponëbeje Santiagobeje Juanbeje. Pijajeraënëta paxa yajava xanebaponaponabeje dujuai peyamatajucaejavanexabeje. Nexata icatsia Jesús junata Santiagobeje Juanbeje. 
MAT.4.22	Nexata bajarajota paxa puenetanutabeje jera yajava. Santiagobeje Juanbeje naponabeje baja Jesús pepëta.
MAT.4.23	Jesús jane baja najetaruca daxita Galilea nacuajava. Dioso pitorobilivaisi tsipaebapona judíovi penacaetuatabiabibonëjava. Jesús tsipaebapona jivijavabelia pexanialivaisi. Tsipaebapona Dioso pijajivi pevetsijavanexa. Jamatejemayaexanaponanua daxitaviriavitane pexainaevimi. 
MAT.4.24	Nexata daxita Siria nacuajava pejinavanapaevi ata vënëlivaisitanetsi Jesús. Jesús tocapatatsi daxitaviriavitane pexainaevi. Tocapatatsinua dovathi peyajavajinavanapaevi. Tocapatatsinua pedevacaibivitsi. Tocapatatsinua petabusipacuenabivitsi. Jesús nexata jamatejemayaexanapona daxita bajarapamonae. 
MAT.4.25	Nexata Jesús pënaponatsi jivi ayaibitsaëtoxaneto Galilea nacuapijivi, Decápolis nacuapijivi ata, Jerusalén tomarapijivi ata, Judea nacuapijivi ata, Jordánmene itsapanaverenapijivi ata.
MAT.5.1	Jesús itsa tane jivibitsaëtoxaneto, nexata junaya petsutotsia. Bajarapatsutoyenepanata epatota ecaya. Nexata bajarajota Jesús pijajivi matatoyorotsia nacaetuatatsi.
MAT.5.2	Nexata Jesús taxuxuaba livaisi petsipaebijava. 
MAT.5.3	Jesús jumaitsi pijajivijavabelia mapacueniaje:
MAT.5.3	—Jamatabëcuenebarëya tsavanapae tsane pamonae picani mapanacuata yajamatabëcuenebëjai tsavanapae pibisiacuene pexanabiabijava. Bajarapamonae jonena Dioso pijanacuayabetsia.
MAT.5.4	’Jamatabëcuenebarëya tsavanapae tsane pamonae picani mapanacuata bejamatabëjiobi tsavanapae itsamonae pibisiacuene petoexanaexaetsi. Bajarapamonae Dioso jamatabëcueneyavenonaenatsi.
MAT.5.5	’Jamatabëcuenebarëya tsavanapae tsane pamonae apo jamatabëbëjai tsabiabi mapanacuata, itsacueniababiabi atatsi itsamonae. Apo cuenecanaviatabiabinua. Bajarapamonae jinavanapaena Dioso pijanacuatatsia pacuenia Dioso najumecapanepaeya jumaitsi bajarapamonae yabara.
MAT.5.6	’Jamatabëcuenebarëya tsavanapae tsane pamonae mapanacuata bitso daxitacuene matatoxenetsia jitsipabiaba pexanaenexa Dioso pitorobicueniatsi. Dioso baja cajena yavenonabiabianatsi pexanaenexa bajarapacuene.
MAT.5.7	’Jamatabëcuenebarëya tsavanapae tsane pamonae mapanacuata itsamonae ata itaxutotsoniataeyabiaba. Dioso nexata juya itaxutotsoniataeyabiabianatsi bajarapamonae.
MAT.5.8	’Jamatabëcuenebarëya tsavanapae tsane pamonae mapanacuata ëpexaniacuene pexanaenexa najamatabëxainabiaba. Bajarapamonae taena Dioso.
MAT.5.9	’Jamatabëcuenebarëya tsavanapae tsane pamonae mapanacuata penaitoyavimi ata, nabarajamatabëcuene xanepanaeyaexanapona. Bajarapamonae yabara: “Taxi,” jai tsane Dioso.
MAT.5.10	’Jamatabëcuenebarëya tsavanapae tsane pamonae mapanacuata bejiobiaexanabiabatsi Dioso pitorobicueniatsi pexanabiabijava yabara. Bajarapamonae jonena Dioso pijanacuayabetsia.
MAT.5.11	’Patajajivixaemë, itsamonae pibisiacuenia itsa pacabaracuaicuaijai, itsiata pajamatabëcuenebarëyamë tsavanapae tsane. Bajarapamonae pacabejiobiaexanae ata tsane, najumetsënëtsiaya pacabaracuaicuaijai atanua tsane, itsiata pajamatabëcuenebarëyamë tsavanapae tsane. 
MAT.5.12	Bajara tsipaji pacuenia panevajënaeyapijivimi ata, Diosojumepaebivimi profetavi, bajayata bejiobiaexanatsi. Nexata pasivajamatabëcuenebarëyamë tsavanapae tsane paxamë ata bajarapacuenia itsa pacaexanaena. Tsipaji raja athëbëtatsia itsamatacabi Dioso pacarajutsiana bitso pexaniacuene, jai Jesús pijajivijavabelia.
MAT.5.13	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.13	—Yajobeno xanepana vajaexabinexa pevi piabejeyaniva. Paxamë rabaja pijinia bepayajomë tsavanapae mapanacuapijivijavabeliaje, mapanacuapijivi bitso piabejeyaniva pibisiacuene pexanaeneconi yabara. Paxamë xaniavaetsia panetsipaebavanapaexae Dioso pejumelivaisi, bajarapamonae bitso pibisiacuene apo exanae. Itsiata yajo pexaicaejavami itsa ajibi tsipae, ¿detsa nexata pacuenia icatsia naxaicaeyaexanaejitsipa? Acuenebi. Itsacuenejavayonexa ata baja apo xanepanae tsipae. Saya pexuabinexa, jivi petaxunanonobinexa, xanepanaejitsipa. Bajara pijinia paxamë ata paitsimë tsipae itsa pacopatsipame Dioso panejumecovënëtsijava. Pajamatabëcuenesaëjibimë tsipae. Nexata itsacuenejavayonexa ata, apo paxanepanaemë tsipae.
MAT.5.14	’Pacuenia piaitayotsicotia itayota piaitaquirijavata, bajara pijinia pacuenia paxamë ata Dioso panejumecovënëtsivi pajamatabëcueneitayotsianame piajamatabëcueneitaquirivimi. Bajarapacuenia pajamatabëcueneitayotsianame itsa patsitajinavanapaename xaniavaetsia daxitajivi pitabarata. Petsutojumata peecaetomara acuenebi penacaranatecaejava tsipae. 
MAT.5.15	Itsajivi ata lámparabë pitanojotsicujinae, apo etsi cajoniënëalia. Biji rajane athëbëyo etsia daxitaboënë pitayotecaenexa. 
MAT.5.16	Bajara pijinia pacuenia paxamë ata paitsimëre. Xaniavaetsia patsitajinavanapare daxitajivi pitabarata. Nexata bajarapamonae pacacuenetaena pexaniacuene paneexanavanapaejava. Nexata bajarapamonae itsa pacacuenetaena pexaniacuene paneexanavanapaejava, jumai tsane paxamë yabara paneaxa Diosojavabelia: “Diosomë, bitso ayaijamatabëcuenenëmë. Yavenonabiabame nijajivi,” jai tsane bajarapamonae paneaxa, athëbëtatsia peecaenëjavabelia, jai Jesús pijajivijavabelia.
MAT.5.17	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.17	—Pëtsa panesivajamatabëjumaitsimë: “Maponë patajopaje piajibiayaexanaenexa Dioso Moiséspijinëta penajumecopatsilivaisi. Palivaisi ata Diosojumepaebivimi profetavi bajayata tsipaebapona piajibiaexanaenexa,” panesivajamatabëjamë pëtsa. Apo patajopaenë tajibiayaexanaenexa bajarapalivaisibeje. Biji rajane patajopajë taexanaenexa jane baja daxita pacuenia tajëvelia nevajunupaeba bajarapalivaisitabeje. 
MAT.5.18	Xaniajanë pacuenia pacatsipaebijitsiatsi. Dioso Moiséspijinëta penajumecopatsilivaisi epatua itsalivaisicuenia, caeitanetoyo ata, Dioso apo itothianae tsane. Pacuenia baja Dioso najumecapanepaeya jumaitsi, bajarapacuenia tsitecaena. Nexata copiapatsiana daxita xua Dioso tajëvelia najumecapanepaeya jumaitsi bajarapalivaisitabeje. 
MAT.5.19	Nexata pajivi jumecovënëtsi ata Dioso Moiséspijinëta penajumecopatsilivaisi, itsiata itsa apo jumecovënëtsi caelivaisiyo bajarapayajuvënëlivaisiyo, naneconitsiana Diosojavabelia. Bajarapajivi itsa itavetsiananua itsamonae ata pejumecovënëtsiyaniva bajarapalivaisiyo, nexata bajarapaneconi yabara bajarapajivi beveliajamatabëcuenejivi taenatsi daxitajivivecua Dioso pijanacuatatsia. Pajivi jumecovënëta daxita bajarapalivaisi, itsa tsipaebanua itsamonae ata pejumecovënëtsinexa bajarapalivaisi, nexata bajarapajivi ayaijamatabëcuenejivi taenatsi Dioso pijanacuatatsia. 
MAT.5.20	Xaniajanë pacuenia pacatsipaebijitsiatsi. Paxamë xaniavaetsia Dioso pajumecovënëre. Xaniavaetsia Dioso pajumecovënëre judíovi pecujarubivi Dioso pejumecovënëtsijava matatoxenetsia. Xaniavaetsia Dioso pajumecovënëre fariseovi ata Dioso pejumecovënëtsijava matatoxenetsia. Paxamë xaniavaetsia Dioso itsa apo pajumecovënëtsimë tsane, nexata pacuenia bajarapamonae apo jone tsane Dioso pijanacuayabetsia, bajara paxamë ata paitsimë tsane. Apo panajonemë tsane Dioso pijanacuayabetsia, jai Jesús pijajivijavabelia.
MAT.5.21	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.21	—Paxamë rabaja payapëtaneme pacuenia bajayata Moiséspijinë jumaitsi panijasalinaivimijavabelia. Moiséspijinë bajayata panijasalinaivimijavabelia jumaitsi mapacueniaje: “Pëtsa pabeyaxuabame jivitonë. Pajivi beyaxuaba jivitonë, bajarapajivi pananeconitsiaexanaename,” jai Moiséspijinë panijasalinaivimijavabelia. 
MAT.5.22	Itsiata baitsi jane xanë pacatsipaebatsi mapacueniaje. Pajivi baraanaepana itsajivijavabelia, bajarapajivi naneconita Diosojavabelia. Nutsianatsi Dioso pitabarata penaneconitsiayaexanaenexatsi. Pajivi itsajivi bijatane pibisiacuenia, bajarapajivi naneconita Diosojavabelia. Bajarapaneconi yabara nutsianatsi itsajota nacaetuatabiaba tomara pevetsivi. Nexata naneconitsiayaexanaenatsi. Pajivi itsajivi pitoyaxae, anaeya jumaitsi: “Xamë saya bitso pecamatajemabinë,” jai, bitso tsiayaitsi. Bajarapaneconi yabara bajarapajivi Dioso naneconitsiayaexanaenatsi infierno isotojavabelia.
MAT.5.23	Itsa paponame altarvënëjavajavabelia panerajutsinexa ofrenda Diosojavabelia, nexata bajarapaepatota itsa panajamatabënapitame itsajivijavabelia itsacuene paneexanaejava, nexata mapacuenia paexanaenameje. 
MAT.5.24	Altarvënëjava pitabarata abaxë papuenere ofrenda panerajutsijavanexa Diosojavabelia. Paponare caecuenia pajivijavabelia pananeconitame panenabarajamatabëcuene xanepanaenexabeje icatsia. Bajaraxuacujinae icatsia panaviatsiaremena altarvënëjavajavaberena panerajutsinexa jane baja ofrenda Diosojavabelia.
MAT.5.25	’Itsa pananeconitame itsajivijavabelia, nexata itsa pacacapona bajarapajivi jueznëjavabelia papecaneconitsinexa, namutua xaniavaetsia panabarëcuaicuaijamërebeje panenasivajamatabë xanepanaenexabeje xua yabara picani pacaneconitsijitsia. Bajarapacuenia xaniavaetsia panabarëcuaicuaijamërebeje papecanutsiyaniva jueznë pitabarata. Tsipaji raja jueznë itorobijitsipa policíavi panijaneconi yabara papecacaponaenexa penaneconitsivi pejebabiabiboyabelia. Nexata policíavi pacananeconitsiaexanetsipa penaneconitsivi pejebabiabibota. 
MAT.5.26	Xaniajanë pacuenia pacatsipaebijitsiatsi. Nexata penaneconitsivi pejebabiabibota itsa pacananeconitsiaexanetsipa, bajaraverena bepijia apo papitsapaemë tsipae. Matapania pamatamotsipame daxita xua yabara pacananeconitsiaexaneta, papitsapaejitsipame, jai Jesús pijajivijavabelia.
MAT.5.27	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.27	—Paxamë rabaja payapëtaneme pacuenia bajayata Dioso Moiséspijinëta penajumecopatsilivaisi jumaitsi. Dioso Moiséspijinëta penajumecopatsilivaisi jumaitsi mapacueniaje: “Pëtsa jaitame itsava nijavavecua,” jai. 
MAT.5.28	Itsiata baitsi jane xanë mapacuenia pacatsipaebatsije. Ponë petiriva itsa taenuta, nexata itsa jamatabëjumaitsi: “Jema xania tavitota pibisiacuene apo caexanaetsi mapovajavabeliaje,” itsa jamatabëjai, bajaraponë naneconita Diosojavabelia. Nexata najëpaeya naneconitabeje Diosojavabelia ponëbeje pepacuene itsavajavabelia pibisiacuene pevitota exana pijavavecua.
MAT.5.29	’Panecujuaitaxutota panetaejava yabara pibisiacuene itsa paexaname, panaitaxutocajure. Tajë baja paxuare. Xanepana panenavecuaxuabinexa bajarapaitaxuto, padaxitaperabëtojivimë Dioso papecaxuabiyaniva infiernojavabelia. 
MAT.5.30	Panecujuacobeta pibisiacuene itsa paexaname, panacobecaucure. Tajë baja paxuare. Xanepana panenavecuaxuabinexa, bajarapacobe padaxitaperabëtojivimë Dioso papecaxuabiyaniva infiernojavabelia, jai Jesús pijajivijavabelia.
MAT.5.31	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.31	—Bajayata Dioso Moiséspijinëta penajumecopatsilivaisi jumaitsi mapacueniaje: “Ponë jamatabëxuaba pijava, copiaya toyaquinae cuyalatobaxuto pijavajavabelia. Toyaquinae pijava pitavetsilivaisi. Nexata xuacujinae xuabi pijava,” jai bajayata Dioso Moiséspijinëta penajumecopatsilivaisi. 
MAT.5.32	Itsiata baitsi jane xanë mapacuenia pacatsipaebatsije. Ponë pijava xuaba, itsanëjavabelia bajarapova pevitota pibisiacuene apo vecuaexanae atatsi, bajaraponë naneconita Diosojavabelia pijava pexuabixae. Petiriva pamona pexuabixaetsi, nacojiobijitsipa itsanëjavabelia. Nexata jane baja bajaraponë pijava pibisiacuene vecuaexanaejitsipatsi itsanëjavabelia. Tsipaji abaxë bajaraponë pijavacuenia Dioso totanetsi. Nexata pijinia ponë pita bajaraponë pexuabicovëvami, bajaraponë ata pibisiacuene exana pevitota. Tsipaji abaxë bajaraponë pijavacuenia Dioso totanetsi, jai Jesús pijajivijavabelia.
MAT.5.33	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.33	—Paxamë rabaja payapëtaneme pacuenia bajayata Moiséspijinë jumaitsi panijasalinaivimijavabelia. Panijasalinaivimi penajumetsënëtsiyaniva, bajayata Moiséspijinë panijasalinaivimijavabelia jumaitsi mapacueniaje: “Itsa baja pepacuene najumecapanepaeya panavajunupaebame xua paexanaejitsiamë, itsamonae papecajumexaniataenexa itsa pajumaitsimë: ‘Xaniajanë raja. Cajumaitsitsi mapacueniaje Dioso pitabarata,’ itsa pajamë, pëtsa epatua panajamatabëcopatame bajaraxua paexanaenejevamë,” jai bajayata Moiséspijinë panijasalinaivimijavabelia. 
MAT.5.34	Itsiata baitsi jane xanë mapacuenia pacaitorobatsije. Najumecapanepaeya itsa panavajunupaebame xua paexanaejitsiamë, rovialia panavajunupaebare. Pëtsa pematatsënëa itsajumeyo ata yajava pajumaitsimë jivi papecajumexaniataenexa. Papecajumexaniataenexa itsajivi pëtsa pajumaitsimë mapacueniaje: “Xaniajanë raja. Cajumaitsitsi mapacueniaje Dioso pitabarata,” pajamë pëtsa. Pëtsa pajumaitsimënua: “Xaniajanë raja. Cajumaitsitsi mapacueniaje athëbënacua pevënëta,” pajamë pëtsa. Tsipaji bajarajotatsia Dioso eca pijatronovënëjavata, itsajota ecabiaba pitorobinexa pijajivi. 
MAT.5.35	Pëtsa pajumaitsimënua: “Xaniajanë raja. Cajumaitsitsi mapacueniaje mapairaje pevënëta,” pajamë pëtsa. Tsipaji raja Dioso pijaira. Pëtsa bajarapacuenia pajumaitsimë Jerusaléntomara ata pevënëta. Tsipaji Jerusaléntomara Dioso pepo nacuaevetsinë pijatomara. 
MAT.5.36	Pëtsa pajumaitsimënua: “Xaniajanë cajena. Itsa apo xaniajanë tsane, nexata nacaevetsianajë tanematathinaxuabinexamë tatëpaenexa,” pajamë pëtsa. Tsipaji panematabocoto ata Dioso eveta. Nexata paxamë apo pacacaëjëpae caematanatoyo ata panenamatananiojaiyaexanaenexa, panenamatanatsaejaiyaexanaenexa ata. 
MAT.5.37	Itsa pepacuene paexanaejitsiamë, “Jãjã, exanaenajë,” pajamëre rovialia. Itsa apo pajamatabëexanaemë, “Jume, apo exanaenë tsane,” pajamëre rovialia. Pematatsënëa pëtsa pajumaitsimë itsajumeyo ata jivi papecajumexaniataenexa. Tsipaji bajarapajume dovathi pejamatabëcueneta pajumaitsimë tsipae, jai Jesús pijajivijavabelia.
MAT.5.38	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.38	—Paxamë rabaja payapëtaneme pacuenia bajayata Dioso Moiséspijinëta penajumecopatsilivaisi jumaitsi. Bajayata Dioso Moiséspijinëta penajumecopatsilivaisi jumaitsi mapacueniaje: “Pajivi itsanë itaxutobijianatsi, juya bajarapajivi namatamoitaxutobijianae. Pajivi ata itsanë vonotanabiabatsi, juya bajarapajivi namatamovonotanabiabi,” jai bajayata Dioso Moiséspijinëta penajumecopatsilivaisi. 
MAT.5.39	Itsiata baitsi jane xanë mapacuenia pacaitorobatsije. Itsanë itsa jamatabëpacabia, pëtsa panayajivibiame. Itsanë itsa pacaitabarapacabiaxuaba anaeya, nexata icatsia itsanenia ata papecaitabarapacataxuabinexa, panaitabaracaevere. 
MAT.5.40	Itsajivi itsa pacaneconitsijitsia jueznëjavabelia paneamoneyabijamatabëcuene papecavecuapitsinexa panijacamisa, nexata patocopare panijacamisajumavelia panenaxatatsijava ata papecavecuapitsinexa. 
MAT.5.41	Vajabitsaë itsa pacacaponaeyaexana pijajava anijakilómetrobejecuenia, nexata patocaponare pematatsënëa ata. Cuatro pakilómetrobejecuenia ata patocaponare. 
MAT.5.42	Bitso bepejiobijivi itsa pacavajëta itsacuenejavayo, parajure. Itsa pacacovaeta, patsicopare. “Jume,” pajamë pëtsa, jai Jesús pijajivijavabelia.
MAT.5.43	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.5.43	—Paxamë rabaja payapëtaneme pacuenia bajayata Dioso Moiséspijinëta penajumecopatsilivaisi jumaitsi mapacueniaje: “Pasivamëre papecayapëtaenë bitso. Paitoyamëre papecaitoyavi,” jai bajayata Dioso Moiséspijinëta penajumecopatsilivaisi. 
MAT.5.44	Itsiata baitsi jane xanë mapacuenia pacaitorobatsije. Pasivamëre papecaitoyavi ata. Pamonae ata pibisiacuenia pacabaracuaicuaijai, bajarapamonae paxamë xaniavaetsia pabaracuaicuaijamëre. Pamonae ata pacaitoya, bajarapamonae pexaniacuene patoexanare. Pamonae ata pibisiacuenia pacabijatane, pibisiacuene pacaexanae ata, patovajëre Diosojavabelia peyavenonaenexatsi. 
MAT.5.45	Bajarapacuenia nexata paneaxa, athëbëtatsia peecaenë, papeximëcuenia patsitajinavanapaename. Bajaraponë, paneaxa, yavenonabiaba daxitajivi. Nexata pexaniajamatabëcuenevi, pibisiajamatabëcuenevi ata, najëpaeya pijapabianë petonaxaniabinexatsi icotia copata. Bajarapacuenia pijinia ema ata copata. 
MAT.5.46	Itsa pasivamë tsipae ëpapecaasivavi, nexata pexaniacuene apo paxainaemë tsipae Diosojavabelia. Pataneme rabaja. Gobierno pejamatabëcueneta impuestomatamo peyanijobabiabivi bitso pibisiacuene exana. Itsiata bajarapamonae ata asiva piasivavitsi. 
MAT.5.47	Xaniavaetsia itsa pacopiapitsipame ëpaneyapëtaevi, nexata pexaniacuene apo paexanaemë tsipae pamonae Dioso apo pejumecovënëtsivivecua. Tsipaji Dioso apo pejumecovënëtsivi ata xaniavaetsia copiapitabiaba peyapëtaevitsi. 
MAT.5.48	Pacuenia jamatabëcueneitsi pejamatabëcuenexanepanaenë, paneaxa, athëbëtatsia peecaenë, bajara paxamë ata pajamatabëcueneitsimëre, jai Jesús pijajivijavabelia.
MAT.6.1	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.6.1	—¡Xania baja tsane! Pëtsa pexaniacuene paexaname saya jivi papecacuenetaenexa, “Maponë bitso pexaniajamatabëcuenenëje,” papecasivajamatabëjainexa saya paneexanaejava yabara. Bajarapacuenia itsa paexanaejitsipame, nexata paneaxa, athëbëtatsia peecaenëjavabelia, apo paxainaemë tsipae itsacuenejavayo ata, pexaniacuenejavayo, papecarajutsinexa athëbëtatsia. 
MAT.6.2	Bajaraxuata itsa payavenoname bepejiobivi, pëtsa panavajunupaebame daxitajivijavabelia paneyavenonaejava bepejiobivi. Itsamonae xua exana, navajunupaebabiaba daxitajivi pitabarata judíovi penacaetuatabiabibonëjava, callejava ata. Bajarapamonae navajunupaebabiaba bepejiobivi peyavenonaejava, bepexaniajamatabëcuenevi saya petaenexatsi jivi. Xaniajanë pacuenia pacatsipaebijitsiatsi. Pamonae bajarapacuenia navajunupaebabiaba, bajarapacuenia penavajunupaebabiabixae, Diosojavabelia apo xainae tsane athëbëtatsia perajutsijavanexatsi. 
MAT.6.3	Itsa payavenoname bepejiobivi, pëtsa panavajunupaebame itsajivijavabelia ata, bitso papecayapëtaejivijavabelia ata. 
MAT.6.4	Muetsia payavenonare bepejiobivi. Nexata paneaxa, papecataenë muetsia paneexanaejava ata, pacarajutsiana bepejiobivi muetsia paneyavenonaematamo, jai Jesús pijajivijavabelia.
MAT.6.5	Icatsia Jesús jumaitsi petsutoyenepanajavata pijajivi ayaibitsaëtoxanetojavabelia:
MAT.6.5	—Itsa pavajëcame Diosojavabelia, pëtsa pavajëcame pacuenia itsamonae vajëcabiaba. Bajarapamonae saya jema vajëcabiaba Diosojavabelia jivi petaenexatsi Dioso bepejumecovënëtsivi. Bajarapamonae jitsipabiaba nucaeya pevajëtsinexa Diosojavabelia daxitajivi pitabarata judíovi penacaetuatabiabibonëjava, calle penaepacaxitajarabijava ata. Bajarapacuenia vajëcabiaba Diosojavabelia Dioso bepejumecovënëtsivi petaenexatsi jivi. Xaniajanë pacuenia pacatsipaebijitsiatsi. Pamonae bajarapacuenia exanabiaba, bajarapacuenia pexanaexae, Diosojavabelia apo xainae tsane athëbëtatsia perajutsijavanexatsi. 
