MAT.1.1	A Yesu Kɩrɩsɩto sãakpãmɩne nɩ nyã, wʊ yin a Nãa David nɩ Abraham bal pɔ, 
MAT.5.31	“A mɩ dɔ̃ɔ 'yɛr ɩka, nɩrɛ nyã jaa na tɔr a wʊ pɔɔ bar, wʊ kʊ wʊ a pɔɔ bar gãn. 
MAT.5.32	Tɩchɛ n 'yɛrɛ na kʊrɔ yɩ ɩka, nɩrɛ nyã jaa na tɔr a wʊ pɔɔ bar, ala baa ɩ wʊ sɛ̃nɛ naa ɛ, vɛ̃n kʊ ɩ sɛ̃sɛ̃nɛ, nɩrɛ nyã jaa na kul a pɔɔ 'lɔ mɩ ɩn sɛ̃sɛ̃nɛ.
MAT.5.33	“Yɩ mɩ lɛ wõn ban dɔ̃ɔ 'yɛr kʊ a sɩ sãakpãmɩne, ‘Yɩ taa sɔ̃ɔnɔ̃ a nɛɛ 'lɔ yɩn põl 'yɔ̃ɔ a yɩ mãɛ ɛ, tɩchɛ yɩ tara a lɛ yɩn põl 'yɔ̃ɔ a sɩ Soro.’ 
MAT.5.34	Tɩchɛ n 'yɛrɛ na kʊrɔ yɩ, yɩ ta pɔ jaa ɛ, yɩ ta pɔn a saaju gba ɛ, bojũu Nãaŋmɩn jaa jie lɛ, 
MAT.5.35	bɩɩ a wɛr ju, a wʊ gbɛr dɔɔlfʊ jie lɛ bɩɩ Jerusalɛm ɛ, bojũu be lɛ a Nãkpɛ̃ɛ kpɩɛrɛ. 
MAT.5.36	Ta pɔn a fʊ ju ɛ, fʊ kʊ̃ tʊ̃ɔ vɛ̃ ka a fʊ jukɔɔl ãsʊɔ pɛl bɩɩ sɔb ɛ. 
MAT.5.37	Yɩ vɛ̃ ka a yɩ ɔ̃ɔ ɩ ɔ̃ɔ ka a yɩ kai ɩ kai, bon 'lɔ na gar a nɩtɔ̃ yin a dɛɛr sʊɔ sɛ̃.
MAT.5.38	“Yɩ dɔ̃ɔ wõ ban 'yɛr ɩka nɩbir na yãan nɩbir sãn, ka nyɩm mɩ yaa nyɩm sãn. 
MAT.5.39	Tɩchɛ maa 'yɛrɛ na kʊrɔ yɩ, ta pii a nɩrɛ 'lɔ na sɔ̃ɔ fʊ sɔr ɛ. Tɩchɛ nɩrɛ wa 'ma fʊ a tʊkpal nyã pɔ, lɩɛb a nyã lɛ 'yɔ̃ɔ wʊ. 
MAT.5.40	Ka nɩrɛ wa bʊɔrɔ ɩka wʊ sɛb fʊ nãa yir tɩ de a fʊ fuu, kʊ wʊ a 'lɔ fʊn su, na fʊ yaa a pʊɔm bon pʊɔ wʊ. 
MAT.5.41	Nɩkpɛ̃ɛ wa fɩr fʊ ɩka fʊ de a wʊ tuor tuo chiin niem bãlãa, tuo chiin tɛɛr jaa. 
MAT.5.42	Kʊ nɩrɛ jaa na sʊɔr fʊ, ta mɔ̃ɔ nɩrɛ nyã mɩ na bʊɔrɔ ɩka wʊ pɛ̃ɛ a fʊ bon ɛ.
MAT.5.43	“Yɩ wõn ban dɔ̃ɔ 'yɛr ɩka, yɩ nʊ̃ a yɩ tɔ sʊɔ tɩ 'laar a yɩ dɔ̃sʊɔ. 
MAT.5.44	Tɩchɛ maa 'lɔ 'yɛrɛ na kʊrɔ yɩ, nʊ̃ a yɩ dɔ̃dẽme tɩ sʊɔrɔ Nãaŋmɩn kʊrɔ a bala na gere yɩ, 
MAT.5.45	ka yɩ na ɩ Nãaŋmɩn bibiir bojũu 'lɔ lɛ ma vɛ̃ ka a mɔ̃tɔ̃ɔ pur 'yɔ̃ɔ a nɩdɛbɛ nɩ a nɩsʊ̃n tɩ na wʊ ma vɛ̃ ka saa wa 'yɔ̃ɔ a bala na tor nɩ a bala na ba tor ɛ. 
MAT.5.46	Yɩn nʊ̃ a bala na nʊ̃ yɩ tɛɛ, bo sãyar lɛ yɩn nyɛ? A lõpodierbe maa mɩ ɩ a lɛ bɩɩ? 
MAT.5.47	Yɩn ma puoro a bala tɛɛ na ɩ a yɩ nɩbɛ, bo tɔ̃nɔ̃ lɛ be be? A bala na ba ɩ a Juu nɩbɛ ɛ, maa mɩ ɩ a lɛ bɩɩ? 
MAT.5.48	Yɩ ɩ nɩmɩn a lɛ a yɩ sãa Nãaŋmɩn na be a saaju kaar.
MAT.6.1	“Yɩ bɔ̃ɔnɔ̃ sʊ̃, na yɩ taa mʊɔlɔ a yɩ yeltorsɩ a nɩbɛ niem ɛ, ka ba na bɔ̃ɔn ɛ, yɩn wa ɩrɛ a lɛ, yɩ kʊ̃ nyɛ sãyar a yɩ sãa Nãaŋmɩn na be a saaju sɛ̃ ɛ.
MAT.6.2	“A lɛ jũu, fʊ̃ʊ wa de bon kʊ nɩrɛ na ba tara ɛ, ta vɛ̃ ka nɩbɛ bɔ̃ɔn ɛ, fɩka lɛ a nɛɛr ayi dẽme na ma maala a lɔ̃ɔfʊ yie nɩ a tẽn pɔ ɛ, ka nɩbɛ na pɛɛ ba ɛ. Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka, bala nyɛn a ba sãyar baar. 
MAT.6.3	A lɛ jũu, fʊ̃ʊ wa de bon kʊ nɩrɛ na ba tara ɛ, ta vɛ̃ ka a gubaa nũu bɔ̃ɔn a bon 'lɔ a nũsʊ̃ɔ na maala ɛ, 
MAT.6.4	ka nɩrɛ ta bɔ̃ɔn a bon fʊn maala ɛ, tɩchɛ a fʊ Sãa Nãaŋmɩn na nyɛrɛ yelsɔɔlsɩ na kʊ fʊn a sãyar.
MAT.6.5	“Yɩn maa wa sʊɔrɔ a Nãaŋmɩn, yɩ ta ma kaara a nɛɛr ayi dẽme kaar ɛ, ba ma nʊ̃n ɩka ba puoro a lɔ̃ɔfʊ yie pɔ, nɩ a tẽbɛrɛ pɔ, nɩ a sɔchara pɔ, ka nɩbɛ na nyɛ ba. Yelmãɛ jaa lɛ n 'yɛrɛ kʊrɔ yɩ, ɩka ba nyɛn a ba sãyar baar. 
MAT.6.6	Tɩchɛ fʊ̃ʊ maa wa sʊɔrɔ a Sãa Nãaŋmɩn nyã sɩn ba nyɛrɛ ɛ, kpɛ a fʊ die pɔ, tɩ pɔɔ a pãn, tɩ sʊɔr a Sãa Nãaŋmɩn na nyɛrɛ bon jaa, na yab fʊn a sãyar. 
MAT.6.7	Yɩn maa wa sʊɔrɔ a Nãaŋmɩn, yɩ ta ma 'yɛrɛ 'yɛrbie ala na ba tara tɔ̃nɔ̃ ɛ, lɛ lɛ a bala na ba bɔ̃ɔ Nãaŋmɩn ma maala, ba tɩɛr ɩka Nãaŋmɩn na wõn a ba sʊɔrfʊ a ba 'yɛrbiyɔɔ jũu. 
MAT.6.8	Yɩ ta kaara a ba kaar ɛ, a yɩ Sãa den nie bɔ̃ɔn bon 'lɔ yɩn bʊɔrɔ.
MAT.6.9	“Nɩtɔ̃ lɛ yɩn ma sʊɔr a Nãaŋmɩn. Sɩ Sãa na be a saaju. Sɩ kʊ naa a fʊ yuor tɩɩr. 
MAT.6.10	A fʊ nãalʊ̃ʊ wʊ wa. A fʊ bɔfʊ wʊ ɩ a wɛr pɔ, nɩtãa lɛ a fʊ bɔfʊ na ɩrɛ be a saaju. 
MAT.6.11	Kʊ sɩ a dɩna bʊ̃diir ka a sɛɛn sɩ. 
MAT.6.12	Vɛ̃ a sɩ yeldɛbɛ bar, nɩtãa lɛ sɩn ma vɛ̃ kʊ a sɩ taaba yeldɛbɛ bar ba. 
MAT.6.13	Ta sɔɔ ka bɛɛr kaa nyɔɔ sɩ ɛ, faa sɩ yin a dɛɛr sʊɔ nũu pɔ.
MAT.6.14	“Yɩn wa vɛ̃ a yɩ taaba yeldɛbɛ bar ba, a yɩ Sãa Nãaŋmɩn na be a saaju mɩ na vɛ̃n bar yɩ. 
MAT.6.15	Yɩn ba wa vɛ̃ a yɩ taaba yeldɛbɛ kʊ ba ɛ, a yɩ Sãa Nãaŋmɩn mɩ kʊ̃ vɛ̃ a yɩ yeldɛbɛ kʊ yɩ ɛ.
MAT.6.16	“Yɩn wa gal kɔ̃, yɩ ta sɔ̃ a yɩ nin a nɛɛr ayi dẽme kaar ɛ, ba ma sɔ̃n a ba nin ka a ba taaba nyɛ bɔ̃ɔ ka ba gal kɔ̃. Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ ɩka ba nyɛn a ba sãyar baar. 
MAT.6.17	Yɩn wa gal kɔ̃, yɩ lor a yɩ nie maal a yɩ mãɛ, 
MAT.6.18	ka nɩbɛ ta bɔ̃ɔn yɩn gal kɔ̃ ɛ, tɩchɛ a yɩ Sãa Nãaŋmɩn nyã sɩn ba nyɛrɛ ɛ, a Sãa Nãaŋmɩn nyã na nyɛrɛ yelsɔɔlsɩ na yab yɩn a sãyar.
MAT.6.19	“Yɩ ta bine a yɩ nãbonsɩ ka a wɛr ju be kpolo, nɩ sɔrɔ, nɩ na sɔ̃ɔ bar ɛ, nɩ be nãnyisɩ nɩ naa kpɛ ju ɛ. 
MAT.6.20	Tɩchɛ yɩ bʊɔrɔ nãbonsɩ bine a saaju, be lɛ a kpolo nɩ sɔrɔ na kʊ̃ tʊ̃ɔ sɔ̃ɔ bar ɛ, nɩ be a nãnyisɩ na kʊ̃ tʊ̃ɔ kpɛ ju ɛ. 
MAT.6.21	A jie 'lɔ a fʊ nãbonsɩ na be, be lɛ a fʊ tɩɛr mɩ ma be.
MAT.6.22	“A fʊ nɩbir lɛ ɩ a fʊ ãgãn chãa. A fʊ nɩbir wa ɩ a fʊ ãgãn wʊ jaa ma sɛɛn na chãa. 
MAT.6.23	Tɩchɛ a fʊ nɩbir ba wa ɩ ɛ, a fʊ ãgãn wʊ jaa ma ɩn libe. Ala ɩ a chãa 'lɔ na be a fʊ pɔ ɩn libe, nyɛ lɛ a libe na jã.
MAT.6.24	“Nɩrɛ kʊ̃ tʊ̃ɔ tʊ̃ nɩbɛrɛ ayi tʊ̃mɔ̃ ɛ. Wʊn nʊ̃n ãsʊɔ, tɩ 'laar ãsʊɔ, bɩɩ wõnõ a ãsʊɔ toor, tɩ ba wõnõ ãsʊɔ toor ɛ. Yɩ kʊ̃ tʊ̃ɔ tʊ̃ kʊ Nãaŋmɩn nɩ libie ɛ.
MAT.6.25	“A lɛ jũu, n 'yɛrɛ na kʊrɔ yɩ ɩka, yɩ ta vɛ̃ ka a yɩ nyɛvʊr yele wõnõ yɩ ka yɩ 'yɛrɛ ɩka, bo lɛ yɩn di, bɩɩ bo lɛ yɩn nyũ ɛ. Bɩɩ waala ɩka, bo lɛ yɩn su pɔɔ a ãgãn ɛ. A nyɛvʊr ba fɛr gar a bʊ̃diir ɛ, ka a ãgãn mɩ fɛr gar a bʊ̃sursɩ ɛ? 
MAT.6.26	Yɩ kaa a lubil na be a saaju. Ba maa bʊr ɛ, bɩɩ ŋma ɛ, bɩɩ tara boor ma bin ɛ, tɩchɛ Nãaŋmɩn lɛ guolo ba. Yaa fɛr gar a lubil bɩɩ? 
MAT.6.27	A yɩ buor sʊɔ lɛ na waal na wʊ tʊ̃ɔ de bɩbir bʊ̃'yen pʊɔ a wʊ nyɛvʊr pɔ?
MAT.6.28	“Ka bo lɛ vɛ̃ ka yɩ tɩɛrɛ a bʊ̃sursɩ 'yɔ̃ɔ? Yɩ kaa nyɛ a mɔpuul lɛ an ma nʊ̃ɔ, ba maa tʊ̃ ɛ, bɩɩ wob fuu su ɛ, 
MAT.6.29	a Nãa Solomon gba nɩ a wʊ tɩɩr wʊ jaa ba dɔ̃ɔ su fuu ka wʊ vɩɛlɛ gar a mɔpuul a nyãna ɛ. 
MAT.6.30	Ala ɩ Nãaŋmɩn maal a mɔpuul ka a vɩɛlɛ, tɩchɛ a maa kor ɛ. Nɩbɛ ma chʊm ka a di. A Nãaŋmɩn na ma maal a mɔpuul a nɩtɔ̃, wʊ kaara a yɩn na ɩ a wʊ nɩbɛ gar a mɔpuul anyãna. A yɩ sɔɔfʊ lɛ ba jã bon ɛ. 
MAT.6.31	A lɛ jũu, yɩ ta waala 'yɛrɛ ɩka, bo lɛ yɩn di bɩɩ nyũ ɛ, bɩɩ bo lɛ yɩn su ɛ? 
MAT.6.32	A bala na ba puor ɛ, lɛ de a ba tɩɛr 'yɔ̃ɔ a anyãna pɔ, a yɩ Sãa bɔ̃ɔ naa ɩka yɩ bʊɔrɔ naa a bonsɩ anyãna a jaa. 
MAT.6.33	Yɩ de nie bɔ a Nãaŋmɩn nãalʊ̃ʊ nɩ a wʊ yeltorsɩ, tɩchɛ a anyãna a jaa, wʊn den pʊɔ yɩ. 
MAT.6.34	A lɛ jũu, yɩ ta waala a bio 'yɔ̃ɔ ɛ, bio lɛ na waala a wʊ mãɛ 'yɔ̃ɔ. Bɩbir jaa tara na a wʊ yelwõnsɩ.
MAT.7.1	“Yɩ ta tɔɔr nɩrɛ jaa 'yɛr ɛ, ka Nãaŋmɩn mɩ wa tɔɔr a yɩ 'yɛr ɛ. 
MAT.7.2	Nãaŋmɩn na tɔɔr a yɩ 'yɛr nɩtãa lɛ yɩn tɔɔr a yɩ tɔ sʊɔ 'yɛr. Lɛ fʊn man tɩr, lɛ mɩ lɛ ban man kʊ fʊ.
MAT.7.3	“Ŋmɩnɛ a fʊ nyɛ dabile na be a fʊ yɛbɛ nɩbir pɔ tɩ ba chɛlɛ a dakpɛ̃ɛ na be a fʊ̃ʊ nɩbir pɔ ɛ? 
MAT.7.4	Bɩɩ ŋmɩnɛ fʊn ɩ 'yɛr kʊ a fʊ yɛbɛ vɛ̃ ka ir a dabile na be a fʊ nɩbir pɔ bar tɩ ba chɛlɛ a dakpɛ̃ɛ na be a fʊ nɩbir pɔ ɛ? 
MAT.7.5	Yɩn nɛɛr ayi dẽme, de nie ir a dakpɛ̃ɛ a fʊ nɩbir pɔ bar na fʊ pãa nyɛrɛ tʊ̃ɔ ir a dabile a fʊ yɛbɛ nɩbir pɔ mɩ bar.
MAT.7.6	“Ta de bon na ɩ chɛchɛ 'yɔ̃ɔ baar ɛ, bɩɩ lɔb a fʊ bʊ̃vɩɛlsɩ 'yɔ̃ɔ dor ɛ, ban nɛb na nɩ gbɛɛ tɩ lɩɛb nyɔɔ fʊ.
MAT.7.7	“Yɩ sʊɔr, Nãaŋmɩn na kʊ yɩ naa. Yɩ yɔbɔ, yɩn nyɛ naa, yɩ kpoor a pãn, wʊn yuo naa. 
MAT.7.8	Nɩrɛ 'lɔ na sʊɔr na nyɛ naa, ka a 'lɔ mɩ na yɔbɔ nyɛ, ka a pãn mɩ yuo kʊ a nɩrɛ 'lɔ na kpoor.
MAT.7.9	“A yɩn na ɩ a sãamɩne, buor sʊɔ bie lɛ na sʊɔr a wʊ sãa bʊ̃diir, ka wʊ de kʊsɩr kʊ wʊ? 
MAT.7.10	Bɩɩ ka a bie sʊɔr jãm, ka wʊ de waa kʊ wʊ? 
MAT.7.11	Ala ɩ a yɩn na ɩ a yelbe-ɩrbɛ bɔ̃ɔn bʊ̃vɩla ma maal kʊ a yɩ bibiir, ŋmɩnɛ lɛ an ɩ ka a yɩ Sãa na be a saaju, kʊ̃ de bʊ̃vɩɛl kʊ a bala na sʊɔr wʊ ɛ? 
MAT.7.12	A lɛ yɩn ma bʊɔrɔ ɩka a nɩbɛ ba ma maala kʊrɔ yɩ, yɩ mɩ ma maala a lɛ ban bʊɔrɔ kʊrɔ ba, a nyã lɛ ɩ a Nɛbinãa nɩ a 'Yɛ'yɛrbɛ Wiilfʊ.
MAT.7.13	“Yɩ tu a dɔ̃dɔr fɩɩl pɔ kpɛ, bojũu a dɔ̃dɔr yal sɔr ɩn jaa kɔ̃mɔ̃kɔ̃mɔ̃ tɩ ɩ sɔ̃ɔfʊ sɔr tɩchɛ ka nɩyɔɔ turo. 
MAT.7.14	A dɔ̃dɔr ɩn jaa fɩɩl ka nyɛvʊr sɔr mɩ ɩ jaa kãrakãra ka nɩbɛ bãlãa na tʊ̃ɔ tu.
MAT.7.15	“Yɩ bɔ̃ɔn a jire 'yɛ'yɛrbɛ, ba ma bal ba mãɛ piir kaar tɩchɛ ba ɩn mɔdʊ̃ be be na sɔ̃ɔnɔ̃. 
MAT.7.16	A ba wɔ̃mɔ̃ lɛ yɩn bɔ̃ɔn a lɛ ban be. Ba ma pɔr 'wɔ̃rɔ gʊtɩɛ ju bɩɩ pɔr kɔ̃kɔ̃ɔ nyaartɩɛ ju ɔ? 
MAT.7.17	Lɛ mɩ lɛ tɩsʊ̃ jaa ma wɔ̃n wɔ̃sʊ̃n ka tɩdɛɛr mɩ ma wɔ̃ wɔ̃dɛbɛ. 
MAT.7.18	Tɩsʊ̃ ba wɔ̃nɔ̃ wɔ̃dɛbɛ ɛ bɩɩ tɩdɛɛr mɩ ba wɔ̃nɔ̃ wɔ̃sʊ̃n ɛ. 
MAT.7.19	Tɩɛ jaa baa wa wɔ̃nɔ̃ wɔ̃sʊ̃n ɛ, ban ŋmaa wʊn lɔb 'yɔ̃ɔ bũu pɔ. 
MAT.7.20	A ba wɔ̃mɔ̃ lɛ yɩn de bɔ̃ɔn ba.
MAT.7.21	“A ba ɩ nɩrɛ jaa na bʊɔlɔ ɩka n Soro, n Soro, lɛ na kpɛ a Nãaŋmɩn nãalʊ̃ʊ pɔ ɛ, tɩchɛ nɩrɛ nyã na maala a lɛ a n Sãa Nãaŋmɩn na be a saaju na bʊɔrɔ. 
MAT.7.22	A bɩbir 'lɔ daar, nɩyɔɔ na 'yɛr kʊ ma n Soro, n Soro, saa 'yɛr Nãaŋmɩn 'yɛr a fʊ yuor pɔ ɛ, na sɩ diin a sɩdɛbɛ ka a yɩ a fʊ yuor pɔ ɛ, na sɩ tʊ̃ nɛ'maa tʊ̃mɔ̃ a fʊ yuor pɔ ɛ? 
MAT.7.23	A daar 'lɔ̃nɔ̃ ɩn 'yɛr kʊ ba, n ba bɔ̃ɔ yɩ ɛ, yɩ tɔɔ chen be, yɩn yelbe-ɩrbɛ.
MAT.7.24	“A lɛ jũu, nɩrɛ jaa na wõ a n 'yɛrbie anyãna tɩ maala a lɛ na kaara fɩka yɛ̃ sʊɔ na mɛ a wʊ yir dɔɔl pie ju. 
MAT.7.25	Saa wa naa, ka a kʊ̃ɔ yɩ yaar jilʊ̃ a yir ka a sɛsɛbɛ fu ŋme a yir tɩchɛ waa lo ɛ, bojũu wʊ ara na kʊsɩr ju. 
MAT.7.26	Tɩchɛ, nɩrɛ jaa na wõ a n 'yɛrbie anyãna tɩ na waa maal ɛ, kaara fɩka jɔl na mɛ a wʊ yir dɔɔl bire ju. 
MAT.7.27	Saa wa naa, ka a kʊ̃ɔ yɩ yaar jilʊ̃ a yir, ka a sɛsɛbɛ fu ŋme a yir kʊ lo ka a wʊ lofʊ ɩ dɛɛr.”
MAT.7.28	Yesu na wa 'yɛr a 'yɛrbie anyãna baar nɛɛ 'maan a nɩyɔɔ nɩ a wʊ wiilfʊ, 
MAT.7.29	bojũu wʊ wile ban nɩ kpɛ̃ɔ gar a ba nɛbinãa wiwiilbe.
MAT.8.1	Yesu na wa yɩ a tɔ̃ɔ ju suu nɩyɔɔ turo wʊ naa, 
MAT.8.2	a nɩyɔɔ na turo wʊ, ka daba ãsʊɔ na tara kɔ̃kɔ̃mɔ̃ baal wa gbur dumo a wʊ niem tɩ 'yɛr, “N Soro fʊ̃ʊ sɔɔ sãa ma.” 
MAT.8.3	Ka Yesu tur a wʊ nũu sɩɩr a daba tɩ 'yɛr, “N sɔɔ naa, sa.” Ajienaa ka a daba kɔ̃kɔ̃mɔ̃ baal bar wʊ. 
MAT.8.4	Be lɛ ka Yesu 'yɛr kʊ wʊ, taa 'yɛrɛ kʊrɔ nɩrɛ ɛ, tɩchɛ chen tɩ wiil a fʊ mãɛ kʊ a Juu nɩbɛ bɔɔrloro na fʊ chiin a fʊ kʊfʊ tɩ ir a nɛɛ 'lɔ a Mosesɩ na dɔ̃ɔ 'yɛr ka a di dãasɩɛ.
MAT.8.5	Yesu na wa kpɛ a Kapenahum a sojasɩ nɩdiere chen a wʊ sɛ̃ tɩ sʊɔr wʊ 'yɛr, 
MAT.8.6	“N Soro, a n tʊ̃tʊ̃nɔ̃ lɛ gã a yir ba tʊɔrɔ ire ɛ, na wʊ wõnõ a ãgãn tuo.”
MAT.8.7	Ka Yesu 'yɛr kʊ wʊ, “Ɩ̃n wa sa naa a wʊ baal kʊ wʊ.”
MAT.8.8	Ka a sojasɩ nɩdiere 'yɛr, “N Soro n ba sɛɛ ɩka fʊ wa a n yir ɛ, 'yɛr a 'yɛrbir tɛɛ, a n tʊ̃tʊ̃nɔ̃ na sa naa. 
MAT.8.9	A maa mãɛ tara na nɩbɛrɛ ɩn joro dãbãɛ, naa mɩ tara a sojasɩ ka ba mɩ be a n pĩlem, maa 'yɛr kʊ nyã ɩka wʊ, chen, wʊ ma chen naa, bɩɩ ãsʊɔ ɩka, wa, wʊ ma wa naa, bɩɩ ka n 'yɛr kʊ a n gbãgbaa, maal nyã, wʊ ma maal naa.”
MAT.8.10	Yesu na wa wõ a nɩtɔ̃, nɛɛ 'maa wʊ naa ka wʊ 'yɛr kʊ a bala na turo wʊ, “Yelmãɛ lɛ n 'yɛrɛ kʊrɔ yɩ. A Isɩral nɩbɛ pɔ gba, n ba nyɛ a sɔɔfʊ nyã tɔ ɛ. 
MAT.8.11	N 'yɛrɛ na kʊrɔ yɩ ɩka nɩyɔɔ na yin jie jaa wa na ba wa lɔ̃ɔ din a Abraham nɩ a Isaakɩ nɩ a Jekɔb a Nãaŋmɩn nãalʊ̃ʊ pɔ, 
MAT.8.12	tɩchɛ a bala na so a Nãaŋmɩn nãalʊ̃ʊ, wʊn lɔb ban bar yõo a jilibe pɔ, be lɛ ban kõnõ ɔɔrɔ nɩ nyɩmɛ.”
MAT.8.13	Yesu 'yɛr kʊ a sojasɩ nɩdiere, “Kulo, a ɩ a lɛ kʊ fʊ, fʊn tara a sɔɔfʊ jũu.” A tʊ̃tʊ̃nɔ̃ sa naa a sɔ̃ɔ 'lɔ̃nɔ̃ pɔ.
MAT.8.14	Yesu na kpɛ a Pita yir, wʊ nyɛn a Pita dãɛ ma ãgãn na tɔ kʊ gã. 
MAT.8.15	Wʊ sɩɩr a pɔɔ nũu, ka a ãgãn tʊl baar a wʊ ir maal bʊ̃diir kʊ wʊ.
MAT.8.16	A jãanʊɔr 'lɔ̃nɔ̃ ba waan na nɩyɔɔ a sɩdɛbɛ na tara a Yesu sɛ̃, ka wʊ de a 'yɛrbir diin a sɩdɛbɛ ka a yi tɩ sãa a bala jaa an ɔɔrɔ. 
MAT.8.17	Ka a lɛ jaa a Nãaŋmɩn 'yɛ'yɛrɛ Isaiya na dɔ̃ɔ 'yɛr ɩ yelmãɛ, “Ɩka wʊ den a sɩn baalsɩ a jaa bar.” 
MAT.8.18	Yesu na wa nyɛ a nɩyɔɔ na ŋmaa jilʊ̃ wʊ, ka wʊ 'yɛr kʊ a wʊ poturbo yɩ gɔ̃ɔ a man gɔ̃ɔn. 
MAT.8.19	A nɛɛ wiwiilbe ãsʊɔ tɔɔn ta wʊ tɩ 'yɛr, “Wiwile, jie jaa fʊn chiine ɩn turo fʊ naa.”
MAT.8.20	Ka a Yesu 'yɛr, “Mɔbaar tara naa bɔɔr ka lubil mɩ tara choor tɩchɛ maa Nɩsaal Bie ba tara jie na bin a n ju ɛ.”
MAT.8.21	Ka a wʊ poturo ãsʊɔ mɩ 'yɛr kʊ wʊ, “N Soro kʊ ma sɔr ka n kul tɩ ũu a n sãa baar.”
MAT.8.22	Tɩchɛ ka Yesu 'yɛr kʊ a daba, “Turo ma tɩ bar ka a kũn ũno a ba mãɛ kũn.”
MAT.8.23	Yesu na wa kpɛ a gboro pɔ a wʊ poturbo mɩ tu wʊn kpɛ. 
MAT.8.24	Kɔ̃sɛbɛ ir a man pɔ, ka a gboro sɛɛ kʊ̃ɔ ɩrɛ na mʊr tɩchɛ ka a Yesu gã gur. 
MAT.8.25	Be lɛ ba chen tɩ sãɩ wʊ na ba 'yɛr, “Sɩ Soro faa sɩ, a kʊ̃ɔ dire sɩ naa!”
MAT.8.26	Ka wʊ sʊʊr ba, “Bo lɛ so ka yɩ joro a dãbãɛ? A yɩ sɔɔfʊ lɛ ba jã bon ɛ.” Ka a Yesu ir tãn ka a sɛsɛbɛ na ta furo ŋmaa vʊʊr ka a kʊ̃ɔ mɩ na ta ɔɔrɔ lo jaa jomm.
MAT.8.27	Nɛɛ 'maan a nɩbɛ ka ba sʊrɔ taa, nɩ an lɛ a nyã ka a sɛsɛbɛ nɩ a kʊ̃ɔ tu a wʊ nɛɛ?
MAT.8.28	Yesu na wa ta a Gadara paal pɔ, dɔɔr ayi na tara sɩdɛbɛ yɩn a yar par tuor wʊ. Ban ɩ a nɩbebe jũu, nɩrɛ jaa maa 'la tu a sɔr 'lɔ ɛ. 
MAT.8.29	Ban wa nyɛ a Yesu ba ŋmen chɛlma tɩ 'yɛrɛ, “Bo lɛ fʊ bʊɔrɔ ka a sɩ sɛ̃, fʊ̃ʊ Nãaŋmɩn Bie? Fʊ wan ɩka fʊ wa ge sɩ tɩchɛ ka a 'yɛr tɔɔrfʊ bɩbir wa ta bɩɩ?”
MAT.8.30	Do yɔɔ mɩ dɔ̃ɔ ara gbʊr ba dire. 
MAT.8.31	Ka a sɩdɛbɛ sʊɔr wʊ, “Ala ɩ fʊn dii sɩn bar, sɔɔ ka sɩ chen tɩ kpɛ a dor anyã pɔ.”
MAT.8.32	Ka wʊ 'yɛr kʊ ba, “Yɩ chen!” Be lɛ a sɩdɛbɛ yi naa kpɛ a dor pɔ, ka a dor a jaa jo tĩgbil suu tɩ kpɛ a man kʊ̃ɔ pɔ gbʊ̃m kpi kpi. 
MAT.8.33	A bala na kaara a dor jon kul, ban wa tɩ kpɩɛrɛ a tẽe pɔ, ba man bon 'lɔ jaa na ɩ a bala na tara a sɩdɛbɛ nɩ a lɛ jaa na ɩ a dor. 
MAT.8.34	A tẽe wʊ jaa nɩbɛ yɩn wa a Yesu sɛ̃; ban wa nyɛ wʊ ba sʊɔr wʊn ɩka wʊ yɩ a ba wɛr pɔ.
MAT.9.1	Yesu na wa kpɛ a gboro pɔ, wʊ gɔ̃ɔn a man chen a wʊ mãɛ tẽe be a Kapenahum. 
MAT.9.2	Dɔɔr bamɩne tuon daba nɩ fɔbaa nuur nɩ a gbɛɛ na kpi waan wa kpɛ̃n wʊ gaal a Yesu niem. Yesu na wa nyɛ lɛ ban sɔɔ de wʊ, ka wʊ 'yɛr kʊ a baalaa, “N bie ta joro dãbãɛ ɛ, a fʊ yeldɛbɛ vɛ̃n bar.”
MAT.9.3	Ka a nɛɛ wiwiilbe bamɩne pãa jɛ̃ bʊlɔ 'yɔ̃ɔnɔ̃ pʊʊr pɔ, “A daba nyã fere na sɔ̃ɔnɔ̃ Nãaŋmɩn yuor.”
MAT.9.4	Yesu bɔ̃ɔn a lɛ ban tɩɛr, ka wʊ sʊʊr ba, “Ŋmɩnɛ lɛ yɩ tɩɛrɛ dɛɛr a yɩ pʊʊr pɔ? 
MAT.9.5	'Yɛr buor sʊɔ lɛ ɩ kɔ̃mɔ̃kɔ̃mɔ̃? N 'yɛr ɩka a wʊ yeldɛbɛ vɛ̃n bar bɩɩ n 'yɛr ɩka wʊ ir chiine? 
MAT.9.6	Tɩchɛ pʊ̃pãanyã ɩn wiil yɩ naa ka yɩ bɔ̃ɔn ɩka maa Nɩsaal Bie tara na kpɛ̃ɔ a wɛr pɔ, na vɛ̃ nɩrɛ yeldɛbɛ bar.” Tɩ pãa 'yɛr kʊ a gbɛrɛ, “Ir 'mɔɔ a fʊ bʊ̃gãnaa kulo nɩ.” 
MAT.9.7	Ka a daba vaa ir kulo. 
