GEN.1.1	I cakirok Were ocweyo polo gi piny. 
GEN.10.24	Aripakisadi obedo ba Sela, aka Sela obedo ba Eber. 
GEN.10.25	Eber olimo wote ario; Peleg
GEN.10.26	Jokitan obedo ba Almodad, Selef, Hazarimaveth, Jera, 
GEN.10.27	Hadoram, Uzal, Dikila, 
GEN.10.28	Obal, Abimel, Seba, 
GEN.10.29	Ofir, Havila, kodi Yobab. Joje oyido wot Yoktan. 
GEN.10.30	Adec ma jobed'iye ocako Mesa yo Sefari kiri i piny matendere yuwok ceŋ. 
GEN.10.31	Me wot Semu gi pecin pajo, dhodhok pajo, lowo pajo, kodi piny pajo.
GEN.10.32	Me je pecin pa wot Nowa, cungo kwoŋ bacere pajo, i piny pajo; aka wok kwoŋ jo nonin oywore i piny rumacen ma mikula.
GEN.11.1	Onyo ji ma piny gibe oyido jonitie gi dhodhok acel gi wac manok. 
GEN.11.2	Aka paka jotuk wok yuwok ceŋ, jonwaŋo kama k'obedo tendere i lowo ma Sinar aka jobedo kenyo. 
GEN.11.3	Aka jowaco wegi ni, “Biye win wagoy matafal, aka wawaŋ jo matek.” Ameno jobedo gi matafal ma geto gi odok ma riwo kanyacel. 
GEN.11.4	Aka jowaco wegi ni, “Weyi wageti tindi madwoŋ gi ot acurcur ma tundo i pondeponde, ŋey wayiki nyingi wan aka wakiri waywore i piny gibe.”
GEN.11.5	Aka Rwoth oloro piny to neno tindi madwoŋ kodi ot acurcur ma wot ji oyido jogeto. 
GEN.11.6	Aka Rwoth owaco ni, “Neni, jobedo ji acel aka joluwo dhodhok acel kende; me nyaka cakirok ma gima jokidho timo. Jolacegin cako timo gima jomito je! 
GEN.11.7	Weyi wakidhi piny aka wanywow dhodhok pajo ŋey jokiri jowoniaŋere.” 
GEN.11.8	Ameno Rwoth okedho jo i piny gibe aka joweyo geto tindi madwoŋ. 
GEN.11.9	Riameno olwoŋi tindi madwoŋ no ni Babel rupiri kenyo Rwoth onywowo dhodhok ma piny gibe; aka kenyo Rwoth okedho ji i piny gibe.
GEN.11.10	Me nyikway Semu. Munyo Semu jaoro 100 onywol rigo wode Aripakisadi oro ario rumacen ma pi mikula; 
GEN.11.11	rumacen go okwo ma oro 500 aka olimo nyithindho man.
GEN.11.12	Munyo Aripakisadi jaoro piero adek g'abic, onywol rigo wode Sela 
GEN.11.13	rumacen go okwo ma oro 403 aka olimo nyithindho man.
GEN.11.14	Munyo Sela jaoro piero adek, onywol rigo wode Eber; 
GEN.11.15	rumacen go okwo ma oro 403 aka olimo nyithindho man.
GEN.11.16	Munyo Eber jaoro piero adek g'aŋwen onywol rigo wode Peleg; 
GEN.11.17	rumacen go okwo ma oro 430 aka olimo nyithindho man.
GEN.11.18	Munyo Peleg jaoro piero adek onywol rigo wode Reu; 
GEN.11.19	rumacen go okwo ma oro 209 aka olimo nyithindho man.
GEN.11.20	Munyo Reu jaoro piero adek g'ario, onywol rigo wode Serug; 
GEN.11.21	rumacen go okwo ma oro 207 aka olimo nyithindho man.
GEN.11.22	Munyo Serug jaoro piero adek, onywol rigo wode Nahor; 
GEN.11.23	rumacen go okwo ma oro 200 aka olimo nyithindho man.
GEN.11.24	Munyo Nahor jaoro piero ario g'abuŋwen onywol rigo wode Tera; 
GEN.11.25	rumacen go okwo ma oro 119 aka olimo nyithindho man.
GEN.11.26	Munyo Tera jaoro piero abirio, onywol rigo Abram, Nahor, kodi Haran.
GEN.11.27	Onyo me nyikway Tera. Tera oyido ba Abram, Nahor, Haran; aka Haran oyido ba Loti. 
GEN.11.28	Haran open tho ri bamere Tera i piny pere ma nywolirok, i Ur pa Jokaldin. 
GEN.11.29	Aka Abram onywomo Saray, aka Nahor onywomo Mika, nyar Haran, m'oyido bende obedo ba Isaka. 
GEN.11.30	Saray oyido kinywol; aka oyido ongoye gi nyithindho.
GEN.11.31	Tera okwanyo wode Abram, kodi nyakware Loti wod pa Haran, gi Saray ciwode to kanyacel joweyo Ur pa Jokaldin aka jokidho i piny Kanan to jobedo kenyo. 
GEN.11.32	Tera otho munyo jaoro 205.
GEN.12.2	Abino miyin nyikwayin kweth, aka jobino lokirok piny madwoŋ. Abino miyin silwany t'aloko nyingin madwoŋ, ŋey ibedi jasilwany. 
GEN.12.3	Abino miyo silwany jono ma jomiyin silwany; t'abino kwoŋo jono ma jokwoŋin. Aka wok kwoŋin piny je bino limo silwany.”
GEN.12.4	Ameno Abram okadho paka Rwoth owaco rigo; aka okadho gi Loti. Abram oyido jaoro piero abirio g'abic munyo oeye Haran. 
GEN.12.5	Abram okadho gi cege Saray, Loti wod p'omin, lim pere je m'oyido jotieko coko kodi ŋecin pere; aka joay kadho i piny Kanan.
GEN.12.5	Munyo jotundo i Kanan, 
GEN.12.6	Abram owotho i lowo no aka otundo i Kabedo Maleŋ i Sekem i tiendi yath maleŋ m'ilwoŋo ni More. I hongo no Jokanan oyido fodi jobedo i lowo no. 
GEN.12.7	Rwoth omenyere ri Abram aka owaco ni, “Ri nyikwayin, Abino miyo lowo me.” Ameno Abram ogeto kenyo ri Rwoth m'omenyere rigo migam. 
GEN.12.8	Rumacen okidho yupiny ma piny matendere yuwok ceŋ ma tindi madwoŋ Bethel aka ogero wema pere i dier Bethel yupodho ceŋ kodi Ay yuwok ceŋ. Kenyo go ogeto migam to lamo Rwoth. 
GEN.12.9	Aka Abram omedere ka kidho yupiny ma Kanan.
GEN.12.10	Onyo kec oyido nitie i Kanan; aka oyido kec swa ma Abram oloro piny i Misir bedo kenyo ma hongo moro. 
GEN.12.11	Munyo go cegin donjo Misir, owaco ri cege Saray ni, “Aŋeyo paka ibedo dhako maŋon swa anena; 
GEN.12.12	aka ka Jomisir jonenin jobino waco ni, ‘Me cege.’ Kenyo jobino nekan, to joweyin makwo. 
GEN.12.13	Waci nike ibedo nyamin an; kenyo ro in jokibino nekan aka to joteran maber.” 
GEN.12.14	Munyo joŋado kew to jodonjo i Misir, Jomisir joneno ni Saray oyido ŋon swa. 
GEN.12.15	Aka munyo jodhum pa Farawo joneno go, jopako go ri Farawo. Ameno oter go i cel pa kere pere. 
GEN.12.16	Aka ro Saray, Farawo otero Abram maber to miyo go rombo, diegi, dhok, punde, ŋecin, kodi ŋamia.
GEN.12.17	To rupiri Farawo oyido otero Saray, Rwoth odhiro thoyamo madwoŋ kwoŋ Farawo kodi ji pere i cel pa kere. 
GEN.12.18	Kenyo Farawo olwoŋo Abram aka openjo go ni, “Me aŋo m'itimo ran? Raŋo ikiwaco ran nike go oyido obedo cegin? 
GEN.12.19	Raŋo iwaco nike go nyamin in t'atero go paka dhako paran? Onyo ee dhako perin, ter go aka kadhi!” 
GEN.12.20	Aka Farawo omiyo cwo pere cik aka jotero Abram to joketho go woko ma Misir, kanyacel gi cege kodi kisi gim'oyido nitie gine.
GEN.13.1	Ameno Abram okadho yumalo wok Misir kodi cege gi kisi gimoro m'oyido nitie gine, to Loti kadho gine yupiny. 
GEN.13.2	Abram oyido oŋaŋ swa; nitie gi rombo, diegi, dhok, kiri gi feza gi zahabu. 
GEN.13.3	Kenyo go oeye kenyo aka okadho yo Bethel, i kabedo ma go oyido oger'iye wema pere i cakirok i dier Bethel gi Aya; 
GEN.13.4	kenyo go oyido oget'iye migam, aka olamo Rwoth kenyo.
GEN.13.5	Loti bende oyido nitie gi rombo, diegi, dhok, gi peco pere won kodi ŋecin. 
GEN.13.6	Ameno lowo oyido kirom jario bedo kanyacel rupiri oyido jonitie g'ogwaŋe madit. 
GEN.13.7	Aka dhaw ocakere i dier jokwath dhok pa Abram kodi jokwath dhok pa Loti. I hongo no Jokanan kodi Joperiz oyido fodi jobedo i lowo no.
GEN.13.8	Kenyo Abram owaco ri Loti ni, “Wabedo wade, aka kiripi ni cwo paran g'aperin jowodhaw. 
GEN.13.9	Riameno weyi wapokere. Yer adec ma lowo m'imito; aka an abino kadho racuc, to in ikadho racam.”
GEN.13.10	Loti otiŋo waŋe malo to neno milelo Yordan nger m'oyido nitie gi pi kweth paka ndelo pa Rwoth, paka lowo ma Misir yo Zowar. Me oyido mafodi Rwoth k'oreyo Sodom gi Gomora. 
GEN.13.11	Ameno Loti oyero milelo Yordan je rigo won, aka Loti okidho yuwok ceŋ; aka ameno apaka jario jopokere. 
GEN.13.12	Abram obedo i lowo ma Kanan, aka Loti i tindi madongo ma milelo aka ocoro wema pere kiri cegin gi Sodom. 
GEN.13.13	Onyo cwo ma Sodom oyido jokidakana, aka jotimo reco madongo kwoŋ Rwoth.
GEN.13.14	Rumacen munyo Loti otieko pokirok gi go, Rwoth owaco ri Abram ni, “Tiŋi waŋin malo, aka iŋiy maber gi kam'initie iye i kisi thenge. 
GEN.13.15	Kole lowo m'ineno no je abino miyin gi nyikwayin 
GEN.13.16	Abino miyin nyikwayin madit pa fukefuke ma lowo; ŋey ka nyatoro nyalo kwano fukefuke ma lowo, nyikwayin bende nyalo kwanere. 
GEN.13.17	Ay, iwothi i lowo gipi, rupiri akidho miyin gikululu.” 
GEN.13.18	Ameno Abram okodo wema pere, aka obino to bedo cegin gi olwa pa Mamire i Hebron; aka kenyo ogeto ri Rwoth migam.
GEN.14.1	Kerin aŋwen, Amirafel ma Babilon, Ariok kere ma Elasar, Kedorilaomer ma Elam, kodi Tidal ma Goyim 
GEN.14.2	jokidho lweny gi kerin abic man; Bera ma Sodom, Birisa ma Gomora, Sinab ma Adima, Semeberi ma Zeboyim, kodi kere ma Bela (meno Zowar). 
GEN.14.3	Kerin abic me oyido joriwere i milelo ma Sidim (nam ma cumbi). 
GEN.14.4	Jo oyido jonitie i dhum pa Kedorilaomer ma oro apar g'ario, to i oro mar'apar g'adek jokwero dhum pere gi mbaka. 
GEN.14.5	I oro mar'apar g'aŋwen Kedorilaomer obino gi kerin m'oyido nitie gine aka jokengila Refayim ma Asiteroth Karnayim, Zuzim ma Ham, Joemim ma Save Kiriathayim, 
GEN.14.6	kodi Johori i gote ma Edom, aka joriemo jo tundo kiri Elparan. 
GEN.14.7	Kenyo jowire aka jobino Kades to jomako piny pa Joamalek kodi apa Joamor m'oyido jobedo i Hazazon Tamar.
GEN.14.8	Kenyo kerin ma Sodom, Gomora, Adima, Zeboyim, kodi Bela jowok aka joriwere ri lweny i milelo ma Sidim aka jolwenyo 
GEN.14.9	gi kerin ma Elam, Goyim, Babilon, kodi Elasar; kerin abic gi kerin aŋwen. 
GEN.14.10	Milelo oyido opoŋ buce, aka munyo kerin ma Sodom gi Gomora jotemo ringo wok i lweny, jopodh'iye; to kerin adek ma jodoŋ joringo wi gote. 
GEN.14.11	Kerin aŋwen jokwanyo kisi gimoro i Sodom gi Gomora, kiri gi cemo to jokadho yo pajo. 
GEN.14.12	Loti wod p'omin Abram m'oyido bedo Sodom bende okadhi gine kiri gi lim pere.
GEN.14.13	To jacwo m'oyido okwale okidho to waco ri Abram Jayuda m'oyido bedo cegin gi yen pa Mamire Jamoor. Mare gi wutmin go Esikol gi Aner oyido joriwere gi Abram. 
GEN.14.14	Munyo Abram owinjo ni omaki wod p'omin paka jajiera lweny, olwoŋo kanyacel cwo ma jolweny i kambi pere, joje 318 aka joriemo kerin aŋwen kiri Dan. 
GEN.14.15	Kenyo go opoko cwo pere i kitipin, aka omonjo jakwor wor to kengila jo. Oriemo jo kiri Hoba, yumalo ma Damasiko 
GEN.14.16	aka odwoko gi gigipiny je m'oyido onyaga. Go bende odwoko gi wod p'omin gi lim pere, kanyacel gi mon kodi ji man.
GEN.14.17	Munyo Abram odwoko wok kikengila Kedorilaomer kodi kerin m'oyido nitie gi go, kere ma Sodom owok romo gi go i milelo ma Save (ma bende ilwoŋo ni milelo pa kere). 
GEN.14.18	Aka Melikizedek, m'oyido kere ma Salem aka bende jacway ri Were Madwoŋ Maloyo okelo mugat gi vini ri Abram, 
GEN.14.19	omiyo go silwany, aka owaco ni, “Weyi Were Madwoŋ Maloyo, m'ocweyo polo gi piny womiy Abram silwany 
GEN.14.20	Weyi Were Madwoŋ Maloyo m'omiyin loyo kwoŋ jokwor perin wopak!” Aka Abram omiyo Melikizedek acel wiy apar ma kisi gima jonyaga.
GEN.14.21	Kere ma Sodom owaco ri Abram ni, “Doŋ gi gigipiny, to miyan ji paran je.”
GEN.14.22	Abram odwoko ni, “Akwoŋere ruwaŋ Were Madwoŋ Maloyo, Jacwec ma polo gi piny, 
GEN.14.23	nike akibino kwanyo uzi kosa thol ngato kosa gimoro perin je nyaka iwaci ni, ‘Aŋat'amiyo Abram bedo m'oŋaŋ’ 
GEN.14.24	Akibino kwanyo gimoro je, kwanyo woko gima cwo paran jocamo. To weyi Aner, Esikol, kodi Mamire jowokwany pok pajo.”
GEN.15.1	Rumacen ma gigipiny me, wac pa Rwoth obino ri Abram i menyirok ni, “Ikir'ilwor Abram, abedo kwot perin, kemba perin bino bedo madwoŋ.”
GEN.15.2	To Abram odwoko ni, “Awi Rwoth Were, aŋo m'inomiyan m'angoye gi nyathi, aka Elieza ma Damasiko ama lalunjo peco paran? 
GEN.15.3	Neni, ikimiyan nyithindho, aka ŋeca m'onywol i ot paran ama lalunjan.”
GEN.15.4	Aka neni, wac pa Rwoth obino rigo ni, “Ŋeca me Elieza ama kilalunjin; wodin won ama lalunjin.” 
GEN.15.5	Rwoth otero go woko aka owaco ni, “Ŋiy pondeponde, aka kwan micalin, k'inyalo kwano jo; ameno apaka nyikwayin jolabedo.”
GEN.15.7	Kenyo Rwoth owaco rigo ni, “An abedo Rwoth m'otelin wok Ur i Babilon, bino miyin lowo me paka aperin.”
GEN.15.8	To Abram openjo ni, “Awi Rwoth Were, anoŋey nedi ni bino bedo aparan?”
GEN.15.9	Rwoth odwoko ni, “Keli ran rwath dhiaŋ ma jaoro adek, diel, gi rombo, joje ma jo oro adek, kodi akuru gi njiwa.” 
GEN.15.10	Aka Abram okelo ogwaŋe mere to ŋado i diere, aka oketho kisi adec to ŋiyo nyawote; to winyin mere go k'oŋado. 
GEN.15.11	Acut jobino kwoŋ delkwoŋ jo, to Abram oriemo woko jo.
GEN.15.13	Kenyo Rwoth owaco rigo ni, “Ŋey adieri nike nyikwayin jobino bedo i lowo pa jopath i lowo ma k'obedo apajo, aka jobino bedo ŋecin t'itero jo gi gwayo ma oro 400. 
GEN.15.14	T'abino thumo banja ri piny ma jolatic rigo, aka rumacen jobino wok gi lim madwoŋ. 
GEN.15.15	To ri in mere, ibino tho i oro m'otegino, i siem t'iyikin. 
GEN.15.16	Aka jobino dwoko ka i luse mar'aŋwen; rupiri Joamor fodi jok'otimo kidakana ma joripo limo gir'acula.”
GEN.15.17	Munyo waŋceŋ otieko podho, aka piny oyido col, neni, dak manitie mac ma yiro wok'iye kodi cuk mac oluwo i dier mumin mar'ogwaŋe. 
GEN.15.18	I ndelo no Rwoth otimo cikirok gi Abram ka waco ama: Ri nyikwayin abino miyo lowo me, wok i malawa ma Misir tundo i malawa madwoŋ, Yufrete, 
GEN.15.19	lowo pa Jokena, Jokeniz, Jokadimon, 
GEN.15.20	Johiti, Joperiz, Jorefayim, 
GEN.15.21	Joamor, Jokanan, Jogirigas, kodi Joyebus.
GEN.16.1	Onyo Saray, cipa Abram oyido k'onywol nyithindho. To oyido nitie gi ŋeca ma Jamisir m'ilwoŋo ni Hagar. 
GEN.16.2	Aka Saray owaco ri Abram ni, “Neni pama, Rwoth ocieran nywol. Raŋo ikibedi gi ŋeca paran? Nyalo bedo ni anyalo limo nyithindho luwo i go.” Aka Abram oyere gi gima Saray owaco. 
GEN.16.3	Ameno rumacen ma Abram bedo i Kanan ma oro apar, Saray, cipa Abram okwanyo Hagar Jamisir ŋeca pere, aka omiyo Abram paka cege. 
GEN.16.4	Abram onindo gi Hagar, aka ogamo iye. Munyo Hagar oniaŋ nike yac, ocako noro to cayo Saray.
GEN.16.5	Aka Saray owaco ri Abram ni, “Obedo komo perin ka Hagar cayan. An won aŋat'amiyin ŋeca paran; aka cuka go niaŋ ni ogamo iye, oŋiyan gi cay. Weyi Rwoth wothum banja i dier an kodin!”
GEN.16.6	To Abram owaco ri Saray ni, “Neni, ŋeca perin nitie i meni perin, tim gi go gim'imito.” Kenyo Saray otero Hagar gi gero to Hagar ringo.
GEN.16.7	Malaika pa Rwoth onwaŋo Hagar cegin gi waŋ pi ma mol i thim i yo ma kidho Sur. 
GEN.16.8	Aka owaco ni, “Hagar ŋeca pa Saray, iwok yukune aka ikidho kune?”
GEN.16.8	Hagar odwoko ni, “Aringo kwoŋ dhakodwoŋ paran.”
GEN.16.9	Malaika pa Rwoth owaco rigo ni, “Gik bongi dhakodwoŋ perin, aka ibedi ŋeca pere. 
GEN.16.10	Abino miyin nyikwayin kweth m'ongoye ŋata bino nyalo kwano jo. 
GEN.16.11	Neni, ikidho nywolo wodin, aka ilacwoko nyinge ni Isimayil;
GEN.16.12	To wodin bino bedo paka punda madudi. Go bino gwenyirok gi kisi nyatoro, aka kisi nyatoro bino gwenyirok gi go. Go bino bedo bor gi wade pere.”
GEN.16.13	Ameno Hagar olwoŋo Rwoth m'oluwo gi go ni, “Were ma Neno.” Ato go owaco ni, “Adieri aneno Were aka fodi doko akwo rumacen ma neno go!” 
GEN.16.14	Riameno waŋ pi no olwoŋi ni Berlahayroi
GEN.16.15	Hagar onywolo ri Abram wode, aka Abram ocwoko nyinge ni Isimayil. 
GEN.16.16	Abram oyido jaoro piero aboro g'aucel i hongo no.
GEN.17.1	Munyo Abram jaoro piero abuŋwen g'abuŋwen, Rwoth omenyere rigo aka owaco rigo ni, “An Were Majameni je; winjan, aka noknok tim gi tiro. 
GEN.17.2	Abino timo cikirok paran i dier an kodin, t'amiyin nyikwayin kweth.” 
GEN.17.3	Kenyo Abram okule piny gi nyime; aka Were owaco rigo ni, 
GEN.17.4	“Neni, atimo cikirok me kodin: Acikin n'ibino bedo kwari nonin kweth. 
GEN.17.5	Doko nyingin k'olwoŋ ni Abram, to ni Abraham
GEN.17.6	Abino miyin nyikwayin kweth, aka megi jobino bedo kerin. Ibino bedo gi nyikwayin kweth aka jobino timo nonin.”
GEN.17.8	Abino miyin gi nyikwayin lowo ma kama pama ibed'iye japath. Lowo je ma Kanan bino bedo apa nyikwayin cil gi cil; aka abino bedo Were pajo.”
GEN.17.9	“Paka ri in, ilakuro cikirok paran kodin, in kiri gi nyikwayin i luse ma yuwaŋe. 
GEN.17.10	Me a cikirok paran ma in gi nyikwayin wiripo kuro; kisi jacwo ripo thumirok. 
GEN.17.11+GEN.17.12	Wok pama kadho yuwaŋe wiripo thumo kisi nyathi majayac ka ja ndelo aboro, kiri gi ŋecin m'onywol pecin mewin, kodi ŋecin m'onyew wok bongi jopath. Me bino bedo ranyuth ma cikirok i dier win kodan. 
GEN.17.13	Kisi nyatoro ripo thumirok, aka me bino bedo ranyuth ma neno ni cikirok paran kodin obedo ma cil gi cil. 
GEN.17.14	Jacwo moro je ma k'othumere k'okwanere paka acel kwoŋ ji paran, rupiri go k'okuro cikirok kodan.”
GEN.17.15	Aka Were owaco ri Abraham ni, “Paka ri Saray cegin, wok pama nyingi go obedo Sara. 
GEN.17.16	Abino miyo go silwany, aka abino miyin wodin luwo i go. Abino miyo go silwany aka go bino bedo yok piny kweth; kerin jobino wok kwoŋ go.”
GEN.17.17	Kenyo Abraham okule piny gi nyime aka onyero to waco ni, “Jacwo bende nyalo limo nyathi munyo jaoro 100? Sara nyalo nywolo nyathi i oro piero abuŋwen?” 
GEN.17.18	Aka Abraham owaco ri Were ni, “Raŋo ikiwey Isimayil wolunjan?”
GEN.17.19	To Were owaco ni, “Be, cegin Sara bino nywolo rin wodin, aka ibino cwoko nyinge ni Isaka. Abino timo cikirok paran gi go paka cikirok ma cil gi cil ri nyikwaye. 
GEN.17.20	Paka ri Isimayil, atieko winjo kwac perin; neni, abino miyo go silwany t'amiyo go nyithindho kweth gi nyikwaye kweth. Go bino bedo ba wot kere apar g'ario, aka alatimo piny madwoŋ wok i go. 
GEN.17.21	T'abino timo cikirok paran gi Isaka, ma Sara lanywolo rin i hongo me i oro ma bino.”
GEN.17.22	Munyo Were otieko luwo gi Abraham, okadho.
GEN.17.23	Kenyo Abraham okwanyo wode Isimayil, ŋecin ma cwo m'onywol i ot pere gi m'onyew gi pesa kodi cwo je ma ot pere aka othumo jo. 
GEN.17.24	Abraham oyido jaoro piero abuŋwen g'abuŋwen munyo othum go, 
GEN.17.25	aka Isimayil oyido jaoro apar g'adek. 
GEN.17.26	Joje jothumere i ndelo acel, 
GEN.17.27	kanyacel gi ŋecin ma ot pa Abraham.
GEN.18.1	Rwoth omenyere ri Abraham kama go oyido obed'iye i tiendi olwa pa Mamire. Abraham oyido obedo i dhiot ma wema pere i lietho ma ndelo. 
GEN.18.2	Otiŋo waŋe malo aka oneno cwo adek jocungo i nyime. Tekin go neno jo, oringo wok i dhiot ma wema kidho jolo jo, aka obwonere to kule piny 
GEN.18.3	to waco ni, “Rwoth paran, k'inen anwaŋo wor ruwaŋin, ikir'ikali ŋeca perin. 
GEN.18.4	Weyi wokel nyaka pi mathi ilwoki tiendin, aka iywomere i tiendi yath me, 
GEN.18.5	k'aomo ye cemo moro, ŋey wodwoki rin meni aka nyaka imedere gi woth perin paka itieko bino bongi ŋeca perin.”
GEN.18.5	Jodwoko ni, “Tim paka iwaco.”
GEN.18.6	Abraham oredo i wema aka owaco ri Sara ni, “Kwany piyo kutiya ma moko perin maber, aka itedi mugat.” 
GEN.18.7	Aka Abraham doko oyombere i kigo dhok pere, okwanyo rwath macwe, aka omiyo ŋeca pere m'oredo yiko. 
GEN.18.8	Kenyo go okwanyo mo dhiaŋ, cak, gi rwath m'oyido oyiki, aka oketho ruwaŋ jo; aka go ocungo cegin gi jo munyo jocemo.
GEN.18.9	Kenyo jopenjo go ni, “Nikune dhako perin Sara?”
GEN.18.9	Abraham odwoko ni, “Go nitie i wema.”
GEN.18.10	Sara oyido winjo i dhiot wema yuŋey go 
GEN.18.11	Onyo Abraham gi Sara oyido jotieko ti, aka Sara oyido otieko weyo neno dwe. 
GEN.18.12	Ameno Sara onyero ka waco ama: Pama atieko ti, aka cworan bende oti, fodi bende anyalo winjo cwe ma bedo gi cworan!
GEN.18.13	Kenyo Rwoth openjo Abraham ni, “Raŋo Sara onyero to waco ni, ‘Bende anonywol nyathi majayac!’ 
GEN.18.14	Nitie gimatek ri Rwoth? I hongo m'oyerere abino dwoko bongin i oro ma bino, aka Sara bino bedo gi nyathi majayac.”
GEN.18.15	To rupiri Sara oyido lworo omako, okwedere ka waco ni, “Akinyero.”
GEN.18.15	Rwoth odwoko ni, “Be, inyero.”
GEN.18.16	Kenyo cwo no joay, aka joŋiyo yu Sodom, to Abraham bende kadho gi jo kwaŋo jo i yo pajo. 
GEN.18.17	To Rwoth waco ni, “Akibino kano kwoŋ Abraham gim'acegin timo, 
GEN.18.18	rupiri aneno ni go bino lokirok nono madwoŋ aka manitie meni, aka nonin je ma piny jobino limo silwany luwo i go. 
GEN.18.19	Atieko yero go ni wogwok nyithindho pere gi nyikwaye luwo yo pa Rwoth ka jotimo tiro, ŋey Rwoth wokel rigo gim'otieko ciko.”
GEN.18.20	Kenyo Rwoth owaco ri Abraham ni, “Rupiri iasa ywak gi Sodom kodi Gomora, aka reco pajo dwoŋ, 
GEN.18.21	abino loro neno k'inen jotimo paka iywaki gi jo; aka ka be, abino ŋeyo.”
GEN.18.22	Kenyo cwo ario jowire wok kenyo, aka jokidho yu Sodom; to Abraham medere cungo ruwaŋ Rwoth 
GEN.18.23	Kenyo Abraham ocore cegin to penjo Rwoth ni, “Inorey adieri jom'otire kanyacel gi jokidakana? 
GEN.18.24	To k'obedi ji piero abic ma jotire i tindi madwoŋ, inorey tindi madwoŋ gibe? Ik'owey tindi madwoŋ ro ji piero abic ma jotire ma jonitie i iye? 
GEN.18.25	Wobedi bor kodin timo nger gino, neko jom'otire kanyacel gi jokidakana, aka jom'otire jolimi gir'acula kanyacel gi jokidakana! Gino wobedi bor kodin! Jathum banja ma piny gibe k'otimi gim'otire!”
GEN.18.26	To Rwoth waco ni, “K'anonwaŋ ji piero abic ma jotire i Sodom, akibino reyo woko tindi madwoŋ gibe ro jo.”
GEN.18.27	Abraham odwoko ni, “Mondo cwaki ran ro miseni paran medo luwo kodin Rwoth, an ma bedo fukefuke gi buru. 
GEN.18.28	To poyo kwoŋ ji piero abic ma jotire no, orem ji abic, inorey woko tindi madwoŋ gibe ro ji abic ma jongoye no?”
GEN.18.28	Rwoth odwoko ni, “Akibino reyo woko k'anonwaŋ ji piero aŋwen g'abic ma jotire.”
GEN.18.29	Doko Abraham oluwo gi Rwoth to waco ni, “To k'inonwaŋ ji piero aŋwen ma jotire kenyo?”
GEN.18.29	To Rwoth dwoko ni, “Ro ji piero aŋwen no, akibino timo.”
GEN.18.30	Kenyo Abraham owaco ni, “Weyi Rwoth wokiri womaki kodan nge, t'alaluwo. To k'inonwaŋ ji piero adek ma jotire kenyo?”
GEN.18.30	Rwoth odwoko ni, “Akibino timo k'anonwaŋ ji piero adek.”
GEN.18.31	Abraham owaco ni, “Mondo cwaki ran ro miseni paran ma medo luwo kodin Rwoth. To k'inonwaŋ ji piero ario kenyo?”
GEN.18.31	Rwoth odwoko ni, “Ro ji piero ario no, akibino reyo woko Sodom.”
GEN.18.32	Kenyo Abraham owaco ni, “Weyi Rwoth wokiri womaki nge, t'alaluwo doko macowe. To k'inonwaŋ ji apar kenyo?”
GEN.18.32	Rwoth odwoko ni, “Ro ji apar no akibino reyo woko.” 
GEN.18.33	Munyo Rwoth otieko luwo gi Abraham, to kadho rigo, to Abraham dok peco pere.
GEN.19.1	Jomalaika ario jobino Sodom othieno, aka Loti oyido obedo i waŋkac ma tindi madwoŋ. Munyo Loti oneno jo, oay to kidho romo gi jo, aka okulo wiye piny 
GEN.19.2	to waco ni, “Jodongo paran, mondo akwayo winindi i ot pa ŋeca mewin wor me; ŋey wilwok tiendi win, aka wiay con to wikadho yo mewin.”
GEN.19.2	Jodwoko ni, “Be, wabino nindo i yo.”
GEN.19.3	To Loti medere ywak rijo swa, aka jowire bonge to jodonjo i ot pere. Loti otimo rijo kalima, aka otedo rijo mugat ma buthow to jocamo.
GEN.19.4	To munyo fodi jok'odonjo nindo, cwo je ma tindi madwoŋ, cwo ma Sodom, mathindho gi m'otegino je jobino to jothoko ot 
GEN.19.5	to jolwoŋo Loti ni, “Nikune cwo ma jobino bongin othieno me? Wodhi riwan jo, ŋey wanindi gi jo.”
GEN.19.6	Loti okidho woko bongi jo, aka ocego thigo yuŋeye 
GEN.19.7	to waco rijo ni, “Akwayo win wutmera, wikiri witim gikidakana no! 
GEN.19.8	Neni, anitie gi nyir paran ario mafodi jokuya cwo; weyi awodhi riwin jo, aka witim gi jo gima cuny wimito. To wikiri witim gimoro ri cwo me, rupiri jobino i ot paran.”
GEN.19.9	To jowaco ni, “Ngoye woko ruwaŋ wan, in japath bende inowaci riwan gir'atima! Ere onyo wabino tiyo kodin ayin marac loyo jo.” Kenyo jodhiro Loti cen, aka jocore cegin turo thigo. 
