MAT.1.1	In se tocayomej de itajhuehuentzitzihuan Jesucristo yejhuan teicniu itech David niman Abraham. 
MAT.6.1	’Xmotacan sa no nemejhuamej, ma ca nenquichihuasquej on tlen cuajli imixpan on tlacamej san para yejhuamej ma mechitacan tlen nenquichihuaj. Tla ijqui nenquichihuaj, on nemoTajtzin ilhuicac chanej xitlaj
MAT.6.2	’Yejhua ica, ijcuac nenquimpalehuisquej on yejhuan quimpolojticaj, ma ca xpantlantican quen quichihuaj on omexayacyejquej ne ipan on tiopantin niman ipan calles. Yejhuamej quichihuaj san para on tlacamej ma quintlacaitacan. Pero nejhua ica tlen melahuac nemechijlia ica san yejhua ica on tlen quichihuaj ye quipiaj intetlayocolil. 
MAT.6.3	Pero ijcuac nemejhuamej itlaj ica nenquimpalehuisquej on yejhuan quimpolojticaj, hasta yejhua on yejhuan sanoyej
MAT.6.4	Yej xchihuacan san ichtaca
MAT.6.5	’Niman ijcuac nenquichihuasquej oración, ma ca xchihuacan quen on omexayacyejquej quichihuaj. Yejhuamej cuelitaj notelquetzaj para quichihuaj oración ne ijtic on tiopantin niman ipan iesquinas on calles, san para on tlacamej ma quintacan tlen quichihuaj. Ica tlen melahuac, tej, nemechijlia ica san yejhua ica on tlen quichihuaj ye quipiaj intetlayocolil. 
MAT.6.6	Pero ijcuac nemejhuamej nenquichihuasquej oración, xcalaquican nemocalitic, xtzacuacan nemotlatzacuilyo
MAT.6.7	’Ijcuac nenquichihuasquej oración, ma ca miyecpa sa no yejhua tlajtojli nenquijtosquej yejhuan xitlaj ica mechpalehuis, quen quichihuaj on xhebreos. Yejhuamej quinemiliaj ica Dios quincaqui pampa huejhueyac inoración quichihuaj. 
MAT.6.8	Ma ca, tej, xchihuacan quen yejhuamej pampa on nemoTajtzin ye quimatzticaj tlinon nemejhuamej mechpolohua ijcuac xe nenquitlajtlaniaj. 
MAT.6.9	Yejhua ica, tej, ijquin xchihuacan oración:
MAT.6.9	ToTajtzin aquin tinemi ne ilhuicac, ma mitzyectenehua nochi tlacatl.
MAT.6.10	Ma huajla on tonaltin ijcuac ticmandaros nochi tlacatl. Ipan in tlalticpactli on tlacamej ma quichihuacan on tlen ticnequi ijcon quen nochihua ne ilhuicac.
MAT.6.11	Aman xtechmaca tlen ticuasquej on yejhuan mojmostla ica tipanotoquej.
MAT.6.12	Niman xtechtlapojpolhuili totlajtlacolhuan ijcon quen tejhuamej tiquintlapojpolhuiyaj on yejhuan tlajtlamach
MAT.6.13	Niman xtechpalehui para ma ca titlajtlacosquej, yej xtechejcuanilij nochi tlen xcuajli. Timitztlajtlaniliaj yejhua in pampa ticpia tequihuajyotl, niman poder, niman hueyilistli para nochipa. Amén.
MAT.6.14	’Tla nenquintlapojpolhuisquej ocsequimej ica on tlen xcuajli mechchihuiliaj, nemoTajtzin ilhuicac chanej no mechtlapojpolhuis. 
MAT.6.15	Pero tla on ocsequimej xnenquintlapojpolhuiliaj on tlen xcuajli mechchihuiliaj, nemoTajtzin no xmechtlapojpolhuilis on tlen xcuajli onenquichijquej.
MAT.6.16	’Ijcuac nemejhuamej nemosahuasquej, ma ca xtlalican nemoxayac ican ajmantli quen quichihuaj on omexayacyejquej. Yejhuamej, tej, ijcon quichihuaj san para on tlacamej ma quitacan ica yejhuamej nosautoquej. Ica tlen melahuac nemechijlia ica san yejhua ica on tlen quichihuaj ye quipiaj intetlayocolil. 
MAT.6.17	Pero nemejhuamej ijcuac nemosahuasquej, cuajli xmixamican niman xmopeinarocan. 
MAT.6.18	Ijcon on tlacamej xquitasquej ica nemosautoquej, yej san nemoTajtzin yejhuan xnesticaj quimatis. Yejhua quitas tlinon nenquichtacachihuasquej, niman yejhua mechmacas nemotetlayocolil yejhuan nochimej quimatisquej.
MAT.6.19	’Ma ca xsentlalican nemorriquezas nican ipan in tlalticpactli campa on pochahuistli quijtlacohua niman nochi on tlajtlamach san ixpolihui, niman campa on ichtequej calaquij niman tlachtequij. 
MAT.6.20	Yej xsentlalican nemorriquezas ne ilhuicac campa on pochahuistli xqueman tlaijtlacohua, niman nochi on tlajtlamach xqueman ixpolihui, niman on ichtequej xqueman calaquij para tlachtequij. 
MAT.6.21	Tej, campa nemejhuamej nenquipiasquej nemorriquezas, no ompa onyas nemoyojlo.
MAT.6.22	’Ijcuac nemotlamachilis cajsicamati on tlen cuajli para nenquichihuasquej, yejhua nochihua itlahuil nemoalma. 
MAT.6.23	Pero tla nemotlamachilis xcajsicamati on tlen cuajli para nenquichihuasquej, nemoalma quipia tlayohualyotl. Niman xoncaj ocse tlayohualyotl yejhuan más capostic
MAT.6.24	’Xacaj hueli quintequichihuilia omemej tecomej, pampa se quitlajsojtlas
MAT.6.25	’Yejhua ica, tej, nemechijlia: Ma ca xcomatztiacan on tlen nenquicuasquej niman on tlen nenconisquej, nion nemotlaquen yejhuan mojmostla mechpolojticaj. ¿Tlen xnenquimatij ica on nemilistli más hueyi quijtosnequi xquen yejhua on tlacuajli, niman on tlalnacayotl más hueyi quijtosnequi xquen yejhua on tlaquentli? 
MAT.6.26	Xquintacan on totomej yejhuan patlantinemij ne ipan ajacatl. Yejhuamej xtocaj nion pixcaj, nion quejehuaj ipan se cuescontli on tlen quicuasquej. Niman xcahua, tej, on nemoTajtzin ilhuicac chanej quinmacaticaj tlen quicuaj. ¿Tlica
MAT.6.27	¿Niman aquinon masqui sa itlaj comatztias, huelis ocse tlajco metro más notlaquechilis?
MAT.6.28	’¿Niman tlica sa nencomatztoquej on nemotlaquen? Cuajli xquintacan quen ijqui noscaltiaj on xochimej ne ipan tepetl. Yejhuamej xtequitij nion quichijchihuaj intlaquen. 
MAT.6.29	Pero nejhua nemechijlia ica on rey Salomón xqueman onotlaquentij quen se de yejhua on xochitl masqui sanoyej onocualnextij ica on yejhuan patio itlaquehuan. 
MAT.6.30	¡Oh! nemejhuamej yejhuan xmás nenquineltocaj Dios, tla on xojtli yejhuan quen aman in oncaj ipan tepetl, Dios ijqui quitlaquentia niman huajmostla quitlatiaj, ¿tlen xmás mechtlaquentis nemejhuamej? 
MAT.6.31	Yejhua ica, ma ca xcomatztiacan nenquijtosquej: “¿Tlinon ticuasquej? noso ¿tlinon ticonisquej? noso ¿tlinon ica titotlaquentisquej?” 
MAT.6.32	On yejhuan xhebreos quitejtemohuaj nochi yejhua in tlajtlamach. Pero nemoTajtzin ilhuicac chanej quimatzticaj ica nochi yejhua in mechpolohua. 
MAT.6.33	Pero achtopa xnequican para nenquichihuasquej nochi on tlen Dios mechnahuatia niman no xnequican cuajli nennemisquej quen yejhua nemi. Tla ijcon nenquichihuasquej, Dios mechmacas nochi tlen mechpolohua. 
MAT.6.34	Ma ca xcomatztiacan on tlen mostla nochihuas, pampa cada tonajli ye oncaj tlen nenquiselisquej yejhuan ica nemocahuasquej. Cada tonajli, tej, nenquipiasquej problemas san quech huelis nenquixicosquej.
MAT.7.1	’Ma ca queman xquinmistlacocan ocsequimej para ijcon Dios no xmechistlacos, 
MAT.7.2	pampa tla nemejhuamej nentetlajtlacoltisquej, Dios no mechtlajtlacoltis. Niman quech nemejhuamej ica nentetlajtlacoltisquej, Dios no sa no ijqui ica mechtlajtlacoltis. 
MAT.7.3	¿Quen ijqui, tej, hueli tiquita on quesqui tlajtlacojli yejhuan quichihua se mocniu niman xtiquita on miyec tlajtlacojli yejhuan tejhua ticchihua? 
MAT.7.4	Noso, ¿quen ijqui hueli tiquijlia mocniu: “Ma nimitzcajcahualti on quesqui tlajtlacojli”, ijcuac tejhua ticpia miyec tlajtlacojli? 
MAT.7.5	¡Omexayacyej! Achtopa xcajcahua on miyec tlajtlacojli yejhuan ticpia, niman ijqui huelis ticajcahualtis mocniu on quesqui tlajtlacojli yejhuan yejhua quipia.
MAT.7.6	’On tlen chipahuac ma ca xquinmacacan on tlacamej yejhuan sanoyej
MAT.7.7	’Xtlajtlanilican Dios on tlen mechpolohua, niman yejhua mechmacas. Xtejtemocan on tlen mechpolohua, niman nenquinextisquej. Xtetepinican on tlatzacuilyotl
MAT.7.8	Ijcon xchihuacan, pampa yejhuan quitlajtlani quiselia, niman yejhuan quitejtemohua quinextia, niman yejhuan quitetepinia on tlatzacuilyotl, quitlatlapohuiliaj.
MAT.7.9	’¿Tlen nemotzajlan nemi se yejhuan noyolchicahuas para quimacas iconeu se tetl ijcuac quitlajtlanilis se tlaxcajli? 
MAT.7.10	¿Noso quimacas se cohuatl ijcuac quitlajtlanilis se michin? 
MAT.7.11	Aman, tej, tla nemejhuamej yejhuan xnencuajcualtin tlacamej nenquimatij quen cuajli nenquinmacasquej nemoconehuan tlajtlamach
MAT.7.12	’Ijcon, tej, xquinchihuilican ocsequimej nochi on tlajtlamach tlen nemejhuamej nenquinequisquiaj ma mechchihuilican ocsequimej, pampa nochi on itlanahuatil Moisés niman nochi on yectlajcuilotin yejhuan on tiotlajtojquej oquijcuilojquej yejhua tlanahuatia.
MAT.7.13+MAT.7.14	’Oncaj se ojtli yejhuan tehuica ne mictlan campa tetlajyohuiltiloyan, niman ocse yejhuan tehuica ne ilhuicac campa oncaj on nemilistli yejhuan para nochipa. Ne campa pehua on ojtli yejhuan tehuica ne mictlan oncaj se tlatzacuilyotl
MAT.7.15	’Xmotacan sa no nemejhuamej intech on tlacajcayajquej tiotlajtojquej yejhuan quijtohuaj tenojnotzaj ican itemachtil Dios. Yejhuamej huajlahuij nemotech, niman nesij quen cuajli tlacamej, pero quinequij quixoxotonisquej nemotlaneltoc. 
MAT.7.16	Nemejhuamej huelis nenquintasquej tla tlacajcayajquej noso ca ica on tlen quichihuaj. Tej, xqueman notequi uvas ipan on huitzcojtin, nion higos ipan on xicojhuitztin. 
MAT.7.17	Ijcon, tej, nochi tlen cuajli cojtlaquijlyotl quipia cuajli itlaquilyo, niman nochi tlen xcuajli cojtlaquijlyotl quipia xcuajli itlaquilyo. 
MAT.7.18	On cuajli cojtlaquijlyotl xhuelis quipias xcuajli itlaquilyo, nion on xcuajli cojtlaquijlyotl xhuelis quipias cuajli itlaquilyo. 
MAT.7.19	Niman nochi cojtlaquijlyotl yejhuan xcuajli quipia itlaquilyo quitzontequij niman quitlatiaj. 
MAT.7.20	Yejhua ica, tej, huelis nenquintasquej tla tlacajcayajquej noso ca ica on tlen quichihuaj.
MAT.7.21	’Xnochimej on yejhuan nechijliaj: “NoTeco, noTeco”, calaquisquej ne campa noTajtzin ilhuicac chanej tlamandarohua, yej san yejhuamej on yejhuan quichihuaj on tlen quinequi noTajtzin ilhuicac chanej. 
MAT.7.22	Ijcuac yejcos on tonajli para Dios quitlaxtlahuilis nochi tlacatl, miyequej nechijlisquej: “NoTeco, noTeco, tejhuamej otitemachtijquej ican motocatzin, niman ican motlanahuatil otictequixtilijquej on xcuajcualtin espíritus, niman ican motocatzin oticchijquej miyec milagros.” 
MAT.7.23	Pero ijcuacon niquimijlis: “Xqueman onemechixmat. Xnechtlalcahuican nemejhuamej yejhuan nenquichihuaj on tlen xcuajli.”
MAT.7.24	’Nochimej on yejhuan nechcaquij niman quichihuaj on tlen nejhua niquijtohua, yejhuamej quen on tlacatl tlajmatqui yejhuan oquitlalij ical ipan se tepetlatl yejhuan tilahuac niman chicahuac. 
MAT.7.25	Opeu quiahui, ohuejhueyiyaquej on atepeyamej
MAT.7.26	Pero nochimej on yejhuan nechcaquij niman xquichihuaj on tlen nejhua niquijtohua, yejhuamej quen on tlacatl xtlajmatqui yejhuan oquitlalij ical ipan xajli. 
MAT.7.27	Opeu quiahui, ohuejhueyiyaquej on atepeyamej, niman opeu temojtij tlahuitequi on ajacatl ipan on cajli. On cajli ohuetz, niman sanoyej temojtij quen oxoxoton.
MAT.7.28	Jesús otlan tlajtlajtohua niman on tojlan sanoyej mojcatlachaya ica on tlen yejhua quimijliaya, 
MAT.7.29	pampa yejhua temachtiaya ican itlanahuatil Dios, niman xijqui quen on temachtijquej ican tlanahuatijli temachtiayaj.
MAT.8.1	Ijcuac Jesús ohuajtemoc ne ipan tepetl, miyec tlacatl oquicuitlapanhuij. 
MAT.8.2	Niman se cocoxqui yejhuan quipiaya on cualolistli itoca lepra oquinisihuij Jesús. Ijcuac oquinisihuij, ixpan onotlacuenquetz, niman oquijlij:
MAT.8.2	―Señor, tla ticnequi, huelis tinechpajtis.
MAT.8.3	Ijcuacon Jesús oquimatocac, niman oquijlij:
MAT.8.3	―Nicnequi. Xpajti aman.
MAT.8.3	Ijcuac yejhua ijcon oquijtoj, inacayo on tlacatl nimantzin opajtic. 
MAT.8.4	Niman Jesús oquijlij:
MAT.8.4	―Xcaqui tlin timitzijlis. Ma ca yacaj tiquijlis on tlen onicchiu. Yej san xhuiya niman xmoteititi ne itech on tiopixqui para mitzitas ica xoc ticualo, niman xcuentlali on tlen Moisés otenahuatij para on tlacamej quitasquej ica yotipajtic.
MAT.8.5	Ijcuac Jesús ocalac ne ipan on pueblo itoca Capernaum, se capitán romano oquinisihuij niman oquitlajtlanilij se favor. 
MAT.8.6	Niman ijquin oquijlij:
MAT.8.6	―NoTeco, notequichihuilijcau nemi ipan tlapechtli ne nochan. Yejhua sepojtoc, niman sanoyej
MAT.8.7	Jesús oquijlij:
MAT.8.7	―Nejhua nias nicompajtis.
MAT.8.8	Pero on capitán oquijlij:
MAT.8.8	―NoTeco, nejhua xnechmelahua
MAT.8.9	Ijcon nochihuas pampa nejhua no nicmati quen niquintlacamati on yejhuan nechmandarohuaj, niman nejhua no niquimpia soldados yejhuan nechtlacamatij ijcuac niquinmandarohua. Ijcuac se nicnahuatia canaj ma huiya, yau. Ijcuac ocse niquijlis ma huajla, huajlau. Niman ijcuac on notequichihuilijcau nicnahuatia itlaj ma quichihua, quichihua.
MAT.8.10	Ijcuac Jesús ijcon ocac, oquitlatlachaltij, niman oquimijlij on yejhuan cuicatiayaj:
MAT.8.10	―Ica tlen melahuac nemechijlia ica nion se hebreo xqueman niquita sanoyej tlaneltoca quen yejhua in tlacatl. 
MAT.8.11	Nejhua nemechijlia ica miyequej xhebreos nochihuiyan ipan in tlalticpactli hualehuasquej, niman notlalisquej para tlacuasquej ihuan Abraham, Isaac niman Jacob ne campa Dios ilhuicac chanej tlamandarohua. 
MAT.8.12	On hebreos nonequi calaquisquej ne campa Dios tlamandarohua, pero xcalaquisquej. Yej quinhuajxinisquej ipan tlayehuajlotl campa chocasquej niman notlantisisquej.
MAT.8.13	Quemaj Jesús oquijlij on capitán:
MAT.8.13	―Xhuiya ne mochan niman on tlen oticneltocac ijqui nochihuas.
MAT.8.13	Niman quemaj nimantzin on itequichihuilijcau on capitán opajtic.
MAT.8.14	Jesús oyaj ichan Pedro, niman ompa oquitac imonan Pedro onoc ipan itlapech ican totonqui
MAT.8.15	Jesús oquitzquilij ima, niman ijqui ocau on totonqui. Quemaj yejhua onoquetzteu niman opeu quintlacualtia.
MAT.8.16	Ijcuac otlayohuac, oquinhuajhuicaquej itech Jesús miyequej tlacamej yejhuan quipiayaj on xcuajcualtin espíritus niman ocsequimej cocoxquej. Niman ican itlanahuatil oquinquixtilij on espíritus, niman no oquimpajtij nochimej on cocoxquej. 
MAT.8.17	Yejhua in onochiu para otenquis on tlen oquiteijlijca on tiotlajtojquetl Isaías, ijcuac oquijtoj: “Sa no yejhua otechpopolohuilij on tocualolis, niman oquitquic on tococolis.”
MAT.8.18	Ijcuac Jesús oquitac ica tojlan quiyehualohuaya, oquinnahuatij on inomachtijcahuan para ma panotij ne ipan ocse ilado on mar. 
MAT.8.19	Quemaj se temachtijquetl ica on tlanahuatijli oquinisihuij Jesús niman oquijlij:
MAT.8.19	―Temachtijquetl, nimitzhuicas san canon tejhua tias.
MAT.8.20	Jesús oquijlij:
MAT.8.20	―On ostotzitzintin quipiaj intecal, niman on totomej quipiaj intepajsol, pero nejhua yejhuan oninochiu Tlacatl xnicpia canon nicochis.
MAT.8.21	Niman ocse tlacatl, yejhuan no inomachtijcau, oquijlij:
MAT.8.21	―NoTeco, xnechcahuili achtopa ma nihuiya para nicontocas notaj niman quemaj mohuan nias.
MAT.8.22	Pero Jesús oquijlij:
MAT.8.22	―Xhuajla nohuan, niman xquincahua on yejhuan mictoquej ixpan Dios ma quintocacan on inmicatzitzihuan.
MAT.8.23	Niman Jesús otlejcoc ipan se barco niman on inomachtijcahuan oyajquej ihuan. 
MAT.8.24	Niman ipan on mar nimantzin opeu sanoyej chicahuac ajaca niman on atl yejhuan noquetztehuaya hasta calaquiyaj ijtic on barco. Pero Jesús cochticatca. 
MAT.8.25	Quemaj on inomachtijcahuan oquitlachaltitoj, niman oquijlijquej:
MAT.8.25	―¡ToTeco, xtechmaquixti! ¡Ye tiamimictoquej!
MAT.8.26	Yejhua oquimijlij:
MAT.8.26	―¿Tlica
MAT.8.26	Quemaj onotelquetz niman oquinahuatij on ajacatl niman on mar ma ca sa tlamach ma quichihua. Nimantzin nochi onoteltij niman nochi cuajli onocau. 
MAT.8.27	On tlacamej omojcatlachixquej, niman oquijtojquej:
MAT.8.27	―¿Tlinon itequiu yejhua in tlacatl ica hasta on ajacatl niman on mar quitlacamatij?
MAT.8.28	Ijcuac Jesús oajsic ne ipan ocse ilado on mar, ipan intlalhuan on tlacamej yejhuan chantij ne Gadara, omemej tlacamej ohuajquisquej ne intzajlan on ostomej yejhuan imijtic quintocayaj on mimiquej. On omemej tlacamej oquinisihuijquej Jesús. Yejhuamej quipiayaj on xcuajcualtin espíritus, niman ipan on ojtli xacaj hueliya panohuaya pampa yejhuamej sanoyej cualaniyaj. 
MAT.8.29	Niman opejquej tzajtzij:
MAT.8.29	―¿Tlinon ticnequi tohuan Jesús tejhua tiiConetzin Dios? ¿Otihuajlaj nican para titechcastigaros masqui xe ajsi on tonajli para ticselisquej tocastigo?
MAT.8.30	San ompaca nisiu miyequej pitzomej tlacuajcuajtinemiyaj. 
MAT.8.31	Niman on xcuajcualtin espíritus oquimojcatlajtlanilijquej Jesús:
MAT.8.31	―Tla titechquixtis impan in tlacamej, xtechcahuili ma ticalaquican ne impan on pitzomej.
MAT.8.32	Ijcuacon Jesús oquimijlij:
MAT.8.32	―Xhuiyan, tej.
MAT.8.32	Niman on xcuajcualtin espíritus oquisquej ne impan on tlacamej niman ocalaquej impan on pitzomej. Quemaj nochimej on pitzomej onotlajtlalojquej
MAT.8.33	On yejhuan tlajpiayaj ica on pitzomej, ican inmojcayo ontlatlacsaquej. Niman ijcuac oajsiquej ne ipan on pueblo, opeu quitetlajtlajtohuiliaj nochi tlen onochiu, niman on tlen onochiu intech on tlacamej yejhuan quipiayaj on xcuajcualtin espíritus. 
MAT.8.34	Quemaj nochi tlacatl yejhuan chanti ipan on pueblo oquis para oquitato Jesús campa yejhua nemiya. Niman ijcuac oquitaquej, oquimojcatlajtlanilijquej para ma nejcuani ne intlalpan ica.
MAT.9.1	Quemaj Jesús ocalac ipan se barco, opanoc ne ipan ocse ilado on mar, niman oajsic ipan on pueblo itoca Capernaum. 
MAT.9.2	Ipan on pueblo, ocuiquilijquej ican cojtlapechtli se tlacatl yejhuan sepojtoya. Ijcuac Jesús oquitac intlaneltoc, oquijlij on cocoxqui:
MAT.9.2	―Xmoyolchicahua, noconeu. Motlajtlacolhuan yotlapojpolhuiloquej.
MAT.9.3	Ijcuacon semej temachtijquej ica on tlanahuatijli oquinemilijquej: “In tlacatl yocuijhuicaltij Dios ican itlajtol pampa yejhua notenehua quipia sa no ipoder Dios.” 
MAT.9.4	Jesús quimatzticatca tlinon yejhuamej quinemilijticatcaj. Yejhua ica, tej, oquimijlij:
MAT.9.4	―¿Tlica
MAT.9.5	¿Catlejhua más xtepopoloj para niquijtos: “Motlajtlacolhuan yotlapojpolhuiloquej”, noso yej niquijtos: “Xmotelquetz niman xnejnemi”? 
MAT.9.6	Aman cuajli, nejhua nemechititis ica nejhua yejhuan oninochiu Tlacatl nicpia tequihuajyotl ipan in tlalticpactli para nitetlapojpolhuilis on tlajtlacoltin.
MAT.9.6	Quemaj oquijlij on tlacatl yejhuan sepojtoya:
MAT.9.6	―Xmotelquetza, xcajcocui motlapech, niman xhuiya mochan.
MAT.9.7	Quemaj on yejhuan sepojtoya onotelquetz niman oyaj ichan. 
MAT.9.8	Niman ijcuac on tlacamej ijcon oquitaquej, onomojtijquej, niman ocueyilijquej Dios ipampa on poder yejhuan oquimacac Jesús.
MAT.9.9	Ijcuac Jesús oquis ompa, ipan iojhui oquitac se tlacatl itoca Mateo yehuaticatca ne campa tlacobrarohua ican impuestos. Niman Jesús oquijlij:
MAT.9.9	―Xhuajla nohuan.
MAT.9.9	Mateo nimantzin ohuajnotelquetz niman oyaj ihuan Jesús.
MAT.9.10	Más saquin
MAT.9.11	Pero ijcuac on fariseos ijcon oquitaquej, oquimijlijquej on inomachtijcahuan:
MAT.9.11	―¿Tlica on nemotemachtijcau tlacua inhuan on yejhuan tlacobrarohuaj ica on impuestos niman inhuan on ocsequimej tlajtlacolejquej?
MAT.9.12	Jesús ocac tlinon yejhuamej oquijtojquej, niman oquimijlij:
MAT.9.12	―Para on yejhuan xcualoj xquimpolohua on tepajtijquetl, pero on yejhuan cualoj quemaj. 
MAT.9.13	Xhuiyan niman cuajli xcajsicamatitican tlinon quijtosnequi yejhua in Yectlajcuilojli ijcuac ijquin quijtohua: “Nejhua nicnequi teicnelilistli
MAT.9.14	Quemaj on yejhuan cuicatinemiyaj Juan on tlacuatequijquetl oquinisihuijquej Jesús, niman oquitlajtoltijquej:
MAT.9.14	―¿Tlica tejhuamej niman on fariseos sanoyej
MAT.9.15	Jesús oquimijlij:
MAT.9.15	―Xhuelis najmanasquej on yejhuan tlanotzaltin campa nonamictihua, chica on montli ompa inhuan nemi. Pero yejcos on tonajli ijcuac nejhua yejhuan quen nimontli nechquixtisquej on notlahuelicnihuan intech on notlanotzcahuan. Niman ijcuacon quemaj yejhuamej nosahuasquej ican ajmantli.
MAT.9.16	’Xacaj quitlamanilia se tlaquentli ijsoltic ica on tlaquentli
MAT.9.17	Niman no xquitecaj on vino yejhuan yencuic ipan on bolsas yejhuan tlachijchiutin ican on cuetlaxtin ijsoltiquej, pampa on vino posonis niman on bolsas toponisquej niman quemaj on vino ihuan on bolsas ixpolihuisquej. Yejhua ica xtlalican on vino yencuic ipan on bolsas yencuiquej, pampa ijcon quemaj san secan cuajli nocahuas.
MAT.9.18	Chica Jesús quimijliaya in tlajtlamach
MAT.9.18	―Nochpotzin quinamantzin omic, pero tla tejhua tias niman ipan tictlalis moma, yejhua ocsejpa yolihuis
MAT.9.19	Yejhua ica Jesús ohuanoquetzteu niman ihuan inomachtijcahuan oyajquej ihuan on tlacatl.
MAT.9.20	No ompa tehuan nemiya se sihuatl yejhuan quipia majtlactli huan ome xipan ica yeshuetztinemiya. Yejhua oquinisihuij Jesús icuitlapan niman ocajsic itempan itlaquen. 
MAT.9.21	Ijcon oquichiu pampa yejhua oquinemilij: “Tla san nicajsis itlaquen, nejhua nipajtis.” 
MAT.9.22	Niman Jesús onocueptiquis, ocontac on sihuatl, niman oquijlij:
MAT.9.22	―Xmoyolchicahua, noconeu. Aman yotipajtic pampa otitlaneltocac.
MAT.9.22	Quemaj nimantzin opajtic.
MAT.9.23	Ijcuac Jesús oajsic ne ichan on tlayecanquetl, niman oquitac ica on músicos nemiyaj listos para contocasquej on ichpocatzin, niman ica on tlacamej sa najcomantinemiyaj, 
MAT.9.24	oquimijlij:
MAT.9.24	―Xquisacan nican, pampa on ichpocatzin xe miqui, yej san cochtica.
MAT.9.24	Niman yejhuamej san ocuetzquilijquej. 
MAT.9.25	Ijcuac otlan quinquixtiaj on tlacamej, Jesús ocalaquito niman oquitzquij ipan ima on ichpocatzin, niman yejhua onotelquetz. 
