MAT.1.1	Abraham Fapa, David Fapa, Jesuh Krih hringtu hna ṭialnâk cauk: 
MAT.7.26	Asinain ka chimmi bia a thei nain a zul lomi cu, mihrut, these cung i inn a sami he tahchunh an si; 
MAT.7.27	ruah a sur i tilet a tho, thlitu hrangin cu inn cu a nam tikah a rawk dih. A rawh ning cu a fak ngaingai,” tiah a ti. 
MAT.7.28	Jesuh nih cu bia a chim dih in, a cawnpiak mi ah an khuaruah a har ngai ngai. 
MAT.7.29	Zeitintiah nawlbia cawnpiaktu bantuk si loin, nawlngeihnâk he a cawnpiak hna caah.
MAT.8.1	Tlâng cungin a rung ṭum tikah, mibu tampi nih amah kha an zulh. 
MAT.8.2	Cun zohhmanh, a sinah thinghmui mi a ra i a biak, “Bawipa, na duh ahcun naka thianter khawh,” tiah a ti. 
MAT.8.3	Jesuh nih akut in a hei banh i a tongh hnu ah, “Ka duh ko, rak thiang cang” tiah a ti. Hmakhatteah a thinghmui cu a thiang colh. 
MAT.8.4	Jesuh nih, “Ahohmanh chim hna hlah; asinain va kal law, tlângbawi sinah vâ zohter, fiang tein na dam cang ti an hngalh khawh nâkhnga, Moses nih a chimmi thawinâk kha va tuah,” tiah a chimh. 
MAT.8.5	Jesuh cu Kapernaum khua i a luh lioah ralbawipa nih a rak panh i, 
MAT.8.6	“Bawipa, ka sin-um a zeng i temtuar ngaiin a it ko,” tiah zângfah a rak nawl. 
MAT.8.7	Jesuh nih, “Ka ra lai i ka damter lai,” tiah a ti. 
MAT.8.8	Ralbawipa nih, “Bawipa, ka inn ah na rat ding cu kâ tlâk lo. Bia chim law, ka sinum a dam ko lai. 
MAT.8.9	Zeitintiah kei zong nawlngeihnâk tang i a ummi ka si, kakut tang zongah ralkap an um. ‘Kal’ ka timi an kal i, ‘Ra’ ka timi an ra; ka sin um sinah, hihi tuah, ka ti ahcun an tuah ko,” tiah a ti. 
MAT.8.10	Jesuh nih cu bia a theih tikah a khuaruah a har i a zultu mibu sinah, “Biataktein kan chimh hna, hi tluk a nganmi zumhnâk hi Israel mi hna lak hmanh ah ka hmu bal lo! 
MAT.8.11	Hihi kan chimh hna, chak le thlangin mi tampi an ra lai i vanbawi pennâk chungah Abraham, Isaak le Jakob sinah an ṭhu lai. 
MAT.8.12	Sihmanhsehlaw pennâk fale tu kha lênglei mui lakah hlawnh an si lai. Cuka ah an ṭap lai i an hacang an rial lai” tiah a ti. 
MAT.8.13	Cuhnuah Jesuh nih ralbawipa sinah, “Va kal cang, na zumhning tein na cungah phân ko seh,” tiah a ti. Cu cân lila ah a sinumpa cu a rak dam colh. 
MAT.8.14	Jesuh cu Peter inn chungah a luh tikah, a nupi nu cu a zaw i a ih ko kha a hmuh. 
MAT.8.15	A kut kha a tongh piak i a zawtnâk in a dam colh. A tho i rawl a chuan piak hna. 
MAT.8.16	Zanlei ah khuachia tlaihmi tampi an ratpi hna. Thlarau ṭhalo kha nawl pein a ṭhawl hna i a zawmi vialte zong a damter hna. 
MAT.8.17	Profet Isaiah nih, “Amah hrimhrim nih kan derthawmnâk a lâk i kan zawtnâk kha a phorh,” a rak timi a tlin nâkhnga caah a si. 
MAT.8.18	Jesuh nih a vêlchûm i mibu kha a hmuh tikah varal i pet dingin nawl a pêk hna. 
MAT.8.19	Cuhnuah nawlbia cawnpiaktu pakhat nih, “Cawnpiaktu, na kalnâk pauh ah kan zulh lai,” tiah a ti. 
MAT.8.20	Jesuh nih, “Cinghngia nih kua an ngei, vate nih bu an ngei, Mi Fapa nih luchiahnâk hmanh a ngei lo,” tiah a ti. 
MAT.8.21	Cuhnu ah a zultu lakah mi pakhat nih, “Bawipa, kapa ka vui ta lai” tiah a ti. 
MAT.8.22	Asinain Jesuh nih, “Ka zul ko, mithi nih an mithi cu vui ko hna seh,” tiah a ti. 
MAT.8.23	Cubangin tilawngah â cit i a zultu hna nih an zulh. 
MAT.8.24	Chikkhatteah rili cungah thli a hrang, tilet a tho i an tilawng cu a hun nam len. Anih tu cu â hngilh. 
MAT.8.25	Cuticun a zultu kha a sinah an ra i, “Bawipa, kan khamh tuah, kan thi dih lai hih,” tiah an ti. 
MAT.8.26	Anih nih, “Aw zumhnâk a tlawmmi hna, zeiruangahdah nan ṭih,” tiah a ti hna. A tho i thli le tilet kha a sîk i an dai dih. 
MAT.8.27	An khuaruah a har i, “Zeibantuk minung dah a si hnga, thli le tilet hmanh nih a nawl an ngaih ko ê,” tiah an ti. 
MAT.8.28	Ral khat lei Gadarin mi hna ram kha a phâk tikah, khuachia tlaihmi pahnih, thlan chungin an rak chuak i an rak ton; an hrân tuk caah cu lam cu ahohmanh an kal ngam lo. 
MAT.8.29	Hmakhatteah an au colh i, “Jesuh, Pathian Fapa, cân tlin hlanah dân a kan tattu dingah maw na rat?” tiah an ti. 
MAT.8.30	Cuka hmun in lam hla nawnah vok rual an um. 
MAT.8.31	Khuachia hna nih, “Na kan ṭhawl ding a si ahcun vokrual chungah khin kan luhter ko,” tiah an nawl. 
MAT.8.32	Anih nih, “Va kal u,” tiah a ti hna. An chuak i vokrual chungah an lut. Cucângkâ vokrual cu lungpang in an zuang, ti chungah an tla i an thi dih. 
MAT.8.33	Cuhnuah vok zuatu kha an zâm i khua an phâk tikah, thil umtuning vialte, khuachia tlaihmi hna cungah a tlungmi thil kha an chim hna. 
MAT.8.34	Cun zohhmanh, khuami vialte kha Jesuh hmuh duh ah an ra. Amah an hmuh tikah an ram chuahtâk dingin an nawl.
MAT.9.1	Jesuh cu tilawng â cit i varal a tlonlênnâk khua kha a phân. 
MAT.9.2	Cun zohmanh, a zengmi pakhat kha a ihnâk he an rak zawnh. An zumhnâk kha Jesuh nih a hmuh i mizeng sinah, “Ka fa, thanuam tein um, na sualnâk ngaihthiam a si cang,” tiah a ti. 
MAT.9.3	Cutikah nawlbiacawnpiaktu cheukhat nih, “Hipa hi (Pathian) cawhdehtu a si,” tiah an i caih. 
MAT.9.4	Jesuh nih an ruahnâk kha a hngalh i, “Zeicadah nan lungin sualnâk nan ruah? 
MAT.9.5	Na sualnâk ngaihthiam a si cang, ti le, ‘Tho law, ke in kal ’timi ah hin a zeidah chim a fawi deuh? 
MAT.9.6	Asinain Mi Fapa nih, vulei ah sualngaihthiamnâk a ngei ti kha nan hngalh nâkhnga” tiah a ti i mizeng sinah, “Tho, na ihphah i lâk law na inn ah tlung,” tiah a ti. 
MAT.9.7	A tho i inn ah a tlung cawlh. 
MAT.9.8	Mizapi nih an hmuh tikah, an khuaruah a har i minung sinah cubantuk thiltikhawhnâk a petu Pathian kha an thangṭhat. 
MAT.9.9	Cuka hmun in Jesuh cu a kal i mi pakhat a min Matthai ngunkhuai khawlhnâk hmun i a ṭhut ko kha a hmuh i a sinah, “Ka zul” tiah a ti. Cun a tho i a zulh cawlh. 
MAT.9.10	Jesuh cu inn chungah cabuai i rawl a dum lioah, zohhmanh, ngunkhuai khawltu tampi le misual kha an ra i a sinah a zultu hna he an ṭhu. 
MAT.9.11	Farasih nih an hmuh tikah, a zultu hna sinah, “Zeiruangahdah nan cawnpiaktu hi ngunkhuai khawltu le misual hna he rawl an ei ṭi,” tiah an ti. 
MAT.9.12	Jesuh nih a theih tikah, “Ngandammi nih sibawi an herh lo, a zawmi nih an herh deuh. 
MAT.9.13	Raithawinâk nâkin zângfahnâk ka duh deuh timi sullam hi va cawng u. Zeitintiah miding caah ka ra lo i misual hna ngaihchihtertu ah ka ra.” tiah a ti hna. 
MAT.9.14	Cuhnuah Johan zultu kha a sinah an ra i, “Kannih le Farasih hna nih rawl kan ulh tawn, asinain na zultu hna nih an ul bal lo?” tiah an ti. 
MAT.9.15	Jesuh nih, “Mo ngeitu le a hawi le an umṭi lio ahcun ngaihchia in an um hnga maw? Mo ngeitu cu an sin in lâk a si cân a phân te lai, cu cân ah cun rawl an ulh te ko lai,” tiah a ti. 
MAT.9.16	Ahohmanhnih puanthar in puanhlun an belh bal lo. An belh ahcun, an belh hlan nâkin kau chin chinin a tlehter lai. 
MAT.9.17	Misur hang thar zong saphawthawl hlun chungah an rawn bal lo. An rawn ahcun saphawthawl hlun kha a kuai lai i misur hang kha a rawnnâk he an rawk dih lai. Cucaah Misur hang thar cu saphawthawl tharah an rawn i him tein an um tawn,” tiah a ti. 
MAT.9.18	Cu bia cu an sin i a chim lioah, zohmanh, biaceihtu pakhat a sinah a ra i a biak. “Ka fanu atu te kha a thi, sihmanhsehlaw ra in a cungah nakut na chuan ahcun a nung ṭhân ko lai,” tiah a ti. 
MAT.9.19	Jesuh cu a tho i cupa cu a zulh, a zultu zong nih an zulh ve. 
MAT.9.20	Ruahlopiin, kum hleihnih tiang a thi a chuakmi nu pakhat a ra i a puanki kha a tongh. 
MAT.9.21	Zeitintiah a puanki te tongh hmanh ah ka dam ko lai, tiah a lung in a ti. 
MAT.9.22	Jesuh cu â mer i cu nu cu a hmuh tikah, “Ka Fanu, hnangam tein um, na zumhnâk nih an damter cang” tiah a ti. Cu cân thawkin minu cu a dam. 
MAT.9.23	Biaceihtu inn ah Jesuh a lut i thanglawi tumtu hna le zapi hnachet luri kha a hmuh hna, 
MAT.9.24	“Chuak dih u, zeitintiah ngakchia nu cu a thih ṭung lo, â hngilhmi a si,” tiah a ti. Annih nih an rak nih sawh. 
MAT.9.25	Mizapi kha an chuah hnu ah a va lut, a kut a hei tlaih i ngakchia nu te cu a hung tho. 
MAT.9.26	Cu thil cu pawngkam ram vialte ah a thang dih. 
MAT.9.27	Jesuh nih cu hmun a kaltâk lio ah, mit caw pahnih nih an zulh i, “David fapa, kan zângfah tuah,” tiah an au. 
MAT.9.28	Inn chung a luh hnu ah, mitcaw pahnih a sinah an ra. Jesuh nih, “Hihi a tuah khawh tiah nan ka zum maw?’ tiah a ti hna. Annih nih, “Kan zumh, Bawipa” an ti. 
MAT.9.29	An mit a tongh hna i, “Nan zumh bangin nan cungah tlung ko seh,” tiah a ti hna. 
MAT.9.30	An mit nih khua a hmuh colh. “Hihi ahohmanh nih thei hna hlah seh,” tiah Jesuh nih fak piin ralrin a pêk hna. 
MAT.9.31	Asinain annih cu an chuak i cu ram vialte ah a kong kha an thanh dih. 
MAT.9.32	An chuah lio ah, zohhmanh khuachia a tlaih i a holh kho lomi kha an ratpi. 
MAT.9.33	Khuachia kha ṭhawl a si tikah holh kho kha a holh. Mizapi cu an khuaruah a har i, “Israel mi hna lakah hibantuk thil hi hmuhawk a um bal lo,” tiah an ti. 
MAT.9.34	Asinain Farasih hna nih, “Khuachia bawi a si ruangah dah kaw khuachia a ṭhawl ko hna cu,” tiah an ti. 
MAT.9.35	Cuticun Jesuh nih an sinagog ah cawn piakin, pennâk thawngṭha kha chimin, zawtnâk le fahnâk phunkip kha dam terin khuapi he khuate he a tlawn duahmah hna. 
MAT.9.36	Mibupi kha a hmuh hna tikah, khâltu a ngei lomi tuurun bangin vakvai in an i ṭhek len caah a zângfah ngai ngai hna. 
MAT.9.37	Cun a zultu hna sinah, “Facang ṭuan awk a tam i a ṭuntu an tlawm. 
MAT.9.38	Cucaah facang ṭuntu an um nâkhnga lo ngeitu Bawipa sinah thla cam u,” tiah a ti hna.
MAT.10.1	Cun a zultu hleihnih kha a sinah a kawh hna i thlarau thur ṭhawlkhawhnâk ṭhawnnâk le zawtnâk le fahnâk phun kip damter khawhnâk nawl kha a pêk hna. 
MAT.10.2	Lamkaltu hleihnih an min cu, a hmaisa bikah, Peter tiah kawhmi Simon le a unau Andria, Zebedi fapa Jeim le a nau Johan, 
MAT.10.3	Filip le Bartholomi, Thomas le ngunkhuai khawltu Matthai, Alfai Fapa Jeim, Thadias ti zongah kawhmi, Lebbai, 
MAT.10.4	Kanan mi Simon le Amah rawitu Judas Iskariot kha an si. 
MAT.10.5	Hleihnih hna kha Jesuh nih a thlah hna i an sinah hitihin nawl a pêk hna. “Gental mi hna lamah va kal hlah u law, Samaria mi hna khua zongah lut hlah u. 
MAT.10.6	Sihmanhsehlaw Israel miphun a tlaumi tuu hna sinah va kal u. 
MAT.10.7	Nan kalnâk kipah, ‘Vanbawi pennâk cu a nai cang’ tiah nan chim lai. 
MAT.10.8	Mizaw damter u law, thinghmuimi thianter hna u, mithi kha thawhter ulaw, khuachia ṭhawl hna u. Man loin nan hmuh i man loin pe hna u. 
MAT.10.9	Nan taisawm ah sui, ngun, phaisa le ngun phaisa kha i sanh hlah u, 
MAT.10.10	nan khualtlawn nâkah, zal siseh, angki pahnih siseh, kedan siseh, ṭhiangṭhunh siseh i ken hlah u, rianṭuantu cu ei awk hmuh awkah â tlâkmi a si. 
MAT.10.11	Khuapi ah siseh, khuate ah siseh nan luhnâk pauh ah, tlun awk tlâk kawl hna ulaw, nan chuah ṭhân hlan lo cuka ah cun um u. 
MAT.10.12	Cun inn i nan luh lai ah an kut nan tlaih hna lai. 
MAT.10.13	Â tlâkmi an si ahcun, nan i kenmi daihnâk an cungah hmun seh. An i tlâk lo ahcun nan daihnâk kha nan sinah kir ṭhân seh. 
MAT.10.14	An cohlang lotu le nan bia a ngai lotu pauh cu cu inn siseh, cu khua siseh nan chuah lai ah nan ke i leidip kha thing ta u. 
MAT.10.15	Biataktein kan chimh hna, biaceih ni ah Sodom le Gomora khua temtuarmi nâkin cu hna khua temtuar hngami cu ṭih a nung deuh lai. 
MAT.10.16	Zohhmanh u, Cenghngia lak i tuu bangin kan thlah hna. Rul bangin fim u law, fahnâk ape bal lomi ṭhuro bangin um u. 
MAT.10.17	Asinain minung lakah i ralring u, biaceihnâk sangah an in phâkpi hna lai i sinagog chungah an in velh hna lai. 
MAT.10.18	Keimah ruangah uktu le hruaitu hna sinah an in phâkpi hna lai, anmah le Gental mi nih ka bia an theih khawh nâkhnga. 
MAT.10.19	Asinain cubantuk i tlaihkhih nan si tikah, zei bia le zeitindah ka chim lai, tiah buai hlah u. Nan chim ding cu a cân te ah pêk nan si ko lai, 
MAT.10.20	zeitintiah a chimtu cu nanmah si loin nan Pa Thlarau nih nanmah ah a chim te ko lai. 
MAT.10.21	Thah awkah unau an i leirawl lai, pa le fa zong an i rawi lai i fa le zong nih annu le anpa thih tiangin an doh hna lai. 
MAT.10.22	Ka min ruangah mi vialte huat nan tong lai. Asinain a donghtiang a hmunmi cu khamh an si lai. 
MAT.10.23	Hi khua i an in serhsat hna ahcun, khau dangah zâm u. Biataktein kan chimh hna, Mi Fapa a rat hlanah, Israel khua hna hi nan ṭol dih manh lai lo. 
MAT.10.24	Zultu a zulhmi cungah a um lo; sinum zong a bawi cungah a um lo. 
MAT.10.25	Zultu nih zulhmi a lawh cu ai za ko, sinum nih a bawi a lawh zong ai za ve ko. Inn ngeitu pa hmanh Beelzebul an ti ahcun, a chung le hna cu an ti chinchin hna lai. 
MAT.10.26	Cucaah annih cu ṭih hna hlah u; lang lo dingin chinhmi zeihmanh a um lo, hngalh lo dingin thuhmi zeihmanh a um lo. 
MAT.10.27	Mui lak i kan chimhmi hna hi, chun ceu ah thanh u law, hna in nan theihmi kha inn cungah kai piin thanh u. 
MAT.10.28	Taksa a that kho nain thlarau a that kho lotu cu ṭih hlah u. Hremhmun i thlarau le taksa he a thla khotu khi ṭih deuh u. 
MAT.10.29	Pithlung pahnih kha phaisa sen pakhat ah an zuar tawn. Cu hna lak i pakhat te hmanh khi nan Pa theihpi loin an tlonglêng lo. 
MAT.10.30	Nan samfa tiangin rel dih a si. 
MAT.10.31	Cucaah ṭih hlah u, pithlung tampi nâkin nan sunglawi deuh. 
MAT.10.32	Cucaah mi hmaiah aka ṭanhtu cu, van i ka Pa hmaiah ka ṭanh ve lai. 
MAT.10.33	Asinain mi hmai i aka hlawtu cu, van i ka Pa hmaiah ka hlawt ve hna lai. 
MAT.10.34	Lei ah daihnâk phâkter awkah ara tiah ka ruat hlah u, daihnâk si loin vainam chuahtertu ah ka ra. 
MAT.10.35	Zeitintiah fapa apa doh ding le, fanu anu doh ding le, mo nih ava nu dohter dingin ka ra. 
MAT.10.36	Minung a ral ngan bik cu amah innchungkharmi lila a si lai. 
MAT.10.37	Apa siseh, anu siseh, Keimah nâk i a dawt deuh ahcun kami si awkah â tlâk lo. A fapa siseh, a fanu siseh Keimah nâk i a dawtdeuh ahcun kami si awkah â tlâk lo. 
MAT.10.38	Ahohmanh a vailam putin aka zul lomi cu kami si awkah â tlâk lo. 
MAT.10.39	Ahohmanh a nun humhâk a duhmi nih a hloh lai i Keimah ruangah a nun a hlohtu nih a hmuh lai. 
MAT.10.40	Nanmah an cohlângtu cu Keimah cohlângtu an si. aka cohlângtu cu aka thlahtu cohlângtu an si. 
MAT.10.41	Profet cohlângtu cu Profet cohlân man a hmuh lai i miding cohlângtu cu miding cohlân man a hmuh lai. 
MAT.10.42	Cun ahohmanh hi mi hna lak i a hme bik hmanh hi, aka zultu a si ruang i ti hraikhat a petu cu, biataktein kan chimh hna zeitileihmanh in a ṭuanman a sung hrimhrim lai lo.
MAT.11.1	Cun hitihin a si, Jesuh nih zultu hleihnih nawl a pêk dih hna hnu ah, anmah khua cio i cawnpiak le phungchim awkah cu hmun cu a chuahtâk. 
MAT.11.2	Johan nih thong chungin Krih rianṭuannâk thawng a theih tikah, a zultu pahnih a thlah hna i, 
MAT.11.3	A sinah, “A ra dingmi cu na si maw, midang dah kan hngah rih lai? tiah an hal. 
MAT.11.4	Jesuh nih, “Va kal ulaw, nan hmuhmi le nan theihmi hna hi Johan cu va chim u; 
MAT.11.5	Mitcaw mi nih khua an hmuh, kei beimi ke in an kal, thinghmuimi an thiang, hnachetmi nih thawng an theih, mithi hna thawhter an si i sifak hna nih thawngṭha an theih. 
MAT.11.6	Keimah kong i a lung a hring lomi cu mithluachuak an si;” tiah a leh hna. 
MAT.11.7	An kal hnu ah, Jesuh nih Johan kong kha mizapi sinah a chim, “Zeizohahdah ramcar ah nan kal? Thli nih a hninhmi hluangkung zoh ah maw? 
MAT.11.8	Zeizohsetahdah nan kal kha? Â dawhmi puan in â ṭamhmi zoh ah maw? A ngai ngai ti ahcun, puan dawh â aihmi cu siangpahrang in ah pei an um tawn cu. 
MAT.11.9	Asiah zeizohsetahdah nan kal? Profet zoh ah maw? A si ko khah. Kan chim hna, Profet nâk hmanh in a ngan deuh. 
MAT.11.10	Zeitintiah, “Zohhmanh ka lamkal na hmaiah ka thlah. Amah nih na hmaiah na lam a remh lai,” tiah a kong ṭial a si. 
MAT.11.11	Biataktein kan chimh hna, nu hrin lakah Baptisma petu Johan nâk ngan an um rih lo, asinain vanbawi pennâk i a hme bik zong amah nâkin an ngan deuh. 
MAT.11.12	Cun baptisma petu Johan cân in atu tiang vanbawi pennâk nih zângen in tuknâk a ton tawn, cun zângen a hmangmi hna nih hranhrâm loin an lâk tawn. 
MAT.11.13	Zeitintiah Profet vialte le nawlbia nih Johan tiang kha an rak phuan. 
MAT.11.14	Nan cohlan duh ahcun, hihi a ra laimi Elijah cu a si. 
MAT.11.15	Theihnâk ding i hna a ngeimi nih thei ko hna seh. 
MAT.11.16	Asinain atu chanthar mi hna hi zeihedah kan tahchunh hna hnga? Market ah a ṭhumi ngakchia â chawn lengmang mi hna, 
MAT.11.17	“Thanglawi kan tum i nan lâm duh lo. Kan in tuarpi hna i nan ngaih a chia fawn lo,” timi bantuk nan si. 
MAT.11.18	Zeitintiah Johan cu a ra i a ei in a ding lo, khua chia tuahmi nan ti. 
MAT.11.19	Mi fapa a ra i a ei, a ding, zohhmanh u, zuram le pawkau pa, ngunkhuai khawltu le misual hna hawikawm nan ti. Asinain fimnâk cu a fale nih thiam an coter ko. 
MAT.11.20	Cuticun an i ngaihchih lo ruangah khuaruahhar tambik a tuahnâk khualipi kha a sîk hna. 
MAT.11.21	Korazin, a poi tuk ê, Bethsaida, a poi tuk ê! Zeitintiah na sin i tuahmi khuaruahhar hna kha Tair le Sidon khua ah tuah hei si sehlaw, buri puan aih le lei dipah ṭhu in tuanah an i ngaihchih diam ko hnga. 
MAT.11.22	Hihi kan chimh hna, biaceih ni ah nan tuarding cu, Tair le Sidon khua tuar ding nâkin a zualhma deuh lai. 
MAT.11.23	Nang Kepernaum van tawngin cawisan sihmanhsehlaw, mithi khua ah hlawnh na si te lai, na chung i tuahmi khuaruahhar thil hna kha Sodom khua ah tuah hei si sehlaw, atu tiangin a um rih ko hnga. 
MAT.11.24	Sihmanhsehlaw kan chimh, biaceih ni ah cun Sodom ram tuarmi nâk hmanh in na tuar ding cu a zualhma deuh lai. 
MAT.11.25	Cu cân ah Jesuh nih, “Maw, ka Pa, lei le van Bawipa, Nangmah nih mifim le mithiam hna lakah hi bia hi na thuh i ngakchia sem sin tu ah na phuan caah lawmhnâk bia kan chimh. 
MAT.11.26	Asi, ka Pa, cubantuk tuah cu na hmaiah a ṭhami a si. 
MAT.11.27	Ka Pa nih thil vialte ka kut ah a chiah cang, Pa dah ti lo cun ahohmanh nih Fa hi an hngal lo. Pa zong cu Fa le an sin i Fa nih a hngalhter duhmi dah ti lo cun ahohmanh nih an hngal kho lo. 
MAT.11.28	Nannih a bami le thilrit a phormi vialte hna, kasin ah ra ulaw, dinhnâk kan pêk hna lai. 
MAT.11.29	Ka hngawngkual i banh ulaw, ka sin in cawng u. Lungthin a nêmmi le toidormi ka si. Cuticun nan thlarau nih dinhnâk a hmuh lai. 
MAT.11.30	Zeitintiah ka hngawngkual banh cu a nuam i ka thil zong a zâng” tiah a ti.
MAT.12.1	Cu cân ah Jesuh cu Sabbath niah changvut hmun ah a kal i a lamkaltu hna nih changvut kha an khiah i an ei. 
MAT.12.2	Farasih hna nih cucu an hmuh i a sinah, “Zohhmanh, na lamkaltu hna nih Sabbath niah a thiang lomi an tuah,” tiah an ti. 
MAT.12.3	Anih nih, “David le a hawi le an rawl a ṭam lio ah an tuahmi kha nan rel bal lo maw? 
MAT.12.4	Pathian inn ah a luh i amah le a hawi le nih a thiang lomi, tlângbawi hna ca lawng i a thiangmi an rak ei kha, ”tiah a ti hna. 
MAT.12.5	Asiah, Sabbath ni i ṭempal chungah a ummi tlângbawi hna nih Sabbath an buar zongah an ngaihthiam ko hna, timi hi nan rel bal lo maw? 
MAT.12.6	Zeiasihmanhah, ṭempal nâk i a ngan deuhmi hika ah a um, tiah kan chimh hna. 
MAT.12.7	Raithawinâk si loin zângfahnâk ka duh, timi sullam hi rak hngal ulaw thiam a comi thiamlo nan coter hnga lo. 
MAT.12.8	Zeitintiah Mi Fapa hi Sabbath Bawi zong a si,” tiah a ti. 
MAT.12.9	Cu hmun a chuahtâk hnuah an sinagog ah a lut. 
MAT.12.10	Zohhmanh, mi pakhat kut zengmi a rak um, sual an puh khawh nâkhnga, Jesuh sinah, “Sabbath ni ah damter a thiang maw?” tiah an hal. 
MAT.12.11	Anih nih, “Nan lakah tuu pakhat ngei in sabbath ni ah khor chungah tla sehlaw, a chuah lomi nan um hnga maw?” 
MAT.12.12	Tuu pakhat nâkin minung pakhat cu zeitlukindah a sunlawi deuh! Cucaah sabbath niah ṭhatnâk tuah a thiang ko,” tiah a ti hna. 
MAT.12.13	Cupa sinah, “Nakut samh tuah,” tiah a ti. A hun samh i khat te lei kut bantukin a dam cawlh. 
MAT.12.14	Farasih hna cu an chuak i Amah an thah khawh nâkhnga khua an khâng. 
MAT.12.15	Jesuh nih cucu a theih tikah cu hmun cu a chuahtâk. Mi tampi nih an zulh i an dih lakin a rak damter hna. 
MAT.12.16	Cuticun akong thanh lo dingin ralrin a pêk hna. 
MAT.12.17	Profet Isaiah nih a rak chimmi: 
MAT.12.18	“Zohhmanh, ka sal, ka thimmi, ka duhmi le, kâ lawmhnâk bik! A chungah ka Thlarau ka chiah lai i Gentel mi hna sinah diknâk a phuan lai. 
MAT.12.19	A el hna lai lo i a au khuang fawn lai lo. Zalam zongah a aw ahohmanh nih an thei lai lo. 
MAT.12.20	Tei dingah biaceihnâk a chuahter hlan pauh a rawpmi hluang a kiahter lai lo i la khu hmanh a hmit lai lo. 
MAT.12.21	Cun Gentel mi nih a min an i bochan lai,” timi a tlin nâkhnga caah a si. 
MAT.12.22	Cuhnuah khuachia tlaihmi mitcaw le a holh kho lomi pakhat an ratpi i anih nih a rak damter. A holh kho i khua zong a hmu. 
MAT.12.23	Mizapi nih mak an ti ngaingai, “Hipa hi David Fapa cu a si kho hnga lo maw?” tiah an ti. 
MAT.12.24	Farasih hna nih cucu an theih tikah, “Hipa nih hin khuachia bawi Belzebul thawng lo cun khuachia kha a ṭhawl kho lai lo,” tiah an ti. 
MAT.12.25	Jesuh nih an ruahnâk kha a rak hngalh i an sinah, khuazei ram pauh mah le mah â dohmi an lotlau tawn. Khua le chungkhar zong â dohmi a dir kho bal lo. 
