GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
GEN.8.9	Ammaa poola tawaay nokkuure ngam hoɗaago, ngam ndiyamji ɗonno cuddi lesdi tawon. Nga warti haa koommbowal. Nuuhu forti juŋngo muuɗum, hooci nga, nastini nga nder koommbowal. 
GEN.8.10	O munyi nyalɗe joweeɗiɗi fahin, nden o yoofi nga kadiboo. 
GEN.8.11	Haa kiikiiɗe, poola wartidi bee haako jaytunhi haa hunnduko maaga. Bana nii Nuuhu annditi ndiyam usti dow lesdi. 
GEN.8.12	Kadiboo o munyi nyalɗe joweeɗiɗi fahin, nden o yoofi poola. Ammaa nga meetaay wartugo haa maako.
GEN.8.13	Nder nduuɓu Nuuhu teemeɗɗe joweego e go'oowu (601), lewru aranndu, nyalaade go'oore maaru, ndiyamji cotti e lesdi. Nuuhu omti maɓɓorde koommbowal, o yurni gal yaasi. Ndaa, lesdi yoori. 
GEN.8.14	Nder lewru ɗiɗaɓru, nyalaade noogas e joweeɗiɗawre maaru, lesdi yoori.
GEN.8.15	Nden Allah wi'i Nuuhu: 
GEN.8.16	“Wurta koommbowal bee debbo maaɗa, ɓikkoy maaɗa e rewɓe maɓɓe. 
GEN.8.17	Wurtin boo asli dabbaaji gonduɗi bee maaɗa fuu, marɗum ɓanndu fuu, colli e dabbaaji e ladooji duɓanɗi dow lesdi fuu, haa ɗi caŋkito dow lesdi, ɗi ndima, ɗi ɗuuɗa dow lesdi.” 
GEN.8.18	Nden Nuuhu wurti bee ɓiyum'en e debbo mum e rewɓe ɓiyum'en. 
GEN.8.19	Dabbaaji fuu e ladooji fuu e colli fuu, ko waancata dow lesdi fuu, ngurti koommbowal fodde asli maaji.
GEN.8.20	Nuuhu mahani Jawmiraawo hirsirde. Nden o hoo'i ndabbaawa ngoota ngoota nder dabbaaji dagiiɗi e sonndu wooru wooru nder colli dagiiɗi fuu. O lii'ani ɗi Allah guleteeɗi dow hirsirde. 
GEN.8.21	Nde Jawmiraawo maati uureeŋgol belŋgol, o wi'i nder ɓernde maako: “Mi meetataa naalugo lesdi fahin ngam daliila neɗɗo. Ngam anniyaaji ɓernde neɗɗo halli diga nderkaaku maako. Mi meetataa mbarugo marɗum yoŋki fuu bana mbaɗmi. 
GEN.8.22	No lesdi tammiri duurugo fuu, aawugo e sodugo, jaaŋgol e gulɗum, nduŋngu e ceeɗu, non boo jemma e nyalawma timmataa sam.”
GEN.9.1	Allah barkiɗini Nuuhu e ɓiyum'en, o wi'i ɓe: “Ndanye, ɗuuɗe, kebbine lesdi
GEN.9.2	On laatoto daliila kultoreeŋgol maŋngol haa dabbaaji e colli, Ko duɓata dow lesdi e liɗɗi fuu. Mi hokki ɗum fuu haa juuɗe mooɗon. 
GEN.9.3	Ladoojum e marɗum poofɗe fuu laatano on nyaamdu. Mi hokki on ɗum fuu bana naane ndokkirmi on haako hecco. 
GEN.9.4	Ammaa taa nyaame kusel bee yoŋki muuɗum, waato bee ƴiiƴam muuɗum
GEN.9.5	Ƴiiƴam mooɗon ɗum yoŋki mooɗon. Mi ƴaman ɗam haa ndabbaawa mbarnga neɗɗo, bana mi ƴamirta haa neɗɗo mbarɗo tanum. Mi ƴamtan yoŋki neɗɗo haa mbarɗo ɗum. 
GEN.9.6	Koo moy rufi ƴiiƴam neɗɗo, ƴiiƴam muuɗum rufe boo bee juŋngo neɗɗo, ngam Allah tagi neɗɗo dow jaati muuɗum
GEN.9.7	Onon kam, ndanye, ɗuuɗe masin dow lesdi, ɓesde dow maari
GEN.9.8	Nden Allah wi'i Nuuhu e ɓiyum'en wonduɓe bee maako: 
GEN.9.9	“Ndaa, mi haɓɓan alkawal bee mooɗon e danygol mon ɓaawo mooɗon 
GEN.9.10	e marɗum yoŋki gonduɗum bee mooɗon fuu, colli e dabbaaji saare malla ɗi ladde, ko wurti koommbowal bee mooɗon fuu e dabbaaji gonɗi dow lesdi fuu. 
GEN.9.11	Mi ɗon haɓɓa alkawal bee mooɗon: Marɗum ɓanndu fuu meetataa nattineego bee ndiyam tuufaana. Ilam ngoɗɗam meetataa nattingo lesdi fahin.” 
GEN.9.12	Allah ɓesdi wi'ugo: “Ndaa alaama alkawal ngal darnanmi hakkunde am bee mooɗon, non boo hakkunde am bee yoŋkiiji geeti ngonduɗi bee mooɗon fuu, ngam zamanuuji garanɗi fuu: 
GEN.9.13	Mi waɗan timotimooŋgal am nder duule. Kaŋgal laatoto alaama alkawal hakkunde am bee duniyaaru. 
GEN.9.14	Nde mooɓtanmi duule dow lesdi fuu e to timotimooŋgal waŋgi nder maaje, 
GEN.9.15	mi siftoran alkawal am bee mooɗon, bee dabbaaji e bee ko mari ɓanndu fuu. Ndiyamji meetataa laataago ilam tuufaana ngam nattingo marɗum ɓanndu fuu. 
GEN.9.16	Timotimooŋgal waŋgan nder duule. Mi laaran ngal e mi siftoran dow alkawal duumiiŋgal ngal kaɓɓumi ngam foroy hakkunde am e marɗum yoŋki fuu dow lesdi.” 
GEN.9.17	Allah wi'i Nuuhu: “Kanjum woni alaama alkawal ngal kaɓɓumi hakkunde am bee marɗum yoŋki fuu dow lesdi fuu.”
GEN.9.18	Ɓiɓɓe Nuuhu wurtiiɓe koommbowal ngoni: Sem e Haamu e Yafet. Haamu woni baaba Kanaana. 
GEN.9.19	Diga ɓiɓɓe Nuuhu tato ɓe'e, jooɗiiɓe dow lesdi fuu iwi.
GEN.9.20	Nuuhu woni aartuɗo fuɗɗugo ndemri. O jubi leɗɗe inabooje. 
GEN.9.21	O yari inaboojam, o wuyki, o suuriti nder suudu maako. 
GEN.9.22	Haamu, baaba Kanaana yi'i temmbu baaba muuɗum, o yehi yaasi, o anndini ɗum deerɗum'en ɗiɗo go. 
GEN.9.23	Nden Sem e Yafet koo'i ngapaleewol, ɓe ngaɗi ngol dow balbe maɓɓe. Ɓe njehi ɓaawo ɓaawo, ɓe cuddi temmbu baaba maɓɓe, ɓe ndaaraay gal baaba maɓɓe, non ɓe ngi'aay temmbu baaba maɓɓe. 
GEN.9.24	Nde Nuuhu fini e wuykere mum, o nani ko ɓiyiiko minyiraawo waɗi.
GEN.9.25	Nden o wi'i: “Kanaana o naalaaɗo! O laatano deerɗiiko'en maccuɗo ɓaawoojo.” 
GEN.9.26	O wi'i boo: “Tedduŋgal laatano Jawmiraawo, Allah mo Sem! Kanaana laato maccuɗo maako. 
GEN.9.27	Allah mawnina Yafet, ammaa joonde maako laato nder cuuɗi laymaaji Sem. Kanaana boo laatano mo maccuɗo.”
GEN.9.28	Ɓaawo ilam tuufaana, Nuuhu yeeɗi fahin duuɓi teemeɗɗe tati e cappanɗe jowi (350). 
GEN.9.29	Duuɓi Nuuhu fuu ngaɗi, teemeɗɗe joweenayi e cappanɗe jowi (950), nden o maayi.
GEN.10.1	Ɓaawo ilam tuufaana, ɓiɓɓe Nuuhu Sem e Haamu e Yafet danyi ɓikkoy.
GEN.10.2	Ɓiɓɓe Yafet ngoni: Gomer e Magog e Maday e Yawan e Tubal e Meesek e Tiras. 
GEN.10.3	Ɓiɓɓe Gomer ngoni: Askanas e Rifat e Togarma. 
GEN.10.4	Ɓiɓɓe Yawan ngoni: Elisa e Tarsis e Kitti'en e Rodani'en. 
GEN.10.5	Diga maɓɓe jooɗiiɓe haa duuɗe e fomoonde mbeela iwi. Ɓe cenndaama fodde lesdi maɓɓe e koo moy fodde ɗemŋgal muuɗum, fodde asŋgol muuɗum e ummaatoore muuɗum. 
GEN.10.6	Ɓiɓɓe Haamu ngoni: Kus e Misrayim e Put e Kanaana. 
GEN.10.7	Ɓiɓɓe Kus ngoni: Seba e Hawila e Sabeta e Rama e Sabitka. Ɓiɓɓe Rama boo: Saba e Dedan. 
GEN.10.8	Kus danyi Nimrudu, kaŋko woni aartuɗo laataago baawɗo dow lesdi. 
GEN.10.9	O loohoowo baawɗo yeeso Jawmiraawo. Ngam maajum ɓe ɗon mbi'a: “Loohoowo baawɗo yeeso Jawmiraawo bana Nimrudu.” 
GEN.10.10	O aarti laamaago dow berniiji ɗi'i: Baabila e Erek e Akat e Kalne nder lesdi Sine'ar. 
GEN.10.11	Nimrudu wurti lesdi ndi'i, o yehi Assuura. O nyiɓi Niniwe e Rehobot-Ir e Kala 
GEN.10.12	e Resen, berniwol maŋngol, ɗon hakkunde Niniwe bee Kala. 
GEN.10.13	Misrayim danyi Luudi'en e Anami'en e Lehabi'en e Naftu'en 
GEN.10.14	e Paturusi'en e Kaslu'en e Kaftori'en. Filisti'en iwi haa Kaslu'en. 
GEN.10.15	Kanaana danyi Sidon, afo muuɗum e Hetu 
GEN.10.16	e Yebusi'en e Amoori'en e Girgasi'en 
GEN.10.17	e Hewi'en e Arki'en e Siniti'en 
GEN.10.18	e Arwidi'en e Cemariti'en e Hamati'en. Ɓaawo maajum ci'e Kanaani'en caŋkiti. 
GEN.10.19	Maral Kanaani'en yaaji diga Sidon yehi Gerar, haa yotti Gaaza, haa Sodoma e Gomorra e Adama e Ceboyim, haa yotti Lesa. 
GEN.10.20	Ɓe'e ngoni danygol Haamu fodde ci'e maɓɓe e ɗemɗe maɓɓe e lesɗe maɓɓe nder ummaatooje maɓɓe.
GEN.10.21	Sem, hammiraawo Yafet, o danyanaama ɓiɓɓe boo. Kaŋko woni kaaka ɓiɓɓe Eber fuu. 
GEN.10.22	Ɓiɓɓe Sem ngoni: Elam e Assuru e Arfasada e Luuda e Aram. 
GEN.10.23	Ɓiɓɓe Aram ngoni: Uus e Hul e Geter e Mas. 
GEN.10.24	Arfasada danyi Selaha, Selaha danyi Eber. 
GEN.10.25	Eber danyanaama ɓiɓɓe worɓe ɗiɗo. Innde gooto, Pelek
GEN.10.26	Yoktan danyi Almodat e Selef e Hacamawet e Yeraha 
GEN.10.27	e Hadoram e Uzal e Dikila 
GEN.10.28	e Obal e Abimayel e Seba 
GEN.10.29	e Ofir e Hawila e Yobaba. Fuu maɓɓe ɓe ɓiɓɓe Yoktan. 
GEN.10.30	Ɓe jooɗi diga Mesar haa yotti tayre hooseere Sefar, haa fuunaaŋge. 
GEN.10.31	Kamɓe ngoni danygol Sem fodde ci'e maɓɓe e ɗemɗe maɓɓe nder lesɗe maɓɓe fodde jama'aaje maɓɓe.
GEN.10.32	Ndaa ci'e
GEN.11.1	Nder wakkati maajum yimɓe fuu ɗonno mbolwa ɗemŋgal gootal e bolle goote. 
GEN.11.2	Nde yimɓe ndilli gal fuunaaŋge, ɓe tawi waadiwol nder lesdi Sine'ar, ɓe njooɗi ton. 
GEN.11.3	Ɓe mbi'mbi'tiri: “Mbaɗen birikje, ngulen ɗe haa ɗe caata.” Ɓe nyiɓri bee maaje bana bee kaa'e, ɓe koo'i taari lesdi
GEN.11.4	Ɓe mbi'i: “Ndillen! Nyiɓen berniwol e suudu towndu, haa hoore suudu ndu'u yotto asama, ngam haa mbaɗanen ko'e meeɗen innde, taa en caŋkito nder duniyaaru fuu.” 
GEN.11.5	Jawmiraawo jippi ngam laarugo berniwol e suudu towndu, ko ɓiɓɓe Aadama nyiɓata. 
GEN.11.6	O wi'i: “Ndaa, ɓe ummaatoore woore, ɓe ɗon mbolwa ɗemŋgal gootal. Ko ɓe ngaɗi ɗo, ɗum fuɗɗoode tawon. Jonta kam, walaa ko haɗata ɓe waɗugo ko ɓe nufoto fuu. 
GEN.11.7	Ndillen, en njippo, en njiiɓa wolde maɓɓe, taa ɓe paampaamtira!” 
GEN.11.8	Jawmiraawo saŋkiti ɓe diga ton nder duniyaaru fuu, ɓe acci nyiɓugo berniwol. 
GEN.11.9	Ngam maajum ngol inndinaama Baabila
GEN.11.10	Ndaa habaru danygol Sem: Nde Sem waɗi duuɓi teemerre (100), duuɓi ɗiɗi ɓaawo ilam tuufaana, o danyi Arfasada. 
GEN.11.11	Ɓaawo danyeeki Arfasada, Sem yeeɗi duuɓi teemeɗɗe jowi (500). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.12	Nde Arfasada waɗi duuɓi cappanɗe tati e jowi (35), o danyanaama ɓiɗɗo: Sala. 
GEN.11.13	Ɓaawo danyeeki Sala, Arfasada yeeɗi fahin duuɓi teemeɗɗe nayi e tati (403). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.14	Nde Sala waɗi duuɓi cappanɗe tati, o danyi Eber. 
GEN.11.15	Ɓaawo danyeeki Eber, Sala yeeɗi duuɓi teemeɗɗe nayi e tati (403). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.16	Nde Eber waɗi duuɓi cappanɗe tati e nayi (34), o danyi Pelek. 
GEN.11.17	Ɓaawo danyeeki Pelek, Eber waɗi duuɓi teemeɗɗe nayi e cappanɗe tati (430). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.18	Nde Pelek waɗi duuɓi cappanɗe tati (30), o danyi Re'u. 
GEN.11.19	Ɓaawo danyeeki Re'u, Pelek waɗi duuɓi teemeɗɗe ɗiɗi e joweenayi (209). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.20	Nde Re'u waɗi duuɓi cappanɗe tati e ɗiɗi (32), o danyi Seruku. 
GEN.11.21	Ɓaawo danyeeki Seruku, Re'u yeeɗi duuɓi teemeɗɗe ɗiɗi e joweeɗiɗi (207). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.22	Nde Seruku waɗi duuɓi cappanɗe tati, o danyi Nahor. 
GEN.11.23	Ɓaawo danyeeki Nahor, Seruku yeeɗi duuɓi teemeɗɗe ɗiɗi (200). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.24	Nde Nahor waɗi duuɓi noogas e joweenayi (29), o danyi Tera. 
GEN.11.25	Ɓaawo danyeeki Tera, Nahor yeeɗi fahin duuɓi teemerre e sappo e joweenayi (119). O danyi ɓiɓɓe worɓe e rewɓe.
GEN.11.26	Nde Tera waɗi duuɓi cappanɗe joweeɗiɗi (70), o danyi Abraama e Nahor e Haran.
GEN.11.27	Ndaa habaru danygol Tera: Tera danyi Abraama e Nahor e Haran. Haran boo danyi Ludu. 
GEN.11.28	Haran maayi nder lesdi Kaldiya, nder berniwol Ur haa o danya, yaake baaba maako geetono. 
GEN.11.29	Abraama e Nahor te'i rewɓe. Innde debbo Abraama, Saray. Innde debbo Nahor boo, Milka ɓii Haran. Haran woni baaba Milka e Yiska. 
GEN.11.30	Saray laatino dimaro, o walaano ɓiŋngel.
GEN.11.31	Tera hoo'i ɓiyum Abraama e Ludu ɓii Haran, taaniraawo mum e Saray, esiraawo mum, debbo Abraama. Ɓe fuu ɓe ummi diga Ur nder Kaldiya, haa ɓe njaha lesdi Kanaana. Ɓe njotti Haran, ɓe njooɗi ton. 
GEN.11.32	Duuɓi Tera mbaɗi teemeɗɗe ɗiɗi e jowi (205). O maayi nder Haran.
GEN.12.1	Jawmiraawo wi'i Abraama: “Wurta lesdi maaɗa e lenyol maaɗa e saare baaba maaɗa. Yah haa lesdi ndi mi hollete
GEN.12.2	Mi laatinte ummaatoore mawnde, mi barkiɗinte, mi mawninan innde maaɗa. A laatanto woɗɓe daliila barka. 
GEN.12.3	Mi barkiɗinan barkiɗinanɓe ma, mi naalan naalanɓe ma. Ngam daliila maaɗa asli duniyaaru fuu keɓan barka
GEN.12.4	Abraama dilli, bana Jawmiraawo wi'no mo, Ludu yahdi bee maako. Abraama woodino duuɓi cappanɗe joweeɗiɗi e jowi (75), saa'i o wurto Haran. 
GEN.12.5	O hoo'i Saray, debbo maako e Ludu, ɓii deerɗiiko e mardi maɓɓe, non boo maccuɓe ɓe o soodi haa Haran fuu. Ɓe ngurti ngam ɓe njaha lesdi Kanaana. Ɓe njotti ton boo.
GEN.12.6	Abraama saali lesdi maajum fuu haa yotti nokkuure wi'eteende Sikem, haa lekki makki bi'eteeki More woni. Wakkati maajum Kanaani'en ɗonno njooɗi nder lesdi ndi'i. 
GEN.12.7	Jawmiraawo waŋgani Abraama, wi'i mo: “Mi hokkan danygol maaɗa lesdi ndi'i.” Ton Abraama mahani Jawmiraawo mo waŋgani mo hirsirde
GEN.12.8	Nden o ummi diga ton, o yehi lesdi kooseeje, haa fuunaaŋge Baytila. Ton o darni laymaaru maako, hakkunde Baytila haa hiirnaaŋge e Ayu haa fuunaaŋge. Ton o mahani Jawmiraawo hirsirde feere, o ewni innde Jawmiraawo nder do'a. 
GEN.12.9	Nden o dilli, o tokki laawol maako yahugo Lesdi Fombina
GEN.12.10	Weelo waɗi nder lesdi. Abraama dilli haa Misra haa o faɓɓoya ton, ngam weelo
GEN.12.11	Nde o ɓadi nastugo Misra, o wi'i Saray, debbo maako: “Ndaa, mi anndi a debbo ŋarniiɗo. 
GEN.12.12	To Misra'en ngi'i ma, ɓe mbi'an: Oo, ɗum debbo maako. Ɓe mbaratam, an kam ɓe accete. 
GEN.12.13	Ngam maajum sey mbi'a ɓe a deerɗiraawo am, haa mi jooɗo jam e yoŋki am boo hisa ngam daliila maaɗa.” 
GEN.12.14	Nde Abraama yotti Misra, Misra'en ngi'i debbo oo, o ŋarniiɗo masin. 
GEN.12.15	Saraaki'en Firawna
GEN.12.16	Firawna woonani Abraama daliila maako. O hokki Abraama dammooji e na'i e bamɗe e maccuɓe e horɓe e geelooɗi.
GEN.12.17	Ammaa Jawmiraawo hiiti Firawna e saare maako bee masiibooji naawɗi ngam daliila Saray, debbo Abraama. 
GEN.12.18	Nden Firawna ewni Abraama, wi'i mo: “Ɗum ɗume mbaɗanɗa yam ɗo? Koni a anndinaay yam o debbo maaɗa? 
GEN.12.19	Koni mbi'ɗa o deerɗa, haa mi hoo'i mo ngam o laato debbo am? Jonta, ndaa debbo maaɗa, hoocu mo, dillu!” 
GEN.12.20	Firawna umri worɓe woɗɓe ɗofta mo, ɓe ɗofti mo kaŋko e debbo maako e ko o mari fuu.
GEN.13.1	Abraama ummi diga Misra, warti Lesdi Fombina bee debbo maako e ko o mari fuu. Ludu ɗonno bee maako.
GEN.13.2	Abraama diskuɗo masin. O mari dabbaaji e cardi e kaŋŋeeri. 
GEN.13.3	O yehi seɗɗa seɗɗa diga Lesdi Fombina haa yotti Baytila, haa nokkuure laymaaru maako ndu o darnuno naane hakkunde Baytila e Ayu, 
GEN.13.4	haa nokkuure nde o mahuno hirsirde naane boo. Haa ton Abraama ewni innde Jawmiraawo nder do'a. 
GEN.13.5	Ludu, jahduɗo bee Abraama, woodi dammooji e na'i e cuuɗi laymaaji maako. 
GEN.13.6	Lesdi maajum he'aay haa ɓe njooɗodo ngam marle maɓɓe ɗuuɗi masin haa ɓe mbaawaay jooɗodaago. 
GEN.13.7	Jokkirgol ummi hakkunde waynaaɓe Abraama e waynaaɓe Ludu. Wakkati man Kanaani'en e Perezzi'en ɗonno nder lesdi maajum.
GEN.13.8	Nden Abraama wi'i Ludu: “Taa jokkirgol wona hakkunde am bee maaɗa, hakkunde waynaaɓe am bee waynaaɓe maaɗa ngam en banndiraaɓe. 
GEN.13.9	Naa lesdi fuu ɗon yeeso maaɗa na? Seedu bee am! To a yiɗi yahugo gal juŋngo nano, mi yahan haa nyaamo. To a yiɗi yahugo gal juŋngo nyaamo, mi yahan gal nano.” 
GEN.13.10	Ludu ɓaŋgti gite muuɗum, yi'i waadiwol Urdun fuu no soofri booɗɗum, haa yotti Co'ar. Hiddeko Allah nattina Sodoma e Gomorra, ngol nanndino bana jarne Jawmiraawo, bana lesdi Misra
GEN.13.11	Ludu suɓani hoore muuɗum waadiwol Urdun fuu, o dilli gal fuunaaŋge. Bana non ɓe ceediri. 
GEN.13.12	Abraama jooɗi nder lesdi Kanaana, Ludu boo jooɗi nder gure waadiwol. O darni cuuɗi laymaaji maako haa yotti Sodoma. 
GEN.13.13	Yimɓe berniwol Sodoma ɓe halluɓe, ɓe ɗonno mbaɗa hakke masin heedi Jawmiraawo.
GEN.13.14	Nde Ludu seedi bee maako, Jawmiraawo wi'i Abraama: “Ɓaŋgtu gite maaɗa, laar diga nokkuure nde a woni haa gal woyla
GEN.13.15	Ngam lesdi ndi ngi'ata fuu, haa maaɗa e danygol maaɗa ndokkanmi ndi ngam foroy
GEN.13.16	Mi ɗuɗɗinan danygol maaɗa bana njaareendi. To goɗɗo waawi limugo njaareendi maayo, o waawan limugo danygol maaɗa boo. 
GEN.13.17	Umma, widda lesdi, nder njuutirka e njaajirka maari fuu, ngam mi hokkete ndi.” 
GEN.13.18	Abraama ummidi bee cuuɗi laymaaji muuɗum, wari jooɗi les leɗɗe mawɗe haa Mamre, baŋnge Heburuun. Ton o mahani Jawmiraawo hirsirde.
GEN.14.1	Nder zamanu Amrafel, laamiiɗo Sine'ar e Ariyok, laamiiɗo Elasar e Kedorlayomer, laamiiɗo Elam e Tidal, laamiiɗo Goyim, 
GEN.14.2	ɓe mbaɗi konu bee: Bera laamiiɗo Sodoma e Birsa laamiiɗo Gomorra e Siniyabu laamiiɗo Adama e Semeber laamiiɗo Ceboyim e laamiiɗo Bela, waato Co'ar. 
GEN.14.3	Ɓe kawti, ɓe ngari nder waadiwol Sidim, ɗum Weendu Mannda. 
GEN.14.4	Duuɓi sappo e ɗiɗi ɓe ɗowtanino Kedorlayomer, ammaa nder nduuɓu sappo e tataɓu ɓe tuurtani mo. 
GEN.14.5	Nder nduuɓu sappo e nayaɓu, Kedorlayomer e laamiiɓe wonduɓe bee muuɗum ngari, njaali Refa'en haa Asterot-Karnayim e Susi'en haa Hama e Emi'en haa yayre Kiriyatayim, 
GEN.14.6	Hori'en boo, ɓe kaɓi bee muuɗum'en dow hooseere maɓɓe Se'ir, haa yotti El-Paran baŋnge ladde. 
GEN.14.7	Nden ɓe lori, ɓe ngari haa En-Mispat, ɗum woni Kaades. Ɓe njaali Amaleki'en nder lesdi muuɗum'en fuu, non boo Amoori'en wonɓe haa Hasason-Tamar. 
GEN.14.8	Nden laamiiɓe Sodoma e Gomorra e Adama e Ceboyim e Bela, waato Co'ar, ɓe fuu ɓe ngurti, ɓe taaskani konu nder waadiwol Sidim. 
GEN.14.9	Ɓe kaɓi bee Kedorlayomer mo Elam e Tidal mo Goyim e Amrafel mo Sine'ar e Ariyok mo Elasar, waato laamiiɓe nayo konata njowo. 
GEN.14.10	Ammaa waadiwol Sidim heewi gasarɗe taari lesdi. Nder doggudu maɓɓe, laamiiɓe Sodoma e Gomorra ndo'i nder ton. Luttuɓe ndoggi, mba'i kooseeje. 
GEN.14.11	Jaaliiɓe kooci jawdi Sodoma e Gomorra e nyaamdu wonndu ton fuu, nden ɓe ndilli. 
GEN.14.12	Ɓe koo'i boo Ludu, ɓii deerɗiraawo Abraama, bee ko o mari fuu, ɓe ndilliri. Ludu ɗonno jooɗi haa Sodoma.
GEN.14.13	Goɗɗo daɗɗo wari, anndini Abraama Ibraniŋkeejo habaru maajum. Abraama ɗonno jooɗi les leɗɗe mawɗe ɗe Mamre Amooriijo, deerɗiraawo Eskol e Aner go. Kamɓe kaɓɓuno alkawal bee Abraama. 
GEN.14.14	Nde Abraama nani ɓe njahri banndiiko kaɓɓaaɗo, o mooɓti suka'en maako waawɓe konu, danyaaɓe nder saare maako, worɓe teemeɗɗe tato e sappo e njoweetato (318). O taasni konne'en haa yotti Dan. 
GEN.14.15	O sennditi yimɓe maako geɓe geɓe, ngam ɓe ukkano ɓe jemma. O jaali ɓe, o taasni ɓe haa yotti Hoba, haa woyla Damas. 
GEN.14.16	O wartiri mardi maɓɓe fuu. Non o wartiri boo Ludu, banndiiko e mardi maako fuu e rewɓe e yimɓe woɗɓe.
GEN.14.17	Nde Abraama ɗon lorta ɓaawo o jaali Kedorlayomer e laamiiɓe wonduɓe bee muuɗum, laamiiɗo Sodoma wurti fotti bee maako nder waadiwol Sawe, waato waadiwol Laamiiɗo. 
GEN.14.18	Malkisadaka, laamiiɗo Salaama waddi tamseere e inaboojam. O limanjo Allah Ɓaŋiiɗo. 
GEN.14.19	O barkiɗini Abraama, o wi'i: “Barka laatano Abraama diga Allah Ɓaŋiiɗo, mo tagi asama e lesdi. 
GEN.14.20	Yettoore laatano Allah Ɓaŋiiɗo boo, mo hokki ma konne'en maaɗa haa juŋngo ma.” Abraama ittani mo zakka
GEN.14.21	Laamiiɗo Sodoma wi'i Abraama: “Hokkam yimɓe, jogita jawdi ngam maaɗa.” 
GEN.14.22	Abraama jaabi mo: “Mi ɗon ɓaŋgta juŋngo am hunaago yeeso Jawmiraawo, Allah Ɓaŋiiɗo, tagɗo asama e lesdi: 
GEN.14.23	Mi hoo'ataa koo ɗume haa ko marɗa, diga gaarawol haa lokkulol paɗe! Ngam taa mbi'a a riskini Abraama. 
GEN.14.24	Mi hoo'ataa koo ɗume ngam am! Sey ko suka'en am nyaami e geɗal worɓe yahduɓe bee am, Aner e Eskol e Mamre, kamɓe ɓe koo'a geɗal maɓɓe.”
GEN.15.1	Ɓaawo kuuje ɗe'e, Jawmiraawo waŋgani Abraama nder koyɗol, wi'i mo: “Taa hul, Abraama, min woni wawarde
GEN.15.2	Abraama jaabi: “Jawmiraawo Allah am, ɗume ndokkata yam? Donoowo saare am boo, ɗum Eli'ezer mo Damas, gooto caka sukaaɓe am.” 
GEN.15.3	Abraama wi'i fahin: “Ndaa, a hokkaay yam danygol. Ɗum gooto nder saare am, ronatammi.” 
GEN.15.4	Nden Jawmiraawo wolwani mo wolde nde'e: “Naa kaŋko ronete. Ammaa gurtotooɗo diga maaɗa ronete.” 
GEN.15.5	Nden o wurtini Abraama diga nder laymaaru muuɗum, wi'i ɗum: “Laar asama, lim koode to a waawan! Non danygol maaɗa laatoto
GEN.15.6	Abraama nuɗɗini Jawmiraawo. Ngam maajum Jawmiraawo limani mo ɗum adilaaku
GEN.15.7	Allah wi'i Abraama: “Min woni Jawmiraawo, gurtinɗo ma Ur nder lesdi Kaldiya, ngam mi marne lesdi ndi ngonɗa nder maari jonta.” 
GEN.15.8	Abraama wi'i: “Yaa Jawmiraawo Allah, noy anndiranmi mi maran ndi?” 
GEN.15.9	O jaabi mo: “Waddanam wiige nge duuɓi tati e mbeewa nga duuɓi tati e njawdiri mbaaldiri ndi duuɓi tati e poola masar e poolel.” 
GEN.15.10	Abraama waddi ɗum fuu. O ta'i ɗum caka caka, tiitnotiri ta'e maajum. Ammaa colli kam o ta'aay. 
GEN.15.11	Jigaaje ukki dow kusel, ammaa Abraama riiwi ɗe.
GEN.15.12	Haa mutki naaŋge, ɗoyŋgol tedduŋgol naŋngi Abraama, kultoreeŋgol e nyiɓre ɓaleere ukkani mo
GEN.15.13	Allah wi'i Abraama: “Anndu fakat danygol maaɗa jooɗoto nder lesdi ndi ngol maraay, ngol huuwanan yimɓe maari. Ɓe njarnan ngol bone deydey duuɓi teemeɗɗe nayi
GEN.15.14	Ammaa ɓaawo to mi hiitake ummaatoore nde ngol huuwanta ɗum, ngol wurtiditto bee jawdi ɗuuɗndi
GEN.15.15	Ammaa an, a hawtoyan bee kaakiraaɓe maaɗa bee jam, a uweteeɗo ɓaawo ndottaaku mbooɗŋgu. 
GEN.15.16	Haa yidere nayaɓre, danygol maaɗa loroto haa ɗo, ngam jonta halleende Amoori'en heewtaay tawon.”
GEN.15.17	Nde naaŋge muti, nyiɓre ɓaleere boo waɗi, ndaa, fayannde yiite suurannde e ɗemŋgal yiite, saali caka ta'e kusel go. 
GEN.15.18	Nyalaade maajum nden Jawmiraawo haɓɓi alkawal bee Abraama, o wi'i: “Mi hokkan danygol maaɗa lesdi ndi'i, diga maayo Misra haa maayo maŋngo wi'eteeŋgo Efratis
GEN.15.19	lesdi Keni'en e Kenizzi'en e Kadmoni'en 
GEN.15.20	e Heti'en e Perezzi'en e Refa'en 
GEN.15.21	e Amoori'en e Kanaani'en e Girgasi'en e Yebusi'en.”
GEN.16.1	Saray, debbo Abraama danyanaayno mo ɓiŋngel. O woodino korɗo Misraajo, innde maako Hajara. 
