MAT.1.1	Yàrɨ́ nɨ́ Yěsù 
MAT.4.5	Tdɨ́tdɔ̌, Pfɔ̀mvɔ náarà kà nà Yèrùsàlɛmà, ɨ̀lɨ̌lǎ kɨgɔ̀ ɔ̀, ndàdʉ̀ kàbhʉ rùpò Kàgàwà bhà ɨdza dɔ̀-tsírɔ́ ɔrʉ́ ngari dɔ̀, 
MAT.4.6	ndàdʉ̀ àtɨ̀nà kànɨ̌: «Nyɨ nyapɛ́ ɨ̀’ɨ̀ Kàgàwà t’ídhùnà nyʉ́ tɨ́, nɨ́ ɔ́bɛ̀ pɛ́ nyɨ obvò. Obhó tɨ́, Kàgàwà bhà Andítá ɔ̀ ka kándǐ dhu katɨ:
MAT.4.6	‹Kàgàwà rɨ̌ dhu nʉ́yǎ pbɨ̀ndà màlàyikà tɔ̀ okúnʉ dɔ̀ rɔ̀,
MAT.4.6	ndɨ́nɨ̌ nyɨ nɔkɔ tɨ́ ɔrʉ́ rɔ̀ ɔtsʉ́na-tsírɔ́,
MAT.4.6	akyɛ odu nɔ́ɔbɛna pfɔ̌nʉ nɨ̌
MAT.4.7	Nɨ́ Yěsù adʉ̀ dhu àdu kà tɔ̀ ndàtɨ: «Kàgàwà bhà Andítá ɔ̀ ka kándǐ dhu átɔ̀ katɨ:
MAT.4.7	‹Dhu-àkǎ nzá nyumvǔ pbʉ̀kʉ̀ Ádrʉ̀ngbǎlɛ Kàgàwà-afí
MAT.4.8	Wɔ̀ dhu-dzidɔ̌, Pfɔ̀mvɔ abhʉ̀ Yěsù rùpò ádzǐ pbìrì-akpà dɔ̀. Kǎdʉ̀ kɔ́rɔ́ yà adzɨ dɔ̌ ádrɔ̀drɔ̌ kámá tɔ́ pbìrì mà, kɔ́rɔ́ ɔ̀yá ònzì mànà nɨ́tɛ̀ kà tɔ̀. 
MAT.4.9	Kǎdʉ àtɨ̀nà Yěsù nɨ̌: «Nyɨ nyapɛ́ nyɔkɔ̀ ɔtdyʉ̀nʉ dɔ̌ ɔnzɨ̀dú nyɨfʉ ma, nɨ́ kɔ́rɔ́ kɔ̀rɨ́ dhu núbhǒ ma mɨ́ ɨndʉ̀.» 
MAT.4.10	Nɨ́ Yěsù adʉ̀ àtɨ̀nà kà nɨ̌: «Índrǐ nyɨ́ àwú, Sìtanɨ̌! Obhó tɨ́, Kàgàwà bhà Andítá ɔ̀ ka kándǐ dhu katɨ:
MAT.4.10	‹Dhu àkǎ nyʉlɛ̌ Ádrʉ̀ngbǎlɛ pbʉ̀kʉ̀ Kàgàwà,
MAT.4.10	nyadʉ̀ kà kɛ̀lɛ̌ nɨ́fʉ atdírɔ̀.›»
MAT.4.11	Nɨ́rɔ̀ nɨ́ ndɨ Pfɔ̀mvɔ náadʉ̀ ndɨ̀và, ndàrà kà-tɨ́ rɔ̀. Kàgàwà bhà màlàyíká náadʉ̀ ìwu Yěsù-tɨ’ɔ̀, àdʉ̀ àmbɛ kà kàsʉ̌ nɔ́nzɨ̀ dɔ̌.
MAT.4.12	Yěsù níitdègu bàtizò nubhónà Yùwanɨ̀ ka kósò imbi ɔ̀ dhu nɨ́rɨ, nɨ́ kǎdʉ̀ àrà fɨ̀ndá dhu nɨ̌ Gàlìlayà tɔ́ pbìrì ɔ̀. 
MAT.4.13	Ányɨ̀, kǎdɨ̀ nzá Nàzàretì tɔ́ kɨgɔ̀ ɔ̌, pbɛ́tʉ̀ kǎdʉ̀ àrà àdɨ Gàlìlayà tɔ́ rɛ̀rʉ̀-bɨdɔ̌ arɨ́’ɨ̀ kɨgɔ̀, Kàpɛ̀rnàwumù tɨ́ kátɨna ɔ̀. Kàpɛ̀rnàwumù nɨ’ɨ̀ Zàbʉ̀lɔnà mà, Nɛ̀ftalɨ̀ mànà tɔ́ mʉ̀lɛngʉ̀ ɔ̌ kɨgɔ̀.
MAT.4.14	Kɔ́rɔ́ wɔ̀ dhu náanzɨ̀ ndɨ̀, ndɨ́nɨ̌ Kàgàwà nʉ́ʉnɔ pbɨ̀ndà 
MAT.4.15	«Ɔ̀ɔ! Zàbʉ̀lɔnà bhà pbìrì mà, Nɛ̀ftalɨ̀ bhà pbìrì mànǎ,
MAT.4.15	ádrʉ̀ngbǎ rɛ̀rʉ̀-bɨdɔ̀ rárà ngʉdhà,
MAT.4.15	Yɔ̀rɔ̀danɨ̀ tɔ́ ɨdha-akpà-adzè nǎ rɔ̀ rɨ́’ɨ̀ pbìrì, Gàlìlayà,
MAT.4.15	yà ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí náaróko ɔ̀ná pbìrì!
MAT.4.16	Yà ɨ́nɔ̀ ɔ̌ aróko kɔ́rɔ́ alɛ nála wà ádrʉ̀ngbǎ awáwʉ̀.
MAT.4.16	Yà ɔvɛ-sɨsɨ̀ tɔ́ ɨ́nɔ̀ níibvú ndɨ̀ dɔ̀ná pbìrì ɔ̌ aróko alɛ dɔ̌nga
MAT.4.16	awáwʉ̀ náwʉ̀ wà
MAT.4.17	Kàpɛ̀rnàwumù ndɨ̀ ndàrà àhʉ rɔ̀ nɨ́ ndɨ, Yěsù apɛ̀ ndʉ̀nɔ̀ Kàgàwà bhà Ídzì Màkʉ̌rʉ̀, ndàrà àtɨ̀nà rɔ̌: «Nyʉ̀gɛ̀rɛ̀ nyɨ̌ nyʉ̌bhà fʉ̀kʉ́ nzɛ́rɛnga. Obhó tɨ́, ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà bhà idzi-tsʉ̀ níndù wà ndɨ̀.»
MAT.4.18	Gàlìlayà tɔ́ rɛ̀rʉ̀-bɨdɔ̌ ndɨ̀ ndúbhi rɔ́rɔ̀, Yěsù náala atdí alɛ bhà ɔ́yɔ̌ inzo. Abádhí nɨ’ɨ̀ àwěrù. Atdí-ɔvɔ̀ nɨ’ɨ̀ Sìmonì. Ngǎtsi ndɨ Sìmonì-ɔvɔ̀ nɨ’ɨ̀ Pɛ́tɛrʉ̀. Ndɨrɔ̀ kà t’ádɔ̀nà-ɔvɔ̀ nɨ’ɨ̀ Àndɛ̀rɛyà. Abádhí ubhínà ɨ̀bhɛ̀ nɔ́kyɛ̀ rɔ̌ imbi nɨ̌ rɛ̀rʉ̀ ɔ̀. 
MAT.4.19	Nɨ́ Yěsù atɨ abádhí nɨ̌: «Nyìwǔ owùdu ɔ̌! Ma mɨ́ nyʉ̌gɛ̀rɛ̀, nyǒngò ìndrǔ-tsʉ̀ núndu róngo, ndɨ́nɨ̌ owùdu nʉngʉ tɨ́ alɛ tɨ́.» 
MAT.4.20	Nɨ́ ʉrɔ́ rɔ̀ tɨ́, abádhí nʉ́ʉbhà fɨ̀yɔ́ ɨ̀bhɛ̀-mbǐ, ’àdʉ̀ òwu kǒwù ɔ̌.
MAT.4.21	Tdɨ́tdɔ̌ Yěsù náandrì ɨtsɛta akɛ, ndàdʉ̀ Zɛ̀bɛ̀dayò bhà ɔ́yɔ̌ inzo nála. Ɨ inzo nɨ’ɨ̀ Yàkɔbhɔ̀ mà adɔ̀nà Yùwanɨ̀ mànà. Abádhí nɨ́ɨ’ɨ̀ fɨ̀yɔ́ ibhú ɔ̀, àbayà Zɛ̀bɛ̀dayò mànà, fɨ̀yɔ́ ɨ̀bhɛ̀-mbǐ nɔ́bhɔlɔ ɨ̀ ɨ́ rɔ́. Nɨ́ Yěsù adʉ̀ abádhí nánzì. 
MAT.4.22	Nɨ́ ányɨ̀rɔ̌ rɔ̀ tɨ́, abádhí adʉ̀ àbayà nʉ́bhà ibhú mànà, ’àdʉ̀ òwu Yěsù-owù ɔ̌.
MAT.4.23	Yěsù nóongónà ùbhi kɔ́rɔ́ ngari ɔ̀nǎ Gàlìlayà tɔ́ pbìrì ɔ̌. Kǎránà dhu ùdhe rɔ̌ unduta-dzà ɔ̌ rɔ̀, ndàdʉ̀ àrà ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà bhà idzi tɔ́ Ídzì Màkʉ̌rʉ̀ nʉ́nɔ̀ rɔ̌ ìndrǔ tɔ̀. Ndɨrɔ̀ kǎránà kɔ́rɔ́ andɨ-tɨdɔ̀ nɨ́gʉ rɔ̌, ndàdʉ̀ kɔ́rɔ́ otsu-tɨdɔ̀ nɨ́gʉ. 
MAT.4.24	Nɨ́ kɔ̀yɨ̌ náaká kɔ́rɔ́ Sìriyà tɔ́ pbìrì ɔ̌. Ndɨrɔ̀, ka kowúnà dhèdhèrɔ̀ andɨ-tɨdɔ̀ nɨ̌ arándɨ alɛ nʉ́mbà rɔ̌ kà-fɔ’ɔ̀. Ɨ alɛ nɨ’ɨ̀ yà nzɛ́rɛ-alafí nà arɨ́’ɨ̀ ɔ̀yà alɛ mà, sɨ́mvɔtálɛ mà, ndɨrɔ̀ ngbɔ̌ya ʉ́vɛ alɛ mànà. Nɨ́ Yěsù náaránà ɨ alɛ nɨ́gʉ rɔ̌ kɔ́rɔ́. 
MAT.4.25	Ábhɔ̌ ihé-yà nóowúnà ìwu rɔ̌ Gàlìlayà tɔ́ pbìrì ɔ̀ rɔ̀, 
MAT.5.1	Yěsù níitdègu ihé-yà nálǎ, nɨ́ kǔpò pbìrì dɔ̀, ndàdʉ̀ àdɨ obvò. Nɨ́ kàbhà 
MAT.5.2	Nɨ́rɔ̀ nɨ́ ndɨ kǎdʉ̀ ndɔ̀pɛ̀ ndùdhe dhu abádhí tɔ̀, ndàmbɛ àtɨ̀nà dɔ̌:
MAT.5.3	«Hirò nɔnzɨya alɛ nɨ́
MAT.5.3	yà nǎkʉ̀ tɨ́ arɨ́’ɨ̀ alɛ-afí ɔ̀nǎ rɔ̀ alɛ,
MAT.5.3	ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà bhà idzi nɨ́ abádhí tɔ́ nɨ́dhunɨ̌!
MAT.5.4	Hirò nɔnzɨya alɛ nɨ́,
MAT.5.4	yà kòmbí aróko nyɨ̀ya-dha ɔ̌ alɛ,
MAT.5.4	Kàgàwà nóopéya abádhí-afí nɨ́dhunɨ̌!
MAT.5.5	Hirò nɔnzɨya alɛ nɨ́
MAT.5.5	yà ɨ̀yɔ̀nga ɔ̌ aróko alɛ,
MAT.5.5	abádhí nóokoya yà adzɨ-kàmǎ tɨ́ nɨ́dhunɨ̌.
MAT.5.6	Hirò nɔnzɨya alɛ nɨ́,
MAT.5.6	yà obhónánga ɔ̀nzɨ ɨ̀ ɨ́ dhu tɔ́ àwù nà arɨ́’ɨ̀, àdhàdhɨ̀ ɔ̀nyʉ̀ mà ɨdha mànà-atdyú òho ka karɨ́ dhu bhěyi alɛ,
MAT.5.6	Kàgàwà náadʉ̀ya abádhí ózè dhu nábhʉ ràkǎ abádhí tɔ̀ nɨ́dhunɨ̌.
MAT.5.7	Hirò nɔnzɨya alɛ nɨ́
MAT.5.7	ɨzʉ nábà arɨ́ ɔdhɨ́ya dɔ̌ alɛ,
MAT.5.7	Kàgàwà náabáya ɨzʉ abádhí dɔ̌ nɨ́dhunɨ̌.
MAT.5.8	Hirò nɔnzɨya alɛ nɨ́
MAT.5.8	afíya ɔ̀nǎ rɔ̀ ɨ́lǎ Kàgàwà-nyɨ̀kpɔ́ ɔ̌ alɛ,
MAT.5.8	abádhí náalaya Kàgàwà-ngbɔ̀ nɨ́dhunɨ̌.
MAT.5.9	Hirò nɔnzɨya alɛ nɨ́,
MAT.5.9	màrʉ̀ngà ɔ̌ arɨ́ ìndrǔ nábhʉ̌ ròkò alɛ,
MAT.5.9	Kàgàwà náanziya abádhí pbɨ̀ndà inzo tɨ́ nɨ́dhunɨ̌.
MAT.5.10	Hirò nɔnzɨya alɛ nɨ́
MAT.5.10	obhónánga ɔ̀nzɨ ɨ̀ arɨ́ dhu-okú dɔ̀ rɔ̀ ka karávu rɔ̀yá alɛ,
MAT.5.10	ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà bhà idzi nɨ’ɨya abádhí tɔ́ nɨ́dhunɨ̌.
MAT.5.11	Ndɨrɔ̀, hirò nɔnzɨya nɨ́ nyɨ̌,
MAT.5.11	yà nyɨ̌ nɨ̌ ka karɨ́ dhu nʉ́nɔ,
MAT.5.11	kavu rʉ̀kʉ́,
MAT.5.11	kadʉ̀ kɔ́rɔ́ nzɛ́rɛ dhu-tɨdɔ̀ náwɛ dʉ̀kʉ́ okúdu dɔ̀ rɔ̀ rɔ̀.
MAT.5.12	Nɨ́ nyìlè nyɨ̌, nyǎdʉ̀ òko dhɛ̀dhɛ ɔ̌, nyɨ̌ nyabáya ádrʉ̀ngbǎ mʉ̀kɨ̀mbà nyʉ́ ɔ̀rʉ̀-akpà ɔ̀ nɨ́dhunɨ̌. Wɔ̀ dhu bhěyi tɨ́ nɨ́ ndɨ ka kavù angyi ɨ’ɨ̀ Kàgàwà bhà 
MAT.5.13	Yěsù adʉ̀ àtɨ̀nà tdɨ́tdɔ̌ ihé-yà nɨ̌: «Nyɨ̌ nɨ́ iko yà adzɨ dɔ̌ alɛ nzínzì ɔ̌. Pbɛ́tʉ̀, iko-òvǔ náapɛ́ ìku, nɨ́ ka kádʉ̀ kàbhʉ ròkyè àdhu nɨ̌ tdɨ́tdɔ̌? Kà kàsʉ̌ rɨ̌ mbǎ àdʉ̀ ɨ̀’ɨ̀ tdɨ́tdɔ̌. Kà rǎdʉ̀ àkǎ koyì iri, kadʉ̀ àmbɛ ɔ̀nánga nótsì dɔ̌ alɛ-pfɔ̀ nɨ̌.
MAT.5.14	Nyɨ̌ nɨ́ ndɨ awáwʉ̀ yà adzɨ dɔ̌ alɛ nzínzì ɔ̌. Pbìrì dɔ̌ ka kɔ́sɨ̀ kɨgɔ̀ náarɨ́ nzɨ̌ ndòru. 
MAT.5.15	Ndɨrɔ̀, ka kɨ́nzɨ̌ àdʉ̀ tarà nɔ́bɨ̀, kadʉ̀ àtsìnà ɨ̀tǎ-tsì. Pbɛ́tʉ̀, ka kádʉ̀ kɔ̀bɨ̀, kadʉ̀ ɨ̀lɨnà tarà ʉ̀lɨ̌ ka karɨ́ ɔ̀ná ɔrʉ́ ngari ɔ̌. Ndɨ dhu bhěyi nɨ́ ndɨ kà rǎdʉ̀ ɨdzá rɨ́’ɨ̀ kɔ́rɔ́ alɛ-nyɨ̌nga náwʉ̀. 
MAT.5.16	Nɨ́ ndɨ dhu bhěyi tɨ́, dhu àkǎ fʉ̀kʉ́ awáwʉ̀ ràwʉ̀ kɔ́rɔ́ alɛ-nyɨ̌nga, ndɨ́nɨ̌ abádhí ala tɨ́ ídzì kàsʉ̌kʉ, ’àdʉ̀ ɔ̀rʉ̀-akpà ɔ̀ arɨ́’ɨ̀ Àbakʉ Kàgàwà nɨ́fʉ.»
MAT.5.17	Yěsù adʉ̀ àtɨ̀nà tdɨ́tdɔ̌: «Àpɛ́ nyɨ̀rɛ̀ nga ma rɨ́rà Músà bhà Ʉyátá mà, pbànábí nʉ́ʉnɔ dhu mànà dhu núgolo. Ma mɨ́rà nzá abádhí núgolo, pbɛ́tʉ̀, ma mɨ́rà ndɨ́nɨ̌ ma mabhʉ̀ tɨ́ ɨ Ʉyátá nʉ́nɔ̀ dhu rɔ̀nzɨ̀ ɨ̀. 
MAT.5.18	Ma mɨ́ obhó dhu nʉ́nɔ fʉ̌kʉ̀: òko yà adzɨ mà ɔ̀rʉ̀-akpà mànà nóko rɔ́rɔ̀, atdí andítá-nyɨ̀kpɔ́-tʉ́tʉ̌ngba mà ɨ Ʉyátá ɔ̌ náawíya nzɨ̌, ràrà àhʉ yà adzɨ ɔ̌ dhu-tsʉ̀ rɨ̌ ndɔ̀dɨ̀ dhu ɔ̀. 
MAT.5.19	Nɨ́rɔ̀, atdí alɛ náapɛ atdí akɛkpá Ʉyátá-ngba mà nʉ́kɔ̀ kɔ̀rɨ́ Ʉyátá nzínzì ɔ̌, ndàdʉ̀ dhu ùdhe ngʉ̌kpà alɛ tɔ̀ ròwù kʉ̀kɔ̀ rɔ̌ átɔ̀ ndɨ̀ bhěyi, nɨ́ ndɨ alɛ nɨ’ɨya ndɨ ákɛ̌kpá alɛ ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà bhà idzi ɔ̌. Pbɛ́tʉ̀ ɨ Ʉyátá nɨ́fʉ̌ rɨ̌, ndàdʉ̀ dhu ùdhe ngʉ̌kpà alɛ tɔ̀ rɨ̀fʉ ka átɔ̀ ndɨ̀ bhěyi alɛ, nɨ́ ndɨ alɛ nɨ’ɨya ndɨ ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà bhà idzi ɔ̌ ádrʉ̀ngbǎlɛ.
MAT.5.20	Obhó tɨ́, ma mátɨna nyɨ̌ nɨ̌: nyɨ̌ nyarɔ́nzɨna obhónánga náapɛ́ nzɨ̌ òse Músà bhà Ʉyátá tɔ́ màlímó mà, 
MAT.5.21	Tdɨ́tdɔ̌ Yěsù adʉ̀ àtɨ̀nà: «Nyɨ̌ nyɨ́rɨ̀ wà abhúkʉ tɔ̀ Kàgàwà ʉyá dhu ndàtɨ: ‹Dhu àkǎ nzá nyohò abvo. Abvo nòhò alɛ nákǎ kɔtdɨ̀ ànyǎna.› 
MAT.5.22	Pbɛ́tʉ̀, ma mɨ́ dhu ɔ̀vɔ fʉ̌kʉ̀, matɨ: ɔdhɨ̀nà rɔ̌ àkǒ alɛ, nákǎ kɔtdɨ̀ ànyǎna. Ndɨrɔ̀, ɔdhɨ̀nà nàtɨ̀ kɨ̀dhɔmà tɨ́ alɛ, nákǎ ádrɔ̀drɔ̌ anya nɨ́tdɨ̀ arɨ́ alɛ rɔ̀tdɨ̀ anya dɔ̀ná. Ndɨrɔ̀, ndɨ alɛ ràtɨ ɔdhɨ̀nà nɨ̌: ‹Ɨnyɨ nɨ́ àrǐtálɛ!› Nɨ́ ndɨ alɛ àkǎ, kobvù yà ɨ̀nzɨ̌ arávɛ dhòdhódhónganà kàzʉ ɔ̀.
MAT.5.23	Nyɨ nyapɛ́ ɨ̀’ɨ̀ pɛrɛ̀ nábhʉ̌ nyɨ nyɨ́ 
MAT.5.24	nɨ́ dhu àkǎ nyʉbhà ndɨ pɛrɛ̀ màzàbahʉ̀-ɔ̀nzɨ̌, nyadʉ̀ nyadu, nyǒwù ndɨ nzínzìkʉ ɔ̌ rɨ́’ɨ̀ dhu nɨ́tɔ̀ angyi adɔ̀nʉ mànà. Wɔ̀ dhu-dzidɔ̌ nɨ́ ndɨ, nyɨ nyádʉ̀ nyadu, nyɨrà pbʉ̀kʉ̀ pɛrɛ̀ nábhʉ Kàgàwà tɔ̀.
MAT.5.25	Dhu nà nyɨ̌ nyarɨ́’ɨ̀ nà nzínzìkʉ ɔ̌ ɔdhɨ̀nʉ náapɛ́ àmbɛ àrà dɔ̌ nyɔbhʉ̀, nyǎdʉ̀ òko nyǎmbɛ òwu dɔ̌ atdíkpá ka mànà dhʉ̀wanɨ̀ ɔ̀, nɨ́ dhu àkǎ nyɔnzɨ̀ ɔbɨ, nyɨ̌rɨ̀ nyɨ̌, nyɨ̌tɔ̀ ndɨ dhu, ɨnzá nyɨ̌ nyàpɛ̀ òwu ùvò anya t’ɨ́tdɨ̀ta t’álɛ-ɔ̀nzɨ̌ rɔ́rɔ̀. Ɨ̀mbǎ kɨ̀’ɨ̀ ndɨ dhu bhěyi rɔ̀, kà rǎdʉ̀ nyabhʉ kɔtdɨ̀ ànyǎnʉ, kadʉ̀ nyabhʉ pùrǔsì ròsò nyɨ imbi ɔ̀. 
MAT.5.26	Ma mɨ́ obhó dhu nʉ́nɔ ɨndʉ̀: nyɨ nyɨ́ nzɨ̌ àdʉ̀ àhʉ imbi ɔ̀ rɔ̀ ɨnzá nyɨ nyùbho dʉ̀nʉ́ ka kɔ̀tdɨ̀ dhu rìku kɔ́rɔ́ rɔ́rɔ̀.»
MAT.5.27	Wɔ̀ dhu-dzidɔ̌, Yěsù adʉ̀ àtɨ̀nà: «Nyɨ̌ nyɨ́rɨ̀ wà yà ka kʉnɔ dhu, katɨ: ‹Dhu àkǎ nzá nyɔnzɨ̀ mʉ̀nyɔ̀nɨ̀.› 
MAT.5.28	Pbɛ́tʉ̀ ɨma, ma mátɨna nyɨ̌ nɨ̌: atdí kpatsìbhálɛ náapɛ́ ngǎtsi alɛ-ve dɔ̀ nga nándà, ndàdʉ̀ kǎtdyú nóhò, nɨ́ ndɨ alɛ nɔ́nzɨ̀ wà mʉ̀nyɔ̀nɨ̀ ndɨ̀ tsìbhálɛ nà afína ɔ̀.
MAT.5.29	Nɨ́ dhu náapɛ́ ɨ̀’ɨ̀, fangà tɔ́ nyɨ̀kpɔ́nʉ náarɨ́ nyabhʉ̌ nyotsù nzɛ́rɛnga ɔ̀ dhu tɨ́, nɨ́ dhu àkǎ nyɨtǎ ka, nyadʉ̀ ìtùnà nyobvù ɨtsɛ rʉ̀nʉ́ rɔ̀. Obhó tɨ́, dhu àkǎ wà nyiwǐ atdí ngbɔ̌nʉ-rɔ̌ngá-ngba, ròsè kɔ́rɔ́ ngbɔ̌nʉ nóbvù ka kɨ́ ɨ̀nzɨ̌ arávɛ dhòdhódhónganà kàzʉ ɔ̀ dhu dɔ̀nǎ. 
MAT.5.30	Ndɨrɔ̀, dhu náapɛ́ ɨ̀’ɨ̀, fangà tɔ́ ɔtsʉ́nʉ náarɨ́ nyabhʉ̌ nyotsù nzɛ́rɛnga ɔ̀ dhu tɨ́, nɨ́ dhu àkǎ nyɔtdɨ̀ ka, nyadʉ̀ òbvùnà ɨtsɛ rʉ̀nʉ́ rɔ̀. Obhó tɨ́, dhu àkǎ wà nyiwǐ atdí ngbɔ̌nʉ-rɔ̌ngá-ngba, ròsè kɔ́rɔ́ ngbɔ̌nʉ nóbvù ka kɨ́ ɨ̀nzɨ̌ arávɛ dhòdhódhónganà kàzʉ ɔ̀ dhu dɔ̀nǎ.»
MAT.5.31	Tdɨ́tdɔ̌ Yěsù adʉ̀ àtɨ̀nà: «Ka katɨ átɔ̀: ‹Pbɨ̀ndà tsìbhálɛ nɔ́dhɔ rɨ́ alɛ nákǎ ndàndǐ ʉbhátá tɔ́ bhàrʉwà, ndàdʉ̀ àbhʉnà kà-fɔ́.› 
MAT.5.32	Pbɛ́tʉ̀ ɨma, ma mátɨna nyɨ̌ nɨ̌: ‹Atdí alɛ mà náapɛ́ pbɨ̀ndà tsìbhálɛ nɔ́dhɔ ɨnzá nɨ́ mʉ̀nyɔ̀nɨ̀ kɔ̀nzɨ̀nà dhu-okú dɔ̀ rɔ̀ tɨ́, nɨ́ ndɨ alɛ nítsu wà pbɨ̀ndà tsìbhálɛ mʉ̀nyɔ̀nɨ̀ ɔ̀, ndɨ tsìbhálɛ mà rǎdʉ̀ òwu ’ʉ̀mba ngǎtsi kpatsìbhálɛ nà nɨ́dhunɨ̌. Ndɨrɔ̀, ndɨ ɔ̀dhɔ ka kɔ̀dhɔ̀ tsìbhálɛ nà ɨ̀ nʉ̀mbǎ alɛ nádʉ̀ ɨ’ɨ̀ ɨwà mʉ̀nyɔ̀nɨ̀ nɔ̀nzɨ̀ átɔ̀.›»
MAT.5.33	Tdɨ́tdɔ̌ Yěsù adʉ̀ àtɨ̀nà: «Nyɨ̌ nyɨ́rɨ̀ wà yà abhúkʉ tɔ̀ ka kʉyá dhu, katɨ: ‹Àpɛ́ nyʉ̀tsɔ̌ dhu tɨ̀tɔ̀ dɔ̌, pbɛ́tʉ̀ dhu àkǎ nyɔ̌nzɨ̀ yà Ádrʉ̀ngbǎlɛ Kàgàwà-ɔ̀nzɨ̌ nyɨ̌ nyɔ́tsɔ̀ ɔ̀nzɨ nyɨ̌ nyɔ́nzɨna dhu tɨ́ dhu
MAT.5.34	Pbɛ́tʉ̀, ma mátɨna nyɨ̌ nɨ̌: Àpɛ́ nyʉ̀tsɔ̌ dhu akɛkpá màtɨ́. Àpɛ́ nyʉ̀tsɔ̌ dhu ɔ̀rʉ̀-akpà-ɔvɔ̀ rɔ̌ màtɨ́, Kàgàwà náarádɨ dɔ̀ná tombi nɨ́ ndɨ nɨ́dhunɨ̌. 
MAT.5.35	Àpɛ́ nyʉ̀tsɔ̌ dhu yà adzɨ-ɔvɔ̀ rɔ̌ màtɨ́, Kàgàwà náarɨ́ pfɔ̌na ʉ̀lɨ̌ rɔ́nga nɨ́ ndɨ nɨ́dhunɨ̌. Àpɛ́ nyʉ̀tsɔ̌ dhu Yèrùsàlɛmà tɔ́ kɨgɔ̀-ɔvɔ̀ rɔ̌ màtɨ́, ádrʉ̀ngbǎ Ádrʉ̀ngbǎ kamà bhà kɨgɔ̀ nɨ́ ndɨ nɨ́dhunɨ̌. 
MAT.5.36	Ndɨrɔ̀, àpɛ́ nyʉ̀tsɔ̌ dhu dʉ̀kʉ-ɔvɔ̀ rɔ̌ màtɨ́, ɨ̀nzɨ̌ nyɨ̌ nyádʉ̀ atdí àyɨ̌-vɛ́-ngba mà nábhʉ rɔ̀tɨ̀, ndɨrɔ̀ ngǎtsi nɨ̌ ròpfò nɨ́dhunɨ̌. 
MAT.5.37	Obhó dhu tɨ́ rɨ́’ɨ̀ dhu nákǎ nyǎtɨ̀ obhó dhu tɨ́. Ndɨrɔ̀, ɨ̀nzɨ̌ nɨ́ obhó dhu tɨ́ rɨ́’ɨ̀ dhu nákǎ nyǎtɨ̀ ɨ̀nzɨ̌ nɨ́ obhó dhu tɨ́. Wɔ̀ dhu dɔ̌ ka kísěna ngʉ̌kpà dhu nádʉ̀ ɨ̀’ɨ̀ nzɛ́rɛ alɛ, Pfɔ̀mvɔ bhà rɔ̀ ɨ̀rà dhu.»
MAT.5.38	Yěsù adʉ̀ àtɨ̀nà tdɨ́tdɔ̌: «Nyɨ̌ nyɨ́rɨ̀ wà yà ka kʉnɔ dhu, katɨ: ‹Alɛ-nyɨ̀kpɔ́ alɛ-nyɨ̀kpɔ́ arì ɔ̌, ndɨrɔ̀ alɛ-kù alɛ-kù arì ɔ̌
MAT.5.39	Pbɛ́tʉ̀ ɨma, ma mátɨna nyɨ̌ nɨ̌, dhu ràkǎ nzá nyǔbho nzɛ́rɛ dhu nzɛ́rɛ dhu nɨ̌. Atdí alɛ náapɛ́ ngàngànʉ ɔ̀pbɨ fangà dɔ̀nǎ rɔ̀, nɨ́ dhu àkǎ nyʉgɛ̀rɛ̀ ígù dɔ̀nǎ ngàngànʉ kà rɔ̀pbɨ̀ átɔ̀. 
MAT.5.40	Atdí alɛ náapɛ́ ndòzè ndàrà nyɔbhʉ̀ dhʉ̀wanɨ̀ ɔ̀, ndɨ́nɨ̌ ndakɔ̀ tɨ́ rʉ̀nʉ́ sìmisì, nɨ́ dhu àkǎ nyɨwà rʉ̀nʉ́ kotì átɔ̀, nyabhʉ kà tɔ̀. 
MAT.5.41	Atdí alɛ náapɛ́ nyʉtʉ̌ ɔbɨ nɨ̌ nyanɔ̀ dɔ̀ná dhu, nyarà nà atdí kìlòmɛ̌tɛ̀rɛ̀ tɨ́, nɨ́ dhu àkǎ nyanɔ̀ ka, nyarà nà ɔ́yɔ̌ kìlòmɛ̌tɛ̀rɛ̀ tɨ́. 
MAT.5.42	Atdí alɛ náapɛ́ dhu ònzi fʉnʉ́, nɨ́ dhu àkǎ nyabhʉ ndɨ dhu kà tɔ̀. Ndɨrɔ̀, kǎpɛ́ dhu ònzi ndʉ̀wʉ fʉnʉ́, nɨ́ dhu àkǎ nzá nyuvǒ nyɨ ndɨ dhu rɔ̌.»
