MAT.1.1	Ali ni lishauma lyamaimyo lyavanakuluvake Yesu Klistu ndukulugwe Daudi na jojo ndukulugwe Abulaamu.
MAT.7.6	“Hamunavape vang'avanga vinu vyakwilimyanga na ata hamunavape vanguluve majanga amali. Vovo vo vankuulula kuluvatanga kutwala kumuujila mwemwe mmene kunshapwalanga.
MAT.7.7	“Jugwa mundapata, lambela mundona na taa odi vananshimulila. 
MAT.7.8	Kula munu ánajugwa vandámupa, ánalambela andóna na ánataa odi vanánshimulila. 
MAT.7.9	Wakwashi pakati penu ánatenda mwanagwe akanjugwa ligung'u nae kumupa lijanga? 
MAT.7.10	Kwali akanjugwa yomba nae kumupa nyoka? 
MAT.7.11	Ikava kenga mwenu pamo na ukalau wenu munkumanya kuvapa vanavenu vyambone, kushi Tatagwenu ávele kuwa hamamodya kuvapa vinu vyambone avalá vanjúgwa? 
MAT.7.12	Napavedoni kula shinu shamulota mwenu vavenu vantandele, namwenu vanavo vatandele vyovyo mwaa lyolyo ali ni Lilamulo na Vakulava.
MAT.7.13	“Injilila pannango udikidiki mwaa indila na nnango uvaúkanavo vanu kukubamalegwa, ùkumene. Vainjilíla amo, vavelé voe. 
MAT.7.14	Pakuva nnango wo, ùdikidiki na indila yo, ìdikidiki yúka kushingumi, vaanaléla nnango awo me vavé padyoko!
MAT.7.15	“Lishunge kwavakulava vakushang'apa. Vanavo vankumwidila mwenu vàgwalenge magwogwe adingandolo kanji mmitima myave vàvele mavinji akukalipa. 
MAT.7.16	Vanavo mundavamanya kwadindila dyavyepo vyave. Da vandépa dyuwe mwinalala kwali kwepa nshambalau mulilonga? 
MAT.7.17	Nadoni kula nnandi wakukonda upa vyepo vyambone napane úkakondile upa vyepo vyakunyalanyalanga. 
MAT.7.18	Hainaulukika shinu nnandi wakukonda kupa vyepo vyakunyalanyalanga na úkakondile kupa vyepo vyambone. 
MAT.7.19	Kula nnandi úkapa vyepo vyambone vandálumula kujela pamoto. 
MAT.7.20	Napavedoni vanavo mundavamanya kwadindila dyavyepo vyave.
MAT.7.21	“I uti avalá vangwaulíla ‘Umu, Umu’ vandainjila muutawala wakuwa, ila aijá átandedya malotelo ake Atata ávele kuwa. 
MAT.7.22	Muliduva alyo vanu voe vanangwaulila doni, ‘Umu, Umu! Da wetu palina lyako hatulavile, palina lyako hatukumulenge majini na palina lyako hatutandile vyamakango vyoe?’ 
MAT.7.23	Ni apo pangulota kuvaulila ngala doni, ‘Mwiko hanimmanyite. Ngunyema apa mwenu mútandedya ungave-lilamulo.’
MAT.7.24	“Napavedoni kula munu áigwilila malove angu na kutandedya mwalatangalakela, ankuva kenga munu wamang'amung'amu ádangile ing'ande yake pashanya lijanga lyakulitandika. 
MAT.7.25	Medi kutonya, dyundi kuumbalanga, imepo kupunga yuka shalatoto na ing'ande ayo kanji ing'ande yo kugwa do mene mwaa wakudenga palijanga. 
MAT.7.26	Napane kula munu áigwilila malove angu kanji mene kutandedya mwalatangalakela, ankuva kenga munu ákave ding'ano ádangile ing'ande yake palitimbwitimbwi. 
MAT.7.27	Medi kutonya, dyundi kuumbalanga, imepo kupunga yuka shalatoto na ing'ande ayo kutwala ing'ande yo, kujiuka.”
MAT.7.28	Bai Yesu pamalidile kutangola malove alo, dimbumba dyavanu dindíshanga namene mapundisho ake 
MAT.7.29	mwaa nae ashipundisha kenga munu ávenavo madalaka i kenga vamwalimu vave vadishaliya.
MAT.8.1	Napanelo Yesu pashulwike palishinga dimbumba dyavanu dindímwoda. 
MAT.8.2	Mwe! Popo po kumwidila munu jumo wamalemba mumili kunguguvalila kutwala kushidoni, “Nang'olo, ukalota unkuulula kungutadya ngutakate!” 
MAT.8.3	Yesu kunyalodya nkono wake kunkwaa kushidoni, “Elo ndilota, takata!” Malemba lo kulambalakenneu, mili wo kutakata. 
MAT.8.4	Yesu kutwala kumwaulila kushidoni, “Wako, haunamwaulile munu ila wena ukalilodye kwankúlangalalela-shadaka, umye shadaka shalamulidile Musha pakulota uve ushuda kwavanavo.”
MAT.8.5	Napanelo Yesu ainjila nkaja mu Kapalanaumu andímwidila nang'olo jumo wavaing'ondo miya wavaloma nanjugwangila aashidoni, 
MAT.8.6	“Nang'olo, ntumika wangu andididimanga magwangwa na nnwele namene.” 
MAT.8.7	Yesu kushidoni, “Nangu ndaida namponia.” 
MAT.8.8	Nang'olo wavaing'ondo do, “Nang'olo, nangu hanguvaikidile kungwidila wako kwing'ande kwangu. Wako tangola lilove limo tu, ntumika wangu andapona. 
MAT.8.9	Mwaa ata nanangu momo ninkupagwa mwina madalaka na ninkuvanavo vaing'ondo vandivalamulila. Ndámwaulila jumo doni, ‘Wena!’ Nae kuukinneu. Kumwaulila junji doni, ‘Ida!’ Nae kwidinneu. Namomo ndámwaulila ntumika wangu, ‘Tenda ashi!’ Nae kutandenneu shosho.”
MAT.8.10	Yesu paigwite malove ala andíshanga na andívaulila avalá váshimwoda kushidoni, “Ninkumwaulila mwiu doni, ku Ishilaeli akuno hangunava kumwona munu walikulupililo kenga aju. 
MAT.8.11	Nangu ninkumwaulila, vandaaloka vanu voe nkono wakwalyalakela liduva na wakwalyenda liduva kwida ndaikala namu Abulaamu, Ishaki namu Yakobo pandamu muutawala wakuwa 
MAT.8.12	napane avalá vene utawala kujalegwa panda kushii. Kwanavo ko kundapagwa shililo na kutuka shulu nkanywa.” 
MAT.8.13	Bai Yesu andímwaulila nang'olo wavaing'ondo aijá kushidoni, “Wena! Vitandeke kenga mo mwaukulupilidile.” Mwisaa yoyo, ntumika jo kuponneu.
MAT.8.14	Napanelo Yesu pawikile paing'ande imwe Patulu anínkodya nkwegwe Patulu àlele paigoli umpwateka mili 
MAT.8.15	nae kunkwaa mmakono, mili wo kuponenneu kutakatuka kutunduvanga kuntumika. 
MAT.8.16	Muwakati wayalyulo vanu kuvaidanavo kumwe Yesu vamajini voe. Nae majini lo, kwalilove lyake andíkumulanga namomo valwele uti andívaponia. 
MAT.8.17	Napavedoni lindíwikila popo lilove lyatangwéle nkúlava Ishaiya doni,
MAT.8.17	“Kudabadabanga kwetu, anditwala jo mwene,
MAT.8.17	malwele etu, andilitika.”
MAT.8.18	Napanelo Yesu akone imbumba yavanu intang'anadidye andívalamulila vakwoda vake vaamboke vauke litanda nkono unji. 
MAT.8.19	Mwalimu jumo wadishaliya anímmandika kumwaulila, “Mwalimu, nangu ndakwoda kwoekwoe kwaulota kuka.” 
MAT.8.20	Yesu kushidoni, “Vanansheto vankuvanavo vivava, vyuni vyakuniania vinkuvanavo vyanda kanji Mwana Wamunu havé pashinu pakwijamidya muti wake.” 
MAT.8.21	Nkwóda wake junji, “Nang'olo, nguleka shitandi nguke ndikanshike atata.”
MAT.8.22	Yesu kushido, “Ngwoda! Valeke vakupela vavashike vakupelamwave.”
MAT.8.23	Napanelo nae painjidile mwingalava vakwoda vake vandímwoda. 
MAT.8.24	Mwe! Mulitanda mo kulipuka shimbunga shakujowa shíshitadya mawimbi kugang'ola-gang'ola ingalava, Yesu akuno àlele lwono. 
MAT.8.25	Vakwoda vake kumuukila ndamwimulanga vaashidoni, “Nang'olo tuposha, wetu kupela aku!” 
MAT.8.26	Nae kushidoni, “Mwenu mmanu mmalikulupililo lidikidiki mwaa shani munkujopa?” Nae kutakatuka apalá kutangalela shimbunga sho pamo na litanda, vyanavo kulimaladya do, kimyaa. 
MAT.8.27	Bai vanavo vandíshanga vaashidoni, “Da munu aju avalalelé mwashi átenda ata mpaka imepo na litanda kumwigwilila?”
MAT.8.28	Yesu akawike litanda mwangu unji yani isemu yavagadalenu, vandímwidila vanu vavili vamajini váshaalakela kumakabuli. Vanavo vashindajowa namene mpaka kutadya indila ayo mene kupitika. 
MAT.8.29	Mwe! Vanavo kukugwanga pashanya po vaashidoni, “Yesu mwanagwe Nnungu! Da wako ulota nyamani kumili kwetu wetu? Da widilé ndatupa shaushanga wakati wake ukanava kuwika?”
MAT.8.30	Napanelo mwakushu padyoko shindípagwa shipinga shikumene shavanguluve shíshipita shilya. 
MAT.8.31	Alalá majini anínjugwangila Yesu aashidoni, “Pakuva unkutukumulanga, bai tulamulila tuke tukavainjile vanguluve avalá.” 
MAT.8.32	Nae do, “Wenananga!” Mwe! Majini lo kuumananga kuka ndaviinjilanga vanguluve kutwala shipinga uti shavanguluve kwalalela mwibondi kuka ndalijalanga mulitanda kuwanga. 
MAT.8.33	Avalá vakushunga-dinguluve vandyúma vatukuta kuka kukaja ndavalanganga uti vinu vitandéke na vivatandéke avalá vanu vamajini. 
MAT.8.34	Mwe! Vanu uti vapalikaja alyo kumuukila Yesu. Vakankodye vanínjugwangila aume mushilambo shave.
MAT.9.1	Napanelo Yesu akakwele mwingalava, andyámboka litanda kuka kukaja kwake. 
MAT.9.2	Mwe! Popo po, vanu kumwidanavo munu wakudidimanga mili vànadidye mwigoli. Yesu pagwene likulupililo lyave, andímwaulila wakudidimanga jo kushidoni, “Mwanangu lyunge ntima! Madambi ako andilivalivika.” 
MAT.9.3	Mwe! Pakati pavamwalimu vadishaliya kutangadikanga shivenevene vaashidoni, “Aju ankukupulu.” 
MAT.9.4	Yesu amanya makumbukililo ave andívaulila doni, “Mwaa shani munkukumbukila kunyata mmitima myenu? 
MAT.9.5	Shakwashi shíkakamadyenge kutangola? Ni kushidoni, ‘Madambi ako andilivalivika,’ kwali kushidoni, ‘Takatuka twala mwanda uke’? 
MAT.9.6	Napane pakulota mumanye doni, Mwana Wamunu ankuvanavo madalaka akulivalivila madambi mushilambo amu…” andímwaulila wakudidimanga jo kushidoni, “Takatuka! Twala igoli yako uke kwing'ande kwako.” 
MAT.9.7	Nae kutakatuka kuka kwing'ande kwake. 
MAT.9.8	Bai imbumba yavanu paigwene shitendo asho vandíjopa namene kutwala kumupa lishangelo Nnungu ávapele vanu madalaka ainamuna ai.
MAT.9.9	Napanelo Yesu paumile apo andímwona munu jumo walina Mateu àikele pashitala shaukodi. Nae kumwaulila doni, “Ngwoda!” Mateu kutakatuka kumwoda. 
MAT.9.10	Yesu àvele nng'ande mwake Mateu alya na vakwoda vake, mwe! Kwida vakukatisha-ukodi voe na vakutega, nae kulyanavo. 
MAT.9.11	Mapalishayo pavagwene davo kutwala kuvaudya vakwoda vake, “Mwaa shani mwalimu wenu alya na vakukatisha-ukodi pamo na vakutega?” 
MAT.9.12	Yesu paigwite malove alo kushidoni, “Vangumi havanannambela nkúlaula. Vanánnambela nkúlaula, valwele. 
MAT.9.13	Wena mukalipundishe mana amalove ala, ‘Shangulota ni shididi i shadaka.’
MAT.9.14	Napanelo vakwoda vake Nshuwau vandímuukila Yesu ndamudya, “Wetu pamo na mapalishayo tundáunga, kushi vakwoda vako me havanaunga?” 
MAT.9.15	Yesu kushidoni, “Ilota kuulukika dashi vanu vakulalikigwa pashitamu kuvanavo shipalodi mwene nkúlomba àpagwite popo? Undawika wakati wavalota kumumya nkúlomba pakati pave. Bai apo ni pavalota kunga. 
MAT.9.16	Hapali ánatwala shipande shainguvo íkalikukutike kutenda shivamba mwinguvo yakala. Mwaa shosho sho shindalakananga na inguvo yakala kutwala lilanga lyo kumamodya. 
MAT.9.17	Namomo havanataa ugwalwa wavinyu waambi muvitumba vyamagwogwe vyakala. Ukatenda davo vitumba vyo vindapapuka, ugwalwa wo kujaikanga, vitumba avyo kutwala kwanangeka. Mene, ugwalwa wavinyu waambi vataa muvitumba vyaambi undona vinu avyo uti, kushungika.”
MAT.9.18	Akuno atangola malove alo, mwe! Kuwika apalá nkútawala jumo kunguguvalila kutwala kushidoni, “Mwanangu mwali andipela ambi apa. Napane tuke ukammikile makono na nae andanama!” 
MAT.9.19	Yesu kutakatuka pamo na vakwoda vake kumwoda nae. 
MAT.9.20	Mwe! Nkongwe jumo e auwíle vyaka kumi na mbili ulwele úkavele wakumalala kutumila kummandika Yesu, kukwaa nkumbu waikanju yake. 
MAT.9.21	Nae ashona doni, “Kona ngukwaa yo ikanju yake ai, ndapona.” 
MAT.9.22	Yesu kushiliuka. Pangwene, kumwaulila kushidoni, “Lyunge ntima mwanangu. Likulupililo lyako lindikuponia.” Kutunduvangila muwakati wowo nkongwe jo kupona. 
MAT.9.23	Yesu akawika paing'ande imwe nkútawala aijá, akavona vanu vamwomba kanyembe pashililo po na kwona imbumba yavanu ililanga. 
MAT.9.24	Nae kutwala kushidoni, “Umananga, mwali jo hanapela shinu ankulala.” Vanavo kumweka. 
MAT.9.25	Napane ling'oto lyakuvaumadyanga vanu nng'ande mo, Yesu andíinjila kunkamula mwali nkono, mwali jo kutakatuka. 
MAT.9.26	Nadoni dyabali dyashitendo ashi dindyándavala mwisemu ayo uti.
MAT.9.27	Napanelo Yesu paumile apo, vandímwoda vakuputala mevo vavili vakugwa pashanya po vaashidoni, “Mwanagwe Daudi, twanangila shididi!” 
MAT.9.28	Akainjila nng'ande, vakuputala mevo vo kummandika nae kuvaudya, “Mwenu munkukulupila mwiu kenga nangu ninkuulula kumwangangola?” Vanavo do, “Elo nang'olo.” 
MAT.9.29	Yesu kuvakwaa mevo ave kushidoni, “Intandeke kulingana na likulupililo lyenu.” 
MAT.9.30	Vanavo mevo ave andyújila kulola shana. Yesu kutwala kuvalaililila namene aashidoni, “Shitendo ashi hamunamwaulile munu.” 
MAT.9.31	Napane vanavo vakaume apo ni kupita vaandadya dyabali adyo mwisemu ayo uti. 
MAT.9.32	Vovo vo vauka, mwe! Vanu vakamwidanavo munu jumo bubu walijini. 
MAT.9.33	Pavakumulenge lijini lyo, bubu jo kutangolenneu. Dimbumba dyavanu dindíshanga kutwala kushidoni, “Shitendo kenga ashi hashinava kwaneka akuno ku Ishilaeli!” 
MAT.9.34	Mapalishayo kanji kushidoni, “Aju ankukumulanga majini kwadimongo dyake nang'olo wave majini.”
MAT.9.35	Napanelo Yesu ashindatanela minjini uti na makaja apita apundisha muvitala vyakulipudidya avalanganga ntenga wambone wautawala, aponia vilwele na mauvilo uti. 
MAT.9.36	Nae akone dimbumba kwadimbumba dyavanu andyánangila shididi mwaa wakuvona kudabadabanga na kujaikanga kenga dingandolo díkave nkúshunga. 
MAT.9.37	Napavedoni andívaulila vakwoda vake doni, “Mwiu mapuno avé oe napane vamadengo vavé padyoko. 
MAT.9.38	Napavedoni mwenu njugwe mwene mapuno pakulota avatumidye vamadengo mumapuno ake.”
MAT.10.1	Napanelo Yesu akavashema vakwoda vake kumi na mbili kuvapa madalaka kwamajini mashapu, akuvakumulanga, akuponia vilwele na mauvilo uti. 
MAT.10.2	Mena avamyombe avo kumi na mbili ni ala: ntandi, Simoni wavanshema Patulu pamo na nung'une walina Andaleya, kwatika Tiyagu mwanagwe Shebedeu pamo na nung'une walina Nshuwau, 
MAT.10.3	kwida Pilipo namu Balutolomeu, naida Tome namu Mateu aijá nkúkatisha-ukodi, naatika Tiyagu mwanagwe Alupeu namu Tadeu, 
MAT.10.4	kwida Simoni wa ku Kanaa, namalilila Yudashi Shikaliyote aijá e annimídye Yesu.
MAT.10.5	Napanelo Yesu andívatuma avalá kumi na mbili avalaililila doni, “Kwavamidi, hamunauke na ata minjini vyavashamaliya, hamunainjile 
MAT.10.6	ila vaukile vanaishilaeli, vo vangandolo vajaikénge vo. 
MAT.10.7	Mwamulota kupita mo, valanganga ntenga au, ‘Utawala wakuwa undivandika.’ 
MAT.10.8	Valwele vaponie, vakupela vadyuwe, vamalemba vatadye vatakate na majini kumulanga. Mwenu mupatilé monyo, namwenu momo jaula monyo. 
MAT.10.9	Mmikaka myenu mo hamunanyukate njuluku woe kwali padyoko.
MAT.10.10	Hamunanyukate ikoba, dikanju mbili, vilatu na ata ipimbo. Mmádengo inimmaikila apate shakulya shake.
MAT.10.11	“Panjini woewoe kwali palikaja lyoelyoe lyamulota kwinjila, nnambele munu ávaikidile mutwale mwikale paing'ande pake mpaka muliduva lyamulota kutumuka. 
MAT.10.12	Pamuwika paing'ande po, vaudyange vene ing'ande. 
MAT.10.13	Ikava kenga vanu vaing'ande ayo vandivaikila, amani yenu ipagwe na vanavo. Ikanava davo, amani yo imuujile mmene. 
MAT.10.14	Napanelo munu woewoe ákalota kumpwashalela kwali kumwigwilila malove enu, pamuma paing'ande po kwali panjini po, pumunanga litutunga mmadodo mwenu. 
MAT.10.15	Ninkumwaulila mwiu doni, muliduva lyaukumu shilambo sha ku Shodoma na sha ku Gomola vindadyanga kuliko likaja alyo.
MAT.10.16	“Mwenu, nangu ninkuntumidya kenga mmangandolo shing'ati mavinji. Napavedoni ava mmajanja kenga dinyoka na múkavele makukulu kenga ding'unda. 
MAT.10.17	Lilaledye kwavanu. Vanavo vanantwala mwenu kumuukanavo mudikamati na muvitala vyave vyakulipudidya, vananshapa viboko. 
MAT.10.18	Vandamuukanavo kwavanang'olo vamajimbo na kwavaumu kwamwaa wangu nangu pakulota muve mmashuda vangu kwavanavo na kwavamidi. 
MAT.10.19	Napane vakankamudya kwavanavo, hamunajugulange mukumbukila mwakutangalela kwali shakutangola. Shakutangola sho, mundapata muwakati wowo 
MAT.10.20	mwaa hamunava shinu mwenu múlota kutangola ila ni Imumu watatagwenu átangola mmitima myenu.
MAT.10.21	“Nung'unumunu anannimya nung'unumunu pakulota vampedye. Tatamunu anannimya mwanamunu. Vana vandavatenda ing'ondo vatatamunu na kuvabyaa. 
MAT.10.22	Vanu uti vanammangedya kwamwaa wangu nangu napane aijá álota kulipililila mpaka kumwisho andaambwalegwa. 
MAT.10.23	Panjini umo vakampapata tukutila njini unji. Ninkumwaulila mwiu doni, hamumalila shinu minjini uti vya ku Ishilaeli Mwana Wamunu ákanava kwida.
MAT.10.24	“Nkwóda hanalangalela kumpunda mwalimu wake na ntumika hanalangalela kumpunda nang'olo wake. 
MAT.10.25	Nkwóda akava kenga mwalimu wake panditosha na ntumika akava kenga nang'olo wake panditosha. Napanelo ikava kenga tatamunu wapaing'ande vaninshema kuva Beelishebuli, kushi avalá valikola vapaing'ande pake i nimpomo?
MAT.10.26	“Napavedoni vanavo hamunavajope. Hashipali shinu shilipiídye shíkaundukuka na hashipali shinu shashipii shíkaumilila kulangele. 
MAT.10.27	Vyandimwaulila kushii tangalela kulangele na vyamwigwa kumatu valangangila panantutuvilo. 
MAT.10.28	Hamunavajope avalá vabyáa mili vákaulula kubyaa ungumi ila njope jo áulula kubamola uti mili ungumi kushena. 
MAT.10.29	Da hamunashumidya vyuni vivili kwaidoshi imo? Kanji vovo vo hapali ata jumo álota kugwa pai bila mwene Tatagwenu kuungila nkono. 
MAT.10.30	Ata wo ugwimbu wammyuti vyenu Nnungu andimanya ishabu yake. 
MAT.10.31	Napavedoni hamunajope mwaa mwenu ni múvenavo mana namene kuliko vyuni vité kwinjipa.
MAT.10.32	“Napanelo kula munu álota kunguvalanganga nangu pamevo pavanu, nanangu nammalanganga pamevo pake Atata ávele kuwa. 
MAT.10.33	Napane aijá álota kungukana pamevo pavanu nanangu nankana pamevo pake Atata ávele kuwa.
MAT.10.34	“Hamunakumbukile kenga nangu ngwidinavo amani mushilambo amu. Hangwidinavo amani, ngwidinavo ing'ondo. 
MAT.10.35	Nangu ngwidilé ndatadya,
MAT.10.35	“ ‘Mwana nnume ammangedye tatamunu,
MAT.10.35	mwana nkongwe ammangedye jujumunu,
MAT.10.35	nannombwa ammangedye navyalamunu.
MAT.10.36	Vammongo vamunu vandava vo valikola vake jo mwene.’
MAT.10.37	“Aijá ánnagwaledya namene tatake kwali anyoke kuliko mwangunagwaladyedya nangu, ajo kwangu nangu havaikidile. Namomo aijá ánnagwaledya namene mwanagwe nnume kwali nkongwe kuliko mwangunagwaladyedya nangu, ajo momo kwangu nangu, havaikidile. 
MAT.10.38	Munu ákalitika nshalaba wake kungwoda nangu, kwangu nangu havaikidile. 
MAT.10.39	Aijá ánamatila shingumi shake andakatoka na aijá ákatoka shingumi shake kwamwaa wangu nangu andanamatila.
MAT.10.40	“Ámpwashalela mwenu, angupwashalela nangu na ángupwashalela nangu, ampwashalela aijá ángutumididye. 
MAT.10.41	Aijá ámpwashalela nkúlava kwamwaa wakuva nkúlava andapata inudyo kenga nkúlava. Namomo ámpwashalela munu waishaliya kwamwaa wakuva waishaliya andapata inudyo kenga waishaliya. 
MAT.10.42	Ninkumwaulila mwiu doni, munu álota kumupa luwene vela alu lwamedi akukumbila ndyoko jumo pakati pavadyoko ava kwamwaa wakuva nkwóda wangu nangu, ajo mwiko hakatoka inudyo yake.”
MAT.11.1	Napanelo Yesu pamalidile kuvapa malailililo vakwoda vake kumi na mbili avalá, andyúma kuka ndapundisha na ndavalanganga ntenga mumakaja aisemu ayo.
MAT.11.2	Nshuwau jo àvele nkalaboshi, paigwite uti vinu vyashitenda Klistu andívatuma vakwoda vake 
MAT.11.3	vakamudye doni, “Da wako ni aijá úshilota kwida kwali tunnindile junji?” 
MAT.11.4	Yesu kushidoni, “Wena mukamwaulile Nshuwau jo vyamwigwa na vyamwona avi. 
MAT.11.5	Vakuputala mevo vankupata kulola, vakudidimanga madodo vankuwena, vamalemba vankuvatadya kutakata, vákaigwa vankwigwa, vakupela vankuvadyuwa na vamashikini vankuvalangangiligwa ntenga wambone. 
MAT.11.6	Andijaligwa aijá ákangunyatila nangu.”
MAT.11.7	Napanelo vakwoda vake Nshuwau akuno vauma, Yesu andítunduvanga kumanyiya imbumba yavanu ing'ano imwe Nshuwau aashidoni, “Da mwenu muukile ndalola nyamani kushimbweshe akulá? Muukile ndalola udani úshipunga imepo? 
MAT.11.8	Da muukile ndalola nyamani? Nannola munu ágwalidile dinguvo dyabei? Mwenu, vanu vagwalíla dinguvo dyabei vaikala muding'ande dyavaumu. 
MAT.11.9	Kanji napanelo muukile ndalola nyamani? Muukile nannola nkúlava? Elo, ninkumwaulila doni, nae pankulava po, andipunda. 
MAT.11.10	Aju ni aijá wavamwandike doni,
MAT.11.10	“ ‘Mushu mwako, nannangaledya múntenga wangu,
MAT.11.10	nae andakukandyangidya indila yako.’
MAT.11.11	“Ninkumwaulila mwiu doni, pakati pavanu vamushilambo shapai ashi, haumilidile nkúlava ámpundile Nshuwau Wakubatisha. Ata ive davo aijá ndikidiki muutawala wakuwa wo, nae ni nang'olo ámpundile Nshuwau jo. 
MAT.11.12	Kutunduvangila wakati umwe Nshuwau Wakubatisha mpaka ambi apa, utawala wakuwa unkuka na dimongo na valikanyilídya vankwinjila.
MAT.11.13	Mwaa Vakulava uti pamo na Lilamulo vandilava mpaka Nshuwau 
MAT.11.14	napane ikava kenga munkuulula kwamini, bai nae ni jojo Liyashi áshilindiligwa kwida. 
MAT.11.15	Aijá ávenavo matu akwigwidya, aigwe.
MAT.11.16	“Napanelo vanu vaimbula ai ndivalinganiange na nyamani? Vanavo vavelé kenga vadyoko vaikalénge mumautu aumbala vaulanila doni,
MAT.11.17	“ ‘Tundimwambela magoma,
MAT.11.17	mwenu hamuvinile.
MAT.11.17	Tundimba dimu dyashililo,
MAT.11.17	mwenu hamulidile.’
MAT.11.18	“Shapo lola, andida Nshuwau pakalya na pakakumbila, mwenu muushidoni, ‘Anintawala lijini ajo.’ 
MAT.11.19	Andida Mwana Wamunu alya na akumbila, mwenu muushidoni, ‘Nnole munu wakululuka na lilevi, njave vakukatisha-ukodi na vakutega.’ Kanji napane limanyilo lyake Nnungu linkulilodya kuva lyashaliya nkati muvitendo vyake.”
MAT.11.20	Yesu napane kutwala kutunduvanga kutangadikanga minjini vyatandile makango oe mwaa havalotíle kulijugulanga, 
MAT.11.21	“Upambale wako Kolashimu! Upambale wako Beteshaida! Makango atandéke kwenu leka àtandeke ku Tilu namu ku Shidoni, vanavo doni vàlijugulenge tangu kala. Doni vàlitaenge maguni na vàpakalenge liu. 
MAT.11.22	Nangu ninkumwaulila mwiu doni, muliduva lyaukumu vatilu namu vashidoni vandadyanga kuliko mwenu. 
MAT.11.23	Nawako Kapalanaumu! Da ulota kulikwedya mpaka kuwa? Bai vandakupandamwalela kumoka. Makango atandéke kwako wako leka àtandeke ku Shodoma, njini awo ukandipagwa mpaka nelo. 
MAT.11.24	Napane nangu ninkukwaulila mwiu doni, muliduva lyaukumu shilambo sha ku Shodoma shindadyanga kuliko mwenu.”
