MAT.1.1	Kou Iesu Keliso buluve deiadaike ko. Iesuu Ebalahamuta Deividita valadamo lohonu.
MAT.6.22	“La ni keau la vavamo lameba nahate. La ni abuna duavage la uvutana atagai. 
MAT.6.23	Isito la ni abuna toelage la uvuna loai. Iale ke nahate Dilava atagau la uvumo uale kena atagage la vaveve keabuna dua vai. Isito kena atagaholige la vaveve bahatae abuna toelai.”
MAT.6.24	“Esemubeu bae kosi abuiho lovialivebene. Auna kateaniege mole isivi omisi mole kabebihavoi. Isi mesoho moleho neniai loviaito moleho neniai lovialivebene. Iale ke nahate la bae Dilavata monita igaetoai ehovalivebene.
MAT.6.25	“Katealemo di la namigevege evive. Lainaho la uvevemo lovita eta huhu moagagelive. Isi lainaho la ogo vaveve keta huhu moagagelive. Kosealemo nahie vava isi nahie uveve keau baluga. Isito lovi, ogo keau baluga holioholilu. 
MAT.6.26	Ugu kebia elegeveve. Keau lovilahai lovi malei valahu bioholisito la Mamau otogoe umale keu kebia nibievei lovi ovema. Iale laeau kebia evigeveale kemo Dilavana la tedaeve dua vai. 
MAT.6.27	La oleu au uveve ke huhu moaganiege auna oleve kateai au uveve vagana ke mai egetisi. Katealiveu anekianu.
MAT.6.28	“Iale osiohoike la ogo huhu moagama. Botoe valavalau ulimale vaveveabe kebia elegeveve. Keau lovilahai ogo vaeveholima. 
MAT.6.29	Isito di la namigevege evive. Solomoni keu kunai moagate. Iale keu ogoe dua vama. Isito ogove dua kebiau valavalae dua kebia evigeveholilu. 
MAT.6.30	Valavala keabuna nova uito nivu tutukai gililahage ataeabuna bevuevei mahoevege keabuna uoholisi. Isito Dilavau kebia gadegevei nalieveale ke nahate auna la nalievei ogo laovei. Seleveta auna laheho kateale vai. Isito la evievi keu esevehameanu. 
MAT.6.31	Iale lainaho huhulahai kosea, ‘Dana oleve kateai lovita ogota malei.’ 
MAT.6.32	Evieviholimale keabulike vatae onobenobe huhu moagama. Isito la Mamau otogoe umale keu laemo onoleu uoholiale ke hilokanu. Iale auna ke laovei. 
MAT.6.33	Isito vasohuta Dilava matamae doga ke humaha kaovai vaveveve dua keta kaovai isivive vage auna onobenobe kebia bahata laovei. 
MAT.6.34	Iale lainaho nivu lohoveve vaveve ke huhulahalive. Kosealemo nivue vani ke toelate la hilokaholilu. Isito vani igaegaela vaveve toelau ui lohoma.”
MAT.7.1	Iesuu kateai louito tota au esemu namigevei avoe, “Lainaho mole vaveve toela kaovai abuemo loui kosea, ‘Keau vaveve toelate.’ Lana mole vaveve kaovaholige Dilavau bae avuta la vaveve toela kaovalivebene. 
MAT.7.2	Isito la kateale vage Dilavana la vale ke nahate vai la aiogevei. Isi la onole ataho louale ke nahate Dilavana laheho loui. 
MAT.7.3	Di louale keu koseanu. La isiviale la haokae nimo louka mai. Isito la kateisege la nimo louka balugau ua. 
MAT.7.4	Louka balugau la nimo uale kemo lana oleve kateai la haokaho loui kosea, ‘Lohoge di a nimo loukae esehameu uale ke mai.’ 
MAT.7.5	Loboe ataea, lainaho katelahalive. Isito vasohuta louka balugau la nimo uale ke maito bae la haokae nimo loukae esehameu uale ke mave.
MAT.7.6	“Isi lainaho ono mole tumute malei to ovelive. Isi lainaho la kunaie dua malei ovoe vudimo hatulive. Lana kateige abuna kemo daliege hoidevei la uagevei. Iale ke nahate ata degomole abuna Dilava hoto evisi aiohavoge halevei teve.”
MAT.7.7	“Lana Dilava imihage auna la isivi ke laovei. Isi lana ono mole kaovaliege bae mave. Isi lana udaha hamage auna bae laheho alavoi. 
MAT.7.8	Kosealemo oleuoleu onoleho Dilava imihage auna isiviabe ke ovei. Isi oleuoleu ono mole kaovale ke abuna mai. Isi oleuoleu udaha hamage auna abuho alavoi. 
MAT.7.9	La olena eseveu beleidiho imihage auna vali mune mai omisi. 
MAT.7.10	O mesoho au huenaho isiviage auna vali ute mai omisi. Ba, keu anekianu. 
MAT.7.11	La hilokage laeau vaveve toela vamale ataea. Isito laeau la ese kebia hoesegevei isiviabe ke oveveve ke hilokalu. Iale ke nahate lana la Mamau otogoe uale ke imihage auna la vaveve ke evihai onobenobe dua laovei.
MAT.7.12	“Isito la isiviage ataeau la hoesegeveho vage lata ata kebia hoesegeveve. Mosese menaka isi belovetaeau louale kebia ihuiabeike ke.”
MAT.7.13	“Udaha esehame kela velehovoi teve. Isito lana udaha baluga kela velehovoi humaha vototela tiliege veneu hodovavesite keve teve. Ata moaga keau humaha votote kela tima. 
MAT.7.14	Isito udaha esehamela velehovoi ukolikoli maleveve keu toloanu. Iale ata moagavesiteau humaha kela tima.”
MAT.7.15	“Loboe beloveta kebiamo nenilahave. Keabuna la lobogevege vaveveabe elehilehi keabuna duaveai mamoe nahate vai. Isito uvuiabe toela keu botoe tobalu ke nahate. 
MAT.7.16	Iale ata kebiau onole vamale kemo lana kebia hilokaeveve. La bae laokamo vulutu ehalivebene. Isi la bae sesenamo madilini ehalivebene. 
MAT.7.17	Idie dua kena hahuhumie dua vai. Isege idie toela kena hahuhumie toela vai. 
MAT.7.18	Idie dua keu bae hahuhumie toela valivebene. Ige idie toela keu bae hahuhumie dua valivebene. 
MAT.7.19	Iale idi molena neniai hahuhumie dua vaholige abuna ke heisi mai mahoi. 
MAT.7.20	Iale ke nahate loboe beloveta keabuna onole vage lana kemo vaveveabe hilokave.”
MAT.7.21	“Ata moagaeabuna daho loui kosea, ‘No Kosive.’ Isito kebiamo degomoleau bae otogoe matama dogae talivebene. Isito oleuoleu di Mamau otogoe umale ke isivi vamale kebia unahaeabuna ehue tai. 
MAT.7.22	Ige vani keu lohoge ata moagaeabuna di namihai kosea, ‘Kosive, no a ivimo Dilava hoto loui munanae toela nunuvei vikoe vaveve moaga valu.’ 
MAT.7.23	Kateai louge dana abuho loui kosea, ‘Di la hilokaeveholinu. Laeau vaveve toela vamalea. Iale tai evihave.’”
MAT.7.24	“Ata oleuoleu di hoto ko evisi vale keau lulelete ata nahate. Luleleteau mune golomo abu o houevelu. 
MAT.7.25	Ige veni balugau lohoge eu lalamoge heluka balugau utuai isiviai o ke egumai. Isito o keu bokolahaholinu. Kosealemo abu mune golomo houlu. 
MAT.7.26	Isito ata oleuoleu di hoto ko evisito vaholiale keau luleleholiale kebia nahate. Luleleholiale keau esagamo o houlu. 
MAT.7.27	Ige veni balugau lohoge eu lalamoge heluka balugau lohoi o ke ehobehage eu mai tinu.”
MAT.7.28	Iesuu hoto kateale louge uoholige ata keau au hoto louale ke evisi vikolahalu. 
MAT.7.29	Kosealemo Iesu keu Diue menaka loui haivemale kebia nahate vaholinu. Isito keu vuvunemo ata haivenu.
MAT.8.1	Iesuu tanae goloe ui ata haiveniale uoholige au tana halei hevalohoge ata moagataho avuluvuta loholu. 
MAT.8.2	Avuluvuta lohosege lebolasite ata moleu Iesue lohoale au kome bokoai vudivemo vata bisi namihai avoe, “Kosive, a isivianiege di hoesehavonela.” 
MAT.8.3	Kateai louge Iesuu avuela holisi namihai avoe, “Ito, dana a hoesehavoi.” Hoto ke lousege solekavesite malaha kemo lebolasiu uoholinu. 
MAT.8.4	Ige Iesuu avuho loui avoe, “Evinela. Ainaho di a hoesehavoale ko atabeho loulive. Isito inuta talive a ebika mai dubu nalimale ke haivuge au a vava elehai a namihage Moseseu louale ke nahate ono mole mai mahoi Dilava hoesehavoge ataeabuna ke elehai hilokage a vavau dua vanu.”
MAT.8.5	Iesuu kateaito lohoaleu Kabenumu oe velemanu. Keve velemasege Loma tuvalie kosive moleu avue lohoale isiviale Iesuu esemuve tedahoi. 
MAT.8.6	Isi namihai avoe, “Kosive, di esemu moleu vavahani toela vage tumuu hamage kibikibiholisito oe uvue laha unahama.” 
MAT.8.7	Ige Iesuu loui avoe, “Dana tiniege hoesehavoge auna momoleai.” 
MAT.8.8	Ige tuvalie kosive keu namihai avoe, “Kosive, dau bae atae duabene a bae di oe uvue lohoi. Isito ana hoto unaha louge di esemu kena momoleai. 
MAT.8.9	Di hilokage tuvalie kosive baluga keau vuvune mai daovale kemo dana di tuvalie esemu namigevege abuna di isivi ke vai. Dana mole namihai kosea, ‘Tenela.’ Ige auna tai. O mesoho moleho loui kosea, ‘Loho.’ Ige auna lohoi. O mesoho dana di omo loviamale esemu namihai kosea, ‘Ke vanela.’ Ige auna vai. Iale ana hoto unaha louge di esemu kena momoleai.” 
MAT.8.10	Kateai louge lesuu ke evisi vikoanu. Isi avuluvuta lohoale kebiaho loui avoe, “Di la namigevege evive. Di Iselala ataemo evievi koseale negote elehaholinu. 
MAT.8.11	Seleveta di la namigevei. Iselala ata holioholiale moagaeabuna vaniu velemai dobamale keve loholiege Dilava matamae doga keve Ebalahamume, Aisikime, Diekobome kebiahi uguiavoi igaetolahai lovi isi. 
MAT.8.12	Isito Iselala ata moagaeau bae otogoe talivebene. Dilavau isiviale keau otogoe tai. Isito keau isiviholige auna malevei heie matamae loe hatuge abuna keve ui uvulahai ninalahaime bae monomo hediavogei.” 
MAT.8.13	Kateai ata namigeveito tuvalie kosive ke namihai avoe, “A oe tenela. A evievi kemo a onoleho isiviale kena velemai.” Kateale lousege tuvalie kosive ke esemu keu momoleanu.
MAT.8.14	Iesuu halei Bita oe tinu. Keve tiale Bita mea elehage keu hobeai avae golomo lahai ua. 
MAT.8.15	Ige au adavela holige hobeveu uoholinu. Ige keate keu hovelahai avuho lovi vanu.
MAT.8.16	Iniale gutuige munanae toelaeau ataemo biloluvimale kebia ataeau malevei Iesue loholu. Ige Iesuu munanae toela kebiaho louge keau halevei tilu. Isi vavahanite kebiata hoesegevege abu momolelahalu. 
MAT.8.17	Au kateale vale keu beloveta mole Aisaia ke hoto mai selevetinu. Keu subuta hisaliale keu koseanu. Avoe, “Avu igaena nahie vavahani isi nahie vatehani kebia malei hatui.”
MAT.8.18	Ata moaga keau Iesu evilikahavoge Iesuu au esemu namigevei avoe, “Nahi tabu ko houi vaki moleve tai.” 
MAT.8.19	Kateai namigevesege Diue menaka loui haivemale ata moleu avue lohoale namihai avoe, “No haivemale ata, ana oleve keve tige dana aiti tai.” 
MAT.8.20	Ige Iesuu namihai avoe, “Seleveta ana isiviale daiti tai. Ovoeabuna abu aeamamo ladevegei. Ige uguiabuna abu hanidamo ladevegei. Isito Atae Eseu lahaveve ou uoholinu.” 
MAT.8.21	Kateige Iesu esemu moleu lesuho loui avoe, “Kosive, usege di vasohuta talive di mamau hatiale mai guliaito bae lohoi a ehomai.” 
MAT.8.22	Ige Iesuu avuho loui avoe, “Halege haluviveve keau bae mole malevei gulievei. Isito au di ehomanela.”
MAT.8.23	Iesuu kateai louito halei au esemu holoevei abuhi boutimo biloluvilu. 
MAT.8.24	Biloluvisi tisege solekavesite hanunu balugau lohoi boutimo lohoge eu balugai vuloai bouti uvue hahosihovosege Iesuu lahanu. 
MAT.8.25	Ige esemuiabeau avue tiale etuvai loui avoe, “Kosive, no aike emo tima. Iale no tedaevenela.” 
MAT.8.26	Ige Iesuu abuho loui avoe, “La osiohoike vabulahama. Le evievi keu esevehame.” Kateai louito hovelahai hanunuta eta hotogevege hanunuu uoholige eu tolemanu. 
MAT.8.27	Kateige keau ke elehai vikolahalu. Isi loui avoe, “Malaha oletealeike ko. Kou hanunuta eta hotogevege abu hotove evisi isivive valu.”
MAT.8.28	Kateaito boutimo tiale tabu ke vaki mole vata mole ivi Gelasene keve velehovolu. Keve velehovoi dobuluvisege alue vutae umale malaha abuiau lohoale Iesuemo loholu. Munanae toelaeau kebiamo holoeavoge keau ovo aihanite ke nahate. Katealemo atabeu bae humaha kela talivebene. 
MAT.8.29	Iale ata keau lohoale kekolahai Iesu namihai avoe, “Dilava mo, a isiviale noemo osioi. No aiogeveve vaniu sohu lohoholinu. Iale osiohoike a isiviale nova no aiogevei.” 
MAT.8.30	Kateai lousege vavaeabemo ovo degomoleau lovi isi olahama. 
MAT.8.31	Ige munanae toela keau negolahai Iesu namihai avoe, “Ana no nunuvei no hanavege no ovo kebia uvue deluhovoi.” 
MAT.8.32	Ige Iesuu abuho loui avoe, “Teve.” Kateige abu ata abui kebia halevei ovoe uvue deluhovolu. Ige ovo bahata keau detuluvisi tialeau seika vuvegevei tabu balugamo biloluvisi e isi haluvilu.
MAT.8.33	Ige ovo kebia nalievemale keau detuluvisi tialeau oe velehovoi munanae toelaeau ata kebia haleveale deiada ke bahata loui ata namigevelu. 
MAT.8.34	Ige o kemo umale keau bahata isiviale Iesu elehai. Isi tilialeau elehai baita namihai avoe, “No isiviale no vata ko halei tenela.”
MAT.9.1	Abu kateai louge Iesuu boutimo biloai hoilahai au o seleve keve tinu. 
MAT.9.2	Keve tige ata degomoleau ata mole vavahanite ebavoi loholu. Vavahanite keu kibikibiholisito avae golomo lahai u unahama. Ige Iesuu kebia evievi hilokai vavahanite ke namihai avoe, “Di mo, vahaehoanela. Di a toela bahata ulihage uoholinu.” 
MAT.9.3	Kateige Diue menaka loui haivemale degomoleau ke evisi huhulahai avoe, “Ata kou hoto kemo Dilava ivi aiohavonu. Kosealemo Dilava igaena atae vaveve toela ulihagei.” 
MAT.9.4	Ige Iesuu huhuihuhuiabe ke hilokai abuho loui avoe, “La osiohoike huhuihuhuie toela kateale huhulahama. 
MAT.9.5	Dana hoto onoleale loui. Dana valive malaha ke namihai kosea, ‘Di a toela ulihage uoholinu.’ Emena dana loui kosea, ‘Hovelahai tenela.’ La huhuige hoto oleteu toloholinu. 
MAT.9.6	Isito halege dana vavahanite ke hoesehavoge lana kemo hilokage vaveve toela ulihaveve vuvune keta daemo ua.” Kateai louito vavahanite ke namihai avoe, “Hovelahai a ava egumai mai a oe tenela.” 
MAT.9.7	Ige malaha keu hovelahai au oe tinu. 
MAT.9.8	Oe tisege ataeau ke elehai vabulahai Dilava hoesehavolu. Kosealemo au vuvune kateale mai Iesu ominu.
MAT.9.9	Iesuu o ke halei tiale malaha mole takesi malemale elehanu. Iviveike Matiu. Iale keu takesilahamale oe uvue ugulamosege Iesuu avuho loui avoe, “Di ehoma.” Ige au hovelahai Iesu ehomanu.
MAT.9.10	Iniale gabie Iesuu avuti ovemo lovi isege haokuvuiabe takesi malemale isi atae toela degomole keau lohoale Iesuluvuta igaetoai esemuiabe kebiahi igaetoai lovi ima. 
MAT.9.11	Lovi isege Balisia ata degomoleau ke elehai Iesu esemuho loui avoe, “Osiohoike la haivemale keu takesi malemale isi atae toela kebiahi lovi ima.” 
MAT.9.12	Katelahai louge Iesuu ke evisi abuho loui avoe, “Medikolou bae negote kebiaho loholivebene. Isito auna vavahanite kebia unaha hoesegeveliho lohoi. 
MAT.9.13	Ke nahate dau lohoale kou atae dua kebia hohaveho lohoholisito vaveve toela vamale kebiahoike di lohonu. Iale talive Dilavau subuta Bukae Hotomo louale ke ihu kaovave. Au loui avoe, ‘Di isiviholiale la ovo hamai mahoi di hoesehavoliho. Isito di isiviale la la haokuvuho uvulahai tedaevei.’”
MAT.9.14	Vani mole Dioniu ata babatisogevemale ke esemuiau lohoale Iesu belahai avoe, “Osialemoike no Balisia atahi vani degomole Dilava hoesehavoho lovi ioholima. Isito a esemuiau no vale ke nahate abu vaholilu.” 
MAT.9.15	Ige Iesuu namigevei avoe, “La huhuige mo molena au mahina melamege haokuvuiabe abuna uvulahai. Emena vahaeholahai. Ba, abuna vahaeholahai. Isito vani mole atae toelae abuna loholiege mo ke hamage haokuvuiabe abuna bae uvulahai lovi i halevai.
MAT.9.16	“Isito di hoto louge evive. Atabeu bae ogoe doga etulei mai ogo mole mamiu dikolahalemo badivulivebene. Kosealemo auna kateige ogoe mami kena bae dikolahai vahai. 
MAT.9.17	Ke nahate atabeu bae uainie doga mai ovoe vate badivuale mamivemo ehosivalivebene. Auna kateige kena savai dikolahai. Ige uainie e kena hosilahai lotihatui. Isito atabena uainie doga mai ovoe vate dogamo ehosivage keu bae dikolahalivebene. Iale ke nahate di vaveveu bae vatae vavevehi igaetoalivebene.”
MAT.9.18	Iesuu abuho kateale lousege Diue kosive moleu avue lohoale vudivemo kome bokoai vata bisi imihai avoe, “Di mau aike hatinu. Iale loholive a ada mai golovemo mamoge au hovelahai.” 
MAT.9.19	Ige Iesuu ke evisi hovelahai avuti tige esemuveau ehovai avuluvuta tilu.
MAT.9.20	Avuluvuta tisege keate moleu vavahanie toela male keu lohoale Iesu ogola holinu. Vavahanive keu koseanu. Vagana tuelo (12) ke uvumo tahoe toelau uvuvemo lohoma. 
MAT.9.21	Iale au huhuai avoe, “Dana Iesu ogola holiniege momoleai.” Kemoike au Iesu ogola holinu. 
MAT.9.22	Ige Iesuu hoilahai elehai avuho loui avoe, “Di ma, vahaehoanela. A uvu bahata mai daemo mamoike vage vavahani keu aemo uoholinu.” Kateai lousege vavahanive keu uoholige au momoleanu.
MAT.9.23	Iesuu kateaito halei tiale kosive nehe ke oe velemanu. Keve velemai elehage ataeau ninalahai kekolahage ninanau kutikutiai ua. 
MAT.9.24	Ige Iesuu namigevei avoe, “La bahata halevai teve. Ma keu hatioholinu. Isito lahaike au ke vanu.” Kateai louge abu bituhavoi hehavolu. 
MAT.9.25	Isito ata bahata heie tihatusege Iesuu oe uvue tiale ma ke adala holisi ebagemage ma keu hovelahanu. 
MAT.9.26	Ige vaveveve hoto keu vata ke bahata sonumai tai gabianu.
MAT.9.27	Iesuu o ke halei tisege malaha abuita ni kedute keau Iesu ehovai baita hohavoi avuho loui avoe, “Deividi mo, noheho uvuai no tedaevenela.” 
MAT.9.28	Kateige au tiale o mole uvue tisege abu avuemo tilu. Ige Ieus belagevei avoe, “Lana huhuige dana vali la hoesegevei.” Ige abu loui avoe, “Ito, Kosive.” 
MAT.9.29	Kateige Iesuu niabela holisi loui avoe, “La evievimo la ni koeabuna dua vai.” 
MAT.9.30	Kateai lousege niabeu dua vanu. Ige abu nilahai elehalu. Ige Iesuu neniai abuho loui avoe, “Lainaho ko loui atabe namihalive.” 
MAT.9.31	Isito abu halevai tiale Iesuu vale hoto ke louge hoto keu vata ke bahata sonumai gabianu.
MAT.9.32	Keau halevai tisege ata degomoleau ata mole uvute mai Iesue loholu. Munanae toelau avuemo biloige keu uvute holiale. 
MAT.9.33	Ige Iesuu munanae toela ke nunuvage solekavesite malaha keu hotoai hoto lounu. Ige ataeau ke elehai vikolahai loui avoe, “Iselala vata komo nahi subuta vaveve kosealebe elehaholilu.” 
MAT.9.34	Ige Balisia ataeau loui avoe, “Ba, munana toelae kosiveike vuvune mai omige vuvune kemoike au munanae toela nunuvema.”
MAT.9.35	Iesuu halei tiale o baluga isi o ese ke bahatala oanu. Isi keve dubuiabela ataeau Dilava adae vuvunemo uveve hotoe dua ke loui haivema. Isi vavahanitebia moaga hoesegevema. 
MAT.9.36	Isi ata moaga elegevei abuho uvu tumutumuanu. Kosealemo ata kebiau mamoe nahate. Ige nalievemale atau uoholige abu tebulahale ke nahate vai u kavama. 
MAT.9.37	Isi au esemuho loui avoe, “Lovi moagaeau baelahalu. Isito lovi ke malei omo otoveveve ataeau moagaholilu. 
MAT.9.38	Iale bulu ke biageho guliguliage au lovi ke malei otoveveve ata hanavege abu lovive bahata malei omo otovei.”
MAT.10.1	Iesuu au esemu tuelo (12) hohavege abu igaetoasege au munanae toela nunuveveve vuvune ovei vavahanitebia hoesegeveveve vuvune keta ovenu. 
MAT.10.2	Abostolo kebia iviabuike koea. Mole ivilike Saimoni Bita. Ige hohove Andulu. Ige Sebedi mo abui Diemisi isi hohove Dioni. 
MAT.10.3	Ige Bilibi. Ige Batolomi. Ige Tomasi. Ige takesi malemale ata Matiu. Ige Aloveasi mo Diemisi. Ige Tadeasi. 
MAT.10.4	Ige Keinanie ata mole Saimoni. Ige Iesuho haiaveve malaha mole Diudasi Kaliota.
MAT.10.5	Iale Iesuu esemu tuelo (12) kebia hanavei abuho loui avoe, “Lainaho Diue ata holioholiale kebiae talive. Isi lainaho Samalia o kebiatae talive. 
MAT.10.6	Isito Iselala ata kebiae teve. Keau mamoeau halae iae tai tebulahale ke nahate. 
MAT.10.7	Iale kebiae talive haivei kose, ‘Ataeau Dilava adae vuvunemo uveve vaniu vuguvuguanu.’ 
MAT.10.8	Isi vavahanite hoesegevei haluvimalebia tatuveve. Isi lebolasiamale kebia hoesegevege vavaeabeau duavai. Isi ataemo munanae toela nunuveve. Isito lainaho abuemo ibina malelive. Kosealemo la vuvune ke ibina valebene bae abuemo ibina malei. 
MAT.10.9	Iale la tiliege lainaho la busimo golo, siliva isi benibehame kina malei agilive. 
MAT.10.10	Isi lainaho suveika malelive. Isi ogo hatuveve, tamaka, bedoea kebiata lainaho malelive. Lana ata kebiaho lovilahage abuna bae la tedaevei kunai laovei.
MAT.10.11	“La o molemo velehovoliege talive elehage mesoho ata moleu laheho isiviai la malevei o hatuevege avuluvuta ulive bae halevai teve. 
MAT.10.12	La o ke uvue deluhovoi uliege ata kebia hoesegeveve. 
MAT.10.13	Ige mesoho o ke biaeau la hoesegevei la tedaevege la hoesegeveale vaveve kena bae abuemo vuvune seleveai. Isito mesoho keau la hoesegevei la tedaeveholige la hoesegeveale keu bae abuemo vuvunealivebene. 
MAT.10.14	Isito o molemo abu la hoto evioholisi la malevei o hatueveholige o ke halevai anakaeabemo la veloe gogea sesilahave. 
MAT.10.15	Seleveta di la namigevege evive. Dilava kotae vaniu lohoge keabuna vatehani baluga malei. Isito Sodomata Gomolata keabuna vatehani eseve malei.”
MAT.10.16	“Di louge evive. Laeau mamoe nahate. Di tobalue vigomoike la hanavema. Iale ute lulele ke nahate vai ugu mole imutava ke vaveve nahate via ata aiogeve halevave. 
MAT.10.17	Isito nenilahave. Diue ataeabuna loholiege la malevei kotaho tai. Isi la malevei abu dubue tiliege visuta la visugevei. 
MAT.10.18	Isege Diue ata holioholiale keabuna la malevei vatae kosive kebia vudimo otovei laemo kotalahai. Ige lana keve uliege hotoe dua loui namigeveve. 
