MAT.1.1	Je² libro xi³ cho⁴ta⁴jchi¹nca³-le⁴ Jesucristo, ˀnti¹-le⁴ David, cˀoa⁴ ˀnti¹-le⁴ Abraham.
MAT.4.23	Cˀoa⁴ Jesús tsa³cˀa³mjen³jin³jnta² Galilea, tsa³ca³co¹ya³ ya⁴ ntˀia³ xi³ sinagoga ˀmi² xi³ tsˀe⁴, cˀoa⁴ qui³nchja⁴ya³jin³-ni³ en¹nta³ xi³ tˀa³tsˀe⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. Qui³si³nta³ nca³yi³je³ chˀin³, cˀoa⁴ nca³tsˀi³ xi³ aon³-le⁴ ya⁴ na⁴xi⁴na³nta¹-ve⁴. 
MAT.4.24	Cˀoa⁴-sˀin² tsa³nca³va³son² en¹ xi³ tˀa³tsˀe⁴ Jesús nca³qui³jnta² Siria, cˀoa⁴ ja³ˀai³cao⁴-le⁴ nca³tsˀi³ xi³ tjio¹mˀen³, je² xi³ ncjin² jco⁴ya³ tjin¹-le⁴, xi³ tse³ cjoa⁴ñˀain³ tjio¹fa³ˀa¹, xi³ nai⁴² tjio¹jin³ ni⁴ma⁴-le⁴, xi³ chˀin³xin¹ tjin¹-le⁴, xi³ to⁴cjio³ ya¹, cˀoa⁴ qui³si³nta³-ni¹. 
MAT.4.25	Ncjin² cho⁴ta⁴ xi³ tsˀe⁴ Galilea qui³tjen⁴nqui³-le⁴, cˀoa⁴ xi³ tsˀe⁴ Decápolis, cˀoa⁴ xi³ tsˀe⁴ Jerusalén, cˀoa⁴ xi³ tsˀe⁴ Judea, cˀoa⁴ xi³ tsˀe⁴ ya⁴ xi³ncoa³tˀa³ Jordán.
MAT.5.1	Cˀia⁴ nca³ tsa³ve³tsˀi³ cho⁴ta⁴, qui³mi³ ya⁴ ni³nto³. Ya⁴ tsa³cˀe²jna³, cˀia⁴ ji³cho²con³-le⁴ cho⁴ta⁴-le⁴.
MAT.5.2	Cˀia⁴ tsa³cˀe¹tsˀia⁴ nca³ qui³nchja⁴, tsa³ca³co¹ya³-le⁴, cˀoi⁴qui³tso²: 
MAT.5.3	Jo¹ to⁴nta³-le⁴ je² xi³ yo⁴ma⁴ cjia³ya³con³, nca⁴ tsˀe⁴ ni¹ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. 
MAT.5.4	Jo¹ to⁴nta³-le⁴ je² xi³ cji³ˀntia¹, nca⁴ je² xi³ coan⁴je³con³. 
MAT.5.5	Jo¹ to⁴nta³-le⁴ je² xi³ i³nta³jin³, nca⁴ je² xi³ scoe¹cjoa⁴tjao² je² son³ˀnte³-vi⁴. 
MAT.5.6	Jo¹ to⁴nta³-le⁴ je² xi³ vao³-le⁴, cˀoa⁴ xi³ fa³ti²-le⁴ cjoa⁴ xi³ cjoa⁴qui²xi⁴, nca⁴ coan⁴squi³. 
MAT.5.7	Jo¹ to⁴nta³-le⁴ je² xi³ ma³ma⁴con³, nca⁴ je² xi³ sˀe⁴-le⁴ cjoa⁴ma⁴ta³con². 
MAT.5.8	Jo¹ to⁴nta³-le⁴ je² xi³ tsje³ ni⁴ma⁴-le⁴, nca⁴ je² xi³ scoe⁴ Ni³na¹. 
MAT.5.9	Jo¹ to⁴nta³-le⁴ je² xi³ si¹qui³njen³nchˀan¹, nca⁴ je² xi³ ˀnti¹-le⁴ Ni³na¹ cˀoin¹-le⁴. 
MAT.5.10	Jo¹ to⁴nta³-le⁴ je² xi³ cjoa⁴ñˀain³ fa³ˀa¹ xi³ tˀa³tsˀe⁴ cjoa⁴qui²xi⁴, nca⁴ je² xi³ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³ tjin¹-le⁴. 
MAT.5.11	Jo¹ to⁴nta³-no³ cˀia⁴ nca³ no²cjoa⁴ˀaon³-no³, cˀia⁴ nca³ fi²tjen⁴nqui³ co²ntran⁴-no³, cˀoa⁴ nca³ coi⁴tso⁴-no³ nca³yi³je³ xi³ chˀao³ tjin¹ xi³ tˀa³tsˀan⁴, nca³ en¹nti³so³ nchja⁴. 
MAT.5.12	Tˀe²tsjoao³-ta³con²³, cˀoa⁴ tˀe²jnco³-ta³con²³, nca⁴ je² chji¹-no³ nˀion¹ tse³ coan⁴ ya⁴ ncˀa³jmi³. Cˀoa⁴-sˀin² qui³tjen⁴nqui³co²ntran⁴-le⁴ je² xi³ qui³nchja⁴ya³ tˀa³tsˀe⁴ Ni³na¹, xi³ ti¹tjon² tjio¹-no³.
MAT.5.13	Jon² nio¹³ na⁴xa⁴-le⁴ son³ˀnte³, cˀoa⁴ tsa² je² na⁴xa⁴ cha⁴jta³, jo¹-sˀin² coan⁴ nqui²ntia³-ni³ cˀoai⁴-le⁴ jta⁴. A³li² ti⁴jme³-ni³ chji¹-le⁴, to⁴sa³ si⁴cˀa³tjen⁴, ca²ti³ncha³ne² cho⁴ta⁴. 
MAT.5.14	Jon² nio¹³ lˀi¹-le⁴ son³ˀnte³. Jnco³ na⁴xi⁴na³nta¹ xi³ ti¹jna³son² ni³nto³ li²coi³ coan⁴ sˀe⁴ˀma³. 
MAT.5.15	Ni⁴ca³nti²-jin² sˀe³tˀa³ˀi¹, ni⁴ya⁴-jin² sˀe³jna³nqui³-le⁴ jnco³ ca²xa⁴choa⁴, to⁴nca³ ya⁴² sˀe³jna³son² jña³ sa³tio²son² ca³nti², cˀoa⁴ si⁴²ˀi³sen³-le⁴ nca³tsˀi³ xi³ tjio¹ ya⁴ ntˀia³. 
MAT.5.16	Cˀoa⁴-sˀin² ca²ta³ma³ˀi³sen³-le⁴ lˀi¹-no³ nqui³xcon⁴ cho⁴ta⁴, jme¹-ni³ nca³ scoe⁴-si¹ni³ xa¹nta³-no³, cˀoa⁴ cˀoa⁴sje³je³ya³-si¹ni³ Nˀai³-no³ xi³ ti¹jna³ ncˀa³jmi³.
MAT.5.17	A³li² ni²cja³ˀai³tsjen³-jion²³ tsa² cjoa⁴te¹xo³ma³ je²ˀe⁴ si³qui³xo²ya³, ni⁴je²-jin² xi³ qui³nchja⁴ya³ tˀa³tsˀe⁴ Ni³na¹. Li²coi³ je²ˀe⁴-nia³ nca³ si³qui³xo²ya³, to⁴nca³ je²ˀe⁴ si³jnco³-nia¹³ cjoa⁴te¹xo³ma³. 
MAT.5.18	Xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, jo³ sa³ˀnta³ nca³ cjoe⁴tˀa³ ncˀa³jmi³ cao⁴ son³ˀnte³, ni⁴jnco³-jin² letra, ni⁴jnco³-jin² choa⁴ xi³ cha⁴ xi³ tsˀe⁴ cjoa⁴te¹xo³ma³-vi⁴, sa³ˀnta³ nca³ coan⁴jnco³ cjoa⁴te¹xo³ma³-vi⁴ nca³yi³je³. 
MAT.5.19	To⁴ˀya³-ni³ve⁴ xi³ cˀoa⁴sje³nqui³ jnco³ cjoa⁴te¹xo³ma³-vi⁴, nta³ tsa² to⁴choa³ na⁴cji³-sa³, cˀoa⁴-ti⁴sˀin² coa⁴co²ya³-le⁴ cho⁴ta⁴, cjai¹nca³ to⁴ˀnti¹ cˀoin¹-le⁴ ya⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. To⁴nca³ to⁴ˀya³-ni³ve⁴ xi³ cˀoa⁴sˀin⁴² xi³ cˀoa⁴ti⁴-sˀin² coa⁴co²ya³, je²-vi⁴ xi³ ncˀa³ cˀoin¹-le⁴ ya⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. 
MAT.5.20	Nca⁴ cˀoa⁴²xin³-no³, tsa² je² cjoa⁴qui²xi⁴-no³ xi³ tsi² tsa² nqui²sa⁴ tse³ coan⁴ cao⁴-ni³ tsa² xi³ tsˀe⁴ cho⁴ta⁴ scribano cao⁴ cho⁴ta⁴ fariseos, ni⁴cˀia⁴-jin² coi⁴tja¹sˀaon³ ya⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³.
MAT.5.21	Qui³no²ˀya²-nio¹³ jo³ tsa³cˀin²-le⁴ nˀai³jcha¹cjin³: A³li² ni²cˀen³-jin²³. Tsa² ˀya³ xi³ si⁴²cˀen³, cji³ne²-le⁴ cjoa⁴ñˀain³. 
MAT.5.22	To⁴nca³ an³ xin³-no³, tsa² jnco³ xi³ coan⁴jti³-le⁴ cao⁴ ntsˀe⁴, cji³ne²-le⁴ cjoa⁴ñˀain³. To⁴ˀya³-ni³ve⁴ xi³ chˀao³ coi⁴tso⁴-le⁴ ntsˀe⁴ en¹tsˀen⁴, cji³ne²-le⁴ cjoa⁴ñˀain³ nqui³xcon⁴ cjoa⁴te¹xo³ma³. To⁴ˀya³-ni³ve⁴ xi³ sca¹-li² coi⁴tso⁴-le⁴ ntsˀe⁴, cji³ne²-le⁴ cjoa⁴ñˀain³ ˀnte³ jña³ nca³ ti¹ti² lˀi¹. 
MAT.5.23	To⁴coi³, tsa² cjoa²ˀai⁴coai⁴ cjoa⁴tjao²-li⁴ ya⁴ son²xta², cˀoa⁴ tsa² ya⁴ cjoa⁴ˀai¹tsjen³-li² nca³ ntsˀai⁴ tjin¹ˀi⁴tse¹-le⁴ cjoa⁴co²ntran⁴ tˀa³tsi⁴, 
MAT.5.24	tˀe²jnai³ cjoa⁴tjao²-li⁴ ya⁴tˀa³ son²xta², cˀoa⁴ tˀin³ ti¹tjon²-cjoan²la² ti⁴mi²yo⁴ nqui²jnco³cˀai²³ ntsˀai⁴, cˀoa⁴ cˀia⁴ nčhoai¹³, cˀoa⁴ tˀai²tˀai³ cjoa⁴tjao²-li⁴ˀni³. 
MAT.5.25	Nti⁴ton⁴ cho⁴va²nta³-nio³ cao⁴ xi³ jti³que³-li², to⁴tjen⁴ nca³ ti³ˀmi³coai⁴ ya⁴ ntia⁴², jme¹-ni³ nca³ je² xi³ jti³que³-li² li²coi³ tsjoa¹tˀa³-si¹ni³li² xca²le⁴, cˀoa⁴ je² xca²le⁴ sca⁴ni²tˀa³-li² policía, cˀoa⁴ sca⁴ni²sˀen³-li² nto⁴ya¹. 
MAT.5.26	Xi³ cjoa⁴qui²xi⁴ xi³ xin³-le²³, nca³ li²coi³ ti⁴coan⁴ coi²tjo⁴-ni³ ya⁴-ve⁴ sa³ˀnta³ nca³ cˀoe¹chji¹ntjai² yao³-li⁴ nca³yi³je³ jo³ tjin¹ xi³ cji³ne²-li⁴.
MAT.5.27	Qui³no²ˀya²-nio¹³ nca³ cˀoi⁴qui³tso² cjoa⁴: A³li² ni²cha³jnqui³-jin²³. 
MAT.5.28	To⁴nca³ an³ xin³-no³: To⁴ˀya³-ni³ve⁴ xi³ co³tsen³-le⁴ jnco³ chjon⁴² nca³ ma³xcai⁴²-le⁴, je³qui³si³cha³jnqui³ ja⁴jin³ ni⁴ma⁴-le⁴ cao⁴ je². 
MAT.5.29	To⁴coi³ tsa² xcoin³ nca³qui²xi⁴ si¹cji³tson¹-li², chˀa⁴sjai³, ti⁴cˀe¹jna³ tˀa³xin²-lai⁴ yao³-li⁴. Nqui²sa⁴ nta³-ni³ nca³ cha⁴ jnco³ ya²-le⁴ yao³-li⁴, jme¹-ni³ nca³ tsi² tsa² nca³yi³je³ yao³-li⁴ tsao⁴jin³-si¹ni³ jña³ nca³ ti¹ti² lˀi¹. 
MAT.5.30	Tsa² ntsai⁴ nca³qui²xi⁴ si¹cji³tson¹-li², ti⁴cha¹tˀai³, ti⁴-cˀe¹jna³ tˀa³xin²-lai⁴ yao³-li⁴. Nqui²sa⁴ nta³-ni³ nca³ cha⁴ jnco³ ya²-le⁴ yao³-li⁴, jme¹-ni³ nca³ tsi² tsa² nca³yi³je³ yao³-li⁴ tsao⁴jin³-si¹ni³ jña³ nca³ ti¹ti² lˀi¹.
MAT.5.31	Cˀoa⁴-ti⁴ qui³tso²: To⁴ˀya³-ni³ve⁴ xi³ tsjion³ chjon⁴²-le⁴, tˀai²-lai⁴ xon⁴ xi³ tsjion³-ni³ xi¹ncjin¹ cho⁴ta⁴. 
MAT.5.32	To⁴nca³ an³ xin³-no³, nca³ je² xi³ tsjion³ chjon⁴²-le⁴, tsa² tsi² xi³ to⁴tˀa³tsˀe⁴ cjoa⁴cha³jnqui³, je² cho⁴ta⁴ cˀoa⁴sˀin¹ nca³ si¹cha³jnqui³ chjon⁴²-le⁴. Cˀoa⁴ je² xˀin⁴ xi³ coi⁴xan³cao⁴ chjon⁴² xi³ qui³njion³-ve⁴, si¹cha³jnqui³tˀa³-le⁴.
MAT.5.33	Cˀoa⁴²-ti⁴ je³qui³no²ˀyao²³ nca³ cˀoa⁴ tsa³cˀin²-le⁴ nˀai³jcha¹cjin³: A³li² en¹nti³so³-jin² vˀai²³. Je² Nai³-na¹ cˀoe¹chji¹-lai⁴ je² cjoa⁴ xi³ en¹-li⁴ vˀai²³. 
MAT.5.34	To⁴nca³ an³ xin³-no³: Ni⁴to⁴jme³-jin² xi³ tˀa³tsˀe⁴ vˀai²³ en¹-li⁴, ni⁴tˀa³tsˀe⁴ ncˀa³jmi³-jin², nca⁴ coi³ xi³ ya¹xi²le⁴-le⁴ Ni³na¹. 
MAT.5.35	Ni⁴tˀa³tsˀe⁴-jin² son³ˀnte³, nca⁴ coi³ jña³ vi³ncha¹ne² ntso⁴co⁴ Ni³na¹. Ni⁴tˀa³tsˀe⁴-jin² Jerusalén, nca⁴ coi³ xi³ na⁴xi⁴na³nta¹ xi³ tsˀe⁴ je² cho⁴ta⁴ti¹tjon² xi³ nˀion¹ ncˀa³. 
MAT.5.36	Ni⁴tˀa³tsˀe⁴ jco⁴-jin² vˀai²³ en¹-li⁴, nca⁴ li²coi³ coan⁴-li² si⁴čhoai³ ni⁴si⁴jmai²³ jnco³ ntsja⁴. 
MAT.5.37	To⁴nca³ ca²ta³jaon³-li² tsa² jaon³-li², cˀoa⁴ tsa² mai³ mai³-li². Je² xi³ fa³ˀa³to³-sa³ je²-vi⁴, ya⁴² nčhoa¹-ni³ xi³ chˀao³ tjin¹.
MAT.5.38	Qui³no²ˀya²-nio¹³ nca³ cˀoa⁴tsa³cˀin²-le⁴ nˀai³jcha¹cjin³: Xi³ xcon⁴ ca²ta³si¹nca³jao³-ni³ xcon⁴, cˀoa⁴ xi³ ni⁴ˀño⁴ ca²ta³si¹nca³jao³-ni³ ni⁴ˀño⁴. 
MAT.5.39	To⁴nca³ an³ xin³-no³: Ti⁴cjain¹-lao⁴³ xi³ tsˀen⁴. To⁴sa³ tsa² jnco³ xi³ si⁴²qui²ˀaon³ ncjain³ nca³qui²xi⁴-li⁴, ti⁴cˀo¹fa³ya³-lai⁴ xi³ncoa³-ni³. 
MAT.5.40	Tsa² jnco³ xi³ coa⁴jnqui³ya³tˀain³-li², cˀoa⁴ tsa² scoe¹ na³jño³-li⁴, cˀoa⁴-ti⁴ ti⁴cˀe¹jna³nqui³-lai⁴ tso⁴nca⁴-li⁴. 
MAT.5.41	Cˀoa⁴ to⁴ˀya³-ni³ve⁴ xi³ cjoa⁴nˀion¹ sˀin⁴²-li² nca³ cjin³ cˀoin¹coai⁴, jao² ya³ cˀoa⁴cji³ tˀin³coai⁴. 
MAT.5.42	Tsa² jnco³ xi³ si⁴²je¹-li², tˀai²-lai⁴, cˀoa⁴ tsa² jnco³ xi³ me³-le⁴ scoin³ya³tˀa³-li², a³li² mai³-jin² ˀmi²-lai⁴.
MAT.5.43	Qui³no²ˀya²-nio¹³ nca³ cˀoa⁴qui³tso²: Ca²ta³ma³tsjoa³chai³ xi²nqui⁴, cˀoa⁴ ca²ta³ma³jti³chai³ xi³ jti³que³-li². 
MAT.5.44	To⁴nca³ an³ xin³-no³: Ca²ta³ma³tsjoa³chao³ xi³ jti³que³-no³, ti⁴chi³con³tˀaon³ xi³ nchja⁴ˀaon³-no³, nta³ ti⁴cao⁴³ xi³ chˀao³ ve³con³-no³, tˀe²tsˀoa³ntjao²³ xi³ chˀao³ si¹cao⁴-no³, cˀoa⁴ xi³ fi²tjen⁴nqui³ co²ntran⁴-no³, 
MAT.5.45	jme¹-ni³ nca³ coan⁴-si¹nio³ ˀnti¹-le⁴ Nˀai³-no³ xi³ ti¹jna³ ncˀa³jmi³. Nca⁴ je² xi³ si¹cji³tjo³son² tsˀoi¹-le⁴ xi³ tˀa³tsˀe⁴ xi³ tsˀen⁴ cˀoa⁴ xi³ tˀa³tsˀe⁴ xi³ nta³. Vˀa³ne²-le⁴ jtsi¹ ja⁴son²-le⁴ je² xi³ qui²xi⁴ cˀoa⁴ xi³ tsi² qui²xi⁴ tjio¹ma³. 
MAT.5.46	Tsa² tsjoa³chao³ xi³ ma³tsjoa³que³-no³, jme¹-ni³ chji¹-no³. A³ tsi² cˀoa⁴-ti⁴ nˀiaon²³ jo³ sˀin¹ xi³ vˀe¹ña³ taon⁴va³sen³. 
MAT.5.47	Cˀoa⁴ tsa² to⁴je² ntsˀao³ ni²ti²ˀntao³, jme¹ xi³ nqui²sa⁴ tse³ nˀiaon²³. A³ tsi² cˀoa⁴-ti⁴ nˀiaon²³ jo³ sˀin¹ cho⁴ta⁴ xi³ li² judío-jin². 
MAT.5.48	Ña³qui³ cjoa⁴qui²xi⁴ ca²ta³mao³ nca³ jon², jo³-ni³ tsa² Nˀai³-no³ xi³ ti¹jna³ ncˀa³jmi³ xi³ ña³qui³ qui²xi⁴-ni¹.
MAT.6.1	Ti⁴coi²ntao⁴³ nca³ je² cjoa⁴qui²xi⁴-no³ a³li² cˀia⁴-jin² nˀiaon²³ nqui³xcon⁴ cho⁴ta⁴, jme¹-ni³ nca³ scoe⁴-si¹ni³ xi³ cjoa⁴qui²xi⁴-no³. Tsa² cˀoa⁴sˀiaon⁴³, li²coi³ tsjoa¹-no³ chji¹-no³ je² Nˀai³-no³ xi³ ti¹jna³ ncˀa³jmi³. 
MAT.6.2	Cˀia⁴ nca³ cˀoai⁴cjoa⁴tjao²-lai⁴ limosna, a³li² čhjao³-jin² ni²cja³ne³ ti¹tjon²-lai⁴ yao³-li⁴, jo³ sˀin¹ cho⁴ta⁴ xi³ jao² ncjain¹ ya⁴ ni³ˀya³ xi³ sinagoga ˀmi², cˀoa⁴ ya⁴jin³ nti⁴tsin⁴, jme¹-ni³ nca³ cho⁴ta⁴ cˀoa⁴sje³je³ya³-si¹ni³. Xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, nca³ je³tjin¹-le⁴ chji¹-le⁴. 
MAT.6.3	Cˀia⁴ nca³ ji³ vˀai²³ limosna, ntsai⁴ nca³scon¹ li² je²-jin² ve³ jme³ xi³ sˀin¹ ntsai⁴ nca³qui²xi⁴, 
MAT.6.4	jme¹-ni³ nca³ je² limosna-li⁴ cˀoai⁴ˀma³-si¹ni³. Cˀoa⁴ Nˀai³-li⁴ xi³ ve³ xi³ tji¹ˀma³, je² xi³ tsjoa¹son²tsen³-li² chji¹-li⁴.
MAT.6.5	Cˀia⁴ nca³ vˀe²tsˀoai³, a³li² cˀoa⁴-jin² nˀiain²³ jo³ sˀin¹ xi³ jao² ncjain¹, nca⁴ je² xi³ ma³tsjoa³que³ xi³ vˀe²tsˀoa³ ˀmi² ya⁴ ni³ˀya³ sinagoga, cˀoa⁴ ya⁴ cro²-le⁴ calle, jme¹-ni³ nca³ cˀoa⁴-sˀin² scoe⁴-si¹ni³ cho⁴ta⁴. Xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, nca³ je³tjin¹-le⁴ chji¹-le⁴. 
MAT.6.6	To⁴nca³ ji³, cˀia⁴ nca³ vˀe²tsˀoai³ ti⁴tja¹sˀain³ tˀa³xin², cˀoa⁴ tˀe²chjoai²³ xo⁴ntjoa⁴-li⁴, tˀe²tsˀoa³-lai⁴ Nˀai³-li⁴ xi³ ti¹jna³ˀma³, cˀoa⁴² Nˀai³-li⁴ xi³ ve³ xi³ tji¹ˀma³, je² xi³ tsjoa¹son²tsen³-li² chji¹-li⁴. 
MAT.6.7	Cˀoa⁴ cˀia⁴ nca³ vˀe²tsˀoai³, a³li² ti⁴coi³-jin²ni³ en¹ ni²chjain²³, jo³-sˀin² cho⁴ta⁴ xi³ li² judío-jin², xi³ si¹cja³ˀai³tsjen³ nca³ to⁴coi³ nca³ tse³ nchja⁴, nca³ coi³ xi³ coi⁴no¹ˀya³-ni³le⁴. 
MAT.6.8	A³li² cˀoa⁴-jin² nˀiaon²³ jo³ sˀin¹ nca³ je², nca⁴ je² Nˀai³-no³ ve³ nca³yi³je³ xi³ ma³chjen¹-no³, to⁴nqui³-ni³ nca³ ni²jao¹³. 
MAT.6.9	Jon² cˀoi⁴-sˀin² tˀe²tsˀoao³: Nˀai³-na⁴jin⁴ xi³ ti³jnai³ ncˀa³jmi³, ca²ta³ˀya³xcon¹ jan³ˀain¹-li⁴. 
MAT.6.10	Ca²tji³nčhoa¹ cjoa⁴te¹xo³ma³-li⁴. Cˀoa⁴ca²ta³sˀin¹ jo³-sˀin² nca³ me³-li², jo³-ni³ ya⁴ ncˀa³jmi³ cˀoa⁴-ti⁴sˀin² i⁴ son³ˀnte³. 
MAT.6.11	Tˀai²-na³jin⁴ nio⁴xti²la⁴ xi³ ni⁴čhjin³ nca³ nchaon³ ma³chjen¹-na³jin⁴. 
MAT.6.12	Ti⁴cha³tˀa³-na³jin⁴ jme³ xi³ tjen⁴-na³jin⁴, jo³-sˀin² nca³ cˀoa⁴-ti⁴ jin⁴-jin⁴ ni²cha³tˀa³-lai⁴jin⁴ je² xi³ qui³tjen⁴-le⁴ tsain⁴-jin⁴. 
MAT.6.13	Cˀoa⁴ a³li² cha⁴ni²tˀa³-jin²na³jin⁴ xi³ chˀao³ si¹cao⁴-na³jin⁴, to⁴nca³ chˀa⁴sje³ntjai²-na³jin⁴ xi³ cjoa⁴tsˀen⁴. Nca⁴ tsi⁴ ni¹ cjoa⁴te¹xo³ma³, cao⁴ nca³nˀion¹, cao⁴ cjoa⁴je³ya³ nca³ntsjai² ni⁴čhjin³. Cˀoa⁴ ca²ta³ma³. 
MAT.6.14	Cˀia⁴ tsa² jon² si⁴cha³tˀa³-lao⁴³ je¹-le⁴ cho⁴ta⁴, je² Nˀai³-no³ xi³ ti¹jna³ ncˀa³jmi³ cˀoa⁴-ti⁴sˀin² si⁴²cha³tˀa³-no³. 
MAT.6.15	To⁴nca³ tsa² tsi² si⁴cha³tˀa³-lao⁴³ cho⁴ta⁴ je¹-le⁴, cˀoa⁴-ti⁴ je² Nˀai³-no³ li²coi³ si⁴²cha³tˀa³-no³ je¹-no³.
MAT.6.16	Cˀia⁴ nca³ vi³yo³nchjaon³, a³li² cˀoa⁴-jin² nˀiaon²³ jo³ sˀin¹ xi³ jao² ncjain¹ nca³ va³-le⁴ ncjain¹. Je² si¹cˀa³ntjai²ya³ ncjain¹, nca³ me³-le⁴ nca³ cˀoa⁴coan⁴ cjoan³ jo³-sˀin² cho⁴ta⁴ xi³ tsi² tsa² cjen². Xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, nca³ je³tjin¹-le⁴ chji¹-le⁴. 
MAT.6.17	To⁴nca³ ji³, cˀia⁴ nca³ vi³jna³nchjain³, tˀe²jin³ si²ti⁴ ntsja⁴jcoi³, cˀoa⁴ cho¹ncjain⁴, 
MAT.6.18	jme¹-ni³ nca³ tsi² scoe⁴-si¹ni³li² cho⁴ta⁴, tsa² ti³jna³nchjain³, to⁴je² Nˀai³-li⁴ xi³ ti¹jna³ˀma³ xi³ scoe⁴-li², cˀoa⁴ je² Nˀai³-li⁴ xi³ ve³ xi³ tji¹ˀma³, je² xi³ tsjoa¹son²tsen³-li² chji¹-li⁴.
MAT.6.19	A³li² cjoa⁴nchi⁴na¹-jin² vˀe²xco¹³ i⁴ son³ˀnte³-vi⁴, jña³ nca³ cho⁴qui³xo³, cˀoa⁴ cao⁴ ntsjao¹ si¹qui³tson¹, cˀoa⁴ jña³ nca³ che¹ va³cja¹nqui³, cˀoa⁴ si¹che¹. 
MAT.6.20	To⁴nca³ chjoe¹xco¹ cjoa⁴nchi⁴na¹ ya⁴ ncˀa³jmi³, jña³ nca³ tsi² cho⁴qui³xo³, cˀoa⁴ cao⁴ ntsjao¹ xi³ si¹qui³tson¹, jña³ nca³ tsi² che¹-jin² xi³ va³cja¹nqui³, ni⁴ si¹che¹-jin². 
MAT.6.21	Nca⁴ ya⁴ jña³ nca³ ti¹jna³ cjoa⁴nchi⁴na¹-li⁴, cˀoa⁴²-ti⁴ ya⁴ cˀoe¹jna³ ni⁴ma⁴-li⁴.
MAT.6.22	Je² xcoan³² lˀi¹-le⁴ yao³-na¹ ni¹. Tsa² je² xcoin³ ña³qui³ nta³, cˀoa⁴²-ti⁴ i³sen³ coan⁴-le⁴ nca³yi³je³ yao³-li⁴. 
MAT.6.23	To⁴nca³ tsa² xcoin³ xi³ chˀao³ cjoan³, njion² chon³-le⁴ nca³yi³je³ yao³-li⁴. Cˀoa⁴-sˀin² tsa² je² lˀi¹ xi³ ti¹jna³jin³ ni⁴ma⁴-li⁴, to⁴cjoa⁴njion² ni¹, jo¹ to⁴tse³ cjoa⁴njion²-ni³.
MAT.6.24	Ni⁴ˀya³-jin² xi³ jao² nai³-le⁴ ma³ si¹xa¹-le⁴. Cˀoa⁴ jti³que³ coan⁴ jnco³, cˀoa⁴ xi³jnco³ tsjoa³que³, cˀoa⁴ coai⁴tˀa³-le⁴ jnco³ cˀoa⁴ xi³jnco³ chˀao³ scoe⁴con³. A³li²coi³ coan⁴ ni²xa¹-lao⁴³ nca³ jao², Ni³na¹ cao⁴ cjoa⁴nchi⁴na¹.
MAT.6.25	Cˀoa⁴xin³-no³: A³li² vˀe²xcon¹-jin²lao⁴³ yao³-no³ xi³ tˀa³tsˀe⁴ cjoa⁴vi³jna³chon³-no³, jme³ xi³ chi⁴nao⁴³, jme³ xi³ sˀio⁴³, ni⁴ xi³ tˀa³tsˀe⁴ yao³-no³, jme³ xi³ chˀa²cjao¹³. A³ tsi² nqui²sa⁴ chji¹-le⁴ cjoa⁴vi³jna³chon³-no³ cao⁴-ni³ tsa² xi³ chi⁴nao⁴³, cˀoa⁴ je² yao³-no³ cao⁴-ni³ tsa² je² xi³ chˀa²cjao¹³. 
MAT.6.26	Cho¹tsen³-lao⁴³ ni⁴se³ xi³ fi²tjen⁴ jin³sen¹, ni⁴vˀe¹ntje²-jin² jno⁴, ni⁴vˀe¹xco¹-jin², ni⁴vi³ncha³-jin² ya⁴ ni³ncˀa³. Cˀoa⁴ je² Nˀai³-no³ xi³ ti¹jna³ ncˀa³jmi³, tsjoa¹-le⁴ xi³ cji³ne³. Cˀoa⁴ jon² nqui²sa⁴-sa³ chji¹-no³ cao⁴-ni³ tsa² je². 
MAT.6.27	ˀya¹-ni³ xi³ jon²-vi⁴ xi³ coan⁴-le⁴ si⁴²ncˀa³-sa³ yao³-le⁴ jnco³ nta³, nta³ tsa² vˀe²xcon¹-lao⁴³ yao³-no³. 
MAT.6.28	Xi³ chˀa²cjao¹³, a¹-ni³ vˀe²xcon¹-ni³lao⁴³ yao³-no³. Cho¹tsen³-lao⁴³ na³xo¹jña¹, jo³-sˀin² ma³jcha¹. A³li²coi³ si¹xa¹, ni⁴va¹ˀa³-jin². 
MAT.6.29	To⁴nca³ an³ xin³-no³, nta³ tsa² Salomón, cao⁴ nca³yi³je³ cjoa⁴je³ya³-le⁴, li²coi³ tsa³cˀa³cja¹-ni³ na³jño³ xi³ cˀoa⁴cjoan³ jo³ cjoan³ na³xo¹-ve⁴. 
