GEN.1.1	Tana vuivuni mai dania God te gonia na kokou mana pari. 
GEN.8.7	me nia vetena na manu bili, tara holoa nia “raven”, me lovo kolili polo ke mamaha na maramana. 
GEN.8.8	Mete ghoi nia vetena rughuhoru so na bola ke righia ke tangomana na kene sodoana na pari mamaha. 
GEN.8.9	Mana bola te mua topo malana ge ke tegha, na pukuna na beti te vonu dato mua tana pari. Keri ge gaia te ghoi oli so tana vaka, ma Noah te nia hagalo horu na limana me tegha igaa na bola, ge lavi oli haghea. 
GEN.8.10	Me padi tua vituni na dani, Noah te ghoi nia vetena so na bola. 
GEN.8.11	Tana dani vaghana keri, te dutu tua na nulavi, na bola te nia oli kolu vania mai na raurau ni olive tana mangana. Ma Noah te ghilala te dutu tua na sosopi soko na beti. 
GEN.8.12	Me padi tua e vitu na dani, gaia te ghoi nia vetena so na bola, mana dani vaghana keri gaia te mua pulohi mai tua.
GEN.8.13	Mi tana bona Noah te ono hangalatu sakai (601) na niuluna, ta sakai na dani tana vuivuni ni vula, Noah te ghae datoa na vovongo ni vaka, me vaevane horu, mana beti te dutu mamaha tua. 
GEN.8.14	Mi tana erua hangavulu vitu na bongi tana ruani na vula, na maramana te mamaha udolu.
GEN.8.15	Ma God te bosa vania Noah, 
GEN.8.16	“Ko sania igaa na vaka, ighoe mana taumu mana dalemu mana taudira. 
GEN.8.17	Ko taluhorura na lei maumanu mana manu ge gaira kara vahuhu ma kara sepalaghi tana maramana. 
GEN.8.18	Keri ge Noah, ma tauna, maira rana daledira mana taudira tara sania na vaka. 
GEN.8.19	Mana lei vatavata ni maumanu mana manu tara horu mai tana vaka rua me rua.
GEN.8.20	Ma Noah te kisua nina vatei sukaghi kekere vania Yahweh. Me sukaghighi gaa na lei maumanu mana manu mana hava te talamaghinia ge kara nia sukaghi vania. 
GEN.8.21	Ma Yahweh te holopangotia na sukaghi me bosa vania heghena, “Inau ku mua ghoi varangaa tua na maramana, mana dikaladira na lei totobo vola soko, sakai mana na ghanaghana ni tinoni mana gehegehena ke dika vuivuni mai tana garipileadira. 
GEN.8.22	Tana bona ke ghaha na maramana, ke mua mautu na bona ni vade mana baobaore, na uha pana hina, na bihi pana papara, na dani pana bongi.”
GEN.9.1	God te vautoa Noah mana lei dalena me bosa vanira, “Kau vahuhu me ke subo na dalemiu ge kau sepalaghi ma kau vonughia na maramana. 
GEN.9.2	Na lei maumanu asi, na sule mana pile, mana lei manu mana igha, kara mataghunighau. Ighau kau vunaghi pungisira. 
GEN.9.3	Itaeni, inau tu heghau na lei totobo rakiri na ghamiu na vanga, te vaghaa tu vaheghau tua te padi na vuavua ni ghai mana raurau maumauri ge ke ghamiu na vanga. 
GEN.9.4	Hauva, ma kau bei ghania na vinahi te ghabugha, na pukuna na volana ilokana na ghabuna. 
GEN.9.5	Ma ge siki sakai ke labumate tinoni ke, gaia ke lavia mughua na totoro. Na lei maumanu tara mate tinoni kau matera, ma hei ghua te labumate tinoni kau matea. 
GEN.9.6	Eo,
GEN.9.6	Ahei ke labumatea na tinoni ke,
GEN.9.6	Gaia kau labumatea mughua,
GEN.9.6	na pukuna inau tu gonira na lei tinoni
GEN.9.6	taonia na maregu.
GEN.9.7	Mi ghau kau vahura subo na gari, keri ge gaira maia na lei vaivaridira kara sepalaghi, ma kara vonughia na maramana.”
GEN.9.8	Keri ke, God te bosa vania Noah mana lei dalena, 
GEN.9.9	“Inau ku tughuru vaghinia nigua na baubahu itamiu mana lei vaivarimiu, 
GEN.9.10	mana lei totobo vola tara sania na vaka kolughau, na lei manu mana maumanu dolo mara asi. 
GEN.9.11	Mi nau tu baubahu ku mua ghoi nia vetena mai na lualua ge ke matera lei totobo vola soko, me ke dikala na maramana.” 
GEN.9.12	Keri ge, God te bosa, “Inau ku vaheghau na vaughilala ge kau ghilala utoa inau ku ngasilia na baubahu mava vanighau, ighau mana lei totobo vola tana maramana, ke va me va. 
GEN.9.13	Inau ku talua na kove
GEN.9.14	Tana bona ku nia vetena na ghobaghuli mana uha tana maramana, mana kove ke tate tana parako, 
GEN.9.15	mi nau ku ghanaghana olia nigua na baubahu vanighau ma vanira na lei totobo vola soko, ge na lualua ge ke mua ghoi taghalaghinira na lei totobo vola udolu. 
GEN.9.16	Eo, tana bona inau ku righia na kove tana ghobaghuli, mu ghanaghana olia nigua baubahu kasila vanira na lei totobo vola udolu tana maramana.” 
GEN.9.17	Vaho ge God te bosa vania Noah, “Na kove na vaughilala ta nigua na baubahu, itadira na lei totobo vola soko tana maramana.”
GEN.9.18	Shem, Ham, ma Japheth, ra tolu dalena Noah, tara sania na vaka kolua tamadira. (Ma Ham na tamana Canaan). 
GEN.9.19	Na lei tinoni tara saopoa na maramana tara vaivaridira ra tolu dalena Noah.
GEN.9.20	Me padi tua na lualua, Noah na tinoni lutu tana leghai me subaa na leghai ni grape. 
GEN.9.21	Mi ta sakai na dani, gaia te inuvia na wine te gonia, me bule me koli soesole ta nina vale tapole. 
GEN.9.22	Ma Ham tamana Canaan, te vaevanea tamana te soesole ge rughuhoru me tutugu vanira hoghona. 
GEN.9.23	Keri ge, Shem ma Japheth toro lavia na tivi, ro talua tana valadira, moro sakutua hugha vaa tana vale tapole, ge ro saroa tamadira te soesole. Ro nea te vagha eni, rogaira toro rei keha ge ro mua righia na tamadira te soesole. 
GEN.9.24	Tana bona Noah te rarai murina te inu bulebule, me ghilala na hava te nea Ham na dalena na sosoko, 
GEN.9.25	gaia te bosaa,
GEN.9.25	“Inau tu varanga Canaan mana lei vaivarina.
GEN.9.25	Gaira kara kubolu horu ma kara seka tana vaivaridira Shem ma Japheth.”
GEN.9.26	Ma Noah te bosa ghua,
GEN.9.26	“Holohabaa Yahweh, na God a Shem te nia kikinima!
GEN.9.26	Ma rana vaivarina Canaan kara seka tana lei vaivarina Shem.
GEN.9.27	Inau tu nongia God ke volapaa na bonana Japheth,
GEN.9.27	ge ke lubatira na vaivarina Japheth ge kara kabu mabo kolua na vaivarina Shem.
GEN.9.27	Me nera rana vaivarina Canaan ge kara seka vanira na vaivarina Japheth.”
GEN.9.28	Ma Noah te vola tolu hangalatu lima hangavulu (350) na niulu murina na lualua. 
GEN.9.29	Na niuluna te sara hiua hangalatu lima hangavulu (950), vaho ge mate.
GEN.10.1	Aeni na vaivaridira Shem, Ham, ma Japheth, ra tolu dalena Noah. Gaira tara vahura subo ni gari murina na lualua.
GEN.10.2	A Japheth na tamadira Gomer, Magog, Madai, Javan, Tubal, Meshech, ma Tiras. 
GEN.10.3	A Gomer na tamadira Ashkenaz, Riphath, ma Togarmah. 
GEN.10.4	A Javan na tamadira Elishah,
GEN.10.5	Rana vavatadira na tinoni rakeri tara va butu mai lilighina na tahi, mi tana lei koukomu, na sopa kema kara leui sopa leudira, mara ghahara tana sopa bubulo.
GEN.10.6	Ham na tamadira Cush, Mizraim,
GEN.10.7	Cush na tamadira Sheba, Havilah, Sabtah, Raamah ma Sabteca. Ma Raamah na tamadira Sheba ma Dedan. 
GEN.10.8	Cush te vahua ghua Nimrod, gaia te mai diki malaghai nagho tana maramana. 
GEN.10.9	Nia nina hahanga Yahweh, gaia te puku ni tinoni hili maumanu. Mana ahana te nia rongoragha, keri ke rana vure tara bosa vania siki sakai, “Yahweh ke hangagho ge ko puku ni tinoni hili maumanu te vagha Nimrod.” 
GEN.10.10	Nimrod te vuivunia na vunaghi pungisiana tana butonikomu Shinar
GEN.10.11	Mi kakeri te ghoi ghadaru va tana bubulo i Assyria, mi kakeri te kisua me tughuru vaghinia Nineveh, Rehoboth-Ir, Calah, 
GEN.10.12	mi Resen, te ghaha ighobudira Nineveh mi Calah, na komu sule.
GEN.10.13	Ma Mizraim na vaivaridira na kemana Lud, na kemana Anam, kemana Lehab, kemana Naphtuh, 
GEN.10.14	kemana Pathrus, kemana Casluh, maia ghua kemana Caphtor, tara va mai gaa rana vure ni Philistia.
GEN.10.15	Canaan na tamadira Sidon, na kamanagho, maia Heth. 
GEN.10.16	Ma Canaan na vaivaridira na kemana Jebus, kemana Amor, kemana Girgash, 
GEN.10.17	kemana Hivi, kemana Ark, kemana Sin, 
GEN.10.18	kemana Arvad, kemana Zemar, mi kemana Hamath. Igeva na lei vaivaridira Canaan tara saopoa tana bona ni pari sule. 
GEN.10.19	Tana vovokana na bonadira rana vaivaridira Canaan tara tuvavoka i Sidon vaa i Gaza tana saravahale, mi longa i Gerar, mi levu uluna vaa i Sodom, Gomorrah, Admah, mi Zeboiim, me sara i Lasha.
GEN.10.20	Raini na lei vavatana Ham, na sopa kema kara leui sopa leudira, mara ghahara tana lei sopa bubulo.
GEN.10.21	Shem, na tughana Japheth, te vahura na lei dalena. Ma Shem ke na vaivarina na lei vavatana a Eber.
GEN.10.22	Shem gaia na tamadira Elam, Asshur, Arpachshad, Lud, ma Aram. 
GEN.10.23	Ma Aram gaia na tamadira Uz, Hul, Gether, ma Mash.
GEN.10.24	Ma Arpachshad gaia na tamana Shelah, ma Shelah gaia na tamana Eber. 
GEN.10.25	Ma Eber te loghora erua dalena na mane. Sakai tadira tara holoa nia Peleg
GEN.10.26	Joktan gaia na tamadira Almodad, Sheleph, Hazarmaveth, Jerah, 
GEN.10.27	Hadoram, Uzal, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ophir, Havilah, ma Jobab. Gaira udolu raini na lei dalena Joktan. 
GEN.10.30	Mana vavatana a Joktan te ghaha tana pile bona tara paguha vaa i Mesha pala uluna na lei ghotu i Sephar. 
GEN.10.31	Raini na vavatana a Shem, na sopa kema kara leui sopa leudira, mara ghahara tana sopa bubulo.
GEN.10.32	Raini na lei vavatadira tara va butu mai tana lei dalena Noah, na geretughuni tana kema mana kema taonia na kema mana vavata. Na maramana te sepalaghi igaa na tinoni taonia na kemadira murina na lualua.
GEN.11.1	Tana bona keri, rana vure tana maramana udolu tara nia kokoe sakai na leu vamua. 
GEN.11.2	Mana vure tara rughuhoru mara tona va i levu uluna, mara va sodoa na nanata i Shinar,
GEN.11.3	Keri ke mara ghaghua heghedira, “Mai ghita, ka talukolui na lei pari raragu ge ka kerei ritini kara ngasi
GEN.11.4	Keri ge gaira tara bosa, “Mai ghita ka kisua na komu sule, kolua na vale datogha ke saravia na parako. Vaho ge ka loghoa na lada sule, ma eni ke lavikolughita, ma ka bei havukaghi gea tana maramana udolu.”
GEN.11.5	Mi tana bona Yahweh te horu mai ge ke vaevanea na komu sule mana vale datogha na vure tara tono haliu na kisuana, 
GEN.11.6	me ghaghua, “Righia! ?Ma ge kara tangomana gera gonighi na lei totobo rakeri na pukuna tara loghoa sakai na leu mara lutu sakaisonikolu ke, na hava kara lutua i kise? Taho siki totobo ke vahola vanira na goniana! 
GEN.11.7	Mai ghita, ka horu ma ka vahera lei leu te keha ge kara mua bei ghilalai.”
GEN.11.8	Te vagha keri, Yahweh te havukaghinira ilokana na maramana udolu. Mi kakeri te soko na kisuana na komu sule. 
GEN.11.9	Keri ge vatua nia na komu Babel
GEN.11.10	Raini na lei vavata Shem. Tana bona Shem te sakai hangalatu (100) tua na niuluna, gaia te vahua na dalena na mane Arpachshad. Aeni te kale tana ruani na niulu murina na lualua. 
GEN.11.11	Mi murina tua na vahuana Arpachshad, Shem te saravia tua lima hangalatu (500) ni niulu, me loghora lei dalena na mane mana vaivine.
GEN.11.12	Tana bona Arpachshad te tolu hangavulu lima (35) tua na niuluna, na dalena mane Shelah te sivuragha. 
GEN.11.13	Mi murina tua na vahuana Shelah, Arpachshad te saravia tua vati hangalatu tolu (403) na niuluna, me loghora na lei dalena, mane mana vaivine [keha].
GEN.11.14	Tana bona Shelah te tolu hangavulu (30) tua na niuluna, na dalena mane Eber te sivuragha. 
GEN.11.15	Mi murina tua tara vahua Eber, Shelah te saravia tua vati hangalatu tolu (403) na niuluna, ma loghora na lei dalena, na mane mana vaivine.
GEN.11.16	Tana bona Eber te tolu hangavulu vati (34) na niuluna, na dalena na mane Peleg te vahua. 
GEN.11.17	Mi murina tua tara vahua Peleg, Eber te saravia tua vati hangalatu tolu hangavulu (430) na niuluna, me loghora na lei dalena, na mane mana vaivine.
GEN.11.18	Me saravia tua tolu hangavulu (30) na niuluna Peleg, na dalena na mane Reu te vahua. 
GEN.11.19	Mi murina tua tara vahua Reu, Peleg te saravia tua erua hangalatu hiua (209) na niuluna, me loghora na lei dalena, na mane mana vaivine.
GEN.11.20	Tana bona Reu te tolu hangavulu rua (32) na niuluna na dalena na mane Serug te sivuragha. 
GEN.11.21	Mi murina tua tara vahua Serug, Reu te saravia tua erua hangalatu vitu (207) na niuluna, me loghora na lei dalena na mane mana vaivine.
GEN.11.22	Tana bona Serug te tolu hangavulu (30) tua na niuluna, na dalena na mane Nahor te sivuragha. 
GEN.11.23	Mi murina tua tara vahua Nahor, Serug te saravia tua erua hangalatu (200) ni niuluna, me loghora na lei dalena, na mane mana vaivine.
GEN.11.24	Tana bona Nahor te rua hangavulu hiua (29) na niuluna, na dalena na mane Terah te sivuragha. 
GEN.11.25	Mi murina na vahuana Terah, Nahor te saravia tua sakai hangalatu hangavulu hiua (119) na niuluna me loghora na lei dalena, na mane mana vaivine.
GEN.11.26	Tana bona Terah te vitu hangavulu (70) tua na niuluna, gaia te sivuraghara e tolu na dalena na mane Abram, Nahor, ma Haran.
GEN.11.27	Raeni na vaivaridira Terah. Gaia na tamadira Abram, Nahor, ma Haran. Ma Haran te vahua na dalena na mane Lot. 
GEN.11.28	Hauva, mi tana bona Terah na tamana te vola so, Haran te mate tua, i Ur tana butonikomu i Chaldea.
GEN.11.29	Ma Abram te tauna Sarai, mana hoghona Nahor te tauna Milcah. Milcah mana hoghona Iscah toro dalena Haran. 
GEN.11.30	Ma Sarai te mua tangomana ge ke vahuhu dalena.
GEN.11.31	Terah te holara na dalena Abram mana vungona Sarai mana kukuana Lot, mara rughuhoru sania Ur, ge ra tona tana butonikomu i Canaan. Hauva, tana bona tara sara i Haran, ra kabu igaa. 
GEN.11.32	Tana bona Terah te erua hangalatu lima (205) na niuluna, me mate tua igaa, tana komu Haran.
GEN.12.1	Ma Yahweh te bosa vania Abram me ghaghua, “Ko rughuhoru sania na butonikomumu maia na lei kulamu na vure, mana nina binaboli tamamu, mo ko tona tana butonikomu ku huligho va igaa. 
GEN.12.2	Inau ku nera ge kara sepa na lei vaivarimu, ge kara liliu ni kema sule. Inau ku vautogho mu ku nea na ahamu ge ke rongoragha, keri ge ku vautora subo na vure itamua na pukuna ighoe. 
GEN.12.3	Inau ku vautora rahei tara vautogho mu ku varangara rahei tara varangagho. Mi tamua ighoe ku vautora na lei kema udolu ilokana na maramana.”
GEN.12.4	Keri ke, mi tana bona Abram te vitu hangavulu lima (75) na niuluna gaia te rughuhoru sania i Haran, taonia na bosana Yahweh. Ma Lot ghua te nia udukolu. 
GEN.12.5	Abram kolua a Sarai na tauna, maia Lot dalena hoghona, kolura nina lei seka, mana lei lologho tara lavighi i Haran, ge ra tughuru ni tona tana butonikomu Canaan. 
GEN.12.6	Mara sara tua i Canaan, ge ra sakutua tona va ta sakai na ghai te tabu tara holoa nia Moreh lilighina Shechem, mara ghahara igaa. Tana bona keri, na lei kemana Canaan tara ghahara tana butonikomu eni.
GEN.12.7	Ma Yahweh te tate vania Abram ge bosa vania, “Inau ku hera na lei vaivarimu na butonikomu eni.” Keri ke, Abram te kisua na belasukaghi gaa vania Yahweh, na pukuna te tate vania. 
GEN.12.8	Mi murina keri, Abram te ghadaru tona tana lei ghotu i uluna na komu tara holoa nia Bethel. Gaia te kabu i ghobudira erua na komu, Bethel i bobokona, mi Ai i uluna. Igaa te kisua sakai na belasukaghi na vatei holohabaana Yahweh. 
GEN.12.9	Igeva gaia te sania na bona keri me ghadaru va tana bona mamaha tara holoa nia Negev.
GEN.12.10	Mi tana bona keri na ngengere sule te kalea na butonikomu i Canaan. Me vahola tua na ngengere, keri ge Abram te sakutua tona tana butonikomu Egypt, me ke va kabu pile bona igaa. 
GEN.12.11	Mi tana bona te dutu ni haghe tana butonikomu i Egypt ka, ge bosa Abram vania Sarai a tauna, “Sarai, ighoe na vaivine matakage, te uto na reireimu. 
GEN.12.12	Tana bona kara righigho na lei mane ni Egypt ke, kara liona na mateagu inau, na pukuna ighoe na taugu, ge kara lavigho. 
GEN.12.13	Keri ke, ge ko bosa vanira, to vaivinegu ighoe, mana pukuna ighoe ge kara holopangotiu mu ku vola.”
GEN.12.14	Me haghe tua Abram tana butonikomu Egypt ka, na lei mane igaa tara righia Sarai te uto na reireina. 
GEN.12.15	Mana lei nina mane nagho na Vunaghi haba ni Egypt, tara holoa nia Pharaoh, tara righia Sarai ge ra bosaa vania sakai na vinekama te uto na reireina te vaho mai, mara lavi haghea tana vale sule ni vunaghi. 
GEN.12.16	Mana Vunaghi haba te righitaoni utoa Abram, na pukuna Sarai. Ma Pharaoh te vahea na balu sheep mana goat, mana lei buluka, mana lei donkey, mana lei camel kolura na lei seka, na mane mana vaivine.
GEN.12.17	Hauva mana pukuna na Vunaghi haba te lavia na tauna Abram, Yahweh te nea na Vunaghi haba ge kalea na lei vahaghi dika kolura na vure ilokana na vale sule ni vunaghi. 
GEN.12.18	Keri ge na Vunaghi haba te holoa Abram me mai tatana ge bosa vania, “E ghua ge o nea vaniu na totobo eni? ?E ghua ge o matapoloa na vaivine eni te taumu? 
GEN.12.19	?Mana hava na pukuna ge o bosa ke, ma vaivinemu agaia te ghaghua, keri ge u lavia vaghaa tua a taugu? Aeni gaia na taumu! Ko lavia mo ko rughuhoru tua.” 
GEN.12.20	Mana Vunaghi haba te hera na bosa ni keikeri vanira nina mane lutu, ge kara matareireia Abram, me ke rughuhoru sania Egypt, kolua na tauna ma nina lei lologho.
GEN.13.1	Keri ke, Abram kolua tauna, ma Lot, a dalena hoghona, tara lavighi didira na lei lologho, mara rughuhoru sania Egypt. Mara va sara tana bona mamaha tara holoa nia i Negev. 
GEN.13.2	Abram a sakai na mane lologho, te loghoi subo na lei sheep mana goat mana buluka, kolui na silver mana gold ghua. 
GEN.13.3	Gaira tara sania na bona keri me sakutua me kabu balu na bona inaghona te sara tana lei ghotu lilighina Bethel mi Ai. 
GEN.13.4	Igaa te diki kabu tua, me diki kisua tua na belasukaghi. Me ghoi holohabaa igaa Yahweh.
GEN.13.5	Ma Lot ghua te loghoi subo na lei sheep mana goat mana buluka, kolui nina binaboli heghena mana lei nina mane lutu. 
GEN.13.6	Me subo na totobo toro sopa loghoi a Abram ma Lot, me mua manana ge kara ghaha kolura vamua ta sakai na bona, na pukuna na pari keri te mua manadira maia didira na lei sopa maumanu. 
GEN.13.7	A didira na mane lutu tara righitaonighi didira maumanu tara hughuhughu [ghua.] Mana bona vaghana keri ghua na kemadira Canaan ma Periz tara ghahara so ilokana na pari keri.
GEN.13.8	Keri ge bosa Abram vania Lot me ghaghua, “Iroghita eni, a sakai na binaboli vamua. Mara hughuhughu haia tua na lei dida na mane lutu, me mua uto tara ghaghua igaa! 
GEN.13.9	Keri ke, me uto ge koro tuvavoka. Ko vilia na levu ni pari to liona ighoe. Ko kabu tana levu ni pari to vilia, mi nau ku lavia na levu.”
GEN.13.10	Ma Lot te reikolili, me righia na nanata lilighina na betitina Jordan, te dutuvia Zoar. Na pari eni te betigha vaghaa nina leghai Yahweh i Eden, pe vaghana ghua na pari utoutoa tana butonikomu Egypt. (Tana bona vaghana keri, Yahweh te mua durakera mua na komu i Sodom mi Gomorrah.) 
GEN.13.11	Keri ke, Lot te vilia na nanata udolu lilighina na betitina Jordan, keri ge ke tona palevu iuluna me ke ghanaa igaa. E vaghaa keri toro nea na tuvavoka rana mane raini. 
GEN.13.12	Abram te ghanaa tana butonikomu Canaan, ma Lot te kabu i ghobuni na lei komu sule tana nanata i lilighina i Sodom. 
GEN.13.13	Na vure ni Sodom tara dika ngangata, mara tangohahi haia tana matana Yahweh.
GEN.13.14	Mi murina a Lot te tona sania Abram ka, ge bosa Yahweh vania Abram, “Ko righi utoi na lei bona talighu raini. 
GEN.13.15	Na lei bona ni pari to righighi raini ku hegho ighoe mana lei vaivarimu. Na bona ni pari keri ke nimua haia tua ke vaa me vaa. 
GEN.13.16	Inau ku nera na lei vaivarimu ge kara sepa, ma kara subo vaghara na pughupughu ni pari, te taho tua hei ke idumira! 
GEN.13.17	Ko tona mo ko sakutua kolili mo ko righia heghemu na bona udolu ku hegho eni.” 
GEN.13.18	Keri ka ge sania na bona keri a Abram kolui na lei nina lologho, me va ghanaa ililighina na lei ghai tabu nina Mamre dutuvia Hebron. Igaa Abram te kisua sakai na belasukaghi vania Yahweh.
