MAT.1.1	Huā'mā' lista ū'tza' ī'xū'nāpap Jesucristo ē xla' ī'xū'nātā'nat David ē nā Abraham.
MAT.5.20	Chuntza' iccāhuaniyān ixlacasqui'nca natlahua'yā'tit tū ixlīcāna' ixtalacasqui'nīn Dios. Palh jā tasu'yu ā'chulā' xatze hui'xina'n ē jā xamākelhtahua'kē'ni'nī'n līmāpa'ksīn ē fariseos, hui'xina'n jā catitanū'tit jā Dios māpa'ksīni'nkō'.
MAT.5.21	Jesús cāhuanipālh:
MAT.5.21	―Hui'xina'n kexpa'tnī'ta'ntittza' chī cāhuanica xalanī'n makāstza': “Jā catimaknī'ni'. Palh catīhuālh namaknīni'n naputzāna'nīcan ē xla' naxokonuni' Dios.” 
MAT.5.22	Quit iccāhuaniyān palh catīhuālh xmān nasītzī'ni' ā'chā'tin, naputzāna'nīcan ē xla' naxokonuni' Dios. Catīhuālh tī nalakapala ā'chā'tin nā xla' naxokonuni' Dios. Catīhuālh tī cachīhuālh nahuani ā'chā'tin: “Lhkenti hui'x”, xla' tzē nalhcuyucan nac pūpātīn.
MAT.5.23	’Chuntza' a'cxni' lī'pimpā't tū nalakahui'līya' Dios ē palh nalacapāstaca chī tlahuani'nī'ta' tū jā tze ā'chā'tin, 
MAT.5.24	namakxteka'chi nac pūmacamāstā'n tū ixlakahui'līya' Dios. Pūla napina' namāko'xami'xī'ya' ā'chā'tin ē ā'līstān nataspi'ta nalakahui'līya' tū ixlī'pimpā't.
MAT.5.25	’Palh catīhuālh mālacapū'yān ē lē'ncu'tunān nac pūchihuīn, calacapāstacti chī palaj nalītalācāxla'ya' līhuan pimpā'na'ntit nac tej. Palh jā chuntza' natlahua'ya', a'cxni' minchā'tu'ca'n nachipinā'tittza', nalē'nān na ixlacatīn juez. Ū'tza' nalīmacamaxquī'yān policía ē xlaca'n natachī'yān ē natamānūyān nac pūlāchī'n. 
MAT.5.26	Icuaniyān jā nataxtuyāchi hasta a'cxni' naxokokō'ya' ixlīpō'ktu tū laclīpina'.
MAT.5.27	Jesús cāhuanipālh:
MAT.5.27	―Hui'xina'n kexpa'tnī'ta'ntittza' chī ixuancan xapūla: “Jā catika'lhi' mintā'lāpāxquī'n.” 
MAT.5.28	Quit iccāhuaniyān catīxcuhuālh tī nalaktzī'n chā'tin puscāt ē napuhuan natā'lhtatacu'tun, ū'tza' lacxtim hua'chi ixtā'lhtatanī'ttza' ixpālacata chuntza' lacapāstaca.
MAT.5.29	’Palh milakastapun na milacapekcāna'j nalaktzī'n catīhuālh ē ū'tza' nalīmātlahuīyān tū jā tze, namāxtuya' ē namaka'na'. Jā tze palh napina' nac pūpātīn ixpālacata milakastapun. Ā'chulā' tze ī'sputni'n milakastapun ē namakapūtaxtūca'na'. 
MAT.5.30	Palh mimacapekcāna'j natlahua tū jā tze, cacā'yuju' ē cama'ka'. Jā tze palh napina' nac pūpātīn ixpālacata mimacan. Ā'chulā' tze ī'sputni'n mimacan ē namakapūtaxtūca'na'.
MAT.5.31	Jesús cāhuanipālh:
MAT.5.31	―Nā pūla ixuancan: “Catīhuālh tī namakxteka ixpuscāt ixlacasqui'nca naxapacan nac registro.” 
MAT.5.32	Quit iccāhuaniyān palh puscāt jā ka'lhī ixtā'lāpāxquī'n a'cxni' naxapacan nac registro, ū'tza' jā tze quīlītaxtulh. Puscāt a'cxni' natamakaxtokpala, ū'tza' nahuanican ka'lhī ixtā'lāpāxquī'n. Chi'xcu' tī natā'tamakaxtoka tzamā' puscāt, nā xla' tzaj ixtā'lāpāxquī'n nahuan.
MAT.5.33	Jesús cāhuanipālh:
MAT.5.33	―Nā kexpa'tnī'ta'ntittza' chī ixcāhuanican xamakāstza': “A'cxni' ixlīcāna' hua'na' natlahua'ya' catūhuālh, Dios laktzī'mā'n ē ixlacasqui'nca namākentaxtūya'.” 
MAT.5.34	Quit iccāhuaniyān jā catihua'ntit: “Por Dios”, ixpālacata catūhuālh. Makapitzīn tahuan: “Por los cielos”, a'cxni' tacāxtlahua catūhuālh. Chuntza' jā tze. A'kapūn, a'ntza' jā Dios huī'lh. 
MAT.5.35	Ā'makapitzīn tahuan: “Por la tierra.” Chuntza' jā tze. Ti'ya't hua'chi jā Dios cāmājaxī ixtujan. Ā'makapitzīn huampala tahuan: “Por Jerusalén.” Chuntza' jā tze. Jerusalén, ū'tza' ixcā'lacchicni' Dios tī ā'chulā' xaka'tla'. 
MAT.5.36	Ā'makapitzīn huampala tahuan: “Por mi cabeza.” Chuntza' jā tze. Xmān Dios ca'tzī jā'cxni' napu'n ixa'ksasatca'n. 
MAT.5.37	Ixlīcāna' calalh a'cxni' nahua'nā'tit “tze” o “jā tze.” Chuntza' jā ixlacasqui'nca ā'catūhuālh nahuampalayā'tit. Tzamā' ā'makapitzīn tachihuīn nacāquilhtaxtuyān ixpālacata skāhuī'ni'.
MAT.5.38	Jesús cāhuanipālh:
MAT.5.38	―Hui'xina'n kexpa'tnī'ta'ntittza' chī pūla ixuancan: “Palh namātakāhuī'ya' ixlakastapun ā'chā'tin, nā hui'x nalīxoko'nu'na' milakastapun. Nalīxoko'nu'na' mintatzan ixtatzan ā'chā'tin tū māyujū'ni'nī'ta'.” 
MAT.5.39	Quit iccāhuaniyān: Jā catimālakxokonī'tit tī cātlahuani'nī'ta'n tū jā tze. Palh catīhuālh nalacala'sān na milacapīn, natamakxteka' nalacala'sān ā'lacapī kentin. 
MAT.5.40	Palh catīhuālh ixmālacapū'n ē namaktīcu'tunān milu'xu', nā natamakxteka' nalē'n minchamarra. 
MAT.5.41	Palh catīhuālh ī'sāmācu'quī'ni' ixtacu'ca' a'ktin kilómetro, nacu'ca'pala'ya' ā'chuntza' ā'a'ktin kilómetro. 
MAT.5.42	A'cxni' catīhuālh nasqui'ni'yān catūhuālh, namaxquī'ya' ē jā xmān catitalakspi'tni' catīhuālh tī maksācua'cu'tunān.
MAT.5.43	Jesús cāhuanipālh:
MAT.5.43	―Nā kexpa'tnī'ta'ntittza' chī pūla ixuancan: “Nacāpāxquī'ya' minamigos ē jā ixlacasqui'nca nacāpāxquī'ya' mintā'lāquiclhlaktzi'.” 
MAT.5.44	Quit iccāhuaniyān: Cacāpāxquī'tit mintā'lāquiclhlaktzi'ca'n ē casqui'ni'tit Dios cacāsicua'lanātlahualh xlaca'n tī cātaquiclhlaktzī'nān. Cacāmaktāya'tit xlaca'n tī jā cātalaktzī'ncu'tunān ē catā'chihuīna'tit Dios ixpālacataca'n xlaca'n tī cātalakapalayān ē cātamakapātīnīnān. 
MAT.5.45	Chuntza' lītasu'yu hui'xina'n ixlacstīn quinTāta'ca'n xala' nac a'kapūn. Dios hui'līnī't chi'chini' ē lacxtim talaktzī'n chi'chini' ixlīpō'ktuca'n tachi'xcuhuī't, masqui tī tze ē tī jā tze. Dios macamin xcān ixpālacata ixlīpō'ktuca'n tachi'xcuhuī't tī takexmata ē masqui tī jā takexmatcu'tun. 
MAT.5.46	Palh xmān nacāpāxquī'yā'tit xlaca'n tī cātapāxquī'yān, ¿tīchu cuenta natlahua huā'mā'? Chuntza' tatlahua catīxcuhuālh ā'makapitzīn tī jā tze hua'chi mātā'jīni'nī'n. 
MAT.5.47	Palh xmān mintā'macchicca'n cātā'chihuīna'nā'tit, ¿ē tze tū tlahua'nī'ta'ntit? Xlaca'n tī jā tastālani' ixtej Dios nā chuntza' tatlahua. 
MAT.5.48	Ixlacasqui'nca hui'xina'n lactze nahuanā'tit lacxtim chī quinTāta'ca'n xala' nac a'kapūn.
MAT.6.1	Jesús cāhuanipālh:
MAT.6.1	―Palh natlahua'yā'tit tū tze o namaktāya'yā'tit ā'chā'tin ē ū'tza' nalīmākentaxtūyā'tit ixtalacasqui'nīn Dios, tzē'k natlahua'yā'tit. Jā catitlahua'tit cā'lhūhua'lacatīn ixpālacata lacasqui'nā'tit nacātalaktzī'nān. Palh cā'lhūhua'lacatīn natlahua'yā'tit, quinTāta'ca'n xala' nac a'kapūn jā tū caticāmaxquī'n. 
MAT.6.2	Chuntza' a'cxni' nacāmaktāya'yā'tit tī tamaclacasqui'n, jā caticāhua'ni'tit ā'makapitzīn tū tlahua'pā'na'ntit. Xlaca'n tī tatlahua a'ktu' ixlacanca'n tatlahua tū tze nac cā'tejen ē na ixtemploca'n israelitas. Chuntza' tatlahua ixpālacata tachi'xcuhuī't nacāmāka'tlī'. Ixlīcāna' tū iccāhuaniyān. A'cxni' cālaktzī'ncan, ū'tza' hua'chi ixtatlajca'n tū natamaktīni'n. 
MAT.6.3	Hui'xina'n, a'cxni' nacāmaktāya'yā'tit tī tamaclacasqui'n, jā catimakxtektit jā tī chā'tin naca'tzī chī cāmaktāya'yā'tit. 
MAT.6.4	Ā'chulā' tze tzē'k nacāmaktāya'yā'tit. QuinTāta'ca'n nalaktzī'n tū tzē'k tlahua'yā'tit ē xla' nacāmaxquī'yān mintatlajca'n.
MAT.6.5	Jesús cāhuanipālh:
MAT.6.5	―Makatunu' na'orarlīni'yā'tit Dios, jā catitlahua'tit chī tatlahua xlaca'n tī tatlahua a'ktu' ixlacanca'n. Xlaca'n tatāya na ixtemploca'n israelitas ē nac cā'tejen jā nacālaktzī'ncan a'cxni' ta'orarlīmā'nalh. Ixlīcāna' tū iccāhuaniyān. A'cxni' cālaktzī'ncan, ū'tza' hua'chi ixtatlajca'n tū natamaktīni'n. 
MAT.6.6	A'cxni' hui'xina'n na'orarlīyā'tit, catanū'tit na minchicca'n ē camālacchahua'tit ē mina'cstuca'n na'orarlīyā'tit ē natā'chihuīna'nā'tit quinTāta'ca'n a'ntza' jā jā tī nalaktzī'nān. QuinTāta'ca'n xala' nac a'kapūn nalaktzī'n tū tzē'k natlahua'yā'tit ē xla' nacāmaxquī'yān mintatlajca'n.
MAT.6.7	’Calacapāstactit a'cxni' natlahua'yā'tit minoracionca'n, ē jā maklhūhua' cahua'mpala'tit. Chuntza' tatlahua tzamā' tī jā talakapasa Dios. Tapuhuan Dios nacākexmata ixpālacata lhūhua' tachihuīn. 
MAT.6.8	Jā catila'tit chī xlaca'n. QuinTāta'ca'n nac a'kapūn ca'tzītza' tū hui'xina'n maclacasqui'nā'tit a'cxni' jāna'j squi'ni'yā'tit. 
MAT.6.9	Chuntza' natā'chihuīna'nā'tit Dios:
MAT.6.9	QuinTāta'ca'n tī hui'lachi nac a'kapūn, calakachi'xcuhuī'ca'.
MAT.6.10	Camilh a'cxni' natzucuya' nacāmāpa'ksī'kō'ya'.
MAT.6.10	Catlahuaca mintalacasqui'nīn huā'tzā' nac cā'ti'ya'tna' chuntza' chī nac a'kapūn.
MAT.6.11	Caquilāmaxquī'uj chuhua'j quilīhua'tca'n tū icmaclacasqui'nāuj.
MAT.6.12	Caquilāmātza'nkēna'ni'uj tū iccāmaklaclē'nān chuntza' chī iccāmātza'nkēna'ni'yāuj ū'tunu'n tī quincātamaklaclē'nān.
MAT.6.13	Jā camakxtekti tū naquincā'a'kspulayān naquincāmātlahuīyān tū jā tze.
MAT.6.13	Xmān hui'x xaMāpa'ksīni' ē mila' ixlīpō'ktu lītli'hui'qui ē ixlīpō'ktuca'n natamakapāxuīyān pō'ktu quilhtamacuj.
MAT.6.13	Amén.
MAT.6.14	’Palh hui'xina'n nacāmātza'nkēna'ni'yā'tit ā'makapitzīn tī cātatlahuani'yān tū jā tze, nā quinTāta'ca'n xala' nac a'kapūn nā nacāmātza'nkēna'ni'yān tū tlahuanī'ta'ntit tū jā tze. 
MAT.6.15	Palh hui'xina'n jā nacāmātza'nkēna'ni'yā'tit ā'makapitzīn, jā caticāmātza'nkēna'ni'n mincuentaca'n quinTāta'ca'n xala' nac a'kapūn.
MAT.6.16	Jesús cāhuanipālh:
MAT.6.16	―A'cxni' jā catihuā'ya'ntit pō'ktu quilhtamacuj ixpālacata orarlīni'cu'tunā'tit Dios, jā catila'tit chī xlaca'n tī tatlahua a'ktu' ixlacanca'n. Xlaca'n ta'a'cpūtahua'ca' lhca'ca'n ē jā talakacha'ka'n. Nacālaktzī'ncan ē ū'tza' nalīca'tzīcan jā tahuā'yan. Ixlīcāna' tū iccāhuaniyān. Xlaca'n taka'lhītza' ixtatlajca'n a'cxni' tasu'yu jā tahuā'yalh. 
MAT.6.17	Hui'xina'n jā catitlahua'tit chuntza'. A'cxni' jā huā'ya'nā'tit pō'ktu quilhtamacuj ē na'orarlīyā'tit, calakacha'ka'ntit ē tzej calacxqui'ttit miya'jca'n 
MAT.6.18	ē chuntza' jā catica'tzīca palh jā huā'ya'nā'tit. Xmān quinTāta'ca'n xala' nac a'kapūn naca'tzī tū tzē'k tlahua'yā'tit ē xla' nacāmaxquī'yān mintatlajca'n.
MAT.6.19	Jesús cāhuanipālh:
MAT.6.19	―Jā catilacasqui'ntit lhūhua' tumīn ē catūhuālh xala' nac huā'mā' cā'quilhtamacuj. Tzī'ya' ē xumpepe tzē natamālaksputū tū xala' nac cā'quilhtamacuj. Tzē naka'lhancan mintumīnca'n. 
MAT.6.20	Ā'chulā' tze calacasqui'ntit tū milaca'n nahuan nac a'kapūn. A'ntza' tzī'ya' ē xumpepe jāla catitamālaksputūlh ē jāla catitatanūlh ka'lhāna'nī'n. 
MAT.6.21	Pō'ktu quilhtamacuj lacapāstaclacapinā'tit jā huī'lh tū ā'chulā' cālīmacuani'yān.
MAT.6.22	Jesús cāhuanipālh:
MAT.6.22	―Milakastapunca'n hua'chi a'ktin tū māxkakē mimacni'ca'n. Palh jā tampi'lhīni'nā'tit ē palh laktzī'nā'tit tū tamaclacasqui'n ā'makapitzīn, ū'tza' hua'chi tze milakastapunca'n ē hua'chi pō'ktu taxkaket na mimacni'ca'n. 
MAT.6.23	Palh xmān laktzī'nā'tit tū maclacasqui'nā'tit hui'xina'n mina'cstuca'n, lactampi'lhīn lītaxtuyā'tit. Ū'tza' hua'chi jā tze milakastapunca'n ē hua'chi pō'ktu cā'pucsua' na mimacni'ca'n. Palh jā tze ixmāxkakēni' mimacni'ca'n, ā'chulā' cā'pucsua' nahuan. A'ntza' jā cā'pucsua' jā tasu'yucan jā pe'a'ncan.
MAT.6.24	Jesús cāhuanipālh:
MAT.6.24	―Chā'tin chi'xcu' jāla chu lacxtim catitā'scujli chā'tu' ixpatrón. Napāxquī' chā'tin ē jā catilaktzī'ncu'tunlī ā'chā'tin. Nakexmatni' chā'tin ē nalakmaka'n ā'chā'tin. Nā chuntza' hui'xina'n jāla nalīpāhua'nā'tit Dios palh nalīpāhua'nā'tit mintumīnca'n.
MAT.6.25	Jesús cāhuanipālh:
MAT.6.25	―Ū'tza' iccālīhuaniyān chuhua'j. Jā tilī'a'ktuyunā'tit tū nahua'yā'tit ē chī nalīlatahui'layā'tit. Jā tilī'a'ktuyunā'tit tū nalīlhakā'nanā'tit. Dios cāmaxquī'yān milīhua'tca'n ē mimacni'ca'n tū tzē nalīscujā'tit, ē ā'chulā' nacāmaxquī'yān tū namaclacasqui'nā'tit. 
MAT.6.26	Cuenta cacātlahua'tit spūnī'n tū takosnū'n. Xlaca'n jā tacha'nāna'n, nūn tamakalanāna'n ē jā taka'lhī ixpūcuxi'ca'n. QuinTāta'ca'n xala' nac a'kapūn cāmāhuī'. Hui'xina'n ā'chulā' mintapalhca'n ē jā spūnī'n. 
MAT.6.27	¿Tīchu na milacpu'na'i'tātca'n tzē natahui'la ā'chulā' makās xmān ixpālacata nalī'a'ktuyunā'tit?
MAT.6.28	¿Tū ixpālacata cālī'a'ktuyunā'tit milu'xu'ca'n tū nalhakā'yā'tit? Camaksca'ttit xa'nat chī natalīstaca nac cā'tacuxtu. Jā tascuja ē jā tatza'pa' ixlu'xu'ca'n. 
MAT.6.29	Tzēhuanī't tastaca masqui jā tū tatlahua. Iccāhuaniyān rey Salomón jāla cāmālakchā'nī ixlītzēhuanī't xa'nat ē xla' rico ixuanī't. 
MAT.6.30	A'nan pa'lhma' nac cā'tacuxtu tū tzēhuanī't. Lakalī tū'xama'n nacā'ī'can ē nacālhcuyucan. Dios cāmaktaka'lha ē cāmakastaca pa'lhma' tū palaj nascāca ē ā'chulā' tzej nacāmaktaka'lhān hui'xina'n. ¿Tū ixpālacata jā a'ka'ī'yā'tit huā'mā'? 
MAT.6.31	Chuntza' jā tilī'a'ktuyunā'tit ē jā catihuantit: “¿Tūchu nahua'yāuj? ¿Tūchu nalīko'tnunāuj? ¿Chī na'iclīlhakā'nanāuj?” 
MAT.6.32	Tachi'xcuhuī't xalanī'n nac cā'quilhtamacuj pō'ktu quilhtamacuj chuntza' tahuan ē pō'ktu quilhtamacuj chuntza' tapuhuan. Hui'xina'n ka'lhī'yā'tit chā'tin minTāta'ca'n nac a'kapūn ē xla' tzej ca'tzī tū maclacasqui'nā'tit lakalīyān. 
MAT.6.33	Xatze caputzatit pūla chī nacālīmāpa'ksīkō'yān Dios ē nā caputzatit chī nalīmakapāxuhuī'yā'tit Dios. Xla' nacāmaxquī'yān ixlīpō'ktu tū maclacasqui'nā'tit. 
MAT.6.34	Jā catitamakchuyī'tit chuhua'j tū nacā'a'kspulayān lakalī. Chuntza' jāla tzej scuja'tit huā'mā' quilhtamacuj. Ixlīlakalī nalī'a'ktuyunātit.
MAT.7.1	Jesús cāhuanipālh:
MAT.7.1	―Jā caticāputzāna'ni'yā'tit ā'makapitzīn ē Dios jā nacāputzāna'ni'yān. 
MAT.7.2	Chuntza' chī hui'xina'n cāputzāna'ni'yā'tit ā'makapitzīn, chu lacxtim Dios nacāputzāna'ni'yān. Palh hui'xina'n nalāmātza'nkēna'ni'yā'tit, nā Dios nacāmātza'nkēna'ni'yān. 
MAT.7.3	¿Chī tzē nalaktzī'na' macsti'na'j pa'lhxtum na ixlakastapun mintā'tin palh tanūmā'lh hua'chi a'ktin qui'hui' na milakastapun? 
MAT.7.4	Palh jā pūla namāxtuya' qui'hui' na milakastapun, jāla catima'xtuni' pa'lhxtum na ixlakastapun mintā'tin. 
MAT.7.5	¡A'kskāhuī'nīnā'tit! Palh hui'x tlahua'ya' tū jā tze, jāla cati'a'ksa'nti ā'chā'tin tī tlahua tū jā tze. Ixlacasqui'nca cuenta natlahua'ya' pūla chī latā'kchokoya' hui'x ē chuntza' tzē namaktāya'ya' ā'chā'tin tzej nalatā'kchoko.
MAT.7.6	’A'nan tachi'xcuhuī't tī ixtāyatca'n jā tze ixtalacapāstacni'ca'n. Palh xlaca'n jā tunca takexmatcu'tun ixtachihuīn Dios, jā caticāmāsu'yuni'tit. Xmān natasītzī' ē nacātatucscu'tunān hua'chi chichi' tū xcana'n. Xatasicua'lanātlahua ixtachihuīn Dios. Palh tachi'xcuhuī't jā takexmatcu'tun, jā caticāmāsu'yuni'tit xlaca'n. Jā catitalakachi'xcuhuī'lh ixtachihuīn Dios. Xlaca'n hua'chi lakatin pa'xni' tū nalacchi'nta tū tapalaxla'.
MAT.7.7	Jesús cāhuanipālh:
MAT.7.7	―Casqui'ni'tit Dios ē xla' nacāmaxquī'yān. Caputzatit tū Dios cāmaxquī'cu'tunān ē namacla'yā'tit. Camacasā'na'ntit nac mākelhcha ē nacātamālaquī'ni'yān. 
MAT.7.8	Chuntza' tī nasqui'ni' Dios, ū'tza' namaktīni'n ē tī naputza tū Dios namaxquī', xla' namacla. Tī namacasā'na'n nac mākelhcha, namālaquī'ni'can.
MAT.7.9	’Hui'xina'n ka'lhī'yā'tit mincamana'ca'n. Palh chā'tin minka'hua'cha nasqui'ni'yān pāntzīn, ¿ē namaxquī'ya' a'ktin chihuix? 
MAT.7.10	Palh nasqui'ni'yān squī'ti', ¿ē namaxquī'ya' lūhua'? 
MAT.7.11	Hui'xina'n masqui jā tzej ca'tzīyā'tit, tzē nacāmaxquī'yā'tit talakalhu'mān milacstīnca'n. Ā'chulā' minTātaca'n tī hui'lacha' nac a'kapūn nacāmaxquī' tū xatze tī tasqui'ni'.
MAT.7.12	’Chuntza' cacātlahua'ni'tit ā'makapitzīn chuntza' chī lacasqui'nā'tit xlaca'n nacātatlahuani'yān. Ū'tza' huā'mā' tū huanicu'tun ixlīmāpa'ksīn Moisés ē ū'tza' ixtamāsu'yunca'n a'kchihuīna'nī'n chī tatzo'kni' na ixtachihuīn Dios.
MAT.7.13	Jesús cāhuanipālh:
MAT.7.13	―A'nan a'ktu' mākelhcha ē kentu' tej. Natanū'yā'tit nac xapītzuna'j mākelhcha jā mā'lh pītzuna'j tej. Pīka'tla' mā'lh tej tū a'n nac pūpātīn ē pīka'tla' xamākelhcha. Līlhūhua' tī natatanūyācha'. 
MAT.7.14	Pītzuna'j tej a'n nac a'kapūn jā natahui'layāuj pō'ktu quilhtamacuj. Jicslīhua' a'ncan. Nā pītzuna'j xamākelhcha. Jā a'nan lhūhua' tī natamacla ē natatanūyācha'.
MAT.7.15	Jesús cāhuanipālh:
MAT.7.15	―Cuenta catlahua'tit tī tahuan palh ixa'kchihuīna'nī'n Dios ē xmān ta'a'kskāhuī'nin. Xlaca'n hua'chi lobo tū taputzamā'nalh ixlīhua'tca'n ē talhakā'nanī't hua'chi purecu'. 
MAT.7.16	Tzē nacālīlakapasā'tit chī natalatā'kchoko. Jāla cāpu'xcan uvas nac cā'lhtucū'n ē jā tī cāpu'xa higos nac lhtucū' qui'hui'. 
MAT.7.17	Chuntza' xatze qui'hui' namāstā' xatze ixtahua'ca't ē tzēhuanī't. Tū jā tze qui'hui' jā tze ixtahua'ca't. 
MAT.7.18	Xatze qui'hui' jā catimāstā'lh ixtahua'ca't tū jā tze. Ē tū jā tze qui'hui' jāla catimāstā'lh xatze ixtahua'ca't. 
MAT.7.19	Palh qui'hui' jā namāstā' xatze ixtahua'ca't, nacā'can ē nalhcuyucan. 
MAT.7.20	Chuntza' hui'xina'n nacālīlakapasā'tit a'kchihuīna'nī'n tī ta'a'kskāhuī'nin. Xlaca'n jā tzej talatā'kchoko.
MAT.7.21	Jesús cāhuanipālh:
MAT.7.21	―Lhūhua' a'nan tī naquintamāpācuhuī: “QuiMāpa'ksīni'.” Ū'tza' jā huanicu'tun natatanū jā Dios māpa'ksīni'nkō'. Xmān tzē natatanūyācha' xlaca'n tī tatlahua ixtalacasqui'nīn quinTāta'ca'n xala' nac a'kapūn. 
MAT.7.22	A'cxni' namin ā'xmān quilhtamacuj, līlhūhua' naquintahuani: “QuiMāpa'ksīni'ca'n, quina'n iclīmāsu'yūj ixtachihuīn Dios milītli'hui'qui. Nā milītli'hui'qui iccālīmāxtūj jā tzeya ū'nī'n. Nā lhūhua' lī'a'cnīn iccālītlahuáuj milītli'hui'qui”, natahuan. 
MAT.7.23	Palaj tunca na'iccāhuan: “Jā iccālakapasān. Caquilātapānūni'uj. Hui'xina'n tlahua'yā'tit tū jā tze.”
MAT.7.24	Jesús cāhuanipālh:
MAT.7.24	―Chuntza' tī quinkexmata ē natlahua tū icmāsu'yu, xla' tzej tlā'huan na ixtej Dios ē natāyani' masqui napātīni'n. Chuntza' nala hua'chi chā'tin chi'xcu' tī pūlhmā'n yāhualh xatantūn ixchic. 
MAT.7.25	Masqui milh lhūhua' xcān ē palha' ū'ni' sno'kli chic, tāyani'lh ē jā maka'a'nīlh. 
MAT.7.26	Tī quinkexmata ē jā natlahua tū icmāsu'yu, xla' jāla catitāyani'lh. Chuntza' nala hua'chi chā'tin chi'xcu' tī xalhkēnti ixuanī't ē jā pūlhmā'n yāhualh xatantūn. 
MAT.7.27	A'cxni' lalh xcān ē milh palha' ū'ni' tū sno'kli chic, jā tāyani'lh. Maka'a'nīlh ē laclakō'lh.
MAT.7.28	A'cxni' Jesús cāhuanikō'lh tzamā', tachi'xcuhuī't talī'a'cnīlh tzamā' tamāsu'yun. 
MAT.7.29	Xla' cāmāsu'yuni'lh hua'chi tī ka'lhī līmāpa'ksīn, ē jā hua'chi xamākelhtahua'kē'ni'nī'n līmāpa'ksīn. Xlaca'n xmān ixtamāsu'yu tū tamaksca'tli.
MAT.8.1	A'cxni' Jesús lacyujli nac sipej, lhūhua' tachi'xcuhuī't tastālani'lh. 
MAT.8.2	Laktalacatzuna'jīlh chā'tin ta'jatatlani'. Ixka'lhī ta'jatat tū huanican lepra ē ū'tza' tū māmasī quinquinītca'n. Ta'jatatlani' tatzokostani'lh Jesús ē huanilh:
MAT.8.2	―Māpa'ksīni', palh hui'x lacasqui'na', tzē naquimātzeyī'ya'.
MAT.8.3	Palaj tunca Jesús xa'malh ē huanilh:
MAT.8.3	―Chuntza' quit iclacasqui'n. Catzeya'nti.
MAT.8.3	A'cxni' huanli huā'mā', tapānūni'lh ixta'jatat. Tzetza' ixuanī't. 
MAT.8.4	Jesús huanilh:
MAT.8.4	―Catamaktaka'lhti ē jā tī chā'tin tihua'ni'ya'. Xmān calakpi ixpālejca'n israelitas ē camā'su'yuni' mimacni'. Xla' nalaktzī'n palh tzeyanī'ta'tza'. Nalīlakatāyana'na' chuntza' chī māpa'ksīni'lh Moisés. Chuntza' nataca'tzī tachi'xcuhuī't tzeyanī'ta'tza'.
MAT.8.5	A'cxni' Jesús tanūlh nac cā'lacchicni' Capernaum, laktalacatzuna'jīlh chā'tin ixcapitanca'n soldados romanos. Squi'ni'lh camaktāyalh 
MAT.8.6	ē huanilh:
MAT.8.6	―Māpa'ksīni', ta'jatatla quintasācua' ē mā'lh na quinchic. Xcāhuī'huananī't ē pātīni'mā'lh.
MAT.8.7	Jesús huanilh:
MAT.8.7	―Na'ica'n na'icmātzeyī.
MAT.8.8	Capitán kelhtīlh:
MAT.8.8	―Māpa'ksīni', hui'x ka'lhī'ya' līmāpa'ksīn ē jā minī'ni' natanū'ya' na quinchic. Xmān namāpa'ksī'ya' ē natzeyan quintasācua'. 
MAT.8.9	Ā'nā quit quintamāpa'ksī xanapuxcu'nu' ē nā quit iccāmāpa'ksī quisoldados. A'cxni' na'icuani chā'tin soldado ca'a'lh, xla' na'a'n. A'cxni' na'icuani ā'chā'tin camilh, xla' namin. A'cxni' na'icuani quintasācua' catlahualh catūhuālh, xla' natlahua tū icuani.
MAT.8.10	A'cxni' Jesús kexmatli huā'mā' tachihuīn, lī'a'cnīlh. Cāhuanilh tī ixtastālani'tēlha:
MAT.8.10	―Ixlīcāna' tū iccāhuaniyān. Jā iclakapasa jā tī chā'tin israelita tī quina'ka'ī'ni' chī huā'mā' chi'xcu'. 
MAT.8.11	Nā iccāhuaniyān natamin lhūhua' xalanī'n ixtankēn ē nā lhūhua' xalanī'n na ixlītā'cnun. Xlaca'n, masqui jā israelitas, xlaca'n nacātā'huā'yan Abraham ē Isaac ē Jacob jā Dios māpa'ksīni'nkō'. 
MAT.8.12	Ā'makapitzīn masqui israelitas, xlaca'n nacāmacā'ncan nac kēpūn a'ntza' jā cā'pucsua'. A'ntza' natacalhuan ē natalāxca ixtatzanca'n.
MAT.8.13	Palaj tunca Jesús huanilh capitán:
MAT.8.13	―Capit na minchic. Chuntza' chī a'ka'ī'nī'ta', chuntza' natlahuani'ca'na'.
MAT.8.13	Tzamā' puntzuna' mātzeyīlh ixtasācua'.
MAT.8.14	Jesús a'lh na ixchic Pedro ē a'ntza' laktzī'lh ixpuhuiti'. Ixmacscutlamā'lh ē ixmā'lh. 
MAT.8.15	Jesús xa'mani'lh ixmacan ē tapānūni'lh macscut. Tā'kaquī'lh tzamā' puscāt ē tzuculh cāmāhuī'.
MAT.8.16	A'cxni' ī'smalanka'namā'lhtza', cālīmini'ca Jesús lhūhua' tī ixtaka'lhī jā tzeya ū'nī'n. Xla' xmān māpa'ksīlh ē chuntza' cāmāxtulh jā tzeya ū'nī'n. Nā cāmātzeyīlh lhūhua' ta'jatatlanī'n. 
MAT.8.17	Ū'tza' huā'mā' a'kspulalh ē mākentaxtūlh chī a'kchihuīna'nli profeta Isaías a'cxni' huanli huā'mā': “Xla' māpānūlh quinta'jatatca'n quina'n ē nā chī ī'xlajua'nanāuj.”
