MAT.1.1	Kĩtabũ kya wĩleli wa kĩYesu Kilisito, umuana wa kĩDaudi, umuana wa kĩIbũlahimu. 
MAT.6.28	Nuwĩtũngi, waa kĩ kunkunalĩla. Sĩĩgĩ ĩmalua ma mumakũũza, kĩna mikinda; sika mĩkĩtumaa kamulĩmo katia kwitũma intiila. 
MAT.6.29	Luulo gua, namuĩĩla. Sunga uSolomoni muugolĩpi waakue wensi, sika alĩ mujialue iiza zĩ lĩmuĩ lya maasio. 
MAT.6.30	Ĩpa malĩ uNzua ukumajialaa yoi ĩmasanzĩ ma mumakũũza namakoolĩ nantende matotũ, numudaau namasonsua, sika ukakumujialĩkiane inie namwa usuĩĩli uniino? 
MAT.6.31	Luulo gua, mulekikunkunala, mwiũga. Kulĩe yaani, katia kukope yaani? Katia kujiale yaani? 
MAT.6.32	Kuitĩ izi zensi ĩa ndugu nazĩngĩ akuzidũũmaa. 
MAT.6.33	Ĩpa udũũmi tangua uutemi waakue nĩkulukuuluu yaakue, nindizi tũlũ zensi mukiongeeligua. 
MAT.6.34	Muleke kuzikunkunalĩla ĩza mudaau, kunsooko mudaau ĩkakĩkunkunalĩla ĩzaakue. uUbĩĩ wa lutondo wendile muumo mulutondo luulo.”
MAT.7.1	“Lekilamulĩ koona mulekilamulua. 
MAT.7.2	Kuitĩ uulamuli uo namukulamulaa, uuo mũjililamulĩlua; nĩngele ĩo namukugelelelaa, ĩĩo-ĩĩoo mukigelelelua niniinie. 
MAT.7.3	Nikĩ ukukalaaa ĩkapalala muliiso Iya munũna waako, numugamba naukoolĩ muliiso liako sikukuukeesagiaa? 
MAT.7.4	Katia wishũũma mbii kukumuĩĩla umunũna waako, ‘Ndeka nĩkaleegie ĩkapalala muliiso liako;’ kusĩnaga ukoolĩ umugamba muliiso liako? 
MAT.7.5	Ue munamampĩlu, leegia tangua umugamba muliiso liako; paapo ukiona iiza kukukaleegia ĩkapalala muliiso Iya munũna waako.
MAT.7.6	“Muleke kuzipeela imbua
MAT.7.7	“Lompĩ gua, mukipeegua; dũũmĩ gua, mukiona, ũgiĩ gua, mukakigyuĩlua. 
MAT.7.8	Kuitĩ wensi nukulompaa ukuanũnkulaa; nduyo nukudũũmaa ukuonaa; nduyo nukuũgagiaa ukigyuĩlaguaa. 
MAT.7.9	Muntu kĩ kumiani, kanga muana waakue wamulompe ugalĩ ukakumupeelane igyũe? 
MAT.7.10	Katia walompe nsiĩ, ukakumupeelane ĩnzoka? 
MAT.7.11	Malĩ uniinie gua, namuabĩĩ, mumanile kukuapeela ĩaana aani ipeegua naiiza, sika nangũlũne uTata waani nukoolĩ kwigyulu ukakuapeelaa naiiza naakumulompaa!”
MAT.7.12	“Iio gua, tũlũ mensi namumasiiile mutendelue nĩantu niniinie muatendele iio-iioo; kuitĩ uu wau Ulagĩĩlio nĩAnakĩdagu.”
MAT.7.13	“Ingĩlĩlĩ kumulango namupinĩ; kuitĩ umulango ingĩ mugalĩ nĩnzĩla ngalĩ nĩlunziĩ kuulimĩĩli, nĩaasio naakuingĩlĩlaa muasio akoolĩ iingĩ. 
MAT.7.14	Kuitĩ umulango ingĩ mupinĩ nĩnzĩla ĩtunĩnkĩĩle nĩlunziĩ kuupanga, nĩaasio naakumĩonaa akoolĩ akeei.”
MAT.7.15	“Ĩkendegeelĩ kuanakĩdagu a ulongo, naakumuagaanaa ĩkũmbile mĩkunza ya nkolo, ĩpa munkolo zaao iyĩngi naataki. 
MAT.7.16	Mukakualĩngĩla kunkali zaao. ĩAntu akukalaane izabiibu mwikyota Iya miigia, katia inkuu mumĩtula? 
MAT.7.17	“Itĩ yoi ikyota liensi naliiza lyukupĩaa inkali nanziiza, nikyota nibyĩĩ lyukupĩaa inkali nambĩĩ. 
MAT.7.18	iKyota naliiza sika lĩsũũmile kwipĩa inkali nambĩĩ, sunga ikyota nibyĩĩ kwipĩa inkali nanziiza. 
MAT.7.19	iKyota liensi nasika lyukupĩaa ĩnkali nanziiza lyukudumulaguaa nukwitaagua mumooto. 
MAT.7.20	Kuluulo gua, kunkali zaao mukakualĩnga.”
MAT.7.21	“Sika wensi nukumbuĩla, ‘Shekulu, Shekulu,’ nũjiliingĩla muutemi wa kwigyulu; ĩpa wayu dũũ nukuutendaa uulooa wa kĩTata waane nwa kwigyulu. 
MAT.7.22	Iingĩ ijilimbuĩla palutondo luasio, ‘Shekulu, Shekulu sika alĩ kukupũnagiaane uunakĩdagu kuliina liako, nukuliina liako kwiĩnga ĩmasĩĩmuĩ, nukuliina liako kwitenda ĩmakula mingĩ!’ 
MAT.7.23	Paapo nijile kuaĩĩla kualiĩ, ‘Sika alĩ numuĩzĩ inie kainiino; legĩ kumuane, namukutendaa namabĩĩ.’”
MAT.7.24	“Luulo gua, tũlũ wensi nukũigagiaa inkaani izi ĩzaane nukukuzitenda, ukakĩpiana numuntu nwa masala naaluzengile ĩnumba yaakue mwipyampa. 
MAT.7.25	ĩMbũla nĩkua, ĩmaazĩ namĩlunda, ĩnzega nĩkũnka, nyĩmĩkua ĩnumba niasio; sika nĩgua, kunsooko ĩmĩkũlĩla yaakue alĩ yĩĩlĩ mukiania ipyampa. 
MAT.7.26	Wensi nukũigagiaa inkaani izi ĩzaane, wasiite kuzitenda, ukakĩpiana numuntu nwĩulu, naaluzengile ĩnumba yaakue mumunsanga. 
MAT.7.27	Mbũla nĩkua, maazĩ namĩlunda, nzega nĩkũnka, nyĩmĩkua ĩnumba niasio; nĩgua, nuugui waakue alĩ ukulu.” 
MAT.7.28	ũYesu pĩna nukondia kwitambula inkaani izi ĩanamulundo naakũmĩkia kuumania waakue. 
MAT.7.29	Kuitĩ alukuamania zĩ mukola usũũmi, sika kĩna ĩalangi aao.
MAT.8.1	Pĩna nutima munkonko, maũmbĩ mingĩ alĩ mamutiatile. 
MAT.8.2	Laaa, munamatana nuuza nutũngama pamuakue, nuũga, “Shekulu, kanga ĩumuloe, usũũmile kwinjelia.” 
MAT.8.3	Nunansula umukono waakue numuamba, nuũga, “Numuloe, eela!” Ĩkamuĩ ĩmatana maakue nameela. 
MAT.8.4	ũYesu numuĩĩla, “Laaa, uleke kumuĩĩla kamuntu; ĩpa lenda wĩambie kumupolia, upũnie ĩshongelio kĩna uMusa alulagĩlĩĩlie, yĩĩ ukuĩli kumuao.”
MAT.8.5	Pĩna ũYesu nũingĩla muKapelinaũmũ, mukulu wa ulugu numuagaana, 
MAT.8.6	numupeepia, nuũga, “Shekulu, umwĩtumi waane ugonile kukaa, muluĩle wigyandi, mulemue dũũ.” 
MAT.8.7	Numuĩĩla, “Nikiiiza numukamie.” 
MAT.8.8	uMukulu wa ulugu numushookeelia, nuũga, “Shekulu, sika nijĩpĩĩle ĩne ue wingĩle mwityembe liaane; ĩpa tambula ulukaani udũũ, numwĩtumi waane ukikamia. 
MAT.8.9	Kuitĩ nineene nĩmuntu nanĩĩlĩ nsĩlĩlĩ ya ulagĩĩligua, ntĩĩte ĩlaasi naĩĩlĩ nsĩlĩlĩ yaane; nukumulagĩĩlagiaa uyu, ‘Lenda,’ nuendaa; numuua, ‘Nzuu,’ nuuzaa; numsese waane, ‘Tenda itĩ,’ nutendaa:” 
MAT.8.10	ũYesu pĩna nũigia izi, nukulĩlua, nuaĩĩla naalĩ amutiatile, “Tai, namuĩĩla, sunga muĩSilaeli sika nalaona usuĩĩli naukulu kĩna uu. 
MAT.8.11	Namuĩĩla kĩna iingĩ ikiiiza kwipũna kukĩĩlĩma nukumueli, ndĩo ĩkakikyalansa palumuĩ nuIbũlahimu nuIsaki nu Yakobo muutemi wa kwigyulu. 
MAT.8.12	Ĩpa ĩaana a kĩtemi ikitaagua mukiiti kya kunzi, paapo ikitũla kĩlĩlo nukwikelia ĩmiino.” 
MAT.8.13	ũYesu numuĩĩla umukulu wa ulugu, “Longola, yĩĩ kumuako kĩna usuĩlĩĩle.” Numwĩtumi waakue nukamia lĩĩlo tyũngo.
MAT.8.14	Pĩna ũYesu nupika kunumba ya kĩPetelo numuona umukuĩ wa kĩPetelo ugonile muluĩlee winsonselile. 
MAT.8.15	Numuamba umukono waakue; uluĩle waakue naumulegela, nuuuka numutumĩla. 
MAT.8.16	Pĩna niĩ mpĩndĩ, namuleetela, anamasĩĩmuĩ iingĩ; numaĩnga ĩmasĩĩmuĩ kulukani, nduyo nuakamia tũlũ naalĩ alemue, 
MAT.8.17	Koona lutimĩĩligue ulukaani naalĩ lutambulue numunakĩdagu Yesaya, nuũga, “Muene wasolile uuneketũ wĩĩtu, nuuluĩle wĩĩtu waukenkile.”
MAT.8.18	ũYesu pĩna numaona ĩmaũmbĩ mingĩ mamupilimĩkĩlĩĩlie, nulagĩĩlia kwipũũta kwityumbĩ. 
MAT.8.19	Mulangi umuĩ numuagaana, numuĩĩla, “Mumania, nĩkakukutiata tũlũ kuensi kĩna ulunziĩ.” 
MAT.8.20	ũYesu numuĩĩla, “ĩAmulula atĩĩte ĩmalũlũ, ninoni za mukiania zitĩĩte itiiĩ, ĩpa uMuana-muntu mugila pakugonia ityũe liakue.” 
MAT.8.21	Numuua muamanigua aakue numuĩĩla, “Shekulu, undeke tangua nende numuĩĩke utata waane.” 
MAT.8.22	Ĩpa ũYesu numuĩĩla, “Ntiata; aleke ĩakiu aaĩĩke ĩakiu aao.”
MAT.8.23	Pĩna nũingĩla mwipyango, ĩamanigua aakue naamutiata. 
MAT.8.24	laaa kumpumpukĩli, nautũla muzũgo mukulu munanza, sunga ipyango nalĩkũnĩkĩlua nĩmaĩngo; ĩpa uyo alugonile indoolo. 
MAT.8.25	Naamuendeela, naamulaĩlia, naaũga, “Shekulu, kugũne, kwikapĩla!” 
MAT.8.26	Nuaĩĩla, Nĩkĩ mwĩooa, inie namwa usuĩĩli uniino? Paapo nuuuka, numĩtakĩla ĩnzega nĩnanza; naituula dũũ. 
MAT.8.27	ĩAntu naakulĩlua, naaũga, “Uyu muntu kĩ, sunga ĩnzega nĩnanza zamũigia?”
MAT.8.28	Pĩna nupika kwityumbĩ kunsĩĩ ya Agelasi, naataagana nduyo anamasĩĩmuĩ abĩlĩ, apũnile paibĩĩla, agaali dũũ, kutilĩ naalusũũmile kwikĩlĩla ĩnzĩla niasio. 
MAT.8.29	Laaa, naakuuta naaũga, “Kwĩmbii ninduue, Muana wa kĩNzua.” Wapikaa kukukuagiane pĩna ityũngo sika lyalaaza? 
MAT.8.30	Alĩ lĩkoolĩ paselũ dyale lya ngũlũĩ ningĩ naalĩ zidĩĩma. 
MAT.8.31	ĩMasĩĩmuĩ namamupeepia namaũga, “Nawakuĩnga kutuale kũingĩle mwidyale lya ngũlũĩ.” 
MAT.8.32	Numaĩĩla, “Lendĩ.” Namapũna, namingĩla mungũlũĩ. Kusinaga, idyale liensi lya ngũlũĩ nalĩtinĩntĩkĩla pigyĩlĩlĩ kunanza, nazikapĩla mumaazĩ. 
MAT.8.33	ĩAdĩĩmi naamanka, naingĩla mukaa, naazitanantia impola zensi sunga ĩza anamasĩĩmuĩ gaa. 
MAT.8.34	Kaa yensi nĩpũna yumusĩngĩĩlie ũYesu; pĩna naamuona, naamupeepia walege mukĩsaalĩ kiao.
MAT.9.1	Nunankĩla mwipyango, nupũũta, nupika kukaa yaakue. 
MAT.9.2	Paapo naamuleetela muluĩle wigyandi, ugonile muulĩlĩ. ũYesu pĩna nuona uusuĩĩli waao, numuĩĩla umukiigyandi, Kamia nkolo muanuane; “ĩmĩlandu yaako yalegagiguaa.” 
MAT.9.3	Paapo tyũmpĩ Iya alangi naĩĩ kĩtambuĩla eene kuene, “Uyu witukĩla uNzua!” 
MAT.9.4	Yesu pĩna numana ĩmasĩĩgo maao, nuũga, “Nĩkĩ mwishĩĩga namabĩĩ munkolo zaani.? 
MAT.9.5	Yaani naipeelũ, kwiũga, ‘ĩMĩlandu yaako yaleegagiguaa,’ katia kwiũga, ‘Uuka, longola.’ 
MAT.9.6	Ĩpa mumane gua, kĩna uMuana muntu utĩĩte usũũmi muna nsĩĩ kwileegelania ĩmĩlandu.” Paapo numuĩĩla umukiigyandi, “Uuka, ĩtuĩke ulĩlĩ waako, wende kumuako.” 
MAT.9.7	Nuuuka, nulongola kunumba yaakue. 
MAT.9.8	ĩMaũmbĩ pĩna namaona naoopoka, naamukulia uNzua naalĩ waapĩĩle ĩantu usũũmi kĩna uu.
MAT.9.9	ũYesu pĩna nulega kuasio, numuona muntu wikyalansile panumba ya usangulĩlio wa koodi, nukuĩtaguaa Matayo; numuĩĩla, “Ntiata.” Nuuuka, numutiata.
MAT.9.10	Pĩna nwikyalansa pandia munumba, naaaza asangulia-koodi
MAT.9.11	ĩApalisayo pĩna naona, naaaĩĩla ĩamanigua aakue. Nĩkĩ umumania wani wilĩa palumuĩ nĩasangulia-koodi nĩanamĩlandu. 
MAT.9.12	ũYesu pĩna nũigia, nuũga, “Naapanga sika akusiiaa kamukilĩki, ĩpa naaluĩle. 
MAT.9.13	Longolĩ mwĩmanie ĩndogolelio ya nkaani izi, ‘Nsiilie kĩnishungu, sika mapolia.’ Kuitĩ sika nijile kukuĩĩta ĩakola kulukuuluu, ĩpa ĩanamĩlandu.”
MAT.9.14	Paapo naaza ĩamanigua a kĩYohana, naaũga. Nĩkĩ ishie nĩApalisayo kukulaalĩlaa, ĩpa ĩamanigua aako sika akulaalĩlaa? 
MAT.9.15	ũYesu nuaĩĩla, “Naaanue kuwĩnga ishũũma mbii kwishuukua pĩna umutooli yĩensi ndĩo. Ĩpa intondo zijiliiiza pĩna ijilileegeligua umutooli; paapo ijililaalĩla. 
MAT.9.16	Kutilĩ nunumuĩ nukutũmĩĩlaa ĩkĩtaaso nakĩpia muntiila nankulukulu, kuitĩ kiaso kĩkimomoola ĩntiila nankulukulu, nuluandala lutũla lugalĩ. 
MAT.9.17	Kutilĩ nunumuĩ nukutaagĩla umubinio namupia mũyĩndĩ ya ndĩlĩ
MAT.9.18	Pĩna alĩ witambula izi, nuuza jũmbe, nutũngama pamuakue, nuũga, “uMunanso waane wakia ino. Ĩpa nzuu uĩĩke umukono waako mumuakue, ukipangata.” 
MAT.9.19	ũYesu nuuuka, numutiata palumuĩ nĩamanigua aakue.
MAT.9.20	Laaa, ityungo liilo musungu naalutĩĩte uluĩle wa kupũnia ĩmĩgali kumiaka kyumi nĩbĩlĩ, nupũna kunũma, nuuza nulĩamba ishogolo lya ntiila yakue. 
MAT.9.21	Kuitĩ alusĩĩgile munkolo yaakue; “Kanga mambe udũũ ĩntiila yaakue nikikamia.” 
MAT.9.22	ũYesu nupĩluka, numuona, numuĩĩla, “Kamia nkolo muanuane, uusuĩĩli waako wakukamagiaa.” Numusungu nukamia lĩĩlo tyũngo.
MAT.9.23	ũYesu nupika kunumba ya kĩjũmbe, nuona akuambuutu niyũmbĩ naalĩ ilĩla ĩsuuka. 
MAT.9.24	Nuaĩĩla, “Legĩ, kunsooko umunanso sikukiile, ĩpa ugonile ndoolo udũũ.” Naamusekekia. 
MAT.9.25	Pĩna iyũmbĩ nalĩpũnigua, nũingĩla, numũtyapa umukono; umunanso nuuuka. 
MAT.9.26	iMpola izi nazishapatĩla munsĩĩ niasio yensi.
MAT.9.27	ũYesu pĩna nulega kuasio, apokũ abĩlĩ naamutiata, naĩtunta, naaũga, “Kukolelue kĩnishungu, Muana wa kĩDaudi!” 
MAT.9.28	Pĩna nũingĩla munumba, ĩapokũ naamuagaana; ũYesu nuaĩĩla, “Musuĩlĩĩlene kĩna nsũũmile kwitende itĩ? Naamuĩĩla, ‘Eeze, Shekulu.’” 
MAT.9.29	Paapo nuaapaatia ĩmiiso maao, nuũga, “Kũlika Iya usuĩĩli waani mutendelue.” 
MAT.9.30	Ĩmiiso maao namalaĩlia; nũYesu nuakononteelia nuũga, “Keendegeelĩ, kaumuĩ walekimana.” 
MAT.9.31	Paapo naapũna, naasapatĩlia ulukũmo luakue munsĩĩ niasio yensi.
MAT.9.32	Pĩna alĩ ilega, paapo naamuleetela munakĩmũũmĩ kangĩ munalĩsĩĩmuĩ. 
MAT.9.33	Nĩlĩsĩĩmuĩ pĩna nalĩĩngua, umunakĩmũũmĩ nutambula. ĩMaũmbĩ namakulĩlua, namaũga; “Sika yalakigyelela itĩ kainiino muna ĩSilaeli.” 
MAT.9.34	Paapo ĩApalisayo naaũga, “Kungũlũ za mukulu wa masĩĩmuĩ ukumaĩnga ĩmasĩĩimuĩ.” 
MAT.9.35	NũYesu alĩ wipilima mukaa zensi numũishaalĩ, nwimania mumasũnagogi maao, nukwitanantia iMpola na Nziiza za utemi, nukwikamia uuluĩle wensi nuuneketũ wensi.
MAT.9.36	Pĩna numaona ĩmaũmbĩ, nuaonela kĩsuusu, kunsooko alĩ akukoekagiaa nukwipalansana zĩ nkolo nangila kamudĩĩmi. 
MAT.9.37	Paapo nuaĩĩla ĩamanigua aakue ĩMaogola mingĩ, ĩpa ĩanamulĩmo akeei; 
MAT.9.38	Luulo gua, mumulompe ũShekulu wa maogola waatume ĩanamulĩmo muuogoli waakue.
MAT.10.1	Nuĩĩta ĩamanigua akue naikyumi naabĩlĩ, nuapeela usũũmi mumasĩĩmuĩ amaĩnge nukwikamia mauluĩle mensi nuuneketũ wensi. 
MAT.10.2	Nĩmiina ma atumua naikyumi naabĩlĩ ntaaya. Nwa muandio Simoni nukuĩtanguaa Petelo nuAndelea umunũna waakue, nuYakobo sha Zebedayo nuYohana umunũna waakue; 
MAT.10.3	Pilipo nuBalitolomayo, Tomaso nuMatayo musangulia-koodi, Yakobo ũsha Alpayo nuTadayo, 
MAT.10.4	Simoni Mukananayo nũYuda nwa kuIsikaliote naalumusakilie.
MAT.10.5	Ĩa naalĩ ikyumi naabĩlĩ ũYesu nuatuma, nualagĩĩlia nuũga, “Mulekienda munzĩla ya ndugu nazĩngĩ, sunga mulekiingĩla mukaa yensi nya Asamalia; 
MAT.10.6	taazu muende kunkolo nazalimĩlĩĩle za numba ya ĩSilaeli. 
MAT.10.7	Pĩna mwigenda, tanantiĩ, ĩmwiũga. uUtemi wa kwigyulu wasũgamĩĩlaa. 
MAT.10.8	Kamiĩ ĩaluĩle, iiukiĩ ĩakiu, eeliĩ ĩanamatana, ĩngĩ ĩmasĩĩmuĩ; muapeegue nakanda, pũniĩ nakanda. 
MAT.10.9	Mulekishola zahabũ katia mapeesa, katia mpiia mumisipi yani, 
MAT.10.10	Sunga mpĩnda ya musĩnzo katia mĩnkũmbĩ ĩbĩlĩ, sunga ilaatu katia nkome; kunsooko umunamulĩmo wijĩpĩĩle kwipeegua india zaakue. 
MAT.10.11	Numukaa yensi katia kĩsaalĩ kiensi namukakukiingĩla mudũũmĩ waani muasio namusanigue, mũkyale pamuakue sunga pĩna mukilega. 
MAT.10.12	Pĩna mũingĩla munumba, ũgiĩ, 
MAT.10.13	nĩnumba kanga ijĩpĩĩle, matiliga maani mĩĩ muasio; malĩĩ ĩsikijĩpĩĩle, matiliga maani mamushookele. 
MAT.10.14	Wensi kanga wasiite kumusũgamĩĩlia katia kukuzitegeela inkani zaani, pĩna mwapũna munumba katia kaa niasio, lukũnũntĩ ulunkundĩ lwa mĩgulu yaani. 
MAT.10.15	Tai namuĩĩla, ikitũla itontũ ĩnsĩĩ ya Sodomũ nĩGomola kwigigimĩlĩa palutondo lwa ulamulua kwikĩla ĩkaa niasio.
MAT.10.16	“Laaĩ, ĩne namutuma zĩ nkolo pakatĩ ya iyĩngi; luulo gua, muĩ asugũ zĩ nzoka; muĩ muagila kautiulia zĩ nkunda. 
MAT.10.17	Ĩsukukĩ nĩantu; kuitĩ ĩkakumutuala kumalindĩ, numumasũnagogi maao ĩkakumukua; 
MAT.10.18	Mukitualua paakulu nĩatemi kunsooko yaane, utũle ukuĩli kumiao nukundugu nazĩngĩ. 
MAT.10.19	Ĩpa pĩna ĩkakumutuala, mulekipinda-pinda mutambule yaani, kunsooko lĩĩlo tyũngo mukipeegua namukakuzitambula. 
MAT.10.20	Kuitĩ sikaka niinie namwitambula, ingĩ uMuau wa kĩTata waani, uuyo witambula munsĩ yaani. 
MAT.10.21	Munũna ukakumusakia umunũna waakue waulague, io-iioo nũshee numuana, nĩaana ĩkakuauukĩĩla ĩaleli nukukuaulaga. 
MAT.10.22	Mukitũlishuukĩlua nĩantu tulu kunsooko ya liina liane. uNuasio gua nwakugigimĩĩlia sunga ĩmpelo, uuzo ukigũnĩka. 
MAT.10.23	Pĩna ĩkakumuĩnga mukaa ĩĩ talamĩlĩ yĩngĩ. Tai namuĩĩla. Sika mukakuzimala ikaa za ĩSilaeli sunga waaze uMuana-muntu.
MAT.10.24	“uMumanigua sikukumukĩlĩkĩĩlaa umumania waakue, numusese sikukumukĩlĩkĩĩlaa ũshekulu waakue. 
MAT.10.25	Yendile muumo kumumanigua kũtũla zĩ umumania waakue, numusese kũtũla zĩ ũshekulu waakue. Malĩĩ ĩamuĩtile umukola numba Belizebuli, sika nangũlũne ĩaasio a munumba yaakue.
MAT.10.26	“Luulo gua, muleke kĩoopooka, kuitĩ kutilĩ nalukũnĩkĩle nasika lũjilikũnukulua; katia nalupisigue nasika lũjililĩngua. 
MAT.10.27	Nanukumuũĩla inie muwiilu, lutambulĩ muweelu; nĩnamukupuepuelaguaa kukĩmpisĩ-mpisĩ; lutanantiĩ kumatembe. 
MAT.10.28	Muleke kĩoopooka naakuulagaa umuĩlĩ, nasika asũũmile kukumĩulaga ĩnkolo; taazu mumoopoke nusũũmile kwioonoona ĩnkolo numuĩlĩ gaa muGehena. 
MAT.10.29	Pishamamba pibĩlĩ, sika pyukugulagiguaa kusenti ĩmuĩne? Sunga nakamuĩ sika kakuguaa pansĩ ĩsikumanile uTata waani. 
MAT.10.30	Ĩpa inie, sunga ĩmatũmbĩ ma matũe maani maaligue mensi. 
MAT.10.31	Luulo gua, mulekioopoka; inie mwa ngele nkakũ kwikĩla ipinoni pingĩ. 
MAT.10.32	Luulo gua, tũlũ wensi nukinkũmuula ntongela ya antu, nineene nĩkakumukũmuula ntongela ya kĩTata waane nuĩlĩ kwigyulu. 
MAT.10.33	Wensi nukinkaana ntongela ya antu, nineene nĩkakumukaana ntongela ya kĩTata waane nuĩlĩ kwigyulu.
MAT.10.34	“Mulekishĩĩga kĩna nijile kwileeta matiliga muna nsĩĩ. Sika nijile kwileeta ĩmatiliga, ĩpa iyũmba. 
MAT.10.35	Kuitĩ nijile kwikinĩla muntu nũshee, munanso nunina, mukuĩlĩmĩla numukuĩ, 
MAT.10.36	nĩalugu a muntu ingĩ aao ĩa munumba yaakue. 
MAT.10.37	Numuloilue ũshee katia unina kwikĩla ĩne, sika winjĩpĩĩle; numuloilue umuana namugoosia katia namukĩĩma kwikĩla ĩne sika winjĩpĩĩle. 
MAT.10.38	Nduzo nasikukukenkaa umusalaba waakue nukwintianta, sika winjĩpĩĩle. 
MAT.10.39	Nukuligagiaa uuumĩ waakue ukakuulimĩĩlia, nduyo nukuulimĩĩlagiaa uuumĩ wakue kunsooko yaane, ukakuuligia.
MAT.10.40	“Nukumuanũnkulaa inie, ukunanũnkulaa uneene; nduzo nukunanũnkulaa ĩne, ukumuanũnkulaa naaluntumile. 
MAT.10.41	Nukumuanũnkulaa umunakĩdagu kunsooko munakĩdagu, ukiligia ĩkĩpeegua kya munakĩdagu; nduyo nukumuanũnkulaa umunakulukuuluu kunsooko munakulukuuluu, ukiligia ĩkĩpeegua kya munakulukuuluu. 
MAT.10.42	Wensi kanga wamupeele umuĩ wa ĩa naaniino sunga ĩkĩĩko kya maazĩ namapolo kunsooko mumanigua, tai namuĩĩla, sikukilimĩĩlia kainiino ĩkĩpeegua kiakue.”
MAT.11.1	ũYesu pĩna nukondia kukualagĩĩlia ĩamanigua aakue naikyumi naabĩlĩ, nulega kuasio nuenda kwimania nukwitanantia mukaa zaao. 
MAT.11.2	uYohana pĩna nũigia mukĩtũngo impola za utendi wa kĩKilisito, nuatuma ĩmanigua aakue kukumukolia, 
MAT.11.3	“Ue uuene nwijile, katia kumutũngĩle wĩngĩ.” 
MAT.11.4	ũYesu nushookeelia, nuaĩĩla, “Lendĩ mumuĩĩle uYohana namukuziigia nukukuziona, 
MAT.11.5	ĩapokũ iona, ĩanaketele igenda, ĩanamatana ieeligua, ĩanakĩlĩmba iiigia, ĩakiu iiiukigua, nĩatũka itanantĩligua iMpola naNziiza. 
MAT.11.6	Mukembetue unuasio nasika mukũmpigue kunsooko yaane.” 
MAT.11.7	Pĩna naalongola, nuandia ũYesu kukumaĩĩla ĩmaũmbĩ impola za kĩYohana, “Alĩ muendile kumbuga kwilaaa yaani? lunangi nalwishũngũsigua nĩnzegane? 
MAT.11.8	Ĩpa alĩ muendĩĩle yaani? kukumuona muntu nujialile intiila nantakatane? Laaĩ gua naakujialaa intiila nantakata akoolĩ munumba za atemi. 
MAT.11.9	Ĩpa alĩ muendĩĩle yaani? kukumuona munakĩdagune. Eeze, namuĩĩla, namukulu kwikĩla umunakĩdagu. 
MAT.11.10	Kuitĩ uyu wayu naalĩ muandĩkĩlue,
MAT.11.10	‘Laaa, namutuma umutumua waane
MAT.11.10	ntongela ya usiu waako,
MAT.11.10	nukijĩpĩĩlia ĩnzĩla yaako ntongela yaako.’”
MAT.11.11	“Tai, namuĩĩla, Sika alĩ walakigyela kaumuĩ muwĩleli wa asungu namukulu kwikĩla uYohana Mubadĩĩzia; ĩpa namuniino muutemi wa kwigyulu ingĩ mukulu kwikĩla uyo. 
MAT.11.12	Kwipũma intondo za kĩYohana mubadĩĩzia sunga nantende uutemi wa kwigyulu ukuuza kumakanambalũ, nĩanamakanambalũ akuusolaa kungũlũ. 
MAT.11.13	Kuitĩ ĩAnakĩdagu ensi nuUlagĩĩlio alĩ ipũnilie unakĩdagu naukinĩĩla pantondo za kĩYohana. 
MAT.11.14	Malĩĩ ĩmusiiile kwigomba, uyo ingĩ Elia nũjiliiiza. 
MAT.11.15	Nutĩĩte ĩakutuĩ nũigie.”
MAT.11.16	“Nuupianĩkĩĩlie niyaani uwĩleli uu? Wĩpianile zĩ ang'inia naikyalansile pigyulaanĩlo naakuĩĩta ĩĩĩa, 
MAT.11.17	naiũga, ‘Aza kukumukuĩla inie impembe ĩpa sika mwaina; aza kukomilie ĩsuuka ĩpa sika mwalĩla.’ 
MAT.11.18	Kuitĩ uYohana alũjile, sika alukulĩaa katia kwikopa; ĩantu naaũga, ‘Munalĩsĩĩmuĩ.’ 
MAT.11.19	uMuana-muntu alũjile, nwilĩa nukwikopa, naaũga, ‘Laaĩ, mulakũ uyu, kangĩ mukopekia mubinio, musuamuua wa asangulia-koodi nĩanamĩlandu! Nĩmasala migyelĩĩle kĩna makulukuuluu kuutendi waakue.’”
MAT.11.20	Paapo nuandia kukuzitakĩla ikaa muna ĩmakula maakue namingĩ alĩ makutendekaa, kunsooko sika alĩ apelile, 
MAT.11.21	“Ukĩa kumuako Kolazini! ukĩa kumuako Betisaida! Kuitĩ kanga ĩmakula naalĩ matendekile kumiani kanga ĩalĩ matendekile kuTilo nĩSidoni, alĩ ijilee apelile kalĩ, ĩĩkĩtũnga imbuela nukukĩsemuĩla ĩmaũ. 
MAT.11.22	Ĩpa namuĩĩla, ikitũla itontũ kuTilo nĩ Sidoni kwigigimĩĩlia palutondo lwa ulamulua kwikĩla kumiani. 
MAT.11.23	Ninduue Kapelinaũmũ, ukinansuluane sunga kwigyulu? Ukitimigua sunga kuulungu. Kuitĩ kanga ĩmakula naalĩ matendekile kumuako ĩalĩ matendekile kuSodomũ, ĩkaa ĩkoolĩ sunga nantende. 
MAT.11.24	Ĩpa namuĩĩla, ikitũla intontũ kunsĩĩ ya Sodomũ kwigigimĩĩlia kwikĩla ue palutondo lwa ulamulua.”
