MAT.1.1	Yesu Kristo a ofi ɔhene Dawid ne Abraham abusua mu no mpanyimfo din na edidi so yi: 
MAT.6.29	Nanso, ɔhene Salomo ahonya ne nʼanuonyam nyinaa akyi no, na nʼahoɔfɛ nnu wuram nhwiren yi. 
MAT.6.30	Na sɛ Onyankopɔn tumi fura afifide a ɛwɔ hɔ nnɛ na ɔkyena enni hɔ ntama a, mo a mo gyidi sua, ɛbɛyɛ dɛn na ɔrentumi mma mo nea ehia mo?
MAT.6.31	“Enti ɛnsɛ sɛ mudwinnwen aduan ne ntama ho, sɛ wɔn a wɔn gyidi sua. Wɔn a wɔn gyidi sua no na bere biara wodwen saa nneɛma no ho. 
MAT.6.32	Na mo de, mo agya a ɔwɔ soro no nim sɛ eyinom nyinaa ho hia mo. 
MAT.6.33	Enti monhwehwɛ Onyankopɔn ahenni ne ne trenee kan, na ɔde nea ehia mo nyinaa bɛka mo ho.
MAT.6.34	“Enti munnnwinnwen ɔkyena ho. Onyankopɔn no ara de nea ehia mo bɛma mo. Ɛda biara ne mu nsɛm.
MAT.7.1	“Mummmu ntɛn, na afoforo ammu mo ntɛn. 
MAT.7.2	Nea mode yɛ afoforo no, ɛno ara na wɔde bɛyɛ mo. 
MAT.7.3	Adɛn na woma ɔbo ketewaa a ɛda wo nua ani so no haw wo, bere a ɔbo kɛse da wo de so? 
MAT.7.4	Ɛbɛyɛ dɛn na woatumi aka akyerɛ wo nua se, ‘Ma minyi bosea a ɛda wʼani so no mma wo,’ wɔ bere a, ɔbo kɛse da wʼani so? 
MAT.7.5	Onipa huuhuu: Di kan yi ɔbo a ɛda wʼani so no ansa na woatumi ahu wo nua de ayi ama no.
MAT.7.6	“Mommfa nea ɛho tew mma akraman. Saa ara na monntow mo nhene pa ngu mprako anim! Wobetiatia so na wɔadan wɔn ho atow ahyɛ mo so.
MAT.7.7	“Mummisa, na wɔbɛma mo; monhwehwɛ, na mubehu; mompem, na wobebue mo. 
MAT.7.8	Na obiara a obisa no, onya. Obiara a ɔhwehwɛ no, ohu; na nea ɔpem no, wobue no. 
MAT.7.9	Na hena na ne ba bisa no abodoo a, ɔbɛma no ɔbo? 
MAT.7.10	Anaasɛ obisa no nsumnam a, ɔbɛma no ɔwɔ? Ɛremma saa da! 
MAT.7.11	Na sɛ mo a, mo koma yɛ den a moyɛ nnebɔneyɛfo mpo nim sɛnea moma mo mma nnepa a, ɛbɛyɛ dɛn na mo agya a ɔwɔ soro no mfa nnepa mma ne mma a wobisa no no?
MAT.7.12	“Enti sɛnea mmara no ne adiyifo no ka no, ade biara a mopɛ sɛ nnipa nyɛ mma mo no, mo nso monyɛ mma wɔn saa ara.
MAT.7.13	“Ɔkwan hihiaa no nko ara so na wubetumi afa akɔ soro! Ɔkwan a ɛkɔ ɔbonsam kurom no so trɛw, na nʼapon nso mu bae ma nnipadɔm a wɔpɛ sɛ wɔfa so kɔ ɔsɛe mu no. 
MAT.7.14	Ɔpon a wowura mu de kɔ nkwa mu no yɛ ketewaa, na ɔkwan a wɔfa so no nso yɛ teaa, na nnipa kakraa bi na wohu fa so.
MAT.7.15	“Monhwɛ mo ho yiye wɔ atoro akyerɛkyerɛfo a wɔba mo nkyɛn ahobrɛase mu sɛ nguan, nanso wɔyɛ mpataku a wonya mo a, wɔbɛtetew mo pasaa no ho. 
MAT.7.16	Wɔn nneyɛe na mode behu wɔn, sɛnea mutumi de dua bi aba hu dua ko a ɛyɛ no. Worentumi mfa kokora nyɛ bayerɛ; saa ara nso na worentumi mfa kwaeborɔfere nyɛ borɔfere. 
MAT.7.17	Dua a ɛwɔ nnyinaso pa no tumi sow aba pa; na dua a enni nnyinaso pa no nso sow aba bɔne. 
MAT.7.18	Dua a ɛwɔ ahoɔden no ntumi nsow aba a enye, ɛnna dua a enni ahoɔden no nso ntumi nsow aba a eye. 
MAT.7.19	Dua biara a ɛnsow aba pa no, wotwa, de gu gya mu, hyew. 
MAT.7.20	Onipa nneyɛe na ɛma yehu ne suban. Saa ara nso na dua bi aba a ɛsow no na ɛma yɛde hu sɛ ɛyɛ dua pa anaa dua bɔne.
MAT.7.21	“Ɛnyɛ obiara a ɔbɔ me din ‘Awurade, Awurade’ no na ɔbɛkɔ ɔsoro ahenni mu. 
MAT.7.22	Atemmu da no, nnipa pii bɛka akyerɛ me se, ‘Awurade, yɛkaa wo ho asɛm kyerɛɛ afoforo. Yɛnam wo din nso so tuu ahonhommɔne, san yɛɛ anwonwade ahorow.’ 
MAT.7.23	Na mabua wɔn se, ‘Minhuu mo da, na minnim mo nso. Nnebɔneyɛfo, mumfi ha nkɔ!’
MAT.7.24	“Wɔn a wotie nea meka, na wodi so no te sɛ onyansafo a osi ne dan si ɔbotan so. 
MAT.7.25	Sɛ osu tɔ, na osuframa bɔ, na nsu yiri, na emu biara ka ɔdan no a, ɛremmu da, efisɛ, wosi sii ɔbotan so.
MAT.7.26	“Nanso wɔn a wotie nea meka na wonni so no yɛ nkwaseafo. Wɔte sɛ obi a osii ne dan sii anhwea so. 
MAT.7.27	Sɛ osu tɔ, na osuframa bɔ, na nsu yiri, na emu biara ka ɔdan no a, ebedwiriw agu fam abubu pasaa.”
MAT.7.28	Yesu asɛnka no maa nnipadɔm a wotiee no no nyinaa ho dwiriw wɔn, 
MAT.7.29	efisɛ, ɔkyerɛkyerɛe sɛ obi a okita tumi, na ɛnyɛ nea mmara no akyerɛkyerɛfo no kyerɛ no.
MAT.8.1	Bere a Yesu sianee bepɔw no no, nnipadɔm bebree dii nʼakyi. 
MAT.8.2	Ɔkwatani bi baa Yesu nkyɛn bɛkotow no, srɛɛ no sɛ, “Me wura, mesrɛ wo, sɛ ɛyɛ wopɛ a, sa me yare.”
MAT.8.3	Yesu teɛɛ ne nsa de kaa ɔkwatani no kae se, “Mɛsa wo yare. Kwata, fi ne so kɔ!” Amonom hɔ ara, kwata no fii ne ho.
MAT.8.4	Yesu ka kyerɛɛ no se, “Wo ne obiara nni wʼayaresa yi ho nkɔmmɔ. Kɔ, na fa wo ho kɔkyerɛ ɔsɔfo, na bɔ afɔre a Mose hyɛɛ sɛ wɔmmɔ sɛ adanse no.”
MAT.8.5	Yesu kɔɔ Kapernaum. Oduu hɔ no, Roma asraafo panyin bi a dɔm hyɛ nʼase baa ne nkyɛn bebuu no nkotodwe kae se, 
MAT.8.6	“Awurade, mʼabofra abubu gu hɔ a ɔrehu amane; mesrɛ wo, bɛsa no yare ma me.”
MAT.8.7	Yesu ka kyerɛɛ no se, “Mɛba abɛsa no yare.”
MAT.8.8	Asraafo panyin no tee Yesu asɛm a ɔkae no, ɔkae se, “Awurade, memfata sɛ woba me fi. Ka biribi, na mʼabofra no ho bɛyɛ no den. 
MAT.8.9	Meyɛ ɔsraani a mehyɛ tumi ase, na mesan wɔ asraafo a wɔhyɛ mʼase. Meka kyerɛ wɔn mu bi se ɔnkɔ a, ɔkɔ. Meka kyerɛ ɔfoforo se ɔmmra a, ɔba. Saa ara nso na sɛ meka kyerɛ mʼabofra se ɔnyɛ biribi a, ɔyɛ ara nen. Nanso minim sɛ, wowɔ tumi a wubetumi de apam ɔyare no ma afi ne so.”
MAT.8.10	Yesu tee saa asɛm yi no, ɛyɛɛ no nwonwa. Ɔdanee nʼani ka kyerɛɛ nnipadɔm a wodi nʼakyi no se, “Israelman mu nyinaa, minhuu gyidi a ɛte sɛɛ da. 
MAT.8.11	Na meka makyerɛ mo se, nnipa pii befi apuei ne atɔe aba, na wɔne Abraham, Isak ne Yakob abɛtena ase wɔ ɔsoro ahenni no mu. 
MAT.8.12	Na Israelfo a wosiesiee ɔsoro ahenni maa wɔn no mu pii wɔ hɔ a wɔbɛtow wɔn agu esum kabii mu ama yaw.”
MAT.8.13	Yesu ka kyerɛɛ asraafo panyin no se, “Kɔ fie. Nea wugye di no aba mu ama wo!” Saa bere koro no ara mu, abofra no ho tɔɔ no!
MAT.8.14	Yesu kɔɔ Petro fi. Ɔkɔtoo sɛ atiridii abɔ Petro ase bea ma ɔda hɔ. 
MAT.8.15	Yesu soo ne nsa, na amonom, atiridii no tu fii ne so. Ɔsɔre noaa aduan maa wɔn.
MAT.8.16	Saa da no anwummere no, wɔde wɔn a wɔwɔ ahohommɔne bebree brɛɛ Yesu. Nʼanom asɛm a ɔkae no maa ahohommɔne no nyinaa tu yerae, na wɔn a wɔyare no nyinaa nso ho tɔɔ wɔn. 
MAT.8.17	Eyi maa nea Odiyifo Yesaia kae se, “Ɔfaa yɛn ahoɔmmerɛw na ɔsoaa yɛn nyarewa nyinaa no baa mu.”
MAT.8.18	Yesu hui sɛ dɔm no redɔɔso no, ɔka kyerɛɛ nʼasuafo no se, wonsiesie wɔn ho na wontwa nkɔ asuogya nohɔ.
MAT.8.19	Ɛhɔ ara, Yudani kyerɛkyerɛfo bi ka kyerɛɛ Yesu se, “Ɔkyerɛkyerɛfo, baabiara a wobɛkɔ no, medi wʼakyi!”
MAT.8.20	Yesu buaa no se, “Sakraman wɔ ntokuru, wim nnomaa nso wɔ birebuw, nanso me, Onipa Ba no de, minni baabi a mede me ti to!”
MAT.8.21	Asuafo no mu baako bɛka kyerɛɛ no se, “Owura, ma me kwan na menkosie mʼagya ansa na mabedi wʼakyi.”
MAT.8.22	Nanso Yesu ka kyerɛɛ no se, “Di mʼakyi. Wɔn a wɔawu wɔ honhom mu no, nsie wɔn awufo.”
MAT.8.23	Yesu saa nyarewa no wiei no, ɔtenaa ɔkorow mu ne nʼasuafo no twa kɔɔ asuogya nohɔ. 
MAT.8.24	Prɛko pɛ, ahum kɛse bi tui maa asorɔkye bu bɛkɛtaa ɔkorow no so. Nanso na Yesu de, wada.
MAT.8.25	Nʼasuafo no de nteɛteɛm kɔɔ ne nkyɛn konyanee no kae se, “Awurade! Gye yɛn na yɛreyɛ amem!”
MAT.8.26	Yesu nyanee no, ɔka kyerɛɛ wɔn se, “Mo a mo gyidi sua. Adɛn na moabɔ hu saa?” Ɛhɔ ara, ɔsɔre teɛteɛɛ ahum ne asorɔkye no ma ɛyɛɛ dinn. 
MAT.8.27	Asuafo no ho dwiriw wɔn yiye. Wobisabisaa wɔn ho wɔn ho se, “Onipa bɛn mpo ni a ahum ne ɛpo tie no yi?”
MAT.8.28	Yesu ne nʼasuafo no duu asuogya wɔ Gadarafo asase so no, nnipa baanu bi a ahohommɔne wɔ wɔn so fi amusiei behyiaa no. Esiane sɛ na saa nnipa yi yɛ keka nti, na obiara ntumi mfa faako a wɔwɔ hɔ.
MAT.8.29	Wohuu no pɛ, wofitii ase teɛteɛɛm se, “Onyankopɔn Ba, ɛdɛn na worehwehwɛ afi yɛn nkyɛn? Wunni ho kwan sɛ saa bere yi mu, woyɛ yɛn ayayade biara.”
MAT.8.30	Saa bere koro no ara mu, na mprako redidi wɔ nkyɛn baabi. 
MAT.8.31	Ahohommɔne no srɛɛ Yesu sɛ, “Sɛ wutu yɛn a, fa yɛn kɔhyɛ mprako yi mu.”
MAT.8.32	Yesu teɛɛ wɔn se, “Mumfi!” Ɛhɔ ara, ahonhommɔne no fii nnipa no mu kɔhyɛn mprako no mu. Mprakokuw no nyinaa de mmirika sianee bepɔw no koguu po no mu ma ɛfaa wɔn. 
MAT.8.33	Ntɛm ara, wɔn a wɔhwɛ mprako no so no tuu mmirika kɔɔ kurom kɔkaa nea asi no kyerɛɛ nkurɔfo. 
MAT.8.34	Kurom hɔfo no tee nea aba no, wɔbɔɔ twi kɔɔ nea Yesu wɔ hɔ no. Wohuu Yesu no, wɔsrɛɛ no sɛ omfi wɔn man mu hɔ nkɔ.
MAT.9.1	Eyi akyi no, Yesu kɔtenaa ɔkorow bi mu kɔɔ Kapernaum, ne man mu. 
MAT.9.2	Oduu hɔ no, ankyɛ biara na nnipa bi de obubuafo bi brɛɛ no sɛ ɔnsa no yare. Na Yesu huu gyidi a wɔwɔ wɔ ne mu no, ɔka kyerɛɛ obubuafo no se, “Ɔba, ma wʼani nnye, mede wo bɔne nyinaa akyɛ wo.”
MAT.9.3	Ɛhɔ ara na mmara no akyerɛkyerɛfo a na wɔwɔ hɔ no bi teɛɛm se, “Ɔbarima yi ka abususɛm. Ɔkyerɛ sɛ ɔyɛ Onyankopɔn!”
MAT.9.4	Yesu huu nea ɛwɔ wɔn adwene mu no, obisaa wɔn se, “Adɛn nti na mudwen bɔne ho saa? 
MAT.9.5	Me, Onipa Ba no, mewɔ tumi wɔ asase yi so sɛ mitumi de bɔne kyɛ. Nea ɛwɔ he na ɛyɛ den, sɛ obi bɛka se, ‘Mede wo bɔne akyɛ wo,’ anaasɛ ɔbɛka se, ‘Sɔre na nantew?’ ” 
MAT.9.6	Afei ɔdanee nʼani ka kyerɛɛ obubuafo no se, “Sɔre, na bobɔw wo kɛtɛ, na kɔ fie, efisɛ, masa wo yare.”
MAT.9.7	Amonom hɔ ara, obubuafo no sɔre bobɔw ne kɛtɛ siim kɔɔ ne fi!
MAT.9.8	Nnipadɔm no huu anwonwade yi no, wɔn ho dwiriw wɔn yiye. Wɔkamfoo Onyankopɔn sɛ ɔde tumi a ɛte saa ama onipa!
MAT.9.9	Yesu fi nea ɔsaa obubuafo no yare hɔ rekɔ no, ohuu ɔbarima towgyeni bi a ɔte atowgyei. Wɔfrɛ saa ɔbarima no Mateo. Yesu huu no no, ɔka kyerɛɛ no se, “Bedi mʼakyi.” Ɛhɔ ara, Mateo sɔre dii Yesu akyi.
MAT.9.10	Ɛbae sɛ Yesu ne nʼasuafo no kɔɔ Mateo fi kodidii. Wɔredidi no, towgyefo ne nnebɔneyɛfo bebree baa hɔ ne no ne nʼasuafo no too nsa didii. 
MAT.9.11	Farisifo no hui sɛ ɔne nnebɔneyɛfo ato nsa redidi no, anyɛ wɔn dɛ. Wobisaa nʼasuafo no se, “Adɛn nti na mo kyerɛkyerɛfo no de ne ho abɔ nnebɔneyɛfo a wɔte sɛɛ?”
MAT.9.12	Yesu tee no, obuaa wɔn se, “Nnipa a wɔnyare no, ɔyaresafo ho nhia wɔn, na nnipa a wɔyare no na ɔyaresafo ho hia wɔn.” 
MAT.9.13	Ɔsan kae bio se, “Monkɔhwehwɛ eyi ase wɔ Kyerɛw Kronkron no mu. Wɔakyerɛw se, ‘Ɛnyɛ mo afɔre ne ayɛyɛde na mepɛ, na mmom ahummɔbɔ.’ Mammɛfrɛ treneefo, na mmom, mebɛfrɛɛ nnebɔneyɛfo sɛ wɔnsakra mmra Onyankopɔn nkyɛn.”
MAT.9.14	Da bi, Yohane Osuboni asuafo baa Yesu nkyɛn bebisaa no se, “Adɛn nti na wʼasuafo no nni mmuada sɛnea yɛne Farisifo di mmuada no?”
MAT.9.15	Yesu buaa wɔn se, “Mugye di sɛ, sɛ ayeforokunu ne ne nnamfonom te hɔ a, ɛsɛ sɛ ne nnamfonom no werɛ how na wobua da anaa? Bere bi bɛba a wɔbɛfa me afi wɔn nkyɛn. Na saa bere no na wobedi mmuada.
MAT.9.16	“Hena na ɔde ntama foforo bɛtare ntama dedaw mu? Saa ntaremu no besuane dedaw no mu ama tokuru kɛse abɛda hɔ. 
MAT.9.17	Hena na ɔde nsa foforo begu aboa nhoma nsa nkotoku dedaw mu? Sɛ ɔyɛ saa a, nsa no bɛpae nkotoku no ama nsa no ahwie agu na nkotoku no nso asɛe. Nsa nkotoku foforo mu nko ara na ɛsɛ sɛ wɔde nsa foforo gugu na amma nkotoku no ne nsa no mu biara ansɛe.”
MAT.9.18	Yesu gu so rekasa no, Yudafo panyin bi ba bɛkotow, sɔree no. Ɔde nʼadesrɛde too Yesu anim se, “Me babea awu mprempren ara. Minim sɛ, sɛ woba de wo nsa bɛka no pɛ a, obenyan.”
MAT.9.19	Yesu ne nʼsuafo no ne ɔkyerɛkyerɛfo no siim sɛ wɔrekɔ ɔkyerɛkyerɛfo no fi. 
MAT.9.20	Wɔrekɔ no, ɔbea bi a mogya atu no mfirihyia dumien faa nʼakyi soo nʼatade ano. 
MAT.9.21	Ɔkae wɔ ne tirim se, “Sɛ mede me nsa ka no nko ara a, me ho bɛyɛ me den.”
MAT.9.22	Yesu danee nʼani ka kyerɛɛ no se, “Ɔbabea, ma wo bo ntɔ wo yam. Wo gyidi agye wo. Wo ho atɔ wo.” Efi saa bere no mu, ne ho tɔɔ no.
MAT.9.23	Yesu duu ɔkyerɛkyerɛfo no fi hɔ a ohui sɛ nkurɔfo no bi resu, na ebinom reto ayiase nnwom no, 
MAT.9.24	ɔkae se, “Obiara mfi adi. Ababaa no nwui ɛ. Wada!” Yesu asɛm a ɔkae yi maa nnipa no serew no.
MAT.9.25	Nnipa no nyinaa fii adi no, Yesu kɔɔ faako a ababaa no da hɔ no. Osoo ne nsa. Prɛko pɛ, ababaa no nyanee. 
MAT.9.26	Saa anwonwade a Yesu yɛe yi trɛwee wɔ mpɔtam hɔ nyinaa.
MAT.9.27	Yesu fi nea onyanee ababaa no hɔ rekɔ no, anifuraefo baanu bi dii nʼakyi teɛteɛɛm se, “Dawid ba, hu yɛn mmɔbɔ!”
MAT.9.28	Yesu duu fie no, anifuraefo no baa ne nkyɛn. Yesu bisaa wɔn se, “Mugye di sɛ metumi ama moahu ade?” Wobuaa no se, “Yiw, Awurade, yegye di!”
MAT.9.29	Yesu de ne nsa kaa wɔn ani kae se, “Mo gyidi nyɛ nea mohwehwɛ mma mo!”
MAT.9.30	Amonom hɔ ara na wɔn ani buei. Yesu bɔɔ wɔn ano se, “Monnka saa ayaresa yi ho asɛm nnkyerɛ obiara.” 
MAT.9.31	Nanso nnipa no fi hɔ pɛ, wɔbɔɔ asɛm no dawuru.
MAT.9.32	Yesu ne nʼasuafo refi adi no, wɔde mumu bi a honhommɔne wɔ ne so brɛɛ no. 
MAT.9.33	Yesu tuu honhommɔne no, na prɛkopɛ, mumu no kasae. Saa honhommɔnetu yi yɛɛ nnipa a wɔwɔ hɔ no nyinaa nwonwa ma wɔkae se, “Yenhuu saa anwonwade yi bi da wɔ Israelman mu ha!”
MAT.9.34	Farisifo no de, wɔkae se, “Ɔbonsam de honhommɔne ahyɛ no ma nti na otumi tu ahonhommɔne no.”
MAT.9.35	Yesu kyinkyinii nkurow so ne nkuraa ase kaa Onyankopɔn Ahenni no ho asɛmpa wɔ wɔn hyiadan mu. Baabiara a ɔkɔe no, ɔsaa nyarewa ahorow bebree. 
MAT.9.36	Bere a Yesu huu nnipadɔm no no, ne yam hyehyee no maa wɔn, efisɛ, ohui sɛ ɔhaw ahorow gu wɔn so a wonhu nea wɔnyɛ ne nea wɔmfa a wobenya mmoa nso. Wɔte sɛ nguan a wonni hwɛfo. 
MAT.9.37	Ɛha na Yesu ka kyerɛɛ nʼasuafo no se, “Otwa adwuma no dɔɔso, na adwumayɛfo no de, wosua. 
MAT.9.38	Enti monsrɛ adwumawura no na ɔmma adwumayɛfo bebree mmra ne twa adwuma no mu.”
MAT.10.1	Yesu frɛɛ nʼasuafo dumien no baa ne nkyɛn, na ɔmaa wɔn tumi sɛ wontu ahonhommɔne na wɔnsa nyarewa ne ahoɔmmerɛw nyinaa.
MAT.10.2	Yesu asuafo dumien no din ni: Simon a ne din baako ne Petro ne ne nua Andrea; Yakobo ne ne nua Yohane a wɔyɛ Sebedeo mma no; 
MAT.10.3	Filipo ne Bartolomeo, Toma ne towgyefo Mateo, Yakobo, Alfeo ba ɛne Tadeo, 
MAT.10.4	Simon a ofi Kana, ne Yuda Iskariot a akyiri yi, oyii Yesu mae no.
MAT.10.5	Yesu somaa asomafo dumien no, hyɛɛ wɔn sɛ, “Monnkɔ nea Amanamanmufo wɔ anaa Samariafo kurow biara mu, 
MAT.10.6	na mmom monkɔ Onyankopɔn nguan, a wɔwɔ Israel a wɔayera no nkyɛn. 
MAT.10.7	Monkɔka nkyerɛ wɔn se, ‘Onyankopɔn Ahenni no abɛn!’ 
MAT.10.8	Monsa ayarefo yare, munnyan awufo, momma akwatafo ho mfi, na muntu ahonhommɔne. Sɛnea munyaa no kwa no, saa ara na mo nso momfa mma kwa.
MAT.10.9	“Mommfa sikakɔkɔɔ, dwetɛ, anaa kɔbere sika biara mmɔ mo ho. 
MAT.10.10	Mommfa akwantubɔtɔ biara a mode nneɛma bi sɛ ntama, ntade anaa mpaboa bɛhyɛ mu. Poma mpo, munnkita bi. Ɛsɛ sɛ wɔn a moboa wɔn no tumi hwɛ mo. 
MAT.10.11	Kurow biara a mobɛkɔ mu anaa akuraa biara a mobɛkɔ ase no, monhwehwɛ onipa a Onyamesuro wɔ ne mu akyi kwan, na montena ne nkyɛn kosi da a mubefi hɔ akɔ baabi foforo. 
MAT.10.12	Sɛ mokɔ ofi bi mu a, munkyia wɔn se, ‘Asomdwoe nka mo!’ 
MAT.10.13	Sɛ saa ofi no mufo gye mo fɛw so a, munhyira wɔn, na sɛ wɔannye mo de a, munnhyira wɔn. 
MAT.10.14	Sɛ morefi ofi anaa kurow biara a wɔannye mo wɔ mu no mu akɔ a, momporoporow ofi no anaa kurow no mu mfuturu a ɛwɔ mo nan ase no ngu hɔ. 
MAT.10.15	Nokware ni, atemmu da no, Sodom ne Gomora mpo benya baabi agyina wɔ Onyankopɔn anim sen saa kurow no.
MAT.10.16	“Monkae sɛ, meresoma mo sɛ nguan akɔ mpataku mu. Monyɛ anifere sɛ awɔ na munnwo sɛ mmorɔnoma. 
MAT.10.17	Nanso, monhwɛ yiye wɔ nnipa ho! Wɔbɛkyere mo, adi mo asɛm, abɔ mo mmaa wɔ wɔn asɔredan mu. 
MAT.10.18	Me nti, wɔde mo bɛkɔ atumfo ne ahene anim. Eyi bɛma mo anya kwan aka asɛmpa no akyerɛ wɔn ne Amanamanmufo no.
MAT.10.19	“Sɛ wɔkyere mo a, munnnwen asɛm a mobɛka de ayi mo ho ano ho. Wɔde asɛm a mobɛka no bɛma mo bere a ɛsɛ mu. 
MAT.10.20	Asɛm a mobɛka no remfi mo, na mmom, mo soro Agya no honhom na ɔnam mo so bɛkasa.
MAT.10.21	“Onua beyi onua ama, na wɔakum no. Saa ara na agyanom nso beyi wɔn mma ama. Mma bɛsɔre atia wɔn awofo ama wɔakum wɔn. 
MAT.10.22	Me nti, nnipa nyinaa bɛtan mo. Nanso, nea obetumi agyina pintinn akosi awiei no, wobegye no nkwa.
MAT.10.23	“Sɛ wɔtaa mo kurow bi mu a, munguan nkɔ kurow foforo mu. Mereka nokware akyerɛ mo sɛ, morenwie Israel nkurow nyinaa mu adwumayɛ ansa na Onipa Ba no aba. 
MAT.10.24	Osuani nsen ne kyerɛkyerɛfo, na akoa nso nsen ne wura. 
MAT.10.25	Osuani sua ne kyerɛkyerɛfo, na akoa nso sua ne wura. Enti, sɛ me a meyɛ ofi no ti no wɔfrɛ me ‘Ɔbonsam’ a, dɛn din na wɔremfa mfrɛ mo! 
MAT.10.26	Munnsuro wɔn a wobehunahuna mo. Mmere bi bɛba a nokware no bɛda adi. Nea wɔyɛ no kokoam no nyinaa bɛda adi.
MAT.10.27	“Nea mereka makyerɛ mo wɔ sum mu yi, monka wɔ hann mu. Nea mereka agu mo asom yi, mompae mu nka wɔ adan atifi.
MAT.10.28	“Munnsuro wɔn a wobetumi akum mo nipadua, nanso wɔrentumi nkum mo kra no. Onyankopɔn a obetumi akum nipadua no ne ɔkra wɔ amanehunu kurom no nko ara na munsuro no. 
MAT.10.29	Wɔtɔn akasanoma gye ahe? Abien bo nyɛ pɛsewa pɛ? Nanso, akasanoma biara nni hɔ a obewu a mo Agya no nnim ho biribi. 
MAT.10.30	Mo tinhwi mpo, wɔakan ne nyinaa. 
MAT.10.31	Enti, munnsuro! Mosom bo ma Onyankopɔn sen nkasanoma.
MAT.10.32	“Obiara a ɔbɛka se onim me nnipa anim no, me nso mɛka se minim no mʼagya a ɔwɔ soro no anim. 
MAT.10.33	Nanso, obiara a ɔbɛka se onnim me nnipa anim no, me nso mɛka se minnim no wɔ mʼagya a ɔwɔ soro no anim.
MAT.10.34	“Munnsusuw sɛ mede asomdwoe na ɛbaa asase yi so! Ɛnyɛ asomdwoe na mede bae na mmom, ɔko na mede bae. 
MAT.10.35	Maba sɛ mɛma ɔbabarima asɔre atia nʼagya, na ɔbabea asɔre atia ne na, na ɔbea warefo nso asɔre atia nʼasebea. 
MAT.10.36	Obiara tamfo a ne ho yɛ hu no befi nʼankasa ne fi. 
MAT.10.37	Nea ɔdɔ nʼagya anaa ne na kyɛn me no, rentumi nyɛ me de. Saa ara na nea ɔdɔ ne babarima anaa ne babea kyɛn me no, rentumi nyɛ me de ara nen. 
MAT.10.38	Sɛ obi amfa nʼasennua na wammedi mʼakyi a, ɔrentumi nyɛ me de.
MAT.10.39	“Sɛ woma wo kra som wo bo a, wobɛhwere wo kra no, nanso sɛ wode wo kra no ma me a, wobegye no nkwa.
MAT.10.40	“Obiara a ogye mo no gye me, na nea ogye me no nso gye Onyankopɔn a ɔsomaa me no. 
MAT.10.41	Sɛ wugye odiyifo bi sɛ ɔyɛ Onyankopɔn nipa nti a, wobetua wo so ka sɛ odiyifo no ara pɛ. Na sɛ wugye nipa trenee a, wubenya akatua sɛ onipa trenee.
MAT.10.42	“Na obiara a ɔbɛma mʼakyidifo yi mu akumaa bi nsu anom no, onii no akatua remmɔ no da.”
MAT.11.1	Yesu wiee nʼasuafo dumien no kasakyerɛ no, ofii hɔ kɔɔ nkurow a ɛbemmɛn no mu kɔkyerɛkyerɛɛ asɛm no.
MAT.11.2	Yohane Osuboni a na saa bere no ɔda afiase no tee anwonwade a Yesu reyɛ no, ɔsomaa nʼasuafo bebisaa no se, 
MAT.11.3	“Wone nea ɔreba no, anaa yɛnhwɛ ɔfoforo anim?”
MAT.11.4	Yesu buaa wɔn se, “Monsan nkɔ nkɔka anwonwade a moahu ne nea moate nkyerɛ Yohane se, 
MAT.11.5	‘Mema anifuraefo hu ade, mmubuafo nantew, akwatafo ho fi, asotifo te asɛm, na awufo nso nyan. Afei monka nkyerɛ no se, meka asɛmpa no kyerɛ ahiafo.’ 
MAT.11.6	Monsan nka nkyerɛ no bio se, ‘Nhyira ne wɔn a wogye me di.’ ”
MAT.11.7	Yohane asuafo no kɔe no, Yesu fitii ase kaa Yohane ho asɛm kyerɛɛ nnipadɔm no. Obisaa wɔn se, “Mokɔɔ sare so no, dɛn na mokɔe sɛ morekɔhwɛ? Sare a mframa rebɔ? 
MAT.11.8	Anaa na mususuw sɛ mubehu ɔbarima bi a wahyehyɛ sɛ ɔhene ba te ahemfi? 
MAT.11.9	Anaa Onyankopɔn odiyifo? Ɛnne, mereka makyerɛ mo se, ɔsen odiyifo. 
MAT.11.10	Na Yohane ne onipa a wɔkaa ne ho asɛm se, ‘Mɛsoma me bɔfo adi wʼanim, na ɔno na obesiesie wʼanim kwan.’
MAT.11.11	“Nokware ni, nnipa nyinaa mu, obiara nni hɔ a wagye din sɛ Yohane Osuboni. Nanso, nea ɔyɛ aketewa koraa wɔ ɔsoro ahenni mu no yɛ ɔkɛse sen no! 
MAT.11.12	Na efi bere a Yohane Osuboni fii ase kaa asɛmpa no, bɔɔ nkurɔfo asu de besi nnɛ no, nnipa bebree a wɔaso asɛm no mu dennen no repere akɔ ɔsoro ahenni no mu. 
MAT.11.13	Ansa na Yohane rebɛba no, na adiyifo ne Mose mmara no aka ɔsoro ahenni no ho asɛm dedaw. 
MAT.11.14	Sɛ mopɛ sɛ mote nea mereka no ase de a, Yohane no, ɔno ne Elia a adiyifo no hyɛɛ ne ho nkɔm sɛ ɔbɛba no. 
MAT.11.15	Nea ɔwɔ aso no, ontie!
MAT.11.16	“Dɛn ho na metumi de nnɛɛmmafo yi atoto? Wɔte sɛ mmofra a wɔte baabi redi agoru. Ɛfa ka kyerɛ ɛfa se, 
