MAT.1.1	Авраампа Давид йӑхӗнчен ҫуралнӑ Иисус Христосӑн йӑх-несӗл тымарӗ. 
MAT.6.7	Кӗлтунӑ чухне тата урӑх халӑх ҫыннисем пек ытлашши ан калаҫ. Вӗсем вӑрӑм кӗлле туррисем илтӗҫ тесе шухӑшлаҫҫӗ. 
MAT.6.8	Ҫапла вара, вӗсем пек ан кӗлтӑвӑр, мӗншӗн тесен сире мӗн кирлине Аҫӑр эсир Унран ыйтичченех пӗлсе тӑрать. 
MAT.6.9	Эсир ҫапла кӗлтӑвӑр: „Эй, Ҫӳлти Аттемӗр! Санӑн яту хисеплентӗр; 
MAT.6.10	Санӑн Патшалӑху килтӗр; Санӑн ирӗкӳ ҫӗр ҫинче те ҫӳлти пекех пултӑр. 
MAT.6.11	Паян пурӑнмалӑх ҫӑкӑр пар пире. 
MAT.6.12	Эпир хамӑра парӑмлӑ пулнисене каҫарнӑ пек, пирӗн парӑмсене каҫар пире. 
MAT.6.13	Ҫылӑха ан кӗрт пире, усалтан хӑтар пире. Патшалӑх та, хӑват та, аслӑлӑх та ӗмӗрех Санӑн. Аминь“
MAT.6.14	Эсир ҫын айӑпӗсене каҫарсан, Ҫӳлти Аҫӑр та сире каҫарӗ. 
MAT.6.15	Эсир ҫын айӑпӗсене каҫармасан, Ҫӳлти Аҫӑр та сирӗн ҫылӑхӑрсене каҫармӗ».
MAT.6.16	«Типӗ тытнӑ чухне те икӗ питлӗ ҫынсем пек салхуллӑ ан ҫӳрӗр. Вӗсем хӑйсем типӗ тытнине ҫынсене кӑтартасшӑн кулянӑҫлӑ сӑн-питпе ҫӳреҫҫӗ. Чӑн калатӑп сире: илнӗ мухтавӗ вӗсен кунти пурӑнӑҫра кӑна. 
MAT.6.17	Эсӗ вара типӗ тытнӑ чухне ҫӳҫ-пуҫна тураса тирпейле те пит-куҫна ҫу. 
MAT.6.18	Ҫакна эсӗ ху типӗ тытнине ҫынсене палӑртас мар тесе, курӑнми Аҫу анчах пӗлсе тӑтӑр тесе ту. Вара вӑрттӑн тунине те куракан Аҫу сана уҫҫӑнах тавӑрса парӗ».
MAT.6.19	«Ҫӗр ҫинче хӑвӑр валли мул ан пухӑр: кунта кӗве те ҫиет, тутӑхса та пӗтет, вӑрӑсем те ҫӗмӗрсе кӗрсе вӑрлаҫҫӗ. 
MAT.6.20	Эсир хӑвӑр валли мул тӳпере пухӑр. Унта кӗве те ҫимест, тутӑхса та пӗтмест, вӑрӑсем те ҫӗмӗрсе кӗрсе вӑрламаҫҫӗ. 
MAT.6.21	Мӗншӗн тесен пурлӑхӑр ӑҫта, чун-чӗрӗр те ҫавӑнтах пулӗ».
MAT.6.22	«Куҫ – ӳт-пӳ ҫутаткӑҫӗ. Ҫавӑнпа ӗнтӗ санӑн куҫу таса пулсан, пӗтӗм ӳт-пӗвӳ те ҫутӑ пулӗ. 
MAT.6.23	Куҫу таса мар пулсан, пӗтӗм ӳт-пӗвӳ те тӗксӗм пулӗ. Ҫапла вара, санӑн ӑшунти ҫутту та тӗттӗм пулсан, чӑн тӗттӗмӳ еплерех-ши?
MAT.6.24	Никам та харӑсах икӗ хуҫа тарҫи пулаймасть, мӗншӗн тесен вӑл пӗр хуҫине кураймӗ, теприне юратӗ; е пӗриншӗн чунне парса тӑрӑшӗ, теприншӗн тӑрӑшмӗ. Эсир харӑсах Турӑ чури те, мул чури те пулаймӑр».
MAT.6.25	«Ҫавӑнпа та сире калатӑп: чуна усрамалӑх ӗҫме-ҫиме пирки те, кӗлеткене тӑхӑнмалӑх тумтир пирки те ан кулянӑр. Чун – апат-ҫимӗҫрен, кӗлетке – тумтиртен пахарах мар-им вара? 
MAT.6.26	Вӗҫен кайӑксене сӑнӑр-ха: вӗсем тырӑ акса-вырса кӗлете пухса хумаҫҫӗ. Ҫӳлти Аҫӑр вӗсене тӑрантарать. Эсир вӗсенчен чылай пахарах мар-им вара? 
MAT.6.27	Хӑй тӑрӑшнипе сирӗнтен хӑшӗ шит чухлӗ те пулин ӳсме пултарайӗ? 
MAT.6.28	Тумтиршӗн те мӗншӗн кулянатӑр? Хирти чечексем епле ӳснине сӑнӑр-ха. Вӗсем тертленсе ҫип арламаҫҫӗ, 
MAT.6.29	анчах та сире акӑ мӗн калатӑп: тем тери чаплӑ пулнӑ пулин те, Соломон патша пӗр хир чечекӗ чухлӗ те тумланайман. 
MAT.6.30	Эй, ҫителӗксӗр ӗнененекенсем! Паян пур та ыран вута кӑна пӑрахмалли хирти курӑка та Турӑ ҫапла ҫи-пуҫ парать пулсан, сире тата ытларах памӗ-и? 
MAT.6.31	Ҫапла вара, „мӗн ҫиес“, „мӗн ӗҫес“, „мӗн тӑхӑнас“ тесе ан кулянӑр. 
MAT.6.32	Мӗншӗн тесен ҫавсемшӗн пуриншӗн те урӑх халӑх ҫыннисем тӑрӑшаҫҫӗ. Вӑл япаласем пурте сире кирлине вара Ҫӳлти Аҫӑр ахалех пӗлсе тӑрать. 
MAT.6.33	Пуринчен малтан Турӑ Патшалӑхне, Унӑн тӳрӗлӗхне ӑнтӑлса шырӑр, ытти вара сирӗн пурте пулӗ. 
MAT.6.34	Ҫапла ӗнтӗ ыранхи куншӑн ан кулянӑр, тӑрӑшмалли ыран та тупӑнӗ, кунсерен ӗҫ-пуҫ тупӑнсах пырать».
MAT.7.1	«Ан айӑплӑр, вара хӑвӑра та айӑпламӗҫ. 
MAT.7.2	Мӗншӗн тесен эсир ҫынсене мӗнле айӑплатӑр, хӑвӑра та ҫаплах айӑплӗҫ. Эсир ҫынсене мӗнле виҫепе виҫетӗр, хӑвӑра та ҫав виҫепех виҫӗҫ. 
MAT.7.3	Мӗншӗн эсӗ тӑвану куҫӗнчи ҫӳппе куратӑн, хӑвӑн куҫунти пӗренене асӑрхамастӑн? 
MAT.7.4	Хӑвӑн куҫунта пӗрене пулин те, епле-ха эсӗ тӑванна: „Куҫна кӗнӗ ҫӳппе кӑларса ярам-ха“, – тесе калама пултаратӑн? 
MAT.7.5	Икӗ питлӗскер! Малтан хӑвӑн куҫунти пӗренене кӑлар, вара тин тӑванун куҫӗнчи ҫӳппе епле кӑлармаллине уҫӑмлӑн курӑн. 
MAT.7.6	Сӑваплӑ япалана йытӑсене пӑрахса ан парӑр, хаклӑ ӗнчӗ шӑрҫана та сыснасем умне ан сапалӑр – вӗсем ӑна таптӗҫ кӑна, хӑвӑра туртса ҫурӗҫ».
MAT.7.7	«Ыйтӑр – вара сире парӗҫ, шырӑр – вара тупӑр, шаккӑр – вара сире уҫӗҫ. 
MAT.7.8	Мӗншӗн тесен кашни ыйтакан илет, шыракан та тупать, шаккакана та уҫаҫҫӗ. 
MAT.7.9	Сирӗн хушшӑрта ывӑлӗ ҫӑкӑр ыйтсан, ӑна чул паракан ҫын пур-и? 
MAT.7.10	Е пулӑ ыйтсан, ҫӗлен паракан пур-и? 
MAT.7.11	Енчен те эсир, усал пулин те, ачӑрсене ырӑ япала пама пӗлетӗр пулсан, Ҫӳлти Аҫӑр Хӑйӗнчен ыйтакансене ырӑлӑхне паратех. 
MAT.7.12	Ҫапла вара, ҫынсене хӑвӑрпа пур тӗлӗшӗнчен те мӗнле пултарас килет, вӗсемпе те ҫавнашкалах пулӑр. Ҫакӑ вӑл саккун тата пророксен сӑмахӗсен тӗшши пулать те».
MAT.7.13	«Тӑвӑр хапхапа кӗрӗр, мӗншӗн тесен пӗтеслӗх хапхи аслӑ, ҫулӗ сарлака. Чылайӑшӗ ҫав ҫулпа пырать. 
MAT.7.14	Чӗрӗлӗх хапхи вара тӑвӑр, ҫулӗ хӗсӗк. Ҫав ҫула тупаканӗ сахал».
MAT.7.15	«Суя пророксенчен асӑрханӑр. Вӗсем сирӗн патӑра сурӑх тирӗ витӗнсе пыраҫҫӗ, анчах ӑшӗнче хӑйсем – тискер кашкӑрсем. 
MAT.7.16	Вӗсене эсир ӗҫӗсенчен пӗлӗр. Пиҫен ҫинчен – иҫӗм ҫырли, куршанак ҫинчен смоква татни пур-и? 
MAT.7.17	Ҫапла, лайӑх йывӑҫ ырӑ ҫимӗҫех парать, начар йывӑҫӑн ҫимӗҫӗ те япӑх. 
MAT.7.18	Лайӑх йывӑҫ япӑх ҫимӗҫ тума пултараймасть, начар йывӑҫ та ырӑ ҫимӗҫ тума пултараймасть. 
MAT.7.19	Ырӑ ҫимӗҫ кӳмен йывӑҫа касса вута пӑрахаҫҫӗ. 
MAT.7.20	Ҫапла вара, суя пророксене ӗҫӗ-ҫимӗҫӗнчен пӗлӗр».
MAT.7.21	«Мана: „Эй, Хуҫамӑр, эй, Хуҫамӑр!“ – тесе калакан кашни ҫынах Ҫӳлти Патшалӑха кӗреймӗ. Унта Ҫӳлти Аттемӗн ирӗкне пурнӑҫлакан кӑна кӗрӗ. 
MAT.7.22	„Эй, Хуҫамӑр, эй, Хуҫамӑр! Эпир Сан ятупа пророкла калаҫмарӑмӑр-им? Усалсене Сан ятупа хӑваласа кӑлармарӑмӑр-им? Сан ятупа тӗлӗнмелле ӗҫ нумай тумарӑмӑр-им?“ – тейӗ Мана чылайӑшӗ суд кунӗ ҫитсен. 
MAT.7.23	Ун чухне Эпӗ вӗсене калӑп: „Эй, йӗркесӗр ӗҫ тӑвакансем! Эпӗ сире нихӑҫан та пӗлмен, кайӑр Ман патӑмран!“»
MAT.7.24	«Ҫапла вара, Манӑн ҫак сӑмахсене итлекен, вӗсене пурнӑҫлакан кашни ҫыннах хӑйӗн ҫуртне чул ҫине лартнӑ ӑслӑ ҫынпа танлаштарӑп. 
MAT.7.25	Акӑ ҫумӑр ҫуса ярать, юхан шыв ҫырантан тухать, ҫил-тӑвӑл пуҫланса каять. Хайхисем ҫав ҫурта пырса ҫапаҫҫӗ, анчах та чул ҫине лартнӑран вӑл ишӗлмест. 
MAT.7.26	Манӑн ҫак сӑмахсене итлесе, вӗсене пурнӑҫламан кашни ҫыннах хӑйӗн ҫуртне хӑйӑр ҫине лартнӑ ӑссӑр ҫын евӗрлӗ. 
MAT.7.27	Акӑ ҫумӑр ҫуса ярать, юхан шыв ҫырантан тухать, ҫил-тӑвӑл пуҫланса каять. Хайхисем ҫав ҫурта пырса ҫапаҫҫӗ те вӑл йӑтӑнса анать, вара ишӗлчӗк ҫеҫ тӑрса юлать».
MAT.7.28	Иисус ҫак сӑмахсене каласа пӗтерсен, халӑх Унӑн вӗрентӗвӗнчен тӗлӗнмеллипех тӗлӗннӗ. 
MAT.7.29	Мӗншӗн тесен Вӑл саккун вӗрентӳҫисемпе фарисейсем пек мар, Турӑ хӑват панӑ пек вӗрентнӗ.
MAT.8.1	Иисус ту ҫинчен ансан, Ун хыҫӗнчен темӗн чухлӗ халӑх пынӑ. 
MAT.8.2	Сасартӑк Иисус патне пӗр юхан-суранлӑ ҫын ҫывхарнӑ та чӗркуҫленсе ларса ҫапла каланӑ: «Хуҫамӑр! Сыватас тесессӗн, Эсӗ мана сыватма пултаратӑнах». 
MAT.8.3	Иисус аллине тӑсса ӑна сӗртӗннӗ те ҫапла каланӑ: «Чиртен тасатас тетӗп, сывал». Ҫын вара ҫавӑнтах юхан-суранран тасалнӑ. 
MAT.8.4	«Асту, сывални ҫинчен никама та ан кала, – тенӗ ӑна Иисус. – Хӑвна священника кайса кӑтарт та Моисей Турра кӳме хушнӑ парнене кӳр. Ҫакӑ ху сывалнине пӗлтерни пулать те».
MAT.8.5	Иисус Капернаума ҫул тытнӑ. Хулана ҫитсен Ун патне пӗр ҫӗрпӳ пырса ҫапла тархасланӑ: 
MAT.8.6	«Хуҫамӑр, килте ман тарҫӑм хускалайми асапланса вырӑнпах выртать». 
MAT.8.7	«Эпӗ пырӑп, ӑна сыватӑп», – тавӑрса каланӑ Иисус. 
MAT.8.8	Анчах та ҫӗрпӳ ҫапла каланӑ: «Эй, Хуҫамӑр! Сана хамӑн кил-ҫуртӑма чӗнсе кӗртме эпӗ тивӗҫлӗ мар. Эсӗ хуш кӑна, вара тарҫӑм сывалӗ. 
MAT.8.9	Эпӗ аслисене пӑхӑнса тӑратӑп пулин те, манӑн хама пӑхӑнса тӑракан салтаксем те пур. Эпӗ вӗсенчен пӗрне: „Кай!“ – тесен, вӑл каять. Тепӗрне: „Кил!“ – тесен, вӑл пырать. Тарҫӑма та: „Ҫавна ту!“ – тесе хушсан, вӑл тӑвать». 
MAT.8.10	Ҫакна илтсен Иисус тӗлӗнсех кайнӑ. «Чӑн калатӑп сире, – тенӗ Вӑл Хӑй хыҫҫӑн пыракан халӑха, – кунашкал ҫирӗп ӗненӳ Эпӗ Израильте те курманччӗ. 
MAT.8.11	Сире акӑ мӗн калатӑп: ҫакнашкал ӗненекенсем хӗвел тухӑҫӗнчен те, хӗвел анӑҫӗнчен те нумаййӑн килӗҫ те Авраампа, Исаакпа, Иаковпа пӗрле Ҫӳлти Патшалӑх кӗрекине ларӗҫ. 
MAT.8.12	Ҫӳлти Патшалӑхра пулма ҫуралнисене вара тулаш сӗмлӗхе кӑларса пӑрахӗҫ; унта шӑл шатӑртаттарса йӗни илтӗнӗ». 
MAT.8.13	Унтан Иисус ҫӗрпӗве ҫапла каланӑ: «Каях, ху ӗненнӗ пек пултӑр сана». Тарҫи ҫав самантрах сывалнӑ вара.
MAT.8.14	Иисус, Петр килне пырсан, унӑн хунямӑшӗ сив чирпе выртнине курнӑ. 
MAT.8.15	Иисус хӗрарӑмӑн аллине сӗртӗннӗ те унӑн чирӗ иртсе кайнӑ. Вара Петр хунямӑшӗ вырӑн ҫинчен тӑрса вӗсене хӑналама пуҫланӑ. 
MAT.8.16	Каҫ пулсан Иисус патне усал ернӗ нумай ҫынна илсе пынӑ. Вӑл усал сывлӑшсене сӑмахӗпех хӑваласа кӑларнӑ, чирлисене пурне те сыватнӑ. 
MAT.8.17	Ҫапла Турӑ Исаия пророк урлӑ калани пурнӑҫланнӑ. Пророк ҫапла каланӑ пулнӑ: «Вӑл пирӗн халсӑрлӑха тата чир-чӗре илсе кайрӗ».
MAT.8.18	Хӑй тавра халӑх пит нумай пухӑннине асӑрхасан вӗренекенӗсене Иисус кимӗпе тепӗр енне ишсе каҫма хушнӑ. 
