MAT.1.1	Jisu Krista ni phagararao ni greng: bo David ni basa, ar David, Abraham ni basa.
MAT.7.8	Derga dho lah, nisi ne khuru ri nang. Sere sain du, bo mai nang; sere smai du, bo nu nang; sere derga khe dho du, bo khuru rijao ma se. 
MAT.7.9	Niya khala, nisi ni bising ha jar ni basa hon sainjiba ha longthai khe riyaba sere dong? 
MAT.7.10	Niya khala, nah sainjiba ha sere jbu khe ri ba? 
MAT.7.11	Odehe, nisi subung phaphi ning jar ni basathu ne hamba jinis riba ring kha la, nisi ni bupha sorgo ha dongyaba la boni ha sainyarao ne bo hamba jinis ri nang niya?
MAT.7.12	Odebani, khrip jadi malai nisi ni basao ha bonsi dang ma nangjaoba lai, malai ni basao habo nisi dang lah. Bede thikhade ebo ning dara ode gorasalirao ni grao ja kha.
MAT.7.13	Derga khasiba ha hap lah. Jamyaba ha thangyaba dergade de bi, boni lamabo war bi. Ojang gede thangyababo gabang bang bi. 
MAT.7.14	Hayu ni lama ha thangyaba dergade khasi bi, boni lama bo gepheyaba se. Bokhe nuyarao bo gijisa se ning.
MAT.7.15	Gorasali mosol ni phrang girik hi dong lah, bo buthu de melma bugur khe phin hi nisi niha phai re. Thikhabo bonsi ni bising hade rasa haslarao lai se. 
MAT.7.16	Bonsi khe bonsi ni dongthai ha ning nisi tharmai nang. Busuh gnang biding ni bedep ha grep bathai thai re? Busuh gnang biding ha thaikhrao thai re? 
MAT.7.17	Olei jasosi ning bongphang hamba de boni bathai ham re; thikhabo, bongphang hamyayaba de boni bathai bo hamya re. 
MAT.7.18	Bongphang hamba de boni bathai hamya jaya. Bongphang hamyayaba de boni bathaibo hamya re. 
MAT.7.19	Khrip bongphang hamsi bathai thaiya khade dainphai hi, wai ha dangsing jao re. 
MAT.7.20	Odebani, bonsi khe bonsi ni dongthai ha ning nisi tharmai nang.
MAT.7.21	Gabra, Gabra thi hi se ning ang khe jirikyaba de sorgo raji ha hap nang niya, thikhabo ani bupha sorgo ha dongyaba ni nangjaothai lai dangyarao de hap ma se. 
MAT.7.22	Okhali ni basain hade gabang subung Gabra, Gabra, nini bumu jang jing grao sainthi ba, nini bumu jang jing sgain madai rik hun ba, nini bumu jang gmangthao sisiyaba khusi khe jing dang ba, bonsi ode thi ma se. 
MAT.7.23	Boha de, ‘Nisi phap gajai dangyarao, ani phrang gajain thang lah, nisi khe ang tharmaiya’ thi hi thijao ma se.
MAT.7.24	Sere ani ebo grao buthu khe khna hi mani du, subung girikyaba, longthai basao ha noh dangyaba jang suhi grao thi du. 
MAT.7.25	Hadi hahi, dih de nang, ode bar sip hi bo noh khe smao nang; thikhabo, longthai basao ha se dang bani bo noh bailangya.
MAT.7.26	Odehe, sere ani ebo grao khe khna hi maniya, bode subung gibir, hajeng basao ha noh dangyaba jang baosi se thi hi suhi thi du. 
MAT.7.27	Hadi bo ha nang, dih bo de nang, ode, bar bo sip pha hi smao kha ning, bo noh de baihi hamsi ning hamya lang la ma se.
MAT.7.28	Jisu ebo grao buthu khe thiblai ba jang subung buthu bo grao slingriyaba khe bonsi gabang gmang lai ba. 
MAT.7.29	Bede thikhade, Dara Slingriyarao lai baosi niya hi, bo hukhum gnang bubra lai se sling ri ba.
MAT.8.1	Jisu hading ni phrang akhaiba jang gabang subung boni yaohon rikpha ba. 
MAT.8.2	Odehe, subung saosi khunthi jayaba boniha phai hi thi ba, Gabra, ning nangjao khade, ang khe ragao ri phu du, thi hi bo khlim ba.
MAT.8.3	Jisu yao phlao hi bo khe remhi thi ba, Ang nangjao du dou. Boha ning bo khunthi jayaba ragao lang la kha. 
MAT.8.4	Odehe, Jisu boni ha thiba, ‘Saosi niha bo thiya mane khlai hi girik lah. Thikhabo, Jonthaima niha thang hi phnu lah. Moses ne rimane khlai hi saikhoyaba buthu khe yaopha lah. Bede thikhade, subung buthu hamsisi mithi phuma ne.’
MAT.8.5	Odehe, bo Kapernaum ha hapsing ba. Boha siphaiya rjasi ni hoja saosi boniha phaihi thiba, 
MAT.8.6	Gabra, ani ansa adur jahi noh ha yam ha thuhi gabang sajao hi dong, thihi boniha khainsu ba.
MAT.8.7	Jisu thiphin ba, Ang phaihi bokhe ham ri nang.
MAT.8.8	Siphaiya rjasi ni hoja thiphin ba, O Gabra, ani noh bising ha ning phai mane ang gathaya dou; grao se ning thi lah, ani ansa ham lang la nang. 
MAT.8.9	Ang bo malai ni hukhum ha se dong ba, ani bakhla ha siphaiyarao dong. Saosi subung khe, Ning thang lah, ang thikha de, bo thang la re; malai khebo, phai thihi ang thikha de, bo phai re. Ani leng niha bo, ebo khe dang, thihi ang thikha de, bo dang re, thi hi bo grao thiphin ba.
MAT.8.10	Jisu ebo grao buthu khe khnaba jang hamsi ning gmang hi bo jang rikphayarao niha bo thi ba, Gibi jang ang nisi khe thidu, Israelrao ni bising habo elei lonma raoyaba khe ang nuya kho. 
MAT.8.11	Ang nisi khe thi du, sainja sain jroba ni phrang gabang subung phai hi, Abraham, Isak ar Jakob niha phai hi, sorgo raji ha kham nang; 
MAT.8.12	Thikhabo, raji ni basathu de raji andar ha rik hon jao hi dong nang. Oraha de hathai waihi grahi dongma se, ode bo thi ba. 
MAT.8.13	Odehe, Jisu siphaiya rjasi ni hoja niha thi ba, Thang la ga, ning lonba lai ning nini basao ha sophai thing. Odehe, ansa de bo bubli ha ning ham lang la kha.
MAT.8.14	Jisu Peter ni noh ha phaiba ha, boni busuma limhi thuyam ha thuhi dongba khe bo nu kha. 
MAT.8.15	Odebani, boni yao khe remba jang boni limthai de ham lang la kha, ode, bo baija hi bo khe naiso-nuso la kha.
MAT.8.16	Odehe, sainbli japhaiba ha, gabang subung sgain madai gajaoyarao khe Jisu niha bonsi labu hi phai ba. Odehe, grao jang bo sgain madai buthu khe rik hunhi limyarao khrip khebo bo ham riba: 
MAT.8.17	Gorasali Isai jar thi langyaba grao gibi ja mane khlai hi elei japhu ba, Jini raoyayaba khe jar sao ha lahi, jini gilim gasa buthu khe hor la kha, thiyaba gibi ja phai kha.
MAT.8.18	Jisu boni sersi giding subung bangba khe nuhi kharnai ojang nar ha thang mane khlai hi bo sani ba. 
MAT.8.19	Odehe, dara slingriyaba saosi boni ha phai hi boni ha, Slingriyaba, ning braha thang du, ning jang baosi ang bo thang pha ma, ode bo thiba.
MAT.8.20	Jisu boni ha thiphin ba, Mosrong nibo longkhor dong, daonibo bithip dong; thikhabo Marsi ni Basa ni bokhro deng mani hathan giri.
MAT.8.21	Boha slingriyarao ni bising ha subung gibin phai hi thi ba, Gabra, sagang ha ani bupha khe phipda mane khlai hi ang khe haiha lah.
MAT.8.22	Thikhabo, bo boni ha thiphin ba, Ang jang rikpha lah, subung githi khe bonsi ni subung githi ning phip la thing.
MAT.8.23	Odehe, Jisu rung ha ga ba, jar ni yaohon rikphayaraobo bo jang rikpha ba. 
MAT.8.24	Srap khlai hi wari ha baryungma hamsi ning raohi sip ba. Odebani, dithon jang rung gilikdi gilikdi ja ba; bo de thuhi dong ba. 
MAT.8.25	Odehe, bo jang rikphayarao boni ha thang hi bo khe masa hi thiba, Gabra, jing khe sogo lah, jing jam thar ma ja kha, thihi bonsi thi ba.
MAT.8.26	Jisu bonsi khe thi ba, O lonma bangyayarao, snadi jabani nisi khin ba? Odehe, bo baija hi, bar jang wari khe bo jo ba, ode phirik phirik thao lang ba.
MAT.8.27	Subung buthu hamsi ning gmang ba, Ebo subung la snadi ni subung? Bar jang wari sosibo boni grao khe mani du lao? thi hi bonsi thi ba.
MAT.8.28	Odehe, wari ni ojang nar ha Gadarin raji ha bo sohiba ha sgainjik gajaoyaba subung gini mangkhlong ni phrang baigo buhi goron ba, bonsi elei hamya du, bo lama ha saosi bo thang phuya. 
MAT.8.29	Odehe, bonsi jirikkhao hi thi ba, O Madai ni basa, ning jing khe snadi khusi nangjao ba? Jing khe dukhu ri mane khlai hi bubli ni sagang ha ning phai ba?
MAT.8.30	Boha, ora ni phrang khaisa thangdao hi hono buthu gabang dong ba. 
MAT.8.31	Odehe, sgain madai buthu thi ba, Ning jing khe rik khlai ma thikha de, hono buthu ni bising ha jing khe haiha lah, thihi bonsi boniha khainsu ba.
MAT.8.32	Boha, bonsi khe thi ba, Thang la ga. Odebani bonsi baigo hi, hono buthu ni bising ha bonsi hap ba. Ode, hono buthu khrip brub brub khai khlai lang hi, wari ha galaising hi bonsi dih ha thih thar kha.
MAT.8.33	Odehe, hono khrangyarao khailang hi nogor ha bonsi thang hi, sgain madai jang gajaoyarao ni basao ha sophaiyaba buthu khebo, khrip bonsi sainthi kha. 
MAT.8.34	Odehe, noleisi jang Jisu khe goron mani khlai hi bonsi baigo bu ba. Odehe, bo khe bonsi buba jang bonsi ni raji ni phrang baigo mane khlai hi bonsi bo khe khainsu ba.
MAT.9.1	Odehe, Jisu rung ha gahi wari khe bailang da da jar ni dongthan nolei ha bo sohi kha. 
MAT.9.2	Odehe, saosi adur jayaba khe thuyam ha thu rihi boni ha bonsi bainbu ba. Jisu bonsi ni lomna khe nuhi, adur jayaba khe thi ba, Ani basa, santi jang dong lah, nini phap buthu khe map ja kha.
MAT.9.3	Odehe, Dara slingriyarao gejesi bonsi ni khah ha bao ba, Ebo subung de Madai khe siji du, bonsi ode thi ba.
MAT.9.4	Jisu bonsi ni khah ha baoyaba khe tharmai hi thi ba, Nisi snadi jabani khah ha hamya bao ba? 
MAT.9.5	Nini phap map ja kha thiyaba jang baija hi igah jang hem hi thang lah beleyaba thiba lai dao? 
MAT.9.6	Asaba bo ja thing, habsao ha Marsi ni Basa niha ning phap map khlai phuyaba raothai dong thihi nisi tharmai mane khlai hi, (ode, adur jayaba khe thi ba), Baija hi nini thuyam khe sugu hi, ning jar ni noh ha thang lah. 
MAT.9.7	Odehe, baija hi bo jar ni noh ha thang la kha. 
MAT.9.8	Odehe, subung buthu bo khe nuhi bonsi khin ba. Subung buthu niha olei hukhum riyaba Madai khe bonsi bakhan khlai kha.
MAT.9.9	Jisu oraha ni phrang thangba ha khajna dengthan hathan ha khamyaba subung saosi, sere boni bumu Matthew khe nuhi bo thi ba, Ani yaohon rikpha lah, odehe, bo baija hi boni yaohon rikpha lang ba.
MAT.9.10	Odehe, noh ha makham khalai kham ba ha, khajna khrangyarao jang subung phaphirao gabang phai ba, odehe, Jisu jang boni rikphayarao khalai khampha lai ba. 
MAT.9.11	Pharisairao bo khe nu dada, boni rikphayarao khe thi ba, Snadi jabani nisi ni slingriyah la khajna khrangyarao ar subung phaphirao jang jipha lai ba? bonsi thi ba.
MAT.9.12	Jisu ebo grao khe khna hi bonsi khe thi ba, Subung bol raoyarao ni khlai hide daktor nangya, subung limyarao ni khlai hi se nang ba. 
MAT.9.13	Odebani, ‘bandai khe ang nangjaoya, khasaoma khe ang nangjao du’ thiyaba grao khe, thang hi boni balam ha sling lah. Dormo subung ni khlai hi ang phaiya, subung phaphirao khe long mane se ang phai ba, thihi nisi tharmai lah.
MAT.9.14	Boha Johan-ni rikphayarao Jisu niha phai hi thi ba, Snadi jabani jing jang Pharisai rao elei makham jiya hi hoh khongja dong du, thikhabo nini yaohon rikphayarao la hoh khongja dongya ba? thihi bonsi sing ba.
MAT.9.15	Jisu bonsi khe thiphin ba, Damanjik khe langginyarao niha daman dongdu si, damanjik khe langginyarao dukhu nang re. Thikhabo, boni basai khe bonsi ni phrang langla mani basain sophai nang, boha se bonsi hoh khongja dong ma.
MAT.9.16	Odehe, saosi bo gajam rih giji ha gadain rih khe supha laiya, supha laikha de rih siksi hi jigaodao ma se. 
MAT.9.17	Saosi bo grep bidi gadain khe migur ni phonto gajam ha lusingya. Ode niyakha de migur phonto hamya ja ma se; grep bidi gadain khede migur gadain ni phonto buthu ha lusing ma nang du.
MAT.9.18	Ebo buthu grao khe bonsi niha thisai baha, hoja saosi phai hi bokhe khlim ba, Ani bisik duha thih ba; thikhabo, ning phai hi boni basao ha yao deng kha ning bo thang phin nang, thihi bo thi ba.
MAT.9.19	Odebani, Jisu baija hi bo thang ba; ode bo jang boni rikphayarao bo thang pha ba.
MAT.9.20	Odehe, masainjik saosi nokha maithai jhigin bithi thaoyayaba Jisu ni yaohon ha phai hi boni rih bergong khe rem phai ba. 
MAT.9.21	Boni rih bergong khe se ning remba maikha de ang ham lang la nang, thihi boni khah ha bao ba.
MAT.9.22	Jisu naiphin baha bo khe nuhi thi ba, Ani bisik, khah santi jang dong lah, nini lonma jang ning ham kha, odehe bo masainjik de boha ning ham lang la kha.
MAT.9.23	Jisu gedeba ni noh ha sohi dada damyarao suyarao gabang subung ho jaba khe bo nuhi ba. 
MAT.9.24	Boha Jisu thi ba, baji ha baigo, ebo ansa de thihya, thuba se. Boha bonsi bo khe minithai ba. 
MAT.9.25	Thikhabo subung buthu baigo bani yaohonha bo hapsing hi, boni yao khe rem ba, ode bo ansa thihyaba baija lang la kha. 
MAT.9.26	Bo bubli ni phrang bo raji ni khrip ha boni graojma gublung thar ba.
MAT.9.27	Odehe, Jisu oraha ni phrang thang laba ha, muthai gana gini, David ni basa, jing khe khasao thihi jirikkhao hi yaohon rikpha ba.
MAT.9.28	Jisu noh bising ha hap khali ha, muthai ganarao boni ha phai ba. Bonsi khe bo singba, Nisi ham riphu nang thi hi nisi lon du? thiba.
MAT.9.28	Bonsi boni ha thiphin ba, Gabra, jing lon du.
MAT.9.29	Jisu bonsi ni muthai buthu khe dopha hi thiba, Nisi lon ba lai ning nisi ni basao ha ja thing. 
MAT.9.30	Odehe, bonsi ni muthai nu lang la kha. Ode, Jisu bonsi khe thiba, Saosi bo tharmaiya mane khlai hi girik lah, ode thihi bo magna ba.
MAT.9.31	Thikhabo, bonsi ora ni phrang baigoba jang bo raji ni khrip ha bonsi thi phlung thar ba.
MAT.9.32	Odehe, bonsi baji ha baigo saiba ha sgainjik gajao hi grao jophuyayaba saosi boni ha labu ba. 
MAT.9.33	Bo sgain madai khe rik hunba jang grao jophuyayaba grao jophu lang la kha. Odehe, subung buthu gabang gmang laiba, Israelrao ni bising hade elei nuba giri kho, thi hi bonsi thi ba.
MAT.9.34	Thikhabo, Pharisairao de ebode sgain madai gedeba ni juruma jang se sgain madai khe rik hun ba, thi hi bonsi thi ba.
MAT.9.35	Odehe, Jisu bonsi ni bikho buthu ha sling ri hi, Raji ni hamba graojma khe sainthi ba; ode khrip limyarao, sayarao khe bo ham ri hi, khrip noleima, noleisa habo thangpha lang ba. 
MAT.9.36	Subung bangba khe nukhali ha melma buthu khe naisoyaba giri lai dukhu jang ejang ojang bonsi dong bani bo hamsi ning khasao sisi jajao ba. 
MAT.9.37	Odebani, Jisu jar ni rikphayarao khe thi ba, Mai ra mane gabang ning bang bi; thikhabo khusi dangyarao bangya. 
MAT.9.38	Odebani, hadi bubra niha mai ra mane khlai hi khusi dangyarao khe haiha mane khlai hi khainsu lah.
MAT.10.1	Jisu boni rikphayarao khe long hi bonsi rikhlai mane khlai hi sgain madai ni basao bo hukhum ri ba; ode, khrip limthai-sathai ham riphu mane khlai hibo bo hukhum ri ba. 
MAT.10.2	Boni rikphayarao jhigin ni bumu edehe-sagangthao ha Simon, Peter thiyaba, ode boni buphlung Andri, Zebedai ni basa Jakob, ode boni daphlung Johan, 
MAT.10.3	Philip jang Bartholomai, Thoma jang khajna khrangyaba Matthew, Alphai-ni basa Jakob jang Thaddai, 
MAT.10.4	Kanaan ni subung Simon ar bokhe rem riyaba Juda Iskariot ning ja kha.
MAT.10.5	Bonsi jhigin niha Jisu grao rihi bonsi khe haiha ba, Jentailrao ni lama ha da thang, Samari buthu ni musi nolei habo da hap lah; 
MAT.10.6	Thikhabo, Israel jadi ni melma gmayarao niha se thang lah. 
MAT.10.7	Nisi thanghi sorgo raji de sampha kha thi hi sainthi phalang lah. 
MAT.10.8	Limyarao khe ham ri lah, githirao khe mathang phin lah, khunthi jayarao khe ragao ri lah, sgainjik khe rikhun lah, nisi magna mai ba, magna ri lah. 
MAT.10.9	Nisi ni jengkhong khayaba buthu ha gajao, guphu, rang, rang bagrai musibo da lang pha. 
MAT.10.10	Mophosol thang mane khlai hi juli ja thing, sola grang gin ja thing, jutha ja thing, goda ja thing, musi khe bo nisi da lang pha. Khusi dangyaba ni khlai hi de mai jimani hok se.
MAT.10.11	Odehe, nogor gedeba ha ja thing, khasiba ha ja thing, nisi hapsingyaba si ha, nisi khe noh mathao riginyaba khe smai lah, ode, nisi baigo phinya side oraha ning dong lah. 
MAT.10.12	Noh ha nisi hapsing hi Nisi niha santi dong thing thi lah. 
MAT.10.13	Bo noh ni subung buthu nisi khe noh mathao ri du thikha de, nisi ni hamthai ni grao bonsi ni basao ha sohi thing; thikhabo, nisi khe lamjaoya thikhade, nisi ni hamthai ni grao de nisi ni basao ha ning phaiphin la thing. 
MAT.10.14	Odehe, saosibo nisi khe lamjaoya, ar nisi ni grao khebo khnaya thikhade, bo noh ni phrang baigo hi nisi ni igah ni haduri khe thisa lah. 
MAT.10.15	Gibi jang nisi khe thi du, wainso bani basain hade bo nogor buthu thane de Sodom jang Gomorra nogor ni dukhu jayadao nang kho.
MAT.10.16	Nai lah, rasa buthu ni gejer ha melma dongba lai ang nisi khe haiha du; Odebani, jbu lai girik hi daothu lai maigru gru dong lah. 
MAT.10.17	Subung ni bising hade girik lah. Bonsi ni bisardarrao nisi khe rem rima, ode, bikhoh ni noh buthu ha nisi khe doma-suma se. 
MAT.10.18	Bisardarrao ar rajarao ni sagang ha bonsi ni basao ha, ode Jentailrao ni basao ha sakhi jamani, ani khlai hi bonsi nisi khe lang la ma se. 
MAT.10.19	Thikhabo bonsi nisikhe rem ri lakhabo, bede ja ma, snadi grao khe ang thi ma? thihi khah waimu da nang; nisi grao thima ne khlai hi de bubli ha nisi khe bese jang tharmai ri nang. 
MAT.10.20	Boha grao thiginyaba de nisi ja nang niya, nisi ni Bupha ni bese nisi niha grao thiyaba se grao thi ma.
MAT.10.21	Sthai mane khlai hi daphlung jar jang jar rem ri lai ma, buphabo jar ni basa khe rem ri ma, basathubo jar ni buma-buphathu jang nam jalai ma, ode sthai rima se. 
MAT.10.22	Ani bumu ni khlai hi khrip subung jang nisi naisle jao ma, thikhabo jamthaoba sosi sere dukhu khah lao du bo se ning sogo jao ma. 
MAT.10.23	Masi nogor ha nisi khe dukhu rikha de, nogor gibin ha khailang lah; gibi jang ang nisi khe thi du, Marsi ni Basa phai mani sagang ha de Israel ni khrip nogor buthu ha thang thar phu nang niya.
MAT.10.24	Slingyaba jar ni slingriyaba thane dedaoya, lengbo jar ni bubra thane dedaoya. 
MAT.10.25	Slingyaba de slingriyaba lai dong khade santi ja thing, ode lengbo jar ni bubra lai dong kha ning ja kha. Noh ni bubra khe ning Beelzebul bonsi thi khala, boni noh ni subung buthu khe la bislei thi nang.
MAT.10.26	Odese, subung khe da khin. Nujaoya mane khlai hi huiyaba musibo giri, tharmaiya mane hui khaoyababo musibo giri. 
MAT.10.27	Andar ha ang ning khe thiyaba khe ning jnayaba ha thi lah, ar khmao jang nisi khnayaba bokhe nokhim sao ha gahi baikhla lah. 
MAT.10.28	Saomang khe sthai hi bese khe sthai phuyayaba khe da khin. Thikhabo, norok ha bese jang saomang sthai phuyaba khe khin lah. 
MAT.10.29	Daophersi magin khe phaisa masi jang phainya? Thikhabo, bonsi ni bising ha nisi ni bupha nangjaoya kha de masi jahi bo hah ha galai nang niya. 
MAT.10.30	Nisi ni khnai rim sosi khebo sainso thar du thi hi tharmai lah. 
MAT.10.31	Odebani, da khin, daophersi gabang thanebo nisi muilo jadao.
MAT.10.32	Asaba subung buthu ni sagang ha angkhe mani du thikhade, angbo ani bupha, sorgo ha dongyaba ni sagang ha bokhe mani ma se. 
MAT.10.33	Thikhabo, sere subung buthu ni sagang ha angkhe nangjaoya ja re, angbo ani bupha, sorgo ha dongyaba ni sagang ha bo khe nangjaoya jama se.
MAT.10.34	Habsao ha milima dao ri mane khlai hi ang khe phai ba da bao; milima dao ri mane khlai hi ang phaiya. Seng bai ri mane se ang phai ba. 
MAT.10.35	Subung bupha jang basa khe, bisik jang buma khe, bahamjik jang busuma khe nam jalai rimane ang phai ba thi hi nisi tharmai lah. 
MAT.10.36	Subung jar ni nokhor bising ha ning sotru jama se.
MAT.10.37	Sere anthane jar ni buma bupha khe khasaodao, bo ani subung ja phuya; anthane sere jar ni basa-bisik khe khasaodao bo ani subung ja phuya. 
MAT.10.38	Sere jar ni kross khe bain hi ani yaohon rikphaya, bo ani subung ja phuya. 
MAT.10.39	Sere ani khlai hi hayu sjam re, bo hayu mai ma se; sere jar ni hayu khe sogo re, bo gma ma se.
MAT.10.40	Sere nisi khe lamjao du, bo angkhe se lamjao ba. Sere angkhe lamjao du, bo angkhe haihayaba khe se lamjao ba. 
MAT.10.41	Sere gorasali khe gorasali sebani lamjao du, gorasali ni yaosandi mai ma se. Sere subung dormo khe dormo subung sebani lamjao du, bo dormo subung ni yaosandi mai ma se. 
MAT.10.42	Odehe, sere ebo subung khasi daothao ni bising ha saosi niha ani yaohon rikphayasa tharmai hi disain bela si thikhabo dih lingma rikha de, gibi jang ning khe ang thi du, boni yaosandi de gmathaoya, bo thi ba.
MAT.11.1	Boha Jisu, jar ni rikphayarao jhigin khe grao riblai ba jang, bo oraha ni phrang bonsi ni nolei buthu ha sling rihi, grao sainthi mane bo thang la kha.
MAT.11.2	Odehe, Johan de Krista ni khusi dangyaba buthu khe phatho ha khna hi boni yaohon rikphayarao khe boni ha ebo grao khe sing mane haiha ba. 
MAT.11.3	Bo phaiginyaba ning ning, na malai khe jing jon ma kho? thi hi sing ba.
MAT.11.4	Ode, Jisu bonsi khe thiphin ba, “Thangphin lah, odehe, nisi nuyaba khnayaba khe Johan niha sainthi tha; 
MAT.11.5	Muthai ganarao muthai nu kha, igah khorarao igah jang hem lang la kha, khunthi jayarao ragao kha, khmao nathongrao khmao khna kha, githirao mathangphin kha, ode, dukhisarao hamba graojma khe khna ri kha. 
MAT.11.6	Sere ani basao ha khah maniya maiyayaba de boni khophal hambi, thi hi thi tha.”
MAT.11.7	Bo buthu oraha ni phrang thangla ba jang Jisu subung buthu niha Johan ni grao khe thi ba, Hajengling ha snadi khe nai mane nisi thang ba? Bar jang maoyaba dobung khe? 
MAT.11.8	Niyakha la snadi khe nai mane nisi thang ba? Rih miyao dudu phinyaba subung khe? Nai lah, rih miyao dudu phinyarao de raja ni noh ha dongyaba se. 
MAT.11.9	Niyakha la, snadi khe nai mane nisi thang ba? Gorasali khe naihi mane? Bo ning ja kha. Ang nisi khe thiyaba de gorasali tha bo dedaoyaba se. 
MAT.11.10	Nai lah, ani degla khe nini sagang ha ang haiha du. Bo ning nini sagang ha nini lama khe slam ma se thi hi boni balam ha rebyaba de ebo ning ja kha. 
MAT.11.11	Gibi jang ang nisi khe thi du, masainjikrao hajai riyaba ni bising ha Baptisma riyaba Johan thane dedaoyaba saosi bo baigoya kho. Thikhabo sorgo raji ha khasidao thaoyaba bo Johan thane bo dedao. 
