MAT.1.1	Awa ndiwo makholo a dzindza ya Yezu Kirixtu, Mwana wa Dhavidhi, Mwana wa Abharaamu.
MAT.6.22	“Maso ndi nyale ya manungo. Na tenepo, ngakhala maso ako mbadidi, manungo ako onsene anadzala na cieza. 
MAT.6.23	Mbwenye ngakhala kulang'ana kwako ndi kwakuipa, manungo ako onsene anakhala n'cidima. Na tenepo, ngakhala cieza ciri muna iwe ndi cidima, cidima ceneci ndi cikulu kakamwe!”
MAT.6.24	“Nkhabe munthu anakwanisa kuphatira basa ambuya awiri. Thangwi unaida m'bodzi mbufuna unango, peno unalemedza m'bodzi mbupwaza unango. Apo lekani kuphatira basa Mulungu, uku mbamuphatira pontho kobiri.
MAT.6.25	“Na thangwi eneyi Ine ndisakupangani kuti: Lekani kunentseka na makhaliro anu pa thangwi ya pinafuna imwe kudya, peno na pinafuna imwe kumwa. Peno na manungo anu pa thangwi ya pinafuna imwe kubvala. Imwe nkhabe kupidziwa kuti moyo wanu na cakudya, cikulu ndi moyo wanu? Peno manungo anu na cakubvala, cikulu ndi manungo anu? 
MAT.6.26	Lang'anani mbalame za kudzulu. Nkhabe kubzala, nkhabe kubvuna pontho nkhabe koya n'pikwa. Mbwenye Baba wanu ali kudzulu ali kuzipasa cakudya. Imwe nkhabe funika pikulu kakamwe kupiringana mbalame? 
MAT.6.27	Mbani pakati panu, iye mbapifuna pyace, anakwanisa kuthimizira n'dzidzi ubodzi pa moyo wace?”
MAT.6.28	“Pontho, thangwi yanji musakhala mbamudzudzumika na pya kubvala? Lang'anani kukula kunacita maluwa a n'tsanga! Iwo nkhabe kuphata basa pontho nkhabe kucita nguwo. 
MAT.6.29	Mbwenye ine ndisakupangani kuti Salomau, na mbiri yace yonsene ikhali na iye, acimwana kubvalira ninga maluwa awa. 
MAT.6.30	Lang'anani, ngakhala Mulungu asabvazika tenepa maluwa a n'tsanga, anacita kuti lero alipo, mangwana asaponyiwa pa moto, ndiye tani kuna imwe, anthu a cikhulupiro cing'ono? 
MAT.6.31	Na tenepo, lekani kunentseka mbamulonga kuti: ‘Tinadyanji?’ peno ‘Tinamwanji?’ peno ‘Tinabvalanji?’ 
MAT.6.32	Thangwi anasaka penepi ndi ale anakhonda kutawira Mulungu. Mbwenye Baba wanu wa kudzulu asadziwa pyonsene pinafuna imwe. 
MAT.6.33	Mbwenye sakani pakutoma Umambo wa Mulungu na kulungama kwace. Pyonsene ipi munadza kapithimizirwa. 
MAT.6.34	Mphapo lekani kudzudzumika na ntsiku ya mangwana, thangwi ntsiku ya mangwana ina pyayo. Ntsiku na ntsiku ina kuipa kwayo.”
MAT.7.1	“Lekani kutonga munthu, toera mukhonde kutongwambo na Mulungu. 
MAT.7.2	Thangwi na matongero anacita imwe, munadza katongwambo sawa-sawa. Pontho na n'dida ubodzi-bodzi unapimira imwe andzanu, munadza kapimirwambo na n'dida unowu. 
MAT.7.3	Thangwi yanji usalang'ana cirombo cing'ono ciri n'diso mwa m'bale wako, mbukhonda kuona nkhuni iri n'diso mwako? 
MAT.7.4	Usakwanisa tani kupanga m'bale wako kuti: ‘Bwera ndikubuluse cirombo cing'ono ciri n'diso mwako,’ mbukhonda kuona nkhuni iri n'diso mwako? 
MAT.7.5	Nyauthambi! Pakutoma bulusa nkhuni iri n'diso mwako, na tenepo iwe unaona mwadidi toera ubulusembo cirombo ciri n'diso mwa m'bale wako. 
MAT.7.6	Lekani kupasa anambwa pinthu pyakucena! Thangwi iwo anadza kakuzungunukirani mbakulumani. Pontho, lekani kutaya mpfuma zanu muna nkhumba, thangwi izo zinadza kazipwanda.”
MAT.7.7	“Phembani, munapaswa. Sakani, munapigumana. Gogodzani, munafungulirwa. 
MAT.7.8	Thangwi onsene anaphemba, anapaswa. Anasaka, anapigumana. Pontho ule anagogodza citseko, anafungulirwa. 
MAT.7.9	Mbani pakati panu anapasa mwana wace mwala, angam'phemba nkate? 
MAT.7.10	Peno mbampasa nyoka angam'phemba nyama ya m'madzi? 
MAT.7.11	Lang'anani, imwe ninga anthu a kuipa musakwanisa kupasa ana anu pinthu pyadidi, ndiye tani Baba wanu ali kudzulu, nkhabe bulusa pinthu pyadidi mbapasa ale anam'phemba? 
MAT.7.12	Na tenepo, pyonsene pinafuna imwe kuti mucitirwe na andzanu, acitirenimbo imwe pakutoma. Thangwi ipi ndipyo pinalonga Mwambo wa Mozesi na pinapfundzisa Maporofeta.”
MAT.7.13	“Pitani na nsuwo ung'ono. Thangwi nsuwo ukulu na njira ikulu pisapitisa ku mbuto ya kutaika. Mbazinji anthu anapita na mwenemu. 
MAT.7.14	Mbwenye nsuwo ung'ono na njira yakupata zisafikisa ku mbuto ya upulumuki. Apo anthu ace anaigumana acepa.”
MAT.7.15	“Cenjerani na maporofeta a uthambi! Thangwi ali kudza kuna imwe ninga mabira, mbwenye m'mitima mwawo ndi mibindzi ya ukali. 
MAT.7.16	Anthu enewa imwe munaadzindikira na misapu yawo. Pisakwanisika kuti munthu achode mauva pa miti ya minga, peno masambvu pa psepse? 
MAT.7.17	Na tenepo, muti onsene wadidi usabala misapu yadidi, muti wa kuipa unabalambo misapu ya kuipa. 
MAT.7.18	Pontho, nkhabe kucitika kuti muti wadidi ubale misapu ya kuipa, peno muti wa kuipa ubale misapu yadidi. 
MAT.7.19	Muti onsene unakhonda kubala misapu yadidi usagwandiwa mbuponyiwa pa moto. 
MAT.7.20	Na tenepo, munati muadziwe na misapu yawo.”
MAT.7.21	“Si onsene tayu analonga ‘Mbuya, Mbuya’ anafuna kupita mu Umambo wa kudzulu, mbwenye ale basi anacita kufuna kwa Baba wanga ali kudzulu. 
MAT.7.22	Ntsiku eneyo ingafika, anthu azinji anati alonge kuna Ine kuti: ‘Mbuya, Mbuya! Kodi ife tikhalonga tayu Mphangwa Zadidi na dzina yanu? Tikhabulusa tayu madimonyo na dzina yanu? Tikhacita tayu pirengo pikulu na dzina yanu?’ 
MAT.7.23	Na tenepo, Ine ndinaapanga pakweca kuti: Nkhabe kukudziwani. Bulukani pano, imwe monsene munacita kuipa!”
MAT.7.24	“Anthu onsene anabva mafala anga mbaacita, asalandana na mamuna m'bodzi wa ndzeru adamanga nyumba yace padzulu pa mwala. 
MAT.7.25	Na tenepo, mulungu abvumba, mikulo mbikuka na madzi, mbicibwera conzi cikulu kudza kamenya nyumba. Mbwenye iyo nkhabe kugwa, thangwi nyumba eneyo yamangwa pa mwala. 
MAT.7.26	Mbwenye ule anabva mafala anga mbakhonda kuacita, asalandana na mamuna m'bodzi wa kusoweka ndzeru, adamanga nyumba yace pa checa. 
MAT.7.27	Na tenepo, mulungu abvumba pikulu kakamwe, mikulo mbikuka na madzi, mbicibwera conzi cikulu kudza kamenya nyumba. Iyo yagwa, mbifudzika yonsene.”
MAT.7.28	Yezu pidamala iye kulonga mafala awa, anthu onsene adzumatirwa na mapfundzisiro ace. 
MAT.7.29	Thangwi iye akhapfundzisa na mphambvu za utongi, mbakhonda kupfundzisa ninga anyakudziwisa a Mwambo.
MAT.8.1	Yezu mukhachita iye pa phiri anthu azinji atoma kuntowera. 
MAT.8.2	Mamuna m'bodzi wa matanya afendedzera Yezu mban'godamira mbalonga kuti: “Mbuya, mungafuna munandiwangisa.”
MAT.8.3	Yezu afuthula nkono wace, an'khuya mbalonga tenepa: “Ndisafuna, iwe waceneswa.” Pa n'dzidzi ubodzi-bodzi mamuna awangiswa matanya ace. 
MAT.8.4	Buluka penepo Yezu ampanga kuti: “Lang'ana, leka kupanga munthu penepi. Ndoko kuna nyantsembe, toera akudinkhe. Ungamala upereke ntsembe ninga mudapilongera Mozesi, toera anthu akudziwe kuti iwe wawangadi.”
MAT.8.5	Yezu mudapita iye n'cisa ca Kafaranaumi, afendedzerwa na nkulu m'bodzi wa anyankhondo a ku Roma mbam'phemba tenepa: 
MAT.8.6	“Mbuya, nyabasa wanga ali kugona ku nyumba na kuthabuka pikulu kakamwe na nthenda ya mpfutete.”
MAT.8.7	Yezu ampanga kuti: “Ndinaenda kweneko kamuwangisa.”
MAT.8.8	Mbwenye nkulu wa anyankhondo antawira tenepa: “Mbuya, ine sine munthu kuti ndikutambireni n'nyumba mwanga. Mbwenye longani fala ibodzi basi, nyabasa wanga anawanga. 
MAT.8.9	Thangwi ine ndiri nawombo atsogoleri anga anabvera ine. Inembo ndisabverwa na anyankhondo anga. Na tenepo, ndisapanga nyankhondo wanga m'bodzi kuti: Ndoko kule, iye asaenda. Unangombo mbandimpanga kuti: Bwera kuno, iye asabwera. Pontho ndisapanga nyabasa wanga kuti: Cita ici, iye asacita.” 
MAT.8.10	Yezu na kubva penepyo, adzumatirwa napyo mbalonga kuna anthu akhantowera kuti: “Ndimo mwene ndisakupangani kuti: cipo ndidzati kugumana cikhulupiro ninga ici muno mu Izarayeli. 
MAT.8.11	Ndinakupangani pontho kuti anabwera anthu azinji a kumabulukira dzuwa na a kumadokero a dzuwa, mbadza kakhala pa thando ya kudya pabodzi pene na Abharaamu, na Izaki, na Djakobo, mu Umambo wa kudzulu. 
MAT.8.12	Mbwenye ana a Umambo, anati aponyiwe kunja, ku cidima. Mwenemu munadza kaoneka kulira na kukukuta mano.”
MAT.8.13	Buluka penepo, Yezu alonga kuna nkulu wa anyankhondo kuti: “Ndoko ku nyumba, kutawira kwako kunacitika.” Na tenepo, pa n'dzidzi ubodzi-bodzi nyabasa wace awanga.
MAT.8.14	Yezu pidafika iye pa nyumba ya Pedhru, agumana mebzala wace Pedhru mbakhagona, thangwi akhadaferuka. 
MAT.8.15	Yezu amphata manja ace, nthenda mbiwanga. Na tenepo, iye alamuka mbatoma kum'phatira basa.
MAT.8.16	Na maulo mwace anthu an'dzesera atenda azinji akhali na mizimu ya kuipa. Mbwenye Yezu na fala yace basi aithamangisa mizimu ya kuipa mbaawangisa atenda onsene. 
MAT.8.17	Na tenepo, pyasimbiswa pire pikhadalonga mporofeta Izaya kuti:
MAT.8.17	“Iye ene akwata kuduwala kwathu,
MAT.8.17	na nthenda zathu zonsene.”
MAT.8.18	Yezu na kuona mbumba ya anthu ikhadanzungulira, aapanga anyakutumwa ace kuti aende ntunda unango wa nyandza. 
MAT.8.19	Na tenepo, nyakudziwisa m'bodzi wa Mwambo anfendedzera dhuzi mbampanga kuti: “Mpfundzisi, ine ndinakutowerani konsene kunafuna imwe kwenda.”
MAT.8.20	Mphapo Yezu antawira tenepa: “Minyenga ina mphako zawo, mbalame za kudzulu zinantsandza zawo, mbwenye Ine, Mwana wa Munthu, nkhabe pa kutsamisa nsolo.”
MAT.8.21	M'bodzi wa anyakupfundza aphemba Yezu mbalonga kuti: “Mbuya, ndisiyeni pakutoma ndiyende kaikhise baba wanga.”
MAT.8.22	Mbwenye Yezu antawira tenepa: “Iwe nditowere. Aleke anyakufa aikhane okha.”
MAT.8.23	Na tenepo, Yezu akwira m'bote na anyakupfundza ace mbaenda na iwo pabodzi. 
MAT.8.24	Na mwansanga, caoneka conzi cikulu kakamwe n'nyandza, mabimbi mbakhamenya bote, mbakhafuna kuilowesa. Mbwenye pa n'dzidzi unowu Yezu akhagona pyace. 
MAT.8.25	Na thangwi eneyo anyakupfundza ace aenda kamulamusa mbakhakhuwa tenepa: “Mbuya, tipulumuseni! Tiri kufa ife!”
MAT.8.26	Mbwenye Yezu aabvundza tenepa: “Thangwi yanji imwe musagopa tenepa, anthu a cikhulupiro cing'ono?” Buluka penepo, Yezu alamuka mbamatamisa conzi na mabimbi, pyonsene mbapimatamiratu. 
MAT.8.27	Anyakupfundza ace na kupiona, adzumatirwa mbalonga kuti: “Mbani unowu anafikira kubverwa na mphepo na mabimbi ene?”
MAT.8.28	Yezu afika cisa cinango cinacemerwa Gadala, cinagumanika ntunda unango wa nyandza ya Galileya. Penepo, abwera kuna Iye amuna awiri anyansala akhali na mizimu ya kuipa kubulukira m'masiye, pontho akhali anthu akugopsa kakamwe. Na tenepo, njira ikhadafa thangwi anthu akhagopa kupita nayo. 
MAT.8.29	Mizimu ya kuipa ikhakhala muna anthu pidaona iyo Yezu, yatoma kukhuwa kuti: “Iwe, Mwana wa Mulungu, usafunanji na ife? Wabwera katithabusa n'dzidzi mbudzati kukwana?”
MAT.8.30	Cifupi na penepo, ukhalipo nkumbi ukulu wa nkhumba mbukhasodza. 
MAT.8.31	Na tenepo, madimonyo aphemba kuna Yezu kuti: “Mungatibulusa, tipitiseni pyathu mu nkumbi wa nkhumba.”
MAT.8.32	Yezu aatawira kuti: “Ndokoni!” Iwo abuluka muna anthu mbapita mu nkumbi wa nkhumba. Na tenepo, nkhumba zonsene zanumpha pa nkhomole, mbazilowa n'nyandza.
MAT.8.33	Akumbidzi a nkhumba athawa, aenda mu nzinda mbalonga pyonsene, na pire pidacitika kuna amuna akhali na mizimu ya kuipa. 
MAT.8.34	Na tenepo, anthu onsene a mu nzinda aenda kalonga na Yezu. Pidamuona iwo am'phemba kuti iye abuluke pa cisa ceneci.
MAT.9.1	Buluka penepo, Yezu apakira bote mbawambuka nyandza mpaka ntunda unango, mbaenda ku nzinda kwace. 
MAT.9.2	Penepo anthu an'dzesera mamuna m'bodzi wa mpfutete pa khangala. Yezu na kuona cikhulupiro cikhali na anthu awa, alonga kuna nyampfutete kuti: “Leka kugopa mwana wanga, madawi ako alekererwa.”
MAT.9.3	Mbwenye anyakudziwisa a Mwambo anango akhalonga okha ene kuti: “Munthu uyu ali kuxola Mulungu!”
MAT.9.4	Na tenepo, Yezu na kudziwa manyerezero awo, aapanga tenepa: “Thangwi yanji imwe muli kunyerezera pya kuipa m'mitima mwanu? 
MAT.9.5	Ndi ninji pinakhonda kunentsa? Kulonga kuna ntenda kuti: ‘Madawi ako alekererwa’ peno kumpanga kuti: ‘Lamuka ufambe?’ 
MAT.9.6	Mbwenye toera mudziwe kuti Ine, Mwana wa Munthu ndina mphambvu za kulekerera madawi,” ampanga nyampfutete kuti: “Lamuka, kwata khangala yako, ndoko ku nyumba kwako.” 
MAT.9.7	Iye alamuka mbaenda ku nyumba kwace. 
MAT.9.8	Mwinji wa anthu na kuona penepyo adzumatirwa napyo, mbapasa mbiri Mulungu adapasa anthu mphambvu zenezi.
MAT.9.9	Buluka penepo, Yezu aona mamuna m'bodzi nyakukumbusa misonkho anacemerwa Mateu, akhakhala nawa pa mbuto ikhakumbuswa misonkho, mbampanga kuti: “Nditowere.”
MAT.9.9	Iye alamuka, mbantowera.
MAT.9.10	Mbwenye pa n'dzidzi ukhali Yezu na anyakupfundza ace pa nyumba ya Mateu, abwerambo azinji anyakukumbusa misonkho na anyakudawa, kudza kadya na iwo pabodzi. 
MAT.9.11	Afarisi na kupiona penepyo abvundzisa anyakupfundza a Yezu kuti: “Thangwi yanji mpfundzisi wanu ali kudya pabodzi na anyakukumbusa misonkho pontho na anyakudawa?”
MAT.9.12	Yezu mudabva Iye penepyo aatawira tenepa: “Angumi nkhabe kusaka nkondzi, mbwenye ntenda ndiye anasaka nkondzi. 
MAT.9.13	Ndokoni mukhapfundze asalongeranji mafala awa: ‘Ntsisi na ntsembe, cinafuna Ine maka-maka ndi ntsisi.’ Thangwi Ine sidadza kacemera anyakulungama tayu, mbwenye ndadzera anyakudawa.”
MAT.9.14	Pa n'dzidzi unowu, anyakupfundza a Juwau Bhatixta afendedzera Yezu mbam'bvundzisa kuti: “Thangwi yanji ife na afarisi tiri kupimana cakudya, mbwenye anyakupfundza anu nkhabe?”
MAT.9.15	Yezu aatawira tenepa: “Pisacitika kuti adacemerwa ku phwandu ya banja akhale pontho mbadatsukwala, mwali wa mamuna mbali na iwo? Mbwenye zinafika ntsiku zinafuna iwo kukwatirwa mwali wa mamuna pakati pawo. Ntsiku zenezi iwo anati apimane cakudya.
MAT.9.16	“Nkhabe munthu anaikha cigamba ca nguwo ipsa pa nguwo yakale. Thangwi cigamba cipsa cinathimiza pandula nguwo yakale, benga mbikula. 
MAT.9.17	Pontho nkhabe munthu anaikha vinyu ipsa m'pyombo pya nthembe zakale. Thangwi angacita penepyo, pyombo pinasweka, vinyu inataika pontho pyombo mbipibvungika. Mbwenye vinyu ipsa isatongwa kuti ikoyiwe m'pyombo pipsa. Na tenepo, vinyu na pyombo pyene pinakoyeka.”
MAT.9.18	Yezu mukhalonga Iye na thangwi ya pinthu pinango, afika m'bodzi wa atsogoleri a nyumba ya kuphemberera, an'godamira mbam'phemba tenepa: “Mbuya, mwana wanga wa nkazi afa cincino pano. Bwerani mudze kansandzike manja anu, iye anapulumuka.”
MAT.9.19	Yezu alamuka mbaenda na iye, pabodzi na anyakupfundza ace.
MAT.9.20	Pa n'dzidzi ubodzi-bodzi abulukirambo nkazi m'bodzi akhathabuka na utenda wakubuluka ciropa pa pyaka khumi na piwiri. Iye abwera na kunduli kwace, anfendedzera mban'khuya nguwo zace. 
MAT.9.21	Thangwi iye akhalonga ekha ene kuti: “Male ndingakwanisa kun'khuya nguwo zace basi, ndinawanga.”
MAT.9.22	Yezu azungunuka, amulang'ana mbampanga kuti: “Leka kugopa mwana wanga, Kukhulupira kwako kwakuwangisa!” Na tenepo, kubulukira pa n'dzidzi unowu nkazi awanga.
MAT.9.23	Pidafika Yezu pa nyumba pa n'tsogoleri wa nyumba ya kuphemberera, na kuona anyakuimba pitoliro na mwinji wa anthu mbakhakhuwa, 
MAT.9.24	aapanga kuti: “Bulukani kunja! Ntsikana hadafa tayu, mbwenye ali kugona.” Onsene atoma kunseka. 
MAT.9.25	Pidabuluswa anthu kunja, Yezu apita n'nyumba mukhali ntsikana, amphata nkono wace, iye mbalamuka. 
MAT.9.26	Na tenepo, mphangwa zenezi zamwazika kuna anthu onsene a pa cisa ceneci.
MAT.9.27	Buluka penepo, Yezu atowererwa n'nduli mwace na maboli-boli awiri, mbakhakhuwa tenepa: “Mwana wa Dhavidhi, tibverenimbo ntsisi!”
MAT.9.28	Yezu mukhapita Iye n'nyumba, maboli-boli abodzi-bodzi anfendedzera. Na tenepo, Yezu aabvundza kuti: “Imwe musatawira kuti Ine ndinacita penepyo?”
MAT.9.28	Iwo antawira tenepa: “Ande Mbuya, tisatawira.”
MAT.9.29	Yezu aakhuya m'maso mwawo, mbalonga tenepa: “Mbapicitike kuna imwe ninga kukhulupira kwanu.” 
MAT.9.30	Na tenepo, maso awo afunguka mbaona. Mbwenye Yezu aacenjeza, mbaapanga na mphambvu zonsene kuti: “Lekani kupanga munthu.”
MAT.9.31	Mbwenye iwo abuluka penepo, mbatoma kumwaza mphangwa cisa cenecire consene.
MAT.9.32	Pa n'dzidzi ukhafuna iwo kubuluka, afika anthu anango kuna Yezu na bewewe m'bodzi akhali na nzimu wa kuipa. 
MAT.9.33	Mudathamangiswa dimonyo, bewewe atoma kulonga. Mwinji wa anthu wadzumatirwa napyo mbalonga tenepa: “Ipi cipo pidzati kuoneka muno mu Izarayeli.”
MAT.9.34	Mbwenye afarisi akhadungunya, mbakhalonga kuti: “Ndi nkulu wa madimonyo anampasa mphambvu za kuthamangisa madimonyo.”
MAT.9.35	Yezu akhafamba m'mizinda na m'pisa pyonsene mbakhapfundzisa n'kati mwa nyumba za kuphemberera, mbakhalonga Mphangwa Zadidi za Umambo wa Mulungu, na kukondza nthenda na mautenda akusiyana-siyana. 
MAT.9.36	Yezu na kuona mwinji wa anthu, aabvera ntsisi, thangwi iwo akhali akutsukwala na kukhala ninga mabira akusoweka nkumbidzi. 
MAT.9.37	Na tenepo, alonga kuna anyakupfundza ace kuti: “Munda wakula, mbwenye anyabasa acepa. 
MAT.9.38	Phembani mphapo kuna mwanacinthu munda, kuti atume anyabasa toera adze kabvune.”
MAT.10.1	Yezu acemera anyakupfundza ace khumi na awiri, aapasa mphambvu za kuthamangisa mizimu ya kuipa, na kuwangisa nthenda za kusiyana-siyana. 
MAT.10.2	Madzina a apoxtolo khumi na awiri mbawa:
MAT.10.2	Wakutoma ndi Simau, anacemerwa Pedhru, na Andereya, m'bale wace Pedhru,
MAT.10.2	Tiyago na Juwau, ana a Zebhedheu,
MAT.10.3	Filipi na Bhatolomeu,
MAT.10.3	Tomasi na Mateu, nyakukumbusa misonkho,
MAT.10.3	Tiyago, mwana wa Alufeu, na Tadheu,
MAT.10.4	Simau, nyakukakamira mwambo wa Mulungu, na Djuda Xikariyoti, ule adasandukira Yezu.
MAT.10.5	Yezu atuma khumi na awiri awa, na mafala awa: “Lekani kwenda kuna anthu anango adakhonda kukhala madjuda, peno kupita m'mizinda ya ku Samariya. 
MAT.10.6	Mbwenye pakutoma ndokoni kuna mabira a kutaika a dzindza ya Izarayeli. 
MAT.10.7	Kunaenda imwe ndokoni mbamulonga kuti Umambo wa kudzulu uli dhuzi. 
MAT.10.8	Wangisani atenda, lamusani anyakufa, wangisani anyamatanya, thamangisani madimonyo. Mwapasiwa pezi, apasenimbo pezi. 
MAT.10.9	Lekani kukwata oro, parata peno nkuwa n'cunu mwanu. 
MAT.10.10	Lekani kukwata malikofa pa ulendo, peno kukwata nguwo ziwiri, peno ntsapato, peno mpsimbo, thangwi nyabasa asatongwa kupaswa cakudya. 
MAT.10.11	Mungafika mu nzinda peno n'cisa, sakani munthu wakunyindirika mbamukhala pa nyumba pace mpaka kubuluka kwanu. 
MAT.10.12	Pakupita n'nyumba, amwanyikeni. 
MAT.10.13	Mungaona kuti anthu mbadidi, siyani ntendere wanu muna iwo. Mbwenye pezi, khalani na ntendere wanu. 
MAT.10.14	Mungapita mu nzinda peno n'nyumba ya munthu mbamukhonda kutambirwa peno kubverwa mafala anu, mungabuluka mwenemu, gubudzani pfumbi ya manyalo anu. 
MAT.10.15	Ndimo mwene, ndisakupangani kuti n'dzidzi wa kutongwa ungafika, nyatwa za dziko ya Sodhoma na Gomora zinacepa kupiringana nzinda unowu.”
MAT.10.16	“Lang'anani, Ine ndisakutumani ninga mabira pakati pa mibindzi. Na tenepo, cenjerani ninga nyoka, pontho cepesekani ninga nkhangaiwa.”
MAT.10.17	“Citani mphole na anthu, thangwi iwo anati akuperekeni m'manyumba a kutongera miseru, pontho mbakukwaxamulani n'kati mwa nyumba zawo za kuphemberera. 
MAT.10.18	Na thangwi yanga, munati muperekwe pamaso pa atongi na pa amambo ninga amboni kuna iwo, na kuna ale adakhonda kukhala madjuda. 
MAT.10.19	Mbwenye mungaperekwa, lekani kunentseka na kunyerezera kuti ‘Tinalonganji peno tinalonga tani?’ Thangwi pa n'dzidzi unowu Mulungu anakupangisani pinafuna imwe kulonga. 
MAT.10.20	Thangwi simwe anafuna kulonga tayu, mbwenye ndi Nzimu Wakucena wa Baba wanu, unafuna kukupfundzisani kulonga.”
MAT.10.21	“Azinji anadza kaphesa abale awo ene. Ababa na amai anadza kaphesa anawo. Anambo anadza kasandukira ababa awo na amai awo, mbaapha. 
MAT.10.22	Anthu onsene anati akuideni na thangwi ya dzina yanga. Mbwenye ule anapirira mpaka pakumalisa, anapulumuswa. 
MAT.10.23	Mungaidiwa pa cisa cibodzi, thawirani cisa cinango. Thangwi ndimo mwene, ndisakupangani kuti mbamudzati kumala kuifamba mizinda yonsene ya Izarayeli, Ine, Mwana wa Munthu, ndinabwera.”
MAT.10.24	“Nkhabe nyakupfundza anapita mpfundzisi wace, peno nyabasa anapita mbuya wace. 
MAT.10.25	Male nyakupfundza angakhala ninga mpfundzisi wace, pontho nyabasa akhale ninga mbuya wace. Ngakhala mwanacinthu nyumba acemerwa Bhelizebhu, ndiye tani imwembo anthu anango a pa nyumba!”
MAT.10.26	“Na tenepo, imwe lekani kuagopa. Thangwi nkhabe cinthu cidabiswa cinakhonda kudza kapangizika, peno cidabisala mbacikhonda kudza kadziwika. 
MAT.10.27	Cire cinakupangani Ine n'cibiso-biso, cilongeni pakweca. Pontho na cire cinabva imwe n'ciwerewere, cilongeni pa ntsoyi. 
MAT.10.28	Lekani kugopa ale anapha manungo, mbacimwana kupha nzimu. Mbwenye gopani Mulungu, anapha nzimu na manungo ene mu infernu. 
MAT.10.29	Kodi nkhabe guliswa mbalame ziwiri na kobiri ibodzi? Mphapo nkhabe ibodzi inagwa pantsi Baba wanu mbakhonda kupifuna. 
MAT.10.30	Na tsisi yanu ene ya munsolo, yonsene yamala kulengeswa. 
MAT.10.31	Na tenepo, lekani kugopa. Imwe musafunika pikulu kakamwe kupiringana mbalame zizinji.”
MAT.10.32	“Na tenepo, onsene ale anandicitira umboni pamaso pa anthu, Ine ndinaacitirambo pibodzi-bodzi pamaso pa Baba wanga ali kudzulu. 
MAT.10.33	Mbwenye ule anandikhonda pamaso pa anthu, Ine ndinadza kan'khondambo pamaso pa Baba wanga ali kudzulu.”
MAT.10.34	“Lekani kunyerezera kuti ndabweresa ntendere pa dziko. Sidabweresa ntendere tayu, mbwenye ndabweresa nkhondo. 
MAT.10.35	Ndimo mwene, ndadzesadi kumwazana pakati pa,
MAT.10.35	“ ‘mwana-mamuna na baba wace,
MAT.10.35	mwana-nkazi na mai wace,
MAT.10.35	pontho nkwenya na mebzala wace.
MAT.10.36	Na tenepo, anyamalwa a munthu anati akhale abale ace ene.’
MAT.10.37	“Ule anafuna baba wace peno mai wace kupita Ine, nkhabe cibverano na Ine. Ule anafuna mwana wace wa mamuna peno wa nkazi kupita Ine, unowu nkhabe cibverano na Ine. 
MAT.10.38	Ule anakhonda kukwata ntanda wace mbanditowera, nkhabe cibverano na Ine. 
MAT.10.39	Ule anasaka kukoya moyo wace, anauluza. Mbwenye ule analuza moyo wace na thangwi yanga, anaugumana.”
MAT.10.40	“Ule anakutambirani, asatambira Ine. Ule ananditambira, asatambira ule adandituma. 
MAT.10.41	Ule anatambira mporofeta na kun'dziwa kuti ndi mporofeta, Mulungu anantambirisa muwoni ninga wa mporofeta. Pontho, ule anatambira munthu wakulungama na kun'dziwa kuti ndi wakulungama, anatambira muwoni ninga wa munthu wakulungama. 
MAT.10.42	Na ulembo anapasa ndiko ibodzi basi ya madzi a kutonthola m'bodzi wa ana awa na thangwi ya kukhala nyakupfundza wanga, ndimo mwene ndisakupangani kuti iye nkhabe kudza kaluza m'bairo wace.”
